"NetC","Comune di Barletta","","","","","","",""
"Stat","Via Casardi - C. Sportivo","","","","","","",""
,NO2,NOX,O3
19/03/2012 14.00,"29,44682672","35,6207512","80,3312685"
19/03/2012 15.00,"21,77427664","25,66062696","91,7205639"
19/03/2012 16.00,"25,5147796","28,44977608","99,55710345"
19/03/2012 17.00,"21,5853328","22,6665688","105,54537525"
19/03/2012 18.00,"34,37227256","35,36135016","91,93588425"
19/03/2012 19.00,"72,04551752","77,73415728","50,1832275"
19/03/2012 20.00,"71,25209488","74,06697952","37,14548355"
19/03/2012 21.00,"78,05200816","85,85258576","21,1375437"
19/03/2012 22.00,"88,37558448","110,01909944","8,39076252"
19/03/2012 23.00,"68,04333824","82,0051064","22,272978"
20/03/2012 0.00,"44,89582496","45,34416984","28,52181675"
20/03/2012 1.00,"29,74224984","29,88358488","39,9833511"
20/03/2012 2.00,"16,22163362","16,26665739","55,3317639"
20/03/2012 3.00,,,"51,9207927"
20/03/2012 4.00,"12,53566281","12,52034386","56,0540736"
20/03/2012 5.00,"18,06753769","18,19396104",
20/03/2012 6.00,"34,3430572","38,60897776",
20/03/2012 7.00,"32,52246992","36,9255",
20/03/2012 8.00,"36,185078","49,8680192",
20/03/2012 9.00,"32,82699416","47,8259076",
20/03/2012 10.00,"23,283858","27,68780584",
20/03/2012 11.00,"11,5961519","12,65717614",
20/03/2012 12.00,"11,39292924","13,1467839",
20/03/2012 13.00,"9,97620416","11,78495998",
20/03/2012 14.00,"11,83443681","14,23105424",
20/03/2012 15.00,"8,45234207","9,70072129",
20/03/2012 16.00,"9,33860952","10,6364885",
20/03/2012 17.00,"9,05162788","9,7286059",
20/03/2012 18.00,"13,21871334","13,89449062",
20/03/2012 19.00,"18,78369641","19,41375968",
20/03/2012 20.00,"20,56790024","20,78724488",
20/03/2012 21.00,"39,69183896","40,84043472",
20/03/2012 22.00,"48,69412768","50,34919312",
20/03/2012 23.00,"17,07284454","17,08504693",
21/03/2012 0.00,"12,33179007","12,34525246",
21/03/2012 1.00,"9,13538495","9,18711985",
21/03/2012 2.00,"7,08495424","7,07694105",
21/03/2012 3.00,"6,97522647","6,9699417",
21/03/2012 4.00,"6,36620094","6,35971543",
21/03/2012 5.00,"7,9556408","7,94591446",
21/03/2012 6.00,"12,48631982","12,48013833",
21/03/2012 7.00,"25,07132944","25,18918512",
21/03/2012 8.00,"29,6500532","33,15842024",
21/03/2012 9.00,"23,48513424","27,14242696",
21/03/2012 10.00,"16,43199759","19,16992232",
21/03/2012 11.00,"12,6012425","14,66943186",
21/03/2012 12.00,"11,6416097","13,60720879",
21/03/2012 13.00,"15,6658439","19,27691784",
21/03/2012 14.00,"14,46792618","17,2543029",
21/03/2012 15.00,"10,63002021","11,88482757",
21/03/2012 16.00,"11,03062818","12,25965222",
21/03/2012 17.00,"14,6276451","15,9787274",
21/03/2012 18.00,"15,97620738","16,58635909",
21/03/2012 19.00,"22,65664552","22,76968296",
21/03/2012 20.00,"40,21320312","40,61669248",
21/03/2012 21.00,"78,13382264","84,67945904",
21/03/2012 22.00,"62,49523048","69,03080976",
21/03/2012 23.00,"38,41339928","39,2243932",
22/03/2012 0.00,"27,0795604","27,48029648",
22/03/2012 1.00,"18,30127586","18,30225672",
22/03/2012 2.00,"13,79916786","13,88541053",
22/03/2012 3.00,,,
22/03/2012 4.00,"10,90466945","10,94776402",
22/03/2012 5.00,"12,10649338","12,24603496",
22/03/2012 6.00,"18,03897432","18,10511805",
22/03/2012 7.00,"34,06711736","35,78612008",
22/03/2012 8.00,"54,43571072","68,89851848",
22/03/2012 9.00,"49,7589396","65,82209136",
22/03/2012 10.00,"25,66995752","30,9393148",
22/03/2012 11.00,"21,78660904","27,0607272",
22/03/2012 12.00,"24,39413728","29,56452944",
22/03/2012 13.00,"23,83055616","28,71760904",
22/03/2012 14.00,"18,87654313","22,15231728",
22/03/2012 15.00,"12,87589174","14,25893885",
22/03/2012 16.00,"14,00822976","15,00534732",
22/03/2012 17.00,"17,42409806","18,21536014",
22/03/2012 18.00,"23,50461752","23,85330896",
22/03/2012 19.00,"33,97622088","34,1778604",
22/03/2012 20.00,"54,15066976","56,43652312",
22/03/2012 21.00,"59,64424728","60,41694384",
22/03/2012 22.00,"80,96274136","92,77322272",
22/03/2012 23.00,"73,4388684","76,85285912",
23/03/2012 0.00,"59,56308288","60,59594528",
23/03/2012 1.00,"40,52810952","40,63938792",
23/03/2012 2.00,"41,04559232","42,63088888",
23/03/2012 3.00,"26,47248128","26,596398",
23/03/2012 4.00,"26,61337656","26,97835824",
23/03/2012 5.00,"30,67461752","30,95229728",
23/03/2012 6.00,"35,29425808","35,41192256",
23/03/2012 7.00,"45,60028224","46,40963184",
23/03/2012 8.00,"78,62404032","134,56241096",
23/03/2012 9.00,"67,92387648","107,20857416",
23/03/2012 10.00,"58,88524064","79,40725288",
23/03/2012 11.00,"78,82271624","124,8578064",
23/03/2012 12.00,"53,88578128","77,71406216",
23/03/2012 13.00,"36,05326472","46,47771816",
23/03/2012 14.00,"25,4089504","186,05035304",
23/03/2012 15.00,"24,56682912","26,83828512",
23/03/2012 16.00,"53,69423712","73,1123944","62,7632985"
23/03/2012 17.00,"44,29719688","48,99840336","74,7736374"
23/03/2012 18.00,"58,57811608","63,92917312","65,40541665"
23/03/2012 19.00,"60,57791512","62,18537176","57,17464515"
23/03/2012 20.00,"99,00819736","112,23107312","16,88817375"
23/03/2012 21.00,"113,26445176","172,95609752","4,8683985"
23/03/2012 22.00,"97,9979348","145,91028392","5,39627949"
23/03/2012 23.00,"60,79867464","73,50603696","28,98086625"
24/03/2012 0.00,"35,16764544","35,29844536","55,64160735"
24/03/2012 1.00,"26,81400272","26,79614464","58,86696375"
24/03/2012 2.00,"25,1414616","25,11136672","51,63592665"
24/03/2012 3.00,,,"54,1950129"
24/03/2012 4.00,"14,7614048","14,79718406","56,91744975"
24/03/2012 5.00,"18,02339152","18,0843652",
24/03/2012 6.00,"30,47724176","30,80637344","37,29534795"
24/03/2012 7.00,"40,83521496","44,13148384","26,73094515"
24/03/2012 8.00,"52,32815136","62,02520352","35,97226395"
24/03/2012 9.00,"38,68220736","47,94911688","47,7632127"
24/03/2012 10.00,"26,34846896","32,80825656","57,90098475"
24/03/2012 11.00,"22,72027688","29,47957928","62,77141815"
24/03/2012 12.00,"20,76139464","24,05433664","70,78277955"
24/03/2012 13.00,"20,4322056","22,8280372","79,35581325"
24/03/2012 14.00,"20,9594396","23,3850984","78,9048834"
24/03/2012 15.00,"11,5455164","12,07029539","89,2566591"
24/03/2012 16.00,"12,51942993","12,82059478","95,2449309"
24/03/2012 17.00,"13,85500208","14,15647859","95,43327885"
24/03/2012 18.00,"19,60696728","19,70298792","88,70242815"
24/03/2012 19.00,"26,23872016","26,25659736","76,3539168"
24/03/2012 20.00,"52,1645224","52,90941848","54,1025247"
24/03/2012 21.00,"66,98047656","71,94576848","26,35225425"
24/03/2012 22.00,"60,65387888","66,216384","20,9262732"
24/03/2012 23.00,"56,08228688","58,45658936","23,7823551"
25/03/2012 0.00,"33,84245736","34,55982064","45,12041625"
25/03/2012 1.00,"25,06547872","25,03549856","56,1371055"
25/03/2012 2.00,"20,23482984","20,21073864","55,88934645"
25/03/2012 3.00,"17,62733219","17,60578204","60,36285465"
25/03/2012 4.00,"15,87946401","15,88080623","60,9136941"
25/03/2012 5.00,"20,65166496","20,67571792","55,27911585"
25/03/2012 6.00,"20,38480712","20,37157608","57,0706857"
25/03/2012 7.00,"20,58610248","20,74380424","59,7782598"
25/03/2012 8.00,"26,82763528","27,58339152","63,53757795"
25/03/2012 9.00,"33,27824528","36,92486904","61,0784013"
25/03/2012 10.00,"24,43308472","27,61646912","77,72897055"
25/03/2012 11.00,"19,76344536","23,12959784","85,8335184"
25/03/2012 12.00,"17,8734085","20,95521408","82,303725"
25/03/2012 13.00,"19,40375992","23,17756992","77,5662783"
25/03/2012 14.00,"13,46803622","15,0468511","87,3530301"
25/03/2012 15.00,"10,91570742","11,61635409","103,8387924"
25/03/2012 16.00,"9,94374031","10,03209957","124,29390645"
25/03/2012 17.00,"12,21103006","12,43085462","122,51931405"
25/03/2012 18.00,"18,7999312","19,03569801","110,87549655"
25/03/2012 19.00,"24,2402404","24,24628232","100,3050489"
25/03/2012 20.00,"48,38635304","48,55223816","70,42503615"
25/03/2012 21.00,"47,78577472","47,9043952","59,7310182"
25/03/2012 22.00,"26,8893164","26,94269944","78,53024235"
25/03/2012 23.00,"20,61531784","20,69451288","83,6821503"
26/03/2012 0.00,"13,97512157","13,95868984","90,44202825"
26/03/2012 1.00,"11,21502338","11,20261832","94,428138"
26/03/2012 2.00,"10,32941174","10,32326849","93,39801975"
26/03/2012 3.00,,,"88,759146"
26/03/2012 4.00,"12,50514729","12,51386027","84,5178558"
26/03/2012 5.00,"15,00422689","15,00664557",
26/03/2012 6.00,"22,15604568","22,24374912","71,30730495"
26/03/2012 7.00,"30,12598824","31,27523408","62,4244278"
26/03/2012 8.00,"36,98240112","41,48177688","56,62921215"
26/03/2012 9.00,"30,4980252","35,95083888","65,96908395"
26/03/2012 10.00,"24,58371208","29,95945304","72,36780705"
26/03/2012 11.00,"14,87632556","16,90930736","93,23602575"
26/03/2012 12.00,"15,1314877","17,06494225","99,3377133"
26/03/2012 13.00,"20,7315292","24,44731","99,26144445"
26/03/2012 14.00,"13,56867434","15,25047719","102,5198181"
26/03/2012 15.00,"14,1562721","15,60519908","105,5663028"
26/03/2012 16.00,"18,97004566","21,51550656","88,9819077"
26/03/2012 17.00,"15,90673486","17,16027266","99,0082989"
26/03/2012 18.00,"22,38525624","23,103652","91,8899793"
26/03/2012 19.00,"24,28700792","24,51411528","84,2113839"
26/03/2012 20.00,"35,01246752","35,20504416","74,65483515"
26/03/2012 21.00,"43,15705216","44,47778528","52,66401"
26/03/2012 22.00,"20,94903832","20,9578144","72,5095518"
26/03/2012 23.00,"18,99536246","19,05774528","74,99234925"
27/03/2012 0.00,"15,26135074","15,24593619","75,1766274"
27/03/2012 1.00,"11,49940661","11,52167376","75,68090355"
27/03/2012 2.00,"10,87415393","10,89847839","72,3448446"
27/03/2012 3.00,"10,68196734","10,66891411","69,61901625"
27/03/2012 4.00,"14,25106332","14,33286633","62,61006255"
27/03/2012 5.00,"20,04653608","20,0803976","54,23888295"
27/03/2012 6.00,"30,12856944","30,54374112","44,95774395"
27/03/2012 7.00,"40,79171696","46,41288224","37,48367595"
27/03/2012 8.00,"46,10608272","63,252784","36,1160436"
27/03/2012 9.00,"29,36891272","39,03762904","54,71884005"
27/03/2012 10.00,"20,99773696","27,08342264","69,15593685"
27/03/2012 11.00,"12,87654182","15,20897341","87,3435738"
27/03/2012 12.00,"8,66270796","9,7804861","97,6028613"
27/03/2012 13.00,"10,26902122","11,54501928","99,479478"
27/03/2012 14.00,"10,37745266","11,84008103","102,6332538"
27/03/2012 15.00,"12,22466071","13,72717914","103,59721785"
27/03/2012 16.00,"10,4131669","11,29470406","106,94203485"
27/03/2012 17.00,"11,69938651","12,1973975","106,3459488"
27/03/2012 18.00,"14,05822665","14,17658136","103,95831285"
27/03/2012 19.00,"36,30649","36,57013568","77,7984963"
27/03/2012 20.00,"39,45549664","40,7081052","58,9803795"
27/03/2012 21.00,"35,48255184","36,64793496","61,12498455"
27/03/2012 22.00,"23,31825488","23,49469424","71,9134857"
27/03/2012 23.00,"16,52745037","16,61035469","80,51351175"
28/03/2012 0.00,"12,22855546","12,25511314","82,7573481"
28/03/2012 1.00,"9,72493103","9,74935874","83,1198396"
28/03/2012 2.00,"8,08744452","8,08080032","83,3304717"
28/03/2012 3.00,,,"84,0041433"
28/03/2012 4.00,"10,33525099","10,33753774","81,247971"
28/03/2012 5.00,"17,93703222","18,00200962",
28/03/2012 6.00,"28,85012976","29,09113736","60,00846285"
28/03/2012 7.00,"39,22695528","42,10627432","48,7609122"
28/03/2012 8.00,"38,87310144","47,17160208","53,7798534"
28/03/2012 9.00,"28,21125408","35,6084188","64,7553459"
28/03/2012 10.00,"24,8479696","31,08523864","74,6892489"
28/03/2012 11.00,"19,28427904","23,0374968","92,16674565"
28/03/2012 12.00,"14,19782368","16,31983202","98,37781905"
28/03/2012 13.00,"15,1236963","17,71602414","99,131151"
28/03/2012 14.00,"15,76193719","18,58564762","98,33189415"
28/03/2012 15.00,"13,97316942","15,77639956","99,89733075"
28/03/2012 16.00,"14,77373338","16,44758422","101,2798059"
28/03/2012 17.00,"18,06235043","20,13617064","100,8585816"
28/03/2012 18.00,"22,11384784","22,63544144","95,1146574"
28/03/2012 19.00,"31,82709464","32,2557268","82,7107848"
28/03/2012 20.00,"48,94993416","49,72016424","58,95067395"
28/03/2012 21.00,"35,7980892","36,57013568","62,2941543"
28/03/2012 22.00,"22,37745528","22,43441376","71,3444319"
28/03/2012 23.00,"17,99416851","18,04221325","77,1221115"
29/03/2012 0.00,"11,72471478","11,71427526","84,09461655"
29/03/2012 1.00,"8,996438","9,01008394","87,35843655"
29/03/2012 2.00,"6,81485365","6,81689949","89,3281998"
29/03/2012 3.00,"6,42918222","6,44272109","89,36736165"
29/03/2012 4.00,"8,3478073","8,3538148","87,71418495"
29/03/2012 5.00,"16,50342418","16,52799529","78,5768256"
29/03/2012 6.00,"28,48199328","28,64172176","65,75980845"
29/03/2012 7.00,"41,02545896","43,57834224","54,94228005"
29/03/2012 8.00,"42,28246512","50,16047872","55,44721455"
29/03/2012 9.00,"27,09124272","32,65261976","77,5615701"
29/03/2012 10.00,"20,323126","23,4298392","90,5668953"
29/03/2012 11.00,"18,44087481","21,92664392","89,09600175"
29/03/2012 12.00,"24,07142992","29,94518952","88,88943945"
29/03/2012 13.00,"21,87752464","26,29615664","98,93067345"
29/03/2012 14.00,"14,99579497","17,04354314","111,08608875"
29/03/2012 15.00,"17,53448165","19,63618264","108,82802805"
29/03/2012 16.00,"21,69181208","23,71258576","104,50981065"
29/03/2012 17.00,"26,18744032","28,15083488","97,9984299"
29/03/2012 18.00,"35,72927632","37,00396848","85,5365028"
29/03/2012 19.00,"54,99669152","55,7614724","60,2588952"
29/03/2012 20.00,"44,07448712","44,26637544","87,97070205"
29/03/2012 21.00,"35,91887024","36,01697496","90,2867574"
29/03/2012 22.00,"15,54832855","15,52932518","107,56978155"
29/03/2012 23.00,"13,62775323","13,61109971","103,419603"
30/03/2012 0.00,"10,82350887","10,81741724","105,669564"
30/03/2012 1.00,"8,4490955","8,46211048","105,5426421"
30/03/2012 2.00,"7,55178816","7,56525246","104,6833557"
30/03/2012 3.00,,,"110,61219645"
30/03/2012 4.00,"8,11796195","8,15602605","112,3672977"
30/03/2012 5.00,"15,97100866","16,02995753",
30/03/2012 6.00,"23,5020172","23,52062096","92,4867237"
30/03/2012 7.00,"36,70126064","37,841826","84,7770861"
30/03/2012 8.00,"28,4066796","30,94579648","96,03947955"
30/03/2012 9.00,"19,31156328","21,7956528","103,0429869"
30/03/2012 10.00,"15,99113819","18,27956128","105,67229715"
30/03/2012 11.00,"14,47766209","16,58441458","108,99010185"
30/03/2012 12.00,"15,93010906","18,27502028","108,2907546"
30/03/2012 13.00,"15,82687445","18,0305424","110,88219975"
30/03/2012 14.00,"12,72395466","13,85947042","114,6050493"
30/03/2012 15.00,"18,40776662","21,09010568","113,36773035"
30/03/2012 16.00,"13,45374402","14,34194642","119,7941241"
30/03/2012 17.00,"13,72969534","14,55983794","118,7720856"
30/03/2012 18.00,"18,19024985","18,38331787","115,98556935"
30/03/2012 19.00,"32,90165776","33,08062096","101,8602711"
30/03/2012 20.00,"37,3096208","37,5305524","89,14998645"
30/03/2012 21.00,"28,30345072","28,45950816","89,00215695"
30/03/2012 22.00,"22,1521452","22,36955872","88,20966315"
30/03/2012 23.00,"16,38785334","16,52215986","90,41705085"
31/03/2012 0.00,"11,29942862","11,33620594","94,88245935"
31/03/2012 1.00,"8,33741749","8,37910482","102,0270132"
31/03/2012 2.00,"6,47657878","6,46866119","103,481049"
31/03/2012 3.00,"6,42788206","6,42002374","101,8454682"
31/03/2012 4.00,"12,55124561","12,53590754","88,8509559"
31/03/2012 5.00,"16,85728184","16,84640447","83,47018155"
31/03/2012 6.00,"24,58176184","24,69244752","73,54641315"
31/03/2012 7.00,"35,795508","38,10640856","53,74136985"
31/03/2012 8.00,"50,7964864","62,5225912","48,22224225"
31/03/2012 9.00,"44,47833976","57,17516696","62,070036"
31/03/2012 10.00,"20,75426288","24,96286168","95,1727119"
31/03/2012 11.00,"27,83271632","33,95218704","93,6194448"
31/03/2012 12.00,"23,94286704","27,18458656","123,6230079"
31/03/2012 13.00,"18,87200022","20,37610752","130,37131485"
31/03/2012 14.00,"15,24187128","16,51956528","129,70781775"
31/03/2012 15.00,"11,83184414","12,06316172","141,90648465"
31/03/2012 16.00,"14,15042329","14,40419922","135,9769257"
31/03/2012 17.00,"12,97782428","13,11825112","128,67297135"
31/03/2012 18.00,"22,43070448","22,77356432","114,59561295"
31/03/2012 19.00,"36,8395556","37,01108112","88,85229255"
31/03/2012 20.00,"29,35788048","29,54961584","94,8183201"
31/03/2012 21.00,"21,49638656","21,56284768","97,6669806"
31/03/2012 22.00,"12,23049805","12,24862954","107,5516071"
31/03/2012 23.00,"10,55925518","10,61833215","110,0094072"
01/04/2012 0.00,"9,95023155","9,94649933","108,5344638"
01/04/2012 1.00,"9,49703402","9,53730265","108,35553225"
01/04/2012 2.00,"7,09339572","7,09704573","110,95042875"
01/04/2012 3.00,,,"111,93939015"
01/04/2012 4.00,"6,67785502","6,68006721","107,46783705"
01/04/2012 5.00,"7,82903198","7,83178144",
01/04/2012 6.00,"8,08939285","8,11711685","106,267665"
01/04/2012 7.00,"8,96202774","8,99127751","104,7413304"
01/04/2012 8.00,"10,76247783","11,20067382","100,8680379"
01/04/2012 9.00,"10,06775263","10,94516943","99,88990935"
01/04/2012 10.00,"10,51640152","11,92438494","102,03585105"
01/04/2012 11.00,"12,12661335","13,9249679","105,24225495"
01/04/2012 12.00,"13,22130601","14,94374077","104,86420245"
01/04/2012 13.00,"14,32313042","16,20699534","98,8287489"
01/04/2012 14.00,"6,36295436","7,05359744","92,74525575"
01/04/2012 15.00,"9,56910494","10,81547274","97,2808683"
01/04/2012 16.00,"7,66865916","8,25589172","97,1647593"
01/04/2012 17.00,"11,08712396","11,74864537","94,7008545"
01/04/2012 18.00,"15,06851215","16,0046675","91,9412907"
01/04/2012 19.00,"24,11947848","24,92590272","83,1866721"
01/04/2012 20.00,"26,26340408","26,79937592","81,3539454"
01/04/2012 21.00,"18,28440055","18,29123404","88,472265"
01/04/2012 22.00,"16,12294574","16,29064917","87,8093664"
01/04/2012 23.00,"26,39584832","26,42261632","65,75913015"
02/04/2012 0.00,"29,00855808","28,98672304","52,2846408"
02/04/2012 1.00,"16,31448225","16,33604387","62,8632081"
02/04/2012 2.00,"10,96051323","10,95943678","66,62926935"
02/04/2012 3.00,"9,89374342","9,88165002","63,15956535"
02/04/2012 4.00,"11,65524034","11,79792908","62,02616595"
02/04/2012 5.00,"15,03799663","15,0273965","52,6653666"
02/04/2012 6.00,"34,661214","35,23360944","35,88113235"
02/04/2012 7.00,"53,9065456","68,7338188","24,66532215"
02/04/2012 8.00,"60,05135032","90,86992232","33,5880195"
02/04/2012 9.00,"33,54705336","42,8662752","64,6993263"
02/04/2012 10.00,"21,54961664","27,17615464","79,80875805"
02/04/2012 11.00,"15,53988707","18,99743698","91,6334622"
02/04/2012 12.00,"14,44259983","17,57724926","94,12842915"
02/04/2012 13.00,"15,22239374","18,76138719","97,35781545"
02/04/2012 14.00,"9,0639641","10,34726409","106,9257756"
02/04/2012 15.00,"10,04892326","11,68444423","104,3302806"
02/04/2012 16.00,"9,77557609","11,23439576","98,6511939"
02/04/2012 17.00,"12,4486649","13,60850704","99,18244245"
02/04/2012 18.00,"13,26934883","14,2816362","92,87892075"
02/04/2012 19.00,"21,79894144","22,02845792","79,4786853"
02/04/2012 20.00,"44,56468568","46,5938148","55,49649105"
02/04/2012 21.00,"32,4672896","32,79076176","59,21529075"
02/04/2012 22.00,"42,8285132","43,11208192","44,74846845"
02/04/2012 23.00,"36,97653128","37,0007372","47,80979595"
03/04/2012 0.00,"20,46532144","20,4934852","62,71739355"
03/04/2012 1.00,"15,94698246","15,98456282","66,5340879"
03/04/2012 2.00,"25,68554032","25,69630488","51,5913783"
03/04/2012 3.00,,,"53,3572725"
03/04/2012 4.00,"18,74798216","18,84633926","54,0782256"
03/04/2012 5.00,"38,0452628","39,26590272",
03/04/2012 6.00,"33,17954784","33,87243752","40,01509155"
03/04/2012 7.00,"54,92332808","62,03621664","28,35036645"
03/04/2012 8.00,"66,82269832","80,86700752","24,39396225"
03/04/2012 9.00,"66,97007528","88,14495904","27,80832495"
03/04/2012 10.00,"40,79301712","57,32174088","57,00048165"
03/04/2012 11.00,"31,25573168","41,260004","65,79424215"
03/04/2012 12.00,"29,35202976","36,5487404","86,675967"
03/04/2012 13.00,"19,86084264","23,68015824","93,92996655"
03/04/2012 14.00,"9,31653357","10,36542235","98,87261895"
03/04/2012 15.00,"9,6379293","10,93609126","97,3200102"
03/04/2012 16.00,"8,67049936","9,38815135","97,85193705"
03/04/2012 17.00,"9,90673164","10,56385927","93,62349465"
03/04/2012 18.00,"12,49215907","12,85820765","85,80919935"
03/04/2012 19.00,"14,42507253","14,52027866","79,2647016"
03/04/2012 20.00,"17,2663313","17,46376442","74,50564905"
03/04/2012 21.00,"15,17953817","15,22064617","73,57410375"
03/04/2012 22.00,"10,58717802","10,59044754","74,98492785"
03/04/2012 23.00,"11,2689131","11,2551467","73,5902832"
04/04/2012 0.00,"13,71150839","13,73107006","67,8159951"
04/04/2012 1.00,"8,68608216","8,67611108","69,79385805"
04/04/2012 2.00,"10,1125527","10,12159073","63,8494563"
04/04/2012 3.00,"9,6457207","9,63846657","60,76045815"
04/04/2012 4.00,"16,79170406","16,77117874","50,80157775"
04/04/2012 5.00,"27,14059144","27,60673704","42,1610532"
04/04/2012 6.00,"42,4610268","47,3356708","22,4018949"
04/04/2012 7.00,"56,0446396","71,93668648","18,22003575"
04/04/2012 8.00,"48,31558992","65,30979008","35,89126695"
04/04/2012 9.00,"26,7055732","33,22652568","58,29858825"
04/04/2012 10.00,"25,89136712","33,50669104","63,3438435"
04/04/2012 11.00,"20,88280664","25,79941904","75,73018005"
04/04/2012 12.00,"12,81031396","15,64346011","77,23820055"
04/04/2012 13.00,"10,28980275","12,35368438","75,705861"
04/04/2012 14.00,"7,36349631","8,3538148","77,618268"
04/04/2012 15.00,"7,4621861","8,68908209","80,11862145"
04/04/2012 16.00,"8,46792487","9,2941211","80,59654365"
04/04/2012 17.00,"11,5156414","12,1111491","78,85155705"
04/04/2012 18.00,"11,22736151","11,70389883","77,5095804"
04/04/2012 19.00,"16,06840402","16,49492342","71,93712645"
04/04/2012 20.00,"17,94612569","18,04415966","68,73539085"
04/04/2012 21.00,"20,74906224","20,99995488","63,2277345"
04/04/2012 22.00,"9,80674169","9,87062543","71,9971959"
04/04/2012 23.00,"9,89634183","9,90953463","67,23072195"
05/04/2012 0.00,"12,25452424","12,28429599","61,04059605"
05/04/2012 1.00,"10,40147885","10,40497972","55,0435263"
05/04/2012 2.00,"11,15269982","11,15722553","56,06486655"
05/04/2012 3.00,,,"57,152361"
05/04/2012 4.00,"16,41382021","16,9624839","46,5913497"
05/04/2012 5.00,"21,89310744","22,2742264",
05/04/2012 6.00,"34,01061776","36,55197168","21,9813489"
05/04/2012 7.00,"44,81791096","60,32941248","15,28428353"
05/04/2012 8.00,"61,6440272","106,34737112","10,80200331"
05/04/2012 9.00,"58,35542544","92,44640456","24,1819935"
05/04/2012 10.00,"39,00099512","55,33217104","35,6468994"
05/04/2012 11.00,"29,28904848","40,64977008","40,48559235"
05/04/2012 12.00,"20,05433704","24,97842536","53,45245395"
05/04/2012 13.00,"27,0353932","34,67524808","47,06318715"
05/04/2012 14.00,"18,26232842","21,33327384","60,61262865"
05/04/2012 15.00,"8,65556473","9,50228437","68,60579565"
05/04/2012 16.00,"9,50612558","9,91991106","72,7964328"
05/04/2012 17.00,"14,09393898","14,87046337","64,3280568"
05/04/2012 18.00,"17,7383563","18,10771072","65,20763235"
05/04/2012 19.00,"18,14675758","18,26983302","68,319573"
05/04/2012 20.00,"16,97220451","17,23873922","66,4328217"
05/04/2012 21.00,"24,83303688","25,20539888","59,0553117"
05/04/2012 22.00,"22,53523352","22,79821","57,97456035"
05/04/2012 23.00,"14,98800357","15,08186938","60,5431029"
06/04/2012 0.00,"12,5441062","12,5326667","60,99941925"
06/04/2012 1.00,"15,44185118","15,42686493","55,0111275"
06/04/2012 2.00,"16,96441311","16,98064026","49,07885535"
06/04/2012 3.00,"13,05768278","13,04432173","44,58579615"
06/04/2012 4.00,"19,17001792","19,75486048","30,8770539"
06/04/2012 5.00,"15,52040762","15,54813162","37,6207125"
06/04/2012 6.00,"23,12282936","23,44928424","29,22521385"
06/04/2012 7.00,"30,46295912","35,95667048","29,2393983"
06/04/2012 8.00,"28,38396504","37,24780584","40,35124905"
06/04/2012 9.00,"19,03562344","23,3131116","62,4142932"
06/04/2012 10.00,"16,26838393","21,5051244","56,81821845"
06/04/2012 11.00,"13,34726474","16,80943978","70,71866025"
06/04/2012 12.00,"14,56596398","18,4540026","75,97452765"
06/04/2012 13.00,"12,64085149","15,75240587","80,13414255"
06/04/2012 14.00,"7,13105447","8,1916925","87,5109942"
06/04/2012 15.00,"8,53674731","9,68710402","88,1286462"
06/04/2012 16.00,"9,62299466","10,81482266","87,23287125"
06/04/2012 17.00,"10,15670461","11,02687875","86,79273435"
06/04/2012 18.00,"12,61747538","12,99179526","83,58158235"
06/04/2012 19.00,"16,25669778","16,44498963","77,5426575"
06/04/2012 20.00,"32,04460376","32,4120328","57,40482825"
06/04/2012 21.00,"37,6868584","38,30676704","44,8112511"
06/04/2012 22.00,"23,31697384","23,37924768","61,2296223"
06/04/2012 23.00,"18,46425092","18,52339099","56,80337565"
07/04/2012 0.00,"19,04211277","19,09535814","54,5818035"
07/04/2012 1.00,"12,65772489","12,65263514","62,015373"
07/04/2012 2.00,"8,45948339","8,46729965","68,43163215"
07/04/2012 3.00,,,"60,0935097"
07/04/2012 4.00,"9,88984868","10,28500937","68,40868965"
07/04/2012 5.00,"12,23049805","12,22658036",
07/04/2012 6.00,"15,28926211","15,27446897","69,67032765"
07/04/2012 7.00,"21,43470544","22,51871384","63,4268754"
07/04/2012 8.00,"27,41003048","31,39651224","59,61760245"
07/04/2012 9.00,"20,0147204","22,52389536","74,29302195"
07/04/2012 10.00,"21,49053584","23,40649368","68,44647495"
07/04/2012 11.00,"23,03063272","24,96481192","66,21614475"
07/04/2012 12.00,"18,78889322","21,18541888","71,2512654"
07/04/2012 13.00,"16,92415213","18,29901588","77,91729855"
07/04/2012 14.00,"11,09036862","11,73697261","74,09994585"
07/04/2012 15.00,"8,70750803","9,47375159","77,4663687"
07/04/2012 16.00,"9,23667315","9,7915107","82,0141308"
07/04/2012 17.00,"14,67894024","15,74786678","78,89612535"
07/04/2012 18.00,"17,35787786","18,52728191","75,81995505"
07/04/2012 19.00,"19,46479096","19,8229468","72,7491912"
07/04/2012 20.00,"20,98215416","21,33847448","69,36589065"
07/04/2012 21.00,"16,28266466","25,1476756","43,51651605"
07/04/2012 22.00,"11,7708131","11,75642721","81,35799525"
07/04/2012 23.00,"9,79895029","9,83560715","93,7045116"
08/04/2012 0.00,"10,95207175","10,94192668","91,0211967"
08/04/2012 1.00,"9,06201578","9,08076867","91,7016513"
08/04/2012 2.00,"5,79158758","5,78450744","95,93956995"
08/04/2012 3.00,"4,47095006","4,47975099","97,8931338"
08/04/2012 4.00,"6,12791602","6,16906035","95,2395444"
