TARANTO - Carcere,,,
,SO2,NO2,PM10
11/11/2011 13.00,"1,495424","11,235021",
11/11/2011 14.00,"1,883729","12,303827","24,17581"
11/11/2011 15.00,"1,170332","10,952091",
11/11/2011 16.00,"1,392478","11,120159","21,001221"
11/11/2011 17.00,"1,406927","17,011854",
11/11/2011 18.00,"1,30037","16,166288","24,17581"
11/11/2011 19.00,"1,30037","16,020933",
11/11/2011 20.00,"1,30037","31,608362","25,15262"
11/11/2011 21.00,"1,30037","18,329198",
11/11/2011 22.00,"1,30037","11,742494","24,908421"
11/11/2011 23.00,"1,30037","11,866438",
12/11/2011 0.00,"1,30037","21,393462","26,37361"
12/11/2011 1.00,,"9,245391",
12/11/2011 2.00,"1,30037",,"27,59462"
12/11/2011 3.00,"1,30037","4,349819",
12/11/2011 4.00,"1,30037","4,321913","26,86202"
12/11/2011 5.00,"1,30037","5,402392",
12/11/2011 6.00,"1,30037","15,214306","31,25762"
12/11/2011 7.00,"1,30037","12,621798",
12/11/2011 8.00,"1,30037","24,411669","28,327221"
12/11/2011 9.00,"1,30037","16,388228",
12/11/2011 10.00,"1,47014","10,626328","27,59462"
12/11/2011 11.00,"2,212434","9,931966",
12/11/2011 12.00,"2,384011","7,940382","24,908421"
12/11/2011 13.00,"1,30037","10,758703",
12/11/2011 14.00,"1,30037","15,242858","18,80341"
12/11/2011 15.00,"1,30037","8,948827",
12/11/2011 16.00,"1,30037","7,620457","21,24542"
12/11/2011 17.00,"1,30037","10,384269",
12/11/2011 18.00,"1,30037","9,815806","18,55921"
12/11/2011 19.00,"1,30037","9,564019",
12/11/2011 20.00,"1,302175","7,657445","15,38461"
12/11/2011 21.00,"1,30037","6,236277",
12/11/2011 22.00,"1,30037","6,499742","18,31501"
12/11/2011 23.00,"1,30037","6,088967",
13/11/2011 0.00,"1,30037","6,288839","20,02442"
13/11/2011 1.00,"1,30037","5,820308",
13/11/2011 2.00,"1,30037","6,116872","18,80341"
13/11/2011 3.00,"1,30037","4,887137",
13/11/2011 4.00,"1,30037","8,13117","16,11721"
13/11/2011 5.00,"0,99695","6,301168",
13/11/2011 6.00,"1,211872","37,773909","14,16361"
13/11/2011 7.00,"1,30037","32,427328",
13/11/2011 8.00,"1,30037","12,497204","13,91941"
13/11/2011 9.00,"1,4882","7,114936",
13/11/2011 10.00,"2,033633","3,754095","21,97802"
13/11/2011 11.00,"1,482782","2,804701",
13/11/2011 12.00,"1,828644","3,822233","13,67521"
13/11/2011 13.00,"1,30037","3,781999",
13/11/2011 14.00,"1,415958","2,625595","7,814408"
13/11/2011 15.00,"1,432213","2,965638",
13/11/2011 16.00,"1,30037","3,349807","11,23321"
13/11/2011 17.00,"1,30037","4,084403",
13/11/2011 18.00,"1,222709","9,61853","10,98901"
13/11/2011 19.00,"1,30037","29,155379",
13/11/2011 20.00,"1,30037","25,778979","18,80341"
13/11/2011 21.00,"1,365388","44,186681",
13/11/2011 22.00,"1,860251","54,417161","20,757021"
13/11/2011 23.00,"1,345521","17,823028",
14/11/2011 0.00,"1,30037","16,795763","18,07081"
14/11/2011 1.00,,"10,821658",
14/11/2011 2.00,"1,30037",,"15,14041"
14/11/2011 3.00,"1,30037","6,27067",
14/11/2011 4.00,"1,30037","5,859243","13,43101"
14/11/2011 5.00,"1,30037","5,986435",
14/11/2011 6.00,"1,30037","8,259008","13,67521"
14/11/2011 7.00,"1,30037","14,720463",
14/11/2011 8.00,"1,591146","43,136727","14,16361"
14/11/2011 9.00,,"24,07032",
14/11/2011 10.00,"2,490568","9,406329","15,87301"
14/11/2011 11.00,"2,591709","7,929351",
14/11/2011 12.00,"2,722648","7,555562","21,73382"
14/11/2011 13.00,"2,713617","7,55621",
14/11/2011 14.00,"2,671175","8,591266","21,24542"
14/11/2011 15.00,"2,600738","8,188923",
14/11/2011 16.00,"2,579065","9,690561","25,15262"
14/11/2011 17.00,"2,600738","12,780794",
14/11/2011 18.00,"1,496327","26,961341","23,68742"
14/11/2011 19.00,"1,30037","29,722555",
14/11/2011 20.00,"1,30037","30,526589","19,2918"
14/11/2011 21.00,"1,30037","37,413097",
14/11/2011 22.00,"1,30037","19,231201","24,17581"
14/11/2011 23.00,"1,30037","17,871699",
15/11/2011 0.00,"1,30037","13,500464","25,64102"
15/11/2011 1.00,"1,30037","14,164317",
15/11/2011 2.00,"1,343715","8,989712","19,2918"
15/11/2011 3.00,"1,30037","10,055913",
15/11/2011 4.00,"1,30037","3,513988","15,87301"
15/11/2011 5.00,"1,30037","5,761256",
15/11/2011 6.00,"1,49994","32,067165","17,094"
15/11/2011 7.00,"1,323848","32,576579",
15/11/2011 8.00,"4,276769","39,317067","21,97802"
15/11/2011 9.00,"7,292904","55,147221",
15/11/2011 10.00,"10,146491","47,540387","23,68742"
15/11/2011 11.00,"15,002102","33,692748",
15/11/2011 12.00,"12,13226","17,842497","29,79241"
15/11/2011 13.00,"4,621729","11,514063",
15/11/2011 14.00,"2,698266","11,094854","17,3382"
15/11/2011 15.00,"14,380339","13,194788",
15/11/2011 16.00,"2,878873","17,126713","14,40781"
15/11/2011 17.00,"1,912626","27,903594",
15/11/2011 18.00,"1,356358","21,876282","18,80341"
15/11/2011 19.00,"1,491813","30,346823",
15/11/2011 20.00,"1,390672","25,836721","17,3382"
15/11/2011 21.00,"2,745224","51,153664",
15/11/2011 22.00,"1,30037","21,632271","24,664221"
15/11/2011 23.00,"1,394285","24,795179",
16/11/2011 0.00,"1,30037","17,888564","27,35042"
16/11/2011 1.00,,"10,64774",
16/11/2011 2.00,"1,30037",,"21,24542"
16/11/2011 3.00,"1,30037","6,126604",
16/11/2011 4.00,"1,30037","6,468594","22,710621"
16/11/2011 5.00,"1,30037","8,452392",
16/11/2011 6.00,"1,30037","19,015125","16,84981"
16/11/2011 7.00,"1,52071","29,309181",
16/11/2011 8.00,"2,225076","38,968585","21,73382"
16/11/2011 9.00,"1,914432","26,17092",
16/11/2011 10.00,"2,588096","18,519979","19,2918"
16/11/2011 11.00,"3,036904","6,785275",
16/11/2011 12.00,"3,082959","9,069529","13,43101"
16/11/2011 13.00,"2,601641","8,608137",
16/11/2011 14.00,"2,600738","10,161041","8,791209"
16/11/2011 15.00,"2,630538","10,198023",
16/11/2011 16.00,"2,83914","14,403784","12,94261"
16/11/2011 17.00,"2,852685","33,700549",
16/11/2011 18.00,"1,843093","47,011509","21,97802"
16/11/2011 19.00,"1,742856","52,19911",
16/11/2011 20.00,"2,474314","59,212172","25,15262"
16/11/2011 21.00,"2,315379","51,580674",
16/11/2011 22.00,"2,656726","53,589133","37,362621"
16/11/2011 23.00,"1,385255","29,414303",
17/11/2011 0.00,"1,30037","21,988535","38,09523"
17/11/2011 1.00,"1,30037","21,403845",
17/11/2011 2.00,"1,30037","14,769134","33,211231"
17/11/2011 3.00,"1,30037","10,327165",
17/11/2011 4.00,"1,30037","5,377083","23,44322"
17/11/2011 5.00,"1,30037","5,025361",
17/11/2011 6.00,"1,406927","19,015125","21,001221"
17/11/2011 7.00,"1,30037","27,553162",
17/11/2011 8.00,"1,979451","36,472144","19,2918"
17/11/2011 9.00,"2,474314","39,266456",
17/11/2011 10.00,"2,376786","20,022254","24,42001"
17/11/2011 11.00,"2,74432","11,674352",
17/11/2011 12.00,"2,600738","11,208421","18,80341"
17/11/2011 13.00,"2,600738","12,503042",
17/11/2011 14.00,"2,820176","12,554308","17,094"
17/11/2011 15.00,"2,600738","13,987815",
17/11/2011 16.00,"2,076978","18,704284","17,582411"
17/11/2011 17.00,"1,30037","28,131371",
17/11/2011 18.00,"1,477364","50,639721","23,93162"
17/11/2011 19.00,"1,814196","61,016199",
17/11/2011 20.00,"1,565862","45,974516","26,37361"
17/11/2011 21.00,"1,667001","44,294423",
17/11/2011 22.00,"2,495986","56,99605","31,746031"
17/11/2011 23.00,"1,30037","44,833034",
18/11/2011 0.00,"1,30037","34,871206","33,943821"
18/11/2011 1.00,,"21,203334",
18/11/2011 2.00,"1,302175",,"28,08301"
18/11/2011 3.00,"1,30037","14,201313",
18/11/2011 4.00,"1,30037","12,27916","29,05983"
18/11/2011 5.00,"1,30037","9,027095",
18/11/2011 6.00,"1,30037","13,713309","27,83882"
18/11/2011 7.00,"1,631783","12,745101",
18/11/2011 8.00,"1,890051","20,575797","29,54822"
18/11/2011 9.00,"2,057112","29,972396",
18/11/2011 10.00,"2,944795","30,091801","32,96703"
18/11/2011 11.00,"4,472728","14,196126",
18/11/2011 12.00,"4,551292","12,588059","26,37361"
18/11/2011 13.00,"4,551292","14,265557",
18/11/2011 14.00,"4,551292","7,513382","19,78022"
18/11/2011 15.00,"3,510997","7,764519",
18/11/2011 16.00,"2,600738","12,815186","16,84981"
18/11/2011 17.00,"2,261198","24,154028",
18/11/2011 18.00,"2,080591","51,938886","25,88522"
18/11/2011 19.00,"1,598371","49,471624",
18/11/2011 20.00,"1,662486","47,244466","29,79241"
18/11/2011 21.00,"1,307593","38,383914",
18/11/2011 22.00,"1,30037","22,965835","31,25762"
18/11/2011 23.00,"1,30037","17,023531",
19/11/2011 0.00,"1,30037","13,912534","27,10622"
19/11/2011 1.00,"1,30037","12,236337",
19/11/2011 2.00,"1,30037","9,906008","25,64102"
19/11/2011 3.00,"1,30037","9,085105",
19/11/2011 4.00,"1,30037","8,623713","20,26862"
19/11/2011 5.00,"1,30037","9,095487",
19/11/2011 6.00,"1,535158","21,603725","24,42001"
19/11/2011 7.00,"1,536965","35,246956",
19/11/2011 8.00,"2,472508","37,858918","22,22221"
19/11/2011 9.00,"2,315379","37,280728",
19/11/2011 10.00,"3,226541","31,696619","24,42001"
19/11/2011 11.00,"6,669811","35,395554",
19/11/2011 12.00,"12,84295","33,445506","28,81562"
19/11/2011 13.00,"7,360632","11,71329",
19/11/2011 14.00,"5,757745","14,172109","25,39682"
19/11/2011 15.00,"4,86916","15,118264",
19/11/2011 16.00,"3,367415","11,721724","16,11721"
19/11/2011 17.00,"2,31267","20,407081",
19/11/2011 18.00,"3,028776","57,857826","23,44322"
19/11/2011 19.00,"2,950213","65,836489",
19/11/2011 20.00,"3,382767","61,221911","34,920631"
19/11/2011 21.00,"1,323848","34,385807",
19/11/2011 22.00,"1,30037","31,127492","29,30402"
19/11/2011 23.00,"1,30037","20,0573",
20/11/2011 0.00,"1,30037","18,414854","37,362621"
20/11/2011 1.00,,"12,578325",
20/11/2011 2.00,"1,30037",,"30,28083"
20/11/2011 3.00,"1,30037","12,754835",
20/11/2011 4.00,"1,30037","8,565957","25,15262"
20/11/2011 5.00,"1,30037","6,824213",
20/11/2011 6.00,"1,30037","10,93132","24,42001"
20/11/2011 7.00,"1,30037","13,456989",
20/11/2011 8.00,"1,30037","18,074159","24,908421"
20/11/2011 9.00,"1,652553","16,42327",
20/11/2011 10.00,"2,638665","17,359039","26,12941"
20/11/2011 11.00,"3,099214","6,717787",
20/11/2011 12.00,"3,353869","6,278455","19,2918"
20/11/2011 13.00,"9,154058","13,446604",
20/11/2011 14.00,"7,385013","12,247364","19,53602"
20/11/2011 15.00,"3,597688","7,011755",
20/11/2011 16.00,"4,731899","8,999445","18,80341"
20/11/2011 17.00,"3,727725","25,406484",
20/11/2011 18.00,"1,867474","36,692771","35,164822"
20/11/2011 19.00,"1,43763","34,457183",
20/11/2011 20.00,"2,346986","60,632022","39,072041"
20/11/2011 21.00,"1,983967","48,548183",
20/11/2011 22.00,"1,685062","36,548721","37,118431"
20/11/2011 23.00,"1,30037","27,435057",
21/11/2011 0.00,"1,30037","17,131261","36,874222"
21/11/2011 1.00,"1,30037","13,673729",
21/11/2011 2.00,"1,30037","10,93132","33,699631"
21/11/2011 3.00,"1,30037","7,024083",
21/11/2011 4.00,"1,30037","7,082489","29,54822"
21/11/2011 5.00,"1,30037","9,233063",
21/11/2011 6.00,"1,30037","15,615991","27,10622"
21/11/2011 7.00,"1,30037","23,791932",
21/11/2011 8.00,"2,964662","54,30621","28,81562"
21/11/2011 9.00,"2,623314","52,168612",
21/11/2011 10.00,"2,977304","34,87641","32,47863"
21/11/2011 11.00,"2,59532","10,760657",
21/11/2011 12.00,"2,600738","10,469285","27,35042"
21/11/2011 13.00,"2,600738","9,491988",
21/11/2011 14.00,"2,600738","6,652244","20,757021"
21/11/2011 15.00,"2,48515","8,89821",
21/11/2011 16.00,"1,30037","9,890435","22,710621"
21/11/2011 17.00,"1,52071","11,340798",
21/11/2011 18.00,"1,338297","26,584295","25,88522"
21/11/2011 19.00,"1,434019","36,368953",
21/11/2011 20.00,"1,30037","19,089747","36,630032"
21/11/2011 21.00,,,
21/11/2011 22.00,,,
21/11/2011 23.00,,,
22/11/2011 0.00,,,
22/11/2011 1.00,,,
22/11/2011 2.00,,,
22/11/2011 3.00,,,
22/11/2011 4.00,,,
22/11/2011 5.00,,,
22/11/2011 6.00,,,
22/11/2011 7.00,,,
22/11/2011 8.00,,,
22/11/2011 9.00,,,
22/11/2011 10.00,,,
22/11/2011 11.00,,,
22/11/2011 12.00,,,
22/11/2011 13.00,,,
22/11/2011 14.00,"1,30037","4,638596","11,72161"
22/11/2011 15.00,"1,303981","4,791093",
22/11/2011 16.00,,,
22/11/2011 17.00,,,
22/11/2011 18.00,,,
22/11/2011 19.00,,,
22/11/2011 20.00,,,
22/11/2011 21.00,,,
22/11/2011 22.00,,,
22/11/2011 23.00,,,
23/11/2011 0.00,,,
23/11/2011 1.00,,,
23/11/2011 2.00,,,
23/11/2011 3.00,,,
23/11/2011 4.00,,,
23/11/2011 5.00,,,
23/11/2011 6.00,,,
23/11/2011 7.00,,,
23/11/2011 8.00,,,
23/11/2011 9.00,,,
23/11/2011 10.00,,,
23/11/2011 11.00,,,
23/11/2011 12.00,,,
23/11/2011 13.00,,,
23/11/2011 14.00,,,
23/11/2011 15.00,,,
23/11/2011 16.00,,,
23/11/2011 17.00,,,
23/11/2011 18.00,,,
23/11/2011 19.00,,,
23/11/2011 20.00,,,
23/11/2011 21.00,,,
23/11/2011 22.00,,,
23/11/2011 23.00,,,
24/11/2011 0.00,,,
24/11/2011 1.00,,,
24/11/2011 2.00,,,
24/11/2011 3.00,,,
24/11/2011 4.00,,,
24/11/2011 5.00,,,
24/11/2011 6.00,,,
24/11/2011 7.00,,,
24/11/2011 8.00,,,
24/11/2011 9.00,,,
24/11/2011 10.00,,,
24/11/2011 11.00,,,
24/11/2011 12.00,"1,30037","17,643269","4,884005"
24/11/2011 13.00,"1,372612","16,187058",
24/11/2011 14.00,"1,30037","12,530303","3,174603"
24/11/2011 15.00,"1,30037","18,030032",
24/11/2011 16.00,"1,30037","18,571245","2,442003"
24/11/2011 17.00,"1,392478","19,338923",
24/11/2011 18.00,"1,30037","30,361106","9,523809"
24/11/2011 19.00,"1,30037","28,150834",
24/11/2011 20.00,"1,30037","18,108562","10,50061"
24/11/2011 21.00,"1,30037","23,162464",
24/11/2011 22.00,"1,332878","26,76146","17,582411"
24/11/2011 23.00,"1,30037","15,766545",
25/11/2011 0.00,"1,30037","16,761362","18,55921"
25/11/2011 1.00,"1,30037","11,225937",
25/11/2011 2.00,"1,30037","8,071466","17,094"
25/11/2011 3.00,"1,30037","7,082489",
25/11/2011 4.00,"1,30037","6,164892","16,60561"
25/11/2011 5.00,"1,30037","8,325202",
25/11/2011 6.00,"1,302175","14,762645","12,94261"
25/11/2011 7.00,"1,33649","18,946335",
25/11/2011 8.00,"1,316623","14,442069","15,38461"
25/11/2011 9.00,"1,947845","26,324721",
25/11/2011 10.00,"2,933959","43,990721","20,51281"
25/11/2011 11.00,"1,737438","26,525883",
25/11/2011 12.00,"1,414152","14,390153","13,91941"
25/11/2011 13.00,"5,045252","21,209165",
25/11/2011 14.00,"16,860548","27,476586","16,36141"
25/11/2011 15.00,"2,845461","18,595903",
25/11/2011 16.00,"2,194373","32,197602","18,31501"
25/11/2011 17.00,"1,954166","29,199528",
25/11/2011 18.00,"1,325654","28,691396","20,757021"
25/11/2011 19.00,"1,928881","42,336572",
25/11/2011 20.00,"1,58031","37,043201","24,42001"
25/11/2011 21.00,"1,621849","42,316459",
25/11/2011 22.00,"1,930687","34,969215","35,164822"
25/11/2011 23.00,"1,880118","41,066603",
26/11/2011 0.00,"1,744662","37,597395","34,920631"
26/11/2011 1.00,,"38,607791",
26/11/2011 2.00,"2,210627",,"34,67643"
26/11/2011 3.00,"1,625462","17,872339",
26/11/2011 4.00,"1,30037","12,161056","27,83882"
26/11/2011 5.00,"1,3094","7,897552",
26/11/2011 6.00,"1,822323","16,776293","23,44322"
26/11/2011 7.00,"1,369","16,160449",
26/11/2011 8.00,"3,47307","40,74862","21,001221"
26/11/2011 9.00,"3,871308","40,35926",
26/11/2011 10.00,"4,35714","20,538818","29,30402"
26/11/2011 11.00,"2,709103","11,486814",
26/11/2011 12.00,"2,601641","10,279793","25,64102"
26/11/2011 13.00,"2,600738","9,700297",
26/11/2011 14.00,"2,512241","10,128594","17,3382"
26/11/2011 15.00,"2,484247","8,323903",
26/11/2011 16.00,"1,616431","9,035785","16,11721"
26/11/2011 17.00,"1,401509","11,634124",
26/11/2011 18.00,"1,526127","24,299397","15,87301"
26/11/2011 19.00,"1,30037","16,413535",
26/11/2011 20.00,"1,30037","23,667328","20,51281"
26/11/2011 21.00,"1,643522","43,879098",
26/11/2011 22.00,"2,973692","31,592797","24,42001"
26/11/2011 23.00,"3,524542","15,671153",
27/11/2011 0.00,"2,756061","12,220114","21,24542"
27/11/2011 1.00,"4,899863","21,188402",
27/11/2011 2.00,"4,216266","18,230551","27,59462"
27/11/2011 3.00,"3,072122","13,397931",
27/11/2011 4.00,"5,114786","20,118963","26,617821"
27/11/2011 5.00,"5,707176","16,017037",
27/11/2011 6.00,"7,336249","19,777612","26,12941"
27/11/2011 7.00,"10,042643","26,626472",
27/11/2011 8.00,"7,748937","32,419545","23,44322"
27/11/2011 9.00,"12,069044","23,368826",
27/11/2011 10.00,"17,664252","25,263064","25,39682"
27/11/2011 11.00,"10,990821","16,778887",
27/11/2011 12.00,"7,198988","11,469938","23,68742"
27/11/2011 13.00,"5,004615","6,527648",
27/11/2011 14.00,"3,091086","6,582807","19,78022"
27/11/2011 15.00,"2,600738","6,354383",
27/11/2011 16.00,"2,600738","9,826839","16,84981"
27/11/2011 17.00,"2,432774","11,970272",
27/11/2011 18.00,"2,179924","21,967121","19,0476"
27/11/2011 19.00,"2,257585","38,628556",
27/11/2011 20.00,"2,353307","51,994048","31,01343"
27/11/2011 21.00,"2,269325","44,788254",
27/11/2011 22.00,"1,381642","26,267609","29,05983"
27/11/2011 23.00,"1,302175","16,588746",
28/11/2011 0.00,"1,30037","21,214996","28,81562"
28/11/2011 1.00,,"21,091711",
28/11/2011 2.00,"1,345521",,"23,19902"
28/11/2011 3.00,"1,30037","11,17338",
28/11/2011 4.00,"1,30037","11,368058","19,78022"
28/11/2011 5.00,"1,30037","11,348589",
28/11/2011 6.00,"1,715765","24,912002","18,31501"
28/11/2011 7.00,"1,923463","35,222941",
28/11/2011 8.00,"2,403877","38,555229","21,24542"
28/11/2011 9.00,"2,497792","32,037319",
28/11/2011 10.00,"2,600738","26,734195","17,582411"
28/11/2011 11.00,"2,877066","19,08585",
28/11/2011 12.00,"2,600738","9,098083","12,21001"
28/11/2011 13.00,"2,809339","17,922314",
28/11/2011 14.00,"6,063874","21,019037","8,791209"
28/11/2011 15.00,"8,244702","23,051492",
28/11/2011 16.00,"7,141194","25,392201","15,14041"
28/11/2011 17.00,"4,304765","71,930012",
28/11/2011 18.00,"4,507947","75,203243","24,17581"
28/11/2011 19.00,"3,697022","63,42245",
28/11/2011 20.00,"2,908673","46,850577","28,571421"
28/11/2011 21.00,"2,599835","38,062682",
28/11/2011 22.00,"3,294268","54,575515","38,58363"
28/11/2011 23.00,"2,472508","53,81561",
29/11/2011 0.00,"2,665757","51,870741","38,827831"
29/11/2011 1.00,"2,570035","43,419646",
29/11/2011 2.00,"1,30037","24,85359","31,746031"
29/11/2011 3.00,"1,30037","19,336992",
29/11/2011 4.00,"1,482782","19,202655","31,01343"
29/11/2011 5.00,"1,511679","18,420694",
29/11/2011 6.00,"1,73202","20,89248","26,617821"
29/11/2011 7.00,"2,561908","23,594652",
29/11/2011 8.00,"6,285118","51,944068","33,699631"
29/11/2011 9.00,"5,466969","52,845442",
29/11/2011 10.00,"4,70842","58,752048","50,305241"
29/11/2011 11.00,"4,742735","41,820659",
29/11/2011 12.00,"6,222808","25,873718","45,66544"
29/11/2011 13.00,"4,757184","16,423919",
29/11/2011 14.00,"4,572965","25,289679","27,59462"
29/11/2011 15.00,"2,74432","21,362316",
29/11/2011 16.00,"3,345742","44,378782","25,64102"
29/11/2011 17.00,"3,131722","47,912883",
29/11/2011 18.00,"2,858103","52,389239","38,09523"
29/11/2011 19.00,"2,749739","52,838308",
29/11/2011 20.00,"4,657851","67,957221","41,514042"
29/11/2011 21.00,"3,446881","54,816904",
29/11/2011 22.00,"2,541138","41,274915","46,88644"
29/11/2011 23.00,"2,174507","22,762073",
30/11/2011 0.00,"1,424988","20,675086","39,56044"
30/11/2011 1.00,,"15,368745",
30/11/2011 2.00,"1,365388",,"39,316231"
30/11/2011 3.00,"1,63991","12,597792",
30/11/2011 4.00,"1,52071","10,013733","29,54822"
30/11/2011 5.00,"1,694092","11,593244",
30/11/2011 6.00,"1,547801","21,774391","22,46641"
30/11/2011 7.00,"2,414714","34,670046",
30/11/2011 8.00,"3,920974","45,907673","28,327221"
30/11/2011 9.00,"3,912847","38,200248",
30/11/2011 10.00,"3,272596","42,437163","27,59462"
30/11/2011 11.00,"2,608866","34,867326",
30/11/2011 12.00,"2,601641","16,739948","20,02442"
30/11/2011 13.00,"2,600738","10,988425",
30/11/2011 14.00,"2,68743","12,01634","16,84981"
30/11/2011 15.00,"2,600738","20,962574",
30/11/2011 16.00,"2,598029","25,475907","25,88522"
30/11/2011 17.00,"2,082397","34,107421",
30/11/2011 18.00,"1,41957","29,791349","34,67643"
30/11/2011 19.00,"1,30037","23,761437",
30/11/2011 20.00,"1,30037","15,159794","33,943821"
30/11/2011 21.00,"1,997512","36,592199",
30/11/2011 22.00,"1,620043","24,665391","36,630032"
30/11/2011 23.00,"1,316623","35,596736",
01/12/2011 0.00,"1,302175","44,820051","40,293041"
01/12/2011 1.00,"1,356358","42,526073",
01/12/2011 2.00,"1,918045","39,235308","38,339432"
01/12/2011 3.00,"2,600738","32,823168",
01/12/2011 4.00,"2,169088","25,88215","42,246632"
01/12/2011 5.00,"2,170894","21,108574",
01/12/2011 6.00,"2,33344","22,139736","47,37484"
01/12/2011 7.00,"2,641375","36,039956",
01/12/2011 8.00,"6,774562","65,391968","57,142841"
01/12/2011 9.00,"5,480514","57,252372",
01/12/2011 10.00,"5,647576","38,861532","52,991451"
01/12/2011 11.00,"4,551292","20,736098",
01/12/2011 12.00,"4,863742","20,081966","36,141621"
01/12/2011 13.00,"4,128673","13,549135",
01/12/2011 14.00,"2,600738","10,824902","28,571421"
01/12/2011 15.00,"2,601641","12,638675",
01/12/2011 16.00,"2,600738","20,303891","23,93162"
01/12/2011 17.00,"2,792181","45,852511",
01/12/2011 18.00,"3,305105","64,331609","26,86202"
01/12/2011 19.00,"2,203404","49,111457",
01/12/2011 20.00,"1,394285","26,210518","40,537231"
01/12/2011 21.00,"1,30037","30,92438",
01/12/2011 22.00,"1,329267","19,730234","39,804642"
01/12/2011 23.00,"1,983064","42,824575",
02/12/2011 0.00,"1,426794","30,7654","47,863232"
02/12/2011 1.00,,"28,857528",
02/12/2011 2.00,"1,379836",,"46,88644"
02/12/2011 3.00,"1,30037","16,354478",
02/12/2011 4.00,"1,30037","11,431653","38,58363"
02/12/2011 5.00,"1,367533","13,055728",
02/12/2011 6.00,"1,30037","22,5338","27,10622"
02/12/2011 7.00,"1,667001","29,269602",
02/12/2011 8.00,"2,629635","36,026324","30,52503"
02/12/2011 9.00,"3,26176","40,700609",
02/12/2011 10.00,"2,21424","24,570002","34,67643"
02/12/2011 11.00,"2,606157","26,106047",
02/12/2011 12.00,"2,575454","16,056616","29,79241"
02/12/2011 13.00,"2,772316","16,458309",
02/12/2011 14.00,"2,601641","15,600419","25,15262"
02/12/2011 15.00,"2,600738","11,016348",
02/12/2011 16.00,"2,364144","10,628271","18,07081"
02/12/2011 17.00,"1,455691","14,539404",
02/12/2011 18.00,"1,600176","13,390789","26,86202"
02/12/2011 19.00,"4,518783","69,647696",
02/12/2011 20.00,"2,600738","47,75585","35,409031"
02/12/2011 21.00,"2,603594","41,3909",
02/12/2011 22.00,"1,555025","32,204082","42,735031"
02/12/2011 23.00,"1,30037","23,161164",
03/12/2011 0.00,"1,405122","18,707519","39,316231"
03/12/2011 1.00,"1,392478","15,720477",
03/12/2011 2.00,"1,341909","14,209745","38,58363"
03/12/2011 3.00,"1,260636","15,658509",
03/12/2011 4.00,"1,396903","10,084637",
03/12/2011 5.00,"1,30037","10,174667",
03/12/2011 6.00,"2,458059","29,196258",
03/12/2011 7.00,"1,401509","26,95874",
03/12/2011 8.00,"1,890756","30,181263",
03/12/2011 9.00,"1,847608","20,972957",
03/12/2011 10.00,"2,502024","27,73595",
03/12/2011 11.00,"2,579036","34,092469",
03/12/2011 12.00,"2,600738","16,50504",
03/12/2011 13.00,"2,559199","6,035754",
03/12/2011 14.00,"2,600738","5,876115","23,19902"
03/12/2011 15.00,"2,600738","5,571765",
03/12/2011 16.00,"2,600738","6,02732","20,26862"
03/12/2011 17.00,"2,140191","6,347243",
03/12/2011 18.00,"1,685062","9,64968","20,51281"
03/12/2011 19.00,"2,413811","44,022518",
03/12/2011 20.00,"4,884513","68,127237","31,746031"
03/12/2011 21.00,"3,853247","59,487957",
03/12/2011 22.00,"2,631442","45,45472","34,18803"
03/12/2011 23.00,"2,246749","36,471495",
04/12/2011 0.00,"2,199791","33,07949","30,036631"
04/12/2011 1.00,,"23,057993",
04/12/2011 2.00,"1,450272",,"19,53602"
04/12/2011 3.00,"1,710347","17,14488",
04/12/2011 4.00,"1,565862","12,072154","21,73382"
04/12/2011 5.00,"1,549607","8,601648",
04/12/2011 6.00,"1,52974","15,043633","19,0476"
04/12/2011 7.00,"1,611013","17,553066",
04/12/2011 8.00,"1,676031","16,696474","17,094"
04/12/2011 9.00,"2,564618","16,289591",
04/12/2011 10.00,"2,358725","9,741827","21,001221"
04/12/2011 11.00,"2,114906","3,64118",
04/12/2011 12.00,"1,634492","3,563306","11,72161"
04/12/2011 13.00,"1,363581","3,596403",
04/12/2011 14.00,"1,435824","3,535405","6,593407"
04/12/2011 15.00,"1,30037","3,437415",
04/12/2011 16.00,"1,323848","2,837148","9,76801"
04/12/2011 17.00,"1,311206","3,290106",
04/12/2011 18.00,"1,641717","4,743073","10,50061"
04/12/2011 19.00,"1,30037","7,820976",
04/12/2011 20.00,"1,596565","12,850878","10,98901"
04/12/2011 21.00,"1,907208","39,512414",
04/12/2011 22.00,"3,762944","43,028335","14,40781"
04/12/2011 23.00,"2,00293","18,8438",
05/12/2011 0.00,"1,363581","7,258998","16,84981"
05/12/2011 1.00,"1,867474","7,009807",
05/12/2011 2.00,"1,560443","3,077255","16,60561"
05/12/2011 3.00,"1,480976","2,782639",
05/12/2011 4.00,"1,358164","2,357584","10,50061"
05/12/2011 5.00,"1,446661","1,456862",
05/12/2011 6.00,"1,323848","4,336841","9,035409"
05/12/2011 7.00,"1,61011","19,950229",
05/12/2011 8.00,"3,631101","31,276765","9,76801"
05/12/2011 9.00,"1,724795","3,682064",
05/12/2011 10.00,"1,527934","3,714509","11,23321"
05/12/2011 11.00,"1,560443","4,363446",
05/12/2011 12.00,"1,410539","3,387446","10,01221"
05/12/2011 13.00,"1,381642","2,778744",
05/12/2011 14.00,"1,537141","2,972877","1,465201"
05/12/2011 15.00,"1,358164","2,568489",
