TARANTO - Carcere,,,
,SO2,NO2,PM10
21/03/2011 4.00,"1,478809","2,034414","12,21001"
21/03/2011 5.00,"1,950077","7,401115",
21/03/2011 6.00,"1,673816","5,27585","14,40781"
21/03/2011 7.00,"1,410194","10,425801",
21/03/2011 8.00,"1,677427","14,09878","16,84981"
21/03/2011 9.00,"1,231437","14,564711",
21/03/2011 10.00,"1,280189","12,610772","13,67521"
21/03/2011 11.00,"1,473392","18,327243",
21/03/2011 12.00,"0,696972","13,166255","13,18681"
21/03/2011 13.00,"0,785448","12,405057",
21/03/2011 14.00,"0,664471","15,175367","9,035409"
21/03/2011 15.00,"0,761975","7,182487",
21/03/2011 16.00,"0,776419","5,196032","10,50061"
21/03/2011 17.00,"0,74753","13,16172",
21/03/2011 18.00,"1,973551","26,356536","13,43101"
21/03/2011 19.00,"2,296758","26,398066",
21/03/2011 20.00,"2,376205","21,364268","12,69841"
21/03/2011 21.00,"1,950077","10,884601",
21/03/2011 22.00,"1,950077","6,360872","13,67521"
21/03/2011 23.00,"1,77132","7,45887",
22/03/2011 0.00,"1,950077","7,761276","15,87301"
22/03/2011 1.00,"1,686455","3,234297",
22/03/2011 2.00,"0,929898","3,408861","9,76801"
22/03/2011 3.00,"0,651832","2,09217",
22/03/2011 4.00,"0,682527","1,343297","13,43101"
22/03/2011 5.00,"0,650026","3,929957",
22/03/2011 6.00,"0,754752","7,213574","13,43101"
22/03/2011 7.00,"0,650026","14,706832",
22/03/2011 8.00,"1,582632","24,243585","16,36141"
22/03/2011 9.00,"1,950077","11,246709",
22/03/2011 10.00,"1,993412","7,246021","22,954821"
22/03/2011 11.00,"2,179392","6,366061",
22/03/2011 12.00,"1,950077","7,070159","18,07081"
22/03/2011 13.00,"1,950077","5,795649",
22/03/2011 14.00,"1,950077","5,479616","21,48962"
22/03/2011 15.00,"1,950077",,
22/03/2011 16.00,"1,155602",,
22/03/2011 17.00,"1,283289","8,430293",
22/03/2011 18.00,"1,850768","11,69317",
22/03/2011 19.00,"0,913647","9,940404",
22/03/2011 20.00,"0,819755","22,015781",
22/03/2011 21.00,"0,650026","17,177979",
22/03/2011 22.00,"0,82156","15,872322",
22/03/2011 23.00,"0,742113","11,252548",
23/03/2011 0.00,"0,687944","9,763241",
23/03/2011 1.00,,"10,832684",
23/03/2011 2.00,"1,950077",,
23/03/2011 3.00,"1,852573","8,019551",
23/03/2011 4.00,"1,274773","6,327127","17,3382"
23/03/2011 5.00,"0,882952","6,204478",
23/03/2011 6.00,"1,062611","6,7405","17,3382"
23/03/2011 7.00,"1,686455","21,469388",
23/03/2011 8.00,"1,950077","21,684182","20,757021"
23/03/2011 9.00,"2,811362","13,823631",
23/03/2011 10.00,"3,890224","11,597779","18,80341"
23/03/2011 11.00,"3,288047","9,610094",
23/03/2011 12.00,"3,775567","9,500424","22,22221"
23/03/2011 13.00,"3,25013","10,096796",
23/03/2011 14.00,"4,778593","8,28237","16,36141"
23/03/2011 15.00,"6,700683","6,606818",
23/03/2011 16.00,"6,074131","7,701572","17,3382"
23/03/2011 17.00,"6,833397","7,294041",
23/03/2011 18.00,"6,245665","10,874867","21,48962"
23/03/2011 19.00,"3,731329","12,678904",
23/03/2011 20.00,"1,787571","10,967014","21,24542"
23/03/2011 21.00,"1,616036","19,144244",
23/03/2011 22.00,"1,386722","17,726334","27,35042"
23/03/2011 23.00,"0,650026","17,381099",
24/03/2011 0.00,"2,459264","34,036026","26,12941"
24/03/2011 1.00,"6,515607","36,867335",
24/03/2011 2.00,"5,973918","30,596014","20,757021"
24/03/2011 3.00,"5,838496","14,1189",
24/03/2011 4.00,"2,666008","7,615914","26,86202"
24/03/2011 5.00,"2,410513","15,733447",
24/03/2011 6.00,"2,13064","21,061845","24,17581"
24/03/2011 7.00,"8,924313","48,261365",
24/03/2011 8.00,"17,255468","58,26732","39,072041"
24/03/2011 9.00,"9,158142","27,859465",
24/03/2011 10.00,"8,278802","17,469353","37,606831"
24/03/2011 11.00,"13,350809","13,383648",
24/03/2011 12.00,"9,363984","12,31291","28,571421"
24/03/2011 13.00,"7,532174","10,948196",
24/03/2011 14.00,"6,508384","11,352484","22,46641"
24/03/2011 15.00,"5,346462","10,621131",
24/03/2011 16.00,"4,712687","10,106529","20,26862"
24/03/2011 17.00,"4,131276","9,574403",
24/03/2011 18.00,"3,642853","15,773037","19,78022"
24/03/2011 19.00,"3,25013","27,717345",
24/03/2011 20.00,"2,7915","32,756977","28,81562"
24/03/2011 21.00,"2,808653","37,710968",
24/03/2011 22.00,"2,006052","50,412595","31,01343"
24/03/2011 23.00,"1,950077","38,618823",
25/03/2011 0.00,"2,498989","31,101548","39,804642"
25/03/2011 1.00,,"25,902264",
25/03/2011 2.00,"2,047582",,"34,18803"
25/03/2011 3.00,"2,211894","33,495468",
25/03/2011 4.00,"2,781569","31,882218","35,89743"
25/03/2011 5.00,"1,950077","17,100753",
25/03/2011 6.00,"2,134252","23,764017","34,67643"
25/03/2011 7.00,"2,052999","27,739411",
25/03/2011 8.00,"2,757193","31,350737","37,362621"
25/03/2011 9.00,"3,116513","28,536944",
25/03/2011 10.00,"3,25013","13,83596","30,28083"
25/03/2011 11.00,"3,260964","16,070897",
25/03/2011 12.00,"3,281728","13,12797","16,36141"
25/03/2011 13.00,"3,25013","6,305063",
25/03/2011 14.00,"2,157725","5,557488","11,96581"
25/03/2011 15.00,"1,953688","5,172669",
25/03/2011 16.00,"1,950077","5,145414","13,18681"
25/03/2011 17.00,"1,950077","6,338157",
25/03/2011 18.00,"1,950077","6,242764","13,43101"
25/03/2011 19.00,"1,975357","21,660818",
25/03/2011 20.00,"3,25013","100,915398","25,64102"
25/03/2011 21.00,"2,972062","79,699729",
25/03/2011 22.00,"2,447527","60,413977","31,746031"
25/03/2011 23.00,"1,950077","35,700558",
26/03/2011 0.00,"1,950077","26,308507","35,409031"
26/03/2011 1.00,"1,950077","19,395384",
26/03/2011 2.00,"1,950077","13,231153","26,12941"
26/03/2011 3.00,"1,950077","10,157146",
26/03/2011 4.00,"1,950077","8,393989","25,39682"
26/03/2011 5.00,"1,950077","9,543903",
26/03/2011 6.00,"1,984385","31,566831","20,26862"
26/03/2011 7.00,"1,950077","20,290277",
26/03/2011 8.00,"2,078277","30,797846","17,826611"
26/03/2011 9.00,"2,045776","23,448003",
26/03/2011 10.00,"2,874559","10,929376","19,53602"
26/03/2011 11.00,"2,245298","8,98387",
26/03/2011 12.00,"2,127029","4,867671","17,826611"
26/03/2011 13.00,"2,007858","5,328415",
26/03/2011 14.00,"1,968134","5,303754","15,14041"
26/03/2011 15.00,"1,950077","5,05716",
26/03/2011 16.00,"1,987996","4,833924","13,43101"
26/03/2011 17.00,"1,950077","4,429637",
26/03/2011 18.00,"1,950077","4,344628","18,07081"
26/03/2011 19.00,"1,950077","6,159701",
26/03/2011 20.00,"1,950077","20,094277","25,64102"
26/03/2011 21.00,"5,369033","101,112007",
26/03/2011 22.00,"3,564308","66,264141","35,409031"
26/03/2011 23.00,"1,950077","37,700568",
27/03/2011 0.00,"1,946467","19,593315","32,47863"
27/03/2011 1.00,,"24,383105",
27/03/2011 2.00,"1,950077",,"27,35042"
27/03/2011 3.00,"1,950077","14,850896",
27/03/2011 4.00,"1,950077","13,970289","28,81562"
27/03/2011 5.00,"1,950077","13,51279",
27/03/2011 6.00,"1,950077","20,083266","28,571421"
27/03/2011 7.00,"1,950077","24,503159",
27/03/2011 8.00,"1,950077","15,227925","22,710621"
27/03/2011 9.00,"2,751776","12,470605",
27/03/2011 10.00,"6,018156","15,703601","27,10622"
27/03/2011 11.00,"3,125541","10,421262",
27/03/2011 12.00,"2,148696","6,508178","17,3382"
27/03/2011 13.00,"1,975357","5,943605",
27/03/2011 14.00,"1,950077","3,669734","14,16361"
27/03/2011 15.00,"2,222728","3,613276",
27/03/2011 16.00,"2,215505","3,045456","13,18681"
27/03/2011 17.00,"1,950077","3,266744",
27/03/2011 18.00,"1,950077","3,887776","9,76801"
27/03/2011 19.00,"1,950077","7,034468",
27/03/2011 20.00,"2,73372","59,022674","20,02442"
27/03/2011 21.00,"2,470099","61,29266",
27/03/2011 22.00,"1,950077","24,721853","19,2918"
27/03/2011 23.00,"1,950077","18,85807",
28/03/2011 0.00,"1,950077","12,768456","20,26862"
28/03/2011 1.00,"1,950077","13,547833",
28/03/2011 2.00,"1,950077","9,065637","14,40781"
28/03/2011 3.00,"1,950077","6,088318",
28/03/2011 4.00,"1,950077","7,313509","17,3382"
28/03/2011 5.00,"1,950077","24,136514",
28/03/2011 6.00,"1,950077","35,437733","17,3382"
28/03/2011 7.00,"2,885393","57,181645",
28/03/2011 8.00,"1,966329","20,483006","32,47863"
28/03/2011 9.00,"1,950077","8,648372",
28/03/2011 10.00,"1,951883","7,944924","24,42001"
28/03/2011 11.00,"1,965426","4,387457",
28/03/2011 12.00,"2,040359","4,086999","23,93162"
28/03/2011 13.00,"2,421347","5,162935",
28/03/2011 14.00,"2,036748","5,390712","22,22221"
28/03/2011 15.00,"1,966329","4,470522",
28/03/2011 16.00,"1,950077","4,205105","27,35042"
28/03/2011 17.00,"1,950077","4,125935",
28/03/2011 18.00,"1,953688","5,245998","27,59462"
28/03/2011 19.00,"1,950077","2,809244",
28/03/2011 20.00,"1,950077","3,861169","25,88522"
28/03/2011 21.00,"1,950077","15,464787",
28/03/2011 22.00,"1,950077","3,940989","22,710621"
28/03/2011 23.00,"1,959106","4,148648",
29/03/2011 0.00,"1,971745","3,902053","19,53602"
29/03/2011 1.00,,"2,158361",
29/03/2011 2.00,"2,199254",,"19,0476"
29/03/2011 3.00,"1,950077","2,64182",
29/03/2011 4.00,"1,950077","3,839755","20,26862"
29/03/2011 5.00,"1,950077","9,210999",
29/03/2011 6.00,"2,02772","9,129882","17,3382"
29/03/2011 7.00,"1,950077","11,636067",
29/03/2011 8.00,"1,950077","14,754853","14,16361"
29/03/2011 9.00,"1,950077","9,267456",
29/03/2011 10.00,"3,081304","20,157891","8,058608"
29/03/2011 11.00,"3,059635","11,688634",
29/03/2011 12.00,"2,208282","7,207733","6,593407"
29/03/2011 13.00,"2,556768","11,373897",
29/03/2011 14.00,"2,712052","9,133127","7,081807"
29/03/2011 15.00,"2,226339","5,578254",
29/03/2011 16.00,"1,950077","15,580299","7,326007"
29/03/2011 17.00,"1,950077","18,399932",
29/03/2011 18.00,"1,950077","9,950138","8,058608"
29/03/2011 19.00,"1,950077","8,362191",
29/03/2011 20.00,"1,950077","10,865131","14,40781"
29/03/2011 21.00,"1,950077","10,820356",
29/03/2011 22.00,"2,0855","25,251402","13,67521"
29/03/2011 23.00,"1,950077","23,04371",
30/03/2011 0.00,"1,950077","22,355181","12,69841"
30/03/2011 1.00,"1,813752","9,857338",
30/03/2011 2.00,"1,950077","9,750263","6,837607"
30/03/2011 3.00,"1,950077","8,715861",
30/03/2011 4.00,"1,950077","9,113009","9,76801"
30/03/2011 5.00,"2,406901","32,205384",
30/03/2011 6.00,"2,228144","33,999051","10,74481"
30/03/2011 7.00,"2,352733","21,129339",
30/03/2011 8.00,"4,137595","58,262769","20,51281"
30/03/2011 9.00,"3,25013","41,773297",
30/03/2011 10.00,"4,902278","28,747856","23,93162"
30/03/2011 11.00,"4,493304","16,124106",
30/03/2011 12.00,"3,25013","9,327808","14,65201"
30/03/2011 13.00,"4,227876","6,571127",
30/03/2011 14.00,"5,093675","5,483509","13,43101"
30/03/2011 15.00,"6,302542","7,761276",
30/03/2011 16.00,"4,951933","10,270059","11,23321"
30/03/2011 17.00,"3,052413","9,038382",
30/03/2011 18.00,"2,498989","11,987786","13,91941"
30/03/2011 19.00,"2,628994","55,941523",
30/03/2011 20.00,"3,566114","67,702831","17,094"
30/03/2011 21.00,"2,267868","36,946512",
30/03/2011 22.00,"1,950077","15,832092","19,78022"
30/03/2011 23.00,"1,950077","17,980069",
31/03/2011 0.00,"1,950077","14,002086","16,36141"
31/03/2011 1.00,,"9,407627",
31/03/2011 2.00,"1,950077",,"11,23321"
31/03/2011 3.00,"1,950077","7,122074",
31/03/2011 4.00,"2,065638","24,299397","7,326007"
31/03/2011 5.00,"1,950077","21,556996",
31/03/2011 6.00,"1,950077","20,398649","11,96581"
31/03/2011 7.00,"1,950077","19,153975",
31/03/2011 8.00,"1,950077","17,329833","10,01221"
31/03/2011 9.00,"1,969939","13,068271",
31/03/2011 10.00,"2,767124","9,682775","12,21001"
31/03/2011 11.00,"3,218531","9,727552",
31/03/2011 12.00,"3,210405","9,660062","13,18681"
31/03/2011 13.00,"3,186932","7,510137",
31/03/2011 14.00,"3,084012","6,475083","10,50061"
31/03/2011 15.00,"2,975674","6,74504",
31/03/2011 16.00,"3,235684","7,100009","10,98901"
31/03/2011 17.00,"3,258254","7,992945",
31/03/2011 18.00,"3,545349","7,652254","17,094"
31/03/2011 19.00,"3,251032","12,62245",
31/03/2011 20.00,"3,25013","13,407664","15,87301"
31/03/2011 21.00,"3,127347","5,481562",
31/03/2011 22.00,"2,363566","4,287521","18,55921"
31/03/2011 23.00,"2,545934","4,286222",
01/04/2011 0.00,"3,25013","4,233659","14,16361"
01/04/2011 1.00,"3,25013","2,876084",
01/04/2011 2.00,"3,25013","2,823521","10,50061"
01/04/2011 3.00,"3,091234","2,91567",
01/04/2011 4.00,"2,955812","3,574989","12,94261"
01/04/2011 5.00,"2,758999","6,719733",
01/04/2011 6.00,"2,289535","10,539368","14,40781"
01/04/2011 7.00,"2,625382","19,76593",
01/04/2011 8.00,"3,219433","20,712734","22,710621"
01/04/2011 9.00,"3,25013","15,904119",
01/04/2011 10.00,"4,853527","10,930028","27,10622"
01/04/2011 11.00,"5,200206","11,523149",
01/04/2011 12.00,"5,200206","10,65552","25,64102"
01/04/2011 13.00,"6,139132","9,276542",
01/04/2011 14.00,"6,538177","9,27005","23,68742"
01/04/2011 15.00,"8,2463","8,900807",
01/04/2011 16.00,"10,44465","8,640584","23,19902"
01/04/2011 17.00,"11,215648","11,924194",
01/04/2011 18.00,"12,144647","12,375201","28,571421"
01/04/2011 19.00,"13,151284","14,332398",
01/04/2011 20.00,"12,06881","12,535491","29,05983"
01/04/2011 21.00,"10,03658","6,717787",
01/04/2011 22.00,"7,627873","7,787882","28,571421"
01/04/2011 23.00,"5,359101","9,292765",
02/04/2011 0.00,"4,783108","3,979926","25,39682"
02/04/2011 1.00,,"3,239488",
02/04/2011 2.00,"5,200206",,"17,826611"
02/04/2011 3.00,"4,967281","4,721009",
02/04/2011 4.00,"3,25013","5,956585","21,001221"
02/04/2011 5.00,"3,25013","6,976712",
02/04/2011 6.00,"3,25013","11,318857","24,42001"
02/04/2011 7.00,"4,173708","16,423919",
02/04/2011 8.00,"5,819537","13,204544","24,42001"
02/04/2011 9.00,"6,500259","12,225301",
02/04/2011 10.00,"8,328457","11,244114","25,39682"
02/04/2011 11.00,"10,48527","13,702933",
02/04/2011 12.00,"10,762442","10,461494","28,08301"
02/04/2011 13.00,"10,431104","6,985148",
02/04/2011 14.00,"9,717887","5,14736","23,68742"
02/04/2011 15.00,"7,96372","4,721009",
02/04/2011 16.00,"6,562553","4,057797","19,53602"
02/04/2011 17.00,"5,575778","4,886489",
02/04/2011 18.00,"5,393409","7,531551","16,60561"
02/04/2011 19.00,"3,756608","11,731458",
02/04/2011 20.00,"3,25013","13,595855","14,65201"
02/04/2011 21.00,"3,25013","15,112415",
02/04/2011 22.00,"3,197766","6,07534","13,91941"
02/04/2011 23.00,"3,089428","5,613295",
03/04/2011 0.00,"3,152626","4,621074","12,94261"
03/04/2011 1.00,"2,275091","3,172648",
03/04/2011 2.00,"1,950077","2,163552","7,570208"
03/04/2011 3.00,"2,065638","2,070105",
03/04/2011 4.00,"2,251618","3,667137","8,302809"
03/04/2011 5.00,"2,628091","5,641849",
03/04/2011 6.00,"2,396067","5,089604","7,081807"
03/04/2011 7.00,"2,991924","14,476461",
03/04/2011 8.00,"4,791232","13,642573","12,45421"
03/04/2011 9.00,"3,678063","10,21749",
03/04/2011 10.00,"3,25013","5,047424","12,45421"
03/04/2011 11.00,"3,304298","6,448478",
03/04/2011 12.00,"5,295002","10,634759","14,65201"
03/04/2011 13.00,"11,165094","11,314199",
03/04/2011 14.00,"5,102703","5,244702","13,91941"
03/04/2011 15.00,"3,25013","3,377712",
03/04/2011 16.00,"3,246518","4,148648","15,14041"
03/04/2011 17.00,"3,25013","5,525691",
03/04/2011 18.00,"3,25013","13,882039","13,18681"
03/04/2011 19.00,"3,25013","53,746166",
03/04/2011 20.00,"3,786401","62,148583","10,50061"
03/04/2011 21.00,"3,361176","47,530657",
03/04/2011 22.00,"3,529099","29,751101","20,757021"
03/04/2011 23.00,"2,563991","41,232086",
04/04/2011 0.00,"2,352733","42,972542","32,47863"
04/04/2011 1.00,,"26,490204",
04/04/2011 2.00,"2,249811",,"23,68742"
04/04/2011 3.00,"1,950077","9,394646",
04/04/2011 4.00,"1,950077","9,622425","17,3382"
04/04/2011 5.00,"1,950077","23,953517",
04/04/2011 6.00,"2,289535","31,617442","23,93162"
04/04/2011 7.00,"3,40451","50,026466",
04/04/2011 8.00,"3,730426","37,245681","29,54822"
04/04/2011 9.00,"11,87922","38,783008",
04/04/2011 10.00,"14,102851","52,964194","46,398041"
04/04/2011 11.00,"18,787538","48,643573",
04/04/2011 12.00,"8,328457","22,008668","35,89743"
04/04/2011 13.00,"9,551769","11,159749",
04/04/2011 14.00,"5,185762","8,749604","27,35042"
04/04/2011 15.00,"3,290756","7,036414",
04/04/2011 16.00,"5,397924","6,774243","20,51281"
04/04/2011 17.00,"3,542641","4,813808",
04/04/2011 18.00,"2,726498","4,577596","21,001221"
04/04/2011 19.00,"2,446625","7,837202",
04/04/2011 20.00,"1,950077","15,347333","21,73382"
04/04/2011 21.00,"2,587465","58,41462",
04/04/2011 22.00,"2,428569","45,660431","20,757021"
04/04/2011 23.00,"1,987996","33,295606",
05/04/2011 0.00,"2,323842","23,721209","27,83882"
05/04/2011 1.00,"2,388845","20,651071",
05/04/2011 2.00,"2,148696","16,786028","24,42001"
05/04/2011 3.00,"2,177586","15,11631",
05/04/2011 4.00,"1,950077","14,615978","22,954821"
05/04/2011 5.00,"2,065638","24,883436",
05/04/2011 6.00,"2,926922","37,0815","31,01343"
05/04/2011 7.00,"3,103874","33,509749",
05/04/2011 8.00,"3,356661","48,713035","36,874222"
05/04/2011 9.00,"3,607644","42,27428",
05/04/2011 10.00,"3,480347","24,332494","40,04884"
05/04/2011 11.00,"8,109976","28,749156",
05/04/2011 12.00,"10,157557","24,030742","27,10622"
05/04/2011 13.00,"6,89208","15,447271",
05/04/2011 14.00,"3,830638","8,967647","32,47863"
05/04/2011 15.00,"3,25013","8,113648",
05/04/2011 16.00,"3,25013","7,457572","22,710621"
05/04/2011 17.00,"2,954007","8,344019",
05/04/2011 18.00,"2,110778","11,815823","18,80341"
05/04/2011 19.00,"2,401485","9,636699",
05/04/2011 20.00,"2,066541","9,144807","16,11721"
05/04/2011 21.00,"1,950077","5,567872",
05/04/2011 22.00,"1,950077","5,804084","12,45421"
05/04/2011 23.00,"1,950077","4,456243",
06/04/2011 0.00,"1,950077","4,17785","8,058608"
06/04/2011 1.00,,"3,831319",
06/04/2011 2.00,"1,950077",,"10,01221"
06/04/2011 3.00,"1,950077","4,094785",
06/04/2011 4.00,"1,950077","7,370616","7,570208"
06/04/2011 5.00,"1,950077","4,685318",
06/04/2011 6.00,"1,950077","10,70095","8,547009"
06/04/2011 7.00,"1,950077","13,671776",
06/04/2011 8.00,"1,950077","7,247317","15,87301"
06/04/2011 9.00,"1,966329","7,13505",
06/04/2011 10.00,"2,004247","7,698327","12,69841"
06/04/2011 11.00,"2,120709","7,140243",
06/04/2011 12.00,"2,366274","6,707403","7,326007"
06/04/2011 13.00,"1,973551","6,47768",
06/04/2011 14.00,"2,616354","4,741777","8,058608"
06/04/2011 15.00,"3,172488","6,506882",
06/04/2011 16.00,"3,25013","4,236256","12,45421"
06/04/2011 17.00,"2,876365","5,065595",
06/04/2011 18.00,"2,204671","7,379702","9,27961"
06/04/2011 19.00,"1,950077","9,732093",
06/04/2011 20.00,"1,950077","10,772986","12,69841"
06/04/2011 21.00,"1,950077","8,743765",
06/04/2011 22.00,"1,950077","9,55818","15,62881"
06/04/2011 23.00,"1,950077","8,349213",
07/04/2011 0.00,"1,950077","8,985169","13,18681"
07/04/2011 1.00,"1,950077","6,374499",
07/04/2011 2.00,"1,950077","4,190828","13,18681"
07/04/2011 3.00,"1,950077","5,362158",
07/04/2011 4.00,"1,950077","5,11102","17,826611"
07/04/2011 5.00,"1,950077","10,153901",
07/04/2011 6.00,"1,950077","10,76325","17,826611"
07/04/2011 7.00,"1,950077","21,128688",
07/04/2011 8.00,"2,14328","15,60821","18,07081"
07/04/2011 9.00,"3,212211","10,290819",
07/04/2011 10.00,"3,445137","10,123403","18,80341"
07/04/2011 11.00,"4,32538","9,848903",
07/04/2011 12.00,"4,227876","8,526371","18,80341"
07/04/2011 13.00,"3,25013","8,529615",
07/04/2011 14.00,"3,017204","6,386181","13,91941"
07/04/2011 15.00,"2,30037","5,802786",
07/04/2011 16.00,"1,950077","6,255094","7,814408"
07/04/2011 17.00,"1,950077","5,430946",
07/04/2011 18.00,"1,950077","7,48418","7,570208"
07/04/2011 19.00,"1,951883","12,318748",
07/04/2011 20.00,"1,950077","16,523859","9,035409"
07/04/2011 21.00,"1,950077","13,439463",
07/04/2011 22.00,"6,428033","26,182601","8,547009"
07/04/2011 23.00,"6,0001","31,984757",
08/04/2011 0.00,"3,25013","21,406445","12,94261"
08/04/2011 1.00,,"19,802278",
08/04/2011 2.00,"3,246518",,"7,814408"
08/04/2011 3.00,"2,116196","8,133117",
08/04/2011 4.00,"1,950077","7,049393","4,639805"
08/04/2011 5.00,"1,950077","19,521271",
08/04/2011 6.00,"2,28773","27,566145","6,593407"
08/04/2011 7.00,"3,574239","38,862162",
08/04/2011 8.00,"5,513483","41,515676","16,84981"
08/04/2011 9.00,"10,246031","28,705027",
08/04/2011 10.00,"14,686964","30,786814","22,22221"
08/04/2011 11.00,"5,40334","15,031945",
08/04/2011 12.00,"3,653687","8,28886","12,21001"
08/04/2011 13.00,"3,238392","4,968904",
08/04/2011 14.00,"3,186029","4,582136","15,14041"
08/04/2011 15.00,"3,087623","6,157104",
08/04/2011 16.00,"3,111096","3,306978","12,94261"
08/04/2011 17.00,"2,311203","5,137626",
08/04/2011 18.00,"2,016886","5,658723","11,47741"
08/04/2011 19.00,"2,137863","8,968297",
08/04/2011 20.00,"1,982578","19,182541","19,2918"
08/04/2011 21.00,"2,096333","54,844171",
08/04/2011 22.00,"2,818584","50,477487","29,79241"
08/04/2011 23.00,"1,950077","28,575891",
09/04/2011 0.00,"1,950077","19,488193","27,83882"
09/04/2011 1.00,"1,950077","18,426533",
09/04/2011 2.00,"1,950077","11,384283","22,710621"
09/04/2011 3.00,"1,950077","11,034503",
09/04/2011 4.00,"1,950077","10,818411","16,11721"
09/04/2011 5.00,"2,034942","17,398617",
09/04/2011 6.00,"2,080082","25,035288","28,327221"
09/04/2011 7.00,"2,889004","30,887383",
09/04/2011 8.00,"2,950395","25,854904","31,990231"
09/04/2011 9.00,"4,947419","36,037356",
09/04/2011 10.00,"10,264082","38,333934","33,943821"
09/04/2011 11.00,"14,987609","28,095673",
09/04/2011 12.00,"11,848518","19,772412","34,18803"
09/04/2011 13.00,"13,080867","14,275292",
09/04/2011 14.00,"10,478049","9,499776","25,39682"
09/04/2011 15.00,"12,952664","8,253169",
09/04/2011 16.00,"7,567384","9,815158","22,954821"
09/04/2011 17.00,"3,491181","5,124647",
09/04/2011 18.00,"3,10929","6,24471","16,11721"
09/04/2011 19.00,"2,582047","6,34335",
09/04/2011 20.00,"3,397288","78,283088","21,73382"
09/04/2011 21.00,"2,456556","58,766982",
09/04/2011 22.00,"2,040359","25,334459","24,664221"
09/04/2011 23.00,"1,950077","23,157933",
10/04/2011 0.00,"1,960911","18,524525","29,05983"
10/04/2011 1.00,,"33,128172",
10/04/2011 2.00,"2,298563",,"24,908421"
10/04/2011 3.00,"2,343705","6,749585",
10/04/2011 4.00,"2,03133","7,860563","24,664221"
10/04/2011 5.00,"1,984385","9,691211",
10/04/2011 6.00,"1,982578","7,968934","24,17581"
10/04/2011 7.00,"2,780666","8,46602",
10/04/2011 8.00,"3,283534","7,758032","22,954821"
10/04/2011 9.00,"5,200206","6,36152",
10/04/2011 10.00,"5,200206","5,386169","15,87301"
10/04/2011 11.00,"5,200206","4,443266",
10/04/2011 12.00,"4,723522","4,754754","15,38461"
10/04/2011 13.00,"3,5616","4,199914",
10/04/2011 14.00,"3,25013","3,212883","12,21001"
10/04/2011 15.00,"3,841472","4,150594",
10/04/2011 16.00,"6,272749","7,554264","8,302809"
10/04/2011 17.00,"3,25013","4,443914",
10/04/2011 18.00,"3,25013","6,336211","6,349206"
10/04/2011 19.00,"3,194155","9,404382",
10/04/2011 20.00,"3,174293","9,156488","10,01221"
10/04/2011 21.00,"2,988313","9,00269",
10/04/2011 22.00,"3,024426","8,872253","10,25641"
10/04/2011 23.00,"8,004346","15,545256",
11/04/2011 0.00,"6,395533","13,455687","16,36141"
11/04/2011 1.00,"16,033971","19,903498",
11/04/2011 2.00,"5,604668","7,146733","22,46641"
11/04/2011 3.00,"3,25013","4,416009",
11/04/2011 4.00,"3,25013","5,173967","21,97802"
11/04/2011 5.00,"5,213749","16,805497",
11/04/2011 6.00,"8,328457","27,874397","22,22221"
11/04/2011 7.00,"4,570043","25,117695",
11/04/2011 8.00,"5,821342","19,203304","25,15262"
11/04/2011 9.00,"5,08916","9,881349",
11/04/2011 10.00,"3,710564","7,515978","24,17581"
11/04/2011 11.00,"3,283534","6,735307",
11/04/2011 12.00,"3,134569","6,406946","13,91941"
11/04/2011 13.00,"2,255229","5,662617",
11/04/2011 14.00,"2,22363","5,153201","12,45421"
11/04/2011 15.00,,"6,178521",
11/04/2011 16.00,,,
11/04/2011 17.00,,,
11/04/2011 18.00,,,
11/04/2011 19.00,"2,592881",,
11/04/2011 20.00,"3,247421","15,876219",
11/04/2011 21.00,"3,25013","7,695732",
11/04/2011 22.00,"4,845401","15,559539",
11/04/2011 23.00,"13,414901","31,187854",
12/04/2011 0.00,"5,17854","24,568702",
12/04/2011 1.00,,"8,293403",
12/04/2011 2.00,"5,068396","11,771698",
12/04/2011 3.00,"8,889103","25,529139",
12/04/2011 4.00,"12,700783","34,788802","7,814408"
12/04/2011 5.00,"7,773226","18,457688",
12/04/2011 6.00,"8,017888","36,226186","14,89621"
12/04/2011 7.00,"13,395039","51,488514",
12/04/2011 8.00,"18,772202","55,382151","36,630032"
12/04/2011 9.00,"12,535562","40,082822",
12/04/2011 10.00,"6,133716","9,32651","40,537231"
12/04/2011 11.00,"5,602861","5,585394",
12/04/2011 12.00,,,"33,943821"
12/04/2011 13.00,,,
12/04/2011 14.00,"2,482738","8,870307","28,81562"
12/04/2011 15.00,"2,164947","8,612678",
12/04/2011 16.00,"1,950077","6,769701","20,26862"
12/04/2011 17.00,"2,489961","9,331701",
12/04/2011 18.00,"2,17217","8,357648","17,826611"
12/04/2011 19.00,"1,605202","14,41546",
12/04/2011 20.00,"1,357832","53,268549","25,15262"
12/04/2011 21.00,"2,014178","80,146184",
12/04/2011 22.00,"0,669888","46,314545","28,327221"
12/04/2011 23.00,"0,73489","31,790059",
13/04/2011 0.00,"0,650026","14,929424","29,05983"
13/04/2011 1.00,"0,650026","10,395304",
13/04/2011 2.00,"0,650026","8,908595","19,2918"
13/04/2011 3.00,"0,650026","8,169456",
13/04/2011 4.00,"0,675304","7,799562","15,38461"
13/04/2011 5.00,"0,769197","23,739372",
13/04/2011 6.00,"1,457141","43,127625","21,97802"
