"NetC","ARPA Puglia","","","","","","","","","","","","","","",""
"Stat","Caldarola","","","","","","","","","","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10,BENZENE,CH4
26/05/2011 22.00,"4,60908671","99,27293288","134,41067464","1,09808357","83,5945698","35,90000153","1,5168555","931,74186"
26/05/2011 23.00,"3,7331436","86,0956392","112,56571136","0,94377","94,3332558","35,90000153","1,49499","951,71034"
27/05/2011 0.00,"3,88846492","86,48888024","110,24542288","0,95040584","76,90347945","35,90000153","1,074969","965,13683"
27/05/2011 1.00,"3,98057461","107,54552592","140,62316416","1,08196929","23,90055885","37,5","1,2493845","978,82841"
27/05/2011 2.00,"3,37192961","92,94840016","129,76229672","0,98946829","25,6169172","37,5","2,1026475","961,67988"
27/05/2011 3.00,"3,16603796","74,23697544","107,36354176","0,90008716","30,69704505","37,5","1,09836","955,17072"
27/05/2011 4.00,"3,63200396","66,69245288","99,85406616","0,82547823","30,22674375","37,5",,"954,83556"
27/05/2011 5.00,"3,07754065","62,39129416","94,1629408","0,82476758","34,36221915","37,5",,"964,07402"
27/05/2011 6.00,"3,19493499","64,17327816","97,47150384","0,82678186","41,24249535","37,5",,"953,85556"
27/05/2011 7.00,"4,34901236","89,71799968","148,46465856","0,87121496","36,4137375","37,5",,"953,58998"
27/05/2011 8.00,"4,36165468","83,85940224","125,65996688","0,93176351","60,2778078","37,5",,"952,0259"
27/05/2011 9.00,"5,45974518","109,61692936","177,10188712","1,18560769","63,63078435","37,5",,"952,8295"
27/05/2011 10.00,"4,87999721","97,19114728","148,51394992","1,00585867","73,28427015","37,5",,"995,31005"
27/05/2011 11.00,"3,86679265","60,97012368","93,1876296","0,7885885","115,8876747","37,5",,"992,5538"
27/05/2011 12.00,"3,79455006","56,72479536","84,82729488","0,83100732","112,7468664","37,5",,"960,78661"
27/05/2011 13.00,"3,15700801","43,95632552","60,21463512","0,76445553",,"37,5","0,18178875","957,60798"
27/05/2011 14.00,"3,76745921","33,89002792","39,48507528","0,77689773","141,34158045","37,5","0,48638025","953,20778"
27/05/2011 15.00,"3,71869508","45,68507944","55,7556408","0,77567331","145,5360081","37,5","0,47092185","946,45362"
27/05/2011 16.00,"3,28885088","52,54044072","68,29346608","0,72657905","141,4775397","37,5","0,2035017","933,51517"
27/05/2011 17.00,"3,83428323","53,32306056","70,96785696","0,77334331","137,052909","37,5",,"925,18664"
27/05/2011 18.00,"3,36831722","53,92918368","72,70190712","0,79226175","134,4459228","37,5","0,3587976","917,19327"
27/05/2011 19.00,"3,28885088","54,4911396","73,15325384","0,74352281","121,72594245","37,5","0,40369815","910,31906"
27/05/2011 20.00,"3,2834323","67,30633872","88,69230728","0,81141668","96,4847835","37,5","0,2000439","914,55315"
27/05/2011 21.00,"4,72648106","114,39564832","144,36490992","1,31112828","32,33637645","37,5","0,80175195","945,83916"
27/05/2011 22.00,"5,08047028","128,63073688","187,07040504","1,36401462","18,3893115","37,5","2,437749","956,80781"
27/05/2011 23.00,"3,88665975","86,85749472","125,55880296","0,96347947","64,0348716","37,5","2,175363","936,2283"
28/05/2011 0.00,"4,15395684","93,63756144","127,25136272","1,03362528","37,6800438","37,5","1,409562","944,62004"
28/05/2011 1.00,,"99,4221836","140,43378056","1,06237865","27,89008005",36,"1,7863605","951,8299"
28/05/2011 2.00,"3,35025734",,,"0,96347947","34,32842385",36,"2,5511445","950,33883"
28/05/2011 3.00,"3,81802852","99,55457048","140,15107224",,"26,1818214",36,"1,103445","953,54343"
28/05/2011 4.00,"3,42791749","77,00922248","111,85626376","0,9010343","42,35746095",36,"1,6765245","957,53546"
28/05/2011 5.00,"3,18590505","65,06231992","97,22770472","0,81603823",,36,"0,98237115","950,70094"
28/05/2011 6.00,"3,03058271","68,2680556","99,15238128","0,85916886","44,1535395",36,"0,76056345","943,94972"
28/05/2011 7.00,"4,03836869","84,83020112","127,3149176","0,86738328","31,2106179",36,"0,70106895","944,132"
28/05/2011 8.00,"4,14131451","77,41676528","116,47739568","0,89803326","59,07771555",36,"1,0667313","937,19507"
28/05/2011 9.00,"3,80899858","78,2305316","117,6589352","0,99448361","68,4419862",36,"1,3744755","937,2181"
28/05/2011 10.00,"3,57420887","68,4458716","103,81112224","0,85320523","94,74005625",36,"1,504143","931,20384"
28/05/2011 11.00,"3,61574925","64,05905528","94,925542","0,83140225","121,52325045",36,"1,594656","923,55935"
28/05/2011 12.00,"3,86498646","61,47240608","87,25652912","0,80596681","129,91039005",36,"0,8154306","918,88034"
28/05/2011 13.00,"3,47306924","58,88573776","80,01943704","0,76402098","135,7514109",36,"0,5681979","922,12806"
28/05/2011 14.00,"3,39540908","61,38544832","80,2386096","0,82002719","134,1404883",36,"0,47356605","929,30117"
28/05/2011 15.00,"3,75662206","57,20499416","73,17399904","0,86126237","148,47139125",36,"0,43939485","937,34403"
28/05/2011 16.00,"3,94806519","58,21215928","72,90163464","0,94124311","155,9070555",36,"0,9040113","932,97421"
28/05/2011 17.00,"3,95528996","54,4301468","69,25065152","0,80095032","150,14719125",36,"1,04430645","925,2131"
28/05/2011 18.00,"3,29788082","57,22187712","73,8069284","0,8062033","143,8452855",36,"0,5505021","918,52509"
28/05/2011 19.00,"3,27801372","65,47764456","85,81950816","0,80395252","135,2189055",36,"0,2388933","914,08177"
28/05/2011 20.00,"4,01127784","86,49278072","116,16612208","0,97643427","107,56399605",36,"0,73391805","918,54469"
28/05/2011 21.00,"3,90471963","120,9162184","164,03225816","1,08469422","79,54964745",36,"1,14712515","924,87745"
28/05/2011 22.00,"5,12200965","79,37784632","106,49975752","1,02225022","108,0140481",36,"1,46448","927,43819"
28/05/2011 23.00,"3,03780748","60,75467952","77,86126704","0,84795224","116,48771085",36,"0,877671","920,69334"
29/05/2011 0.00,"2,84997571","59,86823808","75,87817888","0,82697875","97,568667",36,"0,46624365","913,92546"
29/05/2011 1.00,"2,98723715","59,5892008","76,17778928","0,86209068","89,33827455",17,"0,4267332","922,92186"
29/05/2011 2.00,"2,95653392","56,30427008","71,97041416","0,79640798","92,63852325",17,"0,5136867","929,41044"
29/05/2011 3.00,"2,30273717","51,55925968","65,85516896","0,78171617","96,07395315",17,"0,4684302","933,08691"
29/05/2011 4.00,"1,93249323","50,88956256","65,69951304","0,74691995","92,7520587",17,,"939,96798"
29/05/2011 5.00,"2,59712612","50,58196","66,18978808","0,68273777","92,3547345",17,,"944,18198"
29/05/2011 6.00,"2,46889564","51,87722528","69,5684068","0,75288358","90,0612825",17,,"946,46342"
29/05/2011 7.00,"2,55739295","54,95319352","73,31407216","0,66958492","88,73550525",17,,"934,74409"
29/05/2011 8.00,"2,6729811","53,4139188","71,7862312","0,71204451","94,3035303",17,"0,17792415","932,20344"
29/05/2011 9.00,"2,77412073","57,93310288","78,24125792","0,80869174","88,75848765",17,"0,3734424","937,69291"
29/05/2011 10.00,"2,56281152","56,65730176","76,55651824","0,81505031","91,606011",17,"0,5202972","936,90597"
29/05/2011 11.00,"3,08837678","61,2517804","83,32023736","0,7758702","93,76294515",17,"0,6106068","924,53249"
29/05/2011 12.00,"3,90652583","57,31013504","77,221856","0,81971148","103,09882695",17,"0,5834529","917,02716"
29/05/2011 13.00,"3,1407533","57,05316224","75,0040316","0,84976848","101,0270394",17,"0,55970595","914,23073"
29/05/2011 14.00,"3,22563822","55,43081112","73,98461056","0,79901525","97,8092241",17,"0,52451775","917,77441"
29/05/2011 15.00,"2,691042","48,14974304","62,84229672","0,73582099","105,0543858",17,"0,4793121","917,71806"
29/05/2011 16.00,"2,40207061","47,50601088","60,67764504","0,76196825","107,31805245",17,,"912,23153"
29/05/2011 17.00,"2,37859214","46,7545184","58,92024936","0,72452399","109,28843415",17,,"911,43822"
29/05/2011 18.00,"2,61157464","49,08681424","63,1094796","0,67183686","106,53960345",17,,"912,46771"
29/05/2011 19.00,"2,29190103","51,82921496","67,19234528","0,78282175","102,9798252",17,"0,19307745","913,91223"
29/05/2011 20.00,"2,86081286","57,63070096","75,63047928","0,79546084","101,9783751",17,"0,20558655","915,23376"
29/05/2011 21.00,"3,16061938","62,56132832","81,12833968","0,82796667","102,25143075",17,"0,48373605","916,55578"
29/05/2011 22.00,"2,82107867","67,15448768","86,98288368","0,8380777","93,59536515",17,"0,62631945","920,73352"
29/05/2011 23.00,"2,8517819","69,16489832","87,9374688","0,66255531","86,13394545",17,"0,6354216","922,25105"
30/05/2011 0.00,"2,51585358","63,7281072","83,31115536","0,59537092","84,97441155",17,"0,4868379","957,34926"
30/05/2011 1.00,,"55,30750624","72,2207332","0,65702505","87,1070067","22,2999897","0,58340205","985,88539"
30/05/2011 2.00,"2,56642289",,,"0,54856821","85,91365755","22,2999897","0,37623915","969,50714"
30/05/2011 3.00,"2,50862882","61,81373632","74,10133816",,"83,23776405","22,2999897","0,37247625","976,01238"
30/05/2011 4.00,"2,66395116","49,49563808","60,69580904","0,67278401","86,57723445","22,2999897",,"954,27402"
30/05/2011 5.00,"2,45986468","49,57091352","62,04466768","0,5349016",,"22,2999897",,"962,19781"
30/05/2011 6.00,"2,35872505","54,0018588","69,05352432","0,78811435","76,1750451","22,2999897",,"962,75249"
30/05/2011 7.00,"2,98904334","67,65156944","90,33165608","0,79858071","62,6901618","22,2999897","0,54017955","976,37106"
30/05/2011 8.00,"3,72953121","76,26685024","109,06776472","0,93042026","64,12678125","22,2999897","0,68296635","971,14423"
30/05/2011 9.00,"4,30024924","90,00093744","144,71511184","0,89657235","62,3185332","22,2999897","1,03108545","956,31977"
30/05/2011 10.00,"4,592832","86,8795592","141,63998488","1,01510178","66,70400205","22,2999897","1,7782245","938,98161"
30/05/2011 11.00,"3,5904646","67,68141576","98,86317216","0,85083445","88,4611728","22,2999897","1,11661515","947,39001"
30/05/2011 12.00,"4,1106123","78,46415888","118,33723632","0,91655676","80,53485825","22,2999897","0,75415635","935,62413"
30/05/2011 13.00,"3,45681453","63,55939232","93,79069352","0,49564226","102,61902945","22,2999897","0,96528555","935,29191"
30/05/2011 14.00,"3,56337274","63,89554104","92,71033704","0,78175578","109,6209009","22,2999897","0,24382575","931,5096"
30/05/2011 15.00,"3,39360289","60,36141936","85,77539832","0,75718942","112,88202765","22,2999897","0,5753169","926,26268"
30/05/2011 16.00,"3,25814765","58,86757376","82,91038104","0,74332592","113,6752995","22,2999897","0,4581585","923,34326"
30/05/2011 17.00,"2,85900667","58,65991144","82,50314416","0,83554965","110,8251228","22,2999897","0,1902807","924,77798"
30/05/2011 18.00,"3,10643769","58,7559512","83,2592828","0,79289318","117,956769","22,2999897","0,44702235","925,58501"
30/05/2011 19.00,"2,99987948","59,5061244","83,77546544","0,77879318","114,3551556","22,2999897","0,3865617","923,35992"
30/05/2011 20.00,"3,35928728","64,74435432","89,78824656","0,73582099","102,5406459","22,2999897",,"921,77281"
30/05/2011 21.00,"3,61394306","83,04563592","110,3971592","0,78503409","72,52744695","22,2999897","0,53753535","919,92943"
30/05/2011 22.00,"3,11005007","78,10202608","102,02129904","0,69111062","66,42561975","22,2999897","0,52614495","918,8039"
30/05/2011 23.00,"2,8012126","67,11165888","91,47432464","0,84408095","78,6117381","22,2999897","0,59845365","921,5038"
31/05/2011 0.00,"3,014328","79,18316648","105,20669104","0,78495487","47,2889214","22,2999897","0,52553475","951,84999"
31/05/2011 1.00,"3,68979804","97,64279992","136,02539688","0,85991912","16,58782251",31,"0,82463445","1032,3614"
31/05/2011 2.00,"3,33400262","87,36495864","133,14741624","0,88480119","12,64831397",31,"1,185822","1001,07098"
31/05/2011 3.00,"3,45862072","69,15061568","110,6941884","0,89522911","18,79205213",31,"1,289556","986,83207"
31/05/2011 4.00,"3,00349186","59,31792624","95,84901888","0,81039031","29,24153295",31,"1,1009025","970,13483"
31/05/2011 5.00,"2,94569779","52,72863888","87,24748536","0,82670148","32,49855",31,"0,96874335","965,67142"
31/05/2011 6.00,"3,56156654","56,83769896","95,51956216","0,60611455","29,3861505",31,"0,96314985","957,1268"
31/05/2011 7.00,"3,69340941","67,38551464","114,08575136","0,78072825","24,549273",31,"0,7870563","1002,93739"
31/05/2011 8.00,"4,30566782","79,9696868","145,43106024","0,88855366","27,1413765",31,"0,97362495","1006,42815"
31/05/2011 9.00,"3,34483876","64,54057336","108,21048128","0,94929909","60,8859636",31,"1,4100705","978,26736"
31/05/2011 10.00,"3,8938835","59,395802","95,0396884","0,68301387","74,7897969",31,"0,96376005","991,19552"
31/05/2011 11.00,"3,37012341","52,70139288","79,4280172","0,55030523","85,49335095",31,"0,80897265","980,36309"
31/05/2011 12.00,"3,46584549","52,65336344","76,34640856","0,67586543","97,987617",31,"0,56428245","966,96306"
31/05/2011 13.00,"3,33580882","55,13879136","80,47724632","0,6727444","106,1396259",31,"0,57506265","966,99295"
31/05/2011 14.00,"3,79455006","54,24584912","76,96635544","0,93448844","121,25568105",31,"0,5033133","972,60198"
31/05/2011 15.00,"2,96556386","52,20559216","73,47619064","0,61504078","120,33263445",31,"0,59184315","946,04839"
31/05/2011 16.00,"4,01127784","55,07517912","74,80818544","0,5520038","138,89758575",31,"0,4115799","945,66325"
31/05/2011 17.00,"3,47306924","56,82471648","77,95983064","0,56361535","133,48642755",31,"0,51867","965,69788"
31/05/2011 18.00,"3,08295923","53,7318844","72,97945304","0,76508696","116,34311325",31,"0,45607365","921,87228"
31/05/2011 19.00,"3,23647436","56,77800632","74,39704808","0,75039514","117,5309961",31,"0,43583535","919,0195"
31/05/2011 20.00,"3,46945787","69,31154872","90,92699552","0,67973556","92,6560992",31,"0,5636214","922,02859"
31/05/2011 21.00,"3,93542286","76,50305872","98,82556312","0,91031586","97,9903302",31,"0,9411318","923,33689"
31/05/2011 22.00,"3,76204064","70,81967696","91,04890464","0,86264406","104,6813208",31,"1,0927665","929,3242"
31/05/2011 23.00,"3,4622331","59,75273416","77,92482192","0,53991809","115,1632503",31,"1,264131","928,35155"
01/06/2011 0.00,"3,1407533","61,46332408","78,9520248","0,41068464","104,732712",31,"0,5528412","923,21047"
01/06/2011 1.00,,"61,12717536","78,16215848","1,07327955","88,4827986","25,20000076","0,60567435","923,7186"
01/06/2011 2.00,"2,62421697",,,"0,75434449","80,86056195","25,20000076","0,6363369","924,6251"
01/06/2011 3.00,"3,16965034","70,58995016","90,46394736",,"74,4140985","25,20000076","0,5750118","928,93906"
01/06/2011 4.00,"2,92583069","60,34585568","81,71325872",,"67,08105705","25,20000076","0,4470732","937,00544"
01/06/2011 5.00,"2,91138217","58,89353872","81,31380368",,,"25,20000076","0,3971385","955,74206"
01/06/2011 6.00,"3,39721426","72,93910984","102,29498272",,"26,53320075","25,20000076","0,1969929","956,45942"
01/06/2011 7.00,"4,21897568","82,76529848","131,74018424",,"15,59719529","25,20000076","0,684441","956,48931"
01/06/2011 8.00,"5,86069234","84,62643928","147,49842936",,"21,6179397","25,20000076","1,113615","957,46539"
01/06/2011 9.00,"5,45071422","101,23013256","189,3505224",,"33,83649675","25,20000076","1,543806","957,70794"
01/06/2011 10.00,"4,84568159","81,46613272","133,24988032",,"74,0046048","25,20000076","2,435715","940,1336"
01/06/2011 11.00,"3,49113014","71,66330872","108,33499072",,"94,7116674","25,20000076","1,282437","932,75126"
01/06/2011 12.00,"3,33942018","73,50236592","109,75646712",,"94,59138885","25,20000076","0,78741225","942,80067"
01/06/2011 13.00,"3,36651103","62,71576056","92,5884088",,"96,60641865","25,20000076","0,91901205","956,8279"
01/06/2011 14.00,"3,8740164","67,8151028","91,68181488",,"104,732712","25,20000076","0,6499647","939,96112"
01/06/2011 15.00,"4,22439426","76,44464712","104,09388792",,"88,7557944","25,20000076","1,01664405","926,97318"
01/06/2011 16.00,"3,95348377","80,08649088","111,22465368",,"79,07527635","25,20000076","0,7752591","914,02836"
01/06/2011 17.00,"3,35928728","70,59645096","94,52218648",,"91,3262721","25,20000076","0,79239555","906,88857"
01/06/2011 18.00,"3,00529805","56,28092456","72,4632704",,"107,9518839","25,20000076","0,5080932","924,22036"
01/06/2011 19.00,"2,98362477","39,30473544","44,56531664",,"118,1176059","25,20000076","0,44000505","939,28394"
01/06/2011 20.00,"3,38637812","42,61043048","49,20071208",,"112,09272585","25,20000076","0,43888635","920,78987"
01/06/2011 21.00,"2,86081286","57,8682096","69,8135252","0,74569553","102,0500754","25,20000076","0,48312585","914,61636"
01/06/2011 22.00,"3,27620855","64,95719816","79,26978008","1,02122269","88,7557944","25,20000076","0,58747005","909,59484"
01/06/2011 23.00,"2,98362477","57,6112368","72,8393608","0,92094182","88,75848765","25,20000076","0,59886045","906,8087"
02/06/2011 0.00,"3,71147031","89,25076424","119,66274944","1,00155283","37,6084233","25,20000076","0,4589721","918,68777"
02/06/2011 1.00,"3,6428401","110,07892592","154,56562112","1,14650563","25,1871543","23,70000076","1,1470743","984,05916"
02/06/2011 2.00,"3,22383203","95,72584784","132,5767416","0,8940443","33,9446058","23,70000076","1,2829455","980,34643"
02/06/2011 3.00,"3,59226977","77,67503824","108,04966296","0,95834415","51,4879176","23,70000076","1,219383","1020,33582"
02/06/2011 4.00,"3,40624522","61,82281832","88,10346864","0,66859816","65,5674306","23,70000076","0,87873885","1007,72322"
02/06/2011 5.00,"3,13172234","54,20302032","74,75111224","0,77547526","87,3651198","23,70000076","1,2554865","1005,2791"
02/06/2011 6.00,"3,02335896","51,5644412","69,71886208","1,0536493","72,79772955","23,70000076","0,5393151","1042,19031"
02/06/2011 7.00,"3,68979804","55,28544176","76,26080832","0,82879615","61,1900415","23,70000076","0,5686047","1027,67504"
02/06/2011 8.00,"3,25814765","53,16472784","77,12719288","0,64201636","68,49738735","23,70000076","0,70289955","956,72843"
02/06/2011 9.00,"3,20396595","51,82531448","75,0520228","0,68593686","80,5997157","23,70000076","0,6493545","930,46688"
02/06/2011 10.00,"4,35804332","52,8843904","75,26343264","0,96217583","87,0664683","23,70000076","0,54587475","925,50857"
02/06/2011 11.00,"3,49654872","54,13422656","74,20250208","0,8595638","91,7654913","23,70000076","0,9806931","910,65128"
02/06/2011 12.00,"3,94987138","56,07454328","75,8483708","0,66129128","97,79436135","23,70000076","0,56794365","904,73649"
02/06/2011 13.00,"3,7855191","55,01418632","75,14540488","0,50871589","99,6553173","23,70000076","0,60781005","902,90683"
02/06/2011 14.00,"3,70063418","55,35683584","78,2724044","0,89479456","105,66519495","23,70000076","0,57384225","902,7907"
02/06/2011 15.00,"3,09182543","48,98752408","70,327184","1,3846293","111,24572865","23,70000076","0,4879566","899,90019"
02/06/2011 16.00,"3,80177381","48,99855632","71,27651112","0,77776565","105,3772965","23,70000076",,"897,46734"
02/06/2011 17.00,"3,79455006","48,9531272","70,72011912","0,53043848","99,92290665","23,70000076",,"894,53175"
02/06/2011 18.00,"3,55434279","51,61117048","73,96646568","0,63111545","103,08522105","23,70000076",,"894,57144"
02/06/2011 19.00,"3,64825868","51,62545312","70,63451888","0,82907225","106,17739125","23,70000076","0,38854485","891,33352"
02/06/2011 20.00,"3,52363956","50,83763264","66,7371172","0,786495","102,5825808","23,70000076","0,18046665","891,10763"
02/06/2011 21.00,"3,57782126","57,21537632","75,27121448","1,31041647","87,786783","23,70000076",,"893,58164"
02/06/2011 22.00,"3,57420887","62,07070912","82,32284256","0,99871023","80,9808405","23,70000076","0,44590365","895,54752"
02/06/2011 23.00,"3,25453526","63,07527392","83,63799264","1,14551887","86,421804","23,70000076","0,41315625","896,48734"
03/06/2011 0.00,"3,32497166","71,1700892","94,03064952","0,97927803","78,4927962","23,70000076","0,5322978","898,96135"
03/06/2011 1.00,,"68,59254112","90,7830028","1,03168905","62,53070145","30,20000076","0,66628755","911,52446"
03/06/2011 2.00,"3,2653714",,,"0,96454544","56,3423511","30,20000076","1,32347295","916,13732"
03/06/2011 3.00,"2,96737006","61,569746","83,14903688","1,16878159","58,3262988","30,20000076","0,6263703","925,82756"
03/06/2011 4.00,"3,30329939","52,49373056","73,276444","0,67468063","61,621161","30,20000076","0,4260213","952,91917"
03/06/2011 5.00,"3,60671829","52,40807296","73,4567456","0,77476461",,"30,20000076","0,36820485","943,73363"
03/06/2011 6.00,"3,23286299","55,0855804","76,9793188","0,94179532","64,2051648","30,20000076","0,1818396","955,74843"
03/06/2011 7.00,"4,22439426","74,73665752","106,327276","1,02130191","43,2534753","30,20000076","0,43207245","947,59581"
03/06/2011 8.00,"4,69758402","79,91647584","123,4538248","1,0425119","43,31968935","30,20000076","0,6979671","942,2259"
03/06/2011 9.00,"5,85707996","97,00814976","162,8935092","1,6368949","46,15641975","30,20000076","1,1043603","939,97435"
03/06/2011 10.00,"5,55907862","90,47983608","146,99651024","1,04002346","58,4317146","30,20000076","1,7721225","918,76372"
03/06/2011 11.00,"4,95043361","82,04887208","130,00743424","1,37795618","75,26957445","30,20000076","1,08030825","935,96615"
03/06/2011 12.00,"4,32734009","72,79374048","112,88604784","1,08895929","89,29230975","30,20000076","0,8432964","916,99041"
03/06/2011 13.00,"4,77524519","72,07601392","109,42574848","0,94570506","101,1757068","30,20000076","0,7874631","918,62113"
03/06/2011 14.00,"4,09074521","61,25956224","90,22014824","1,03702242","111,16022295","30,20000076","0,74164725","916,0207"
03/06/2011 15.00,"3,90110725","55,62159048","82,9985816","0,94301974","106,96122675","30,20000076","0,5870124","913,20124"
03/06/2011 16.00,"3,79093767","53,56316952","78,64203224","0,62495377","106,17739125","30,20000076","0,49817745","912,82296"
03/06/2011 17.00,"4,04378726","53,63844496","78,06487592","0,9423487","102,5082471","30,20000076","0,39830805","911,34512"
03/06/2011 18.00,"3,94084144","53,55668784","77,74065808","0,77334331","110,3088567","30,20000076","0,5174496","908,44236"
03/06/2011 19.00,"4,73912339","72,6094428","100,80993232","1,26404714","94,23188985","30,20000076","0,4600908","907,35358"
03/06/2011 20.00,"5,69092148","89,63232296","126,47055928","1,56477441","73,7302524","30,20000076","0,8844849","910,06671"
03/06/2011 21.00,"5,83721286","94,85627024","135,54160352","1,4689951","67,35540945","30,20000076","1,671948","916,38967"
03/06/2011 22.00,"5,21231315","83,15075768","115,01049016","1,62030763","70,9908381","30,20000076","1,68822","918,67111"
03/06/2011 23.00,"3,85234413","74,64191792","103,51543144","1,11554109","66,63102495","30,20000076","1,4426145","923,46968"
04/06/2011 0.00,"3,73133741","76,31357952","106,79416728","1,0610354","52,22852145","30,20000076","0,906147","962,60598"
04/06/2011 1.00,"3,83067085","79,08322624","113,25181344","1,06585384","31,71469455","29,39999962","1,0370349","969,89865"
04/06/2011 2.00,"4,06726573","72,56791416","110,17410528","1,14990277","36,48130815","29,39999962","1,211247","945,89551"
04/06/2011 3.00,"3,69340941","68,49390104","105,17036304","1,24339169","33,42835965","29,39999962","1,906875","936,21507"
04/06/2011 4.00,"3,73133741","60,64955776","94,15257776","0,99057387","37,50031425","29,39999962","1,201077","934,36238"
04/06/2011 5.00,"3,67896191","55,88894544","88,18778784","1,0899076","39,34369425","29,39999962","0,68205105","933,51223"
04/06/2011 6.00,"3,86859884","67,15318752","104,55039704","1,17628652","24,2208561","29,39999962","0,7598007","938,25396"
04/06/2011 7.00,"4,22981182","79,59719096","134,4923744","1,1555903","16,54862874","29,39999962","1,01501685","947,34689"
04/06/2011 8.00,"4,32011532","81,54398936","138,47667648","1,39553253","34,8500964","29,39999962","1,532619","948,08385"
04/06/2011 9.00,"5,03170717","87,46229856","145,8007072","1,24919688","41,2289892","29,39999962","1,5860115","962,29385"
04/06/2011 10.00,"4,53142554","80,79383528","129,532742","1,08335098","68,42983665","29,39999962","1,5199065","952,24493"
04/06/2011 11.00,"4,41944978","79,74126016","126,62231472","1,16917769","78,39414345","29,39999962","1,0518831","943,15592"
04/06/2011 12.00,"4,13770315","60,53923536","95,37950816","0,8204629","102,81226515","29,39999962","1,10573325","919,32183"
04/06/2011 13.00,"3,89749588","55,1556552","84,51085888","0,72140412","102,2906325","29,39999962","0,59265675","920,05585"
04/06/2011 14.00,"4,14312071","55,16085584","84,40707552","0,69743075","96,47534715","29,39999962","0,54526455","926,45819"
04/06/2011 15.00,"3,89930207","52,1004704","77,71339296","0,7358606","107,14368945","29,39999962","0,5531463","916,73806"
04/06/2011 16.00,"3,39540908","49,12054192","71,9483688","0,69107101","114,15236385","29,39999962","0,4209363","911,12903"
04/06/2011 17.00,"3,48029401","48,07316744","69,92635232","0,70351205","114,1861791","29,39999962","0,1846872","907,44962"
04/06/2011 18.00,"3,36289966","48,46512744","69,54634232","0,7058036","110,48587305","29,39999962",,"904,8095"
04/06/2011 19.00,"3,32497166","49,99922064","71,55147584","0,72985736","107,7424089","29,39999962",,"903,11606"
04/06/2011 20.00,"3,44959078","48,18739032","64,83834824","0,79554006","103,1879835","29,39999962","0,189162","902,86665"
04/06/2011 21.00,"3,74939831","51,41260928","66,09250552","1,09287019","85,29468885","29,39999962","0,36789975","904,02942"
04/06/2011 22.00,"3,15339563","52,0485596","66,96409072","1,0006453","64,63762095","29,39999962","0,4364964","906,44659"
04/06/2011 23.00,"3,87943498","60,40814864","78,69520496","0,87749548","45,93341865","29,39999962","0,47722725","913,17821"
05/06/2011 0.00,"3,71147031","65,58276632","90,9749676","0,9590548","37,7557341","29,39999962","0,61706475","990,4517"
05/06/2011 1.00,,"64,16549632","93,12015512","0,79885681","27,23731605","31,70000076","0,7066116","1129,47352"
05/06/2011 2.00,"3,77107058",,,"1,02382996","13,03617788","31,70000076","0,74246085","1067,35279"
05/06/2011 3.00,"3,66812475","85,6880964","138,27046728","1,08603747","14,7795605","31,70000076","1,05437475","1037,64458"
05/06/2011 4.00,"3,57782126","67,80990216","109,67086688","0,97596011","20,8543734","31,70000076","0,92104605","1013,23621"
05/06/2011 5.00,"3,59588216","60,21086848","97,65308648","1,13027252",,"31,70000076","0,84253365","1138,3239"
05/06/2011 6.00,"3,44236703","55,03755096","91,25123248","1,0954763","24,22490595","31,70000076","0,7542072","1060,88381"
05/06/2011 7.00,"3,59768835","53,6618096","93,45609352","0,68573997","27,11163105","31,70000076","0,9110286","1077,58497"
05/06/2011 8.00,"3,54531183","53,40871816","87,15148384","0,64991622","44,40895935","31,70000076","0,8316009","1017,99803"
05/06/2011 9.00,"3,86859884","51,76562184","81,37865872","0,913713","57,67219815","31,70000076","0,78314085","987,61901"
05/06/2011 10.00,"4,23703659","46,8375948","72,74727888","0,78384928","67,56895425","31,70000076","0,6450831","927,97278"
05/06/2011 11.00,"3,71869508","48,8518868","75,65250552","0,83132303","89,8031694","31,70000076","0,5731812","921,35778"
05/06/2011 12.00,"4,2857997","49,84606944","73,98591072","0,81228693","99,2174547","31,70000076","0,52278885","912,19527"
05/06/2011 13.00,"3,86679265","49,40998048","69,45037904","0,81106135","98,43088605","31,70000076","0,4696506","908,75498"
05/06/2011 14.00,"3,86498646","53,99665816","79,8080272","0,83377303","78,388737","31,70000076","0,73035855","894,40533"
05/06/2011 15.00,"4,24606653","52,67022728","76,7731096","0,79818577","88,83146475","31,70000076","0,53560305","897,68637"
05/06/2011 16.00,"4,32011532","62,90655904","87,42126704","0,80628252","91,88848305","31,70000076","0,5454171","911,27848"
05/06/2011 17.00,"4,33817622","54,1666732","72,57479736","0,75608267","105,2138262","31,70000076","0,5422644","908,58887"
05/06/2011 18.00,"4,12506082","59,79554384","78,2814864","0,78977331","87,3367509","31,70000076","0,4460562","912,51083"
05/06/2011 19.00,"3,91013821","56,58720784","80,56286568","0,80308343","75,87773025","31,70000076","0,5589432","905,74295"
05/06/2011 20.00,"3,64645248","59,39970248","88,53275088","0,78207149","59,78047425","31,70000076","0,57740175","894,33869"
05/06/2011 21.00,"3,72050127","65,43091528","94,82569736","0,89167353","53,9637924","31,70000076","0,56051955","914,83882"
05/06/2011 22.00,"4,26773982","82,65627624","137,84762848","1,10001863","32,2593495","31,70000076","1,01511855","993,80575"
