MANDURIA,,,,
,NO2,CO,O3,PM10
09/03/2011 17.00,"29,340978","0,700388","68,249428",
09/03/2011 18.00,"41,508525","0,899244","56,193066",
09/03/2011 19.00,"47,068619","1,040234","48,955323",
09/03/2011 20.00,"45,274956","1,034188","49,405557",
09/03/2011 21.00,"47,084202","1,223634","46,649944",
09/03/2011 22.00,"34,988029","1,085498","51,656774",
09/03/2011 23.00,"19,514789","0,804372","59,169405",
10/03/2011 0.00,"11,865145","0,657465","63,679963",
10/03/2011 1.00,"6,952701","0,486711","68,928527",
10/03/2011 2.00,,"0,37255","70,840537",
10/03/2011 3.00,"12,145483",,"68,528392",
10/03/2011 4.00,"8,722999","0,309912",,
10/03/2011 5.00,"8,730784","0,338236","60,683311",
10/03/2011 6.00,"17,760072","0,430185","50,015589",
10/03/2011 7.00,"33,648618","0,651339","37,305862",
10/03/2011 8.00,"46,858356","0,83277","28,338237",
10/03/2011 9.00,"32,026287","0,64228","58,878954",
10/03/2011 10.00,"17,948272","0,48441","81,902291",
10/03/2011 11.00,"13,462825","0,456086","88,771054",
10/03/2011 12.00,"22,422024","0,536041","83,297034",
10/03/2011 13.00,"29,20341","0,564962","85,411493",
10/03/2011 14.00,"25,49279","0,558072","91,834056",
10/03/2011 15.00,"20,660803","0,464846","94,603901",
10/03/2011 16.00,"28,576542","0,651083","87,060802",
10/03/2011 17.00,"42,17824","0,736355","69,772131",
10/03/2011 18.00,"61,219314","1,091645","46,699358",
10/03/2011 19.00,"66,597711","1,315947","38,420287",
10/03/2011 20.00,"62,047361","1,20941","42,177294",
10/03/2011 21.00,"52,190026","1,21328","48,907922",
10/03/2011 22.00,"47,973246","1,404365","48,657413",
10/03/2011 23.00,"29,866624","0,931267","52,320969",
11/03/2011 0.00,"19,383703","0,778203","58,449031",
11/03/2011 1.00,"13,069564","0,616039","60,245927",
11/03/2011 2.00,,"0,514267","65,306943",
11/03/2011 3.00,"16,035203",,"69,97796",
11/03/2011 4.00,"10,228527","0,334651",,
11/03/2011 5.00,"10,206464","0,325571","74,770841",
11/03/2011 6.00,"21,96387","0,415004","61,826865",
11/03/2011 7.00,"46,906389","0,666947","42,655971",
11/03/2011 8.00,"54,94799","0,829967","40,491417",
11/03/2011 9.00,"49,729244","0,81656","51,84161",
11/03/2011 10.00,"30,435101","0,505853","76,77833",
11/03/2011 11.00,"23,449934","0,40511","78,997713",
11/03/2011 12.00,"30,167726","0,46786","75,952306",
11/03/2011 13.00,"23,732871","0,454711","94,373019",
11/03/2011 14.00,"23,48108","0,403869","103,165238",
11/03/2011 15.00,"18,127378","0,364548","109,84175",
11/03/2011 16.00,"33,002286","0,50037","95,175345",
11/03/2011 17.00,"48,014772","0,671443","75,441805",
11/03/2011 18.00,"66,404311","0,875241","50,922176",
11/03/2011 19.00,"91,292315","1,439645","28,762075",
11/03/2011 20.00,"105,423489","2,224768","25,948906",
11/03/2011 21.00,"91,581737","2,126124","25,525727",
11/03/2011 22.00,"82,865239","1,80458","17,350278",
11/03/2011 23.00,"81,314277","1,496313","5,428648",
12/03/2011 0.00,"59,889002","1,439089","16,820819",
12/03/2011 1.00,"31,553849","0,619402","32,034973",
12/03/2011 2.00,,"0,979624","10,751669",
12/03/2011 3.00,"31,148928",,"1,172665",
12/03/2011 4.00,"28,320848","0,815019",,
12/03/2011 5.00,"19,491444","0,698258","9,98457",
12/03/2011 6.00,"26,575212","0,726789","12,788257",
12/03/2011 7.00,"51,17638","1,139146","8,440201",
12/03/2011 8.00,"53,254283","1,242426","12,898621",
12/03/2011 9.00,"31,535687","0,767311","57,598643",
12/03/2011 10.00,"18,656904","0,385441","93,853036",
12/03/2011 11.00,"15,798993","0,344664","96,072457",
12/03/2011 12.00,"14,965757","0,302229","91,645153",
12/03/2011 13.00,"18,62706","0,340285","92,758923",
12/03/2011 14.00,"14,46348","0,257074","89,93965",
12/03/2011 15.00,"11,900188","0,236665","74,449252",
12/03/2011 16.00,"9,779466","0,292366","84,279435",
12/03/2011 17.00,"8,682764","0,279737","92,781945",
12/03/2011 18.00,"9,129234","0,345514","103,285101",
12/03/2011 19.00,"18,177991","0,410697","101,60806",
12/03/2011 20.00,"13,369378","0,360949","93,226091",
12/03/2011 21.00,"11,495247","0,277823","85,83398",
12/03/2011 22.00,"6,630827","0,274847","95,467155",
12/03/2011 23.00,"3,098021","0,244445","111,354294",
13/03/2011 0.00,"5,303106","0,208134","85,515077",
13/03/2011 1.00,"3,242085","0,212683","94,236939",
13/03/2011 2.00,,"0,208516","105,142248",
13/03/2011 3.00,"3,026639",,"96,076491",
13/03/2011 4.00,"2,328384","0,180683",,
13/03/2011 5.00,"3,670382","0,187011","98,369024",
13/03/2011 6.00,"7,457572","0,174618","80,399914",
13/03/2011 7.00,"6,99553","0,202642","86,959935",
13/03/2011 8.00,"11,435549","0,220402","72,221734",
13/03/2011 9.00,"12,713945","0,245572","64,662379",
13/03/2011 10.00,"14,65816","0,277344","55,033272",
13/03/2011 11.00,"18,999542","0,252301","44,969475",
13/03/2011 12.00,"22,059928","0,232924","30,710652",
13/03/2011 13.00,"21,86913","0,288672","55,945266",
13/03/2011 14.00,"12,868394","0,19817","76,617859",
13/03/2011 15.00,"9,698998","0,21938","85,831263",
13/03/2011 16.00,"7,234338","0,232582","91,591668",
13/03/2011 17.00,"10,197382","0,275812","92,23286",
13/03/2011 18.00,"11,179869","0,31461","87,208412",
13/03/2011 19.00,"11,092911","0,311841","90,029702",
13/03/2011 20.00,"10,806073","0,273213","91,715579",
13/03/2011 21.00,"10,928074","0,258476","85,14135",
13/03/2011 22.00,"8,973488","0,241014","89,002598",
13/03/2011 23.00,"4,516595","0,196295","95,394697",
14/03/2011 0.00,"1,332914","0,139013","95,849695",
14/03/2011 1.00,"0,096042","0,14093","93,951217",
14/03/2011 2.00,,"0,138162","90,410211",
14/03/2011 3.00,"0,503575",,"89,441356",
14/03/2011 4.00,"0,426999","0,170986",,
14/03/2011 5.00,"2,520467","0,148588","84,596999",
14/03/2011 6.00,"8,764531","0,20265","83,033656",
14/03/2011 7.00,"8,020849","0,221182","83,755404",
14/03/2011 8.00,"11,586102","0,210173","66,56964",
14/03/2011 9.00,"20,582946","0,334535","66,681382",
14/03/2011 10.00,"15,848317","0,284084","69,468137",
14/03/2011 11.00,"16,177976","0,194745","52,216034",
14/03/2011 12.00,"14,259719","0,208218","55,477418",
14/03/2011 13.00,"16,454412","0,282725","58,713071",
14/03/2011 14.00,"16,264926","0,221734","55,930365",
14/03/2011 15.00,"8,950125","0,212045","71,80398",
14/03/2011 16.00,"11,208421","0,273247","72,566352",
14/03/2011 17.00,"11,130545","0,275414","74,888649",
14/03/2011 18.00,"15,815869","0,389916","68,723383",
14/03/2011 19.00,"16,480374","0,400285","71,009113",
14/03/2011 20.00,"13,834017","0,349581","73,265756",
14/03/2011 21.00,"11,836594","0,33649","77,152735",
14/03/2011 22.00,"5,377083","0,24766","86,1285",
14/03/2011 23.00,"3,133062","0,229554","86,787949",
15/03/2011 0.00,"1,164192","0,15407","88,335029",
15/03/2011 1.00,"0,220639","0,166737","92,511124",
15/03/2011 2.00,,"0,156323","94,677691",
15/03/2011 3.00,,,"94,459701",
15/03/2011 4.00,"0,050616","0,195716",,
15/03/2011 5.00,"0,181701","0,197704","95,802314",
15/03/2011 6.00,"9,168168","0,216705","86,919296",
15/03/2011 7.00,"12,685393","0,268628","83,390481",
15/03/2011 8.00,"15,516054","0,352542","80,900924",
15/03/2011 9.00,"30,062604","0,60911","69,317833",
15/03/2011 10.00,"19,557618","0,441154","74,901518",
15/03/2011 11.00,"13,939143","0,32364","74,628003",
15/03/2011 12.00,"22,329884","0,396212","68,430873",
15/03/2011 13.00,"21,173468","0,383645","73,537239",
15/03/2011 14.00,"17,349953","0,353008","70,763345",
15/03/2011 15.00,"9,44202","0,30193","77,938128",
15/03/2011 16.00,"13,679568","0,331045","77,93745",
15/03/2011 17.00,"16,977462","0,370527","64,515469",
15/03/2011 18.00,"14,315522","0,358508","64,885141",
15/03/2011 19.00,"16,325925","0,359863","66,070669",
15/03/2011 20.00,"15,652335","0,327575","67,522269",
15/03/2011 21.00,"12,867102","0,328422","75,432346",
15/03/2011 22.00,"7,003317","0,293933","86,272715",
15/03/2011 23.00,"3,605489","0,25716","90,968108",
16/03/2011 0.00,"1,247255","0,205491","95,094767",
16/03/2011 1.00,"0,976","0,156657","97,400831",
16/03/2011 2.00,,"0,141973","86,192137",
16/03/2011 3.00,"4,451702",,"73,39641",
16/03/2011 4.00,"2,302427","0,080927",,
16/03/2011 5.00,"3,227808","0,08361","75,092461",
16/03/2011 6.00,"10,131189","0,101291","49,483422",
16/03/2011 7.00,"10,037743","0,12976","62,712466",
16/03/2011 8.00,"14,384314","0,182794","56,498419",
16/03/2011 9.00,"21,67185","0,263164","39,894254",
16/03/2011 10.00,"18,360995","0,175199","23,943451",
16/03/2011 11.00,"16,107891","0,178246","38,487319",
16/03/2011 12.00,"16,743845","0,215705","40,966027",
16/03/2011 13.00,"19,340873","0,163613","18,680016",
16/03/2011 14.00,"19,993706","0,15885","19,537848",
16/03/2011 15.00,"15,342145","0,099378","20,73623",
16/03/2011 16.00,"17,693884","0,140614","16,803888",
16/03/2011 17.00,"17,765271","0,13015","16,245319",
16/03/2011 18.00,"15,667909","0,175199","19,018541",
16/03/2011 19.00,"15,74318","0,207467","14,012383",
16/03/2011 20.00,"16,982648","0,138817","13,009655",
16/03/2011 21.00,"16,13384","0,145893","15,231083",
16/03/2011 22.00,"11,138337","0,089178","17,306947",
16/03/2011 23.00,"9,04487","0,075999","37,477829",
17/03/2011 0.00,"9,523786","0,057172","28,598226",
17/03/2011 1.00,"8,36868","0,056077","33,602364",
17/03/2011 2.00,,"0,03939","34,915175",
17/03/2011 3.00,"6,219403",,"45,577471",
17/03/2011 4.00,"1,948106","0,163817",,
17/03/2011 5.00,"0,002596","0,189591","91,762961",
17/03/2011 6.00,"0,038936","0,19804","96,563308",
17/03/2011 7.00,"2,613914","0,234218","94,222038",
17/03/2011 8.00,"4,238851","0,308228","85,917252",
17/03/2011 9.00,"6,785275","0,364151","81,601006",
17/03/2011 10.00,"10,224632","0,384193","81,976788",
17/03/2011 11.00,"10,547802","0,377823","81,210345",
17/03/2011 12.00,"12,678904","0,342622","79,875867",
17/03/2011 13.00,"9,676934","0,377738","86,976853",
17/03/2011 14.00,"2,328384","0,282582","98,855141",
17/03/2011 15.00,"1,509426","0,310862","97,622893",
17/03/2011 16.00,"4,865722","0,290861","95,732573",
17/03/2011 17.00,"9,757402","0,32568","90,022922",
17/03/2011 18.00,"21,47717","0,465592","74,617151",
17/03/2011 19.00,"28,806248","0,537309","59,560743",
17/03/2011 20.00,"19,743215","0,351327","66,942705",
17/03/2011 21.00,"21,758808","0,335191","62,488346",
17/03/2011 22.00,"17,865209","0,310224","59,440226",
17/03/2011 23.00,"10,312882","0,282794","65,067263",
18/03/2011 0.00,"4,684019","0,230354","69,055132",
18/03/2011 1.00,"1,844277","0,157957","76,220432",
18/03/2011 2.00,,"0,143457","81,480306",
18/03/2011 3.00,,,"83,686363",
18/03/2011 4.00,,"0,192727",,
18/03/2011 5.00,"0,833234","0,222263","79,25297",
18/03/2011 6.00,"19,800327","0,245716","66,878406",
18/03/2011 7.00,"9,582188","0,284632","75,94554",
18/03/2011 8.00,"18,935948","0,436625","66,633977",
18/03/2011 9.00,"30,740083","0,614859","56,880963",
18/03/2011 10.00,"19,517389","0,451035","70,891328",
18/03/2011 11.00,"9,566615","0,364876","83,934163",
18/03/2011 12.00,"8,364785","0,351228","82,00589",
18/03/2011 13.00,"16,076736","0,379792","77,315908",
18/03/2011 14.00,"19,160476","0,450147","78,982827",
18/03/2011 15.00,"14,364846","0,394581","82,335607",
18/03/2011 16.00,"10,754168","0,45995","83,912496",
18/03/2011 17.00,"20,017072","0,630282","65,038154",
18/03/2011 18.00,"28,054794","0,805009","48,376437",
18/03/2011 19.00,"33,177481","0,977242","44,350645",
18/03/2011 20.00,"44,598775","0,9562","29,819645",
18/03/2011 21.00,"36,860855","0,946607","31,726903",
18/03/2011 22.00,"30,657026","0,971454","32,096579",
18/03/2011 23.00,"22,803601","0,775473","34,372175",
19/03/2011 0.00,"20,506371","0,543067","24,688224",
19/03/2011 1.00,"13,478401","0,446387","31,225201",
19/03/2011 2.00,,"0,390017","41,520538",
19/03/2011 3.00,"9,683423",,"40,410839",
19/03/2011 4.00,"5,088956","0,342177",,
19/03/2011 5.00,"6,009148","0,390655","39,602444",
19/03/2011 6.00,"11,421266","0,394122","34,594236",
19/03/2011 7.00,"16,301268","0,396151","31,005154",
19/03/2011 8.00,"22,440207","0,498008","37,727006",
19/03/2011 9.00,"34,819297","0,930338","45,926834",
19/03/2011 10.00,"28,17938","0,650416","55,732002",
19/03/2011 11.00,"26,124859","0,564324","62,665743",
19/03/2011 12.00,"22,005398","0,474129","71,235246",
19/03/2011 13.00,"28,102805","0,594332","54,0407",
19/03/2011 14.00,"26,895798","0,632158","58,165341",
19/03/2011 15.00,"13,131866","0,410477","73,491889",
19/03/2011 16.00,"15,634159","0,478357","62,607509",
19/03/2011 17.00,"16,579009","0,53778","53,252594",
19/03/2011 18.00,"25,337039","0,684652","46,041948",
19/03/2011 19.00,"31,978258","0,716477","40,243618",
19/03/2011 20.00,"27,1943","0,71149","38,740545",
19/03/2011 21.00,"32,673917","0,784988","29,196746",
19/03/2011 22.00,"23,430469","0,677001","40,702668",
19/03/2011 23.00,"16,398614","0,595726","49,947218",
20/03/2011 0.00,"11,65229","0,552108","58,32512",
20/03/2011 1.00,"9,214891","0,472608","56,567486",
20/03/2011 2.00,,"0,429456","49,274207",
20/03/2011 3.00,"8,524425",,"47,058877",
20/03/2011 4.00,"7,927404","0,356151",,
20/03/2011 5.00,"6,96568","0,31062","54,616196",
20/03/2011 6.00,"8,890425","0,325868","53,68118",
20/03/2011 7.00,"8,986467","0,389714","55,081331",
20/03/2011 8.00,"8,562062","0,406324","60,354934",
20/03/2011 9.00,"10,899524","0,432263","63,46534",
20/03/2011 10.00,"11,526394","0,435882","66,401741",
20/03/2011 11.00,"15,325271","0,559783","62,710412",
20/03/2011 12.00,"19,089094","0,542703","60,512022",
20/03/2011 13.00,"32,154773","0,714645","54,851149",
20/03/2011 14.00,"12,148076","0,390395","71,903508",
20/03/2011 15.00,"8,806062","0,426767","66,940688",
20/03/2011 16.00,"10,995566","0,451641","61,832272",
20/03/2011 17.00,"13,626359","0,512292","59,246593",
20/03/2011 18.00,"22,799701","0,672863","49,939079",
20/03/2011 19.00,"22,35583","0,62137","46,201049",
20/03/2011 20.00,"23,314946","0,668092","55,214717",
20/03/2011 21.00,"25,424016","0,653314","56,121304",
20/03/2011 22.00,"17,391485","0,568172","62,417266",
20/03/2011 23.00,"10,835929","0,508545","67,141083",
21/03/2011 0.00,"5,125297","0,42153","69,74099",
21/03/2011 1.00,"3,094127","0,385753","67,530389",
21/03/2011 2.00,,"0,380769","62,88715",
21/03/2011 3.00,"8,064976",,"51,221445",
21/03/2011 4.00,"7,810595","0,365993",,
21/03/2011 5.00,"6,514021","0,370857","46,320889",
21/03/2011 6.00,"9,726254","0,375722","52,41711",
21/03/2011 7.00,"14,9398","0,43008","47,16178",
21/03/2011 8.00,"19,586184","0,523778","40,226022",
21/03/2011 9.00,"33,830315","0,752713","21,657701",
21/03/2011 10.00,"34,716758","0,802418","29,869738",
21/03/2011 11.00,"40,17303","1,182752","26,529809",
21/03/2011 12.00,"31,404598","0,744169","34,456802",
21/03/2011 13.00,"27,189097","0,7374","38,60311",
21/03/2011 14.00,"24,893168","0,706774","45,102861",
21/03/2011 15.00,"15,211061","0,514259","56,915476",
21/03/2011 16.00,"15,853504","0,563246","55,708281",
21/03/2011 17.00,"23,156614","0,638965","49,04538",
21/03/2011 18.00,"28,858179","0,786766","42,536813",
21/03/2011 19.00,"32,894562","0,850599","38,912515",
21/03/2011 20.00,"30,62846","0,784989","41,794772",
21/03/2011 21.00,"22,874975","0,675259","50,207887",
21/03/2011 22.00,"13,658798","0,526103","57,627071",
21/03/2011 23.00,"9,680829","0,469885","61,599377",
22/03/2011 0.00,"4,467275","0,395265","65,550694",
22/03/2011 1.00,"3,45234","0,340696","61,57771",
22/03/2011 2.00,,"0,362016","54,989261",
22/03/2011 3.00,"4,930616",,"49,608688",
22/03/2011 4.00,"6,663276","0,303633",,
22/03/2011 5.00,"6,590595","0,295453","50,879521",
22/03/2011 6.00,"12,402463","0,323787","44,222685",
22/03/2011 7.00,"32,868597","0,608929","32,764164",
22/03/2011 8.00,"43,446261","0,940343","33,917873",
22/03/2011 9.00,"68,526348","1,731979","30,808806",
22/03/2011 10.00,"47,178944","1,051894","44,454903",
22/03/2011 11.00,"38,777807","0,829048","52,088732",
22/03/2011 12.00,"35,343645","0,656182","58,730686",
22/03/2011 13.00,"42,786947","0,744426","56,748931",
22/03/2011 14.00,"27,848432","0,58217","69,613015",
22/03/2011 15.00,"17,617311","0,404788","77,063382",
22/03/2011 16.00,"27,279957","0,536237","70,705796",
22/03/2011 17.00,"27,49022","0,594782","69,004356",
22/03/2011 18.00,"35,55909","0,695851","59,202583",
22/03/2011 19.00,"38,562362","0,786949","52,770545",
22/03/2011 20.00,"39,990013","0,831944","46,909254",
22/03/2011 21.00,"35,860188","0,757677","47,760978",
22/03/2011 22.00,"21,151405","0,558223","55,582357",
22/03/2011 23.00,"16,532291","0,479482","54,04882",
23/03/2011 0.00,"10,686676","0,39993","58,222221",
23/03/2011 1.00,"7,515978","0,35877","63,147137",
23/03/2011 2.00,,"0,290553","63,444351",
23/03/2011 3.00,"7,131808",,"61,03471",
23/03/2011 4.00,"9,239553","0,282223",,
23/03/2011 5.00,"7,868998","0,301956","60,797744",
23/03/2011 6.00,"15,81067","0,382505","58,645359",
23/03/2011 7.00,"22,274073","0,491396","39,840769",
23/03/2011 8.00,"26,966618","0,514581","43,061997",
23/03/2011 9.00,,,,
23/03/2011 10.00,"42,169159","0,795466","63,218895",
23/03/2011 11.00,"41,198342","0,776432","60,115935",
23/03/2011 12.00,"35,060707","0,728017","65,598076",
23/03/2011 13.00,"31,61226","0,615906","73,649658",
23/03/2011 14.00,"27,838051","0,654639","78,648368",
23/03/2011 15.00,"15,309697","0,517013","90,243667",
23/03/2011 16.00,"20,027454","0,600391","87,325542",
23/03/2011 17.00,"26,555749","0,568087","84,635583",
23/03/2011 18.00,"33,722594","0,678967","76,189968",
23/03/2011 19.00,"38,771323","0,843023","65,945403",
23/03/2011 20.00,"35,012678","0,796275","68,013143",
23/03/2011 21.00,"33,257956","0,756272","71,20275",
23/03/2011 22.00,"23,225407","0,61559","79,47166",
23/03/2011 23.00,"16,092308","0,558603","80,981503",
24/03/2011 0.00,"8,815148","0,480899","83,575998",
24/03/2011 1.00,"6,859254","0,442406","79,348449",
24/03/2011 2.00,,"0,458479","70,193933",
24/03/2011 3.00,"16,768501",,"78,30509",
24/03/2011 4.00,"12,228545","0,263322",,
24/03/2011 5.00,"11,317443","0,220463","78,2841",
24/03/2011 6.00,"17,935291","0,288476","65,76328",
24/03/2011 7.00,"25,459044","0,353085","59,752345",
24/03/2011 8.00,"24,728354","0,41489","67,858767",
24/03/2011 9.00,"36,572735","0,679294","66,472167",
24/03/2011 10.00,"30,634963","0,498244","69,021951",
24/03/2011 11.00,"34,367645","0,551718","63,235136",
24/03/2011 12.00,"31,897798","0,518913","66,684753",
24/03/2011 13.00,"31,878334","0,523599","87,399332",
24/03/2011 14.00,"25,838021","0,441567","92,050715",
24/03/2011 15.00,,,"98,606489",
24/03/2011 16.00,"19,46676","0,451701","94,856442",
24/03/2011 17.00,"23,87954","0,462154","93,221365",
24/03/2011 18.00,"41,557852","0,665595","69,894688",
24/03/2011 19.00,"50,73641","0,872478","57,551919",
24/03/2011 20.00,"57,991512","1,060377","49,401505",
24/03/2011 21.00,"57,759186","0,985474","41,928817",
24/03/2011 22.00,"38,496168","0,826335","54,67916",
24/03/2011 23.00,"21,125457","0,648651","64,496497",
25/03/2011 0.00,"12,85153","0,450258","72,192609",
25/03/2011 1.00,"8,878743","0,425144","72,803992",
25/03/2011 2.00,,"0,37111","72,167571",
25/03/2011 3.00,"14,915143",,"63,868189",
25/03/2011 4.00,"22,733507","0,502421",,"33,15456"
25/03/2011 5.00,"17,98072","0,444459","54,915468",
25/03/2011 6.00,"18,174094","0,300493","61,018451","28,27887"
25/03/2011 7.00,"28,637533","0,379376","52,247853",
25/03/2011 8.00,"27,630388","0,46086","54,479419","25,10969"
25/03/2011 9.00,"33,844599","0,69587","58,455116",
25/03/2011 10.00,"23,448652","0,423099","72,459381","20,47781"
25/03/2011 11.00,"15,27087","0,326973","90,232814",
25/03/2011 12.00,"18,325952","0,425331","91,130566","22,18429"
25/03/2011 13.00,"27,79522","0,337015","85,099379",
25/03/2011 14.00,"24,45968","0,304572","89,783242","39,980492"
