"NetC","Comune Bari","","","","","","","",""
"Stat","Piazza Kennedy","","","","","","","",""
,NO2,NOx,O3,PM10,
18/01/2011 2.00,,,,,
18/01/2011 3.00,,,,,
18/01/2011 4.00,,,,,
18/01/2011 5.00,,,,,
18/01/2011 6.00,,,,,
18/01/2011 7.00,,,,,
18/01/2011 8.00,,,,,
18/01/2011 9.00,,,,,
18/01/2011 10.00,,,,,
18/01/2011 11.00,,,,,
18/01/2011 12.00,,,,,
18/01/2011 13.00,,,,,
18/01/2011 14.00,,,,,
18/01/2011 15.00,,,,,
18/01/2011 16.00,,,,"52,59999084",
18/01/2011 17.00,,,,,
18/01/2011 18.00,,,,"52,59999084",
18/01/2011 19.00,,,,"52,59999084",
18/01/2011 20.00,,,,"52,59999084",
18/01/2011 21.00,,,,"52,59999084",
18/01/2011 22.00,,,,"52,59999084",
18/01/2011 23.00,,,,"52,59999084",
19/01/2011 0.00,,,,"52,59999084",
19/01/2011 1.00,,,,,
19/01/2011 2.00,,,,,
19/01/2011 3.00,,,,,
19/01/2011 4.00,,,,,
19/01/2011 5.00,,,,,
19/01/2011 6.00,,,,"61,79999161",
19/01/2011 7.00,,,,"61,79999161",
19/01/2011 8.00,,,,"61,79999161",
19/01/2011 9.00,,,,"61,79999161",
19/01/2011 10.00,,,,"61,79999161",
19/01/2011 11.00,,,,"61,79999161",
19/01/2011 12.00,,,,"61,79999161",
19/01/2011 13.00,,,,"61,79999161",
19/01/2011 14.00,,,,"61,79999161",
19/01/2011 15.00,,,,"61,79999161",
19/01/2011 16.00,"35,06850824","42,66721688","24,03242835","61,79999161",
19/01/2011 17.00,,,,"61,79999161",
19/01/2011 18.00,"40,85735592","45,81517192","14,01144959","61,79999161",
19/01/2011 19.00,"48,2062044","62,32611408","4,82510301","61,79999161",
19/01/2011 20.00,"54,69719584","103,06733512","1,79820123","61,79999161",
19/01/2011 21.00,"49,96157336","62,32284456","5,73055172","61,79999161",
19/01/2011 22.00,"53,92495816","75,77410872","6,57168561","61,79999161",
19/01/2011 23.00,"57,99216456","91,09462056","1,30232204","61,79999161",
20/01/2011 0.00,"58,4009884","135,59544544","0,37656423","61,79999161",
20/01/2011 1.00,"58,01000352","86,66222216","0,37148696","40,90000153",
20/01/2011 2.00,"55,89447112","103,78228928","0,24032568","40,90000153",
20/01/2011 3.00,"52,82662888","112,31151096","0,15231825","40,90000153",
20/01/2011 4.00,"47,14032176","97,51463856",,"40,90000153",
20/01/2011 5.00,"32,48734648","46,72836224","7,87400765","40,90000153",
20/01/2011 6.00,"21,8796852","23,19152752","13,5343194","40,90000153",
20/01/2011 7.00,"33,5078","45,45084032","7,04472006","40,90000153",
20/01/2011 8.00,"43,19642024","97,39791096","3,00405504","40,90000153",
20/01/2011 9.00,"34,38710968","43,88311504","12,95889158","40,90000153",
20/01/2011 10.00,"43,33431368","63,5258176","7,49236614","40,90000153",
20/01/2011 11.00,"38,59708512","54,78096056","10,4761041","40,90000153",
20/01/2011 12.00,"23,420088","28,89821656","27,1058655","40,90000153",
20/01/2011 13.00,"16,6273581","20,33331696","36,20603805","40,90000153",
20/01/2011 14.00,"13,13284159","15,69015115","40,52680905","40,90000153",
20/01/2011 15.00,"20,84705224","25,79519352","33,69110115","40,90000153",
20/01/2011 16.00,"17,88954196","20,0447388","36,50728305","40,90000153",
20/01/2011 17.00,"21,6338976","23,75895176","33,4456962","40,90000153",
20/01/2011 18.00,"24,38863072","26,36749336","32,17637745","40,90000153",
20/01/2011 19.00,"33,05029664","35,39119648","21,7188867","40,90000153",
20/01/2011 20.00,"43,13477736","47,77891064","13,24491473","40,90000153",
20/01/2011 21.00,"39,13083904","43,54428952","14,94580185","40,90000153",
20/01/2011 22.00,"34,05503352","42,07061552","20,5781856","40,90000153",
20/01/2011 23.00,"37,94733016","40,76552256","15,15227438","40,90000153",
21/01/2011 0.00,"41,57651648","45,5773","7,33327686","40,90000153",
21/01/2011 1.00,"26,07099952","28,40698552","11,81142743","25,7999897",
21/01/2011 2.00,"22,14574","23,11370912","12,7625736","25,7999897",
21/01/2011 3.00,"19,46725744","20,07066552","14,19774668","25,7999897",
21/01/2011 4.00,"19,18822016","19,926386","11,42725028","25,7999897",
21/01/2011 5.00,"19,8395812","20,69808832","9,62989892","25,7999897",
21/01/2011 6.00,"17,39391906","17,85772054","9,26941239","25,7999897",
21/01/2011 7.00,"26,47982336","35,06208392","2,70788133","25,7999897",
21/01/2011 8.00,"33,87769552","55,11328528","0,6947408","25,7999897",
21/01/2011 9.00,"36,8725376","82,75831968","0,54749982","25,7999897",
21/01/2011 10.00,"32,72583024","49,40822144","6,63430467","25,7999897",
21/01/2011 11.00,"31,4458036","47,85349776","9,68236343","25,7999897",
21/01/2011 12.00,"29,35623616","41,40105224","15,80386133","25,7999897",
21/01/2011 13.00,"32,44841816","45,99719432","13,55801003","25,7999897",
21/01/2011 14.00,"30,54379848","37,90408072","17,46751178","25,7999897",
21/01/2011 15.00,"27,66576048","33,94505528","21,6308673","25,7999897",
21/01/2011 16.00,"24,79263632","31,62346664","20,96559465","25,7999897",
21/01/2011 17.00,"29,67097048","38,99353832",,"25,7999897",
21/01/2011 18.00,"36,71841128","44,4910928","9,79237172","25,7999897",
21/01/2011 19.00,"43,65715488","58,33305504","4,25221881","25,7999897",
21/01/2011 20.00,"40,35893576","55,84286624","3,3713106","25,7999897",
21/01/2011 21.00,"35,14799008","48,0350804","5,11958696","25,7999897",
21/01/2011 22.00,"34,26543","46,9423724","4,58308757","25,7999897",
21/01/2011 23.00,"34,8072908","44,7585816","4,38930524","25,7999897",
22/01/2011 0.00,"25,7481392","28,71825912","10,62334508","25,7999897",
22/01/2011 1.00,"23,33330232","25,27641056","12,71687813","18,7999897",
22/01/2011 2.00,"19,03572286","21,22497816","14,80701968","18,7999897",
22/01/2011 3.00,"20,68481904","22,40036104","12,41054588","18,7999897",
22/01/2011 4.00,"16,62006574","17,87717514","15,7073931","18,7999897",
22/01/2011 5.00,"18,4573639","19,44811832","11,9586684","18,7999897",
22/01/2011 6.00,"15,82592992","16,1019405","17,50812998","18,7999897",
22/01/2011 7.00,"22,19197216","23,87242896","10,2560955","18,7999897",
22/01/2011 8.00,"33,18981528","53,61854104","1,6450371","18,7999897",
22/01/2011 9.00,"40,02320768","88,27855048","0,1218546","18,7999897",
22/01/2011 10.00,"40,26647144","94,59809288","2,87543141","18,7999897",
22/01/2011 11.00,"40,62013408","78,02921712","5,40729788","18,7999897",
22/01/2011 12.00,"35,74663728","62,87569936","6,53783844","18,7999897",
22/01/2011 13.00,"38,74958624","70,86183656","4,61355122","18,7999897",
22/01/2011 14.00,"43,4835644","92,75798408","2,09691458","18,7999897",
22/01/2011 15.00,"52,04140872","145,16062696",,"18,7999897",
22/01/2011 16.00,"41,48323","110,57681072","10,32886313","18,7999897",
22/01/2011 17.00,"16,42294427","64,3380352","38,832675","18,7999897",
22/01/2011 18.00,"19,82499264","67,47996744","40,19508045","18,7999897",
22/01/2011 19.00,"29,4990052","77,03216648","24,469074","18,7999897",
22/01/2011 20.00,"57,73907312","141,40104224","2,22807785","18,7999897",
22/01/2011 21.00,"59,58530032","150,05186712","0,83436686","18,7999897",
22/01/2011 22.00,"69,47345688","196,9859032","0,455261","18,7999897",
22/01/2011 23.00,"68,94782896","203,4448304","3,578633","18,7999897",
23/01/2011 0.00,"23,95221672","63,96840736","20,42080005","18,7999897",
23/01/2011 1.00,"15,31488482","53,03490304","29,69866725","11,60000038",
23/01/2011 2.00,"11,56241274","45,49462512","34,623624","11,60000038",
23/01/2011 3.00,"8,90340199","39,12810488","37,37211555","11,60000038",
23/01/2011 4.00,"7,09773787","34,56597728","40,2086265","11,60000038",
23/01/2011 5.00,"6,40662253","31,2149296","40,23569865","11,60000038",
23/01/2011 6.00,"5,40888166","28,20270744","41,171613","11,60000038",
23/01/2011 7.00,"6,24763208","26,429098","39,43011765","11,60000038",
23/01/2011 8.00,"7,63473263","26,07080832","36,10449255","11,60000038",
23/01/2011 9.00,"7,60228599","23,78487848","35,43090075","11,60000038",
23/01/2011 10.00,"9,10944102","23,0780312","34,5830058","11,60000038",
23/01/2011 11.00,"10,38783864","24,243682","33,5607678","11,60000038",
23/01/2011 12.00,"13,37456619","26,151858","31,95636885","11,60000038",
23/01/2011 13.00,"13,29831754","22,86078976","32,23730475","11,60000038",
23/01/2011 14.00,"13,58222278","21,82159864","32,0206677","11,60000038",
23/01/2011 15.00,"13,74932775","21,36116992","33,48461865","11,60000038",
23/01/2011 16.00,"12,54879634","17,5691443","33,9974334","11,60000038",
23/01/2011 17.00,"12,82621224","16,85904853","32,99213295","11,60000038",
23/01/2011 18.00,"17,08161106","22,94185856","28,5021261","11,60000038",
23/01/2011 19.00,"24,78934768","33,13119336","21,23483985","11,60000038",
23/01/2011 20.00,"29,29944976","34,88535776","17,6283008","11,60000038",
23/01/2011 21.00,"26,4619844","31,92340208","18,5912853","11,60000038",
23/01/2011 22.00,"33,2969064","42,21489504","12,2751552","11,60000038",
23/01/2011 23.00,"24,04630624","28,90792952","20,3869449","11,60000038",
24/01/2011 0.00,"16,99076621","20,06255864","24,83633355","11,60000038",
24/01/2011 1.00,"15,21916819","18,05226654","26,43396945",,
24/01/2011 2.00,"14,04134942","17,37297692","26,96878905",,
24/01/2011 3.00,"14,42584689","17,12330796","27,4223523",,
24/01/2011 4.00,"13,35347874","15,81984785","29,52095265",,
24/01/2011 5.00,"10,0325508","12,54498763","31,26585945",,
24/01/2011 6.00,"13,48326148","15,7841814","29,5497405",,
24/01/2011 7.00,"17,6932331","20,38518952","28,20425265",,
24/01/2011 8.00,"25,4301736","29,78339608","23,3639238",,
24/01/2011 9.00,"39,27846456","48,35444176","14,27560155",,
24/01/2011 10.00,"37,20511088","47,837284","17,03425763",,
24/01/2011 11.00,"40,35893576","56,45891264","15,07273373",,
24/01/2011 12.00,"30,45456544","43,91716776","27,83362155",,
24/01/2011 13.00,"19,91954104","27,43962824","34,70787285",,
24/01/2011 14.00,"13,67956843","14,91196715","43,664565",,
24/01/2011 15.00,,,"44,95926015",,
24/01/2011 16.00,,,,,
24/01/2011 17.00,,,"45,3110784",,
24/01/2011 18.00,"24,7244544","26,735496","39,69744765",,
24/01/2011 19.00,"28,58237328","31,4078504","33,47903265",,
24/01/2011 20.00,"39,68243192","43,1292708","22,58457705",,
24/01/2011 21.00,"36,72489296","39,65983208","25,2233037",,
24/01/2011 22.00,"31,32899952","33,17012168","29,5293915",,
24/01/2011 23.00,"23,38926656","23,92592672","35,6836074",,
25/01/2011 0.00,"12,99655997","13,00703582","43,74506325",,
25/01/2011 1.00,"9,40308407","9,90240096","44,4444504","23,10000038",
25/01/2011 2.00,"7,62662002","7,63107498","44,6708031","23,10000038",
25/01/2011 3.00,"7,06366986","7,36843692","43,9832463","23,10000038",
25/01/2011 4.00,"5,98805705","5,98391757","46,28074815","23,10000038",
25/01/2011 5.00,"6,5169411","6,53026774","45,44452395","23,10000038",
25/01/2011 6.00,"11,20874819","11,20099886",,"23,10000038",
25/01/2011 7.00,"14,7924901","14,78226854",,"23,10000038",
25/01/2011 8.00,"23,15563928","26,60094856",,"23,10000038",
25/01/2011 9.00,"40,34354416","45,05203536",,"23,10000038",
25/01/2011 10.00,"40,55038432","46,80132416",,"23,10000038",
25/01/2011 11.00,"33,74303336","39,8916812",,"23,10000038",
25/01/2011 12.00,"19,77225968","22,40684272",,"23,10000038",
25/01/2011 13.00,"12,86839478","13,79170532",,"23,10000038",
25/01/2011 14.00,"12,17160271","13,39126369",,"23,10000038",
25/01/2011 15.00,"12,07264142","12,81735203",,"23,10000038",
25/01/2011 16.00,"11,21685507","11,56901488",,"23,10000038",
25/01/2011 17.00,"16,74173968","17,69721962",,"23,10000038",
25/01/2011 18.00,"44,55187528","49,69681872",,"23,10000038",
25/01/2011 19.00,"88,2926228","159,92994744",,"23,10000038",
25/01/2011 20.00,"126,4743068","348,4432624",,"23,10000038",
25/01/2011 21.00,"79,05012952","162,67789296",,"23,10000038",
25/01/2011 22.00,"54,97623312","75,92974552",,"23,10000038",
25/01/2011 23.00,"43,25156232","48,87810032",,"23,10000038",
26/01/2011 0.00,"36,8709124","41,10759848",,"23,10000038",
26/01/2011 1.00,"25,94283816","27,207282",,"22,70000076",
26/01/2011 2.00,"19,06411415","19,35896176",,"22,70000076",
26/01/2011 3.00,"14,79493172","14,82280103",,"22,70000076",
26/01/2011 4.00,"9,75026312","9,74352141",,"22,70000076",
26/01/2011 5.00,"11,03028211","11,02266279",,"22,70000076",
26/01/2011 6.00,"13,62440723","13,61499254",,"22,70000076",
26/01/2011 7.00,"20,23544168","20,28953216",,"22,70000076",
26/01/2011 8.00,"25,71488952","26,94302448",,"22,70000076",
26/01/2011 9.00,"39,23141024","51,80279112",,"22,70000076",
26/01/2011 10.00,"44,28176704","66,36454488",,"22,70000076",
26/01/2011 11.00,"27,56517016","36,57141672",,"22,70000076",
26/01/2011 12.00,"17,34605978","21,61894576",,"22,70000076",
26/01/2011 13.00,"17,09458972","20,8180472",,"22,70000076",
26/01/2011 14.00,"20,21272712","24,58900832",,"22,70000076",
26/01/2011 15.00,"26,10830264","34,11367456",,"22,70000076",
26/01/2011 16.00,"28,78516","36,34608752","48,77250315","22,70000076",
26/01/2011 17.00,"21,65823736","24,95215448","57,01133445","22,70000076",
26/01/2011 18.00,"28,92467864","31,4078504","52,0396548","22,70000076",
26/01/2011 19.00,"29,21184192","31,43542144","53,2323057","22,70000076",
26/01/2011 20.00,"43,37163592","46,26632744","37,76991855","22,70000076",
26/01/2011 21.00,"50,101092","53,6007212","28,78946595","22,70000076",
26/01/2011 22.00,"60,53923536","67,12167776","18,45080937","22,70000076",
26/01/2011 23.00,"47,57105712","50,60306848","27,6305904","22,70000076",
27/01/2011 0.00,"42,90682872","43,76315616","27,7065999","22,70000076",
27/01/2011 1.00,"61,85901248","76,4387964","8,53784988","25,70000076",
27/01/2011 2.00,"45,2008272","48,5749336","20,12322585","25,70000076",
27/01/2011 3.00,"25,36690552","25,9216532","34,54160955","25,70000076",
27/01/2011 4.00,"18,67475638","18,6715729","34,4030967","25,70000076",
27/01/2011 5.00,"23,23514024","23,40714376","29,6493309","25,70000076",
27/01/2011 6.00,"18,70233125","18,69913247","30,24398055","25,70000076",
27/01/2011 7.00,"32,16207704","35,38794608","10,63767317","25,70000076",
27/01/2011 8.00,"47,2295548","59,49384936","8,183091","25,70000076",
27/01/2011 9.00,"69,62435192","166,28350432","7,04110911","25,70000076",
27/01/2011 10.00,"103,21161464","397,3636944","6,36030938","25,70000076",
27/01/2011 11.00,"79,64392024","175,06400104","9,91971855","25,70000076",
27/01/2011 12.00,"49,6143924","72,18312416","24,2418036","25,70000076",
27/01/2011 13.00,"37,6236668","46,59217048","36,86107635","25,70000076",
27/01/2011 14.00,"29,00175136","31,59591472","43,7720955","25,70000076",
27/01/2011 15.00,"39,97932728","44,26411928","29,7979983","25,70000076",
27/01/2011 16.00,"39,0367304","42,65911","29,2810539","25,70000076",
27/01/2011 17.00,"34,36276992","37,45499016","35,6092737","25,70000076",
27/01/2011 18.00,"33,8841772","35,31823456","35,59070025","25,70000076",
27/01/2011 19.00,"39,22980416","41,09300992","27,79783125","25,70000076",
27/01/2011 20.00,"42,829756","45,13306592","23,31606375","25,70000076",
27/01/2011 21.00,"30,7936204","32,56701952","39,48458115","25,70000076",
27/01/2011 22.00,"26,71100328","27,33049128","42,25001025","25,70000076",
27/01/2011 23.00,"17,75650309","17,92905344","50,8284105","25,70000076",
28/01/2011 0.00,"12,37358448","12,36989623","56,7849618","25,70000076",
28/01/2011 1.00,"11,56079519","11,7424849","59,39328465","20,20000076",
28/01/2011 2.00,"8,58542492","8,58759313","60,92213295","20,20000076",
28/01/2011 3.00,"4,73885567","4,7355785","65,11334865","20,20000076",
28/01/2011 4.00,"3,58374955","3,5812716","66,71988225","20,20000076",
28/01/2011 5.00,"2,17880239","2,20485722","68,38387185","20,20000076",
28/01/2011 6.00,"2,8650517","2,86307086","66,6725808","20,20000076",
28/01/2011 7.00,"9,0834818","9,07720088","59,0452968","20,20000076",
28/01/2011 8.00,"22,24065168","23,13963584","50,0073882","20,20000076",
28/01/2011 9.00,"30,54702976","32,46488048","45,4310178","20,20000076",
28/01/2011 10.00,"37,7372396","39,87709264","39,6771585","20,20000076",
28/01/2011 11.00,"27,9756192","31,30410528","47,63052525","20,20000076",
28/01/2011 12.00,"21,15691096","21,82320472","57,38974605","20,20000076",
28/01/2011 13.00,"24,06659256","25,1775028","55,31526525","20,20000076",
28/01/2011 14.00,"24,09661096","25,91517152","57,69889125","20,20000076",
28/01/2011 15.00,"21,16423392","23,20449088","64,1842173","20,20000076",
28/01/2011 16.00,"22,29581288","24,27773472","63,4476633","20,20000076",
28/01/2011 17.00,"40,48711624","45,1476736","48,76911165","20,20000076",
28/01/2011 18.00,"48,05775672","52,87115936","38,36793975","20,20000076",
28/01/2011 19.00,"41,13847728","44,97907344","45,31951725","20,20000076",
28/01/2011 20.00,"45,13025528","46,65054384","39,7751529","20,20000076",
28/01/2011 21.00,"50,759776","53,441834","35,81198565","20,20000076",
28/01/2011 22.00,"59,52608568","66,72610408","25,42094835","20,20000076",
28/01/2011 23.00,"31,75243104","32,16496416","37,2529941","20,20000076",
29/01/2011 0.00,"22,6673336","23,270952","40,1738337","20,20000076",
29/01/2011 1.00,"17,24060916","17,27570392","42,6165915","38,79999161",
29/01/2011 2.00,"15,35706737","15,6155755","39,94239375","38,79999161",
29/01/2011 3.00,"13,30317976","13,39937057","42,06080445","38,79999161",
29/01/2011 4.00,"11,48130188","11,58846948","44,52215565","38,79999161",
29/01/2011 5.00,"9,77946701","9,77270426","45,0171351","38,79999161",
29/01/2011 6.00,"10,66200988","10,70814644","43,7416917","38,79999161",
29/01/2011 7.00,"20,01479688","20,67214248","35,89138665","38,79999161",
29/01/2011 8.00,"37,82647264","39,84629032","19,81071309","38,79999161",
29/01/2011 9.00,"52,23933896","71,43736768","9,74909618","38,79999161",
29/01/2011 10.00,"50,35093304","70,0544372","17,92543211","38,79999161",
29/01/2011 11.00,"34,2638048","40,7493088","38,05372725","38,79999161",
29/01/2011 12.00,"28,76894624","34,2920068","48,1322478","38,79999161",
29/01/2011 13.00,"22,99990688","26,22481992","57,55529115","38,79999161",
29/01/2011 14.00,"21,99891752","24,64898776","59,8004043","38,79999161",
29/01/2011 15.00,"30,93638944","37,5587544","53,57861775","38,79999161",
29/01/2011 16.00,"22,76872696","24,69600384","57,42354135","38,79999161",
29/01/2011 17.00,"26,672878","28,3340236","51,720375","38,79999161",
29/01/2011 18.00,"27,25448928","28,42157408","46,12194615","38,79999161",
29/01/2011 19.00,"53,39445464","60,8734912","17,34936389","38,79999161",
29/01/2011 20.00,"56,18406264","62,27582848","18,12814605","38,79999161",
29/01/2011 21.00,"88,01842288","175,68819256","3,29587367","38,79999161",
29/01/2011 22.00,"70,1191584","139,56257776","2,83806705","38,79999161",
29/01/2011 23.00,"63,47566584","120,36571536","3,87869097","38,79999161",
30/01/2011 0.00,"60,22450104","122,70514296","3,88375827","38,79999161",
30/01/2011 1.00,"49,2380152","89,31615464","3,81618563","36,40000153",
30/01/2011 2.00,"48,49984936","68,4316272","3,89389487","36,40000153",
30/01/2011 3.00,"43,12502616","58,96208392","4,91424759","36,40000153",
30/01/2011 4.00,"42,76488184","47,37035448","6,21333773","36,40000153",
30/01/2011 5.00,"44,64678696","51,87573392","5,63558972","36,40000153",
30/01/2011 6.00,"37,9027232","43,22005256","6,0798822","36,40000153",
30/01/2011 7.00,"27,94074432","28,96792808","10,81168106","36,40000153",
30/01/2011 8.00,"22,35097408","22,75379424","12,57026757","36,40000153",
30/01/2011 9.00,"24,25641592","25,27964184","12,99597663","36,40000153",
30/01/2011 10.00,"27,25773968","30,33785696","18,43729125","36,40000153",
30/01/2011 11.00,"32,40459512","38,3693468","26,18790615","36,40000153",
30/01/2011 12.00,"23,28381976","25,70764304","38,27840415","36,40000153",
30/01/2011 13.00,"25,30038704","26,71280056","34,6514343","36,40000153",
30/01/2011 14.00,"29,83725712","33,80563224","34,2983592","36,40000153",
