
Stat, San Pietro In Lama,,,,,
Parm,NO2,NOX,CO,O3,PM10,BENZENE



08/11/2011 3.00,"5,6","6,6",,"43,4",,"0,7"
08/11/2011 4.00,"3,8","4,8","0,2","50,9","35,7","0,7"
08/11/2011 5.00,"4,1",5,"0,2","52,7",,"0,6"
08/11/2011 6.00,"5,3","6,6","0,2","49,4","31,3","0,5"
08/11/2011 7.00,"7,8","9,1","0,2","45,1",,"0,6"
08/11/2011 8.00,"20,2","26,6","0,3",35,"25,4","0,8"
08/11/2011 9.00,"26,7","39,1","0,4","33,7",,"1,2"
08/11/2011 10.00,"22,7","34,7","0,4","35,4","39,6","1,3"
08/11/2011 11.00,"11,8","18,4","0,2","59,2",,"1,1"
08/11/2011 12.00,"8,8","12,5","0,2","68,5","33,2","0,4"
08/11/2011 13.00,"7,6",11,"0,2","72,9",,"0,4"
08/11/2011 14.00,"8,2","12,1","0,2","70,9","29,3","0,5"
08/11/2011 15.00,"8,6",12,"0,2","70,2",,"0,5"
08/11/2011 16.00,"9,7","12,7","0,2","67,7","29,8","0,5"
08/11/2011 17.00,"13,8","18,4","0,3","57,3",,"0,5"
08/11/2011 18.00,"15,9","21,4","0,3",50,"34,7","0,6"
08/11/2011 19.00,"18,1","24,8","0,3","46,4",,"0,8"
08/11/2011 20.00,"22,2","30,7","0,4","43,5","29,3","0,8"
08/11/2011 21.00,"22,2","27,6","0,4","39,8",,"1,4"
08/11/2011 22.00,"17,3","23,5","0,4","42,5","29,8","1,2"
08/11/2011 23.00,"8,6","10,9","0,3","48,5",,1
09/11/2011 0.00,"8,3","10,4","0,3","46,4","32,2","0,8"
09/11/2011 1.00,6,"7,2","0,2","53,4",,"0,7"
09/11/2011 2.00,"5,1","6,1","0,2","56,2","23,4","0,5"
09/11/2011 3.00,"5,1","6,5","0,2",51,,"0,5"
09/11/2011 4.00,"4,1","5,1","0,2","47,7","15,1","0,6"
09/11/2011 5.00,"3,9","4,9","0,2","53,6",,"0,7"
09/11/2011 6.00,"8,8","11,7","0,2","38,6","18,1","0,6"
09/11/2011 7.00,"11,6","13,1","0,3","35,7",,"0,8"
09/11/2011 8.00,"37,1","62,1","0,5","16,1",19,1
09/11/2011 9.00,"38,8","61,1","0,5","20,5",,"1,6"
09/11/2011 10.00,"30,7","46,6","0,3","30,7","32,2","1,6"
09/11/2011 11.00,"17,9","25,2","0,3","46,9",,"0,9"
09/11/2011 12.00,"17,3",24,"0,3","48,8","16,1","0,7"
09/11/2011 13.00,"11,4","15,9","0,2","59,4",,"0,6"
09/11/2011 14.00,"15,1","21,7","0,2","52,9","15,6","0,5"
09/11/2011 15.00,"14,9","19,6","0,2","54,8",,"0,6"
09/11/2011 16.00,"21,3","29,1","0,3",47,22,"0,5"
09/11/2011 17.00,"20,3","27,8","0,3","44,4",,"0,8"
09/11/2011 18.00,25,"35,1","0,4",37,"15,1","0,8"
09/11/2011 19.00,27,"34,6","0,4","35,9",,"1,1"
09/11/2011 20.00,"16,3","21,5","0,3","45,7","23,9",1
09/11/2011 21.00,"15,8","21,8","0,3","45,2",,"0,9"
09/11/2011 22.00,"21,9","26,9","0,3","32,8","11,7","0,8"
09/11/2011 23.00,"18,4","21,7","0,4","29,4",,1
10/11/2011 0.00,"15,2","17,6","0,2",34,"8,3","1,3"
10/11/2011 1.00,"12,9","15,4","0,3","36,2",,"0,6"
10/11/2011 2.00,,,"0,3",,"9,3","0,6"
10/11/2011 3.00,"11,6","13,3",,"37,8",,"0,8"
10/11/2011 4.00,"11,7","13,2","0,2",32,"9,8","0,7"
10/11/2011 5.00,"9,7","10,8","0,2","30,5",,"0,7"
10/11/2011 6.00,"12,9","15,1","0,3","19,4","5,9","0,7"
10/11/2011 7.00,"20,9","25,1","0,3","7,1",,1
10/11/2011 8.00,"34,3","54,3","0,4","7,3","5,4","0,9"
10/11/2011 9.00,"25,7","39,8","0,3","13,9",,"1,2"
10/11/2011 10.00,"26,3","42,8","0,3","18,6","10,7",1
10/11/2011 11.00,"23,4","36,8","0,3","34,4",,"0,9"
10/11/2011 12.00,"16,4","23,4","0,3","62,3","8,8","0,9"
10/11/2011 13.00,"13,2","19,8","0,2","69,7",,"0,6"
10/11/2011 14.00,"19,6","30,4","0,3","64,7","4,9","0,5"
10/11/2011 15.00,"20,2","29,4","0,3","60,2",,"0,8"
10/11/2011 16.00,"19,6","27,2","0,3","54,2","11,7","0,7"
10/11/2011 17.00,20,26,"0,3","46,9",,"0,8"
10/11/2011 18.00,"34,2","47,7","0,4","31,8","17,1","1,2"
10/11/2011 19.00,"27,9","37,6","0,4","36,7",,"1,8"
10/11/2011 20.00,"34,7","46,1","0,5","28,7","17,6","1,7"
10/11/2011 21.00,"31,6",41,"0,5","28,2",,"1,6"
10/11/2011 22.00,35,"43,4","0,4",18,"26,9","1,8"
10/11/2011 23.00,"32,2","37,8","0,5","13,1",,"1,9"
11/11/2011 0.00,29,"33,1","0,3","9,9","26,4","1,5"
11/11/2011 1.00,23,"27,9","0,3","11,4",,"1,1"
11/11/2011 2.00,"16,4","18,8","0,2","27,3","26,4","0,9"
11/11/2011 3.00,"13,5",15,"0,3","24,6",,"0,7"
11/11/2011 4.00,"9,9","11,3","0,2",32,"13,7","0,9"
11/11/2011 5.00,"8,6","9,6","0,2","35,9",,"0,8"
11/11/2011 6.00,"9,9",11,"0,2","37,2",21,"0,7"
11/11/2011 7.00,16,"18,4","0,2","32,4",,"0,9"
11/11/2011 8.00,"33,6","47,8","0,4","12,4","22,5","1,1"
11/11/2011 9.00,"45,8","69,3","0,5","13,6",,"1,8"
11/11/2011 10.00,32,"48,4","0,5","41,4","28,3","2,3"
11/11/2011 11.00,"16,2","23,8","0,3","61,6",,"1,8"
11/11/2011 12.00,"14,1","21,3","0,3","55,7","25,4","1,3"
11/11/2011 13.00,"13,8","19,5","0,3","55,5",,1
11/11/2011 14.00,17,26,"0,3","47,8","26,4","0,9"
11/11/2011 15.00,"19,8","29,9","0,3","45,2",,"1,2"
11/11/2011 16.00,"16,3","30,6","0,3","45,9","28,3","1,2"
11/11/2011 17.00,"26,6","41,4","0,4","41,2",,"1,1"
11/11/2011 18.00,39,"53,4","0,6","20,2","33,2","1,4"
11/11/2011 19.00,"51,2","81,1","0,7","8,8",,"2,2"
11/11/2011 20.00,"46,1","63,8","0,6","19,5","31,3","2,5"
11/11/2011 21.00,"37,2","47,6","0,6",24,,"2,2"
11/11/2011 22.00,"46,7","61,5","0,7","14,4","35,2","2,6"
11/11/2011 23.00,"25,7","31,3","0,5","32,3",,"3,2"
12/11/2011 0.00,"12,2","15,1","0,3","41,9","36,1","1,9"
12/11/2011 1.00,"13,4","17,4","0,3","36,9",,"1,1"
12/11/2011 2.00,,,"0,3",,"25,9","1,3"
12/11/2011 3.00,"11,2","12,6",,"38,9",,"1,3"
12/11/2011 4.00,"8,6","9,8","0,3","42,2","16,6","1,2"
12/11/2011 5.00,"8,4","9,6","0,3","43,2",,"1,1"
12/11/2011 6.00,"9,2","10,1","0,3","39,5","21,5","1,1"
12/11/2011 7.00,"12,5","14,1","0,3","33,8",,"1,1"
12/11/2011 8.00,"20,1","27,3","0,4","27,9","11,7","1,2"
12/11/2011 9.00,"21,4","32,2","0,4","29,9",,"1,3"
12/11/2011 10.00,"12,7","19,6","0,4",43,"5,4","1,4"
12/11/2011 11.00,"8,9","14,4","0,3","50,3",,"1,3"
12/11/2011 12.00,"9,6","15,1","0,3","54,9","5,9","1,1"
12/11/2011 13.00,"9,6","14,8","0,3","61,1",,1
12/11/2011 14.00,"12,3","18,9","0,4",67,"2,4","1,2"
12/11/2011 15.00,"10,7","14,4","0,3","72,5",,"1,3"
12/11/2011 16.00,"7,6",10,"0,3","74,8","17,1",1
12/11/2011 17.00,"13,5","18,8","0,3","68,2",,"1,2"
12/11/2011 18.00,"15,4","20,1","0,3","64,5","22,5","1,3"
12/11/2011 19.00,"16,8","23,8","0,4","63,1",,"1,3"
12/11/2011 20.00,"17,6","23,7","0,4",64,"21,5","1,7"
12/11/2011 21.00,"16,3","21,8","0,3","59,1",,"1,6"
12/11/2011 22.00,"22,5","30,3","0,4","46,2",23,"1,7"
12/11/2011 23.00,"18,9","26,6","0,4","44,4",,"1,4"
13/11/2011 0.00,"17,8","23,9","0,3",42,"19,5","1,4"
13/11/2011 1.00,"13,2","16,4","0,3","47,4",,"1,1"
13/11/2011 2.00,"9,5","11,6","0,3",52,"24,4",1
13/11/2011 3.00,"7,7","10,2","0,2",53,,1
13/11/2011 4.00,"5,9","7,5","0,2","55,8","12,2","0,9"
13/11/2011 5.00,"4,5","5,5","0,2","58,4",,"0,8"
13/11/2011 6.00,"4,2","5,3","0,2","60,2","14,7","0,8"
13/11/2011 7.00,"3,9","4,8","0,2","61,9",,"0,8"
13/11/2011 8.00,"5,4","6,7","0,2","61,1","16,6","0,8"
13/11/2011 9.00,"5,3","7,7","0,2","64,5",,"0,8"
13/11/2011 10.00,"5,4",8,"0,3",67,"11,7","0,9"
13/11/2011 11.00,5,"7,7","0,3","71,1",,"0,9"
13/11/2011 12.00,5,"7,8","0,3","74,3","12,7","0,9"
13/11/2011 13.00,"8,3",14,"0,3","75,4",,"0,8"
13/11/2011 14.00,"6,7","9,8","0,3","78,7","14,7",1
13/11/2011 15.00,"5,1","7,4","0,2",82,,"0,8"
13/11/2011 16.00,"4,5","6,4","0,2","83,1","14,7","0,7"
13/11/2011 17.00,"7,7",10,"0,3","79,3",,"0,8"
13/11/2011 18.00,"14,8","19,4","0,3","67,9","23,9",1
13/11/2011 19.00,"23,7","29,9","0,4","58,6",,"1,3"
13/11/2011 20.00,"17,1","21,8","0,3","65,9","23,4","1,3"
13/11/2011 21.00,15,"19,6","0,4","64,6",,"1,3"
13/11/2011 22.00,"15,5","19,8","0,4","65,4","22,5","1,5"
13/11/2011 23.00,13,"15,7","0,3","63,6",,"1,3"
14/11/2011 0.00,"17,8","21,3","0,3","56,4","20,5","1,2"
14/11/2011 1.00,"11,5","13,9","0,3","59,5",,"1,1"
14/11/2011 2.00,,,"0,2",,"24,9","0,9"
14/11/2011 3.00,14,"16,1",,"62,1",,"0,9"
14/11/2011 4.00,"10,8","11,9","0,2","60,4","23,4","0,8"
14/11/2011 5.00,"12,1","13,1","0,2","48,7",,"0,8"
14/11/2011 6.00,13,"13,9","0,2","52,3","10,3","0,9"
14/11/2011 7.00,"13,3","14,8","0,2","57,3",,"0,8"
14/11/2011 8.00,"18,7","24,3","0,3","54,9","16,1","0,8"
14/11/2011 9.00,"20,9","30,1","0,3","57,2",,1
14/11/2011 10.00,"14,5",21,"0,3","67,9","18,6","1,1"
14/11/2011 11.00,"9,7","14,7","0,2","73,7",,"0,8"
14/11/2011 12.00,"8,9","13,7","0,2","75,8","14,2","0,8"
14/11/2011 13.00,"10,4","15,3","0,2","77,2",,"0,8"
14/11/2011 14.00,"9,6","14,7","0,3","78,2","8,3","0,8"
14/11/2011 15.00,"11,4","16,4","0,2","78,2",,"0,8"
14/11/2011 16.00,"10,3","14,9","0,2","79,3","16,6","0,7"
14/11/2011 17.00,"16,5","21,5","0,3","74,1",,"0,8"
14/11/2011 18.00,"31,6","39,4","0,4","53,6","22,5","1,3"
14/11/2011 19.00,"48,9","59,2","0,6","30,1",,"1,7"
14/11/2011 20.00,60,"78,2","0,7","23,7","30,3","2,5"
14/11/2011 21.00,"60,8","80,1","0,8",17,,"3,4"
14/11/2011 22.00,"60,2",83,"0,9","17,7","52,3","3,3"
14/11/2011 23.00,"43,6","50,5","0,7","16,5",,"3,8"
15/11/2011 0.00,"31,8","35,9","0,7","21,6","52,7",3
15/11/2011 1.00,"9,4",11,"0,3","66,2",,"2,5"
15/11/2011 2.00,"8,9",10,"0,3","62,6","40,5","0,9"
15/11/2011 3.00,"6,6","7,7","0,2","67,3",,1
15/11/2011 4.00,6,7,"0,2","60,2","25,9","0,7"
15/11/2011 5.00,"7,9","8,9","0,2","38,6",,"0,7"
15/11/2011 6.00,"9,9","11,2","0,3","28,2","23,9","0,9"
15/11/2011 7.00,"10,9","12,3","0,3",26,,1
15/11/2011 8.00,"22,6","30,7","0,4",17,"23,4","1,1"
15/11/2011 9.00,"36,1","74,9","0,6","7,4",,2
15/11/2011 10.00,"38,7","73,3","0,6","13,9","32,2","2,8"
15/11/2011 11.00,"25,2","39,2","0,3","49,4",,"2,2"
15/11/2011 12.00,"14,2","21,5","0,3","69,1","26,9","1,2"
15/11/2011 13.00,"11,2","15,8","0,3",74,,1
15/11/2011 14.00,"13,9","20,6","0,3","77,5","15,1","0,9"
15/11/2011 15.00,"15,2","20,9","0,2","75,9",,1
15/11/2011 16.00,"17,4","26,3","0,2","73,6","20,5","0,8"
15/11/2011 17.00,"25,1","31,9","0,3",63,,1
15/11/2011 18.00,"53,2","73,2","0,6","25,7","28,8","1,4"
15/11/2011 19.00,"69,1",95,"0,7","9,8",,"2,6"
15/11/2011 20.00,"76,4","122,1",1,10,"46,4","3,2"
15/11/2011 21.00,"68,2","159,1",1,"7,7",,"4,5"
15/11/2011 22.00,"57,9","111,3","1,2","11,2","87,9","5,1"
15/11/2011 23.00,"50,1","87,7","1,4","11,5",,"6,5"
16/11/2011 0.00,"41,3","61,3",1,7,"112,8","6,7"
16/11/2011 1.00,"35,8","61,4",1,"5,7",,"5,9"
16/11/2011 2.00,,,"0,9",,"122,6","5,7"
16/11/2011 3.00,"39,2","61,8",,"4,5",,"4,5"
16/11/2011 4.00,31,"41,3","0,7","4,2","101,1","4,9"
16/11/2011 5.00,"22,6","25,3","0,6","6,2",,"3,9"
16/11/2011 6.00,"21,1","23,7","0,5","5,9","94,3","3,2"
16/11/2011 7.00,"20,7","29,3","0,6","6,1",,"3,2"
16/11/2011 8.00,26,"42,3","0,6","6,7","72,8","3,2"
16/11/2011 9.00,"30,6","51,1","0,6","10,1",,"2,7"
16/11/2011 10.00,"41,1",82,"0,7","10,8",63,"3,4"
16/11/2011 11.00,"37,2","66,5","0,5","22,7",,"3,8"
16/11/2011 12.00,"22,4","30,1","0,3","53,8",44,"2,1"
16/11/2011 13.00,"22,4","31,3","0,3","62,5",,1
16/11/2011 14.00,"32,4","45,4","0,4","55,9","25,9",1
16/11/2011 15.00,"24,6",32,"0,3","67,5",,"1,4"
16/11/2011 16.00,"23,1","31,1","0,3","74,2","28,3","1,1"
16/11/2011 17.00,"36,7","48,9","0,5","52,6",,1
16/11/2011 18.00,"80,3","135,8",1,"13,2","38,6","1,7"
16/11/2011 19.00,"97,1","253,4","1,6","4,3",,"3,7"
16/11/2011 20.00,"95,6","308,9","1,7","3,7","59,6","5,7"
16/11/2011 21.00,83,"243,5","1,5","4,1",,"5,9"
16/11/2011 22.00,"87,4",279,"1,7","9,6","82,5","5,9"
16/11/2011 23.00,"144,9","352,4","1,8","10,4",,7
17/11/2011 0.00,"81,4",197,"1,5","6,3","108,4","6,7"
17/11/2011 1.00,"62,4","167,5","1,7","6,5",,"6,4"
17/11/2011 2.00,"46,3","108,4","1,5","6,5","112,8","6,5"
17/11/2011 3.00,"32,8","65,9","1,1","5,8",,"6,7"
17/11/2011 4.00,"25,4","45,6","0,9",4,"132,8","5,7"
17/11/2011 5.00,"22,2",38,"0,9","3,6",,"5,1"
17/11/2011 6.00,18,"32,1","0,8","2,9","113,8","4,9"
17/11/2011 7.00,"17,4","29,2","0,7","3,3",,"4,5"
17/11/2011 8.00,"22,5","59,5","0,8","2,9",107,"4,3"
17/11/2011 9.00,"35,4","84,2","0,8","3,6",,4
17/11/2011 10.00,"44,8","142,7",1,"5,1",86,"4,3"
17/11/2011 11.00,"31,2","65,7","0,5","33,5",,"4,8"
17/11/2011 12.00,"12,4","18,3","0,3",70,"40,5","2,1"
17/11/2011 13.00,"10,8","15,2","0,2","75,3",,"1,1"
17/11/2011 14.00,"11,4","17,5","0,2","75,6","26,9",1
17/11/2011 15.00,"11,5","16,3","0,2","77,9",,1
17/11/2011 16.00,"11,7","16,2","0,3",78,"21,5",1
17/11/2011 17.00,"22,9","30,2","0,4","63,9",,"1,1"
17/11/2011 18.00,"60,3",77,"0,7",27,"31,3","1,4"
17/11/2011 19.00,"86,9","147,5","1,1","6,9",,"3,7"
17/11/2011 20.00,"90,9","252,1","1,5","6,7","52,3","4,9"
17/11/2011 21.00,98,"308,3","1,6","9,2",,"5,6"
17/11/2011 22.00,"78,5","226,9","1,7","15,4",105,"6,5"
17/11/2011 23.00,"56,8","95,4","1,5","13,2",,"8,1"
18/11/2011 0.00,"46,3","72,1","1,3","9,3","133,3","6,8"
18/11/2011 1.00,"34,5","44,8",1,"5,9",,"5,9"
18/11/2011 2.00,,,"0,9",,"131,9","5,3"
18/11/2011 3.00,"27,6","31,3",,"4,8",,"4,9"
18/11/2011 4.00,22,"25,3","0,6","9,6","121,6","4,4"
18/11/2011 5.00,"17,7","18,7","0,5",13,,"3,3"
18/11/2011 6.00,17,"19,5","0,5","10,4","83,5","2,9"
18/11/2011 7.00,20,"24,9","0,4","6,3",,"2,5"
18/11/2011 8.00,"26,8",46,"0,5",6,"75,2","2,3"
18/11/2011 9.00,"48,7","136,4","1,1","5,5",,"2,9"
18/11/2011 10.00,"45,8","143,1","0,8","7,6",40,"4,7"
18/11/2011 11.00,"29,3","46,8","0,4","33,1",,"3,8"
18/11/2011 12.00,"17,3",24,"0,3","74,8","38,1","1,8"
18/11/2011 13.00,"13,5",19,"0,2","81,7",,"1,1"
18/11/2011 14.00,"14,7","21,6","0,2",82,,
18/11/2011 15.00,"16,2","22,9","0,3","82,2",,
18/11/2011 16.00,20,"25,7","0,3","76,6",,
18/11/2011 17.00,"34,6",40,"0,5","56,6",,"1,4"
18/11/2011 18.00,"77,1","132,2",1,"7,1",,"2,9"
18/11/2011 19.00,"92,6","242,2","1,3",7,,"5,1"
18/11/2011 20.00,"87,2",200,"1,5","8,7",,"6,2"
18/11/2011 21.00,"84,3","192,9","1,4","7,5",,"6,9"
18/11/2011 22.00,"61,5","111,2","1,3","9,5",,"7,2"
18/11/2011 23.00,"50,5","81,5","1,3",7,,"8,5"
19/11/2011 0.00,"41,4","62,2","1,1","5,1",,"7,6"
19/11/2011 1.00,"35,8","48,1",1,5,,"6,1"
19/11/2011 2.00,"30,4","37,5","0,8",6,,"5,2"
19/11/2011 3.00,24,"27,3","0,6","11,3",,"4,3"
19/11/2011 4.00,19,"21,6","0,5","14,4",,"3,3"
19/11/2011 5.00,12,13,"0,4","20,6",,"2,8"
19/11/2011 6.00,11,"11,9","0,4",19,,"2,5"
19/11/2011 7.00,"16,3","17,9","0,4","16,4",,"2,3"
19/11/2011 8.00,24,"28,9","0,5","10,1",,"2,4"
19/11/2011 9.00,"27,9","42,2","0,6",10,,"2,8"
19/11/2011 10.00,"29,7","44,7","0,5","21,5",,"4,7"
19/11/2011 11.00,22,"28,2","0,4","42,5",,"2,6"
19/11/2011 12.00,17,"21,7","0,4","55,4",,"1,9"
19/11/2011 13.00,15,"19,1","0,3","69,3",,"2,1"
19/11/2011 14.00,"19,6","24,5","0,4","63,4","10,7","1,6"
19/11/2011 15.00,"22,2","29,4","0,3","64,6",,"1,8"
19/11/2011 16.00,"20,7","27,2","0,3","67,9",21,"1,6"
19/11/2011 17.00,26,"34,2","0,4",64,,"1,6"
19/11/2011 18.00,"52,7","67,6","0,9","29,8","34,7","2,2"
19/11/2011 19.00,"76,6","142,2","1,3","5,7",,"5,6"
19/11/2011 20.00,"75,1","143,6","1,2","6,7","50,8","5,5"
19/11/2011 21.00,"69,1","145,8","1,5","10,1",,"6,5"
19/11/2011 22.00,"65,4","166,9","1,7",8,"112,3","9,3"
19/11/2011 23.00,"63,4","154,4","1,8","9,5",,"9,2"
20/11/2011 0.00,"55,2","96,4","1,7",11,"141,1",10
20/11/2011 1.00,"49,8","88,2","1,7","9,8",,10
20/11/2011 2.00,,,"1,4",,"152,9","9,2"
20/11/2011 3.00,"41,7","52,3",,"5,5",,"7,5"
20/11/2011 4.00,"30,8","34,4","0,7","11,4","120,6","5,8"
20/11/2011 5.00,24,"25,6","0,5","15,1",,"4,4"
20/11/2011 6.00,"26,2","29,3","0,6","6,4","90,8",4
20/11/2011 7.00,"24,9","31,8","0,3","32,8",,"4,1"
20/11/2011 8.00,"27,3","30,2","0,4",38,"73,3",2
20/11/2011 9.00,"30,3","36,8","0,5","29,5",,"2,7"
20/11/2011 10.00,"32,2","49,2","0,5","31,3","36,1","2,9"
20/11/2011 11.00,"16,4","22,7","0,3",72,,"2,8"
20/11/2011 12.00,"10,9","14,8","0,3","81,6","17,6","1,4"
20/11/2011 13.00,"11,6","15,9","0,3",88,,"1,4"
20/11/2011 14.00,"13,2","17,2","0,3","83,7","16,1","1,2"
20/11/2011 15.00,"10,9","13,9","0,2","87,9",,"1,4"
20/11/2011 16.00,"10,4","12,5","0,2","87,2","25,9","1,2"
20/11/2011 17.00,"14,4","16,2","0,3","77,2",,"1,4"
20/11/2011 18.00,"45,4","61,6","0,6","30,8","30,3","1,8"
20/11/2011 19.00,"76,8","190,8","1,1","4,7",,"3,5"
20/11/2011 20.00,"84,2",222,"1,7","11,9","68,9","7,4"
20/11/2011 21.00,"79,5","176,5","1,8","11,4",,"9,7"
20/11/2011 22.00,"61,5","109,8","1,4",10,"107,4","9,6"
20/11/2011 23.00,"188,8","434,4","1,4","8,4",,9
21/11/2011 0.00,"50,2",109,"1,1","3,8","118,7","8,4"
21/11/2011 1.00,"47,6","141,1","1,4","4,2",,7
21/11/2011 2.00,"49,7","144,7","1,6","3,9","109,9","8,1"
21/11/2011 3.00,"45,2","121,7","1,1","3,1",,"7,8"
21/11/2011 4.00,"35,9","70,9",1,"3,2","91,8","5,9"
21/11/2011 5.00,"31,9","58,1","0,9","3,1",,"5,7"
21/11/2011 6.00,"25,9","50,5",1,"3,1","86,9","5,6"
21/11/2011 7.00,"30,8","49,4","0,9","3,2",,"6,4"
21/11/2011 8.00,"49,5","118,6",1,"2,6","87,4","5,2"
21/11/2011 9.00,"55,7",163,"1,5","4,2",,6
21/11/2011 10.00,48,"96,6","0,9","11,8","77,7","8,1"
21/11/2011 11.00,"37,9","58,6","0,5","33,5",,"5,7"
21/11/2011 12.00,"25,3","34,1","0,3","61,5","44,4","2,6"
21/11/2011 13.00,17,"22,7","0,3","75,9",,"1,8"
21/11/2011 14.00,"20,5","27,1","0,3","76,9","30,8","1,4"
21/11/2011 15.00,"20,6","27,6","0,3","77,9",,"1,4"
21/11/2011 16.00,"16,6","22,6","0,3","76,8","29,8","1,6"
21/11/2011 17.00,"30,5","38,5","0,4","53,1",,"1,5"
21/11/2011 18.00,"55,1","75,8","0,7","24,6","47,4","2,4"
21/11/2011 19.00,"68,1","93,6",1,"16,8",,"4,9"
21/11/2011 20.00,"68,7","91,6","1,1","16,8",84,"7,1"
21/11/2011 21.00,"62,4","81,2","1,1","15,2",,"6,8"
21/11/2011 22.00,"62,2","80,1",1,"15,8","105,5","6,9"
21/11/2011 23.00,"56,4","63,2",1,"25,8",,"6,3"
22/11/2011 0.00,"33,4","34,9","0,9","37,7","98,7","6,1"
22/11/2011 1.00,"17,8","19,8","0,5","48,6",,"5,1"
22/11/2011 2.00,,,"0,3",,"75,2",3
22/11/2011 3.00,"10,3","11,3",,"61,7",,"2,1"
22/11/2011 4.00,"8,6","9,3","0,3","67,5",42,"1,9"
22/11/2011 5.00,"8,1","8,8","0,2","73,5",,"1,2"
22/11/2011 6.00,"7,7","8,6","0,2","73,9","27,4","0,9"
22/11/2011 7.00,"8,4","9,5","0,2","70,8",,"0,9"
22/11/2011 8.00,"13,8","17,8","0,3","62,3","30,3","0,9"
22/11/2011 9.00,"23,8","31,3","0,4","49,5",,"1,2"
22/11/2011 10.00,"23,3","29,6","0,4","49,9","31,3","1,6"
22/11/2011 11.00,"16,8","21,9","0,3",57,,"1,4"
22/11/2011 12.00,"17,6","22,5","0,3","55,9","22,5","1,3"
22/11/2011 13.00,"14,5","18,7","0,3","59,5",,"1,3"
22/11/2011 14.00,"14,6","20,5","0,4","60,1","26,9","1,3"
22/11/2011 15.00,"15,2","20,5","0,4","56,1",,"1,6"
22/11/2011 16.00,"9,6","13,2","0,4","51,8","27,8","1,5"
22/11/2011 17.00,,,"0,3",,,"1,6"
22/11/2011 18.00,,,"0,4",,40,"5,7"
22/11/2011 19.00,"21,2","31,1","0,4","48,1",,"2,2"
22/11/2011 20.00,"17,5","27,1","0,3","55,2","33,7","2,3"
22/11/2011 21.00,"13,9","22,1","0,3","59,5",,"1,9"
22/11/2011 22.00,"14,4","22,1","0,3","59,1","39,6","1,7"
22/11/2011 23.00,"8,7","14,7","0,3","61,9",,"1,6"
23/11/2011 0.00,"5,8","11,5","0,2",68,"29,3","1,2"
23/11/2011 1.00,"3,8","9,3","0,2","76,2",,"0,9"
23/11/2011 2.00,3,"8,6","0,2","79,1","19,5","0,7"
23/11/2011 3.00,"2,6","8,2","0,2","77,7",,"0,7"
23/11/2011 4.00,"2,7","8,2","0,1","72,3",21,"0,6"
23/11/2011 5.00,"3,9","9,4","0,1","65,2",,"0,5"
23/11/2011 6.00,"2,9","8,6","0,1","77,9",20,"0,5"
23/11/2011 7.00,"3,8","9,7","0,2","75,9",,"0,6"
23/11/2011 8.00,"6,5","13,3","0,2","74,4","38,1","0,7"
23/11/2011 9.00,"10,5","18,9","0,2",71,,"0,7"
23/11/2011 10.00,"15,1","24,6","0,2","63,7","33,2","0,8"
23/11/2011 11.00,"14,1","22,3","0,2","65,7",,"0,8"
23/11/2011 12.00,10,"18,3","0,2","68,9","24,4","0,7"
23/11/2011 13.00,9,"16,6","0,2","69,2",,"0,8"
23/11/2011 14.00,"8,9","17,1","0,2","71,1","13,2","0,8"
23/11/2011 15.00,"11,6","20,6","0,2","68,1",,"0,8"
23/11/2011 16.00,"9,2","17,8","0,2","68,5","10,7","0,9"
23/11/2011 17.00,"11,1",20,"0,2","66,7",,1
23/11/2011 18.00,"13,2","21,9","0,2","65,6","9,8",1
23/11/2011 19.00,"12,8","22,2","0,3","64,2",,"1,1"
23/11/2011 20.00,"12,5","21,1","0,2","62,1",22,"1,5"
23/11/2011 21.00,"10,8","18,4","0,2","67,3",,"1,2"
23/11/2011 22.00,"12,5","21,2","0,2",65,"12,7","1,1"
23/11/2011 23.00,"7,4","14,6","0,2","68,9",,"1,1"
24/11/2011 0.00,"5,7","12,4","0,2","70,2","14,7","0,9"
24/11/2011 1.00,"5,5",12,"0,2","66,3",,"0,8"
24/11/2011 2.00,,,"0,2",,"10,3","0,7"
24/11/2011 3.00,"4,4",11,,"60,8",,"0,7"
24/11/2011 4.00,"4,8","11,4","0,2","60,7","16,6","0,5"
24/11/2011 5.00,"5,3","11,9","0,2","57,9",,"0,6"
24/11/2011 6.00,"5,3","11,9","0,2","62,7","13,7","0,5"
24/11/2011 7.00,"10,1","16,7","0,2","49,3",,"0,6"
24/11/2011 8.00,"22,7","34,9","0,3","38,6","15,1","0,9"
24/11/2011 9.00,"21,6","34,8","0,3","47,4",,"1,1"
24/11/2011 10.00,"15,7","27,5","0,3","56,4",19,"1,2"
24/11/2011 11.00,"10,6","19,6","0,2","63,4",,1
24/11/2011 12.00,"13,3","23,4","0,3","58,7","16,1",1
24/11/2011 13.00,"11,9","21,8","0,3","59,1",,"1,1"
24/11/2011 14.00,"15,5","27,9","0,3",58,"13,2","1,3"
24/11/2011 15.00,"14,8","26,2","0,3","58,2",,"1,5"
24/11/2011 16.00,"18,6","29,5","0,4","49,5","18,1","1,5"
24/11/2011 17.00,"33,3",51,"0,5","35,5",,"1,5"
24/11/2011 18.00,"61,5",92,"0,8","10,8",21,"2,2"
24/11/2011 19.00,"52,1","77,6","0,7","16,1",,"3,6"
24/11/2011 20.00,"41,1","65,6","0,7","12,8","28,3","3,3"
