BARI - JAPIGIA,,,,,,,
,Japigia,,,,,,
,SO2,NO2,NOX,CO,PM10,BENZENE,CH4



02/09/2011 12.00,"2,50411334","13,77171536","15,50662974",,"22,60000038",,"927,227"
02/09/2011 13.00,"2,36956118","7,16425444","7,33439185",,"22,60000038",,"932,23921"
02/09/2011 14.00,"2,71632666","4,51659523","4,65613873","0,64673694","22,60000038","0,56238778","950,8793"
02/09/2011 15.00,"2,87887275","3,47050944","3,49469815","0,61478332","22,60000038","0,38541452","941,09792"
02/09/2011 16.00,"3,00710425","8,34337146","8,63655371","0,58474729","22,60000038","0,30171339","990,95493"
02/09/2011 17.00,"2,93576475","10,45110863","10,68188321","0,52202602","22,60000038","0,43634894","967,05518"
02/09/2011 18.00,"2,46167087","22,45707096","22,63804176","0,51193479","22,60000038","0,35362107","953,81783"
02/09/2011 19.00,"2,4923741","40,31708208","40,74053272","0,54317659","22,60000038","0,35735244","966,54803"
02/09/2011 20.00,"2,89693365","54,19588856","54,56890064","0,61671838","22,60000038","0,41363933","1081,56671"
02/09/2011 21.00,"2,77592693","92,62523392","102,98496616","0,72875177","22,60000038","0,44186413","949,77974"
02/09/2011 22.00,"2,84816952","94,37800256","117,45725744","0,78424305","22,60000038","0,63732848","973,28259"
02/09/2011 23.00,"3,27891784","74,65165","81,0226252","0,64282603","22,60000038","0,72297615","952,2023"
03/09/2011 0.00,"2,97188554","50,43724072","52,7265548","0,56636126","22,60000038","1,39063868","945,5187"
03/09/2011 1.00,"1,89727452","55,85003624","60,83070064","0,61209799",,"1,51602868","986,20585"
03/09/2011 2.00,,"61,26734408","67,13334096","0,66443096",,"1,21009779","1087,70494"
03/09/2011 3.00,"3,25634145",,,"0,61314533",,"1,1114732","1051,77128"
03/09/2011 4.00,"3,033292","70,89625256","89,4251004","0,60540274",,"0,77407328","1047,70281"
03/09/2011 5.00,"3,35116043","62,73069328","72,62538888","0,58745242",,"0,72297615","1015,64015"
03/09/2011 6.00,"3,63381016","72,39659896","103,61141384",,,"0,93969173","981,20295"
03/09/2011 7.00,"3,17055344","66,75214552","98,88393648","0,67207336",,"0,86085694","962,53591"
03/09/2011 8.00,"2,65130883","46,03486072","54,46708664","0,63634863",,"0,89621905","990,79519"
03/09/2011 9.00,"2,84546125","37,54158464","43,59065552","0,63101643",,"1,05437475","1003,41269"
03/09/2011 10.00,"2,50230816","19,52777224","21,241842","0,62112208",,"1,42940774","1022,27377"
03/09/2011 11.00,"2,89873985","7,1746366","7,22674242","0,57506963",,"1,45276619","990,20033"
03/09/2011 12.00,"2,88519442","2,05712845","2,05570401","0,53124816",,"0,38168417","952,88732"
03/09/2011 13.00,"2,89603056","4,3790211","4,41101077","0,5314264",,"0,29782031","949,29268"
03/09/2011 14.00,"2,22507599","4,1759036","4,53033295","0,50034187",,"0,33091146","956,59858"
03/09/2011 15.00,"2,84907262","3,85857278","3,95253038","0,47170734",,"0,33594053","969,3768"
03/09/2011 16.00,"2,73799994","4,4984255","4,70931527","0,42006638",,"0,32782893","949,52004"
03/09/2011 17.00,"2,7994064","4,32126531","4,35978064","0,44856228",,"0,11727942","957,21794"
03/09/2011 18.00,"2,66666045","4,05065804","4,1509673","0,46862708",,,"943,39651"
03/09/2011 19.00,"2,43096764","21,78347336","21,80538488","0,52366517",,"0,28727708","916,83067"
03/09/2011 20.00,"3,54802112","107,58510432","122,01546544","0,69887185",,"0,28727708","892,50266"
03/09/2011 21.00,"2,77050937","140,6464332","255,805524","0,95473032",,"0,35378379","927,43672"
03/09/2011 22.00,"3,32858405","104,90635408","169,5178244","0,85551542",,"0,63473411","913,14391"
03/09/2011 23.00,"2,80211468","77,03518744","115,72576936","0,77209909",,"0,68112558","973,59815"
04/09/2011 0.00,"2,04176073","67,89557888","111,25446176","0,77966111",,"0,75379735","1016,83428"
04/09/2011 1.00,"1,34552151","69,66261104","130,52168576","0,84192803","15,30000019","0,78802347","932,3524"
04/09/2011 2.00,"2,9610494","65,88906872","110,53011968","0,74528079","15,30000019","0,84187769","914,91526"
04/09/2011 3.00,"3,02064967","58,59761848","89,90239296","0,66721531","15,30000019","1,94394262","928,88222"
04/09/2011 4.00,"3,54170047","32,26702672","34,66681616","0,49856408","15,30000019","1,78043342","898,88197"
04/09/2011 5.00,"2,66575735","37,08085","40,4396604","0,50893375","15,30000019","0,81446343","901,40449"
04/09/2011 6.00,"2,72084214","45,43588848","54,68887864","0,52072238","15,30000019","0,51615699","900,04523"
04/09/2011 7.00,"3,36470585","37,22945064","46,632724","0,4987633","15,30000019","0,56206234","909,27634"
04/09/2011 8.00,"3,02967961","24,43308472","30,67733256","0,48693389","15,30000019","0,51696754","924,87059"
04/09/2011 9.00,"1,9216571","11,62243616","12,94964331","0,42537762","15,30000019","0,51080452","890,40595"
04/09/2011 10.00,"2,83552719","14,20910448","16,21672169","0,46005617","15,30000019","0,35508148","945,40061"
04/09/2011 11.00,"2,14019107","9,90276424","10,6539986","0,40124581","15,30000019","0,14371939","889,08785"
04/09/2011 12.00,"2,8012126","9,06044602","10,1416935","0,47273487","15,30000019","0,83328098","974,71192"
04/09/2011 13.00,"2,86984281","7,14154179","7,4173975","0,44401995","15,30000019","0,94569305","957,35759"
04/09/2011 14.00,"2,73709685","5,92543522","6,01990714","0,4250619","15,30000019","1,06378302","882,32585"
04/09/2011 15.00,"1,21367763","5,68533009","5,82990023","0,44684391","15,30000019","1,08779032","872,67971"
04/09/2011 16.00,"1,80606894","10,92548157","11,2830313","0,40853288","15,30000019","0,92639039","874,61129"
04/09/2011 17.00,"2,99987948","19,78669528","20,3501808","0,45898903","15,30000019","0,93450096","870,13024"
04/09/2011 18.00,"2,6215087","22,72119464","22,705478","0,47605279","15,30000019","0,79629676","904,04363"
04/09/2011 19.00,"3,29517153","23,1112044","23,09522008","0,44182858","15,30000019","0,84122884","861,67823"
04/09/2011 20.00,"3,6952156","21,98075352","21,96555312","0,48357636","15,30000019","0,63943773","858,37367"
04/09/2011 21.00,"3,43333607","14,75679688","14,7466021","0,43043372","15,30000019","0,66604042","854,88095"
04/09/2011 22.00,"3,11275936","11,01244124","11,04244243","0,43653599","15,30000019","0,97002477","861,25879"
04/09/2011 23.00,"2,11400332","13,42907731","13,41979646","0,45112994","15,30000019","0,68372198","862,28975"
05/09/2011 0.00,"2,38130143","13,41609866","13,40682737","0,45288676","15,30000019","0,69848272","863,08061"
05/09/2011 1.00,"2,64408406","15,3940531","15,38341664","0,48480077",22,"0,59612777","891,29628"
05/09/2011 2.00,,"57,4152568","58,6433344","0,5617397",22,"0,36383989","942,03137"
05/09/2011 3.00,"2,30725265",,,"0,50976206",22,"0,20665745","910,18235"
05/09/2011 4.00,"2,89693365","22,16115072","22,15231728","0,53184114",22,"0,17729768","879,78765"
05/09/2011 5.00,"3,24731151","34,43513912","35,00338552","0,52135498",22,"0,4344024","882,25921"
05/09/2011 6.00,"2,94479469","39,5636776","41,38707552",,22,"0,45111069","890,73523"
05/09/2011 7.00,"2,4228408","58,53725664","88,1320148","0,8642436",22,"0,50107183","964,48905"
05/09/2011 8.00,"2,68201206","44,9887864","58,24452944","0,79451253",22,"0,59758717","898,79818"
05/09/2011 9.00,"1,8304505","27,00612048","31,22982408","0,53612601",22,"0,4936101","869,84163"
05/09/2011 10.00,"4,51426774","55,19720296","75,19469624","0,62141916",22,"0,56627984","898,0573"
05/09/2011 11.00,"2,10226307","20,61539432","23,4778304","0,54902256",22,"0,91973921","889,9674"
05/09/2011 12.00,"3,61574925","8,75349737","9,08076867","0,44398034",22,"1,10628243","879,92534"
05/09/2011 13.00,"2,7623815","5,61199915","5,75143366","0,46495383",22,"0,507722","880,62996"
05/09/2011 14.00,"3,5904646","8,53610488","8,87649442","0,47607143",22,"0,27786779","894,30439"
05/09/2011 15.00,"1,85844444","15,00275274","15,48782331","0,56468249",22,,"905,94336"
05/09/2011 16.00,"2,20520992","37,0075248","41,73987776","0,61197916",22,,"1011,34383"
05/09/2011 17.00,"1,89998381","37,10744592","41,79951304","0,59778014",22,"0,55135638","854,10283"
05/09/2011 18.00,"3,01974657","45,5702256","49,48540888","0,57364833",22,"0,49880087","863,03014"
05/09/2011 19.00,"2,44993164","63,13043512","67,58726888","0,62177448",22,"0,54178641","861,00987"
05/09/2011 20.00,"2,67839968","68,97346888","77,24715176","0,64594707",22,"0,64284367","866,52776"
05/09/2011 21.00,"2,09413623","60,6391756","72,74727888","0,65668953",22,"0,53562237","878,82235"
05/09/2011 22.00,"2,91409146","69,81513128","113,0611488","0,77336195",22,"0,65046812","916,01629"
05/09/2011 23.00,"2,3316342","64,9714808","110,31935992","0,73560314",22,"0,81219349","900,5269"
06/09/2011 0.00,"2,19708205","50,110174","58,51754392","0,61934546",22,"0,84268925","879,01198"
06/09/2011 1.00,"1,17755684","38,5746956","39,2003976","0,57951294","10,80000019","1,07367741","881,95492"
06/09/2011 2.00,"1,34100603","24,97752672","25,1567576","0,4668889","10,80000019","0,71340618","913,5511"
06/09/2011 3.00,"1,69680145","35,378692","36,2316352","0,47927168","10,80000019","0,59791159","944,42159"
06/09/2011 4.00,"3,00258877","23,5674076","23,76445832","0,4530452","10,80000019","0,54405737","906,96158"
06/09/2011 5.00,"2,03363286","12,64840771","12,63966605","0,4067947","10,80000019","0,57860893","870,46589"
06/09/2011 6.00,"3,05857665","34,79723368","61,05377368","0,45770637","10,80000019","0,51745469","914,84274"
06/09/2011 7.00,"2,93666683","61,74561176","107,38105568","0,54422276","10,80000019","0,86701996","890,92927"
06/09/2011 8.00,"3,1931288","28,83091416","38,4429588","0,50259382","10,80000019","0,71113522","877,02062"
06/09/2011 9.00,"1,98757802","11,36611535","12,68116983","0,45527734","10,80000019","0,53383856","860,79721"
06/09/2011 10.00,"2,04988757","10,26032545","11,48989823","0,4435656","10,80000019","0,63165158","863,50936"
06/09/2011 11.00,"1,70673449","12,79766034","15,14931327","0,42366041","10,80000019","1,22664336","857,87534"
06/09/2011 12.00,"2,0625299","9,61333906","11,32907418","0,38837023","10,80000019","0,78121058","849,13374"
06/09/2011 13.00,"2,73619375","4,59706366","5,18725026","0,36804797","10,80000019","0,34307783","845,66356"
06/09/2011 14.00,"3,19854738","1,07269127","1,13096138","0,34476544","10,80000019","0,28192359","845,79635"
06/09/2011 15.00,"2,60525399","3,61781757","3,73334252","0,32477987","10,80000019","0,13544609","848,80495"
06/09/2011 16.00,"2,70458743","3,7819991","4,18533741","0,3443507","10,80000019",,"849,68548"
06/09/2011 17.00,"2,81566112","5,57111677","6,02898723","0,36301284","10,80000019",,"846,93658"
06/09/2011 18.00,"3,04954671","9,44072179","10,01848039","0,3637631","10,80000019","0,66814968","840,90076"
06/09/2011 19.00,"2,28287007","23,5427428","24,09517696","0,39123263","10,80000019","0,81738324","842,30314"
06/09/2011 20.00,"2,8517819","53,31982928","55,00598384","0,41917749","10,80000019","0,84528362","839,50769"
06/09/2011 21.00,"3,98147771","35,0633076","36,15702896","0,39692133","10,80000019","1,00344034","839,07257"
06/09/2011 22.00,"5,04164021","26,34808656","27,37523208","0,33572038","10,80000019","0,84074271","835,90815"
06/09/2011 23.00,"3,97244777","13,56405686","14,01186638","0,35181486","10,80000019","1,00879383","866,88252"
07/09/2011 0.00,"3,63471325","11,16234395","11,57809306","0,37162335","10,80000019","0,59531621","867,07264"
07/09/2011 1.00,"2,19166449","9,8703176","10,32067582","0,35276317","6,4000001","0,77245116","919,52273"
07/09/2011 2.00,,"9,58024234","10,02237131","0,35430446","6,4000001","0,86977806","932,0829"
07/09/2011 3.00,"3,90923511",,,"0,33753778","6,4000001","0,72800521","914,03865"
07/09/2011 4.00,"2,78766616","16,39796208","16,83148896","0,32807798","6,4000001","0,78380597","939,48925"
07/09/2011 5.00,"3,21660828","14,29605268","14,58123704","0,32861155","6,4000001","0,67885564","949,31081"
07/09/2011 6.00,"3,28523849","18,00927331","18,38202154",,"6,4000001","0,5387049","943,2451"
07/09/2011 7.00,"3,52815504","21,95218824","23,43632088","0,36330875","6,4000001","0,1961132","944,97284"
07/09/2011 8.00,"1,89456625","18,99954209","21,74636144","0,3773901","6,4000001","0,48452626","915,21318"
07/09/2011 9.00,"0,31877153","15,62117958","18,35737968","0,34579181","6,4000001","0,70691772","873,61071"
07/09/2011 10.00,"2,3135733","10,86383104","12,45809106","0,36362563","6,4000001","1,12007092","857,78567"
07/09/2011 11.00,"2,87706656","11,1681832","12,93148696","0,34176324","6,4000001","1,0663784","851,19811"
07/09/2011 12.00,"3,23286299","8,31287123","9,21954546","0,31705825","6,4000001","0,30187611","846,92041"
07/09/2011 13.00,"3,60942758","5,67364777","6,05816818","0,33477207","6,4000001","0,24526379","844,32096"
07/09/2011 14.00,"1,94694175","4,58732776","4,64316963","0,31186468","6,4000001","0,25337436","843,44974"
07/09/2011 15.00,"2,49508339","3,86181745","3,86887464","0,29424988","6,4000001","0,25304994","843,74864"
07/09/2011 16.00,"2,43006557","4,18044651","4,18793199","0,32989538","6,4000001","0,12425401","842,26639"
07/09/2011 17.00,"2,87526138","4,99615925","5,09581269","0,33015168","6,4000001",,"836,03114"
07/09/2011 18.00,"2,11580951","7,18372242","7,3784883","0,31540045","6,4000001",,"845,348"
07/09/2011 19.00,"2,76599389","10,2544862","10,33494316","0,36285556","6,4000001",,"858,87543"
07/09/2011 20.00,"2,95743702","16,40120674","16,47741333","0,38937679","6,4000001","0,1453415","837,02486"
07/09/2011 21.00,"3,3917967","67,56656192","104,70670304","0,58676041","6,4000001","0,31371704","882,33565"
07/09/2011 22.00,"2,8535881","82,17735848","105,45699096","0,64713187","6,4000001","0,52929663","927,23435"
07/09/2011 23.00,"2,13116113","73,79958632","91,23956928","0,5323153","6,4000001","0,96434788","911,92724"
08/09/2011 0.00,"2,95924321","57,8467952","70,41920856","0,51951777","6,4000001","0,6699335","894,77038"
08/09/2011 1.00,"3,83970181","33,99775","39,34242096","0,41911807","9,5","0,78039902","862,70968"
08/09/2011 2.00,"3,05586736","25,52458816","26,70989432","0,36334836","9,5","0,4864728","854,2611"
08/09/2011 3.00,"2,93034617","26,4752728","27,24814144","0,36007005","9,5","0,38752378","866,86341"
08/09/2011 4.00,"3,87221021","32,8102068","34,55010768","0,33325175","9,5","0,41088224","878,19711"
08/09/2011 5.00,"3,70785894","43,20550224","47,42322128","0,34877421","9,5","0,35021514","881,73099"
08/09/2011 6.00,"4,13860624","61,88773072","79,5894856","0,39638776","9,5","0,35589203","873,51712"
08/09/2011 7.00,"3,75662206","87,24100368","177,5305384","0,51489738","9,5","0,44543278","876,5022"
08/09/2011 8.00,"3,11817692","67,03573336","103,7793448","0,50776758","9,5","0,52799894","871,15287"
08/09/2011 9.00,"4,81949384","30,52399016","36,296452","0,40428646","9,5","0,77342443","869,38936"
08/09/2011 10.00,"4,27315738","19,49077504","22,83258776","0,35041336","9,5","0,54081314","856,61212"
08/09/2011 11.00,"3,75300968","8,13895571","8,81813062","0,38564413","9,5","0,43715948","885,26389"
08/09/2011 12.00,"3,04232194","6,53348946","6,83246317","0,22187192","9,5","0,19432938",
08/09/2011 13.00,"2,99807329","6,9981265","8,17677698","0,28293423","9,5",,
08/09/2011 14.00,"2,88067894","5,81252015","6,16127851","0,32156097","9,5",,"869,16984"
08/09/2011 15.00,"3,67534952","5,24340379","5,34159073","0,37979932","9,5",,"893,42043"
08/09/2011 16.00,"4,0537203","6,5756701","7,00106906","0,40963847","9,5",,"902,48788"
08/09/2011 17.00,"2,91860694","7,29793574","7,71764842","0,39113361","9,5",,"915,54442"
08/09/2011 18.00,"4,1449269","11,98000693","12,33876887","0,42229736","9,5",,"911,07709"
08/09/2011 19.00,"3,5001611","16,90607799","17,56557459","0,42991995","9,5",,"898,76535"
08/09/2011 20.00,"1,58121329","34,42538792","35,36395048","0,46592195","9,5",,"923,86658"
08/09/2011 21.00,"2,59531993","85,1741508","97,02082632","0,59937969","9,5",,"1043,20608"
08/09/2011 22.00,"3,82886567","86,227376","108,43743568","0,63812642","9,5",,"935,91274"
08/09/2011 23.00,"2,73348446","93,37215672","131,0975228","0,74215976","9,5",,"914,95936"
09/09/2011 0.00,"3,52363956","60,65343912","71,3134892","0,6204324","9,5",,"914,79913"
09/09/2011 1.00,"3,33400262","34,29690152","37,17258776","0,49641233","12,89999962",,"894,98255"
09/09/2011 2.00,,"22,04044616","22,99470624","0,42284957","12,89999962",,"894,02019"
09/09/2011 3.00,"3,28523849",,,"0,40827542","12,89999962",,"893,98197"
09/09/2011 4.00,"2,76960627","48,43008048","52,50671304","0,43043372","12,89999962",,"903,83734"
09/09/2011 5.00,"3,40714832","58,41527104","75,02414584","0,43398813","12,89999962",,"904,25923"
09/09/2011 6.00,"3,77197367","64,31149664","104,75404416",,"12,89999962",,"919,90836"
09/09/2011 7.00,"2,39936234","77,54915216","153,42821056","0,66802498","12,89999962",,"911,56856"
09/09/2011 8.00,"2,63685929","67,17915248","111,2596624","0,60749624","12,89999962",,"905,83164"
09/09/2011 9.00,"2,95924321","33,64083696","42,85201168","0,46941578","12,89999962",,"921,34357"
09/09/2011 10.00,"2,99807329","17,89310975","21,04339552","0,35485667","12,89999962",,"885,36336"
09/09/2011 11.00,"2,81656421","11,34858996","12,07613082","0,34962349","12,89999962",,"873,70038"
09/09/2011 12.00,"2,69736368","9,14026438","9,58853469","0,34502291","12,89999962",,"884,40247"
09/09/2011 13.00,"2,94027921","9,43747713","9,95622567","0,35147934","12,89999962",,"897,20274"
09/09/2011 14.00,"3,56156756","7,37191294","8,03410928","0,31688117","12,89999962",,"895,94687"
09/09/2011 15.00,"2,59983541","6,45561753","6,83765042","0,31496591","12,89999962",,"875,66577"
09/09/2011 16.00,"3,7132765","7,95725453","8,31879461","0,31547967","12,89999962",,"922,95077"
09/09/2011 17.00,"3,2834323","8,50365824","8,93810097","0,34099434","12,89999962",,"922,56416"
09/09/2011 18.00,"2,8725521","14,97938618","15,59547274","0,36952985","12,89999962",,"895,72735"
09/09/2011 19.00,"3,23286299","29,76083448","30,99573792","0,4303743","12,89999962",,"892,48845"
09/09/2011 20.00,"2,63595722","91,04961208","98,17446976","0,59315859","12,89999962",,"919,56291"
09/09/2011 21.00,"1,96500265","91,17679832","104,69565168","0,57210704","12,89999962",,"897,56877"
09/09/2011 22.00,"2,99265573","78,6834844","94,05009456","0,58373956","12,89999962",,"941,88878"
09/09/2011 23.00,"2,82198177","59,06030336","62,80275656","0,48878973","12,89999962",,"955,67297"
10/09/2011 0.00,"2,64589025","61,6339892","69,17025192","0,52522511","12,89999962",,"956,11495"
10/09/2011 1.00,"2,044469","48,65785704","52,06312904","0,46252481","12,19999981",,"956,88964"
10/09/2011 2.00,"2,75967221","53,7779636","59,83137472","0,48260824","12,19999981",,"969,56937"
10/09/2011 3.00,"2,04627519","42,07635152","43,77548856","0,42166476","12,19999981",,"971,09866"
10/09/2011 4.00,"2,72355143","40,34304704","42,48498416","0,40081126","12,19999981",,"992,52391"
10/09/2011 5.00,"3,77739225","47,0919864","54,70832368","0,39692133","12,19999981",,"978,76961"
10/09/2011 6.00,"2,75696394","53,20690656","69,39072464","0,43965586","12,19999981",,"970,21127"
10/09/2011 7.00,"3,34574186","59,20762296","97,74453744","0,47630909","12,19999981",,"964,31755"
10/09/2011 8.00,"2,76057531","49,68966784","69,59370256","0,49212629","12,19999981",,"949,08443"
