"NetC","Provincia di TARANTO","","","","",""
"41332.9583333","32.598161","3.046884","27.945782","0.54131","49.09616",""
"41333.0","25.127586","2.493674","21.318848","0.473499","45.324949","56.152344"
"41333.0416667","15.291331","1.432932","13.103316","0.418039","49.295893",""
"41333.0833333","10.277228","0.639491","9.303147","0.401243","51.142906","65.429688"
"41333.125","7.080184","0.30452","6.61785","0.384252","53.75973",""
"41333.1666667","6.37074","0.474542","5.647041","0.371547","50.981765","52.246094"
"41333.2083333","5.163256","0.251229","4.781361","0.36604","50.403556",""
"41333.25","10.471773","1.332271","8.434871","0.366591","43.834068","41.503906"
"41333.2916667","38.316521","8.637349","25.090464","0.45163","31.432401",""
"41333.3333333","101.208116","34.696581","48.042033","0.624384","18.770748","37.597656"
"41333.375","125.123031","47.162414","52.846755","0.691015","25.896779",""
"41333.4166667","71.366027","21.164086","38.942652","0.600194","44.92481","44.921875"
"41333.4583333","63.990133","18.151039","36.184674","0.56613","52.351456",""
"41333.5","92.1267","30.493372","45.40346","0.597715","54.306798","40.039063"
"41333.5416667","88.89853","25.512791","49.814927","0.627766","55.458472",""
"41333.5833333","122.290435","42.44829","57.245246","0.755326","51.996678","29.785156"
"41333.625","72.151996","19.243077","42.676629","0.568018","66.726062",""
"41333.6666667","79.643319","19.660099","49.533292","0.620805","68.328659","26.367188"
"41333.7083333","81.914323","20.190472","50.992098","0.637875","62.381387",""
"41333.75","114.193428","30.695537","67.175263","0.727832","45.278233","39.550781"
"41333.7916667","179.441629","55.447031","94.491581","0.941493","23.59546",""
"41333.8333333","181.961647","59.269594","91.148257","1.153226","18.532424","41.503906"
"41333.875","171.404277","53.361923","89.647921","1.123923","12.791651",""
"41333.9166667","118.656312","34.644139","65.582771","0.825065","19.891279","64.941406"
"41333.9583333","80.019441","17.183344","53.709844","0.82888","18.134314",""
"41334.0","40.191946","5.90006","31.1671","0.902828","16.807957","72.265625"
"41334.0416667","47.366807","8.781997","33.925078","0.771964","11.552635",""
"41334.0833333","","","","0.725039","7.707624","71.777344"
"41334.125","35.384063","4.081404","29.146313","","2.731927",""
"41334.1666667","23.812453","2.160395","20.514165","0.535272","","62.988281"
"41334.2083333","77.220571","31.41116","29.078824","0.459574","5.149701",""
"41334.25","415.470241","224.262336","71.664601","0.734658","2.115128","57.617188"
"41334.2916667","704.814888","388.508156","109.201663","0.796914","0.809761",""
"41334.3333333","415.07466","205.477744","100.090605","1.048967","1.981747","45.898438"
"41334.375","379.266498","180.903038","101.96343","1.464403","3.717047",""
"41334.4166667","119.583655","34.992645","65.976025","0.786853","36.26321","51.757813"
"41334.4583333","91.732417","26.768087","50.724736","0.696809","49.706192",""
"41334.5","97.217324","29.853882","51.478803","0.598315","53.016324","64.941406"
"41334.5416667","109.157273","33.677288","57.56063","0.634356","52.250573",""
"41334.5833333","140.376742","44.837071","71.678883","0.790587","48.278275","33.691406"
"41334.625","95.203125","25.753869","55.753987","0.541364","55.553262",""
"41334.6666667","119.771716","33.403223","68.602925","0.697123","47.465131","36.621094"
"41334.7083333","132.46261","36.113444","77.14422","0.674484","40.993809",""
"41334.75","130.249978","31.680152","81.732199","0.756353","38.520523","46.875"
"41334.7916667","216.392423","64.298394","117.887024","1.139758","14.122746",""
"41334.8333333","145.328596","33.269575","94.382554","0.904095","23.711238","50.292969"
"41334.875","107.541244","22.294192","73.408948","0.78925","30.997055",""
"41334.9166667","66.908328","11.269749","49.663076","0.702901","44.726428","48.828125"
"41334.9583333","35.526727","3.285424","30.510379","0.522066","70.724091",""
"41335.0","32.250568","3.026583","27.629101","0.501432","66.197282","56.640625"
"41335.0416667","29.406306","3.693141","23.760144","0.533425","71.225117",""
"41335.0833333","23.593264","4.136386","17.262996","0.470854","75.737025","53.222656"
"41335.125","10.667617","0.628494","9.710679","0.503633","79.085756",""
"41335.1666667","11.631269","0.865342","10.311594","0.480641","65.063892","46.386719"
"41335.2083333","19.286013","2.028436","16.187062","0.443106","74.43098",""
"41335.25","102.353344","28.631575","58.493797","0.461461","36.577364","32.714844"
"41335.2916667","135.166808","39.963076","73.943671","0.67134","29.809494",""
"41335.3333333","167.169656","55.95118","81.437577","0.914313","18.634659","33.203125"
"41335.375","215.878829","77.357192","97.336518","1.121914","15.016463",""
"41335.4166667","115.273807","37.051532","58.504183","0.772743","39.269344","45.898438"
"41335.4583333","88.523707","27.011701","47.14001","0.650706","54.929688",""
"41335.5","79.245149","24.238039","42.110759","0.624884","62.472791","53.710938"
"41335.5416667","88.635242","27.278158","46.842799","0.577837","61.531679",""
"41335.5833333","104.28713","33.125773","53.533332","0.667174","53.889053","42.480469"
"41335.625","48.246158","12.906539","28.476612","0.510826","65.942709",""
"41335.6666667","45.212533","11.376331","27.78874","0.452617","67.466767","33.203125"
"41335.7083333","65.527047","16.740944","39.886205","0.487008","64.954204",""
"41335.75","66.730639","16.433042","41.563056","0.489523","62.048953","37.109375"
"41335.7916667","67.044509","16.072694","42.430033","0.511533","60.375265",""
"41335.8333333","80.525259","21.472835","47.634504","0.545255","55.715754","33.203125"
"41335.875","97.502661","26.210649","57.354265","0.643828","42.326258",""
"41335.9166667","108.058732","27.981089","65.201201","0.665995","31.234025","31.25"
"41335.9583333","51.806352","9.292066","37.585076","0.507053","47.813136",""
"41336.0","37.81459","7.964024","25.621294","0.505755","51.189622","39.550781"
"41336.0416667","33.725231","7.468334","22.289656","0.49648","53.641249",""
"41336.0833333","","","","0.479933","55.723201","51.757813"
"41336.125","32.947044","3.962133","26.890612","","63.088234",""
"41336.1666667","20.947436","2.103721","17.734125","0.306177","","42.96875"
"41336.2083333","18.393694","2.082574","15.211061","0.291751","64.835719",""
"41336.25","12.229172","0.593813","11.32653","0.267484","62.549975","48.828125"
"41336.2916667","15.003403","1.161403","13.231806","0.282499","52.031883",""
"41336.3333333","13.395154","1.066663","11.767807","0.22879","62.212799","43.457031"
"41336.375","17.331471","2.487753","13.526423","0.270425","67.376045",""
"41336.4166667","22.4636","4.22182","16.001466","0.330444","69.217643","45.410156"
"41336.4583333","28.172883","6.183432","18.704931","0.355692","75.75395",""
"41336.5","34.975513","7.926805","22.837358","0.33558","77.143275","36.621094"
"41336.5416667","38.212764","8.477477","25.231933","0.349341","80.148728",""
"41336.5833333","40.028527","9.723468","25.137188","0.321898","82.980863","26.367188"
"41336.625","10.160499","1.557277","7.778148","0.273913","93.192925",""
"41336.6666667","15.623355","2.733906","11.439444","0.271169","91.35539","25.390625"
"41336.7083333","24.34162","4.194752","17.922315","0.288379","87.966719",""
"41336.75","33.502149","6.289169","23.875655","0.330444","81.810913","22.949219"
"41336.7916667","52.124113","10.50676","36.039314","0.399403","67.868257",""
"41336.8333333","72.028783","14.325939","50.097864","0.506702","53.077937","25.390625"
"41336.875","90.152704","19.305674","60.593755","0.600398","41.94914",""
"41336.9166667","105.019921","24.00542","68.260281","0.699661","36.167746","36.621094"
"41336.9583333","56.45082","10.040675","41.084141","0.45613","58.469347",""
"41337.0","39.243856","5.24196","31.228101","0.423984","59.660967","56.152344"
"41337.0416667","18.186178","1.343269","16.137742","0.310294","64.346208",""
"41337.0833333","13.830938","0.825585","12.573784","0.316096","60.692801","58.105469"
"41337.125","10.287604","0.764682","9.121445","0.268425","74.484473",""
"41337.1666667","15.518301","1.800892","12.765869","0.219656","68.903482","43.457031"
"41337.2083333","6.482278","0.446628","5.801489","0.181628","82.513696",""
"41337.25","13.304365","1.477764","11.04619","0.196605","76.515644","37.597656"
"41337.2916667","80.536936","19.13565","51.232203","0.437077","46.698699",""
"41337.3333333","138.173184","42.864464","72.50043","0.744665","39.961975","36.132813"
"41337.375","182.680164","64.20365","84.296796","0.742941","34.176517",""
"41337.4166667","104.940806","29.511297","59.733266","0.542299","58.252689","36.621094"
"41337.4583333","80.745748","21.775663","47.390501","0.468361","71.757284",""
"41337.5","82.905208","23.585015","46.77531","0.416652","75.58198","46.875"
"41337.5416667","72.783623","18.550297","44.371653","0.389288","78.56916",""
"41337.5833333","114.808192","33.960661","62.780669","0.575582","70.65368","33.203125"
"41337.625","60.383245","13.953747","39.015334","0.366041","87.857039",""
"41337.6666667","74.312755","16.86106","48.493695","0.434372","85.306562","35.15625"
"41337.7083333","81.478539","17.945487","54.000563","0.486277","78.18662",""
"41337.75","106.030267","24.590775","68.373202","0.596164","61.820103","43.457031"
"41337.7916667","158.090822","40.145789","96.603224","0.882857","33.838665",""
"41337.8333333","191.45291","53.455815","109.566362","1.01411","15.201299","53.222656"
"41337.875","173.986554","49.678929","97.882918","1.062918","16.799156",""
"41337.9166667","148.403722","42.194526","83.76596","1.05645","7.810537","72.753906"
"41337.9583333","117.310055","32.434681","67.625627","1.069034","3.654758",""
"41338.0","72.290773","12.266204","53.520353","0.85859","8.962212","103.515625"
"41338.0416667","41.136141","3.969746","35.073694","0.734826","17.675945",""
"41338.0833333","","","","0.537084","25.712619","125.0"
"41338.125","25.521865","0.907637","24.146911","","24.93739",""
"41338.1666667","24.009594","1.599572","21.571932","0.501658","","109.375"
"41338.2083333","62.213278","21.10403","29.875719","0.436166","13.084817",""
"41338.25","722.854544","395.309953","116.81757","0.679932","5.464533","82.519531"
"41338.2916667","444.724809","221.72385","104.834326","0.608662","5.116525",""
"41338.3333333","298.854086","131.803537","96.83035","0.701261","5.763792","86.425781"
"41338.375","251.383501","103.000246","93.520774","1.036914","15.175571",""
"41338.4166667","94.229095","21.364562","61.513951","0.699876","49.720408","91.796875"
"41338.4583333","46.330526","8.549377","33.244995","0.533751","78.594883",""
"41338.5","37.526664","7.107141","26.64791","0.448513","90.608597","85.449219"
"41338.5416667","51.544366","11.059969","34.610354","0.4571","94.423141",""
"41338.5833333","59.174467","15.517793","35.405951","0.455676","93.005376","47.851563"
"41338.625","28.115815","5.607383","19.531676","0.382625","98.40289",""
"41338.6666667","30.223399","5.993108","21.04889","0.41084","102.356231","44.433594"
"41338.7083333","28.676108","5.176827","20.752977","0.360187","100.196414",""
"41338.75","35.232314","6.459192","25.346145","0.418873","98.243781","51.269531"
"41338.7916667","49.344695","11.187697","32.213185","0.41456","87.828592",""
"41338.8333333","45.431723","10.180247","29.843271","0.378153","83.673494","43.457031"
"41338.875","33.388017","6.56239","23.34223","0.352906","83.03909",""
"41338.9166667","20.398817","3.40131","15.194189","0.352273","87.53408","41.992188"
"41338.9583333","7.624914","0.933013","6.198637","0.249306","94.708185",""
"41339.0","7.362925","0.796826","6.145424","0.26189","95.192278","35.15625"
"41339.0416667","6.645699","0.5862","5.750871","0.253382","96.399473",""
"41339.0833333","5.225511","0.382341","4.642489","0.226393","95.689917","38.574219"
"41339.125","4.591291","0.279989","4.164872","0.221645","96.558582",""
"41339.1666667","5.08414","0.371345","4.517893","0.225721","96.693315","33.691406"
"41339.2083333","8.288966","1.180012","6.484169","0.245863","99.468578",""
"41339.25","13.788137","2.247521","10.349233","0.263275","98.050136","30.273438"
"41339.2916667","27.725425","6.140292","18.323358","0.321723","90.582874",""
"41339.3333333","29.686451","6.633444","19.529081","0.315511","72.714639","32.226563"
"41339.375","38.214059","10.052519","22.816591","0.326788","59.493738",""
"41339.4166667","26.524428","5.975344","17.374615","0.349424","70.938717","41.992188"
"41339.4583333","22.464898","4.759804","15.177316","0.356151","83.988325",""
"41339.5","31.080699","7.199342","20.056016","0.366677","81.607117","47.363281"
"41339.5416667","37.792541","9.989077","22.492124","0.353065","77.514301",""
"41339.5833333","41.863746","11.673237","23.982081","0.339214","72.742402","45.410156"
"41339.625","25.464799","6.202887","15.965125","0.309852","81.642322",""
"41339.6666667","26.651532","5.753723","17.841848","0.326234","83.131175","55.175781"
"41339.7083333","28.831745","6.359377","19.094295","0.3146","81.749978",""
"41339.75","32.913325","7.741556","21.057976","0.358762","80.911099","56.152344"
"41339.7916667","32.604645","7.400663","21.272124","0.327105","85.099379",""
"41339.8333333","29.563239","6.217268","20.044337","0.352154","85.142712","44.433594"
"41339.875","24.613983","5.22758","16.610168","0.349265","88.175927",""
"41339.9166667","14.702503","2.603639","10.717827","0.307596","92.33238","33.203125"
"41339.9583333","6.976427","0.631032","6.013041","0.252828","95.225451",""
"41340.0","7.279919","0.998147","5.753467","0.259041","94.602562","29.785156"
"41340.0416667","5.433026","0.533754","4.617829","0.271704","96.167244",""
"41340.0833333","","","","0.231616","94.472562","17.578125"
"41340.125","19.253587","0.289293","18.82304","","95.500344",""
"41340.1666667","11.960699","0.361194","11.414786","0.176222","","12.695313"
"41340.2083333","12.520993","1.187625","10.707445","0.20411","96.589053",""
"41340.25","28.725393","5.097313","20.924295","0.193104","88.880072","10.253906"
"41340.2916667","44.902558","9.698938","30.052231","0.242379","83.645731",""
"41340.3333333","69.895259","17.053921","43.777223","0.273165","72.210235","9.765625"
"41340.375","57.664787","13.542646","36.925761","0.340144","74.024748",""
"41340.4166667","37.406044","7.493711","25.934079","0.269523","77.282072","5.859375"
"41340.4583333","30.328454","5.625993","21.717294","0.264979","79.951712",""
"41340.5","44.338375","9.431637","29.897781","0.320443","73.23259","13.183594"
"41340.5416667","60.833295","15.137989","37.648673","0.311747","68.364549",""
"41340.5833333","50.903658","13.499506","30.226143","0.324399","72.149976","14.648438"
"41340.625","27.519207","5.465274","19.155295","0.234505","74.709251",""
"41340.6666667","238.437109","147.002433","13.575815","0.154052","77.48112","38.574219"
"41340.7083333","27.467328","6.017638","18.253273","0.13106","74.075524",""
"41340.75","36.408671","8.261777","23.75755","0.200821","66.613673","69.824219"
"41340.7916667","40.473388","9.58136","25.8004","0.246413","63.622436",""
"41340.8333333","25.729382","5.214046","17.747104","0.186837","70.523004","46.386719"
"41340.875","27.516614","5.586236","18.964507","0.178846","67.603532",""
"41340.9166667","15.653187","2.169699","12.334978","0.131255","70.684822","51.757813"
"41340.9583333","6.914172","0.692782","5.855999","0.101092","77.471645",""
"41341.0","38.111597","1.717996","35.501991","0.856316","35.87661","50.292969"
"41341.0416667","39.260716","1.794971","36.533802","0.696858","31.857594",""
"41341.0833333","39.570694","2.266977","36.119782","0.582171","30.852165","38.085938"
"41341.125","27.938129","0.693627","26.893208","0.440966","36.137279",""
"41341.1666667","10.936089","0.2673","10.53353","0.230353","55.152442","53.222656"
"41341.2083333","14.964494","2.46576","11.19155","0.20317","52.899871",""
"41341.25","24.704772","5.949968","15.592636","0.170895","55.128743","49.804688"
"41341.2916667","51.999602","14.125463","30.362421","0.304814","45.462391",""
"41341.3333333","39.946816","9.567825","25.29423","0.377199","46.694636","39.0625"
"41341.375","71.810891","21.753669","38.483207","0.757178","37.681645",""
"41341.4166667","42.946719","11.740062","24.963273","0.341164","52.086046","28.808594"
"41341.4583333","23.664599","6.353455","13.932658","0.211435","62.801838",""
"41341.5","26.073081","7.390513","14.751614","0.224635","63.667794","32.226563"
"41341.5416667","45.176217","13.02581","25.221549","0.187268","60.344119",""
"41341.5833333","40.831356","12.990283","20.92819","0.207949","72.923177","36.621094"
"41341.625","19.650463","5.175981","11.722381","0.124049","83.382361",""
"41341.6666667","18.555815","4.369851","11.863848","0.129297","77.391752","49.316406"
"41341.7083333","23.248269","5.96181","14.116955","0.167448","71.832435",""
"41341.75","29.842088","7.692494","18.059891","0.190284","66.927827","63.964844"
"41341.7916667","33.040429","8.187337","20.501189","0.205795","67.321874",""
"41341.8333333","23.204173","5.577777","14.662061","0.159927","71.009128","68.359375"
"41341.875","29.486717","6.740871","19.16438","0.238344","68.15127",""
"41341.9166667","12.326448","2.624787","8.307679","0.115118","76.50413","75.195313"
"41341.9583333","8.705294","1.158019","6.934531","0.144385","73.938082",""
"41342.0","13.873737","0.91525","12.47904","0.367642","62.871575","47.363281"
"41342.0416667","5.060794","0.695319","3.997445","0.148176","73.269827",""
"41342.0833333","","","","0.149548","76.770217","41.503906"
"41342.125","20.112185","0.272376","19.708187","","59.483578",""
"41342.1666667","21.227584","0.413638","20.607614","0.738037","","25.390625"
"41342.2083333","12.755745","0.867034","11.434254","0.409881","51.595857",""
"41342.25","35.944354","9.58728","21.259145","0.251463","50.285075","27.832031"
"41342.2916667","131.395206","51.324183","52.737736","0.38463","23.546712",""
"41342.3333333","53.915234","15.688662","29.880911","0.589414","44.684453","15.136719"
"41342.375","71.897788","24.340391","34.60127","0.460776","49.163865",""
"41342.4166667","33.546247","9.223549","19.417464","0.383108","65.18982","16.113281"
"41342.4583333","42.657494","12.392241","23.673187","0.375575","69.044988",""
"41342.5","37.582432","10.85019","20.960636","0.322496","73.567056","9.765625"
"41342.5416667","67.528278","19.451165","37.730439","0.378151","62.783558",""
"41342.5833333","75.60584","22.638467","40.923206","0.343844","61.955517","5.859375"
"41342.625","31.214287","7.024244","20.458357","0.266021","78.7804",""
"41342.6666667","27.694299","5.914439","18.638741","0.315471","85.372239","9.277344"
"41342.7083333","43.321546","8.935947","29.640802","0.342908","76.684906",""
"41342.75","44.886993","7.570686","33.302101","0.385645","66.484351","14.160156"
"41342.7916667","114.969018","29.593347","69.642518","0.548824","29.746529",""
"41342.8333333","87.914128","23.069871","52.578098","0.55261","38.81572","20.019531"
"41342.875","187.829152","67.766527","83.982714","0.816056","4.641907",""
"41342.9166667","61.972039","12.359251","43.051715","0.482983","35.791302","20.019531"
"41342.9583333","23.362402","2.871785","18.972295","0.288034","60.416566",""
"41343.0","13.562464","1.068355","11.932636","0.235969","67.935974","51.757813"
"41343.0416667","14.244671","1.30182","12.257104","0.256576","63.055734",""
"41343.0833333","6.021853","0.723233","4.916339","0.18125","74.417441","39.0625"
"41343.125","5.554943","0.652179","4.558126","0.152134","74.113447",""
"41343.1666667","2.322881","0.307057","1.853361","0.132268","78.882629","30.273438"
"41343.2083333","6.676826","0.296906","6.225892","0.283077","70.926533",""
"41343.25","6.924547","0.394183","6.32453","0.249512","69.156023","24.414063"
"41343.2916667","8.465353","1.007451","6.925445","0.204902","68.355067",""
"41343.3333333","5.833793","0.515145","5.047425","0.1937","72.750522","28.808594"
"41343.375","10.790829","2.694149","6.664573","0.149988","76.751937",""
"41343.4166667","5.792289","1.443928","3.580829","0.152798","80.748604","27.832031"
"41343.4583333","6.875263","1.915933","3.94034","0.15795","84.318727",""
"41343.5","9.578158","2.619711","5.565276","0.187573","85.914558","21.972656"
"41343.5416667","9.496449","2.394705","5.828744","0.196393","87.651203",""
"41343.5833333","11.872506","3.307417","6.806041","0.20053","88.909859","24.414063"
"41343.625","10.265554","1.71715","7.637977","0.325852","88.833352",""
"41343.6666667","9.738982","1.669781","7.183722","0.292677","88.202335","24.414063"
"41343.7083333","8.917998","1.601264","6.467296","0.226133","86.454168",""
"41343.75","9.755842","1.511599","7.443297","0.229646","81.588159","26.367188"
"41343.7916667","21.81641","3.314185","16.746443","0.318554","67.422087",""
"41343.8333333","24.72682","3.82933","18.868465","0.325072","64.712493","26.855469"
"41343.875","21.332638","3.057035","16.656889","0.335609","65.24466",""
"41343.9166667","21.340421","3.268507","16.34021","0.343962","62.254778","28.808594"
"41343.9583333","11.076164","1.56489","8.682763","0.204043","64.869578",""
"41344.0","14.375666","2.811728","10.083169","0.190305","59.576337","28.320313"
"41344.0416667","3.037514","0.548135","2.198595","0.174888","77.971993",""
"41344.0833333","","","","0.168097","76.509549","28.808594"
"41344.125","13.378292","0.275759","12.964444","","71.950921",""
"41344.1666667","10.885507","0.30452","10.425808","0.252129","","18.066406"
"41344.2083333","12.88674","1.427011","10.706147","0.244754","71.198709",""
"41344.25","58.410546","16.195347","33.601909","0.197451","53.349435","20.507813"
"41344.2916667","67.194956","19.052752","38.008183","0.238165","54.235703",""
"41344.3333333","61.486971","16.087921","36.84529","0.294175","55.236399","18.066406"
"41344.375","86.055562","27.777231","43.495588","0.447892","57.302776",""
"41344.4166667","38.335977","9.967084","23.069677","0.335674","76.091125","26.367188"
"41344.4583333","28.355756","7.152819","17.400571","0.262993","82.804829",""
"41344.5","36.311398","9.875728","21.183867","0.310493","83.452102","24.414063"
"41344.5416667","39.400791","11.530283","21.736762","0.304335","83.042476",""
"41344.5833333","40.928628","11.628405","23.115102","0.294255","83.766256","24.902344"
"41344.625","32.882196","7.543618","21.330529","0.297","82.236779",""
"41344.6666667","26.997824","6.113224","17.636785","0.319789","82.132518","18.066406"
"41344.7083333","27.848638","6.96757","17.177339","0.251853","81.399933",""
"41344.75","47.91932","13.263504","27.601846","0.332771","64.997538","30.273438"
"41344.7916667","106.165149","29.624645","60.784544","0.570975","40.785952",""
"41344.8333333","120.050561","35.401208","65.816395","1.137283","37.889502","26.855469"
"41344.875","96.679078","24.390299","59.323138","0.572034","28.753962",""
"41344.9166667","75.297156","14.733656","52.742929","0.612435","18.922409","43.457031"
"41344.9583333","12.506726","1.446466","10.29602","0.318259","70.106612",""
"41345.0","3.063454","0.3908","2.465957","0.222985","82.130478","52.734375"
"41345.0416667","2.037548","0.446628","1.354979","0.239537","84.261178",""
"41345.0833333","0.453941","0.19963","0.256978","0.221377","87.39663","39.0625"
"41345.125","0.486365","0.298599","0.224532","0.221298","89.013451",""
"41345.1666667","0.357965","0.254612","0.106426","0.189214","84.650492","22.460938"
"41345.2083333","5.119158","1.224844","3.243383","0.196823","77.575237",""
"41345.25","39.33335","10.966076","22.534954","0.199608","62.137644","12.695313"
"41345.2916667","60.013607","16.22157","35.165846","0.22428","56.461193",""
"41345.3333333","46.972528","12.18077","28.315675","0.26668","63.619727","15.625"
"41345.375","42.48889","13.406459","21.948316","0.301315","72.609693",""
"41345.4166667","26.645046","7.376132","15.34604","0.235693","71.887953","15.136719"
"41345.4583333","29.958816","8.479168","16.969678","0.278683","74.502753",""
"41345.5","31.059948","8.726167","17.692593","0.269151","76.626679","10.253906"
"41345.5416667","41.221744","11.791661","23.157933","0.286841","78.134489",""
"41345.5833333","49.473097","14.527259","27.217676","0.34191","74.950285","14.160156"
"41345.625","18.337923","4.541566","11.382338","0.263699","85.162347",""
"41345.6666667","26.047141","7.225565","14.978742","0.265347","83.240855","15.625"
"41345.7083333","28.109331","7.349064","16.852869","0.2697","80.005875",""
"41345.75","33.151968","8.205947","20.58425","0.312768","73.70924","28.808594"
"41345.7916667","34.385391","8.988393","20.617996","0.345715","70.611702",""
"41345.8333333","31.644881","7.766087","19.751018","0.381173","69.23727","19.53125"
"41345.875","27.568492","6.212193","18.055998","0.3778","66.473529",""
"41345.9166667","20.567423","3.72444","14.867125","0.312768","66.956944","23.925781"
"41345.9583333","10.325215","1.421936","8.150636","0.198666","68.558856",""
"41346.0","9.032131","0.89241","7.669127","0.223063","74.481763","24.902344"
"41346.0416667","12.648095","0.526141","11.849572","0.382075","76.975361",""
"41346.0833333","","","","0.17478","86.314016","28.320313"
"41346.125","9.15275","0.253766","8.769722","","85.592954",""
"41346.1666667","5.593852","0.270684","5.182403","0.179288","","16.601563"
"41346.2083333","6.543237","0.529525","5.735297","0.20541","82.806184",""
"41346.25","28.604776","5.800246","19.725061","0.280055","66.806633","8.789063"
"41346.2916667","57.690727","15.785093","33.511059","0.23349","60.870871",""
"41346.3333333","34.499523","8.047766","22.175442","0.307077","70.25286","18.554688"
"41346.375","47.161887","12.764432","27.609634","0.338839","69.334774",""
"41346.4166667","28.567162","6.974336","17.885976","0.308605","78.935445","14.648438"
"41346.4583333","29.982162","6.641903","19.812018","0.421355","74.3477",""
"41346.5","29.197493","7.169736","18.216933","0.377649","81.599666","11.230469"
"41346.5416667","39.980538","10.480536","23.927571","0.305589","77.958447",""
"41346.5833333","40.5551","11.411858","23.07357","0.312403","80.539396","18.066406"
"41346.625","22.567358","5.829852","13.63804","0.299793","86.991084",""
"41346.6666667","29.325895","7.248404","18.224721","0.324935","78.349115","25.878906"
"41346.7083333","32.199987","7.446341","20.797102","0.324035","77.013276",""
"41346.75","36.911896","8.824291","23.398039","0.278058","75.580625","24.902344"
"41346.7916667","29.491905","7.32115","18.279231","0.232825","79.912443",""
"41346.8333333","26.211856","7.037778","15.431699","0.238385","80.65314","33.203125"
"41346.875","16.466389","4.398612","9.728849","0.199613","82.617288",""
"41346.9166667","9.960765","2.437","6.228488","0.174472","83.264553","30.273438"
"41346.9583333","3.784573","0.578586","2.899446","0.184027","87.786621",""
"41347.0","2.695113","0.487231","1.949404","0.171965","87.390542","39.0625"
"41347.0416667","3.304691","0.575203","2.424426","0.179915","83.607147",""
"41347.0833333","2.4435","0.465238","1.731361","0.17169","81.49201","46.875"
"41347.125","2.264517","0.12942","2.067511","0.216258","77.443213",""
"41347.1666667","2.102395","0.295214","1.650894","0.221506","75.614476","38.574219"
"41347.2083333","2.04922","0.456779","1.349787","0.208308","74.82164",""
"41347.25","41.361816","10.077049","25.928888","0.474577","51.59112","25.878906"
"41347.2916667","41.088156","11.527744","23.429187","0.262628","60.044862",""
"41347.3333333","35.096133","8.216943","22.512891","0.331985","64.633277","19.53125"
"41347.375","73.826389","22.048037","40.048443","0.622222","50.020346",""
"41347.4166667","38.693941","9.799599","23.684868","0.50344","66.539868","16.601563"
"41347.4583333","42.531689","11.447386","24.997017","0.485895","66.531755",""
"41347.5","22.533637","5.822238","13.615976","0.310876","74.705187","13.183594"
"41347.5416667","45.940138","13.910608","24.628421","0.321959","70.726123",""
"41347.5833333","42.970066","13.112091","22.881485","0.376121","79.405321","12.207031"
"41347.625","21.978534","6.426201","12.133806","0.309976","86.905095",""
"41347.6666667","20.135531","5.351925","11.937828","0.345692","92.008751","6.835938"
"41347.7083333","32.397128","7.532622","20.861996","0.374398","82.389792",""
"41347.75","43.863679","10.571046","27.674528","0.374516","71.527079","5.371094"
"41347.7916667","68.22735","17.374514","41.616271","0.537395","61.858021",""
"41347.8333333","67.462131","17.197724","41.12178","0.492005","49.183504","13.671875"
"41347.875","63.716473","19.288757","34.165183","0.54421","46.899787",""
"41347.9166667","23.591968","6.299318","13.94304","0.479042","53.862649","15.625"
"41347.9583333","8.823319","1.730684","6.173977","0.43236","63.312342",""
"41348.0","8.40699","1.922701","5.462744","0.430715","67.197971","11.230469"
"41348.0416667","6.077623","1.051438","4.468574","0.404906","66.684084",""
"41348.0833333","","","","0.415206","63.368537","14.160156"
"41348.125","10.805096","0.395875","10.205168","","61.348872",""
"41348.1666667","7.359033","0.30452","6.896892","0.37674","","19.53125"
"41348.2083333","6.155441","0.297752","5.70285","0.372008","60.941286",""
"41348.25","11.397812","1.743373","8.730785","0.370561","57.975095","16.601563"
"41348.2916667","45.72873","13.326099","25.313699","0.469351","49.337871",""
"41348.3333333","78.808067","27.012548","37.416358","0.627822","40.540184","20.996094"
"41348.375","112.747298","40.46722","50.735119","0.752894","31.883324",""
"41348.4166667","54.793287","15.527943","31.006165","0.555939","52.372445","27.34375"
"41348.4583333","52.111141","14.686286","29.613547","0.516009","58.122016",""
"41348.5","44.723574","12.494593","25.583655","0.502946","64.02054","32.226563"
"41348.5416667","55.341904","16.347608","30.297527","0.561962","62.864129",""
"41348.5833333","71.276533","22.466754","36.854374","0.570762","63.75446","31.738281"
"41348.625","40.201023","10.328278","24.381827","0.457227","74.775605",""
"41348.6666667","33.662975","8.607743","20.479124","0.457267","83.291631","39.0625"
"41348.7083333","38.447516","9.743769","23.523932","0.499505","79.534644",""
"41348.75","48.240968","12.120712","29.677143","0.528837","75.085018","41.992188"
"41348.7916667","46.593814","10.270757","30.867293","0.50056","74.676078",""
"41348.8333333","41.909139","8.293074","29.213805","0.485308","66.900742","32.226563"
"41348.875","42.788489","8.337906","30.024974","0.532434","67.819513",""
"41348.9166667","36.101289","6.916816","25.51357","0.466965","72.570423","25.878906"
"41348.9583333","14.637655","2.354948","11.034509","0.345453","83.918584",""
"41349.0","6.890827","1.319584","4.870914","0.332312","90.941708","30.273438"
"41349.0416667","5.241075","1.053975","3.627553","0.357029","91.317475",""
"41349.0833333","3.78976","0.811206","2.547723","0.343849","91.735221","26.367188"
"41349.125","0.866379","0.284218","0.493192","0.347643","91.762976",""
