NetC,Provincia di TARANTO,,,,,,
Stat,Massafra (TA) Via Frappietro,,,,,,
Parm,CO,SO2,NOX,NO,NO2,O3,BENZENE
PtId,1,2,3,4,5,6,7
Unit,mg/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3 293K
Arch,2,2,2,2,2,2,2
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver
02/11/2013 1.00,,"1,95241","16,526533","3,464329","26,305907","33,968006","0,821634"
02/11/2013 2.00,,,"15,704073","3,812412","24,198175","32,158721","0,917537"
02/11/2013 3.00,,"1,951507",,,,"44,411973","0,681797"
02/11/2013 4.00,,"1,599151","8,500339","1,091618","14,589378",,"0,563113"
02/11/2013 5.00,,"1,207044","8,330759","1,66978","13,377811","57,285786","0,538196"
02/11/2013 6.00,,"1,191684","5,906791","1,319584","9,27719","61,520671","0,715714"
02/11/2013 7.00,,"1,501576","10,070978","2,420083","15,556293","55,215258","0,867755"
02/11/2013 8.00,,"1,915368","14,690659","3,776884","22,31365","49,126255","0,879196"
02/11/2013 9.00,,"1,95241","14,136481","5,356577","18,829519","57,712737","1,189331"
02/11/2013 10.00,,"2,37343","20,248787","7,447187","27,316954","52,068443","1,149871"
02/11/2013 11.00,,"3,794597","36,544687","17,329671","43,333989","37,685492","1,565875"
02/11/2013 12.00,,"3,739484","17,859761","8,381891","21,311687","53,399207","1,524076"
02/11/2013 13.00,,"2,956172","17,854672","8,61874","20,93856","58,047537","1,036476"
02/11/2013 14.00,,"2,60472","15,105117","6,795854","18,474554","61,5173","1,059867"
02/11/2013 15.00,,"2,219839","10,81848","4,201097","14,253879","63,855","0,773683"
02/11/2013 16.00,,"1,942472","15,116647","5,555784","20,3993","57,528418","0,834906"
02/11/2013 17.00,,"1,951507","18,785328","6,701537","25,660876","49,342692","0,910012"
02/11/2013 18.00,,"2,481847","29,793051","9,468011","42,478044","29,191997","1,550874"
02/11/2013 19.00,,"3,108859","34,328963","13,337512","45,219793","20,083027","1,568926"
02/11/2013 20.00,,"3,173006","22,51573","5,419597","34,765437","26,700442","2,318251"
02/11/2013 21.00,,"3,187461","25,040087","6,58269","37,810889","26,982835","1,809294"
02/11/2013 22.00,,"3,115184","20,912518","5,313014","31,861453","32,523967","1,07685"
02/11/2013 23.00,,"2,751987","18,459055","4,385077","28,590823","30,557416","1,517415"
03/11/2013 0.00,,"2,874859","19,596584","5,337123","29,306581","27,225465","1,258131"
03/11/2013 1.00,,"2,109615","17,488041","4,459092","26,619341","24,50648","1,114378"
03/11/2013 2.00,,"1,947893","13,179033","3,192376","20,318174","27,939874","0,885909"
03/11/2013 3.00,,"1,953314","17,945229","4,387192","27,604423","21,390111","0,824787"
03/11/2013 4.00,,"1,728349","11,966533","2,29912","19,368789","22,773285","0,829923"
03/11/2013 5.00,,"1,899105","17,601998","6,567042","23,603085","22,098614","0,927301"
03/11/2013 6.00,,"1,951507","16,1989","4,130887","24,65631","24,580036","1,130446"
03/11/2013 7.00,,"2,214418","26,605308","12,405771","31,871183","19,514039","1,24969"
03/11/2013 8.00,,"3,609385","43,785411","25,649816","44,42226","10,394919","2,018084"
03/11/2013 9.00,,"2,710426","14,856513","5,986763","19,240283","42,1267","1,269826"
03/11/2013 10.00,,"1,974998","11,519524","4,797024","14,680874","59,035882","0,703459"
03/11/2013 11.00,,"1,873808","9,428955","3,818755","12,181825","63,264024","0,974337"
03/11/2013 12.00,,"1,823213","13,372348","5,78629","16,708151","64,326764","0,875332"
03/11/2013 13.00,,"1,856642","14,557371","6,097151","18,498569","67,638441","1,00327"
03/11/2013 14.00,,"1,854835","12,91381","5,185708","16,752278","67,809209","1,160499"
03/11/2013 15.00,,"0,78783","7,500498","2,502556","10,511457","76,259595","0,599166"
03/11/2013 16.00,,"0,736332","9,153558","3,125129","12,719141","70,166346","0,587267"
03/11/2013 17.00,,"0,798672","10,188666","2,744057","15,28439","65,868874","0,679153"
03/11/2013 18.00,,"0,946842","11,937372","2,166739","19,516089","58,691782","0,801549"
03/11/2013 19.00,,"1,394063","28,15831","6,65713","43,663004","36,134916","1,06668"
03/11/2013 20.00,,"1,922596","40,860148","14,765789","55,524899","24,302712","1,704746"
03/11/2013 21.00,,"2,848658","42,839487","16,99217","55,896094","15,886179","1,925384"
03/11/2013 22.00,,"2,262302","27,024493","5,952506","42,574733","25,517646","1,620844"
03/11/2013 23.00,,"2,374334","29,171038","8,791301","42,326193","27,202644","1,629285"
04/11/2013 0.00,,"2,496303","37,75108","12,412113","53,187421","20,106708","1,490261"
04/11/2013 1.00,,"2,264109","19,041052","5,403525","28,141751","28,291593","1,239418"
04/11/2013 2.00,,,"9,93532","3,348443","13,872304","44,782284","0,558994"
04/11/2013 3.00,,"1,183553",,,,"48,040677","0,548417"
04/11/2013 4.00,,"1,01641","3,405494","0,852231","5,20836",,"0,420835"
04/11/2013 5.00,,"1,076943","12,538018","4,491659","17,098164","40,912622","0,58747"
04/11/2013 6.00,,"1,42207","14,401363","4,711166","20,326605","34,252095","1,159075"
04/11/2013 7.00,,"3,130542","45,067749","24,601763","48,48394","14,958712","2,125784"
04/11/2013 8.00,,"5,540111","71,170774","48,885478","61,169352","7,817964","3,644623"
04/11/2013 9.00,,"7,453672","60,302088","35,989505","60,160254","16,401905","3,727407"
04/11/2013 10.00,,"6,433649","28,07183","12,212063","34,974397","40,775644","1,88806"
04/11/2013 11.00,,"5,34225","33,32744","18,167518","35,892638","46,17982","1,387442"
04/11/2013 12.00,,"3,652751","19,982884","9,190982","24,132614","57,896199","1,512431"
04/11/2013 13.00,,"2,914612","15,311663","6,529823","19,27793","63,692668","1,17616"
04/11/2013 14.00,,"2,38879","15,259094","6,111955","19,818492","65,203503","0,94342"
04/11/2013 15.00,,"1,847607","11,463905","4,014155","15,775628","67,100711","1,004542"
04/11/2013 16.00,,"1,832248","17,524668","5,533791","25,040488","60,525587","0,944488"
04/11/2013 17.00,,"2,499916","27,034341","7,998706","39,454003","46,566211","1,171889"
04/11/2013 18.00,,"2,778187","30,808841","9,723892","44,028998","42,591695","1,937538"
04/11/2013 19.00,,"2,808002","31,647576","10,852298","43,902464","43,810838","2,109411"
04/11/2013 20.00,,"2,700488","35,225366","11,309075","50,047228","34,319725","1,681406"
04/11/2013 21.00,,"3,060071","38,45179","11,460068","55,988885","26,582937","1,704187"
04/11/2013 22.00,,"3,154936","29,375565","7,068652","45,360613","25,297816","1,795412"
04/11/2013 23.00,,"2,349939","15,904167","2,308848","26,887997","45,123009","1,254317"
05/11/2013 0.00,,"1,939762","12,900581","2,472527","20,88988","55,798615","0,901367"
05/11/2013 1.00,,"1,441946","6,525078","1,147868","10,723662","62,370382","0,802006"
05/11/2013 2.00,,"1,132055","8,550194","1,111495","14,654275","56,828394","0,542671"
05/11/2013 3.00,,"1,716603","8,476597","0,977","14,719813","52,264591","0,948861"
05/11/2013 4.00,,"1,415746","5,227117","0,93386","8,568553","51,785233","0,764479"
05/11/2013 5.00,,"1,21427","5,272564","0,920747","8,675628","56,05479","0,56596"
05/11/2013 6.00,,"1,31817","8,336524","1,296321","13,961858","52,406634","0,691001"
05/11/2013 7.00,,"1,948797","17,601998","4,620656","26,589495","47,168165","0,973676"
05/11/2013 8.00,,"2,189121","28,257351","13,646257","33,128821","37,994935","1,382154"
05/11/2013 9.00,,"2,962497","28,176626","12,557601","34,644733","37,072526","1,507957"
05/11/2013 10.00,,"2,981469","24,617822","7,980942","34,857574","40,15592","1,760478"
05/11/2013 11.00,,"2,514372","22,865052","7,235292","32,647955","47,805647","1,136345"
05/11/2013 12.00,,"2,109615","27,824246","9,272611","39,010783","39,463495","1,488329"
05/11/2013 13.00,,"2,554125","29,676725","12,637534","37,392332","43,173378","1,328354"
05/11/2013 14.00,,"1,987646","21,55082","8,42757","28,303985","55,241471","1,081071"
05/11/2013 15.00,,"1,870194","14,938251","4,377888","21,86523","60,107933","0,850059"
05/11/2013 16.00,,"1,934341","21,393444","5,923745","31,844568","51,878219","0,748614"
05/11/2013 17.00,,"1,951507","22,706874","5,44941","34,952812","41,713734","1,226705"
05/11/2013 18.00,,"2,69597","37,984077","11,158938","55,556047","21,600624","1,819006"
05/11/2013 19.00,,"3,213662","52,258937","21,087107","67,635984","9,397282","1,980455"
05/11/2013 20.00,,"3,110666","30,421181","6,411399","48,369735","24,612994","1,795056"
05/11/2013 21.00,,"2,214418","27,60209","6,638519","42,627313","24,913141","1,132735"
05/11/2013 22.00,,"1,920789","16,550613","3,323067","26,56873","29,208077","1,164516"
05/11/2013 23.00,,"1,272997","6,743496","1,006183","11,358974","38,93508","0,612539"
06/11/2013 0.00,,"1,194394","5,496071","0,854769","9,204509","40,560047","0,533366"
06/11/2013 1.00,,"1,651553","2,735317","0,558708","4,376424","52,636599","0,318219"
06/11/2013 2.00,,,"3,116191","1,152097","4,194721","60,599141","0,301591"
06/11/2013 3.00,,"1,323592",,,,"65,409789","0,258267"
06/11/2013 4.00,,"1,293777","1,576071","0,464816","2,302427",,"0,259538"
06/11/2013 5.00,,"1,265769","2,603045","0,553633","4,131126","58,482947","0,269505"
06/11/2013 6.00,,"1,220595","3,343088","0,738037","5,26417","52,873326","0,330271"
06/11/2013 7.00,,"1,255831","5,797243","2,027168","7,981915","50,097682","0,467108"
06/11/2013 8.00,,"1,241376","5,897973","1,701078","8,674977","48,178492","0,446921"
06/11/2013 9.00,,"1,253121","7,084012","2,669196","9,458892","51,010772","0,540332"
06/11/2013 10.00,,"1,200719","4,69362","1,855452","6,133744","56,31181","0,476363"
06/11/2013 11.00,,"1,043514","4,603065","1,879138","5,924137","60,96016","0,470159"
06/11/2013 12.00,,"0,78783","4,441964","1,776361","5,773584","64,757105","0,427394"
06/11/2013 13.00,,"0,795058","4,424328","1,635523","5,955935","68,625926","0,423886"
06/11/2013 14.00,,"0,73814","5,001914","1,829231","6,763861","71,272217","0,450531"
06/11/2013 15.00,,"0,792348","4,60917","1,484531","6,541275","73,271745","0,413614"
06/11/2013 16.00,,"0,901668","5,402122","1,210041","8,479647","72,316353","0,443158"
06/11/2013 17.00,,"0,987499","6,640053","0,912289","11,305114","67,876005","0,471532"
06/11/2013 18.00,,"1,077846","8,901903","1,060319","15,405741","60,217837","0,573486"
06/11/2013 19.00,,"1,162773","7,061287","1,157596","11,734702","62,808326","0,668423"
06/11/2013 20.00,,"1,243182","5,654797","1,055667","9,199966","66,984882","0,583148"
06/11/2013 21.00,,"1,255831","9,04774","1,694734","14,711378","62,197057","0,548671"
06/11/2013 22.00,,"1,210657","12,83885","2,161663","21,248744","43,493792","0,896638"
06/11/2013 23.00,,"1,244086","3,930852","0,852654","6,212914","62,921602","0,636947"
07/11/2013 0.00,,"1,266672","2,191984","0,680515","3,149936","73,664856","0,372171"
07/11/2013 1.00,,"1,554881","1,535372","0,567167","2,067511","75,358312","0,309931"
07/11/2013 2.00,,"1,774426","1,56488","0,522757","2,192106","76,346657","0,30388"
07/11/2013 3.00,,"1,695823","1,430233","0,45551","2,03766","74,937287","0,310846"
07/11/2013 4.00,,"1,685885","2,190966","0,441553","3,514636","69,328503","0,283997"
07/11/2013 5.00,,"1,641615","3,893205","0,828123","6,178521","68,927766","0,313033"
07/11/2013 6.00,,"1,456402","3,995292","0,647949","6,650297","60,291395","0,375527"
07/11/2013 7.00,,"2,411376","19,353741","8,040999","24,693308","44,18877","1,204433"
07/11/2013 8.00,,"2,714943","34,77056","15,535961","42,691556","33,915578","1,033323"
07/11/2013 9.00,,"4,585137","53,85706","32,122532","53,761749","15,921688","1,876212"
07/11/2013 10.00,,"3,903014","33,867024","18,318093","36,69407","26,006322","1,707238"
07/11/2013 11.00,,"3,987038","32,819039","19,229113","33,291055","37,186662","1,286657"
07/11/2013 12.00,,"3,45489","11,754228","5,020338","14,787302","62,361086","0,861348"
07/11/2013 13.00,,"3,029353","12,230066","5,712272","14,637399","67,192879","0,595657"
07/11/2013 14.00,,"2,863113","11,262108","3,897","15,569273","71,630693","0,566215"
07/11/2013 15.00,,"2,322835","15,347612","5,309631","21,218897","64,913512","0,609488"
07/11/2013 16.00,,"4,137015","42,872717","18,796442","53,191324","40,716473","1,237282"
07/11/2013 17.00,,"6,325231","53,673222","18,630641","74,111069","17,534825","2,018847"
07/11/2013 18.00,,"7,761757","82,216515","56,043369","71,321309","7,946472","2,131886"
07/11/2013 19.00,,"12,148125","129,713978","112,175056","76,0767",,"4,568822"
07/11/2013 20.00,,"9,463906","81,615843","53,469762","74,120821","2,314023","3,540787"
07/11/2013 21.00,,"9,243457","79,968903","54,036926","70,099351","2,590488","3,206194"
07/11/2013 22.00,,"7,862043","58,595438","32,874959","61,673588","4,539272","2,287182"
07/11/2013 23.00,,"7,620815","46,291107","25,253945","49,824004","3,978732","2,465615"
08/11/2013 0.00,,"6,640544","30,086772","11,885972","39,33005","12,896636","1,69122"
08/11/2013 1.00,,"3,932828","25,266983","7,209916","37,28266","20,312152","1,156024"
08/11/2013 2.00,,,"17,813971","3,788728","28,271539","27,469813","1,119412"
08/11/2013 3.00,,"1,241376",,,,"39,308781","0,722578"
08/11/2013 4.00,,"1,163677","9,31432","1,205389","15,972261",,"0,671728"
08/11/2013 5.00,,"1,180843","15,7875","3,566682","24,734836","24,591866","1,1097"
08/11/2013 6.00,,"1,248603","13,052866","2,608715","20,972306","26,672552","0,927351"
08/11/2013 7.00,,"1,965963","30,084746","14,739989","34,947134","16,39176","1,642709"
08/11/2013 8.00,,"3,586797","51,034565","33,312282","46,535843","11,597161","2,404696"
08/11/2013 9.00,,"6,304452","79,196624","65,056301","51,714991","14,534293","3,609079"
08/11/2013 10.00,,"4,573393","23,359897","10,760098","28,186531","37,918847","1,997184"
08/11/2013 11.00,,"3,466636","16,324729","8,028734","18,91648","50,168705","1,366238"
08/11/2013 12.00,,"1,42207","9,10065","4,058565","11,185708","57,377099","0,67783"
08/11/2013 13.00,,"0,654116","9,481185","4,449364","11,314199","58,903992","0,487906"
08/11/2013 14.00,,"0,422827","9,361125","3,487168","12,5608","63,703661","0,812888"
08/11/2013 15.00,,"0,094865","16,67644","6,114915","22,525864","58,065292","0,683831"
08/11/2013 16.00,,"0,546603","21,858768","8,355246","29,004179","55,221182","1,04334"
08/11/2013 17.00,,"0,490588","15,149546","3,608552","23,449934","60,376779","0,958522"
08/11/2013 18.00,,"1,236858","34,407987","13,113776","45,714274","38,979886","1,045883"
08/11/2013 19.00,,"3,133253","64,596859","37,039266","66,767078","7,80528","2,504973"
08/11/2013 20.00,,"3,408813","52,659135","27,540369","58,500277","13,315135","2,786936"
08/11/2013 21.00,,"3,491029","63,535969","37,171211","64,534739","12,28114","2,278741"
08/11/2013 22.00,,"2,956172","46,675361","19,957425","58,685876","15,319725","2,44497"
08/11/2013 23.00,,"1,95241","25,996182","7,654429","37,995835","26,474707","1,638692"
09/11/2013 0.00,,"1,403097","14,56856","3,616165","22,326633","44,225121","1,172703"
09/11/2013 1.00,,"1,951507","14,494631","3,581907","22,237727","34,757668","1,131412"
09/11/2013 2.00,,"1,565723","8,823218","1,996716","13,818444","36,360672","0,853721"
09/11/2013 3.00,,"1,230533","11,302128","3,500279","16,254549","30,131323","0,814871"
09/11/2013 4.00,,"1,051645","4,332078","1,108957","6,58735","46,042865","0,470362"
09/11/2013 5.00,,"1,160965","10,357911","2,238217","16,384331","39,117701","0,575266"
09/11/2013 6.00,,"1,087784","18,693752","5,273257","27,677117","35,352875","0,730206"
09/11/2013 7.00,,"1,10495","13,508695","2,025476","22,739358","39,205642","0,757309"
09/11/2013 8.00,,"2,264109","36,567075","14,550931","47,640328","17,446897","1,785649"
09/11/2013 9.00,,"3,247994","41,720261","22,21129","45,746741","21,418859","2,32115"
09/11/2013 10.00,,"2,558643","16,407487","6,377986","21,607607","49,218404","1,558552"
09/11/2013 11.00,,"1,872001","14,948421","6,551393","18,549834","57,541965","1,00566"
09/11/2013 12.00,,"1,806951","11,209529","4,187562","15,02286","62,45491","1,145447"
09/11/2013 13.00,,"1,809661","14,476653","5,827313","18,758144","61,839414","0,805362"
09/11/2013 14.00,,"1,891877","18,247082","7,266167","23,764668","53,59029","1,312591"
09/11/2013 15.00,,"1,940665","14,607909","4,65407","20,809423","55,670115","1,166753"
09/11/2013 16.00,,"1,717506","20,887757","6,526439","29,952281","48,017016","0,992287"
09/11/2013 17.00,,"1,824117","21,786876","4,766149","34,373495","44,753536","0,999558"
09/11/2013 18.00,,"2,369816","30,668076","10,857796","42,01989","30,530363","1,731544"
09/11/2013 19.00,,"3,907532","61,243252","36,667909","60,920159","8,119792","2,760239"
09/11/2013 20.00,,"3,380805","37,651372","15,11218","48,853836","18,575582","2,085155"
09/11/2013 21.00,,"3,210952","36,479584","13,630183","48,885651","22,411431","1,495193"
09/11/2013 22.00,,"3,247091","29,025536","8,408114","42,635745","20,860857","1,979946"
09/11/2013 23.00,,"2,744759","25,824561","7,787656","37,463059","19,861528","1,292861"
10/11/2013 0.00,,"2,063538","18,045615","4,234086","28,03143","23,066668","1,25213"
10/11/2013 1.00,,"1,95512","14,868043","4,027267","22,268872","25,295284","0,935742"
10/11/2013 2.00,,,"10,205624","2,091877","16,317493","31,245631","0,658152"
10/11/2013 3.00,,"1,430202",,,,"32,820723","0,601911"
10/11/2013 4.00,,"1,427492","8,379938","1,716727","13,399873",,"0,743783"
10/11/2013 5.00,,"1,186263","7,632092","1,389369","12,471245","32,654997","0,730206"
10/11/2013 6.00,,"1,655167","9,912595","1,968801","15,945649","29,298551","0,764733"
10/11/2013 7.00,,"2,282178","20,471956","7,818108","27,174835","18,742986","1,819972"
10/11/2013 8.00,,"2,994117","19,237415","7,932303","24,637496","21,013036","1,97359"
10/11/2013 9.00,,"2,858596","17,785821","7,212031","22,965184","28,257778","1,361559"
10/11/2013 10.00,,"2,946234","19,843824","8,327333","25,191688","35,608198","1,665185"
10/11/2013 11.00,,"2,096063","15,84482","6,079388","20,989171","45,80107","0,937979"
10/11/2013 12.00,,"1,934341","16,932504","6,25364","22,802952","48,159877","0,980693"
10/11/2013 13.00,,"2,049986","24,297676","10,113422","30,973062","42,514766","1,350627"
10/11/2013 14.00,,"2,027399","19,079042","6,758211","26,135892","44,340113","1,541772"
10/11/2013 15.00,,"1,803337","8,680772","2,89547","12,166895","56,272088","0,92725"
10/11/2013 16.00,,"1,681367","9,26175","3,049422","13,042313","60,045349","0,745664"
10/11/2013 17.00,,"1,182649","8,434542","2,196345","12,768456","58,582718","0,700306"
10/11/2013 18.00,,"1,186263","9,93566","2,792695","14,72565","57,124291","0,688356"
10/11/2013 19.00,,"0,920641","13,814278","2,666658","22,340267","44,459313","0,597843"
10/11/2013 20.00,,"1,560302","36,949324","16,147963","45,921305","20,402605","1,090021"
10/11/2013 21.00,,"2,240619","24,774184","8,06976","35,020479","31,2338","1,833498"
10/11/2013 22.00,,"1,731059","17,004062","2,972446","27,974319","47,29329","0,887587"
10/11/2013 23.00,,"1,338048","19,431081","3,150928","32,344252","41,118903","0,919215"
11/11/2013 0.00,,"1,009182","6,195415","0,87507","10,511457","56,251798","0,757614"
11/11/2013 1.00,,"1,464534","2,858092","1,147868","3,707372","72,226741","0,346492"
11/11/2013 2.00,,"1,162773","1,805004","0,525295","2,647659","70,764106","0,256945"
11/11/2013 3.00,,"1,116695","1,329163","0,716042","1,444531","74,076605","0,258115"
