"NetC","Comune Bari","","","","","","","","","","",""
"Stat","Corso Cavour","","","","","","","","","","",""
,CO,PM10,BENZENE
26/02/2011 1.00,"0,43595815",,"1,37495959"
26/02/2011 2.00,"0,44702681","19,04759979","1,43633351"
26/02/2011 3.00,"0,41477845",,"1,54295477"
26/02/2011 4.00,"0,40988894","24,42000961","1,53228644"
26/02/2011 5.00,"0,41067182",,"1,49604565"
26/02/2011 6.00,"0,40212538","21,24542046","1,69847543"
26/02/2011 7.00,"0,39471365",,"1,62462801"
26/02/2011 8.00,"0,45860458","33,45542145","1,75693361"
26/02/2011 9.00,"0,702262",,"2,58129957"
26/02/2011 10.00,"0,67382552","26,86202049","2,96086227"
26/02/2011 11.00,"0,66350012",,"2,97511655"
26/02/2011 12.00,"0,81547437","36,63003159","3,4877893"
26/02/2011 13.00,"0,82869596",,"3,72576323"
26/02/2011 14.00,"0,93819314","29,7924099","4,45639332"
26/02/2011 15.00,"0,73306344",,"3,68625685"
26/02/2011 16.00,"0,63770469","24,90842056","2,78549791"
26/02/2011 17.00,"0,58079444",,"2,60505872"
26/02/2011 18.00,"0,7939242","21,0012207","2,93298529"
26/02/2011 19.00,"1,14240366",,"5,66217394"
26/02/2011 20.00,"1,0335915","28,08300972","5,18561588"
26/02/2011 21.00,"1,08189589",,"4,64070626"
26/02/2011 22.00,"1,01518799","25,64101982","4,7806119"
26/02/2011 23.00,"0,97349264",,"4,32586137"
27/02/2011 0.00,"0,84645289","32,23442078","3,94044888"
27/02/2011 1.00,"0,7213482",,"3,10437114"
27/02/2011 2.00,"0,74291934","38,82783127","2,94905592"
27/02/2011 3.00,,,"2,82314929"
27/02/2011 4.00,"0,60295274","41,02563095","2,45167376"
27/02/2011 5.00,"0,5144675",,"2,43533973"
27/02/2011 6.00,"0,44993698","31,74603081","2,13090891"
27/02/2011 7.00,"0,47301913",,"1,9428768"
27/02/2011 8.00,"0,49457629","32,72283173","1,92687125"
27/02/2011 9.00,"0,67424841",,"2,75755685"
27/02/2011 10.00,"0,65098919","26,86202049","3,78864129"
27/02/2011 11.00,"0,50665501",,"3,15153859"
27/02/2011 12.00,"0,47063088","45,1770401","2,27637754"
27/02/2011 13.00,"0,50395337",,"2,28066725"
27/02/2011 14.00,"0,5486719","33,69963074","2,29588157"
27/02/2011 15.00,"0,48110539",,"2,17849028"
27/02/2011 16.00,"0,42791033","30,52503014","1,97641441"
27/02/2011 17.00,"0,54087921",,"1,88386334"
27/02/2011 18.00,"0,66103265","23,68741989","2,47005095"
27/02/2011 19.00,"0,80133244",,"2,9567719"
27/02/2011 20.00,"0,86504279","35,16482162","3,47168612"
27/02/2011 21.00,"1,02515573",,"3,65257177"
27/02/2011 22.00,"1,3093202","42,24663162","4,53415314"
27/02/2011 23.00,"1,27711378",,"4,8549963"
28/02/2011 0.00,"1,05644181","34,67642975","4,68337145"
28/02/2011 1.00,"0,78659053",,"3,68324348"
28/02/2011 2.00,"0,63720491","45,1770401","2,71641717"
28/02/2011 3.00,"0,5181687",,"2,18182095"
28/02/2011 4.00,"0,50767904","37,85102081","1,96821841"
28/02/2011 5.00,"0,57204762",,"1,86064828"
28/02/2011 6.00,"0,5690128","32,23442078","2,13380533"
28/02/2011 7.00,"0,74807912",,"2,45331927"
28/02/2011 8.00,"0,78639481","29,30401993","2,52947121"
28/02/2011 9.00,"1,05797029",,"3,76764431"
28/02/2011 10.00,"0,91019004","30,28083038","4,10999396"
28/02/2011 11.00,"0,8111231",,"3,77108075"
28/02/2011 12.00,"0,7970464","33,69963074","3,75564574"
28/02/2011 13.00,"0,70549604",,"3,13761586"
28/02/2011 14.00,"0,65974067","31,50181961","2,8595589"
28/02/2011 15.00,"0,50781069",,"2,21534534"
28/02/2011 16.00,"0,48468777","21,97801971","1,73780485"
28/02/2011 17.00,"0,56758451",,"1,87355808"
28/02/2011 18.00,"0,64895277","24,17580986","2,22735204"
28/02/2011 19.00,"0,6966269",,"2,44271399"
28/02/2011 20.00,"0,80679512","16,60560989","3,00735646"
28/02/2011 21.00,"0,90202688",,"3,64050303"
28/02/2011 22.00,"0,78807823","19,53602028","3,39311473"
28/02/2011 23.00,"0,56343361",,"2,48690875"
01/03/2011 0.00,"0,46708695","25,88521957","1,81904485"
01/03/2011 1.00,"0,40435636",,"1,42169379"
01/03/2011 2.00,"0,38397585","14,89620972","1,2726321"
01/03/2011 3.00,,,"1,1472838"
01/03/2011 4.00,"0,29746994","10,98900986","0,95068143"
01/03/2011 5.00,"0,29988731",,"0,90590495"
01/03/2011 6.00,"0,30863297","16,84980965","0,67876106"
01/03/2011 7.00,"0,30945546",,"0,68412268"
01/03/2011 8.00,"0,39883775","10,01220989","0,82592706"
01/03/2011 9.00,"0,4708464",,"1,2539132"
01/03/2011 10.00,"0,48878857","6,59340715","1,39529858"
01/03/2011 11.00,"0,39152039",,"1,12785707"
01/03/2011 12.00,"0,38917175","11,72161007","1,07059387"
01/03/2011 13.00,"0,43953819",,"1,29776522"
01/03/2011 14.00,"0,52465542","9,76801014","1,6322433"
01/03/2011 15.00,"0,43439239",,"1,52510134"
01/03/2011 16.00,"0,43574262","12,45421028","1,25108391"
01/03/2011 17.00,"0,45045774",,"1,19778294"
01/03/2011 18.00,"0,46658017","16,36141014","1,35230185"
01/03/2011 19.00,"0,49647873",,"1,31923613"
01/03/2011 20.00,"0,45889117","22,95482063","1,2671942"
01/03/2011 21.00,"0,42333654",,"1,12808691"
01/03/2011 22.00,"0,42421728","24,17580986","0,96426957"
01/03/2011 23.00,"0,38880128",,"0,96299323"
02/03/2011 0.00,"0,39128622","17,82661057","1,05118442"
02/03/2011 1.00,"0,42838565",,"1,14256899"
02/03/2011 2.00,"0,38621731","21,0012207","0,99377884"
02/03/2011 3.00,"0,29564089",,"0,75892201"
02/03/2011 4.00,"0,299172","13,43101025","0,66961416"
02/03/2011 5.00,"0,33547923",,"0,59590098"
02/03/2011 6.00,"0,32064761","13,43101025","0,69572868"
02/03/2011 7.00,"0,38116936",,"0,69139525"
02/03/2011 8.00,"0,51164354","8,79120922","0,93516303"
02/03/2011 9.00,"0,96888973",,"2,66683944"
02/03/2011 10.00,"0,95274749","5,86080599","3,80904943"
02/03/2011 11.00,"0,76204514",,"3,4217982"
02/03/2011 12.00,"0,58353103","21,73381996",
02/03/2011 13.00,"0,64205946",,
02/03/2011 14.00,"0,53745178","3,17460299",
02/03/2011 15.00,"0,38649108",,
02/03/2011 16.00,"0,32843564","11,23320961",
02/03/2011 17.00,"0,40967924",,
02/03/2011 18.00,"0,48824218","15,38461018",
02/03/2011 19.00,"0,60259159",,
02/03/2011 20.00,"0,74322224","20,26861954",
02/03/2011 21.00,"0,93957833",,
02/03/2011 22.00,"0,77789497","18,80340958",
02/03/2011 23.00,"0,50835707",,
03/03/2011 0.00,"0,43280799","15,62880993",
03/03/2011 1.00,"0,43640784",,
03/03/2011 2.00,"0,33448199","19,04759979",
03/03/2011 3.00,,,
03/03/2011 4.00,"0,27047922","20,75702095",
03/03/2011 5.00,"0,25716094",,
03/03/2011 6.00,"0,27831384","10,98900986",
03/03/2011 7.00,"0,34741582",,
03/03/2011 8.00,"0,54491011","10,01220989",
03/03/2011 9.00,"0,84514343",,
03/03/2011 10.00,"1,0799119","21,73381996",
03/03/2011 11.00,"0,74566874",,
03/03/2011 12.00,"0,80902959","27,8388195",
03/03/2011 13.00,"0,80602156",,
03/03/2011 14.00,"0,74102971","25,15262032",
03/03/2011 15.00,"0,88949381",,
03/03/2011 16.00,"0,79513464","14,65200996",
03/03/2011 17.00,"0,62897185",,
03/03/2011 18.00,"0,75421984","20,26861954","2,5306489"
03/03/2011 19.00,"0,86690563",,"2,96247727"
03/03/2011 20.00,"1,07462396","17,58241081","4,07794423"
03/03/2011 21.00,"1,09778183",,"4,05988841"
03/03/2011 22.00,"1,16633276","11,23320961","4,5477311"
03/03/2011 23.00,"0,88577863",,"3,57742971"
04/03/2011 0.00,"0,73271277","27,8388195","2,74947577"
04/03/2011 1.00,"0,6862782",,"2,30154321"
04/03/2011 2.00,"0,68531591","28,57142067","2,70093335"
04/03/2011 3.00,"0,54103765",,"2,16076803"
04/03/2011 4.00,"0,46550255","32,96702957","1,70822236"
04/03/2011 5.00,"0,45349489",,"1,46116153"
04/03/2011 6.00,"0,42430232","26,61782074","1,43661115"
04/03/2011 7.00,"0,45408555",,"1,307802"
04/03/2011 8.00,"0,6622361","17,33819962","1,76621068"
04/03/2011 9.00,"0,93486823",,"2,92378856"
04/03/2011 10.00,"1,10430816","23,19902039","4,65216175"
04/03/2011 11.00,"0,99412013",,"5,06062861"
04/03/2011 12.00,"0,78777883","41,02563095","4,24831817"
04/03/2011 13.00,"0,69724901",,"3,18323339"
04/03/2011 14.00,"0,73519073","35,89743042","2,71287598"
04/03/2011 15.00,"0,59091247",,"2,30875984"
04/03/2011 16.00,"0,56905241","32,47863007","2,2575722"
04/03/2011 17.00,"0,55070948",,"1,96919168"
04/03/2011 18.00,"0,73878708","27,10622025","2,6063259"
04/03/2011 19.00,"1,0115963",,"3,52195134"
04/03/2011 20.00,"1,11370622","28,57142067","4,38769192"
04/03/2011 21.00,"0,94829486",,"4,90497168"
04/03/2011 22.00,"0,75052446","31,01342964","3,26855359"
04/03/2011 23.00,"0,63945103",,"2,42047526"
05/03/2011 0.00,"0,82522775","33,45542145","2,49752928"
05/03/2011 1.00,"0,70945704",,"2,62592553"
05/03/2011 2.00,"0,69650108","31,25761986","2,18192977"
05/03/2011 3.00,,,"2,45287077"
05/03/2011 4.00,"0,69890564","24,90842056","2,80439987"
05/03/2011 5.00,"0,54889791",,"2,37131551"
05/03/2011 6.00,"0,53676327","31,50181961","2,0495123"
05/03/2011 7.00,"0,60670987",,"2,0894265"
05/03/2011 8.00,"0,75065028","22,22220993","2,45072389"
05/03/2011 9.00,"1,00059171",,"3,19510483"
05/03/2011 10.00,"1,00717046","20,51280975","3,72872982"
05/03/2011 11.00,"1,02197761",,"3,8778149"
05/03/2011 12.00,"0,91878424","32,47863007","3,84421627"
05/03/2011 13.00,"0,77796603",,"3,40968065"
05/03/2011 14.00,"0,83946871","33,69963074","3,42345693"
05/03/2011 15.00,"0,72791064",,"3,14488944"
05/03/2011 16.00,"0,5218769","28,81562042","2,32933172"
05/03/2011 17.00,"0,5260208",,"1,87931837"
05/03/2011 18.00,"0,51419955","17,09399986","1,87783355"
05/03/2011 19.00,"0,55828431",,"1,67029538"
05/03/2011 20.00,"0,51698739","18,80340958","1,65446475"
05/03/2011 21.00,"0,50718974",,"1,47867325"
05/03/2011 22.00,"0,48146421","18,31501007","1,67960906"
05/03/2011 23.00,"0,46921074",,"1,47558869"
06/03/2011 0.00,"0,48878857","10,98900986","1,59931589"
06/03/2011 1.00,"0,4464315",,"1,48702689"
06/03/2011 2.00,"0,41198711","10,01220989","1,37057836"
06/03/2011 3.00,,,
06/03/2011 4.00,"0,3631305","9,76801014","1,20985676"
06/03/2011 5.00,"0,35637583",,"1,14572474"
06/03/2011 6.00,"0,37057369","6,59340715","1,12288801"
06/03/2011 7.00,"0,33434219",,"1,02777817"
06/03/2011 8.00,"0,43123174","6,59340715","1,09400927"
06/03/2011 9.00,"0,46822981",,"1,33587018"
06/03/2011 10.00,"0,48219117","13,67521","1,61070833"
06/03/2011 11.00,"0,48916253",,"1,76467908"
06/03/2011 12.00,"0,47270574","10,98900986","1,74924712"
06/03/2011 13.00,"0,56496093",,"1,9377257"
06/03/2011 14.00,"0,50074846","7,81440783","1,7252388"
06/03/2011 15.00,"0,45458184",,"1,59111481"
06/03/2011 16.00,"0,45387352","14,40781021","1,36457297"
06/03/2011 17.00,"0,44087328",,"1,27495697"
06/03/2011 18.00,"0,51286446","21,24542046","1,39610607"
06/03/2011 19.00,"0,61258147",,"1,68908852"
06/03/2011 20.00,"0,69823926","17,58241081","2,2182743"
06/03/2011 21.00,"0,76914815",,"2,60786157"
06/03/2011 22.00,"0,71351707","24,66422081","2,49494305"
06/03/2011 23.00,"0,57350387",,"2,21540839"
07/03/2011 0.00,"0,50182841","33,21123123","1,55752126"
07/03/2011 1.00,"0,44969117",,"1,46087982"
07/03/2011 2.00,"0,37817298","26,86202049","1,14584271"
07/03/2011 3.00,,,"0,70892324"
07/03/2011 4.00,"0,25531441","30,76922989","0,55392431"
07/03/2011 5.00,"0,19720771",,"0,4977554"
07/03/2011 6.00,"0,23478711","21,0012207","0,43516006"
07/03/2011 7.00,"0,26889365",,"0,39332882"
07/03/2011 8.00,"0,29480209","24,17580986","0,52361465"
07/03/2011 9.00,"0,44309494",,"0,78803872"
07/03/2011 10.00,"0,50585698","24,17580986","1,80949013"
07/03/2011 11.00,"0,41899109",,"1,4603103"
07/03/2011 12.00,"0,42252104","30,52503014","1,52212153"
07/03/2011 13.00,"0,42042287",,"1,42695473"
07/03/2011 14.00,"0,4225024","29,05982971","1,43791088"
07/03/2011 15.00,"0,3492472",,"1,18042987"
07/03/2011 16.00,"0,37529427","29,54821968","0,98487094"
07/03/2011 17.00,"0,42732666",,"1,21121242"
07/03/2011 18.00,"0,44068222","22,95482063","1,35137536"
07/03/2011 19.00,"0,4237571",,"1,28316314"
07/03/2011 20.00,"0,39988742","31,50181961","1,34974511"
07/03/2011 21.00,"0,41097006",,"1,13488861"
07/03/2011 22.00,"0,35267929","29,7924099","1,05986452"
07/03/2011 23.00,"0,22949102",,"0,5773631"
08/03/2011 0.00,"0,24431914","27,10622025","0,52991192"
08/03/2011 1.00,"0,24802501",,"0,57015766"
08/03/2011 2.00,"0,24237709","21,73381996","0,60011543"
08/03/2011 3.00,"0,24067036",,"0,52613783"
08/03/2011 4.00,"0,23586474","26,61782074","0,50321058"
08/03/2011 5.00,"0,24172935",,"0,49758759"
08/03/2011 6.00,"0,23406015","21,73381996","0,5289773"
08/03/2011 7.00,"0,33720576",,"0,50531679"
08/03/2011 8.00,"0,33900918","24,90842056","0,65802036"
08/03/2011 9.00,"0,42618846",,"1,2587531"
08/03/2011 10.00,"0,3954942","15,38461018","1,19179688"
08/03/2011 11.00,"0,44946982",,"1,36172944"
08/03/2011 12.00,"0,4361527","22,71062088","1,46871886"
08/03/2011 13.00,"0,46084488",,"1,55716023"
08/03/2011 14.00,"0,52901951","14,16361046","1,88629906"
08/03/2011 15.00,"0,39031112",,"1,46886327"
08/03/2011 16.00,"0,34391266","15,38461018","1,07170138"
08/03/2011 17.00,"0,46341487",,"1,41735425"
08/03/2011 18.00,"0,56094867","14,40781021","1,45468629"
08/03/2011 19.00,"0,58397489",,"1,86922363"
08/03/2011 20.00,"0,51831083","24,17580986","1,62295708"
08/03/2011 21.00,"0,45074433",,"1,5547835"
08/03/2011 22.00,"0,36189793","14,65200996","1,1313586"
08/03/2011 23.00,"0,43095447",,"0,8501103"
09/03/2011 0.00,"0,55167294","19,53602028","1,61867652"
09/03/2011 1.00,"0,47241682",,"1,47804678"
09/03/2011 2.00,"0,4156953","15,38461018","1,19589335"
09/03/2011 3.00,,,"0,9110703"
09/03/2011 4.00,"0,27958719","9,03540897","0,70881239"
09/03/2011 5.00,"0,24701495",,"0,62983827"
09/03/2011 6.00,"0,26032508","10,25640965","0,56854368"
09/03/2011 7.00,"0,31681942",,"0,59885537"
09/03/2011 8.00,"0,54668208","12,45421028","1,25887413"
09/03/2011 9.00,"0,73720152",,"3,04144122"
09/03/2011 10.00,"0,54389889","10,98900986","2,75460654"
09/03/2011 11.00,"0,3941929",,"1,84346403"
09/03/2011 12.00,"0,39238948","24,42000961","1,43409611"
09/03/2011 13.00,"0,34008913",,"1,41583587"
09/03/2011 14.00,"0,36616067","14,40781021","1,11889018"
09/03/2011 15.00,"0,27767309",,"0,98015511"
09/03/2011 16.00,"0,15939064","8,79120922","0,95136485"
09/03/2011 17.00,"0,09788214",,"1,34204439"
09/03/2011 18.00,"0,20375151","14,65200996","1,4939852"
09/03/2011 19.00,"0,58392713",,"1,80583605"
09/03/2011 20.00,"0,70095604","12,21000957","2,86182783"
09/03/2011 21.00,"0,86122858",,"2,92301665"
09/03/2011 22.00,"1,07174292","15,14041042","4,35389396"
09/03/2011 23.00,"0,89465127",,"3,86467933"
10/03/2011 0.00,"0,74782748","30,28083038","3,2899055"
10/03/2011 1.00,"0,64875355",,"2,57164315"
10/03/2011 2.00,"0,51194644","32,96702957","1,9515691"
10/03/2011 3.00,"0,39732908",,"1,38163823"
10/03/2011 4.00,"0,31066473","27,8388195","0,99307202"
10/03/2011 5.00,"0,29312099",,"0,75391227"
10/03/2011 6.00,"0,29053353","20,26861954","0,74385719"
10/03/2011 7.00,"0,41034562",,"0,93966529"
10/03/2011 8.00,"0,67804049","21,48962021","1,72855117"
10/03/2011 9.00,"1,17216825",,"4,54246915"
10/03/2011 10.00,"0,8024788","23,93161964","4,8097103"
10/03/2011 11.00,"0,48328627",,"2,34473825"
10/03/2011 12.00,"0,42931998","46,64223099","1,78577267"
10/03/2011 13.00,"0,42810488",,"1,46422575"
10/03/2011 14.00,"0,50757419","25,15262032","1,57740666"
10/03/2011 15.00,"0,33109067",,"1,09415572"
10/03/2011 16.00,"0,41405032","24,66422081","1,06522411"
10/03/2011 17.00,"0,47383812",,"1,79940759"
10/03/2011 18.00,"0,56242356","14,89620972","1,65980705"
10/03/2011 19.00,"0,60204055",,"1,96354021"
10/03/2011 20.00,"0,86961775","21,48962021","2,27320247"
10/03/2011 21.00,"1,47608995",,"5,84610551"
10/03/2011 22.00,"1,18355729","20,75702095","5,68164237"
10/03/2011 23.00,"0,96043882",,"4,26903548"
11/03/2011 0.00,"0,75057106","34,18803024","3,34332648"
11/03/2011 1.00,"0,57845862",,"2,28606142"
11/03/2011 2.00,"0,50994613","40,78144073","1,61705136"
11/03/2011 3.00,,,"1,30706671"
11/03/2011 4.00,"0,3186741","26,86202049","1,11913528"
11/03/2011 5.00,"0,26804437",,"1,01346389"
11/03/2011 6.00,"0,28140459","24,90842056","0,79052936"
11/03/2011 7.00,"0,40028235",,"0,94405669"
11/03/2011 8.00,"0,77198259","16,36141014","1,82672523"
11/03/2011 9.00,"1,73821146",,"5,77025257"
11/03/2011 10.00,"1,63604678","26,37360954","8,35788296"
11/03/2011 11.00,"0,96430662",,"5,51789724"
11/03/2011 12.00,"0,70069508","39,80464172","3,89356009"
11/03/2011 13.00,"0,5703409",,"3,3457144"
11/03/2011 14.00,"0,64198141","42,00244141","3,13437976"
11/03/2011 15.00,"0,56529878",,"2,91159778"
11/03/2011 16.00,"0,65714505","30,76922989","2,62523702"
11/03/2011 17.00,"0,68866995",,"2,55905879"
11/03/2011 18.00,"0,76313558","31,74603081","3,08971516"
11/03/2011 19.00,"0,91928519",,"3,84279145"
11/03/2011 20.00,"1,32916132","33,21123123","5,46052928"
11/03/2011 21.00,"1,63394745",,"7,36361291"
11/03/2011 22.00,"1,25616708","35,16482162","7,32971121"
11/03/2011 23.00,"0,88727099",,"4,21392119"
12/03/2011 0.00,"0,69688902","36,38582993","3,63921958"
12/03/2011 1.00,"0,46062353",,"1,79390867"
12/03/2011 2.00,"0,41103181","32,23442078","1,22658031"
12/03/2011 3.00,"0,34696263",,"0,97900997"
12/03/2011 4.00,"0,33711605","26,86202049","0,88722165"
12/03/2011 5.00,"0,2983332",,"0,86058743"
12/03/2011 6.00,"0,33986196","16,84980965","1,16766753"
12/03/2011 7.00,"0,36854193",,"1,43917907"
12/03/2011 8.00,"0,51639441","22,46640968","1,33518879"
12/03/2011 9.00,"0,67307409",,"2,31268241"
12/03/2011 10.00,"0,74175317","21,73381996","2,8478156"
12/03/2011 11.00,"0,86253455",,"3,29002144"
12/03/2011 12.00,"0,48455612","34,4322319","2,46695521"
12/03/2011 13.00,"0,43977003",,"1,79600166"
12/03/2011 14.00,"0,45010824","21,0012207","1,85889294"
12/03/2011 15.00,"0,27704865",,"1,29688043"
12/03/2011 16.00,"0,28312995","14,16361046","0,78940964"
12/03/2011 17.00,"0,34462914",,"0,8955824"
12/03/2011 18.00,"0,38696174","16,36141014","1,02007032"
12/03/2011 19.00,"0,51992552",,"1,47172816"
12/03/2011 20.00,"0,57067409","20,26861954","1,77137806"
12/03/2011 21.00,"0,61861733",,"2,09334093"
12/03/2011 22.00,"0,5410726","25,64101982","2,01596961"
12/03/2011 23.00,"0,40624599",,"1,47707148"
13/03/2011 0.00,"0,39584836","23,93161964","1,17846299"
13/03/2011 1.00,"0,44126123",,"1,39618845"
13/03/2011 2.00,"0,34147082","18,07081032","1,30840711"
13/03/2011 3.00,,,"0,81691339"
13/03/2011 4.00,"0,21656535","12,69841003","0,60589809"
13/03/2011 5.00,"0,18877544",,"0,5004535"
13/03/2011 6.00,"0,20539067","19,04759979","0,4713734"
13/03/2011 7.00,"0,21996598",,"0,43932264"
13/03/2011 8.00,"0,24395916","16,60560989","0,41347864"
13/03/2011 9.00,"0,21998695",,"0,43050525"
13/03/2011 10.00,"0,22157601","22,22220993","0,48767591"
13/03/2011 11.00,"0,29072575",,"0,69547138"
13/03/2011 12.00,"0,30616433","12,45421028","0,80250555"
13/03/2011 13.00,"0,31255902",,"0,84962621"
13/03/2011 14.00,"0,30826366","12,69841003","0,89301651"
13/03/2011 15.00,"0,2219092",,"0,65666571"
13/03/2011 16.00,"0,24342908","22,95482063","0,48176409"
13/03/2011 17.00,"0,26114407",,"0,53328938"
13/03/2011 18.00,"0,3055562","21,73381996","0,62015236"
13/03/2011 19.00,"0,31873934",,"0,84333911"
13/03/2011 20.00,"0,2550418","18,55920982","0,71762063"
13/03/2011 21.00,"0,30663499",,"0,68290533"
13/03/2011 22.00,"0,29929782","20,75702095","2,65419203"
13/03/2011 23.00,"0,27144267",,"1,5768463"
14/03/2011 0.00,"0,25386515","17,58241081","0,70669703"
14/03/2011 1.00,"0,2066477",,"0,53237204"
14/03/2011 2.00,"0,20394024","11,47741032","0,41319286"
14/03/2011 3.00,"0,17339627",,"0,36707496"
14/03/2011 4.00,"0,17737824","24,17580986","0,30811642"
14/03/2011 5.00,"0,18351896",,"0,356548"
14/03/2011 6.00,"0,16601949","17,58241081","0,34864286"
14/03/2011 7.00,"0,24605732",,"0,36205098"
14/03/2011 8.00,"0,27571939","19,53602028","0,47214022"
14/03/2011 9.00,"0,39200852",,"1,01512974"
14/03/2011 10.00,"0,40309233","32,23442078","1,29207206"
14/03/2011 11.00,"0,29476714",,"1,27900463"
14/03/2011 12.00,"0,30002478","40,04883957","1,00999897"
14/03/2011 13.00,"0,31363781",,"1,1929827"
14/03/2011 14.00,"0,35136284","47,86323166","1,22850447"
14/03/2011 15.00,"0,26830416",,"1,12736891"
14/03/2011 16.00,"0,29372679","46,39804077","0,87639467"
14/03/2011 17.00,"0,41458855",,"1,27574412"
14/03/2011 18.00,"0,47700925","46,15383148","1,62622978"
14/03/2011 19.00,"0,58861159",,"1,88247615"
14/03/2011 20.00,"0,77719014","40,78144073","2,64569601"
14/03/2011 21.00,"0,98819261",,"3,32495641"
14/03/2011 22.00,"0,85946477","37,11843109","3,84013098"
14/03/2011 23.00,"0,59255512",,"2,36925303"
15/03/2011 0.00,"0,47071243","39,07204056","1,80701577"
15/03/2011 1.00,"0,40091495",,"1,36600491"
15/03/2011 2.00,"0,27063766","28,81562042","0,86885056"
15/03/2011 3.00,,,"0,60768496"
15/03/2011 4.00,"0,25664135","24,42000961","0,60763818"
15/03/2011 5.00,"0,24140897",,"0,62632047"
15/03/2011 6.00,"0,24088123","23,68741989","0,62117241"
15/03/2011 7.00,"0,30905819",,"0,54807859"
15/03/2011 8.00,"0,43167095","21,0012207","0,75478791"
15/03/2011 9.00,"0,62666865",,"1,61271487"
15/03/2011 10.00,"0,53504256","33,69963074","2,08370893"
15/03/2011 11.00,"0,38516182",,"1,62891873"
15/03/2011 12.00,"0,42853943","30,03663063","1,70143795"
15/03/2011 13.00,"0,41740086",,"1,60292116"
15/03/2011 14.00,"0,41017786","31,25761986","1,6506449"
15/03/2011 15.00,"0,30725594",,"1,26075659"
15/03/2011 16.00,"0,31418536","25,15262032","0,89209613"
15/03/2011 17.00,"0,42481958",,"1,20612742"
15/03/2011 18.00,"0,51854034","31,50181961","1,64787663"
15/03/2011 19.00,"0,60893385",,"2,05983994"
15/03/2011 20.00,"0,63712219","29,7924099","2,2317526"
15/03/2011 21.00,"0,66096392",,"2,46524156"
15/03/2011 22.00,"0,47220945","34,92063141","1,99982778"
15/03/2011 23.00,"0,37112823",,"1,21823481"
16/03/2011 0.00,"0,29196881","40,78144073","0,92598562"
16/03/2011 1.00,"0,31154314",,"0,8353516"
16/03/2011 2.00,"0,24319026","44,68864059","0,63150717"
16/03/2011 3.00,"0,21872293",,"0,47318976"
16/03/2011 4.00,"0,23449936","37,11843109","0,43265316"
16/03/2011 5.00,"0,23158336",,"0,45515428"
16/03/2011 6.00,"0,22811865","32,96702957","0,40293743"
16/03/2011 7.00,"0,26892977",,"0,39624456"
16/03/2011 8.00,"0,32129186","31,74603081","0,58831518"
16/03/2011 9.00,"0,35664262",,"0,96592118"
16/03/2011 10.00,"0,3844768","42,24663162","1,50533899"
16/03/2011 11.00,"0,31923563",,"1,0905169"
16/03/2011 12.00,"0,3613399","54,70085144","0,95208387"
16/03/2011 13.00,"0,44349337",,"1,53000734"
16/03/2011 14.00,"0,43801321","47,61904144","1,51310989"
16/03/2011 15.00,"0,33056875",,"1,19289829"
16/03/2011 16.00,"0,2792074","51,5262413","0,68412878"
16/03/2011 17.00,"0,30122706",,"0,77208403"
16/03/2011 18.00,"0,37521854","49,81684113","0,88522324"
16/03/2011 19.00,"0,38903777",,"1,45689827"
16/03/2011 20.00,"0,46948801","47,61904144","1,56512029"
16/03/2011 21.00,"0,51906925",,"1,57546216"
16/03/2011 22.00,,,
16/03/2011 23.00,,,
17/03/2011 0.00,,,
17/03/2011 1.00,,,
17/03/2011 2.00,,,
17/03/2011 3.00,,,
17/03/2011 4.00,,,
17/03/2011 5.00,,,
17/03/2011 6.00,,,
17/03/2011 7.00,,,
17/03/2011 8.00,,,
17/03/2011 9.00,,,
17/03/2011 10.00,,,
17/03/2011 11.00,,,
17/03/2011 12.00,,,
17/03/2011 13.00,,,
17/03/2011 14.00,,,
17/03/2011 15.00,,,
17/03/2011 16.00,,,
17/03/2011 17.00,,,
17/03/2011 18.00,,,
17/03/2011 19.00,,,
17/03/2011 20.00,,,
17/03/2011 21.00,,,
17/03/2011 22.00,,,
17/03/2011 23.00,,,
18/03/2011 0.00,,,
18/03/2011 1.00,,,
18/03/2011 2.00,,,
18/03/2011 3.00,,,
18/03/2011 4.00,,,
18/03/2011 5.00,,,
18/03/2011 6.00,,,
18/03/2011 7.00,,,
18/03/2011 8.00,,,
18/03/2011 9.00,,,
18/03/2011 10.00,"0,4881816",,"11,37704679"
18/03/2011 11.00,"0,70658998",,"3,54178386"
18/03/2011 12.00,"0,90569896","3,90720391",
18/03/2011 13.00,"0,79786423",,
18/03/2011 14.00,"0,84883648","28,08300972",
18/03/2011 15.00,"0,67540875",,
18/03/2011 16.00,"0,43151367","18,55920982",
18/03/2011 17.00,"0,43873667",,
18/03/2011 18.00,"0,40131105","10,7448101",
18/03/2011 19.00,"0,58744193",,
18/03/2011 20.00,"0,78365473","18,55920982",
18/03/2011 21.00,"0,66589653",,
18/03/2011 22.00,"0,54829444","15,62880993",
18/03/2011 23.00,"0,45811528",,
19/03/2011 0.00,"0,45050084","21,24542046",
19/03/2011 1.00,"0,28253464",,
19/03/2011 2.00,"0,15835612","33,94382095",
19/03/2011 3.00,,,
19/03/2011 4.00,"0,19138271","19,29179955",
19/03/2011 5.00,"0,20589977",,
19/03/2011 6.00,"0,22303343","14,16361046",
19/03/2011 7.00,"0,26970449",,
19/03/2011 8.00,"0,36177095","10,98900986",
19/03/2011 9.00,"0,45474028",,
