"NetC","Comune Bari","","","","","","","","","","",""
"Stat","Corso Cavour","","","","","","","","","","",""
,CO,PM10,BENZENE
18/06/2011 20.00,"0,3850127","28,32722092","1,29179543"
18/06/2011 21.00,"0,43080302",,"1,253243"
18/06/2011 22.00,"0,4785587","28,32722092","1,42105512"
18/06/2011 23.00,"0,51102492",,"1,4958036"
19/06/2011 0.00,"0,49339614","33,45542145","1,63628588"
19/06/2011 1.00,"0,40325077",,"1,20970828"
19/06/2011 2.00,"0,35421709","38,58362961","1,00153041"
19/06/2011 3.00,,,"0,61898078"
19/06/2011 4.00,"0,20069805","28,08300972","0,3867651"
19/06/2011 5.00,"0,18035948",,"0,36001292"
19/06/2011 6.00,"0,17731999","23,93161964","0,22654895"
19/06/2011 7.00,"0,202364",,"0,26541869"
19/06/2011 8.00,"0,28322898","15,62880993","0,59202011"
19/06/2011 9.00,"0,33773234",,"0,93454164"
19/06/2011 10.00,"0,33461363","18,55920982","0,97222149"
19/06/2011 11.00,"0,35252085",,"0,84113528"
19/06/2011 12.00,"0,34975514","24,17580986","0,7642877"
19/06/2011 13.00,"0,30752855",,"0,79160229"
19/06/2011 14.00,"0,20377714","17,33819962","0,63966046"
19/06/2011 15.00,"0,19579456",,"0,34364633"
19/06/2011 16.00,"0,19734401","24,42000961","0,27315705"
19/06/2011 17.00,"0,23641345",,"0,38671222"
19/06/2011 18.00,"0,26567592","31,74603081","0,62209076"
19/06/2011 19.00,"0,3773901",,"0,61760071"
19/06/2011 20.00,"0,58406926","40,78144073","1,48957142"
19/06/2011 21.00,"0,7377747",,"2,73038668"
19/06/2011 22.00,"0,53713607","36,14162064","2,49474371"
19/06/2011 23.00,"0,32186504",,"1,35582372"
20/06/2011 0.00,"0,37015196","41,02563095","0,9941531"
20/06/2011 1.00,"0,25512335",,"1,10317244"
20/06/2011 2.00,"0,15480287","38,58362961","0,29644736"
20/06/2011 3.00,"0,13293582",,"0,10023857"
20/06/2011 4.00,"0,13491632","31,01342964","0,11401079"
20/06/2011 5.00,"0,13017011",,"0,09986025"
20/06/2011 6.00,"0,16780777","40,29304123","0,08578192"
20/06/2011 7.00,"0,19863833",,"0,19697663"
20/06/2011 8.00,"0,24727824","22,71062088","0,2558772"
20/06/2011 9.00,"0,27314823",,"0,64562516"
20/06/2011 10.00,"0,26314554","28,81562042","0,79760971"
20/06/2011 11.00,"0,28622885",,"0,78914624"
20/06/2011 12.00,"0,27712904","16,84980965","0,80803193"
20/06/2011 13.00,"0,29385844",,"1,01117564"
20/06/2011 14.00,"0,21515337","11,72161007","0,61525958"
20/06/2011 15.00,"0,25784945",,"0,6439583"
20/06/2011 16.00,"0,35924756","14,65200996","1,16926422"
20/06/2011 17.00,"0,40178753",,"1,16299137"
20/06/2011 18.00,"0,48518173","28,57142067","2,47209919"
20/06/2011 19.00,"0,34540037",,"1,40724731"
20/06/2011 20.00,"0,38954921","31,50181961","1,24568974"
20/06/2011 21.00,"0,29809438",,"0,88380453"
20/06/2011 22.00,"0,22270373","21,48962021","0,60644117"
20/06/2011 23.00,"0,27240263",,"0,57346393"
21/06/2011 0.00,"0,39986528","26,61782074","0,90200171"
21/06/2011 1.00,"0,28566033",,"1,16341749"
21/06/2011 2.00,"0,21074035","23,68741989","0,60688255"
21/06/2011 3.00,"0,16304175",,"0,36467484"
21/06/2011 4.00,"0,15907143","23,19902039","0,17672409"
21/06/2011 5.00,"0,21442641",,
21/06/2011 6.00,"0,26310593","19,53602028","0,44318521"
21/06/2011 7.00,"0,30548863",,"0,9045076"
21/06/2011 8.00,"0,2803456","29,30401993","0,67280245"
21/06/2011 9.00,"0,31953271",,"0,9425973"
21/06/2011 10.00,"0,30664664","29,7924099","1,25472172"
21/06/2011 11.00,"0,31766172",,"0,93207338"
21/06/2011 12.00,"0,36287653","28,32722092","1,15881862"
21/06/2011 13.00,"0,3351041",,"1,38963083"
21/06/2011 14.00,"0,25984976","24,17580986","1,04858904"
21/06/2011 15.00,"0,26667549",,"0,77942066"
21/06/2011 16.00,"0,33118154","23,19902039","0,73460249"
21/06/2011 17.00,"0,42122439",,"0,94900338"
21/06/2011 18.00,"0,45017231","29,30401993","1,79234961"
21/06/2011 19.00,"0,57549952",,"1,58537893"
21/06/2011 20.00,"0,57183093","25,39682007","2,84578669"
21/06/2011 21.00,"0,59193417",,"1,82895653"
21/06/2011 22.00,"0,8923236","30,03663063","2,86823086"
21/06/2011 23.00,"0,72749707",,"3,56146383"
22/06/2011 0.00,"0,5397247","33,69963074","2,49401961"
22/06/2011 1.00,"0,37223148",,"1,5670353"
22/06/2011 2.00,"0,25743704","31,74603081","0,86058845"
22/06/2011 3.00,"0,20848374",,"0,46133561"
22/06/2011 4.00,"0,21927048","24,17580986","0,35613611"
22/06/2011 5.00,"0,22274334",,"0,55078381"
22/06/2011 6.00,"0,30780349","19,29179955","0,91897035"
22/06/2011 7.00,"0,57275245",,"1,35908219"
22/06/2011 8.00,"0,68650771","24,42000961","3,17734801"
22/06/2011 9.00,"0,5253486",,"2,38692341"
22/06/2011 10.00,"0,39047072","31,74603081","2,03511972"
22/06/2011 11.00,"0,31743338",,"1,50160253"
22/06/2011 12.00,"0,28952464","40,04883957","1,12476844"
22/06/2011 13.00,"0,22180086",,"0,88836781"
22/06/2011 14.00,"0,17978979","23,19902039","0,43497904"
22/06/2011 15.00,"0,32388631",,"0,66628348"
22/06/2011 16.00,"0,42340061","6,83760691","1,41744273"
22/06/2011 17.00,"0,44966321",,"1,60029628"
22/06/2011 18.00,"0,6007206","22,95482063","1,97733683"
22/06/2011 19.00,"0,81858026",,"3,0048343"
22/06/2011 20.00,"1,11012384","31,25761986","4,50510152"
22/06/2011 21.00,"0,99203478",,"4,41904704"
22/06/2011 22.00,"0,78772873","30,76922989","3,67779337"
22/06/2011 23.00,"0,92854927",,"3,28808914"
23/06/2011 0.00,"1,00578411","29,7924099","5,12402534"
23/06/2011 1.00,"1,10959377",,"4,46668434"
23/06/2011 2.00,"0,68328998","31,74603081","4,09058655"
23/06/2011 3.00,"0,36481859",,"2,10881967"
23/06/2011 4.00,"0,23943313","38,82783127","0,98983288"
23/06/2011 5.00,"0,23641345",,"0,63539923"
23/06/2011 6.00,"0,34216516","35,65322113","0,75761517"
23/06/2011 7.00,"0,66338362",,"1,52051263"
23/06/2011 8.00,"0,91703558","39,80464172","3,76918608"
23/06/2011 9.00,"0,80934181",,"4,46943533"
23/06/2011 10.00,"0,59371779","54,45664978","3,1213347"
23/06/2011 11.00,"0,5093648",,"2,59200044"
23/06/2011 12.00,"0,66577653","45,42124176","2,69309838"
23/06/2011 13.00,"0,81032274",,"3,75797162"
23/06/2011 14.00,"0,45089927","47,37483978","3,03382592"
23/06/2011 15.00,"0,34377403",,"1,22377746"
23/06/2011 16.00,"0,38539249","39,80464172","0,75875116"
23/06/2011 17.00,"0,43344291",,"1,16790653"
23/06/2011 18.00,"0,55363014","44,4444313","2,11961716"
23/06/2011 19.00,"0,61390025",,"2,15483282"
23/06/2011 20.00,"1,04816798","34,92063141","3,28814711"
23/06/2011 21.00,"1,43752146",,"5,70440385"
23/06/2011 22.00,"1,17184554","29,7924099","5,98859535"
23/06/2011 23.00,"0,68578075",,"3,4851634"
24/06/2011 0.00,"1,02025807","45,1770401","3,43418323"
24/06/2011 1.00,"0,7714898",,"3,86259448"
24/06/2011 2.00,"0,63984829","42,73503113","2,82563382"
24/06/2011 3.00,,,"1,9038301"
24/06/2011 4.00,"0,28863574","32,96702957","1,19031206"
24/06/2011 5.00,"0,22718898",,"0,58601981"
24/06/2011 6.00,"0,33643686","33,21123123","0,6293135"
24/06/2011 7.00,"0,66089868",,"1,46353419"
24/06/2011 8.00,"0,5288203","25,15262032","2,84833529"
24/06/2011 9.00,"0,46418843",,"1,81705356"
24/06/2011 10.00,"0,42568751","48,84004974","1,95595644"
24/06/2011 11.00,"0,38752211",,"1,50199713"
24/06/2011 12.00,"0,41361461","53,23564148","1,48885851"
24/06/2011 13.00,"0,42291481",,"1,78166908"
24/06/2011 14.00,"0,28865555","44,93283081","0,88114914"
24/06/2011 15.00,"0,37595948",,"0,69205426"
24/06/2011 16.00,"0,4159749","36,14162064","0,66899786"
24/06/2011 17.00,"0,46949733",,"1,48107032"
24/06/2011 18.00,"0,74379775","31,25761986","2,19064444"
24/06/2011 19.00,"0,85473837",,"3,20341271"
24/06/2011 20.00,"0,97543004","37,85102081","3,69261716"
24/06/2011 21.00,"1,01587651",,"4,634469"
24/06/2011 22.00,"0,44623578","40,53723145","1,6542105"
24/06/2011 23.00,"0,31938825",,"0,59091463"
25/06/2011 0.00,"0,27506815","46,39804077","0,3706487"
25/06/2011 1.00,"0,28727852",,"0,57570539"
25/06/2011 2.00,"0,21763249","37,85102081","0,49523018"
25/06/2011 3.00,"0,1910868",,"0,21712442"
25/06/2011 4.00,"0,17706486","29,30401993","0,25097526"
25/06/2011 5.00,"0,18945463",,
25/06/2011 6.00,"0,21134032","29,7924099","0,10745419"
25/06/2011 7.00,"0,19614057",,"0,17872961"
25/06/2011 8.00,"0,22860446","25,64101982","0,20900774"
25/06/2011 9.00,"0,24455098",,"0,32152658"
25/06/2011 10.00,"0,25548334","26,12940979","0,38379241"
25/06/2011 11.00,"0,27322046",,"0,51663498"
25/06/2011 12.00,"0,30593949","26,86202049","0,5997666"
25/06/2011 13.00,"0,28232377",,"0,73735144"
25/06/2011 14.00,"0,18410612","32,23442078","0,38199334"
25/06/2011 15.00,"0,16369648",,"0,07804356"
25/06/2011 16.00,"0,19745702","21,97801971","0,17173672"
25/06/2011 17.00,"0,18300519",,"0,21112005"
25/06/2011 18.00,"0,23692139","24,42000961","0,36081635"
25/06/2011 19.00,"0,26975925",,"0,3594434"
25/06/2011 20.00,"0,30072844","25,39682007","0,66779474"
25/06/2011 21.00,"0,26700635",,"0,64904838"
25/06/2011 22.00,"0,21643254","20,75702095","0,49588208"
25/06/2011 23.00,"0,21505667",,"0,30596648"
26/06/2011 0.00,"0,27086017","34,92063141","0,48974245"
26/06/2011 1.00,"0,28472251",,"0,73386618"
26/06/2011 2.00,"0,19152018","25,15262032","0,36852826"
26/06/2011 3.00,"0,15785634",,"0,22822802"
26/06/2011 4.00,"0,15470967","23,93161964","0,08545851"
26/06/2011 5.00,"0,1517995",,
26/06/2011 6.00,"0,13829133","27,8388195",
26/06/2011 7.00,"0,14664787",,
26/06/2011 8.00,"0,17771493","18,31501007","0,0770469"
26/06/2011 9.00,"0,19897152",,"0,11948021"
26/06/2011 10.00,"0,24612373","18,55920982","0,36099432"
26/06/2011 11.00,"0,25829565",,"0,46032878"
26/06/2011 12.00,"0,22469122","24,17580986","0,45487766"
26/06/2011 13.00,"0,18373332",,"0,3067333"
26/06/2011 14.00,"0,15933123","17,33819962","0,13290665"
26/06/2011 15.00,"0,14867381",,
26/06/2011 16.00,"0,14686456","13,91940975",
26/06/2011 17.00,"0,16336213",,"0,03895517"
26/06/2011 18.00,"0,19618018","18,55920982","0,12440147"
26/06/2011 19.00,"0,23096358",,"0,25524768"
26/06/2011 20.00,"0,27146947","18,07081032","0,46947669"
26/06/2011 21.00,"0,34406644",,"0,49198901"
26/06/2011 22.00,"0,24769764","17,09399986","0,57526097"
26/06/2011 23.00,"0,21692417",,"0,35135418"
27/06/2011 0.00,"0,21417127","23,68741989","0,18011375"
27/06/2011 1.00,"0,18890359",,"0,20285184"
27/06/2011 2.00,"0,15901551","23,19902039","0,10163593"
27/06/2011 3.00,"0,14483979",,
27/06/2011 4.00,"0,14741444","20,75702095",
27/06/2011 5.00,"0,16113931",,
27/06/2011 6.00,"0,20752495","19,29179955","0,15818011"
27/06/2011 7.00,"0,23173015",,"0,18497298"
27/06/2011 8.00,"0,32220056","23,44322014","0,63562602"
27/06/2011 9.00,"0,34905963",,"1,05122103"
27/06/2011 10.00,"0,33401832","23,93161964","1,04969147"
27/06/2011 11.00,"0,37078805",,"1,24766984"
27/06/2011 12.00,"0,37584182","15,62880993","1,47653247"
27/06/2011 13.00,"0,28906912",,"0,93638241"
27/06/2011 14.00,"0,22262568","12,94260979","0,64901075"
27/06/2011 15.00,"0,21041531",,"0,40534264"
27/06/2011 16.00,"0,25318363","22,71062088","0,4337983"
27/06/2011 17.00,"0,39263413",,"0,6581546"
27/06/2011 18.00,"0,38923233","12,69841003","1,37407785"
27/06/2011 19.00,"0,38673573",,"1,10557663"
27/06/2011 20.00,"0,46601748","8,05860806","1,267601"
27/06/2011 21.00,"0,35582479",,"1,2049416"
27/06/2011 22.00,"0,26901132","20,02441978","0,66021504"
27/06/2011 23.00,"0,23462168",,"0,4558672"
28/06/2011 0.00,"0,21330568","16,84980965","0,33049246"
28/06/2011 1.00,"0,18790052",,"0,1420271"
28/06/2011 2.00,"0,1902014","11,96580982","0,13040076"
28/06/2011 3.00,"0,18129381",,"0,1703536"
28/06/2011 4.00,"0,16731381","19,29179955","0,03719779"
28/06/2011 5.00,"0,17767648",,"0,17382767"
28/06/2011 6.00,"0,21110383","19,29179955","0,30093539"
28/06/2011 7.00,"0,25969132",,"0,41933453"
28/06/2011 8.00,"0,28132071","20,75702095","0,49612209"
28/06/2011 9.00,"0,35708299",,"0,9601497"
28/06/2011 10.00,"0,34156868","25,88521957","1,10395045"
28/06/2011 11.00,"0,31309608",,"0,93834014"
28/06/2011 12.00,"0,30576241","23,44322014","0,82974488"
28/06/2011 13.00,"0,28995336",,"0,89426336"
28/06/2011 14.00,"0,22624417","18,55920982","0,63801902"
28/06/2011 15.00,"0,22215385",,"0,48520358"
28/06/2011 16.00,"0,27417227","11,96580982","0,48396691"
28/06/2011 17.00,"0,32428474",,"0,80372595"
28/06/2011 18.00,"0,35865574","17,09399986","0,80650439"
28/06/2011 19.00,"0,48096093",,"1,19633981"
28/06/2011 20.00,"0,58922555","16,60560989","2,0416753"
28/06/2011 21.00,"0,42649369",,"1,58186316"
28/06/2011 22.00,"0,28367983","19,53602028","0,68737199"
28/06/2011 23.00,"0,2496828",,"0,4205712"
29/06/2011 0.00,"0,25074412","21,48962021","0,36780822"
29/06/2011 1.00,"0,23861297",,"0,30756623"
29/06/2011 2.00,"0,19867677","14,89620972","0,20191111"
29/06/2011 3.00,,,"0,11670787"
29/06/2011 4.00,"0,17288134","17,33819962",
29/06/2011 5.00,"0,18005541",,
29/06/2011 6.00,"0,21138925","15,87300968","0,2091552"
29/06/2011 7.00,"0,2356597",,"0,20944301"
29/06/2011 8.00,"0,28076617","25,39682007","0,37687884"
29/06/2011 9.00,"0,33695878",,"0,76526504"
29/06/2011 10.00,"0,34308085","32,47863007","1,03193261"
29/06/2011 11.00,"0,30713594",,"0,9902407"
29/06/2011 12.00,"0,2996613","28,81562042","0,94885592"
29/06/2011 13.00,"0,29408911",,"0,88860782"
29/06/2011 14.00,"0,21743211","17,82661057","0,53327615"
29/06/2011 15.00,"0,21484231",,"0,3489866"
29/06/2011 16.00,"0,23834735","18,80340958","0,46491036"
29/06/2011 17.00,"0,31938009",,"0,58764497"
29/06/2011 18.00,"0,37608181","24,66422081","0,94679446"
29/06/2011 19.00,"0,50706742",,"1,72273088"
29/06/2011 20.00,"0,65190488","24,90842056","2,00139498"
29/06/2011 21.00,"0,63277441",,"2,40904824"
29/06/2011 22.00,"0,70689987","25,64101982","2,85453899"
29/06/2011 23.00,"0,69002601",,"2,87385792"
30/06/2011 0.00,"0,74370688","20,75702095","3,18889503"
30/06/2011 1.00,"0,46612",,"2,4396935"
30/06/2011 2.00,"0,29975916","26,61782074","1,1503765"
30/06/2011 3.00,"0,23518904",,"0,46280314"
30/06/2011 4.00,"0,22249403","26,37360954","0,42049899"
30/06/2011 5.00,"0,23917101",,"0,29381028"
30/06/2011 6.00,"0,34671099","18,80340958","0,61196144"
30/06/2011 7.00,"0,62449359",,"1,47476289"
30/06/2011 8.00,"0,5245098","29,54821968","2,44738813"
30/06/2011 9.00,"0,50510556",,"1,90600445"
30/06/2011 10.00,"0,43761128","55,43344116","1,67628449"
30/06/2011 11.00,"0,5084992",,"1,60307371"
30/06/2011 12.00,"0,65143305","53,72404099","2,5026214"
30/06/2011 13.00,"0,75167315",,"3,5853379"
30/06/2011 14.00,"0,37168743","33,94382095","1,909627"
30/06/2011 15.00,"0,43761128",,"1,22793597"
30/06/2011 16.00,"0,51048087","36,14162064","1,88236937"
30/06/2011 17.00,"0,65971387",,"2,28306533"
30/06/2011 18.00,"0,63228395","31,25761986","2,69603649"
30/06/2011 19.00,"0,6857691",,"2,37784363"
30/06/2011 20.00,"0,62586829","40,78144073","2,87490848"
30/06/2011 21.00,"0,33962663",,"1,17967627"
30/06/2011 22.00,"0,37562979","39,80464172","0,88027147"
30/06/2011 23.00,"0,37417936",,"0,80150279"
01/07/2011 0.00,"0,3149263","45,66543961","0,50730096"
01/07/2011 1.00,"0,23477663",,"0,27130102"
01/07/2011 2.00,"0,21378333","40,53723145","0,2788492"
01/07/2011 3.00,"0,19802787",,"0,12367534"
01/07/2011 4.00,"0,18588274","40,29304123","0,16233456"
01/07/2011 5.00,"0,2032459",,"0,20615709"
01/07/2011 6.00,"0,27140772","22,46640968","0,26778322"
01/07/2011 7.00,"0,28681019",,"0,46484731"
01/07/2011 8.00,"0,34315891","28,81562042","0,59385681"
01/07/2011 9.00,"0,37331493",,"0,97156756"
01/07/2011 10.00,"0,36430948","22,71062088","1,25063541"
01/07/2011 11.00,"0,3052335",,"0,71189186"
01/07/2011 12.00,"0,33819484","22,46640968","0,78444871"
01/07/2011 13.00,"0,42130711",,"1,38623507"
01/07/2011 14.00,"0,29538342","18,31501007","1,11464726"
01/07/2011 15.00,"0,3011327",,"0,6628206"
01/07/2011 16.00,"0,28969356","11,23320961","0,55141435"
01/07/2011 17.00,"0,40837677",,"0,80692441"
01/07/2011 18.00,"0,57312874","14,40781021","2,33776163"
01/07/2011 19.00,"0,62706475",,"2,49338907"
01/07/2011 20.00,"0,86123324","15,14041042","3,52971716"
01/07/2011 21.00,"0,6611643",,"3,76677782"
01/07/2011 22.00,"0,44593055","15,14041042","1,82871957"
01/07/2011 23.00,"0,42962637",,"1,80264572"
02/07/2011 0.00,"0,38600994","17,82661057","0,78788109"
02/07/2011 1.00,"0,26106718",,"0,7386532"
02/07/2011 2.00,"0,21625546","29,7924099","0,25028573"
02/07/2011 3.00,"0,24380188",,"0,27887767"
02/07/2011 4.00,"0,1919256","26,86202049","0,32862118"
02/07/2011 5.00,"0,22918463",,"0,40771327"
02/07/2011 6.00,"0,33601746","17,58241081","0,66638518"
02/07/2011 7.00,"0,41218283",,"1,27874224"
02/07/2011 8.00,"0,25961559","16,36141014","0,9153539"
02/07/2011 9.00,"0,27393927",,"0,40033798"
02/07/2011 10.00,"0,36097525","23,93161964","0,65282145"
02/07/2011 11.00,"0,37998689",,"0,9740226"
02/07/2011 12.00,"0,41836315","22,46640968","1,12103808"
02/07/2011 13.00,"0,33099398",,"1,49582496"
02/07/2011 14.00,"0,20772067","15,38461018","0,5979421"
02/07/2011 15.00,"0,2019912",,"0,34088416"
02/07/2011 16.00,"0,24260543","16,11721039","0,3846894"
02/07/2011 17.00,"0,31294347",,"0,56653409"
02/07/2011 18.00,"0,43555156","10,98900986","1,0090013"
02/07/2011 19.00,"0,43517876",,"1,30638735"
02/07/2011 20.00,"0,38838421","12,69841003","1,08298093"
02/07/2011 21.00,"0,32342148",,"0,72502744"
02/07/2011 22.00,"0,25157127","18,07081032","0,34226932"
02/07/2011 23.00,"0,32856146",,"0,39294846"
03/07/2011 0.00,"0,35985569","20,51280975","0,96253558"
03/07/2011 1.00,"0,27627276",,"0,54090569"
03/07/2011 2.00,"0,21228281","26,12940979","0,29445811"
03/07/2011 3.00,"0,18788421",,"0,11591359"
03/07/2011 4.00,"0,16796854","15,87300968",
03/07/2011 5.00,"0,16543816",,
03/07/2011 6.00,"0,15945472","16,36141014",
03/07/2011 7.00,"0,19112058",,"0,09636584"
03/07/2011 8.00,"0,23993758","15,38461018","0,23258078"
03/07/2011 9.00,"0,24858887",,"0,3285866"
03/07/2011 10.00,"0,28684863","9,27960968","0,45658215"
03/07/2011 11.00,"0,31380673",,"0,63934214"
03/07/2011 12.00,"0,28058909","6,34920597","0,61980963"
03/07/2011 13.00,"0,34347346",,"0,89570444"
03/07/2011 14.00,"0,2102126","4,63980484","0,7943909"
03/07/2011 15.00,"0,16512477",,"0,21621318"
03/07/2011 16.00,"0,19635959","4,39560509","0,23367609"
03/07/2011 17.00,"0,30660703",,"0,5336138"
03/07/2011 18.00,"0,51099114","10,25640965","1,31271614"
03/07/2011 19.00,"0,52323412",,"1,93796672"
03/07/2011 20.00,"0,6820411","7,32600689","2,3378379"
03/07/2011 21.00,"0,58127093",,"2,40309879"
03/07/2011 22.00,"0,44975641","4,88400507","1,50611801"
03/07/2011 23.00,"0,45923252",,"1,39297168"
04/07/2011 0.00,"0,48483805","24,17580986","1,40839245"
04/07/2011 1.00,"0,47149531",,"1,72021279"
04/07/2011 2.00,"0,26656132","15,38461018","0,95828656"
04/07/2011 3.00,,,"0,35446416"
04/07/2011 4.00,"0,19706674","21,73381996","0,16956746"
04/07/2011 5.00,"0,21598867",,
04/07/2011 6.00,"0,29337613","24,17580986","0,18958609"
04/07/2011 7.00,"0,54628947",,"1,38511942"
04/07/2011 8.00,"0,41686496","22,95482063","1,50514983"
04/07/2011 9.00,"0,4157454",,"1,50216087"
04/07/2011 10.00,"0,37838851","31,74603081","1,5144503"
04/07/2011 11.00,"0,40880782",,"1,1785891"
04/07/2011 12.00,"0,35793111","25,39682007","1,15000835"
04/07/2011 13.00,"0,54536563",,"2,04071932"
04/07/2011 14.00,"0,30048962","13,91940975","1,47409879"
04/07/2011 15.00,"0,32880727",,"0,83400407"
04/07/2011 16.00,"0,38414594","24,66422081","1,060671"
04/07/2011 17.00,"0,47234226",,"1,32940003"
04/07/2011 18.00,"0,55812005","25,39682007","2,18641881"
04/07/2011 19.00,"0,70876736",,"2,34254255"
04/07/2011 20.00,"0,78926071","13,91940975","3,50711738"
04/07/2011 21.00,"0,66995655",,"2,95975883"
04/07/2011 22.00,"0,5864179","18,31501007","2,57724581"
04/07/2011 23.00,"0,49969646",,"1,82331421"
05/07/2011 0.00,"0,40468256","31,50181961","1,3290217"
05/07/2011 1.00,"0,33122465",,"1,00141346"
05/07/2011 2.00,"0,20795134","35,16482162","0,53460842"
05/07/2011 3.00,"0,16774486",,"0,10806642"
05/07/2011 4.00,"0,16340174","24,42000961","0,06669181"
05/07/2011 5.00,"0,2046707",,"0,17631017"
05/07/2011 6.00,"0,29005471","25,15262032","0,44984656"
05/07/2011 7.00,"0,43630066",,"0,84575957"
05/07/2011 8.00,"0,58325376","16,11721039","1,68371266"
05/07/2011 9.00,"0,68147258",,"2,46597787"
05/07/2011 10.00,"0,51003234","33,21123123","2,42912891"
05/07/2011 11.00,"0,59565402",,"2,33890982"
05/07/2011 12.00,"0,65561074","34,67642975","3,0714356"
05/07/2011 13.00,"0,62684107",,"2,68393216"
05/07/2011 14.00,"0,4303079","25,15262032","2,11225408"
05/07/2011 15.00,"0,37880092",,"1,26977738"
05/07/2011 16.00,"0,49325052","30,76922989","1,35093093"
05/07/2011 17.00,"0,47216518",,"1,6593728"
05/07/2011 18.00,"0,5376044","24,42000961","1,84829173"
05/07/2011 19.00,"0,56898717",,"1,97315899"
05/07/2011 20.00,"0,76151274","27,35042","1,95679953"
05/07/2011 21.00,"0,68078406",,"3,51814776"
05/07/2011 22.00,"0,38968784","31,25761986","1,50512746"
05/07/2011 23.00,"0,48175546",,"0,99090276"
06/07/2011 0.00,"0,51372772","28,81562042","1,58069361"
06/07/2011 1.00,"0,34305522",,"1,313605"
06/07/2011 2.00,"0,24839431","38,0952301","0,59132753"
06/07/2011 3.00,"0,20072018",,"0,29594802"
06/07/2011 4.00,"0,22123583","20,75702095","0,29586869"
06/07/2011 5.00,"0,25957482",,"0,27113322"
06/07/2011 6.00,"0,31803918","11,72161007","0,60060155"
06/07/2011 7.00,"0,40721643",,"1,22168244"
06/07/2011 8.00,"0,33776845","12,21000957","0,70721773"
06/07/2011 9.00,"0,38430321",,"0,93716753"
06/07/2011 10.00,"0,31943368","36,63003159","0,92733823"
06/07/2011 11.00,"0,30605133",,"0,80309337"
06/07/2011 12.00,"0,32979053","31,50181961","0,7778555"
06/07/2011 13.00,"0,38320345",,"0,96735413"
06/07/2011 14.00,"0,28262667","23,19902039","0,88765082"
06/07/2011 15.00,"0,30530456",,"0,68809915"
06/07/2011 16.00,"0,29382815","14,16361046","0,90144236"
06/07/2011 17.00,"0,30109891",,"0,69149898"
06/07/2011 18.00,"0,37190295","20,26861954","0,67990111"
06/07/2011 19.00,"0,61001963",,"1,99443056"
06/07/2011 20.00,"0,81095534","22,22220993","2,6680995"
06/07/2011 21.00,"0,79918418",,"3,02631741"
06/07/2011 22.00,"0,50690898","18,80340958","2,50851288"
06/07/2011 23.00,"0,59370963",,"1,8169061"
07/07/2011 0.00,"0,47996602","22,46640968","2,01244163"
07/07/2011 1.00,"0,41617761",,"1,44699065"
07/07/2011 2.00,"0,37033137","21,24542046","1,14051872"
07/07/2011 3.00,"0,25576294",,"0,66582176"
07/07/2011 4.00,"0,23330174","31,01342964","0,3560517"
07/07/2011 5.00,"0,2109384",,"0,24959824"
07/07/2011 6.00,"0,31438341","18,31501007","0,27688944"
07/07/2011 7.00,"0,5024878",,"1,06030691"
07/07/2011 8.00,"0,4447504","23,68741989","1,702757"
07/07/2011 9.00,"0,40153706",,"1,31280767"
07/07/2011 10.00,"0,47238071","28,08300972","1,38954134"
07/07/2011 11.00,"0,64474362",,"2,15731634"
07/07/2011 12.00,"0,68001749","24,42000961","3,05706335"
07/07/2011 13.00,"0,56413378",,"2,75312985"
07/07/2011 14.00,,"17,33819962",
07/07/2011 15.00,,,"1,64169428"
07/07/2011 16.00,"0,06160287","30,28083038","1,24337505"
07/07/2011 17.00,"0,17279513",,"1,48587361"
07/07/2011 18.00,"0,28632205","18,55920982","1,83956079"
07/07/2011 19.00,"0,604988",,"3,75624679"
07/07/2011 20.00,"0,93629186","16,60560989","4,32083027"
07/07/2011 21.00,"0,56061548",,"5,31600647"
07/07/2011 22.00,"0,70416911","19,78022003","3,63198464"
07/07/2011 23.00,"1,19211421",,"6,08805388"
08/07/2011 0.00,"0,87767256","26,86202049","5,93579474"
08/07/2011 1.00,"0,666733",,"4,20597639"
08/07/2011 2.00,"0,35962152","32,47863007","3,39651558"
08/07/2011 3.00,"0,14200185",,"2,50783149"
08/07/2011 4.00,"0,0094167","35,89743042","1,5723837"
08/07/2011 5.00,"0,0002598",,"0,79007476"
08/07/2011 6.00,"0,02054012","33,45542145","0,55333038"
08/07/2011 7.00,"0,30836968",,"1,3283637"
08/07/2011 8.00,"0,48450603","27,8388195","3,26624907"
08/07/2011 9.00,"0,3787217",,"2,94328038"
08/07/2011 10.00,"0,33617706","39,56044006","2,78565351"
08/07/2011 11.00,"0,27671197",,"2,77730496"
08/07/2011 12.00,"0,25686386","38,58362961","2,14412585"
08/07/2011 13.00,"0,19028528",,"2,35452891"
08/07/2011 14.00,"0,04570179","25,64101982","1,428466"
08/07/2011 15.00,"0,02573485",,"1,01740375"
08/07/2011 16.00,"0,04999248","26,37360954","0,95677835"
08/07/2011 17.00,"0,14526385",,"1,47814746"
08/07/2011 18.00,"0,20398218","21,0012207","1,49090166"
08/07/2011 19.00,"0,45109849",,"2,68632007"
08/07/2011 20.00,"0,61994427","20,75702095","3,30009991"
08/07/2011 21.00,"0,46805739",,"3,66698673"
08/07/2011 22.00,"0,34350724","24,17580986","2,69654194"
08/07/2011 23.00,"0,36651832",,"2,1378957"
09/07/2011 0.00,"0,62078773","31,74603081","2,5773231"
09/07/2011 1.00,"0,63517315",,"3,85436593"
