 Lecce,,,,,,
,Surbo,,,,,,
Parm,SO2,NOX,NO2,CO,DV,PM10
,,,,
,,,,
,,,,,
,,,,,,
,,,,
01/01/2010 1.00,"0,3840253","20,51034904","7,22006381","0,39769605","155,9548035","29,5"
01/01/2010 2.00,"0,4516853","21,1821876","7,84823229","0,35946308","155,9326019","29,5"
01/01/2010 3.00,"0,326876","21,8734712","8,05978553","0,28564053","152,8795013","29,5"
01/01/2010 4.00,"0,40276048","22,0770992","8,06887135","0,28207213","7,29598999","29,5"
01/01/2010 5.00,"0,51279581","21,99149896","7,71065815","0,24958844","152,1817017","29,5"
01/01/2010 6.00,"0,45930161","23,34163864","8,46082944","0,26125591","153,4503021","29,5"
01/01/2010 7.00,"0,67714708","24,04978608","9,00723315","0,23169637","173,054306","29,5"
01/01/2010 8.00,"0,50231664","23,55304848","8,02993538","0,23124901","181,2373047","29,5"
01/01/2010 9.00,"0,52016804","22,84230072","7,58736092","0,22926152","177,4309998","29,5"
01/01/2010 10.00,"0,46000232","19,898184","6,35308462","0,27288145","207,3029022","29,5"
01/01/2010 11.00,"0,52495099","17,90862563","5,53412722","0,28840973","218,1916046","29,5"
01/01/2010 12.00,"0,47962127","16,72189503","5,092851","0,30335086","222,1909027","29,5"
01/01/2010 13.00,"0,50542358","16,02023118","4,83846705","0,27489573","218,3672028","29,5"
01/01/2010 14.00,"0,38795499","16,46898332","5,28233976","0,28404564","217,4022064","29,5"
01/01/2010 15.00,"0,4179931","17,17713267","5,04482921","0,26029013","217,5319061","29,5"
01/01/2010 16.00,"0,51069367","17,65831042","4,96306444","0,24134839","220,6846008","29,5"
01/01/2010 17.00,"0,52976445","18,70885882","5,57695602","0,21928679","216,5426025","29,5"
01/01/2010 18.00,"0,50984041","19,95653824","5,90272258","0,19737896","219,5272064","29,5"
01/01/2010 19.00,"0,47020792","20,54535776","6,2531482","0,20598365","213,4954071","29,5"
01/01/2010 20.00,"0,52659548","20,5985496","6,37125435","0,22642125","214,1750031","29,5"
01/01/2010 21.00,"0,5923364","20,4429128","6,22589264","0,21458601","218,5231018","29,5"
01/01/2010 22.00,"0,64960875","20,24058496","6,15321178","0,23372463","220,638504","29,5"
01/01/2010 23.00,"0,62630318","20,47404016","6,30116808","0,22583409","217,3880005","29,5"
02/01/2010 0.00,"0,50822643","20,26393048","5,92219056","0,24925292","217,7722015","29,5"
02/01/2010 1.00,,"20,24058496","5,69376583","0,23934809","217,3959045","22,2999897"
02/01/2010 2.00,"0,89915614",,,,"219,9747009","22,2999897"
02/01/2010 3.00,"0,71899154","20,71397704","5,87027594","0,18251589","219,8715057","22,2999897"
02/01/2010 4.00,"0,78920726","20,68414984","5,76774302","0,13583318","219,2834015","22,2999897"
02/01/2010 5.00,"0,74932255","20,6283768","5,63406363","0,17437487","220,504303","22,2999897"
02/01/2010 6.00,"0,75402312","20,8229228","5,5393183","0,18194155","227,8157044","22,2999897"
02/01/2010 7.00,"0,80861873","21,25480536","5,75606262","0,18920649","237,2870026","22,2999897"
02/01/2010 8.00,"0,75008021","22,82155552","7,17982959","0,1564863","227,6345062","22,2999897"
02/01/2010 9.00,"0,87398132","23,89284912","8,17399885","0,15892348","245,7057037","22,2999897"
02/01/2010 10.00,"0,69730503","20,50774872","6,69312617","0,17871566","255,3603058","22,2999897"
02/01/2010 11.00,"0,75008021","18,17580278","6,03770213","0,26218791","269,7539063","22,2999897"
02/01/2010 12.00,"0,71186339","18,86190294","6,87872401","0,31348403","270,1730042","22,2999897"
02/01/2010 13.00,"0,92979022","19,84629232","8,24019038","0,37056903","266,3257141","22,2999897"
02/01/2010 14.00,"0,77616525","17,91770381","6,70351024","0,36725577","255,9409027","22,2999897"
02/01/2010 15.00,"0,74917102","17,82432364","6,15191545","0,28806722","218,7633057","22,2999897"
02/01/2010 16.00,"0,73537033","18,70107698","6,38423301","0,27976194","226,0489044","22,2999897"
02/01/2010 17.00,"0,82818276","20,01101112","6,8475737","0,22665774","233,4340057","22,2999897"
02/01/2010 18.00,"0,91993244","20,6880312","6,82291464","0,21151973","242,3435059","22,2999897"
02/01/2010 19.00,"0,74901948","21,03433264","6,98514784","0,19759449","245,4326019","22,2999897"
02/01/2010 20.00,"0,70230969","20,97595928","6,87093452","0,21584072","244,6569061","22,2999897"
02/01/2010 21.00,"0,90234139","21,24444232","6,79695733","0,17511348","247,5473023","22,2999897"
02/01/2010 22.00,"0,94586594","21,418224","6,64899912","0,19263741","246,9676056","22,2999897"
02/01/2010 23.00,"0,92417943","20,78271344","6,22978547","0,18265569","249,2897034","22,2999897"
03/01/2010 0.00,"0,84016302","20,49218504","5,98838209","0,19749896","252,1213074","22,2999897"
03/01/2010 1.00,"0,74795774","21,10955072","6,30895757","0,20228361","241,5110016","11,10000038"
03/01/2010 2.00,"0,76949271","22,14193512","6,6399133","0,13124424","255,7505035","11,10000038"
03/01/2010 3.00,"0,9639126","22,65683672","6,95140295","0,13639587","270,2155151","11,10000038"
03/01/2010 4.00,"0,76706615","22,91233728","7,48482992","0,14752745","238,1614075","11,10000038"
03/01/2010 5.00,"0,88368757","22,70482792","7,0747021","0,16227868","259,0187988","11,10000038"
03/01/2010 6.00,"0,96118297","23,2651204","6,64640262","0,14381925","270,3663025","11,10000038"
03/01/2010 7.00,"1,0332181","23,30142928","6,50493566","0,07649157","290,7351074","11,10000038"
03/01/2010 8.00,"1,07977636","24,1898592","7,31480723","0,09607056","294,5971069","11,10000038"
03/01/2010 9.00,"0,97240557","24,31956928","7,69638125","0,08287228","290,5350037","11,10000038"
03/01/2010 10.00,"0,79679001","22,23661736","7,14738104","0,15104691","307,6546021","11,10000038"
03/01/2010 11.00,"1,17289186","19,94357488","7,00201933","0,12548565","303,158905","11,10000038"
03/01/2010 12.00,"0,93525049","19,6258196","7,30053033","0,20162073","311,4978027","11,10000038"
03/01/2010 13.00,"1,10464709","21,33134272","7,62759322","0,20258651","298,2359009","11,10000038"
03/01/2010 14.00,"1,00819583","20,7061952","7,36153078","0,21340703","313,3684998","11,10000038"
03/01/2010 15.00,"1,04883922","20,63485848","6,76580702","0,18375312","323,0505066","11,10000038"
03/01/2010 16.00,"1,24083255","21,56737912","6,93193497","0,11909795","323,9122009","11,10000038"
03/01/2010 17.00,"1,08796524","23,12116592","7,38878634","0,16437218","323,1177979","11,10000038"
03/01/2010 18.00,"1,19275794","23,10170176","8,08833934","0,22249636","323,0187073","11,10000038"
03/01/2010 19.00,"1,04019472","23,1185656","9,33299971","0,23983622","322,2687988","11,10000038"
03/01/2010 20.00,"1,14635223","21,2924144","8,20514915","0,24985639","322,6763001","11,10000038"
03/01/2010 21.00,"1,0925153","20,53499472","8,07665893","0,19939907","317,315094","11,10000038"
03/01/2010 22.00,"0,98044292","20,1705484","8,22202064","0,27644868","321,2495117","11,10000038"
03/01/2010 23.00,"1,00910503","18,23675925","7,38229701","0,24409779","326,1315002","11,10000038"
04/01/2010 0.00,"0,8889953","17,37946051","6,62044531","0,18056568","322,5780945","11,10000038"
04/01/2010 1.00,,"16,94756839","6,06365944","0,14323675","322,0617065","16,39999962"
04/01/2010 2.00,"0,60270268",,,,"352,0870056","16,39999962"
04/01/2010 3.00,"0,66087914","16,85029539","4,86961735","0,13845443","0,680237","16,39999962"
04/01/2010 4.00,"0,62410239","16,73226954","4,61133866","0,11346168","9,73529434","16,39999962"
04/01/2010 5.00,"0,64392677","17,01371403","4,59706366","0,06368939","9,8800602","16,39999962"
