"NetC","","","","","","",""
"Stat","GROTTAGLIE","","","","","",""
,SO2,NO2,NOX,CO,O3,PM10
25/10/2012 16.00,"16,050222","11,835295","22,632206","0,379552","94,683779",
25/10/2012 17.00,"15,810073","13,525125","21,453256","0,294141","83,197339",
25/10/2012 18.00,"14,988511","17,089083","25,014748","0,342627","72,721473",
25/10/2012 19.00,"14,105561","17,788635","25,719006","0,393041","66,051247",
25/10/2012 20.00,"13,906942","15,859998","23,786515","0,377468","64,863695",
25/10/2012 21.00,"13,854579","8,530913","16,426184","0,299331","51,969889",
25/10/2012 22.00,"12,980655","11,273317","19,286013","0,302321","57,041034",
25/10/2012 23.00,"13,666793","8,499765","16,336692","0,302832","56,611242",
26/10/2012 0.00,"14,195842","11,887211","19,755518","0,322454","30,494967",
26/10/2012 1.00,"14,105561","14,981338","23,020001","0,314315","33,028082","37,700001"
26/10/2012 2.00,"13,84555",,,"0,314471","44,885324",
26/10/2012 3.00,"13,776937","6,660679","14,694721",,"48,195855",
26/10/2012 4.00,"14,320431","8,031232","15,858109","0,316221",,
26/10/2012 5.00,"15,16727","18,78021","26,6658","0,250822","43,927724",
26/10/2012 6.00,"15,981608","19,448613","27,33763","0,293686","36,810659",
26/10/2012 7.00,"15,39839","27,730336","36,369763","0,361682","35,734381",
26/10/2012 8.00,"16,470933","35,503293","48,947823","0,439743","30,990603",
26/10/2012 9.00,"16,490794","25,261782","38,665408","0,37517","35,447559",
26/10/2012 10.00,"16,738166","16,157211","27,812324","0,276501","44,960415",
26/10/2012 11.00,"16,015914","5,874169","14,196684","0,231669","74,085988",
26/10/2012 12.00,"16,171199","6,176573","14,719365","0,296557","82,104291",
26/10/2012 13.00,"17,034288","4,298552","12,432799","0,266355","84,152799",
26/10/2012 14.00,"16,96748","4,058446","12,094289","0,254597","82,781267",
26/10/2012 15.00,"16,698441","5,404339","13,436656","0,233164","83,506752",
26/10/2012 16.00,"17,290687","5,064298","13,026813","0,244333","83,451212",
26/10/2012 17.00,"17,355691","5,680787","13,777761","0,241187","78,093028",
26/10/2012 18.00,"17,411665","11,234381","19,164097","0,25495","65,815312",
26/10/2012 19.00,"17,713205","8,955317","16,815274","0,238473","63,486307",
26/10/2012 20.00,"18,224197","8,617871","16,309456","0,247243","65,063816",
26/10/2012 21.00,"18,274755","4,98902","12,917867","0,209962","68,765758",
26/10/2012 22.00,"19,004229","2,038958","9,543139","0,170636","69,23606",
26/10/2012 23.00,"19,349103","1,00585","8,477026","0,160136","71,127103",
27/10/2012 0.00,"19,71745","0,328361","7,916733","0,14641","74,7004",
27/10/2012 1.00,"20,318726","0,166128","7,613242","0,145585","76,600583","24,6"
27/10/2012 2.00,"20,511927","0,242702","7,526343","0,152585","76,668071",
27/10/2012 3.00,"20,845968","0,394553","8,068479","0,149163","77,898303",
27/10/2012 4.00,"22,109907","0,755362","8,43293","0,157619","81,386539",
27/10/2012 5.00,"22,006986","1,338107","9,274666","0,147787","80,360873",
27/10/2012 6.00,"22,740071","2,234936","10,052851","0,149714","73,526409",
27/10/2012 7.00,"23,057862","8,469913","16,40154","0,204338","57,428643",
27/10/2012 8.00,"23,370236","6,102594","14,144806","0,283147","56,340417",
27/10/2012 9.00,"23,196896","11,649699","20,756781","0,223057","48,791009",
27/10/2012 10.00,"24,036511","16,785381","29,181928","0,42775","47,352689",
27/10/2012 11.00,"23,948036","5,434191","13,565058","0,190456","61,134805",
27/10/2012 12.00,"22,868271","4,95917","13,051455","0,140512","54,868356",
27/10/2012 13.00,"24,583616","7,140893","16,527348","0,140236","44,96323",
27/10/2012 14.00,"24,832794","3,858573","12,251222","0,160057","54,7847",
27/10/2012 15.00,"25,735607","2,933191","11,045035","0,183928","57,122141",
27/10/2012 16.00,"25,618241","3,789786","11,760966","0,171225","61,307742",
27/10/2012 17.00,"26,044369","3,767723","11,702602","0,167018","64,041666",
27/10/2012 18.00,"26,764814","1,365362","9,257806","0,12542","68,381923",
27/10/2012 19.00,"26,795511","1,373148","9,309683","0,084809","67,13482",
27/10/2012 20.00,"26,371188","1,313447","9,218897","0,095837","62,06697",
27/10/2012 21.00,"26,318825","3,981872","11,737621","0,126315","53,061674",
27/10/2012 22.00,"26,436191","2,757978","10,622222","0,123091","51,274671",
27/10/2012 23.00,"25,946866","6,158403","14,03067","0,195332","43,420166",
28/10/2012 0.00,"27,102467","1,649596","9,231866","0,179641","57,55448",
28/10/2012 1.00,"26,448829","0,427","8,145001","0,20827","64,3313","15,1"
28/10/2012 2.00,"25,206557",,,"0,216923","67,126388",
28/10/2012 3.00,"24,816542","0,443873","8,030866",,"66,097914",
28/10/2012 4.00,"24,298328","0,37249","7,995848","0,152019",,
28/10/2012 5.00,"24,78043","0,10383","7,610647","0,140715","70,298842",
28/10/2012 6.00,"24,874323","0,459447","7,76758","0,146367","70,135235",
28/10/2012 7.00,"24,063596","0,752766","8,610613","0,155967","69,792573",
28/10/2012 8.00,"23,25648","4,395893","12,369248","0,167348","62,256144",
28/10/2012 9.00,"23,014526","14,20521","23,498587","0,324515","52,002294",
28/10/2012 10.00,"25,074748","8,602297","17,188804","0,215853","60,335698",
28/10/2012 11.00,"24,959188","2,068808","10,186437","0,146483","70,357822",
28/10/2012 12.00,"25,562267","1,732659","9,668946","0,135566","72,205242",
28/10/2012 13.00,"25,852973","1,505532","9,441976","0,160884","74,522418",
28/10/2012 14.00,"25,639908","1,069447","8,853149","0,160148","76,767264",
28/10/2012 15.00,"24,836404","1,50034","9,414739","0,135605","75,367841",
28/10/2012 16.00,"24,753345","1,718383","9,646898","0,129062","72,672889",
28/10/2012 17.00,"23,684415","1,704107","9,640413","0,122289","70,453316",
28/10/2012 18.00,"24,334441","2,547723","10,447132","0,148264","61,665613",
28/10/2012 19.00,"22,88452","2,338765","10,274633","0,157089","57,35216",
28/10/2012 20.00,"23,753029","4,36085","12,295318","0,12825","48,219687",
28/10/2012 21.00,"22,471032","5,444574","12,92954","0,180935","44,8654",
28/10/2012 22.00,"21,488772","1,983149","9,58594","0,198124","49,912629",
28/10/2012 23.00,"21,72892","1,65349","9,355078","0,194329","57,442037",
29/10/2012 0.00,"22,082824","0,965617","8,819426","0,210549","57,132381",
29/10/2012 1.00,"20,752075","1,303064","9,205926","0,197814","53,545679","8,4"
29/10/2012 2.00,"20,688879","0,642446","8,321389","0,202536","64,185722",
29/10/2012 3.00,"20,641933","0,332255","7,881715","0,198588","68,060311",
29/10/2012 4.00,"21,035559","0,12849","7,496514","0,222937","66,016986",
29/10/2012 5.00,"21,017502","1,491255","9,240944","0,209466","64,164649",
29/10/2012 6.00,"20,732214","0,199873","7,833726","0,220382","67,950776",
29/10/2012 7.00,"20,502899","0,903319","8,497779","0,210124","69,989185",
29/10/2012 8.00,"20,223027","1,810532","9,746764","0,228047","71,102834",
29/10/2012 9.00,"22,738265","15,008593","25,755322","0,309534","57,87949",
29/10/2012 10.00,"24,13221","13,266849","23,746308","0,282978","62,093941",
29/10/2012 11.00,"23,063278","3,944234","12,501539","0,211478","74,351086",
29/10/2012 12.00,"22,555897","3,462723","11,493789","0,227505","77,289683",
29/10/2012 13.00,"22,266997","3,081149","11,083944","0,250693","78,156871",
29/10/2012 14.00,"21,922121","3,274532","11,476928","0,248487","79,683395",
29/10/2012 15.00,"22,355472","2,846233","10,963327","0,293469","78,462311",
29/10/2012 16.00,"21,867953","2,567191","10,5029","0,251854","72,979745",
29/10/2012 17.00,"22,108101","2,022084","9,958172","0,244499","63,012385",
29/10/2012 18.00,"21,156535","2,349149","10,285009","0,265674","60,829327",
29/10/2012 19.00,"18,708105","5,146063","12,878958","0,283868","57,356376",
29/10/2012 20.00,"20,322336","3,308276","11,205861","0,277558","54,120052",
29/10/2012 21.00,"20,082188","1,889702","9,502932","0,271249","58,663117",
29/10/2012 22.00,"19,876347","1,789766","9,720826","0,287391","61,742154",
29/10/2012 23.00,"19,159511","1,139532","8,719561","0,285533","66,638407",
30/10/2012 0.00,"19,101731","1,077233","8,849258","0,283675","60,747173",
30/10/2012 1.00,"18,881445","1,544468","9,592426","0,286346","55,480165","6,5"
30/10/2012 2.00,"18,691855",,,"0,275545","52,335128",
30/10/2012 3.00,"19,006034","1,893596","9,829772",,"45,713627",
30/10/2012 4.00,"18,574489","5,275851","13,440547","0,238703",,
30/10/2012 5.00,"18,166417","8,795679","16,913846","0,25739","36,244717",
30/10/2012 6.00,"18,115859","8,798276","17,306829","0,277132","38,892291",
30/10/2012 7.00,"18,460735","6,201233","14,238188","0,291558","47,636131",
30/10/2012 8.00,"18,572683","6,475084","14,729739","0,26861","49,59564",
30/10/2012 9.00,"18,764079","6,709998","16,361334","0,285772","52,486763",
30/10/2012 10.00,"18,021966","2,558106","10,841411","0,293864","66,619259",
30/10/2012 11.00,"16,526907","4,433532","13,388668","0,382879","67,988409",
30/10/2012 12.00,"0,684333","1,731361","9,680618","0,329791","71,469202",
30/10/2012 13.00,"1,041847","1,312149","9,401768","0,32854","73,224949",
30/10/2012 14.00,"1,579924","1,207021","9,143672","0,317632","75,558494",
30/10/2012 15.00,"1,422835","1,737851","9,674132","0,30825","75,72946",
30/10/2012 16.00,"1,621454","1,349787","9,286339","0,280025","76,949273",
30/10/2012 17.00,"2,251618","7,910531","15,620763","0,399298","70,475492",
30/10/2012 18.00,"1,904936","16,594592","24,839658","0,346445","57,862165",
30/10/2012 19.00,"1,426445","18,037826","26,01731","0,354537","53,528628",
30/10/2012 20.00,"1,128517","16,142933","24,333838","0,311261","55,217381",
30/10/2012 21.00,"1,370472","15,144869","23,198985","0,308602","55,533498",
30/10/2012 22.00,"1,531172","13,018955","20,999316","0,302973","56,548845",
30/10/2012 23.00,"1,765903","8,981275","16,91255","0,291558","60,444146",
31/10/2012 0.00,"0,776419","10,377785","18,267887","0,301683","59,838429",
31/10/2012 1.00,"1,489642","8,08704","15,724521","0,293473","63,382019",12
31/10/2012 2.00,"2,071054","6,399807","14,332866","0,286476","65,390382",
31/10/2012 3.00,"1,672011","4,223276","12,134494","0,266147","66,633916",
31/10/2012 4.00,"2,009663","3,554872","11,489897","0,284755","65,936088",
31/10/2012 5.00,"2,894421","5,207063","13,140946","0,264817","65,588563",
31/10/2012 6.00,"2,607325","9,752212","18,397584","0,2699","60,446238",
31/10/2012 7.00,"2,937756","11,558849","19,618037","0,248555","57,101529",
31/10/2012 8.00,"3,029843","19,285081","28,205307","0,292887","50,793821",
31/10/2012 9.00,"4,40212","18,891827","28,816182","0,351331","54,334622",
31/10/2012 10.00,"4,281143","14,883998","25,17298","0,319118","59,569758",
31/10/2012 11.00,"4,604349","12,980018","23,279396","0,303911","64,292692",
31/10/2012 12.00,"6,628458","11,273317","20,833303","0,293082","68,298248",
31/10/2012 13.00,"6,251082","11,519913","20,357314","0,243864","68,518765",
31/10/2012 14.00,"6,56165","10,53872","19,854087","0,212277","73,963257",
31/10/2012 15.00,"6,792771","11,926146","20,296355","0,237609","72,513156",
31/10/2012 16.00,"6,780131","16,245466","24,659377","0,187492","61,451117",
31/10/2012 17.00,"7,832812","17,750997","26,371384","0,180767","55,3081",
31/10/2012 18.00,"7,697389","12,305124","20,493496","0,241479","63,955639",
31/10/2012 19.00,"8,296857","9,992317","18,094093","0,22291","67,270345",
31/10/2012 20.00,"9,029942","8,722998","16,810088","0,208797","69,116106",
31/10/2012 21.00,"8,755487","8,478998","16,65056","0,193277","70,007237",
31/10/2012 22.00,"9,418152","4,767085","12,659769","0,179438","75,96952",
31/10/2012 23.00,"10,947519","1,727468","9,916668","0,123222","77,737131",
01/11/2012 0.00,"11,785329","1,691127","9,627444","0,101759","69,090985",
01/11/2012 1.00,"11,658936","2,236233","9,779189","0,114739","65,736507","12,9"
01/11/2012 2.00,"11,834082",,,"0,094887","64,090319",
01/11/2012 3.00,"12,045341","0,067489","7,544501",,"62,83492",
01/11/2012 4.00,"12,785647","0,107724","7,60935","0,04385",,
01/11/2012 5.00,"12,547305","0,16483","7,739047","0,034202","62,278853",
01/11/2012 6.00,"12,413688","1,388724","9,213708","0,09128","53,525431",
01/11/2012 7.00,"12,419105","2,354341","10,231833","0,136791","47,003519",
01/11/2012 8.00,"12,339658","5,67819","13,689566","0,15338","46,624586",
01/11/2012 9.00,"12,512998","4,415361","12,853018","0,124398","58,92527",
01/11/2012 10.00,"10,956547","1,763808","9,700072","0,138635","75,422323",
01/11/2012 11.00,"10,889739","1,155106","9,091793","0,14287","86,001658",
01/11/2012 12.00,"10,676674","1,401702","9,338217","0,150164","86,686557",
01/11/2012 13.00,"11,010716","1,822213","9,776595","0,162597","86,569366",
01/11/2012 14.00,"10,642367","2,974723","10,975","0,143615","80,78919",
01/11/2012 15.00,"10,640562","3,321254","11,697415","0,13487","76,472821",
01/11/2012 16.00,"9,949006","3,42768","11,314807","0,168009","69,484256",
01/11/2012 17.00,"9,808168","5,396553","13,186341","0,140282","60,375051",
01/11/2012 18.00,"9,239395","17,100764","25,205404","0,228757","41,329302",
01/11/2012 19.00,"9,394679","26,167697","35,748511","0,275622","32,223606",
01/11/2012 20.00,"8,602009","8,661998","16,615541","0,175381","40,727212",
01/11/2012 21.00,"7,706418","2,999383","10,796016","0,144909","55,632737",
01/11/2012 22.00,"7,103338","5,571765","13,544305","0,153106","56,801823",
01/11/2012 23.00,"6,227608","2,269978","10,205894","0,164753","58,173717",
02/11/2012 0.00,"7,422934","4,92802","12,862096","0,180362","59,674723",
02/11/2012 1.00,"6,778325","1,29917","9,087902","0,138791","70,912287","12,4"
02/11/2012 2.00,"6,982361","0,558085","8,369376","0,130713","69,09479",
02/11/2012 3.00,"7,125006","1,061659","8,787003","0,113143","67,259759",
02/11/2012 4.00,"7,552939","0,498383","8,247462","0,09475","67,66115",
02/11/2012 5.00,"7,195425","1,752128","9,6884","0,085965","51,463038",
02/11/2012 6.00,"6,832495","3,545786","11,597547","0,149694","63,767234",
02/11/2012 7.00,"8,3745","22,815293","36,818515","0,221736","29,101592",
02/11/2012 8.00,"11,147942","39,298271","78,839196","0,442533","13,269081",
02/11/2012 9.00,"13,639709","35,618803","82,497957","0,380098","36,194717",
02/11/2012 10.00,"7,592663","9,86253","19,489637","0,112241","68,322883",
02/11/2012 11.00,"6,951666","6,607466","15,409355","0,077018","74,901632",
02/11/2012 12.00,"7,242371","5,139573","13,605264","0,083023","78,253819",
02/11/2012 13.00,"7,654055","3,008468","11,166952","0,099143","85,680267",
02/11/2012 14.00,"7,648637","3,357595","11,367983","0,101573","89,004379",
02/11/2012 15.00,"10,046511","12,075402","20,825522","0,321781","77,333145",
02/11/2012 16.00,"8,730209","6,532191","14,475534","0,094398","83,524537",
02/11/2012 17.00,"7,386821","21,320146","30,106671","0,100907","58,51897",
02/11/2012 18.00,"7,433767","20,409039","28,816182","0,098554","60,003835",
02/11/2012 19.00,"6,310668","10,206466","18,136892","0,086828","72,933976",
02/11/2012 20.00,"5,718422","8,80087","16,737457","0,121261","74,818832",
02/11/2012 21.00,"5,402437","4,170064","12,11504","0,133379","77,523312",
02/11/2012 22.00,"4,900472","6,075339","14,060501","0,151733","62,600248",
02/11/2012 23.00,"5,147843","1,724872","9,661163","0,106162","65,285779",
03/11/2012 0.00,"4,468928","1,214809","9,151453","0,124447","66,26751",
03/11/2012 1.00,"3,983214","1,634021","9,299308","0,094868","64,139854","12,5"
03/11/2012 2.00,"3,053315",,,"0,103221","61,833254",
03/11/2012 3.00,"2,963035","1,62234","9,539249",,"64,278796",
03/11/2012 4.00,"3,501112","4,833276","12,767417","0,164578",,
03/11/2012 5.00,"3,636534","1,330319","9,235757","0,151875","59,655043",
03/11/2012 6.00,"3,869459","8,741169","18,594725","0,161253","49,08468",
03/11/2012 7.00,"3,302493","10,449167","18,749065","0,18195","46,854068",
03/11/2012 8.00,"6,363031","30,27676","54,306921","0,401849","17,920811",
03/11/2012 9.00,"4,219752","6,694424","15,494955","0,18844","61,212438",
03/11/2012 10.00,"3,930851","12,007913","22,66463","0,279177","57,445314",
03/11/2012 11.00,"18,863389","26,48438","43,715825","0,484276","46,056921",
03/11/2012 12.00,"29,532842","13,037125","24,973245","0,273122","66,460371",
03/11/2012 13.00,"10,976409","4,192127","12,567685","0,157138","77,187377",
03/11/2012 14.00,"7,648637","3,332936","11,602735","0,158088","76,626238",
03/11/2012 15.00,"5,342851","2,894254","10,829738","0,165013","78,375789",
03/11/2012 16.00,"4,882417","3,944234","11,878992","0,161017","76,706298",
03/11/2012 17.00,"4,779496","10,668508","18,655682","0,207553","60,200166",
03/11/2012 18.00,"5,295905","23,869165","31,953562","0,269086","47,042735",
03/11/2012 19.00,"4,409343","26,084634","34,027427","0,354996","42,501444",
03/11/2012 20.00,"4,752411","40,680504","49,119021","0,393776","26,353149",
03/11/2012 21.00,"4,85172","34,645397","43,304686","0,365244","32,057789",
03/11/2012 22.00,"4,387675","37,169758","46,123009","0,315741","31,369251",
03/11/2012 23.00,"4,196278","31,473399","39,760054","0,283767","33,051263",
04/11/2012 0.00,"4,893251","33,712226","41,906546","0,311705","28,642246",
04/11/2012 1.00,"4,483373","20,507679","28,49583","0,246332","33,091643","11,7"
04/11/2012 2.00,"4,362396","29,359165","38,715989","0,300546","19,473887",
04/11/2012 3.00,"6,207747","42,993307","55,188864","0,40268","5,476983",
04/11/2012 4.00,"6,254693","32,507803","42,980441","0,369756","8,800906",
04/11/2012 5.00,"5,945931","26,268931","34,670724","0,347754","20,567751",
04/11/2012 6.00,"6,332335","34,747928","48,550947","0,352384","9,285738",
04/11/2012 7.00,"6,624847","38,37808","49,783072","0,341343","14,11679",
04/11/2012 8.00,"6,27636","33,866674","47,702726","0,460019","17,22322",
04/11/2012 9.00,"6,563455","25,638165","39,440998","0,42298","34,417898",
04/11/2012 10.00,"5,32299","7,737914","16,554584","0,216456","65,384051",
04/11/2012 11.00,"5,055757","2,285552","10,338186","0,138104","75,979467",
04/11/2012 12.00,"5,678698","2,515276","10,65335","0,148551","77,435222",
04/11/2012 13.00,"6,169829","1,874127","9,867383","0,175262","79,645648",
04/11/2012 14.00,"5,920652","1,440638","9,382313","0,185313","79,159698",
04/11/2012 15.00,"5,427716","1,136936","9,039912","0,149502","77,619019",
04/11/2012 16.00,"6,550816","1,944213","9,880354","0,118675","74,898976",
04/11/2012 17.00,"5,555916","5,549701","13,483347","0,127064","71,001662",
04/11/2012 18.00,"6,307057","10,220743","18,299015","0,17269","64,029246",
04/11/2012 19.00,"6,079547","13,841806","21,769719","0,159671","59,467768",
04/11/2012 20.00,"6,493036","10,833339","18,614179","0,107357","71,329568",
04/11/2012 21.00,"6,54901","9,312233","17,206962","0,107159","70,327746",
04/11/2012 22.00,"6,630263","9,156488","17,033168","0,124057","71,275969",
04/11/2012 23.00,"6,218581","3,819638","11,702602","0,081062","71,535648",
