,Provincia di TARANTO,,,
,MARTINA FRANCA,,,
Parm,NOX,NO2,CO,O3
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K
,,,,,,
,,,,,,
,,,,,
,,,,,,
12/04/2009 17.00,"4,907752","6,061063","0,232877","82,842059"
12/04/2009 18.00,"12,471708","12,132502","0,274587","66,814745"
12/04/2009 19.00,"28,966627","24,428534","0,409718","49,450923"
12/04/2009 20.00,"45,326635","39,213894","0,536269","35,80279"
12/04/2009 21.00,"58,84373","41,762915","0,61678","28,015287"
12/04/2009 22.00,"55,917738","41,300881","0,521866","30,176451"
12/04/2009 23.00,"43,632815","32,324785","0,396495","37,87731"
13/04/2009 0.00,"30,782357","24,737436","0,35384","47,303305"
13/04/2009 1.00,"23,835795","19,094295","0,273249","53,552543"
13/04/2009 2.00,"23,158775","17,445995","0,242006","55,870792"
13/04/2009 3.00,"2,967477","4,558125","0,171805","74,382898"
13/04/2009 4.00,"0,404656","2,629489","0,200766","75,168267"
13/04/2009 5.00,"1,120587","4,529574","0,135365","68,576451"
13/04/2009 6.00,"3,167213","5,113615","0,136624","59,487627"
13/04/2009 7.00,"7,740343","7,460169","0,138041","60,225619"
13/04/2009 8.00,"9,698776","6,795659","0,1526","64,608894"
13/04/2009 9.00,"7,768878","7,330382","0,238857","63,841119"
13/04/2009 10.00,"16,38857","11,737947","0,281356","61,308902"
13/04/2009 11.00,"21,467515","16,285696","0,352581","61,395588"
13/04/2009 12.00,"24,546542","16,604971","0,362418","62,963637"
13/04/2009 13.00,"26,60873","16,932035","0,377371","64,828261"
13/04/2009 14.00,"12,290131","9,858637","0,231774","71,474248"
13/04/2009 15.00,"4,365616","4,503616","0,22957","72,476299"
13/04/2009 16.00,"6,796147","5,817063","0,253497","73,110026"
13/04/2009 17.00,"9,781782","8,791785","0,232168","69,734209"
13/04/2009 18.00,"30,572286","20,249398","0,285921","56,639925"
13/04/2009 19.00,"37,837904","23,795183","0,346521","53,345364"
13/04/2009 20.00,"48,465337","33,329351","0,48283","48,748144"
13/04/2009 21.00,"38,940366","29,230674","0,447651","48,551797"
13/04/2009 22.00,"36,701776","26,107978","0,375089","52,080612"
13/04/2009 23.00,"30,372539","24,16376","0,303629","51,708224"
14/04/2009 0.00,"20,715276","17,451184","0,181642","65,570306"
14/04/2009 1.00,"8,767548","8,493274","0,143393","74,636101"
14/04/2009 2.00,"3,992088","3,719702","0,149453","77,049135"
14/04/2009 3.00,"5,763755","4,646382",,"73,67064"
14/04/2009 4.00,"0,588827","2,533446","0,253128",
14/04/2009 5.00,"0,923446","3,016254","0,267146","73,703144"
14/04/2009 6.00,"5,766349","6,97736","0,27631","73,166905"
14/04/2009 7.00,"21,877352","16,799647","0,463493","64,74024"
14/04/2009 8.00,"47,487405","27,268292","0,607912","51,923546"
14/04/2009 9.00,"43,661341","29,773166","0,559326","48,787405"
14/04/2009 10.00,"33,275166","23,691343","0,572278","60,252712"
14/04/2009 11.00,"39,607002","23,673178","0,600159","59,100361"
14/04/2009 12.00,"30,818706","21,959988","0,54189","60,518106"
14/04/2009 13.00,"35,394427","23,792583","0,549565","56,920224"
14/04/2009 14.00,"25,628218","18,004076","0,464903","68,87301"
14/04/2009 15.00,"24,471306","16,898294","0,443286","72,340896"
14/04/2009 16.00,"41,469464","29,954863","0,531316","64,947424"
14/04/2009 17.00,"46,70664","29,882189","0,549644","58,606097"
14/04/2009 18.00,"38,413782","28,072959","0,609715","59,272327"
14/04/2009 19.00,"64,436274","43,271044","0,712234","37,959901"
14/04/2009 20.00,"117,251677","65,5555","1,207133","10,563451"
14/04/2009 21.00,"117,033784","65,122028","1,15552","5,306778"
14/04/2009 22.00,"69,297343","47,634497","0,786402","14,719224"
14/04/2009 23.00,"30,96916","26,544066","0,678244","11,038742"
15/04/2009 0.00,"17,848964","18,201358","0,534605","30,720806"
15/04/2009 1.00,"9,374532","12,052034","0,406476","50,309431"
15/04/2009 2.00,"5,512143","5,334254","0,375227","50,46109"
15/04/2009 3.00,"3,252813","4,817701","0,368335","52,463833"
15/04/2009 4.00,"6,75205","7,602936","0,355334","34,408046"
15/04/2009 5.00,"3,787165","5,66651","0,389951","49,431969"
15/04/2009 6.00,"14,404201","13,072166","0,399427","58,654837"
15/04/2009 7.00,"41,420173","28,462319","0,509388","43,847607"
15/04/2009 8.00,"56,631088","41,399521","0,693829","25,710583"
15/04/2009 9.00,"54,044916","32,542831","0,836135","35,603749"
15/04/2009 10.00,"50,403015","31,390317","0,680358","46,737284"
15/04/2009 11.00,"47,064586","28,18458","0,626083","50,423168"
15/04/2009 12.00,"41,959699","26,245564","0,62483","51,402213"
15/04/2009 13.00,"73,076735","42,622113","0,713566","41,533407"
15/04/2009 14.00,"54,771227","32,763476","0,618956","50,909307"
15/04/2009 15.00,"54,076042","31,717384","0,545257","56,354203"
15/04/2009 16.00,"59,05384","36,018542","0,692576","52,726534"
15/04/2009 17.00,"54,039734","33,487686","0,779745","52,526116"
15/04/2009 18.00,"59,904661","38,731095","0,74364","47,843592"
15/04/2009 19.00,"73,966464","47,504709","0,752255","36,079037"
15/04/2009 20.00,"96,002055","58,692357","1,245744","23,362527"
15/04/2009 21.00,"104,953753","66,440656","1,085895","10,015038"
15/04/2009 22.00,"85,711861","52,369123","0,979772","9,993372"
15/04/2009 23.00,"79,533061","45,768134","1,014311","4,43202"
16/04/2009 0.00,"33,50084","27,673217","0,638222","18,310345"
16/04/2009 1.00,"18,852824","17,731519","0,564916","20,532441"
16/04/2009 2.00,"9,395285","11,792457","0,431539","26,275248"
16/04/2009 3.00,"10,401737","10,580251",,"8,004175"
16/04/2009 4.00,"8,956907","9,874212","0,308715",
16/04/2009 5.00,"16,759506","11,745739","0,298958","6,266845"
16/04/2009 6.00,"128,582054","52,405471","0,755302",0
16/04/2009 7.00,"225,024999","54,552149","0,973677","0,243741"
16/04/2009 8.00,"361,671436","76,631546","1,874327","11,497783"
16/04/2009 9.00,"78,280185","44,122456","0,852647","25,373408"
16/04/2009 10.00,"50,273303","36,280696","0,514815","45,8368"
16/04/2009 11.00,"53,007351","32,179437","0,46146","52,584351"
16/04/2009 12.00,"48,037336","29,780967","0,439347","59,518769"
16/04/2009 13.00,"55,590922","37,293043","0,491365","57,683951"
16/04/2009 14.00,"50,299269","33,305989","0,568483","62,369188"
16/04/2009 15.00,"33,607204","23,218906","0,437222","77,880594"
16/04/2009 16.00,"19,643964","16,020933","0,396223","86,396604"
16/04/2009 17.00,"27,568477","19,639375","0,356483","77,42695"
16/04/2009 18.00,"25,332508","20,135175","0,388904","78,534609"
16/04/2009 19.00,"46,973823","34,131435","0,677317","63,663722"
16/04/2009 20.00,"32,094928","25,739381","0,593036","66,91495"
16/04/2009 21.00,"36,683592","29,025593","0,515838","59,700214"
16/04/2009 22.00,"25,464799","22,268872","0,405273","62,176909"
16/04/2009 23.00,"14,341946","16,290884","0,323982","79,983523"
17/04/2009 0.00,"11,242175","10,967014","0,310368","80,033637"
17/04/2009 1.00,"8,715668","9,892382","0,229786","77,548822"
17/04/2009 2.00,"6,285139","7,096765","0,220028","70,242015"
17/04/2009 3.00,"5,008916","4,693105","0,211214","66,982667"
17/04/2009 4.00,"7,30975","7,621106","0,255755","69,034143"
17/04/2009 5.00,"8,707888","9,490041","0,327444","78,906998"
17/04/2009 6.00,"19,304164","17,261692","0,487666","70,065973"
17/04/2009 7.00,"161,164636","78,822348","0,853434","15,856683"
17/04/2009 8.00,"164,243642","74,604269","1,167736","10,40366"
17/04/2009 9.00,"67,398574","46,513127","1,034114","39,163705"
17/04/2009 10.00,"42,839067","29,412372","0,450128","53,862626"
17/04/2009 11.00,"43,479739","29,549941","0,450207","56,978459"
17/04/2009 12.00,"50,146214","31,976956","0,522054","57,383343"
17/04/2009 13.00,"60,171804","38,593528","0,584065","67,742322"
17/04/2009 14.00,"63,077034","38,65582","0,636554","61,168077"
17/04/2009 15.00,"38,639453","29,144998","0,3771","74,02541"
17/04/2009 16.00,"55,142173","42,928393","0,626403","68,790415"
17/04/2009 17.00,"30,54374","21,189051","0,414637","70,695636"
17/04/2009 18.00,"37,700451","26,982755","0,542121","69,122164"
17/04/2009 19.00,"36,411227","29,817295","0,467834","67,86691"
17/04/2009 20.00,"43,002486","31,566831","0,690852","55,769228"
17/04/2009 21.00,"43,798813","32,586961","0,597286","47,158408"
17/04/2009 22.00,"35,347736","30,967209","0,492937","55,618924"
17/04/2009 23.00,"23,425938","21,915859","0,407477","64,507349"
18/04/2009 0.00,"15,3043","15,083861","0,323589","78,85148"
18/04/2009 1.00,"5,535488","5,622381","0,26512","91,813075"
18/04/2009 2.00,"8,033461","9,32651","0,319418","85,856324"
18/04/2009 3.00,"10,764888","12,1377",,"72,510173"
18/04/2009 4.00,"8,897245","11,000765","0,207405",
18/04/2009 5.00,"9,968546","8,550382","0,175849","71,684141"
18/04/2009 6.00,"25,545199","17,869095","0,193994","59,510652"
18/04/2009 7.00,"15,719333","14,974839","0,218451","46,360828"
18/04/2009 8.00,"137,891734","52,343179","0,789232","6,793598"
18/04/2009 9.00,"224,060013","59,084317","1,763541","5,466564"
18/04/2009 10.00,"48,434189","29,194327","0,570149","38,406764"
18/04/2009 11.00,"40,172476","27,717345","0,559499","56,27837"
18/04/2009 12.00,"34,193424","23,992445","0,422148","73,35918"
18/04/2009 13.00,"46,729987","34,147","0,430195","68,802584"
18/04/2009 14.00,"36,201118","24,392185","0,36085","78,224512"
18/04/2009 15.00,"15,970946","13,798977","0,240777","87,542193"
18/04/2009 16.00,"12,759636","11,644508","0,313989","89,841476"
18/04/2009 17.00,"11,325183","9,0877","0,333317","90,177289"
18/04/2009 18.00,"15,184979","11,981949","0,387357","81,368769"
18/04/2009 19.00,"27,648896","19,307127","0,420807","73,09377"
18/04/2009 20.00,"30,367359","22,627086","0,491178","65,915601"
18/04/2009 21.00,"36,805539","28,293603","0,596499","59,841062"
18/04/2009 22.00,"16,61684","15,865182","0,336946","79,491972"
18/04/2009 23.00,"7,89598","8,18438","0,283221","86,177236"
19/04/2009 0.00,"9,473103","9,913146","0,237069","82,368126"
19/04/2009 1.00,"6,492655","6,655488","0,281327","84,114923"
19/04/2009 2.00,"10,692257","9,214891","0,227523","78,590134"
19/04/2009 3.00,"1,434453","2,416638","0,116523","78,896168"
19/04/2009 4.00,"2,267112","2,857914","0,116681","80,319336"
19/04/2009 5.00,"3,841638","3,621064","0,104689","73,276593"
19/04/2009 6.00,"2,116662","3,540596","0,100666","69,870982"
19/04/2009 7.00,"13,636391","13,098125","0,24977","55,079976"
19/04/2009 8.00,"11,846566","10,087064","0,194784","54,438122"
19/04/2009 9.00,"14,209655","14,346678","0,352487","59,854589"
19/04/2009 10.00,"7,818162","7,779446","0,328189","73,393038"
19/04/2009 11.00,"7,999738","8,693147","0,304836","77,042393"
19/04/2009 12.00,"11,877694","8,38685","0,307283","75,944185"
19/04/2009 13.00,"17,98385","13,715911","0,365978","73,215665"
19/04/2009 14.00,"13,01125","10,876169","0,342942","77,967237"
19/04/2009 15.00,"2,124444","3,61068","0,223421","81,654491"
19/04/2009 16.00,"7,805193","6,969573","0,234623","83,604423"
19/04/2009 17.00,"11,208455","10,580251","0,272728","84,017427"
19/04/2009 18.00,"10,202001","8,64902","0,287086","85,219873"
19/04/2009 19.00,"10,617034","9,015021","0,269651","83,131829"
19/04/2009 20.00,"12,310882","9,822298","0,284403","80,472357"
19/04/2009 21.00,"9,83885","9,57051","0,27257","80,090494"
19/04/2009 22.00,"13,081286","11,683436","0,249612","73,666568"
19/04/2009 23.00,"9,361563","9,300551","0,20709","74,497988"
20/04/2009 0.00,"8,894653","8,825531","0,238016","76,693026"
20/04/2009 1.00,"5,659998","6,50753","0,241013","85,06686"
20/04/2009 2.00,"2,822217","3,332935","0,222711","86,521192"
20/04/2009 3.00,"0,962355","2,502297",,"87,448753"
20/04/2009 4.00,"2,378652","3,369275","0,239851",
20/04/2009 5.00,"7,460197","6,481575","0,204086","76,391063"
20/04/2009 6.00,"18,616774","12,947572","0,265029","69,723395"
20/04/2009 7.00,"49,318718","31,847168","0,435936","46,922778"
20/04/2009 8.00,"142,61531","68,558776","0,960817","9,599323"
20/04/2009 9.00,"97,231583","50,897342","0,828813","34,46628"
20/04/2009 10.00,"60,509043","41,004961","0,74575","44,218618"
20/04/2009 11.00,"53,46906","36,501341","0,596412","54,887698"
20/04/2009 12.00,"48,582066","34,032795","0,613118","67,789719"
20/04/2009 13.00,"58,309383","35,743387","0,517508","70,974577"
20/04/2009 14.00,"38,006524","27,182617","0,447858","83,956484"
20/04/2009 15.00,"27,052295","18,074159","0,408485","94,004018"
20/04/2009 16.00,"25,607453","17,287652","0,388248","89,363472"
20/04/2009 17.00,"31,233743","22,954152","0,442761","80,243507"
20/04/2009 18.00,"41,3657","27,130706","0,486762","69,846606"
20/04/2009 19.00,"44,356526","29,339696","0,604334","58,207997"
20/04/2009 20.00,"46,548403","30,949048","0,658845","54,794251"
20/04/2009 21.00,"26,144401","20,516754","0,457191","60,621028"
20/04/2009 22.00,"12,39389","11,691227","0,309187","71,015216"
20/04/2009 23.00,"9,947796","8,327148","0,231067","70,393674"
21/04/2009 0.00,"7,172269","6,528298","0,20032","68,902789"
21/04/2009 1.00,"2,656204","4,545149","0,188242","72,84868"
21/04/2009 2.00,"3,499237","2,180426","0,185025","73,625952"
21/04/2009 3.00,"0,82747","1,689829","0,171927","76,66865"
21/04/2009 4.00,"3,444764","1,560041","0,178202","71,554149"
21/04/2009 5.00,"1,23472","2,645065","0,190674","69,517551"
21/04/2009 6.00,"11,550856","11,382329","0,23091","62,811975"
21/04/2009 7.00,"39,67704","25,469427","0,320011","47,557867"
21/04/2009 8.00,"56,900871","30,705037","0,506528","35,955807"
21/04/2009 9.00,"59,165386","33,394224","0,72222","33,146027"
21/04/2009 10.00,"36,901503","22,925606","0,50033","46,744046"
21/04/2009 11.00,"46,984187","27,535648","0,477036","47,18955"
21/04/2009 12.00,"49,552212","27,906825","0,471937","45,249112"
21/04/2009 13.00,"47,129459","27,244909","0,451388","43,037834"
21/04/2009 14.00,"47,726062","27,727728","0,47076","44,565287"
21/04/2009 15.00,"37,90536","21,669268","0,403465","48,865948"
21/04/2009 16.00,"26,287074","17,264287","0,33358","53,590446"
21/04/2009 17.00,"38,227016","27,164452","0,493194","45,72169"
21/04/2009 18.00,"53,840007","31,104779","0,573431","38,070943"
21/04/2009 19.00,"51,209745","31,621344","0,642923","38,486661"
21/04/2009 20.00,"45,842858","33,573343","0,52692","42,535454"
21/04/2009 21.00,"30,751268","20,93726","0,388797","50,073824"
21/04/2009 22.00,"21,062859","15,314885","0,271147","55,819342"
21/04/2009 23.00,"9,867383","10,442674","0,259695","58,67381"
22/04/2009 0.00,"9,039912","9,61204","0,272166","57,357609"
22/04/2009 1.00,"6,89731","8,119487","0,233733","55,771941"
22/04/2009 2.00,"2,785902","5,965021","0,175457","57,95882"
22/04/2009 3.00,"4,404525","4,122041",,"54,67104"
22/04/2009 4.00,"4,614635","4,825488","0,241437",
22/04/2009 5.00,"9,499042","8,78919","0,231856","51,537612"
22/04/2009 6.00,"63,144508","35,374789","0,367262","25,688897"
22/04/2009 7.00,"68,119702","46,533892","0,736095","10,238456"
22/04/2009 8.00,"119,420211","47,146498","0,919412","0,844968"
22/04/2009 9.00,"126,395359","54,409383","1,267432","2,199082"
22/04/2009 10.00,"73,393172","40,706459","0,758559","16,265627"
22/04/2009 11.00,"72,866625","42,70517","0,76869","20,502656"
22/04/2009 12.00,"69,050904","40,722023","0,730126","22,907548"
22/04/2009 13.00,"86,438153","45,261973","0,949808","25,533187"
22/04/2009 14.00,"90,694837","45,817465","0,893651","27,873103"
22/04/2009 15.00,"64,859075","37,004924","0,58718","36,593586"
22/04/2009 16.00,"52,239528","32,714145","0,576026","43,362822"
22/04/2009 17.00,"66,394698","39,618837","0,660617","33,250284"
22/04/2009 18.00,"69,515235","42,661039","0,798065","28,180492"
22/04/2009 19.00,"82,679527","45,83823","1,019397","22,800575"
22/04/2009 20.00,"80,145228","47,997891","1,077204","17,937959"
22/04/2009 21.00,"83,737857","46,897305","0,891687","12,707015"
22/04/2009 22.00,"51,414655","32,44159","0,586552","23,947521"
22/04/2009 23.00,"24,36754","19,218887","0,417137","36,779103"
23/04/2009 0.00,"19,016241","17,064421","0,33993","37,479206"
23/04/2009 1.00,"17,638855","17,287652","0,327442","37,55773"
23/04/2009 2.00,"9,465321","9,349871","0,274505","39,462974"
23/04/2009 3.00,"8,868713","8,454338","0,189836","38,895598"
23/04/2009 4.00,"4,064719","4,137618","0,172792","37,052637"
23/04/2009 5.00,"1,706819","4,067532","0,163997","35,22729"
23/04/2009 6.00,"22,097844","12,568591","0,195884","23,580561"
23/04/2009 7.00,"67,818793","34,224875","0,607208","5,726554"
23/04/2009 8.00,"111,03915","46,897305","0,967638","1,22412"
23/04/2009 9.00,"94,207031","49,477473","1,07414","6,739431"
23/04/2009 10.00,"48,060661","29,124233","0,614749","35,247621"
23/04/2009 11.00,"50,893272","29,479846","0,467639","41,548308"
23/04/2009 12.00,"70,462038","40,940069","0,636269","36,375592"
23/04/2009 13.00,"80,204898","45,679895","0,769162","20,138388"
23/04/2009 14.00,"130,532696","59,922728","1,184897","7,68325"
23/04/2009 15.00,"62,672394","39,704494","0,632106","33,089151"
23/04/2009 16.00,"38,097327","27,683599","0,481933","44,697976"
23/04/2009 17.00,"50,963288","33,116488","0,621816","33,927348"
23/04/2009 18.00,"92,661044","54,253629","0,833173","13,296057"
23/04/2009 19.00,"72,669477","47,216572","0,914621","15,617011"
23/04/2009 20.00,"101,210706","59,289379","1,054976","4,19505"
23/04/2009 21.00,"61,901975","37,062015","0,875429","4,127344"
23/04/2009 22.00,"61,935723","39,291772","0,876371","0,517272"
23/04/2009 23.00,"50,039869","33,451338","0,835216",
24/04/2009 0.00,"44,421381","29,196909","0,690776",
24/04/2009 1.00,"27,062657","22,411641","0,533928","10,289919"
24/04/2009 2.00,"17,062999","16,218204","0,398522","25,495281"
24/04/2009 3.00,"9,0451","8,599702",,"40,207727"
24/04/2009 4.00,"4,889594","4,674935","0,220104",
24/04/2009 5.00,"6,565286","5,17851","0,21601","57,329157"
24/04/2009 6.00,"22,938283","18,974886","0,249703","44,427156"
24/04/2009 7.00,"47,668989","29,059339","0,444851","27,970599"
24/04/2009 8.00,"74,742047","42,80901","0,574505","24,28739"
24/04/2009 9.00,"78,412478","39,08411","0,834205","33,121647"
24/04/2009 10.00,"78,581094","38,648019","0,585132","37,437213"
24/04/2009 11.00,"52,247311","33,046413","0,588282","31,129741"
24/04/2009 12.00,"45,710565","30,458446","0,500035","36,521828"
24/04/2009 13.00,"65,128876","37,113946","0,564823","36,48797"
24/04/2009 14.00,"64,070546","35,219039","0,589147","39,935552"
24/04/2009 15.00,"55,663556","29,344878","0,538216","42,016834"
24/04/2009 16.00,"81,260647","42,41185","0,660625","19,669872"
24/04/2009 17.00,"48,501663","32,397482","0,670859","34,060057"
24/04/2009 18.00,"69,185815","42,066617","0,868922","27,493932"
24/04/2009 19.00,"55,29781","36,127564","0,724862","31,829825"
24/04/2009 20.00,"64,163927","37,524071","0,901747","25,484429"
24/04/2009 21.00,"48,001028","30,710237","0,652597","25,963807"
24/04/2009 22.00,"45,01278","33,85628","0,632916","18,529707"
24/04/2009 23.00,"16,928113","15,41872","0,357315","28,570454"
25/04/2009 0.00,"15,791962","15,543314","0,314254","34,22662"
25/04/2009 1.00,"15,501441","16,651698","0,341728","33,569864"
25/04/2009 2.00,"22,489536","19,553718","0,41297","16,654261"
25/04/2009 3.00,"11,050224","12,257097","0,361329","18,196595"
25/04/2009 4.00,"11,221425","10,769741","0,299218","27,71466"
25/04/2009 5.00,"3,200933","6,720381","0,27261","27,03219"
25/04/2009 6.00,"9,364157","10,115616","0,278357","21,636055"
25/04/2009 7.00,"11,846566","11,356381","0,301186","25,55214"
25/04/2009 8.00,"15,911285","14,232459","0,43139","33,806831"
25/04/2009 9.00,"27,996479","19,047564","0,496257","32,911754"
25/04/2009 10.00,"30,826488","20,924277","0,559076","34,058698"
25/04/2009 11.00,"31,485342","20,223434","0,51082","39,901697"
25/04/2009 12.00,"48,623574","28,27802","0,604734","35,571249"
25/04/2009 13.00,"48,273371","28,192362","0,533413","44,683091"
25/04/2009 14.00,"27,003002","20,098829","0,415961","58,558696"
25/04/2009 15.00,"14,97487","13,785996","0,319213","67,447117"
25/04/2009 16.00,"14,653219","12,545224","0,310238","68,514168"
25/04/2009 17.00,"18,562301","13,147439","0,35881","63,723292"
25/04/2009 18.00,"29,95492","19,644575","0,389982","60,570933"
25/04/2009 19.00,"33,599422","23,070955","0,416669","54,836245"
25/04/2009 20.00,"39,376128","26,80884","0,527037","46,450203"
25/04/2009 21.00,"55,219953","38,808951","0,599774","23,778245"
25/04/2009 22.00,"43,591303","32,075596","0,656926","11,974439"
25/04/2009 23.00,"29,010717","27,286457","0,567577","6,834221"
26/04/2009 0.00,"28,821353","24,002846","0,44438","11,264881"
26/04/2009 1.00,"27,654078","20,885349","0,514992","12,375254"
26/04/2009 2.00,"16,793227","14,097478","0,341648","23,986783"
26/04/2009 3.00,"10,038583","10,733396",,"29,951672"
26/04/2009 4.00,"9,558703","7,836552","0,261226",
26/04/2009 5.00,"9,19555","9,098083","0,304946","30,814232"
26/04/2009 6.00,"10,072305","7,914423","0,228138","28,249538"
26/04/2009 7.00,"17,047434","12,192201","0,29116","28,696399"
26/04/2009 8.00,"23,166556","16,599781","0,319836","29,971961"
26/04/2009 9.00,"22,42468","15,865182","0,331494","41,203013"
26/04/2009 10.00,"11,234395","7,766465","0,366314","64,309641"
26/04/2009 11.00,"12,004797","9,004636","0,379469","62,859376"
26/04/2009 12.00,"14,570212","11,797655","0,357333","64,148485"
26/04/2009 13.00,"12,425016","8,070169","0,315345","67,715229"
26/04/2009 14.00,"7,680684","6,632125","0,259649","69,249462"
26/04/2009 15.00,"1,880613","3,179786","0,214117","72,141833"
26/04/2009 16.00,"5,071171","6,009148","0,245233","74,663193"
26/04/2009 17.00,"8,573002","9,32651","0,232708","73,621881"
26/04/2009 18.00,"3,654874","5,42251","0,265164","71,120832"
26/04/2009 19.00,"7,081482","7,057829","0,261383","68,863527"
26/04/2009 20.00,"6,684608","8,277828","0,273041","65,30762"
26/04/2009 21.00,"9,039912","6,842382","0,285094","64,713155"
26/04/2009 22.00,"6,75205","6,541275","0,232392","67,680016"
26/04/2009 23.00,"2,085535","3,283617","0,182842","71,83309"
27/04/2009 0.00,"5,250153","5,754766","0,206947","73,684171"
27/04/2009 1.00,"2,900035","4,347871","0,224594","78,777006"
27/04/2009 2.00,"3,149054","2,998085","0,190719","82,140615"
27/04/2009 3.00,"1,691256","1,072043","0,182369","84,862393"
27/04/2009 4.00,"0,534354","2,305021","0,180321","84,083781"
27/04/2009 5.00,"1,603061","2,735915","0,177169","83,097971"
27/04/2009 6.00,"11,706493","9,287575","0,216164","78,75129"
27/04/2009 7.00,"34,528023","25,09825","0,329997","63,031346"
27/04/2009 8.00,"35,435935","23,496663","0,370646","64,817432"
27/04/2009 9.00,"23,093919","17,728927","0,370017","65,732816"
27/04/2009 10.00,"17,906032","12,690592","0,367259","69,56631"
27/04/2009 11.00,"14,50277","10,629573","0,362532","74,621222"
27/04/2009 12.00,"21,713933","16,589395","0,349297","75,077575"
27/04/2009 13.00,"16,385977","13,676976","0,393335","74,667265"
27/04/2009 14.00,"18,821696","10,777523","0,304315","67,873653"
27/04/2009 15.00,"14,782916","11,153909","0,214431","72,248804"
27/04/2009 16.00,"12,943806","10,276548","0,225618","67,643471"
27/04/2009 17.00,"17,075967","12,763269","0,276665","66,920377"
27/04/2009 18.00,"18,873574","14,299949","0,305969","65,399713"
27/04/2009 19.00,"20,68155","16,132549","0,375295","69,764011"
27/04/2009 20.00,"19,981183","15,351229","0,38002","72,080905"
27/04/2009 21.00,"15,36915","12,996885","0,267369","75,922519"
27/04/2009 22.00,"9,893323","7,260296","0,185441","71,676021"
27/04/2009 23.00,"5,426543","5,622381","0,136127","74,500705"
28/04/2009 0.00,"0,824875","2,582766","0,104223","73,972602"
28/04/2009 1.00,"4,591289","2,580169","0,122105","76,988207"
28/04/2009 2.00,"0,547323","2,11553","0,107767","77,842664"
28/04/2009 3.00,"0,329432","2,260892",,"75,883257"
28/04/2009 4.00,"2,251548","3,397828","0,208427",
28/04/2009 5.00,"3,309878","2,632084","0,219776","76,76072"
28/04/2009 6.00,"14,261533","9,752213","0,248222","72,2434"
28/04/2009 7.00,"28,307752","20,078063","0,294558","53,809818"
28/04/2009 8.00,"47,780535","29,482447","0,432931","38,596329"
28/04/2009 9.00,"38,841762","23,392841","0,48352","49,0528"
28/04/2009 10.00,"28,235134","19,288963","0,443727","52,757676"
28/04/2009 11.00,"24,984906","18,886634","0,359882","58,042789"
28/04/2009 12.00,"23,729431","19,631592","0,351845","54,416478"
28/04/2009 13.00,"57,468944","33,648618","0,404011","38,653205"
28/04/2009 14.00,"54,446989","32,854315","0,430331","39,021522"
28/04/2009 15.00,"42,538155","24,220891","0,393767","46,519271"
28/04/2009 16.00,"60,083641","35,089251","0,56768","26,422837"
28/04/2009 17.00,"61,865667","38,632436","0,565946","30,528508"
28/04/2009 18.00,"49,987996","33,739475","0,620319","37,483259"
28/04/2009 19.00,"83,143836","48,763646","0,813538","16,184383"
28/04/2009 20.00,"82,9908","46,061476","0,866491","7,052233"
28/04/2009 21.00,"81,561541","46,513127","0,855144","0,686537"
28/04/2009 22.00,"51,806326","34,416954","0,632219","7,664293"
28/04/2009 23.00,"27,140476","23,408406","0,462561","7,037339"
29/04/2009 0.00,"18,941017","16,168882","0,37052","13,084814"
29/04/2009 1.00,"14,782916","10,585436","0,332303","29,735016"
29/04/2009 2.00,"5,62887","8,140253","0,290381","36,383712"
29/04/2009 3.00,"3,353977","3,696339","0,256339","52,726534"
29/04/2009 4.00,"1,193216","2,016894","0,189437","56,103709"
29/04/2009 5.00,"3,081612","4,018213","0,220563","49,491543"
29/04/2009 6.00,"7,151518","7,613318","0,242706","40,525953"
29/04/2009 7.00,"27,53735","21,734144","0,40141","29,70928"
29/04/2009 8.00,"47,713098","27,359132","0,41331","26,732919"
29/04/2009 9.00,"59,795715","29,594069","0,603455","25,954311"
29/04/2009 10.00,"56,371705","26,681634","0,463584","40,65459"
29/04/2009 11.00,"32,556656","22,502499","0,415516","50,798265"
29/04/2009 12.00,"39,417618","22,001516","0,400543","47,22205"
29/04/2009 13.00,"41,324188","25,285128","0,394949","46,015532"
29/04/2009 14.00,"57,873599","29,905552","0,445697","41,567262"
29/04/2009 15.00,"85,460243","42,359937","0,57816","29,032218"
29/04/2009 16.00,"67,198843","41,833011","0,728434","30,768207"
29/04/2009 17.00,"65,901841","39,328099","0,681704","39,85567"
29/04/2009 18.00,"75,743305","46,616949","0,899588","27,806749"
29/04/2009 19.00,"75,221922","42,308028","0,957742","26,53793"
29/04/2009 20.00,"65,546477","41,708405","0,918895","15,845859"
29/04/2009 21.00,"54,838664","34,562325","0,669806","5,29459"
29/04/2009 22.00,"39,778204","29,825096","0,511023","26,684183"
29/04/2009 23.00,"12,904898","13,017656","0,333327","52,379861"
30/04/2009 0.00,"7,154111","7,574382","0,272492","56,604712"
30/04/2009 1.00,"6,155441","8,726891","0,258387","55,999429"
30/04/2009 2.00,"2,6147","4,231063","0,248616","62,356996"
30/04/2009 3.00,"0,85341","2,151872",,"64,542539"
30/04/2009 4.00,"1,660128","4,124637","0,125096",
30/04/2009 5.00,"2,75218","3,647021","0,09851","64,499206"
30/04/2009 6.00,"43,676906","27,468154","0,248295","43,024288"
30/04/2009 7.00,"80,957156","44,960871","0,284929","15,178279"
