Stat,Torchiarolo_Via Fanin,,,,,,  ,
,,,,,,,,
Parm,SO2,NO2,NOX,PM10,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,
,,,,,,
,,,,,,,
11/10/2014 6.00,"4,8","22,0","49,9","86,4","38,4",,,
11/10/2014 7.00,"3,2","27,0","54,1",,"28,7",,,
11/10/2014 8.00,"4,5","28,8","55,8","60,3","17,1",,,
11/10/2014 9.00,"5,0","24,1","49,8",,"20,6",,,
11/10/2014 10.00,"4,6","12,6","23,8","50,3","12,9",,,
11/10/2014 11.00,"5,2","5,5","11,1",,"11,1",,,
11/10/2014 12.00,"5,4","4,8","8,3","70,1","11,0",,,
11/10/2014 13.00,"5,5","5,0","8,7",,"9,4",,,
11/10/2014 14.00,"5,4","4,2","7,3","34,9","8,6",,,
11/10/2014 15.00,"4,9","3,8","6,2",,"9,7",,,
11/10/2014 16.00,"4,6","3,3","5,1","18,8","8,4",,,
11/10/2014 17.00,"4,5","3,5","5,6",,"11,6",,,
11/10/2014 18.00,"5,6","6,7","8,7","12,2","12,2",,,
11/10/2014 19.00,"5,2","11,1","13,2",,"29,6",,,
11/10/2014 20.00,"4,8","36,7","43,2","24,7","19,1",,,
11/10/2014 21.00,"4,7","42,8","59,0",,"31,8",,,
11/10/2014 22.00,"4,4","42,3","74,5","37,4","93,4",,,
11/10/2014 23.00,"4,6","37,6","73,8",,"93,5",,,
12/10/2014 0.00,"4,6","26,2","54,3","79,9","88,9",,,
12/10/2014 1.00,"4,7","23,1","41,8",,"59,4",,,
12/10/2014 2.00,"4,2","25,5","47,8","94,5","34,3",,,
12/10/2014 3.00,"4,7","22,7","41,1",,"33,5",,,
12/10/2014 4.00,"4,5","12,6","29,7","75,9","19,9",,,
12/10/2014 5.00,"4,7","11,2","27,8",,"20,6",,,
12/10/2014 6.00,"4,4","8,4","25,8","55,4","18,6",,,
12/10/2014 7.00,"4,4","9,2","29,7",,"10,9",,,
12/10/2014 8.00,"4,7","10,2","34,3","27,8","21,1",,,
12/10/2014 9.00,"4,2","13,0","27,6",,"39,1",,,
12/10/2014 10.00,"4,2","12,5","20,8","40,8","19,2",,,
12/10/2014 11.00,"4,2","7,8","13,2",,"14,1",,,
12/10/2014 12.00,"4,2","4,1","8,5","61,5","14,6",,,
12/10/2014 13.00,"4,0","3,7","7,0",,"14,4",,,
12/10/2014 14.00,"4,3","2,6","5,1","32,2","12,5",,,
12/10/2014 15.00,"3,6","2,6","4,3",,"17,5",,,
12/10/2014 16.00,"3,9","2,2","4,2","16,1","15,9",,,
12/10/2014 17.00,"4,4","1,5","3,0",,"17,8",,,
12/10/2014 18.00,"4,8","2,9","4,6","8,3","10,1",,,
12/10/2014 19.00,"4,7","7,7","10,0",,"16,6",,,
12/10/2014 20.00,"4,4","34,3","41,8","22,0","23,5",,,
12/10/2014 21.00,"3,9","28,9","40,0",,"33,3",,,
12/10/2014 22.00,"4,3","22,2","34,4","45,2","23,0",,,
12/10/2014 23.00,"4,6","24,3","40,1",,"22,8",,,
13/10/2014 0.00,"4,6","34,8","67,0","44,2","23,2",,,
13/10/2014 1.00,"3,9",,,,"20,5",,,
13/10/2014 2.00,,"26,4","53,5","34,9","30,7",,,
13/10/2014 3.00,"4,2","20,5","43,5",,"15,3",,,
13/10/2014 4.00,"3,9","16,5","34,8","25,6","15,9",,,
13/10/2014 5.00,"4,0","16,0","32,7",,"15,9",,,
13/10/2014 6.00,"4,0","5,1","17,4","33,2","21,4",,,
13/10/2014 7.00,"4,6","11,6","26,1",,"36,4",,,
13/10/2014 8.00,"4,7","33,1","87,6","48,6","33,5",,,
13/10/2014 9.00,"4,7","37,1","130,3",,"26,7",,,
13/10/2014 10.00,"4,7","23,4","46,7","33,7","24,6",,,
13/10/2014 11.00,"5,0","11,4","23,3",,"22,3",,,
13/10/2014 12.00,"4,8","11,4","20,9","58,4","20,9",,,
13/10/2014 13.00,"5,8","12,8","19,8",,"27,7",,,
13/10/2014 14.00,"5,6","8,1","12,0","29,1","21,8",,,
13/10/2014 15.00,"5,1","5,2","7,7",,"20,6",,,
13/10/2014 16.00,"5,2","5,8","8,1","15,6","21,3",,,
13/10/2014 17.00,"4,8","3,6","5,9",,"21,1",,,
13/10/2014 18.00,"4,1","3,3","5,2","16,6","31,8",,,
13/10/2014 19.00,"4,4","6,3","7,9",,"23,1",,,
13/10/2014 20.00,"4,6","28,9","35,9","43,5","17,6",,,
13/10/2014 21.00,"4,9","28,1","39,0",,"62,3",,,
13/10/2014 22.00,"4,8","22,8","31,9","75,7","56,0",,,
13/10/2014 23.00,"4,9","18,5","31,2",,"43,5",,,
14/10/2014 0.00,"4,6","9,8","19,4","80,6","33,1",,,
14/10/2014 1.00,"4,8","7,5","14,6",,"31,6",,,
14/10/2014 2.00,"4,2","6,0","14,8","71,1","20,5",,,
14/10/2014 3.00,"4,9","4,9","14,3",,"22,0",,,
14/10/2014 4.00,"4,3","3,2","8,5","56,2","16,3",,,
14/10/2014 5.00,"4,6","3,4","8,2",,"14,0",,,
14/10/2014 6.00,"4,4","4,9","11,5","46,2","21,4",,,
14/10/2014 7.00,"4,8","6,6","11,0",,"9,9",,,
14/10/2014 8.00,"5,2","15,1","18,6","43,0","16,0",,,
14/10/2014 9.00,"4,9","20,1","29,7",,"16,8",,,
14/10/2014 10.00,"4,8","12,0","19,2","37,6","13,0",,,
14/10/2014 11.00,"5,1","6,9","11,0",,"15,3",,,
14/10/2014 12.00,"5,0","4,6","7,1","44,0","17,2",,,
14/10/2014 13.00,"4,6","3,7","6,0",,"15,0",,,
14/10/2014 14.00,"4,5","3,8","5,6","22,0","18,0",,,
14/10/2014 15.00,"5,1","4,5","6,4",,"21,4",,,
14/10/2014 16.00,"5,8","5,2","6,9","12,5","21,0",,,
14/10/2014 17.00,"5,0","5,6","7,6",,"24,1",,,
14/10/2014 18.00,"4,6","7,2","9,3","25,9","17,6",,,
14/10/2014 19.00,"5,2","13,2","15,7",,"18,2",,,
14/10/2014 20.00,"4,9","13,5","16,3","46,4","17,3",,,
14/10/2014 21.00,"4,8","7,8","10,1",,"20,4",,,
14/10/2014 22.00,"5,0","6,4","9,1","57,1","26,3",,,
14/10/2014 23.00,"5,3","3,8","5,7",,"23,1",,,
15/10/2014 0.00,"4,7","3,6","5,4","68,1","22,3",,,
15/10/2014 1.00,"4,5",,,,"19,3",,,
15/10/2014 2.00,,"2,7","4,5","52,5","19,0",,,
15/10/2014 3.00,"4,7","2,1","4,1",,"9,6",,,
15/10/2014 4.00,"4,7","1,7","3,7","50,5","15,2",,,
15/10/2014 5.00,"5,1","3,2","7,5",,"14,0",,,
15/10/2014 6.00,"4,7","3,8","8,2","45,2","15,4",,,
15/10/2014 7.00,"4,9","2,3","5,6",,"9,5",,,
15/10/2014 8.00,"4,7","6,4","9,0","46,2","16,0",,,
15/10/2014 9.00,"4,9","6,1","9,0",,"10,1",,,
15/10/2014 10.00,"4,8","8,5","12,0","41,8","14,2",,,
15/10/2014 11.00,"4,7","7,4","11,4",,"11,9",,,
15/10/2014 12.00,"4,5","5,2","7,9","37,6","11,4",,,
15/10/2014 13.00,"4,9","4,8","7,2",,"11,8",,,
15/10/2014 14.00,"4,6","3,4","5,6","20,0","19,1",,,
15/10/2014 15.00,"4,5","3,5","5,3",,"11,4",,,
15/10/2014 16.00,"4,9","3,2","4,9","16,1","15,6",,,
15/10/2014 17.00,"5,2","4,4","5,9",,"13,2",,,
15/10/2014 18.00,"4,4","5,7","6,8","19,5","15,3",,,
15/10/2014 19.00,"4,3","8,6","10,4",,"14,8",,,
15/10/2014 20.00,"4,5","7,4","9,1","40,3","23,8",,,
15/10/2014 21.00,"4,6","5,1","6,3",,"17,9",,,
15/10/2014 22.00,"4,3","4,1","5,2","68,1","18,5",,,
15/10/2014 23.00,"4,9","2,9","4,4",,"13,2",,,
16/10/2014 0.00,"5,0","1,7","2,9","65,4","9,6",,,
16/10/2014 1.00,"4,7","2,1","3,6",,"9,5",,,
16/10/2014 2.00,"4,1","1,7","3,7","65,4","10,2",,,
16/10/2014 3.00,"4,8","2,0","4,2",,"12,1",,,
16/10/2014 4.00,"4,7","1,7","4,6","64,2","9,5",,,
16/10/2014 5.00,"4,7","2,2","5,2",,"13,3",,,
16/10/2014 6.00,"4,6","2,3","5,4","65,4","9,4",,,
16/10/2014 7.00,"4,0","4,6","8,3",,"11,1",,,
16/10/2014 8.00,"4,4","11,0","16,1","53,5","9,7",,,
16/10/2014 9.00,"4,4","18,8","28,3",,"10,6",,,
16/10/2014 10.00,"4,1","15,5","25,0","34,9","15,0",,,
16/10/2014 11.00,"3,8","10,5","17,5",,"16,7",,,
16/10/2014 12.00,"3,9","6,2","10,1","32,7","22,6",,,
16/10/2014 13.00,"4,4","5,3","8,2",,"20,2",,,
16/10/2014 14.00,"4,7","5,8","8,8","16,4","23,2",,,
16/10/2014 15.00,"4,2","5,1","6,7",,"21,9",,,
16/10/2014 16.00,"2,1","4,3","6,1","32,7","22,8",,,
16/10/2014 17.00,"1,8","5,0","6,7",,"20,7",,,
16/10/2014 18.00,"4,1","6,9","8,6","44,4","18,6",,,
16/10/2014 19.00,"4,1","10,9","12,8",,"20,8",,,
16/10/2014 20.00,"4,1","17,2","20,4","55,4","21,9",,,
16/10/2014 21.00,"4,0","15,1","19,3",,"27,0",,,
16/10/2014 22.00,"4,0","12,0","17,5","79,1","34,4",,,
16/10/2014 23.00,"4,4","9,4","13,4",,"27,5",,,
17/10/2014 0.00,"4,4","9,2","16,1","68,1","20,5",,,
17/10/2014 1.00,"4,4",,,,"20,8",,,
17/10/2014 2.00,,"6,1","10,1","57,1","19,2",,,
17/10/2014 3.00,"4,8","6,3","9,2",,"6,7",,,
17/10/2014 4.00,"4,6","8,8","14,1","41,3","9,6",,,
17/10/2014 5.00,"4,8","11,2","18,3",,"7,3",,,
17/10/2014 6.00,"4,6","9,9","17,2","24,2","13,6",,,
17/10/2014 7.00,"4,7","14,4","22,6",,"8,7",,,
17/10/2014 8.00,"4,7","26,1","36,4","23,4","9,1",,,
17/10/2014 9.00,"4,7","25,1","37,8",,"6,7",,,
17/10/2014 10.00,"5,0","10,4","16,1","21,5","19,1",,,
17/10/2014 11.00,"5,9","8,2","13,1",,"13,1",,,
17/10/2014 12.00,"8,0","6,8","9,7","12,0","7,0",,,
17/10/2014 13.00,"7,4","4,6","6,8",,"6,7",,,
17/10/2014 14.00,"6,2","5,4","8,0","8,3","8,4",,,
17/10/2014 15.00,"5,3","4,2","6,2",,"9,7",,,
17/10/2014 16.00,"4,0","4,4","6,4","10,5","6,5",,,
17/10/2014 17.00,"3,9","4,5","6,3",,"9,4",,,
17/10/2014 18.00,"3,9","7,4","9,4","15,4","10,6",,,
17/10/2014 19.00,"4,3","20,1","23,8",,"15,1",,,
17/10/2014 20.00,"4,3","23,0","28,0","36,9","23,3",,,
17/10/2014 21.00,"4,9","16,5","20,8",,"34,1",,,
17/10/2014 22.00,"4,7","15,4","21,7","57,1","29,4",,,
17/10/2014 23.00,"4,4","16,5","26,5",,"19,7",,,
18/10/2014 0.00,"4,2","20,0","34,0","55,2","33,0",,,
18/10/2014 1.00,"4,3","12,1","23,8",,"24,9",,,
18/10/2014 2.00,"4,7","8,8","18,0","64,7","23,3",,,
18/10/2014 3.00,"4,5","8,5","15,9",,"16,4",,,
18/10/2014 4.00,"4,5","6,9","14,4","42,2","14,5",,,
18/10/2014 5.00,"5,0","21,1","32,9",,"16,9",,,
18/10/2014 6.00,"4,9","21,1","35,4","28,6","14,4",,,
18/10/2014 7.00,"4,5","23,7","40,1",,"13,0",,,
18/10/2014 8.00,"4,3","24,2","42,0","29,5","12,3",,,
18/10/2014 9.00,"5,0","22,7","40,8",,"16,6",,,
18/10/2014 10.00,"4,6","10,2","16,9","29,5","11,9",,,
18/10/2014 11.00,"4,1","6,4","10,6",,"6,4",,,
18/10/2014 12.00,"4,4","4,4","6,9","28,3","5,5",,,
18/10/2014 13.00,"4,8","4,3","6,5",,"12,4",,,
18/10/2014 14.00,"4,9","2,1","3,7","17,3","13,0",,,
18/10/2014 15.00,"5,0","1,6","2,7",,"7,4",,,
18/10/2014 16.00,"5,2","1,6","2,9","16,6","10,0",,,
18/10/2014 17.00,"6,1","3,1","4,8",,"6,8",,,
18/10/2014 18.00,"4,6","0,9","2,3","15,9","2,8",,,
18/10/2014 19.00,"4,3","3,1","4,7",,"7,7",,,
18/10/2014 20.00,"4,5","5,2","9,3","18,1","6,3",,,
18/10/2014 21.00,"4,9","8,7","13,0",,"13,5",,,
18/10/2014 22.00,"5,1","6,6","11,9","34,2","11,6",,,
18/10/2014 23.00,"4,8","4,9","12,0",,"15,2",,,
19/10/2014 0.00,"5,0","10,4","20,4","34,2","13,1",,,
19/10/2014 1.00,"3,8",,,,"42,2",,,
19/10/2014 2.00,,"2,3","7,3","34,2","15,2",,,
19/10/2014 3.00,"4,4","4,6","9,6",,"7,3",,,
19/10/2014 4.00,"4,7","5,8","17,0","47,6","3,2",,,
19/10/2014 5.00,"4,9","11,5","26,9",,"13,2",,,
19/10/2014 6.00,"4,8","15,9","30,6","24,4","16,3",,,
19/10/2014 7.00,"4,7","13,1","25,2",,"12,9",,,
19/10/2014 8.00,"4,9","27,1","44,2","17,6","22,7",,,
19/10/2014 9.00,"4,7","7,5","17,3",,"34,1",,,
19/10/2014 10.00,"4,8","1,7","4,2","18,6","7,6",,,
19/10/2014 11.00,"5,2","1,1","2,9",,"7,3",,,
19/10/2014 12.00,"4,7","1,1","2,6","10,3","5,4",,,
19/10/2014 13.00,"4,7","1,0","2,5",,"9,9",,,
19/10/2014 14.00,"4,1","0,8","2,0","6,3","7,9",,,
19/10/2014 15.00,"4,9","1,5","3,0",,"4,1",,,
19/10/2014 16.00,"5,6","2,1","3,5","6,3",,,,
19/10/2014 17.00,"5,6","2,3","3,7",,,,,
19/10/2014 18.00,"5,7","5,6","7,0","9,8",,,,
19/10/2014 19.00,"4,6","5,3","9,8",,,,,
19/10/2014 20.00,"4,3","6,7","14,8","10,0",,,,
19/10/2014 21.00,"4,3","8,3","16,6",,,,,
19/10/2014 22.00,"4,4","56,8","101,3","30,0",,,,
19/10/2014 23.00,"4,8","57,8","162,9",,,,,
20/10/2014 0.00,"4,6","39,5","129,3","54,2",,,,
20/10/2014 1.00,"4,1","28,3","82,0",,,,,
20/10/2014 2.00,"3,9","27,3","75,4","107,2",,,,
20/10/2014 3.00,"5,0","26,5","56,7",,,,,
20/10/2014 4.00,"5,8","23,0","53,5","74,2",,,,
20/10/2014 5.00,"4,6","18,7","70,3",,,,,
20/10/2014 6.00,"4,4","19,0","111,7","54,7",,,,
20/10/2014 7.00,"3,9","20,5","123,3",,,,,
20/10/2014 8.00,"4,7","32,5","151,0","31,7",,,,
20/10/2014 9.00,"4,4","45,5","148,2",,,,,
20/10/2014 10.00,"4,5","25,9","50,3","28,3",,,,
20/10/2014 11.00,"5,9","6,5","11,8",,,,,
20/10/2014 12.00,"7,1","4,5","8,4","39,1",,,,
20/10/2014 13.00,"9,2","6,2","10,1",,,,,
20/10/2014 14.00,"6,1","3,6","6,6","20,8",,,,
20/10/2014 15.00,"5,3","3,1","5,0",,,,,
20/10/2014 16.00,"6,3","2,3","4,4","11,0",,,,
20/10/2014 17.00,"5,7","3,0","5,5",,"6,2",,,
20/10/2014 18.00,"5,4","2,1","5,5","11,0","6,8",,,
20/10/2014 19.00,"4,9","7,8","17,4",,"7,3",,,
20/10/2014 20.00,"5,1","38,4","85,2","11,7","59,4",,,
20/10/2014 21.00,"5,5","46,6","145,6",,"117,8",,,
20/10/2014 22.00,"5,0","31,8","108,4","76,2","60,3",,,
20/10/2014 23.00,"5,3","27,4","94,3",,"36,2",,,
21/10/2014 0.00,"5,5","22,7","75,2","75,2","124,3",,,
21/10/2014 1.00,"5,8",,,,"122,4",,,
21/10/2014 2.00,,"15,2","54,3","111,6","103,6",,,
21/10/2014 3.00,"5,2","12,3","46,8",,"73,8",,,
21/10/2014 4.00,"4,9","13,0","44,1","122,3","49,8",,,
21/10/2014 5.00,"6,0","13,5","49,5",,"31,2",,,
21/10/2014 6.00,"5,7","15,4","78,1","91,6","27,4",,,
21/10/2014 7.00,"5,4","15,9","97,3",,"25,0",,,
21/10/2014 8.00,"5,9","22,3","143,9","61,8","24,2",,,
21/10/2014 9.00,"6,3","37,2","126,6",,"32,7",,,
21/10/2014 10.00,"6,4","33,8","62,6","48,1","32,9",,,
21/10/2014 11.00,"6,7","19,5","31,1",,"27,3",,,
21/10/2014 12.00,"6,4","7,7","12,8","60,1","19,5",,,
21/10/2014 13.00,"6,4","7,1","12,1",,"26,1",,,
21/10/2014 14.00,"6,5","5,7","9,7","31,3","23,1",,,
21/10/2014 15.00,"6,3","3,3","5,6",,"17,9",,,
21/10/2014 16.00,"5,6","4,4","6,7","24,2","15,8",,,
21/10/2014 17.00,"6,0","9,5","13,0",,"21,1",,,
21/10/2014 18.00,"5,7","6,7","9,3","24,7","18,7",,,
21/10/2014 19.00,"5,7","21,2","27,6",,"16,4",,,
21/10/2014 20.00,"5,6","21,4","30,4","27,1","56,1",,,
21/10/2014 21.00,"5,9","19,8","30,8",,"35,3",,,
21/10/2014 22.00,"5,6","13,5","23,9","63,2","28,9",,,
21/10/2014 23.00,"5,8","12,3","20,7",,"28,7",,,
22/10/2014 0.00,"6,3","14,5","26,9","55,4","16,1",,,
22/10/2014 1.00,"5,8","7,9","15,9",,"25,7",,,
22/10/2014 2.00,"6,0","5,2","12,7","44,2","11,2",,,
22/10/2014 3.00,"5,7","3,7","9,2",,"8,7",,,
22/10/2014 4.00,"6,0","2,7","6,9","33,7","13,0",,,
22/10/2014 5.00,"6,2","4,6","9,3",,"8,6",,,
22/10/2014 6.00,"6,1","4,6","9,1","26,6","12,1",,,
22/10/2014 7.00,"6,0","9,5","14,0",,"11,4",,,
22/10/2014 8.00,"6,1","18,2","22,4","19,0","9,9",,,
22/10/2014 9.00,"6,4","17,2","23,2",,"11,6",,,
22/10/2014 10.00,"6,8","12,3","18,2","21,5","14,7",,,
22/10/2014 11.00,"6,4","8,0","12,0",,"16,1",,,
22/10/2014 12.00,"6,4","5,7","8,3","19,0","14,6",,,
22/10/2014 13.00,"6,4","4,9","6,5",,"15,2",,,
22/10/2014 14.00,"6,7","4,8","6,8","9,5","11,4",,,
22/10/2014 15.00,"7,0","3,8","5,5",,"18,5",,,
22/10/2014 16.00,"6,8","5,0","6,9","16,8","11,6",,,
22/10/2014 17.00,"6,3","3,5","5,1",,"17,8",,,
22/10/2014 18.00,"6,4","2,3","3,5","23,7","14,0",,,
22/10/2014 19.00,"7,1","2,4","3,4",,"12,9",,,
22/10/2014 20.00,"7,5","2,4","3,2","23,4","8,2",,,
22/10/2014 21.00,"7,7","2,7","4,0",,"12,3",,,
22/10/2014 22.00,"7,4","3,8","5,0","16,8","9,7",,,
22/10/2014 23.00,"7,5","4,8","7,2",,"7,1",,,
23/10/2014 0.00,"7,7","6,7","9,5","16,6","8,9",,,
23/10/2014 1.00,"6,7",,,,"9,4",,,
23/10/2014 2.00,,"2,2","4,0","16,6","7,3",,,
23/10/2014 3.00,"6,7","5,7","8,6",,"8,7",,,
23/10/2014 4.00,"6,9","2,6","4,3","9,5","8,0",,,
23/10/2014 5.00,"7,6","2,3","3,7",,"7,4",,,
23/10/2014 6.00,"7,4","4,6","6,1","7,8","5,7",,,
23/10/2014 7.00,"7,2","6,8","9,0",,"5,2",,,
23/10/2014 8.00,"7,2","10,4","12,6","4,9","7,7",,,
23/10/2014 9.00,"8,0","10,5","13,3",,"9,6",,,
23/10/2014 10.00,"8,3","8,8","12,4","8,8","9,5",,,
23/10/2014 11.00,"9,8","6,5","10,5",,"8,7",,,
23/10/2014 12.00,"10,2","6,0","9,5","9,3","7,5",,,
23/10/2014 13.00,"10,7","5,6","8,5",,"7,9",,,
23/10/2014 14.00,"8,6","3,9","6,7","10,3","5,8",,,
23/10/2014 15.00,"8,4","5,4","7,5",,"4,4",,,
23/10/2014 16.00,"8,3","4,7","6,9","5,6","5,1",,,
23/10/2014 17.00,"7,2","4,9","7,3",,"5,2",,,
23/10/2014 18.00,"7,4","10,7","13,8","8,5","5,8",,,
23/10/2014 19.00,"7,4","12,3","15,5",,"6,6",,,
23/10/2014 20.00,"7,4","15,9","20,9","12,7","11,7",,,
23/10/2014 21.00,"6,7","16,2","20,6",,"7,8",,,
23/10/2014 22.00,"6,6","12,6","17,4","14,7","3,5",,,
23/10/2014 23.00,"6,8","20,4","27,5",,"6,1",,,
24/10/2014 0.00,"6,6","12,9","19,3","8,8","13,0",,,
24/10/2014 1.00,"6,2","10,6","17,7",,"11,8",,,
24/10/2014 2.00,"6,5","8,3","14,1","13,7","18,8",,,
24/10/2014 3.00,"6,7","11,8","18,6",,"3,6",,,
24/10/2014 4.00,"6,5","6,7","11,2","12,7","3,8",,,
24/10/2014 5.00,"6,9","4,9","9,3",,"4,5",,,
24/10/2014 6.00,"6,5","5,6","12,2","8,1","7,3",,,
24/10/2014 7.00,"6,8","11,0","17,0",,"6,0",,,
24/10/2014 8.00,"7,3","6,8","13,5","10,5","7,5",,,
24/10/2014 9.00,"6,4","21,1","29,2",,"5,4",,,
24/10/2014 10.00,"6,5","14,0","22,0","6,6","4,4",,,
24/10/2014 11.00,"6,4","12,8","19,2",,"9,0",,,
24/10/2014 12.00,"6,9","9,4","15,0","8,1","7,3",,,
24/10/2014 13.00,"6,8","16,6","32,9",,"7,3",,,
24/10/2014 14.00,"7,4","1,4","2,9","12,2","7,3",,,
24/10/2014 15.00,"7,6","1,2","2,5",,"10,7",,,
24/10/2014 16.00,"7,5","1,5","3,1","11,0","9,4",,,
24/10/2014 17.00,"8,4","2,4","4,5",,"7,0",,,
24/10/2014 18.00,"9,3","3,3","5,3","11,0","6,7",,,
24/10/2014 19.00,"8,8","5,5","8,1",,"8,9",,,
24/10/2014 20.00,"8,2","5,2","7,8","12,9","8,1",,,
24/10/2014 21.00,"9,1","3,1","4,7",,"6,9",,,
24/10/2014 22.00,"8,0","1,8","2,7","11,5","12,2",,,
24/10/2014 23.00,"7,8","1,6","2,8",,"8,2",,,
25/10/2014 0.00,"7,3","0,9","1,9","10,3","7,8",,,
25/10/2014 1.00,"7,2",,,,"11,3",,,
25/10/2014 2.00,,"1,2","2,2","14,4","8,6",,,
25/10/2014 3.00,"6,6","1,4","2,7",,"6,9",,,
25/10/2014 4.00,"6,9","1,4","3,9","13,2","5,4",,,
25/10/2014 5.00,"6,6","5,1","9,4",,"8,5",,,
25/10/2014 6.00,"6,9","10,2","15,3","12,9","6,9",,,
25/10/2014 7.00,"6,2","10,1","15,8",,"5,4",,,
25/10/2014 8.00,"5,6","16,1","25,2","15,1","6,0",,,
25/10/2014 9.00,"5,6","27,9","47,3",,"6,7",,,
25/10/2014 10.00,"7,1","7,8","13,3","16,4","4,8",,,
25/10/2014 11.00,"7,6","4,8","9,5",,"7,3",,,
25/10/2014 12.00,"6,5","2,5","5,9","9,0","6,8",,,
25/10/2014 13.00,"6,6","1,3","3,0",,"7,8",,,
25/10/2014 14.00,"6,2","1,6","3,4","9,3","6,9",,,
25/10/2014 15.00,"6,0","1,0","2,2",,"8,9",,,
25/10/2014 16.00,"6,2","1,5","2,9","8,5","11,4",,,
25/10/2014 17.00,"6,1","2,4","4,0",,"9,4",,,
25/10/2014 18.00,"5,9","1,4","2,5","13,2","9,7",,,
25/10/2014 19.00,"5,7","1,1","2,1",,"11,2",,,
25/10/2014 20.00,"5,9","1,1","2,2","12,7","8,8",,,
25/10/2014 21.00,"5,3","1,2","2,8",,"7,8",,,
25/10/2014 22.00,"5,7","1,7","3,2","13,4","10,2",,,
25/10/2014 23.00,"5,8","1,7","3,1",,"7,6",,,
26/10/2014 0.00,"5,0","1,9","3,4","11,5","6,0",,,
26/10/2014 1.00,"5,6","2,4","3,9",,"6,6",,,
26/10/2014 2.00,"5,0","2,9","4,7","11,7","9,5",,,
26/10/2014 3.00,"5,2","2,7","5,1",,"8,1",,,
26/10/2014 4.00,"6,1","2,7","4,8","12,2","4,5",,,
26/10/2014 5.00,"4,7","3,4","5,1",,"2,9",,,
26/10/2014 6.00,"4,5","1,9","3,3","14,2","5,0",,,
26/10/2014 7.00,"5,3","1,9","3,2",,"7,4",,,
26/10/2014 8.00,"5,5","2,5","4,1","12,0","7,9",,,
26/10/2014 9.00,"5,8","2,0","3,3",,"7,8",,,
26/10/2014 10.00,"5,6","1,3","2,6","11,7","6,3",,,
26/10/2014 11.00,"5,6","1,1","3,0",,"4,4",,,
26/10/2014 12.00,"5,2","1,0","2,4","11,7","3,5",,,
26/10/2014 13.00,"4,7","0,9","2,4",,"6,1",,,
26/10/2014 14.00,"5,0","1,2","3,0","9,5","6,2",,,
26/10/2014 15.00,"5,9","1,7","3,1",,"4,4",,,
26/10/2014 16.00,"5,3","1,1","2,5","8,1","7,9",,,
26/10/2014 17.00,"5,1","1,4","3,0",,"7,4",,,
26/10/2014 18.00,"5,5","3,6","6,0","8,8","6,0",,,
26/10/2014 19.00,"5,2","5,7","11,7",,"7,5",,,
26/10/2014 20.00,"5,6","21,5","28,4","10,3","4,1",,,
26/10/2014 21.00,"4,6","21,6","27,4",,"24,1",,,
26/10/2014 22.00,"4,5","15,6","20,7","15,1","23,3",,,
26/10/2014 23.00,"5,1","1,6","3,2",,"9,4",,,
27/10/2014 0.00,"5,3","2,5","4,0","27,1","7,7",,,
27/10/2014 1.00,"5,5",,,,"6,8",,,
27/10/2014 2.00,,"2,2","4,0","20,8","10,0",,,
27/10/2014 3.00,"4,6","2,3","4,7",,"6,8",,,
27/10/2014 4.00,"4,8","4,2","10,8","12,9","5,0",,,
27/10/2014 5.00,"5,3","8,6","17,6",,"7,4",,,
27/10/2014 6.00,"5,0","11,1","21,6","15,4","7,7",,,
27/10/2014 7.00,"5,0","24,4","45,6",,"6,8",,,
27/10/2014 8.00,"5,3","21,2","39,5","15,4","7,0",,,
27/10/2014 9.00,"4,7","30,4","57,7",,"8,8",,,
27/10/2014 10.00,"5,0","2,2","4,8","11,5","8,3",,,
27/10/2014 11.00,"5,0","2,3","4,7",,"5,0",,,
27/10/2014 12.00,"4,6","1,4","3,4","14,4","3,2",,,
27/10/2014 13.00,"5,0","1,3","3,5",,"4,4",,,
27/10/2014 14.00,"4,7","1,6","3,8","8,3","4,3",,,
27/10/2014 15.00,"4,6","1,6","3,8",,"3,7",,,
27/10/2014 16.00,"5,2","1,8","3,4","4,9","8,6",,,
27/10/2014 17.00,"5,1","1,7","3,8",,"9,0",,,
27/10/2014 18.00,"5,2","6,3","10,9","11,0","20,2",,,
27/10/2014 19.00,"5,0","8,3","18,0",,"56,7",,,
27/10/2014 20.00,"4,5","5,9","15,8","27,4","74,0",,,
27/10/2014 21.00,"4,7","22,2","40,2",,"37,5",,,
27/10/2014 22.00,"4,4","47,7","72,0","48,1","22,6",,,
27/10/2014 23.00,"5,3","47,6","79,8",,"22,0",,,
28/10/2014 0.00,"5,3","24,3","37,2","39,3","24,8",,,
28/10/2014 1.00,"5,6","20,1","30,3",,"16,0",,,
28/10/2014 2.00,"4,9","16,8","24,1","40,5","15,3",,,
28/10/2014 3.00,"5,1","9,8","17,1",,"17,9",,,
28/10/2014 4.00,"5,3","9,4","16,5","23,4","17,0",,,
28/10/2014 5.00,"5,2","7,4","14,8",,"9,8",,,
28/10/2014 6.00,"5,3","19,6","34,6","23,7","8,1",,,
28/10/2014 7.00,"5,1","24,8","45,7",,"16,2",,,
28/10/2014 8.00,"5,1","27,1","72,5","13,9","12,4",,,
