,Provincia di LECCE,,
,GUAGNANO,,
Parm,SO2,NO2,PM10



06/04/2005 22.00,"1,60582164","7,85322643","32,35165024"
06/04/2005 23.00,"0,93378703","7,7573817","32,35165024"
07/04/2005 0.00,"0,64960061","6,91506348","32,35165024"
07/04/2005 1.00,"1,34359226","7,50040316","39,52381134"
07/04/2005 2.00,"2,09076996","7,088979","39,52381134"
07/04/2005 3.00,"2,21159668","6,45691386","39,52381134"
07/04/2005 4.00,"2,05597737","7,21227623","39,52381134"
07/04/2005 5.00,"2,05948195","6,62953114","39,52381134"
07/04/2005 6.00,"1,98262421","8,70872215","39,52381134"
07/04/2005 7.00,"1,81762308","14,48425275","39,52381134"
07/04/2005 8.00,"1,58772413","17,59655282","39,52381134"
07/04/2005 9.00,"2,54943492","12,53485021","39,52381134"
07/04/2005 10.00,"2,57556877","10,70354234","39,52381134"
07/04/2005 11.00,"3,38480279","8,62565914","39,52381134"
07/04/2005 12.00,"4,08444794","8,21163657","39,52381134"
07/04/2005 13.00,"5,53559507","9,49263642","39,52381134"
07/04/2005 14.00,"5,69703975","9,1733611","39,52381134"
07/04/2005 15.00,"4,8192996","9,79374391","39,52381134"
07/04/2005 16.00,"6,83828664","11,42646572","39,52381134"
07/04/2005 17.00,"7,64736506","11,09940091","39,52381134"
07/04/2005 18.00,"8,1298441","13,13186647","39,52381134"
07/04/2005 19.00,"4,11599528","14,76718286","39,52381134"
07/04/2005 20.00,"3,08237852","18,49467466","39,52381134"
07/04/2005 21.00,"3,09526493","16,26622719","39,52381134"
07/04/2005 22.00,"2,79835483","20,09752912","39,52381134"
07/04/2005 23.00,"2,95057328","17,91452224","39,52381134"
08/04/2005 0.00,"2,68886969","13,93784139","39,52381134"
08/04/2005 1.00,,"10,5400109","38,91384125"
08/04/2005 2.00,"1,33346803",,"38,91384125"
08/04/2005 3.00,"1,15947356","8,6477217","38,91384125"
08/04/2005 4.00,"1,21906773","8,76712802","38,91384125"
08/04/2005 5.00,"1,10483626","8,24148671","38,91384125"
08/04/2005 6.00,"1,22976657","8,49976541","38,91384125"
08/04/2005 7.00,"1,3276935","8,94753095","38,91384125"
08/04/2005 8.00,"1,38826602","21,0839108","38,91384125"
08/04/2005 9.00,"1,71612241","16,10009925","38,91384125"
08/04/2005 10.00,"2,13260832","7,20708515","38,91384125"
08/04/2005 11.00,"2,28712825","6,17527626","38,91384125"
08/04/2005 12.00,"2,54970951","6,70350833","38,91384125"
08/04/2005 13.00,"3,09588021","5,97540343","38,91384125"
08/04/2005 14.00,"2,73435095","6,45951036","38,91384125"
08/04/2005 15.00,"2,78191604","5,9260853","38,91384125"
08/04/2005 16.00,"3,00628149","5,89363675","38,91384125"
08/04/2005 17.00,"3,06112118","6,27521077","38,91384125"
08/04/2005 18.00,"2,20065782","6,9981265","38,91384125"
08/04/2005 19.00,"1,37622677","9,02150814","38,91384125"
08/04/2005 20.00,"1,64095696","10,2739561","38,91384125"
08/04/2005 21.00,"1,59709375","9,14091254","38,91384125"
08/04/2005 22.00,"1,55916575","6,5542557","38,91384125"
08/04/2005 23.00,"1,44533904","5,23301972","38,91384125"
09/04/2005 0.00,"1,4973708","4,79563825","38,91384125"
09/04/2005 1.00,"1,32651276","4,34397796","25,02713013"
09/04/2005 2.00,"1,63591569","4,13502122","25,02713013"
09/04/2005 3.00,"1,28195901","3,82612806","25,02713013"
09/04/2005 4.00,"1,34191523","3,98446651","25,02713013"
09/04/2005 5.00,"1,14256289","3,91178566","25,02713013"
09/04/2005 6.00,"1,22403374","4,2141914","25,02713013"
09/04/2005 7.00,"1,3564746","6,52310539","25,02713013"
09/04/2005 8.00,"1,26264415","7,2369353","25,02713013"
09/04/2005 9.00,"1,46213276","6,54127513","25,02713013"
09/04/2005 10.00,"1,49094743","5,60161699","25,02713013"
09/04/2005 11.00,"1,41171906","6,15451003","25,02713013"
09/04/2005 12.00,"1,78222538","5,48091434","25,02713013"
09/04/2005 13.00,"1,83730915","4,92672306","25,02713013"
09/04/2005 14.00,"1,68611888","5,10453141","25,02713013"
09/04/2005 15.00,"1,51131488","4,8086169","25,02713013"
09/04/2005 16.00,"1,4685897","5,42770147","25,02713013"
09/04/2005 17.00,"1,47294042","5,48740367","25,02713013"
09/04/2005 18.00,"1,32321667","5,54710587","25,02713013"
09/04/2005 19.00,"1,33269307","6,20512641","25,02713013"
09/04/2005 20.00,"1,25578245","7,67042394","25,02713013"
09/04/2005 21.00,"1,12431079","6,76710527","25,02713013"
09/04/2005 22.00,"1,11301497","5,05131854","25,02713013"
09/04/2005 23.00,"1,1972002","4,9137444","25,02713013"
10/04/2005 0.00,"1,21025034","4,97474294","25,02713013"
10/04/2005 1.00,,"4,00653099","42,91276169"
10/04/2005 2.00,"1,24635486",,"42,91276169"
10/04/2005 3.00,"1,25445018","4,15059446","42,91276169"
10/04/2005 4.00,"1,33470775","3,75863637","42,91276169"
10/04/2005 5.00,"1,18641084","3,8728516","42,91276169"
10/04/2005 6.00,"1,58174824","3,68595742","42,91276169"
10/04/2005 7.00,"1,46486951","5,16942469","42,91276169"
10/04/2005 8.00,"1,33790316","4,51270049","42,91276169"
10/04/2005 9.00,"1,53627817","4,50751132","42,91276169"
10/04/2005 10.00,"1,7287088","4,81250974","42,91276169"
10/04/2005 11.00,"1,89418284","5,87806351","42,91276169"
10/04/2005 12.00,"1,89621582","5,80148791","42,91276169"
10/04/2005 13.00,"2,08400792","4,35695662","42,91276169"
10/04/2005 14.00,"2,32589731","4,34008322","42,91276169"
10/04/2005 15.00,"2,99313982","4,32840281","42,91276169"
10/04/2005 16.00,"3,23938501","5,48870192","42,91276169"
10/04/2005 17.00,"2,75852199","5,50168058","42,91276169"
10/04/2005 18.00,"2,46095897","5,46533919","42,91276169"
10/04/2005 19.00,"1,91287937","7,00591407","42,91276169"
10/04/2005 20.00,"1,18341985","6,36735961","42,91276169"
10/04/2005 21.00,"0,98340849","5,9572337","42,91276169"
10/04/2005 22.00,"1,55211896","4,68661601","42,91276169"
10/04/2005 23.00,"1,90419419","4,54644538","42,91276169"
11/04/2005 0.00,"2,10070096","3,4549362","42,91276169"
11/04/2005 1.00,"1,87774202","3,49127567","35,7943306"
11/04/2005 2.00,"1,44504005","3,19795766","35,7943306"
11/04/2005 3.00,"1,24101052","3,28361718","35,7943306"
11/04/2005 4.00,"1,28836713","3,31476557","35,7943306"
11/04/2005 5.00,"1,40554485","3,72489339","35,7943306"
11/04/2005 6.00,"1,22001863","4,1999145","35,7943306"
11/04/2005 7.00,"1,48131135","12,01829282","35,7943306"
11/04/2005 8.00,"1,41352322","16,91515999","35,7943306"
11/04/2005 9.00,"1,3380191","5,96242478","35,7943306"
11/04/2005 10.00,"1,52394297","5,22523406","35,7943306"
11/04/2005 11.00,"0,26970433","4,44650896","35,7943306"
11/04/2005 12.00,"0,30220867","19,7094696","35,7943306"
11/04/2005 13.00,"0,1421766","19,88858576","35,7943306"
11/04/2005 14.00,"0,04149869","15,20457198","35,7943306"
11/04/2005 15.00,"0,0790087","4,38940326","35,7943306"
11/04/2005 16.00,"0,46973399","4,4075749","35,7943306"
11/04/2005 17.00,"0,67013181","4,54774362","35,7943306"
11/04/2005 18.00,"0,61258893","4,95138212","35,7943306"
11/04/2005 19.00,"0,35586864","6,46599969","35,7943306"
11/04/2005 20.00,"0,23745221","9,35895702","35,7943306"
11/04/2005 21.00,"0,21731256","8,41929698","35,7943306"
11/04/2005 22.00,"0,20608081","7,60163591","35,7943306"
11/04/2005 23.00,"0,19818991","7,78463726","35,7943306"
12/04/2005 0.00,"0,17824349","5,86378661","35,7943306"
12/04/2005 1.00,,"6,24536062","20,11721039"
12/04/2005 2.00,"1,72686397",,"20,11721039"
12/04/2005 3.00,"1,45816748","5,72231773","20,11721039"
12/04/2005 4.00,"2,45413796","4,79823474","20,11721039"
12/04/2005 5.00,"2,35116569","4,56850986","20,11721039"
12/04/2005 6.00,"2,67659857","5,63795646","20,11721039"
12/04/2005 7.00,"3,35244897","8,13506288","20,11721039"
12/04/2005 8.00,"3,20453446","15,15006086","20,11721039"
12/04/2005 9.00,"2,92449537","8,26614769","20,11721039"
12/04/2005 10.00,"2,90171355","6,24016954","20,11721039"
12/04/2005 11.00,"3,03479716","5,90142433","20,11721039"
12/04/2005 12.00,"1,32857829","6,05197903","20,11721039"
12/04/2005 13.00,"1,67622245","11,08252369","20,11721039"
12/04/2005 14.00,"1,5389122","4,97604118","20,11721039"
12/04/2005 15.00,"3,26978009","4,23625588","20,11721039"
12/04/2005 16.00,"2,18577505","4,6009565","20,11721039"
12/04/2005 17.00,"2,46468221","4,3907015","20,11721039"
12/04/2005 18.00,"2,41054527","5,22783055","20,11721039"
12/04/2005 19.00,"2,60317829","9,9131464","20,11721039"
12/04/2005 20.00,"2,59612844","14,20650034","20,11721039"
12/04/2005 21.00,"1,57996544","11,38103851","20,11721039"
12/04/2005 22.00,"2,69757725","6,53608405","20,11721039"
12/04/2005 23.00,"2,64637333","7,1772331","20,11721039"
13/04/2005 0.00,"2,02060103","6,19214775","20,11721039"
13/04/2005 1.00,"2,74314088","7,52246764","12,03201008"
13/04/2005 2.00,"2,34270628","5,06559544","12,03201008"
13/04/2005 3.00,"1,41716713","4,48414859","12,03201008"
13/04/2005 4.00,"1,96279983","4,3764246","12,03201008"
13/04/2005 5.00,"1,76458348","4,00782924","12,03201008"
13/04/2005 6.00,"1,78798668","5,3173829","12,03201008"
13/04/2005 7.00,"1,70047078","17,62249866","12,03201008"
13/04/2005 8.00,"1,43069831","14,35446046","12,03201008"
13/04/2005 9.00,"2,93064212","15,45765769","12,03201008"
13/04/2005 10.00,"2,84363065","12,45307779","12,03201008"
13/04/2005 11.00,"1,94881405","21,13584072","12,03201008"
13/04/2005 12.00,"2,454081","6,03899846","12,03201008"
13/04/2005 13.00,"2,42424934","6,18436018","12,03201008"
13/04/2005 14.00,"1,25425186","7,54323387","12,03201008"
13/04/2005 15.00,"1,40735511","10,44657146","12,03201008"
13/04/2005 16.00,"2,30531831","6,21421223","12,03201008"
13/04/2005 17.00,"0,94669988","8,48159567","12,03201008"
13/04/2005 18.00,"1,2186711","11,49265342","12,03201008"
13/04/2005 19.00,"1,21308472","6,53219122","12,03201008"
13/04/2005 20.00,"1,62163396","6,43095655","12,03201008"
13/04/2005 21.00,"1,24709625","8,35959478","12,03201008"
13/04/2005 22.00,"0,4546468","7,21746731","12,03201008"
13/04/2005 23.00,"1,10380197","6,78527501","12,03201008"
14/04/2005 0.00,"1,58853875","5,23302163","12,03201008"
14/04/2005 1.00,,"4,96306444","29,40632057"
14/04/2005 2.00,"2,13888321",,"29,40632057"
14/04/2005 3.00,"2,32490268","5,58474359","29,40632057"
14/04/2005 4.00,"2,61826955","5,55618978","29,40632057"
14/04/2005 5.00,"2,27543478","6,5373823","29,40632057"
14/04/2005 6.00,"2,13120689","8,37906276","29,40632057"
14/04/2005 7.00,"2,54718532","11,2979755","29,40632057"
14/04/2005 8.00,"2,28243581","12,90473999","29,40632057"
14/04/2005 9.00,"2,81954911","15,20975924","29,40632057"
14/04/2005 10.00,"3,22017388","8,7074239","29,40632057"
14/04/2005 11.00,"3,17267083","6,8527667","29,40632057"
14/04/2005 12.00,"3,1374511","7,17204202","29,40632057"
14/04/2005 13.00,"2,73099281","7,43680813","29,40632057"
14/04/2005 14.00,"2,64765577","8,00657457","29,40632057"
14/04/2005 15.00,"2,38054275","9,23176505","29,40632057"
14/04/2005 16.00,"1,8835918","9,03578505","29,40632057"
14/04/2005 17.00,"1,05786713","10,1545517","29,40632057"
14/04/2005 18.00,"1,5478801","10,716521","29,40632057"
14/04/2005 19.00,"1,53599646","12,55301612","29,40632057"
14/04/2005 20.00,"1,49527985","17,05014146","29,40632057"
14/04/2005 21.00,"1,32532084","14,15718794","29,40632057"
14/04/2005 22.00,"1,43233161","12,78273718","29,40632057"
14/04/2005 23.00,"1,38571945","5,07987234","29,40632057"
15/04/2005 0.00,"1,19859552","4,24404154","29,40632057"
15/04/2005 1.00,"1,24047863","4,05455278","22,88751984"
15/04/2005 2.00,"1,50397011","3,84040305","22,88751984"
15/04/2005 3.00,"1,5324034","4,17265894","22,88751984"
15/04/2005 4.00,"1,56740854","11,45371554","22,88751984"
15/04/2005 5.00,"1,54732685","7,78723375","22,88751984"
15/04/2005 6.00,"2,13519862","6,19474425","22,88751984"
15/04/2005 7.00,"2,14496385","7,43550988","22,88751984"
15/04/2005 8.00,"2,08674467","11,0630557","22,88751984"
15/04/2005 9.00,"2,65913973","16,75682536","22,88751984"
15/04/2005 10.00,"3,0047387","12,65944378","22,88751984"
15/04/2005 11.00,"3,04425831","10,52314514","22,88751984"
15/04/2005 12.00,"2,81939656","9,70029682","22,88751984"
15/04/2005 13.00,"2,80349068","8,91897714","22,88751984"
15/04/2005 14.00,"2,6488843","8,23240471","22,88751984"
15/04/2005 15.00,"2,6877276","9,28108509","22,88751984"
15/04/2005 16.00,"2,91642751","9,12014822","22,88751984"
15/04/2005 17.00,"2,7857725","8,44135954","22,88751984"
15/04/2005 18.00,"2,80990795","8,00397807","22,88751984"
15/04/2005 19.00,"2,54884303","10,64903122","22,88751984"
15/04/2005 20.00,"2,76826993","13,74835072","22,88751984"
15/04/2005 21.00,"2,82301911","18,01446057","22,88751984"
15/04/2005 22.00,"2,7450864","16,57123134","22,88751984"
15/04/2005 23.00,"2,64406372","14,15978253","22,88751984"
16/04/2005 0.00,"2,71975395","14,02090441","22,88751984"
16/04/2005 1.00,,"11,37844393","30,94329071"
16/04/2005 2.00,"1,07884886",,"30,94329071"
16/04/2005 3.00,"1,012214","9,28887266","30,94329071"
16/04/2005 4.00,"0,73350108","8,62306264","30,94329071"
16/04/2005 5.00,"0,59283269","6,37384894","30,94329071"
16/04/2005 6.00,"0,16378887","7,29014817","30,94329071"
16/04/2005 7.00,"0,46787085","11,22269241","30,94329071"
16/04/2005 8.00,"0,57773126","12,59973584","30,94329071"
16/04/2005 9.00,"0,53026482","12,38428594","30,94329071"
16/04/2005 10.00,"0,61044306","9,35895702","30,94329071"
16/04/2005 11.00,"0,57990967","8,34921262","30,94329071"
16/04/2005 12.00,"0,46120747","6,9669781","30,94329071"
16/04/2005 13.00,"0,05958196","7,32778589","30,94329071"
16/04/2005 14.00,"0,05974061","7,20448866","30,94329071"
16/04/2005 15.00,"0,15715396","7,06561436","30,94329071"
16/04/2005 16.00,"0,1579757","6,72167998","30,94329071"
16/04/2005 17.00,"0,06103831","7,02797664","30,94329071"
16/04/2005 18.00,"0,14114435","7,72752964","30,94329071"
16/04/2005 19.00,"0,09226427","9,16167878","30,94329071"
16/04/2005 20.00,"0,05172157","9,47965776","30,94329071"
16/04/2005 21.00,"0,10075928","11,42256906","30,94329071"
16/04/2005 22.00,"0,00934623","9,02410655","30,94329071"
16/04/2005 23.00,"0,014178","7,09416817","30,94329071"
17/04/2005 0.00,"0,02803869","6,91765806","30,94329071"
17/04/2005 1.00,"0,02102851","5,41082807","20,41077995"
17/04/2005 2.00,"0,01351491","5,9546372","20,41077995"
17/04/2005 3.00,"0,02068273","8,00916915","20,41077995"
17/04/2005 4.00,"0,04704845","8,21423306","20,41077995"
17/04/2005 5.00,"0,05955247","7,84044662","20,41077995"
17/04/2005 6.00,"0,03687947","6,1025935","20,41077995"
17/04/2005 7.00,"0,04537549","6,23757305","20,41077995"
17/04/2005 8.00,"0,04704845","7,55880711","20,41077995"
17/04/2005 9.00,"0,02636573","6,82680938","20,41077995"
17/04/2005 10.00,"0,03236501","5,35502062","20,41077995"
17/04/2005 11.00,"0,14632189","7,23953179","20,41077995"
17/04/2005 12.00,"0,50619344","8,58023193","20,41077995"
17/04/2005 13.00,"0,09558173","4,68142493","20,41077995"
17/04/2005 14.00,"0,20284675","4,49712725","20,41077995"
17/04/2005 15.00,"0,09409589","5,38746726","20,41077995"
17/04/2005 16.00,"0,03520651","5,64704229","20,41077995"
17/04/2005 17.00,"0,15813435","5,98059451","20,41077995"
17/04/2005 18.00,"0,15418229","6,52959472","20,41077995"
17/04/2005 19.00,"0,07442304","5,4964895","20,41077995"
17/04/2005 20.00,"0,71478014","6,45431928","20,41077995"
17/04/2005 21.00,"0,65897634","10,0948495","20,41077995"
17/04/2005 22.00,"0,89345382","8,80476382","20,41077995"
17/04/2005 23.00,"0,69014535","5,71712665","20,41077995"
18/04/2005 0.00,"0,74528506","5,51985031","20,41077995"
18/04/2005 1.00,,"4,25572195","17,37796021"
18/04/2005 2.00,"0,3448708",,"17,37796021"
18/04/2005 3.00,"0,19476364","4,7203609","17,37796021"
18/04/2005 4.00,"0,15467045","4,17655177","17,37796021"
18/04/2005 5.00,"0,03348778","4,46078586","17,37796021"
18/04/2005 6.00,"0,05125578","4,47895751","17,37796021"
18/04/2005 7.00,"0,04829326","5,2719576","17,37796021"
18/04/2005 8.00,"0,05353183","5,32257398","17,37796021"
18/04/2005 9.00,"0,09567326","5,3005095","17,37796021"
18/04/2005 10.00,"0,02277877","5,03444705","17,37796021"
18/04/2005 11.00,"0,01116259","4,92672306","17,37796021"
18/04/2005 12.00,"0,3956669","5,57176494","17,37796021"
18/04/2005 13.00,"0,04146106","4,88648884","17,37796021"
18/04/2005 14.00,"0,50864848","5,31868114","17,37796021"
18/04/2005 15.00,"0,3990769","5,6729996","17,37796021"
18/04/2005 16.00,"0,51319956","4,87870126","17,37796021"
18/04/2005 17.00,"0,53849336","4,84366004","17,37796021"
18/04/2005 18.00,"0,44145224","4,73982888","17,37796021"
18/04/2005 19.00,"0,28381928","8,2349993","17,37796021"
18/04/2005 20.00,"0,35489232","14,41676298","17,37796021"
18/04/2005 21.00,"0,9621298","21,97037136","17,37796021"
18/04/2005 22.00,"0,83025032","16,76850194","17,37796021"
18/04/2005 23.00,"0,21389341","15,6354603","17,37796021"
19/04/2005 0.00,"0,58949897","7,2512122","17,37796021"
19/04/2005 1.00,"0,33279393","5,22263756","20,41201973"
19/04/2005 2.00,"0,23713898","4,80991515","20,41201973"
19/04/2005 3.00,"0,59496941","5,48480718","20,41201973"
19/04/2005 4.00,"0,17904997","6,1025935","20,41201973"
19/04/2005 5.00,"0,0801874","6,88910617","20,41201973"
19/04/2005 6.00,"0,18041173","8,51144582","20,41201973"
19/04/2005 7.00,"0,02574129","17,34086297","20,41201973"
19/04/2005 8.00,"0,04806647","9,80282782","20,41201973"
19/04/2005 9.00,"0,10933869","5,60161699","20,41201973"
19/04/2005 10.00,"0,32504744","6,80604124","20,41201973"
19/04/2005 11.00,"0,27448423","4,61393515","20,41201973"
19/04/2005 12.00,"0,45124087","4,19601975","20,41201973"
19/04/2005 13.00,"0,35831453","4,49063792","20,41201973"
19/04/2005 14.00,"0,33644394","4,98382876","20,41201973"
19/04/2005 15.00,"0,11777165","4,78785067","20,41201973"
19/04/2005 16.00,"0,08383029","5,56397927","20,41201973"
19/04/2005 17.00,"0,07859274","4,80731866","20,41201973"
19/04/2005 18.00,"0,09658754","5,15514778","20,41201973"
19/04/2005 19.00,"0,08587853","6,68923334","20,41201973"
19/04/2005 20.00,"0,03189312","10,3038005","20,41201973"
19/04/2005 21.00,"0,16764838","9,41865731","20,41201973"
19/04/2005 22.00,"0,14328615","9,31612631","20,41201973"
19/04/2005 23.00,"0,05991045","8,28172284","20,41201973"
20/04/2005 0.00,"0,04510395","7,7573817","20,41201973"
20/04/2005 1.00,,"6,04159496","23,73719978"
20/04/2005 2.00,"1,46076388",,"23,73719978"
20/04/2005 3.00,"1,64288723","5,23042514","23,73719978"
20/04/2005 4.00,"1,59996271","5,34204196","23,73719978"
20/04/2005 5.00,"1,26099762","5,19408375","23,73719978"
20/04/2005 6.00,"2,50642396","7,73791371","23,73719978"
20/04/2005 7.00,"3,93864574","21,21111616","23,73719978"
20/04/2005 8.00,"4,3690442","14,31033532","23,73719978"
20/04/2005 9.00,"4,54737515","35,70964008","23,73719978"
20/04/2005 10.00,"4,24319249","22,7802372","23,73719978"
20/04/2005 11.00,"4,86092948","12,38040076","23,73719978"
20/04/2005 12.00,"5,59212908","7,41085082","23,73719978"
20/04/2005 13.00,"4,26678079","6,14542421","23,73719978"
20/04/2005 14.00,"4,67322687","6,3128504","23,73719978"
20/04/2005 15.00,"3,80493058","4,56072228","23,73719978"
20/04/2005 16.00,"4,58188908","4,51270049","23,73719978"
20/04/2005 17.00,"4,6756036","4,62042448","23,73719978"
20/04/2005 18.00,"4,89891849","5,4912965","23,73719978"
20/04/2005 19.00,"5,21164904","6,87482926","23,73719978"
20/04/2005 20.00,"5,3953284","10,11431748","23,73719978"
20/04/2005 21.00,"5,40282572","7,44589204","23,73719978"
20/04/2005 22.00,"5,08794625","6,48157484","23,73719978"
20/04/2005 23.00,"4,9848611","5,30180774","23,73719978"
21/04/2005 0.00,"4,64026692","4,28687034","23,73719978"
21/04/2005 1.00,"4,58563775","4,07012794","53,60005188"
21/04/2005 2.00,"4,67747793","4,38421218","53,60005188"
21/04/2005 3.00,"5,01859804","4,64508354","53,60005188"
21/04/2005 4.00,"5,30911222","4,70219116","53,60005188"
21/04/2005 5.00,"5,15916879","4,98901984","53,60005188"
21/04/2005 6.00,"5,49841457","5,79629683","53,60005188"
21/04/2005 7.00,"5,21727204","5,20057308","53,60005188"
21/04/2005 8.00,"5,06170663","8,09612691","53,60005188"
21/04/2005 9.00,"4,9848611","10,65552055","53,60005188"
21/04/2005 10.00,"5,03921466","6,51012674","53,60005188"
21/04/2005 11.00,"5,21539771","4,26091303","53,60005188"
21/04/2005 12.00,"5,15167147","3,6911485","53,60005188"
21/04/2005 13.00,"4,41722661","3,66778578","53,60005188"
21/04/2005 14.00,"4,54627781","4,11555323","53,60005188"
21/04/2005 15.00,"4,77306678","4,11036024","53,60005188"
21/04/2005 16.00,"4,6161752","6,60357382","53,60005188"
21/04/2005 17.00,"4,18673577","5,77942534","53,60005188"
21/04/2005 18.00,"4,39660999","6,07923268","53,60005188"
21/04/2005 19.00,"4,27802677","6,18176559","53,60005188"
21/04/2005 20.00,"3,95542217","11,52769656","53,60005188"
21/04/2005 21.00,"3,41590265","14,45309671","53,60005188"
21/04/2005 22.00,"3,59405156","9,1993165","53,60005188"
21/04/2005 23.00,"3,34746872","5,80019158","53,60005188"
22/04/2005 0.00,"2,54194268","4,82548839","53,60005188"
22/04/2005 1.00,,"4,58019026","25,02766991"
22/04/2005 2.00,"1,0389133",,"25,02766991"
22/04/2005 3.00,"1,3278491","4,42833922","25,02766991"
22/04/2005 4.00,"0,99186179","4,58538134","25,02766991"
22/04/2005 5.00,"1,26029996","3,99095775","25,02766991"
22/04/2005 6.00,"1,10537222","4,72555198","25,02766991"
22/04/2005 7.00,"0,65777933","6,83718963","25,02766991"
22/04/2005 8.00,"1,16028716","7,42642406","25,02766991"
22/04/2005 9.00,"2,36609525","5,20057308","25,02766991"
22/04/2005 10.00,"2,24806731","6,06495769","25,02766991"
22/04/2005 11.00,"2,59807193","5,58863834","25,02766991"
22/04/2005 12.00,"2,70136557","5,10453141","25,02766991"
22/04/2005 13.00,"3,42634317","4,21938248","25,02766991"
22/04/2005 14.00,"3,60419512","5,05650962","25,02766991"
22/04/2005 15.00,"3,10507287","5,5250433","25,02766991"
22/04/2005 16.00,"3,52489861","5,00978607","25,02766991"
22/04/2005 17.00,"2,96880301","4,19861625","25,02766991"
22/04/2005 18.00,"2,30190729","4,4075749","25,02766991"
22/04/2005 19.00,"2,09466812","4,4218499","25,02766991"
22/04/2005 20.00,"1,51225459","5,49908408","25,02766991"
22/04/2005 21.00,"0,9798378","7,00072108","25,02766991"
22/04/2005 22.00,"0,75604187","7,82357322","25,02766991"
22/04/2005 23.00,"0,89995652","7,21357448","25,02766991"
23/04/2005 0.00,"0,92228577","6,89040442","25,02766991"
23/04/2005 1.00,"1,54012751","6,11038298","38,44253159"
23/04/2005 2.00,"0,85095136","4,6009565","38,44253159"
23/04/2005 3.00,"1,64618027","4,59965825","38,44253159"
23/04/2005 4.00,"1,16955915","4,92153198","38,44253159"
23/04/2005 5.00,"1,1195197","5,10193491","38,44253159"
23/04/2005 6.00,"0,15215235","5,45625337","38,44253159"
23/04/2005 7.00,"0,25857225","9,18374326","38,44253159"
23/04/2005 8.00,"0,26652519","10,8294399","38,44253159"
23/04/2005 9.00,"1,0160308","8,16361669","38,44253159"
23/04/2005 10.00,"0,5219722","5,9546372","38,44253159"
23/04/2005 11.00,"1,27869749","5,97021235","38,44253159"
23/04/2005 12.00,"1,21668388","7,05133937","38,44253159"
23/04/2005 13.00,"1,43443172","5,80538266","38,44253159"
23/04/2005 14.00,"2,77418989","8,26744594","38,44253159"
23/04/2005 15.00,"4,36814009","7,58606267","38,44253159"
23/04/2005 16.00,"2,88367808","8,16491302","38,44253159"
23/04/2005 17.00,"2,76593592","6,65419211","38,44253159"
23/04/2005 18.00,"2,11866627","6,21810506","38,44253159"
23/04/2005 19.00,"1,89501678","9,18893434","38,44253159"
23/04/2005 20.00,"1,28189697","12,21167058","38,44253159"
23/04/2005 21.00,"1,41312048","22,33896672","38,44253159"
23/04/2005 22.00,"1,02141175","20,07936512","38,44253159"
23/04/2005 23.00,"1,06984739","22,28833696","38,44253159"
24/04/2005 0.00,"0,90339195","16,64390646","38,44253159"
24/04/2005 1.00,,"11,67045795","28,24962044"
24/04/2005 2.00,"0,47766253",,"28,24962044"
24/04/2005 3.00,"0,64608688","10,9981586","28,24962044"
24/04/2005 4.00,"0,69675789","10,23891296","28,24962044"
24/04/2005 5.00,"0,94541235","9,65876436","28,24962044"
24/04/2005 6.00,"1,48321212","7,40695607","28,24962044"
24/04/2005 7.00,"1,07007621","9,04097804","28,24962044"
24/04/2005 8.00,"1,45172682","9,90406249","28,24962044"
24/04/2005 9.00,"1,48901207","5,40693524","28,24962044"
24/04/2005 10.00,"1,84526006","5,65353162","28,24962044"
24/04/2005 11.00,"1,30585241","5,71193557","28,24962044"
24/04/2005 12.00,"2,66139747","5,50946815","28,24962044"
24/04/2005 13.00,"2,75945254","4,14799987","28,24962044"
24/04/2005 14.00,"3,75869572","3,84689238","28,24962044"
24/04/2005 15.00,"3,47205427","4,32061714","28,24962044"
24/04/2005 16.00,"1,62247807","4,3309993","28,24962044"
24/04/2005 17.00,"2,6873147","4,58019026","28,24962044"
24/04/2005 18.00,"2,8175385","5,01108432","28,24962044"
24/04/2005 19.00,"2,86299535","6,76710527","28,24962044"
24/04/2005 20.00,"2,5445401","8,83851062","28,24962044"
24/04/2005 21.00,"0,9289278","9,46148802","28,24962044"
24/04/2005 22.00,"2,34260357","10,58674018","28,24962044"
24/04/2005 23.00,"0,83549093","8,1727006","28,24962044"
25/04/2005 0.00,"0,78506095","9,02929572","28,24962044"
25/04/2005 1.00,"1,01906858","5,23950905","17,21557045"
25/04/2005 2.00,"0,77016596","4,33748863","17,21557045"
25/04/2005 3.00,"0,85341453","3,64182846","17,21557045"
25/04/2005 4.00,"1,34304918","3,54578679","17,21557045"
25/04/2005 5.00,"0,96797145","3,50944732","17,21557045"
25/04/2005 6.00,"0,91393519","3,72748989","17,21557045"
25/04/2005 7.00,"0,60417428","4,1518927","17,21557045"
25/04/2005 8.00,"1,73220423","4,40627666","17,21557045"
25/04/2005 9.00,"1,82606621","4,48933967","17,21557045"
25/04/2005 10.00,"2,38812347","4,78136134","17,21557045"
25/04/2005 11.00,"2,65144104","4,83327597","17,21557045"
25/04/2005 12.00,"2,73182981","4,80082933","17,21557045"
25/04/2005 13.00,"2,6224779","3,7080219","17,21557045"
25/04/2005 14.00,"2,88588395","4,4387233","17,21557045"
25/04/2005 15.00,"2,74126248","5,78851117","17,21557045"
25/04/2005 16.00,"3,0254611","5,51465923","17,21557045"
25/04/2005 17.00,"2,73805588","5,31868114","17,21557045"
25/04/2005 18.00,"2,53889067","6,45172278","17,21557045"
