,Provincia di LECCE,,
,GUAGNANO,,
Parm,SO2,NO2,PM10



01/08/2005 22.00,"1,86403693","20,48690792","48,70750046"
01/08/2005 23.00,"1,9888991","19,24483448","48,70750046"
02/08/2005 0.00,"1,98179637","17,19420492","48,70750046"
02/08/2005 1.00,,"10,19348575","46,40808105"
02/08/2005 2.00,"1,18985034",,"46,40808105"
02/08/2005 3.00,"1,1113715","8,99944558","46,40808105"
02/08/2005 4.00,"1,15814435","7,29274275","46,40808105"
02/08/2005 5.00,"1,29973617","6,71519065","46,40808105"
02/08/2005 6.00,"1,44449798","15,34863545","46,40808105"
02/08/2005 7.00,"1,36996104","10,68667659","46,40808105"
02/08/2005 8.00,"1,63106358","18,6608007","46,40808105"
02/08/2005 9.00,"3,01442563","14,06373894","46,40808105"
02/08/2005 10.00,"2,97235234","10,33754922","46,40808105"
02/08/2005 11.00,"2,7149771","8,42967914","46,40808105"
02/08/2005 12.00,"2,07526071","6,87482926","46,40808105"
02/08/2005 13.00,"2,74773975","6,95010662","46,40808105"
02/08/2005 14.00,"2,62174464","6,88391509","46,40808105"
02/08/2005 15.00,"2,43456579","5,76125561","46,40808105"
02/08/2005 16.00,"2,20601233","5,05131854","46,40808105"
02/08/2005 17.00,"2,0414841","9,44721112","46,40808105"
02/08/2005 18.00,"1,97413023","8,59321058","46,40808105"
02/08/2005 19.00,"1,47147696","6,47119077","46,40808105"
02/08/2005 20.00,"1,32635716","11,93782438","46,40808105"
02/08/2005 21.00,"1,06955348","17,4485927","46,40808105"
02/08/2005 22.00,"1,09513204","15,27465634","46,40808105"
02/08/2005 23.00,"1,63529024","19,11505366","46,40808105"
03/08/2005 0.00,"1,2229842","22,58295704","46,40808105"
03/08/2005 1.00,"0,97270762","16,63092781","54,47605133"
03/08/2005 2.00,"0,97946253","13,66658978","54,47605133"
03/08/2005 3.00,"0,81489057","14,90865174","54,47605133"
03/08/2005 4.00,"0,75617815","12,00660667","54,47605133"
03/08/2005 5.00,"0,96149519","15,04103862","54,47605133"
03/08/2005 6.00,"0,95538302","17,73671771","54,47605133"
03/08/2005 7.00,"1,14193438","19,7951272","54,47605133"
03/08/2005 8.00,"1,09764607","13,48358843","54,47605133"
03/08/2005 9.00,"1,59642965","10,84372062","54,47605133"
03/08/2005 10.00,"1,60832651","8,24408321","54,47605133"
03/08/2005 11.00,"1,60578401","7,50040316","54,47605133"
03/08/2005 12.00,"2,27113796","6,44263696","54,47605133"
03/08/2005 13.00,"3,01001185","6,70740307","54,47605133"
03/08/2005 14.00,"1,71696856","5,6275743","54,47605133"
03/08/2005 15.00,"0,64519192","3,16291453","54,47605133"
03/08/2005 16.00,"0,76730311","3,30178691","54,47605133"
03/08/2005 17.00,"0,78249912","3,40431791","54,47605133"
03/08/2005 18.00,"0,85089542","3,91048932","54,47605133"
03/08/2005 19.00,"0,61378594","5,59253117","54,47605133"
03/08/2005 20.00,"0,69453676","10,86967985","54,47605133"
03/08/2005 21.00,"0,67758337","9,14350904","54,47605133"
03/08/2005 22.00,"0,71934342","10,34663313","54,47605133"
03/08/2005 23.00,"0,84981029","12,74899803","54,47605133"
04/08/2005 0.00,"0,73526863","11,15260805","54,47605133"
04/08/2005 1.00,,"9,73533996","14,34934044"
04/08/2005 2.00,"0,79492483",,"14,34934044"
04/08/2005 3.00,"0,85345826","10,9319709","14,34934044"
04/08/2005 4.00,"0,91018144","8,62046806","14,34934044"
04/08/2005 5.00,"0,82108715","7,75478711","14,34934044"
04/08/2005 6.00,"0,78998729","10,58414559","14,34934044"
04/08/2005 7.00,"0,90630362","13,29669043","14,34934044"
04/08/2005 8.00,"0,86590838","9,83527446","14,34934044"
04/08/2005 9.00,"2,10559883","10,80607334","14,34934044"
04/08/2005 10.00,"1,42481497","6,16489219","14,34934044"
04/08/2005 11.00,"0,91441013","5,74178571","14,34934044"
04/08/2005 12.00,"1,00548959","5,4912965","14,34934044"
04/08/2005 13.00,"0,98249522","4,73593605","14,34934044"
04/08/2005 14.00,"0,96085143","14,06373894","14,34934044"
04/08/2005 15.00,"1,01639895","4,08180834","14,34934044"
04/08/2005 16.00,"0,70656787","3,23689363","14,34934044"
04/08/2005 17.00,"0,7937563","3,3809571","14,34934044"
04/08/2005 18.00,"0,76283848","3,25765986","14,34934044"
04/08/2005 19.00,"1,09593446","3,38744642","14,34934044"
04/08/2005 20.00,"0,79421598","3,97927543","14,34934044"
04/08/2005 21.00,"0,6341595","5,40174416","14,34934044"
04/08/2005 22.00,"0,87050115","5,74827504","14,34934044"
04/08/2005 23.00,"0,71431538","4,26740427","14,34934044"
05/08/2005 0.00,"0,63858345","4,24533979","14,34934044"
05/08/2005 1.00,"0,75525878","4,20380733","13,84208012"
05/08/2005 2.00,"0,67374419","4,01561682","13,84208012"
05/08/2005 3.00,"0,6361457","5,18499793","13,84208012"
05/08/2005 4.00,"0,48834306","4,82548839","13,84208012"
05/08/2005 5.00,"0,61918316","4,74242538","13,84208012"
05/08/2005 6.00,"0,54586967","5,78461642","13,84208012"
05/08/2005 7.00,"0,5761661","4,53736146","13,84208012"
05/08/2005 8.00,"0,73028533","5,5393183","13,84208012"
05/08/2005 9.00,"0,76616814","4,99680742","13,84208012"
05/08/2005 10.00,"0,9659049","3,48868109","13,84208012"
05/08/2005 11.00,"0,66626009","3,4834881","13,84208012"
05/08/2005 12.00,"0,86238142","3,43157347","13,84208012"
05/08/2005 13.00,"0,68464745","2,92670222","13,84208012"
05/08/2005 14.00,"0,87321044","11,92484382","13,84208012"
05/08/2005 15.00,"0,8768991","3,31606382","13,84208012"
05/08/2005 16.00,"0,78067869","2,8150854","13,84208012"
05/08/2005 17.00,"0,6723865","2,90204316","13,84208012"
05/08/2005 18.00,"0,8415553","2,47893477","13,84208012"
05/08/2005 19.00,"0,72855541","3,09153192","13,84208012"
05/08/2005 20.00,"0,65426966","3,1109999","13,84208012"
05/08/2005 21.00,"0,55886693","4,83067947","13,84208012"
05/08/2005 22.00,"0,67968856","4,90465858","13,84208012"
05/08/2005 23.00,"0,67437982","3,52242406","13,84208012"
06/08/2005 0.00,"0,83082188","4,5529347","13,84208012"
06/08/2005 1.00,,"4,23495763","15,68688011"
06/08/2005 2.00,"1,19762327",,"15,68688011"
06/08/2005 3.00,"1,39628812","5,06559544","15,68688011"
06/08/2005 4.00,"1,52768757","3,41729657","15,68688011"
06/08/2005 5.00,"1,31460369","4,46078586","15,68688011"
06/08/2005 6.00,"1,37592269","4,02340248","15,68688011"
06/08/2005 7.00,"1,69016654","4,58927609","15,68688011"
06/08/2005 8.00,"1,8289728","4,2570202","15,68688011"
06/08/2005 9.00,"1,91071519","3,92606256","15,68688011"
06/08/2005 10.00,"1,73254086","3,67038227","15,68688011"
06/08/2005 11.00,"2,00335779","3,20055225","15,68688011"
06/08/2005 12.00,"1,79996389","3,24338296","15,68688011"
06/08/2005 13.00,"1,50695399","2,94357371","15,68688011"
06/08/2005 14.00,"2,03202397","14,79314209","15,68688011"
06/08/2005 15.00,"1,91549713","3,69763783","15,68688011"
06/08/2005 16.00,"1,63214974","2,42572381","15,68688011"
06/08/2005 17.00,"1,76391836","2,6359788","15,68688011"
06/08/2005 18.00,"1,89395503","2,89555192","15,68688011"
06/08/2005 19.00,"2,15919372","5,17980876","15,68688011"
06/08/2005 20.00,"1,63555669","4,08959592","15,68688011"
06/08/2005 21.00,"1,53848709","3,84689238","15,68688011"
06/08/2005 22.00,"1,24496462","6,65938128","15,68688011"
06/08/2005 23.00,"0,9746328","7,97152952","15,68688011"
07/08/2005 0.00,"1,24719388","6,86055236","15,68688011"
07/08/2005 1.00,"1,41744884","7,32908414","22,5152607"
07/08/2005 2.00,"1,09479135","8,15323262","22,5152607"
07/08/2005 3.00,"1,37175197","7,59385025","22,5152607"
07/08/2005 4.00,"1,3179659","7,07599843","22,5152607"
07/08/2005 5.00,"1,48803575","6,52310539","22,5152607"
07/08/2005 6.00,"1,42871618","7,38878634","22,5152607"
07/08/2005 7.00,"1,50459862","9,05265845","22,5152607"
07/08/2005 8.00,"1,73245543","8,04031754","22,5152607"
07/08/2005 9.00,"2,27408828","7,1318078","22,5152607"
07/08/2005 10.00,"2,9953162","8,65550928","22,5152607"
07/08/2005 11.00,"3,05452289","5,5250433","22,5152607"
07/08/2005 12.00,"2,706476","5,41212632","22,5152607"
07/08/2005 13.00,"1,81753358","3,57693518","22,5152607"
07/08/2005 14.00,"1,83357066","3,84819062","22,5152607"
07/08/2005 15.00,"1,77301441","4,21808423","22,5152607"
07/08/2005 16.00,"1,79562232","3,77421343","22,5152607"
07/08/2005 17.00,"1,57166672","3,62236048","22,5152607"
07/08/2005 18.00,"1,74111214","3,28880826","22,5152607"
07/08/2005 19.00,"1,41665252","3,7988725","22,5152607"
07/08/2005 20.00,"1,29713265","5,13438346","22,5152607"
07/08/2005 21.00,"1,27685367","6,02731997","22,5152607"
07/08/2005 22.00,"1,31111132","4,04157413","22,5152607"
07/08/2005 23.00,"1,38869621","4,19212692","22,5152607"
08/08/2005 0.00,"1,23395254","4,35436012","22,5152607"
08/08/2005 1.00,,"4,60874407","16,93581963"
08/08/2005 2.00,"0,68868494",,"16,93581963"
08/08/2005 3.00,"0,71829998","5,78851117","16,93581963"
08/08/2005 4.00,"0,72054552","4,20121274","16,93581963"
08/08/2005 5.00,"0,62195144","6,14542421","16,93581963"
08/08/2005 6.00,"0,67710233","6,37904193","16,93581963"
08/08/2005 7.00,"0,8912988","9,8703176","16,93581963"
08/08/2005 8.00,"0,57297272","7,01759448","16,93581963"
08/08/2005 9.00,"0,62903586","5,0305523","16,93581963"
08/08/2005 10.00,"0,99606404","5,08895626","16,93581963"
08/08/2005 11.00,"0,98810398","3,62236048","16,93581963"
08/08/2005 12.00,"0,84650097","4,61912623","16,93581963"
08/08/2005 13.00,"0,85957043","3,8417013","16,93581963"
08/08/2005 14.00,"0,86755287","3,67816985","16,93581963"
08/08/2005 15.00,"0,92031788","4,11814782","16,93581963"
08/08/2005 16.00,"1,08171985","4,92931764","16,93581963"
08/08/2005 17.00,"0,94857116","4,71387157","16,93581963"
08/08/2005 18.00,"0,76863436","5,05002029","16,93581963"
08/08/2005 19.00,"0,92797589","3,24987038","16,93581963"
08/08/2005 20.00,"0,86228786","4,17006435","16,93581963"
08/08/2005 21.00,"0,70597394","3,73267906","16,93581963"
08/08/2005 22.00,"0,82215094","4,39199975","16,93581963"
08/08/2005 23.00,"0,68989212","3,74825421","16,93581963"
09/08/2005 0.00,"0,95261983","7,67042394","16,93581963"
09/08/2005 1.00,"0,80427309","6,98644609","17,22682953"
09/08/2005 2.00,"0,92181287","7,04744654","17,22682953"
09/08/2005 3.00,"0,80623184","5,49259475","17,22682953"
09/08/2005 4.00,"0,720096","5,36799927","17,22682953"
09/08/2005 5.00,"0,93743704","5,93646746","17,22682953"
09/08/2005 6.00,"0,8499547","11,33430923","17,22682953"
09/08/2005 7.00,"1,14426331","15,87556926","17,22682953"
09/08/2005 8.00,"0,99409716","9,60165866","17,22682953"
09/08/2005 9.00,"1,34223253","5,6704031","17,22682953"
09/08/2005 10.00,"1,72345193","5,61719023","17,22682953"
09/08/2005 11.00,"1,78463262","4,46987169","17,22682953"
09/08/2005 12.00,"1,43963367","3,56784936","17,22682953"
09/08/2005 13.00,"1,25851208","3,42248765","17,22682953"
09/08/2005 14.00,"1,1414147","4,15838203","17,22682953"
09/08/2005 15.00,"1,09766132","3,05908337","17,22682953"
09/08/2005 16.00,"1,23264468","3,31216907","17,22682953"
09/08/2005 17.00,"1,10187272","4,1090639","17,22682953"
09/08/2005 18.00,"1,16185436","9,33299971","17,22682953"
09/08/2005 19.00,"2,78420124","10,19738241","17,22682953"
09/08/2005 20.00,"1,23371253","12,42712048","17,22682953"
09/08/2005 21.00,"0,78983373","10,50237509","17,22682953"
09/08/2005 22.00,"1,2797033","18,03652314","17,22682953"
09/08/2005 23.00,"1,17089041","26,5946772","17,22682953"
10/08/2005 0.00,"0,96239117","21,29157312","17,22682953"
10/08/2005 1.00,,"17,51218582","17,47686958"
10/08/2005 2.00,"1,70783793",,"17,47686958"
10/08/2005 3.00,"1,45722676","9,78725458","17,47686958"
10/08/2005 4.00,"1,30671482","11,68473868","17,47686958"
10/08/2005 5.00,"1,53246848","8,87874293","17,47686958"
10/08/2005 6.00,"1,53958342","17,69647967","17,47686958"
10/08/2005 7.00,"1,72500591","14,7542023","17,47686958"
10/08/2005 8.00,"2,12651446","15,80807758","17,47686958"
10/08/2005 9.00,"5,48697637","15,6354603","17,47686958"
10/08/2005 10.00,"6,6755463","16,97746251","17,47686958"
10/08/2005 11.00,"5,97986847","14,86452661","17,47686958"
10/08/2005 12.00,"4,5976414","9,62242489","17,47686958"
10/08/2005 13.00,"3,11425435","6,06495769","17,47686958"
10/08/2005 14.00,"4,72665598","14,78924543","17,47686958"
10/08/2005 15.00,"5,01760443","10,0520207","17,47686958"
10/08/2005 16.00,"3,93687412","6,27650902","17,47686958"
10/08/2005 17.00,"5,86483458","14,38560694","17,47686958"
10/08/2005 18.00,"4,94854708","13,15523111","17,47686958"
10/08/2005 19.00,"2,78507077","11,15520263","17,47686958"
10/08/2005 20.00,"1,65232499","9,39919124","17,47686958"
10/08/2005 21.00,"1,65908397","13,6730791","17,47686958"
10/08/2005 22.00,"1,39111565","11,67306018","17,47686958"
10/08/2005 23.00,"1,44016862","12,95145971","17,47686958"
11/08/2005 0.00,"1,58479517","13,8690591","17,47686958"
11/08/2005 1.00,"1,42041034","12,52056757","36,5415802"
11/08/2005 2.00,"1,25433729","15,27335427","36,5415802"
11/08/2005 3.00,"1,44761","15,82624349","36,5415802"
11/08/2005 4.00,"1,1656315","13,30188916","36,5415802"
11/08/2005 5.00,"1,32426824","18,5751431","36,5415802"
11/08/2005 6.00,"2,04323436","18,4816941","36,5415802"
11/08/2005 7.00,"1,97559471","27,3201856","36,5415802"
11/08/2005 8.00,"1,81542941","20,76074456","36,5415802"
11/08/2005 9.00,"1,59201892","10,10393532","36,5415802"
11/08/2005 10.00,"1,88116321","7,81448931","36,5415802"
11/08/2005 11.00,"1,96286492","6,74114796","36,5415802"
11/08/2005 12.00,"1,53312343","5,05131854","36,5415802"
11/08/2005 13.00,"1,57577438","5,00848974","36,5415802"
11/08/2005 14.00,"1,53394517","3,95072354","36,5415802"
11/08/2005 15.00,"1,46109746","4,18563759","36,5415802"
11/08/2005 16.00,"1,32704771","3,78329734","36,5415802"
11/08/2005 17.00,"0,96478519","3,55487262","36,5415802"
11/08/2005 18.00,"1,21182466","3,40301966","36,5415802"
11/08/2005 19.00,"1,0563518","5,10193491","36,5415802"
11/08/2005 20.00,"1,01051357","8,5309138","36,5415802"
11/08/2005 21.00,"1,05163699","7,88587192","36,5415802"
11/08/2005 22.00,"1,16416092","8,08833934","36,5415802"
11/08/2005 23.00,"0,96255185","8,85408386","36,5415802"
12/08/2005 0.00,"1,28772133","10,83592922","36,5415802"
12/08/2005 1.00,,"6,76450878","36,82648087"
12/08/2005 2.00,"0,79318678",,"36,82648087"
12/08/2005 3.00,"0,81478481","4,3024455","36,82648087"
12/08/2005 4.00,"0,6887002","4,59576542","36,82648087"
12/08/2005 5.00,"0,73184744","3,80665816","36,82648087"
12/08/2005 6.00,"0,85861954","4,92023373","36,82648087"
12/08/2005 7.00,"0,55094246","11,35507929","36,82648087"
12/08/2005 8.00,"0,73143759","5,57955251","36,82648087"
12/08/2005 9.00,"0,65524802","6,81772356","36,82648087"
12/08/2005 10.00,"0,62535635","4,1207424","36,82648087"
12/08/2005 11.00,"0,69594327","5,72880706","36,82648087"
12/08/2005 12.00,"0,80767394","6,86185061","36,82648087"
12/08/2005 13.00,"1,06098932","4,46727519","36,82648087"
12/08/2005 14.00,"0,8917473","3,2135309","36,82648087"
12/08/2005 15.00,"0,87962669","4,25442562","36,82648087"
12/08/2005 16.00,"1,08728385","3,91697865","36,82648087"
12/08/2005 17.00,"1,14666648","4,88519059","36,82648087"
12/08/2005 18.00,"1,77553657","6,49844633","36,82648087"
12/08/2005 19.00,"1,22093698","6,05197903","36,82648087"
12/08/2005 20.00,"0,98749175","6,57631826","36,82648087"
12/08/2005 21.00,"0,68445219","5,70544624","36,82648087"
12/08/2005 22.00,"0,81746663","6,91376523","36,82648087"
12/08/2005 23.00,"0,79026595","4,63470138","36,82648087"
13/08/2005 0.00,"0,70947649","7,12012739","36,82648087"
13/08/2005 1.00,"0,73731686","5,48221259","39,12752151"
13/08/2005 2.00,"0,56105856","5,36670102","39,12752151"
13/08/2005 3.00,"0,64089408","4,90206399","39,12752151"
13/08/2005 4.00,"0,53048042","5,1811051","39,12752151"
13/08/2005 5.00,"0,66171919","7,28236059","39,12752151"
13/08/2005 6.00,"0,61387544","8,19087034","39,12752151"
13/08/2005 7.00,"0,67730369","19,28636312","39,12752151"
13/08/2005 8.00,"0,6945693","14,15459336","39,12752151"
13/08/2005 9.00,"0,9105679","5,47182852","39,12752151"
13/08/2005 10.00,"0,86987264","4,81770082","39,12752151"
13/08/2005 11.00,"0,90519509","4,98123226","39,12752151"
13/08/2005 12.00,"1,06135239","7,27846776","39,12752151"
13/08/2005 13.00,"0,97440702","8,04680687","39,12752151"
13/08/2005 14.00,"3,25571193","12,25969238","39,12752151"
13/08/2005 15.00,"2,11923375","7,24342462","39,12752151"
13/08/2005 16.00,"1,72777825","6,38553126","39,12752151"
13/08/2005 17.00,"1,37920455","7,80799998","39,12752151"
13/08/2005 18.00,"1,37218928","8,38165734","39,12752151"
13/08/2005 19.00,"0,79222266","6,5347858","39,12752151"
13/08/2005 20.00,"0,72082418","6,21031749","39,12752151"
13/08/2005 21.00,"0,5612406","7,71974398","39,12752151"
13/08/2005 22.00,"0,89844729","18,87755266","39,12752151"
13/08/2005 23.00,"0,76930762","13,60299474","39,12752151"
14/08/2005 0.00,"0,66408575","9,6029569","39,12752151"
14/08/2005 1.00,,"7,95855278","26,62379074"
14/08/2005 2.00,"0,87769643",,"26,62379074"
14/08/2005 3.00,"1,02860092","7,73921196","26,62379074"
14/08/2005 4.00,"0,99998864","6,06106294","26,62379074"
14/08/2005 5.00,"0,64002963","5,97929626","26,62379074"
14/08/2005 6.00,"0,99646169","6,08961675","26,62379074"
14/08/2005 7.00,"0,92312378","6,82680747","26,62379074"
14/08/2005 8.00,"1,12427011","8,69574541","26,62379074"
14/08/2005 9.00,"1,35866115","5,391362","26,62379074"
14/08/2005 10.00,"1,4418548","5,72880706","26,62379074"
14/08/2005 11.00,"1,7313469","5,45495703","26,62379074"
14/08/2005 12.00,"1,25252805","4,48285034","26,62379074"
14/08/2005 13.00,"1,5015883","3,34072288","26,62379074"
14/08/2005 14.00,"1,59294032","9,36674269","26,62379074"
14/08/2005 15.00,"1,58708647","3,74436138","26,62379074"
14/08/2005 16.00,"1,63515701","3,05519054","26,62379074"
14/08/2005 17.00,"1,50857204","2,95136129","26,62379074"
14/08/2005 18.00,"1,38962473","4,42833922","26,62379074"
14/08/2005 19.00,"1,12908357","4,5840831","26,62379074"
14/08/2005 20.00,"1,0425684","6,13504205","26,62379074"
14/08/2005 21.00,"1,0711105","9,91963764","26,62379074"
14/08/2005 22.00,"0,99327441","11,84437538","26,62379074"
14/08/2005 23.00,"1,18133703","17,62380264","26,62379074"
15/08/2005 0.00,"0,99648508","14,60495158","26,62379074"
15/08/2005 1.00,"1,1371077","14,06373894","20,7209301"
15/08/2005 2.00,"0,8743505","7,11882914","20,7209301"
15/08/2005 3.00,"0,95636849","5,02017014","20,7209301"
15/08/2005 4.00,"0,82212043","4,17785002","20,7209301"
15/08/2005 5.00,"0,69793252","3,64053022","20,7209301"
15/08/2005 6.00,"0,82465276","4,04417062","20,7209301"
15/08/2005 7.00,"0,87805848","5,06948827","20,7209301"
15/08/2005 8.00,"1,17898573","6,99553","20,7209301"
15/08/2005 9.00,"1,25352267","4,93191414","20,7209301"
15/08/2005 10.00,"0,98348985","3,46791486","20,7209301"
15/08/2005 11.00,"1,17785686","3,05519054","20,7209301"
15/08/2005 12.00,"1,11974954","3,65221254","20,7209301"
15/08/2005 13.00,"1,13751247","2,66193611","20,7209301"
15/08/2005 14.00,"1,17864605","3,26414919","20,7209301"
15/08/2005 15.00,"1,1845894","2,58795701","20,7209301"
15/08/2005 16.00,"1,19846738","2,46206328","20,7209301"
15/08/2005 17.00,"1,41459818","2,30761574","20,7209301"
15/08/2005 18.00,"1,46233108","2,92280748","20,7209301"
15/08/2005 19.00,"1,10725061","4,15319095","20,7209301"
15/08/2005 20.00,"0,98098091","5,15514778","20,7209301"
15/08/2005 21.00,"0,96287831","3,56914761","20,7209301"
15/08/2005 22.00,"0,97349986","3,41340374","20,7209301"
15/08/2005 23.00,"0,92741654","2,96953102","20,7209301"
16/08/2005 0.00,"0,90612768","4,46338236","20,7209301"
16/08/2005 1.00,,"6,64121154","11,86229038"
16/08/2005 2.00,"1,33065602",,"11,86229038"
16/08/2005 3.00,"1,28551241","5,50297691","11,86229038"
16/08/2005 4.00,"1,3111286","4,06882969","11,86229038"
16/08/2005 5.00,"1,51747485","5,14736021","11,86229038"
16/08/2005 6.00,"1,47302789","7,18761717","11,86229038"
16/08/2005 7.00,"1,34023413","7,97931901","11,86229038"
16/08/2005 8.00,"1,45916923","7,19021175","11,86229038"
16/08/2005 9.00,"1,44430069","5,2096589","11,86229038"
16/08/2005 10.00,"1,62341676","4,44261613","11,86229038"
16/08/2005 11.00,"1,69740453","3,72489339","11,86229038"
16/08/2005 12.00,"1,70523848","3,65610537","11,86229038"
16/08/2005 13.00,"1,74685107","3,75604178","11,86229038"
16/08/2005 14.00,"2,17620609","8,98646692","11,86229038"
16/08/2005 15.00,"1,79077326","13,41739882","11,86229038"
16/08/2005 16.00,"2,43517497","7,09546642","11,86229038"
16/08/2005 17.00,"1,89575614","7,3251913","11,86229038"
16/08/2005 18.00,"1,78745276","6,38034018","11,86229038"
16/08/2005 19.00,"1,59004492","8,41540223","11,86229038"
16/08/2005 20.00,"1,41376424","6,61265965","11,86229038"
16/08/2005 21.00,"1,36767584","6,59967908","11,86229038"
16/08/2005 22.00,"1,55232846","8,83591413","11,86229038"
16/08/2005 23.00,"1,39200553","7,9364883","11,86229038"
17/08/2005 0.00,"1,42625707","8,60878574","11,86229038"
17/08/2005 1.00,"1,54322224","9,29146725","10,21625042"
17/08/2005 2.00,"1,50599292","8,19736158","10,21625042"
17/08/2005 3.00,"1,39322695","8,64123429","10,21625042"
17/08/2005 4.00,"1,47496934","7,54323387","10,21625042"
17/08/2005 5.00,"1,54024345","7,42382947","10,21625042"
17/08/2005 6.00,"1,76421227","8,97997759","10,21625042"
17/08/2005 7.00,"1,43207024","13,21362742","10,21625042"
17/08/2005 8.00,"1,62517515","10,90601358","10,21625042"
17/08/2005 9.00,"1,97609507","6,81512706","10,21625042"
17/08/2005 10.00,"1,80030052","7,16425444","10,21625042"
17/08/2005 11.00,"1,86204361","6,24665887","10,21625042"
17/08/2005 12.00,"1,6517219","4,54644538","10,21625042"
17/08/2005 13.00,"1,78313559","3,98317018","10,21625042"
17/08/2005 14.00,"1,6776015","3,83131914","10,21625042"
17/08/2005 15.00,"1,7188856","3,24338296","10,21625042"
17/08/2005 16.00,"1,74942306","2,83844622","10,21625042"
17/08/2005 17.00,"1,85974722","3,87544618","10,21625042"
17/08/2005 18.00,"1,63888838","4,04546696","10,21625042"
17/08/2005 19.00,"1,40842296","3,99225409","10,21625042"
17/08/2005 20.00,"1,68462084","4,17395718","10,21625042"
17/08/2005 21.00,"1,40295048","4,38291393","10,21625042"
17/08/2005 22.00,"1,62962249","6,35697745","10,21625042"
17/08/2005 23.00,"1,42672896","9,30184941","10,21625042"
18/08/2005 0.00,"1,3805236","5,71972314","10,21625042"
18/08/2005 1.00,,"6,05424284","14,44497967"
18/08/2005 2.00,"1,3732968",,"14,44497967"
18/08/2005 3.00,"1,35388634","6,25574278","14,44497967"
18/08/2005 4.00,"1,51334685","5,6587227","14,44497967"
18/08/2005 5.00,"1,64835258","5,12010656","14,44497967"
18/08/2005 6.00,"1,62220551","7,07080735","14,44497967"
18/08/2005 7.00,"1,70296955","12,3881826","14,44497967"
18/08/2005 8.00,"1,55600797","9,88848734","14,44497967"
18/08/2005 9.00,"1,72756773","5,2524877","14,44497967"
18/08/2005 10.00,"1,75279543","4,35046729","14,44497967"
18/08/2005 11.00,"1,64706303","3,71580757","14,44497967"
18/08/2005 12.00,"1,56458026","3,8728516","14,44497967"
18/08/2005 13.00,"1,42323862","4,14540338","14,44497967"
18/08/2005 14.00,"1,61268741","3,82612806","14,44497967"
18/08/2005 15.00,"2,11248291","3,58991384","14,44497967"
18/08/2005 16.00,"1,39568605","4,77227552","14,44497967"
18/08/2005 17.00,"1,73571085","4,38161759","14,44497967"
18/08/2005 18.00,"1,93246781","8,75804028","14,44497967"
18/08/2005 19.00,"1,73376024","7,62759322","14,44497967"
18/08/2005 20.00,"1,41475277","6,9669781","14,44497967"
18/08/2005 21.00,"1,4250743","10,13508371","14,44497967"
18/08/2005 22.00,"1,41509651","19,37202072","14,44497967"
18/08/2005 23.00,"1,38682798","18,24029645","14,44497967"
19/08/2005 0.00,"1,51790504","18,66469544","14,44497967"
19/08/2005 1.00,"1,65047405","14,48554526","20,53371048"
19/08/2005 2.00,"1,28310008","11,84827204","20,53371048"
19/08/2005 3.00,"1,59061139","11,31483934","20,53371048"
19/08/2005 4.00,"1,56403515","9,97414685","20,53371048"
19/08/2005 5.00,"1,31555561","9,0682336","20,53371048"
19/08/2005 6.00,"1,45626671","10,60749876","20,53371048"
19/08/2005 7.00,"1,55336987","13,33562831","20,53371048"
19/08/2005 8.00,"1,74178641","20,4233148","20,53371048"
19/08/2005 9.00,"1,8655248","11,70680125","20,53371048"
19/08/2005 10.00,"1,65964739","9,72365955","20,53371048"
19/08/2005 11.00,"1,74224609","8,51533865","20,53371048"
19/08/2005 12.00,"1,70936241","8,48289201","20,53371048"
19/08/2005 13.00,"1,52312429","5,32776506","20,53371048"
19/08/2005 14.00,"1,68158102","4,62821206","20,53371048"
19/08/2005 15.00,"1,75394363","4,59965825","20,53371048"
19/08/2005 16.00,"1,72527338","4,43093572","20,53371048"
19/08/2005 17.00,"1,64129969","3,94682879","20,53371048"
19/08/2005 18.00,"1,79539858","6,44004046","20,53371048"
19/08/2005 19.00,"1,54402567","8,02863714","20,53371048"
19/08/2005 20.00,"1,62633453","8,5166369","20,53371048"
19/08/2005 21.00,"1,39926996","11,08771286","20,53371048"
19/08/2005 22.00,"1,82415425","12,9229059","20,53371048"
19/08/2005 23.00,"1,80709611","14,62831813","20,53371048"
20/08/2005 0.00,"1,41690372","13,90150766","20,53371048"
20/08/2005 1.00,,"9,86123178","32,25030136"
20/08/2005 2.00,"1,48973313",,"32,25030136"
20/08/2005 3.00,"1,58536164","8,60878574","32,25030136"
20/08/2005 4.00,"1,32570933","7,06042519","32,25030136"
20/08/2005 5.00,"1,44369455","6,55036095","32,25030136"
20/08/2005 6.00,"1,60268928","6,93972254","32,25030136"
20/08/2005 7.00,"1,64588839","8,0390193","32,25030136"
20/08/2005 8.00,"1,52557119","11,38493326","32,25030136"
20/08/2005 9.00,"1,48565292","11,27979811","32,25030136"
20/08/2005 10.00,"3,26894107","14,4518042","32,25030136"
20/08/2005 11.00,"4,77521672","13,89112358","32,25030136"
20/08/2005 12.00,"3,99364916","10,52314514","32,25030136"
20/08/2005 13.00,"4,88887969","12,43360981","32,25030136"
20/08/2005 14.00,"3,3441055","11,13573465","32,25030136"
20/08/2005 15.00,"4,9548779","10,30120592","32,25030136"
20/08/2005 16.00,"2,74142927","5,03704163","32,25030136"
20/08/2005 17.00,"2,1558722","6,01563765","32,25030136"
20/08/2005 18.00,"2,46951194","5,30180774","32,25030136"
