NetC,Provincia di TARANTO,,,,
19/03/2007 3.00,"1,000189","8,069775","1,219768","6,203828",
19/03/2007 4.00,"0,437505","6,458933","1,21131","4,604851","39,072041"
19/03/2007 5.00,"0,47639","8,02957","1,501449","5,731403",
19/03/2007 6.00,"0,575112","5,203462","1,17409","3,405616","38,58363"
19/03/2007 7.00,"1,803998","57,182298","16,019386","32,642773",
19/03/2007 8.00,"2,208832","60,95909","14,427428","38,864763","22,954821"
19/03/2007 9.00,"33,283409","75,352895","19,840256","44,963471",
19/03/2007 10.00,"10,051609","24,763134","5,752876","15,953443","34,18803"
19/03/2007 11.00,"3,797985","15,207026","3,384393","10,024763",
19/03/2007 12.00,"3,228021","12,310882","2,361716","8,695745","46,398041"
19/03/2007 13.00,"2,455639","13,804997","2,588413","9,843064",
19/03/2007 14.00,"2,27808","15,925552","2,749132","11,718478","44,444431"
19/03/2007 15.00,"2,189301","14,441811","2,578264","10,495885",
19/03/2007 16.00,"2,267427","16,869749","3,540036","11,44982","45,421242"
19/03/2007 17.00,"2,180423","14,474237","2,491982","10,660719",
19/03/2007 18.00,"2,096971","18,996787","2,749132","14,791849","37,118431"
19/03/2007 19.00,"1,819978","13,635095","2,330417","10,068892",
19/03/2007 20.00,"0,720888","20,589467","2,450533","16,843785","37,606831"
19/03/2007 21.00,"3,077095","16,419698","1,646096","13,905394",
19/03/2007 22.00,"3,551178","17,025385","2,024208","13,931352","31,25762"
19/03/2007 23.00,"2,608339","8,106092","1,236686","6,214212",
20/03/2007 0.00,"3,103729","7,318828","1,213002","5,462745","35,653221"
20/03/2007 1.00,"3,709205","7,968612","1,175783","6,170085",
20/03/2007 2.00,"2,981213","6,796147","1,13518","5,059106","30,28083"
20/03/2007 3.00,"2,274528","6,303296","1,097961","4,623019",
20/03/2007 4.00,"2,551521","6,193054","1,213847","4,334894","28,81562"
20/03/2007 5.00,"2,702447","8,239679","1,210464","6,388127",
20/03/2007 6.00,"2,979438","7,139846","1,175783","5,340744","34,18803"
20/03/2007 7.00,"2,585257","13,663627","1,835574","10,856701",
20/03/2007 8.00,"8,906355","18,920265","1,836421","16,115671","31,25762"
20/03/2007 9.00,"3,023828","13,510585","1,302665","11,521205",
20/03/2007 10.00,"2,178647","16,120098","2,096954","12,913821","35,653221"
20/03/2007 11.00,"2,189301","15,196652","2,05043","12,061116",
20/03/2007 12.00,"2,897761","28,075597","4,457823","21,255245","27,35042"
20/03/2007 13.00,"3,430438","29,855056","4,992423","22,215661",
20/03/2007 14.00,"1,910533","20,450693","3,907997","14,46867","15,14041"
20/03/2007 15.00,"2,549745","23,429838","4,190523","17,016399",
20/03/2007 16.00,"2,800104","33,721332","5,849306","24,769883","8,302809"
20/03/2007 17.00,"2,361533","24,953779","3,776038","19,177341",
20/03/2007 18.00,"3,320351","35,576011","4,103397","29,30465","11,23321"
20/03/2007 19.00,"9,462114","21,326142","1,530209","18,993053",
20/03/2007 20.00,"9,641448","19,834629","1,532746","17,496613","5,860806"
20/03/2007 21.00,"2,958132","7,915437","1,313662","5,905319",
20/03/2007 22.00,"3,103729","9,524982","1,118262","7,815788","6,837607"
20/03/2007 23.00,"2,500029","16,716707","1,913396","13,792485",
21/03/2007 0.00,"3,851253","8,829803","1,212156","6,976062","10,25641"
21/03/2007 1.00,,"6,125612","1,213847","4,267404",
21/03/2007 2.00,"0,401183",,,,"18,07081"
21/03/2007 3.00,"0,568959","6,611977","1,223152","4,739829",
21/03/2007 4.00,"0,296987","6,850619","1,372875","4,748915","10,25641"
21/03/2007 5.00,"0,527852","8,445899","1,285748","6,478978",
21/03/2007 6.00,"0,42643","11,043738","1,560662","8,656807","10,74481"
21/03/2007 7.00,"0,433507","18,432603","4,566096","11,439444",
21/03/2007 8.00,"0,833909","20,308021","2,918309","15,84442","11,72161"
21/03/2007 9.00,"0,673789","17,062999","2,844718","12,71006",
21/03/2007 10.00,"0,738294","14,397716","2,441229","10,66201","11,72161"
21/03/2007 11.00,"1,366931","15,096785","2,974984","10,542613",
21/03/2007 12.00,"0,822789","13,133165","3,356479","7,992295","20,51281"
21/03/2007 13.00,"1,263256","11,928275","3,227903","6,983849",
21/03/2007 14.00,"0,49547","11,533994","2,936073","7,037062","12,69841"
21/03/2007 15.00,"1,370398","12,61697","2,653547","8,554276",
21/03/2007 16.00,"2,24105","16,466391","4,017116","10,314184","13,18681"
21/03/2007 17.00,"0,96003","11,317401","2,378634","7,675616",
21/03/2007 18.00,"1,336514","14,444406","2,334648","10,872272","20,02442"
21/03/2007 19.00,"0,656919","16,044873","2,391322","12,38689",
21/03/2007 20.00,"1,041462","25,468681","2,623941","21,460307","11,23321"
21/03/2007 21.00,"28,034753","25,746226","1,566582","23,360375",
21/03/2007 22.00,"4,223849","15,922957","2,657776","11,856051","19,53602"
21/03/2007 23.00,"1,613193","8,984144","1,378795","6,874829",
22/03/2007 0.00,"0,590624","24,853915","1,368645","22,771155","21,48962"
22/03/2007 1.00,"0,23491","10,015237","1,213002","8,16102",
22/03/2007 2.00,"0,927677","9,519794","1,209619","7,670423","21,97802"
22/03/2007 3.00,"8,354102","25,51149","1,344959","23,465517",
22/03/2007 4.00,"3,092059","23,425938","1,31197","21,429141","14,16361"
22/03/2007 5.00,"1,544442","24,847433","1,329735","22,824366",
22/03/2007 6.00,"0,942669","11,056707","1,906629","8,138955","20,02442"
22/03/2007 7.00,"0,874698","35,825029","5,501648","27,408463",
22/03/2007 8.00,"1,37372","29,858938","5,894984","20,834719","11,23321"
22/03/2007 9.00,"2,189314","15,296519","3,759121","9,539359",
22/03/2007 10.00,"4,385038","16,708924","3,751507","10,964419","11,72161"
22/03/2007 11.00,"5,156319","18,9488","4,345321","12,294734",
22/03/2007 12.00,"3,057395","12,223986","3,054498","7,545828","13,67521"
22/03/2007 13.00,"2,209853","9,279853","2,497904","5,453659",
22/03/2007 14.00,"1,646961","12,520993","3,365784","7,365424","11,72161"
22/03/2007 15.00,"1,539618","13,452219","3,353941","8,315465",
22/03/2007 16.00,"0,802336","18,810023","3,991741","12,698372","11,72161"
22/03/2007 17.00,"0,422387","21,557015","4,22605","15,087758",
22/03/2007 18.00,"0,364612","21,796952","4,113547","15,50048","15,62881"
22/03/2007 19.00,"0,267812","9,886837","1,69854","7,287551",
22/03/2007 20.00,"0,262236","10,602768","1,212156","8,750254","20,51281"
22/03/2007 21.00,"0,272232","9,901104","1,0692","8,267446",
22/03/2007 22.00,"0,104831","13,555979","2,339724","9,975444","15,62881"
22/03/2007 23.00,"0,093854","9,480885","1,473535","7,226551",
23/03/2007 0.00,"0,108674","6,840245","1,074275","5,19668","24,908421"
23/03/2007 1.00,,"4,966116","1,17409","3,168106",
23/03/2007 2.00,0,,,,"17,094"
23/03/2007 3.00,0,"8,767548","1,099653","7,086383",
23/03/2007 4.00,0,"5,938846","1,138563","4,19602","15,14041"
23/03/2007 5.00,0,"3,946693","0,916095","2,54383",
23/03/2007 6.00,0,"5,080249","1,215539","3,218724","12,21001"
23/03/2007 7.00,0,"18,610288","3,221982","13,679568",
23/03/2007 8.00,0,"14,84128","2,368482","11,217505","6,837607"
23/03/2007 9.00,"0,00221","14,351024","2,567266","10,421905",
23/03/2007 10.00,"0,006629","7,492623","1,905784","4,573701","4,395605"
23/03/2007 11.00,"0,165717","6,763723","1,635946","4,258318",
23/03/2007 12.00,"0,634783","6,823383","1,750986","4,141511","6,349206"
23/03/2007 13.00,"0,217641","5,334457","1,539514","2,97602",
23/03/2007 14.00,"0,214966","5,739112","1,613952","3,266744","18,55921"
23/03/2007 15.00,"0,140307","7,299373","1,834728","4,489339",
23/03/2007 16.00,0,"7,739047","1,739142","5,075977","20,51281"
23/03/2007 17.00,"0,014362","7,478356","1,580962","5,057808",
23/03/2007 18.00,0,"6,094484","1,591959","3,656105","22,46641"
23/03/2007 19.00,0,"6,503031","1,252759","4,585381",
23/03/2007 20.00,0,"6,946596","1,245991","5,039636","11,72161"
23/03/2007 21.00,0,"14,728443","1,563199","12,340161",
23/03/2007 22.00,0,"11,942543","1,248529","10,035147","26,37361"
23/03/2007 23.00,0,"21,856607","2,191692","18,508955",
24/03/2007 0.00,0,"11,54437","1,212156","9,692509","22,46641"
24/03/2007 1.00,0,"11,958107","1,21131","10,107828",
24/03/2007 2.00,0,"14,759571","1,156327","12,995592","33,211231"
24/03/2007 3.00,0,"7,91803","1,277288","5,963723",
24/03/2007 4.00,0,"8,570408","1,245146","6,665871","24,908421"
24/03/2007 5.00,0,"13,961932","1,535284","11,615956",
24/03/2007 6.00,0,"16,267953","2,096954","13,061782","26,37361"
24/03/2007 7.00,0,"30,433494","4,878228","22,969715",
24/03/2007 8.00,"0,092801","79,363161","29,765053","33,74856","26,37361"
24/03/2007 9.00,"1,473315","60,127713","18,214468","32,222247",
24/03/2007 10.00,"2,386563","40,687378","7,343988","29,447399","30,76923"
24/03/2007 11.00,"0,6838","20,790494","4,25058","14,283073",
24/03/2007 12.00,"1,642811","13,738852","3,351403","8,606191","40,537231"
24/03/2007 13.00,"0,811316","15,222592","4,112702","8,922871",
24/03/2007 14.00,"0,290907","10,796016","2,689074","6,677553","26,86202"
24/03/2007 15.00,"0,119201","8,614506","2,036896","5,495191",
24/03/2007 16.00,"1,736894","14,011218","2,324497","10,454353","26,37361"
24/03/2007 17.00,"1,099492","11,728542","2,452226","7,974126",
24/03/2007 18.00,0,"8,591161","1,594496","6,150617","28,327221"
24/03/2007 19.00,"0,295906","10,471773","1,424473","8,293403",
24/03/2007 20.00,"0,336958","9,03732","1,213002","7,182424","20,02442"
24/03/2007 21.00,0,"9,719528","1,214694","7,862509",
24/03/2007 22.00,0,"33,653895","1,789896","30,930883","14,16361"
24/03/2007 23.00,"0,022328","33,494338","1,62664","31,021722",
25/03/2007 0.00,0,"14,135728","1,207927","12,292141","17,582411"
25/03/2007 1.00,,"9,179986","1,082735","7,525062",
25/03/2007 2.00,"0,098554",,,,"16,60561"
25/03/2007 3.00,"0,106393","12,125416","1,224843","10,254486",
25/03/2007 4.00,"0,015679","11,995717","1,285748","10,031254","18,55921"
25/03/2007 5.00,"0,064956","10,933497","1,192699","9,111062",
25/03/2007 6.00,"0,031358","15,336726","1,130105","13,61338","23,93162"
25/03/2007 7.00,0,"16,579226","1,798355","13,831413",
25/03/2007 8.00,0,"11,59236","1,857567","8,750254","14,16361"
25/03/2007 9.00,0,"9,004894","1,485378","6,732062",
25/03/2007 10.00,"0,067196","10,808987","1,788204","8,072764","17,094"
25/03/2007 11.00,"0,039197","8,45887","1,812735","5,683382",
25/03/2007 12.00,"0,135512","8,589863","1,802585","5,830042","9,27961"
25/03/2007 13.00,"0,303029","7,242306","1,481148","4,974743",
25/03/2007 14.00,"0,426458","6,216399","1,408402","4,059744","14,16361"
25/03/2007 15.00,"1,451075","7,626211","1,450696","5,405637",
25/03/2007 16.00,"2,828586","10,952951","1,479456","8,690552","13,67521"
25/03/2007 17.00,"0,010079","5,848058","1,400789","3,702829",
25/03/2007 18.00,"0,00448","10,871241","1,275597","8,921573","7,814408"
25/03/2007 19.00,0,"11,744104","1,156327","9,978041",
25/03/2007 20.00,0,"11,086538","1,372875","8,987765","4,884005"
25/03/2007 21.00,0,"10,434161","1,216385","8,575041",
25/03/2007 22.00,0,"13,754415","1,213002","11,902783","15,62881"
25/03/2007 23.00,0,"11,914008","1,295053","9,93521",
26/03/2007 0.00,0,"6,860996","1,213847","5,003297","17,094"
26/03/2007 1.00,0,"5,950519","1,092886","4,277786",
26/03/2007 2.00,0,"5,861029","1,289131","3,887126","16,11721"
26/03/2007 3.00,0,"5,30333","1,271368","3,356298",
26/03/2007 4.00,0,"5,697609","1,274751","3,74566","21,001221"
26/03/2007 5.00,0,"6,378522","1,028598","4,804722",
26/03/2007 6.00,0,"23,555647","4,433292","16,769803","21,48962"
26/03/2007 7.00,0,"40,291804","7,345681","29,048958",
26/03/2007 8.00,0,"32,463275","6,443965","22,598539","21,48962"
26/03/2007 9.00,0,"21,261286","4,775031","13,949529",
26/03/2007 10.00,0,"15,74657","3,671149","10,124701","27,83882"
26/03/2007 11.00,0,"11,537887","3,196606","6,641211",
26/03/2007 12.00,"0,546821","22,584217","5,236884","14,564711","27,83882"
26/03/2007 13.00,0,"12,69349","2,810883","8,389445",
26/03/2007 14.00,0,"12,9464","2,60787","8,95402","30,28083"
26/03/2007 15.00,0,"15,719333","3,797186","9,904062",
26/03/2007 16.00,0,"8,482215","1,776361","5,762553","25,39682"
26/03/2007 17.00,0,"13,441845","2,391322","9,782061",
26/03/2007 18.00,0,"11,632566","2,557116","7,71715","22,46641"
26/03/2007 19.00,0,"13,157808","2,182388","9,818403",
26/03/2007 20.00,0,"13,105928","1,809352","10,338841","21,001221"
26/03/2007 21.00,0,"20,086229","3,199989","15,190291",
26/03/2007 22.00,0,"10,344669","1,508217","8,037722","23,44322"
26/03/2007 23.00,0,"6,309782","1,213002","4,453",
27/03/2007 0.00,0,"5,020589","1,215539","3,15902","23,44322"
27/03/2007 1.00,,"3,421419","1,180858","1,611957",
27/03/2007 2.00,"0,013278",,,,"26,37361"
27/03/2007 3.00,"0,010432","4,810479","1,064125","3,181084",
27/03/2007 4.00,"0,046471","6,180085","1,344959","4,120742","23,44322"
27/03/2007 5.00,"0,014226","7,28381","1,304357","5,287531",
27/03/2007 6.00,"0,057852","15,505332","2,401473","11,831397","29,30402"
27/03/2007 7.00,"0,036987","16,52216","2,558808","12,607527",
27/03/2007 8.00,"0,063655","23,221545","3,823695","17,370808","16,60561"
27/03/2007 9.00,"0,051213","29,441319","5,382377","21,203334",
27/03/2007 10.00,"0,036987","18,097984","3,904614","12,119523","18,07081"
27/03/2007 11.00,"0,064491","11,901039","2,568113","7,968934",
27/03/2007 12.00,"0,055955","14,419764","2,88532","10,0027","15,62881"
27/03/2007 13.00,"0,043626","17,712782","3,265969","12,713945",
27/03/2007 14.00,"0,065439","18,190069","3,069722","13,492672","14,65201"
27/03/2007 15.00,"0,098633","21,91756","4,923061","14,379116",
27/03/2007 16.00,"0,030348","13,785542","2,387939","10,131189","11,72161"
27/03/2007 17.00,"0,040781","21,282051","3,301496","16,231183",
27/03/2007 18.00,"0,066388","9,068445","1,410939","6,909872","10,25641"
27/03/2007 19.00,"0,050265","5,237184","1,213002","3,379659",
27/03/2007 20.00,"0,001897","8,085339","1,277288","6,131147","7,326007"
27/03/2007 21.00,"0,042677","4,391556","1,217232","2,526956",
27/03/2007 22.00,"0,05311","5,969973","1,214694","4,11036","5,372406"
27/03/2007 23.00,"0,063542","4,250187","1,155481","2,480233",
28/03/2007 0.00,"0,026555","4,83123","1,188471","3,011063","12,21001"
28/03/2007 1.00,"0,0588","3,959664","1,184241","2,145382",
28/03/2007 2.00,"0,055955","5,289062","0,993071","3,76902","12,69841"
28/03/2007 3.00,"0,038884","8,722154","1,224843","6,848872",
28/03/2007 4.00,"0,0294","9,305793","1,710383","6,687935","12,69841"
28/03/2007 5.00,"0,073026","9,077526","1,838112","6,263532",
28/03/2007 6.00,"0,193353","44,169741","10,785049","27,652452","13,67521"
28/03/2007 7.00,"0,103375","58,026635","15,923803","33,634337",
28/03/2007 8.00,"0,135857","56,025404","16,700335","30,440281","8,302809"
28/03/2007 9.00,"0,066388","37,281534","8,534998","24,211789",
28/03/2007 10.00,"0,145696","16,370415","4,209978","9,922232","9,76801"
28/03/2007 11.00,"0,36442","14,440515","3,542574","9,015021",
28/03/2007 12.00,"1,57907","12,073536","2,749132","7,863808","10,74481"
28/03/2007 13.00,"2,427288","13,467783","2,662851","9,391401",
28/03/2007 14.00,"2,836282","15,702472","3,47744","10,377779","16,11721"
28/03/2007 15.00,"3,302178","17,807461","3,656768","12,209076",
28/03/2007 16.00,"1,545996","15,983916","2,92423","11,508227","17,094"
28/03/2007 17.00,"0,742116","16,880124","3,87247","10,950138",
28/03/2007 18.00,"0,181143","17,695923","3,269352","12,691882","21,001221"
28/03/2007 19.00,"0,083458","22,853982","2,5089","19,020313",
28/03/2007 20.00,"0,036038","19,484446","1,995447","16,436249","16,11721"
28/03/2007 21.00,"0,013278","16,653155","2,584184","12,699674",
28/03/2007 22.00,"0,01138","12,168216","1,460847","9,93521","28,327221"
28/03/2007 23.00,"0,008536","7,626211","1,215539","5,766446",
29/03/2007 0.00,"0,060697","4,653544","1,164787","2,869594","37,606831"
29/03/2007 1.00,,"5,220322","0,8535","3,914382",
29/03/2007 2.00,0,,,,"39,56044"
29/03/2007 3.00,0,"5,810445","1,063279","4,183041",
29/03/2007 4.00,0,"7,174864","1,328043","5,142169","38,58363"
29/03/2007 5.00,0,"10,352451","1,336501","8,308976",
29/03/2007 6.00,0,"30,013275","5,220812","22,023582","39,072041"
29/03/2007 7.00,0,"27,119731","3,539189","21,708197",
29/03/2007 8.00,0,"27,209212","4,755575","19,931415","33,699631"
29/03/2007 9.00,"0,065832","31,866654","5,696201","23,148832",
29/03/2007 10.00,"0,477226","19,92931","4,017961","13,778204","45,421242"
29/03/2007 11.00,"0,211762","12,764825","2,525818","8,89821",
29/03/2007 12.00,"0,469694","12,408157","2,711067","8,257061","39,56044"
29/03/2007 13.00,"0,416732","14,072174","2,927614","9,589976",
29/03/2007 14.00,"0,244678","15,312082","3,302341","10,255779","49,328442"
29/03/2007 15.00,"0,087777","27,271487","5,384068","19,029397",
29/03/2007 16.00,"0,020847","22,392253","3,517197","17,011201","52,25885"
29/03/2007 17.00,"0,010972","31,711017","6,884672","21,169588",
29/03/2007 18.00,"0,051569","33,368529","4,62108","26,301376","58,119652"
29/03/2007 19.00,0,"24,406468","2,860789","20,033935",
29/03/2007 20.00,0,"31,04826","2,843872","26,706298","46,398041"
29/03/2007 21.00,0,"34,328314","4,16007","27,969137",
29/03/2007 22.00,0,"16,04228","1,575041","13,636735","54,700851"
29/03/2007 23.00,0,"12,377028","1,259525","10,453061",
30/03/2007 0.00,"0,014263","8,940045","1,210464","7,088979","55,189251"
30/03/2007 1.00,0,"8,087934","1,249375","6,176572",
30/03/2007 2.00,0,"7,308452","1,218923","5,443276","59,58485"
30/03/2007 3.00,0,"5,879186","1,217232","4,015617",
30/03/2007 4.00,0,"6,011477","1,374566","3,906595","69,84127"
30/03/2007 5.00,0,"5,464154","1,163941","3,682064",
30/03/2007 6.00,0,"9,805127","2,058043","6,654192","58,119652"
30/03/2007 7.00,0,"10,548295","1,825425","7,754787",
30/03/2007 8.00,"0,021944","15,955381","2,530894","12,08319","42,490841"
30/03/2007 9.00,"0,017555","21,890335","3,678762","16,261038",
30/03/2007 10.00,0,"22,274226","2,619711","18,270141","34,18803"
30/03/2007 11.00,"0,00768","21,962953","3,239746","17,020285",
30/03/2007 12.00,0,"25,097753","4,373234","18,40512","33,211231"
30/03/2007 13.00,0,"22,384472","5,319783","14,237658",
30/03/2007 14.00,"0,002195","16,874936","4,369852","10,1818","27,35042"
30/03/2007 15.00,"0,003292","15,301707","4,20321","8,86317",
30/03/2007 16.00,0,"13,194123","3,364937","8,040317","22,46641"
30/03/2007 17.00,"0,037306","17,625885","3,794648","11,815823",
30/03/2007 18.00,"0,001097","24,857815","4,428217","18,080649","17,582411"
30/03/2007 19.00,0,"29,0211","2,310963","25,495391",
30/03/2007 20.00,0,"15,121428","1,235841","13,235699","25,88522"
30/03/2007 21.00,"0,00768","30,939314","4,588089","23,921069",
30/03/2007 22.00,0,"12,080022","1,467613","9,836572","45,421242"
30/03/2007 23.00,0,"6,848027","1,0692","5,212253",
31/03/2007 0.00,0,"4,972601","1,053976","3,358892","61,53846"
31/03/2007 1.00,,"3,967446","0,987996","2,454276",
31/03/2007 2.00,"0,167888",,,,"66,42247"
31/03/2007 3.00,"0,114317","4,273532","0,937243","2,838446",
31/03/2007 4.00,"0,112871","9,788268","1,562353","7,39787","44,932831"
31/03/2007 5.00,"0,112871","10,68707","1,539514","8,332339",
31/03/2007 6.00,"0,102741","7,418695","1,325505","5,390064","31,25762"
31/03/2007 7.00,"0,083929","22,017426","3,626316","16,468695",
31/03/2007 8.00,"0,12737","21,645197","2,957219","17,122816","21,48962"
31/03/2007 9.00,"0,141664","32,193492","5,906827","23,152732",
31/03/2007 10.00,"0,166441","13,257674","2,190847","9,90536","22,46641"
31/03/2007 11.00,"0,14503","7,728671","1,743372","5,059106",
31/03/2007 12.00,"9,391043","36,230985","6,549702","26,206618","27,83882"
31/03/2007 13.00,"5,448611","10,020425","1,81781","7,238231",
31/03/2007 14.00,"0,928449","3,617263","1,1208","1,900084","28,327221"
31/03/2007 15.00,"0,089718","2,746991","1,207081","0,896829",
31/03/2007 16.00,"0,068012","2,282676","1,246838","0,412724","21,48962"
31/03/2007 17.00,"0,050647","2,202263","1,214694","0,340043",
31/03/2007 18.00,"0,011577","2,547258","1,110649","0,844915","17,094"
31/03/2007 19.00,"0,028941","3,984306","1,215539","2,122022",
31/03/2007 20.00,"0,027494","5,239777","1,119108","3,526319","9,76801"
31/03/2007 21.00,"0,021706","5,457668","1,106419","3,763829",
31/03/2007 22.00,"0,005788","4,516065","1,144484","2,763171","11,72161"
31/03/2007 23.00,"0,005788","9,17869","1,288286","7,208381",
01/04/2007 0.00,0,"5,618494","1,153789","3,852085","17,582411"
01/04/2007 1.00,"0,002894","6,352581","1,214694","4,493234",
01/04/2007 2.00,0,"4,674297","1,216385","2,811191","16,60561"
01/04/2007 3.00,0,"5,360397","1,213847","3,50166",
01/04/2007 4.00,"0,002894","3,054376","1,057359","1,443233","21,001221"
01/04/2007 5.00,"0,002894","2,350118","1,059896","0,802086",
01/04/2007 6.00,0,"2,641936","1,143639","0,925383","13,67521"
01/04/2007 7.00,"0,001447","6,244932","1,591959","3,806658",
01/04/2007 8.00,"0,008682","20,956513","4,408761","14,2065","7,814408"
01/04/2007 9.00,"0,089718","17,003338","3,498587","11,647102",
01/04/2007 10.00,"0,791539","14,323787","2,973292","9,771679","12,21001"
01/04/2007 11.00,"0,889024","9,4744","2,031821","6,363469",
01/04/2007 12.00,"3,815976","10,658538","2,158703","7,353745","7,814408"
01/04/2007 13.00,"7,833596","10,934793","1,890557","8,041615",
01/04/2007 14.00,"4,956021","6,311078","1,366953","4,218084","10,74481"
01/04/2007 15.00,"3,53318","5,525112","1,231611","3,639234",
01/04/2007 16.00,"1,786878","4,543302","1,249375","2,629489","12,21001"
01/04/2007 17.00,"0,140364","5,70539","1,350035","3,637936",
01/04/2007 18.00,"0,021706","13,797215","1,477765","11,539372","15,14041"
01/04/2007 19.00,0,"12,261598","1,210464","10,41282",
01/04/2007 20.00,0,"6,063355","1,031136","4,485445","8,791209"
01/04/2007 21.00,"0,001447","5,269608","1,216385","3,406914",
01/04/2007 22.00,0,"11,051521","1,212156","9,199316","15,14041"
01/04/2007 23.00,0,"19,226345","1,354264","17,161756",
02/04/2007 0.00,0,"6,116532","1,107266","4,42185","14,65201"
02/04/2007 1.00,,"5,486203","1,214694","3,626255",
02/04/2007 2.00,"0,008995",,,,"20,02442"
02/04/2007 3.00,0,"12,727213","1,532746","10,384269",
02/04/2007 4.00,0,"8,761063","1,082735","7,10585","11,23321"
02/04/2007 5.00,0,"4,683375","1,023523","3,116191",
02/04/2007 6.00,"0,228185","32,7408","10,759672","16,254549","13,18681"
02/04/2007 7.00,"0,076761","43,147741","10,854412","26,523301",
02/04/2007 8.00,0,"27,899216","6,712956","17,618613","7,814408"
02/04/2007 9.00,"0,022489","33,50212","7,628208","21,821119",
02/04/2007 10.00,"0,483956","29,251955","6,330616","19,558918","16,60561"
02/04/2007 11.00,"2,753811","33,091003","7,241637","22,002816",
02/04/2007 12.00,"5,138209","23,630865","4,512806","16,723074","25,88522"
02/04/2007 13.00,"4,08394","20,538876","4,436676","13,745755",
02/04/2007 14.00,"3,80688","19,42349","3,831021","13,558869","24,42001"
02/04/2007 15.00,"2,952311","18,822993","3,334485","13,719799",
02/04/2007 16.00,"5,012272","21,882552","3,884311","15,937869","28,327221"
02/04/2007 17.00,"2,464757","24,999169","3,836096","19,130612",
02/04/2007 18.00,"1,811686","30,535958","3,937602","24,515491","34,67643"
02/04/2007 19.00,"1,543921","19,537618","1,240916","17,647164",
02/04/2007 20.00,"0,133432","11,55734","1,360186","9,478359","31,746031"
02/04/2007 21.00,"0,070465","54,15256","8,569678","41,041309",
02/04/2007 22.00,"0,068965","21,464915","1,800892","18,716612","34,67643"
02/04/2007 23.00,"0,047976","15,108458","1,265446","13,177293",
03/04/2007 0.00,"0,001499","15,65189","1,213847","13,800267","48,35165"
03/04/2007 1.00,0,"9,501636","1,214694","7,644466",
03/04/2007 2.00,"0,007496","6,222885","1,08612","4,560722","42,97924"
03/04/2007 3.00,0,"7,775361","1,144484","6,024723",
03/04/2007 4.00,"0,010494","9,390097","1,538668","7,035764","43,956032"
03/04/2007 5.00,"0,059969","11,31351","1,630023","8,820339",
03/04/2007 6.00,"0,016492","25,730663","3,562875","20,281846","34,18803"
03/04/2007 7.00,"0,152923","43,255385","7,628208","31,581116",
03/04/2007 8.00,"0,09895","32,535891","5,720732","23,7809","24,908421"
03/04/2007 9.00,"0,07946","16,419698","3,458831","11,124055",
03/04/2007 10.00,"0,031484","13,493723","3,069722","8,793083","36,141621"
03/04/2007 11.00,"0,104947","13,153917","3,378472","7,979319",
03/04/2007 12.00,"0,092953","11,239582","2,426004","7,525062","27,35042"
03/04/2007 13.00,"0,109444","12,655879","3,062956","7,96504",
03/04/2007 14.00,"0,085456","12,75834","2,941148","8,254467","27,35042"
03/04/2007 15.00,"0,172413","16,091564","3,908844","10,105231",
03/04/2007 16.00,"0,244377","13,747932","2,926769","9,266806","17,582411"
03/04/2007 17.00,"0,148425","12,214907","2,523279","8,351807",
03/04/2007 18.00,"0,13883","14,959306","3,009666","10,35182","24,908421"
03/04/2007 19.00,"0,154422","10,786938","2,160395","7,479639",
03/04/2007 20.00,"0,174812","12,956777","1,410093","10,80219","21,97802"
03/04/2007 21.00,"0,237181","8,741608","1,652017","6,212914",
03/04/2007 22.00,"0,1979","4,936285","1,066663","3,303085","28,81562"
03/04/2007 23.00,"0,200898","5,490094","1,213847","3,631446",
04/04/2007 0.00,"0,239879","2,754773","1,214694","0,892936","23,93162"
04/04/2007 1.00,,"1,932493","1,008298","0,486701",
04/04/2007 2.00,"0,047991",,,,"24,42001"
04/04/2007 3.00,"0,021732","5,521221","1,03029","3,944234",
04/04/2007 4.00,"0,097794","5,342239","1,071738","3,701532","34,67643"
04/04/2007 5.00,"0,125865","7,230633","1,329735","5,195382",
04/04/2007 6.00,"0,224565","14,174637","1,967533","11,165589","28,81562"
04/04/2007 7.00,"0,08059","15,679127","1,855875","12,842435",
04/04/2007 8.00,"0,056141","12,651986","2,146861","9,366742","29,79241"
04/04/2007 9.00,"0,132203","19,886502","2,531739","16,015736",
04/04/2007 10.00,"0,061574","14,627279","2,338031","11,050076","32,722832"
04/04/2007 11.00,"0,158463","12,989201","2,04197","9,865126",
04/04/2007 12.00,"0,040747","13,064426","2,097798","9,854742","39,072041"
04/04/2007 13.00,"0,14307","9,423817","1,933697","6,463403",
04/04/2007 14.00,"0,195588","11,190297","2,545273","7,292743","30,28083"
04/04/2007 15.00,"0,1974","12,742776","2,963141","8,205147",
04/04/2007 16.00,"0,311493","10,453615","1,361879","8,371275","27,35042"
04/04/2007 17.00,"0,256257","13,657142","1,661321","11,129245",
04/04/2007 18.00,"0,092361","12,196749","1,50314","9,898871","18,55921"
04/04/2007 19.00,"0,164743","12,976232","1,12503","11,259037",
04/04/2007 20.00,"0,264903","11,49768","1,145331","9,748319","22,46641"
04/04/2007 21.00,"0,118621","10,150123","1,083582","8,494572",
04/04/2007 22.00,"0,095077","10,43027","1,216385","8,571148","14,16361"
04/04/2007 23.00,"0,109565","16,135661","1,17409","14,345376",
