,Provincia di TARANTO,,,,,
07/03/2009 9.00,"1,337937","104,501106","74,802848",10,"4,2",
07/03/2009 10.00,"1,392569","56,225131","44,022518",10,"4,2",
07/03/2009 11.00,"1,56245","53,081269","37,760278",10,"4,2",
07/03/2009 12.00,"1,282978","27,414141","22,668615",10,"4,2",
07/03/2009 13.00,"1,290379","60,291151","49,011537",10,"4,2",
07/03/2009 14.00,"1,18525","74,522857","61,429577",10,"4,2",
07/03/2009 15.00,"1,063907","46,906349","43,547483",10,"4,2",
07/03/2009 16.00,"0,877701","26,407683","22,377895",10,"4,2",
07/03/2009 17.00,"0,727083","31,877036","28,61547",10,"4,2",
07/03/2009 18.00,"0,757011","49,160522","44,741524",10,"4,2",
07/03/2009 19.00,"0,833517","58,396265","53,281532",10,"4,2",
07/03/2009 20.00,"0,844509","37,585024","35,572069",10,"4,2",
07/03/2009 21.00,"0,84712","43,06604","40,548109",10,"4,2",
07/03/2009 22.00,"0,853106","51,528801","48,013474",10,"4,2",
07/03/2009 23.00,"0,879987","39,629048","36,407901",10,"4,2",
08/03/2009 0.00,"0,879007","37,045477","31,311158",10,"4,2",
08/03/2009 1.00,"0,805657","63,668473","51,37366","16,29999",7,
08/03/2009 2.00,"0,964329","50,866044","43,709713","16,29999",7,
08/03/2009 3.00,"0,847447","41,868918","31,333225","16,29999",7,
08/03/2009 4.00,"1,047038","40,138768","32,388379","16,29999",7,
08/03/2009 5.00,"0,948984","24,765714","20,370083","16,29999",7,
08/03/2009 6.00,"0,83602","32,511245","27,167034","16,29999",7,
08/03/2009 7.00,"0,916553","43,562778","32,688201","16,29999",7,
08/03/2009 8.00,"0,782912","57,780218","38,602609","16,29999",7,
08/03/2009 9.00,"0,976626","51,495071","34,139218","16,29999",7,
08/03/2009 10.00,"1,353281","39,527884","28,000283","16,29999",7,
08/03/2009 11.00,"1,396269","21,900697","17,298037","16,29999",7,
08/03/2009 12.00,"1,263498","25,022514","21,102094","16,29999",7,
08/03/2009 13.00,"1,322919","22,374108","19,774363","16,29999",7,
08/03/2009 14.00,"1,311056","14,103302","13,756142","16,29999",7,
08/03/2009 15.00,"1,030714","8,025679","8,019551","16,29999",7,
08/03/2009 16.00,"0,94659","8,650821","8,646424","16,29999",7,
08/03/2009 17.00,"2,171127","20,697113","20,405131","16,29999",7,
08/03/2009 18.00,"2,058054","31,250587","31,107397","16,29999",7,
08/03/2009 19.00,"1,67389","37,39048","35,158045","16,29999",7,
08/03/2009 20.00,"1,321069","39,634248","36,337809","16,29999",7,
08/03/2009 21.00,"1,184053","68,83043","58,653427","16,29999",7,
08/03/2009 22.00,"1,070001","62,032985","54,132944","16,29999",7,
08/03/2009 23.00,"0,941257","76,918364","65,576279","16,29999",7,
09/03/2009 0.00,"1,392678","142,344247","101,102927","16,29999",7,
09/03/2009 1.00,,"117,229613","90,045063","26,5","9,2",
09/03/2009 2.00,"0,8209",,,"26,5","9,2",
09/03/2009 3.00,"0,920453","55,714131","52,318512","26,5","9,2",
09/03/2009 4.00,"0,920785","38,54089","35,871873","26,5","9,2",
09/03/2009 5.00,"0,849777","36,173912","32,640172","26,5","9,2",
09/03/2009 6.00,"0,968563","64,297519","50,042027","26,5","9,2",
09/03/2009 7.00,"1,305829","179,885159","76,246067","26,5","9,2",
09/03/2009 8.00,"2,092451","355,24233","106,454001","26,5","9,2",
09/03/2009 9.00,"1,811423","204,825867","93,457181","26,5","9,2",
09/03/2009 10.00,"0,903563","55,716731","45,738288","26,5","9,2",
09/03/2009 11.00,"1,115346","42,335828","38,099026","26,5","9,2",
09/03/2009 12.00,"0,847325","34,406134","33,003566","26,5","9,2",
09/03/2009 13.00,"0,886755","32,869209","31,191735","26,5","9,2",
09/03/2009 14.00,"0,81729","37,241323","34,240458","26,5","9,2",
09/03/2009 15.00,"0,726994","18,681622","18,379162","26,5","9,2",
09/03/2009 16.00,"0,823737","21,499941","21,100794","26,5","9,2",
09/03/2009 17.00,"0,632373","24,056267","22,780236","26,5","9,2",
09/03/2009 18.00,"0,767169","50,142334","45,44627","26,5","9,2",
09/03/2009 19.00,"0,702994","62,047266","55,538531","26,5","9,2",
09/03/2009 20.00,"0,469058","45,251437","40,869972","26,5","9,2",
09/03/2009 21.00,"0,504162","50,877707","42,786947","26,5","9,2",
09/03/2009 22.00,"0,544089","35,644747","32,300122","26,5","9,2",
09/03/2009 23.00,"0,479143","35,608417","34,371526","26,5","9,2",
10/03/2009 0.00,"0,583932","21,834562","20,632257","26,5","9,2",
10/03/2009 1.00,"0,571863","24,206723","22,180615","20,700001","9,7",
10/03/2009 2.00,"0,580681","37,767888","35,4254","20,700001","9,7",
10/03/2009 3.00,"0,804642","49,317457","46,352195","20,700001","9,7",
10/03/2009 4.00,"0,74102","36,373639","33,379962","20,700001","9,7",
10/03/2009 5.00,"0,867715","43,426586","39,660367","20,700001","9,7",
10/03/2009 6.00,"0,716689","34,311451","30,418218","20,700001","9,7",
10/03/2009 7.00,"1,077872","66,536087","59,317923","20,700001","9,7",
10/03/2009 8.00,"1,582777","74,551383","58,749466","20,700001","9,7",
10/03/2009 9.00,"5,558266","123,172375","85,399975","20,700001","9,7",
10/03/2009 10.00,"6,368364","53,574104","41,268435","20,700001","9,7",
10/03/2009 11.00,"2,898168","44,666479","36,440347","20,700001","9,7",
10/03/2009 12.00,"2,471626","37,570762","31,673254","20,700001","9,7",
10/03/2009 13.00,"4,594414","49,811594","41,158092","20,700001","9,7",
10/03/2009 14.00,"3,17757","49,054136","39,940704","20,700001","9,7",
10/03/2009 15.00,"1,717546","26,904439","26,193635","20,700001","9,7",
10/03/2009 16.00,"2,24017","41,470762","37,303426","20,700001","9,7",
10/03/2009 17.00,"2,112979","72,602024","58,489895","20,700001","9,7",
10/03/2009 18.00,"1,137389","83,481053","71,071463","20,700001","9,7",
10/03/2009 19.00,"0,971319","94,245958","79,523214","20,700001","9,7",
10/03/2009 20.00,"1,03395","83,488836","72,425145","20,700001","9,7",
10/03/2009 21.00,"0,967324","91,218802","80,957345","20,700001","9,7",
10/03/2009 22.00,"0,804477","93,251163","85,919119","20,700001","9,7",
10/03/2009 23.00,"0,899236","88,562597","80,478448","20,700001","9,7",
11/03/2009 0.00,"0,925413","51,64941","48,469028","20,700001","9,7",
11/03/2009 1.00,,"49,823278","46,380739","18,200001","10,1",
11/03/2009 2.00,"0,745336",,,"18,200001","10,1",
11/03/2009 3.00,"0,952281","19,797019","17,548519","18,200001","10,1",
11/03/2009 4.00,"0,897814","20,921485","18,907395","18,200001","10,1",
11/03/2009 5.00,"0,99276","16,092862","14,403784","18,200001","10,1",
11/03/2009 6.00,"0,662806","14,493692","12,59584","18,200001","10,1",
11/03/2009 7.00,"0,82141","53,707696","49,338587","18,200001","10,1",
11/03/2009 8.00,"0,999796","101,925335","78,117609","18,200001","10,1",
11/03/2009 9.00,"0,943921","139,12647","94,980857","18,200001","10,1",
11/03/2009 10.00,"0,801046","68,048348","53,406134","18,200001","10,1",
11/03/2009 11.00,"0,794506","43,256687","37,512387","18,200001","10,1",
11/03/2009 12.00,"0,831425","39,805431","34,875108","18,200001","10,1",
11/03/2009 13.00,"0,729194","54,849047","47,986207","18,200001","10,1",
11/03/2009 14.00,"1,013869","97,732223","79,676367","18,200001","10,1",
11/03/2009 15.00,"0,889535","35,557846","32,222247","18,200001","10,1",
11/03/2009 16.00,"0,642525","35,723865","30,731002","18,200001","10,1",
11/03/2009 17.00,"0,623156","41,320307","36,298879","18,200001","10,1",
11/03/2009 18.00,"0,595259","81,931149","70,295348","18,200001","10,1",
11/03/2009 19.00,"0,795748","85,094478","73,415425","18,200001","10,1",
11/03/2009 20.00,"0,846491","118,888463","96,948435","18,200001","10,1",
11/03/2009 21.00,"0,77406","96,465081","81,015761","18,200001","10,1",
11/03/2009 22.00,"0,80237","71,163685","62,339379","18,200001","10,1",
11/03/2009 23.00,"0,702457","47,962097","44,444324","18,200001","10,1",
12/03/2009 0.00,"0,657839","25,935591","23,133249","18,200001","10,1",
12/03/2009 1.00,"0,626052","19,894282","18,139057","18,9","8,6",
12/03/2009 2.00,"0,597328","22,780046","20,667305","18,9","8,6",
12/03/2009 3.00,"0,601633","18,930642","16,24157","18,9","8,6",
12/03/2009 4.00,"0,5941","25,149625","22,36233","18,9","8,6",
12/03/2009 5.00,"0,56579","9,790863","6,821616","18,9","8,6",
12/03/2009 6.00,"0,465379","14,168151","11,159099","18,9","8,6",
12/03/2009 7.00,"0,405365","33,67854","28,950318","18,9","8,6",
12/03/2009 8.00,"0,701463","76,788674","59,268614","18,9","8,6",
12/03/2009 9.00,"1,482725","114,017015","75,725617","18,9","8,6",
12/03/2009 10.00,"2,833253","70,82258","47,528075","18,9","8,6",
12/03/2009 11.00,,,,"18,9","8,6",
12/03/2009 12.00,"2,695759","36,605812","29,888689","18,9","8,6",
12/03/2009 13.00,"2,087421","41,820947","32,323487","18,9","8,6",
12/03/2009 14.00,"1,482754",,,"18,9","8,6",
12/03/2009 15.00,"1,098882","17,760771","17,357737","18,9","8,6",
12/03/2009 16.00,"0,999714","34,407432","28,779002","18,9","8,6",
12/03/2009 17.00,"0,849802","35,95602","28,698545","18,9","8,6",
12/03/2009 18.00,"0,755931","37,656361","33,352698","18,9","8,6",
12/03/2009 19.00,"1,491251","65,350649","56,07584","18,9","8,6",
12/03/2009 20.00,"2,475816","64,953777","57,872107","18,9","8,6",
12/03/2009 21.00,"3,480166","96,481929","83,085859","18,9","8,6",
12/03/2009 22.00,"3,672045","68,488012","62,072006","18,9","8,6",
12/03/2009 23.00,"3,49341","59,401421","53,725401","18,9","8,6",
13/03/2009 0.00,"3,617412","41,041462","35,583753","18,9","8,6",
13/03/2009 1.00,,"41,914328","38,209329","18,9","10,1",
13/03/2009 2.00,"2,807602",,,"18,9","10,1",
13/03/2009 3.00,"3,135833","56,256239","52,706573","18,9","10,1",
13/03/2009 4.00,"2,732701","43,162003","39,245042","18,9","10,1",
13/03/2009 5.00,"2,269983","49,130694","44,915442","18,9","10,1",
13/03/2009 6.00,"1,939756","46,788359","41,539673","18,9","10,1",
13/03/2009 7.00,"1,515652","81,823523","68,340731","18,9","10,1",
13/03/2009 8.00,"1,783296","139,127769","91,047006","18,9","10,1",
13/03/2009 9.00,"2,998349","57,297743","44,664969","18,9","10,1",
13/03/2009 10.00,"2,358199","37,233541","29,360441","18,9","10,1",
13/03/2009 11.00,"1,756","36,898902","29,632998","18,9","10,1",
13/03/2009 12.00,"1,738023","40,014239","33,826435","18,9","10,1",
13/03/2009 13.00,"1,371843","42,848148","37,977021","18,9","10,1",
13/03/2009 14.00,"1,090884","38,552534","35,722622","18,9","10,1",
13/03/2009 15.00,"0,98336","22,436363","22,024882","18,9","10,1",
13/03/2009 16.00,"0,832227","26,462156","25,314975","18,9","10,1",
13/03/2009 17.00,"0,707726","35,528018","33,969201","18,9","10,1",
13/03/2009 18.00,"0,720043","40,539524","39,343682","18,9","10,1",
13/03/2009 19.00,"1,018646","97,077249","82,927527","18,9","10,1",
13/03/2009 20.00,"1,06858","92,677907","81,65951","18,9","10,1",
13/03/2009 21.00,"1,035291","73,437263","66,352402","18,9","10,1",
13/03/2009 22.00,"0,929431","72,720051","65,607431","18,9","10,1",
13/03/2009 23.00,"0,996343","70,363434","64,330311","18,9","10,1",
14/03/2009 0.00,"1,077567","87,870031","76,36289","18,9","10,1",
14/03/2009 1.00,"0,961056","62,545287","54,587196","22,29999","12,7",
14/03/2009 2.00,"0,796275","36,563002","32,794624","22,29999","12,7",
14/03/2009 3.00,"0,794611","34,590297","30,435101","22,29999","12,7",
14/03/2009 4.00,"0,93276","36,068865","30,367607","22,29999","12,7",
14/03/2009 5.00,"0,584224","30,058665","25,137179","22,29999","12,7",
14/03/2009 6.00,"0,713052","48,69231","41,759034","22,29999","12,7",
14/03/2009 7.00,"0,893479","117,216667","90,74981","22,29999","12,7",
14/03/2009 8.00,"0,831229","89,591082","70,440697","22,29999","12,7",
14/03/2009 9.00,"0,887487","88,012666","63,45425","22,29999","12,7",
14/03/2009 10.00,"0,932095","55,326339","44,716878","22,29999","12,7",
14/03/2009 11.00,"1,095544","53,566322","43,848603","22,29999","12,7",
14/03/2009 12.00,"1,252002","51,903628","40,648047","22,29999","12,7",
14/03/2009 13.00,"1,233694","45,652193","40,99976","22,29999","12,7",
14/03/2009 14.00,"1,494347","45,252717","40,195075","22,29999","12,7",
14/03/2009 15.00,"1,035291","15,830872","15,813263","22,29999","12,7",
14/03/2009 16.00,"0,79694","17,89825","17,747095","22,29999","12,7",
14/03/2009 17.00,"0,754331","30,165029","28,90619","22,29999","12,7",
14/03/2009 18.00,"0,558258","35,640845","35,000994","22,29999","12,7",
14/03/2009 19.00,"0,683758","61,209409","58,920785","22,29999","12,7",
14/03/2009 20.00,"0,857194","93,786812","82,490139","22,29999","12,7",
14/03/2009 21.00,"0,951402","159,490265","116,656547","22,29999","12,7",
14/03/2009 22.00,"1,038953","148,652744","110,791471","22,29999","12,7",
14/03/2009 23.00,"1,052934","200,840297","122,303658","22,29999","12,7",
15/03/2009 0.00,"0,751335","96,884002","83,030047","22,29999","12,7",
15/03/2009 1.00,,"145,703419","94,551265","20,5","12,5",
15/03/2009 2.00,"0,605065",,,"20,5","12,5",
15/03/2009 3.00,"0,595994","102,938255","78,737996","20,5","12,5",
15/03/2009 4.00,"0,483303","49,648157","43,078946","20,5","12,5",
15/03/2009 5.00,"0,630034","54,262808","44,41966","20,5","12,5",
15/03/2009 6.00,"0,576185","59,573903","51,888906","20,5","12,5",
15/03/2009 7.00,"0,660994","72,928862","62,288753","20,5","12,5",
15/03/2009 8.00,"0,558874","76,304898","59,227084","20,5","12,5",
15/03/2009 9.00,"0,617882","46,143749","37,377398","20,5","12,5",
15/03/2009 10.00,"0,460831","35,821127","29,126833","20,5","12,5",
15/03/2009 11.00,"0,460415","23,502476","19,674441","20,5","12,5",
15/03/2009 12.00,"0,344312","20,337847","19,115052","20,5","12,5",
15/03/2009 13.00,"0,387591","18,091498","17,854823","20,5","12,5",
15/03/2009 14.00,"0,468405","15,804932","15,283738","20,5","12,5",
15/03/2009 15.00,"0,522254","6,438182","6,442637","20,5","12,5",
15/03/2009 16.00,"0,602901","7,726078","7,731424","20,5","12,5",
15/03/2009 17.00,"0,495288","12,249926","12,220764","20,5","12,5",
15/03/2009 18.00,"0,440275","30,842031","29,69789","20,5","12,5",
15/03/2009 19.00,"0,548803","60,476615","56,537896","20,5","12,5",
15/03/2009 20.00,"0,517676","60,575178","55,577461","20,5","12,5",
15/03/2009 21.00,"0,478309","91,688312","81,450545","20,5","12,5",
15/03/2009 22.00,"0,560372","62,554368","57,345181","20,5","12,5",
15/03/2009 23.00,"0,417469","46,855796","42,66624","20,5","12,5",
16/03/2009 0.00,"0,477144","38,674481","34,30535","20,5","12,5",
16/03/2009 1.00,"0,471818","56,802267","47,443698","23,79999","14,8",
16/03/2009 2.00,"0,458085","27,840841","22,959334","23,79999","14,8",
16/03/2009 3.00,"0,534071","20,467538","15,684785","23,79999","14,8",
16/03/2009 4.00,"0,418052","18,049995","13,540692","23,79999","14,8",
16/03/2009 5.00,"0,387092","16,633701","12,079293","23,79999","14,8",
16/03/2009 6.00,"0,420383","25,271534","20,958025","23,79999","14,8",
16/03/2009 7.00,"0,386176","47,936172","42,080902","23,79999","14,8",
16/03/2009 8.00,"0,356464","78,645913","64,880621","23,79999","14,8",
16/03/2009 9.00,"0,586089","124,67037","84,309749","23,79999","14,8",
16/03/2009 10.00,"0,415639","59,31064","46,750636","23,79999","14,8",
16/03/2009 11.00,"0,227794","57,435196","47,696789","23,79999","14,8",
16/03/2009 12.00,"0,172448","46,387584","42,561101","23,79999","14,8",
16/03/2009 13.00,"0,247935","40,666613","35,809581","23,79999","14,8",
16/03/2009 14.00,"0,363538","57,642706","47,670823","23,79999","14,8",
16/03/2009 15.00,"0,272321","27,979614","27,460372","23,79999","14,8",
16/03/2009 16.00,"0,340401","29,82393","29,474664","23,79999","14,8",
16/03/2009 17.00,"0,272238","42,407164","39,605854","23,79999","14,8",
16/03/2009 18.00,"0,303365","86,934891","74,861263","23,79999","14,8",
16/03/2009 19.00,"0,355132","113,647385","95,688214","23,79999","14,8",
16/03/2009 20.00,"0,286137","87,728657","74,785963","23,79999","14,8",
16/03/2009 21.00,"0,209151","63,916189","57,29845","23,79999","14,8",
16/03/2009 22.00,"0,215559","47,969898","44,071827","23,79999","14,8",
16/03/2009 23.00,"0,253012","31,015851","28,939936","23,79999","14,8",
17/03/2009 0.00,"0,255426","28,698144","26,255947","23,79999","14,8",
17/03/2009 1.00,,"17,331473","15,887243","22,700001","10,7",
17/03/2009 2.00,"0,852833",,,"22,700001","10,7",
17/03/2009 3.00,"1,065122","20,106992","17,854823","22,700001","10,7",
17/03/2009 4.00,"1,026206","10,738951","7,731424","22,700001","10,7",
17/03/2009 5.00,"0,942999","25,829245","21,96387","22,700001","10,7",
17/03/2009 6.00,"1,343582","46,995868","42,136713","22,700001","10,7",
17/03/2009 7.00,"1,519015","28,085978","22,336367","22,700001","10,7",
17/03/2009 8.00,"1,252887","48,069763","34,3378","22,700001","10,7",
17/03/2009 9.00,"1,133436","63,680136","41,228188","22,700001","10,7",
17/03/2009 10.00,"1,072138","50,514561","36,988039","22,700001","10,7",
17/03/2009 11.00,"1,078012","59,712695","45,198397","22,700001","10,7",
17/03/2009 12.00,"1,181066","49,365431","38,763522","22,700001","10,7",
17/03/2009 13.00,"1,039818","34,400952","29,570704","22,700001","10,7",
17/03/2009 14.00,"1,145908","37,319122","32,076898","22,700001","10,7",
17/03/2009 15.00,"1,168345","20,278194","19,648475","22,700001","10,7",
17/03/2009 16.00,"1,235573","34,863942","29,732938","22,700001","10,7",
17/03/2009 17.00,"1,371531","37,447513","32,022385","22,700001","10,7",
17/03/2009 18.00,"1,079403","40,880625","37,901746","22,700001","10,7",
17/03/2009 19.00,"0,990462","63,304007","55,859115","22,700001","10,7",
17/03/2009 20.00,"1,058414","41,853353","38,729796","22,700001","10,7",
17/03/2009 21.00,"1,200664","44,352623","41,762915","22,700001","10,7",
17/03/2009 22.00,"1,34052","44,854543","44,289872","22,700001","10,7",
17/03/2009 23.00,"1,269507","64,169091","62,816999","22,700001","10,7",
18/03/2009 0.00,"1,469408","56,588295","54,291276","22,700001","10,7",
18/03/2009 1.00,"1,369416","64,507628","61,598288","25,200001","13,1",
18/03/2009 2.00,"1,47776","56,695943","53,582631","25,200001","13,1",
18/03/2009 3.00,"1,492068","39,217891","36,246948","25,200001","13,1",
18/03/2009 4.00,"1,520908","29,612519","26,554449","25,200001","13,1",
18/03/2009 5.00,"1,275463","33,911957","29,878307","25,200001","13,1",
18/03/2009 6.00,"1,480961","17,594757","13,709422","25,200001","13,1",
18/03/2009 7.00,"1,414735","47,409607","40,089955","25,200001","13,1",
18/03/2009 8.00,"1,479207","77,176466","54,343189","25,200001","13,1",
18/03/2009 9.00,"2,016445","80,258054","57,024594","25,200001","13,1",
18/03/2009 10.00,"4,100481","57,417053","44,880414","25,200001","13,1",
18/03/2009 11.00,"4,138896","50,658517","41,499441","25,200001","13,1",
18/03/2009 12.00,"2,79935","41,501891","37,568198","25,200001","13,1",
18/03/2009 13.00,"2,328338","40,848215","37,599346","25,200001","13,1",
18/03/2009 14.00,"1,901698","42,898701","37,801808","25,200001","13,1",
18/03/2009 15.00,"1,861473","20,17313","19,621212","25,200001","13,1",
18/03/2009 16.00,"1,489591","29,830411","25,509655","25,200001","13,1",
18/03/2009 17.00,"1,226219","31,633179","27,857514","25,200001","13,1",
18/03/2009 18.00,"1,341689","33,327057","29,934098","25,200001","13,1",
18/03/2009 19.00,"0,994081","45,94532","42,031571","25,200001","13,1",
18/03/2009 20.00,"1,175889","56,046147","50,121204","25,200001","13,1",
18/03/2009 21.00,"0,983976","56,545467","50,4885","25,200001","13,1",
18/03/2009 22.00,"1,405438","40,840433","38,99455","25,200001","13,1",
18/03/2009 23.00,"1,46629","40,942858","38,777807","25,200001","13,1",
19/03/2009 0.00,"1,509494","56,819152","52,103071","25,200001","13,1",
19/03/2009 1.00,,"53,306921","49,396998","22,4","14,5",
19/03/2009 2.00,"0,914265",,,"22,4","14,5",
19/03/2009 3.00,"1,077989","16,349662","12,616611","22,4","14,5",
19/03/2009 4.00,"1,143081","14,295255","10,302508","22,4","14,5",
19/03/2009 5.00,"0,746888","13,41331","8,905998","22,4","14,5",
19/03/2009 6.00,"0,77412","15,655781","11,644508","22,4","14,5",
19/03/2009 7.00,"0,778105","36,63172","30,08985","22,4","14,5",
19/03/2009 8.00,"1,316104","91,824486","65,279061","22,4","14,5",
19/03/2009 9.00,"1,560195","109,144283","71,946226","22,4","14,5",
19/03/2009 10.00,"1,385512","49,334301","38,846601","22,4","14,5",
19/03/2009 11.00,"2,648812","48,950412","39,426739","22,4","14,5",
19/03/2009 12.00,"4,242548","46,156731","40,959532","22,4","14,5",
19/03/2009 13.00,"3,135003","39,260719","35,825142","22,4","14,5",
19/03/2009 14.00,"2,761393","36,355492","33,800469","22,4","14,5",
19/03/2009 15.00,"1,800301","22,044671","22,049547","22,4","14,5",
19/03/2009 16.00,"1,463223","35,669392","34,236559","22,4","14,5",
19/03/2009 17.00,"1,246363","48,748063","45,346328","22,4","14,5",
19/03/2009 18.00,"1,30448","99,939647","80,510898","22,4","14,5",
19/03/2009 19.00,"1,144409","93,531292","79,98915","22,4","14,5",
19/03/2009 20.00,"1,168984","81,10241","71,059786","22,4","14,5",
19/03/2009 21.00,"1,208172","71,257066","64,030511","22,4","14,5",
19/03/2009 22.00,"1,240052","40,853398","37,304724","22,4","14,5",
19/03/2009 23.00,"1,325402","34,852279","31,843288","22,4","14,5",
20/03/2009 0.00,"1,188245","29,332373","26,093713","22,4","14,5",
20/03/2009 1.00,"1,00692","18,79446","16,808742",,,
20/03/2009 2.00,"1,092269","15,527379","13,266845",,,
20/03/2009 3.00,"0,963415","12,964558","10,028657",,,
20/03/2009 4.00,"1,060056","12,519695","8,366084",,,
20/03/2009 5.00,"0,805337","13,588402","8,568553",,,
20/03/2009 6.00,"0,806001","20,39362","14,807423",,,
20/03/2009 7.00,"1,070683","44,365606","38,475403",,,
20/03/2009 8.00,"1,120165","73,413952","60,021386",,,
20/03/2009 9.00,"1,266953","116,256903","84,574525",,,
20/03/2009 10.00,"1,339682","110,408821","83,264978",,,
20/03/2009 11.00,"1,349313","78,919595","61,493171",,,
20/03/2009 12.00,"1,329719","72,246661","55,774742",,,
20/03/2009 13.00,"1,300495","67,320736","49,530684",,,
20/03/2009 14.00,"1,704325","73,953482","56,841598",,,
20/03/2009 15.00,"1,528314","32,119574","29,805612",,,
20/03/2009 16.00,"1,335697","39,985713","31,849769",,,
20/03/2009 17.00,"1,138763","54,287454","40,762252",,,
20/03/2009 18.00,"0,99098","59,544075","47,152978",,,
20/03/2009 19.00,"1,032825","55,694646","45,892739",,,
20/03/2009 20.00,"1,151383","42,177609","39,62272",,,
20/03/2009 21.00,"1,357283","32,924984","32,451991",,,
20/03/2009 22.00,"1,424035","15,365259","15,375886",,,
20/03/2009 23.00,"1,608681","7,049056","7,053936",,,
21/03/2009 0.00,"1,633256","2,734022","2,735915",,,
21/03/2009 1.00,,"0,692584","0,693064",,,
21/03/2009 2.00,"0,328515",,,,,
21/03/2009 3.00,"0,392396",0,0,,,
21/03/2009 4.00,"0,396193","0,804124","0,80468",,,
21/03/2009 5.00,"0,479812","1,723679","1,724873",,,
21/03/2009 6.00,"0,459206","3,828669","3,831319",,,
21/03/2009 7.00,"0,510614","16,986477","16,998222",,,
21/03/2009 8.00,"0,60649","42,634118","40,427402",,,
21/03/2009 9.00,"0,798784","40,494132","38,773905",,,
21/03/2009 10.00,"0,864075","33,635712","33,082743",,,
21/03/2009 11.00,"2,322602","53,061824","48,034239",,,
21/03/2009 12.00,"3,175615","30,615076","29,882189",,,
21/03/2009 13.00,"4,695094","35,463163","34,48445",,,
21/03/2009 14.00,"5,521536","31,866654","30,243001",,,
21/03/2009 15.00,"6,642438","17,52083","17,532943",,,
21/03/2009 16.00,"3,54491","18,84115","17,991097",,,
21/03/2009 17.00,"6,518797","36,966358","35,102234",,,
21/03/2009 18.00,"1,990181","28,633308","28,32215",,,
21/03/2009 19.00,"0,63176","27,013385","27,025565",,,
21/03/2009 20.00,"0,577966","29,049627","29,041176",,,
21/03/2009 21.00,"0,53198","30,908188","30,929581",,,
21/03/2009 22.00,"0,614842","20,157565","20,171503",,,
21/03/2009 23.00,"0,727311","24,795562","24,812711",,,
22/03/2009 0.00,"0,680132","18,650495","18,663394",,,
22/03/2009 1.00,"0,844661","30,190957","30,211855",19,"10,2",
22/03/2009 2.00,"0,800627","35,531899","35,556489",19,"10,2",
22/03/2009 3.00,"0,613648","16,646669","16,658188",19,"10,2",
22/03/2009 4.00,"0,296412","25,875936","24,46488",19,"10,2",
22/03/2009 5.00,"0,213117","37,520169","31,01394",19,"10,2",
22/03/2009 6.00,"0,114205","47,368098","37,286563",19,"10,2",
22/03/2009 7.00,"0,138065","56,919014","43,743461",19,"10,2",
22/03/2009 8.00,"0,186871","46,823368","32,179437",19,"10,2",
22/03/2009 9.00,"0,261489","32,104009","19,194224",19,"10,2",
22/03/2009 10.00,"0,346627","28,929019","15,935265",19,"10,2",
22/03/2009 11.00,"0,57699","29,006837","18,529715",19,"10,2",
22/03/2009 12.00,"0,282204","35,293263","25,77703",19,"10,2",
22/03/2009 13.00,"0,181339","35,566927","26,997018",19,"10,2",
22/03/2009 14.00,"0,210732","29,288263","22,904841",19,"10,2",
22/03/2009 15.00,"0,141536","19,314546","14,777567",19,"10,2",
22/03/2009 16.00,"0,106395","24,038122","16,996931",19,"10,2",
22/03/2009 17.00,"0,103468","24,32735","16,742543",19,"10,2",
22/03/2009 18.00,"0,069954","36,182993","27,896462",19,"10,2",
22/03/2009 19.00,"0,092297","36,027356","27,289037",19,"10,2",
22/03/2009 20.00,"0,393264","56,887888","46,851876",19,"10,2",
22/03/2009 21.00,"4,270486","77,955929","67,124637",19,"10,2",
22/03/2009 22.00,"4,462454","53,960616","44,849248",19,"10,2",
22/03/2009 23.00,"7,45749","73,817308","63,365989",19,"10,2",
23/03/2009 0.00,"5,202673","39,412458","30,342941",19,"10,2",
23/03/2009 1.00,,"28,073015","18,865863","26,200001","15,1",
23/03/2009 2.00,"1,96065",,,"26,200001","15,1",
23/03/2009 3.00,"1,423925","24,83187","14,318127","26,200001","15,1",
23/03/2009 4.00,"1,172638","40,662733","28,532411","26,200001","15,1",
23/03/2009 5.00,"1,013562","42,483682","29,613533","26,200001","15,1",
23/03/2009 6.00,"1,367081","56,156395","43,447541","26,200001","15,1",
23/03/2009 7.00,"1,282175","37,051939","23,570638","26,200001","15,1",
23/03/2009 8.00,"3,265074","71,854967","49,446325","26,200001","15,1",
23/03/2009 9.00,"4,013402","71,319318","47,90315","26,200001","15,1",
23/03/2009 10.00,"3,314336","59,296377","42,467661","26,200001","15,1",
23/03/2009 11.00,"2,394923","53,078687","41,204841","26,200001","15,1",
23/03/2009 12.00,"1,98478","42,520355","37,777181","26,200001","15,1",
23/03/2009 13.00,"2,325902","41,900025","38,607791","26,200001","15,1",
23/03/2009 14.00,"2,326843","39,988314","34,340378","26,200001","15,1",
23/03/2009 15.00,"1,648644","27,408959","25,440879","26,200001","15,1",
23/03/2009 16.00,"1,465935","30,947097","29,151479","26,200001","15,1",
23/03/2009 17.00,"1,855531","30,385522","27,78484","26,200001","15,1",
23/03/2009 18.00,,,,"26,200001","15,1",
23/03/2009 19.00,,,,"26,200001","15,1",
23/03/2009 20.00,"0,978852","149,321956","115,044617","26,200001","15,1",
23/03/2009 21.00,"0,866025","255,445304","148,017054","26,200001","15,1",
