, Bari,,,
,Corso Cavour,,,
Parm,CO,,PM10,BENZENE



22/03/2009 11.00,"0,6678048",,,"1,60783835"
22/03/2009 12.00,"0,79145324",,"17,58241081","2,20442072"
22/03/2009 13.00,"0,82877168",,,
22/03/2009 14.00,"0,59924222",,"8,30280876",
22/03/2009 15.00,"0,38841916",,,"1,47523986"
22/03/2009 16.00,"0,35214106",,"12,21000957","1,02409358"
22/03/2009 17.00,"0,42003726",,,"0,93707194"
22/03/2009 18.00,"0,48186148",,"14,65200996","1,19339153"
22/03/2009 19.00,"0,48789618",,,"1,14590882"
22/03/2009 20.00,"0,42701211",,"19,53602028","1,15439365"
22/03/2009 21.00,"0,37549115",,,"0,97964254"
22/03/2009 22.00,"0,47508467",,"18,55920982","0,98980135"
22/03/2009 23.00,"0,61961574",,,"1,44758255"
23/03/2009 0.00,"0,59508899",,"18,55920982","1,66276551"
23/03/2009 1.00,"0,56170825",,,"1,66369301"
23/03/2009 2.00,"0,61679411",,"15,62880993","1,14745161"
23/03/2009 3.00,,,,"0,85447425"
23/03/2009 4.00,"0,22880367",,"14,65200996","0,68367723"
23/03/2009 5.00,"0,17708932",,,"0,55280154"
23/03/2009 6.00,"0,25101323",,"16,60560989","0,70394299"
23/03/2009 7.00,"0,29377689",,,"0,58906369"
23/03/2009 8.00,"0,46102895",,"18,07081032","0,95796518"
23/03/2009 9.00,"0,57219092",,,"1,64344963"
23/03/2009 10.00,"0,48027475",,"23,44322014","1,92023838"
23/03/2009 11.00,"0,42234279",,,"1,53881253"
23/03/2009 12.00,"0,37605152",,"22,46640968","1,40170364"
23/03/2009 13.00,"0,369192",,,"1,34414551"
23/03/2009 14.00,"0,3546493",,"22,46640968","1,30899494"
23/03/2009 15.00,"0,39655086",,,"1,17337595"
23/03/2009 16.00,"0,23466945",,"13,67521","0,77798975"
23/03/2009 17.00,"0,32576196",,,"0,90923868"
23/03/2009 18.00,"0,41266048",,"10,7448101","1,06607228"
23/03/2009 19.00,"0,96572209",,,"2,14125384"
23/03/2009 20.00,"1,49099496",,"10,7448101","5,56527418"
23/03/2009 21.00,"1,68611499",,,"6,74238354"
23/03/2009 22.00,"1,29207238",,"24,90842056","6,46076709"
23/03/2009 23.00,"0,81117086",,,"3,59637642"
24/03/2009 0.00,"0,6740224",,"19,53602028","2,52440249"
24/03/2009 1.00,"0,61730554",,,"2,38745632"
24/03/2009 2.00,"0,385615",,"19,04759979","1,56852317"
24/03/2009 3.00,,,,"1,15223049"
24/03/2009 4.00,"0,3022278",,"15,14041042","0,84912584"
24/03/2009 5.00,"0,26062798",,,"0,70733265"
24/03/2009 6.00,"0,28234358",,"16,11721039","0,65136104"
24/03/2009 7.00,"0,95155569",,,"1,04829818"
24/03/2009 8.00,"1,33916401",,"24,90842056","3,17532317"
24/03/2009 9.00,"1,40739107",,,"3,85505851"
24/03/2009 10.00,"1,17194923",,"28,81562042","5,10690415"
24/03/2009 11.00,"0,66238988",,,"3,02937655"
24/03/2009 12.00,"0,63692997",,"20,02441978","2,45373319"
24/03/2009 13.00,"1,17241639",,,"2,48918886"
24/03/2009 14.00,"0,61482409",,"12,69841003","2,3481391"
24/03/2009 15.00,"0,39368962",,,"1,80708188"
24/03/2009 16.00,"0,37205324",,"15,62880993","0,94334479"
24/03/2009 17.00,"0,53665492",,,"1,26653519"
24/03/2009 18.00,"0,63556575",,"17,58241081","2,01464547"
24/03/2009 19.00,"0,7754508",,,"2,22026558"
24/03/2009 20.00,"0,81089126",,"13,18680954","2,73945019"
24/03/2009 21.00,"1,00804771",,,"3,0766884"
24/03/2009 22.00,"1,01370145",,"16,11721039","4,13190828"
24/03/2009 23.00,"0,59053617",,,"2,68092285"
25/03/2009 0.00,"0,37326134",,"21,0012207","1,38145314"
25/03/2009 1.00,"0,26858143",,,"0,75436484"
25/03/2009 2.00,"0,2019912",,"19,04759979","0,61611792"
25/03/2009 3.00,,,,"0,39324848"
25/03/2009 4.00,"0,20248865",,"12,69841003","0,26834867"
25/03/2009 5.00,"0,2064648",,,"0,39147483"
25/03/2009 6.00,"0,21814509",,"7,81440783","0,45425119"
25/03/2009 7.00,"0,32462842",,,"0,64135986"
25/03/2009 8.00,"0,22963082",,"6,34920597","0,52865897"
25/03/2009 9.00,"0,34732611",,,"0,60720188"
25/03/2009 10.00,"0,33552932",,"15,14041042","0,81722357"
25/03/2009 11.00,"0,31384401",,,"0,90366552"
25/03/2009 12.00,"0,32840535",,"11,23320961","0,88344959"
25/03/2009 13.00,"0,32373253",,,"0,88348824"
25/03/2009 14.00,"0,3650411",,"9,76801014","1,00830058"
25/03/2009 15.00,"0,31353296",,,"0,84649893"
25/03/2009 16.00,"0,31446729",,"14,65200996","0,74002615"
25/03/2009 17.00,"0,33003984",,,"0,75842368"
25/03/2009 18.00,"0,43418735",,"7,81440783","0,98499196"
25/03/2009 19.00,"0,54339678",,,"2,11842931"
25/03/2009 20.00,"0,70738451",,"12,21000957","1,7511723"
25/03/2009 21.00,"0,78373395",,,"2,1459178"
25/03/2009 22.00,"0,97462619",,"14,65200996","2,80411206"
25/03/2009 23.00,"0,7957649",,,"2,97841671"
26/03/2009 0.00,"0,68873519",,"18,07081032","2,20721646"
26/03/2009 1.00,"0,59163593",,,"1,99922369"
26/03/2009 2.00,"0,52303491",,"18,55920982","1,51833524"
26/03/2009 3.00,,,,"0,95210726"
26/03/2009 4.00,"0,30983758",,"10,7448101","0,58072531"
26/03/2009 5.00,"0,26793952",,,"0,53471521"
26/03/2009 6.00,"0,29242665",,"7,81440783","0,58035715"
26/03/2009 7.00,"0,39457269",,,"0,66034217"
26/03/2009 8.00,"0,56328682",,"12,21000957","1,00363662"
26/03/2009 9.00,"0,96782492",,,"2,33824572"
26/03/2009 10.00,"1,17733502",,"19,53602028","3,98486839"
26/03/2009 11.00,"0,86081268",,,"3,60960149"
26/03/2009 12.00,"0,55939339",,"20,02441978","2,16272372"
26/03/2009 13.00,"0,69657564",,,"2,37334036"
26/03/2009 14.00,"0,39418358",,"12,69841003","1,74830029"
26/03/2009 15.00,"0,2849124",,,"1,05700878"
26/03/2009 16.00,"0,30721866",,"10,7448101","0,74173878"
26/03/2009 17.00,"0,37740525",,,"1,27136797"
26/03/2009 18.00,"0,54187645",,"10,25640965","1,45966044"
26/03/2009 19.00,"0,68061514",,,"1,73938019"
26/03/2009 20.00,"0,71923139",,"7,81440783","1,51013618"
26/03/2009 21.00,"1,31066228",,,"4,05237583"
26/03/2009 22.00,"1,23533688",,"18,55920982","4,85188529"
26/03/2009 23.00,"1,06666235",,,"3,80349152"
27/03/2009 0.00,"0,87108798",,"22,46640968","3,30262004"
27/03/2009 1.00,"0,6792917",,,"2,59784921"
27/03/2009 2.00,"0,50329864",,"12,69841003","1,97658628"
27/03/2009 3.00,,,,"1,31995311"
27/03/2009 4.00,"0,27488758",,"12,21000957","0,81277318"
27/03/2009 5.00,"0,24214292",,,"0,67184546"
27/03/2009 6.00,"0,2857081",,"15,62880993","0,86560633"
27/03/2009 7.00,"0,58554764",,,"1,18403513"
27/03/2009 8.00,"1,05972361",,"19,53602028","2,39210401"
27/03/2009 9.00,"1,17507492",,,"3,41996862"
27/03/2009 10.00,"1,08622853",,"21,97801971","4,06583074"
27/03/2009 11.00,"0,82163955",,,"3,92378838"
27/03/2009 12.00,"0,70503703",,"22,46640968","2,90677313"
27/03/2009 13.00,"0,73513481",,,"2,46412998"
27/03/2009 14.00,"0,76819867",,"17,58241081","2,57469314"
27/03/2009 15.00,"0,61271661",,,"2,51492303"
27/03/2009 16.00,"0,46660347",,"11,72161007","1,42484649"
27/03/2009 17.00,"0,49572381",,,"1,43236823"
27/03/2009 18.00,"0,52890534",,"8,79120922","1,49708197"
27/03/2009 19.00,"0,5438954",,,"1,50360094"
27/03/2009 20.00,"0,574578",,"15,62880993","1,34194676"
27/03/2009 21.00,"0,68442585",,,"1,69096183"
27/03/2009 22.00,"0,71503157",,"19,53602028","2,34141469"
27/03/2009 23.00,"0,49146923",,,"1,42025881"
28/03/2009 0.00,"0,42557567",,"20,51280975","1,07079218"
28/03/2009 1.00,"0,37439838",,,"0,76896692"
28/03/2009 2.00,"0,37443799",,"18,07081032","0,6759399"
28/03/2009 3.00,,,,"0,6589621"
28/03/2009 4.00,"0,35360779",,"15,14041042","0,60373595"
28/03/2009 5.00,"0,27427362",,,"0,47920226"
28/03/2009 6.00,"0,30234663",,"15,14041042","0,64415865"
28/03/2009 7.00,"0,38384304",,,"0,63800275"
28/03/2009 8.00,"0,59277996",,"15,14041042","0,8138929"
28/03/2009 9.00,"0,60847135",,,"1,58735089"
28/03/2009 10.00,"0,49220551",,"22,95482063","1,47818814"
28/03/2009 11.00,"0,36176512",,,"1,23297317"
28/03/2009 12.00,"0,4032333",,"20,51280975","1,12634377"
28/03/2009 13.00,"0,5269761",,,"1,57827518"
28/03/2009 14.00,"0,39673143",,"16,11721039","1,40975625"
28/03/2009 15.00,"0,26037284",,,"1,0068656"
28/03/2009 16.00,"0,22003355",,"12,69841003","0,629523"
28/03/2009 17.00,"0,30499584",,,"0,63533516"
28/03/2009 18.00,"0,42768548",,"14,65200996","0,93819572"
28/03/2009 19.00,"0,5694555",,,"1,23901212"
28/03/2009 20.00,"0,47947206",,"15,14041042","1,05828308"
28/03/2009 21.00,"0,5603452",,,"1,22194787"
28/03/2009 22.00,"0,41752435",,"18,55920982","1,3601714"
28/03/2009 23.00,"0,3929545",,,"1,04677674"
29/03/2009 0.00,"0,34023359",,"16,60560989","0,88793151"
29/03/2009 1.00,"0,31803918",,,"0,91036247"
29/03/2009 2.00,"0,27096386",,"16,11721039","0,7103806"
29/03/2009 3.00,,,,"0,49589022"
29/03/2009 4.00,"0,20519029",,"12,21000957","0,30701705"
29/03/2009 5.00,"0,15781323",,,"0,28468983"
29/03/2009 6.00,"0,18461639",,"20,02441978","0,18316373"
29/03/2009 7.00,"0,21896059",,,"0,32925273"
29/03/2009 8.00,"0,21227931",,"15,14041042","0,25471884"
29/03/2009 9.00,"0,22071857",,,"0,21145261"
29/03/2009 10.00,"0,22587719",,"20,51280975","0,44878888"
29/03/2009 11.00,"0,24908516",,,"0,39912877"
29/03/2009 12.00,"0,29870717",,"24,42000961","0,50437607"
29/03/2009 13.00,"0,2908539",,,"0,68537359"
29/03/2009 14.00,"0,25393039",,"23,93161964","0,60838262"
29/03/2009 15.00,"0,21431107",,,"0,41357525"
29/03/2009 16.00,"0,23036943",,"21,48962021","0,38821229"
29/03/2009 17.00,"0,30206703",,,"0,48569072"
29/03/2009 18.00,"0,38837838",,"21,97801971","0,69118676"
29/03/2009 19.00,"0,39365234",,,"0,70748012"
29/03/2009 20.00,"0,43393571",,"27,35042","1,05548023"
29/03/2009 21.00,"0,35071277",,,"0,78875774"
29/03/2009 22.00,"0,33867715",,"31,25761986","0,81270097"
29/03/2009 23.00,"0,30269263",,,"0,64531294"
30/03/2009 0.00,"0,25920551",,"31,25761986","0,58540147"
30/03/2009 1.00,"0,21325558",,,"0,42697728"
30/03/2009 2.00,"0,23709032",,"30,28083038","0,24684014"
30/03/2009 3.00,,,,"0,24584551"
30/03/2009 4.00,"0,18943017",,"26,37360954","0,17804416"
30/03/2009 5.00,"0,17840461",,,"0,23986657"
30/03/2009 6.00,"0,27102677",,"16,60560989","0,35295494"
30/03/2009 7.00,"0,37107231",,,"0,47391285"
30/03/2009 8.00,"0,57734488",,"27,35042","1,24973435"
30/03/2009 9.00,"0,75310726",,,"1,99431361"
30/03/2009 10.00,"0,89206031",,"30,28083038","2,58801177"
30/03/2009 11.00,"0,74537283",,,"2,74570067"
30/03/2009 12.00,"0,60226073",,"37,6068306","1,93389466"
30/03/2009 13.00,"0,64944673",,,"1,90797641"
30/03/2009 14.00,"0,52277511",,"30,76922989","1,87249735"
30/03/2009 15.00,"0,52277511",,,"1,56172249"
30/03/2009 16.00,"0,65088434",,"32,72283173","1,86321011"
30/03/2009 17.00,"0,86011018",,,"2,55348563"
30/03/2009 18.00,"1,02759291",,"39,56044006","3,62823801"
30/03/2009 19.00,"0,82431323",,,"2,57135636"
30/03/2009 20.00,"0,93800208",,"35,65322113","2,83047677"
30/03/2009 21.00,"0,95016818",,,"3,1220466"
30/03/2009 22.00,"0,83698493",,"29,30401993","2,77422447"
30/03/2009 23.00,"0,69834178",,,"2,0715812"
31/03/2009 0.00,"0,52156934",,"30,28083038","1,46814222"
31/03/2009 1.00,"0,54819425",,,"1,04902635"
31/03/2009 2.00,"0,44807065",,"26,86202049","0,71066638"
31/03/2009 3.00,,,,"0,76768448"
31/03/2009 4.00,"0,30017623",,"27,35042","0,73028533"
31/03/2009 5.00,"0,23052438",,,"0,93507048"
31/03/2009 6.00,"0,31616236",,"21,48962021","0,78798991"
31/03/2009 7.00,"0,60557865",,,"1,11404316"
31/03/2009 8.00,"0,88486527",,"19,04759979","2,460362"
31/03/2009 9.00,"1,48520491",,,"3,54762551"
31/03/2009 10.00,"1,14581362",,"31,25761986","4,28843272"
31/03/2009 11.00,"1,23872586",,,"5,0010497"
31/03/2009 12.00,"1,07620603",,"23,93161964","4,88590496"
31/03/2009 13.00,"1,07769257",,,"4,06383539"
31/03/2009 14.00,"1,06423915",,"37,11843109","5,02009709"
31/03/2009 15.00,"0,93210369",,,"3,90090995"
31/03/2009 16.00,"1,0538392",,"30,76922989","4,01958673"
31/03/2009 17.00,"1,02255429",,,"4,19800616"
31/03/2009 18.00,"0,8090028",,"30,76922989","3,71374534"
31/03/2009 19.00,"0,96037707",,,"4,25840172"
31/03/2009 20.00,"0,80845525",,"28,81562042","3,88911377"
31/03/2009 21.00,"1,05915626",,,"4,00116073"
31/03/2009 22.00,"0,79484572",,"27,35042","3,84250059"
31/03/2009 23.00,"0,73137885",,,"2,51015838"
01/04/2009 0.00,"0,76129488",,"29,30401993","2,44140613"
01/04/2009 1.00,"0,90641311",,,"2,93972901"
01/04/2009 2.00,"0,82636479",,"30,76922989","3,14968663"
01/04/2009 3.00,,,,"2,23641554"
01/04/2009 4.00,"0,49809226",,"24,42000961","1,68091997"
01/04/2009 5.00,"0,37870539",,,"1,18192181"
01/04/2009 6.00,"0,33038119",,"19,04759979","0,93872761"
01/04/2009 7.00,"0,71479041",,,"1,11813455"
01/04/2009 8.00,"1,095566",,"21,0012207","2,27066099"
01/04/2009 9.00,"1,03294259",,,"3,4446207"
01/04/2009 10.00,"0,85937274",,"26,86202049","3,64383066"
01/04/2009 11.00,"1,38184029",,,"4,58609743"
01/04/2009 12.00,"1,15596077",,"29,30401993","5,34379294"
01/04/2009 13.00,"1,16385248",,,"4,82577585"
01/04/2009 14.00,"0,86206738",,"29,7924099","4,34957984"
01/04/2009 15.00,"0,99540047",,,"3,64128409"
01/04/2009 16.00,"1,024035",,"26,86202049","3,64584432"
01/04/2009 17.00,"0,97250705",,,"3,64979028"
01/04/2009 18.00,"1,16588424",,"28,32722092","4,10505948"
01/04/2009 19.00,"1,62072936",,,"5,85945974"
01/04/2009 20.00,"1,55814556",,"32,23442078","6,25297365"
01/04/2009 21.00,"1,04290451",,,"5,58928657"
01/04/2009 22.00,"0,48523765",,"32,23442078","2,39699679"
01/04/2009 23.00,"0,45644584",,,"1,6381419"
02/04/2009 0.00,"0,44421916",,"22,95482063","1,40856839"
02/04/2009 1.00,"0,30213576",,,"1,23557364"
02/04/2009 2.00,"0,40878569",,"23,44322014","0,74031905"
02/04/2009 3.00,,,,"0,74371685"
02/04/2009 4.00,"0,24870537",,"21,0012207","0,529199"
02/04/2009 5.00,"0,29552672",,,"0,50895053"
02/04/2009 6.00,"0,33849774",,"18,07081032","1,12485183"
02/04/2009 7.00,"0,41011612",,,"1,02426647"
02/04/2009 8.00,"0,73737277",,"23,93161964","1,60308896"
02/04/2009 9.00,"0,7324157",,,"2,55100009"
02/04/2009 10.00,"0,56502034",,"26,86202049","2,22750866"
02/04/2009 11.00,"0,45987676",,,"1,78569233"
02/04/2009 12.00,"0,46077498",,"18,55920982","1,5312491"
02/04/2009 13.00,"0,6547102",,,"1,48371859"
02/04/2009 14.00,"0,56162553",,"12,69841003","3,07747963"
02/04/2009 15.00,"0,36406134",,,"1,25059982"
02/04/2009 16.00,"0,49937376",,"13,67521","1,23236399"
02/04/2009 17.00,"0,56404524",,,"1,52323718"
02/04/2009 18.00,"0,8169912",,"14,65200996","2,3024941"
02/04/2009 19.00,"0,65587986",,,"2,38282388"
02/04/2009 20.00,"0,67024314",,"19,04759979","2,09402944"
02/04/2009 21.00,"1,03145489",,,"3,40429461"
02/04/2009 22.00,"0,88107669",,"27,35042","3,36145552"
02/04/2009 23.00,"0,78615948",,,"2,5116249"
03/04/2009 0.00,"0,73155709",,"23,44322014","2,29818304"
03/04/2009 1.00,"0,49242686",,,"1,93909051"
03/04/2009 2.00,"0,43521138",,"22,46640968","1,29839373"
03/04/2009 3.00,,,,"1,2212614"
03/04/2009 4.00,"0,33069923",,"20,51280975","0,94306003"
03/04/2009 5.00,"0,32548003",,,"0,91306972"
03/04/2009 6.00,"0,40543631",,"14,16361046","1,42060459"
03/04/2009 7.00,"0,69288841",,,"1,74805011"
03/04/2009 8.00,"1,2541027",,"28,32722092","3,73860489"
03/04/2009 9.00,"0,99282232",,,"5,12673666"
03/04/2009 10.00,"0,53360029",,"34,18803024","2,77476755"
03/04/2009 11.00,"0,42603002",,,"1,46445458"
03/04/2009 12.00,"0,48441749",,"18,55920982","1,70513474"
03/04/2009 13.00,"0,53711044",,,"1,52141573"
03/04/2009 14.00,"0,42536713",,"22,95482063","1,77383716"
03/04/2009 15.00,"0,55680709",,,"1,20237774"
03/04/2009 16.00,"0,4631609",,"13,18680954","1,61224196"
03/04/2009 17.00,"0,45083636",,,"1,30558392"
03/04/2009 18.00,"0,54120658",,"12,69841003","1,37951067"
03/04/2009 19.00,"0,65646003",,,"1,87872037"
03/04/2009 20.00,"1,05955585",,"9,76801014","2,92131521"
03/04/2009 21.00,"0,93564296",,,"3,1913938"
03/04/2009 22.00,"0,5463151",,"24,90842056","2,19318694"
03/04/2009 23.00,"0,37548183",,,"1,2339861"
04/04/2009 0.00,"0,31857741",,"16,11721039","0,89612853"
04/04/2009 1.00,"0,41296338",,,"0,85674521"
04/04/2009 2.00,"0,37602822",,"19,04759979","0,83283452"
04/04/2009 3.00,,,,"0,67796983"
04/04/2009 4.00,"0,2228214",,"11,72161007","0,4854497"
04/04/2009 5.00,"0,23061292",,,"0,4118372"
04/04/2009 6.00,"0,34328356",,"16,60560989","0,61156176"
04/04/2009 7.00,"0,40131804",,,"0,80108785"
04/04/2009 8.00,"0,39913133",,"17,58241081","0,83506277"
04/04/2009 9.00,"0,40869831",,,"1,0510634"
04/04/2009 10.00,"0,45575849",,"12,69841003","1,26095389"
04/04/2009 11.00,"0,43435744",,,"1,21668693"
04/04/2009 12.00,"0,5081299",,"23,44322014","1,30646261"
04/04/2009 13.00,"0,53792827",,,"1,77330222"
04/04/2009 14.00,"0,4607575",,"27,35042","1,7165282"
04/04/2009 15.00,"0,34953146",,,"1,137724"
04/04/2009 16.00,"0,34816608",,"16,11721039","0,97077837"
04/04/2009 17.00,"0,40725371",,,"0,97115059"
04/04/2009 18.00,"0,6174034",,"14,16361046","1,32360313"
04/04/2009 19.00,"0,74046235",,,"1,98883401"
04/04/2009 20.00,"1,06765493",,"22,46640968","2,8194169"
04/04/2009 21.00,"0,93600411",,,"3,04737033"
04/04/2009 22.00,"0,58924535",,"23,93161964","2,054998"
04/04/2009 23.00,"0,97786955",,,"2,2328652"
05/04/2009 0.00,"0,83751035",,"22,95482063","2,92329734"
05/04/2009 1.00,"0,4516973",,,"1,92518507"
05/04/2009 2.00,"0,40733293",,"21,97801971","1,22632504"
05/04/2009 3.00,,,,"0,91714789"
05/04/2009 4.00,"0,24793064",,"16,11721039","0,62551297"
05/04/2009 5.00,"0,22028403",,,"0,56485095"
05/04/2009 6.00,"0,22032364",,"17,09399986","0,72967818"
05/04/2009 7.00,"0,29652396",,,"0,65966891"
05/04/2009 8.00,"0,26937946",,"19,53602028","0,75588627"
05/04/2009 9.00,"0,31882672",,,"0,90780674"
05/04/2009 10.00,"0,38901214",,"25,88521957","1,017419"
05/04/2009 11.00,"0,47361095",,,"1,19898401"
05/04/2009 12.00,"0,51571405",,"20,02441978","1,28227428"
05/04/2009 13.00,"0,4973187",,,"1,56231947"
05/04/2009 14.00,"0,32987907",,"11,23320961","1,19760801"
05/04/2009 15.00,"0,21290259",,,"0,51303684"
05/04/2009 16.00,"0,26051381",,"20,51280975","0,56561065"
05/04/2009 17.00,"0,27918177",,,"0,59819635"
05/04/2009 18.00,"0,29750023",,"14,16361046","0,69008738"
05/04/2009 19.00,"0,43838018",,,"0,85332911"
05/04/2009 20.00,"0,57406657",,"18,07081032","1,58499857"
05/04/2009 21.00,"0,54508603",,,"1,49809287"
05/04/2009 22.00,"0,62741891",,"24,42000961","1,45400185"
05/04/2009 23.00,"0,83973317",,,"2,32619224"
06/04/2009 0.00,"0,76884641",,"21,48962021","2,48887461"
06/04/2009 1.00,"0,58273766",,,"2,30213815"
06/04/2009 2.00,"0,48450836",,"18,07081032","1,4237461"
06/04/2009 3.00,,,,"1,00370171"
06/04/2009 4.00,"0,31949776",,"14,16361046","0,53785672"
06/04/2009 5.00,"0,33318185",,,
06/04/2009 6.00,"0,57229693",,"17,58241081","1,03869668"
06/04/2009 7.00,"1,11065741",,,"1,98140381"
06/04/2009 8.00,"1,29373017",,"32,23442078","3,7165665"
06/04/2009 9.00,"1,0977364",,,"4,78668644"
06/04/2009 10.00,"0,71672431",,"30,76922989","3,18093395"
06/04/2009 11.00,"0,63044092",,,"2,32795978"
06/04/2009 12.00,"0,62690048",,"27,8388195","2,13568169"
06/04/2009 13.00,"0,65636217",,,"2,02711389"
06/04/2009 14.00,"0,5640464",,"27,8388195","1,84640215"
06/04/2009 15.00,"0,52263648",,,"1,51826506"
06/04/2009 16.00,"0,58191051",,"16,60560989","1,59314372"
06/04/2009 17.00,"0,81067341",,,"1,90037129"
06/04/2009 18.00,"1,11271946",,"16,60560989","2,90692059"
06/04/2009 19.00,"1,25765362",,,"3,48781879"
06/04/2009 20.00,"1,61955621",,"14,65200996","5,43527209"
06/04/2009 21.00,"1,78850218",,,"6,13007327"
06/04/2009 22.00,"1,67353648",,"36,14162064","6,22516684"
06/04/2009 23.00,"1,28948841",,,"5,59318371"
07/04/2009 0.00,"0,84908579",,"36,14162064","3,20651049"
07/04/2009 1.00,"0,53719315",,,"1,87608126"
07/04/2009 2.00,"0,40755545",,"22,46640968","1,18970491"
07/04/2009 3.00,,,,"0,80796582"
07/04/2009 4.00,"0,31605518",,"21,48962021","0,76261372"
07/04/2009 5.00,"0,33660811",,,
07/04/2009 6.00,"0,38340849",,"20,51280975","0,99297134"
07/04/2009 7.00,"0,63568924",,,"1,39111565"
07/04/2009 8.00,"1,36381308",,"29,7924099","3,4401042"
07/04/2009 9.00,"1,22761759",,,"5,70901595"
07/04/2009 10.00,"0,80535751",,"37,11843109","3,74640426"
07/04/2009 11.00,"0,74542409",,,"3,15564422"
07/04/2009 12.00,"0,69215446",,"29,7924099","2,56047344"
07/04/2009 13.00,"0,68120463",,,"2,41956606"
07/04/2009 14.00,"0,5637936",,"18,07081032","2,18372172"
07/04/2009 15.00,"0,6018658",,,"1,656932"
07/04/2009 16.00,"0,89650362",,"25,39682007","2,58425192"
07/04/2009 17.00,"1,16702244",,,"4,02861159"
07/04/2009 18.00,"1,4487241",,"18,07081032","5,80410646"
07/04/2009 19.00,"1,85602092",,,"6,66507629"
07/04/2009 20.00,"1,95048028",,"18,07081032","7,45048912"
07/04/2009 21.00,"2,22672625",,,"8,61736441"
07/04/2009 22.00,"1,82461252",,"45,42124176","7,68824948"
07/04/2009 23.00,"1,31669931",,,"5,47931226"
08/04/2009 0.00,"1,19928828",,"40,04883957","4,1684918"
08/04/2009 1.00,"0,91949606",,,"3,92067128"
08/04/2009 2.00,"0,55646691",,"27,8388195","2,55232931"
08/04/2009 3.00,,,,"1,41343169"
08/04/2009 4.00,"0,31144411",,"28,32722092","0,97779974"
08/04/2009 5.00,"0,29826563",,,
08/04/2009 6.00,"0,5081765",,"21,97801971","1,13965223"
08/04/2009 7.00,"0,94698074",,,"2,77886606"
08/04/2009 8.00,"1,00540316",,"34,67642975","3,89255835"
08/04/2009 9.00,"1,19434752",,,"3,81096851"
08/04/2009 10.00,"0,69708241",,"31,74603081","3,59222198"
08/04/2009 11.00,"0,57466654",,,"1,93602629"
08/04/2009 12.00,"0,62677466",,"23,44322014","2,05414982"
08/04/2009 13.00,"0,77050887",,,"2,49477626"
08/04/2009 14.00,"0,5158154",,"18,07081032","2,2877771"
08/04/2009 15.00,"0,42594264",,,"1,26761829"
08/04/2009 16.00,"0,48607878",,"19,53602028","1,26385438"
08/04/2009 17.00,"0,74677316",,,"2,00183636"
08/04/2009 18.00,"1,14083674",,"18,07081032","3,27928802"
08/04/2009 19.00,"1,59090303",,,"5,38338272"
08/04/2009 20.00,"1,78588908",,"18,07081032","7,27649669"
08/04/2009 21.00,"1,94556398",,,"6,63545311"
08/04/2009 22.00,"12,8024413",,"36,14162064",
08/04/2009 23.00,"7,66965984",,,
09/04/2009 0.00,"2,84920672",,"35,65322113","23,27927238"
09/04/2009 1.00,"1,47487952",,,"11,53447839"
09/04/2009 2.00,"0,87109963",,"31,74603081","5,84713268"
09/04/2009 3.00,,,,"3,08280362"
09/04/2009 4.00,"0,41382082",,"22,95482063","1,96934016"
09/04/2009 5.00,"0,37291184",,,
09/04/2009 6.00,"0,29652163",,"23,93161964","1,4113926"
09/04/2009 7.00,"0,35962735",,,"1,12784283"
09/04/2009 8.00,"0,56928191",,"30,28083038","1,31097504"
09/04/2009 9.00,"0,85886946",,,"2,74823707"
09/04/2009 10.00,"0,7775711",,"36,63003159","2,96238269"
09/04/2009 11.00,"0,65287765",,,"2,76048988"
09/04/2009 12.00,"0,73775839",,"33,21123123","2,52344651"
09/04/2009 13.00,"0,82708243",,,"3,24220719"
09/04/2009 14.00,"0,66627865",,"27,35042","2,86191631"
09/04/2009 15.00,"0,56172339",,,"2,16541674"
09/04/2009 16.00,"0,72805976",,"26,86202049","2,31114267"
09/04/2009 17.00,"1,02076485",,,"3,47248548"
09/04/2009 18.00,"1,38253463",,"20,51280975","5,14128078"
09/04/2009 19.00,"1,81403315",,,"6,87090285"
09/04/2009 20.00,"1,87963197",,"20,02441978","8,52148368"
09/04/2009 21.00,"1,50679935",,,"6,6362179"
09/04/2009 22.00,"1,23181858",,"21,97801971","5,16770854"
09/04/2009 23.00,"1,19430674",,,"5,20298319"
10/04/2009 0.00,"1,01219394",,"22,46640968","4,37791244"
10/04/2009 1.00,"0,89303192",,,"3,70702297"
10/04/2009 2.00,"0,69089743",,"19,04759979","2,87756591"
10/04/2009 3.00,,,,"2,07800762"
10/04/2009 4.00,"0,49369089",,"16,11721039","1,39580911"
10/04/2009 5.00,"0,37978884",,,
10/04/2009 6.00,"0,42214008",,"16,11721039","1,02933824"
10/04/2009 7.00,"0,49258064",,,"0,96381395"
10/04/2009 8.00,"0,76939746",,"26,86202049","1,80136328"
10/04/2009 9.00,"0,9926033",,,"3,1751157"
10/04/2009 10.00,"0,75104521",,"30,76922989","3,15682394"
10/04/2009 11.00,"0,6830197",,,"2,74133977"
10/04/2009 12.00,"0,69841051",,"21,0012207","2,36707055"
10/04/2009 13.00,"0,84326661",,,"2,56491163"
10/04/2009 14.00,"0,74286458",,"22,46640968","3,07972517"
10/04/2009 15.00,"0,64152706",,,"2,02844616"
10/04/2009 16.00,"0,7245135",,"16,60560989","2,3148537"
10/04/2009 17.00,"0,96953747",,,"2,95241812"
10/04/2009 18.00,"1,21234094",,"22,46640968","4,53716854"
