, Bari,,,
,Corso Cavour,,,
Parm,CO,,PM10,BENZENE



16/07/2009 13.00,"0,5056368",,,"2,88138881"
16/07/2009 14.00,"0,3240331",,"23,93161964","2,25045625"
16/07/2009 15.00,"0,28165972",,,"1,63171141"
16/07/2009 16.00,"0,35291229",,"21,48962021","1,9835507"
16/07/2009 17.00,"0,72705087",,,"2,28323416"
16/07/2009 18.00,"0,67682656",,"16,60560989","2,96205521"
16/07/2009 19.00,"0,81183724",,,"3,32418756"
16/07/2009 20.00,"0,83321965",,"13,18680954","4,35726531"
16/07/2009 21.00,"0,90766898",,,"4,40543246"
16/07/2009 22.00,"0,7397552",,"15,14041042","4,01099817"
16/07/2009 23.00,"0,78327261",,,"3,67023706"
17/07/2009 0.00,"0,7649658",,"25,39682007","4,13378465"
17/07/2009 1.00,"0,58154587",,,"3,44090356"
17/07/2009 2.00,"0,49889145",,"21,48962021","2,70467794"
17/07/2009 3.00,,,,"1,98084446"
17/07/2009 4.00,"0,26563515",,"23,44322014","1,36376649"
17/07/2009 5.00,"0,24830461",,,"1,25145003"
17/07/2009 6.00,"0,42162515",,"21,48962021","1,88044419"
17/07/2009 7.00,"0,63675638",,,"2,49891545"
17/07/2009 8.00,"0,53743547",,"23,93161964","3,28131897"
17/07/2009 9.00,"0,51822462",,,"2,85506376"
17/07/2009 10.00,"0,55905088",,"31,25761986","2,70274462"
17/07/2009 11.00,"0,58398072",,,"2,92229357"
17/07/2009 12.00,"0,60815913",,"20,02441978","3,86620076"
17/07/2009 13.00,"0,80179378",,,"4,27469406"
17/07/2009 14.00,"0,51175654",,"22,46640968","3,60236147"
17/07/2009 15.00,"0,49376894",,,"2,24584517"
17/07/2009 16.00,"0,54149783",,"20,51280975","2,3966683"
17/07/2009 17.00,"0,58378267",,,"3,12052314"
17/07/2009 18.00,"0,75816802",,"21,0012207","3,73179404"
17/07/2009 19.00,"1,06126258",,,"5,29280666"
17/07/2009 20.00,"1,3404525",,"23,93161964","6,74479994"
17/07/2009 21.00,"1,30132248",,,"7,64242448"
17/07/2009 22.00,"0,95365619",,"21,97801971","6,04548836"
17/07/2009 23.00,"0,70732276",,,"3,6883661"
18/07/2009 0.00,"0,7262179",,"16,60560989","3,52421722"
18/07/2009 1.00,"0,9273866",,,"3,96445516"
18/07/2009 2.00,"0,68460293",,"22,46640968","4,65958992"
18/07/2009 3.00,,,,"2,45428644"
18/07/2009 4.00,"0,23888442",,"25,88521957","1,34270137"
18/07/2009 5.00,"0,21889884",,,"0,95743329"
18/07/2009 6.00,"0,31144295",,"25,39682007","1,10287345"
18/07/2009 7.00,"0,50648492",,,"1,86715098"
18/07/2009 8.00,"0,54523282",,"27,35042","2,58988915"
18/07/2009 9.00,"0,40390783",,,"2,0415858"
18/07/2009 10.00,"0,53812282",,"21,0012207","2,12260206"
18/07/2009 11.00,"0,62257018",,,"3,10242257"
18/07/2009 12.00,"0,5673119",,"24,42000961","2,48340315"
18/07/2009 13.00,"0,64828289",,,"2,99571385"
18/07/2009 14.00,"0,47405714",,"28,81562042","2,48457575"
18/07/2009 15.00,"0,33399618",,,"1,48676552"
18/07/2009 16.00,"0,23106494",,"18,55920982","1,08272566"
18/07/2009 17.00,"0,25266986",,,"0,89535663"
18/07/2009 18.00,"0,32122895",,"36,14162064","0,95031531"
18/07/2009 19.00,"0,42914756",,,"1,78510349"
18/07/2009 20.00,"0,43989119",,"21,0012207","1,85414457"
18/07/2009 21.00,"0,48345753",,,"1,79605048"
18/07/2009 22.00,"0,37207304",,"21,48962021","1,6082299"
18/07/2009 23.00,"0,32882242",,,"1,30102064"
19/07/2009 0.00,"0,32352866",,"23,44322014","1,38612218"
19/07/2009 1.00,"0,28861244",,,"1,13733856"
19/07/2009 2.00,"0,20957768",,"24,90842056","0,90528153"
19/07/2009 3.00,,,,"0,77089414"
19/07/2009 4.00,"0,21520463",,"15,62880993","0,79522586"
19/07/2009 5.00,"0,17946709",,,"0,65884921"
19/07/2009 6.00,"0,17434342",,"18,55920982","0,77735819"
19/07/2009 7.00,"0,20500389",,,"0,6589743"
19/07/2009 8.00,"0,18813702",,"18,07081032","0,68689299"
19/07/2009 9.00,"0,20189101",,,"0,64625672"
19/07/2009 10.00,"0,21134964",,"19,04759979","0,65665961"
19/07/2009 11.00,"0,24441234",,,"0,65313672"
19/07/2009 12.00,"0,24799821",,"13,18680954","0,79384478"
19/07/2009 13.00,"0,22592962",,,"0,74880286"
19/07/2009 14.00,"0,17540823",,"8,79120922","0,59630066"
19/07/2009 15.00,"0,14841285",,,"0,38106583"
19/07/2009 16.00,"0,16468906",,"9,76801014","0,47693944"
19/07/2009 17.00,"0,20464856",,,"0,61750715"
19/07/2009 18.00,"0,23195966",,"8,30280876","0,67671994"
19/07/2009 19.00,"0,27361423",,,"0,81117649"
19/07/2009 20.00,"0,33347543",,"9,76801014","1,10229477"
19/07/2009 21.00,"0,4385794",,,"1,42272605"
19/07/2009 22.00,"0,44263826",,"7,32600689","1,58209198"
19/07/2009 23.00,"0,90592614",,,"5,34505402"
20/07/2009 0.00,"0,82029165",,"5,86080599","7,01442494"
20/07/2009 1.00,"0,82817404",,,"4,61461208"
20/07/2009 2.00,"0,57150473",,"8,79120922","3,31584612"
20/07/2009 3.00,,,,"2,07128627"
20/07/2009 4.00,"0,24266251",,"13,18680954","1,3587537"
20/07/2009 5.00,"0,17439118",,,"1,02524685"
20/07/2009 6.00,"0,19555341",,"8,30280876","0,96484316"
20/07/2009 7.00,"0,25311839",,,"0,99813465"
20/07/2009 8.00,"0,25070917",,"7,81440783","0,94795994"
20/07/2009 9.00,"0,31068337",,,"1,24630197"
20/07/2009 10.00,"0,34057028",,"13,67521","1,98413751"
20/07/2009 11.00,"0,40997865",,,"2,41866398"
20/07/2009 12.00,"0,34507067",,"10,25640965","1,96399481"
20/07/2009 13.00,"0,45171128",,,"1,85158376"
20/07/2009 14.00,"0,32505364",,"15,62880993","1,73975342"
20/07/2009 15.00,,,,
20/07/2009 16.00,,,,
20/07/2009 17.00,,,,
20/07/2009 18.00,,,,
20/07/2009 19.00,,,,
20/07/2009 20.00,,,,
20/07/2009 21.00,,,,"3,90878458"
20/07/2009 22.00,"1,00366731",,,"4,54539709"
20/07/2009 23.00,"0,79050493",,,"4,50698093"
21/07/2009 0.00,"0,58788463",,"6,34920597","2,84609993"
21/07/2009 1.00,"0,56703812",,,"2,40363374"
21/07/2009 2.00,"0,546152",,,"2,37167248"
21/07/2009 3.00,,,,"1,88420505"
21/07/2009 4.00,"0,25854845",,,"1,21017508"
21/07/2009 5.00,"0,21000057",,,"0,94974172"
21/07/2009 6.00,,,,
21/07/2009 7.00,"0,45094121",,,"1,5782223"
21/07/2009 8.00,,,,
21/07/2009 9.00,,,,
21/07/2009 10.00,,,,
21/07/2009 11.00,,,,
21/07/2009 12.00,,,,
21/07/2009 13.00,,,,
21/07/2009 14.00,,,,
21/07/2009 15.00,,,,
21/07/2009 16.00,,,,
21/07/2009 17.00,,,,
21/07/2009 18.00,,,,
21/07/2009 19.00,,,,
21/07/2009 20.00,,,,
21/07/2009 21.00,,,,
21/07/2009 22.00,,,,"2,75296205"
21/07/2009 23.00,"0,82826374",,,"3,47940718"
22/07/2009 0.00,"0,78091581",,,"3,67921616"
22/07/2009 1.00,"0,60165493",,,"3,10426436"
22/07/2009 2.00,"0,44779688",,"16,11721039","2,26874699"
22/07/2009 3.00,,,,"1,59933013"
22/07/2009 4.00,"0,28074986",,"16,11721039","1,15093178"
22/07/2009 5.00,"0,26556641",,,"1,07741997"
22/07/2009 6.00,"0,29615465",,"9,76801014","1,22915535"
22/07/2009 7.00,,,,"1,51414926"
22/07/2009 8.00,,,,
22/07/2009 9.00,,,,
22/07/2009 10.00,,,,
22/07/2009 11.00,,,,
22/07/2009 12.00,,,,
22/07/2009 13.00,,,,
22/07/2009 14.00,,,,
22/07/2009 15.00,,,,
22/07/2009 16.00,,,,
22/07/2009 17.00,,,,
22/07/2009 18.00,,,,
22/07/2009 19.00,,,,
22/07/2009 20.00,,,,
22/07/2009 21.00,"1,68634449",,,"8,50974038"
22/07/2009 22.00,"1,47175732",,,"8,22875955"
22/07/2009 23.00,"1,22174016",,,"6,44896887"
23/07/2009 0.00,"0,87814904",,"25,39682007","4,90543645"
23/07/2009 1.00,"0,57581407",,,
23/07/2009 2.00,"0,34366918",,"18,55920982","1,87414692"
23/07/2009 3.00,,,,"1,28973398"
23/07/2009 4.00,"0,27382626",,"14,16361046","1,48468677"
23/07/2009 5.00,"0,23180355",,,"1,23773578"
23/07/2009 6.00,"0,28285152",,"9,27960968","1,2213092"
23/07/2009 7.00,"0,51493117",,,"1,7216193"
23/07/2009 8.00,"0,94431056",,"9,76801014",
23/07/2009 9.00,,,,
23/07/2009 10.00,,,,
23/07/2009 11.00,,,,
23/07/2009 12.00,"1,26982088",,,
23/07/2009 13.00,"0,94403445",,,"9,1469519"
23/07/2009 14.00,"0,54967263",,"22,95482063","5,18303677"
23/07/2009 15.00,"0,47239119",,,"2,72609799"
23/07/2009 16.00,"0,50480848",,"21,97801971","2,96781347"
23/07/2009 17.00,"0,57409336",,,"3,44930703"
23/07/2009 18.00,"0,82637994",,"21,97801971","4,186929"
23/07/2009 19.00,"1,60470479",,,"6,62339048"
23/07/2009 20.00,"2,21342195",,"16,60560989","11,06702451"
23/07/2009 21.00,"2,73410355",,,"13,06510407"
23/07/2009 22.00,"2,17934919",,"19,04759979","13,58969301"
23/07/2009 23.00,"2,07611155",,,"10,86168204"
24/07/2009 0.00,"1,07768092",,"12,21000957","8,71425806"
24/07/2009 1.00,"0,52241513",,,"3,80055646"
24/07/2009 2.00,"0,47337678",,"30,28083038","2,69957057"
24/07/2009 3.00,,,,"2,01154362"
24/07/2009 4.00,"0,27958952",,"17,58241081","1,37472873"
24/07/2009 5.00,"0,22672182",,,"1,2099788"
24/07/2009 6.00,"0,33250149",,"25,39682007","1,16794721"
24/07/2009 7.00,"0,58100181",,,"1,97160197"
24/07/2009 8.00,"0,90787169",,"25,88521957","3,27098625"
24/07/2009 9.00,"1,35879309",,,"5,78574554"
24/07/2009 10.00,"1,87989526",,"26,37360954","13,31586576"
24/07/2009 11.00,"1,30106035",,,"11,44061946"
24/07/2009 12.00,"1,34150449",,"39,56044006","8,61149327"
24/07/2009 13.00,"1,21615166",,,"8,08580902"
24/07/2009 14.00,"0,75144597",,"42,97924042","6,25738845"
24/07/2009 15.00,"0,48758745",,,"2,93001565"
24/07/2009 16.00,"0,53043499",,"34,67642975","3,02763544"
24/07/2009 17.00,"0,63759285",,,"3,96770244"
24/07/2009 18.00,"1,51277697",,"28,81562042","5,09440928"
24/07/2009 19.00,"1,87914617",,,"7,73966595"
24/07/2009 20.00,"2,79808419",,"31,74603081","11,99277927"
24/07/2009 21.00,"3,02236416",,,"15,26452929"
24/07/2009 22.00,"2,60078095",,"31,74603081","15,513318"
24/07/2009 23.00,"1,70184831",,,"11,3646699"
25/07/2009 0.00,"1,14656504",,"45,90964127","7,32982512"
25/07/2009 1.00,"1,48713998",,,"5,79574571"
25/07/2009 2.00,"1,60658393",,"38,58362961","7,71451554"
25/07/2009 3.00,,,,"7,09503948"
25/07/2009 4.00,"0,90302296",,"36,63003159","5,65667197"
25/07/2009 5.00,"0,55213195",,,"4,21423443"
25/07/2009 6.00,"0,56810177",,"30,76922989","3,16943779"
25/07/2009 7.00,"0,57526069",,,"3,3040174"
25/07/2009 8.00,"0,36647638",,"37,6068306","2,68256022"
25/07/2009 9.00,"0,33748652",,,"1,75805841"
25/07/2009 10.00,"0,39872941",,"39,56044006","2,13081738"
25/07/2009 11.00,"0,34094774",,,"1,97830501"
25/07/2009 12.00,"0,3614797",,"35,16482162","1,68569581"
25/07/2009 13.00,"0,36144125",,,"1,53644394"
25/07/2009 14.00,"0,31156527",,"35,65322113","1,33997784"
25/07/2009 15.00,"0,26574116",,,"1,09186849"
25/07/2009 16.00,"0,26471829",,"9,27960968","0,96433771"
25/07/2009 17.00,"0,35090033",,,"1,19966235"
25/07/2009 18.00,"0,3662795",,"10,25640965","2,04667996"
25/07/2009 19.00,"0,42103217",,,"1,77892725"
25/07/2009 20.00,"0,46964878",,"22,46640968","1,80342373"
25/07/2009 21.00,"0,62293366",,,"2,11281445"
25/07/2009 22.00,"0,71296952",,"20,51280975","2,91874932"
25/07/2009 23.00,"0,73955948",,,"3,38099616"
26/07/2009 0.00,"0,53305624",,"22,95482063","2,84210108"
26/07/2009 1.00,"0,40659665",,,"2,10057689"
26/07/2009 2.00,"0,36659405",,"21,0012207","1,63716965"
26/07/2009 3.00,,,,"1,40827346"
26/07/2009 4.00,"0,23154142",,"17,09399986","0,96824705"
26/07/2009 5.00,"0,17272523",,,"0,56819282"
26/07/2009 6.00,"0,15890367",,"18,55920982","0,45468748"
26/07/2009 7.00,"0,16385143",,,"0,53431553"
26/07/2009 8.00,"0,19153183",,"18,07081032","0,60269251"
26/07/2009 9.00,"0,24740523",,,"0,78017324"
26/07/2009 10.00,"0,28513841",,"12,21000957","1,35198658"
26/07/2009 11.00,"0,28085937",,,"1,20060918"
26/07/2009 12.00,"0,2556511",,"14,16361046","1,10698009"
26/07/2009 13.00,"0,26134445",,,"0,89063165"
26/07/2009 14.00,"0,21088947",,"17,58241081","0,85940568"
26/07/2009 15.00,"0,18489715",,,"0,68751336"
26/07/2009 16.00,"0,15964927",,"15,62880993","0,53468877"
26/07/2009 17.00,"0,15254277",,,"0,32944393"
26/07/2009 18.00,"0,16707149",,"12,21000957","0,30801065"
26/07/2009 19.00,"0,2121465",,,"0,48427506"
26/07/2009 20.00,"0,23323184",,"15,62880993","0,66250228"
26/07/2009 21.00,"0,25808478",,,"0,72239036"
26/07/2009 22.00,"0,27677604",,"11,23320961","0,89933005"
26/07/2009 23.00,"0,25038996",,,"0,9249076"
27/07/2009 0.00,"0,1820697",,"15,62880993","0,59797973"
27/07/2009 1.00,"0,1718608",,,"0,44152343"
27/07/2009 2.00,"0,18666329",,"9,76801014","0,569101"
27/07/2009 3.00,,,,"0,64987114"
27/07/2009 4.00,"0,13914877",,"9,27960968","0,46997197"
27/07/2009 5.00,"0,13904625",,,"0,41962437"
27/07/2009 6.00,"0,14014717",,"5,86080599","0,484032"
27/07/2009 7.00,"0,19218073",,,"0,51778826"
27/07/2009 8.00,"0,2999444",,"7,81440783","0,83155005"
27/07/2009 9.00,"0,37948943",,,"1,55976782"
27/07/2009 10.00,"0,3343317",,"12,69841003","2,23161836"
27/07/2009 11.00,"0,38109946",,,"2,12592358"
27/07/2009 12.00,"0,37669809",,"16,11721039","2,2859648"
27/07/2009 13.00,"0,41081162",,,"2,23479445"
27/07/2009 14.00,"0,28901903",,"14,16361046","1,94023463"
27/07/2009 15.00,"0,2957003",,,"1,59278879"
27/07/2009 16.00,,,,
27/07/2009 17.00,,,,
27/07/2009 18.00,,,,"3,82474682"
27/07/2009 19.00,"0,79132159",,,"5,1812499"
27/07/2009 20.00,"0,64186141",,"9,27960968","3,25651434"
27/07/2009 21.00,"0,5898663",,,"2,86742336"
27/07/2009 22.00,"0,46068527",,"12,21000957","2,42216449"
27/07/2009 23.00,"0,44571036",,,"2,41930164"
28/07/2009 0.00,"0,51822113",,"10,25640965","2,24895515"
28/07/2009 1.00,"0,47766282",,,
28/07/2009 2.00,"0,36781613",,"8,79120922",
28/07/2009 3.00,,,,
28/07/2009 4.00,"0,24902225",,"10,7448101",
28/07/2009 5.00,"0,21774666",,,
28/07/2009 6.00,"0,24219302",,"10,25640965",
28/07/2009 7.00,"0,41112268",,,
28/07/2009 8.00,"0,62717892",,"16,11721039",
28/07/2009 9.00,"0,76057724",,,
28/07/2009 10.00,"0,64050302",,"9,27960968",
28/07/2009 11.00,"0,56401611",,,
28/07/2009 12.00,"0,50804718",,"16,60560989",
28/07/2009 13.00,"0,6487186",,,
28/07/2009 14.00,"0,68079105",,"14,65200996",
28/07/2009 15.00,"0,71644238",,,
28/07/2009 16.00,"0,54267215",,"16,60560989",
28/07/2009 17.00,"0,6542209",,,
28/07/2009 18.00,"0,90266297",,"10,25640965",
28/07/2009 19.00,"0,9588684",,,
28/07/2009 20.00,"1,15743333",,"9,27960968",
28/07/2009 21.00,"1,01212521",,,
28/07/2009 22.00,"1,17971978",,"10,25640965",
28/07/2009 23.00,"1,41027794",,,
29/07/2009 0.00,"1,43547223",,"23,44322014",
29/07/2009 1.00,"1,26418344",,,"7,34853385"
29/07/2009 2.00,"0,90274103",,"29,30401993","6,0501391"
29/07/2009 3.00,,,,"4,35406074"
29/07/2009 4.00,"0,43688665",,"26,37360954","2,90201357"
29/07/2009 5.00,"0,3253146",,,
29/07/2009 6.00,"0,36371533",,"30,76922989","1,81073799"
29/07/2009 7.00,"0,51092124",,,"2,03362168"
29/07/2009 8.00,"0,65490825",,"32,23442078","3,14743296"
29/07/2009 9.00,"0,5733932",,,"3,00080597"
29/07/2009 10.00,"0,57633832",,"36,14162064","3,09601344"
29/07/2009 11.00,"0,56023802",,,"3,70438792"
29/07/2009 12.00,"0,48621275",,,"3,26290212"
29/07/2009 13.00,"0,55670457",,,"3,14374023"
29/07/2009 14.00,"0,32794401",,"42,00244141","2,29696061"
29/07/2009 15.00,"0,27254127",,,"1,29468778"
29/07/2009 16.00,"0,28958172",,"25,39682007","1,34183489"
29/07/2009 17.00,"0,84275285",,,"3,3877704"
29/07/2009 18.00,"0,72299434",,"18,07081032","3,92140759"
29/07/2009 19.00,"0,56993781",,,"5,11805352"
29/07/2009 20.00,"0,80792517",,"26,86202049","3,78072598"
29/07/2009 21.00,"0,59895446",,,"3,14174284"
29/07/2009 22.00,"0,40926334",,"22,95482063","2,11850151"
29/07/2009 23.00,"0,37781183",,,"1,7715601"
30/07/2009 0.00,"0,405886",,"28,81562042","2,03828666"
30/07/2009 1.00,"0,41699894",,,"1,77390734"
30/07/2009 2.00,"0,42567586",,"23,93161964","1,97540961"
30/07/2009 3.00,,,,"1,6070695"
30/07/2009 4.00,"0,26183259",,"22,95482063","1,17278406"
30/07/2009 5.00,"0,22871513",,,"0,97299034"
30/07/2009 6.00,"0,29058362",,"15,62880993","1,22177295"
30/07/2009 7.00,"0,46120603",,,"1,63832395"
30/07/2009 8.00,"0,45609284",,"19,53602028","2,19518433"
30/07/2009 9.00,"0,58140374",,,"2,54267899"
30/07/2009 10.00,"0,6074811",,"27,35042","3,67115135"
30/07/2009 11.00,"0,52531714",,,"3,08535629"
30/07/2009 12.00,"0,49554324",,"31,74603081","2,83758764"
30/07/2009 13.00,"0,5434492",,,"3,00277488"
30/07/2009 14.00,"0,47925887",,"18,55920982","3,36897725"
30/07/2009 15.00,"0,44621481",,,"2,79935962"
30/07/2009 16.00,,,,
30/07/2009 17.00,,,,
30/07/2009 18.00,,,,
30/07/2009 19.00,,,,
30/07/2009 20.00,,,,
30/07/2009 21.00,,,,
30/07/2009 22.00,,,,
30/07/2009 23.00,"0,63273247",,,"2,96478077"
31/07/2009 0.00,"0,84520284",,"21,48962021","3,96832892"
31/07/2009 1.00,"0,74109262",,,"4,38403682"
31/07/2009 2.00,"0,54341076",,"21,0012207","2,85934635"
31/07/2009 3.00,,,,"2,15541658"
31/07/2009 4.00,"0,30473604",,"20,02441978","1,53443129"
31/07/2009 5.00,"0,25443134",,,"1,2136756"
31/07/2009 6.00,"0,30475934",,"17,09399986","1,31231951"
31/07/2009 7.00,,,,"1,51176643"
31/07/2009 8.00,,,,
31/07/2009 9.00,,,,
31/07/2009 10.00,,,,
31/07/2009 11.00,,,,
31/07/2009 12.00,,,,
31/07/2009 13.00,,,,
31/07/2009 14.00,,,,
31/07/2009 15.00,,,,
31/07/2009 16.00,,,,
31/07/2009 17.00,,,,"2,38916284"
31/07/2009 18.00,"0,79799704",,,
31/07/2009 19.00,"0,60276751",,,"3,05258855"
31/07/2009 20.00,"0,64441975",,,"2,92049653"
31/07/2009 21.00,"0,70633018",,,"3,31927748"
31/07/2009 22.00,"0,61556503",,"17,58241081","2,79356272"
31/07/2009 23.00,"0,5216206",,,"2,27542156"
01/08/2009 0.00,"0,61690012",,"12,69841003","2,22784834"
01/08/2009 1.00,"0,68466002",,,"2,99077123"
01/08/2009 2.00,"0,57815222",,"23,93161964","2,66139747"
01/08/2009 3.00,,,,"2,13171438"
01/08/2009 4.00,"0,29914288",,"24,42000961","1,47450152"
01/08/2009 5.00,"0,23432927",,,"1,18586573"
01/08/2009 6.00,"0,27689837",,"18,07081032","1,1631012"
01/08/2009 7.00,"0,39803623",,,"1,39221401"
01/08/2009 8.00,"0,61340163",,"15,62880993","2,1587798"
01/08/2009 9.00,"0,6006542",,,"3,43521752"
01/08/2009 10.00,"0,45217262",,"17,58241081","2,39818668"
01/08/2009 11.00,"0,49930619",,,"2,33543066"
01/08/2009 12.00,"0,59050355",,"28,81562042","2,94402075"
01/08/2009 13.00,"0,62933533",,,"3,19136736"
01/08/2009 14.00,"0,35094227",,"27,8388195","2,2304783"
01/08/2009 15.00,"0,2885041",,,"1,24478054"
01/08/2009 16.00,"0,30750758",,"28,32722092","1,2059108"
01/08/2009 17.00,"0,39012821",,,"1,56355411"
01/08/2009 18.00,"0,53959305",,"18,55920982","2,09797133"
01/08/2009 19.00,"0,94962878",,,"4,44017217"
01/08/2009 20.00,"1,57085921",,"29,7924099","7,17878028"
01/08/2009 21.00,"1,41049696",,,"8,26343519"
01/08/2009 22.00,"1,43028681",,"24,90842056","7,31718482"
01/08/2009 23.00,"1,61614509",,,"8,57143364"
02/08/2009 0.00,"1,71115783",,"31,25761986","8,79117479"
02/08/2009 1.00,"1,55217144",,,"8,45787338"
02/08/2009 2.00,"0,93306598",,"31,74603081","6,08212782"
02/08/2009 3.00,,,,"3,80607165"
02/08/2009 4.00,"0,42532519",,"29,30401993","2,56658561"
02/08/2009 5.00,"0,32410533",,,"1,77669595"
02/08/2009 6.00,"0,33781039",,"23,44322014","1,58588336"
02/08/2009 7.00,"0,39093556",,,"1,60253673"
02/08/2009 8.00,"0,48127548",,"25,88521957","1,93283799"
02/08/2009 9.00,"0,58752581",,,"2,57446126"
02/08/2009 10.00,"0,56133778",,"21,48962021","2,86243905"
02/08/2009 11.00,"0,5352278",,,"2,66836799"
02/08/2009 12.00,"0,58551735",,"25,88521957","2,65969094"
02/08/2009 13.00,"0,43496324",,,"2,12100435"
02/08/2009 14.00,"0,25999305",,"27,8388195","1,24834919"
02/08/2009 15.00,"0,22911939",,,"0,82501379"
02/08/2009 16.00,"0,21549355",,"31,25761986","0,6663445"
02/08/2009 17.00,"0,24510785",,,"0,77031953"
02/08/2009 18.00,"0,33706246",,"21,48962021","0,97423515"
02/08/2009 19.00,"0,4715489",,,"1,73840488"
02/08/2009 20.00,"0,42582731",,"26,86202049","1,649933"
02/08/2009 21.00,"0,4503226",,,"1,95833113"
02/08/2009 22.00,"0,43413725",,"25,39682007","1,82665302"
02/08/2009 23.00,"0,38538317",,,"1,5143608"
03/08/2009 0.00,"0,38018494",,"21,97801971","1,36292848"
03/08/2009 1.00,"0,34659216",,,"1,30900002"
03/08/2009 2.00,"0,33347892",,"20,02441978","1,28894783"
03/08/2009 3.00,,,,"1,29791879"
03/08/2009 4.00,"0,28315558",,"28,81562042","1,45024505"
03/08/2009 5.00,"0,26777875",,,"1,58317814"
03/08/2009 6.00,"0,31559501",,"21,0012207","1,8417331"
03/08/2009 7.00,"0,4405133",,,"2,04767967"
03/08/2009 8.00,"0,75732573",,"18,07081032","3,02067611"
03/08/2009 9.00,"0,89135199",,,"4,81089918"
03/08/2009 10.00,"1,07444805",,,"6,62873684"
03/08/2009 11.00,"0,81994215",,,"6,13679055"
03/08/2009 12.00,"0,69631934",,"27,8388195","4,57136415"
03/08/2009 13.00,"0,72222894",,,"3,85881429"
03/08/2009 14.00,"0,50662472",,"22,46640968","4,10318312"
03/08/2009 15.00,"0,33259352",,,"2,75562455"
03/08/2009 16.00,"0,31649788",,"19,04759979","1,99823516"
03/08/2009 17.00,"0,35799402",,,"1,79725562"
03/08/2009 18.00,"0,40914684",,"11,23320961","1,89987906"
03/08/2009 19.00,"0,51969835",,,"2,268927"
03/08/2009 20.00,"0,60508353",,"22,46640968","2,70877645"
03/08/2009 21.00,"0,62149372",,,"3,17406209"
03/08/2009 22.00,"0,40647782",,"19,04759979","2,32679125"
03/08/2009 23.00,"0,40588833",,,"1,75637731"
04/08/2009 0.00,"0,55283095",,"22,95482063","2,12127284"
04/08/2009 1.00,"0,46030082",,,"2,29951124"
04/08/2009 2.00,"0,46544197",,"19,53602028","2,05769305"
04/08/2009 3.00,,,,"1,76958712"
04/08/2009 4.00,"0,1936265",,"17,58241081","0,96295255"
04/08/2009 5.00,"0,18858904",,,"0,70977345"
04/08/2009 6.00,"0,19463306",,"17,09399986","0,9321283"
04/08/2009 7.00,"0,28223523",,,"0,98848841"
04/08/2009 8.00,"0,36508887",,"19,04759979","1,6017333"
04/08/2009 9.00,"0,45320131",,,"2,23436731"
04/08/2009 10.00,"0,50084865",,"19,04759979","2,95426093"
04/08/2009 11.00,"0,58440827",,,"3,39419072"
04/08/2009 12.00,"0,77366369",,"21,97801971","4,06211259"
04/08/2009 13.00,"0,56969083",,,"3,71306192"
04/08/2009 14.00,,,,"2,74103772"
04/08/2009 15.00,"0,29970091",,,"1,38868096"
04/08/2009 16.00,"0,37937526",,"18,07081032","1,47372148"
04/08/2009 17.00,"0,56297926",,,"2,36897234"
04/08/2009 18.00,"0,73206037",,"12,69841003","5,58761971"
04/08/2009 19.00,"0,73975403",,,"5,50056654"
04/08/2009 20.00,"0,72864692",,"22,46640968","3,79979066"
04/08/2009 21.00,"0,65733261",,,"3,55368785"
04/08/2009 22.00,"0,37450906",,"21,97801971","2,37018766"
04/08/2009 23.00,"0,30543038",,,"1,39050342"
05/08/2009 0.00,"0,3209342",,"18,55920982","1,39098243"
05/08/2009 1.00,"0,24718621",,,"1,15913592"
05/08/2009 2.00,"0,25271996",,"15,14041042","1,05058439"
05/08/2009 3.00,,,,"0,7413035"
05/08/2009 4.00,"0,14363984",,"9,76801014","0,64073034"
05/08/2009 5.00,"0,13335406",,,"0,60129515"
05/08/2009 6.00,"0,170443",,"7,81440783","0,71554086"
05/08/2009 7.00,"0,21237484",,,"0,73607409"
05/08/2009 8.00,"0,30690644",,"5,37240601","1,1279903"
05/08/2009 9.00,"0,4921927",,,"2,24160326"
05/08/2009 10.00,"0,48695602",,"11,72161007","3,19854331"
05/08/2009 11.00,"0,44565444",,,"2,68516679"
05/08/2009 12.00,"0,44148141",,"15,62880993","2,73494386"
05/08/2009 13.00,"0,43262275",,,"3,15576422"
05/08/2009 14.00,"0,24954067",,"9,76801014","2,10185831"
05/08/2009 15.00,"0,20339735",,,"1,0926526"
05/08/2009 16.00,"0,25068354",,"8,30280876","1,14225372"
05/08/2009 17.00,"0,3474997",,,"1,39376392"
05/08/2009 18.00,"0,54546349",,"15,14041042","3,57496552"
05/08/2009 19.00,"0,51140588",,,"2,27839222"
05/08/2009 20.00,"0,63531062",,"11,23320961","3,00202738"
05/08/2009 21.00,"0,37635908",,,"1,94967951"
05/08/2009 22.00,"0,27903148",,"7,81440783","1,21314981"
05/08/2009 23.00,"0,25749413",,,"0,93008718"
06/08/2009 0.00,"0,3105692",,"8,30280876","1,03682743"
06/08/2009 1.00,"0,27218012",,,"1,16587456"
06/08/2009 2.00,"0,20780688",,"5,86080599","0,90179221"
06/08/2009 3.00,,,,"0,66429626"
06/08/2009 4.00,"0,16970555",,"11,23320961","0,51206357"
06/08/2009 5.00,"0,14832431",,,"0,47875784"
06/08/2009 6.00,"0,18450338",,"15,14041042","0,71330753"
06/08/2009 7.00,"0,25713414",,,"0,8208624"
06/08/2009 8.00,"0,26258867",,"10,25640965","0,86588804"
