,ARPA Puglia,,,,
,Molfetta Verdi,,,,
Parm,SO2,NO2,,,PM10



10/02/2008 14.00,"5,18023777","45,24188724",,,"39,2888298"
10/02/2008 15.00,"5,02396011","41,28115959",,,"39,2888298"
10/02/2008 16.00,"4,75935507","25,43059332",,,"39,2888298"
10/02/2008 17.00,"4,96535587","22,52708172",,,"39,2888298"
10/02/2008 18.00,"4,36155701","25,38462168",,,"39,2888298"
10/02/2008 19.00,"4,36688519","30,41277921",,,"39,2888298"
10/02/2008 20.00,"4,27098799","29,20489506",,,"39,2888298"
10/02/2008 21.00,"4,32426405","37,95502491",,,"39,2888298"
10/02/2008 22.00,"3,64943004","61,97599683",,,"39,2888298"
10/02/2008 23.00,"4,47699022","95,31783162",,,"39,2888298"
11/02/2008 0.00,"4,65102577","76,24968318",,,"39,2888298"
11/02/2008 1.00,,"55,84083318",,,"40,80450058"
11/02/2008 2.00,"4,09162378",,,,"40,80450058"
11/02/2008 3.00,"3,81991506","25,00029576",,,"40,80450058"
11/02/2008 4.00,"4,30472898","24,23038365",,,"40,80450058"
11/02/2008 5.00,"4,03302002","19,87893468",,,"40,80450058"
11/02/2008 6.00,"3,84832907","18,65063604",,,"40,80450058"
11/02/2008 7.00,"4,89432096","19,72444815",,,"40,80450058"
11/02/2008 8.00,"5,14472008","27,86423112",,,"40,80450058"
11/02/2008 9.00,"4,65102577","68,56826229",,,"40,80450058"
11/02/2008 10.00,"5,16958189","88,73450091",,,"40,80450058"
11/02/2008 11.00,"5,56560278","87,32743767",,,"40,80450058"
11/02/2008 12.00,"4,36866093","88,47403884",,,"40,80450058"
11/02/2008 13.00,"4,21415901","90,10454607",,,"40,80450058"
11/02/2008 14.00,"3,84477711","84,04089804",,,"40,80450058"
11/02/2008 15.00,"3,85010505","63,77250231",,,"40,80450058"
11/02/2008 16.00,"4,16798687","50,98760865",,,"40,80450058"
11/02/2008 17.00,"3,63344693","69,10965171",,,"40,80450058"
11/02/2008 18.00,"4,59597301","85,88207727",,,"40,80450058"
11/02/2008 19.00,"4,96535587","95,57449407",,,"40,80450058"
11/02/2008 20.00,"4,76468182","101,09669625",,,"40,80450058"
11/02/2008 21.00,"4,86057901","106,05593394",,,"40,80450058"
11/02/2008 22.00,"5,6188798","104,95016928",,,"40,80450058"
11/02/2008 23.00,"4,79487181","97,35055308",,,"40,80450058"
12/02/2008 0.00,"4,80730295","73,02440772",,,"40,80450058"
12/02/2008 1.00,"4,24790096","47,82107682",,,"47,11870956"
12/02/2008 2.00,"4,86057901","31,56191973",,,"47,11870956"
12/02/2008 3.00,"5,00087404","22,46579874",,,"47,11870956"
12/02/2008 4.00,"4,38997221","26,44695405",,,"47,11870956"
12/02/2008 5.00,"3,76486206","17,96370236",,,"47,11870956"
12/02/2008 6.00,"3,80215597","16,79795637",,,"47,11870956"
12/02/2008 7.00,"4,39529896","20,15984322",,,"47,11870956"
12/02/2008 8.00,"4,29762602","30,93628032",,,"47,11870956"
12/02/2008 9.00,"5,02396011","61,90194186",,,"47,11870956"
12/02/2008 10.00,"4,86945915","80,5308768",,,"47,11870956"
12/02/2008 11.00,"4,52671385","87,21636462",,,"47,11870956"
12/02/2008 12.00,"4,06853819","89,85939534",,,"47,11870956"
12/02/2008 13.00,"4,95114899","85,77226449",,,"47,11870956"
12/02/2008 14.00,"4,64747381","85,78503648",,,"47,11870956"
12/02/2008 15.00,"4,49652386","85,56542973",,,"47,11870956"
12/02/2008 16.00,"3,75243092","66,16782414",,,"47,11870956"
12/02/2008 17.00,"3,61568904","60,35186619",,,"47,11870956"
12/02/2008 18.00,"3,26228905","82,05159006",,,"47,11870956"
12/02/2008 19.00,"3,61568904","93,04637364",,,"47,11870956"
12/02/2008 20.00,"4,66168118","94,36533084",,,"47,11870956"
12/02/2008 21.00,"5,11097813","94,61431881",,,"47,11870956"
12/02/2008 22.00,"4,46633387","93,04125732",,,"47,11870956"
12/02/2008 23.00,"3,85365605","89,03199987",,,"47,11870956"
13/02/2008 0.00,"2,711766","70,78866993",,,"47,11870956"
13/02/2008 1.00,,"51,43833387",,,"47,38759995"
13/02/2008 2.00,"2,90888906",,,,"47,38759995"
13/02/2008 3.00,"3,67784405","27,64078713",,,"47,38759995"
13/02/2008 4.00,"2,02272606","20,24922834",,,"47,38759995"
13/02/2008 5.00,"3,59437799","18,02244223",,,"47,38759995"
13/02/2008 6.00,"3,04385591","16,64729204",,,"47,38759995"
13/02/2008 7.00,"2,29976296","21,17364579",,,"47,38759995"
13/02/2008 8.00,"2,61942101","37,15699185",,,"47,38759995"
13/02/2008 9.00,"4,67588806","68,31673497",,,"47,38759995"
13/02/2008 10.00,"3,65120602","83,03475114",,,"47,38759995"
13/02/2008 11.00,"3,76663804","90,16966629",,,"47,38759995"
13/02/2008 12.00,"1,82737899","79,1519157",,,"47,38759995"
13/02/2008 13.00,"2,07955408","73,80964998",,,"47,38759995"
13/02/2008 14.00,"2,25536609","71,30067813",,,"47,38759995"
13/02/2008 15.00,"2,01029396","65,4834411",,,"47,38759995"
13/02/2008 16.00,"1,04421699","42,88996008",,,"47,38759995"
13/02/2008 17.00,"1,59829104","36,07934814",,,"47,38759995"
13/02/2008 18.00,"1,97832894","37,45832805",,,"47,38759995"
13/02/2008 19.00,"1,36387503","56,70524673",,,"47,38759995"
13/02/2008 20.00,"3,27649593","112,80400263",,,"47,38759995"
13/02/2008 21.00,"2,91599202","110,30516937",,,"47,38759995"
13/02/2008 22.00,"2,04048395","100,97292645",,,"47,38759995"
13/02/2008 23.00,"2,01206994","91,74398805",,,"47,38759995"
14/02/2008 0.00,"1,43313396","59,95222893",,,"47,38759995"
14/02/2008 1.00,"2,06357098","38,02652172",,,"65,47306061"
14/02/2008 2.00,"1,85224104","27,84891978",,,"65,47306061"
14/02/2008 3.00,"2,20919299","20,24667018",,,"65,47306061"
14/02/2008 4.00,"2,45248795","24,32486628",,,"65,47306061"
14/02/2008 5.00,"2,80766392","16,33829828",,,"65,47306061"
14/02/2008 6.00,"2,48267794","15,49814587",,,"65,47306061"
14/02/2008 7.00,"2,120399","20,1789918",,,"65,47306061"
14/02/2008 8.00,"2,15591598","34,39777176",,,"65,47306061"
14/02/2008 9.00,"2,86982012","78,10745283",,,"65,47306061"
14/02/2008 10.00,"2,5483861","96,27163029",,,"65,47306061"
14/02/2008 11.00,"2,45426393","88,31443599",,,"65,47306061"
14/02/2008 12.00,"2,43650508","81,27016623",,,"65,47306061"
14/02/2008 13.00,"2,11862302","68,05881225",,,"65,47306061"
14/02/2008 14.00,"2,01206994","65,76181029",,,"65,47306061"
14/02/2008 15.00,"2,26069307","63,93720267",,,"65,47306061"
14/02/2008 16.00,"2,78990507","48,11857578",,,"65,47306061"
14/02/2008 17.00,"2,80411196","62,82509904",,,"65,47306061"
14/02/2008 18.00,"2,741956","62,40501531",,,"65,47306061"
14/02/2008 19.00,"2,7579391","79,92056754",,,"65,47306061"
14/02/2008 20.00,"3,84122491","121,10214699",,,"65,47306061"
14/02/2008 21.00,"3,69737911","124,06438341",,,"65,47306061"
14/02/2008 22.00,"2,93197489","123,88175712",,,"65,47306061"
14/02/2008 23.00,"3,1362009","121,37022711",,,"65,47306061"
15/02/2008 0.00,"3,38660002","100,4429547",,,"65,47306061"
15/02/2008 1.00,,"78,08958333",,,"79,22898865"
15/02/2008 2.00,"3,20013309",,,,"79,22898865"
15/02/2008 3.00,"3,63167095","45,49979115",,,"79,22898865"
15/02/2008 4.00,"3,49492908","42,28728768",,,"79,22898865"
15/02/2008 5.00,"3,60503292","50,49858627",,,"79,22898865"
15/02/2008 6.00,"3,1362009","43,74032256",,,"79,22898865"
15/02/2008 7.00,"3,79860401","52,80454179",,,"79,22898865"
15/02/2008 8.00,"4,60485315","79,33322529",,,"79,22898865"
15/02/2008 9.00,"4,88188982","104,47773732",,,"79,22898865"
15/02/2008 10.00,"6,19959211","126,52608573",,,"79,22898865"
15/02/2008 11.00,"6,48195601","140,75882271",,,"79,22898865"
15/02/2008 12.00,"5,78225994","145,54314621",,,"79,22898865"
15/02/2008 13.00,"5,88526201","117,35715123",,,"79,22898865"
15/02/2008 14.00,"5,07546091","86,50006101",,,"79,22898865"
15/02/2008 15.00,"4,73449183","66,46534191",,,"79,22898865"
15/02/2008 16.00,"5,26725578","42,91038774",,,"79,22898865"
15/02/2008 17.00,"5,10387516","39,96346266",,,"79,22898865"
15/02/2008 18.00,"5,43418789","62,48290752",,,"79,22898865"
15/02/2008 19.00,"5,5833621","95,41489122",,,"79,22898865"
15/02/2008 20.00,"6,05929804","133,76949696",,,"79,22898865"
15/02/2008 21.00,"6,71992397","149,76055512",,,"79,22898865"
15/02/2008 22.00,"7,08930683","157,01167845",,,"79,22898865"
15/02/2008 23.00,"6,40026617","144,6812532",,,"79,22898865"
16/02/2008 0.00,"6,40559387","106,92294327",,,"79,22898865"
16/02/2008 1.00,"6,08415985",,,,"35,67412186"
16/02/2008 2.00,"5,97405481",,,,"35,67412186"
16/02/2008 3.00,"5,52475786",,,,"35,67412186"
16/02/2008 4.00,"4,85880423",,,,"35,67412186"
16/02/2008 5.00,"5,15892696",,,,"35,67412186"
16/02/2008 6.00,"4,56400824",,,,"35,67412186"
16/02/2008 7.00,"5,29034185",,,,"35,67412186"
16/02/2008 8.00,"5,66682816",,,,"35,67412186"
16/02/2008 9.00,"5,45727396",,,,"35,67412186"
16/02/2008 10.00,"5,63663816",,,,"35,67412186"
16/02/2008 11.00,"5,30099678",,,,"35,67412186"
16/02/2008 12.00,"5,70767403",,,,"35,67412186"
16/02/2008 13.00,"4,85347605",,,,"35,67412186"
16/02/2008 14.00,"4,54980087",,,,"35,67412186"
16/02/2008 15.00,"4,86235523",,,,"35,67412186"
16/02/2008 16.00,"4,11648607",,,,"35,67412186"
16/02/2008 17.00,"4,57466316",,,,"35,67412186"
16/02/2008 18.00,"4,39707518",,,,"35,67412186"
16/02/2008 19.00,"4,4041791",,,,"35,67412186"
16/02/2008 20.00,"3,96198511",,,,"35,67412186"
16/02/2008 21.00,"3,44698",,,,"35,67412186"
16/02/2008 22.00,"3,27649593",,,,"35,67412186"
16/02/2008 23.00,"2,30508995",,,,"35,67412186"
17/02/2008 0.00,"2,18610597",,,,"35,67412186"
17/02/2008 1.00,,,,,"29,9989109"
17/02/2008 2.00,"1,90019",,,,"29,9989109"
17/02/2008 3.00,"1,80962002",,,,"29,9989109"
17/02/2008 4.00,"1,64623904",,,,"29,9989109"
17/02/2008 5.00,"1,96944904",,,,"29,9989109"
17/02/2008 6.00,"1,92150104",,,,"29,9989109"
17/02/2008 7.00,"1,38340902",,,,"29,9989109"
17/02/2008 8.00,"1,37452996",,,,"29,9989109"
17/02/2008 9.00,"0,13141499",,,,"29,9989109"
17/02/2008 10.00,"0,51855701",,,,"29,9989109"
17/02/2008 11.00,"1,28395998",,,,"29,9989109"
17/02/2008 12.00,"1,21647704",,,,"29,9989109"
17/02/2008 13.00,"0,699696",,,,"29,9989109"
17/02/2008 14.00,"0,291244",,,,"29,9989109"
17/02/2008 15.00,"0,34629601",,,,"29,9989109"
17/02/2008 16.00,"0,45995301",,,,"29,9989109"
17/02/2008 17.00,"0,52033198",,,,"29,9989109"
17/02/2008 18.00,"0,484815",,,,"29,9989109"
17/02/2008 19.00,"0,65352303",,,,"29,9989109"
17/02/2008 20.00,"0,38536599",,,,"29,9989109"
17/02/2008 21.00,"0,55585003",,,,"29,9989109"
17/02/2008 22.00,"0,685489",,,,"29,9989109"
17/02/2008 23.00,"0,85952502",,,,"29,9989109"
18/02/2008 0.00,"0,69614398",,,,"29,9989109"
18/02/2008 1.00,"0,60734999",,,,"35,30361176"
18/02/2008 2.00,"1,06375098",,,,"35,30361176"
18/02/2008 3.00,"1,43846202",,,,"35,30361176"
18/02/2008 4.00,"0,90392202",,,,"35,30361176"
18/02/2008 5.00,"1,81317198",,,,"35,30361176"
18/02/2008 6.00,"1,89663804",,,,"35,30361176"
18/02/2008 7.00,"2,17367506",,,,"35,30361176"
18/02/2008 8.00,"1,99253595",,,,"35,30361176"
18/02/2008 9.00,"1,93215597",,,,"35,30361176"
18/02/2008 10.00,"3,065166","69,57185103",,,"35,30361176"
18/02/2008 11.00,"3,26939201","69,48758223",,,"35,30361176"
18/02/2008 12.00,"2,68690395","70,5077802",,,"35,30361176"
18/02/2008 13.00,"2,36369395","63,11748168",,,"35,30361176"
18/02/2008 14.00,"2,02982903","68,13288603",,,"35,30361176"
18/02/2008 15.00,"1,33190894","72,58773357",,,"35,30361176"
18/02/2008 16.00,"1,79541302","54,94321998",,,"35,30361176"
18/02/2008 17.00,"1,98543203","62,55568341",,,"35,30361176"
18/02/2008 18.00,"2,54305792","88,91710839",,,"35,30361176"
18/02/2008 19.00,"3,79860401","114,9388812",,,"35,30361176"
18/02/2008 20.00,"4,2958498","128,56520259",,,"35,30361176"
18/02/2008 21.00,"4,70607805","135,99503973",,,"35,30361176"
18/02/2008 22.00,"4,42904091","122,12104707",,,"35,30361176"
18/02/2008 23.00,"3,96731305","112,08769902",,,"35,30361176"
19/02/2008 0.00,"3,91936398","85,91653719",,,"35,30361176"
19/02/2008 1.00,,"61,04262582",,,"60,09428024"
19/02/2008 2.00,"3,148633",,,,"60,09428024"
19/02/2008 3.00,"3,61568904","38,07375363",,,"60,09428024"
19/02/2008 4.00,"4,16088295","28,30856094",,,"60,09428024"
19/02/2008 5.00,"3,95132995","27,01514772",,,"60,09428024"
19/02/2008 6.00,"4,40062714","26,76743883",,,"60,09428024"
19/02/2008 7.00,"4,34557486","32,45953293",,,"60,09428024"
19/02/2008 8.00,"4,1892972","79,67925405",,,"60,09428024"
19/02/2008 9.00,"4,67588806","114,12551799",,,"60,09428024"
19/02/2008 10.00,"4,83038902","125,41520475",,,"60,09428024"
19/02/2008 11.00,"4,84992409","121,91289561",,,"60,09428024"
19/02/2008 12.00,"3,63167095","97,68636801",,,"60,09428024"
19/02/2008 13.00,"2,58923101","68,54529528",,,"60,09428024"
19/02/2008 14.00,"2,77037001","64,86419709",,,"60,09428024"
19/02/2008 15.00,"1,58408403","52,39595097",,,"60,09428024"
19/02/2008 16.00,"2,20741701","39,66468462",,,"60,09428024"
19/02/2008 17.00,"3,66718888","39,87919386",,,"60,09428024"
19/02/2008 18.00,"3,39370394","45,43978725",,,"60,09428024"
19/02/2008 19.00,"3,68317199","71,77822641",,,"60,09428024"
19/02/2008 20.00,"4,76823378","128,95836921",,,"60,09428024"
19/02/2008 21.00,"4,5604558","142,75960479",,,"60,09428024"
19/02/2008 22.00,"3,55353308","127,47093084",,,"60,09428024"
19/02/2008 23.00,"2,81476688","112,54481964",,,"60,09428024"
20/02/2008 0.00,"3,28004789","85,6152198",,,"60,09428024"
20/02/2008 1.00,"2,58212709","69,14539071",,,"49,41011047"
20/02/2008 2.00,"3,69737911","64,21299489",,,"49,41011047"
20/02/2008 3.00,"2,22872806","48,60887724",,,"49,41011047"
20/02/2008 4.00,"3,02432108","43,68541617",,,"49,41011047"
20/02/2008 5.00,"2,82897401","46,95538419",,,"49,41011047"
20/02/2008 6.00,"3,62634397","40,39759746",,,"49,41011047"
20/02/2008 7.00,"3,58549905","52,69344993",,,"49,41011047"
20/02/2008 8.00,"4,19995308","77,1396219",,,"49,41011047"
20/02/2008 9.00,"4,69542313","105,20173422",,,"49,41011047"
20/02/2008 10.00,"5,10920191","121,8030264",,,"49,41011047"
20/02/2008 11.00,"4,00460577","95,18121459",,,"49,41011047"
20/02/2008 12.00,"3,95665693","64,45814562",,,"49,41011047"
20/02/2008 13.00,"4,44857502","56,51500239",,,"49,41011047"
20/02/2008 14.00,"4,15200377","58,12508196",,,"49,41011047"
20/02/2008 15.00,"3,03852797","41,2262532",,,"49,41011047"
20/02/2008 16.00,"3,89627695","38,28572352",,,"49,41011047"
20/02/2008 17.00,"4,37043715","67,58382213",,,"49,41011047"
20/02/2008 18.00,"4,54980087","80,36106012",,,"49,41011047"
20/02/2008 19.00,"4,71673298","119,91591315",,,"49,41011047"
20/02/2008 20.00,"4,9422698","118,69268004",,,"49,41011047"
20/02/2008 21.00,"4,97245979","110,16986904",,,"49,41011047"
20/02/2008 22.00,"4,65280199","110,24262612",,,"49,41011047"
20/02/2008 23.00,"4,6101799","108,38483766",,,"49,41011047"
21/02/2008 0.00,"4,77533722","100,76086251",,,"49,41011047"
21/02/2008 1.00,,"78,75481779",,,"57,61917114"
21/02/2008 2.00,"3,4931531",,,,"57,61917114"
21/02/2008 3.00,"3,64943004","46,42166925",,,"57,61917114"
21/02/2008 4.00,"3,6654129","43,7862942",,,"57,61917114"
21/02/2008 5.00,"3,86608696","40,82022054",,,"57,61917114"
21/02/2008 6.00,"4,70785379","40,00815522",,,"57,61917114"
21/02/2008 7.00,"4,37754107","49,66097697",,,"57,61917114"
21/02/2008 8.00,"4,34735107","70,94061711",,,"57,61917114"
21/02/2008 9.00,"4,77711296","101,09539836",,,"57,61917114"
21/02/2008 10.00,"4,90142488","112,9610097",,,"57,61917114"
21/02/2008 11.00,"5,03639078","106,34833539",,,"57,61917114"
21/02/2008 12.00,"4,28341913","106,14789603",,,"57,61917114"
21/02/2008 13.00,"4,87301111","99,32199156",,,"57,61917114"
21/02/2008 14.00,"4,920959","78,41262627",,,"57,61917114"
21/02/2008 15.00,"5,03994322","73,20827547",,,"57,61917114"
21/02/2008 16.00,"4,35978222","66,79220328",,,"57,61917114"
21/02/2008 17.00,"4,17331505","58,35492135",,,"57,61917114"
21/02/2008 18.00,"4,240798","58,19020218",,,"57,61917114"
21/02/2008 19.00,"4,31005716","85,81311981",,,"57,61917114"
21/02/2008 20.00,"4,04367495","114,27101334",,,"57,61917114"
21/02/2008 21.00,"3,98684692","124,8878664",,,"57,61917114"
21/02/2008 22.00,"4,54624891","117,23206473",,,"57,61917114"
21/02/2008 23.00,"3,77196598","108,88919019",,,"57,61917114"
22/02/2008 0.00,"3,5482049","105,55929351",,,"57,61917114"
22/02/2008 1.00,"3,86786294","98,41798296",,,"58,11164093"
22/02/2008 2.00,"3,16816711","80,29212147",,,"58,11164093"
22/02/2008 3.00,"2,96749306","52,87348044",,,"58,11164093"
22/02/2008 4.00,"3,4896009","39,69150768",,,"58,11164093"
22/02/2008 5.00,"2,93907905","34,612281",,,"58,11164093"
22/02/2008 6.00,"3,66008496","32,21694036",,,"58,11164093"
22/02/2008 7.00,"3,25340891","36,6603138",,,"58,11164093"
22/02/2008 8.00,"2,99235511","57,32962587",,,"58,11164093"
22/02/2008 9.00,"3,35818601","91,68014691",,,"58,11164093"
22/02/2008 10.00,"3,50025702","101,42613459",,,"58,11164093"
22/02/2008 11.00,"3,3457551","107,84858337",,,"58,11164093"
22/02/2008 12.00,"3,62634397","114,31064601",,,"58,11164093"
22/02/2008 13.00,"3,34930706","108,1780029",,,"58,11164093"
22/02/2008 14.00,"3,78617311","104,8429899",,,"58,11164093"
22/02/2008 15.00,"4,13779688","94,95011493",,,"58,11164093"
22/02/2008 16.00,"2,92842388","67,06161891",,,"58,11164093"
22/02/2008 17.00,"3,40968704","56,79974817",,,"58,11164093"
22/02/2008 18.00,"3,29247904","57,2977053",,,"58,11164093"
22/02/2008 19.00,"4,13602114","64,10829843",,,"58,11164093"
22/02/2008 20.00,"3,90515709","66,0861135",,,"58,11164093"
22/02/2008 21.00,"3,30490994","104,53138344",,,"58,11164093"
22/02/2008 22.00,"3,81813908","123,04288755",,,"58,11164093"
22/02/2008 23.00,"3,37061691","113,84462826",,,"58,11164093"
23/02/2008 0.00,"3,25518489","99,77271678",,,"58,11164093"
23/02/2008 1.00,,"84,70995093",,,"62,59788132"
23/02/2008 2.00,"3,17882299",,,,"62,59788132"
23/02/2008 3.00,"2,68690395","63,60906222",,,"62,59788132"
23/02/2008 4.00,"3,12732196","54,47974158",,,"62,59788132"
23/02/2008 5.00,"2,2802279","38,47978629",,,"62,59788132"
23/02/2008 6.00,"3,95132995","39,7923669",,,"62,59788132"
23/02/2008 7.00,"4,39885092","53,44932978",,,"62,59788132"
23/02/2008 8.00,"4,00460577","60,71704353",,,"62,59788132"
23/02/2008 9.00,"5,37380791","70,32519153",,,"62,59788132"
23/02/2008 10.00,"4,95114899","93,46260132",,,"62,59788132"
23/02/2008 11.00,"5,54606915","103,00051278",,,"62,59788132"
23/02/2008 12.00,"5,11630583","90,45950958",,,"62,59788132"
23/02/2008 13.00,"3,98151898","71,80758882",,,"62,59788132"
23/02/2008 14.00,"4,46100712","64,33685874",,,"62,59788132"
23/02/2008 15.00,"4,62971497","60,56893359",,,"62,59788132"
23/02/2008 16.00,"4,06143379","40,36693716",,,"62,59788132"
23/02/2008 17.00,"4,53559399","41,34372165",,,"62,59788132"
23/02/2008 18.00,"4,34024715","47,00645334",,,"62,59788132"
23/02/2008 19.00,"4,15733099","63,17366715",,,"62,59788132"
23/02/2008 20.00,"4,00993299","86,89587984",,,"62,59788132"
23/02/2008 21.00,"3,07937288","132,27686703",,,"62,59788132"
23/02/2008 22.00,"5,15359879","140,3643582",,,"62,59788132"
23/02/2008 23.00,"4,86413097","135,678411",,,"62,59788132"
24/02/2008 0.00,"4,25145292","123,38761842",,,"62,59788132"
24/02/2008 1.00,"4,33314419","109,06801686",,,"64,59436035"
24/02/2008 2.00,"4,41128206","82,67724828",,,"64,59436035"
24/02/2008 3.00,"4,55157709","60,11183178",,,"64,59436035"
24/02/2008 4.00,"4,05255508","47,07029448",,,"64,59436035"
24/02/2008 5.00,"3,46473908","41,75229366",,,"64,59436035"
24/02/2008 6.00,"3,59970593","29,53305432",,,"64,59436035"
24/02/2008 7.00,"3,52511907","26,08433487",,,"64,59436035"
24/02/2008 8.00,"3,23920202","34,9672257",,,"64,59436035"
24/02/2008 9.00,"4,17508984","57,71267271",,,"64,59436035"
24/02/2008 10.00,"4,20705605","69,91660071",,,"64,59436035"
24/02/2008 11.00,"3,9335711","50,4909306",,,"64,59436035"
24/02/2008 12.00,"3,21789193","45,79347168",,,"64,59436035"
24/02/2008 13.00,"4,1946249","57,65392908",,,"64,59436035"
24/02/2008 14.00,"4,51250696","48,10452471",,,"64,59436035"
24/02/2008 15.00,"4,22659111","45,92625147",,,"64,59436035"
24/02/2008 16.00,"4,08096886","30,62091186",,,"64,59436035"
24/02/2008 17.00,"4,4130578","27,353502",,,"64,59436035"
24/02/2008 18.00,"4,10227919","32,9498532",,,"64,59436035"
24/02/2008 19.00,"4,75402689","67,14716679",,,"64,59436035"
24/02/2008 20.00,"4,43614388","124,29546426",,,"64,59436035"
24/02/2008 21.00,"4,43614388","136,3320585",,,"64,59436035"
24/02/2008 22.00,"4,76468182","135,25063398",,,"64,59436035"
24/02/2008 23.00,"5,28678989","126,16852644",,,"64,59436035"
25/02/2008 0.00,"4,77178621","122,40314064",,,"64,59436035"
25/02/2008 1.00,,"115,82108901",,,"62,59621048"
25/02/2008 2.00,"4,56755877",,,,"62,59621048"
25/02/2008 3.00,"4,46633387","91,87422849",,,"62,59621048"
25/02/2008 4.00,"5,65972519","75,96111897",,,"62,59621048"
25/02/2008 5.00,"5,55317211","50,50496286",,,"62,59621048"
25/02/2008 6.00,"4,91918278","35,60565591",,,"62,59621048"
25/02/2008 7.00,"5,75206995","38,96880867",,,"62,59621048"
25/02/2008 8.00,"5,29567003","58,80053025",,,"62,59621048"
25/02/2008 9.00,"5,73253584","87,89309199",,,"62,59621048"
25/02/2008 10.00,"6,14276409","108,24314193",,,"62,59621048"
25/02/2008 11.00,"5,798244","93,17661408",,,"62,59621048"
25/02/2008 12.00,"5,22108316","78,72799473",,,"62,59621048"
25/02/2008 13.00,"5,60112095","55,8459495",,,"62,59621048"
25/02/2008 14.00,"5,59756899","41,49948726",,,"62,59621048"
25/02/2008 15.00,"5,87638187","34,47820332",,,"62,59621048"
25/02/2008 16.00,"5,81955385","27,56035557",,,"62,59621048"
25/02/2008 17.00,"5,66327715","27,2207034",,,"62,59621048"
25/02/2008 18.00,"6,60626793","33,29204472",,,"62,59621048"
25/02/2008 19.00,"6,55654287","40,81766238",,,"62,59621048"
25/02/2008 20.00,"6,99163389","58,69199655",,,"62,59621048"
25/02/2008 21.00,"6,93835688","81,70302195",,,"62,59621048"
25/02/2008 22.00,"6,58850908","108,69766677",,,"62,59621048"
25/02/2008 23.00,"6,58850908","108,6300072",,,"62,59621048"
26/02/2008 0.00,"6,23510885","81,8983638",,,"62,59621048"
26/02/2008 1.00,"5,84086514","58,00377627",,,"52,56953049"
26/02/2008 2.00,"6,08771086","42,73417566",,,"52,56953049"
26/02/2008 3.00,"5,60289717","27,41606406",,,"52,56953049"
26/02/2008 4.00,"6,48195601","25,99622883",,,"52,56953049"
26/02/2008 5.00,"6,1125741","27,70718643",,,"52,56953049"
26/02/2008 6.00,"5,5901742","29,97725247",,,"52,56953049"
26/02/2008 7.00,"6,331007","21,17364579",,,"52,56953049"
26/02/2008 8.00,"6,03088284","22,29214482",,,"52,56953049"
26/02/2008 9.00,"6,55299187","29,41430679",,,"52,56953049"
26/02/2008 10.00,"6,2688508","46,82130651",,,"52,56953049"
26/02/2008 11.00,"8,51711369","55,90213497",,,"52,56953049"
26/02/2008 12.00,"8,41588783","58,31022879",,,"52,56953049"
26/02/2008 13.00,"8,00210857","54,55379655",,,"52,56953049"
26/02/2008 14.00,"7,41251707","51,69241935",,,"52,56953049"
26/02/2008 15.00,"8,54375172","48,05473464",,,"52,56953049"
26/02/2008 16.00,"7,52084494","36,11254779",,,"52,56953049"
26/02/2008 17.00,"7,23315287","32,89494681",,,"52,56953049"
26/02/2008 18.00,"7,33437777","34,55991396",,,"52,56953049"
26/02/2008 19.00,"7,33615398","39,1960899",,,"52,56953049"
26/02/2008 20.00,"6,70571709","52,79688612",,,"52,56953049"
26/02/2008 21.00,"5,88171005","57,40751808",,,"52,56953049"
26/02/2008 22.00,"5,51587915","73,48406769",,,"52,56953049"
26/02/2008 23.00,"5,75739813","74,00501064",,,"52,56953049"
27/02/2008 0.00,"5,10742712","58,6166625",,,"52,56953049"
27/02/2008 1.00,,"44,79370137",,,"85,61808014"
27/02/2008 2.00,"5,95984793",,,,"85,61808014"
27/02/2008 3.00,"5,24594498","29,54454723",,,"85,61808014"
27/02/2008 4.00,"5,07723713","24,27377832",,,"85,61808014"
27/02/2008 5.00,"6,24754","21,57712029",,,"85,61808014"
27/02/2008 6.00,"6,18360901","22,12616538",,,"85,61808014"
27/02/2008 7.00,"5,50344801","30,92606649",,,"85,61808014"
27/02/2008 8.00,"6,066401","57,54029787",,,"85,61808014"
27/02/2008 9.00,"6,47130108","77,57757513",,,"85,61808014"
27/02/2008 10.00,"7,51374197","88,61575338",,,"85,61808014"
27/02/2008 11.00,"6,53523302","69,82467624",,,"85,61808014"
27/02/2008 12.00,"6,65244102","70,53714261",,,"85,61808014"
27/02/2008 13.00,"6,30614519","60,41698641",,,"85,61808014"
27/02/2008 14.00,"7,1745491","47,81342115",,,"85,61808014"
27/02/2008 15.00,"7,71974421","39,37486014",,,"85,61808014"
27/02/2008 16.00,"7,05911684","31,15206864",,,"85,61808014"
27/02/2008 17.00,"7,48888016","27,48756087",,,"85,61808014"
27/02/2008 18.00,"6,37185192","28,6124553",,,"85,61808014"
27/02/2008 19.00,"6,96322012","46,10756106",,,"85,61808014"
27/02/2008 20.00,"7,18165302","67,14077139",,,"85,61808014"
27/02/2008 21.00,"6,51747417","109,77531048",,,"85,61808014"
27/02/2008 22.00,"6,43578386","117,01490328",,,"85,61808014"
27/02/2008 23.00,"5,98826218","102,61614924",,,"85,61808014"
28/02/2008 0.00,"6,75721788","90,41481702",,,"85,61808014"
28/02/2008 1.00,"6,26707602","86,70435642",,,"86,94654083"
28/02/2008 2.00,"6,29016209","75,91896576",,,"86,94654083"
