Stat,Francavilla Fontana,,,,,,  ,
,,,,,,,,,,,,,,,,,,,
Parm,NO2,NOX,CO,O3,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,
16/01/2014 4.00,"9,4","10,9","0,2","42,2","0,3",,,
16/01/2014 5.00,"10,0","10,2","0,1",,"0,3",,,
16/01/2014 6.00,"12,9","13,2","0,2","40,4","0,3",,,
16/01/2014 7.00,"18,6","22,8","0,3","37,9","0,4",,,
16/01/2014 8.00,"25,0","33,4","0,3","33,8","0,4",,,
16/01/2014 9.00,"25,5","34,1","0,3","34,0","0,5",,,
16/01/2014 10.00,"22,9","30,9","0,3","39,5","0,6",,,
16/01/2014 11.00,"17,4","24,2","0,2","48,7","0,8",,,
16/01/2014 12.00,"14,4","18,4","0,2","57,7","0,6",,,
16/01/2014 13.00,"19,8","24,8","0,4","59,1","0,8",,,
16/01/2014 14.00,"26,4","30,0","0,5","57,6","1,0",,,
16/01/2014 15.00,"23,4","27,4","0,4","60,9","1,2",,,
16/01/2014 16.00,"28,4","31,6","0,5","61,7","0,9",,,
16/01/2014 17.00,"42,7","48,3","0,6","46,7","1,7",,,
16/01/2014 18.00,"82,8","107,6","1,0","21,5","2,4",,,
16/01/2014 19.00,"113,2","249,9","2,0","20,9","4,3",,,
16/01/2014 20.00,"132,3","494,8","4,4","31,1","10,0",,,
16/01/2014 21.00,"132,7","388,9","3,0","10,8","12,0",,,
16/01/2014 22.00,"114,0","200,3","1,8","5,6","7,5",,,
16/01/2014 23.00,"90,1","115,7","1,2","6,7","4,1",,,
17/01/2014 0.00,"57,7","77,2","0,9","14,2","2,6",,,
17/01/2014 1.00,"33,2","37,0","0,4","26,5","1,8",,,
17/01/2014 2.00,"22,7","24,0","0,5","30,7","1,1",,,
17/01/2014 3.00,"20,8","22,5","0,5","31,1","1,1",,,
17/01/2014 4.00,"20,5","24,2","0,4","32,6","1,1",,,
17/01/2014 5.00,"16,5","17,6","0,2","40,8","0,7",,,
17/01/2014 6.00,"23,0","27,8","0,2","39,3","0,4",,,
17/01/2014 7.00,"47,3","72,0","0,3","27,5","0,5",,,
17/01/2014 8.00,"57,1","92,2","0,4","21,6","0,7",,,
17/01/2014 9.00,"57,6","109,9","0,6","26,2","1,2",,,
17/01/2014 10.00,"35,5","51,2","0,3","43,8","0,7",,,
17/01/2014 11.00,"23,8","33,1","0,2","57,3","0,4",,,
17/01/2014 12.00,"19,0","30,9","0,2","61,8","0,4",,,
17/01/2014 13.00,"20,9","32,2","0,3","65,8","0,6",,,
17/01/2014 14.00,"22,8","35,8","0,3","67,2","0,7",,,
17/01/2014 15.00,"19,2","26,2","0,3","71,9","0,8",,,
17/01/2014 16.00,"25,1","39,0","0,4","69,0","0,8",,,
17/01/2014 17.00,"25,8","42,7","0,4","66,7","0,8",,,
17/01/2014 18.00,"28,9","44,6","0,3","68,5","0,7",,,
17/01/2014 19.00,"31,7","48,1","0,4","64,4","0,7",,,
17/01/2014 20.00,"31,0","46,4","0,5","65,0","0,8",,,
17/01/2014 21.00,"31,0","47,3","0,4","66,4","0,8",,,
17/01/2014 22.00,"21,6","29,4","0,3","66,3","0,6",,,
17/01/2014 23.00,"13,6","16,4","0,2","71,3","0,4",,,
18/01/2014 0.00,"8,1","9,2","0,1","74,7","0,2",,,
18/01/2014 1.00,"6,5","8,2","0,2","76,1","0,3",,,
18/01/2014 2.00,"10,6","13,7","0,1","75,0","0,2",,,
18/01/2014 3.00,"5,3","6,4","0,2","77,6","0,2",,,
18/01/2014 4.00,"5,7","7,3","0,1","78,4","0,2",,,
18/01/2014 5.00,"5,0","6,0","0,1",,"0,2",,,
18/01/2014 6.00,"7,6","8,6","0,2","76,3","0,1",,,
18/01/2014 7.00,"20,1","29,4","0,2","72,0","0,2",,,
18/01/2014 8.00,"26,9","36,5","0,2","68,4","0,3",,,
18/01/2014 9.00,"31,8","48,6","0,4","63,4","0,4",,,
18/01/2014 10.00,"23,7","31,0","0,3","68,3","0,7",,,
18/01/2014 11.00,"21,2","28,8","0,3","71,3","0,6",,,
18/01/2014 12.00,"21,2","39,1","0,4","69,4","0,8",,,
18/01/2014 13.00,"26,1","41,2","0,6","69,9","1,4",,,
18/01/2014 14.00,"23,4","34,0","0,6","67,6","0,7",,,
18/01/2014 15.00,"16,5","23,0","0,5","68,1","0,6",,,
18/01/2014 16.00,"14,8","20,4","0,6","70,2","0,6",,,
18/01/2014 17.00,"17,8","26,0","0,6","64,0","0,7",,,
18/01/2014 18.00,"24,5","35,0","0,6","60,6","1,1",,,
18/01/2014 19.00,"27,5","39,6","0,7","58,1","1,1",,,
18/01/2014 20.00,"25,8","42,1","0,6","59,8","0,8",,,
18/01/2014 21.00,"23,3","33,0","0,6","62,3","0,7",,,
18/01/2014 22.00,"19,0","28,6","0,5","61,1","0,6",,,
18/01/2014 23.00,"10,0","11,7","0,5","68,0","0,3",,,
19/01/2014 0.00,"8,4","11,1","0,4","67,4","0,2",,,
19/01/2014 1.00,"9,0","11,6","0,4","67,3","0,2",,,
19/01/2014 2.00,"5,5","8,0","0,4","71,2","0,2",,,
19/01/2014 3.00,"5,5","7,6","0,4","69,6","0,2",,,
19/01/2014 4.00,"5,3","6,2","0,4","69,8","0,1",,,
19/01/2014 5.00,"4,4","5,4","0,3","71,5","0,2",,,
19/01/2014 6.00,"3,8","4,1","0,3","73,9","0,1",,,
19/01/2014 7.00,"7,2","8,7","0,3","71,1","0,1",,,
19/01/2014 8.00,"5,5","7,9","0,3","72,1","0,2",,,
19/01/2014 9.00,"8,9","14,7","0,4","72,3","0,2",,,
19/01/2014 10.00,"11,4","17,6","0,4","71,5","0,2",,,
19/01/2014 11.00,"19,0","29,2","0,5","66,3","0,5",,,
19/01/2014 12.00,"18,8","26,4","0,3","64,9","0,9",,,
19/01/2014 13.00,"21,4","32,7","0,3","63,5","0,9",,,
19/01/2014 14.00,"16,4","24,1","0,3","65,9","1,0",,,
19/01/2014 15.00,"12,7","18,6","0,2","72,1","0,9",,,
19/01/2014 16.00,"11,6","18,8","0,2","73,1","0,7",,,
19/01/2014 17.00,"12,4","19,1","0,3","74,1","0,8",,,
19/01/2014 18.00,"11,2","17,7","0,2","74,7","0,7",,,
19/01/2014 19.00,"14,1","18,9","0,2","67,5","0,7",,,
19/01/2014 20.00,"16,2","24,5","0,3","64,4","0,6",,,
19/01/2014 21.00,"17,7","24,2","0,2","64,7","0,7",,,
19/01/2014 22.00,"14,3","17,0","0,2","68,1","0,5",,,
19/01/2014 23.00,"10,5","12,9","0,2","71,0","0,4",,,
20/01/2014 0.00,"8,6","10,3","0,1","73,6","0,3",,,
20/01/2014 1.00,"6,2","7,5","0,1","72,9","0,2",,,
20/01/2014 2.00,"4,3","4,8",,"72,1","0,2",,,
20/01/2014 3.00,"2,9","4,3","0,1","70,3","0,2",,,
20/01/2014 4.00,"4,1","5,1","0,1","67,7","0,2",,,
20/01/2014 5.00,"10,3","12,3","0,1",,"0,2",,,
20/01/2014 6.00,"10,2","11,8","0,1","52,6","0,2",,,
20/01/2014 7.00,"24,2","34,5","0,1","47,1","0,2",,,
20/01/2014 8.00,"45,8","72,0","0,2","25,4","0,6",,,
20/01/2014 9.00,"40,9","71,3","0,3","35,5","0,6",,,
20/01/2014 10.00,"19,2","31,7","0,1","46,8","0,6",,,
20/01/2014 11.00,"20,4","37,0","0,1","49,6","0,6",,,
20/01/2014 12.00,"19,5","32,1","0,2","52,6","1,0",,,
20/01/2014 13.00,"17,8","26,5","0,3","58,5","0,7",,,
20/01/2014 14.00,"18,2","29,9","0,3","61,7","0,5",,,
20/01/2014 15.00,"20,1","29,1","0,4","63,8","0,5",,,
20/01/2014 16.00,"22,7","35,4","0,5","60,4","0,8",,,
20/01/2014 17.00,"31,7","48,3","0,5","49,3","1,4",,,
20/01/2014 18.00,"33,9","51,5","0,5","46,6","0,9",,,
20/01/2014 19.00,"37,4","56,0","0,6","49,4","1,5",,,
20/01/2014 20.00,"47,4","68,4","0,6","44,8","1,4",,,
20/01/2014 21.00,"34,6","50,1","0,5","55,3","2,1",,,
20/01/2014 22.00,"19,5","32,6","0,3","65,0","0,8",,,
20/01/2014 23.00,"13,0","19,5","0,2","70,0","0,5",,,
21/01/2014 0.00,"8,1","9,1","0,2","74,8","0,3",,,
21/01/2014 1.00,"5,9","7,1","0,2","74,5","0,2",,,
21/01/2014 2.00,"4,6","4,9","0,1","79,0","0,2",,,
21/01/2014 3.00,"3,4","4,4","0,1","76,5","0,2",,,
21/01/2014 4.00,"3,9","7,3","0,1","76,3","0,2",,,
21/01/2014 5.00,"4,6","5,4","0,2","76,8","0,2",,,
21/01/2014 6.00,"6,5","7,5","0,1","78,2","0,2",,,
21/01/2014 7.00,"15,3","22,8","0,2","72,2","0,2",,,
21/01/2014 8.00,"20,3","28,5","0,2","68,3","0,2",,,
21/01/2014 9.00,"29,0","48,8","0,3","64,2","0,4",,,
21/01/2014 10.00,"23,5","32,2","0,2","66,9","0,5",,,
21/01/2014 11.00,"20,4","33,8","0,3","66,2","0,5",,,
21/01/2014 12.00,"21,8","36,5","0,3","61,6","0,6",,,
21/01/2014 13.00,"26,9","41,4","0,3","62,1","1,0",,,
21/01/2014 14.00,"35,8","72,7","0,5","55,0","1,2",,,
21/01/2014 15.00,"23,3","38,7","0,3","65,3","1,3",,,
21/01/2014 16.00,"21,4","34,5","0,3","62,1","0,7",,,
21/01/2014 17.00,"22,1","32,6","0,3","61,3","0,7",,,
21/01/2014 18.00,"26,6","39,4","0,3","57,2","1,0",,,
21/01/2014 19.00,"42,0","61,7","0,5","49,3","1,0",,,
21/01/2014 20.00,"42,5","63,9","0,5","45,1","1,4",,,
21/01/2014 21.00,"56,3","79,7","0,7","37,4","1,3",,,
21/01/2014 22.00,"73,2","93,5","1,0","24,8","2,2",,,
21/01/2014 23.00,"55,6","71,7","0,6","23,4","2,4",,,
22/01/2014 0.00,"46,8","58,4","0,6","22,5","1,2",,,
22/01/2014 1.00,"28,1","32,9","0,2","36,6","1,1",,,
22/01/2014 2.00,"17,6","20,2","0,2","45,6","0,5",,,
22/01/2014 3.00,"12,5","13,8","0,1","55,3","0,3",,,
22/01/2014 4.00,"12,9","15,7","0,2","55,8","0,2",,,
22/01/2014 5.00,"13,3","13,9","0,2",,"0,9",,,
22/01/2014 6.00,"29,6","33,5","0,2","35,5","0,7",,,
22/01/2014 7.00,"37,0","44,5","0,2","35,2","0,5",,,
22/01/2014 8.00,"71,4","117,0","0,4","16,0","0,6",,,
22/01/2014 9.00,"79,2","169,9","0,9","13,6","1,4",,,
22/01/2014 10.00,"49,5","87,5","0,3","36,8","1,7",,,
22/01/2014 11.00,"33,3","50,2","0,2","44,6","0,8",,,
22/01/2014 12.00,"24,2","39,9","0,2","54,5","0,6",,,
22/01/2014 13.00,"31,4","54,5","0,3","51,4","0,6",,,
22/01/2014 14.00,"37,3","65,8","0,4","49,5","0,9",,,
22/01/2014 15.00,"46,3","67,7","0,4","46,1","1,1",,,
22/01/2014 16.00,"44,2","64,0","0,5","45,3","1,7",,,
22/01/2014 17.00,"58,8","87,4","0,9","34,0","2,1",,,
22/01/2014 18.00,"66,0","96,3","0,8","25,6","2,4",,,
22/01/2014 19.00,"68,2","106,5","0,7","30,1","2,1",,,
22/01/2014 20.00,"78,2","110,5","0,8","23,5","2,3",,,
22/01/2014 21.00,"79,6","118,4","0,7","22,1","2,5",,,
22/01/2014 22.00,"55,1","70,2","0,5","35,0","2,1",,,
22/01/2014 23.00,"36,1","44,4","0,4","46,9","1,5",,,
23/01/2014 0.00,"27,9","30,6","0,3","46,9","0,8",,,
23/01/2014 1.00,"25,2","26,1","0,3","43,1","0,7",,,
23/01/2014 2.00,"27,3","27,8","0,2","40,5","0,5",,,
23/01/2014 3.00,"21,6","22,4","0,1","41,0","0,5",,,
23/01/2014 4.00,"13,5","15,2","0,2","46,7","0,8",,,
23/01/2014 5.00,,,"0,1","44,5","0,4",,,
23/01/2014 6.00,"1,7","3,6","0,1","43,6","0,4",,,
23/01/2014 7.00,"4,0","7,1","0,2","32,6","0,3",,,
23/01/2014 8.00,,,"0,5","10,2","0,7",,,
23/01/2014 9.00,,,"1,7","8,7","2,2",,,
23/01/2014 10.00,,,"1,2","10,2","3,9",,,
23/01/2014 11.00,,,"1,0","15,2","2,5",,,
23/01/2014 12.00,,,"0,5","29,8","2,3",,,
23/01/2014 13.00,,,"0,5","47,4","1,6",,,
23/01/2014 14.00,,,"0,5","51,0","1,5",,,
23/01/2014 15.00,,,"0,5","56,2","1,5",,,
23/01/2014 16.00,,,"0,7","46,2","1,3",,,
23/01/2014 17.00,,,"0,9",,"1,8",,,
23/01/2014 18.00,"116,2","149,8","1,5","34,0","2,6",,,
23/01/2014 19.00,"83,0","116,9","1,4","22,1","4,7",,,
23/01/2014 20.00,"78,2","102,2","1,6","21,6","6,2",,,
23/01/2014 21.00,"67,0","92,2","1,5","21,8","5,0",,,
23/01/2014 22.00,"51,2","61,1","1,0","23,2","3,3",,,
23/01/2014 23.00,"38,7","46,4","0,8","31,9","2,5",,,
24/01/2014 0.00,"37,6","42,3","0,7","33,1","2,1",,,
24/01/2014 1.00,"22,5","23,6","0,5","35,6","1,4",,,
24/01/2014 2.00,"16,8","19,7","0,3","49,3","1,0",,,
24/01/2014 3.00,"8,8","9,3","0,2","53,3","0,7",,,
24/01/2014 4.00,"9,8","13,8","0,2","49,5","0,5",,,
24/01/2014 5.00,"7,0","7,6","0,1",,"0,4",,,
24/01/2014 6.00,"10,2","11,6","0,1","60,4","0,3",,,
24/01/2014 7.00,"26,9","37,5","0,2","63,4","0,3",,,
24/01/2014 8.00,"29,9","40,6","0,3","52,2","0,5",,,
24/01/2014 9.00,"32,4","49,5","0,6","53,5","1,1",,,
24/01/2014 10.00,"21,0","28,8","0,3","65,6","0,7",,,
24/01/2014 11.00,"21,5","30,6","0,2","68,3","0,9",,,
24/01/2014 12.00,"19,4","29,3","0,2","67,6","0,7",,,
24/01/2014 13.00,"23,5","34,5","0,4","68,0","0,7",,,
24/01/2014 14.00,"26,0","37,2","0,4","64,0","1,2",,,
24/01/2014 15.00,"19,6","26,8","0,4","67,4","0,9",,,
24/01/2014 16.00,"25,4","35,6","0,5","60,2","1,1",,,
24/01/2014 17.00,"38,5","50,3","0,7","49,0","1,5",,,
24/01/2014 18.00,"42,2","55,6","0,6","47,5","2,0",,,
24/01/2014 19.00,"59,0","79,0","0,9","39,8","2,0",,,
24/01/2014 20.00,"56,4","79,3","1,0","37,5","3,2",,,
24/01/2014 21.00,"62,4","85,1","1,1","35,3","2,0",,,
24/01/2014 22.00,"62,3","84,5","1,1","26,7","3,1",,,
24/01/2014 23.00,"26,3","30,6","0,4","48,5","2,0",,,
25/01/2014 0.00,"19,5","20,5","0,3","54,5","0,8",,,
25/01/2014 1.00,"17,5","20,3","0,2","50,0","0,6",,,
25/01/2014 2.00,"15,1","16,2","0,2","54,3","0,4",,,
25/01/2014 3.00,"21,6","26,3","0,3","47,1","0,4",,,
25/01/2014 4.00,"8,3","9,0","0,3","51,4","0,4",,,
25/01/2014 5.00,"7,0","7,4","0,1","56,9","0,3",,,
25/01/2014 6.00,"12,1","12,6","0,1","52,1","0,3",,,
25/01/2014 7.00,"33,7","47,6","0,2","38,1","0,4",,,
25/01/2014 8.00,"43,1","63,4","0,4","25,5","0,7",,,
25/01/2014 9.00,"34,2","60,9","0,4","32,1","1,0",,,
25/01/2014 10.00,"20,1","31,5","0,3","42,1","1,1",,,
25/01/2014 11.00,"13,8","18,4","0,4","48,8","1,1",,,
25/01/2014 12.00,"11,2","17,5","0,2","62,0","1,1",,,
25/01/2014 13.00,"11,7","16,6","0,2","73,2","0,8",,,
25/01/2014 14.00,"15,5","20,9","0,3","64,9","1,0",,,
25/01/2014 15.00,"13,4","17,6","0,3","63,7","1,0",,,
25/01/2014 16.00,"15,7","19,7","0,3","70,5","0,8",,,
25/01/2014 17.00,"16,1","21,2","0,4","56,6","1,1",,,
25/01/2014 18.00,"16,2","21,2","0,5","61,2","1,3",,,
25/01/2014 19.00,"16,3","20,0","0,4","56,2","1,5",,,
25/01/2014 20.00,"15,9","19,7","0,3","55,5","1,4",,,
25/01/2014 21.00,"13,0","17,3","0,3","56,4","1,3",,,
25/01/2014 22.00,"15,1","18,2","0,3","54,4","1,3",,,
25/01/2014 23.00,"10,1","11,6","0,3","60,6","1,3",,,
26/01/2014 0.00,"7,7","8,5","0,2","64,7","0,9",,,
26/01/2014 1.00,"7,3","8,7","0,2","67,1","0,6",,,
26/01/2014 2.00,"4,9","5,4","0,1","72,0","0,6",,,
26/01/2014 3.00,"3,5","3,9","0,1","77,2","0,4",,,
26/01/2014 4.00,"3,3","3,8","0,1","78,8","0,4",,,
26/01/2014 5.00,"6,2","10,2","0,1",,"0,3",,,
26/01/2014 6.00,"5,0","6,2","0,1","76,7","0,3",,,
26/01/2014 7.00,"5,9","6,4","0,1","74,9","0,3",,,
26/01/2014 8.00,"12,5","14,9","0,1","64,8","0,3",,,
26/01/2014 9.00,"25,5","34,7","0,2","49,4","0,6",,,
26/01/2014 10.00,"12,4","16,9","0,2","67,7","2,4",,,
26/01/2014 11.00,"8,6","11,0","0,2","76,5","1,0",,,
26/01/2014 12.00,"7,8","10,1","0,2","83,4","0,6",,,
26/01/2014 13.00,"10,8","15,0","0,3","81,5","0,9",,,
26/01/2014 14.00,"11,8","15,0","0,4","82,9","1,0",,,
26/01/2014 15.00,"6,3","9,9","0,3","85,6","0,8",,,
26/01/2014 16.00,"10,0","12,7","0,3","78,3","0,7",,,
26/01/2014 17.00,"10,8","13,0","0,4","72,1","0,8",,,
26/01/2014 18.00,"18,9","23,8","0,5","61,2","1,0",,,
26/01/2014 19.00,"22,3","27,6","0,5","56,1","1,3",,,
26/01/2014 20.00,"28,3","34,4","0,5","54,2","1,6",,,
26/01/2014 21.00,"29,4","36,0","0,5","56,6","1,4",,,
26/01/2014 22.00,"22,3","26,3","0,5","66,3","1,3",,,
26/01/2014 23.00,"12,3","13,6","0,3","77,9","1,0",,,
27/01/2014 0.00,"9,3","10,8","0,3","78,9","0,6",,,
27/01/2014 1.00,"8,7","10,2","0,2","78,8","0,4",,,
27/01/2014 2.00,"4,8","4,9","0,2","81,0","0,4",,,
27/01/2014 3.00,"3,7","4,2","0,2","83,1","0,3",,,
27/01/2014 4.00,"5,4","5,8","0,1","75,8","1,0",,,
27/01/2014 5.00,"4,4","5,1","0,2","78,2","0,3",,,
27/01/2014 6.00,"10,2","11,4","0,2","68,2","0,3",,,
27/01/2014 7.00,"32,4","41,3","0,3","38,3","0,4",,,
27/01/2014 8.00,"41,9","58,5","0,4","32,0","0,5",,,
27/01/2014 9.00,"46,2","76,4","0,5","29,8","0,9",,,
27/01/2014 10.00,"41,6","64,7","0,4","34,0","1,7",,,
27/01/2014 11.00,"28,1","43,8","0,4","49,3","1,0",,,
27/01/2014 12.00,"13,5","20,4","0,3","69,8","0,7",,,
27/01/2014 13.00,"15,1","21,5","0,3","75,1","0,8",,,
27/01/2014 14.00,"16,4","23,1","0,3","78,6","0,8",,,
27/01/2014 15.00,"17,4","23,0","0,3","80,4","0,8",,,
27/01/2014 16.00,"20,8","26,9","0,4","75,5","1,4",,,
27/01/2014 17.00,"46,5","60,1","0,8","55,0","1,3",,,
27/01/2014 18.00,"66,3","87,4","1,1","44,7","3,4",,,
27/01/2014 19.00,"77,1","119,0","1,4","32,5","4,1",,,
27/01/2014 20.00,"72,5","116,6","1,5","28,4","4,5",,,
27/01/2014 21.00,"58,7","84,3","1,2","23,0","4,8",,,
27/01/2014 22.00,"53,3","74,5","0,9","23,8","3,4",,,
27/01/2014 23.00,"33,5","39,8","0,7","34,6","2,2",,,
28/01/2014 0.00,"26,4","31,0","0,6","36,3","2,1",,,
28/01/2014 1.00,"14,5","16,1","0,4","53,2","1,5",,,
28/01/2014 2.00,"8,9","10,3","0,3","58,7","0,8",,,
28/01/2014 3.00,"8,3","8,9","0,3","61,0","0,6",,,
28/01/2014 4.00,"5,8","6,3","0,3","58,0","0,5",,,
28/01/2014 5.00,"4,6","5,0","0,2",,"0,5",,,
28/01/2014 6.00,"7,4","8,0","0,1","73,4","0,3",,,
28/01/2014 7.00,"22,3","29,0","0,2","61,4","0,4",,,
28/01/2014 8.00,"39,2","51,7","0,5","46,0","0,4",,,
28/01/2014 9.00,"60,3","104,7","0,8","25,1","1,4",,,
28/01/2014 10.00,"56,8","84,1","0,6","23,9","1,2",,,
28/01/2014 11.00,"40,7","66,9","0,6","41,3","1,7",,,
28/01/2014 12.00,"33,0","49,0","0,5","49,8","1,2",,,
28/01/2014 13.00,"23,5","35,4","0,6","61,8","1,5",,,
28/01/2014 14.00,"37,2","55,1","0,9","54,3","1,3",,,
28/01/2014 15.00,"28,9","39,6","0,6","57,5","1,3",,,
28/01/2014 16.00,"21,7","26,2","0,6","64,0","1,4",,,
28/01/2014 17.00,"27,7","32,2","0,7","60,4","2,1",,,
28/01/2014 18.00,"43,7","54,5","1,1","45,3","2,2",,,
28/01/2014 19.00,"56,1","75,2","1,2","31,6","3,2",,,
28/01/2014 20.00,"68,7","100,8","1,4","28,4","3,8",,,
28/01/2014 21.00,"58,7","73,4","1,0","31,0","3,5",,,
28/01/2014 22.00,"32,9","39,0","0,7","46,4","1,7",,,
28/01/2014 23.00,"26,3","29,7","0,5","51,8","1,4",,,
29/01/2014 0.00,"27,8","32,5","0,8","47,8","1,2",,,
29/01/2014 1.00,"23,7","25,1","0,6","43,6","1,2",,,
29/01/2014 2.00,"16,9","17,5","0,6","43,5","0,9",,,
29/01/2014 3.00,"18,2","20,4","0,5","36,5","0,8",,,
29/01/2014 4.00,"14,9","15,7","0,5","40,5","0,7",,,
29/01/2014 5.00,"16,7","17,8","0,3","46,9","0,7",,,
29/01/2014 6.00,"23,4","27,7","0,3","38,7","0,6",,,
29/01/2014 7.00,"49,4","71,5","0,8","25,0","0,8",,,
29/01/2014 8.00,"54,8","85,3","0,6","26,7","1,3",,,
29/01/2014 9.00,"61,5","103,0","0,9","29,7","1,7",,,
29/01/2014 10.00,"51,3","82,9","0,7","36,6","1,2",,,
29/01/2014 11.00,"40,3","65,5","0,8","48,4","2,2",,,
29/01/2014 12.00,"29,4","44,1","0,4","62,4","1,5",,,
29/01/2014 13.00,"29,0","43,4","0,4","70,0","0,9",,,
29/01/2014 14.00,"27,7","40,4","0,5","75,4","1,4",,,
29/01/2014 15.00,"21,8","32,2","0,3","77,4","1,1",,,
29/01/2014 16.00,"21,5","29,2","0,4","77,2","0,7",,,
29/01/2014 17.00,"46,3","64,7","0,7","61,5","1,3",,,
29/01/2014 18.00,"69,9","99,5","1,0","39,3","3,4",,,
29/01/2014 19.00,"71,8","102,0","1,3","37,1","3,6",,,
29/01/2014 20.00,"64,8","97,5","1,1","35,1","3,8",,,
29/01/2014 21.00,"53,2","75,5","0,8","35,3","2,7",,,
29/01/2014 22.00,"45,5","57,1","0,9","39,7","2,2",,,
29/01/2014 23.00,"40,3","46,3","0,7","39,5","2,2",,,
30/01/2014 0.00,"24,7","28,2","0,4","49,7","1,5",,,
30/01/2014 1.00,"15,3","16,8","0,4","49,2","0,9",,,
30/01/2014 2.00,"10,0","10,6","0,3","53,3","1,0",,,
30/01/2014 3.00,"7,1","7,9","0,2","67,9","0,5",,,
30/01/2014 4.00,"5,3","6,3","0,2","70,2","0,3",,,
30/01/2014 5.00,"6,7","7,3","0,2",,"0,3",,,
30/01/2014 6.00,"6,8","7,6","0,2","72,8","0,2",,,
30/01/2014 7.00,"14,6","18,2","0,2","75,2","0,2",,,
30/01/2014 8.00,"25,0","33,2","0,2","69,1","0,5",,,
30/01/2014 9.00,"27,5","45,0","0,4","67,9","0,9",,,
30/01/2014 10.00,"18,3","25,7","0,2","74,5","0,5",,,
30/01/2014 11.00,"14,2","19,7","0,3","77,5","0,5",,,
30/01/2014 12.00,"17,0","25,7","0,4","75,6","0,5",,,
30/01/2014 13.00,"19,7","30,7","0,6","75,0","0,6",,,
30/01/2014 14.00,"18,9","26,3","0,7","76,4","0,9",,,
30/01/2014 15.00,"12,5","18,1","0,6","77,1","0,8",,,
30/01/2014 16.00,"13,4","18,5","0,6","82,1","0,6",,,
30/01/2014 17.00,"15,6","23,2","0,6","77,0","0,7",,,
30/01/2014 18.00,"15,2","21,9","0,7","77,6","0,8",,,
30/01/2014 19.00,"15,3","20,2","0,6","79,6","0,9",,,
30/01/2014 20.00,"19,3","28,2","0,6","78,1","0,8",,,
30/01/2014 21.00,"16,8","23,8","0,7","76,9","0,8",,,
30/01/2014 22.00,"12,8","17,4","0,5","82,3","0,6",,,
30/01/2014 23.00,"8,5","10,8","0,5","81,6","0,3",,,
31/01/2014 0.00,"5,0","5,8","0,4","84,3","0,2",,,
31/01/2014 1.00,"3,5","4,8","0,5","84,7","0,1",,,
31/01/2014 2.00,"2,9","3,7","0,4","82,7","0,1",,,
31/01/2014 3.00,"2,5","3,1","0,4","86,2","0,1",,,
31/01/2014 4.00,"2,6","3,0","0,4","84,2","0,1",,,
31/01/2014 5.00,"3,0","3,4","0,4","80,7","0,2",,,
31/01/2014 6.00,"3,8","4,6","0,4","81,3","0,2",,,
31/01/2014 7.00,"8,1","11,3","0,4","77,9","0,2",,,
31/01/2014 8.00,"12,8","17,9","0,5","73,5","0,2",,,
31/01/2014 9.00,"18,7","29,8","0,6","68,6","0,4",,,
31/01/2014 10.00,"14,3","20,4","0,5","73,2","0,5",,,
31/01/2014 11.00,"12,6","19,5","0,5","77,6","0,4",,,
31/01/2014 12.00,"13,2","19,9","0,2","79,0","0,6",,,
31/01/2014 13.00,"15,6","25,3","0,2","77,5","0,5",,,
31/01/2014 14.00,"16,0","22,6","0,2","78,5","0,7",,,
31/01/2014 15.00,"12,2","17,2","0,2","81,0","0,9",,,
31/01/2014 16.00,"15,4","21,9","0,2","79,0","1,0",,,
31/01/2014 17.00,"16,0","22,5","0,3","77,6","1,1",,,
31/01/2014 18.00,"21,9","32,3","0,4","68,5","1,2",,,
31/01/2014 19.00,"28,1","40,0","0,5","61,8","1,7",,,
31/01/2014 20.00,"37,4","56,9","0,4","52,4","1,5",,,
31/01/2014 21.00,"23,0","32,2","0,3","62,5","1,5",,,
31/01/2014 22.00,"15,1","20,3","0,2","70,1","0,7",,,
31/01/2014 23.00,"11,4","15,9","0,2","68,8","0,5",,,
01/02/2014 0.00,"7,2","8,9","0,1","70,2","0,4",,,
01/02/2014 1.00,"4,6","5,5","0,1","72,8","0,3",,,
01/02/2014 2.00,"4,3","5,2","0,1","73,4","0,3",,,
01/02/2014 3.00,"3,3","4,2","0,1","73,4","0,3",,,
01/02/2014 4.00,"3,8","4,2","0,1","77,3","0,3",,,
01/02/2014 5.00,"3,2","3,6","0,1",,"0,2",,,
01/02/2014 6.00,"3,7","4,5","0,1","72,4","0,3",,,
01/02/2014 7.00,"7,8","10,2","0,1","66,5","0,2",,,
01/02/2014 8.00,"17,0","27,8","0,1","58,9","0,3",,,
01/02/2014 9.00,"27,0","44,9","0,4","52,6","0,8",,,
01/02/2014 10.00,"20,2","30,9","0,2","57,2","0,5",,,
01/02/2014 11.00,"19,7","31,5","0,2","55,9","0,8",,,
01/02/2014 12.00,"21,8","34,0","0,4","58,2","0,9",,,
01/02/2014 13.00,"21,6","36,7","0,7","55,3","1,2",,,
01/02/2014 14.00,"18,6","29,5","0,5","60,3","0,8",,,
01/02/2014 15.00,"10,3","15,3","0,5","64,4","0,8",,,
01/02/2014 16.00,"11,6","18,4","0,6","71,0","1,0",,,
