MARTINA FRANCA,,,,
,NO2,CO,O3,PM10
21/01/2011 17.00,"55,870781","0,830668","17,117844",
21/01/2011 18.00,"50,902524","0,789533","12,155577",
21/01/2011 19.00,"45,430705","0,79876","13,222301",
21/01/2011 20.00,"44,8207","0,771937","12,338555",
21/01/2011 21.00,"40,997178","0,707107","12,422595",
21/01/2011 22.00,"35,483811","0,568532","14,442204",
21/01/2011 23.00,"20,729597","0,441141","26,264335",
22/01/2011 0.00,"16,306454","0,410485","32,090015",
22/01/2011 1.00,"13,547182","0,398364","32,958855",
22/01/2011 2.00,,"0,354961","36,449108",
22/01/2011 3.00,"13,715911","0,342058","36,294595",
22/01/2011 4.00,"11,480975","0,326496",,
22/01/2011 5.00,"10,325861","0,329389","37,129543",
22/01/2011 6.00,"23,937934","0,365049","23,729668",
22/01/2011 7.00,"33,344915","0,61952","15,434382",
22/01/2011 8.00,"57,332198","1,076849","9,520605",
22/01/2011 9.00,"69,916352","1,194779","5,78637",
22/01/2011 10.00,"70,017589","0,849748","8,138058",
22/01/2011 11.00,"35,335862","0,515276","34,075738",
22/01/2011 12.00,"36,535089","0,470154","40,017983",
22/01/2011 13.00,"37,755077","0,463584","45,699986",
22/01/2011 14.00,"32,114545","0,4499","55,231437",
22/01/2011 15.00,"16,116975","0,294432","59,704384",
22/01/2011 16.00,"12,233742","0,333456","64,821161",
22/01/2011 17.00,"15,024165","0,399771","62,289207",
22/01/2011 18.00,"21,843165","0,443566","52,233191",
22/01/2011 19.00,"23,501863","0,493302","55,814274",
22/01/2011 20.00,"22,266272","0,533966","56,172099",
22/01/2011 21.00,"14,603649","0,402431","72,01312",
22/01/2011 22.00,"9,57051","0,287395","73,154394",
22/01/2011 23.00,"9,689912","0,316564","70,626512",
23/01/2011 0.00,"8,350509","0,314061","66,846184",
23/01/2011 1.00,"12,267483","0,402743","46,132358",
23/01/2011 2.00,"9,526383","0,466243","45,39501",
23/01/2011 3.00,"8,913786","0,461317","49,088572",
23/01/2011 4.00,"7,763871","0,452949","50,879125",
23/01/2011 5.00,"7,467956","0,388432","50,213591",
23/01/2011 6.00,"7,439403","0,437074","52,313168",
23/01/2011 7.00,"6,395913","0,452088","52,394484",
23/01/2011 8.00,"7,989701","0,431521","49,942511",
23/01/2011 9.00,"8,651616","0,4725","49,22006",
23/01/2011 10.00,"10,442674","0,492833","47,929676",
23/01/2011 11.00,"13,116291","0,496117","46,239451",
23/01/2011 12.00,"15,008589","0,499089","45,083249",
23/01/2011 13.00,"17,552415","0,508474","46,627102",
23/01/2011 14.00,"13,752247","0,466948","52,04616",
23/01/2011 15.00,"9,739232","0,458424","53,374469",
23/01/2011 16.00,"12,013096","0,454983","50,807283",
23/01/2011 17.00,"19,465478","0,52122","39,771283",
23/01/2011 18.00,"27,361732","0,654164","31,359426",
23/01/2011 19.00,"40,054927","0,814557","18,061221",
23/01/2011 20.00,"33,882246","0,744802","19,515616",
23/01/2011 21.00,"28,532411","0,634769","23,019408",
23/01/2011 22.00,"24,547937","0,610762","25,407702",
23/01/2011 23.00,"22,435007","0,534045","26,879713",
24/01/2011 0.00,"24,223471","0,546323","30,868754",
24/01/2011 1.00,"19,631592","0,504954","36,684959",
24/01/2011 2.00,,"0,471953","38,36028",
24/01/2011 3.00,"22,476535",,"38,962089",
24/01/2011 4.00,"15,725013","0,391853",,
24/01/2011 5.00,"19,821092","0,384353","33,963219",
24/01/2011 6.00,"33,451338","0,414044","25,259951",
24/01/2011 7.00,"36,156112","0,607589","22,624977",
24/01/2011 8.00,"53,80976","0,786754","13,562526",
24/01/2011 9.00,"54,85067","0,960451","14,850192",
24/01/2011 10.00,"35,154147","0,649704","33,435961",
24/01/2011 11.00,"33,080161","0,57602","47,043219",
24/01/2011 12.00,"25,199471","0,47671","59,549853",
24/01/2011 13.00,"28,021048","0,487649","59,158134",
24/01/2011 14.00,"27,20338","0,484914","63,862862",
24/01/2011 15.00,"26,564829","0,442018","65,425687",
24/01/2011 16.00,"34,040578","0,562191","61,372924",
24/01/2011 17.00,"35,605817","0,615948","56,424226",
24/01/2011 18.00,"48,174406","0,752531","37,755754",
24/01/2011 19.00,"42,834954","0,707291","40,337864",
24/01/2011 20.00,"33,409807","0,615323","44,325569",
24/01/2011 21.00,"28,109305","0,514762","49,859818",
24/01/2011 22.00,"22,538827","0,481007","53,861088",
24/01/2011 23.00,"12,454382","0,400449","63,290877",
25/01/2011 0.00,"8,477701","0,361615","68,792607",
25/01/2011 1.00,"6,709997","0,350597","65,021761",
25/01/2011 2.00,"5,830042","0,349659","65,474484",
25/01/2011 3.00,"5,035745","0,3731","68,403582",
25/01/2011 4.00,"5,207062","0,367553","69,660077",
25/01/2011 5.00,"5,933871","0,385602","67,709605",
25/01/2011 6.00,"8,264849","0,385759","65,671028",
25/01/2011 7.00,"18,338932","0,516793","57,526185",
25/01/2011 8.00,"33,433173","0,670566","48,084208",
25/01/2011 9.00,"40,112018","0,809805","42,945727",
25/01/2011 10.00,"34,68173","0,68971","47,379374",
25/01/2011 11.00,"35,135982","0,701508","54,10506",
25/01/2011 12.00,"34,450702","0,655798","60,466136",
25/01/2011 13.00,"35,320279","0,667362","63,345101",
25/01/2011 14.00,"35,07109","0,635405","61,13436",
25/01/2011 15.00,"30,453264","0,593289","67,340923",
25/01/2011 16.00,"34,73364","0,609464","62,271593",
25/01/2011 17.00,"53,744864","0,851842","45,763684",
25/01/2011 18.00,"75,385585","1,095002","25,547311",
25/01/2011 19.00,"101,454658","1,836203","8,86593",
25/01/2011 20.00,"77,872314","1,755879","8,237006",
25/01/2011 21.00,"72,190237","1,529753","11,391105",
25/01/2011 22.00,"62,513297","1,361994","4,856538",
25/01/2011 23.00,"56,828616","1,144775","8,914725",
26/01/2011 0.00,"47,208789","1,011006","7,441362",
26/01/2011 1.00,"37,542232","0,888957","12,987821",
26/01/2011 2.00,,"0,740028","23,117003",
26/01/2011 3.00,"27,935391","0,681192","29,129733",
26/01/2011 4.00,"20,688069","0,57563",,
26/01/2011 5.00,"58,136861","0,553596","20,54844",
26/01/2011 6.00,"42,21717","0,50648","35,69819",
26/01/2011 7.00,"54,414583","0,601727","26,544912",
26/01/2011 8.00,"73,345333","1,057341","11,232527",
26/01/2011 9.00,"64,262837","1,102113","23,321669",
26/01/2011 10.00,"37,199603","0,861766","50,46163",
26/01/2011 11.00,"27,719946","0,783472","66,904463",
26/01/2011 12.00,"33,054196","0,680488","65,879772",
26/01/2011 13.00,"29,290367","0,534921","73,491912",
26/01/2011 14.00,"34,622017","0,628607","68,682805",
26/01/2011 15.00,"29,928918","0,599774","73,558327",
26/01/2011 16.00,"21,209816","0,428265","84,081947",
26/01/2011 17.00,"27,263092","0,443346","71,580739",
26/01/2011 18.00,"41,124366","0,537656","55,903729",
26/01/2011 19.00,"33,134652","0,549845","64,377936",
26/01/2011 20.00,"36,685638","0,57774","61,91782",
26/01/2011 21.00,"32,73231","0,522733","64,952629",
26/01/2011 22.00,"22,191016","0,404669","72,837234",
26/01/2011 23.00,"13,445952","0,369273","76,753094",
27/01/2011 0.00,"12,148076","0,38701","74,711793",
27/01/2011 1.00,"12,558205","0,381618","70,129055",
27/01/2011 2.00,"5,68468","0,288401","80,382958",
27/01/2011 3.00,"5,671701",,"77,814399",
27/01/2011 4.00,"4,628212","0,19569","81,05256",
27/01/2011 5.00,"7,268084","0,213537","72,793863",
27/01/2011 6.00,"31,045087","0,213146","46,763996",
27/01/2011 7.00,"39,766789","0,262695","49,52773",
27/01/2011 8.00,"46,13675","0,454706","37,587676",
27/01/2011 9.00,"53,391853","0,686716","29,190741",
27/01/2011 10.00,"31,662871","0,327585","62,916773",
27/01/2011 11.00,"27,899042","0,304729","67,374804",
27/01/2011 12.00,"34,34948","0,288447","62,398993",
27/01/2011 13.00,"35,180109","0,397017","59,892793",
27/01/2011 14.00,"38,131472","0,34011","59,345185",
27/01/2011 15.00,"27,421425","0,282029","67,442589",
27/01/2011 16.00,"21,043682","0,26747","75,739239",
27/01/2011 17.00,"22,533627","0,336274","74,515264",
27/01/2011 18.00,"21,360365","0,28876","75,741933",
27/01/2011 19.00,"25,895133","0,297059","69,394416",
27/01/2011 20.00,"22,572575","0,26559","71,624111",
27/01/2011 21.00,"19,366838","0,250796","74,650804",
27/01/2011 22.00,"13,791185","0,200856","79,558867",
27/01/2011 23.00,"9,007233","0,157257","84,156498",
28/01/2011 0.00,"7,878084","0,149429","85,112088",
28/01/2011 1.00,"6,484169","0,141368","85,648844",
28/01/2011 2.00,,"0,120232","83,565526",
28/01/2011 3.00,"9,048765","0,126807","83,599415",
28/01/2011 4.00,"9,791147","0,12399",,
28/01/2011 5.00,"7,343361","0,159996","86,298096",
28/01/2011 6.00,"15,805483","0,199291","78,703566",
28/01/2011 7.00,"25,279947","0,396469","70,831176",
28/01/2011 8.00,"45,358031","0,560378","56,715636",
28/01/2011 9.00,"52,031676","0,63028","53,539834",
28/01/2011 10.00,"45,080276","0,564762","56,486569",
28/01/2011 11.00,"47,299629","0,519128","49,800187",
28/01/2011 12.00,"38,118489","0,521711","55,158237",
28/01/2011 13.00,"51,193243","0,547699","46,521387",
28/01/2011 14.00,"56,66248","0,742527","44,230688",
28/01/2011 15.00,"42,305427","0,471927","52,882462",
28/01/2011 16.00,"44,911558","0,536035","49,827299",
28/01/2011 17.00,"55,382782","0,650396","39,49749",
28/01/2011 18.00,"51,26854","0,607658","40,012557",
28/01/2011 19.00,"65,015591","0,740727","25,775022",
28/01/2011 20.00,"58,362707","0,700884","28,092811",
28/01/2011 21.00,"58,025242","0,74965","31,475993",
28/01/2011 22.00,"36,418284","0,492669","47,894445",
28/01/2011 23.00,"28,259856","0,40187","48,203469",
29/01/2011 0.00,"25,002191","0,402809","50,403354",
29/01/2011 1.00,"18,165015","0,37048","57,885384",
29/01/2011 2.00,"12,755487","0,296667","56,577383",
29/01/2011 3.00,"10,084465","0,210406","58,045323",
29/01/2011 4.00,"10,141573","0,216982","53,951902",
29/01/2011 5.00,"10,03255","0,234985","53,158968",
29/01/2011 6.00,"13,03323","0,238742","50,285432",
29/01/2011 7.00,"23,325347","0,574234","41,933204",
29/01/2011 8.00,"43,468324","0,728281","24,221694",
29/01/2011 9.00,"47,873304","0,887339","22,942161",
29/01/2011 10.00,"40,524743","0,689691","36,417928",
29/01/2011 11.00,"40,698658","0,579322","58,29743",
29/01/2011 12.00,"43,647421","0,585271","55,493019",
29/01/2011 13.00,"52,177043","0,640377","61,028645",
29/01/2011 14.00,"47,073801","0,635602","65,946179",
29/01/2011 15.00,"29,575904","0,366411","77,486379",
29/01/2011 16.00,"38,217133","0,471457","65,820114",
29/01/2011 17.00,"50,279558","0,639047","49,968265",
29/01/2011 18.00,"68,244687","0,863151","28,664818",
29/01/2011 19.00,"74,419972","0,93219","20,601308",
29/01/2011 20.00,"68,029246","0,976886","20,068622",
29/01/2011 21.00,"67,006538","0,801312","20,713806",
29/01/2011 22.00,"55,551514","0,612511","28,948109",
29/01/2011 23.00,"46,100402","0,462456","38,562231",
30/01/2011 0.00,"36,916666","0,419717","38,86992",
30/01/2011 1.00,"40,994578","0,467543","27,774291",
30/01/2011 2.00,,"0,418699","28,667532",
30/01/2011 3.00,"36,252148",,"27,270075",
30/01/2011 4.00,"21,645905","0,395096",,
30/01/2011 5.00,"16,44403","0,319352","47,846983",
30/01/2011 6.00,"20,098829","0,352172","40,809559",
30/01/2011 7.00,"17,121525","0,298751","47,349549",
30/01/2011 8.00,"15,74318","0,307602","48,749719",
30/01/2011 9.00,"12,553015","0,314496","55,846792",
30/01/2011 10.00,"14,627016","0,34003","59,47125",
30/01/2011 11.00,"9,928721","0,33306","70,916564",
30/01/2011 12.00,"12,142888","0,353738","65,127491",
30/01/2011 13.00,"29,453901","0,933772","49,393548",
30/01/2011 14.00,"17,163058","0,479851","70,940962",
30/01/2011 15.00,"11,833989","0,34003","71,996856",
30/01/2011 16.00,"13,053991","0,350684","72,902287",
30/01/2011 17.00,"12,890457","0,32742","73,65185",
30/01/2011 18.00,"17,022889","0,403008","67,522551",
30/01/2011 19.00,"22,756872","0,411311","59,213716",
30/01/2011 20.00,"21,459005","0,389144","57,989741",
30/01/2011 21.00,"17,967741","0,36823","64,260029",
30/01/2011 22.00,"14,172759","0,335174","67,887177",
30/01/2011 23.00,"14,261011","0,329926","63,749007",
31/01/2011 0.00,"16,947609","0,317001","61,273971",
31/01/2011 1.00,"13,204544","0,334861","63,004874",
31/01/2011 2.00,"15,761358","0,445071","56,315778",
31/01/2011 3.00,"33,596708","0,883719","32,987325",
31/01/2011 4.00,"28,176799","0,750872","34,891712",
31/01/2011 5.00,"20,296109","0,414914","46,122884",
31/01/2011 6.00,"21,087811","0,4193","42,936229",
31/01/2011 7.00,"51,123169","1,051972","19,323136",
31/01/2011 8.00,"54,697498","1,012102","7,563352",
31/01/2011 9.00,"57,78645","1,106647","10,497876",
31/01/2011 10.00,"56,023931","1,049309","16,609547",
31/01/2011 11.00,"43,829118","0,6398","30,246614",
31/01/2011 12.00,"49,22828","0,67074","27,022035",
31/01/2011 13.00,"55,432109","0,81659","37,442639",
31/01/2011 14.00,"52,545641","0,66792","42,392711",
31/01/2011 15.00,"43,406014","0,579173","49,431512",
31/01/2011 16.00,"58,186192","0,73591","31,699632",
31/01/2011 17.00,"57,88249","0,769515","30,452637",
31/01/2011 18.00,"58,526243","0,79458","20,137749",
31/01/2011 19.00,"64,748233","1,064113","13,706201",
31/01/2011 20.00,"51,585221","0,850742","24,259639",
31/01/2011 21.00,"53,101133","0,804293","20,083525",
31/01/2011 22.00,"38,980288","0,570555","31,282179",
31/01/2011 23.00,"21,596576","0,420475","49,645675",
01/02/2011 0.00,"16,381738","0,348412","54,225695",
01/02/2011 1.00,"13,362889","0,294991","56,605831",
01/02/2011 2.00,,"0,373567","46,523202",
01/02/2011 3.00,,"0,337603","45,011411",
01/02/2011 4.00,,"0,393844",,
01/02/2011 5.00,,"0,379431","49,99129",
01/02/2011 6.00,,"0,472253","32,384138",
01/02/2011 7.00,,"1,150512","14,061321",
01/02/2011 8.00,,"1,761877","2,808471",
01/02/2011 9.00,,"2,21807","6,718913",
01/02/2011 10.00,,"0,948655","26,955603",
01/02/2011 11.00,,"0,726668","45,849072",
01/02/2011 12.00,,"0,691262","52,87161",
01/02/2011 13.00,,"0,70685","55,034889",
01/02/2011 14.00,,"0,667841","57,976195",
01/02/2011 15.00,,"0,610504","55,62451",
01/02/2011 16.00,,"0,63275","42,38593",
01/02/2011 17.00,"74,747036","0,866721","28,598405",
01/02/2011 18.00,"81,926868","0,970039","19,661997",
01/02/2011 19.00,"89,66997","0,984061","11,594421",
01/02/2011 20.00,"93,994471","1,252576","9,79847",
01/02/2011 21.00,"80,940482","1,347354","2,95079",
01/02/2011 22.00,"63,933169","1,361142","2,31509",
01/02/2011 23.00,"51,917471","1,311323","1,756649",
02/02/2011 0.00,"48,493673","1,244899","0,978627",
02/02/2011 1.00,"39,852446","1,457957","2,292047",
02/02/2011 2.00,"34,141818","1,007246","1,413723",
02/02/2011 3.00,"28,381862",,"2,717655",
02/02/2011 4.00,"22,858112","0,870042","4,683043",
02/02/2011 5.00,"20,703633","0,749069","5,943602",
02/02/2011 6.00,"84,442137","0,754464","0,450006",
02/02/2011 7.00,"130,384153","1,869973","1,362216",
02/02/2011 8.00,"95,723246","1,850579","1,022001",
02/02/2011 9.00,"78,092941","1,347525","5,657604",
02/02/2011 10.00,"69,799566","0,947303","13,231794",
02/02/2011 11.00,"72,821003","0,623559","24,701512",
02/02/2011 12.00,"58,360089","0,703869","31,743024",
02/02/2011 13.00,"64,524987","0,716068","33,605397",
02/02/2011 14.00,"57,744923","0,719118","40,854289",
02/02/2011 15.00,"49,672153","0,602915","45,193054",
02/02/2011 16.00,"54,643007","0,667271","39,695393",
02/02/2011 17.00,"65,443899","0,897803","29,953847",
02/02/2011 18.00,"68,029246","0,911957","30,727788",
02/02/2011 19.00,"81,122183","1,030585","26,520513",
02/02/2011 20.00,"80,756185","1,118637","24,048188",
02/02/2011 21.00,"67,471168","1,008533","29,567536",
02/02/2011 22.00,"53,326961","0,674936","43,025685",
02/02/2011 23.00,"30,240401","0,531127","55,377829",
03/02/2011 0.00,"21,103394","0,421571","63,629727",
03/02/2011 1.00,"15,288926","0,344154","63,922496",
03/02/2011 2.00,,"0,351505","61,669761",
03/02/2011 3.00,"21,308456","0,344857","57,543799",
03/02/2011 4.00,"14,017019","0,313421",,
03/02/2011 5.00,"9,814508","0,3074","67,668943",
03/02/2011 6.00,"13,858673","0,38169","73,920236",
03/02/2011 7.00,"26,107978","0,513063","46,418362",
03/02/2011 8.00,"52,475545","0,831412","26,65741",
03/02/2011 9.00,"58,240705","0,98562","22,38777",
03/02/2011 10.00,"47,868103","0,805684","36,388122",
03/02/2011 11.00,"36,602581","0,57789","59,391269",
03/02/2011 12.00,"34,762187","0,569131","61,644004",
03/02/2011 13.00,"45,788917","0,578203","59,717931",
03/02/2011 14.00,"43,089347","0,581879","56,490641",
03/02/2011 15.00,"43,333336","0,530189","52,547661",
03/02/2011 16.00,"57,127136","0,727877","40,507277",
03/02/2011 17.00,"55,709846","0,749694","40,946457",
03/02/2011 18.00,"64,143432","0,937215","30,638333",
03/02/2011 19.00,"65,028574","0,938702","32,123888",
03/02/2011 20.00,"49,290576","0,714661","47,688399",
03/02/2011 21.00,"31,847168","0,473496","59,782987",
03/02/2011 22.00,"23,618668","0,370429","61,297015",
03/02/2011 23.00,"20,695851","0,331172","59,004958",
04/02/2011 0.00,"19,901567","0,401943","56,742748",
04/02/2011 1.00,"14,842464","0,342513","57,749826",
04/02/2011 2.00,"11,091609","0,333597","61,779544",
04/02/2011 3.00,"8,316764","0,334535","67,847854",
04/02/2011 4.00,"6,388127","0,325621","73,617954",
04/02/2011 5.00,"6,676255","0,321789","75,211958",
04/02/2011 6.00,"17,349953","0,396078","67,424979",
04/02/2011 7.00,"45,555293","0,643969","40,02339",
04/02/2011 8.00,"57,085587","0,846896","22,597863",
04/02/2011 9.00,"57,236158","0,934478","22,707668",
04/02/2011 10.00,"48,187389","0,874734","32,404466",
04/02/2011 11.00,"47,502109","0,770651","44,020593",
04/02/2011 12.00,"42,31581","0,647956","50,00621",
04/02/2011 13.00,"52,410671","0,686821","47,913417",
04/02/2011 14.00,"59,624226","0,755402","42,650248",
04/02/2011 15.00,"41,220406","0,530346","55,403564",
04/02/2011 16.00,"47,058236","0,585555","53,465283",
04/02/2011 17.00,"41,918668","0,551458","52,81196",
04/02/2011 18.00,"46,118567","0,591106","48,798516",
04/02/2011 19.00,"50,38858","0,635367","40,467996",
04/02/2011 20.00,"49,934325","0,574528","34,926944",
04/02/2011 21.00,"37,656455","0,449488","37,221711",
04/02/2011 22.00,"26,645306","0,308886","42,995883",
04/02/2011 23.00,"21,638104","0,294419","45,18627",
05/02/2011 0.00,"19,216287","0,299815","45,666089",
05/02/2011 1.00,"16,854158","0,248517","48,461002",
05/02/2011 2.00,,"0,237802","52,516482",
05/02/2011 3.00,"15,429093",,"51,902477",
05/02/2011 4.00,"14,808713","0,244426",,
05/02/2011 5.00,"13,767818","0,239626","48,492186",
05/02/2011 6.00,"15,950848","0,267563","45,846378",
05/02/2011 7.00,"21,303254","0,352238","42,667862",
05/02/2011 8.00,"34,829679","0,504907","32,588803",
05/02/2011 9.00,"36,709004","0,565659","34,23025",
05/02/2011 10.00,"35,520141","0,515924","39,172183",
05/02/2011 11.00,"32,407846","0,43778","50,522638",
05/02/2011 12.00,"36,524706","0,488774","57,070745",
05/02/2011 13.00,"45,300918","0,616654","58,770488",
05/02/2011 14.00,"43,024433","0,581398","61,94086",
05/02/2011 15.00,"28,750456","0,434317","72,206947",
05/02/2011 16.00,"29,835478","0,471776","69,876948",
05/02/2011 17.00,"36,278095","0,529381","62,282422",
05/02/2011 18.00,"60,062916","0,818663","41,119942",
05/02/2011 19.00,"69,334913","0,841406","32,53053",
05/02/2011 20.00,"60,23163","0,660486","38,94312",
05/02/2011 21.00,"69,558137","0,764521","31,69287",
05/02/2011 22.00,"68,660012","0,74406","31,846026",
05/02/2011 23.00,"48,467726","0,609571","45,109006",
06/02/2011 0.00,"45,666916","0,550628","49,438274",
06/02/2011 1.00,"41,308663","0,544805","53,858375",
06/02/2011 2.00,"31,600313","0,573446","60,12912",
06/02/2011 3.00,"16,244164","0,409134","72,109375",
06/02/2011 4.00,"12,859311","0,373014","74,05847",
06/02/2011 5.00,"11,247359","0,372306","75,67959",
06/02/2011 6.00,"19,810709","0,378129","61,45426",
06/02/2011 7.00,"16,802253","0,383166","66,880065",
06/02/2011 8.00,"23,527809","0,436521","64,348126",
06/02/2011 9.00,"27,953554","0,58911","64,631397",
06/02/2011 10.00,"25,88475","0,543625","69,448647",
06/02/2011 11.00,"23,58232","0,523479","77,068907",
06/02/2011 12.00,"25,757564","0,547324","80,679814",
06/02/2011 13.00,"30,318277","0,489797","80,602547",
