,Provincia di FOGGIA,,,
,MICHELANGELO,,,
Parm,SO2,NO2,CO,PM10



10/02/2005 6.00,"0,21934554","14,3778251","0,33140056",
10/02/2005 7.00,"0,23583722","16,9969305","0,35343887",
10/02/2005 8.00,"0,30174288","20,72699776","0,36263538",
10/02/2005 9.00,"0,32796114","24,76598304","0,4385992",
10/02/2005 10.00,"0,18023071","34,44032064","0,40634967",
10/02/2005 11.00,"0,28283482","23,12546792","0,36867124",
10/02/2005 12.00,"0,29364858","12,38169136","0,34156868",
10/02/2005 13.00,"0,38954761","9,19023258","0,34634984",
10/02/2005 14.00,"0,48212512","8,91638256","0,40043497",
10/02/2005 15.00,"0,46850241","13,29150318","0,38054259",
10/02/2005 16.00,"0,4338878","19,9573604","0,44236565",
10/02/2005 17.00,"0,32856524","19,231852","0,38702465",
10/02/2005 18.00,"0,47185546","28,9036084","0,41283173",
10/02/2005 19.00,"0,43675777","41,48516112","0,50220471",
10/02/2005 20.00,"0,35898066","47,12701424","0,55090171",
10/02/2005 21.00,"0,36405549","61,92405872","0,59250852",
10/02/2005 22.00,"0,21559993","29,86272496","0,40679587",
10/02/2005 23.00,"0,20720358","18,87625059","0,3766946",
11/02/2005 0.00,"0,24054898","17,4459962","0,42595779",
11/02/2005 1.00,,"13,32784647","0,40100116",
11/02/2005 2.00,"0,71135896",,"0,36688996",
11/02/2005 3.00,"0,66835409","10,57635419",,
11/02/2005 4.00,"0,6791048","9,61982839","0,38070453",
11/02/2005 5.00,"0,67221971","10,16233927","0,38285162",
11/02/2005 6.00,"0,6057191","12,9306973","0,41404683",
11/02/2005 7.00,"0,59916555","21,98983552","0,44941506",
11/02/2005 8.00,"0,5586381","65,64635944","0,56370389",
11/02/2005 9.00,"0,6101583","76,35900864","0,60053071",
11/02/2005 10.00,"0,74602849","65,6658236","0,59198194",
11/02/2005 11.00,"0,63081561","41,01016296",,
11/02/2005 12.00,,,,
11/02/2005 13.00,"0,72654887","26,92824472","0,4996021",
11/02/2005 14.00,"1,13140945","19,15009488","0,48042853",
11/02/2005 15.00,"1,10619192","14,33369996","0,44148957",
11/02/2005 16.00,"1,2715968","15,34214612","0,52782655",
11/02/2005 17.00,"1,09411199","28,51294856","0,58933855",
11/02/2005 18.00,"1,02625267","38,77002552","0,64741147",
11/02/2005 19.00,"1,03268519","52,25102128","0,81538117",
11/02/2005 20.00,"1,43920653","94,50453872","1,24346974",
11/02/2005 21.00,"1,26329198","93,68039024","1,24200767",
11/02/2005 22.00,"0,9530785","66,62495928","0,89788414",
11/02/2005 23.00,"0,86773389","41,32422808","0,53972703",
12/02/2005 0.00,"0,7693127","24,69460808","0,98398347",
12/02/2005 1.00,"0,70009365","13,91837341","0,75647877",
12/02/2005 2.00,"0,61870517","15,74318047","0,48979746",
12/02/2005 3.00,"0,7186061","13,20195083","0,49410679",
12/02/2005 4.00,"0,62604384","12,81259306","0,52869797",
12/02/2005 5.00,"0,62060798","12,99169775","0,5328477",
12/02/2005 6.00,"0,57696851","18,83341606","0,49497705",
12/02/2005 7.00,"0,59614608","25,31887608","0,60617863",
12/02/2005 8.00,"0,62103105","42,06401912","0,58748038",
12/02/2005 9.00,"0,93103299","80,54724464","1,17808528",
12/02/2005 10.00,"1,02401832","72,23176544","0,98750177",
12/02/2005 11.00,"0,94401906","40,04194528","0,68994679",
12/02/2005 12.00,"0,94145216","21,83798448","0,53395445",
12/02/2005 13.00,"1,02151141","20,57386568","0,58522843",
12/02/2005 14.00,"1,05681555","19,1890232","0,58455623",
12/02/2005 15.00,"1,05150071","19,250016","0,52980472",
12/02/2005 16.00,"1,13122842","16,96838051","0,48367072",
12/02/2005 17.00,"1,26120814","22,41424216","0,60262188",
12/02/2005 18.00,"1,21672355","27,99768368","0,6937808",
12/02/2005 19.00,"1,21315998","47,8694056","0,97062208",
12/02/2005 20.00,"1,14074144","50,47553808","0,88424549",
12/02/2005 21.00,"1,26072507","42,78822736","0,77632338",
12/02/2005 22.00,"1,26878886","40,9439504","0,80126836",
12/02/2005 23.00,"1,38252099","35,57337184","0,67362048",
13/02/2005 0.00,"1,44899109","22,39217768","0,69710222",
13/02/2005 1.00,,"43,56696584","0,81609299",
13/02/2005 2.00,"0,52135183",,"0,84949703",
13/02/2005 3.00,"0,40547587","40,46245144",,
13/02/2005 4.00,"0,47572514","31,030804","0,65473932",
13/02/2005 5.00,"0,50815117","28,46621928","0,52004319",
13/02/2005 6.00,"0,58344375","23,09432144","0,49052209",
13/02/2005 7.00,"0,45863751","15,46414702","0,32109381",
13/02/2005 8.00,"0,41930096","17,46545654","0,21785151",
13/02/2005 9.00,"0,46605449","18,75554986","0,32902746",
13/02/2005 10.00,"0,55603153","25,94444424","0,429073",
13/02/2005 11.00,"0,42481819","16,12606038","0,27061785",
13/02/2005 12.00,"0,34593662","10,35701911","0,26548719",
13/02/2005 13.00,"0,26672757","14,26880286","0,27831384",
13/02/2005 14.00,"0,32048314","12,03516813","0,25056937",
13/02/2005 15.00,"0,34148623","8,29599974","0,19318613",
13/02/2005 16.00,"0,30823134","8,67238268","0,20005264",
13/02/2005 17.00,"0,26663909","9,30574415","0,18320091",
13/02/2005 18.00,"0,397288","11,49135135","0,32452823",
13/02/2005 19.00,"0,33949901","13,83920514","0,31754289",
13/02/2005 20.00,"0,48788846","14,20780241","0,36778235",
13/02/2005 21.00,"0,33558254","15,87297277","0,39347526",
13/02/2005 22.00,"0,29778879","13,28501385","0,25988238",
13/02/2005 23.00,"0,3301243","9,52508497","0,3142273",
14/02/2005 0.00,"0,23145496","8,26484944","0,30933313",
14/02/2005 1.00,"0,34952561","7,34206279","0,31675418",
14/02/2005 2.00,"0,29514764","6,54776446","0,31426691",
14/02/2005 3.00,"0,30995109","5,4341908","0,29836233",
14/02/2005 4.00,"0,26100288","4,65546762","0,30321688",
14/02/2005 5.00,"0,31807997","5,00589324","0,31016261",
14/02/2005 6.00,"0,33988445","12,27267103","0,35404816",
14/02/2005 7.00,"0,41671982","41,32294704","0,4750905",
14/02/2005 8.00,"0,39061343","31,8731356","0,42295675",
14/02/2005 9.00,"0,41603741","29,00743","0,56246783",
14/02/2005 10.00,"0,34510573","28,83481464","0,43286158",
14/02/2005 11.00,"0,42330591","33,53311488","0,42946793",
14/02/2005 12.00,"0,59278794","39,24114232","0,51652955",
14/02/2005 13.00,"0,68258701","39,69929576","0,56096847",
14/02/2005 14.00,"0,77004291","19,34607488","0,4096175",
14/02/2005 15.00,"0,56413092","16,69192826","0,30293961",
14/02/2005 16.00,"0,7050444","33,18268352","0,42449571",
14/02/2005 17.00,"0,78217673","28,56485936","0,49363963",
14/02/2005 18.00,"0,82540025","30,42860048","0,57849124",
14/02/2005 19.00,"0,66143544","43,49167128","0,60189492",
14/02/2005 20.00,"0,62583638","20,8606848","0,42753403",
14/02/2005 21.00,"0,63307436","17,99629466","0,37634626",
14/02/2005 22.00,"0,57080549","17,96643878","0,35124634",
14/02/2005 23.00,"0,60892672","15,56278327","0,33269837",
15/02/2005 0.00,"0,62005168","18,48559075","0,37310989",
15/02/2005 1.00,,"16,77888793","0,41498349",
15/02/2005 2.00,"1,06758558",,"0,41928583",
15/02/2005 3.00,"0,84706845","8,29859433",,
15/02/2005 4.00,"1,0010809","5,83263822","0,29461685",
15/02/2005 5.00,"0,86981976","6,29468066","0,28090131",
15/02/2005 6.00,"0,84356794","6,14931895","0,23944245",
15/02/2005 7.00,"0,82606639","7,78723375","0,20906508",
15/02/2005 8.00,"0,78231301","6,64640262","0,16057079",
15/02/2005 9.00,"0,67905497","13,15392904","0,13860355",
15/02/2005 10.00,"0,67030368","11,74573913","0,12634192",
15/02/2005 11.00,"0,61429953","10,77233419","0,14834877",
15/02/2005 12.00,"0,72980835","10,87616918","0,14013669",
15/02/2005 13.00,"0,78231301","7,82616781","0,10409974",
15/02/2005 14.00,"0,63880109","7,19410458","0,17428633",
15/02/2005 15.00,"0,41478345","7,3848935","0,17137849",
15/02/2005 16.00,"0,57929642","9,14999837","0,30864578",
15/02/2005 17.00,"0,61604978","12,15067014","0,23067932",
15/02/2005 18.00,"0,76656172","18,28830677","0,29422308",
15/02/2005 19.00,"0,63355134","35,04382432","0,31921699",
15/02/2005 20.00,"0,65980316","23,11768608","0,27673643",
15/02/2005 21.00,"0,44978656","21,61863984","0,24718388",
15/02/2005 22.00,"0,41303319","18,44016163","0,19645046",
15/02/2005 23.00,"0,41653371","11,21620308","0,16674063",
16/02/2005 0.00,"0,58279694","11,55884113","0,18151749",
16/02/2005 1.00,"0,45853682","8,95272203","0,19680345",
16/02/2005 2.00,"0,38853163","5,2719576","0,19770749",
16/02/2005 3.00,"0,39028087","4,23236114","0,1813206",
16/02/2005 4.00,"0,38678137","4,32580822","0,18591769",
16/02/2005 5.00,"0,35702904","5,85599903","0,20116521",
16/02/2005 6.00,"0,37978034","11,92874047","0,18694056",
16/02/2005 7.00,"0,35177827","25,92628024","0,27107686",
16/02/2005 8.00,"0,32552645","39,55782688","0,26074215",
16/02/2005 9.00,"0,4865389","56,32763472","0,70040616",
16/02/2005 10.00,"0,66330367","55,77604184","0,67930335",
16/02/2005 11.00,"0,60379799","46,14453304","0,55170323",
16/02/2005 12.00,"0,56529538","24,17804304","0,2932806",
16/02/2005 13.00,"0,50404046","19,46937976","0,25732287",
16/02/2005 14.00,"0,59504772","16,43494781","0,27390665",
16/02/2005 15.00,"0,57229641","16,93593005","0,27964311",
16/02/2005 16.00,"0,60204875","17,51218582","0,30860617",
16/02/2005 17.00,"0,76131095","19,89766776","0,3042048",
16/02/2005 18.00,"0,71930783","26,73226472","0,35505705",
16/02/2005 19.00,"0,7245586","42,615612","0,53386242",
16/02/2005 20.00,"0,51979175","22,5505104","0,34322764",
16/02/2005 21.00,"0,56179487","15,83144222","0,33069224",
16/02/2005 22.00,"0,48128915","15,51994874","0,23578785",
16/02/2005 23.00,"0,58629745","13,23829413","0,23956012",
17/02/2005 0.00,"0,6580529","10,92807424","0,23162181",
17/02/2005 1.00,,"13,21752216","0,2654569",
17/02/2005 2.00,"0,53817606",,"0,23637617",
17/02/2005 3.00,"0,46890616","6,70999766",,
17/02/2005 4.00,"0,42272622","6,79565908","0,31892458",
17/02/2005 5.00,"0,41562146","7,05133937","0,31773977",
17/02/2005 6.00,"0,44226381","8,22461522","0,31130431",
17/02/2005 7.00,"0,45292095","16,24157004","0,3051834",
17/02/2005 8.00,"0,47068184","39,29177208","0,38028513",
17/02/2005 9.00,"0,3712172","54,48075744","0,72029504",
17/02/2005 10.00,"0,68559733","63,97987936","0,90678474",
17/02/2005 11.00,"0,63408831","32,10804392","0,39272267",
17/02/2005 12.00,"0,78328628","15,31488482","0,35722628",
17/02/2005 13.00,"0,73888203","12,11303242","0,35592265",
17/02/2005 14.00,"0,74598679","15,28633293","0,37977136",
17/02/2005 15.00,"0,6554026","16,33371697","0,36409629",
17/02/2005 16.00,"0,60567028","16,81652374","0,31829198",
17/02/2005 17.00,"0,6731645","22,2844556","0,35300083",
17/02/2005 18.00,"0,80104717","37,12172856","0,46908725",
17/02/2005 19.00,"0,56304273","47,77594704","0,62173953",
17/02/2005 20.00,"0,57547555","24,96456336","0,59536277",
17/02/2005 21.00,"0,73177727","68,06169344","1,01900337",
17/02/2005 22.00,"0,60744596","32,43121016","0,4873696",
17/02/2005 23.00,"0,42805428","14,83726722","0,36875512",
18/02/2005 0.00,"0,55416127","15,87686942","0,56397184",
18/02/2005 1.00,"0,55060889","17,16046386","0,3876689",
18/02/2005 2.00,"0,48844374","18,52841573","0,38395721",
18/02/2005 3.00,"0,50975803","7,695083","0,35418447",
18/02/2005 4.00,"0,46890616","6,26872144","0,33807485",
18/02/2005 5.00,"0,50975803","7,37450943","0,32342614",
18/02/2005 6.00,"0,51686177","5,70284974","0,33002004",
18/02/2005 7.00,"0,58968508","8,00787282","0,35947706",
18/02/2005 8.00,"0,5861327","11,14093146","0,37463837",
18/02/2005 9.00,"0,56126603","42,5027084","0,59520549",
18/02/2005 10.00,"0,68382165","41,58122","0,84202938",
18/02/2005 11.00,"0,62698457","32,77125936","0,48180323",
18/02/2005 12.00,"0,79394342","30,5778512","0,42786489",
18/02/2005 13.00,"0,85966095","31,7900592","0,4617827",
18/02/2005 14.00,"0,87209377","26,06254848","0,59259822",
18/02/2005 15.00,"0,56126603","28,97628352","0,45483348",
18/02/2005 16.00,"0,6021179","27,41494432","0,48488232",
18/02/2005 17.00,"0,58080362","22,70496176","0,48188128",
18/02/2005 18.00,"0,57014647","23,18776088","0,44452789",
18/02/2005 19.00,"0,68382165","56,03561496","0,7762861",
18/02/2005 20.00,"0,71401536","49,8836976","0,69297113",
18/02/2005 21.00,"0,74953917","30,63106216","0,68325852",
18/02/2005 22.00,"0,61277504","19,70558824","0,5560347",
18/02/2005 23.00,"0,53462368","20,17930536","0,41941515",
19/02/2005 0.00,"0,4085167","16,63612462","0,39529033",
19/02/2005 1.00,,"9,8417657","0,85719069",
19/02/2005 2.00,"0,41185347",,"0,38087695",
19/02/2005 3.00,"0,41632217","5,60940457",,
19/02/2005 4.00,"0,403988","4,28297751","0,26391444",
19/02/2005 5.00,"0,2859204","5,44457296","0,26209005",
19/02/2005 6.00,"0,39701646","6,88391509","0,27132617",
19/02/2005 7.00,"0,37073921","9,31353173","0,26700635",
19/02/2005 8.00,"0,44787256","15,44986629","0,27073086",
19/02/2005 9.00,"0,62823751","27,32278592","0,41465962",
19/02/2005 10.00,"0,54055787","19,25391648","0,31718756",
19/02/2005 11.00,"0,60946776","17,75229286","0,3452128",
19/02/2005 12.00,"0,74898694","17,88856493","0,31774327",
19/02/2005 13.00,"0,52143116","14,29605268","0,31901195",
19/02/2005 14.00,"0,57049937","13,21103283","0,29178008",
19/02/2005 15.00,"0,48934379","11,51471599","0,28963881",
19/02/2005 16.00,"0,41399833","11,31224475","0,24774075",
19/02/2005 17.00,"0,42132785","13,38495026","0,30287787",
19/02/2005 18.00,"0,56334884","17,14618313","0,33633317",
19/02/2005 19.00,"0,63315267","35,93676656","0,81175802",
19/02/2005 20.00,"0,71019653","55,18162016","0,77992906",
19/02/2005 21.00,"0,72896628","81,65041128","1,04633893",
19/02/2005 22.00,"0,68552817","78,02935096","0,95513108",
19/02/2005 23.00,"0,62064052","54,30946136","0,63037218",
20/02/2005 0.00,"0,56156096","38,5286164","0,655662",
20/02/2005 1.00,"0,41229994","25,44736248","0,5736495",
20/02/2005 2.00,"0,48371368","29,92501792","0,47058894",
20/02/2005 3.00,"0,69357264","20,9100144","1,25919841",
20/02/2005 4.00,"0,52232408","12,55950545","0,37557503",
20/02/2005 5.00,"0,52035822","7,21097798","0,25927658",
20/02/2005 6.00,"0,38048207","10,24799687","0,3043446",
20/02/2005 7.00,"0,48827187","12,52575674","0,31385799",
20/02/2005 8.00,"0,6597879","25,44476216","0,48454214",
20/02/2005 9.00,"0,85668724","27,12810608","1,12307981",
20/02/2005 10.00,"0,65898346","14,47905594","0,35627215",
20/02/2005 11.00,"0,46735727","10,05980636","0,29138398",
20/02/2005 12.00,"0,54082535","12,19869193","0,34227933",
20/02/2005 13.00,"0,47316637","13,77820469","0,31742639",
20/02/2005 14.00,"0,61268555","25,75496504","0,48220399",
20/02/2005 15.00,"0,65236889","11,2979755","0,32095401",
20/02/2005 16.00,"0,60419462","10,05851002","0,28555665",
20/02/2005 17.00,"0,73540185","10,45694597","0,26724285",
20/02/2005 18.00,"0,67962957","24,12353192","0,39797216",
20/02/2005 19.00,"0,86580363","50,77403952","0,66711745",
20/02/2005 20.00,"0,61983608","29,81599568","0,44965971",
20/02/2005 21.00,"0,67435643","15,75356454","0,33038701",
20/02/2005 22.00,"0,58828568","15,67958735","0,29352292",
20/02/2005 23.00,"0,61581384","20,21953384","0,29166125",
21/02/2005 0.00,"0,57612948","21,29417344","0,31813937",
21/02/2005 1.00,,"12,69318484","0,49029025",
21/02/2005 2.00,"0,41335253",,"0,2800462",
21/02/2005 3.00,"0,25258517","5,78461642",,
21/02/2005 4.00,"0,30469727","4,80991515","0,2442306",
21/02/2005 5.00,"0,22883314","5,21095524","0,23061525",
21/02/2005 6.00,"0,17175808","8,07146594","0,22551022",
21/02/2005 7.00,"0,18983729","24,56352136","0,26884705",
21/02/2005 8.00,"0,2557755","27,3020216","0,21953377",
21/02/2005 9.00,"0,22830125","27,54861224","0,27043029",
21/02/2005 10.00,"0,22174261","29,60835248","0,23010148",
21/02/2005 11.00,"0,37488857","18,7269884","0,21767443",
21/02/2005 12.00,"0,26073846","19,32791088","0,25471793",
21/02/2005 13.00,"0,39988135","19,39668552","0,27696011",
21/02/2005 14.00,"0,43816835","25,51875656","0,30593017",
21/02/2005 15.00,"0,4484492","20,12997576","0,22994304",
21/02/2005 16.00,"0,55444603","22,88275864","0,28914951",
21/02/2005 17.00,"0,50002941","23,3590952","0,28416331",
21/02/2005 18.00,"0,6783451","26,85685064","0,29761906",
21/02/2005 19.00,"0,59450464","30,29491344","0,36644376",
21/02/2005 20.00,"0,54558287","47,76038336","0,42537412",
21/02/2005 21.00,"0,52821251","36,38063736","0,37245866",
21/02/2005 22.00,"0,58652831","26,79195736","0,42668009",
21/02/2005 23.00,"0,59645423","13,84959112","0,24454632",
22/02/2005 0.00,"0,51332363","11,00595","0,22554866",
22/02/2005 1.00,"0,55586372","9,1253393","0,21985065",
22/02/2005 2.00,"0,49347077","8,15323262","0,23892636",
22/02/2005 3.00,"0,53547999","3,80795641","0,192345",
22/02/2005 4.00,"0,506765","4,40108558","0,21023357",
22/02/2005 5.00,"0,52041314","4,88648884","0,22167154",
22/02/2005 6.00,"0,5769563","8,82033898","0,24494242",
22/02/2005 7.00,"0,56596762","32,19240136","0,37127269",
22/02/2005 8.00,"0,56348512","39,7200792","0,34534911",
22/02/2005 9.00,"0,77246642","63,36859384","0,67736129",
22/02/2005 10.00,"0,63828649","49,22438264","0,59717784",
22/02/2005 11.00,"0,59290998","19,37462104","0,25356924",
22/02/2005 12.00,"0,66168359","19,6757228","0,18751607",
22/02/2005 13.00,"0,65831529","22,7802372","0,1991917",
22/02/2005 14.00,"0,65796137","15,93397513","0,19673705",
22/02/2005 15.00,"0,69571648","10,61918682","0,11425854",
22/02/2005 16.00,"0,79604048","14,30384408","0,16836114",
22/02/2005 17.00,"0,76785737","28,71150976","0,23346484",
22/02/2005 18.00,"0,65459307","20,40643184","0,25649922",
22/02/2005 19.00,"0,6797628","42,95436104","0,40467557",
22/02/2005 20.00,"0,66788729","39,9095584","0,37950458",
22/02/2005 21.00,"0,68472678","28,0703588","0,35025725",
22/02/2005 22.00,"0,61754783","26,54536672","0,29267247",
22/02/2005 23.00,"0,57181639","31,11776176","0,3641091",
23/02/2005 0.00,"0,45057575","20,37008472","0,29951917",
23/02/2005 1.00,,"13,46801519","0,37000633",
23/02/2005 2.00,"0,54399025",,"0,29453181",
23/02/2005 3.00,"0,57798551","8,81255331",,
23/02/2005 4.00,"0,4014221","7,49391383","0,29191056",
23/02/2005 5.00,"0,38377105","8,36997885","0,29155407",
23/02/2005 6.00,"0,33381601","9,56531727","0,27857247",
23/02/2005 7.00,"0,39747614","20,42979648","0,23860132",
23/02/2005 8.00,"0,46555616","64,17457832","0,45820732",
23/02/2005 9.00,"0,6693233","72,86901592","1,22601455",
23/02/2005 10.00,"0,66804696","50,58196","0,90901339",
23/02/2005 11.00,"0,38578878","20,64394048","0,2536007",
23/02/2005 12.00,"0,40468464","21,30845608","0,24172818",
23/02/2005 13.00,"0,495518","13,03452082","0,22059508",
23/02/2005 14.00,"0,44959739","22,36621272","0,26203064",
23/02/2005 15.00,"0,48931836","12,94108329","0,20334027",
23/02/2005 16.00,"0,45888159","13,96639329","0,14646963",
23/02/2005 17.00,"0,47300263","25,98079136","0,17033349",
23/02/2005 18.00,"0,6641905","25,62517848","0,19760148",
23/02/2005 19.00,"0,58107007","19,47326112","0,23112202",
23/02/2005 20.00,"0,42450089","21,31883824","0,29768779",
23/02/2005 21.00,"0,39127651","20,36750352","0,25118682",
23/02/2005 22.00,"0,4014221","12,2817645","0,22720413",
23/02/2005 23.00,"0,32568815","9,36674269","0,20915711",
24/02/2005 0.00,"0,28789541","16,92554598","0,240343",
24/02/2005 1.00,"0,2815473","25,6978536","0,34870081",
24/02/2005 2.00,"0,26876157","8,14025396","0,22791711",
24/02/2005 3.00,"0,29602328","5,28493434","0,23246643",
24/02/2005 4.00,"0,22174261","4,56072228","0,20852335",
24/02/2005 5.00,"0,32189067","6,54127513","0,23690042",
24/02/2005 6.00,"0,27241057","18,13386879","0,25751859",
24/02/2005 7.00,"0,38771701","37,49810576","0,40842104",
24/02/2005 8.00,"0,25001318","21,25004448","0,29092031",
24/02/2005 9.00,"0,38136788","17,00991106","0,24054105",
24/02/2005 10.00,"0,43681167","48,7234004","0,39306518",
24/02/2005 11.00,"0,52123691","49,67215392","0,42896116",
24/02/2005 12.00,"0,61082444","35,81866232","0,38958299",
24/02/2005 13.00,"0,48676671","29,83547896","0,2790874",
24/02/2005 14.00,"0,55167267","24,10016728","0,26919306",
24/02/2005 15.00,"0,55977104","23,99764584","0,25759781",
24/02/2005 16.00,"0,7885157","25,19038968","0,26179298",
24/02/2005 17.00,"0,67733217","25,27086576","0,29293925",
24/02/2005 18.00,"0,7237867","28,8789436","0,38036202",
24/02/2005 19.00,"0,83319047","40,33006456","0,49805964",
24/02/2005 20.00,"0,77638187","32,08857976","0,48741387",
24/02/2005 21.00,"0,70916224","32,5830612","0,39860592",
24/02/2005 22.00,"0,66997519","22,50898176","0,30326814",
24/02/2005 23.00,"0,5550847","23,06577528","0,26238596",
25/02/2005 0.00,"0,62856397","18,56605918","0,26551282",
25/02/2005 1.00,,"18,35840069","0,29784623",
25/02/2005 2.00,"0,71275428",,"0,30987719",
25/02/2005 3.00,"0,64152665","15,59262768",,
25/02/2005 4.00,"0,74563796","14,53356514","0,39440726",
25/02/2005 5.00,"0,61873365","10,84890788","0,36381785",
25/02/2005 6.00,"0,62918027","20,8022732","0,42123138",
25/02/2005 7.00,"0,62549975","22,08069376","0,42868272",
25/02/2005 8.00,"0,88548156","58,49637808","0,44299591",
25/02/2005 9.00,"0,74848658","65,75668184","0,46562604",
25/02/2005 10.00,"0,75976409","54,10047976","0,45358576",
25/02/2005 11.00,"0,71821455","25,91589808","0,27185275",
25/02/2005 12.00,"0,70444437","36,7038036","0,44221187",
25/02/2005 13.00,"0,775672","36,80894448","0,39013287",
25/02/2005 14.00,"0,89937073","51,2218108","0,64571057",
25/02/2005 15.00,"0,83063577","48,9440452","0,55147139",
25/02/2005 16.00,"0,76225777","25,835422","0,31785511",
25/02/2005 17.00,"0,72794928","14,25063503","0,26483363",
25/02/2005 18.00,"0,92798097","10,42190474","0,2717747",
25/02/2005 19.00,"0,91599156","12,26099254","0,35240551",
25/02/2005 20.00,"0,95872793","17,48622659","0,34507067",
25/02/2005 21.00,"1,04135207","33,64343728","0,46186076",
25/02/2005 22.00,"1,04716931","31,217702","0,55739309",
25/02/2005 23.00,"0,88429472","22,21436168","0,40809368",
26/02/2005 0.00,"1,01416664","31,63950832","0,50091971",
26/02/2005 1.00,"0,95136791","39,58379184","0,47895946",
26/02/2005 2.00,"0,93083061","13,65360921","0,33797349",
26/02/2005 3.00,"0,79264777","8,15453086","0,33809116",
26/02/2005 4.00,"0,82980488","8,98387042","0,33663957",
26/02/2005 5.00,"0,79454752","16,97875311","0,37173869",
26/02/2005 6.00,"0,8472566","27,2747756","0,45303705",
26/02/2005 7.00,"0,86601313","39,52928072","0,56829516",
26/02/2005 8.00,"1,00324508","62,33548288","0,62990618",
26/02/2005 9.00,"0,97582269","31,29687792","0,50641152",
26/02/2005 10.00,"0,84879939","26,93212608","0,48613586",
26/02/2005 11.00,"0,8806142","26,59597736","0,4518604",
26/02/2005 12.00,"1,04835614","32,67131912","0,5309604",
26/02/2005 13.00,"0,9803341","36,8206268","0,45315355",
26/02/2005 14.00,"1,02983657","42,48322512","0,57853085",
26/02/2005 15.00,"0,89699705","19,0358873","0,37103386",
26/02/2005 16.00,"0,97890928","14,7905475","0,38236698",
26/02/2005 17.00,"0,85746524","13,42648273","0,41468175",
26/02/2005 18.00,"0,85176699","21,77049088","0,48911593",
26/02/2005 19.00,"0,79715918","25,36560536","0,61794396",
26/02/2005 20.00,"0,79739614","30,46104712","0,65535794",
26/02/2005 21.00,"0,82802411","22,09235696","0,47578251",
26/02/2005 22.00,"0,57920184","21,87173128","0,45154701",
26/02/2005 23.00,"0,71299124","19,70428808","0,44134977",
27/02/2005 0.00,"0,66158901","17,64456122","0,44134977",
27/02/2005 1.00,,"10,66331195","0,4439384",
27/02/2005 2.00,"0,51063367",,"0,4484085",
27/02/2005 3.00,"0,43637639","7,97931901",,
27/02/2005 4.00,"0,44071085","7,45108503","0,45416244",
27/02/2005 5.00,"0,4539227","6,47638185","0,43426191",
27/02/2005 6.00,"0,45457154","6,09221134","0,43556438",
27/02/2005 7.00,"0,41953691","5,57565777","0,39529033",
27/02/2005 8.00,"0,39747818","6,09999891","0,29685249",
27/02/2005 9.00,"0,28824323","7,80150874","0,29152145",
27/02/2005 10.00,"0,27467746","6,59967908","0,30435509",
27/02/2005 11.00,"0,23253502","7,41474365","0,34064251",
27/02/2005 12.00,"0,25928313","10,76584486","0,4050041",
27/02/2005 13.00,"0,29791693","9,40178582","0,37440188",
27/02/2005 14.00,"0,28862663","9,56272269","0,38222019",
27/02/2005 15.00,"0,27051997","7,23304246","0,34964446",
27/02/2005 16.00,"0,26562413","6,6684671","0,35868603",
27/02/2005 17.00,"0,28806627","6,89429725","0,40970254",
27/02/2005 18.00,"0,31982819","9,91185006","0,43801321",
27/02/2005 19.00,"0,26972366","14,82818331","0,48910661",
27/02/2005 20.00,"0,28113643","15,61599041","0,48065803",
27/02/2005 21.00,"0,27287839","23,75623672","0,66663397",
27/02/2005 22.00,"0,26541768","24,14949688","0,4991361",
27/02/2005 23.00,"0,20360442","15,3616141","0,39785566",
28/02/2005 0.00,"0,2489616","9,61593556","0,37835006",
28/02/2005 1.00,"0,19962388","10,79569883","0,53159416",
28/02/2005 2.00,"0,2276107","10,84760581","0,73174582",
28/02/2005 3.00,"0,28550139","6,26872335","0,42727307",
28/02/2005 4.00,"0,23117834","7,88457367","0,41139995",
28/02/2005 5.00,"0,24881414","8,29859433","0,39130253",
28/02/2005 6.00,"0,19136584","20,47392544","0,4607575",
28/02/2005 7.00,"0,32165676","45,24640928","0,65309085",
28/02/2005 8.00,"0,2196181","26,84258712","0,45613711",
28/02/2005 9.00,"0,25208786","28,31176792","0,4650214",
28/02/2005 10.00,"0,25509614","23,03851016","0,53025208",
28/02/2005 11.00,"0,24677912","14,00014391","0,4756031",
28/02/2005 12.00,"0,3080615","23,42398848","0,53408027",
28/02/2005 13.00,"0,1760305","17,37720435","0,4687727",
28/02/2005 14.00,"0,29827085","22,60374048","0,52022143",
28/02/2005 15.00,"0,22710932","17,96254403","0,46446803",
28/02/2005 16.00,"0,28724046","11,4576122","0,38928825",
28/02/2005 17.00,"0,20729104","6,48416942","0,31181691",
28/02/2005 18.00,"0,26117069","6,70870132","0,30103833",
28/02/2005 19.00,"0,17945168","7,20838149","0,31051444",
28/02/2005 20.00,"0,13993412","8,74765812","0,34356433",
28/02/2005 21.00,"0,09212901","9,66006261","0,27237118",
28/02/2005 22.00,"0,0804508","8,98646692","0,2611965",
28/02/2005 23.00,"0,08605447","7,27068018","0,21997414",
01/03/2005 0.00,"0,07434677","5,22523406","0,2543661",
01/03/2005 1.00,,"4,38161759","0,24662584",
01/03/2005 2.00,"0,29861764",,"0,27181897",
01/03/2005 3.00,"0,33163862","3,87674443",,
01/03/2005 4.00,"0,28201817","3,42768064","0,21723755",
