,Provincia di FOGGIA,,,
,MICHELANGELO,,,
Parm,SO2,NO2,CO,PM10



12/10/2005 0.00,"0,27923667","30,20407432","0,32380826","50,28910065"
12/10/2005 1.00,"0,26865072","23,53171056","0,21504852","42,30673981"
12/10/2005 2.00,"0,23438392","7,788532","0,19568156","42,30673981"
12/10/2005 3.00,"0,32139641","5,68078718","0,18591886","42,30673981"
12/10/2005 4.00,"0,28081506","11,38622577","0,19105534","42,30673981"
12/10/2005 5.00,"0,30143066","16,36745803","0,21210922","42,30673981"
12/10/2005 6.00,"0,3132238","35,85890992","0,3384325","42,30673981"
12/10/2005 7.00,"0,43552313","55,98110384","0,48941883","42,30673981"
12/10/2005 8.00,"0,72794623","59,80852632","0,80742422","42,30673981"
12/10/2005 9.00,"0,60258267","46,30676624","0,66314247","42,30673981"
12/10/2005 10.00,"0,39466414","55,14267272","0,43778254","42,30673981"
12/10/2005 11.00,"0,2986451","26,60635952","0,31400711","42,30673981"
12/10/2005 12.00,"0,29520866","26,24814632","0,23143774","42,30673981"
12/10/2005 13.00,"0,37265626","27,23712832","0,36575991","42,30673981"
12/10/2005 14.00,"0,28545868","21,95868904","0,20414994","42,30673981"
12/10/2005 15.00,"0,34034007","24,85814144","0,22924171","42,30673981"
12/10/2005 16.00,,,,"42,30673981"
12/10/2005 17.00,,,,"42,30673981"
12/10/2005 18.00,,,"0,27005749","42,30673981"
12/10/2005 19.00,,,"0,24118762","42,30673981"
12/10/2005 20.00,"0,73832573",,"0,36545701","42,30673981"
12/10/2005 21.00,"0,65748643",,"0,24254601","42,30673981"
12/10/2005 22.00,"0,56272949",,"0,16909626","42,30673981"
12/10/2005 23.00,"0,4814061",,"0,20249098","42,30673981"
13/10/2005 0.00,"0,4195664",,"0,2534108","42,30673981"
13/10/2005 1.00,,,"0,06109959","87,63858032"
13/10/2005 2.00,"0,49205918",,"0,05718286","87,63858032"
13/10/2005 3.00,"0,49974058",,,"87,63858032"
13/10/2005 4.00,"0,53859913",,"0,1922017","87,63858032"
13/10/2005 5.00,"0,5494434",,"0,21353984","87,63858032"
13/10/2005 6.00,"0,52052603",,"0,32414378","87,63858032"
13/10/2005 7.00,"0,68544986",,"0,34931477","87,63858032"
13/10/2005 8.00,"0,80202552",,"0,51286679","87,63858032"
13/10/2005 9.00,"0,44054915",,"0,46311896","87,63858032"
13/10/2005 10.00,"0,601406",,"0,79322753","87,63858032"
13/10/2005 11.00,"0,48347468",,"0,64097601","87,63858032"
13/10/2005 12.00,"0,46765931",,"0,40645336","87,63858032"
13/10/2005 13.00,"0,42608944",,"0,28676242","87,63858032"
13/10/2005 14.00,"0,25484088",,"0,22444657","87,63858032"
13/10/2005 15.00,"0,2268266",,"0,25360885","87,63858032"
13/10/2005 16.00,"0,13916831",,"0,33066312","87,63858032"
13/10/2005 17.00,"0,13736111",,"0,32805468","87,63858032"
13/10/2005 18.00,"0,24896669","34,08210744","0,44517796","87,63858032"
13/10/2005 19.00,"0,4428079","39,67853144","0,69309695","87,63858032"
13/10/2005 20.00,"0,47217785","43,96410736","0,71467158","87,63858032"
13/10/2005 21.00,"0,41027509","48,26784728","0,64441393","87,63858032"
13/10/2005 22.00,"0,37864639","15,86518137","0,37199615","87,63858032"
13/10/2005 23.00,"0,35424653","15,74578462","0,35148749","87,63858032"
14/10/2005 0.00,"0,25077389","5,38227618","0,27332648","87,63858032"
14/10/2005 1.00,"0,33120232","4,83587246","0,24096394","74,33074951"
14/10/2005 2.00,"0,31538797","4,9734466","0,23894849","74,33074951"
14/10/2005 3.00,"0,31583952","5,21225349","0,24376926","74,33074951"
14/10/2005 4.00,"0,29595819","11,47189293","0,26605571","74,33074951"
14/10/2005 5.00,"0,50064469","28,69722712","0,39495364","74,33074951"
14/10/2005 6.00,"0,47579328","38,6571028","0,39977441","74,33074951"
14/10/2005 7.00,"0,45862327","45,71364472","0,39171378","74,33074951"
14/10/2005 8.00,"0,82642539","59,21150432","0,85143443","74,33074951"
14/10/2005 9.00,"0,9271867","49,27134136","0,59565169","74,33074951"
14/10/2005 10.00,"0,53317751","30,81788368","0,36369786","74,33074951"
14/10/2005 11.00,"0,49567461","17,67441519","0,32422183","74,33074951"
14/10/2005 12.00,"0,57655459","15,33825138","0,33947518","74,33074951"
14/10/2005 13.00,"0,46494901","12,36093086","0,34417712","74,33074951"
14/10/2005 14.00,"0,50742198","12,96443837","0,2675574","74,33074951"
14/10/2005 15.00,"0,38271236","18,71012265","0,28371944","74,33074951"
14/10/2005 16.00,"0,46223769","13,58871402","0,28877671","74,33074951"
14/10/2005 17.00,"0,54311766","20,49468976","0,30430616","74,33074951"
14/10/2005 18.00,"0,72475997","48,24448264","0,71641093","74,33074951"
14/10/2005 19.00,"0,64387999","31,87573592","0,56016695","74,33074951"
14/10/2005 20.00,"0,5101333","12,5672892","0,34544114","74,33074951"
14/10/2005 21.00,"0,48889631","12,76975853","0,31497523","74,33074951"
14/10/2005 22.00,"0,48754166","10,45045664","0,27542115","74,33074951"
14/10/2005 23.00,"0,51420029","12,67371494","0,41309269","74,33074951"
15/10/2005 0.00,"0,37774228","12,17403478","0,28170399","74,33074951"
15/10/2005 1.00,,"13,29929458","0,26878298","39,47510147"
15/10/2005 2.00,"0,27437236",,"0,25388496","39,47510147"
15/10/2005 3.00,"0,33656395","8,9773811",,"39,47510147"
15/10/2005 4.00,"0,36491587","5,42899972",,"39,47510147"
15/10/2005 5.00,"0,34936798","8,11948773",,"39,47510147"
15/10/2005 6.00,"0,25791018","5,26676461",,"39,47510147"
15/10/2005 7.00,"0,28077438","8,19476508",,"39,47510147"
15/10/2005 8.00,"0,29998042","11,76910377",,"39,47510147"
15/10/2005 9.00,"0,27620195","6,42316898",,"39,47510147"
15/10/2005 10.00,"0,28077438","7,56659469",,"39,47510147"
15/10/2005 11.00,"0,26888463","4,83457422",,"39,47510147"
15/10/2005 12.00,"0,32193033","5,24210554",,"39,47510147"
15/10/2005 13.00,"0,29998042","3,36668019",,"39,47510147"
15/10/2005 14.00,"0,30089471","22,44148816",,"39,47510147"
15/10/2005 15.00,"0,29174984","22,8749768",,"39,47510147"
15/10/2005 16.00,"0,32650378","21,98853536",,"39,47510147"
15/10/2005 17.00,"0,3319905","13,19027234",,"39,47510147"
15/10/2005 18.00,"0,26705606","8,86965902",,"39,47510147"
15/10/2005 19.00,"0,3164426","10,41931016",,"39,47510147"
15/10/2005 20.00,"0,33656395","15,85609746",,"39,47510147"
15/10/2005 21.00,"0,26705606","15,05920454",,"39,47510147"
15/10/2005 22.00,"0,19480432","25,20725352",,"39,47510147"
15/10/2005 23.00,"0,24419187","23,68096128",,"39,47510147"
16/10/2005 0.00,"0,17742785","13,98716526",,"39,47510147"
16/10/2005 1.00,"0,21583994","4,09867983",,"43,92700958"
16/10/2005 2.00,"0,14816063","7,74440304",,"43,92700958"
16/10/2005 3.00,"0,14907593","1,54965879",,"43,92700958"
16/10/2005 4.00,"0,17468399","0,66321353",,"43,92700958"
16/10/2005 5.00,"0,22772867","1,46659578",,"43,92700958"
16/10/2005 6.00,"0,15456366","11,10718275",,"43,92700958"
16/10/2005 7.00,"0,14999021","4,22457356",,"43,92700958"
16/10/2005 8.00,"0,20029205","14,42713749",,"43,92700958"
16/10/2005 9.00,"0,14633206","12,1350969",,"43,92700958"
16/10/2005 10.00,"0,15456264","15,98328752",,"43,92700958"
16/10/2005 11.00,"0,14450248","24,93469792",,"43,92700958"
16/10/2005 12.00,"0,1884023","15,34863545",,"43,92700958"
16/10/2005 13.00,"0,19480432","5,86897769",,"43,92700958"
16/10/2005 14.00,"0,15273408","16,29996443",,"43,92700958"
16/10/2005 15.00,"0,05487427","6,99423175",,"43,92700958"
16/10/2005 16.00,"0,19023188","4,57629743",,"43,92700958"
16/10/2005 17.00,"0,20577978","6,45431928",,"43,92700958"
16/10/2005 18.00,"0,19937777","18,71271532",,"43,92700958"
16/10/2005 19.00,"0,25059389","27,12680592",,"43,92700958"
16/10/2005 20.00,"0,20760835","16,71658541",,"43,92700958"
16/10/2005 21.00,"0,14267391","13,4394633",,"43,92700958"
16/10/2005 22.00,"0,19846247","15,02935057",,"43,92700958"
16/10/2005 23.00,"0,19389003","14,60624409",,"43,92700958"
17/10/2005 0.00,"0,15273408","10,4050409",,"43,92700958"
17/10/2005 1.00,,"9,65357328",,"31,34744072"
17/10/2005 2.00,"0,38460601",,,"31,34744072"
17/10/2005 3.00,"0,42154243","8,36089302",,"31,34744072"
17/10/2005 4.00,"0,43560958","8,991658",,"31,34744072"
17/10/2005 5.00,"0,47345316","16,91386939",,"31,34744072"
17/10/2005 6.00,"0,36645561","19,837956",,"31,34744072"
17/10/2005 7.00,"0,40738579","51,18936416",,"31,34744072"
17/10/2005 8.00,"0,80243131","42,06271896",,"31,34744072"
17/10/2005 9.00,"0,58063174","30,57136952",,"31,34744072"
17/10/2005 10.00,"0,50576122","16,55435412",,"31,34744072"
17/10/2005 11.00,"0,45475765","15,02286124",,"31,34744072"
17/10/2005 12.00,"0,47436134","13,80546598",,"31,34744072"
17/10/2005 13.00,"0,44223431","12,78663384",,"31,34744072"
17/10/2005 14.00,"0,48615854","9,24604004",,"31,34744072"
17/10/2005 15.00,"0,36337003","8,35310545",,"31,34744072"
17/10/2005 16.00,"0,3919579","8,07665893",,"31,34744072"
17/10/2005 17.00,"0,42853024","13,77042476",,"31,34744072"
17/10/2005 18.00,"0,41128802","18,00927331",,"31,34744072"
17/10/2005 19.00,"0,40620607","22,11054008",,"31,34744072"
17/10/2005 20.00,"0,36010343","27,28645792",,"31,34744072"
17/10/2005 21.00,"0,22960097","30,8478256",,"31,34744072"
17/10/2005 22.00,"0,30302024","25,71341728",,"31,34744072"
17/10/2005 23.00,"0,29657652","17,25650553",,"31,34744072"
18/10/2005 0.00,"0,30528916","10,69186576",,"31,34744072"
18/10/2005 1.00,"0,21862042","5,88325459",,"35,84547043"
18/10/2005 2.00,"0,23903975","6,16878694",,"35,84547043"
18/10/2005 3.00,"0,25691759","4,53606322",,"35,84547043"
18/10/2005 4.00,"0,23196143","9,29536008",,"35,84547043"
18/10/2005 5.00,"0,13939307","17,57967559",,"35,84547043"
18/10/2005 6.00,"0,20655067","32,91272824",,"35,84547043"
18/10/2005 7.00,"0,31372925","39,38391136",,"35,84547043"
18/10/2005 8.00,"0,2933089","21,04888296",,"35,84547043"
18/10/2005 9.00,"0,26381489","13,07735535",,"35,84547043"
18/10/2005 10.00,"0,22606181","21,53688272",,"35,84547043"
18/10/2005 11.00,"0,17959712",,,"35,84547043"
18/10/2005 12.00,"0,16852504",,"0,17588122","35,84547043"
18/10/2005 13.00,"0,16444178","15,45245896","0,17295823","35,84547043"
18/10/2005 14.00,"0,18286372","7,89235934","0,16303942","35,84547043"
18/10/2005 15.00,"0,22007168","7,39008458","0,17943796","35,84547043"
18/10/2005 16.00,"0,22960097","11,60686292","0,17370849","35,84547043"
18/10/2005 17.00,"0,21780377","17,86520985","0,18370536","35,84547043"
18/10/2005 18.00,"0,16879759","23,24747264","0,27747504","35,84547043"
18/10/2005 19.00,"0,25809731","21,10079376","0,29442696","35,84547043"
18/10/2005 20.00,"0,21526229","22,01578136","0,36508071","35,84547043"
18/10/2005 21.00,"0,26889785","16,85676178","0,26143299","35,84547043"
18/10/2005 22.00,"0,16861555","16,52580222","0,30359551","35,84547043"
18/10/2005 23.00,"0,31345669","11,8521687","0,25819196","35,84547043"
19/10/2005 0.00,"0,23967537","18,18707784","0,30209382","35,84547043"
19/10/2005 1.00,,"16,55435412","0,26060235","33,09700012"
19/10/2005 2.00,"0,52549102",,"0,21488309","33,09700012"
19/10/2005 3.00,"0,54553914","11,7119885","0,17592083","33,09700012"
19/10/2005 4.00,"0,49256463","18,05729319","0,14328219","33,09700012"
19/10/2005 5.00,"0,46911464","21,07092832","0,18568236","33,09700012"
19/10/2005 6.00,"0,53946358","35,19049384","0,26882259","33,09700012"
19/10/2005 7.00,"0,64140258","73,35571552","0,41652944","33,09700012"
19/10/2005 8.00,"1,01999913","73,20126416","0,67175881","33,09700012"
19/10/2005 9.00,"0,89230258","54,75331304","0,47987282","33,09700012"
19/10/2005 10.00,"0,6767596","19,71857072","0,26633298","33,09700012"
19/10/2005 11.00,"0,63156107","18,79837483","0,27008661","33,09700012"
19/10/2005 12.00,"0,55222185","8,83721238","0,21251231","33,09700012"
19/10/2005 13.00,"0,46704911","9,53157238","0,22673813","33,09700012"
19/10/2005 14.00,"0,63496293","7,29144642","0,23792096","33,09700012"
19/10/2005 15.00,"0,60312982","4,59836191","0,20156714","33,09700012"
19/10/2005 16.00,"0,50726638","6,3868295","0,20516233","33,09700012"
19/10/2005 17.00,"0,34360464","19,8898668","0,19793117","33,09700012"
19/10/2005 18.00,"0,53314598","31,25404912","0,53373194","33,09700012"
19/10/2005 19.00,"0,87699266","56,73127704","0,71842521","33,09700012"
19/10/2005 20.00,"0,55744618","28,5726412","0,39669299","33,09700012"
19/10/2005 21.00,"0,60385901","22,62448568","0,34453361","33,09700012"
19/10/2005 22.00,"0,58721377","9,0059349","0,25187067","33,09700012"
19/10/2005 23.00,"0,6936479","21,34090272","0,29727305","33,09700012"
20/10/2005 0.00,"0,65416084","16,42196915","0,21836061","33,09700012"
20/10/2005 1.00,"0,62755205","16,42976055","0,25187067","32,2256012"
20/10/2005 2.00,"0,64529057","22,83734864","0,24882769","32,2256012"
20/10/2005 3.00,"0,61455174","17,57059168","0,22085022","32,2256012"
20/10/2005 4.00,"0,57895166","9,32391389","0,19346689","32,2256012"
20/10/2005 5.00,"0,61430868","14,32071939","0,26969051","32,2256012"
20/10/2005 6.00,"0,76885709","32,85431664","0,57004615","32,2256012"
20/10/2005 7.00,"0,66193682","39,29177208","0,60636037","32,2256012"
20/10/2005 8.00,"0,85852496","47,19970848","0,65642624","32,2256012"
20/10/2005 9.00,"0,86447848","37,30862656","0,57376134","32,2256012"
20/10/2005 10.00,"0,77699817","20,66340464","0,38187535","32,2256012"
20/10/2005 11.00,"0,56631543","11,83659354","0,28743346","32,2256012"
20/10/2005 12.00,"0,78768989","12,34405746","0,30865277","32,2256012"
20/10/2005 13.00,"0,67031996","29,44481912","0,32730442","32,2256012"
20/10/2005 14.00,"0,76496909","43,11529408","0,33362688","32,2256012"
20/10/2005 15.00,"0,68283516","43,94204288","0,36365825","32,2256012"
20/10/2005 16.00,"0,48648907","41,6512948","0,33299428","32,2256012"
20/10/2005 17.00,"0,83653335","55,68000208","0,83657602","32,2256012"
20/10/2005 18.00,"1,2202322","69,52699288","1,18514052","32,2256012"
20/10/2005 19.00,"1,38073514","65,22973464","1,26306388","32,2256012"
20/10/2005 20.00,"1,18584844","45,8304488","0,67669841","32,2256012"
20/10/2005 21.00,"0,97881063","24,80103","0,65954844","32,2256012"
20/10/2005 22.00,"0,89704078","18,72569589","0,40645336","32,2256012"
20/10/2005 23.00,"0,88549783","24,00412752","0,45347625","32,2256012"
21/10/2005 0.00,"0,77566183","8,73597771","0,32924065","32,2256012"
21/10/2005 1.00,,"62,75340784","0,2873158","39,18722153"
21/10/2005 2.00,"0,907822",,"0,23270526","39,18722153"
21/10/2005 3.00,"1,13764468","4,13112647","0,24783977","39,18722153"
21/10/2005 4.00,"1,04471427","4,69310534","0,29636435","39,18722153"
21/10/2005 5.00,"1,01504228","9,01372248","0,24293978","39,18722153"
21/10/2005 6.00,"1,28190918","18,81525014","0,46058974","39,18722153"
21/10/2005 7.00,"1,48051199","34,44940264","0,73051675","39,18722153"
21/10/2005 8.00,"1,67374504","15,8418282","1,14831138","39,18722153"
21/10/2005 9.00,"1,45402626","32,96983968","0,78599638","39,18722153"
21/10/2005 10.00,"1,12026008","25,19687136","0,45501755","39,18722153"
21/10/2005 11.00,"1,14192218","14,4518042","0,35326528","39,18722153"
21/10/2005 12.00,"1,2518731","19,02160657","0,3638563","39,18722153"
21/10/2005 13.00,"1,37693257","8,74765812","0,37693575","39,18722153"
21/10/2005 14.00,"1,16768075","6,05587186","0,22744878","39,18722153"
21/10/2005 15.00,"1,11197763","7,48872275","0,24056901","39,18722153"
21/10/2005 16.00,"1,15757788","10,21685039","0,39013287","39,18722153"
21/10/2005 17.00,"1,26270415","11,11237957","0,3706133","39,18722153"
21/10/2005 18.00,"1,32223018","22,06251064","0,4703105","39,18722153"
21/10/2005 19.00,"1,35472434","20,98787104","0,60857387","39,18722153"
21/10/2005 20.00,"1,32914781","37,28526192","0,69266124","39,18722153"
21/10/2005 21.00,"1,49361908","41,28529976","0,65389819","39,18722153"
21/10/2005 22.00,"1,57398853","41,0542728","0,64390016","39,18722153"
21/10/2005 23.00,"1,69977617","38,40143016","0,64895859","39,18722153"
22/10/2005 0.00,"1,4385526","31,62134432","0,50105252","39,18722153"
22/10/2005 1.00,"1,33297071","25,40583384","0,4007635","50,1375618"
22/10/2005 2.00,"1,34107112","9,58738175","0,25953521","50,1375618"
22/10/2005 3.00,"1,30166033","6,43095655","0,24760211","50,1375618"
22/10/2005 4.00,"1,20700103","9,47706318","0,22156087","50,1375618"
22/10/2005 5.00,"1,28418522","13,3148659","0,25759898","50,1375618"
22/10/2005 6.00,"1,41297607","23,08523944","0,3767377","50,1375618"
22/10/2005 7.00,"1,43199905","34,9711492","0,37555173","50,1375618"
22/10/2005 8.00,"1,65590483","29,19819024","0,51318367","50,1375618"
22/10/2005 9.00,"1,56698038","31,94841104","0,51365782","50,1375618"
22/10/2005 10.00,"1,42007575","17,14748329","0,38313938","50,1375618"
22/10/2005 11.00,"1,44437798","11,51082125","0,26973012","50,1375618"
22/10/2005 12.00,"1,50772691","15,61209566","0,26530545","50,1375618"
22/10/2005 13.00,"1,52920697","17,40706023","0,34366335","50,1375618"
22/10/2005 14.00,"1,25651469","19,83277448","0,34002855","50,1375618"
22/10/2005 15.00,"1,49461981","15,71074148","0,30723147","50,1375618"
22/10/2005 16.00,"1,48324263","24,73613672","0,48516658","50,1375618"
22/10/2005 17.00,"1,51482659","19,83407464","0,40751933","50,1375618"
22/10/2005 18.00,"1,79370731","36,95429472","0,60888958","50,1375618"
22/10/2005 19.00,"1,79088615","53,22572064","0,94702151","50,1375618"
22/10/2005 20.00,"1,94589119","49,5592312","0,87024219","50,1375618"
22/10/2005 21.00,"1,87007282","46,05627512","0,81519827","50,1375618"
22/10/2005 22.00,"1,83839734","41,4683164","0,68392956","50,1375618"
22/10/2005 23.00,"1,69231241","29,12423408","0,47718517","50,1375618"
23/10/2005 0.00,"1,43918924","26,48825528","0,38958066","50,1375618"
23/10/2005 1.00,,"18,04819972","0,31801821","34,21503067"
23/10/2005 2.00,"0,51705704",,"0,29055566","34,21503067"
23/10/2005 3.00,"0,45455629","15,63416014","0,28656321","34,21503067"
23/10/2005 4.00,"0,45196802","11,91445783","0,30011798","34,21503067"
23/10/2005 5.00,"0,39321186","10,87745978","0,2940728","34,21503067"
23/10/2005 6.00,"0,45215108","11,82101074","0,31149887","34,21503067"
23/10/2005 7.00,"0,42940893","11,1188689","0,26253858","34,21503067"
23/10/2005 8.00,"0,50223121","13,24088871","0,3610102","34,21503067"
23/10/2005 9.00,"0,44384016","20,25718112","0,27798881","34,21503067"
23/10/2005 10.00,"0,38130788","14,7983389","0,28439165","34,21503067"
23/10/2005 11.00,"0,28455762","11,23177632","0,23136201","34,21503067"
23/10/2005 12.00,"0,21149227","10,56857235","0,22966228","34,21503067"
23/10/2005 13.00,"0,29475609","9,00982965","0,22744878","34,21503067"
23/10/2005 14.00,"0,24513361","7,58606267","0,16355319","34,21503067"
23/10/2005 15.00,"0,18872062","8,22850997","0,21006232","34,21503067"
23/10/2005 16.00,"0,45744863","7,22525489","0,16809669","34,21503067"
23/10/2005 17.00,"0,47093507","14,55303504","0,26890064","34,21503067"
23/10/2005 18.00,"0,47227446","21,004754","0,36496305","34,21503067"
23/10/2005 19.00,"0,33141081","19,70558824","0,37981913","34,21503067"
23/10/2005 20.00,"0,42466055","32,39228184","0,61173451","34,21503067"
23/10/2005 21.00,"0,46752507","32,19890216","0,48979047","34,21503067"
23/10/2005 22.00,"0,60156974","49,0478668","0,76450096","34,21503067"
23/10/2005 23.00,"0,54043787","26,5064384","0,43498304","34,21503067"
24/10/2005 0.00,"0,36669461","21,71727992","0,40748089","34,21503067"
24/10/2005 1.00,"0,30988702","9,18633975","0,25202795","29,85116959"
24/10/2005 2.00,"0,41138667","11,56792504","0,23993641","29,85116959"
24/10/2005 3.00,"0,33518591","7,35504145","0,2374072","29,85116959"
24/10/2005 4.00,"0,43129648","7,88457367","0,20160675","29,85116959"
24/10/2005 5.00,"0,34492775","22,14686808","0,30229071","29,85116959"
24/10/2005 6.00,"0,3638948","23,43437064","0,33591843","29,85116959"
24/10/2005 7.00,"0,34285816","30,35722552","0,61718788","29,85116959"
24/10/2005 8.00,"0,60793209","44,05624664","0,9762234","29,85116959"
24/10/2005 9.00,"0,48895733","30,17940952","0,56700317","29,85116959"
24/10/2005 10.00,"0,50259632","17,71984431","0,3598254","29,85116959"
24/10/2005 11.00,"0,42417341","17,36163302","0,31655613","29,85116959"
24/10/2005 12.00,"0,48195528","11,45242303","0,28241464","29,85116959"
24/10/2005 13.00,"0,39719952","14,2649062","0,27427479","29,85116959"
24/10/2005 14.00,"0,38468737","10,83852381","0,25819196","29,85116959"
24/10/2005 15.00,"0,50104336","12,50758891","0,22318138","29,85116959"
24/10/2005 16.00,"0,50609785","12,14158622","0,26119533","29,85116959"
24/10/2005 17.00,"0,58272473","12,08578259","0,30007837","29,85116959"
24/10/2005 18.00,"0,4440222","14,67503594","0,32038898","29,85116959"
24/10/2005 19.00,"0,26209005","13,65750586","0,3300713","29,85116959"
24/10/2005 20.00,"0,11513864","16,70360484","0,3727068","29,85116959"
24/10/2005 21.00,"0,12031415","41,68114112","0,5025146","29,85116959"
24/10/2005 22.00,"0,0565035","56,76372368","0,33323194","29,85116959"
24/10/2005 23.00,"0,27204547","31,67455528","0,34129258","29,85116959"
25/10/2005 0.00,"0,40879841","24,9230156","0,2502886","29,85116959"
25/10/2005 1.00,,"208,6003472","0,26700402","51,76420975"
25/10/2005 2.00,"0,59313474",,"0,24064706","51,76420975"
25/10/2005 3.00,"0,64573907","12,96703104","0,22436735","51,76420975"
25/10/2005 4.00,"0,60518009","9,94299846","0,22203619","51,76420975"
25/10/2005 5.00,"0,55638748","17,12411865","0,24463952","51,76420975"
25/10/2005 6.00,"0,83725034","30,1313992","0,37910848","51,76420975"
25/10/2005 7.00,"0,94047685","47,02189248","0,54582347","51,76420975"
25/10/2005 8.00,"0,77732666",,"0,58371859","51,76420975"
25/10/2005 9.00,"0,79196434",,"0,49646825","51,76420975"
25/10/2005 10.00,"0,74820385","27,403262","0,41822918","51,76420975"
25/10/2005 11.00,"0,63293097","18,16371129","0,34065998","51,76420975"
25/10/2005 12.00,"0,70703467","14,13901056","0,23381201","51,76420975"
25/10/2005 13.00,"0,72685702","12,89435401","0,29683734","51,76420975"
25/10/2005 14.00,"0,73966512","9,70418966","0,22448618","51,76420975"
25/10/2005 15.00,"0,46307163","11,10978498","0,19066041","51,76420975"
25/10/2005 16.00,"0,6277463","14,38171984","0,20990504","51,76420975"
25/10/2005 17.00,"0,32630038","13,99106","0,18161185","51,76420975"
25/10/2005 18.00,"0,52284275","22,69587976",,"51,76420975"
25/10/2005 19.00,"0,81071884","43,11141272",,"51,76420975"
25/10/2005 20.00,"1,00055206","50,61958816","0,89853188","51,76420975"
25/10/2005 21.00,"0,56599406","35,0723896","0,38447563","51,76420975"
25/10/2005 22.00,"0,67364249","23,39802352","0,39824011","51,76420975"
25/10/2005 23.00,"0,58917047","20,03783648","0,39141554","51,76420975"
26/10/2005 0.00,"0,52162337","15,32396874","0,26718693","51,76420975"
26/10/2005 1.00,"0,66983078","19,02680338","0,29355321","39,18383026"
26/10/2005 2.00,"0,53443045","21,81980136","0,27463011","39,18383026"
26/10/2005 3.00,"0,51476167","23,45253464","0,27486311","39,18383026"
26/10/2005 4.00,"0,60456989","9,19412542","0,26741876","39,18383026"
26/10/2005 5.00,"0,46978078","20,68158776","0,24741222","39,18383026"
26/10/2005 6.00,"0,82993099","26,22220048","0,40459868","39,18383026"
26/10/2005 7.00,"0,99323373","29,69659128","0,48982309","39,18383026"
26/10/2005 8.00,"1,28126237","31,23198464","0,64138726","39,18383026"
26/10/2005 9.00,"0,96121348","37,53835336","0,55690029","39,18383026"
26/10/2005 10.00,"0,85783442","37,3994848","0,41987532","39,18383026"
26/10/2005 11.00,"0,74484877","27,55769424","0,35659718","39,18383026"
26/10/2005 12.00,"0,60472244","12,46736043","0,34159315","39,18383026"
26/10/2005 13.00,"0,65061863","13,66140061","0,36691093","39,18383026"
26/10/2005 14.00,"0,48167357","11,70549918","0,2286464","39,18383026"
26/10/2005 15.00,"0,77808839","11,86384337","0,31677748","39,18383026"
26/10/2005 16.00,"0,73280342","14,22337565","0,3086353","39,18383026"
26/10/2005 17.00,"0,6224101","17,18771368","0,36881104","39,18383026"
26/10/2005 18.00,"0,63186312","20,54270008","0,35632574","39,18383026"
26/10/2005 19.00,"0,73478555","15,43558556","0,3855218","39,18383026"
26/10/2005 20.00,"0,71099894","19,4031672","0,37330911","39,18383026"
26/10/2005 21.00,"0,66662825","13,73148497","0,3507815","39,18383026"
26/10/2005 22.00,"0,61539585","20,53751856","0,33387619","39,18383026"
26/10/2005 23.00,"0,67577718","12,39337942","0,4142542","39,18383026"
27/10/2005 0.00,"0,61722544","8,40761657","0,3161577","39,18383026"
27/10/2005 1.00,,"5,5535952","0,34554716","59,63423157"
27/10/2005 2.00,"1,15445365",,"0,3138312","59,63423157"
27/10/2005 3.00,"1,35969035","6,89429725",,"59,63423157"
27/10/2005 4.00,"1,24913127","5,90791366","0,15194629","59,63423157"
27/10/2005 5.00,"1,12391213","11,95988695","0,16486148","59,63423157"
27/10/2005 6.00,"1,1391834","41,63573112","0,31719805","59,63423157"
27/10/2005 7.00,"1,69442065","67,14670584","0,47427966","59,63423157"
27/10/2005 8.00,"1,8966033","55,0362508","0,72717436","59,63423157"
27/10/2005 9.00,"1,90087877","49,90058056","0,46630523","59,63423157"
27/10/2005 10.00,"1,24729863","29,44091864","0,2866599","59,63423157"
27/10/2005 11.00,"1,04878125","16,90997274","0,16318854","59,63423157"
27/10/2005 12.00,"1,11719382","13,80026726","0,1431552","59,63423157"
27/10/2005 13.00,"1,13796198","15,5692726","0,18158972","59,63423157"
27/10/2005 14.00,"1,13429671","12,63477898","0,13315717","59,63423157"
27/10/2005 15.00,"1,05611179","10,34533106","0,09697926","59,63423157"
27/10/2005 16.00,"1,19721138","11,21491248","0,10994921","59,63423157"
27/10/2005 17.00,"1,00541332","19,28506296","0,15053897","59,63423157"
27/10/2005 18.00,"1,2332498","55,68648376","0,56752393","59,63423157"
27/10/2005 19.00,"1,17705444","31,29297744","0,26686073","59,63423157"
27/10/2005 20.00,"1,68831255","50,16015368","0,77887357","59,63423157"
27/10/2005 21.00,"1,74511912","58,39643784","1,00103557","59,63423157"
27/10/2005 22.00,"1,52400094","35,378692","0,37251458","59,63423157"
27/10/2005 23.00,"1,27784016","20,47002496","0,21866118","59,63423157"
28/10/2005 0.00,"1,17888708","19,6731416","0,31015679","59,63423157"
28/10/2005 1.00,"1,31815404","7,7716586","0,1094669","39,19210052"
28/10/2005 2.00,"1,11230714","6,29078592","0,09985914","39,19210052"
28/10/2005 3.00,"1,19537875","7,63538271","0,12082565","39,19210052"
28/10/2005 4.00,"1,13063144","7,7431067","0,09425666","39,19210052"
28/10/2005 5.00,"1,19660017","10,78401078","0,09931392","39,19210052"
28/10/2005 6.00,"1,30532662","43,79927384","0,35131391","39,19210052"
28/10/2005 7.00,"1,64066813","54,43274712","0,4378303","39,19210052"
