, Brindisi,,,,
07/01/2005 2.00,"0,218032","8,593753","1,335705","6,547764","4,395605"
07/01/2005 3.00,"0,964627","8,676759","1,263049","6,742446",
07/01/2005 4.00,"0,798459","6,440776","1,293464","4,458191","29,30402"
07/01/2005 5.00,"0,696545","6,566582","1,225876","4,687914",
07/01/2005 6.00,"0,48347","7,552283","1,469192","5,300509","1,953602"
07/01/2005 7.00,"2,145798","8,982847","2,099449","6,13634",
07/01/2005 8.00,"1,931729","10,475664","4,205658","4,597063","29,79241"
07/01/2005 9.00,"0,971894","14,500177","5,130768","7,510787",
07/01/2005 10.00,"2,477636","8,661195","5,427309","2,384191","32,234421"
07/01/2005 11.00,"0,888645","7,308452","4,959263","2,571085",
07/01/2005 12.00,"1,443966","6,221587","5,264253","0,898128","35,653221"
07/01/2005 13.00,"2,415034","7,400537","5,910563","0,876063",
07/01/2005 14.00,"2,173546","8,824616","5,772852","2,09217","34,18803"
07/01/2005 15.00,"1,015169","6,49914","3,941221","2,564596",
07/01/2005 16.00,"0,3434","5,92069","4,312109","0,580149","32,722832"
07/01/2005 17.00,"0,218032","9,093089","3,013576","4,577596",
07/01/2005 18.00,"0,187144","6,693686","3,331238","3,165511","32,234421"
07/01/2005 19.00,"0,208947","7,995848","2,6486","4,870915",
07/01/2005 20.00,"0,168975","5,849355","3,120872","2,610021","25,39682"
07/01/2005 21.00,"0,170792","6,381114","2,488925","3,232999",
07/01/2005 22.00,"0,114466","5,458966","1,582402","3,083744","7,326007"
07/01/2005 23.00,"0,067227","8,152783","0,676724","7,118829",
08/01/2005 0.00,"0,030888","10,967216","0,710518","9,883296","27,35042"
08/01/2005 1.00,,"10,089167","0,774727","8,908595",
08/01/2005 2.00,"1,219624",,,,"2,930403"
08/01/2005 3.00,"0,338349","7,037383","0,552532","6,244062",
08/01/2005 4.00,"1,205854","7,17616","0,579567","6,31285","30,76923"
08/01/2005 5.00,"0,596042","4,995947","0,593084","4,088298",
08/01/2005 6.00,"0,082621","3,313769","0,685173","2,263489","34,18803"
08/01/2005 7.00,"0,767183","8,488698","1,50721","6,201234",
08/01/2005 8.00,"1,087826","16,123988","3,283083","11,445934","10,25641"
08/01/2005 9.00,"1,341586","7,046464","4,16426","2,65285",
08/01/2005 10.00,"1,640591","8,711779","4,119483","3,458829","34,18803"
08/01/2005 11.00,"1,656328","12,575466","4,639066","5,493893",
08/01/2005 12.00,"1,628787","7,846697","3,397137","2,722935","34,18803"
08/01/2005 13.00,"1,670097","5,672967","2,782931","1,567828",
08/01/2005 14.00,"1,648459","5,985539","2,846296","1,761212","35,164822"
08/01/2005 15.00,"1,644525","4,034888","1,704905","2,000021",
08/01/2005 16.00,"1,660262","9,990595","1,729406","7,49651","32,234421"
08/01/2005 17.00,"1,626821","12,770012","2,287005","9,393998",
08/01/2005 18.00,"1,674032","15,539053","1,469192","13,309669","33,699631"
08/01/2005 19.00,"2,891687","122,781987","32,197178","73,405046",
08/01/2005 20.00,"1,888449","81,21784","8,123222","68,794982","35,653221"
08/01/2005 21.00,"0,950127","63,392224","4,477699","56,557359",
08/01/2005 22.00,"1,45568","62,448004","4,242831","55,97332","56,654442"
08/01/2005 23.00,"0,214419","13,650658","2,237159","10,2441",
09/01/2005 0.00,"0,452442","26,293555","3,147062","21,547265","88,88887"
09/01/2005 1.00,"0,525226","44,652234","5,305651","36,532489",
09/01/2005 2.00,"0,314743","20,426048","4,396594","13,99106","66,42247"
09/01/2005 3.00,"0,212452","17,950128","3,038076","13,509545",
09/01/2005 4.00,"0,180978","17,099312","5,710333","9,03319","67,88765"
09/01/2005 5.00,"0,011804","8,58208","5,979841","1,230383",
09/01/2005 6.00,"0,259663","17,754285","4,885761","12,294734","65,934052"
09/01/2005 7.00,"0,743577","56,741332","4,659342","49,62284",
09/01/2005 8.00,"1,650426","67,944602","9,397255","53,555367","65,934052"
09/01/2005 9.00,"2,106801","96,23161","40,795205","33,627853",
09/01/2005 10.00,"1,632722","62,863059","3,872788","56,957101","66,910851"
09/01/2005 11.00,"1,642558","20,101792","5,652884","12,150669",
09/01/2005 12.00,"1,693703","9,805127","3,245064","4,826787","59,58485"
09/01/2005 13.00,"1,559938","8,956907","2,887694","4,526977",
09/01/2005 14.00,"1,394698","7,816865","1,880633","4,944893","33,211231"
09/01/2005 15.00,"0,765216","7,526343","1,15153","5,89234",
09/01/2005 16.00,"0,17311","8,137217","0,751915","7,033169","37,606831"
09/01/2005 17.00,"0,306875","4,030997","0,675033","2,996786",
09/01/2005 18.00,"0,664892","7,279919","1,229255","5,397851","32,234421"
09/01/2005 19.00,"0,149504","20,90074","1,880633","18,026136",
09/01/2005 20.00,"0,064917","34,555269","2,382475","30,91918","34,18803"
09/01/2005 21.00,"0,367855","30,139084","2,394301","26,481772",
09/01/2005 22.00,"0,224255","6,16063","1,17096","4,408873","56,654442"
09/01/2005 23.00,"0,10426","9,321355","0,969041","7,874189",
10/01/2005 0.00,"0,009837","10,221458","0,915815","8,85538","35,653221"
10/01/2005 1.00,,"4,973898","0,637016","3,998743",
10/01/2005 2.00,"0,011928",,,,"32,234421"
10/01/2005 3.00,"0,017891","2,977854","0,680948","1,933829",
10/01/2005 4.00,"0,015904","9,774001","0,715587","8,691851","37,118431"
10/01/2005 5.00,"0,011928","11,174733","0,592239","10,272652",
10/01/2005 6.00,"0,005965","6,365551","0,75276","5,213552","37,118431"
10/01/2005 7.00,"0,017891","9,207223","1,56297","6,902083",
10/01/2005 8.00,"0,276295","35,333474","5,11894","27,513583","33,699631"
10/01/2005 9.00,"0,157032","44,219032","6,708101","33,944538",
10/01/2005 10.00,"1,689572","31,554078","5,966323","22,566093","33,211231"
10/01/2005 11.00,"1,689572","25,703436","5,188217","20,187086",
10/01/2005 12.00,"1,675657","51,545646","5,665556","43,194468","38,09523"
10/01/2005 13.00,"1,554406","17,806165","4,601047","11,138337",
10/01/2005 14.00,"1,574283","22,531026","4,869709","15,065695","35,164822"
10/01/2005 15.00,"1,460982","37,974118","4,567252","30,984094",
10/01/2005 16.00,"1,67367","57,82301","5,908028","48,787011","37,606831"
10/01/2005 17.00,"1,196614","58,537617","5,703574","49,816204",
10/01/2005 18.00,"1,224442","58,236727","4,704963","51,049193","37,606831"
10/01/2005 19.00,"0,135167","56,647951","5,254115","48,615679",
10/01/2005 20.00,"0,153056","53,156485","5,026852","45,470934","32,722832"
10/01/2005 21.00,"0,00994","45,388909","4,497976","38,510453",
10/01/2005 22.00,"0,107339","27,270185","3,41488","22,043047","63,003651"
10/01/2005 23.00,"0,00994","5,484906","1,207288","3,675573",
11/01/2005 0.00,"0,015904","11,240879","1,089854","9,574403","35,164822"
11/01/2005 1.00,"0,017891","8,078856","0,781485","6,883915",
11/01/2005 2.00,"0,019879","6,728704","0,594773","5,819659","36,141621"
11/01/2005 3.00,"0,011928","4,187932","0,675033","3,153829",
11/01/2005 4.00,"0,019879","4,244997","0,614206","3,304381","32,722832"
11/01/2005 5.00,"0,007953","3,78976","0,759519","2,629489",
11/01/2005 6.00,"0,005965","5,916798","0,729949","4,799531","34,67643"
11/01/2005 7.00,"0,02783","11,92179","1,781786","9,244743",
11/01/2005 8.00,"0,870627","68,23123","6,690358","58,000593","33,211231"
11/01/2005 9.00,"2,532368","110,78495","29,932987","64,878017",
11/01/2005 10.00,"2,23421","104,962833","30,246433","58,570351","34,67643"
11/01/2005 11.00,"1,683608","65,178131","6,702187","54,927228",
11/01/2005 12.00,"1,663731","52,871159","6,592356","42,780444","39,56044"
11/01/2005 13.00,"1,238357","23,329975","5,419705","15,043633",
11/01/2005 14.00,"1,496762","22,754119","4,940676","15,299311","67,88765"
11/01/2005 15.00,"1,073375","11,444505","3,667489","6,534785",
11/01/2005 16.00,"0,771241","28,29997","5,552347","20,84512","65,934052"
11/01/2005 17.00,"1,051511","42,108873","4,987142","34,476668",
11/01/2005 18.00,"1,510676","50,639072","4,16764","44,271707","34,67643"
11/01/2005 19.00,"1,212516","58,088891","5,669781","49,419062",
11/01/2005 20.00,"0,695707","70,901702","7,682211","59,149209","36,630032"
11/01/2005 21.00,"0,349842","62,12765","5,487292","53,740966",
11/01/2005 22.00,"0,206726","53,627297","3,887994","47,691607","37,118431"
11/01/2005 23.00,"0,015904","10,054146","1,481021","7,805403",
12/01/2005 0.00,"0,00994","9,627444","0,925109","8,238892","36,630032"
12/01/2005 1.00,,"4,934988","0,638706","3,957213",
12/01/2005 2.00,"0,009919",,,,"32,234421"
12/01/2005 3.00,"0,009919","11,128042","0,704604","10,059806",
12/01/2005 4.00,"0,017853","10,934793","0,625188","9,981934","32,234421"
12/01/2005 5.00,"0,025787","9,902401","0,710518","8,817744",
12/01/2005 6.00,"0,009919","10,296682","0,668276","9,281083","26,86202"
12/01/2005 7.00,"0,019837","4,803993","1,415122","2,776147",
12/01/2005 8.00,"0,109094","27,07692","4,586684","20,483006","32,722832"
12/01/2005 9.00,"1,582829","52,454838","5,973925","43,313873",
12/01/2005 10.00,"1,414233","36,949495","5,652038","28,411708","60,073261"
12/01/2005 11.00,"1,106791","7,291592","4,608651","2,589255",
12/01/2005 12.00,"1,451919","8,014006","5,449275","1,631425","33,699631"
12/01/2005 13.00,"1,725641","8,117765","4,254659","3,017553",
12/01/2005 14.00,"1,608615","7,038682","5,347893","0,998064","37,118431"
12/01/2005 15.00,"1,023484","6,374631","2,667187","2,366021",
12/01/2005 16.00,"0,47604","10,70912","3,236616","6,151915","35,653221"
12/01/2005 17.00,"1,243653","6,70925","2,166192","3,720998",
12/01/2005 18.00,"0,303476","32,368591","3,210425","27,459072","37,606831"
12/01/2005 19.00,"1,541176","52,70514","3,701283","47,055636",
12/01/2005 20.00,"1,432084","65,167767","5,292133","57,082987","33,699631"
12/01/2005 21.00,"1,249603","68,393347","6,967469","57,737123",
12/01/2005 22.00,"0,115044","61,219774","4,653427","54,113459","34,67643"
12/01/2005 23.00,"0,043638","44,536808","2,973868","39,999097",
13/01/2005 0.00,"0,011903","8,409583","1,102528","6,778788","68,37606"
13/01/2005 1.00,"0,013886","9,659867","1,519883","7,522467",
13/01/2005 2.00,"0,015869","12,728508","2,777863","8,787892","64,468849"
13/01/2005 3.00,"0,019837","2,692518","0,717277","1,592489",
13/01/2005 4.00,"0,011903","9,797346","0,819503","8,573743","55,67765"
13/01/2005 5.00,"0,02182","11,897149","0,592239","10,995566",
13/01/2005 6.00,"0,019837","4,084173","0,733328","2,960447","37,118431"
13/01/2005 7.00,"0,011903","6,6016","1,186168","4,912446",
13/01/2005 8.00,"1,203982","52,133183","6,545044","42,114628","37,118431"
13/01/2005 9.00,"1,713741","69,849834","5,164562","61,964307",
13/01/2005 10.00,"1,547126","52,364039","5,607261","43,786308","34,18803"
13/01/2005 11.00,"1,582829","41,418871","6,190207","32,015905",
13/01/2005 12.00,"1,646301","9,868681","4,260572","4,441318","37,118431"
13/01/2005 13.00,"1,678038","10,006159","3,791682","5,159043",
13/01/2005 14.00,"1,53721","6,739081","3,943755","2,894255","32,722832"
13/01/2005 15.00,"0,751746","10,642974","3,35067","6,163596",
13/01/2005 16.00,"1,608615","25,436253","5,706954","17,177339","36,141621"
13/01/2005 17.00,"1,422167","25,589308","3,606659","20,200069",
13/01/2005 18.00,"1,203982","58,76591","4,480234","51,923952","35,653221"
13/01/2005 19.00,"0,904475","52,40941","3,539916","47,007607",
13/01/2005 20.00,"0,480008","34,735551","2,420492","31,047688","32,722832"
13/01/2005 21.00,"0,228104","54,339345","4,78438","47,027092",
13/01/2005 22.00,"0,156697","6,052981","2,364732","2,565894","33,211231"
13/01/2005 23.00,"0,015869","9,192957","1,160822","7,416042",
14/01/2005 0.00,"0,160665","10,62741","1,14477","8,889127","34,18803"
14/01/2005 1.00,,"4,867547","0,588015","3,967595",
14/01/2005 2.00,"0,001954",,,,"28,81562"
14/01/2005 3.00,"0,013668","8,902434","0,848228","7,727529",
14/01/2005 4.00,"0,351437","5,706689","0,628568","4,750211","30,28083"
14/01/2005 5.00,"0,1601","4,587398","0,739243","3,458829",
14/01/2005 6.00,"0,013668","6,324049","1,110976","4,621722","25,88522"
14/01/2005 7.00,"0,037097","7,578223","2,172107","4,935809",
14/01/2005 8.00,"1,44479","86,387564","13,624859","65,613908","33,211231"
14/01/2005 9.00,"1,661508","63,400007","3,77225","57,648883",
14/01/2005 10.00,"1,747414","52,987866","4,879846","45,550111","37,606831"
14/01/2005 11.00,"3,906787","9,547031","6,177536","2,227149",
14/01/2005 12.00,"5,689343","8,510748","4,748895","2,559403","32,234421"
14/01/2005 13.00,"4,882995","9,919263","5,081765","3,131764",
14/01/2005 14.00,"3,326919","9,157939","5,270167","2,935786","35,653221"
14/01/2005 15.00,"2,092992","5,361693","3,586383","0,917596",
14/01/2005 16.00,"3,07701","18,184879","5,08937","11,635414","35,653221"
14/01/2005 17.00,"2,292139","14,968384","3,791682","9,505617",
14/01/2005 18.00,"1,673222","8,006224","3,318566","3,99485","25,39682"
14/01/2005 19.00,"2,311662","5,779318","3,338842","2,282958",
14/01/2005 20.00,"2,145707","6,883045","3,321101","2,417936","25,39682"
14/01/2005 21.00,"1,688842","9,571672","2,931626","5,637956",
14/01/2005 22.00,"1,649794","5,657403","1,706594","3,295298","25,39682"
14/01/2005 23.00,"1,669318","8,793488","1,029871","7,340764",
15/01/2005 0.00,"1,464314","10,32262","0,970731","8,83851","33,211231"
15/01/2005 1.00,"1,618555","7,805193","0,674189","6,774893",
15/01/2005 2.00,"1,712271","9,207223","1,350068","7,253809","28,327221"
15/01/2005 3.00,"1,618555","7,501701","0,777261","6,338807",
15/01/2005 4.00,"1,321788","7,02182","0,886247","5,671701","3,907204"
15/01/2005 5.00,"1,103116","6,241041","0,696155","5,175914",
15/01/2005 6.00,"0,782921","6,244932","0,892161","4,878701","9,27961"
15/01/2005 7.00,"0,577917","9,512013","1,184478","7,698977",
15/01/2005 8.00,"1,288597","11,486007","3,21296","7,473147","36,141621"
15/01/2005 9.00,"1,763033","6,298108","3,514571","2,00651",
15/01/2005 10.00,"1,66346","5,631463","3,900667","1,523701","33,699631"
15/01/2005 11.00,"1,684937","6,287732","4,492907","1,643106",
15/01/2005 12.00,"1,684937","4,409714","4,342523","0,625574","37,606831"
15/01/2005 13.00,"1,694699","4,731362","5,215253","0,320575",
15/01/2005 14.00,"1,681033","11,393921","4,228468","5,72751","32,234421"
15/01/2005 15.00,"1,667365","10,553483","2,527788","7,225255",
15/01/2005 16.00,"1,659556","8,601535","2,496528","5,27585","11,23321"
15/01/2005 17.00,"1,722033","5,658699","2,26335","2,460765",
15/01/2005 18.00,"2,747052","8,627475","2,96204","4,11036","4,884005"
15/01/2005 19.00,"2,368283","6,373333","3,356585","1,517212",
15/01/2005 20.00,"1,681033","6,995882","2,789691","3,304381","3,418803"
15/01/2005 21.00,"1,714224","7,164488","2,519339","3,512042",
15/01/2005 22.00,"1,901656","8,246165","2,027637","5,652233","11,72161"
15/01/2005 23.00,"2,696289","9,30709","1,263893","7,383595",
16/01/2005 0.00,"1,474076","9,755842","1,0907","8,08704","5,372406"
16/01/2005 1.00,,"7,958237","1,031561","6,379042",
16/01/2005 2.00,"1,854137",,,,"64,468849"
16/01/2005 3.00,"0,819395","6,025744","0,677569","4,98902",
16/01/2005 4.00,"0,78278","5,05042","0,713053","4,038978","63,980461"
16/01/2005 5.00,"1,301806","5,181413","0,707984","4,097381",
16/01/2005 6.00,"0,393872","4,951849","0,635327","3,979275","51,282051"
16/01/2005 7.00,"1,318769","6,646995","0,812745","5,403041",
16/01/2005 8.00,"3,040926","9,999674","1,214048","8,14285","36,141621"
16/01/2005 9.00,"2,596165","10,015237","1,609438","7,551021",
16/01/2005 10.00,"2,906464","10,148827","1,965963","7,1357","32,722832"
16/01/2005 11.00,"4,321427","10,453615","2,612273","6,493255",
16/01/2005 12.00,"4,319359","10,504197","3,033852","6,014339","36,630032"
16/01/2005 13.00,"4,544842","6,093186","3,633696","2,703467",
16/01/2005 14.00,"4,406242","8,953016","2,12564","5,701551","34,18803"
16/01/2005 15.00,"3,758751","6,604195","1,253756","4,682723",
16/01/2005 16.00,"2,817512","7,753314","1,438777","5,548404","37,606831"
16/01/2005 17.00,"3,580847","8,051619","1,359362","5,968914",
16/01/2005 18.00,"2,730628","8,38494","1,296844","6,39851","31,25762"
16/01/2005 19.00,"2,74304","10,043772","1,682939","7,46536",
16/01/2005 20.00,"3,096781","9,352485","1,934703","6,543872","27,83882"
16/01/2005 21.00,"2,623057","9,229271","1,474261","7,121424",
16/01/2005 22.00,"2,625126","8,085339","1,140546","6,338807","29,79241"
16/01/2005 23.00,"2,625126","7,233228","1,148149","5,474425",
17/01/2005 0.00,"2,631333","5,50047","0,6725","4,47117","23,93162"
17/01/2005 1.00,"2,63547","4,789728","0,738397","3,658702",
17/01/2005 2.00,"2,641676","4,964819","0,842315","3,674277","26,86202"
17/01/2005 3.00,"2,641676","4,348756","0,721502","3,243383",
17/01/2005 4.00,"2,598233","3,822184","0,643775","2,835852","25,39682"
17/01/2005 5.00,"2,74304","4,710612","0,744312","3,570446",
17/01/2005 6.00,"2,608578","5,719658","0,859212","4,40368","9,27961"
17/01/2005 7.00,"2,97473","9,143672","1,217427","7,308318",
17/01/2005 8.00,"2,796825","9,772704","4,016412","4,783956","14,65201"
17/01/2005 9.00,"3,092643","10,268147","5,684142","2,682702",
17/01/2005 10.00,"3,003691","5,343535","4,528391","0,190787","32,722832"
17/01/2005 11.00,"2,614783","3,583541","4,423629","0,119404",
17/01/2005 12.00,"2,606509","5,091922","4,365334","0,924085","29,79241"
