TARANTO - Paolo VI -CISI,,,
,,,,,,,,,,,
,SO2,NO2,PM10
,,,,,,
,,,,,,,
,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,
01/01/2011 1.00,"0,621136","7,760626","11,2"
01/01/2011 2.00,"0,534466","6,350488","11,2"
01/01/2011 3.00,"0,522729","12,653597","11,2"
01/01/2011 4.00,"0,445087","6,373849","11,2"
01/01/2011 5.00,"0,487519","11,683436","11,2"
01/01/2011 6.00,"0,520924","14,03129","11,2"
01/01/2011 7.00,"0,528146","7,443945","11,2"
01/01/2011 8.00,"0,464949","6,491307","11,2"
01/01/2011 9.00,"0,421614","5,907263","11,2"
01/01/2011 10.00,"0,665373","8,665893","11,2"
01/01/2011 11.00,"0,472172","4,691159","11,2"
01/01/2011 12.00,"0,640095","3,77551","11,2"
01/01/2011 13.00,"0,600371","4,278436","11,2"
01/01/2011 14.00,"0,76378","6,164892","11,2"
01/01/2011 15.00,"0,615719","4,532819","11,2"
01/01/2011 16.00,"0,62565","5,432244","11,2"
01/01/2011 17.00,"0,59676","7,059775","11,2"
01/01/2011 18.00,"0,79267","13,892413","11,2"
01/01/2011 19.00,"0,650026","16,79511","11,2"
01/01/2011 20.00,"0,618427","26,546666","11,2"
01/01/2011 21.00,"0,622039","21,490153","11,2"
01/01/2011 22.00,"0,666276","21,299374","11,2"
01/01/2011 23.00,"0,650929","19,725683","11,2"
02/01/2011 0.00,"0,60308","7,145435","11,2"
02/01/2011 1.00,"0,707806","9,987125","10,8"
02/01/2011 2.00,"0,710515",,"10,8"
02/01/2011 3.00,"0,789962","7,172042","10,8"
02/01/2011 4.00,"0,778226","12,098113","10,8"
02/01/2011 5.00,"0,78635","7,196051","10,8"
02/01/2011 6.00,"0,942537","7,120776","10,8"
02/01/2011 7.00,"1,037333","7,767115","10,8"
02/01/2011 8.00,"0,938024","10,897581","10,8"
02/01/2011 9.00,"0,915454","10,714578","10,8"
02/01/2011 10.00,"1,039139","11,978705","10,8"
02/01/2011 11.00,"0,874826","7,696381","10,8"
02/01/2011 12.00,"0,825171","4,315424","10,8"
02/01/2011 13.00,"1,046361","4,643139","10,8"
02/01/2011 14.00,"1,133032","4,136319","10,8"
02/01/2011 15.00,"0,996707","4,201213","10,8"
02/01/2011 16.00,"0,911842","4,113607","10,8"
02/01/2011 17.00,"1,15831","5,170075","10,8"
02/01/2011 18.00,"0,991289","4,95917","10,8"
02/01/2011 19.00,"0,884757","4,867021","10,8"
02/01/2011 20.00,"1,171852","5,936467","10,8"
02/01/2011 21.00,"1,083376","4,802776","10,8"
02/01/2011 22.00,"0,933509","5,874819","10,8"
02/01/2011 23.00,"0,975942","8,479647","10,8"
03/01/2011 0.00,"0,740307","16,519963","10,8"
03/01/2011 1.00,"1,010248","6,434849","15,8"
03/01/2011 2.00,"0,822463","6,461456","15,8"
03/01/2011 3.00,"0,868507","5,292722","15,8"
03/01/2011 4.00,"0,73489","4,917637","15,8"
03/01/2011 5.00,"0,752044","4,22652","15,8"
03/01/2011 6.00,"0,861284","5,843669","15,8"
03/01/2011 7.00,"0,79267","13,015702","15,8"
03/01/2011 8.00,"1,023791","18,205894","15,8"
