,Regione Puglia,,,,,
,CERRATE,,,,,
Parm,SO2,NO2,CO,O3,PM10,BENZENE



05/02/2006 19.00,4,"5,11361532","0,00120345","84,90546435",,"1,9877265"
05/02/2006 20.00,5,"4,47506277","0,00304182","85,76905995",,"1,753308"
05/02/2006 21.00,5,"4,44910546","0,00906021","85,314978",,"1,743138"
05/02/2006 22.00,6,"4,62431731","0,00784744","87,4502664",,"1,839753"
05/02/2006 23.00,7,"5,20706432","0,00332724","86,5191201",,"1,9002645"
06/02/2006 0.00,8,"5,33814722","0,03923371","84,67707675",,"2,1219705"
06/02/2006 1.00,9,"5,41731931","0,02396405","83,24993355",,"2,1280725"
06/02/2006 2.00,10,"5,45625337","0,03371044","81,2105847",,"2,0701035"
06/02/2006 3.00,10,"5,45755162","0,00373616","80,42672925",,"2,0680695"
06/02/2006 4.00,11,"5,19148917","0,009207","79,76993535",,"2,0772225"
06/02/2006 5.00,12,"5,6107009","0,00171721","80,14292055",,"2,103156"
06/02/2006 6.00,12,"5,65093512","0,00968348","79,44558825",,"2,1270555"
06/02/2006 7.00,12,"5,72231773","0,00065007","78,61307475",,"2,1280725"
06/02/2006 8.00,13,"5,68597826","0,00015029","77,760312",,"2,148921"
06/02/2006 9.00,14,"6,33231838","0,00057668","75,09118155",,"2,2735035"
06/02/2006 10.00,14,"6,22589264","0,01340449","72,3760863",,"2,3813055"
06/02/2006 11.00,14,"6,19993533","0,00111491","73,096401",,"2,437749"
06/02/2006 12.00,15,"5,99097858","0,00159955","76,6115511",,"2,4209685"
06/02/2006 13.00,17,"6,12725447","0,00092618","79,3428657",,"2,2704525"
06/02/2006 14.00,17,"5,75346803","0,00338316","80,5280952",,"2,0985795"
06/02/2006 15.00,17,"5,92478706","0,00677448","81,8930742",,"1,964844"
06/02/2006 16.00,17,"5,70284974","0,01863767","82,4904171",,"1,8809415"
06/02/2006 17.00,15,"5,81187007",,"83,7716061",,"1,777716"
06/02/2006 18.00,13,"5,86378661",,"84,5473419",,"1,6561845"
06/02/2006 19.00,12,"5,60031874",,"85,35282315",,"1,671948"
06/02/2006 20.00,12,"5,44457296",,"85,64201835",,"1,6195725"
06/02/2006 21.00,13,"5,51206274",,"84,37164225",,"1,63737"
06/02/2006 22.00,13,"5,90272258",,"83,62024545",,"1,695339"
06/02/2006 23.00,12,"6,18176559",,"81,8795481",,"1,8016155"
07/02/2006 0.00,12,"6,3699561",,"81,48224385",,"1,7883945"
07/02/2006 1.00,,"6,99682825",,"81,2011284",,"1,804158"
07/02/2006 2.00,8,"6,3128504","0,00903924","81,56332065",,"1,833651"
07/02/2006 3.00,7,"6,23757305",,"82,02145245",,"1,8036495"
07/02/2006 4.00,7,"5,72361598","0,61013031","81,2713923",,"1,786869"
07/02/2006 5.00,8,"5,3602117","0,78273904","81,91739325",,"1,82043"
07/02/2006 6.00,8,"5,61459374","1,06824093","82,40257725",,"1,729917"
07/02/2006 7.00,9,"5,06429719","0,77051469","83,6310384",,"1,687203"
07/02/2006 8.00,10,"4,92412656","0,7784332","84,05539485",,"1,568214"
07/02/2006 9.00,10,"5,0305523","0,83314742","83,9986371",,"1,547874"
07/02/2006 10.00,11,"4,90855332","1,05714663","85,36092285",,"1,551942"
07/02/2006 11.00,12,"4,78395593","1,18809263","88,3016925",,"1,487871"
07/02/2006 12.00,12,"5,35891345","1,36713216","89,63692605",,"1,35261"
07/02/2006 13.00,12,"5,19019092","1,33688993","91,04922645",,"1,377018"
07/02/2006 14.00,13,"4,94099996","1,51172381","93,42914175",,"1,3571865"
07/02/2006 15.00,10,"4,71127507","1,39446656","95,65364655",,"1,298709"
07/02/2006 16.00,9,"4,67882843","1,34221281","96,07259655",,"1,134972"
07/02/2006 17.00,8,"4,73074306","1,39406347","95,10494175",,"1,1187"
07/02/2006 18.00,5,"4,86572261","0,98641715","93,46968015",,"1,2046365"
07/02/2006 19.00,5,"4,71646806","0,9268274","92,93450145",,"1,170567"
07/02/2006 20.00,6,"5,13048872","1,016346","91,7465787",,"1,143108"
07/02/2006 21.00,6,"3,52372231","0,9239184","94,66436595",,"1,041408"
07/02/2006 22.00,6,"3,23429714","0,91668258","95,8050072",,"0,93050415"
07/02/2006 23.00,6,"3,10970166","0,73857156","95,50904895",,"0,87304365"
08/02/2006 0.00,5,"5,37967968","0,73333721","88,06654185",,"0,81304065"
08/02/2006 1.00,3,"9,61982839","0,61523068","70,79486925",,"0,96040395"
08/02/2006 2.00,3,,"0,63648144","69,1893531",,"1,051578"
08/02/2006 3.00,3,"7,46795652","0,61809425","64,95251175",,"1,05051015"
08/02/2006 4.00,2,"7,51468006","0,73490297","81,51811395",,"1,03108545"
08/02/2006 5.00,3,"7,26548719","0,56364797","60,59000535",,"1,0304244"
08/02/2006 6.00,2,"7,87808434","0,54638034","62,0009292",,"0,9103167"
08/02/2006 7.00,3,"9,32391389","0,52964861","57,9208749",,"0,9404199"
08/02/2006 8.00,2,"11,8703327","0,70385572","54,30571545",,"0,9825237"
08/02/2006 9.00,3,"15,82495289","0,90503957","49,2431436",,"1,751274"
08/02/2006 10.00,4,"11,93003298","0,87864417","63,51862545",,"1,6185555"
08/02/2006 11.00,7,"11,49524801","0,84875959","72,3450042",,"1,1700585"
08/02/2006 12.00,8,"11,8132289","1,00037502","75,83447865",,"1,07990145"
08/02/2006 13.00,4,"10,22333016","0,9682082","75,56686935",,"1,0623582"
08/02/2006 14.00,3,"13,29280525","1,06430439","67,05268815",,"1,385154"
08/02/2006 15.00,3,"16,83080638","1,11150204","62,5793595",,"1,2697245"
08/02/2006 16.00,10,"12,93588456","1,16558949","87,7800399",,"1,1683296"
08/02/2006 17.00,5,"7,21227623","1,33384695","89,95588665",,"1,04298435"
08/02/2006 18.00,3,"8,75804028","1,02153491","67,4986704",,"0,88779015"
08/02/2006 19.00,2,"9,91704114","0,5920565","51,1824831",,"0,97647255"
08/02/2006 20.00,2,"24,15857888","0,9804675","33,96625155",,"1,1934495"
08/02/2006 21.00,3,"56,41199216","1,62826342","15,08905283",,"3,582891"
08/02/2006 22.00,2,"48,86226896","1,3190398","15,38636768",,"5,492817"
08/02/2006 23.00,2,"37,08278112","1,12470032","17,92306604",,"3,833073"
09/02/2006 0.00,2,"21,57192968","0,90119274","33,78650205",,"3,083544"
09/02/2006 1.00,,"16,72048015","0,92396267","46,8497022",,"2,2531635"
09/02/2006 2.00,1,"9,48744725","0,85139948","63,41320965",,"1,8005985"
09/02/2006 3.00,1,"7,8884665",,"66,410757",,"1,5077025"
09/02/2006 4.00,1,"6,79176625","0,42937357","69,92050065",,"1,0997838"
09/02/2006 5.00,1,"7,05004112","0,24941019","66,67427655",,"0,903096"
09/02/2006 6.00,1,"7,53674454","0,15892581","61,43736165",,"0,81334575"
09/02/2006 7.00,1,"9,68731817","0,23822503","58,34387475",,"0,78222555"
09/02/2006 8.00,1,"12,37131876","0,30108377","63,1010121",,"0,81405765"
09/02/2006 9.00,1,"21,54856504","0,3577284","51,5919768",,"0,84538125"
09/02/2006 10.00,1,"20,30389128","0,54325698","56,77349055",,"0,87578955"
09/02/2006 11.00,"0,91566815","10,63345798","0,64929528","76,562913",,"0,9869985"
09/02/2006 12.00,"0,74835233","5,7469787","0,99969116","88,45712295",,"0,8196003"
09/02/2006 13.00,"0,87433727","5,8209559","1,30632149","90,10184085",,"0,61899705"
09/02/2006 14.00,"0,47038589","6,92933847","1,23044038","85,7190453",,"0,64543905"
09/02/2006 15.00,"0,23957367","14,05984229","1,25288061","67,67975655",,"0,84690675"
09/02/2006 16.00,"0,25104645","14,24674029","1,28225842","66,35938575",,"0,8533647"
09/02/2006 17.00,"0,29404216","11,30446482","1,18249714","70,9070481",,"1,509228"
09/02/2006 18.00,"0,18315051","9,88199801","0,91434792","73,7802471",,"1,04847615"
09/02/2006 19.00,"0,19284354","9,69640399","0,76966191","67,13783475",,"0,85178835"
09/02/2006 20.00,"0,21205264","11,36675778","0,75186421","57,29242995",,"0,88006095"
09/02/2006 21.00,"0,18610693","12,69577942","0,76848992","39,0990873",,"1,062765"
09/02/2006 22.00,"0,161763","18,19875442","0,89947903","40,59244455",,"1,2514185"
09/02/2006 23.00,"0,25922618","17,2993305","0,80931502","33,7473003",,"1,7212725"
10/02/2006 0.00,"0,20184602","18,3389327","0,86554957","31,29981435",,"1,6826265"
10/02/2006 1.00,"0,21992218","13,70293307","0,67319059","44,40221625",,"2,193669"
10/02/2006 2.00,"0,35258068","7,27327477","0,31471427","59,64397635",,"1,567197"
10/02/2006 3.00,"0,25551617","6,98255326","0,24239806","49,3363899",,"0,9349281"
10/02/2006 4.00,"0,22670252","6,48676592","0,2075133","46,6523967",,"0,9404199"
10/02/2006 5.00,"0,29068606","6,06625402","0,18612856","43,86703755",,"1,06159545"
10/02/2006 6.00,"0,20480346","8,56336044","0,21043745","41,0600526",,"0,90396045"
10/02/2006 7.00,"0,22087816","9,7963385","0,19285993","36,07181445",,"0,8850951"
10/02/2006 8.00,"0,23179261","18,14944203","0,22635717","25,5101448",,"1,00342305"
10/02/2006 9.00,"0,2905091","35,2527868","0,36263538","16,75675512",,"1,3490505"
10/02/2006 10.00,"0,33188371","28,85947944","0,66697182","30,24836955",,"1,482786"
10/02/2006 11.00,"0,17067803","21,08262976","0,75087163","48,11738505",,"1,9704375"
10/02/2006 12.00,"0,4087384","15,74318047","1,13049853","56,95998315",,"2,0273895"
10/02/2006 13.00,"0,44199634","12,24801388","1,17123159","64,74168015",,"1,694322"
10/02/2006 14.00,"0,25064779","8,38685034","1,08070759","75,2803674",,"1,327185"
10/02/2006 15.00,"0,2944215","7,79112658","0,77078847","80,3740413",,"0,8233632"
10/02/2006 16.00,"0,27325671","5,06429719","0,75497243","84,5554416",,"0,69944175"
10/02/2006 17.00,"0,21669931","5,71193557","0,89064716","82,962075",,"0,6833223"
10/02/2006 18.00,"0,20057986","6,00525358","0,75934351","72,34231095",,"0,6104034"
10/02/2006 19.00,"0,18546114","6,14542421","0,5062892","82,41877665",,"0,7020351"
10/02/2006 20.00,"0,11265207","4,82419014","0,41202555","82,74312375",,"0,5899617"
10/02/2006 21.00,"0,16445399","4,38680676","0,48822005","73,5951111",,"0,58228335"
10/02/2006 22.00,"0,17189944","7,57048752","0,5513945","52,2879924",,"0,5356539"
10/02/2006 23.00,"0,19188756","7,06821086","0,23819474","50,66623695",,"0,5626044"
11/02/2006 0.00,"0,17741362","20,92299688","0,39976859","38,56660185",,"0,77897115"
11/02/2006 1.00,,"15,81067025","0,43928655","42,64126965",,"1,4466825"
11/02/2006 2.00,"0,40820244",,"0,18005891","72,37877955",,"1,8422955"
11/02/2006 3.00,"0,73974343","5,05261678",,"83,2580532",,"0,75446145"
11/02/2006 4.00,"0,61516805","4,98382876","0,39343681","78,3427722",,"0,6764067"
11/02/2006 5.00,"0,52804572","4,93840346","0,39563167","78,26574525",,"0,68184765"
11/02/2006 6.00,"0,62994912","4,95527495","0,41518736","75,11009415",,"0,6410151"
11/02/2006 7.00,"0,58500993","5,56527561","0,44860772","68,30143845",,"0,6786441"
11/02/2006 8.00,"0,72574747","8,2492762","0,47836997","59,40477585",,"0,67401675"
11/02/2006 9.00,"0,96661884","9,96376469","0,39748286","61,8738876",,"0,80154855"
11/02/2006 10.00,1,"10,76325028","0,49833225","72,97747905",,"0,86978925"
11/02/2006 11.00,2,"7,34855212","0,50610047","85,9217772",,"0,88138305"
11/02/2006 12.00,2,"4,67363735","0,43641366","88,1584515",,"0,64706625"
11/02/2006 13.00,3,"3,97278802","0,60970508","94,8076269",,"0,58309695"
11/02/2006 14.00,3,"4,26350953","0,81316534","97,7646159",,"0,5737914"
11/02/2006 15.00,2,"4,2712971","1,07831934","97,59569925",,"0,30230325"
11/02/2006 16.00,"0,77660256","4,99940391","1,13061852","95,99690625",,"0,6251499"
11/02/2006 17.00,"0,66681436","4,86572261","1,09286204","98,64307425",,"0,6795594"
11/02/2006 18.00,"0,24224228","5,82614889","0,84550225","93,23993595",,"0,8656704"
11/02/2006 19.00,"0,24559025","7,14478646","0,68828899","80,93218245",,"0,76341105"
11/02/2006 20.00,"0,39282947","7,25899978","0,65148198","79,1644728",,"0,8503137"
11/02/2006 21.00,"0,89881036","4,00653099","0,5104366","85,93663995",,"0,7459695"
11/02/2006 22.00,"0,74959714","3,58472276","0,49977801","88,4179212",,"0,7273584"
11/02/2006 23.00,"0,70623734","4,50491482","0,5976916","81,5362884",,"0,7478001"
12/02/2006 0.00,"0,71510864","4,55423295","0,54205004","80,1077886",,"0,85819545"
12/02/2006 1.00,"0,67292551","5,43548905","0,56657445","77,5292112",,"0,90833355"
12/02/2006 2.00,"0,66898057","6,17138152","0,55943766","75,3087762",,"0,89429895"
12/02/2006 3.00,"0,68316975","5,29661666","0,5030738","70,69352325",,"1,0069317"
12/02/2006 4.00,"0,84088001","5,53025542","0,53280227","67,9706475",,"1,085139"
12/02/2006 5.00,1,"6,14153138","0,57894908","62,39961",,"1,204128"
12/02/2006 6.00,"0,84874447","6,6853405","0,52931426","57,15728865",,"1,242774"
12/02/2006 7.00,"0,92502761","7,3680201","0,40488993","56,28966315",,"1,3592205"
12/02/2006 8.00,1,"8,97089177","0,50966886","56,395059",,"1,5371955"
12/02/2006 9.00,2,"12,11043974","0,52782422","56,65726185",,"1,890603"
12/02/2006 10.00,3,"9,57051026","0,60785273","64,05919065",,"2,4006285"
12/02/2006 11.00,5,"6,61655248","0,77175076","73,6045674",,"1,636353"
12/02/2006 12.00,5,"6,18695667","0,5976019","78,94959135",,"1,5290595"
12/02/2006 13.00,8,"5,93646746","0,54620559","81,0308352",,"1,496007"
12/02/2006 14.00,9,"5,54061654","0,51382325","82,0201158",,"1,4304105"
12/02/2006 15.00,7,"4,5529347","0,5280048","88,9639128",,"1,3154895"
12/02/2006 16.00,4,"3,98187193","0,56192261","90,52889055",,"1,0840203"
12/02/2006 17.00,4,"4,81510623","0,54810338","88,2800667",,"0,8795016"
12/02/2006 18.00,3,"4,37123352","0,4629244","86,6650743",,"0,78883605"
12/02/2006 19.00,2,"4,3764246","0,56129001","86,98401495",,"0,76422465"
12/02/2006 20.00,2,"3,22002023","0,59051054","88,4800854",,"0,74154555"
12/02/2006 21.00,2,"2,75927603","0,67221083","90,4126818",,"0,77114025"
12/02/2006 22.00,3,"8,78529584","0,69388915","74,2640745",,"0,72588375"
12/02/2006 23.00,2,"7,63148797","0,74090389","79,0185186",,"1,359729"
13/02/2006 0.00,2,"6,48806417","1,04824137","80,2253739",,"0,96386175"
13/02/2006 1.00,,"6,71129782","1,26543116","76,90347945",,"0,9736758"
13/02/2006 2.00,2,"7,00721232","1,21606661","70,93272375",,"0,8813322"
13/02/2006 3.00,2,"6,00265899",,"72,9153348",,"0,9527256"
13/02/2006 4.00,2,"5,50038233","0,32933968","73,4437305",,"0,89541765"
13/02/2006 5.00,2,"5,58344534","0,48786589","72,84640755",,"0,8560089"
13/02/2006 6.00,2,"5,76774302","0,45426845","70,4556594",,"0,8611956"
13/02/2006 7.00,2,"7,38099876","0,5781231","64,8254901",,"0,84009285"
13/02/2006 8.00,3,"11,70680125","0,70051217","58,7155233",,"0,8960787"
13/02/2006 9.00,3,"7,9819155","0,66331605","74,9573769",,"1,062765"
13/02/2006 10.00,5,"5,92219056","0,45053929","83,3094045",,"1,1009025"
13/02/2006 11.00,5,"4,41406232","0,34941379","84,7432908",,"1,084122"
13/02/2006 12.00,7,"3,62495698","0,37478167","86,58533415",,"1,0531035"
13/02/2006 13.00,7,"3,68595742","0,24062609","87,15295155",,"1,022085"
13/02/2006 14.00,6,"3,75734003","0,11453581","86,02314315",,"1,030221"
13/02/2006 15.00,6,"3,6145729","0,14924932","85,6690506",,"0,9820152"
13/02/2006 16.00,7,"3,54059571","0,20141802","86,7326649",,"0,92369025"
13/02/2006 17.00,6,"3,75214895","0,31487853","87,3164817",,"0,88351875"
13/02/2006 18.00,3,"7,58346809","0,37761611","78,18195525",,"0,85392405"
13/02/2006 19.00,3,"8,18957209","0,23524496","67,2054054",,"0,89999415"
13/02/2006 20.00,3,"14,1623752","0,18661786","54,4989711",,"0,8778744"
13/02/2006 21.00,3,"17,28116268","0,33399036","55,7450082",,"1,47465"
13/02/2006 22.00,2,"8,03772296","0,1543427","73,647819",,"1,389222"
13/02/2006 23.00,3,"3,39134117","0,10592064","87,77192025",,"0,7257312"
14/02/2006 0.00,4,"3,22391498","0,36943315","88,5625188",,"0,75893625"
14/02/2006 1.00,3,"3,30567974","0,38032707","88,25439105",,"0,7623432"
14/02/2006 2.00,3,,"0,35397593","83,27155935",,"0,73981665"
14/02/2006 3.00,3,"3,41210549","0,23443179","87,25026765",,"0,78202215"
14/02/2006 4.00,3,"2,90983074","0,20715448","86,069088",,"0,88768845"
14/02/2006 5.00,5,"2,75927603","0,07850819","86,4866814",,"0,9027909"
14/02/2006 6.00,5,"3,14863762","0,25456881","85,3447035",,"0,90711315"
14/02/2006 7.00,5,"3,25246687","0,15978791","83,72294805",,"0,9179442"
14/02/2006 8.00,5,"4,17395718","0,04755414","81,27005565",,"0,886824"
14/02/2006 9.00,7,"4,30374374","0,07098928","81,4646679",,"0,9314703"
14/02/2006 10.00,7,"3,39393575","0,05026393","78,0846591",,"0,9012654"
14/02/2006 11.00,7,"4,21808423","0,07538133","79,4496381",,"1,286505"
14/02/2006 12.00,7,"4,82938314","0,73571265","81,59575935",,"1,0307295"
14/02/2006 13.00,7,"4,83717071","0,85574143","83,8526829",,"0,9949311"
14/02/2006 14.00,8,"4,73982888","0,64727284","85,75824705",,"0,9747945"
14/02/2006 15.00,8,"4,7346378","0,65162761","89,2855467",,"0,9227241"
14/02/2006 16.00,7,"4,3141259","0,51506165","89,06120895",,"0,9269955"
14/02/2006 17.00,5,"3,9585092","0,464489","89,4166581",,"0,8884512"
14/02/2006 18.00,4,"4,1999145","0,44390927","89,5653255",,"0,8225496"
14/02/2006 19.00,3,"5,99487142","0,3505986","82,67557305",,"0,7480035"
14/02/2006 20.00,2,"6,71259415","0,28537957","74,21405985",,"0,8117694"
14/02/2006 21.00,3,"3,02793689","0,25329663","90,56539905",,"0,81466785"
14/02/2006 22.00,3,"8,21033832","0,62736299","81,2403102",,"0,7543089"
14/02/2006 23.00,3,"18,88792718","0,63225249","56,88564945",,"1,25228295"
15/02/2006 0.00,3,"18,69194526","0,78552572","53,228595",,"1,8636525"
15/02/2006 1.00,,"19,62901264","0,99084066","43,97380995",,"2,978793"
15/02/2006 2.00,2,"16,37135278","0,74028527","44,2616685",,"3,0748995"
15/02/2006 3.00,2,"13,12796982",,"49,48236405",,"2,2257045"
15/02/2006 4.00,1,"10,35312246","0,52860477","56,1166767",,"1,676016"
15/02/2006 5.00,1,"8,59191425","0,24994959","58,99663875",,"1,329219"
15/02/2006 6.00,2,"8,04421229","0,25421931","61,8117234",,"1,06785"
15/02/2006 7.00,2,"8,28431742","0,17535347","62,9577711",,"0,9719469"
15/02/2006 8.00,1,"13,99106","0,24297357","55,8206985",,"1,0612395"
15/02/2006 9.00,2,"13,42258798","0,44934982","68,3690091",,"1,239723"
15/02/2006 10.00,3,"16,789272","0,46071673","70,5421626",,"2,376729"
15/02/2006 11.00,6,"17,54073771","0,50224665","78,9252723",,"2,1484125"
15/02/2006 12.00,5,"8,97867934","0,66523131","93,53455755",,"1,407528"
15/02/2006 13.00,4,"7,48223342","1,08656871","99,05121135",,"1,0215765"
15/02/2006 14.00,4,"10,24150754","1,26960302","103,17447735",,"1,0895121"
15/02/2006 15.00,3,"9,33170146","1,59937724","111,39268035",,"1,1171745"
15/02/2006 16.00,1,"7,63538271","1,65791267","114,22406415",,"1,05467985"
15/02/2006 17.00,"0,95721362","9,89368033","1,60649423","114,3335298",,"0,99203265"
15/02/2006 18.00,"0,4551075","11,4005065","1,1767432","109,4871561",,"1,01288115"
15/02/2006 19.00,"0,48270074","15,19937326","0,76131469","89,3828628",,"1,274301"
15/02/2006 20.00,"0,70392469","18,99824958","0,41202788","79,52395185",,"1,401426"
15/02/2006 21.00,1,"25,14106008","0,49481744","68,97311505",,"1,691271"
15/02/2006 22.00,1,"21,14104136","0,57255207","74,0964945",,"1,941453"
15/02/2006 23.00,2,"19,6640596","0,70993935","75,40607235",,"2,203839"
16/02/2006 0.00,2,"14,40897158","0,8760567","76,60075815",,"1,85094"
16/02/2006 1.00,2,"10,18310168","0,67650968","79,29556425",,"1,614996"
16/02/2006 2.00,3,"9,40438232","0,70380796","74,36544045",,"1,20006"
16/02/2006 3.00,2,"8,25706186","0,68098444","67,9270767",,"0,9856764"
16/02/2006 4.00,2,"6,82031814","0,56100575","71,72872875",,"0,8566191"
16/02/2006 5.00,2,"6,32453081","0,55921631","69,3880152",,"0,84273705"
16/02/2006 6.00,2,"6,4179779","0,76525239","70,63810215",,"0,7575633"
16/02/2006 7.00,2,"6,94361538","0,69181428","87,16512105",,"0,6338961"
16/02/2006 8.00,2,"9,14740187","0,53393115","94,39408335",,"0,57353715"
16/02/2006 9.00,1,"9,24085087","0,57899568","94,1535063",,"0,59031765"
16/02/2006 10.00,1,"8,96829718","0,74824572","97,5348717",,"0,8775693"
16/02/2006 11.00,"0,93330395","7,78074442","0,71593561","99,8053413",,"0,8693316"
16/02/2006 12.00,"0,63377915","7,50819074","1,07869214","99,8620791",,"0,6387777"
16/02/2006 13.00,"0,68690316","6,51921256","1,49770303","102,4311603",,"0,5978943"
16/02/2006 14.00,"0,46936381","6,94621187","1,75999113","97,49431335",,"0,55279035"
16/02/2006 15.00,"0,30643024","8,68665767","1,76670386","95,8982535",,"0,59540265"
16/02/2006 16.00,"0,27217361","8,76712802","1,82788034","95,41308945",,"0,6138612"
16/02/2006 17.00,"0,38714749","8,31287123","1,80895026","95,49552285",,"0,64930365"
16/02/2006 18.00,"0,4682146","8,89172158","1,78057785","93,65617275",,"0,72659565"
16/02/2006 19.00,"0,51535255","8,97219002","1,65460057","93,1534527",,"0,8017011"
16/02/2006 20.00,"0,19214283","9,75610619","1,61848674","91,98982905",,"0,7500375"
16/02/2006 21.00,"0,24089171","9,86512652","1,64636752","89,1842007",,"0,89501085"
16/02/2006 22.00,"0,16845283","9,50431874","1,63110602","89,1193233",,"0,93528405"
16/02/2006 23.00,"0,16626831","8,42967914","1,5264331","86,2880193",,"0,77866605"
17/02/2006 0.00,,"6,16359586","1,66015063","80,78622825",,"0,6868818"
17/02/2006 1.00,,"6,96957269","1,65952386","73,414005",,"0,68215275"
17/02/2006 2.00,2,,"1,65102053","76,3520814",,"0,66028725"
17/02/2006 3.00,2,"6,25184995",,"83,3404866",,"0,6733557"
17/02/2006 4.00,2,"6,3725526","0,45313724","89,79776295",,"0,65611755"
17/02/2006 5.00,2,"5,96372302","0,46788963","85,5609216",,"0,2742849"
17/02/2006 6.00,2,"5,38097793","0,68144811","84,19596255",,"0,56102805"
17/02/2006 7.00,1,"6,7878715","0,5224792","84,4513824",,"0,51505965"
17/02/2006 8.00,"0,81256063","7,84953054","0,47472352","87,94085685",,"0,53163675"
17/02/2006 9.00,1,"12,48552634","0,38275493","73,83836145",,"0,52248375"
17/02/2006 10.00,"0,70308871","17,90025298","0,84469141","60,04537035",,"0,75639375"
17/02/2006 11.00,"0,60643913","11,89239718","0,93253357","81,33086325",,"0,77937795"
17/02/2006 12.00,"0,63711389","8,10651098","1,46208665","93,8629545",,"0,70920495"
17/02/2006 13.00,"0,67593685","6,97087094","1,76329274","97,6389309",,"0,55573965"
17/02/2006 14.00,"0,21419749","7,87938259","2,08916538","96,08476605",,"0,53784045"
17/02/2006 15.00,,,,,,
17/02/2006 16.00,,,,,,
17/02/2006 17.00,"0,62436274","7,52506222","3,05639731","90,0018315",,"0,40074885"
17/02/2006 18.00,"0,62859041","8,17399885","3,99366311","85,14873465",,"0,60343695"
17/02/2006 19.00,"0,35064533","9,89497858","2,70577192","83,66349705",,"0,6601347"
17/02/2006 20.00,"0,38014545","9,09029617","2,31308653","81,46600455",,"0,92419875"
17/02/2006 21.00,"0,41844363","8,53221205","2,13442213","79,29963405",,"0,72568035"
17/02/2006 22.00,"0,52669108","8,71521148","1,9016062","76,12638705",,"0,7075269"
17/02/2006 23.00,"0,70436098","8,8748501","1,71676497","76,5723693",,"0,70045875"
18/02/2006 0.00,"0,59933946","8,26484944","1,52259093","75,65608575",,"0,7388505"
18/02/2006 1.00,"0,50124167","7,4445957","1,38029084","76,7953704",,"0,86561955"
18/02/2006 2.00,"0,91773266","6,27780726","1,21130875","70,666491",,"0,61136955"
18/02/2006 3.00,"0,91045705","9,00723315","0,965086","63,1739892",,"0,52716195"
18/02/2006 4.00,1,"7,40565974","0,76464659","64,8835845",,"0,5587398"
18/02/2006 5.00,"0,90445776","6,38163842","0,64604959","51,70144245",,"0,47204055"
18/02/2006 6.00,1,"6,48676592","0,37034418","34,13921805",,"0,48922785"
18/02/2006 7.00,2,"8,94363812","0,10914769","27,25758525",,"0,47956635"
18/02/2006 8.00,2,"19,09168902","0,0225777","17,71358705",,"0,5407389"
18/02/2006 9.00,3,"27,69138128","0,19691063","19,74348159",,"0,7063065"
18/02/2006 10.00,3,"14,92422498","0,47294806","47,9416854",,"1,1331414"
18/02/2006 11.00,3,"12,45177572","1,19321514","61,1414034",,"0,9155034"
18/02/2006 12.00,2,"9,75091511","2,16723785","71,22598875",,"0,8632296"
18/02/2006 13.00,"0,65093899","8,52053164","3,2280519","83,37697515",,"0,68235615"
18/02/2006 14.00,"0,16487299","7,3135109","3,58568826","89,0396031",,"0,7649874"
18/02/2006 15.00,,"6,02472347","3,55992662","83,8013316",,"0,60445395"
18/02/2006 16.00,,"5,28623259","3,77044212","83,02018935",,"0,50794065"
18/02/2006 17.00,,"7,30572332","3,67379255","79,5739665",,"0,527823"
18/02/2006 18.00,,"8,73857421","3,09810664","79,3550352",,"0,5648418"
18/02/2006 19.00,,"9,34208362","2,469101","79,00094265",,"0,5784696"
18/02/2006 20.00,,"8,56855343","1,99177021","75,71689335",,"0,64726965"
18/02/2006 21.00,"0,16367293","10,27914335","1,87102612","69,5204433",,"0,72374805"
18/02/2006 22.00,"0,72608613","9,95727536","1,83396164","66,218838",,"0,8780778"
18/02/2006 23.00,"0,32634411","7,49910491","1,74397122","70,3826823",,"0,782073"
19/02/2006 0.00,"0,7499358","7,46795652","1,83076372","63,597009",,"0,5891481"
19/02/2006 1.00,,"9,6938075","1,72903242","60,5629731",,"0,61899705"
19/02/2006 2.00,"0,5308801","9,94040387","1,56911986","50,5932399",,"0,61401375"
19/02/2006 3.00,"0,59626303","11,71847783",,"54,3827424",,"0,78070005"
19/02/2006 4.00,"0,36514775","13,97937386","0,63464773","53,3759058",,"0,6550497"
19/02/2006 5.00,"0,78916149","6,81123232","0,4750171","55,05308235",,"0,5570109"
19/02/2006 6.00,"0,65863768","5,24859487","0,36645425","45,89152365",,"0,48536325"
19/02/2006 7.00,"0,89310703","5,86897769","0,11896864","41,00193825",,"0,4503276"
19/02/2006 8.00,1,"7,34855212","0,06087475","61,92525885",,"0,42302115"
19/02/2006 9.00,2,"8,03253188","0,18301568","58,63985295",,"0,44748"
19/02/2006 10.00,"0,96203522","5,76255386","0,52230678","61,80631695",,"0,5412474"
19/02/2006 11.00,1,"5,52374506","0,99367394","71,77469355",,"0,4649724"
19/02/2006 12.00,"0,99091395","4,94748929","1,73015548","81,7038684",,"0,7986501"
19/02/2006 13.00,"0,28855951","4,79953299","2,28677967","85,8163614",,"0,791226"
19/02/2006 14.00,,"4,76708444","2,84288659","85,9028646",,"0,56031615"
19/02/2006 15.00,,"5,37189402","3,43546384","84,7218645",,"0,57953745"
19/02/2006 16.00,,"6,16619044","3,68727393","83,4580719",,"0,5730795"
19/02/2006 17.00,,"6,86444519","3,38060749","78,9793368",,"0,49990635"
