, Brindisi,,,,,,
09/06/2009 23.00,"0,4","97,5","71,1","0,7","16,3","1,9","24,2"
10/06/2009 0.00,"0,3","92,0","65,0","0,6","11,6","1,7","24,2"
10/06/2009 1.00,"0,3","66,8","49,4","0,6","24,6","1,8","30,0"
10/06/2009 2.00,"0,3","43,1","36,5","0,5","30,3","1,7","30,0"
10/06/2009 3.00,"0,2","29,1","25,9","0,4","36,2","1,2","30,0"
10/06/2009 4.00,"0,1","35,4","28,7","0,5","31,1","1,3","30,0"
10/06/2009 5.00,"0,4","66,7","44,6","0,5","22,7","1,7","30,0"
10/06/2009 6.00,"0,7","197,3","68,8","0,7","20,8","2,5","30,0"
10/06/2009 7.00,"0,7","145,2","75,2","0,7","29,9","3,0","30,0"
10/06/2009 8.00,"0,4","67,9","48,3","0,5","66,4","2,1","30,0"
10/06/2009 9.00,"0,6","95,9","70,2","0,4","62,2","1,9","30,0"
10/06/2009 10.00,"1,6","104,3","83,7","0,4","91,7","2,4","30,0"
10/06/2009 11.00,"4,9","89,1","69,5","0,4","88,1","1,6","30,0"
10/06/2009 12.00,"4,7","68,4","48,5","0,4","76,7","1,3","30,0"
10/06/2009 13.00,"3,0","48,8","37,4","0,3","83,2","0,7","30,0"
10/06/2009 14.00,"1,9","37,8","32,9","0,3","109,3","1,3","30,0"
10/06/2009 15.00,"1,3","13,6","11,1","0,3","100,8","6,5","30,0"
10/06/2009 16.00,"0,8","16,1","13,0","0,3","97,5","0,7","30,0"
10/06/2009 17.00,"0,6","19,3","15,5","0,3","94,5","0,5","30,0"
10/06/2009 18.00,"0,6","34,5","27,0","0,4","82,2","0,7","30,0"
10/06/2009 19.00,"0,6","56,4","44,6","0,6","64,9","1,6","30,0"
10/06/2009 20.00,"0,3","40,1","35,7","0,5","71,4","2,2","30,0"
10/06/2009 21.00,"0,3","16,6","14,6","0,4","81,8","1,3","30,0"
10/06/2009 22.00,"0,3","14,0","12,5","0,4","72,4","0,8","30,0"
10/06/2009 23.00,"0,3","11,8","10,3","0,4","70,6","0,7","30,0"
11/06/2009 0.00,"0,3","12,0","10,7","0,4","80,0","0,6","30,0"
11/06/2009 1.00,,"9,5","8,6","0,3","87,8","0,6","23,4"
11/06/2009 2.00,"0,2",,,"0,3","91,4","0,4","23,4"
11/06/2009 3.00,"0,2","5,0","4,1",,"88,9","0,4","23,4"
11/06/2009 4.00,"0,2","5,7","4,8","0,3",,"0,4","23,4"
11/06/2009 5.00,"0,1","7,2","6,4","0,3","90,4","0,6","23,4"
11/06/2009 6.00,"0,1","15,1","12,3","0,3","87,5","0,5","23,4"
11/06/2009 7.00,"0,3","22,9","17,4","0,4","84,8","0,7","23,4"
11/06/2009 8.00,"0,3","27,3","20,5","0,4","88,3","1,1","23,4"
11/06/2009 9.00,"0,3","26,9","20,3","0,4","92,9","0,9","23,4"
11/06/2009 10.00,"0,4","26,7","20,8","0,3","96,8","0,9","23,4"
11/06/2009 11.00,"0,7","33,2","25,3","0,4","101,0","0,9","23,4"
11/06/2009 12.00,"0,5","33,0","24,7","0,3","103,8","1,0","23,4"
11/06/2009 13.00,"0,6","38,4","28,6","0,4","103,6","1,0","23,4"
11/06/2009 14.00,"0,6","19,4","15,3","0,3","109,4","1,3","23,4"
11/06/2009 15.00,"0,4","12,3","10,4","0,3","118,6","0,8","23,4"
11/06/2009 16.00,"0,2","13,0","11,3","0,3","120,3","0,6","23,4"
11/06/2009 17.00,"0,2","19,7","17,2","0,3","111,3","0,5","23,4"
11/06/2009 18.00,"0,3","19,5","16,3","0,3","103,9","0,6","23,4"
11/06/2009 19.00,"0,4","36,0","30,2","0,4","91,1","0,8","23,4"
11/06/2009 20.00,"0,2","46,3","40,4","0,6","82,6","1,4","23,4"
11/06/2009 21.00,"0,2","31,3","27,8","0,5","91,8","1,8","23,4"
11/06/2009 22.00,"0,1","20,5","19,0","0,4","95,9","1,3","23,4"
11/06/2009 23.00,"0,2","19,7","18,2","0,4","96,3","1,1","23,4"
12/06/2009 0.00,"0,2","19,8","18,5","0,4","82,8","1,1","23,4"
12/06/2009 1.00,"0,1","15,0","13,9","0,3","88,7","0,9","21,0"
12/06/2009 2.00,"0,1","11,1","10,6","0,3","88,3","0,6","21,0"
12/06/2009 3.00,"0,1","9,0","8,5","0,3","83,0","0,7","21,0"
12/06/2009 4.00,"0,2","9,7","9,1","0,3","82,7","0,9","21,0"
12/06/2009 5.00,"0,1","9,5","8,9","0,3","93,1","0,6","21,0"
12/06/2009 6.00,"0,1","16,4","14,4","0,3","88,6","0,7","21,0"
12/06/2009 7.00,"0,1","22,7","18,1","0,3","91,6","0,8","21,0"
12/06/2009 8.00,"0,3","22,4","18,1","0,3","100,4","0,8","21,0"
12/06/2009 9.00,"0,3","24,1","18,2","0,4","105,2","0,8","21,0"
12/06/2009 10.00,"0,4","16,1","12,3","0,3","108,1","0,8","21,0"
12/06/2009 11.00,"0,4","14,8","11,1","0,3","106,9","0,7","21,0"
12/06/2009 12.00,"0,5","15,9","12,1","0,3","105,7","0,9","21,0"
12/06/2009 13.00,"0,6","16,8","13,1","0,3","105,0","0,7","21,0"
12/06/2009 14.00,"0,3","13,5","10,9","0,3","108,3","0,7","21,0"
12/06/2009 15.00,"0,4","10,7","8,7","0,3","113,7","0,5","21,0"
12/06/2009 16.00,"0,1","17,5","14,3","0,3","109,4","0,4","21,0"
12/06/2009 17.00,"0,2","16,6","14,0","0,3","109,2","0,6","21,0"
12/06/2009 18.00,"0,2","20,9","17,8","0,3","107,3","0,8","21,0"
12/06/2009 19.00,"0,2","22,9","19,7","0,4","107,5","0,8","21,0"
12/06/2009 20.00,"0,2","25,4","22,2","0,4","102,2","1,1","21,0"
12/06/2009 21.00,"0,3","19,1","17,5","0,3","102,8","1,0","21,0"
12/06/2009 22.00,"0,3","15,3","14,4","0,3","101,0","0,7","21,0"
12/06/2009 23.00,"0,2","13,7","12,6","0,3","98,0","0,7","21,0"
13/06/2009 0.00,"0,1","17,0","15,3","0,3","93,4","0,6","21,0"
13/06/2009 1.00,,"11,3","10,5","0,2","95,8","0,6","18,9"
13/06/2009 2.00,"0,2",,,"0,2","92,2","0,5","18,9"
13/06/2009 3.00,"0,2","10,8","9,7",,"93,8","0,5","18,9"
13/06/2009 4.00,"0,2","7,0","6,6","0,3",,"0,6","18,9"
13/06/2009 5.00,"0,3","8,7","8,1","0,3","101,4","0,3","18,9"
13/06/2009 6.00,"0,2","13,3","11,8","0,3","100,4","0,5","18,9"
13/06/2009 7.00,"0,4","12,8","10,7","0,4","101,2","0,5","18,9"
13/06/2009 8.00,"0,5","18,5","14,9","0,4","95,7","0,7","18,9"
13/06/2009 9.00,"0,5","19,2","14,3","0,3","99,0","0,8","18,9"
13/06/2009 10.00,"0,6","10,3","8,3","0,4","105,7","0,7","18,9"
13/06/2009 11.00,"0,7","15,1","12,0","0,3","106,9","1,0","18,9"
13/06/2009 12.00,"0,8","15,3","12,3","0,4","113,0","0,8","18,9"
13/06/2009 13.00,"0,7","10,9","8,7","0,3","113,1","1,2","18,9"
13/06/2009 14.00,"0,7","5,9","5,1","0,2","117,3","0,5","18,9"
13/06/2009 15.00,"0,4","6,4","5,1","0,2","117,3","0,4","18,9"
13/06/2009 16.00,"0,4","7,3","6,3","0,2","120,0","0,5","18,9"
13/06/2009 17.00,"0,4","13,1","11,4","0,3","115,6","0,4","18,9"
13/06/2009 18.00,"0,4","16,4","14,0","0,3","110,8","0,6","18,9"
13/06/2009 19.00,"0,4","25,6","22,4","0,4","105,2","0,8","18,9"
13/06/2009 20.00,"0,2","40,6","35,3","0,5","96,4","0,9","18,9"
13/06/2009 21.00,"0,5","58,2","50,4","0,5","80,0","1,4","18,9"
13/06/2009 22.00,"0,2","47,4","42,2","0,5","77,2","1,6","18,9"
13/06/2009 23.00,"0,3","30,4","26,5","0,5","82,4","1,3","18,9"
14/06/2009 0.00,"0,2","24,6","22,0","0,4","80,3","1,1","18,9"
14/06/2009 1.00,"0,1","13,0","12,0","0,4","93,0","0,9","18,8"
14/06/2009 2.00,"0,3","8,7","8,2","0,4","86,9","0,6","18,8"
14/06/2009 3.00,"0,3","9,2","8,8","0,3","82,7","0,6","18,8"
14/06/2009 4.00,"0,3","6,8","6,6","0,3","91,3","0,6","18,8"
14/06/2009 5.00,"0,3","9,6","9,0","0,3","91,2","0,6","18,8"
14/06/2009 6.00,"0,2","16,6","15,0","0,3","84,5","0,6","18,8"
14/06/2009 7.00,"0,1","14,8","12,8","0,4","89,3","0,5","18,8"
14/06/2009 8.00,"0,4","20,5","15,3","0,4","89,9","0,8","18,8"
14/06/2009 9.00,"0,5","15,5","12,6","0,4","94,2","0,7","18,8"
14/06/2009 10.00,"0,7","11,6","9,6","0,4","103,1","0,7","18,8"
14/06/2009 11.00,"0,7","12,5","10,2","0,3","106,7","0,7","18,8"
14/06/2009 12.00,"0,7","9,2","7,3","0,3","112,5","0,7","18,8"
14/06/2009 13.00,"1,0","6,4","4,9","0,3","113,2","0,6","18,8"
14/06/2009 14.00,"0,6","3,2","2,9","0,3","116,1","0,4","18,8"
14/06/2009 15.00,"0,7","3,7","3,3","0,3","114,0","0,4","18,8"
14/06/2009 16.00,"0,4","6,8","5,8","0,2","117,2","0,5","18,8"
14/06/2009 17.00,"0,8","8,0","7,2","0,3","122,0","0,5","18,8"
14/06/2009 18.00,"0,6","18,4","16,8","0,3","115,6","0,5","18,8"
14/06/2009 19.00,"0,5","21,1","19,3","0,4","110,7","0,6","18,8"
14/06/2009 20.00,"0,4","44,3","38,8","0,5","94,8","1,1","18,8"
14/06/2009 21.00,"0,4","35,5","32,7","0,5","95,8","1,4","18,8"
14/06/2009 22.00,"0,3","31,7","29,6","0,5","95,1","1,1","18,8"
14/06/2009 23.00,"0,2","68,5","58,0","0,6","60,6","1,0","18,8"
15/06/2009 0.00,"0,6","129,4","88,5","0,8","24,9","1,5","18,8"
15/06/2009 1.00,,"114,0","82,9","0,6","24,3","2,4","28,4"
15/06/2009 2.00,"0,2",,,"0,4","44,5","1,9","28,4"
15/06/2009 3.00,"0,2","33,1","29,0",,"58,5","1,7","28,4"
15/06/2009 4.00,"0,1","19,9","18,9","0,3",,"1,1","28,4"
15/06/2009 5.00,"0,2","69,5","51,6","0,5","34,1","1,0","28,4"
15/06/2009 6.00,"0,5","143,7","75,8","0,6","25,5","2,1","28,4"
15/06/2009 7.00,"0,4","85,4","55,3","0,4","45,9","2,0","28,4"
15/06/2009 8.00,"0,6","38,6","29,2","0,3","83,3","1,4","28,4"
15/06/2009 9.00,"1,0","41,4","31,4","0,3","83,2","0,9","28,4"
15/06/2009 10.00,"2,3","37,5","28,5","0,3","92,9","0,9","28,4"
15/06/2009 11.00,"2,9","40,3","30,4","0,3","98,3","0,9","28,4"
15/06/2009 12.00,"1,8","40,8","31,8","0,3","104,3","0,7","28,4"
15/06/2009 13.00,"1,4","67,4","51,5","0,3","89,8","1,1","28,4"
15/06/2009 14.00,"1,9","58,1","45,1","0,3","87,1","1,4","28,4"
15/06/2009 15.00,"2,5","33,7","26,9","0,3","95,6","0,6","28,4"
15/06/2009 16.00,"1,5","39,6","32,2","0,3","94,0","0,8","28,4"
15/06/2009 17.00,"1,0","35,6","29,9","0,3","100,5","1,6","28,4"
15/06/2009 18.00,"0,5","25,4","21,2","0,4","100,3","1,5","28,4"
15/06/2009 19.00,"0,4","26,8","22,2","0,3","90,4","0,8","28,4"
15/06/2009 20.00,"0,2","32,2","28,2","0,6","83,6","0,9","28,4"
15/06/2009 21.00,"0,2","29,8","26,2","0,5","77,8","2,4","28,4"
15/06/2009 22.00,"0,2","48,1","42,3","0,6","57,3","1,9","28,4"
15/06/2009 23.00,"0,2","49,1","41,4","0,5","60,1","1,8","28,4"
16/06/2009 0.00,"0,2","29,5","25,6","0,4","70,4","1,4","28,4"
16/06/2009 1.00,"0,2","23,1","20,5","0,4","72,6","1,1","39,9"
16/06/2009 2.00,"0,2","17,3","14,8","0,4","50,7","0,8","39,9"
16/06/2009 3.00,"0,2","23,1","20,4","0,4","40,6","0,9","39,9"
16/06/2009 4.00,"0,2","27,5","24,3","0,4","38,3","1,0","39,9"
16/06/2009 5.00,"0,2","37,0","25,6","0,4","38,8","1,1","39,9"
16/06/2009 6.00,"0,4","133,1","58,6","0,6","21,2","1,4","39,9"
16/06/2009 7.00,"0,6","175,7","74,5","0,7","22,9","2,3","39,9"
16/06/2009 8.00,"0,8","88,1","56,6","0,5","50,6","2,6","39,9"
16/06/2009 9.00,"2,3","31,2","24,1","0,3","91,2","1,5","39,9"
16/06/2009 10.00,"1,3","23,8","19,4","0,3","102,4","1,0","39,9"
16/06/2009 11.00,"1,2","22,0","17,9","0,3","114,1","0,8","39,9"
16/06/2009 12.00,"0,7","33,0","27,1","0,3","102,2","0,8","39,9"
16/06/2009 13.00,"1,1","36,7","27,8","0,3","96,6","0,9","39,9"
16/06/2009 14.00,"1,0","29,7","24,7","0,3","94,3","0,8","39,9"
16/06/2009 15.00,"0,9","26,9","22,2","0,3","93,2","0,5","39,9"
16/06/2009 16.00,"0,8","12,0","9,7","0,2","96,3","0,6","39,9"
16/06/2009 17.00,"0,6","15,9","13,2","0,3","97,2","0,6","39,9"
16/06/2009 18.00,"1,0","35,6","31,0","0,6","90,7","1,4","39,9"
16/06/2009 19.00,"0,6","26,8","22,8","0,3","86,5","2,2","39,9"
16/06/2009 20.00,"0,4","59,0","40,3","0,5","66,7","0,8","39,9"
16/06/2009 21.00,"0,3","71,8","60,8","0,6","46,2","1,6","39,9"
16/06/2009 22.00,"0,3","62,5","53,3","0,6","50,7","1,7","39,9"
16/06/2009 23.00,"0,4","68,2","55,8","0,6","42,4","1,9","39,9"
17/06/2009 0.00,"0,2","50,8","43,3","0,5","44,5","2,2","39,9"
17/06/2009 1.00,,"26,9","23,7","0,4","46,9","1,4","31,0"
17/06/2009 2.00,"0,2",,,"0,4","50,3","1,1","31,0"
17/06/2009 3.00,"0,3","20,9","17,8",,"42,9","1,1","31,0"
17/06/2009 4.00,"0,1","27,9","24,9","0,4",,"1,4","31,0"
17/06/2009 5.00,"0,3","70,0","50,4","0,6","26,3","1,5","31,0"
17/06/2009 6.00,"0,5","143,6","74,5","0,8","20,7","2,2","31,0"
17/06/2009 7.00,"0,4","94,3","62,9","0,7","37,9","2,5","31,0"
17/06/2009 8.00,"0,5","71,0","52,2","0,6","61,0","2,3","31,0"
17/06/2009 9.00,"0,6","53,0","38,7","0,6","67,2","1,8","31,0"
17/06/2009 10.00,"0,7","51,9","42,6","0,6","96,6","1,8","31,0"
17/06/2009 11.00,"0,9","55,0","44,2","0,5","90,4","3,4","31,0"
17/06/2009 12.00,"1,5","46,5","38,0","0,4","94,4","1,7","31,0"
17/06/2009 13.00,"1,3","31,0","25,5","0,4","105,1","1,2","31,0"
17/06/2009 14.00,"1,0","29,6","24,8","0,4","107,8","0,9","31,0"
17/06/2009 15.00,"0,8","28,7","24,2","0,3","102,1","0,7","31,0"
17/06/2009 16.00,"0,5","35,5","30,4","0,4","98,7","0,7","31,0"
17/06/2009 17.00,"1,1","39,0","33,9","0,4","82,8","0,9","31,0"
17/06/2009 18.00,"1,0","30,7","26,7","0,4","88,4","1,0","31,0"
17/06/2009 19.00,"0,7","38,2","32,7","0,4","76,4","0,7","31,0"
17/06/2009 20.00,"0,5","33,9","29,8","0,6","85,5","1,3","31,0"
17/06/2009 21.00,"0,4","32,1","26,3","0,5","80,9","1,5","31,0"
17/06/2009 22.00,"0,2","24,4","19,4","0,4","74,2","0,9","31,0"
17/06/2009 23.00,"0,3","10,9","9,6","0,4","79,6","0,6","31,0"
18/06/2009 0.00,"0,3","6,4","5,2","0,4","82,0","0,6","31,0"
18/06/2009 1.00,"0,2","5,3","4,7","0,4","80,8","0,5","21,6"
18/06/2009 2.00,"0,2","4,0","3,3","0,3","76,1","0,4","21,6"
18/06/2009 3.00,"0,1","4,9","4,3","0,3","70,2","0,4","21,6"
18/06/2009 4.00,"0,2","2,5","2,2","0,3","81,1","0,6","21,6"
18/06/2009 5.00,"0,1","4,8","4,1","0,3","79,8","0,5","21,6"
18/06/2009 6.00,"0,1","10,6","7,7","0,3","75,3","0,4","21,6"
18/06/2009 7.00,"0,1","21,1","15,4","0,4","76,2","0,4","21,6"
18/06/2009 8.00,"0,3","21,4","16,5","0,4","76,6","0,7","21,6"
18/06/2009 9.00,"0,3","19,9","14,4","0,4","78,2","0,5","21,6"
18/06/2009 10.00,"0,4","27,4","19,5","0,4","75,8","0,7","21,6"
18/06/2009 11.00,"0,5","19,4","14,5","0,5","79,3","0,9","21,6"
18/06/2009 12.00,"0,6","19,0","14,0","0,4","79,8","1,0","21,6"
18/06/2009 13.00,"0,5","18,9","13,7","0,4","80,5","0,7","21,6"
18/06/2009 14.00,"0,7","11,6","9,1","0,3","92,9","0,7","21,6"
18/06/2009 15.00,"0,3","8,4","6,9","0,3","91,4","0,4","21,6"
18/06/2009 16.00,"0,2","9,1","7,6","0,3","93,1","0,4","21,6"
18/06/2009 17.00,"0,2","15,6","13,1","0,4","88,4","0,5","21,6"
18/06/2009 18.00,"0,2","20,5","16,8","0,4","87,0","0,7","21,6"
18/06/2009 19.00,"0,1","26,9","22,2","0,4","82,4","0,9","21,6"
18/06/2009 20.00,"0,2","27,4","22,8","0,5","74,5","1,1","21,6"
18/06/2009 21.00,"0,2","26,0","21,0","0,5","70,3","1,0","21,6"
18/06/2009 22.00,"0,3","14,6","12,5","0,4","75,3","0,8","21,6"
18/06/2009 23.00,"0,2","25,9","21,8","0,4","67,3","0,7","21,6"
19/06/2009 0.00,"0,1","18,7","15,9","0,4","67,8","0,9","21,6"
19/06/2009 1.00,,"11,4","10,1","0,4","67,1","0,8","20,5"
19/06/2009 2.00,"0,5",,,"0,4","69,3","0,6","20,5"
19/06/2009 3.00,"0,5","5,9","5,4",,"67,3","0,5","20,5"
19/06/2009 4.00,"0,4","6,2","5,6","0,3",,"0,5","20,5"
19/06/2009 5.00,"0,6","13,1","11,5","0,3","56,5","0,9","20,5"
19/06/2009 6.00,"0,4","32,7","25,1","0,4","47,7","0,7","20,5"
19/06/2009 7.00,"0,6","54,3","37,7","0,5","48,3","0,9","20,5"
19/06/2009 8.00,"0,7","23,6","18,4","0,4","78,7","1,0","20,5"
19/06/2009 9.00,"0,8","42,0","31,0","0,4","71,8","0,6","20,5"
19/06/2009 10.00,"1,0","38,6","28,3","0,4","78,5","1,2","20,5"
19/06/2009 11.00,"1,0","40,2","29,3","0,4","82,5","0,9","20,5"
19/06/2009 12.00,"1,1","52,9","40,0","0,4","74,8","0,7","20,5"
19/06/2009 13.00,"1,0","50,6","38,3","0,4","77,9","0,9","20,5"
19/06/2009 14.00,"0,9","29,2","24,4","0,4","94,6","1,1","20,5"
19/06/2009 15.00,"1,0","7,2","6,2","0,3","100,9","0,5","20,5"
19/06/2009 16.00,"0,7","15,5","12,8","0,3","93,8","0,4","20,5"
19/06/2009 17.00,"0,5","18,2","15,1","0,4","91,9","0,5","20,5"
19/06/2009 18.00,"0,5","22,9","20,2","0,4","83,3","0,7","20,5"
19/06/2009 19.00,"0,7","25,7","22,9","0,4","79,5","0,8","20,5"
19/06/2009 20.00,"0,8","24,4","22,0","0,4","77,5","0,8","20,5"
19/06/2009 21.00,"0,6","37,1","33,0","0,5","65,9","0,8","20,5"
19/06/2009 22.00,"0,5","25,4","22,7","0,4","63,8","1,3","20,5"
19/06/2009 23.00,"0,5","21,2","19,5","0,4","62,3","0,7","20,5"
20/06/2009 0.00,"0,4","17,2","15,6","0,4","61,9","0,8","20,5"
20/06/2009 1.00,"0,5","12,7","11,9","0,4","62,4","0,7","21,8"
20/06/2009 2.00,"0,4","12,6","12,0","0,4","57,6","0,6","21,8"
20/06/2009 3.00,"0,5","21,0","19,2","0,4","48,2","0,6","21,8"
20/06/2009 4.00,"0,5","15,1","14,5","0,4","51,9","0,9","21,8"
20/06/2009 5.00,"0,4","21,9","20,0","0,4","48,0","0,7","21,8"
20/06/2009 6.00,"0,5","28,6","24,4","0,4","46,8","0,6","21,8"
20/06/2009 7.00,"0,7","13,1","10,4","0,4","60,8","0,6","21,8"
20/06/2009 8.00,"0,6","12,4","9,9","0,4","67,5","0,6","21,8"
20/06/2009 9.00,"0,9","15,3","11,6","0,4","70,5","0,7","21,8"
20/06/2009 10.00,"0,9","14,1","11,2","0,4","73,0","0,6","21,8"
20/06/2009 11.00,"1,2","11,2","9,2","0,4","78,3","0,6","21,8"
20/06/2009 12.00,"1,1","12,7","10,2","0,4","78,2","0,8","21,8"
20/06/2009 13.00,"1,1","9,8","8,1","0,3","79,9","0,6","21,8"
20/06/2009 14.00,"1,1","6,0","5,0","0,3","79,8","0,4","21,8"
20/06/2009 15.00,"0,9","5,3","4,4","0,3","75,3","0,3","21,8"
20/06/2009 16.00,"0,8","6,5","5,5","0,3","74,1","0,5","21,8"
20/06/2009 17.00,"0,6","8,1","6,9","0,4","69,8","0,4","21,8"
20/06/2009 18.00,"0,6","12,8","10,9","0,4","68,4","0,4","21,8"
20/06/2009 19.00,"0,6","19,2","16,5","0,5","62,2","0,8","21,8"
20/06/2009 20.00,"0,6","24,4","21,3","0,5","56,1","1,2","21,8"
20/06/2009 21.00,"0,6","34,5","30,4","0,5","53,1","1,1","21,8"
20/06/2009 22.00,"0,6","27,8","24,5","0,4","51,2","0,8","21,8"
20/06/2009 23.00,"0,5","31,1","22,9","0,4","44,8","0,9","21,8"
21/06/2009 0.00,"0,5","25,5","21,9","0,5","41,6","0,7","21,8"
21/06/2009 1.00,,"25,1","21,6","0,4","44,6","0,8","11,4"
21/06/2009 2.00,"0,3",,,"0,4","50,3","0,7","11,4"
21/06/2009 3.00,"0,3","6,8","6,4",,"55,5","0,6","11,4"
21/06/2009 4.00,"0,3","6,5","6,2","0,3",,"0,4","11,4"
21/06/2009 5.00,"0,3","10,4","9,1","0,3","45,6","0,6","11,4"
21/06/2009 6.00,"0,3","20,0","18,0","0,4","42,1","0,5","11,4"
21/06/2009 7.00,"0,3","15,4","13,6","0,3","55,0","0,5","11,4"
21/06/2009 8.00,"0,4","13,4","9,7","0,3","60,3","0,3","11,4"
21/06/2009 9.00,"0,3","7,5","6,4","0,3","58,0","0,3","11,4"
21/06/2009 10.00,"0,3","6,3","5,6","0,3","55,7","0,4","11,4"
21/06/2009 11.00,"0,4","19,7","15,8","0,4","48,7","0,3","11,4"
21/06/2009 12.00,"0,6","22,9","15,9","0,4","51,3","0,6","11,4"
21/06/2009 13.00,"0,6","15,5","12,5","0,4","56,6","0,6","11,4"
21/06/2009 14.00,"0,7","22,1","18,5","0,3","68,7","0,6","11,4"
21/06/2009 15.00,"0,6","19,9","17,1","0,3","71,9","0,6","11,4"
21/06/2009 16.00,"0,3","15,6","14,0","0,3","73,2","0,5","11,4"
21/06/2009 17.00,"0,4","11,9","9,8","0,3","63,7","0,6","11,4"
21/06/2009 18.00,"0,3","13,4","11,5","0,3","61,1","0,4","11,4"
21/06/2009 19.00,"0,3","16,9","14,9","0,4","55,4","0,7","11,4"
21/06/2009 20.00,"0,3","20,8","18,9","0,4","57,2","0,6","11,4"
21/06/2009 21.00,"0,3","19,8","18,3","0,3","56,9","0,9","11,4"
21/06/2009 22.00,"0,3","19,2","17,3","0,3","54,3","0,7","11,4"
21/06/2009 23.00,"0,4","16,0","14,7","0,3","55,6","0,3","11,4"
22/06/2009 0.00,"0,3","11,6","10,9","0,3","57,9","0,5","11,4"
22/06/2009 1.00,"0,3","11,8","11,6","0,3",,"0,6","10,5"
22/06/2009 2.00,"0,3","6,9","6,6","0,3",,"0,4","10,5"
22/06/2009 3.00,"0,3","5,9","5,8","0,3",,"0,3","10,5"
22/06/2009 4.00,"0,3","4,6","4,5","0,3",,"0,4","10,5"
22/06/2009 5.00,"0,3","8,8","8,3","0,3",,"0,6","10,5"
22/06/2009 6.00,"0,3","27,7","22,3","0,4",,"0,5","10,5"
22/06/2009 7.00,"0,4","24,2","17,5","0,4",,"0,6","10,5"
22/06/2009 8.00,"0,3","22,5","16,3","0,4",,"1,1","10,5"
22/06/2009 9.00,"0,6","31,3","21,4","0,4",,"1,0","10,5"
22/06/2009 10.00,"0,7","23,8","17,5","0,3",,"0,9","10,5"
22/06/2009 11.00,"0,4","22,1","17,9","0,3",,"0,8","10,5"
22/06/2009 12.00,"0,4","24,5","18,9","0,3",,"1,3","10,5"
22/06/2009 13.00,"0,5","22,0","17,3","0,3",,"0,7","10,5"
22/06/2009 14.00,"0,4","15,4","12,8","0,3",,"0,7","10,5"
22/06/2009 15.00,"0,3","16,0","13,4","0,3",,"0,5","10,5"
22/06/2009 16.00,"0,3","22,1","18,5","0,4",,"0,7","10,5"
22/06/2009 17.00,"0,3","25,0","20,9","0,4",,"0,8","10,5"
22/06/2009 18.00,"0,4","21,9","17,8","0,4",,"0,7","10,5"
22/06/2009 19.00,"0,3","22,7","17,8","0,4",,"0,8","10,5"
22/06/2009 20.00,"0,3","32,5","25,7","0,5",,"0,9","10,5"
22/06/2009 21.00,"0,4","27,3","22,2","0,4",,"1,0","10,5"
22/06/2009 22.00,"0,4","40,8","33,8","0,4",,"0,9","10,5"
22/06/2009 23.00,"0,3","41,1","34,4","0,5",,"1,1","10,5"
23/06/2009 0.00,"0,4","25,5","21,7","0,4",,"1,0","10,5"
23/06/2009 1.00,,"13,0","11,5","0,4",,"0,7","10,2"
23/06/2009 2.00,"0,0",,,"0,4",,"0,6","10,2"
23/06/2009 3.00,"0,2","6,9","6,6",,,"0,5","10,2"
23/06/2009 4.00,"0,1","5,4","5,1","0,3",,"0,4","10,2"
23/06/2009 5.00,"0,2","14,9","12,1","0,3",,"0,7","10,2"
23/06/2009 6.00,"0,1","38,5","28,9","0,4",,"0,6","10,2"
23/06/2009 7.00,"0,1","53,7","38,1","0,5",,"0,7","10,2"
23/06/2009 8.00,"0,3","49,0","34,8","0,4",,"1,1","10,2"
23/06/2009 9.00,"0,1","28,9","20,8","0,4",,"1,1","10,2"
23/06/2009 10.00,"0,2","25,1","18,6","0,4",,"1,1","10,2"
23/06/2009 11.00,"0,5","44,2","30,7","0,4",,"1,4","10,2"
23/06/2009 12.00,"0,5","36,4","24,1","0,4",,"1,1","10,2"
23/06/2009 13.00,"0,8","66,9","40,3","0,3",,"1,0","10,2"
23/06/2009 14.00,"0,7","85,6","49,9","0,3",,"1,5","10,2"
23/06/2009 15.00,"0,3","16,6","14,1","0,3",,"1,9","10,2"
23/06/2009 16.00,"0,3","35,8","29,4","0,3",,"0,7","10,2"
23/06/2009 17.00,"0,2","39,4","32,4","0,4",,"0,7","10,2"
23/06/2009 18.00,"0,1","89,5","55,2","0,4",,"0,8","10,2"
23/06/2009 19.00,"0,1","45,5","33,1","0,4",,"0,7","10,2"
23/06/2009 20.00,"0,1","55,8","48,1","0,5",,"0,8","10,2"
23/06/2009 21.00,"0,1","47,5","39,7","0,4",,"1,1","10,2"
23/06/2009 22.00,"0,1","41,5","35,0","0,4",,"0,8","10,2"
23/06/2009 23.00,"0,1","26,2","22,0","0,4",,"0,4","10,2"
24/06/2009 0.00,"0,1","37,3","32,2","0,4",,"0,8","10,2"
24/06/2009 1.00,"0,1","18,1","16,9","0,4",,"0,9","8,4"
24/06/2009 2.00,"0,1","7,4","7,2","0,3",,"0,4","8,4"
24/06/2009 3.00,"0,2","7,9","7,7","0,3",,"0,5","8,4"
24/06/2009 4.00,"0,1","5,9","5,7","0,4",,"0,5","8,4"
24/06/2009 5.00,"0,1","7,0","6,4","0,4",,"0,4","8,4"
24/06/2009 6.00,"0,1","24,4","19,1","0,4",,"0,7","8,4"
24/06/2009 7.00,"0,1","37,1","27,2","0,5",,"0,7","8,4"
