Stat,Campi Salentina,,,,,,  ,
Parm,NO2,NOX,CO,O3,PM10,PM2.5,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ug/m3,,
Field,,,Aver,Aver,Aver,Aver,,
07/12/2014 18.00,"26,8","88,75","0,61","5,79","28,67","18,61",,
07/12/2014 19.00,"23,8","116,94","0,74","4,88","28,67","18,61",,
07/12/2014 20.00,"23,5","193,45","1,05","3,21","28,67","18,61",,
07/12/2014 21.00,"19,1","145,21","0,99","4,28","28,67","18,61",,
07/12/2014 22.00,"17,1","73,98","0,68","5,34","28,67","18,61",,
07/12/2014 23.00,"18,1","74,35","0,68","5,81","28,67","18,61",,
08/12/2014 0.00,"14,9","66,05","0,24","3,74","28,67","18,61",,
08/12/2014 1.00,"12,8","57,66",,"3,05","18,41","12,60",,
08/12/2014 2.00,,,,"18,03","18,41","12,60",,
08/12/2014 3.00,"5,2","13,02",,"33,73","18,41","12,60",,
08/12/2014 4.00,"3,8","10,35",,"34,73","18,41","12,60",,
08/12/2014 5.00,"3,5","9,90",,,"18,41","12,60",,
08/12/2014 6.00,"5,2","12,88",,"37,13","18,41","12,60",,
08/12/2014 7.00,"3,7","10,19",,"38,78","18,41","12,60",,
08/12/2014 8.00,"4,9","13,05",,"36,84","18,41","12,60",,
08/12/2014 9.00,"5,4","14,96",,"42,07","18,41","12,60",,
08/12/2014 10.00,"2,9","9,18",,"68,76","18,41","12,60",,
08/12/2014 11.00,"3,4","10,05",,"64,07","18,41","12,60",,
08/12/2014 12.00,"2,2","7,69",,"68,21","18,41","12,60",,
08/12/2014 13.00,"2,3","7,96",,"70,52","18,41","12,60",,
08/12/2014 14.00,"1,8","6,62","0,10","70,27","18,41","12,60",,
08/12/2014 15.00,"2,0","7,18","0,10","68,50","18,41","12,60",,
08/12/2014 16.00,"3,4","10,27","0,20","62,98","18,41","12,60",,
08/12/2014 17.00,"5,3","14,10","0,24","55,19","18,41","12,60",,
08/12/2014 18.00,"6,7","16,98","0,28","50,66","18,41","12,60",,
08/12/2014 19.00,"6,0","15,52","0,22","51,18","18,41","12,60",,
08/12/2014 20.00,"6,9","17,66","0,29","49,47","18,41","12,60",,
08/12/2014 21.00,"7,3","18,10","0,28","48,40","18,41","12,60",,
08/12/2014 22.00,"5,9","14,58","0,23","47,43","18,41","12,60",,
08/12/2014 23.00,"5,5","13,95","0,33","38,44","18,41","12,60",,
09/12/2014 0.00,"5,0","12,81","0,49","32,15","18,41","12,60",,
09/12/2014 1.00,"4,0","10,47","0,41","34,05","22,17","11,38",,
09/12/2014 2.00,"2,9","8,64","0,42","31,77","22,17","11,38",,
09/12/2014 3.00,"2,0","6,70","0,44","29,56","22,17","11,38",,
09/12/2014 4.00,"1,6","6,28","0,39","27,35","22,17","11,38",,
09/12/2014 5.00,"1,9","6,95","0,43","24,39","22,17","11,38",,
09/12/2014 6.00,"6,0","18,75","0,43","17,03","22,17","11,38",,
09/12/2014 7.00,"5,5","15,62","0,39","24,90","22,17","11,38",,
09/12/2014 8.00,"8,8","27,23","0,46","22,14","22,17","11,38",,
09/12/2014 9.00,"7,3","23,89","0,50","25,81","22,17","11,38",,
09/12/2014 10.00,"6,3","20,84","0,51","29,73","22,17","11,38",,
09/12/2014 11.00,"7,3","23,87","0,50","28,57","22,17","11,38",,
09/12/2014 12.00,"7,1","22,85","0,50","33,39","22,17","11,38",,
09/12/2014 13.00,"5,8","17,61","0,49","44,45","22,17","11,38",,
09/12/2014 14.00,"7,2","20,40","0,53","41,62","22,17","11,38",,
09/12/2014 15.00,"8,5","23,20","0,59","35,40","22,17","11,38",,
09/12/2014 16.00,"9,6","25,17","0,61","32,99","22,17","11,38",,
09/12/2014 17.00,"14,7","36,29","0,75","24,65","22,17","11,38",,
09/12/2014 18.00,"17,6","47,40","0,77","14,70","22,17","11,38",,
09/12/2014 19.00,"21,2","62,07","0,83","10,56","22,17","11,38",,
09/12/2014 20.00,"19,7","54,04","0,82","12,23","22,17","11,38",,
09/12/2014 21.00,"20,1","61,71","1,04","9,49","22,17","11,38",,
09/12/2014 22.00,"19,4","58,02","0,82","6,50","22,17","11,38",,
09/12/2014 23.00,"14,9","38,21","0,54","11,09","22,17","11,38",,
10/12/2014 0.00,"10,1","25,09","0,32","13,78","22,17","11,38",,
10/12/2014 1.00,"3,7","10,41","0,21","25,17","22,37","13,92",,
10/12/2014 2.00,,,"0,17","31,97","22,37","13,92",,
10/12/2014 3.00,"2,2","7,41",,"31,64","22,37","13,92",,
10/12/2014 4.00,"2,5","8,13","0,17","30,11","22,37","13,92",,
10/12/2014 5.00,"5,3","13,97","0,17",,"22,37","13,92",,
10/12/2014 6.00,"11,0","32,83","0,19","9,68","22,37","13,92",,
10/12/2014 7.00,"11,1","36,44","0,27","8,50","22,37","13,92",,
10/12/2014 8.00,"13,2","54,74","0,36","6,16","22,37","13,92",,
10/12/2014 9.00,"15,3","78,21","0,45","11,00","22,37","13,92",,
10/12/2014 10.00,"5,0","18,67","0,21","29,84","22,37","13,92",,
10/12/2014 11.00,"3,9","14,12","0,24","35,14","22,37","13,92",,
10/12/2014 12.00,"4,4","15,37","0,19","37,58","22,37","13,92",,
10/12/2014 13.00,"5,9","19,19","0,25","39,57","22,37","13,92",,
10/12/2014 14.00,"6,3","20,51","0,24","43,51","22,37","13,92",,
10/12/2014 15.00,"7,0","20,17","0,23","44,26","22,37","13,92",,
10/12/2014 16.00,"8,2","22,00","0,23","43,19","22,37","13,92",,
10/12/2014 17.00,"11,0","29,34","0,33","37,39","22,37","13,92",,
10/12/2014 18.00,"13,7","36,34","0,38","31,21","22,37","13,92",,
10/12/2014 19.00,"15,2","37,95","0,45","28,39","22,37","13,92",,
10/12/2014 20.00,"12,2","29,84","0,37","33,34","22,37","13,92",,
10/12/2014 21.00,"10,6","25,76","0,36","37,74","22,37","13,92",,
10/12/2014 22.00,"9,9","22,99","0,37","33,78","22,37","13,92",,
10/12/2014 23.00,"6,5","15,55","0,22","32,61","22,37","13,92",,
11/12/2014 0.00,"5,2","12,94","0,15","35,26","22,37","13,92",,
11/12/2014 1.00,"4,1","11,45","0,17","37,67","22,86","17,05",,
11/12/2014 2.00,"4,2","10,67","0,15","37,38","22,86","17,05",,
11/12/2014 3.00,"3,1","9,10","0,14","38,64","22,86","17,05",,
11/12/2014 4.00,"2,7","7,80","0,14","40,82","22,86","17,05",,
11/12/2014 5.00,"2,6","7,81","0,13","40,71","22,86","17,05",,
11/12/2014 6.00,"3,4","9,81","0,14","41,83","22,86","17,05",,
11/12/2014 7.00,"5,6","14,77","0,13","37,93","22,86","17,05",,
11/12/2014 8.00,"8,2","23,55","0,19","33,43","22,86","17,05",,
11/12/2014 9.00,"9,5","27,10","0,22","31,11","22,86","17,05",,
11/12/2014 10.00,"14,7","41,85","0,29","17,86","22,86","17,05",,
11/12/2014 11.00,"12,9","39,64","0,33","21,88","22,86","17,05",,
11/12/2014 12.00,"4,0","13,91","0,22","45,42","22,86","17,05",,
11/12/2014 13.00,"5,2","17,42","0,22","46,22","22,86","17,05",,
11/12/2014 14.00,"5,1","15,73","0,20","46,82","22,86","17,05",,
11/12/2014 15.00,"3,4","10,00","0,21","48,20","22,86","17,05",,
11/12/2014 16.00,"5,7","15,19","0,21","42,50","22,86","17,05",,
11/12/2014 17.00,"11,3","27,45","0,40","32,39","22,86","17,05",,
11/12/2014 18.00,"13,2","31,28","0,47","32,96","22,86","17,05",,
11/12/2014 19.00,"9,4","22,77","0,31","38,77","22,86","17,05",,
11/12/2014 20.00,"10,1","24,35","0,27","37,97","22,86","17,05",,
11/12/2014 21.00,"10,7","25,28","0,36","35,62","22,86","17,05",,
11/12/2014 22.00,"10,5","24,20","0,31","32,93","22,86","17,05",,
11/12/2014 23.00,"7,4","17,34","0,30","37,71","22,86","17,05",,
12/12/2014 0.00,"7,0","16,19","0,32","35,76","22,86","17,05",,
12/12/2014 1.00,"4,7","12,04","0,31","40,06","30,18","19,63",,
12/12/2014 2.00,,,"0,26","39,72","30,18","19,63",,
12/12/2014 3.00,"3,3","8,74",,"39,70","30,18","19,63",,
12/12/2014 4.00,"2,3","7,21","0,23","46,11","30,18","19,63",,
12/12/2014 5.00,"2,2","7,44","0,21",,"30,18","19,63",,
12/12/2014 6.00,"4,7","12,84","0,22","42,97","30,18","19,63",,
12/12/2014 7.00,"7,8","19,31","0,24","37,46","30,18","19,63",,
12/12/2014 8.00,"12,0","30,03","0,34","31,77","30,18","19,63",,
12/12/2014 9.00,"9,7","28,91","0,38","43,61","30,18","19,63",,
12/12/2014 10.00,"4,8","15,65","0,28","53,02","30,18","19,63",,
12/12/2014 11.00,"4,3","14,52","0,32","55,05","30,18","19,63",,
12/12/2014 12.00,"3,5","12,18","0,32","59,20","30,18","19,63",,
12/12/2014 13.00,"4,1","13,17","0,32","58,80","30,18","19,63",,
12/12/2014 14.00,"4,5","14,95","0,30","62,67","30,18","19,63",,
12/12/2014 15.00,"3,3","10,46","0,28","65,75","30,18","19,63",,
12/12/2014 16.00,"4,7","13,39","0,32","63,11","30,18","19,63",,
12/12/2014 17.00,"8,9","22,48","0,38","51,25","30,18","19,63",,
12/12/2014 18.00,"13,0","31,12","0,51","39,76","30,18","19,63",,
12/12/2014 19.00,"20,1","48,21","0,55","22,84","30,18","19,63",,
12/12/2014 20.00,"22,1","52,41","0,74","23,95","30,18","19,63",,
12/12/2014 21.00,"25,5","68,37","0,77","12,93","30,18","19,63",,
12/12/2014 22.00,"21,7","70,44","0,79","9,08","30,18","19,63",,
12/12/2014 23.00,"17,9","67,68","0,72","6,54","30,18","19,63",,
13/12/2014 0.00,"13,6","38,07","0,61","7,25","30,18","19,63",,
13/12/2014 1.00,"12,9","45,03","0,55","3,58","68,33","51,38",,
13/12/2014 2.00,"10,1","36,28","0,48","2,83","68,33","51,38",,
13/12/2014 3.00,"8,1","22,32","0,41","6,14","68,33","51,38",,
13/12/2014 4.00,"6,7","18,74","0,41","7,29","68,33","51,38",,
13/12/2014 5.00,"6,0","16,83","0,43","4,79","68,33","51,38",,
13/12/2014 6.00,"5,3","28,10","0,43","3,41","68,33","51,38",,
13/12/2014 7.00,"6,2","82,66","0,53","1,59","68,33","51,38",,
13/12/2014 8.00,"6,9","68,84","0,58","2,73","68,33","51,38",,
13/12/2014 9.00,"10,5","161,52","0,77","3,40","68,33","51,38",,
13/12/2014 10.00,"14,5","61,59","0,63","14,56","68,33","51,38",,
13/12/2014 11.00,"13,2","36,53","0,58","44,85","68,33","51,38",,
13/12/2014 12.00,"7,0","18,54","0,32","61,22","68,33","51,38",,
13/12/2014 13.00,"5,8","16,37","0,31","70,02","68,33","51,38",,
13/12/2014 14.00,"6,7","17,36","0,32","72,50","68,33","51,38",,
13/12/2014 15.00,"3,2","9,14","0,24","76,12","68,33","51,38",,
13/12/2014 16.00,"6,2","14,85","0,29","68,63","68,33","51,38",,
13/12/2014 17.00,"15,6","37,02","0,66","36,63","68,33","51,38",,
13/12/2014 18.00,"27,3","174,64","0,79","5,24","68,33","51,38",,
13/12/2014 19.00,"24,7","214,85","0,90","3,87","68,33","51,38",,
13/12/2014 20.00,"23,8","286,36","1,25","5,55","68,33","51,38",,
13/12/2014 21.00,"29,4","252,82","2,01","8,45","68,33","51,38",,
13/12/2014 22.00,"21,4","230,01","1,62","3,62","68,33","51,38",,
13/12/2014 23.00,"17,4","196,82","1,29","4,35","68,33","51,38",,
14/12/2014 0.00,"14,4","146,01","1,09","3,79","68,33","51,38",,
14/12/2014 1.00,"10,6","92,99","0,74","3,06","56,41","41,47",,
14/12/2014 2.00,,,"0,37","2,72","56,41","41,47",,
14/12/2014 3.00,"11,0","38,21",,"3,49","56,41","41,47",,
14/12/2014 4.00,"12,5","35,99","0,55","3,50","56,41","41,47",,
14/12/2014 5.00,"8,2","31,02","0,41",,"56,41","41,47",,
14/12/2014 6.00,"6,7","33,23","0,38","1,86","56,41","41,47",,
14/12/2014 7.00,"9,8","35,20","0,40","3,17","56,41","41,47",,
14/12/2014 8.00,"7,1","45,82","0,46","1,78","56,41","41,47",,
14/12/2014 9.00,"7,9","39,84","0,48","5,26","56,41","41,47",,
14/12/2014 10.00,"13,7","40,99","0,31","18,52","56,41","41,47",,
14/12/2014 11.00,"6,6","16,39",,"52,25","56,41","41,47",,
14/12/2014 12.00,"4,8","12,11",,"71,06","56,41","41,47",,
14/12/2014 13.00,"4,3","11,57",,"70,14","56,41","41,47",,
14/12/2014 14.00,"4,7","11,96",,"65,99","56,41","41,47",,
14/12/2014 15.00,"4,9","12,33",,"64,93","56,41","41,47",,
14/12/2014 16.00,"6,9","15,97",,"55,35","56,41","41,47",,
14/12/2014 17.00,"8,2","18,75",,"47,07","56,41","41,47",,
14/12/2014 18.00,"16,1","45,10","0,21","21,19","56,41","41,47",,
14/12/2014 19.00,"17,7","49,99","0,30","9,93","56,41","41,47",,
14/12/2014 20.00,"20,3","135,38","0,45","2,79","56,41","41,47",,
14/12/2014 21.00,"20,7","226,94","0,76","3,22","56,41","41,47",,
14/12/2014 22.00,"16,5","198,44","0,70","2,54","56,41","41,47",,
14/12/2014 23.00,"16,6","257,78","0,80","2,49","56,41","41,47",,
15/12/2014 0.00,"10,8","87,27","0,65","3,92","56,41","41,47",,
15/12/2014 1.00,"13,0","55,46","0,53","4,11","78,63","60,17",,
15/12/2014 2.00,"12,0","43,55","0,50","2,41","78,63","60,17",,
15/12/2014 3.00,"9,1","35,85","0,48","1,67","78,63","60,17",,
15/12/2014 4.00,"8,4","30,27","0,51","2,25","78,63","60,17",,
15/12/2014 5.00,"10,1","34,59","0,63","3,13","78,63","60,17",,
15/12/2014 6.00,"10,8","54,64","0,61","2,59","78,63","60,17",,
15/12/2014 7.00,"10,5","101,35","0,78","2,39","78,63","60,17",,
15/12/2014 8.00,"10,5","190,42","0,97","2,76","78,63","60,17",,
15/12/2014 9.00,"19,0","333,56","1,53","3,85","78,63","60,17",,
15/12/2014 10.00,"22,2","172,17","1,15","4,53","78,63","60,17",,
15/12/2014 11.00,"21,2","74,77","0,50","12,07","78,63","60,17",,
15/12/2014 12.00,"15,5","44,78","0,36","33,14","78,63","60,17",,
15/12/2014 13.00,"6,7","17,94","0,08","62,46","78,63","60,17",,
15/12/2014 14.00,"6,6","16,64","0,11","63,67","78,63","60,17",,
15/12/2014 15.00,"5,1","11,90","0,08","64,83","78,63","60,17",,
15/12/2014 16.00,,,,,"78,63","60,17",,
15/12/2014 17.00,"20,0","46,67","0,61","21,47","78,63","60,17",,
15/12/2014 18.00,"27,1","124,01","0,67","5,62","78,63","60,17",,
15/12/2014 19.00,"19,8","96,39","1,00","4,92","78,63","60,17",,
15/12/2014 20.00,"18,7","132,86","0,75","4,16","78,63","60,17",,
15/12/2014 21.00,"20,0","77,72","0,69","4,11","78,63","60,17",,
15/12/2014 22.00,"23,1","66,38","0,49","3,67","78,63","60,17",,
15/12/2014 23.00,"18,8","42,57","0,52","8,93","78,63","60,17",,
16/12/2014 0.00,"7,3","15,99","0,42","28,00","78,63","60,17",,
16/12/2014 1.00,"4,7","10,80","0,31","21,76","14,14","7,77",,
16/12/2014 2.00,,,"0,25","25,34","14,14","7,77",,
16/12/2014 3.00,"3,4","9,33",,"26,27","14,14","7,77",,
16/12/2014 4.00,"3,3","8,28","0,20","34,82","14,14","7,77",,
16/12/2014 5.00,"2,1","5,81","0,18",,"14,14","7,77",,
16/12/2014 6.00,"2,9","8,11","0,20","34,75","14,14","7,77",,
16/12/2014 7.00,"4,7","12,07","0,24","39,33","14,14","7,77",,
16/12/2014 8.00,"9,8","24,10","0,27","34,56","14,14","7,77",,
16/12/2014 9.00,"10,9","30,74","0,36","35,13","14,14","7,77",,
16/12/2014 10.00,"6,6","17,95","0,35","49,41","14,14","7,77",,
16/12/2014 11.00,"4,8","14,60","0,32","60,47","14,14","7,77",,
16/12/2014 12.00,"3,2","10,00","0,24","69,38","14,14","7,77",,
16/12/2014 13.00,"2,2","6,88","0,17","72,41","14,14","7,77",,
16/12/2014 14.00,"2,4","7,31","0,21","73,72","14,14","7,77",,
16/12/2014 15.00,"2,0","6,50","0,09","73,67","14,14","7,77",,
16/12/2014 16.00,"3,2","9,24","0,18","68,23","14,14","7,77",,
16/12/2014 17.00,"3,5","9,81","0,27","69,52","14,14","7,77",,
16/12/2014 18.00,"4,7","12,05","0,27","65,09","14,14","7,77",,
16/12/2014 19.00,"4,0","10,93","0,25","68,85","14,14","7,77",,
16/12/2014 20.00,"7,7","19,73",,"54,48","14,14","7,77",,
16/12/2014 21.00,"22,3","64,82","0,18","19,85","14,14","7,77",,
16/12/2014 22.00,"23,8","82,23","0,34","9,15","14,14","7,77",,
16/12/2014 23.00,"17,6","45,93","0,21","7,72","14,14","7,77",,
17/12/2014 0.00,"14,0","39,04","0,14","6,29","14,14","7,77",,
17/12/2014 1.00,"15,6","56,78","0,23","2,44","31,45","17,24",,
17/12/2014 2.00,"8,0","25,98","0,16","15,29","31,45","17,24",,
17/12/2014 3.00,"2,0","6,94",,"34,05","31,45","17,24",,
17/12/2014 4.00,"2,0","7,07",,"35,92","31,45","17,24",,
17/12/2014 5.00,"2,3","7,59",,"24,63","31,45","17,24",,
17/12/2014 6.00,"10,8","30,50",,"5,72","31,45","17,24",,
17/12/2014 7.00,"13,7","64,45",,"1,94","31,45","17,24",,
17/12/2014 8.00,"15,5","116,11","0,17","3,51","31,45","17,24",,
17/12/2014 9.00,"18,7","182,88","0,61","2,76","31,45","17,24",,
17/12/2014 10.00,"14,1","60,40","0,26","18,65","31,45","17,24",,
17/12/2014 11.00,"10,2","31,64","0,10","38,17","31,45","17,24",,
17/12/2014 12.00,"6,8","18,50",,"63,85","31,45","17,24",,
17/12/2014 13.00,"6,1","16,91",,"70,32","31,45","17,24",,
17/12/2014 14.00,"7,5","20,06",,"67,57","31,45","17,24",,
17/12/2014 15.00,"4,7","13,07",,"72,12","31,45","17,24",,
17/12/2014 16.00,"8,5","20,21","0,10","56,10","31,45","17,24",,
17/12/2014 17.00,"15,4","49,64","0,21","18,75","31,45","17,24",,
17/12/2014 18.00,"17,3","64,07","0,28","6,49","31,45","17,24",,
17/12/2014 19.00,"21,5","104,51","0,54","2,92","31,45","17,24",,
17/12/2014 20.00,"24,4","78,92","0,42","3,64","31,45","17,24",,
17/12/2014 21.00,"24,5","86,16","0,55","3,93","31,45","17,24",,
17/12/2014 22.00,"24,0","101,90","0,58","3,73","31,45","17,24",,
17/12/2014 23.00,"25,2","72,05","0,54","2,75","31,45","17,24",,
18/12/2014 0.00,"22,7","62,67","0,73","2,83","31,45","17,24",,
18/12/2014 1.00,"19,7","71,74","0,74","2,05","54,60","38,53",,
18/12/2014 2.00,,,"0,79","3,10","54,60","38,53",,
18/12/2014 3.00,"10,9","40,23",,"1,41","54,60","38,53",,
18/12/2014 4.00,"8,3","27,24","0,49","2,20","54,60","38,53",,
18/12/2014 5.00,"7,5","27,57","0,39",,"54,60","38,53",,
18/12/2014 6.00,"8,6","54,40","0,54","1,18","54,60","38,53",,
18/12/2014 7.00,"14,8","163,16","0,80","2,70","54,60","38,53",,
18/12/2014 8.00,"19,4","209,10","0,95","1,56","54,60","38,53",,
18/12/2014 9.00,"23,0","152,97","0,94","5,65","54,60","38,53",,
18/12/2014 10.00,"18,1","67,10","0,54","17,81","54,60","38,53",,
18/12/2014 11.00,"9,4","28,89","0,25","37,79","54,60","38,53",,
18/12/2014 12.00,"8,2","22,68","0,24","48,57","54,60","38,53",,
18/12/2014 13.00,"9,5","26,17","0,16","53,55","54,60","38,53",,
18/12/2014 14.00,"8,7","22,51","0,17","59,67","54,60","38,53",,
18/12/2014 15.00,"7,2","17,79","0,21","64,08","54,60","38,53",,
18/12/2014 16.00,"8,0","20,38","0,28","63,57","54,60","38,53",,
18/12/2014 17.00,"12,9","30,56","0,32","45,21","54,60","38,53",,
18/12/2014 18.00,"21,6","49,43","0,56","27,07","54,60","38,53",,
18/12/2014 19.00,"27,4","94,02","0,84","12,14","54,60","38,53",,
18/12/2014 20.00,"29,8","128,83","1,15","6,85","54,60","38,53",,
18/12/2014 21.00,"24,7","138,79","1,08","5,06","54,60","38,53",,
18/12/2014 22.00,"19,6","118,50","1,17","6,29","54,60","38,53",,
18/12/2014 23.00,"16,6","49,11","0,64","10,14","54,60","38,53",,
19/12/2014 0.00,"12,8","37,80","0,61","13,74","54,60","38,53",,
19/12/2014 1.00,"8,6","20,04","0,42","23,03","34,92","20,22",,
19/12/2014 2.00,"5,5","13,48","0,31","34,94","34,92","20,22",,
19/12/2014 3.00,"4,7","11,11","0,27","37,03","34,92","20,22",,
19/12/2014 4.00,"4,1","10,50","0,22","34,27","34,92","20,22",,
19/12/2014 5.00,"5,2","13,08","0,18","37,64","34,92","20,22",,
19/12/2014 6.00,"7,0","16,81","0,21","29,84","34,92","20,22",,
19/12/2014 7.00,"9,2","22,50","0,28","22,59","34,92","20,22",,
19/12/2014 8.00,"14,8","45,07","0,34","16,17","34,92","20,22",,
19/12/2014 9.00,"17,3","58,73","0,48","16,64","34,92","20,22",,
19/12/2014 10.00,"12,3","36,63","0,39","33,54","34,92","20,22",,
19/12/2014 11.00,"7,9","22,84","0,33","45,43","34,92","20,22",,
19/12/2014 12.00,"8,6","24,96","0,33","47,92","34,92","20,22",,
19/12/2014 13.00,"10,9","30,92","0,29","51,01","34,92","20,22",,
19/12/2014 14.00,"10,2","29,76","0,35","57,00","34,92","20,22",,
19/12/2014 15.00,"7,4","19,64","0,32","62,86","34,92","20,22",,
19/12/2014 16.00,"10,2","24,80","0,31","51,70","34,92","20,22",,
19/12/2014 17.00,"21,0","48,57","0,60","27,63","34,92","20,22",,
19/12/2014 18.00,"22,1","53,76","0,58","21,52","34,92","20,22",,
19/12/2014 19.00,"27,3","134,53","1,06","8,39","34,92","20,22",,
19/12/2014 20.00,"23,5","194,38","1,17","3,99","34,92","20,22",,
19/12/2014 21.00,"17,9","168,52","0,84","3,41","34,92","20,22",,
19/12/2014 22.00,"15,6","81,19","0,66","3,48","34,92","20,22",,
19/12/2014 23.00,"12,5","52,97","0,58","4,21","34,92","20,22",,
20/12/2014 0.00,"9,5","44,04","0,72","3,18","34,92","20,22",,
20/12/2014 1.00,"9,1","48,45","0,66","2,85","66,28","46,69",,
20/12/2014 2.00,,,"0,65","3,12","66,28","46,69",,
20/12/2014 3.00,"8,9","40,85",,"3,00","66,28","46,69",,
20/12/2014 4.00,"9,2","45,01","0,92","3,39","66,28","46,69",,
20/12/2014 5.00,"9,0","42,46","0,90",,"66,28","46,69",,
20/12/2014 6.00,"8,4","40,21","0,83",,"66,28","46,69",,
20/12/2014 7.00,"8,6","87,13","0,88",,"66,28","46,69",,
20/12/2014 8.00,"8,7","201,68","1,09",,"66,28","46,69",,
20/12/2014 9.00,"11,8","220,05","1,19",,"66,28","46,69",,
20/12/2014 10.00,"17,0","69,85","0,72",,"66,28","46,69",,
20/12/2014 11.00,"21,4","61,26","0,76",,"66,28","46,69",,
20/12/2014 12.00,"12,5","31,80","0,48",,"66,28","46,69",,
20/12/2014 13.00,"7,2","18,55","0,27",,"66,28","46,69",,
20/12/2014 14.00,"5,4","14,50","0,08",,"66,28","46,69",,
20/12/2014 15.00,"7,0","16,98","0,08",,"66,28","46,69",,
20/12/2014 16.00,"10,2","23,38","0,09",,"66,28","46,69",,
20/12/2014 17.00,"20,5","54,83","0,39",,"66,28","46,69",,
20/12/2014 18.00,"27,1","184,91","0,90",,"66,28","46,69",,
20/12/2014 19.00,"22,4","200,43","0,91",,"66,28","46,69",,
20/12/2014 20.00,"18,6","186,20","0,95",,"66,28","46,69",,
20/12/2014 21.00,"14,8","186,99","1,07",,"66,28","46,69",,
20/12/2014 22.00,"16,3","221,20","0,92",,"66,28","46,69",,
20/12/2014 23.00,"12,0","97,72","0,72",,"66,28","46,69",,
21/12/2014 0.00,"9,5","120,66","0,78",,"66,28","46,69",,
21/12/2014 1.00,"10,5","141,82","0,76",,"50,94","39,95",,
21/12/2014 2.00,"11,2","130,18","0,83",,"50,94","39,95",,
21/12/2014 3.00,"10,9","117,93","0,92",,"50,94","39,95",,
21/12/2014 4.00,"11,5","49,33","0,74",,"50,94","39,95",,
21/12/2014 5.00,"10,5","46,77","0,79",,"50,94","39,95",,
21/12/2014 6.00,"6,8","45,58","0,79",,"50,94","39,95",,
21/12/2014 7.00,"7,5","54,53","0,79",,"50,94","39,95",,
21/12/2014 8.00,"8,1","28,04","0,52",,"50,94","39,95",,
21/12/2014 9.00,"12,8","51,38","0,65",,"50,94","39,95",,
21/12/2014 10.00,"10,4","30,51","0,36",,"50,94","39,95",,
21/12/2014 11.00,"6,1","16,80","0,23",,"50,94","39,95",,
21/12/2014 12.00,"5,8","15,50","0,18",,"50,94","39,95",,
21/12/2014 13.00,"4,4","12,11","0,20",,"50,94","39,95",,
21/12/2014 14.00,"3,3","9,25","0,13",,"50,94","39,95",,
21/12/2014 15.00,"3,3","9,73","0,16",,"50,94","39,95",,
21/12/2014 16.00,"4,9","13,32","0,15",,"50,94","39,95",,
21/12/2014 17.00,"10,9","25,97","0,32",,"50,94","39,95",,
21/12/2014 18.00,"15,4","35,91","0,37",,"50,94","39,95",,
21/12/2014 19.00,"19,3","47,67","0,37",,"50,94","39,95",,
21/12/2014 20.00,"17,8","43,41","0,35",,"50,94","39,95",,
21/12/2014 21.00,"10,1","24,88","0,21",,"50,94","39,95",,
21/12/2014 22.00,"9,4","22,59","0,21",,"50,94","39,95",,
21/12/2014 23.00,"6,6","17,03","0,32",,"50,94","39,95",,
22/12/2014 0.00,"2,5","8,77","0,32",,"50,94","39,95",,
22/12/2014 1.00,"1,9","7,11","0,32",,"34,82","23,39",,
22/12/2014 2.00,,,"0,28",,"34,82","23,39",,
22/12/2014 3.00,"2,6","8,29",,,"34,82","23,39",,
22/12/2014 4.00,"2,5","7,92","0,30",,"34,82","23,39",,
22/12/2014 5.00,"2,8","9,00","0,28",,"34,82","23,39",,
22/12/2014 6.00,"6,9","23,52","0,34","39,82","34,82","23,39",,
22/12/2014 7.00,"14,6","43,64","0,35","18,90","34,82","23,39",,
22/12/2014 8.00,"17,6","62,07","0,46","12,48","34,82","23,39",,
22/12/2014 9.00,"18,4","70,75","0,61","13,76","34,82","23,39",,
22/12/2014 10.00,"17,1","58,12","0,61","26,41","34,82","23,39",,
22/12/2014 11.00,"8,6","26,04","0,40","58,82","34,82","23,39",,
22/12/2014 12.00,"6,7","20,86","0,32","61,30","34,82","23,39",,
22/12/2014 13.00,"6,1","19,01","0,32","66,21","34,82","23,39",,
22/12/2014 14.00,"5,6","17,51","0,36","67,01","34,82","23,39",,
22/12/2014 15.00,"5,7","16,53","0,34","68,71","34,82","23,39",,
22/12/2014 16.00,"9,7","24,28","0,44","59,19","34,82","23,39",,
22/12/2014 17.00,"29,0","73,84","0,67","21,30","34,82","23,39",,
22/12/2014 18.00,"34,7","176,03","1,17","8,99","34,82","23,39",,
