Stat,TA V. Machiavelli,,,,,,,,
Parm,SO2,NOX,NO2,CO,BENZENE,PM10  orario,IPA TOT ,PM10,PM2.5
Unit,ug/m3 293K,,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,ng/m3,ug/m3,ug/m3
13/10/2014 21.00,"3,7","33,3","26,3","0,4","0,6",,"17,1","30,4","17,8"
13/10/2014 22.00,"2,9","22,8","19,1","0,2","0,8",,"10,7","30,4","17,8"
13/10/2014 23.00,"3,4","22,7","18,4","0,2","0,5",,"9,6","30,4","17,8"
14/10/2014 0.00,"3,5","20,7","15,6","0,2","0,5",,"8,8","30,4","17,8"
14/10/2014 1.00,"3,4","17,1","12,8","0,2","0,5",,"6,7","36,0","17,8"
14/10/2014 2.00,"3,1","12,6","8,8","0,2","0,5",,"4,8","36,0","17,8"
14/10/2014 3.00,"3,0","10,4","6,6","0,2","0,3",,"4,7","36,0","17,8"
14/10/2014 4.00,"3,4","10,2","6,2","0,2","0,3",,"3,8","36,0","17,8"
14/10/2014 5.00,"3,3","15,2","10,9","0,2","1,5",,"6,6","36,0","17,8"
14/10/2014 6.00,"4,3","34,8","25,4","0,3","0,5",,"18,8","36,0","17,8"
14/10/2014 7.00,"3,7","82,3","49,2","0,4","0,7",,"43,2","36,0","17,8"
14/10/2014 8.00,"3,9","67,5","45,7","0,4","1,1",,"39,4","36,0","17,8"
14/10/2014 9.00,"3,0","32,5","25,4","0,3","0,8",,"17,8","36,0","17,8"
14/10/2014 10.00,"3,6","25,5","18,6","0,2","0,7",,"10,6","36,0","17,8"
14/10/2014 11.00,"3,1","19,2","12,3","0,2","0,4",,"9,0","36,0","17,8"
14/10/2014 12.00,"3,6","15,0","9,4","0,2","0,4",,"5,9","36,0","17,8"
14/10/2014 13.00,,,,,"0,4",,,"36,0","17,8"
14/10/2014 14.00,"4,1","12,4","8,0","0,2","0,3",,"5,0","36,0","17,8"
14/10/2014 15.00,"3,7","10,3","6,3","0,1","0,3",,"4,6","36,0","17,8"
14/10/2014 16.00,"3,4","10,4","6,5","0,2","0,3",,"5,2","36,0","17,8"
14/10/2014 17.00,"3,3","11,7","6,4",,"3,4",,"7,0","36,0","17,8"
14/10/2014 18.00,"3,0","11,2","9,1","0,2","7,4",,"7,5","36,0","17,8"
14/10/2014 19.00,,,,,,,,"36,0","17,8"
14/10/2014 20.00,"2,8","16,4","12,6","0,2","0,4",,"6,8","36,0","17,8"
14/10/2014 21.00,"3,6","17,8","14,0","0,2","0,7",,"8,1","36,0","17,8"
14/10/2014 22.00,"3,7","12,1","8,2","0,1","1,0",,"5,6","36,0","17,8"
14/10/2014 23.00,"4,0","12,0","8,5","0,1","0,5",,"4,8","36,0","17,8"
15/10/2014 0.00,"3,8","8,0","4,8","0,1","0,5",,"3,5","36,0","17,8"
15/10/2014 1.00,"3,8","7,1","3,8","0,1","0,3",,"2,9","40,2","14,0"
15/10/2014 2.00,"3,4",,,"0,1","0,3",,"2,8","40,2","14,0"
15/10/2014 3.00,"3,6","5,8","2,9","0,1","0,3",,"2,3","40,2","14,0"
15/10/2014 4.00,"4,1","8,4","5,1","0,1",,,"2,7","40,2","14,0"
15/10/2014 5.00,"3,3","13,6","8,8","0,1",,,"5,4","40,2","14,0"
15/10/2014 6.00,"3,3","22,7","17,1","0,2","0,3",,"11,7","40,2","14,0"
15/10/2014 7.00,"3,8","25,0","19,9","0,2","0,4",,"11,3","40,2","14,0"
15/10/2014 8.00,"3,2","29,9","22,6","0,2","0,4",,"15,6","40,2","14,0"
15/10/2014 9.00,"3,1","23,7","16,5","0,3",,,"17,2","40,2","14,0"
15/10/2014 10.00,"3,4","15,9","10,9","0,2",,,"9,2","40,2","14,0"
15/10/2014 11.00,"4,1","15,3","10,9","0,3",,,"8,1","40,2","14,0"
15/10/2014 12.00,"3,0","13,0","10,0","0,2",,,"6,2","40,2","14,0"
15/10/2014 13.00,"2,7","13,9","9,7","0,1",,,"5,3","40,2","14,0"
15/10/2014 14.00,,"35,6","21,7",,,,"8,9","40,2","14,0"
15/10/2014 15.00,"3,4","163,5","25,7","0,5",,,"6,3","40,2","14,0"
15/10/2014 16.00,"3,9","43,0","4,2","0,4","0,8",,"10,4","40,2","14,0"
15/10/2014 17.00,"3,5","4,0","4,0","0,4","4,1",,"18,2","40,2","14,0"
15/10/2014 18.00,"3,9","4,4","4,4","0,4","0,4",,"10,4","40,2","14,0"
15/10/2014 19.00,"4,3","20,7","20,7","0,4","0,5",,"11,3","40,2","14,0"
15/10/2014 20.00,"4,0","20,1","20,2","0,4","0,5",,"10,9","40,2","14,0"
15/10/2014 21.00,"3,2","17,9","17,9","0,4","0,6",,"6,6","40,2","14,0"
15/10/2014 22.00,"3,5","12,0","12,0","0,3","0,5",,"4,9","40,2","14,0"
15/10/2014 23.00,"3,3","14,1","13,9","0,3","0,3",,"4,3","40,2","14,0"
16/10/2014 0.00,"3,5","16,5","16,0","0,3","0,3",,"5,8","40,2","14,0"
16/10/2014 1.00,"3,8","8,4","8,3","0,3","0,4",,"3,7","46,7","20,0"
16/10/2014 2.00,"3,3","6,7","6,1","0,3","0,3",,"3,5","46,7","20,0"
16/10/2014 3.00,"4,1","8,7","7,9","0,3","0,3",,"2,8","46,7","20,0"
16/10/2014 4.00,"4,0","19,6","17,9","0,4","0,3",,"3,2","46,7","20,0"
16/10/2014 5.00,"3,7","42,5","35,0","0,5","0,4",,"7,3","46,7","20,0"
16/10/2014 6.00,"3,6","75,7","44,2","0,7","0,8",,"15,9","46,7","20,0"
16/10/2014 7.00,"3,3","75,7","48,0","0,6","1,1",,"23,4","46,7","20,0"
16/10/2014 8.00,"4,0","205,5","32,3","0,6","0,7",,"22,0","46,7","20,0"
16/10/2014 9.00,"3,3","35,4","22,7","0,6","4,7",,"23,2","46,7","20,0"
16/10/2014 10.00,"3,3","50,4","31,9","0,6","7,1",,"21,7","46,7","20,0"
16/10/2014 11.00,"2,9","40,9","25,6","0,4","5,8",,"17,1","46,7","20,0"
16/10/2014 12.00,"3,8","33,1","20,4","0,3","4,6",,"8,3","46,7","20,0"
16/10/2014 13.00,"3,6","33,0","22,8","0,3","3,9",,"7,6","46,7","20,0"
16/10/2014 14.00,"3,0","29,4","20,5","0,3","3,2",,"7,4","46,7","20,0"
16/10/2014 15.00,"2,8","25,5","18,7","0,3","2,7",,"6,2","46,7","20,0"
16/10/2014 16.00,"3,3","22,0","15,6","0,3","2,4",,"6,1","46,7","20,0"
16/10/2014 17.00,"2,8","15,5","9,9","0,3","1,9",,"4,0","46,7","20,0"
16/10/2014 18.00,"3,3","12,7","8,6","0,3","2,1",,"3,5","46,7","20,0"
16/10/2014 19.00,"3,1","19,0","11,9","0,3","2,1",,"5,5","46,7","20,0"
16/10/2014 20.00,"3,7","32,4","22,6","0,4","2,5",,"8,8","46,7","20,0"
16/10/2014 21.00,"3,9","46,9","31,7","0,4","2,7",,"13,2","46,7","20,0"
16/10/2014 22.00,"3,5","34,6","24,5","0,3","0,8",,"9,0","46,7","20,0"
16/10/2014 23.00,"3,9","37,2","27,2","0,3","0,7",,"8,7","46,7","20,0"
17/10/2014 0.00,"3,2","41,7","31,1","0,3","2,2",,"5,6","46,7","20,0"
17/10/2014 1.00,,"47,3","36,8","0,3","0,7",,"6,0","33,1","15,1"
17/10/2014 2.00,"3,3",,,"0,4","2,2",,"3,9","33,1","15,1"
17/10/2014 3.00,"4,1","18,6","12,9",,"4,2",,"3,1","33,1","15,1"
17/10/2014 4.00,"4,0","18,5","12,1","0,2","3,4",,"3,8","33,1","15,1"
17/10/2014 5.00,"5,0","27,8","20,0","0,2","4,1",,"6,8","33,1","15,1"
17/10/2014 6.00,"3,1","46,0","32,7","0,3","2,2",,"11,9","33,1","15,1"
17/10/2014 7.00,"4,4","55,7","34,3","0,2","1,8",,"19,6","33,1","15,1"
17/10/2014 8.00,"4,0","62,4","40,0","0,3","3,8",,"21,5","33,1","15,1"
17/10/2014 9.00,"3,7","52,7","35,0","0,3","3,4",,"23,6","33,1","15,1"
17/10/2014 10.00,"4,3","50,4","36,4","0,3","2,5",,"21,8","33,1","15,1"
17/10/2014 11.00,"4,0","33,1","22,4","0,2","2,3",,"8,5","33,1","15,1"
17/10/2014 12.00,"3,8","28,6","17,5","0,1","2,1",,"4,5","33,1","15,1"
17/10/2014 13.00,"3,3","20,5","12,0","0,1","3,6",,"3,8","33,1","15,1"
17/10/2014 14.00,"3,7","18,5","11,3","0,1",,,"4,4","33,1","15,1"
17/10/2014 15.00,"3,9","30,9","21,2","0,2","1,8",,"5,5","33,1","15,1"
17/10/2014 16.00,"4,1","22,3","16,3","0,2","2,0",,"6,0","33,1","15,1"
17/10/2014 17.00,"4,6","17,7","11,7","0,1","1,7",,"5,0","33,1","15,1"
17/10/2014 18.00,"4,0","27,5","21,1","0,2","0,4",,"5,9","33,1","15,1"
17/10/2014 19.00,"5,0","51,8","37,7","0,3","0,6",,"12,6","33,1","15,1"
17/10/2014 20.00,"4,5","48,2","37,1","0,4","0,9",,"15,0","33,1","15,1"
17/10/2014 21.00,"4,1","51,7","37,2","0,3","1,8",,"12,8","33,1","15,1"
17/10/2014 22.00,"5,0","47,7","33,9","0,2","2,6",,"10,7","33,1","15,1"
17/10/2014 23.00,"5,6","35,5","26,8","0,3","5,2",,"6,9","33,1","15,1"
18/10/2014 0.00,"5,3","38,6","30,6","0,3","0,8",,"8,0","33,1","15,1"
18/10/2014 1.00,"5,1","25,9","19,1","0,3","0,8",,"4,3","25,7","12,5"
18/10/2014 2.00,"5,0","25,0","18,8","0,2","0,6",,"3,8","25,7","12,5"
18/10/2014 3.00,"4,8","26,9","20,2","0,1","4,2",,"3,4","25,7","12,5"
18/10/2014 4.00,"4,4","29,5","22,3","0,1","2,3",,"4,7","25,7","12,5"
18/10/2014 5.00,"5,2","55,1","41,1","0,2","0,5",,"11,0","25,7","12,5"
18/10/2014 6.00,"5,4","88,1","49,7","0,3","0,6",,"24,9","25,7","12,5"
18/10/2014 7.00,"5,0","85,2","49,3","0,2","1,1",,"29,2","25,7","12,5"
18/10/2014 8.00,"4,5","54,7","32,9","0,3","1,0",,"19,0","25,7","12,5"
18/10/2014 9.00,"4,8","70,3","37,5","0,5","1,4",,"15,5","25,7","12,5"
18/10/2014 10.00,"5,0","35,6","21,6","0,4","0,9",,"10,0","25,7","12,5"
18/10/2014 11.00,"4,5","24,9","16,2","0,2","0,8",,"8,5","25,7","12,5"
18/10/2014 12.00,"4,7","32,0","21,7","0,2","0,7",,"10,1","25,7","12,5"
18/10/2014 13.00,"4,7","32,2","22,7","0,2","0,7",,"6,8","25,7","12,5"
18/10/2014 14.00,"4,6","36,4","25,5","0,5","0,5",,"5,4","25,7","12,5"
18/10/2014 15.00,"4,8","25,4","15,6","0,3","0,4",,"4,0","25,7","12,5"
18/10/2014 16.00,"4,8","29,4","19,5","0,3","0,4",,"4,7","25,7","12,5"
18/10/2014 17.00,"4,6","16,3","9,7","0,2","2,2",,"4,3","25,7","12,5"
18/10/2014 18.00,"4,6","20,3","14,1","0,2","0,4",,"5,8","25,7","12,5"
18/10/2014 19.00,"5,0","27,5","21,0","0,2","0,6",,"7,4","25,7","12,5"
18/10/2014 20.00,"4,3","23,6","16,4","0,2","0,6",,"7,7","25,7","12,5"
18/10/2014 21.00,"5,4","21,7","15,1","0,2","3,1",,"6,2","25,7","12,5"
18/10/2014 22.00,"4,3","17,3","10,9","0,1","0,3",,"4,7","25,7","12,5"
18/10/2014 23.00,"5,0","17,0","10,5","0,1","2,0",,"4,5","25,7","12,5"
19/10/2014 0.00,"5,1","13,8","7,6","0,1","0,1",,"3,6","25,7","12,5"
19/10/2014 1.00,,"12,6","6,7","0,1","1,3",,"3,4","19,0","10,4"
19/10/2014 2.00,"4,7",,,"0,1","0,1",,"2,9","19,0","10,4"
19/10/2014 3.00,"4,3","15,7","10,1",,"0,1",,"2,7","19,0","10,4"
19/10/2014 4.00,"5,4","36,8","28,4","0,2","0,3",,"2,8","19,0","10,4"
19/10/2014 5.00,"4,5","18,4","12,0","0,2","2,3",,"3,5","19,0","10,4"
19/10/2014 6.00,"5,2","19,8","12,9","0,1","0,1",,"4,3","19,0","10,4"
19/10/2014 7.00,"5,6","23,7","15,9","0,2","2,2",,"5,7","19,0","10,4"
19/10/2014 8.00,"5,8","25,1","16,0","0,2","2,4",,"6,3","19,0","10,4"
19/10/2014 9.00,"5,6","21,1","12,6","0,2","0,4",,"6,0","19,0","10,4"
19/10/2014 10.00,"4,8","24,2","14,5","0,2","0,4",,"6,4","19,0","10,4"
19/10/2014 11.00,"5,1","21,0","12,6","0,2","0,4",,"5,4","19,0","10,4"
19/10/2014 12.00,"4,8","18,5","11,2","0,2","0,5",,"4,7","19,0","10,4"
19/10/2014 13.00,"5,4","16,3","9,4","0,2","0,4",,"4,4","19,0","10,4"
19/10/2014 14.00,"5,4","14,2","7,7","0,2","2,4",,"3,7","19,0","10,4"
19/10/2014 15.00,"5,5","13,1","6,8","0,2","0,3",,"3,0","19,0","10,4"
19/10/2014 16.00,"4,7","13,5","7,9","0,2","0,3",,"3,0","19,0","10,4"
19/10/2014 17.00,"5,7","17,4","11,0","0,2","0,3",,"3,9","19,0","10,4"
19/10/2014 18.00,"5,3","22,6","16,0","0,2","0,4",,"5,5","19,0","10,4"
19/10/2014 19.00,"5,9","24,6","18,2","0,2","0,5",,"6,6","19,0","10,4"
19/10/2014 20.00,"5,9","39,8","33,0","0,3","0,6",,"8,9","19,0","10,4"
19/10/2014 21.00,"5,2","30,1","23,3","0,2","0,7",,"7,6","19,0","10,4"
19/10/2014 22.00,"5,3","33,4","26,2","0,3","0,8",,"7,4","19,0","10,4"
19/10/2014 23.00,"5,6","27,3","20,5","0,2","0,8",,"5,8","19,0","10,4"
20/10/2014 0.00,"5,6","16,5","10,3","0,2","0,6",,"3,9","19,0","10,4"
20/10/2014 1.00,"5,3","14,9","8,7","0,2","0,5",,"3,0",,"14,5"
20/10/2014 2.00,"5,5","17,2","10,6","0,2","0,4",,"7,0",,"14,5"
20/10/2014 3.00,"4,7","20,5","14,0","0,2","1,9",,"4,2",,"14,5"
20/10/2014 4.00,"4,9","16,8","10,5","0,2","0,4",,"4,0",,"14,5"
20/10/2014 5.00,"5,9","43,4","28,1","0,3","0,4",,"14,5",,"14,5"
20/10/2014 6.00,"6,3","89,8","49,0","0,5","0,8",,"35,7",,"14,5"
20/10/2014 7.00,"5,9","121,8","60,2","0,6","1,1",,"56,6",,"14,5"
20/10/2014 8.00,"6,4","127,9","59,8","0,4","1,6",,"54,6",,"14,5"
20/10/2014 9.00,"5,6","95,7","51,4","0,4","1,1",,"32,5",,"14,5"
20/10/2014 10.00,"4,8","51,5","36,2","0,3","0,8",,"11,3",,"14,5"
20/10/2014 11.00,"4,5","71,5","48,0","0,3","0,7",,"12,3",,"14,5"
20/10/2014 12.00,"4,5","48,0","32,6","0,2","2,5",,"7,7",,"14,5"
20/10/2014 13.00,"4,7","40,9","27,5","0,2","0,8",,"8,0",,"14,5"
20/10/2014 14.00,"4,9","30,5","20,8","0,2","0,5",,"4,4",,"14,5"
20/10/2014 15.00,"5,3","26,8","18,2","0,2","0,4",,"5,0",,"14,5"
20/10/2014 16.00,"4,3","24,7","17,2","0,2","0,4",,"5,0",,"14,5"
20/10/2014 17.00,"4,5","28,8","21,0","0,3","0,4",,"4,7",,"14,5"
20/10/2014 18.00,"4,8","32,6","25,6","0,4","0,4",,"5,7",,"14,5"
20/10/2014 19.00,"4,6","42,5","35,0","0,4","0,6",,"8,7",,"14,5"
20/10/2014 20.00,"4,2","47,2","38,7","0,4","0,9",,"12,8",,"14,5"
20/10/2014 21.00,"5,3","43,4","35,2","0,3","1,0",,"12,1",,"14,5"
20/10/2014 22.00,"5,0","32,3","24,9","0,3","0,8",,"7,2",,"14,5"
20/10/2014 23.00,"4,5","38,5","30,9","0,3","0,8",,"9,1",,"14,5"
21/10/2014 0.00,"5,6","35,0","27,1","0,3","0,7",,"8,8",,"14,5"
21/10/2014 1.00,,"27,1","20,1","0,2","0,6",,"6,5","22,9","13,9"
21/10/2014 2.00,"4,8",,,"0,2","0,6",,"4,8","22,9","13,9"
21/10/2014 3.00,"4,5","21,4","14,8",,"1,8",,"4,8","22,9","13,9"
21/10/2014 4.00,"4,1","21,3","14,2","0,2","0,6",,"4,7","22,9","13,9"
21/10/2014 5.00,"4,5","25,8","18,6","0,2","0,5",,"6,3","22,9","13,9"
21/10/2014 6.00,"3,9","51,7","33,9","0,3","0,5",,"21,5","22,9","13,9"
21/10/2014 7.00,"5,5","118,8","50,5","0,4","0,7",,"56,0","22,9","13,9"
21/10/2014 8.00,"7,1","182,9","53,6","0,7","1,7",,"90,4","22,9","13,9"
21/10/2014 9.00,"4,4","80,7","49,9","0,3","1,3",,"34,0","22,9","13,9"
21/10/2014 10.00,"4,2","71,7","46,9","0,3","0,7",,"20,5","22,9","13,9"
21/10/2014 11.00,"3,7","80,3","52,6","0,3","0,9",,"15,9","22,9","13,9"
21/10/2014 12.00,"3,7","40,8","26,6","0,2","0,7",,"11,7","22,9","13,9"
21/10/2014 13.00,"3,5","24,7","16,3","0,2","1,8",,"5,4","22,9","13,9"
21/10/2014 14.00,"3,4","26,7","17,5","0,2","0,3",,"5,5","22,9","13,9"
21/10/2014 15.00,"4,4","19,7","12,4","0,2","0,3",,"5,0","22,9","13,9"
21/10/2014 16.00,"4,1","18,9","11,9","0,2","0,4",,"4,7","22,9","13,9"
21/10/2014 17.00,"3,7","19,3","12,4","0,2","0,4",,"6,4","22,9","13,9"
21/10/2014 18.00,"3,9","24,8","18,1","0,2","0,4",,"7,8","22,9","13,9"
21/10/2014 19.00,"5,1","29,0","22,1","0,3","0,7",,"8,5","22,9","13,9"
21/10/2014 20.00,"3,7","39,5","32,1","0,3","0,6",,"10,7","22,9","13,9"
21/10/2014 21.00,"4,2","39,5","31,7","0,3","0,7",,"11,7","22,9","13,9"
21/10/2014 22.00,"4,8","36,8","28,6","0,3","0,8",,"15,2","22,9","13,9"
21/10/2014 23.00,"3,7","22,4","15,2","0,2","0,6",,"6,5","22,9","13,9"
22/10/2014 0.00,"3,9","19,0","12,0","0,2","0,4",,"4,2","22,9","13,9"
22/10/2014 1.00,"3,7","16,1","9,2","0,2","2,0",,"4,1","32,8","13,6"
22/10/2014 2.00,"3,7","15,9","8,7","0,2","0,3",,"3,7","32,8","13,6"
22/10/2014 3.00,"4,0","21,5","13,5","0,2","0,4",,"15,3","32,8","13,6"
22/10/2014 4.00,"4,0","15,8","9,1","0,1","0,4",,"3,9","32,8","13,6"
22/10/2014 5.00,"3,6","22,4","14,4","0,2","0,3",,"5,5","32,8","13,6"
22/10/2014 6.00,"3,3","19,1","12,0","0,1","0,2",,"4,6","32,8","13,6"
22/10/2014 7.00,"4,0","36,3","26,2","0,1","0,1",,"7,7","32,8","13,6"
22/10/2014 8.00,"4,2","47,7","33,7","0,2","0,1",,"10,0","32,8","13,6"
22/10/2014 9.00,"3,9","29,6","19,2","0,1","0,5",,"8,6","32,8","13,6"
22/10/2014 10.00,"3,2","26,8","18,7","0,2","0,1",,"6,8","32,8","13,6"
22/10/2014 11.00,"3,7","23,4","15,5","0,1","0,1",,"6,1","32,8","13,6"
22/10/2014 12.00,"3,6","26,1","17,1","0,1","0,3",,"6,7","32,8","13,6"
22/10/2014 13.00,"3,9","31,6","21,2","0,1","2,3",,"6,4","32,8","13,6"
22/10/2014 14.00,"3,8","40,3","25,8","0,2","5,0",,"6,2","32,8","13,6"
22/10/2014 15.00,"4,0","51,3","31,1","0,4","0,6",,"8,8","32,8","13,6"
22/10/2014 16.00,"3,9","44,4","28,7","0,6","0,3",,"11,0","32,8","13,6"
22/10/2014 17.00,"9,4","41,7","27,5","0,7","0,7",,"13,0","32,8","13,6"
22/10/2014 18.00,"7,0","41,2","26,8","0,5","5,3",,"13,1","32,8","13,6"
22/10/2014 19.00,"5,4","33,2","19,9","0,2","0,9",,"10,3","32,8","13,6"
22/10/2014 20.00,"4,7","31,3","19,8","0,4","0,7",,"7,5","32,8","13,6"
22/10/2014 21.00,"6,0","22,4","13,2","0,2","0,6",,"5,8","32,8","13,6"
22/10/2014 22.00,"5,2","19,5","11,9","0,2","0,4",,"4,4","32,8","13,6"
22/10/2014 23.00,"5,0","15,9","8,5","0,1","0,4",,"3,5","32,8","13,6"
23/10/2014 0.00,"4,8","15,0","8,1",,"0,3",,"3,1","32,8","13,6"
23/10/2014 1.00,,"17,6","11,0","0,1","0,3",,"2,9","15,5","8,2"
23/10/2014 2.00,"4,6",,,,"0,3",,"3,2","15,5","8,2"
23/10/2014 3.00,"4,4","20,3","12,5",,"0,3",,"2,8","15,5","8,2"
23/10/2014 4.00,"4,4","16,9","10,6",,"0,3",,"3,0","15,5","8,2"
23/10/2014 5.00,"4,9","22,6","13,8",,"0,1",,"4,3","15,5","8,2"
23/10/2014 6.00,"6,0","40,1","24,3","0,1","0,3",,"9,0","15,5","8,2"
23/10/2014 7.00,"5,0","46,1","28,2","0,1","0,4",,"14,9","15,5","8,2"
23/10/2014 8.00,"5,7","49,3","26,3","0,1","0,5",,"15,1","15,5","8,2"
23/10/2014 9.00,"6,3","43,5","23,7","0,1","0,4",,"16,2","15,5","8,2"
23/10/2014 10.00,"6,5","43,2","21,9","0,1","0,7",,"15,0","15,5","8,2"
23/10/2014 11.00,"6,0","35,6","18,2","0,1","0,5",,"14,3","15,5","8,2"
23/10/2014 12.00,"7,3","34,9","17,6","0,1","0,5",,"14,4","15,5","8,2"
23/10/2014 13.00,"7,1","33,6","17,4","0,1","0,4",,"12,4","15,5","8,2"
23/10/2014 14.00,"8,9","42,4","25,2","0,4","0,7",,"9,9","15,5","8,2"
23/10/2014 15.00,"9,6","45,8","27,9","0,3","0,8",,"9,7","15,5","8,2"
23/10/2014 16.00,"10,5","45,5","28,2","0,3","0,7",,"10,5","15,5","8,2"
23/10/2014 17.00,"9,2","39,1","25,9","0,2","0,5",,"7,9","15,5","8,2"
23/10/2014 18.00,"8,6","51,0","37,0","0,5","0,5",,"10,3","15,5","8,2"
23/10/2014 19.00,"8,8","55,9","40,3","0,6","0,7",,"10,3","15,5","8,2"
23/10/2014 20.00,"8,8","47,3","32,0","0,4","1,1",,"9,5","15,5","8,2"
23/10/2014 21.00,"9,1","42,8","30,9","0,3","1,0",,"7,1","15,5","8,2"
23/10/2014 22.00,"7,4","47,2","35,2","0,3","1,0",,"6,2","15,5","8,2"
23/10/2014 23.00,"7,8","32,1","21,9","0,1","0,9",,"4,8","15,5","8,2"
24/10/2014 0.00,"7,1","32,2","24,2","0,1","0,5",,"5,3","15,5","8,2"
24/10/2014 1.00,"6,1","34,4","25,4","0,1","1,3",,"5,9","22,3","10,1"
24/10/2014 2.00,"6,5","49,5","39,0","0,4","1,5",,"6,9","22,3","10,1"
24/10/2014 3.00,"7,0","29,7","22,1","0,2","2,9",,"4,0","22,3","10,1"
24/10/2014 4.00,"7,4","67,3","49,9","0,6","1,4",,"5,7","22,3","10,1"
24/10/2014 5.00,"7,0","53,1","36,2","0,4","2,5",,"5,5","22,3","10,1"
24/10/2014 6.00,"5,9","55,4","35,4","0,5","1,0",,"9,6","22,3","10,1"
24/10/2014 7.00,"5,9","62,7","38,4","0,5","2,0",,"14,3","22,3","10,1"
24/10/2014 8.00,"7,1","73,5","39,9","0,4","2,4",,"21,4","22,3","10,1"
24/10/2014 9.00,"7,6","70,6","37,1","0,7","1,4",,"19,5","22,3","10,1"
24/10/2014 10.00,"7,5","87,5","44,5","0,5","1,7",,"18,7","22,3","10,1"
24/10/2014 11.00,"8,7","52,4","28,7","0,4","1,6",,"10,7","22,3","10,1"
24/10/2014 12.00,"8,3","30,6","17,1","0,3","0,5",,"8,3","22,3","10,1"
24/10/2014 13.00,"11,7","41,8","22,8","0,3","0,7",,"10,2","22,3","10,1"
24/10/2014 14.00,"15,0","37,2","21,8","0,2","0,6",,"5,6","22,3","10,1"
24/10/2014 15.00,"11,7","18,9","9,7",,"0,5",,"4,7","22,3","10,1"
24/10/2014 16.00,"10,8","31,0","18,4","0,2","0,5",,"5,5","22,3","10,1"
24/10/2014 17.00,"9,7","38,2","25,5","0,3","0,5",,"7,5","22,3","10,1"
24/10/2014 18.00,"13,3","51,4","34,4","0,5","1,1",,"10,5","22,3","10,1"
24/10/2014 19.00,"12,9","59,0","40,0","0,6","1,7",,"15,5","22,3","10,1"
24/10/2014 20.00,"9,3","55,3","38,4","0,4","1,2",,"13,6","22,3","10,1"
24/10/2014 21.00,"8,5","47,6","34,2","0,7","1,5",,"8,0","22,3","10,1"
24/10/2014 22.00,"8,2","53,5","37,4","0,8","1,7",,"7,7","22,3","10,1"
24/10/2014 23.00,"9,8","47,2","32,8","0,7","2,2",,"8,1","22,3","10,1"
25/10/2014 0.00,"9,7","59,3","36,8","1,0","1,8",,"6,8","22,3","10,1"
25/10/2014 1.00,,"32,1","22,0","0,6","1,9",,"4,0","25,7","12,6"
25/10/2014 2.00,"9,0",,,"0,5","3,4",,"4,0","25,7","12,6"
25/10/2014 3.00,"9,2","33,7","24,8",,"1,5",,"3,7","25,7","12,6"
25/10/2014 4.00,"7,5","26,6","17,3","0,3","1,1",,"4,2","25,7","12,6"
25/10/2014 5.00,"6,8","36,6","24,5","0,4","1,0",,"6,3","25,7","12,6"
25/10/2014 6.00,"7,4","53,3","32,1","0,4","1,6",,"11,9","25,7","12,6"
25/10/2014 7.00,"7,1","52,7","29,3","0,3","1,1",,"14,8","25,7","12,6"
25/10/2014 8.00,"6,9","58,8","29,0","0,5","1,3",,"17,8","25,7","12,6"
25/10/2014 9.00,"7,4","59,5","28,4","1,0","2,1",,"15,7","25,7","12,6"
25/10/2014 10.00,"8,0","50,9","24,9","0,4","1,7",,"18,6","25,7","12,6"
25/10/2014 11.00,"12,5","67,8","32,5","0,6","1,6",,"16,8","25,7","12,6"
25/10/2014 12.00,"17,1","55,2","29,1","0,5","1,5",,"14,3","25,7","12,6"
25/10/2014 13.00,"16,9","26,5","15,3","0,2","1,2",,"7,3","25,7","12,6"
25/10/2014 14.00,"22,6","45,1","26,8","0,3","0,6",,"5,3","25,7","12,6"
25/10/2014 15.00,"28,0","41,7","25,7","0,2","0,8",,"5,7","25,7","12,6"
25/10/2014 16.00,"22,0","36,5","23,4","0,1","0,7",,"5,7","25,7","12,6"
25/10/2014 17.00,"12,8","35,5","24,3","0,3","0,5",,"8,2","25,7","12,6"
25/10/2014 18.00,"15,4","39,5","29,0","0,3","0,9",,"7,2","25,7","12,6"
25/10/2014 19.00,"13,6","36,2","25,6","0,3","0,7",,"7,7","25,7","12,6"
25/10/2014 20.00,"9,7","51,2","33,7","0,3","0,7",,"13,5","25,7","12,6"
25/10/2014 21.00,"8,7","35,0","21,5","0,3","0,7",,"8,3","25,7","12,6"
25/10/2014 22.00,"7,5","36,5","25,9","0,3","0,7",,"7,3","25,7","12,6"
25/10/2014 23.00,"7,6","46,6","31,9","0,8","1,4",,"7,4","25,7","12,6"
26/10/2014 0.00,"7,5","36,8","26,7","0,3","1,1",,"7,9","25,7","12,6"
26/10/2014 1.00,"6,9","42,3","29,7","0,2","0,7",,"8,9","19,3","8,1"
26/10/2014 2.00,"7,0","37,0","27,4","0,3","0,9",,"8,7","19,3","8,1"
26/10/2014 3.00,"6,4","19,4","12,3","0,2","0,7",,"3,6","19,3","8,1"
26/10/2014 4.00,"6,9","18,9","11,7","0,2","0,6",,"3,1","19,3","8,1"
26/10/2014 5.00,"5,6","32,4","22,7","0,3","0,6",,"4,6","19,3","8,1"
26/10/2014 6.00,"5,8","35,5","25,4","0,3","0,8",,"6,0","19,3","8,1"
