,Regione Puglia,,,,,
,Bari Via Caldarola,,,,,
,SO2,NO2,CO,O3,PM10,BENZENE
,,,,,
,,,
,,,,
,,,,,
,,,,
05/03/2008 2.00,"2,19853806","33,72360255","0,4286027","37,11238758","27,42910957","1,37100005"
05/03/2008 3.00,"2,06001902","19,78828929","0,26702885","57,68433036","27,42910957","1,28699994"
05/03/2008 4.00,"2,35659099","13,8957295","0,22772415","62,27533188","27,42910957","0,92739999"
05/03/2008 5.00,"2,29976296","11,99325224","0,20978875","66,320505","27,42910957","0,85100001"
05/03/2008 6.00,"2,21629596","12,55378271","0,208863","66,30545646","27,42910957","0,77235001"
05/03/2008 7.00,"2,28200412","22,03805934","0,24801245","58,91142402","27,42910957","0,73070002"
05/03/2008 8.00,"2,34593606","43,80928002","0,4018353","42,01938882","27,42910957","0,84539998"
05/03/2008 9.00,"2,81121612","75,03668271","0,9802094","25,77032064","27,42910957","1,48099995"
05/03/2008 10.00,"3,3084619","77,48563185","0,8260404","22,44883122","27,42910957","3,71399999"
05/03/2008 11.00,"2,54305792","49,87420713","0,4953303","42,70065408","27,42910957","3,15849996"
05/03/2008 12.00,"2,58567905","35,33750055","0,39701335","51,61317642","27,42910957","2,01850009"
05/03/2008 13.00,"3,45053196","29,17809081","0,37822925","57,0550581","27,42910957","1,57050002"
05/03/2008 14.00,"2,80588794","22,61900619","0,3554719","60,73359228","27,42910957",
05/03/2008 15.00,"2,67624903","21,4200756","0,353119","62,5229559","27,42910957","1,44050002"
05/03/2008 16.00,"2,77569795","17,38530239","0,27485805","67,86497178","27,42910957","1,32799995"
05/03/2008 17.00,"2,56436801","18,82555587","0,27802055","68,65977798","27,42910957","1,04170001"
05/03/2008 18.00,"2,58390307","18,41697634","0,2982709","70,49974158","27,42910957","1,01224995"
05/03/2008 19.00,"2,12927794","21,05617734","0,4142162","69,09616602","27,42910957","0,96749997"
05/03/2008 20.00,"2,62829995","46,94135193","0,6675129","44,6103864","27,42910957","1,07725"
05/03/2008 21.00,"2,58035111","48,74167584","0,671255","41,58710136","27,42910957","2,22250009"
05/03/2008 22.00,"2,37967706","68,25417291","0,91425345","22,14923382","27,42910957","2,04200006"
05/03/2008 23.00,"2,36369395","63,48903561","0,6889581","31,20674796","27,42910957","2,66700006"
06/03/2008 0.00,"2,55904102","37,3408596","0,4336558","51,09605208","27,42910957","1,93649995"
06/03/2008 1.00,,"30,96692181","0,36615655","46,36415934","13,6753397","1,46150005"
06/03/2008 2.00,"2,13993406",,"0,3243828","47,4900138","13,6753397","1,30900002"
06/03/2008 3.00,"2,25714207","18,22928639",,"51,67062378","13,6753397","1,18449998"
06/03/2008 4.00,"2,120399","15,67179791","0,33139205","51,12889596","13,6753397","1,08749998"
06/03/2008 5.00,"2,42584991","12,74658521","0,31770935",,"13,6753397","1,01499999"
06/03/2008 6.00,"2,52352309","17,13248658","0,32414475","45,90434502","13,6753397","1,0244"
06/03/2008 7.00,"2,18077898","24,72068511","0,37513805","36,49826196","13,6753397","1,06200004"
06/03/2008 8.00,"2,34948707","25,72043661","0,38882075","38,058876","13,6753397","1,19550002"
06/03/2008 9.00,"2,36724591","52,91435457","0,78222655","22,16434122","13,6753397","1,26849997"
06/03/2008 10.00,"2,5519371","60,24972789","0,8684478","21,72567726","13,6753397","2,74699998"
06/03/2008 11.00,"2,212744","49,47201171","0,5903985","29,51511156","13,6753397","2,46449995"
06/03/2008 12.00,"2,12572598","41,85572985","0,5603743","38,28026808","13,6753397","1,84549999"
06/03/2008 13.00,"2,39210796","46,0692639","0,6058936","39,09200634","13,6753397","1,81099999"
06/03/2008 14.00,"2,47912598","58,09060323","0,8257414","31,6045827","13,6753397","1,95000005"
06/03/2008 15.00,"2,63718009","63,33838632","0,8704902","27,0539199","13,6753397","2,76699996"
06/03/2008 16.00,"2,39921188","61,40398473","0,80265515","30,41019558","13,6753397","2,69300008"
06/03/2008 17.00,"2,7828021","70,17580251","0,97112555","23,737257","13,6753397","2,48049998"
06/03/2008 18.00,"2,52174711","64,22576688","0,8291339","20,166417","13,6753397","3,16350007"
06/03/2008 19.00,"2,71531796","65,22809535","0,94645805","18,77662449","13,6753397","2,59750009"
06/03/2008 20.00,"2,67802501","66,29806458","0,8649403","23,4448209","13,6753397","2,95300007"
06/03/2008 21.00,"2,50931597","65,68391808","0,82138635","25,94699874","13,6753397","2,85649991"
06/03/2008 22.00,"2,47202301","62,75996001","0,79375185","33,14881404","13,6753397","2,8045001"
06/03/2008 23.00,"2,28555608","35,30685906","0,48644885","54,2677428","13,6753397","2,11199999"
07/03/2008 0.00,"2,23405504","21,42391284","0,3602605","55,7395371","13,6753397","1,21850002"
07/03/2008 1.00,"2,11152005","16,01271411","0,3247232","58,8389085","18,75650978","0,8768"
07/03/2008 2.00,"2,07067394","16,41364174","0,28020555","53,45598492","18,75650978","0,81269997"
07/03/2008 3.00,"2,20386505","12,62017637","0,28436855","57,73336074","18,75650978","0,73890001"
07/03/2008 4.00,"1,86112106","11,24120399","0,3161672","57,03775326","18,75650978","0,67809999"
07/03/2008 5.00,"2,04048395","10,3729532","0,29809035","60,16447494","18,75650978","0,7536"
07/03/2008 6.00,"2,03515697","12,99811818","0,29057395","52,30533078","18,75650978","0,66180003"
07/03/2008 7.00,"2,03515697","25,76129193","0,3589495","41,28534576","18,75650978","0,74760002"
07/03/2008 8.00,"2,20208907","42,44563026","0,53566885","31,89431124","18,75650978","1,1595"
07/03/2008 9.00,"2,42762589","65,41832088","1,03175355","24,87833658","18,75650978","1,60749996"
07/03/2008 10.00,"2,94085503","87,27253128","1,61375015","20,86063146","18,75650978","3,79099989"
07/03/2008 11.00,"2,43828106","73,43681697","1,0628967","23,88621204","18,75650978","5,10349989"
07/03/2008 12.00,"2,02627707","62,79701571","0,69396405","50,82400116","18,75650978","2,91499996"
07/03/2008 13.00,"2,41697097","57,12660954","0,5695099","55,6411428","18,75650978","2,08850002"
07/03/2008 14.00,"2,38678098","47,50824771","0,50286855","68,32698354","18,75650978","1,65699995"
07/03/2008 15.00,"2,44538498","39,26886579","0,4213117","70,3372095","18,75650978","1,45599997"
07/03/2008 16.00,"2,65138602","29,24830854","0,383502","76,9090266","18,75650978","1,32700002"
07/03/2008 17.00,"2,56614399","32,52465315","0,46259095","69,0990894","18,75650978","1,17949998"
07/03/2008 18.00,"2,35126305","38,90880477","0,5152023","62,6447961","18,75650978","1,30299997"
07/03/2008 19.00,"2,42052197","42,79929588","0,6599689","57,73198734","18,75650978","1,52250004"
07/03/2008 20.00,"2,32107306","55,47695373","0,7724366","42,0246666","18,75650978","1,84749997"
07/03/2008 21.00,"2,49866104","56,81250135","0,8888373","36,83307726","18,75650978","2,52950001"
07/03/2008 22.00,"2,63007593","79,25915151","1,08540565","21,47150016","18,75650978","2,3204999"
07/03/2008 23.00,"2,23583102","65,24084853","0,7769469","36,91916982","18,75650978","3,03449988"
08/03/2008 0.00,"2,74018002","82,38100959","0,908224","19,31095361","18,75650978","2,3039999"
08/03/2008 1.00,,"72,40258674","0,8409283","25,58357748","16,85359955","3,15899992"
08/03/2008 2.00,"2,46491909",,"0,5946006","39,79032138","16,85359955","2,84100008"
08/03/2008 3.00,"2,2216239","29,84332527",,"46,22003082","16,85359955","1,89699996"
08/03/2008 4.00,"2,53240299","24,07971555","0,4055544","45,11310966","16,85359955","1,48099995"
08/03/2008 5.00,"1,94103503","20,64632625","0,3232006",,"16,85359955","1,19700003"
08/03/2008 6.00,"2,60963798","17,34366269","0,2939308","54,09265392","16,85359955","1,05999994"
08/03/2008 7.00,"2,40276408","21,89632599","0,3040209","51,11877204","16,85359955","1,0108"
08/03/2008 8.00,"2,535954","27,8655102","0,3658058","50,64748002","16,85359955","1,0675"
08/03/2008 9.00,"2,73485303","35,34261687","0,4629394","49,75404408","16,85359955","1,23249996"
08/03/2008 10.00,"2,7241981","44,06848182","0,5951917","48,66254424","16,85359955","1,66550004"
08/03/2008 11.00,"2,4933331","44,15401089","0,5494608","57,28525956","16,85359955","2,23250008"
08/03/2008 12.00,"2,87692308","39,29313069","0,48030555","64,6948899","16,85359955","1,96099997"
08/03/2008 13.00,"2,976372","37,0216539","0,46390425","68,28223032","16,85359955","1,81350005"
08/03/2008 14.00,"2,95150995","37,71880893","0,4738989","67,8423303","16,85359955","1,56850004"
08/03/2008 15.00,"2,84495711","41,36668866","0,5262285","67,18798368","16,85359955","1,71700001"
08/03/2008 16.00,"3,10423589","25,59657276","0,3551154","72,8258103","16,85359955","1,74699998"
08/03/2008 17.00,"3,182374","23,41064385","0,37005045","71,42419674","16,85359955","1,24650002"
08/03/2008 18.00,"2,68867993","27,89615169","0,4435665","68,89831794","16,85359955","1,21749997"
08/03/2008 19.00,"2,91599202","44,13997863","0,53684185","57,1486455","16,85359955","1,36150002"
08/03/2008 20.00,"2,38678098","54,57422421","0,61575945","53,95474494","16,85359955","1,89549994"
08/03/2008 21.00,"2,40986705","53,39953971","0,57516215","53,52989346","16,85359955","1,97549999"
08/03/2008 22.00,"2,81476688","63,99978354","0,68325525","42,81435198","16,85359955","1,921"
08/03/2008 23.00,"2,60876608","65,87416242","0,6893146","34,202565","16,85359955","2,18950009"
09/03/2008 0.00,"2,50753999","59,20912107","0,6127499","34,20121122","16,85359955","2,07850003"
09/03/2008 1.00,"2,89645791","71,19344232","0,70861045","19,13606681","21,69989967","2,11750007"
09/03/2008 2.00,"2,94795799","72,26469063","0,7481279","16,18259758","21,69989967","2,43650007"
09/03/2008 3.00,"3,12554598","69,19647867","0,7477415","15,02415823","21,69989967","2,17499995"
09/03/2008 4.00,"3,26761699","65,3212989","0,72246565","15,00367691","21,69989967","2,36100006"
09/03/2008 5.00,"2,90356112","54,05583942","0,5920269","26,35444728","21,69989967","2,19350004"
09/03/2008 6.00,"2,84140611","37,38809151","0,46054625","41,3663175","21,69989967","1,67050004"
09/03/2008 7.00,"2,68867993","26,05113522","0,37738285","50,1734412","21,69989967","1,37399995"
09/03/2008 8.00,"2,85383701","34,50628665","0,48632465","34,17935454","21,69989967","1,22500002"
09/03/2008 9.00,"2,80411196","42,03192312","0,6275688","28,51694406","21,69989967","1,55999994"
09/03/2008 10.00,"2,78990507","43,17340797","0,58056485","49,4398494","21,69989967","2,29999995"
09/03/2008 11.00,"3,31556511","42,03192312","0,6251768","63,50911596","21,69989967","2,94199991"
09/03/2008 12.00,"3,20901299","39,03520797","0,52460815","64,6921431","21,69989967","2,78649998"
09/03/2008 13.00,"3,02609706","27,54374634","0,4300977","78,50052252","21,69989967","2,14599991"
09/03/2008 14.00,"3,23032308","17,42488991","0,35033025","86,35001364","21,69989967","1,67999995"
09/03/2008 15.00,"2,61054111","14,09874018","0,30988705","86,501637","21,69989967","1,30850005"
09/03/2008 16.00,"2,92131996","10,97306744","0,2872332","87,71744916","21,69989967","1,0855"
09/03/2008 17.00,"2,94618201","11,71745249","0,2684008","86,9592735","21,69989967","0,96539998"
09/03/2008 18.00,"2,90001011","11,91792195","0,2637709","88,72699626","21,69989967","0,92360002"
09/03/2008 19.00,"2,4347291","23,82307191","0,37572225","74,81072646","21,69989967","0,81825"
09/03/2008 20.00,"2,5448339","40,04647119","0,6736861","58,03523406","21,69989967","1,0431"
09/03/2008 21.00,"2,94795799","48,16964493","0,5363393","44,07660468","21,69989967","1,57850003"
09/03/2008 22.00,"2,594558","59,5385406","0,6386065","31,68078678","21,69989967","1,76950002"
09/03/2008 23.00,"2,21096897","65,57282622","0,6636512","23,77390716","21,69989967","2,02999997"
10/03/2008 0.00,"2,84850907","50,28663519","0,5797932","42,89085036","21,69989967","2,4835"
10/03/2008 1.00,,"46,69618239","0,5529338","43,02883782","27,07703972","1,93149996"
10/03/2008 2.00,"2,72952509",,"0,4801894","46,31834664","27,07703972","1,83050001"
10/03/2008 3.00,"2,60876608","25,36037559",,"49,94802702","27,07703972","1,53799999"
10/03/2008 4.00,"2,72952509","20,52883899","0,35275675","45,75690072","27,07703972","1,57200003"
10/03/2008 5.00,"2,66026592","23,62899033","0,3581169",,"27,07703972","1,32550001"
10/03/2008 6.00,"2,61054111","26,59506399","0,3263516","31,56079086","27,07703972","1,12150002"
10/03/2008 7.00,"2,83430195","49,6533213","0,47084795","17,61286419","27,07703972","1,16700006"
10/03/2008 8.00,"3,44520402","61,58145708","0,918436","16,57640826","27,07703972","2,18300009"
10/03/2008 9.00,"3,72046494","85,06491444","1,22917635","18,63844868","27,07703972","3,46499991"
10/03/2008 10.00,"3,52156711","78,06533724","1,0171497","38,2698891","27,07703972","4,72149992"
10/03/2008 11.00,"3,0225451","53,71746633","0,57449285","57,82117986","27,07703972","3,72650003"
10/03/2008 12.00,"3,28537512","36,14958468","0,4076681","73,59615036","27,07703972","2,49550009"
10/03/2008 13.00,"3,24452996","35,83547649","0,3952021","77,5599201","27,07703972","1,72599995"
10/03/2008 14.00,"3,25518489","37,90521603","0,4748488","77,6237832","27,07703972","1,69099998"
10/03/2008 15.00,"3,21611595","39,21014097","0,4527918","74,30386338","27,07703972","1,86300004"
10/03/2008 16.00,"2,94263101","30,68731116","0,3627376","77,17142448","27,07703972","1,73399997"
10/03/2008 17.00,"3,17349505","32,15182014","0,4019204","74,50082856","27,07703972","1,35950005"
10/03/2008 18.00,"3,14330506","34,76420937","0,4241706","72,972666","27,07703972","1,40750003"
10/03/2008 19.00,"2,9603889","35,12556828","0,4638594","70,8834303","27,07703972","1,51499999"
10/03/2008 20.00,"2,83607793","35,804835","0,44782035","66,47546376","27,07703972","1,7155"
10/03/2008 21.00,"2,69045591","35,80865343","0,4539165","61,24702806","27,07703972","1,61650002"
10/03/2008 22.00,"2,649611","36,99610992","0,452985","56,1938382","27,07703972","1,59549999"
10/03/2008 23.00,"2,68690395","27,76719033","0,4296078","62,09875188","27,07703972","1,76100004"
11/03/2008 0.00,"2,47735","22,05338949","0,35353415","62,8512966","27,07703972","1,824"
11/03/2008 1.00,"2,7508359","21,05745642","0,33679705","60,931872","17,95441055","1,37899995"
11/03/2008 2.00,"2,6034379","16,55535816","0,28111175","69,83613432","17,95441055","1,19200003"
11/03/2008 3.00,"2,61586905","15,3040737","0,2868974","66,2336865","17,95441055","1,04349995"
11/03/2008 4.00,"2,66914511","12,48866626","0,2790521","68,9056362","17,95441055","1,10749996"
11/03/2008 5.00,"2,73307705","13,39138073","0,2651118","63,20174904","17,95441055","0,96945"
11/03/2008 6.00,"2,72952509","11,95366659","0,25183045","73,8148545","17,95441055","0,9508"
11/03/2008 7.00,"2,90888906","19,21499811","0,2915572","66,76344612","17,95441055","0,85444999"
11/03/2008 8.00,"2,50753999","30,02845329","0,3904641","58,0208526","17,95441055","1,05560005"
11/03/2008 9.00,"2,73840499","47,92705236","0,54618445","48,38853132","17,95441055","1,31850004"
11/03/2008 10.00,"2,84495711","68,61423393","0,8174315","38,65701132","17,95441055","1,96800005"
11/03/2008 11.00,"3,12199402","60,45913962","0,6593433","42,61265838","17,95441055","2,78800011"
11/03/2008 12.00,"2,90711308","45,36189504","0,5014874","58,70820006","17,95441055","2,42799997"
11/03/2008 13.00,"3,01188993","39,23184771","0,4890996","63,7831485","17,95441055","1,99249995"
11/03/2008 14.00,"2,99945903","40,01199246","0,48459505","66,77839656","17,95441055","1,75199997"
11/03/2008 15.00,"2,93552709","46,91706822","0,50366205","59,618313","17,95441055","1,77100003"
11/03/2008 16.00,"2,88225102","48,4007634","0,45985855","52,1539821","17,95441055","1,79250002"
11/03/2008 17.00,"2,825423","40,27245453","0,4710423","56,9830527","17,95441055","1,72099996"
11/03/2008 18.00,"2,58745503","27,53481159","0,4318595","60,63439356","17,95441055","1,42550004"
11/03/2008 19.00,"2,83252597","53,51063157","0,6794591","33,65544168","17,95441055","1,36699998"
11/03/2008 20.00,"2,82187104","73,06526304","0,87416675","31,11659406","17,95441055","2,2650001"
11/03/2008 21.00,"2,70643902","76,49993142","0,8374691","31,98189492","17,95441055","3,03649998"
11/03/2008 22.00,"2,76859498","80,64196866","0,83630415","27,19222128","17,95441055","2,86949992"
11/03/2008 23.00,"2,57147193","58,05870147","0,5824152","52,4813418","17,95441055","2,75650001"
12/03/2008 0.00,"2,59810996","40,18690665","0,42172455","63,5508477","17,95441055","1,98450005"
12/03/2008 1.00,,"31,63981194","0,3677861","64,4039253","29,44713974","1,5625"
12/03/2008 2.00,"2,51286793",,"0,3195551","62,17346484","29,44713974","1,34749997"
12/03/2008 3.00,"2,55548906","20,62078227",,"65,05460298","29,44713974","1,12199998"
12/03/2008 4.00,"2,62297201","16,47620192","0,23389965","65,46346416","29,44713974","1,00800002"
12/03/2008 5.00,"2,61409307","15,33726582","0,2415",,"29,44713974","0,92844999"
12/03/2008 6.00,"2,49155807","16,86179939","0,2466313","58,70423682","29,44713974","0,96165001"
12/03/2008 7.00,"2,5448339","22,73265621","0,2721314","50,50637298","29,44713974","1,03299999"
12/03/2008 8.00,"2,53950596","37,9971405","0,4506712","41,86148706","29,44713974","1,26049995"
12/03/2008 9.00,"2,99057889","60,83834922","0,83460215","35,95058928","29,44713974","1,98099995"
12/03/2008 10.00,"3,17349505","78,58883835","1,04412065","42,08841198","29,44713974","3,41650009"
12/03/2008 11.00,"3,23387504","69,21688752","0,6542097","44,85385098","29,44713974","4,03000021"
12/03/2008 12.00,"3,49137712","50,84971254","0,44519375","59,97828114","29,44713974","2,9224999"
12/03/2008 13.00,"3,32266903","29,5343334","0,38308225","79,13807442","29,44713974","2,08299994"
12/03/2008 14.00,"3,20723701","23,01100659","0,3316186","83,91982158","29,44713974","1,68350005"
12/03/2008 15.00,"3,02609706","19,63890027","0,30993765","87,99073614","29,44713974","1,42750001"
12/03/2008 16.00,"2,94440699","16,57707431","0,25947795","90,51967566","29,44713974","1,27349997"
12/03/2008 17.00,"2,8715961","16,4327828","0,25365205","87,42208968","29,44713974","1,08000004"
12/03/2008 18.00,"3,03852797","24,74239185","0,2966678","73,19301822","29,44713974","1,00384998"
12/03/2008 19.00,"3,03852797","63,14174658","0,76728345","35,49265848","29,44713974","1,14600003"
12/03/2008 20.00,"3,78084493","94,7470986","1,5825564","18,14686369","29,44713974","2,93099999"
12/03/2008 21.00,"4,35090208","105,81586191","2,11489945","17,62740261","29,44713974","5,0374999"
12/03/2008 22.00,"4,358006","100,16466075","1,76098235","17,25831313","29,44713974","7,15799999"
12/03/2008 23.00,"3,71691394","80,23337784","1,01912195","18,43393176","29,44713974","6,01800108"
13/03/2008 0.00,"3,38304901","74,91795399","0,8941273","16,86734932","29,44713974","3,42849994"
13/03/2008 1.00,"3,25696111","73,32958116","0,7115372","16,11413555","51,34717178","3,28999996"
13/03/2008 2.00,"3,11489105","67,70896506","0,73684525","15,8462068","51,34717178","2,9849999"
13/03/2008 3.00,"2,99590707","57,42538758","0,6396277","15,3349508","51,34717178","2,93700004"
13/03/2008 4.00,"2,708215","48,83741874","0,5502796","15,46070911","51,34717178","2,36800003"
13/03/2008 5.00,"2,79168105","42,18770754","0,4404086","16,76345749","51,34717178","2,21399999"
13/03/2008 6.00,"2,91244102","34,19857386","0,34631675","24,65647362","51,34717178","1,87300003"
13/03/2008 7.00,"2,766819","41,48927343","0,41008655","29,6446428","51,34717178","1,35549998"
13/03/2008 8.00,"2,95328593","61,22521449","0,5506269","23,822604","51,34717178","1,63750005"
13/03/2008 9.00,"3,45230794","80,57684844","1,10924055","25,24566222","51,34717178","2,1085"
13/03/2008 10.00,"3,45408392","91,62779868","1,13103765","34,99780284","51,34717178","4,77950001"
13/03/2008 11.00,"3,18592596","85,04830521","0,7368832","48,24809136","51,34717178","4,75250101"
13/03/2008 12.00,"3,04385591","71,87398812","0,63002175","48,3232752","51,34717178","3,44499993"
13/03/2008 13.00,"3,48782492","62,92851642","0,58750855","46,43271162","51,34717178","2,74300003"
13/03/2008 14.00,"3,56241202","62,26200288","0,6168278","51,76946934","51,34717178","2,40899992"
13/03/2008 15.00,"3,37772107","68,48910981","0,62199705","51,54799878","51,34717178","2,41849995"
13/03/2008 16.00,"3,45763493","45,34784397","0,394887","61,66377648","51,34717178","2,2249999"
13/03/2008 17.00,"3,388376","36,47006946","0,3738236","68,09686056","51,34717178","1,48000002"
13/03/2008 18.00,"3,23209906","40,0937031","0,4666424","67,90411368","51,34717178","1,56700003"
13/03/2008 19.00,"3,14152908","35,9733726","0,45892705","71,0796303","51,34717178","1,69050002"
13/03/2008 20.00,"3,0775969","61,11286236","0,63495985","44,78957586","51,34717178","1,57749999"
13/03/2008 21.00,"3,90160489","108,52534836","1,52303125","17,27335186","51,34717178","2,70700002"
13/03/2008 22.00,"4,39707518","113,32105191","1,54189585","17,15851993","51,34717178","5,57800007"
13/03/2008 23.00,"3,505584","95,65364655","1,277558","17,62466954","51,34717178","5,38700008"
14/03/2008 0.00,"3,48427391","83,34628236","0,8901161","18,00059463","51,34717178","4,85599995"
14/03/2008 1.00,,"71,5918005","0,71585775","24,12745956","40,66096115","3,77349997"
14/03/2008 2.00,"2,80588794",,"0,6166737","24,78361122","40,66096115","2,94449997"
14/03/2008 3.00,"2,59988594","53,86303692",,"22,9244985","40,66096115","2,56049991"
14/03/2008 4.00,"2,7241981","38,88965619","0,4502986","26,7971922","40,66096115","2,09450006"
14/03/2008 5.00,"2,78635311","41,09601276","0,40944715",,"40,66096115","1,61800003"
14/03/2008 6.00,"2,88047504","37,24765605","0,3612081","22,34823948","40,66096115","1,41849995"
14/03/2008 7.00,"3,11489105","47,28992004","0,43910565","16,71057374","40,66096115","1,28999996"
14/03/2008 8.00,"3,42389393","60,52679919","0,7778876","16,0259103","40,66096115","1,79349995"
14/03/2008 9.00,"3,917588","82,4525064","1,17975625","19,87039044","40,66096115","2,40849996"
14/03/2008 10.00,"3,652982","82,94920326","1,0748176","29,193579","40,66096115","4,67299986"
14/03/2008 11.00,"3,39725494","59,66622288","0,53165765","45,63927882","40,66096115","4,45550013"
14/03/2008 12.00,"3,10778689","38,38146642","0,44645185","65,3276349","40,66096115","2,17650008"
14/03/2008 13.00,"3,16816711","30,01951854","0,40713795","84,33131184","40,66096115","1,62150002"
14/03/2008 14.00,"2,88935399","25,52507595","0,39375195","84,98744388","40,66096115","1,3405"
14/03/2008 15.00,"2,77747393","23,91243822","0,36351615","87,75872964","40,66096115","1,19700003"
14/03/2008 16.00,"2,41164303","19,96448256","0,3143548","86,39347194","40,66096115","1,09850001"
14/03/2008 17.00,"2,37790108","20,74590639","0,31708605","84,80270196","40,66096115","0,95165002"
14/03/2008 18.00,"2,53062701","33,62018517","0,4390286","65,49742638","40,66096115","0,99994999"
14/03/2008 19.00,"1,93215597","50,37472242","0,62701795","56,76923394","40,66096115","1,48899996"
14/03/2008 20.00,"2,41874599","54,97514055","0,71364745","56,76923394","40,66096115","1,99800003"
14/03/2008 21.00,"2,40276408","52,86070845","0,6827964","60,66262674","40,66096115","2,16199994"
14/03/2008 22.00,"2,37967706","49,89337452","0,6689481","62,63649684","40,66096115","2,03200006"
14/03/2008 23.00,"2,53240299","41,3347869","0,5320429","63,41352732","40,66096115","1,81649995"
15/03/2008 0.00,"2,502213","33,17455746","0,45587725","67,00261392","40,66096115","1,54149997"
15/03/2008 1.00,"2,48267794","28,13874426","0,40594655","65,62377918","33,01356125","1,36150002"
15/03/2008 2.00,"2,42762589","30,21232104","0,39633025","59,15335824","33,01356125","1,16149998"
15/03/2008 3.00,"2,39388394","36,50580846","0,42198675","45,07820568","33,01356125","1,14450002"
15/03/2008 4.00,"2,560817","34,89700797","0,38705895","42,92910936","33,01356125","1,153"
15/03/2008 5.00,"2,48445392","28,19109249","0,34174435","39,7122534","33,01356125","1,14400005"
15/03/2008 6.00,"2,66381788","34,3709487","0,34763005","27,84054456","33,01356125","1,02550006"
15/03/2008 7.00,"2,83607793","42,57203346","0,4615709","20,10267162","33,01356125","1,02789998"
15/03/2008 8.00,"2,97104502","54,22691637","0,6755261","17,30830489","33,01356125","1,65250003"
15/03/2008 9.00,"3,50913596","68,8632219","1,0240014","18,31493842","33,01356125","2,66549993"
15/03/2008 10.00,"3,20013309","62,95022316","0,6924518","34,32454254","33,01356125","4,08349991"
15/03/2008 11.00,"3,10423589","44,34937155","0,4414137","57,85059024","33,01356125","2,52399993"
15/03/2008 12.00,"3,26406503","33,79000185","0,39506065","68,84198892","33,01356125","1,69350004"
15/03/2008 13.00,"2,884027","25,23141423","0,3711717","78,96263238","33,01356125","1,42850006"
15/03/2008 14.00,"3,20901299","22,52963988","0,39571385","82,76769594","33,01356125","1,21899998"
15/03/2008 15.00,"2,9266479","19,34905698","0,4042917","86,56871778","33,01356125","1,25849998"
15/03/2008 16.00,"3,21078801","16,58345654","0,4011384","88,64853588","33,01356125","1,13100004"
15/03/2008 17.00,"2,9017849","15,91694676","0,39633025","89,56278864","33,01356125","1,11699998"
15/03/2008 18.00,"2,80233598","16,98948732","0,43252765","89,30468754","33,01356125","1,15100002"
15/03/2008 19.00,"2,69045591","24,7755915","0,5322729","79,6472919","33,01356125","1,34350002"
15/03/2008 20.00,"2,57147193","60,16801725","0,7837342","39,82092858","33,01356125","1,66149998"
15/03/2008 21.00,"2,67447305","44,46046341","0,54916065","53,3092077","33,01356125","2,57500005"
15/03/2008 22.00,"2,54661012","39,8587662","0,54173625","55,816938","33,01356125","1,79799998"
15/03/2008 23.00,"2,6069901","33,07879575","0,43210445","58,20787044","33,01356125","1,63250005"
16/03/2008 0.00,"2,48445392","27,30753036","0,3815194","61,35001344","33,01356125","1,24399996"
16/03/2008 1.00,,"25,35653835","0,3444756","58,70233368","22,63286972","1,11150002"
16/03/2008 2.00,"2,38145304",,"0,4353739","39,11994522","22,63286972","0,94330001"
16/03/2008 3.00,"2,59633398","50,65818912",,"33,49314504","22,63286972","1,17344999"
16/03/2008 4.00,"2,33527994","31,74834564","0,3459407","48,15244386","22,63286972","1,07500005"
16/03/2008 5.00,"2,45603991","30,56088915","0,35808125",,"22,63286972","0,91745001"
16/03/2008 6.00,"2,6620419","24,63511842","0,32142845","53,66032722","22,63286972","1,10650003"
16/03/2008 7.00,"2,38678098","21,58223661","0,31984835","53,06746968","22,63286972","0,91000003"
16/03/2008 8.00,"2,54305792","18,33782198","0,33877275","57,6706356","22,63286972","0,86224997"
16/03/2008 9.00,"2,37257409","19,70146233","0,3354964","62,5234464","22,63286972","0,94795001"
16/03/2008 10.00,"2,594558","19,72826658","0,33996645","64,95595362","22,63286972","1,12549996"
16/03/2008 11.00,"2,5448339","21,45071709","0,34012055","69,86438712","22,63286972","1,25800002"
16/03/2008 12.00,"2,69755912","22,83225516","0,3410463","69,63781536","22,63286972","1,26950002"
16/03/2008 13.00,"2,85383701","24,26356449","0,34274255","71,25362046","22,63286972","1,3125"
16/03/2008 14.00,"2,79523301","27,15304383","0,3294451","72,9358785","22,63286972","1,27149999"
16/03/2008 15.00,"2,917768","23,64048324","0,2873206","72,11646882","22,63286972","1,204"
16/03/2008 16.00,"2,52352309","17,59981163","0,23193775","73,72003104","22,63286972","1,00929999"
16/03/2008 17.00,"2,61764503","16,65879059","0,23367195","72,5858577","22,63286972","0,82990003"
16/03/2008 18.00,"2,53772998","16,81200556","0,238027","70,98635682","22,63286972","0,78794998"
16/03/2008 19.00,"2,54305792","18,52296128","0,27140345","70,223904","22,63286972","0,76835001"
16/03/2008 20.00,"2,30153799","20,96809011","0,2995382","70,3663452","22,63286972","0,84210002"
16/03/2008 21.00,"2,46669507","22,2512895","0,2922541","70,38941832","22,63286972","0,87029999"
16/03/2008 22.00,"2,23227906","23,20380909","0,3193481","69,43975146","22,63286972","0,87730002"
16/03/2008 23.00,"2,65671396","22,89225906","0,3131818","68,77769418","22,63286972","0,93790001"
17/03/2008 0.00,"2,30153799","23,25359916","0,2936801","68,71122162","22,63286972","0,96515"
