,Comune Bari,,
,Corso Cavour,,
Parm,CO,PM10,BENZENE



19/03/2010 7.00,"0,33503536",,"1,06806052"
19/03/2010 8.00,"0,56413145","26,86202049","2,09523866"
19/03/2010 9.00,"0,87913929",,"3,38372579"
19/03/2010 10.00,"1,14081693","40,04883957","5,51267291"
19/03/2010 11.00,"0,95006799",,"4,89775606"
19/03/2010 12.00,"0,93167147","35,65322113","4,82451986"
19/03/2010 13.00,"0,72218583",,"4,10312108"
19/03/2010 14.00,"0,73284325","25,88521957","3,56468975"
19/03/2010 15.00,"0,83301578",,"4,32190829"
19/03/2010 16.00,"0,58594141","26,37360954","2,88666297"
19/03/2010 17.00,"0,64393628",,"2,87846188"
19/03/2010 18.00,"0,67014528","27,8388195","2,92199762"
19/03/2010 19.00,"1,23871421",,"4,99849093"
19/03/2010 20.00,"2,23755958","27,8388195","9,10069061"
19/03/2010 21.00,"1,22498352",,"6,67491983"
19/03/2010 22.00,"0,90212358","33,21123123","4,52114672"
19/03/2010 23.00,"0,7163818",,"3,16173096"
20/03/2010 0.00,"0,59117459","37,6068306","2,56452924"
20/03/2010 1.00,"0,56029976",,"2,30287853"
20/03/2010 2.00,"0,68744087","39,56044006","2,53614477"
20/03/2010 3.00,"0,86305647",,"3,9284259"
20/03/2010 4.00,"0,53541769","29,30401993","2,82496158"
20/03/2010 5.00,"0,38149906",,"1,61488413"
20/03/2010 6.00,"0,41737989","27,35042","1,47168748"
20/03/2010 7.00,"0,35005454",,"1,27556005"
20/03/2010 8.00,"0,39655668","32,72283173","1,38171451"
20/03/2010 9.00,"0,49946113",,"1,74947696"
20/03/2010 10.00,"0,61723331","25,88521957","2,41990268"
20/03/2010 11.00,"0,61882587",,"2,55132858"
20/03/2010 12.00,"0,71839143","30,76922989","2,97427549"
20/03/2010 13.00,"0,93838537",,"3,39825262"
20/03/2010 14.00,"1,01743178","23,93161964","4,52264477"
20/03/2010 15.00,"0,6986307",,"3,64994995"
20/03/2010 16.00,"0,4264832","14,65200996","2,00809803"
20/03/2010 17.00,"0,34683099",,"1,23670861"
20/03/2010 18.00,"0,43266586","21,0012207","1,21145142"
20/03/2010 19.00,"0,48466796",,"1,38243047"
20/03/2010 20.00,"0,44635927","21,0012207","1,56893607"
20/03/2010 21.00,"0,49752607",,"1,54753737"
20/03/2010 22.00,"0,55165197","18,55920982","1,81755087"
20/03/2010 23.00,"0,4163943",,"1,2156801"
21/03/2010 0.00,"0,3899954","22,95482063","1,05593279"
21/03/2010 1.00,"0,42360099",,"1,15022802"
21/03/2010 2.00,"0,43604203","21,0012207","1,25839817"
21/03/2010 3.00,,,"1,22206381"
21/03/2010 4.00,"0,34110385","17,09399986","0,92311361"
21/03/2010 5.00,"0,28310432",,
21/03/2010 6.00,"0,26143299","21,97801971","0,73017142"
21/03/2010 7.00,"0,32663921",,"0,77681308"
21/03/2010 8.00,"0,39373971","21,97801971","0,96023004"
21/03/2010 9.00,"0,49547217",,"1,35026582"
21/03/2010 10.00,"0,4830824","34,18803024","1,63043915"
21/03/2010 11.00,"0,50263226",,"1,96537487"
21/03/2010 12.00,"0,64501856","24,90842056","2,35667579"
21/03/2010 13.00,"0,74549981",,"2,80769495"
21/03/2010 14.00,"0,7812292","28,81562042","3,0355833"
21/03/2010 15.00,"0,62073181",,"2,77650865"
21/03/2010 16.00,"0,37055272","26,37360954","1,58001934"
21/03/2010 17.00,"0,33531613",,"1,20937267"
21/03/2010 18.00,"0,50210219","25,39682007","1,61746934"
21/03/2010 19.00,"0,7798277",,"3,00985523"
21/03/2010 20.00,"0,67559515","26,37360954","2,77668662"
21/03/2010 21.00,"0,67400376",,"2,20243249"
21/03/2010 22.00,"0,80562896","26,37360954","2,38590539"
21/03/2010 23.00,"0,87348788",,"2,51960021"
22/03/2010 0.00,"0,802106","35,16482162","2,40734375"
22/03/2010 1.00,"0,75732107",,"2,37699851"
22/03/2010 2.00,"0,56427824","26,37360954","1,89203392"
22/03/2010 3.00,"0,46076566",,"1,56545793"
22/03/2010 4.00,"0,38684408","30,28083038","1,31653803"
22/03/2010 5.00,"0,32811759",,"1,20142685"
22/03/2010 6.00,"0,30924925","29,30401993","1,10793506"
22/03/2010 7.00,"0,36634707",,"1,21137921"
22/03/2010 8.00,"0,37729574","23,44322014","1,20848178"
22/03/2010 9.00,"0,41897361",,"1,25327554"
22/03/2010 10.00,"0,68609064","31,25761986","2,37061988"
22/03/2010 11.00,"0,82491553",,"3,76022224"
22/03/2010 12.00,"0,79464184","42,00244141","4,04786035"
22/03/2010 13.00,"0,85768815",,"4,016432"
22/03/2010 14.00,"1,12097815","41,02563095","5,32235051"
22/03/2010 15.00,"0,88208907",,"4,50375501"
22/03/2010 16.00,"0,6849536","36,14162064","3,14398736"
22/03/2010 17.00,"0,66934376",,"3,19394138"
22/03/2010 18.00,"0,76861225","38,0952301","3,29877476"
22/03/2010 19.00,"1,05489935",,"4,75453195"
22/03/2010 20.00,"1,00469717","32,23442078","4,70233748"
22/03/2010 21.00,"1,55719143",,"6,41842023"
22/03/2010 22.00,"1,32671365","40,04883957","7,15329121"
22/03/2010 23.00,"0,48982658",,"2,78720444"
23/03/2010 0.00,"0,28878836","31,25761986","1,31241206"
23/03/2010 1.00,"0,24764172",,"0,92259698"
23/03/2010 2.00,"0,24085909","30,28083038","0,89317008"
23/03/2010 3.00,,,"0,61579045"
23/03/2010 4.00,"0,27637528","20,51280975","0,60397799"
23/03/2010 5.00,"0,29734179",,
23/03/2010 6.00,"0,28117392","20,02441978","0,68860358"
23/03/2010 7.00,"0,28038055",,"0,71471811"
23/03/2010 8.00,"0,30028807","19,53602028","0,74691633"
23/03/2010 9.00,"0,35699212",,"0,83205347"
23/03/2010 10.00,"0,4038356","21,97801971","1,12949342"
23/03/2010 11.00,"0,481731",,"1,4275629"
23/03/2010 12.00,"0,46782905","20,02441978","1,7095648"
23/03/2010 13.00,"0,44814754",,"1,51254545"
23/03/2010 14.00,"0,44470963","19,04759979","1,44525158"
23/03/2010 15.00,"0,54723662",,"1,68399843"
23/03/2010 16.00,"0,41849247","22,95482063","1,29112727"
23/03/2010 17.00,"0,52584023",,"1,65675809"
23/03/2010 18.00,"0,61221566","14,16361046","2,16395429"
23/03/2010 19.00,"0,6135356",,"2,21370899"
23/03/2010 20.00,"1,05582785","16,60560989","2,54640935"
23/03/2010 21.00,"1,15170619",,"3,30571579"
23/03/2010 22.00,"0,69146944","22,46640968","2,47200563"
23/03/2010 23.00,"0,50681578",,"1,82752256"
24/03/2010 0.00,"0,40821717","26,86202049","1,30152507"
24/03/2010 1.00,"0,3651145",,"1,08280092"
24/03/2010 2.00,"0,33043478","17,09399986","0,77316103"
24/03/2010 3.00,"0,32937696",,"0,82738544"
24/03/2010 4.00,"0,29352758","20,51280975","0,71944207"
24/03/2010 5.00,"0,25333275",,"0,59441209"
24/03/2010 6.00,"0,25748714","12,69841003","0,54899592"
24/03/2010 7.00,"0,27747155",,"0,58002154"
24/03/2010 8.00,"0,34815326","14,16361046","0,67911802"
24/03/2010 9.00,"0,591587",,"1,18776244"
24/03/2010 10.00,"0,66003891","21,0012207","1,7991808"
24/03/2010 11.00,"0,55214709",,"2,17448228"
24/03/2010 12.00,"0,48422526","25,88521957","1,9079998"
24/03/2010 13.00,"0,45551384",,"2,08018095"
24/03/2010 14.00,"0,49110109","23,93161964","1,86033911"
24/03/2010 15.00,"0,48158071",,"1,60766546"
24/03/2010 16.00,"0,38970765","22,95482063","1,14614476"
24/03/2010 17.00,"0,64417277",,"1,60836516"
24/03/2010 18.00,"0,57870443","17,58241081","1,93327835"
24/03/2010 19.00,"0,72531735",,"2,46187529"
24/03/2010 20.00,"0,7782433","22,46640968","2,98853688"
24/03/2010 21.00,"0,80785993",,"3,57287864"
24/03/2010 22.00,"0,70098866","16,11721039","2,99139566"
24/03/2010 23.00,"0,71031914",,"2,33312411"
25/03/2010 0.00,"0,74261877","31,25761986","2,46376488"
25/03/2010 1.00,"0,85391005",,"3,51755384"
25/03/2010 2.00,"0,67114485","24,42000961","2,81551467"
25/03/2010 3.00,,,"2,09548579"
25/03/2010 4.00,"0,38900632","26,86202049","1,50744418"
25/03/2010 5.00,"0,35273055",,
25/03/2010 6.00,"0,31584082","19,04759979","1,11376653"
25/03/2010 7.00,"0,39003734",,"1,23128699"
25/03/2010 8.00,"0,59240716","16,11721039","1,84003369"
25/03/2010 9.00,"1,03744066",,"3,64158919"
25/03/2010 10.00,"1,258786","38,58362961","5,49259733"
25/03/2010 11.00,"1,31680533",,"6,14078533"
25/03/2010 12.00,"0,85438537","30,76922989","4,41920366"
25/03/2010 13.00,"0,61281796",,"2,85040895"
25/03/2010 14.00,"0,79727241","26,37360954","3,07845595"
25/03/2010 15.00,"0,94710423",,"4,79745037"
25/03/2010 16.00,"0,7405008","22,46640968","3,42263824"
25/03/2010 17.00,"0,5916138",,"2,58015951"
25/03/2010 18.00,"0,6106266","24,42000961","2,44346149"
25/03/2010 19.00,"0,68214012",,"2,84465782"
25/03/2010 20.00,"0,73407466","21,97801971","2,99406529"
25/03/2010 21.00,"0,81632249",,"3,12971478"
25/03/2010 22.00,"0,95095921","29,7924099","4,1407094"
25/03/2010 23.00,"0,7350952",,"3,1366853"
26/03/2010 0.00,"0,59165224","27,35042","2,06711047"
26/03/2010 1.00,"0,57524788",,"2,05909956"
26/03/2010 2.00,"0,61376278","31,74603081","2,24677471"
26/03/2010 3.00,"0,46680502",,"1,8427562"
26/03/2010 4.00,"0,57309263","30,28083038","1,35363717"
26/03/2010 5.00,"0,74907986",,"1,49066775"
26/03/2010 6.00,"0,68512602","27,35042","1,43778985"
26/03/2010 7.00,"0,76900019",,"1,878399"
26/03/2010 8.00,"0,84387824","33,69963074","1,91235256"
26/03/2010 9.00,"1,01204133",,"2,53056245"
26/03/2010 10.00,"1,01384941","37,6068306","3,80791547"
26/03/2010 11.00,"0,60794244",,"2,88483847"
26/03/2010 12.00,"0,57634298","37,6068306","2,49502542"
26/03/2010 13.00,"0,75236865",,"3,23139241"
26/03/2010 14.00,"0,756904","32,23442078","3,18824008"
26/03/2010 15.00,"0,78086805",,"3,57468178"
26/03/2010 16.00,"0,52565616","36,63003159","2,228307"
26/03/2010 17.00,"0,47137881",,"1,85764712"
26/03/2010 18.00,"0,48661118","26,86202049","1,78840772"
26/03/2010 19.00,"0,52070491",,"1,87099829"
26/03/2010 20.00,"0,63704763","34,18803024","2,08967872"
26/03/2010 21.00,"0,63939045",,"2,43582077"
26/03/2010 22.00,"0,56560867","31,74603081","1,91585816"
26/03/2010 23.00,"0,43006558",,"1,11709009"
27/03/2010 0.00,"0,5362029","29,30401993","1,51991464"
27/03/2010 1.00,"0,45871526",,"1,15420042"
27/03/2010 2.00,"0,42719269","25,39682007","1,12423553"
27/03/2010 3.00,,,"1,53787079"
27/03/2010 4.00,"0,38816286","27,8388195","1,30640972"
27/03/2010 5.00,"0,32384787",,
27/03/2010 6.00,"0,26039148","27,8388195","0,75954848"
27/03/2010 7.00,"0,28016037",,"0,63502294"
27/03/2010 8.00,"0,37074261","22,95482063","0,98949727"
27/03/2010 9.00,"0,40748788",,"1,26869225"
27/03/2010 10.00,"0,59910242","17,58241081","1,99914639"
27/03/2010 11.00,"0,6392821",,"2,61198347"
27/03/2010 12.00,"0,59076451","34,67642975","2,50435233"
27/03/2010 13.00,"0,90604846",,"3,51705551"
27/03/2010 14.00,"1,05925761","39,07204056","4,59173059"
27/03/2010 15.00,"0,81754108",,"3,91711991"
27/03/2010 16.00,"0,47535845","34,67642975","2,03326471"
27/03/2010 17.00,"0,49301519",,"1,86329452"
27/03/2010 18.00,"0,62415341","42,97924042","2,02258011"
27/03/2010 19.00,"0,59506569",,"2,16415871"
27/03/2010 20.00,"0,56401611","29,7924099","2,19198688"
27/03/2010 21.00,"0,58344598",,"2,00717256"
27/03/2010 22.00,"0,45702368","21,97801971","1,84943789"
27/03/2010 23.00,"0,35361478",,"1,07373233"
28/03/2010 0.00,"0,44627073","25,88521957","1,25511224"
28/03/2010 1.00,"0,45574101",,"1,32952613"
28/03/2010 2.00,"0,51116123","21,97801971","1,71973276"
28/03/2010 3.00,"0,39500141",,"1,27309179"
28/03/2010 4.00,"0,34882314","14,65200996","1,11034941"
28/03/2010 5.00,"0,32011288",,"1,05529412"
28/03/2010 6.00,"0,28604478","14,16361046","0,83738865"
28/03/2010 7.00,"0,31083132",,"0,86928482"
28/03/2010 8.00,"0,46404047","10,7448101","1,2909259"
28/03/2010 9.00,"0,48977066",,"1,66838647"
28/03/2010 10.00,"0,35878272","23,93161964","1,27992603"
28/03/2010 11.00,"0,36749809",,"1,09765115"
28/03/2010 12.00,"0,35221795","21,48962021","1,12196966"
28/03/2010 13.00,"0,39311411",,"1,30823422"
28/03/2010 14.00,"0,39666037","14,16361046","1,26253329"
28/03/2010 15.00,"0,26186288",,"0,84093798"
28/03/2010 16.00,"0,24495989","9,27960968","0,65715286"
28/03/2010 17.00,"0,22556963",,"0,62489667"
28/03/2010 18.00,"0,32962044","15,62880993","0,94547744"
28/03/2010 19.00,"0,36108476",,"1,0209602"
28/03/2010 20.00,"0,72975134","16,60560989","2,01417562"
28/03/2010 21.00,"1,1215455",,"4,19483617"
28/03/2010 22.00,"1,31915863","22,95482063","5,32542185"
28/03/2010 23.00,"0,82542697",,"3,98306931"
29/03/2010 0.00,"0,55707504","22,95482063","2,40794378"
29/03/2010 1.00,"0,48577122",,"2,00037798"
29/03/2010 2.00,"0,33973031","24,42000961","1,41155735"
29/03/2010 3.00,,,"1,08030622"
29/03/2010 4.00,"0,2239829","20,02441978","0,80158109"
29/03/2010 5.00,"0,20202149",,
29/03/2010 6.00,"0,24539094","12,69841003","0,8098788"
29/03/2010 7.00,"0,40139027",,"1,23970063"
29/03/2010 8.00,"0,7029645","18,07081032","2,36785873"
29/03/2010 9.00,"1,2661919",,"5,71247273"
29/03/2010 10.00,"1,10643895","19,04759979","6,28189306"
29/03/2010 11.00,"0,95586037",,"5,47316551"
29/03/2010 12.00,"0,91632143","38,0952301","4,95371649"
29/03/2010 13.00,"0,93990103",,"4,65144578"
29/03/2010 14.00,"0,63385437","31,74603081","3,5233487"
29/03/2010 15.00,"0,42398428",,"1,83100172"
29/03/2010 16.00,"0,476718","20,51280975","1,8986373"
29/03/2010 17.00,"0,59529986",,"2,21690237"
29/03/2010 18.00,"0,62217874","22,95482063","2,40651388"
29/03/2010 19.00,"0,91067235",,"3,93572186"
29/03/2010 20.00,"0,85119094","25,88521957","3,756499"
29/03/2010 21.00,"0,89819986",,"4,11749942"
29/03/2010 22.00,"0,49733967","19,53602028","2,27184071"
29/03/2010 23.00,"0,4747841",,"1,51402417"
30/03/2010 0.00,"0,44165034","31,74603081","1,10234156"
30/03/2010 1.00,"0,42246861",,"1,06557802"
30/03/2010 2.00,,,
30/03/2010 3.00,,,
30/03/2010 4.00,,,
30/03/2010 5.00,,,
30/03/2010 6.00,,,
30/03/2010 7.00,,,
30/03/2010 8.00,,,
30/03/2010 9.00,,,
30/03/2010 10.00,,,
30/03/2010 11.00,,,
30/03/2010 12.00,,,
30/03/2010 13.00,,,
30/03/2010 14.00,,,
30/03/2010 15.00,"0,30062359",,"0,90026162"
30/03/2010 16.00,"0,2787146",,"0,87233175"
30/03/2010 17.00,"0,32704929",,"1,04243822"
30/03/2010 18.00,"0,33516235","25,88521957","1,03561924"
30/03/2010 19.00,"0,38342131",,"1,30132066"
30/03/2010 20.00,"0,40214868","20,02441978","1,23262434"
30/03/2010 21.00,"0,39233006",,"1,21117784"
30/03/2010 22.00,"0,29819923","22,46640968","0,78362596"
30/03/2010 23.00,"0,23879471",,"0,58203113"
31/03/2010 0.00,"0,22924055","21,97801971","0,72249002"
31/03/2010 1.00,"0,19451539",,"0,59267506"
31/03/2010 2.00,"0,17503077","24,42000961","0,43002218"
31/03/2010 3.00,,,"0,36692038"
31/03/2010 4.00,"0,16671267","21,48962021","0,35536929"
31/03/2010 5.00,"0,15698026",,
31/03/2010 6.00,"0,21456854","13,67521","0,44557719"
31/03/2010 7.00,"0,32291004",,"0,99132685"
31/03/2010 8.00,"0,51848325","16,60560989","1,64847767"
31/03/2010 9.00,"0,76832216",,"3,20441242"
31/03/2010 10.00,"0,85815881","26,37360954","4,13148114"
31/03/2010 11.00,"0,56768819",,"2,76964085"
31/03/2010 12.00,"0,52701804","38,58362961","2,26193004"
31/03/2010 13.00,"0,62980832",,"2,4076519"
31/03/2010 14.00,"0,53759158","21,97801971","2,43836123"
31/03/2010 15.00,"0,36747013",,"1,35509758"
31/03/2010 16.00,"0,43702878","16,60560989","1,5196014"
31/03/2010 17.00,"0,50707907",,"1,85563142"
31/03/2010 18.00,"0,53377621","19,53602028","2,14577339"
31/03/2010 19.00,"0,57784583",,"2,16773753"
31/03/2010 20.00,"0,65627945","21,48962021","2,79631472"
31/03/2010 21.00,"0,60216637",,"2,62032084"
31/03/2010 22.00,"0,38465155","20,51280975","1,58042207"
31/03/2010 23.00,"0,26792787",,"0,8756248"
01/04/2010 0.00,"0,27057009","18,07081032","0,73748162"
01/04/2010 1.00,"0,23884947",,"0,61810921"
01/04/2010 2.00,,,
01/04/2010 3.00,,,
01/04/2010 4.00,,,
01/04/2010 5.00,,,
01/04/2010 6.00,,,
01/04/2010 7.00,,,
01/04/2010 8.00,,,
01/04/2010 9.00,,,
01/04/2010 10.00,,,
01/04/2010 11.00,,,
01/04/2010 12.00,,,
01/04/2010 13.00,,,"3,51401264"
01/04/2010 14.00,"0,93570587",,"4,79296235"
01/04/2010 15.00,"0,48702709",,"2,69027315"
01/04/2010 16.00,"0,62312472","22,46640968","2,31725179"
01/04/2010 17.00,"0,59147866",,"2,58255149"
01/04/2010 18.00,"0,64729264","15,14041042","2,80751596"
01/04/2010 19.00,"0,85060611",,"3,6492472"
01/04/2010 20.00,"0,87179164","18,55920982","3,48198731"
01/04/2010 21.00,"0,88746322",,"3,95735142"
01/04/2010 22.00,"0,60511149","19,53602028","2,41752596"
01/04/2010 23.00,"0,51950263",,"1,91268309"
02/04/2010 0.00,"0,53638231","22,46640968","1,92662819"
02/04/2010 1.00,"0,61092717",,"2,26468611"
02/04/2010 2.00,"0,46969422","15,62880993","1,76667545"
02/04/2010 3.00,,,"1,16851673"
02/04/2010 4.00,"0,29344253","23,93161964","0,89549393"
02/04/2010 5.00,"0,26490003",,
02/04/2010 6.00,"0,3101964","16,11721039","1,25635705"
02/04/2010 7.00,"0,35541704",,"1,14762145"
02/04/2010 8.00,"0,67698383","15,62880993","2,31895526"
02/04/2010 9.00,"0,80225628",,"3,68012434"
02/04/2010 10.00,"0,590888","30,76922989","3,03761831"
02/04/2010 11.00,"0,46474646",,"1,96989951"
02/04/2010 12.00,"0,48008485","25,39682007","1,75651155"
02/04/2010 13.00,"0,54729254",,"2,05504682"
02/04/2010 14.00,"0,44325105","26,86202049","1,84406813"
02/04/2010 15.00,"0,33191899",,"1,07859664"
02/04/2010 16.00,"0,378046","18,55920982","1,18697324"
02/04/2010 17.00,"0,4043016",,"1,44014726"
02/04/2010 18.00,"0,78453896","12,69841003","3,33101061"
02/04/2010 19.00,"0,74642016",,"3,63420272"
02/04/2010 20.00,"0,80845175","29,7924099","4,30374467"
02/04/2010 21.00,"0,8265477",,"3,76373496"
02/04/2010 22.00,"0,83451863","27,35042","3,57504586"
02/04/2010 23.00,"0,8005181",,"3,05818307"
03/04/2010 0.00,"0,89213021","29,7924099","3,51489336"
03/04/2010 1.00,"0,74778088",,"3,49607683"
03/04/2010 2.00,"0,53807389","31,74603081","2,32048076"
03/04/2010 3.00,"0,3886242",,"1,63490174"
03/04/2010 4.00,"0,31729824","21,48962021","1,17841621"
03/04/2010 5.00,"0,27653605",,"0,87891988"
03/04/2010 6.00,"0,3063053","31,25761986","0,90322821"
03/04/2010 7.00,"0,37045253",,"1,27114423"
03/04/2010 8.00,"0,51778658","20,51280975","1,8473683"
03/04/2010 9.00,"0,60093613",,"2,98101311"
03/04/2010 10.00,"0,42311519","24,90842056","2,12957054"
03/04/2010 11.00,"0,4430996",,"1,61527161"
03/04/2010 12.00,"0,49032287","29,30401993","1,65463764"
03/04/2010 13.00,"0,66602817",,"2,60792361"
03/04/2010 14.00,"0,55088074","18,55920982","2,16994137"
03/04/2010 15.00,"0,33599882",,"1,14318326"
03/04/2010 16.00,"0,27328687","21,48962021","0,65140477"
03/04/2010 17.00,"0,45764462",,"1,00951386"
03/04/2010 18.00,"0,60123903","13,67521","2,20450005"
03/04/2010 19.00,"0,77584923",,"2,91469149"
03/04/2010 20.00,"0,83810799","15,62880993","3,63921144"
03/04/2010 21.00,"0,80433464",,"3,58608845"
03/04/2010 22.00,"0,6534485","10,7448101","2,61666066"
03/04/2010 23.00,"0,74623143",,"2,72929036"
04/04/2010 0.00,"0,70841553","13,67521","2,67334214"
04/04/2010 1.00,"0,62175235",,"2,39461803"
04/04/2010 2.00,"0,65004787","25,39682007","2,41199449"
04/04/2010 3.00,,,"1,47573412"
04/04/2010 4.00,"0,33248984","22,95482063","1,12167574"
04/04/2010 5.00,"0,24300619",,
04/04/2010 6.00,"0,22715054","20,02441978","0,83751374"
04/04/2010 7.00,"0,24334637",,"0,78002985"
04/04/2010 8.00,"0,3002007","18,07081032","0,86560633"
04/04/2010 9.00,"0,50775826",,"1,55416211"
04/04/2010 10.00,"0,49869689","17,58241081","1,59304507"
04/04/2010 11.00,"0,37041758",,"1,12863202"
04/04/2010 12.00,"0,41692787","24,90842056","1,18102379"
04/04/2010 13.00,"0,46857232",,"1,33140962"
04/04/2010 14.00,"0,34984368","15,62880993","1,1728522"
04/04/2010 15.00,"0,21990191",,"0,55266221"
04/04/2010 16.00,"0,20344279","9,76801014","0,40172009"
04/04/2010 17.00,"0,24017524",,"0,45660046"
04/04/2010 18.00,"0,2864968","12,21000957","0,62049509"
04/04/2010 19.00,"0,31080802",,"0,77747413"
04/04/2010 20.00,"0,31107248","14,65200996","0,77631881"
04/04/2010 21.00,"0,34580346",,"0,87809306"
04/04/2010 22.00,"0,27249117","9,76801014","0,61310455"
04/04/2010 23.00,"0,32009424",,"0,67176613"
05/04/2010 0.00,"0,29374427","14,65200996","0,62923722"
05/04/2010 1.00,"0,28849711",,"0,59150246"
05/04/2010 2.00,"0,26373154","20,51280975","0,5214281"
05/04/2010 3.00,"0,23020866",,"0,48205393"
05/04/2010 4.00,"0,20559454","20,51280975","0,3493873"
05/04/2010 5.00,"0,24972591",,"0,31916918"
05/04/2010 6.00,"0,21016251","14,16361046","0,32516236"
05/04/2010 7.00,"0,21676922",,"0,39155009"
05/04/2010 8.00,"0,26078758","19,04759979","0,58997594"
05/04/2010 9.00,"0,27622733",,"0,84573212"
05/04/2010 10.00,"0,3118274","12,69841003","0,81353084"
05/04/2010 11.00,"0,38868944",,"1,08325247"
05/04/2010 12.00,"0,40477226","10,25640965","1,1494734"
05/04/2010 13.00,"0,50292584",,"1,53852167"
05/04/2010 14.00,"0,29234743","16,11721039","1,08598108"
05/04/2010 15.00,"0,22949102",,"0,52791555"
05/04/2010 16.00,"0,21367265","15,62880993","0,39443328"
05/04/2010 17.00,"0,25840865",,"0,50772505"
05/04/2010 18.00,"0,22397941","9,76801014","0,59011323"
05/04/2010 19.00,"0,22212939",,"0,55591763"
05/04/2010 20.00,"0,29974635","22,46640968","0,68744827"
05/04/2010 21.00,"0,36664298",,"0,99227876"
05/04/2010 22.00,"0,31741474","16,60560989","0,85870192"
05/04/2010 23.00,"0,28626963",,"0,74396906"
06/04/2010 0.00,"0,24134606","14,65200996","0,6141663"
06/04/2010 1.00,"0,20721739",,"0,52335125"
06/04/2010 2.00,"0,1631233","11,23320961","0,43603875"
06/04/2010 3.00,,,"0,41004728"
06/04/2010 4.00,"0,17402188","7,81440783","0,40200891"
06/04/2010 5.00,"0,23576571",,
06/04/2010 6.00,"0,19457248","12,21000957","0,66222362"
06/04/2010 7.00,"0,20490836",,"0,56424584"
06/04/2010 8.00,"0,22954112","15,14041042","0,63276215"
06/04/2010 9.00,"0,28212572",,"0,83898229"
06/04/2010 10.00,"0,32950511","11,72161007","1,00819278"
06/04/2010 11.00,"0,3365219",,"1,07866783"
06/04/2010 12.00,"0,34546328","14,65200996","1,14130181"
06/04/2010 13.00,"0,37039661",,"1,08324941"
06/04/2010 14.00,"0,33995399","17,58241081","1,30489846"
06/04/2010 15.00,"0,27714651",,"0,82252316"
06/04/2010 16.00,"0,2840503","14,65200996","0,84047829"
06/04/2010 17.00,"0,30657092",,"0,92697821"
06/04/2010 18.00,"0,70182629","20,02441978","1,89443607"
06/04/2010 19.00,"0,45893195",,"1,49249937"
06/04/2010 20.00,"0,40106523","12,21000957","1,33487047"
06/04/2010 21.00,"0,55316181",,"1,95708226"
06/04/2010 22.00,"0,36590786","12,21000957","1,2428635"
06/04/2010 23.00,"0,36073992",,"1,05470934"
07/04/2010 0.00,"0,29717752","20,51280975","0,8937874"
07/04/2010 1.00,"0,27748669",,"0,79036562"
07/04/2010 2.00,"0,24602587","15,62880993","0,61457005"
07/04/2010 3.00,"0,20890664",,"0,48248107"
07/04/2010 4.00,"0,1929508","16,11721039","0,41722425"
07/04/2010 5.00,"0,21690436",,"0,42039831"
07/04/2010 6.00,"0,23603017","9,27960968","0,4814539"
07/04/2010 7.00,"0,23603017",,"0,5747423"
07/04/2010 8.00,"0,37654548","10,25640965","1,07523444"
07/04/2010 9.00,"0,93276308",,"5,25496714"
07/04/2010 10.00,"0,55746299","18,07081032","4,1039418"
07/04/2010 11.00,"0,3395777",,"2,17023834"
07/04/2010 12.00,"0,35311966","23,44322014","1,69347687"
07/04/2010 13.00,"0,36764371",,"1,47446897"
07/04/2010 14.00,"0,35862778","13,67521","1,41165804"
07/04/2010 15.00,"0,2752231",,"1,03761256"
07/04/2010 16.00,"0,28465377","15,62880993","1,01895773"
07/04/2010 17.00,"0,35655291",,"1,29898868"
07/04/2010 18.00,"0,56613874","11,72161007","1,88610786"
07/04/2010 19.00,"0,49178844",,"1,83131393"
07/04/2010 20.00,"0,57213616","8,30280876","2,29867222"
07/04/2010 21.00,"0,7304585",,"2,8511656"
07/04/2010 22.00,"0,48171585","12,69841003","2,16964848"
07/04/2010 23.00,"0,62962542",,"2,2372444"
08/04/2010 0.00,"0,60669123","21,48962021","2,44830038"
08/04/2010 1.00,"0,48729853",,"2,05562244"
08/04/2010 2.00,"0,36273906","21,0012207","1,57485501"
08/04/2010 3.00,,,"1,19520891"
08/04/2010 4.00,"0,2663225","19,53602028","0,85051608"
08/04/2010 5.00,"0,26557224",,
08/04/2010 6.00,"0,2872657","17,09399986","0,77339189"
08/04/2010 7.00,"0,42638185",,"1,09062775"
08/04/2010 8.00,"0,83549257","15,14041042","2,68537121"
08/04/2010 9.00,"1,05291652",,"5,29493829"
08/04/2010 10.00,"0,65193051","25,88521957","3,71109707"
08/04/2010 11.00,"0,47184714",,"2,43012557"
08/04/2010 12.00,"0,42985937","34,67642975","1,7409545"
08/04/2010 13.00,"0,52150759",,"1,87502053"
08/04/2010 14.00,"0,51829569","25,39682007","2,13178557"
08/04/2010 15.00,"0,39369078",,"1,30197357"
08/04/2010 16.00,"0,5900259","19,04759979","1,96581218"
08/04/2010 17.00,"0,47165724",,"1,85745185"
08/04/2010 18.00,"0,90382215","15,62880993","3,28958312"
08/04/2010 19.00,"1,07513889",,"4,65532055"
08/04/2010 20.00,"1,14426184","16,11721039","5,72326412"
08/04/2010 21.00,"1,37007612",,"6,83487766"
08/04/2010 22.00,"0,9276697","12,21000957","4,75151451"
08/04/2010 23.00,"0,74184055",,"2,97844824"
09/04/2010 0.00,"0,72872731","20,02441978","2,75814671"
09/04/2010 1.00,"0,6518175",,"2,64786425"
