,Comune Bari,,
,Corso Cavour,,
Parm,CO,PM10,BENZENE



07/07/2010 5.00,"0,28796354",,
07/07/2010 6.00,"0,37805532","16,84980965","1,27822764"
07/07/2010 7.00,"0,32678483",,"1,40213282"
07/07/2010 8.00,"0,36427104","21,24542046","1,1678689"
07/07/2010 9.00,"0,46969655",,"1,80306473"
07/07/2010 10.00,"0,40491672","37,11843109","1,80004729"
07/07/2010 11.00,"0,45104257",,"1,765931"
07/07/2010 12.00,"0,43284061","22,46640968","1,98518197"
07/07/2010 13.00,"0,4512779",,"2,12247086"
07/07/2010 14.00,"0,31856925","21,24542046","1,82419697"
07/07/2010 15.00,"0,28959454",,"1,37756718"
07/07/2010 16.00,"0,33660345","15,62880993","1,57556996"
07/07/2010 17.00,"0,46298149",,"1,82309149"
07/07/2010 18.00,"0,51931739","11,96580982","2,83642114"
07/07/2010 19.00,"0,4557946",,"2,03271756"
07/07/2010 20.00,"0,6204825","10,7448101","2,94978206"
07/07/2010 21.00,"0,44511272",,"2,61966996"
07/07/2010 22.00,"0,28786684","13,43101025","1,21511262"
07/07/2010 23.00,"0,26369426",,"0,84514632"
08/07/2010 0.00,"0,26275177","10,98900986","0,81033441"
08/07/2010 1.00,"0,31033037",,"0,87802085"
08/07/2010 2.00,"0,25678231","16,84980965","0,96019953"
08/07/2010 3.00,"0,17586141",,"0,64033574"
08/07/2010 4.00,"0,14167449","15,14041042","0,45662486"
08/07/2010 5.00,"0,13566542",,"0,36961238"
08/07/2010 6.00,"0,15705016","20,75702095","0,41375831"
08/07/2010 7.00,"0,23351377",,"0,63785732"
08/07/2010 8.00,"0,30872034","16,60560989","0,8607766"
08/07/2010 9.00,"0,46233375",,"1,65439763"
08/07/2010 10.00,"0,47030584","19,29179955","2,38353375"
08/07/2010 11.00,"0,36511566",,"2,19716951"
08/07/2010 12.00,"0,3400402","18,07081032","1,54218999"
08/07/2010 13.00,"0,36425007",,"1,57449906"
08/07/2010 14.00,"0,35492308","16,60560989","1,38029172"
08/07/2010 15.00,"0,26534273",,"1,51166982"
08/07/2010 16.00,"0,28605876","11,47741032","1,05586364"
08/07/2010 17.00,"0,44674255",,"1,44907347"
08/07/2010 18.00,"0,5686831","19,04759979","2,23742034"
08/07/2010 19.00,"0,52950881",,"2,15968595"
08/07/2010 20.00,"0,65280426","16,11721039","2,6688653"
08/07/2010 21.00,"0,46498412",,"2,50640057"
08/07/2010 22.00,"0,34726553","19,29179955","1,5007808"
08/07/2010 23.00,"0,29090982",,"1,12065162"
09/07/2010 0.00,"0,26738498","15,87300968","0,99615048"
09/07/2010 1.00,"0,32311275",,"0,75285459"
09/07/2010 2.00,"0,32476239","23,19902039","1,35000241"
09/07/2010 3.00,,,"1,87866444"
09/07/2010 4.00,"0,26876317","21,48962021","1,36086702"
09/07/2010 5.00,"0,2613829",,
09/07/2010 6.00,"0,3169965","25,39682007","1,24128206"
09/07/2010 7.00,"0,39635514",,"1,41566298"
09/07/2010 8.00,"0,36285207","26,86202049","1,29894393"
09/07/2010 9.00,"0,399948",,"1,40028086"
09/07/2010 10.00,"0,38624061","26,86202049","1,36198166"
09/07/2010 11.00,"0,45248018",,"1,47083218"
09/07/2010 12.00,"0,52203767","19,04759979","1,95907151"
09/07/2010 13.00,"0,51282718",,"2,09556918"
09/07/2010 14.00,"0,38537618","21,48962021","1,73234153"
09/07/2010 15.00,"0,33907092",,"1,31055502"
09/07/2010 16.00,"0,39107186","19,04759979","1,34048939"
09/07/2010 17.00,"0,52639826",,"1,78299423"
09/07/2010 18.00,"0,59611186","19,53602028","2,26137476"
09/07/2010 19.00,"0,6865846",,"2,56117517"
09/07/2010 20.00,"0,76085684","13,91940975","3,35573693"
09/07/2010 21.00,"0,606266",,"2,87187782"
09/07/2010 22.00,"0,4295623","17,33819962","1,91290988"
09/07/2010 23.00,"0,36122223",,"1,32639886"
10/07/2010 0.00,"0,36320506","17,09399986","1,32945698"
10/07/2010 1.00,"0,37477235",,"1,20343644"
10/07/2010 2.00,"0,386201","23,68741989","1,43926654"
10/07/2010 3.00,"0,31526881",,"1,37174892"
10/07/2010 4.00,"0,26776477","19,78022003","1,05190547"
10/07/2010 5.00,"0,24243184",,"0,9094492"
10/07/2010 6.00,"0,27583589","20,26861954","0,66570583"
10/07/2010 7.00,"0,35570363",,"0,98592251"
10/07/2010 8.00,"0,31939291","18,80340958","1,17393632"
10/07/2010 9.00,"0,34069959",,"0,93408501"
10/07/2010 10.00,"0,34240865","23,68741989","0,95872895"
10/07/2010 11.00,"0,36265635",,"1,00622794"
10/07/2010 12.00,"0,35158069","20,26861954","0,99842043"
10/07/2010 13.00,"0,37852248",,"0,99077462"
10/07/2010 14.00,"0,3007564","20,26861954","1,03740102"
10/07/2010 15.00,"0,23463566",,"0,78772549"
10/07/2010 16.00,"0,25256501","17,58241081","0,6777288"
10/07/2010 17.00,"0,32834826",,"0,85928873"
10/07/2010 18.00,"0,35762821","18,31501007","1,08182968"
10/07/2010 19.00,"0,42064655",,"1,33854591"
10/07/2010 20.00,"0,53529304","17,09399986","1,64513683"
10/07/2010 21.00,"0,47221644",,"1,64529345"
10/07/2010 22.00,"0,49313052","16,11721039","1,52992598"
10/07/2010 23.00,"0,57148726",,"1,75806654"
11/07/2010 0.00,"0,62641468","25,15262032","2,31754875"
11/07/2010 1.00,"0,54499516",,"2,22398577"
11/07/2010 2.00,"0,42365109","20,51280975","1,80968234"
11/07/2010 3.00,,,"1,29737368"
11/07/2010 4.00,"0,28055763","15,38461018","0,96048023"
11/07/2010 5.00,"0,25909134",,
11/07/2010 6.00,"0,24512299","21,0012207","0,94854065"
11/07/2010 7.00,"0,33040682",,"1,06636925"
11/07/2010 8.00,"0,34231195","19,29179955","1,35000648"
11/07/2010 9.00,"0,28244959",,"1,01834244"
11/07/2010 10.00,"0,27958136","23,44322014","0,71939936"
11/07/2010 11.00,"0,30859918",,"0,74971409"
11/07/2010 12.00,"0,34618208","17,33819962","1,03381101"
11/07/2010 13.00,"0,33718362",,"1,32401908"
11/07/2010 14.00,"0,25058451","17,33819962","0,87873682"
11/07/2010 15.00,"0,20642868",,"0,73861557"
11/07/2010 16.00,"0,16995719","17,82661057","0,49005671"
11/07/2010 17.00,"0,18785392",,"0,45289451"
11/07/2010 18.00,"0,22498597","23,68741989","0,58089108"
11/07/2010 19.00,"0,34608306",,"0,85902736"
11/07/2010 20.00,"0,4221529","22,22220993","1,40535467"
11/07/2010 21.00,"0,37763475",,"1,2127786"
11/07/2010 22.00,"0,34325444","16,60560989","1,18079904"
11/07/2010 23.00,"0,37643713",,"1,23823818"
12/07/2010 0.00,"0,45635613","25,15262032","1,57142874"
12/07/2010 1.00,"0,46631688",,"1,59152974"
12/07/2010 2.00,"0,4374377","23,19902039","1,65941856"
12/07/2010 3.00,"0,31172255",,"1,24924721"
12/07/2010 4.00,"0,26651822","21,97801971","1,00641608"
12/07/2010 5.00,"0,26168463",,"0,9280064"
12/07/2010 6.00,"0,31584898","15,87300968","1,02998811"
12/07/2010 7.00,"0,50378212",,"1,6955424"
12/07/2010 8.00,"0,62898583","20,26861954","2,75197556"
12/07/2010 9.00,"0,53562739",,"2,78530163"
12/07/2010 10.00,"0,49843826","30,03663063","2,69586869"
12/07/2010 11.00,"0,58747339",,"2,88229801"
12/07/2010 12.00,"0,53323215","24,17580986","2,93650716"
12/07/2010 13.00,"0,55706223",,"2,69846712"
12/07/2010 14.00,"0,43203443","19,04759979","2,41488989"
12/07/2010 15.00,"0,41950019",,"1,96367445"
12/07/2010 16.00,"0,49441086","25,15262032","2,02532601"
12/07/2010 17.00,"0,67774691",,"2,54830097"
12/07/2010 18.00,"0,79847236","24,66422081","3,32641987"
12/07/2010 19.00,"0,99697438",,"4,24289756"
12/07/2010 20.00,"1,63627512","27,35042","6,68722248"
12/07/2010 21.00,"1,31148827",,"8,31390279"
12/07/2010 22.00,"1,06722854","28,08300972","5,990429"
12/07/2010 23.00,"0,8144049",,"4,38487584"
13/07/2010 0.00,"1,00937115","33,69963074","3,82316742"
13/07/2010 1.00,"0,99223982",,"4,42342116"
13/07/2010 2.00,"0,80041675","21,97801971","3,65611398"
13/07/2010 3.00,,,"2,9379157"
13/07/2010 4.00,"0,41431827","32,23442078","2,05118425"
13/07/2010 5.00,"0,32306382",,
13/07/2010 6.00,"0,36930151","28,57142067",
13/07/2010 7.00,"0,61969146",,"1,8084294"
13/07/2010 8.00,"0,72398809","29,7924099","3,00577198"
13/07/2010 9.00,"0,74960061",,"4,60971522"
13/07/2010 10.00,"0,63224317","28,57142067","4,4009597"
13/07/2010 11.00,"0,74490683",,"3,89805116"
13/07/2010 12.00,"0,79646623","32,72283173","4,6008002"
13/07/2010 13.00,"0,92908634",,"4,84126578"
13/07/2010 14.00,"0,74107747","26,12940979","4,8205739"
13/07/2010 15.00,"0,62489668",,"3,39938962"
13/07/2010 16.00,"0,63713384","31,25761986","3,34929627"
13/07/2010 17.00,"0,79954999",,"3,52890762"
13/07/2010 18.00,"1,05235732","29,7924099","4,53752551"
13/07/2010 19.00,"1,41038279",,"6,45414744"
13/07/2010 20.00,"1,3788975","23,68741989","6,60286843"
13/07/2010 21.00,"1,68848809",,"8,10352211"
13/07/2010 22.00,"1,35958995","29,05982971","7,25093338"
13/07/2010 23.00,"1,55040763",,"6,76839637"
14/07/2010 0.00,"1,71362996","43,22343063","8,29047416"
14/07/2010 1.00,"1,20200623",,"6,85464102"
14/07/2010 2.00,"0,8183659","45,90964127","4,67139525"
14/07/2010 3.00,"0,57176686",,"2,90136879"
14/07/2010 4.00,"0,45252212","39,31623077","2,15582846"
14/07/2010 5.00,"0,4116877",,"1,85024742"
14/07/2010 6.00,"0,44260331","29,30401993","2,00712781"
14/07/2010 7.00,"0,42272608",,"2,2006741"
14/07/2010 8.00,"0,51865567","38,58362961","1,82514583"
14/07/2010 9.00,"0,72190623",,"4,67006909"
14/07/2010 10.00,"0,61440819","32,96702957","4,6039468"
14/07/2010 11.00,"0,46096837",,"3,05641858"
14/07/2010 12.00,"0,45187438","26,37360954","2,35435398"
14/07/2010 13.00,"0,5419114",,"2,64882532"
14/07/2010 14.00,"0,45344713","29,30401993","2,32191575"
14/07/2010 15.00,"0,4659767",,"2,05538649"
14/07/2010 16.00,"0,59765432","26,86202049","2,46026131"
14/07/2010 17.00,"0,73227706",,"3,15604695"
14/07/2010 18.00,"0,88469634","22,22220993","3,71075027"
14/07/2010 19.00,"1,29909383",,"6,03001471"
14/07/2010 20.00,"1,47747863","16,36141014","7,18733528"
14/07/2010 21.00,"2,018133",,"9,22447069"
14/07/2010 22.00,"2,17781838","22,46640968","9,43893464"
14/07/2010 23.00,"1,76607243",,"9,30334413"
15/07/2010 0.00,"1,15818592","38,82783127","6,32206863"
15/07/2010 1.00,"0,85032302",,"4,67071488"
15/07/2010 2.00,"0,68775076","36,38582993","3,41652607"
15/07/2010 3.00,,,"2,59922419"
15/07/2010 4.00,"0,36640881","36,8742218","1,6991975"
15/07/2010 5.00,"0,34957223",,
15/07/2010 6.00,"0,40474314","30,28083038","1,5310335"
15/07/2010 7.00,"0,59968841",,"2,24928161"
15/07/2010 8.00,"0,58740815","35,40903091","2,78984559"
15/07/2010 9.00,"0,56711268",,"3,03057864"
15/07/2010 10.00,"0,60953266","36,63003159","2,64458849"
15/07/2010 11.00,"0,46307818",,"2,34192929"
15/07/2010 12.00,"0,44826404","28,32722092","2,02789292"
15/07/2010 13.00,"0,4817042",,"2,62433494"
15/07/2010 14.00,"0,31776307","30,03663063","2,41857143"
15/07/2010 15.00,"0,26538118",,"1,68488221"
15/07/2010 16.00,"0,41354588","25,15262032","1,8440305"
15/07/2010 17.00,"0,56561915",,"2,72247137"
15/07/2010 18.00,"0,66057714","16,11721039","3,42802021"
15/07/2010 19.00,"0,81927227",,"4,22359592"
15/07/2010 20.00,"0,91495722","18,80340958","4,69075995"
15/07/2010 21.00,"0,93603906",,"5,05721454"
15/07/2010 22.00,"0,96782958","13,43101025","4,96412447"
15/07/2010 23.00,"1,23702263",,"4,85577329"
16/07/2010 0.00,"1,28574992","30,52503014","6,36784583"
16/07/2010 1.00,"0,91992711",,"5,54177843"
16/07/2010 2.00,"0,5507654","38,33943176","3,45595923"
16/07/2010 3.00,"0,35554519",,"1,95021649"
16/07/2010 4.00,"0,24512532","31,01342964","1,26629823"
16/07/2010 5.00,"0,26891928",,"1,05835529"
16/07/2010 6.00,"0,39032277","28,81562042","1,29607599"
16/07/2010 7.00,"0,56611078",,"1,96278661"
16/07/2010 8.00,"0,48140946","34,18803024","2,48243801"
16/07/2010 9.00,"0,53272887",,"2,20230333"
16/07/2010 10.00,"0,50435763","32,96702957","2,79849517"
16/07/2010 11.00,"0,47946507",,"2,742909"
16/07/2010 12.00,"0,47653626","33,69963074","2,54022599"
16/07/2010 13.00,"0,4638832",,"2,56846299"
16/07/2010 14.00,"0,3525791","34,18803024","2,03513497"
16/07/2010 15.00,"0,29247675",,"1,50763233"
16/07/2010 16.00,"0,3137345","32,72283173","1,51621682"
16/07/2010 17.00,"0,35462251",,"1,59283455"
16/07/2010 18.00,"0,467518","30,03663063","1,93933662"
16/07/2010 19.00,"0,71042283",,"2,65538497"
16/07/2010 20.00,"0,71537524","31,01342964","3,68111795"
16/07/2010 21.00,"0,8597269",,"4,06656298"
16/07/2010 22.00,"0,59904067","35,65322113","3,15741278"
16/07/2010 23.00,"0,50557622",,"2,20410952"
17/07/2010 0.00,"0,49471143","30,52503014","1,89956379"
17/07/2010 1.00,"0,56923531",,"2,19312491"
17/07/2010 2.00,"0,47663529","25,15262032","2,18403394"
17/07/2010 3.00,,,"1,73965681"
17/07/2010 4.00,"0,33917344","25,15262032","1,27286195"
17/07/2010 5.00,"0,31964455",,
17/07/2010 6.00,"0,38827936","25,15262032","1,25356437"
17/07/2010 7.00,"0,48854159",,"1,60438055"
17/07/2010 8.00,"0,44166199","30,03663063","1,8984339"
17/07/2010 9.00,"0,42985821",,"1,490503"
17/07/2010 10.00,"0,44916925","36,8742218","1,56951678"
17/07/2010 11.00,"0,48875828",,"1,80069715"
17/07/2010 12.00,"0,45949581","33,69963074","1,88050012"
17/07/2010 13.00,"0,48054153",,"1,94331309"
17/07/2010 14.00,"0,31972377","34,18803024","1,26767423"
17/07/2010 15.00,"0,32504432",,"1,22611249"
17/07/2010 16.00,"0,30025545","31,50181961","1,1576033"
17/07/2010 17.00,"0,42091217",,"1,06545598"
17/07/2010 18.00,"0,50024634","35,65322113","1,94657054"
17/07/2010 19.00,"0,74067555",,"2,82470021"
17/07/2010 20.00,"1,26013507","33,69963074","5,00442207"
17/07/2010 21.00,"1,65485804",,"7,35618576"
17/07/2010 22.00,"1,39040886","36,63003159","7,16983475"
17/07/2010 23.00,"1,65466115",,"6,85196428"
18/07/2010 0.00,"1,58476581","47,86323166","7,8018199"
18/07/2010 1.00,"1,31219775",,"6,84666571"
18/07/2010 2.00,"0,81500488","55,92184067","4,89917986"
18/07/2010 3.00,"0,56438891",,"2,86527038"
18/07/2010 4.00,"0,46471734","38,33943176","2,04186548"
18/07/2010 5.00,"0,43151367",,"1,84277654"
18/07/2010 6.00,"0,39490122","37,36262131","1,63580077"
18/07/2010 7.00,"0,46174193",,"1,56914557"
18/07/2010 8.00,"0,47053069","35,40903091","2,02283639"
18/07/2010 9.00,"0,39360108",,"1,65852869"
18/07/2010 10.00,"0,44383005","41,75823975","1,73446808"
18/07/2010 11.00,"0,47090465",,"1,92668819"
18/07/2010 12.00,"0,41955262","30,28083038","1,89021552"
18/07/2010 13.00,"0,40339407",,"1,48648483"
18/07/2010 14.00,"0,36108593","32,72283173","1,26638467"
18/07/2010 15.00,"0,31974357",,"1,11247494"
18/07/2010 16.00,"0,25804517","40,29304123","0,85951958"
18/07/2010 17.00,"0,25706075",,"0,87677807"
18/07/2010 18.00,"0,34664109","35,40903091","1,16062176"
18/07/2010 19.00,"0,35948988",,"1,24723965"
18/07/2010 20.00,"0,46355467","31,50181961","1,4160769"
18/07/2010 21.00,,,
18/07/2010 22.00,,,
18/07/2010 23.00,,,
19/07/2010 0.00,,,
19/07/2010 1.00,,,
19/07/2010 2.00,,,
19/07/2010 3.00,,,
19/07/2010 4.00,,,
19/07/2010 5.00,,,
19/07/2010 6.00,,,
19/07/2010 7.00,,,
19/07/2010 8.00,"0,16538224","39,07204056",
19/07/2010 9.00,"0,37162801",,"1,03953469"
19/07/2010 10.00,"0,36394367","1,46520102","1,76290034"
19/07/2010 11.00,"0,38516648",,"1,71439046"
19/07/2010 12.00,"0,49439455","3,66300392","2,57697528"
19/07/2010 13.00,"0,5021383",,"3,1760249"
19/07/2010 14.00,"0,35267113","12,21000957","2,63592365"
19/07/2010 15.00,"0,33465324",,"1,82249044"
19/07/2010 16.00,"0,47937886","18,31501007","2,06356826"
19/07/2010 17.00,"0,55049629",,"2,10597411"
19/07/2010 18.00,"0,79322986","17,09399986","2,77306"
19/07/2010 19.00,"0,86409215",,"3,7850706"
19/07/2010 20.00,"0,76865768","13,18680954","3,28545206"
19/07/2010 21.00,"1,0842224",,"3,08942023"
19/07/2010 22.00,"0,74928606","17,09399986","2,63065051"
19/07/2010 23.00,"0,62807713",,"2,31847829"
20/07/2010 0.00,"0,45143634","19,04759979","1,97922336"
20/07/2010 1.00,"0,37990534",,"1,51107182"
20/07/2010 2.00,"0,37720487","17,33819962","1,32042195"
20/07/2010 3.00,"0,34419809",,"1,33899644"
20/07/2010 4.00,"0,31840382","14,65200996","1,11943936"
20/07/2010 5.00,"0,30951604",,"1,1046115"
20/07/2010 6.00,"0,37891975","12,21000957","1,2606132"
20/07/2010 7.00,"0,52580528",,"1,64247026"
20/07/2010 8.00,"0,6390526","21,48962021","2,6386065"
20/07/2010 9.00,"0,58289261",,"2,45234905"
20/07/2010 10.00,"0,53400222","22,46640968","1,93026905"
20/07/2010 11.00,"0,59855836",,"1,87892682"
20/07/2010 12.00,"0,65960669","19,29179955","2,21822141"
20/07/2010 13.00,"0,73476317",,"3,09479405"
20/07/2010 14.00,"0,54395481","16,60560989","2,52143996"
20/07/2010 15.00,"0,46964412",,"1,76698665"
20/07/2010 16.00,"0,57530613","16,36141014","1,8521065"
20/07/2010 17.00,"0,6956681",,"2,59537485"
20/07/2010 18.00,"0,74830047","12,45421028","2,77060293"
20/07/2010 19.00,"0,74482178",,"5,16899403"
20/07/2010 20.00,"0,94921987","12,45421028","5,0967433"
20/07/2010 21.00,"0,90206416",,"5,47196138"
20/07/2010 22.00,"0,70429842","1,22100103","3,80097343"
20/07/2010 23.00,"0,68199217",,"3,49683958"
21/07/2010 0.00,"0,6808295","18,80340958","3,14057431"
21/07/2010 1.00,"0,67572563",,"3,25610246"
21/07/2010 2.00,"0,48294609","21,97801971","2,62701575"
21/07/2010 3.00,,,"1,92144556"
21/07/2010 4.00,"0,26191297","25,15262032","1,42158904"
21/07/2010 5.00,"0,23058729",,
21/07/2010 6.00,"0,27790959","23,19902039","1,22320082"
21/07/2010 7.00,"0,39574118",,"1,57845621"
21/07/2010 8.00,"0,64104242","18,07081032","2,2615507"
21/07/2010 9.00,"0,8055043",,"6,78456362"
21/07/2010 10.00,"0,53780594","28,57142067","4,55054209"
21/07/2010 11.00,"0,43713829",,"2,95190657"
21/07/2010 12.00,"0,40456955","19,04759979","2,45599398"
21/07/2010 13.00,"0,41367519",,"2,18321221"
21/07/2010 14.00,"0,31182041","24,66422081","1,85294552"
21/07/2010 15.00,"0,48254417",,"1,81680236"
21/07/2010 16.00,"0,50847707","21,73381996","3,03342217"
21/07/2010 17.00,"0,48104248",,"2,38864316"
21/07/2010 18.00,"0,72247359","1,22100103","3,14838284"
21/07/2010 19.00,"1,05086612",,"5,00516753"
21/07/2010 20.00,"1,39973818","4,88400507","7,53808943"
21/07/2010 21.00,"1,25107603",,"9,1341794"
21/07/2010 22.00,"0,95009828","18,07081032","9,81005014"
21/07/2010 23.00,"0,82047572",,"8,4731894"
22/07/2010 0.00,"0,72602917","20,75702095",
22/07/2010 1.00,"0,63673658",,
22/07/2010 2.00,"0,49642864","28,08300972",
22/07/2010 3.00,"0,41242981",,
22/07/2010 4.00,"0,31583034","22,95482063",
22/07/2010 5.00,"0,29594146",,
22/07/2010 6.00,"0,32858942","24,66422081","8,2156433"
22/07/2010 7.00,"0,48615916",,"6,42613824"
22/07/2010 8.00,"0,76317985","21,97801971","9,15583946"
22/07/2010 9.00,"0,71676509",,
22/07/2010 10.00,"0,47087203","30,03663063","6,88331127"
22/07/2010 11.00,"0,4115013",,"3,42586823"
22/07/2010 12.00,"0,4288831","22,71062088","2,88331196"
22/07/2010 13.00,"0,55967066",,"3,36127348"
22/07/2010 14.00,"0,46739684","19,04759979","4,73965629"
22/07/2010 15.00,"0,39385738",,"4,85585159"
22/07/2010 16.00,"0,54778067","22,95482063",
22/07/2010 17.00,"0,67890375",,"9,36510247"
22/07/2010 18.00,"0,79231184","19,53602028","7,23047134"
22/07/2010 19.00,"1,01207628",,"7,35497146"
22/07/2010 20.00,"1,1257197","18,31501007","6,9272355"
22/07/2010 21.00,"1,32506285",,"6,91578509"
22/07/2010 22.00,"1,49442239","24,90842056","7,59405392"
22/07/2010 23.00,"1,45535528",,"8,23650604"
23/07/2010 0.00,"0,96309385","28,81562042","6,05353487"
23/07/2010 1.00,"0,84609174",,"4,18442921"
23/07/2010 2.00,"0,7701116","24,17580986","4,00769699"
23/07/2010 3.00,,,"3,15553031"
23/07/2010 4.00,"0,39270636","23,19902039","2,0919029"
23/07/2010 5.00,"0,3271087",,
23/07/2010 6.00,"0,39222288","24,66422081","1,64931467"
23/07/2010 7.00,"0,64474129",,"2,31946173"
23/07/2010 8.00,"0,71621987","29,54821968","4,0476122"
23/07/2010 9.00,"0,57710489",,"3,67036215"
23/07/2010 10.00,"0,54670538","32,72283173","3,41940113"
23/07/2010 11.00,"0,54818376",,"3,18296592"
23/07/2010 12.00,"0,54853792","32,96702957","1,76186911"
23/07/2010 13.00,"0,52002921",,"0,16170097"
23/07/2010 14.00,"0,35689892","27,59461975","0,12430791"
23/07/2010 15.00,"0,49959744",,"0,14131012"
23/07/2010 16.00,"0,57755807","26,37360954","3,27752556"
23/07/2010 17.00,"0,594383",,"3,10225985"
23/07/2010 18.00,"0,88136095","18,55920982","4,48325534"
23/07/2010 19.00,"1,2655663",,"5,97551978"
23/07/2010 20.00,"1,53494925","11,23320961","8,69057925"
23/07/2010 21.00,"0,85980728",,"6,53252458"
23/07/2010 22.00,"0,74289604","32,23442078","3,96277406"
23/07/2010 23.00,"0,59152642",,"3,48402436"
24/07/2010 0.00,"0,81130134","29,54821968","3,39918826"
24/07/2010 1.00,"0,94732208",,"4,18958845"
24/07/2010 2.00,"0,62545355","26,86202049","3,79453073"
24/07/2010 3.00,"0,49000366",,"2,34269815"
24/07/2010 4.00,"0,38229359","31,50181961","2,06013182"
24/07/2010 5.00,"0,28731114",,"1,44430577"
24/07/2010 6.00,"0,30575192","33,69963074","1,27002757"
24/07/2010 7.00,"0,31585946",,"1,47387301"
24/07/2010 8.00,"0,2927878","31,01342964","1,53538219"
24/07/2010 9.00,"0,33733507",,"1,31644548"
24/07/2010 10.00,"0,2935369","27,10622025","1,39399783"
24/07/2010 11.00,"0,3225186",,"1,22121055"
24/07/2010 12.00,"0,40556213","29,7924099","2,01067307"
24/07/2010 13.00,"0,44494496",,"1,99100226"
24/07/2010 14.00,"0,25691163","31,01342964","1,52962495"
24/07/2010 15.00,"0,19341214",,"0,9421488"
24/07/2010 16.00,"0,21945804","23,19902039","0,95495995"
24/07/2010 17.00,"0,26049633",,"1,40863755"
24/07/2010 18.00,"0,34881964","24,17580986","1,33775977"
24/07/2010 19.00,"0,37985058",,"1,50955141"
24/07/2010 20.00,"0,29980227","27,10622025","1,2245697"
24/07/2010 21.00,"0,2714916",,"0,9739748"
24/07/2010 22.00,"0,22460035","28,32722092","0,64252433"
24/07/2010 23.00,"0,28762685",,"0,80842652"
25/07/2010 0.00,"0,27814958","20,26861954","1,06129747"
25/07/2010 1.00,"0,21315306",,"0,85141918"
25/07/2010 2.00,"0,1984962","21,0012207","0,61374628"
25/07/2010 3.00,,,"0,48383267"
25/07/2010 4.00,"0,1536903","12,94260979","0,44595755"
25/07/2010 5.00,"0,13599162",,
25/07/2010 6.00,"0,14308996","11,47741032","0,36198996"
25/07/2010 7.00,"0,15791692",,"0,43635199"
25/07/2010 8.00,"0,16705984","13,18680954","0,41218603"
25/07/2010 9.00,"0,15724704",,"0,36678715"
25/07/2010 10.00,"0,18349799","9,27960968","0,38824992"
25/07/2010 11.00,"0,19983828",,"0,46768372"
25/07/2010 12.00,"0,21898971","6,10500622","0,53672073"
25/07/2010 13.00,"0,19924879",,"0,55141638"
25/07/2010 14.00,"0,14546889","12,21000957","0,40746105"
25/07/2010 15.00,"0,14834062",,"0,30358569"
25/07/2010 16.00,"0,14454505","13,18680954","0,27035725"
25/07/2010 17.00,"0,15484831",,"0,29332517"
25/07/2010 18.00,"0,16672548","9,03540897","0,3377813"
25/07/2010 19.00,"0,21765346",,"0,46621212"
25/07/2010 20.00,"0,22697346","9,03540897","0,58888368"
25/07/2010 21.00,"0,24756134",,"0,62699169"
25/07/2010 22.00,"0,21305287","14,89620972","0,67307908"
25/07/2010 23.00,"0,20149025",,"0,50287904"
26/07/2010 0.00,"0,18196485","8,79120922","0,42779393"
26/07/2010 1.00,"0,19799059",,"0,44283028"
26/07/2010 2.00,"0,18654679","11,23320961","0,45957213"
26/07/2010 3.00,"0,15412135",,"0,3706304"
26/07/2010 4.00,"0,14165352","7,08180714","0,28659365"
26/07/2010 5.00,"0,13776125",,"0,27177088"
26/07/2010 6.00,"0,18613322","11,23320961","0,35674021"
26/07/2010 7.00,"0,28315209",,"0,68001705"
26/07/2010 8.00,"0,33162191","14,89620972","1,09252547"
26/07/2010 9.00,"0,41548677",,"1,34546252"
26/07/2010 10.00,"0,3526222","13,43101025","1,66174241"
26/07/2010 11.00,"0,31317763",,"1,20299303"
26/07/2010 12.00,"0,34908293","10,7448101","1,10440301"
26/07/2010 13.00,"0,33091359",,"1,21242774"
26/07/2010 14.00,"0,24598859","11,47741032","0,92686939"
26/07/2010 15.00,"0,25053092",,"0,77235557"
26/07/2010 16.00,"0,32560469","16,11721039","0,98570284"
26/07/2010 17.00,"0,51854267",,"1,26113899"
26/07/2010 18.00,"0,441422","10,25640965","2,03774561"
26/07/2010 19.00,"0,46102662",,"1,87036063"
26/07/2010 20.00,"0,46145883","6,34920597","1,97035106"
26/07/2010 21.00,"0,34650712",,"1,76220878"
26/07/2010 22.00,"0,24677496","12,21000957","0,91252766"
26/07/2010 23.00,"0,30073077",,"0,74907135"
27/07/2010 0.00,"0,26863968","14,89620972","0,92752637"
27/07/2010 1.00,"0,25723666",,"0,86670367"
27/07/2010 2.00,"0,20526485","8,79120922","0,76566676"
27/07/2010 3.00,,,"0,60410817"
27/07/2010 4.00,"0,16408093","6,83760691","0,46933126"
27/07/2010 5.00,"0,16058943",,
27/07/2010 6.00,"0,18565557","12,21000957","0,49059978"
27/07/2010 7.00,"0,28061472",,"0,75209591"
27/07/2010 8.00,"0,45299045","16,36141014","1,42030254"
27/07/2010 9.00,"0,50139387",,"3,84168292"
27/07/2010 10.00,"0,37172354","16,36141014","2,16976035"
27/07/2010 11.00,"0,38476688",,"1,65720353"
27/07/2010 12.00,"0,46332283","12,21000957","2,10424521"
27/07/2010 13.00,"0,41091414",,"3,22782376"
27/07/2010 14.00,"0,30304796","10,25640965","2,1389961"
27/07/2010 15.00,"0,29163445",,"1,35938119"
27/07/2010 16.00,"0,81210286","14,89620972","1,95501063"
27/07/2010 17.00,"0,76780607",,"3,01515278"
27/07/2010 18.00,"0,96068929","13,67521","10,61555787"
