TARANTO - SAN VITO,,,
,SO2,NO2,PM10
08/06/2011 16.00,"0,814395","5,40953","54,5"
08/06/2011 17.00,"0,679062","7,404361","54,5"
08/06/2011 18.00,"0,909009","8,1117","54,5"
08/06/2011 19.00,"0,847929","4,851446","54,5"
08/06/2011 20.00,"1,037755","7,509489","54,5"
08/06/2011 21.00,"1,125183","11,205826","54,5"
08/06/2011 22.00,"1,089254","10,741187","54,5"
08/06/2011 23.00,"1,064702","8,661998","54,5"
09/06/2011 0.00,"0,744932","10,302508","54,5"
09/06/2011 1.00,,"8,647722","18,700001"
09/06/2011 2.00,"0,178069",,"18,700001"
09/06/2011 3.00,"0,109868","4,058445","18,700001"
09/06/2011 4.00,"0,170728","4,572404","18,700001"
09/06/2011 5.00,"0,180897","5,308297","18,700001"
09/06/2011 6.00,"0,106769","6,070148","18,700001"
09/06/2011 7.00,"0,076805","7,57568","18,700001"
09/06/2011 8.00,"0,102376","7,129211","18,700001"
09/06/2011 9.00,"0,131047","4,735936","18,700001"
09/06/2011 10.00,"0,192268","6,384233","18,700001"
09/06/2011 11.00,"0,174458","5,242105","18,700001"
09/06/2011 12.00,"0,159446","5,792404","18,700001"
09/06/2011 13.00,"0,176474","6,382935","18,700001"
09/06/2011 14.00,"0,097473","5,740487","18,700001"
09/06/2011 15.00,"0,281137","6,908574","18,700001"
09/06/2011 16.00,"0,311281","6,558149","18,700001"
09/06/2011 17.00,"0,351895","6,669765","18,700001"
09/06/2011 18.00,"0,310559","10,786605","18,700001"
09/06/2011 19.00,"0,323165","11,669165","18,700001"
09/06/2011 20.00,"0,43923","24,079421","18,700001"
09/06/2011 21.00,"0,328189","9,187638","18,700001"
09/06/2011 22.00,"0,274428","8,286913","18,700001"
09/06/2011 23.00,"0,219405","9,658764","18,700001"
10/06/2011 0.00,"0,259206","3,435468","18,700001"
10/06/2011 1.00,"0,164621","2,796914","16,200001"
10/06/2011 2.00,"0,214711","5,321275","16,200001"
10/06/2011 3.00,"0,22148","5,223936","16,200001"
10/06/2011 4.00,"0,116847","4,612637","16,200001"
10/06/2011 5.00,"0,23589","3,797574","16,200001"
10/06/2011 6.00,"0,308514","4,572404","16,200001"
10/06/2011 7.00,"0,191486","4,854042","16,200001"
10/06/2011 8.00,"0,269013","9,61853","16,200001"
10/06/2011 9.00,"0,322503","5,323872","16,200001"
10/06/2011 10.00,"0,293562","4,560722","16,200001"
10/06/2011 11.00,"0,354212","9,10068","16,200001"
10/06/2011 12.00,"0,296389","8,676275","16,200001"
10/06/2011 13.00,"0,222503","5,557488","16,200001"
10/06/2011 14.00,"0,357912","4,22717","16,200001"
10/06/2011 15.00,"0,448496",,"16,200001"
10/06/2011 16.00,"0,499789","8,298594","16,200001"
10/06/2011 17.00,"0,453128","5,920892","16,200001"
10/06/2011 18.00,"0,457611","9,871616","16,200001"
10/06/2011 19.00,"0,467389","8,279126","16,200001"
10/06/2011 20.00,"1,505866","14,302544","16,200001"
10/06/2011 21.00,"1,397743","29,199528","16,200001"
10/06/2011 22.00,"0,94645","22,983998","16,200001"
10/06/2011 23.00,"0,361252","17,085183","16,200001"
11/06/2011 0.00,"0,12512","17,421331","16,200001"
11/06/2011 1.00,,"7,188915","16,5"
11/06/2011 2.00,"0,896287",,"16,5"
11/06/2011 3.00,"0,730375","6,480276","16,5"
11/06/2011 4.00,"1,015467","7,213574","16,5"
11/06/2011 5.00,"1,07587","6,922851","16,5"
11/06/2011 6.00,"0,961748","4,896873","16,5"
11/06/2011 7.00,"0,838294","5,932575","16,5"
11/06/2011 8.00,"0,897913","7,14349","16,5"
11/06/2011 9.00,"0,997159","5,412126","16,5"
11/06/2011 10.00,"0,997761","5,256382","16,5"
11/06/2011 11.00,"0,736819","6,31285","16,5"
11/06/2011 12.00,"0,871234","5,130489","16,5"
11/06/2011 13.00,"0,828959","4,635999","16,5"
11/06/2011 14.00,"1,083699","6,580213","16,5"
11/06/2011 15.00,"1,070028","9,268104","16,5"
11/06/2011 16.00,"1,205167","7,152574","16,5"
11/06/2011 17.00,"1,239493","5,401744","16,5"
11/06/2011 18.00,"1,280866","15,635459","16,5"
11/06/2011 19.00,"1,119109","14,637399","16,5"
11/06/2011 20.00,"1,418353","7,200594","16,5"
11/06/2011 21.00,"0,926458","5,652233","16,5"
11/06/2011 22.00,"0,931939","5,502977","16,5"
11/06/2011 23.00,"0,81306","6,44004","16,5"
12/06/2011 0.00,"0,815107","5,486105","16,5"
12/06/2011 1.00,"0,884725","5,358913","16,4"
12/06/2011 2.00,"0,878762","4,613935","16,4"
12/06/2011 3.00,"0,68274","4,611338","16,4"
12/06/2011 4.00,"0,582168","4,333596","16,4"
12/06/2011 5.00,"0,683221","4,097381","16,4"
12/06/2011 6.00,"0,714296","4,075319","16,4"
12/06/2011 7.00,"0,738325","4,818999","16,4"
12/06/2011 8.00,"0,790597","4,467275","16,4"
12/06/2011 9.00,"0,779817","3,957213","16,4"
12/06/2011 10.00,"1,121639","4,737234","16,4"
12/06/2011 11.00,"1,018779","5,488702","16,4"
12/06/2011 12.00,"1,265389","7,321296","16,4"
12/06/2011 13.00,"1,291285","7,853425","16,4"
12/06/2011 14.00,"0,943501","3,923468","16,4"
12/06/2011 15.00,"1,217693","5,846913","16,4"
12/06/2011 16.00,"1,256416","4,955275","16,4"
12/06/2011 17.00,"1,266533","6,20253","16,4"
12/06/2011 18.00,"1,431783","6,748935","16,4"
12/06/2011 19.00,"1,620459","8,752849","16,4"
12/06/2011 20.00,"1,468337","13,521224","16,4"
12/06/2011 21.00,"1,418354","10,023467","16,4"
12/06/2011 22.00,"1,349218","14,456991","16,4"
12/06/2011 23.00,"1,444972","24,598568","16,4"
13/06/2011 0.00,"1,36042","7,635383","16,4"
13/06/2011 1.00,,"6,17787","16,9"
13/06/2011 2.00,"0,878376",,"16,9"
13/06/2011 3.00,"0,870791","6,401104","16,9"
13/06/2011 4.00,"0,988534","6,153211","16,9"
13/06/2011 5.00,"0,976976","6,423169","16,9"
13/06/2011 6.00,"0,939414","6,873531","16,9"
13/06/2011 7.00,"0,973004","7,746999","16,9"
13/06/2011 8.00,"0,832145","7,618509","16,9"
13/06/2011 9.00,"0,745825","8,926764","16,9"
13/06/2011 10.00,"0,687314","8,039019","16,9"
13/06/2011 11.00,"0,945193","7,718445","16,9"
13/06/2011 12.00,"0,79675","6,773594","16,9"
13/06/2011 13.00,"0,945193","5,478317","16,9"
13/06/2011 14.00,"0,920272","5,277149","16,9"
13/06/2011 15.00,"0,792778","6,189553","16,9"
13/06/2011 16.00,"0,854538","5,340744","16,9"
13/06/2011 17.00,"0,858511","7,639275","16,9"
13/06/2011 18.00,"1,322981","12,340161","16,9"
13/06/2011 19.00,"0,936886","7,148679","16,9"
13/06/2011 20.00,"1,180679","10,95144","16,9"
13/06/2011 21.00,"1,080272","12,085782","16,9"
13/06/2011 22.00,"0,914132","13,111094","16,9"
13/06/2011 23.00,"1,191514","11,162994","16,9"
14/06/2011 0.00,"0,861762","14,126041","16,9"
14/06/2011 1.00,"0,750882","10,933272","18,700001"
14/06/2011 2.00,"1,042349","4,776168","18,700001"
14/06/2011 3.00,"0,646502","5,234318","18,700001"
14/06/2011 4.00,"1,012011","7,22136","18,700001"
14/06/2011 5.00,"0,972281","7,697679","18,700001"
14/06/2011 6.00,"0,863567","10,659417","18,700001"
14/06/2011 7.00,"0,853455","10,255779","18,700001"
14/06/2011 8.00,"0,648308","9,31872","18,700001"
14/06/2011 9.00,,,"18,700001"
14/06/2011 10.00,"0,766773","11,352484","18,700001"
14/06/2011 11.00,"0,77183","5,647042","18,700001"
14/06/2011 12.00,"0,774357","5,268063","18,700001"
14/06/2011 13.00,"0,7321","6,950107","18,700001"
14/06/2011 14.00,"0,716931","5,728807","18,700001"
14/06/2011 15.00,"0,738601","6,222","18,700001"
14/06/2011 16.00,"1,10736","4,922828","18,700001"
14/06/2011 17.00,"0,980588","5,673","18,700001"
14/06/2011 18.00,"0,87982","6,127254","18,700001"
14/06/2011 19.00,"0,960362","11,195443","18,700001"
14/06/2011 20.00,"1,009843","8,816446","18,700001"
14/06/2011 21.00,"1,035125","7,557509","18,700001"
14/06/2011 22.00,"0,994313","10,687969","18,700001"
14/06/2011 23.00,"1,072327","7,99619","18,700001"
15/06/2011 0.00,"0,814809","8,517935","18,700001"
15/06/2011 1.00,,"10,835929","27,29999"
15/06/2011 2.00,"0,5081",,"27,29999"
15/06/2011 3.00,"0,462402","5,674296","27,29999"
15/06/2011 4.00,"0,544677","7,186319","27,29999"
15/06/2011 5.00,"0,72151","5,16683","27,29999"
15/06/2011 6.00,"0,537903","5,514659","27,29999"
15/06/2011 7.00,"0,699834","8,223319","27,29999"
15/06/2011 8.00,"0,648537","10,524436","27,29999"
15/06/2011 9.00,"0,558585","12,105252","27,29999"
15/06/2011 10.00,"0,638783","8,733381","27,29999"
15/06/2011 11.00,"0,520744","5,719723","27,29999"
15/06/2011 12.00,"0,483083","10,52574","27,29999"
15/06/2011 13.00,"0,756658",,"27,29999"
15/06/2011 14.00,"0,44461","4,460786","27,29999"
15/06/2011 15.00,"0,436934","2,345255","27,29999"
15/06/2011 16.00,"0,488503","1,880616","27,29999"
15/06/2011 17.00,"0,565088","0,185596","27,29999"
15/06/2011 18.00,"0,619998","2,743703","27,29999"
15/06/2011 19.00,"0,648176","2,334871","27,29999"
15/06/2011 20.00,"0,763595","2,308914","27,29999"
15/06/2011 21.00,"0,910715","11,805438","27,29999"
15/06/2011 22.00,"0,821757","20,5453","27,29999"
15/06/2011 23.00,"1,283165","30,572669","27,29999"
16/06/2011 0.00,"1,624277","23,991145","27,29999"
16/06/2011 1.00,"1,494587","14,67763",
16/06/2011 2.00,"0,931487","11,226588",
16/06/2011 3.00,"0,722232","0,955233",
16/06/2011 4.00,"0,709679",,
16/06/2011 5.00,"0,76486",,
16/06/2011 6.00,"0,734153","0,821554",
16/06/2011 7.00,"0,850386","0,14666",
16/06/2011 8.00,"0,999041","3,127871",
16/06/2011 9.00,"2,380541","4,623019",
16/06/2011 10.00,,,
16/06/2011 11.00,,,
16/06/2011 12.00,"2,104543","9,684721",
16/06/2011 13.00,"1,649772","12,039055",
16/06/2011 14.00,"1,583505",,
16/06/2011 15.00,"1,095964","6,088318",
16/06/2011 16.00,"1,163688","6,196042",
16/06/2011 17.00,"0,856745","7,85602",
16/06/2011 18.00,"0,993286","7,39787",
16/06/2011 19.00,"1,161139","7,081191",
16/06/2011 20.00,"0,953598","8,964402",
16/06/2011 21.00,"0,556721","18,146848",
16/06/2011 22.00,"0,632091","20,947642",
16/06/2011 23.00,"0,695446","16,981359",
17/06/2011 0.00,"0,825432","20,048218",
17/06/2011 1.00,,"17,425226",26
17/06/2011 2.00,"2,025655",,26
17/06/2011 3.00,"1,994632",,26
17/06/2011 4.00,"2,270194",,26
17/06/2011 5.00,"2,202672",,26
17/06/2011 6.00,"2,293918",,26
17/06/2011 7.00,"1,793891",,26
17/06/2011 8.00,"1,542053","13,055293",26
17/06/2011 9.00,"1,458106",,26
17/06/2011 10.00,"1,542053","5,84302",26
17/06/2011 11.00,"1,511029","5,235616",26
17/06/2011 12.00,"1,591325","7,177233",26
17/06/2011 13.00,"1,556653","5,965021",26
17/06/2011 14.00,"1,768342","8,189572",26
17/06/2011 15.00,"1,834039","6,026022",26
17/06/2011 16.00,"1,704471","5,710637",26
17/06/2011 17.00,"2,056679","6,066254",26
17/06/2011 18.00,"1,954484","5,438084",26
17/06/2011 19.00,"1,830389","6,325829",26
17/06/2011 20.00,"2,02748","11,714593",26
17/06/2011 21.00,"2,222746","24,641377",26
17/06/2011 22.00,"1,71907","30,145661",26
17/06/2011 23.00,"1,750093","29,658961",26
18/06/2011 0.00,"1,527454","25,718618",26
18/06/2011 1.00,"1,28474","17,181224","26,4"
18/06/2011 2.00,"1,193494","15,767847","26,4"
18/06/2011 3.00,"1,354087","16,991732","26,4"
18/06/2011 4.00,"1,310288","9,362849","26,4"
18/06/2011 5.00,"1,257367","14,437523","26,4"
18/06/2011 6.00,"1,379636","16,119568","26,4"
18/06/2011 7.00,"1,520154","12,66982","26,4"
18/06/2011 8.00,"1,549353","14,858036","26,4"
18/06/2011 9.00,"1,573076","7,348552","26,4"
18/06/2011 10.00,"1,505555","4,82419","26,4"
18/06/2011 11.00,"1,315764","5,911806","26,4"
18/06/2011 12.00,"1,19532","4,646382","26,4"
18/06/2011 13.00,"1,416134","5,78202","26,4"
18/06/2011 14.00,"1,525629","4,077914","26,4"
18/06/2011 15.00,"1,775642","3,643127","26,4"
18/06/2011 16.00,"1,412484","3,245979","26,4"
18/06/2011 17.00,"2,251945","3,809255","26,4"
18/06/2011 18.00,"1,636949","4,699595","26,4"
18/06/2011 19.00,"2,215446","5,064297","26,4"
18/06/2011 20.00,"2,03478","9,317424","26,4"
18/06/2011 21.00,"1,989157","18,118295","26,4"
18/06/2011 22.00,"2,082228","19,090398","26,4"
18/06/2011 23.00,"1,852288","23,897705","26,4"
19/06/2011 0.00,"1,678921","19,269498","26,4"
19/06/2011 1.00,,"17,552415","19,200001"
19/06/2011 2.00,"0,697307",,"19,200001"
19/06/2011 3.00,"0,6289","9,979337","19,200001"
19/06/2011 4.00,"0,456421","9,591274","19,200001"
19/06/2011 5.00,"0,535516","8,950125","19,200001"
19/06/2011 6.00,"0,611689","11,702906","19,200001"
19/06/2011 7.00,"0,62542","5,352424","19,200001"
19/06/2011 8.00,"0,464933","5,011084","19,200001"
19/06/2011 9.00,"0,46804","3,43417","19,200001"
19/06/2011 10.00,"0,499044","4,019509","19,200001"
19/06/2011 11.00,"0,397458","5,405637","19,200001"
19/06/2011 12.00,"0,521411","5,399148","19,200001"
19/06/2011 13.00,"0,535702","4,450403","19,200001"
19/06/2011 14.00,"0,474066","3,558765","19,200001"
19/06/2011 15.00,"0,613242","2,79951","19,200001"
19/06/2011 16.00,"0,809703","2,925404","19,200001"
19/06/2011 17.00,"0,878918","3,413404","19,200001"
19/06/2011 18.00,"0,954285","8,110404","19,200001"
19/06/2011 19.00,"0,959379","8,924168","19,200001"
19/06/2011 20.00,"0,943908","8,022147","19,200001"
19/06/2011 21.00,"1,015981","7,48483","19,200001"
19/06/2011 22.00,"0,802496","18,327243","19,200001"
19/06/2011 23.00,"0,554155","10,398549","19,200001"
20/06/2011 0.00,"0,516005","6,183062","19,200001"
20/06/2011 1.00,"0,43511","4,477659","17,200001"
20/06/2011 2.00,"0,662886","3,896212","17,200001"
20/06/2011 3.00,"0,541542","3,505553","17,200001"
20/06/2011 4.00,"0,440826","3,435468","17,200001"
20/06/2011 5.00,"0,589508","4,782657","17,200001"
20/06/2011 6.00,"0,455986","5,543211","17,200001"
20/06/2011 7.00,"0,452879","7,631488","17,200001"
20/06/2011 8.00,"0,45145","6,873531","17,200001"
20/06/2011 9.00,"0,5339","8,398531","17,200001"
20/06/2011 10.00,"0,667172","4,729447","17,200001"
20/06/2011 11.00,"0,518677","5,116212","17,200001"
20/06/2011 12.00,"0,632814","3,749552","17,200001"
20/06/2011 13.00,"0,684011","3,290106","17,200001"
20/06/2011 14.00,"0,612682","3,235595","17,200001"
20/06/2011 15.00,"0,840459","4,491936","17,200001"
20/06/2011 16.00,"0,702961","6,061063","17,200001"
20/06/2011 17.00,"0,775033","2,841043","17,200001"
20/06/2011 18.00,"1,022381","3,386148","17,200001"
20/06/2011 19.00,"0,867113","3,413404","17,200001"
20/06/2011 20.00,"0,868853","2,680106","17,200001"
20/06/2011 21.00,"0,828032","11,769103","17,200001"
20/06/2011 22.00,"0,841204","9,246041","17,200001"
20/06/2011 23.00,"0,684383","8,738574","17,200001"
21/06/2011 0.00,"0,594354","10,678884","17,200001"
21/06/2011 1.00,,"11,972867","15,4"
21/06/2011 2.00,"0,619764",,"15,4"
21/06/2011 3.00,"0,574905","6,563339","15,4"
21/06/2011 4.00,"0,54865","5,142169","15,4"
21/06/2011 5.00,"0,636226","7,696381","15,4"
21/06/2011 6.00,"0,580963","5,870276","15,4"
21/06/2011 7.00,"0,520253","7,868998","15,4"
21/06/2011 8.00,"0,435738","9,963764","15,4"
21/06/2011 9.00,"0,76095","6,2817","15,4"
21/06/2011 10.00,"0,807094","4,515297","15,4"
21/06/2011 11.00,"0,791855","5,698957","15,4"
21/06/2011 12.00,"0,679616","4,796936","15,4"
21/06/2011 13.00,"0,861929","4,720361","15,4"
21/06/2011 14.00,"0,86658","4,298553","15,4"
21/06/2011 15.00,"0,860704","3,512042","15,4"
21/06/2011 16.00,"1,044791","3,349807","15,4"
21/06/2011 17.00,"1,015783","3,218724","15,4"
21/06/2011 18.00,"1,298278","3,928659","15,4"
21/06/2011 19.00,"1,145402","9,111062","15,4"
21/06/2011 20.00,"1,187324","18,799676","15,4"
21/06/2011 21.00,"0,95085","18,222119","15,4"
21/06/2011 22.00,"1,084142","33,487686","15,4"
21/06/2011 23.00,"0,797975","32,09766","15,4"
22/06/2011 0.00,"1,066088","16,542677","15,4"
22/06/2011 1.00,"0,889101","30,566168","20,200001"
22/06/2011 2.00,"0,687144","21,949607","20,200001"
22/06/2011 3.00,"0,445346","14,706182","20,200001"
22/06/2011 4.00,"0,785307","10,171422","20,200001"
22/06/2011 5.00,"0,917926","13,186375","20,200001"
22/06/2011 6.00,"0,579189","26,71278","20,200001"
22/06/2011 7.00,"0,599445","15,103331","20,200001"
22/06/2011 8.00,"0,445346","10,39206","20,200001"
22/06/2011 9.00,"0,511502","11,30187","20,200001"
22/06/2011 10.00,"0,417133","11,901481","20,200001"
22/06/2011 11.00,"0,45471","10,524436","20,200001"
22/06/2011 12.00,"0,560216","5,639254","20,200001"
22/06/2011 13.00,"0,628821","5,59902","20,200001"
22/06/2011 14.00,"0,570804","3,675573","20,200001"
22/06/2011 15.00,"0,834205","3,217426","20,200001"
22/06/2011 16.00,"0,762664","4,84366","20,200001"
22/06/2011 17.00,"0,729004","6,643808","20,200001"
22/06/2011 18.00,"0,824597","7,222658","20,200001"
22/06/2011 19.00,"1,171167","8,146743","20,200001"
22/06/2011 20.00,"0,889162","25,138479","20,200001"
22/06/2011 21.00,"1,191853","58,366609","20,200001"
22/06/2011 22.00,"1,225879","38,466322","20,200001"
22/06/2011 23.00,"1,057826","41,465696","20,200001"
23/06/2011 0.00,"1,210702","39,829081","20,200001"
23/06/2011 1.00,,"27,752392","26,700001"
23/06/2011 2.00,"0,79206",,"26,700001"
23/06/2011 3.00,"0,641747","12,250608","26,700001"
23/06/2011 4.00,"0,557157","9,857338","26,700001"
23/06/2011 5.00,"0,370947","12,026074","26,700001"
23/06/2011 6.00,"0,416234","18,915187","26,700001"
23/06/2011 7.00,"0,517577","18,514143","26,700001"
23/06/2011 8.00,"0,225882","10,101338","26,700001"
23/06/2011 9.00,"0,209866","7,277169","26,700001"
23/06/2011 10.00,"0,294088","5,348529","26,700001"
23/06/2011 11.00,"0,489411","5,915701","26,700001"
23/06/2011 12.00,"0,430685","7,099361","26,700001"
23/06/2011 13.00,"0,530556","5,706744","26,700001"
23/06/2011 14.00,"0,609532","4,811211","26,700001"
23/06/2011 15.00,"0,392854","7,423829","26,700001"
23/06/2011 16.00,"0,560379","12,174035","26,700001"
23/06/2011 17.00,"0,693938","5,181105","26,700001"
23/06/2011 18.00,"0,551542","6,329722","26,700001"
23/06/2011 19.00,"4,491591","8,616573","26,700001"
23/06/2011 20.00,"1,819298","6,00785","26,700001"
23/06/2011 21.00,"1,064885","30,365006","26,700001"
23/06/2011 22.00,,,"26,700001"
23/06/2011 23.00,,,"26,700001"
24/06/2011 0.00,"1,236","49,974553","26,700001"
24/06/2011 1.00,"1,20139","30,017175","20,4"
24/06/2011 2.00,"0,687955","17,451184","20,4"
24/06/2011 3.00,"0,511318","18,142952","20,4"
24/06/2011 4.00,"0,585232","17,217569","20,4"
24/06/2011 5.00,"0,790863","16,702314","20,4"
24/06/2011 6.00,"0,421664","18,253265","20,4"
24/06/2011 7.00,"0,432803","12,172744","20,4"
24/06/2011 8.00,"0,405465","9,226574","20,4"
24/06/2011 9.00,"0,400494","9,451106","20,4"
24/06/2011 10.00,"0,562036","7,936488","20,4"
24/06/2011 11.00,"0,404176","9,352466","20,4"
24/06/2011 12.00,"0,468885","9,086403","20,4"
24/06/2011 13.00,"0,552554","7,461467","20,4"
24/06/2011 14.00,"0,812678","6,155808","20,4"
24/06/2011 15.00,"0,721552","4,366042","20,4"
24/06/2011 16.00,"0,517301","5,037041","20,4"
24/06/2011 17.00,"0,72597","9,967659","20,4"
24/06/2011 18.00,"0,813046","21,651085","20,4"
24/06/2011 19.00,"1,544539","17,628988","20,4"
24/06/2011 20.00,"1,232962","14,894371","20,4"
24/06/2011 21.00,"1,243915","11,011139","20,4"
24/06/2011 22.00,"1,118364","33,474703","20,4"
24/06/2011 23.00,"1,286625","48,472926","20,4"
25/06/2011 0.00,"0,98775","24,253317","20,4"
25/06/2011 1.00,,"13,239584","19,5"
25/06/2011 2.00,"0,821606",,"19,5"
25/06/2011 3.00,"0,702968","6,425765","19,5"
25/06/2011 4.00,"0,719186","4,183041","19,5"
25/06/2011 5.00,"0,678339","5,162935","19,5"
25/06/2011 6.00,"0,67939","5,057808","19,5"
25/06/2011 7.00,"0,459685","5,000702","19,5"
25/06/2011 8.00,"0,499031","4,86183","19,5"
25/06/2011 9.00,"0,587783","6,059764","19,5"
25/06/2011 10.00,"0,395711","3,711915","19,5"
25/06/2011 11.00,"0,402618","3,474404","19,5"
25/06/2011 12.00,"0,488518","3,443256","19,5"
25/06/2011 13.00,"0,383696","4,050658","19,5"
25/06/2011 14.00,"0,62803","4,360849","19,5"
25/06/2011 15.00,"0,825961","5,544509","19,5"
25/06/2011 16.00,"0,693807","3,952022","19,5"
25/06/2011 17.00,"0,647252","3,985765","19,5"
25/06/2011 18.00,"0,683595","5,608106","19,5"
25/06/2011 19.00,"0,757181","7,017594","19,5"
25/06/2011 20.00,"0,771297","5,118808","19,5"
25/06/2011 21.00,"0,996109","4,180446","19,5"
25/06/2011 22.00,"0,883328","4,621722","19,5"
25/06/2011 23.00,"1,000162","6,549062","19,5"
26/06/2011 0.00,"0,69681","6,595786","19,5"
26/06/2011 1.00,"0,769344","8,237593",14
26/06/2011 2.00,"0,718286","24,545337",14
26/06/2011 3.00,"0,766041","23,849675",14
26/06/2011 4.00,"0,810492","18,646529",14
26/06/2011 5.00,"0,888283","13,766528",14
26/06/2011 6.00,"0,915314","12,793123",14
26/06/2011 7.00,"0,901198","3,086339",14
26/06/2011 8.00,"0,849087","7,726231",14
26/06/2011 9.00,"0,986047","9,567913",14
26/06/2011 10.00,"0,877921","6,520508",14
26/06/2011 11.00,"0,933935","4,752808",14
26/06/2011 12.00,"1,033652","2,684001",14
26/06/2011 13.00,"1,283092","2,395872",14
26/06/2011 14.00,"1,116398","3,085041",14
26/06/2011 15.00,"1,23909","5,321275",14
26/06/2011 16.00,"1,412692","3,29919",14
26/06/2011 17.00,"1,070745","10,503677",14
26/06/2011 18.00,"0,973733","12,201294",14
26/06/2011 19.00,"1,082009","12,610122",14
26/06/2011 20.00,"1,204851","10,437488",14
26/06/2011 21.00,"1,288649","14,129926",14
26/06/2011 22.00,"1,300663","7,756083",14
26/06/2011 23.00,"0,865606","10,477718",14
27/06/2011 0.00,"1,155594","12,224648",14
27/06/2011 1.00,,"12,90604",12
27/06/2011 2.00,"0,321419",,12
27/06/2011 3.00,"0,235465","11,203222",12
27/06/2011 4.00,"0,278441","11,874229",12
27/06/2011 5.00,"0,350473","11,047483",12
27/06/2011 6.00,"0,224569","12,049439",12
27/06/2011 7.00,"0,230622","13,200656",12
27/06/2011 8.00,"0,221543","14,743827",12
27/06/2011 9.00,"0,154959","6,258339",12
27/06/2011 10.00,"0,205199","3,235595",12
27/06/2011 11.00,"0,144063","2,928",12
27/06/2011 12.00,"0,153748","3,335532",12
27/06/2011 13.00,"0,225175","6,058466",12
27/06/2011 14.00,"0,184508",,12
27/06/2011 15.00,"0,174934","5,044829",12
27/06/2011 16.00,"0,234254","5,779425",12
27/06/2011 17.00,"0,200357","5,965021",12
27/06/2011 18.00,"0,220332","7,195403",12
27/06/2011 19.00,"0,245755","6,395913",12
27/06/2011 20.00,"0,27481","9,345976",12
27/06/2011 21.00,"0,233649","15,705544",12
27/06/2011 22.00,"0,315366","17,906741",12
27/06/2011 23.00,"0,210647","14,065041",12
28/06/2011 0.00,"0,246965","19,150095",12
28/06/2011 1.00,"0,295996","15,715929","14,3"
28/06/2011 2.00,"0,24394","11,879417","14,3"
28/06/2011 3.00,"0,197936","15,447271","14,3"
28/06/2011 4.00,"0,263915","16,103996","14,3"
28/06/2011 5.00,"0,214884","21,697816","14,3"
28/06/2011 6.00,"0,277836","20,734797","14,3"
28/06/2011 7.00,"0,176144","16,458309","14,3"
28/06/2011 8.00,"0,23607","15,239613","14,3"
28/06/2011 9.00,"0,194304","9,874212","14,3"
28/06/2011 10.00,"0,158591","7,348552","14,3"
28/06/2011 11.00,"0,170697","5,469234","14,3"
28/06/2011 12.00,"0,159196","5,05651","14,3"
28/06/2011 13.00,"0,119245","5,170723","14,3"
28/06/2011 14.00,"0,165249","4,290765","14,3"
28/06/2011 15.00,"0,237886","5,881956","14,3"
28/06/2011 16.00,"0,185829","5,758659","14,3"
28/06/2011 17.00,"0,223964","10,424508","14,3"
28/06/2011 18.00,"0,207621","3,832616","14,3"
28/06/2011 19.00,"0,340183","7,666531","14,3"
28/06/2011 20.00,"0,384371","4,678828","14,3"
28/06/2011 21.00,"0,373475","8,311572","14,3"
28/06/2011 22.00,"0,24394","13,278524","14,3"
28/06/2011 23.00,"0,308102","13,544589","14,3"
29/06/2011 0.00,"0,300838","13,57185","14,3"
29/06/2011 1.00,,"9,19802","17,29999"
29/06/2011 2.00,"1,220261",,"17,29999"
29/06/2011 3.00,"0,83778","12,020887","17,29999"
29/06/2011 4.00,"0,895818","12,142888","17,29999"
29/06/2011 5.00,"0,924658","12,063719","17,29999"
29/06/2011 6.00,"0,750181","6,325829","17,29999"
29/06/2011 7.00,"0,70548","6,417978","17,29999"
29/06/2011 8.00,"0,934031","7,029275","17,29999"
29/06/2011 9.00,"0,784066","9,774276","17,29999"
29/06/2011 10.00,"0,664024","7,335573","17,29999"
29/06/2011 11.00,"0,760275","9,923531","17,29999"
29/06/2011 12.00,"0,729632","10,271352","17,29999"
29/06/2011 13.00,"0,905372","7,627593","17,29999"
29/06/2011 14.00,"0,834175","8,527018","17,29999"
29/06/2011 15.00,"1,045062","6,913765","17,29999"
29/06/2011 16.00,"0,997297","6,347893","17,29999"
29/06/2011 17.00,"1,116619","7,635383","17,29999"
29/06/2011 18.00,"0,985401","5,009786","17,29999"
29/06/2011 19.00,"0,888609","7,81838","17,29999"
29/06/2011 20.00,"1,143476","17,173442","17,29999"
29/06/2011 21.00,"1,105984","25,732899","17,29999"
29/06/2011 22.00,"1,001443","29,780967","17,29999"
29/06/2011 23.00,"0,908616","34,507812","17,29999"
30/06/2011 0.00,"0,793259","46,031608","17,29999"
30/06/2011 1.00,"1,119863","27,640769","26,79999"
30/06/2011 2.00,"0,799928","21,949607","26,79999"
30/06/2011 3.00,"0,678984","13,9638","26,79999"
30/06/2011 4.00,"0,686013","8,873551","26,79999"
30/06/2011 5.00,"0,898883","11,349891","26,79999"
30/06/2011 6.00,"1,058941","20,479106","26,79999"
30/06/2011 7.00,"0,863014","25,154042","26,79999"
30/06/2011 8.00,"0,963951","12,800905","26,79999"
30/06/2011 9.00,"0,766583","13,937841","26,79999"
30/06/2011 10.00,"0,818674","9,580893","26,79999"
30/06/2011 11.00,"0,871126","8,6607","26,79999"
30/06/2011 12.00,"0,694485","7,461467","26,79999"
30/06/2011 13.00,"0,718458","5,937764","26,79999"
