Stat,COSTA Morena Diga,,  ,
Parm,PM10,,,
Unit,ug/m3,,,
Field,Aver,,,
01/11/2014 11.00,,,,
01/11/2014 12.00,"37,5",,,
01/11/2014 13.00,,,,
01/11/2014 14.00,"23,4",,,
01/11/2014 15.00,,,,
01/11/2014 16.00,"18,5",,,
01/11/2014 17.00,,,,
01/11/2014 18.00,"17,1",,,
01/11/2014 19.00,,,,
01/11/2014 20.00,"30,6",,,
01/11/2014 21.00,,,,
01/11/2014 22.00,"21,8",,,
01/11/2014 23.00,,,,
02/11/2014 0.00,"26,7",,,
02/11/2014 1.00,,,,
02/11/2014 2.00,"18,2",,,
02/11/2014 3.00,,,,
02/11/2014 4.00,"21,3",,,
02/11/2014 5.00,,,,
02/11/2014 6.00,"32,4",,,
02/11/2014 7.00,,,,
02/11/2014 8.00,"31,2",,,
02/11/2014 9.00,,,,
02/11/2014 10.00,"39,6",,,
02/11/2014 11.00,,,,
02/11/2014 12.00,"32,8",,,
02/11/2014 13.00,,,,
02/11/2014 14.00,"23,3",,,
02/11/2014 15.00,,,,
02/11/2014 16.00,"41,2",,,
02/11/2014 17.00,,,,
02/11/2014 18.00,"28,9",,,
02/11/2014 19.00,,,,
02/11/2014 20.00,"25,5",,,
02/11/2014 21.00,,,,
02/11/2014 22.00,"20,6",,,
02/11/2014 23.00,,,,
03/11/2014 0.00,"26,7",,,
03/11/2014 1.00,,,,
03/11/2014 2.00,"53,3",,,
03/11/2014 3.00,,,,
03/11/2014 4.00,"52,3",,,
03/11/2014 5.00,,,,
03/11/2014 6.00,"54,1",,,
03/11/2014 7.00,,,,
03/11/2014 8.00,"47,5",,,
03/11/2014 9.00,,,,
03/11/2014 10.00,"57,9",,,
03/11/2014 11.00,,,,
03/11/2014 12.00,"45,9",,,
03/11/2014 13.00,,,,
03/11/2014 14.00,"48,4",,,
03/11/2014 15.00,,,,
03/11/2014 16.00,"26,4",,,
03/11/2014 17.00,,,,
03/11/2014 18.00,,,,
03/11/2014 19.00,,,,
03/11/2014 20.00,,,,
03/11/2014 21.00,,,,
03/11/2014 22.00,,,,
03/11/2014 23.00,,,,
04/11/2014 0.00,,,,
04/11/2014 1.00,,,,
04/11/2014 2.00,,,,
04/11/2014 3.00,,,,
04/11/2014 4.00,,,,
04/11/2014 5.00,,,,
04/11/2014 6.00,,,,
04/11/2014 7.00,,,,
04/11/2014 8.00,,,,
04/11/2014 9.00,,,,
04/11/2014 10.00,,,,
04/11/2014 11.00,,,,
04/11/2014 12.00,,,,
04/11/2014 13.00,,,,
04/11/2014 14.00,,,,
04/11/2014 15.00,,,,
04/11/2014 16.00,,,,
04/11/2014 17.00,,,,
04/11/2014 18.00,,,,
04/11/2014 19.00,,,,
04/11/2014 20.00,,,,
04/11/2014 21.00,,,,
04/11/2014 22.00,,,,
04/11/2014 23.00,,,,
05/11/2014 0.00,,,,
05/11/2014 1.00,,,,
05/11/2014 2.00,,,,
05/11/2014 3.00,,,,
05/11/2014 4.00,,,,
05/11/2014 5.00,,,,
05/11/2014 6.00,,,,
05/11/2014 7.00,,,,
05/11/2014 8.00,,,,
05/11/2014 9.00,,,,
05/11/2014 10.00,,,,
05/11/2014 11.00,,,,
05/11/2014 12.00,"14,1",,,
05/11/2014 13.00,,,,
05/11/2014 14.00,"11,6",,,
05/11/2014 15.00,,,,
05/11/2014 16.00,"15,8",,,
05/11/2014 17.00,,,,
05/11/2014 18.00,"15,7",,,
05/11/2014 19.00,,,,
05/11/2014 20.00,"17,4",,,
05/11/2014 21.00,,,,
05/11/2014 22.00,"28,0",,,
05/11/2014 23.00,,,,
06/11/2014 0.00,"35,5",,,
06/11/2014 1.00,,,,
06/11/2014 2.00,"28,3",,,
06/11/2014 3.00,,,,
06/11/2014 4.00,"29,0",,,
06/11/2014 5.00,,,,
06/11/2014 6.00,"37,9",,,
06/11/2014 7.00,,,,
06/11/2014 8.00,"42,5",,,
06/11/2014 9.00,,,,
06/11/2014 10.00,"31,9",,,
06/11/2014 11.00,,,,
06/11/2014 12.00,"50,8",,,
06/11/2014 13.00,,,,
06/11/2014 14.00,"40,5",,,
06/11/2014 15.00,,,,
06/11/2014 16.00,"46,6",,,
06/11/2014 17.00,,,,
06/11/2014 18.00,"67,7",,,
06/11/2014 19.00,,,,
06/11/2014 20.00,"61,6",,,
06/11/2014 21.00,,,,
06/11/2014 22.00,"51,9",,,
06/11/2014 23.00,,,,
07/11/2014 0.00,"33,5",,,
07/11/2014 1.00,,,,
07/11/2014 2.00,"44,9",,,
07/11/2014 3.00,,,,
07/11/2014 4.00,"31,8",,,
07/11/2014 5.00,,,,
07/11/2014 6.00,"20,5",,,
07/11/2014 7.00,,,,
07/11/2014 8.00,"18,5",,,
07/11/2014 9.00,,,,
07/11/2014 10.00,"20,3",,,
07/11/2014 11.00,,,,
07/11/2014 12.00,"49,0",,,
07/11/2014 13.00,,,,
07/11/2014 14.00,"39,4",,,
07/11/2014 15.00,,,,
07/11/2014 16.00,"31,5",,,
07/11/2014 17.00,,,,
07/11/2014 18.00,"30,1",,,
07/11/2014 19.00,,,,
07/11/2014 20.00,"39,7",,,
07/11/2014 21.00,,,,
07/11/2014 22.00,"33,9",,,
07/11/2014 23.00,,,,
08/11/2014 0.00,"23,7",,,
08/11/2014 1.00,,,,
08/11/2014 2.00,"19,7",,,
08/11/2014 3.00,,,,
08/11/2014 4.00,"25,0",,,
08/11/2014 5.00,,,,
08/11/2014 6.00,"19,8",,,
08/11/2014 7.00,,,,
08/11/2014 8.00,"20,7",,,
08/11/2014 9.00,,,,
08/11/2014 10.00,"24,3",,,
08/11/2014 11.00,,,,
08/11/2014 12.00,"25,0",,,
08/11/2014 13.00,,,,
08/11/2014 14.00,"30,1",,,
08/11/2014 15.00,,,,
08/11/2014 16.00,"28,1",,,
08/11/2014 17.00,,,,
08/11/2014 18.00,"34,5",,,
08/11/2014 19.00,,,,
08/11/2014 20.00,"56,0",,,
08/11/2014 21.00,,,,
08/11/2014 22.00,"53,5",,,
08/11/2014 23.00,,,,
09/11/2014 0.00,"47,0",,,
09/11/2014 1.00,,,,
09/11/2014 2.00,"54,5",,,
09/11/2014 3.00,,,,
09/11/2014 4.00,"47,0",,,
09/11/2014 5.00,,,,
09/11/2014 6.00,"44,6",,,
09/11/2014 7.00,,,,
09/11/2014 8.00,"39,1",,,
09/11/2014 9.00,,,,
09/11/2014 10.00,"33,8",,,
09/11/2014 11.00,,,,
09/11/2014 12.00,"48,7",,,
09/11/2014 13.00,,,,
09/11/2014 14.00,"53,7",,,
09/11/2014 15.00,,,,
09/11/2014 16.00,"37,0",,,
09/11/2014 17.00,,,,
09/11/2014 18.00,"27,7",,,
09/11/2014 19.00,,,,
09/11/2014 20.00,"22,9",,,
09/11/2014 21.00,,,,
09/11/2014 22.00,"52,5",,,
09/11/2014 23.00,,,,
10/11/2014 0.00,"49,3",,,
10/11/2014 1.00,,,,
10/11/2014 2.00,"62,9",,,
10/11/2014 3.00,,,,
10/11/2014 4.00,"46,7",,,
10/11/2014 5.00,,,,
10/11/2014 6.00,"47,8",,,
10/11/2014 7.00,,,,
10/11/2014 8.00,"35,3",,,
10/11/2014 9.00,,,,
10/11/2014 10.00,"33,3",,,
10/11/2014 11.00,,,,
10/11/2014 12.00,"53,2",,,
10/11/2014 13.00,,,,
10/11/2014 14.00,"36,6",,,
10/11/2014 15.00,,,,
10/11/2014 16.00,"25,3",,,
10/11/2014 17.00,,,,
10/11/2014 18.00,"25,6",,,
10/11/2014 19.00,,,,
10/11/2014 20.00,"36,4",,,
10/11/2014 21.00,,,,
10/11/2014 22.00,"64,8",,,
10/11/2014 23.00,,,,
11/11/2014 0.00,"58,7",,,
11/11/2014 1.00,,,,
11/11/2014 2.00,"38,7",,,
11/11/2014 3.00,,,,
11/11/2014 4.00,"55,5",,,
11/11/2014 5.00,,,,
11/11/2014 6.00,"46,4",,,
11/11/2014 7.00,,,,
11/11/2014 8.00,"76,0",,,
11/11/2014 9.00,,,,
11/11/2014 10.00,"71,5",,,
11/11/2014 11.00,,,,
11/11/2014 12.00,"78,3",,,
11/11/2014 13.00,,,,
11/11/2014 14.00,"73,8",,,
11/11/2014 15.00,,,,
11/11/2014 16.00,"60,3",,,
11/11/2014 17.00,,,,
11/11/2014 18.00,"69,6",,,
11/11/2014 19.00,,,,
11/11/2014 20.00,"68,5",,,
11/11/2014 21.00,,,,
11/11/2014 22.00,"60,1",,,
11/11/2014 23.00,,,,
12/11/2014 0.00,"52,8",,,
12/11/2014 1.00,,,,
12/11/2014 2.00,"64,8",,,
12/11/2014 3.00,,,,
12/11/2014 4.00,"48,7",,,
12/11/2014 5.00,,,,
12/11/2014 6.00,"39,2",,,
12/11/2014 7.00,,,,
12/11/2014 8.00,"49,9",,,
12/11/2014 9.00,,,,
12/11/2014 10.00,"39,4",,,
12/11/2014 11.00,,,,
12/11/2014 12.00,"69,0",,,
12/11/2014 13.00,,,,
12/11/2014 14.00,"51,5",,,
12/11/2014 15.00,,,,
12/11/2014 16.00,"30,4",,,
12/11/2014 17.00,,,,
12/11/2014 18.00,"46,9",,,
12/11/2014 19.00,,,,
12/11/2014 20.00,"34,6",,,
12/11/2014 21.00,,,,
12/11/2014 22.00,"42,7",,,
12/11/2014 23.00,,,,
13/11/2014 0.00,"33,1",,,
13/11/2014 1.00,,,,
13/11/2014 2.00,"42,3",,,
13/11/2014 3.00,,,,
13/11/2014 4.00,"27,5",,,
13/11/2014 5.00,,,,
13/11/2014 6.00,"23,9",,,
13/11/2014 7.00,,,,
13/11/2014 8.00,"34,6",,,
13/11/2014 9.00,,,,
13/11/2014 10.00,"27,2",,,
13/11/2014 11.00,,,,
13/11/2014 12.00,"16,6",,,
13/11/2014 13.00,,,,
13/11/2014 14.00,"22,1",,,
13/11/2014 15.00,,,,
13/11/2014 16.00,"23,2",,,
13/11/2014 17.00,,,,
13/11/2014 18.00,"22,7",,,
13/11/2014 19.00,,,,
13/11/2014 20.00,"18,5",,,
13/11/2014 21.00,,,,
13/11/2014 22.00,"15,1",,,
13/11/2014 23.00,,,,
14/11/2014 0.00,"8,6",,,
14/11/2014 1.00,,,,
14/11/2014 2.00,"10,5",,,
14/11/2014 3.00,,,,
14/11/2014 4.00,"23,0",,,
14/11/2014 5.00,,,,
14/11/2014 6.00,"14,9",,,
14/11/2014 7.00,,,,
14/11/2014 8.00,"11,9",,,
14/11/2014 9.00,,,,
14/11/2014 10.00,"11,1",,,
14/11/2014 11.00,,,,
14/11/2014 12.00,"18,4",,,
14/11/2014 13.00,,,,
14/11/2014 14.00,"20,9",,,
14/11/2014 15.00,,,,
14/11/2014 16.00,"16,1",,,
14/11/2014 17.00,,,,
14/11/2014 18.00,"17,1",,,
14/11/2014 19.00,,,,
14/11/2014 20.00,"15,8",,,
14/11/2014 21.00,,,,
14/11/2014 22.00,"20,5",,,
14/11/2014 23.00,,,,
15/11/2014 0.00,"22,5",,,
15/11/2014 1.00,,,,
15/11/2014 2.00,"22,7",,,
15/11/2014 3.00,,,,
15/11/2014 4.00,"23,8",,,
15/11/2014 5.00,,,,
15/11/2014 6.00,"18,2",,,
15/11/2014 7.00,,,,
15/11/2014 8.00,"24,6",,,
15/11/2014 9.00,,,,
15/11/2014 10.00,"23,9",,,
15/11/2014 11.00,,,,
15/11/2014 12.00,"22,0",,,
15/11/2014 13.00,,,,
15/11/2014 14.00,"12,7",,,
15/11/2014 15.00,,,,
15/11/2014 16.00,"11,3",,,
15/11/2014 17.00,,,,
15/11/2014 18.00,"15,6",,,
15/11/2014 19.00,,,,
15/11/2014 20.00,"24,9",,,
15/11/2014 21.00,,,,
15/11/2014 22.00,"22,2",,,
15/11/2014 23.00,,,,
16/11/2014 0.00,"15,6",,,
16/11/2014 1.00,,,,
16/11/2014 2.00,"27,5",,,
16/11/2014 3.00,,,,
16/11/2014 4.00,"36,5",,,
16/11/2014 5.00,,,,
16/11/2014 6.00,"24,2",,,
16/11/2014 7.00,,,,
16/11/2014 8.00,"23,1",,,
16/11/2014 9.00,,,,
16/11/2014 10.00,"16,9",,,
16/11/2014 11.00,,,,
16/11/2014 12.00,"23,1",,,
16/11/2014 13.00,,,,
16/11/2014 14.00,"20,4",,,
16/11/2014 15.00,,,,
16/11/2014 16.00,"19,7",,,
16/11/2014 17.00,,,,
16/11/2014 18.00,"19,7",,,
16/11/2014 19.00,,,,
16/11/2014 20.00,"25,9",,,
16/11/2014 21.00,,,,
16/11/2014 22.00,"16,3",,,
16/11/2014 23.00,,,,
17/11/2014 0.00,"11,2",,,
17/11/2014 1.00,,,,
17/11/2014 2.00,"16,0",,,
17/11/2014 3.00,,,,
17/11/2014 4.00,"40,3",,,
17/11/2014 5.00,,,,
17/11/2014 6.00,"27,8",,,
17/11/2014 7.00,,,,
17/11/2014 8.00,"23,3",,,
17/11/2014 9.00,,,,
17/11/2014 10.00,"19,7",,,
17/11/2014 11.00,,,,
17/11/2014 12.00,"18,4",,,
17/11/2014 13.00,,,,
17/11/2014 14.00,"30,1",,,
17/11/2014 15.00,,,,
17/11/2014 16.00,"32,6",,,
17/11/2014 17.00,,,,
17/11/2014 18.00,"19,4",,,
17/11/2014 19.00,,,,
17/11/2014 20.00,"16,2",,,
17/11/2014 21.00,,,,
17/11/2014 22.00,"14,5",,,
17/11/2014 23.00,,,,
18/11/2014 0.00,"12,6",,,
18/11/2014 1.00,,,,
18/11/2014 2.00,"26,3",,,
18/11/2014 3.00,,,,
18/11/2014 4.00,"31,6",,,
18/11/2014 5.00,,,,
18/11/2014 6.00,"21,7",,,
18/11/2014 7.00,,,,
18/11/2014 8.00,"40,9",,,
18/11/2014 9.00,,,,
18/11/2014 10.00,"23,6",,,
18/11/2014 11.00,,,,
18/11/2014 12.00,"23,1",,,
18/11/2014 13.00,,,,
18/11/2014 14.00,"38,9",,,
18/11/2014 15.00,,,,
18/11/2014 16.00,"25,7",,,
18/11/2014 17.00,,,,
18/11/2014 18.00,"17,6",,,
18/11/2014 19.00,,,,
18/11/2014 20.00,"30,7",,,
18/11/2014 21.00,,,,
18/11/2014 22.00,"22,7",,,
18/11/2014 23.00,,,,
19/11/2014 0.00,"24,5",,,
19/11/2014 1.00,,,,
19/11/2014 2.00,"22,8",,,
19/11/2014 3.00,,,,
19/11/2014 4.00,"20,2",,,
19/11/2014 5.00,,,,
19/11/2014 6.00,"14,4",,,
19/11/2014 7.00,,,,
19/11/2014 8.00,"20,4",,,
19/11/2014 9.00,,,,
19/11/2014 10.00,"15,8",,,
19/11/2014 11.00,,,,
19/11/2014 12.00,"15,9",,,
19/11/2014 13.00,,,,
19/11/2014 14.00,"23,2",,,
19/11/2014 15.00,,,,
19/11/2014 16.00,"17,1",,,
19/11/2014 17.00,,,,
19/11/2014 18.00,"23,6",,,
19/11/2014 19.00,,,,
19/11/2014 20.00,"27,7",,,
19/11/2014 21.00,,,,
19/11/2014 22.00,"19,8",,,
19/11/2014 23.00,,,,
20/11/2014 0.00,"15,9",,,
20/11/2014 1.00,,,,
20/11/2014 2.00,"15,8",,,
20/11/2014 3.00,,,,
20/11/2014 4.00,"16,4",,,
20/11/2014 5.00,,,,
20/11/2014 6.00,"27,7",,,
20/11/2014 7.00,,,,
20/11/2014 8.00,"20,9",,,
20/11/2014 9.00,,,,
20/11/2014 10.00,"16,2",,,
20/11/2014 11.00,,,,
20/11/2014 12.00,"14,2",,,
20/11/2014 13.00,,,,
20/11/2014 14.00,"7,9",,,
20/11/2014 15.00,,,,
20/11/2014 16.00,"7,1",,,
20/11/2014 17.00,,,,
20/11/2014 18.00,"8,7",,,
20/11/2014 19.00,,,,
20/11/2014 20.00,"12,1",,,
20/11/2014 21.00,,,,
20/11/2014 22.00,"13,6",,,
20/11/2014 23.00,,,,
21/11/2014 0.00,"8,1",,,
21/11/2014 1.00,,,,
21/11/2014 2.00,"4,7",,,
21/11/2014 3.00,,,,
21/11/2014 4.00,"6,9",,,
21/11/2014 5.00,,,,
21/11/2014 6.00,"7,0",,,
21/11/2014 7.00,,,,
21/11/2014 8.00,"13,8",,,
21/11/2014 9.00,,,,
21/11/2014 10.00,"12,6",,,
21/11/2014 11.00,,,,
21/11/2014 12.00,"11,7",,,
21/11/2014 13.00,,,,
21/11/2014 14.00,"23,2",,,
21/11/2014 15.00,,,,
21/11/2014 16.00,"21,5",,,
21/11/2014 17.00,,,,
21/11/2014 18.00,"15,6",,,
21/11/2014 19.00,,,,
21/11/2014 20.00,"14,9",,,
21/11/2014 21.00,,,,
21/11/2014 22.00,"12,3",,,
21/11/2014 23.00,,,,
22/11/2014 0.00,"11,7",,,
22/11/2014 1.00,,,,
22/11/2014 2.00,"12,0",,,
22/11/2014 3.00,,,,
22/11/2014 4.00,"14,4",,,
22/11/2014 5.00,,,,
22/11/2014 6.00,"9,9",,,
22/11/2014 7.00,,,,
22/11/2014 8.00,"8,9",,,
22/11/2014 9.00,,,,
22/11/2014 10.00,"10,3",,,
22/11/2014 11.00,,,,
22/11/2014 12.00,"10,8",,,
22/11/2014 13.00,,,,
22/11/2014 14.00,"10,4",,,
22/11/2014 15.00,,,,
22/11/2014 16.00,"10,4",,,
22/11/2014 17.00,,,,
22/11/2014 18.00,"17,3",,,
22/11/2014 19.00,,,,
22/11/2014 20.00,"26,5",,,
22/11/2014 21.00,,,,
22/11/2014 22.00,"20,6",,,
22/11/2014 23.00,,,,
23/11/2014 0.00,"14,6",,,
23/11/2014 1.00,,,,
23/11/2014 2.00,"15,3",,,
23/11/2014 3.00,,,,
23/11/2014 4.00,"14,3",,,
23/11/2014 5.00,,,,
23/11/2014 6.00,"13,9",,,
23/11/2014 7.00,,,,
23/11/2014 8.00,"11,9",,,
23/11/2014 9.00,,,,
23/11/2014 10.00,"11,0",,,
23/11/2014 11.00,,,,
23/11/2014 12.00,"12,9",,,
23/11/2014 13.00,,,,
23/11/2014 14.00,"10,1",,,
23/11/2014 15.00,,,,
23/11/2014 16.00,"13,1",,,
23/11/2014 17.00,,,,
23/11/2014 18.00,"14,1",,,
23/11/2014 19.00,,,,
23/11/2014 20.00,"15,7",,,
23/11/2014 21.00,,,,
23/11/2014 22.00,"14,5",,,
23/11/2014 23.00,,,,
24/11/2014 0.00,"12,5",,,
24/11/2014 1.00,,,,
24/11/2014 2.00,"11,4",,,
24/11/2014 3.00,,,,
24/11/2014 4.00,"12,8",,,
24/11/2014 5.00,,,,
24/11/2014 6.00,"13,5",,,
24/11/2014 7.00,,,,
24/11/2014 8.00,"15,5",,,
24/11/2014 9.00,,,,
24/11/2014 10.00,"15,6",,,
24/11/2014 11.00,,,,
24/11/2014 12.00,"18,4",,,
24/11/2014 13.00,,,,
24/11/2014 14.00,"18,2",,,
24/11/2014 15.00,,,,
24/11/2014 16.00,"14,4",,,
24/11/2014 17.00,,,,
24/11/2014 18.00,"12,0",,,
24/11/2014 19.00,,,,
24/11/2014 20.00,"22,4",,,
24/11/2014 21.00,,,,
24/11/2014 22.00,"23,4",,,
24/11/2014 23.00,,,,
25/11/2014 0.00,"18,7",,,
25/11/2014 1.00,,,,
25/11/2014 2.00,"31,5",,,
25/11/2014 3.00,,,,
25/11/2014 4.00,"40,5",,,
25/11/2014 5.00,,,,
25/11/2014 6.00,"34,1",,,
25/11/2014 7.00,,,,
25/11/2014 8.00,"24,5",,,
25/11/2014 9.00,,,,
25/11/2014 10.00,"16,3",,,
25/11/2014 11.00,,,,
25/11/2014 12.00,"14,7",,,
25/11/2014 13.00,,,,
25/11/2014 14.00,"14,7",,,
25/11/2014 15.00,,,,
25/11/2014 16.00,"9,3",,,
25/11/2014 17.00,,,,
25/11/2014 18.00,"12,2",,,
25/11/2014 19.00,,,,
25/11/2014 20.00,"21,8",,,
25/11/2014 21.00,,,,
25/11/2014 22.00,"40,2",,,
25/11/2014 23.00,,,,
26/11/2014 0.00,"29,2",,,
26/11/2014 1.00,,,,
26/11/2014 2.00,"37,0",,,
26/11/2014 3.00,,,,
26/11/2014 4.00,"56,5",,,
26/11/2014 5.00,,,,
26/11/2014 6.00,"75,8",,,
26/11/2014 7.00,,,,
26/11/2014 8.00,"64,6",,,
26/11/2014 9.00,,,,
26/11/2014 10.00,"57,1",,,
26/11/2014 11.00,,,,
26/11/2014 12.00,"55,0",,,
26/11/2014 13.00,,,,
26/11/2014 14.00,"43,0",,,
26/11/2014 15.00,,,,
26/11/2014 16.00,,,,
26/11/2014 17.00,,,,
26/11/2014 18.00,,,,
26/11/2014 19.00,,,,
26/11/2014 20.00,,,,
26/11/2014 21.00,,,,
26/11/2014 22.00,,,,
26/11/2014 23.00,,,,
27/11/2014 0.00,,,,
27/11/2014 1.00,,,,
27/11/2014 2.00,,,,
27/11/2014 3.00,,,,
27/11/2014 4.00,,,,
27/11/2014 5.00,,,,
27/11/2014 6.00,,,,
27/11/2014 7.00,,,,
27/11/2014 8.00,,,,
27/11/2014 9.00,,,,
27/11/2014 10.00,,,,
27/11/2014 11.00,,,,
27/11/2014 12.00,,,,
27/11/2014 13.00,,,,
27/11/2014 14.00,,,,
27/11/2014 15.00,,,,
27/11/2014 16.00,,,,
27/11/2014 17.00,,,,
27/11/2014 18.00,,,,
27/11/2014 19.00,,,,
27/11/2014 20.00,,,,
27/11/2014 21.00,,,,
27/11/2014 22.00,,,,
27/11/2014 23.00,,,,
28/11/2014 0.00,,,,
28/11/2014 1.00,,,,
28/11/2014 2.00,,,,
28/11/2014 3.00,,,,
28/11/2014 4.00,,,,
28/11/2014 5.00,,,,
28/11/2014 6.00,,,,
28/11/2014 7.00,,,,
28/11/2014 8.00,,,,
28/11/2014 9.00,,,,
28/11/2014 10.00,,,,
28/11/2014 11.00,,,,
28/11/2014 12.00,,,,
28/11/2014 13.00,,,,
28/11/2014 14.00,,,,
28/11/2014 15.00,,,,
28/11/2014 16.00,,,,
28/11/2014 17.00,,,,
28/11/2014 18.00,,,,
28/11/2014 19.00,,,,
28/11/2014 20.00,,,,
28/11/2014 21.00,,,,
28/11/2014 22.00,,,,
28/11/2014 23.00,,,,
29/11/2014 0.00,,,,
29/11/2014 1.00,,,,
29/11/2014 2.00,,,,
29/11/2014 3.00,,,,
29/11/2014 4.00,,,,
29/11/2014 5.00,,,,
29/11/2014 6.00,,,,
29/11/2014 7.00,,,,
29/11/2014 8.00,,,,
29/11/2014 9.00,,,,
29/11/2014 10.00,,,,
29/11/2014 11.00,,,,
29/11/2014 12.00,,,,
29/11/2014 13.00,,,,
29/11/2014 14.00,,,,
29/11/2014 15.00,,,,
29/11/2014 16.00,,,,
29/11/2014 17.00,,,,
29/11/2014 18.00,,,,
29/11/2014 19.00,,,,
29/11/2014 20.00,,,,
29/11/2014 21.00,,,,
29/11/2014 22.00,,,,
29/11/2014 23.00,,,,
30/11/2014 0.00,,,,
30/11/2014 1.00,,,,
30/11/2014 2.00,,,,
30/11/2014 3.00,,,,
30/11/2014 4.00,,,,
30/11/2014 5.00,,,,
30/11/2014 6.00,,,,
30/11/2014 7.00,,,,
30/11/2014 8.00,,,,
30/11/2014 9.00,,,,
30/11/2014 10.00,,,,
30/11/2014 11.00,,,,
30/11/2014 12.00,,,,
30/11/2014 13.00,,,,
30/11/2014 14.00,,,,
30/11/2014 15.00,,,,
30/11/2014 16.00,,,,
30/11/2014 17.00,,,,
30/11/2014 18.00,,,,
30/11/2014 19.00,,,,
30/11/2014 20.00,,,,
30/11/2014 21.00,,,,
30/11/2014 22.00,,,,
30/11/2014 23.00,,,,
01/12/2014 0.00,,,,
01/12/2014 1.00,,,,
01/12/2014 2.00,,,,
01/12/2014 3.00,,,,
01/12/2014 4.00,,,,
01/12/2014 5.00,,,,
01/12/2014 6.00,,,,
01/12/2014 7.00,,,,
01/12/2014 8.00,,,,
01/12/2014 9.00,,,,
01/12/2014 10.00,,,,
01/12/2014 11.00,,,,
01/12/2014 12.00,,,,
01/12/2014 13.00,,,,
01/12/2014 14.00,,,,
01/12/2014 15.00,,,,
01/12/2014 16.00,,,,
01/12/2014 17.00,,,,
01/12/2014 18.00,,,,
01/12/2014 19.00,,,,
01/12/2014 20.00,,,,
01/12/2014 21.00,,,,
01/12/2014 22.00,,,,
01/12/2014 23.00,,,,
02/12/2014 0.00,,,,
02/12/2014 1.00,,,,
02/12/2014 2.00,,,,
02/12/2014 3.00,,,,
02/12/2014 4.00,,,,
02/12/2014 5.00,,,,
02/12/2014 6.00,,,,
02/12/2014 7.00,,,,
02/12/2014 8.00,,,,
02/12/2014 9.00,,,,
02/12/2014 10.00,,,,
02/12/2014 11.00,,,,
02/12/2014 12.00,,,,
02/12/2014 13.00,,,,
02/12/2014 14.00,,,,
02/12/2014 15.00,,,,
02/12/2014 16.00,,,,
02/12/2014 17.00,,,,
02/12/2014 18.00,,,,
02/12/2014 19.00,,,,
02/12/2014 20.00,,,,
02/12/2014 21.00,,,,
02/12/2014 22.00,,,,
02/12/2014 23.00,,,,
03/12/2014 0.00,,,,
03/12/2014 1.00,,,,
03/12/2014 2.00,,,,
03/12/2014 3.00,,,,
03/12/2014 4.00,,,,
03/12/2014 5.00,,,,
03/12/2014 6.00,,,,
03/12/2014 7.00,,,,
03/12/2014 8.00,,,,
03/12/2014 9.00,,,,
03/12/2014 10.00,,,,
03/12/2014 11.00,,,,
03/12/2014 12.00,,,,
03/12/2014 13.00,,,,
03/12/2014 14.00,,,,
03/12/2014 15.00,,,,
03/12/2014 16.00,,,,
03/12/2014 17.00,,,,
03/12/2014 18.00,,,,
03/12/2014 19.00,,,,
03/12/2014 20.00,,,,
03/12/2014 21.00,,,,
03/12/2014 22.00,,,,
03/12/2014 23.00,,,,
04/12/2014 0.00,,,,
04/12/2014 1.00,,,,
04/12/2014 2.00,,,,
04/12/2014 3.00,,,,
04/12/2014 4.00,,,,
04/12/2014 5.00,,,,
04/12/2014 6.00,,,,
04/12/2014 7.00,,,,
04/12/2014 8.00,,,,
04/12/2014 9.00,,,,
04/12/2014 10.00,,,,
04/12/2014 11.00,,,,
04/12/2014 12.00,,,,
04/12/2014 13.00,,,,
04/12/2014 14.00,,,,
04/12/2014 15.00,,,,
04/12/2014 16.00,,,,
04/12/2014 17.00,,,,
04/12/2014 18.00,,,,
04/12/2014 19.00,,,,
04/12/2014 20.00,,,,
04/12/2014 21.00,,,,
04/12/2014 22.00,,,,
04/12/2014 23.00,,,,
05/12/2014 0.00,,,,
05/12/2014 1.00,,,,
05/12/2014 2.00,,,,
05/12/2014 3.00,,,,
05/12/2014 4.00,,,,
05/12/2014 5.00,,,,
05/12/2014 6.00,,,,
05/12/2014 7.00,,,,
05/12/2014 8.00,,,,
05/12/2014 9.00,,,,
05/12/2014 10.00,,,,
05/12/2014 11.00,,,,
05/12/2014 12.00,,,,
05/12/2014 13.00,,,,
05/12/2014 14.00,,,,
05/12/2014 15.00,,,,
05/12/2014 16.00,,,,
05/12/2014 17.00,,,,
05/12/2014 18.00,,,,
05/12/2014 19.00,,,,
05/12/2014 20.00,,,,
05/12/2014 21.00,,,,
05/12/2014 22.00,,,,
05/12/2014 23.00,,,,
06/12/2014 0.00,,,,
06/12/2014 1.00,,,,
06/12/2014 2.00,,,,
06/12/2014 3.00,,,,
06/12/2014 4.00,,,,
06/12/2014 5.00,,,,
06/12/2014 6.00,,,,
06/12/2014 7.00,,,,
06/12/2014 8.00,,,,
06/12/2014 9.00,,,,
06/12/2014 10.00,,,,
06/12/2014 11.00,,,,
06/12/2014 12.00,,,,
06/12/2014 13.00,,,,
06/12/2014 14.00,,,,
06/12/2014 15.00,,,,
06/12/2014 16.00,,,,
06/12/2014 17.00,,,,
06/12/2014 18.00,,,,
06/12/2014 19.00,,,,
06/12/2014 20.00,,,,
06/12/2014 21.00,,,,
06/12/2014 22.00,,,,
06/12/2014 23.00,,,,
07/12/2014 0.00,,,,
