Stat,Mesagne2_Via_Antonucci,,,,,
Parm,NOX,NO,NO2,CO,O3,BENZENE
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3 293K
Field,Aver,Aver,Aver,Aver,Aver,Aver
25/10/2014 15.00,"11,688334","4,093649","5,411627","0,5","58,5",
25/10/2014 16.00,"13,087121","4,319499","6,534159","0,6","54,0",
25/10/2014 17.00,"15,688206","4,327535","9,052884","0,6","46,0",
25/10/2014 18.00,"19,123881","4,535199","12,170161","0,7","37,6",
25/10/2014 19.00,"18,564247","4,24337","12,057972","0,6","42,3",
25/10/2014 20.00,"17,911867","4,269169","11,366037","0,6","47,5",
25/10/2014 21.00,"17,916407","4,1499","11,558638","0,6","47,7",
25/10/2014 22.00,"13,637687","4,036129","7,449173","0,6","49,5",
25/10/2014 23.00,"12,031384","3,864414","6,106157","0,6","48,4",
26/10/2014 0.00,"12,543689","3,960422","6,471255","0,5","43,8",
26/10/2014 1.00,"11,423104","3,833117","5,545863","0,5","40,7",
26/10/2014 2.00,"11,459419","3,935468","5,425244","0,5","39,6",
26/10/2014 3.00,"10,735708","3,882601","4,782595","0,5","40,6",
26/10/2014 4.00,"9,785025","3,938006","3,74696","0,5","43,6",
26/10/2014 5.00,"9,540545","3,86822","3,609481","0,5","44,1",
26/10/2014 6.00,"9,800589","3,911784","3,802729","0,5","46,0",
26/10/2014 7.00,"11,357606","4,01625","5,199571","0,5","43,2",
26/10/2014 8.00,"11,471742","4,054315","5,255342","0,5","43,6",
26/10/2014 9.00,"11,60014","4,189233","5,176874","0,5","46,4",
26/10/2014 10.00,"10,906908","4,141864","4,556271","0,5","52,6",
26/10/2014 11.00,"11,185758","4,228567","4,702182","0,5","55,8",
26/10/2014 12.00,"10,445185","4,088997","4,175609","0,5","60,8",
26/10/2014 13.00,"10,931552","4,150745","4,567295","0,6","62,5",
26/10/2014 14.00,"10,663724","4,119026","4,348756","0,6","62,9",
26/10/2014 15.00,"9,430303","4,021748","3,267728","0,6","66,0",
26/10/2014 16.00,"9,956225","4,036129","3,769009","0,5","65,9",
26/10/2014 17.00,"10,766186","3,959577","4,695048","0,5","66,8",
26/10/2014 18.00,"15,325052","4,146938","8,966633","0,6","53,5",
26/10/2014 19.00,"19,940324","4,305119","13,340681","0,7","40,7",
26/10/2014 20.00,"22,086811","4,925997","14,540383","0,7","33,9",
26/10/2014 21.00,"21,1076","4,256904","14,580589","0,7","32,4",
26/10/2014 22.00,"15,659671","4,071656","9,416684","0,6","42,5",
26/10/2014 23.00,"13,167534","3,990874","7,048408","0,6","47,9",
27/10/2014 0.00,"11,975615","4,010329","5,826657","0,6","49,2",
27/10/2014 1.00,"11,360201","3,965497","5,279984","0,5","48,3",
27/10/2014 2.00,"10,642974","3,888098","4,68143","0,5","47,8",
27/10/2014 3.00,"10,971109","3,96592","4,890242",,"43,2",
27/10/2014 4.00,"11,033362","3,938852","4,994","0,5",,
27/10/2014 5.00,"11,54437","3,967612","5,460911","0,5","34,3",
27/10/2014 6.00,"13,835476","4,122409","7,526343","0,6","31,2",
27/10/2014 7.00,"19,001327","4,411277","12,237605","0,6","23,5",
27/10/2014 8.00,"29,961402","8,042651","17,629776","0,7","15,5",
27/10/2014 9.00,"38,841762","12,524556","19,833291","0,9","17,7",
27/10/2014 10.00,"18,321064","5,29311","10,205244","0,7","46,2",
27/10/2014 11.00,"15,491713","4,675192","8,323335","0,6",,
27/10/2014 12.00,"13,04951","4,49798","6,152849","0,6","60,7",
27/10/2014 13.00,"12,351089","4,303851","5,752082","0,6","62,7",
27/10/2014 14.00,"13,157808","4,644318","6,036769","0,6","63,2",
27/10/2014 15.00,"12,271973","4,250136","5,760512","0,6","64,4",
27/10/2014 16.00,"11,882233","4,212072","5,424596","0,6","65,8",
27/10/2014 17.00,"14,797832","4,487407","7,929054","0,6","61,2",
27/10/2014 18.00,"20,846267","4,712834","13,62018","0,7","46,2",
27/10/2014 19.00,"24,293622","4,872706","16,822409","0,7","34,9",
27/10/2014 20.00,"24,91682","5,171726","16,987126","0,7","33,5",
27/10/2014 21.00,"25,93624","4,880742","18,452706","0,7","30,9",
27/10/2014 22.00,"29,775938","5,61539","21,165974","0,8","26,2",
27/10/2014 23.00,"23,294947","4,223914","16,818518","0,8","26,2",
28/10/2014 0.00,"17,328229","4,153283","10,960085","0,7","34,5",
28/10/2014 1.00,"14,449594","3,986221","8,337601","0,6","38,5",
28/10/2014 2.00,"13,653899","3,963382","7,576925","0,6","37,3",
28/10/2014 3.00,"11,593009","3,957039","5,52576","0,6","38,8",
28/10/2014 4.00,"11,841379","4,035282","5,65416","0,6","38,6",
28/10/2014 5.00,"11,864074","3,979031","5,763106","0,6","34,5",
28/10/2014 6.00,"14,284878","4,157936","7,914789","0,6","30,3",
28/10/2014 7.00,"18,723775","4,425658","11,938001","0,6","21,0",
28/10/2014 8.00,"27,03153","6,822888","16,570147","0,7","15,8",
28/10/2014 9.00,"27,79157","7,677653","16,020879","0,8","26,6",
28/10/2014 10.00,"17,750394","5,07318","9,983462","0,6","48,6",
28/10/2014 11.00,"15,37693","4,767817","8,092472","0,6","57,9",
28/10/2014 12.00,"13,973605","4,441306","7,163839","0,6","61,6",
28/10/2014 13.00,"14,108489","4,652776","6,984857","0,6","65,8",
28/10/2014 14.00,"14,28358","4,709028","7,074996","0,6","64,8",
28/10/2014 15.00,"12,264193","4,163434","5,880484","0,6","67,0",
28/10/2014 16.00,"12,812162","4,253097","6,290975","0,6","68,3",
28/10/2014 17.00,"15,871726","4,314424","9,256508","0,6","64,3",
28/10/2014 18.00,"20,881277","4,549156","13,906163","0,7","49,8",
28/10/2014 19.00,"27,514004","5,008894","19,835278","0,8","37,3",
28/10/2014 20.00,"34,788094","5,562947","26,258547","0,8","21,8",
28/10/2014 21.00,"33,96775","5,823479","25,038728","0,8","20,7",
28/10/2014 22.00,"24,798142","4,494174","17,907329","0,8","33,6",
28/10/2014 23.00,"21,564148","4,415507","14,793941","0,8","38,8",
29/10/2014 0.00,"17,471545","4,199807","11,032065","0,7","43,6",
29/10/2014 1.00,"15,01767","3,968458","8,932914","0,7","43,4",
29/10/2014 2.00,"13,915241","3,992142","7,794168","0,7","38,9",
29/10/2014 3.00,"12,314775","3,922357","6,300703",,"40,7",
29/10/2014 4.00,"11,631269","3,897826","5,654809","0,6",,
29/10/2014 5.00,"11,15917","4,035706","4,971303","0,6","39,6",
29/10/2014 6.00,"12,729157","3,943504","6,682662","0,6","37,7",
29/10/2014 7.00,"16,211534","4,397744","9,480235","0,7","29,7",
29/10/2014 8.00,"21,236661","5,425067","12,919814","0,7","28,6",
29/10/2014 9.00,"27,560695","7,687381","15,773804","0,8","26,2",
29/10/2014 10.00,"18,889787","5,168342","10,965272","0,7","43,3",
29/10/2014 11.00,"15,119482","4,40874","8,35965","0,7","57,2",
29/10/2014 12.00,"13,729773","4,266631","7,187833","0,6","65,1",
29/10/2014 13.00,"14,09941","4,357141","7,418695","0,6","67,2",
29/10/2014 14.00,"14,737524","4,726368","7,531532","0,7","70,3",
29/10/2014 15.00,"14,858142","4,243793","8,35122","0,6","66,1",
29/10/2014 16.00,"16,059789","4,366445","9,386853","0,7","65,8",
29/10/2014 17.00,"16,183001","4,260287","9,650787","0,7","62,9",
29/10/2014 18.00,"19,093412","4,346567","12,428908","0,7","53,0",
29/10/2014 19.00,"27,460181","5,107861","19,6284","0,8","40,5",
29/10/2014 20.00,"30,939314","5,071067","23,163955","1,0","31,2",
29/10/2014 21.00,"28,144333","4,880742","20,660803","1,0","24,5",
29/10/2014 22.00,"22,693794","4,298776","16,102588","0,9","31,2",
29/10/2014 23.00,"17,350278","4,053045","11,135824","0,9","35,0",
30/10/2014 0.00,"16,399595","4,107605","10,101488","0,8","38,4",
30/10/2014 1.00,"14,362048","4,014558","8,206608","0,8","38,5",
30/10/2014 2.00,"13,039782","3,952809","6,97902","0,7","37,5",
30/10/2014 3.00,"12,271325","3,960422","6,198889","0,7","37,3",
30/10/2014 4.00,"11,417269","4,158358","5,04134","0,7","38,8",
30/10/2014 5.00,"11,363442","4,022594","5,19568","0,7","36,2",
30/10/2014 6.00,"12,544987","4,146093","6,187866","0,7","33,1",
30/10/2014 7.00,"14,72131","4,314424","8,106092","0,6","39,9",
30/10/2014 8.00,"22,563454","6,726458","12,26938","0,7","26,8",
30/10/2014 9.00,"25,185933","7,067771","14,349077","0,8","30,5",
30/10/2014 10.00,"19,136193","5,017776","11,442559","0,7","46,8",
30/10/2014 11.00,"18,128463","4,990284","10,504197","0,7","52,2",
30/10/2014 12.00,"16,780257","4,632898","9,681917","0,7","58,2",
30/10/2014 13.00,"15,948248","4,566497","8,946531","0,7","60,6",
30/10/2014 14.00,"16,785444","5,081215","9,004894","0,7","64,1",
30/10/2014 15.00,"15,470314","4,517436","8,543819","0,7","66,9",
30/10/2014 16.00,"14,672674","4,518704","7,744237","0,7","69,0",
30/10/2014 17.00,"16,695305","4,619364","9,634575","0,7","62,2",
30/10/2014 18.00,"19,457849","4,529701","12,512564","0,7","56,0",
30/10/2014 19.00,"19,795719","4,51236","12,877012","0,7","52,9",
30/10/2014 20.00,"22,372808","4,729753","15,120778","0,8","47,2",
30/10/2014 21.00,"20,986341","4,324151","14,356212","0,7","42,7",
30/10/2014 22.00,"19,134913","4,489522","12,251222","0,8","47,1",
30/10/2014 23.00,"15,864593","4,056852","9,644304","0,7","52,6",
31/10/2014 0.00,"13,967119","4,030207","7,787685","0,7","56,9",
31/10/2014 1.00,"12,46263","4,012867","6,309782","0,6","63,9",
31/10/2014 2.00,"11,39911","4,047125","5,193735","0,6","66,9",
31/10/2014 3.00,"11,122855","4,171892","4,726175",,"69,0",
31/10/2014 4.00,"11,370575","4,107605","5,072467","0,6",,
31/10/2014 5.00,"11,083296","4,072924","4,839012","0,6","61,3",
31/10/2014 6.00,"12,275866","4,229412","5,790991","0,6","54,8",
31/10/2014 7.00,"16,939786","4,541965","9,97568","0,7","39,3",
31/10/2014 8.00,"22,580968","5,818826","13,740798","0,7","30,3",
31/10/2014 9.00,"22,025857","6,328047","12,324501","0,7","39,2",
31/10/2014 10.00,"17,507213","5,097288","9,691643","0,7","53,5",
31/10/2014 11.00,"15,708954","4,970829","8,087286","0,7","61,7",
31/10/2014 12.00,"15,198597","4,899352","7,686521","0,7","68,3",
31/10/2014 13.00,"15,167469","5,033424","7,487434","0,7","71,5",
31/10/2014 14.00,"15,876914","5,011431","8,192989","0,7","72,2",
31/10/2014 15.00,"14,244671","4,622325","7,157354","0,7","74,2",
31/10/2014 16.00,"14,259587","4,700569","7,089912","0,7","73,1",
31/10/2014 17.00,"16,061085","4,745824","8,802567","0,7","66,9",
31/10/2014 18.00,"21,850776","5,50881","13,41007","0,8","53,1",
31/10/2014 19.00,"27,32854","5,708438","18,575918","0,8","41,0",
31/10/2014 20.00,"31,823843","5,705055","23,076405","0,9","30,8",
31/10/2014 21.00,"30,886792","5,496121","22,459708","0,9","27,6",
31/10/2014 22.00,"25,238475","4,858326","17,789304","0,9","36,3",
31/10/2014 23.00,"20,322935","5,033847","12,605946","0,8","48,4",
01/11/2014 0.00,"16,387274","4,37998","9,67154","0,7","55,0",
01/11/2014 1.00,"14,929475","4,399012","8,184558","0,7","57,5",
01/11/2014 2.00,"13,262863","4,317385","6,643104","0,7","52,4",
01/11/2014 3.00,"12,541097","4,317807","5,92069","0,7","49,6",
01/11/2014 4.00,"12,715539","4,310194","6,106806","0,6","46,6",
01/11/2014 5.00,"12,760284","4,374904","6,052333","0,7","46,0",
01/11/2014 6.00,"14,804317","4,428618","8,014006","0,7","33,6",
01/11/2014 7.00,"15,644108","4,547465","8,671571","0,7","39,4",
01/11/2014 8.00,"16,343825","4,752591","9,056773","0,7","41,9",
01/11/2014 9.00,"17,527963","5,069797","9,754546","0,7","41,2",
01/11/2014 10.00,"14,115623","4,782196","6,783177","0,7","60,1",
01/11/2014 11.00,"13,670761","4,846062","6,240393","0,7","67,4",
01/11/2014 12.00,"13,393858","4,763165","6,090594","0,7","70,4",
01/11/2014 13.00,"13,718749","4,776276","6,395382","0,7","73,3",
01/11/2014 14.00,"13,155214","4,717487","5,921986","0,7","72,1",
01/11/2014 15.00,"12,05538","4,353334","5,3805","0,7","75,1",
01/11/2014 16.00,"12,367301","4,422273","5,586719","0,7","74,3",
01/11/2014 17.00,"13,810834","4,370252","7,110015","0,7","70,2",
01/11/2014 18.00,"18,26205","4,64601","11,148793","0,8","56,9",
01/11/2014 19.00,"21,763224","4,633745","14,658407","0,8","43,9",
01/11/2014 20.00,"21,881252","4,670963","14,719365","0,9","40,6",
01/11/2014 21.00,"27,315577","5,081215","19,524656","0,9","33,8",
01/11/2014 22.00,"34,031956","6,614379","23,890268","1,3","15,0",
01/11/2014 23.00,"26,670335","5,396308","18,396287","1,2","19,7",
02/11/2014 0.00,"20,868312","4,72933","13,616937","1,0","32,0",
02/11/2014 1.00,"18,049995","4,584683","11,020393","0,9","34,3",
02/11/2014 2.00,"16,344475","4,594411","9,299956","0,8","38,9",
02/11/2014 3.00,"15,218051","4,588912","8,181964",,"44,8",
02/11/2014 4.00,"13,644173","4,367715","6,947244","0,7",,
02/11/2014 5.00,"12,930188","4,393091","6,19435","0,7","39,0",
02/11/2014 6.00,"12,905546","4,373213","6,200187","0,7","38,9",
02/11/2014 7.00,"13,719397","4,527586","6,77734","0,7","35,7",
02/11/2014 8.00,"14,36075","4,642203","7,242954","0,7","34,8",
02/11/2014 9.00,"15,557211","4,928534","8,000387","0,7","40,5",
02/11/2014 10.00,"14,804317","4,843524","7,37784","0,7","54,9",
02/11/2014 11.00,"14,492393","4,82576","7,093155","0,7","65,5",
02/11/2014 12.00,"14,253103","4,798269","6,896014","0,7","70,3",
02/11/2014 13.00,"14,543623","4,837179","7,132064","0,6","73,7",
02/11/2014 14.00,"14,749196","4,768662","7,4375","0,6","74,9",
02/11/2014 15.00,"12,975583","4,439614","6,168412","0,6","76,7",
02/11/2014 16.00,"13,496318","4,481909","6,624298","0,6","77,1",
02/11/2014 17.00,"14,476182","4,36433","7,784442","0,6","73,7",
02/11/2014 18.00,"20,086878","4,425658","13,301124","0,7","61,0",
02/11/2014 19.00,"25,798117","4,715795","18,567489","0,8","46,9",
02/11/2014 20.00,"25,710568","4,652354","18,577215","0,8","49,5",
02/11/2014 21.00,"32,210355","5,160307","24,298153","1,1","32,6",
02/11/2014 22.00,"40,881274","7,97794","28,648871","1,2","18,4",
02/11/2014 23.00,"27,747459","5,087983","19,946155","1,2","18,6",
03/11/2014 0.00,"24,598415","5,108707","16,765343","1,2","20,2",
03/11/2014 1.00,"22,093962","4,848176","14,660353","1,2","18,7",
03/11/2014 2.00,"17,637558","4,808842","10,264258","1,0","19,6",
03/11/2014 3.00,"15,258906","4,616827","8,18002","0,9","22,9",
03/11/2014 4.00,"13,535875","4,406202","6,779934","0,8","23,8",
03/11/2014 5.00,"13,022274","4,50517","6,114587","0,7","25,3",
03/11/2014 6.00,"22,03494","8,164458","9,533411","0,8","17,3",
03/11/2014 7.00,"61,639993","28,546412","18,153104","1,1","6,9",
03/11/2014 8.00,"85,668383","39,422346","25,449236","1,1","7,9",
03/11/2014 9.00,"51,52945","21,291265","19,333991","0,9","26,3",
03/11/2014 10.00,"32,880894","12,568114","13,928858","0,8","54,6",
03/11/2014 11.00,"28,058733","10,14763","14,096512","0,7","73,2",
03/11/2014 12.00,"23,970035","7,920844","12,353628","0,7","75,2",
03/11/2014 13.00,"28,263662","8,700748","15,41196","0,7","70,3",
03/11/2014 14.00,"23,376016","8,501965","11,717238","0,7","80,2",
03/11/2014 15.00,"20,755466","6,660901","11,069948","0,6","83,9",
03/11/2014 16.00,"20,332667","6,641024","10,591985","0,6","82,0",
03/11/2014 17.00,"27,613237","7,945798","15,501441","0,7","65,7",
03/11/2014 18.00,"35,774436","9,94631","20,585567","0,9","50,3",
03/11/2014 19.00,"41,49862","11,911716","23,386399","0,9","30,4",
03/11/2014 20.00,"42,394852","12,597717","23,400815","1,0","24,7",
03/11/2014 21.00,"32,140317","8,85935","18,556464","0,9","29,8",
03/11/2014 22.00,"28,93743","7,338454","17,750394","1,6","27,2",
03/11/2014 23.00,"21,980467","5,491893","13,559869","0,9","36,7",
04/11/2014 0.00,"32,200621","11,792025","16,162963","0,8","39,8",
04/11/2014 1.00,"20,390371","4,852405","12,950292","0,8","32,0",
04/11/2014 2.00,"15,858758","4,352066","9,185823","0,8","34,6",
04/11/2014 3.00,"13,994356","4,355872","7,315585",,"41,9",
04/11/2014 4.00,"14,275152","5,440293","6,359379","0,7",,
04/11/2014 5.00,"10,930254","4,412123","4,206088","1,2","53,2",
04/11/2014 6.00,"14,046884","5,534186","5,967461","0,6","54,3",
04/11/2014 7.00,"24,966761","8,926176","11,729347","0,6","49,7",
04/11/2014 8.00,"27,150858","10,512204","13,027601","0,6","63,1",
04/11/2014 9.00,"26,351928","11,118703","11,620013","0,7","64,9",
04/11/2014 10.00,"22,325468","8,72274","10,572195","0,7","68,4",
04/11/2014 11.00,"23,489493","8,035883","12,169595","0,6","76,5",
04/11/2014 12.00,"18,40861","7,430655","8,116467","0,6","93,8",
04/11/2014 13.00,"25,628141","9,321461","11,972789","0,6","89,5",
04/11/2014 14.00,"25,191134","8,341248","13,594541","0,6","91,3",
04/11/2014 15.00,"15,480689","5,370931","8,22637","0,6","95,9",
04/11/2014 16.00,"17,806812","6,177057","9,29583","0,6","96,8",
04/11/2014 17.00,"19,861854","5,974468","10,808337","0,6","91,1",
04/11/2014 18.00,"22,003161","7,052968","11,257091","0,7","78,9",
04/11/2014 19.00,"20,719158","6,868566","10,27139","0,6","75,5",
04/11/2014 20.00,"23,798836","8,068028","11,765113","0,6","63,1",
04/11/2014 21.00,"21,745061","6,822888","11,39911","0,6","59,7",
04/11/2014 22.00,"14,374369","4,822376","6,993287","0,6","70,4",
04/11/2014 23.00,"13,660385","4,516166","6,753994","0,6","72,8",
05/11/2014 0.00,"22,650355","9,496723","9,128305","0,6","66,8",
05/11/2014 1.00,"10,316137","4,228567","3,99144","0,6","74,4",
05/11/2014 2.00,"9,287636","4,299198","2,949969","0,6","81,4",
05/11/2014 3.00,"32,4075","11,971352","15,893487","0,5","88,3",
05/11/2014 4.00,"9,13978","4,367292","3,021878","0,5","78,3",
05/11/2014 5.00,"8,995168","4,036129","2,831295","0,5","83,5",
05/11/2014 6.00,"11,395868","4,969137","4,334858","0,5","80,8",
05/11/2014 7.00,"13,317336","7,523279","4,314652","0,5","82,5",
05/11/2014 8.00,"23,772239","9,261145","12,063613","0,5","83,4",
05/11/2014 9.00,"23,692472","10,477523","11,055499","0,6","85,7",
05/11/2014 10.00,"18,381372","6,927778","9,065853","0,6","95,1",
05/11/2014 11.00,"15,469664","7,288124","6,792441","0,6","100,7",
05/11/2014 12.00,"13,273237","6,55855","5,136672","0,6","101,7",
05/11/2014 13.00,"15,130506","7,503823","6,345503","0,6","102,3",
05/11/2014 14.00,"14,310168","6,555167","5,742482","0,6","100,6",
05/11/2014 15.00,"11,487954","6,00788","4,387262","0,5","101,4",
05/11/2014 16.00,"13,822507","5,971931","6,119127","0,6","101,8",
05/11/2014 17.00,"12,548228","5,995616","4,719321","0,6","100,9",
05/11/2014 18.00,"14,33157","6,048907","6,128204","0,6","102,1",
05/11/2014 19.00,"11,83619","5,377699","4,420089","0,6","100,3",
05/11/2014 20.00,"12,250574","5,655993","4,920823","0,6","101,9",
05/11/2014 21.00,"10,325215","4,708182","3,754198","0,6","103,1",
05/11/2014 22.00,"8,355111","4,145247","2,183456","0,5","105,6",
05/11/2014 23.00,"8,297395","4,0061","2,337797","0,5","101,6",
06/11/2014 0.00,"8,207904","3,949425","2,304075","0,5","103,2",
06/11/2014 1.00,"6,878504","3,782364","1,224992","0,5","104,0",
06/11/2014 2.00,"6,925195","4,195578","1,29741","0,5","104,6",
06/11/2014 3.00,"6,850619","3,80478","1,172465",,"103,3",
06/11/2014 4.00,"6,974481","3,771367","1,305405","0,5",,
06/11/2014 5.00,"6,986802","4,043742","1,405964","0,6","102,1",
06/11/2014 6.00,"7,753963","4,039512","1,878668","0,5","101,1",
06/11/2014 7.00,"10,768131","5,120973","4,035536","0,5","98,6",
06/11/2014 8.00,"12,890631","6,03368","5,550257","0,6","96,8",
06/11/2014 9.00,"16,568201","6,870681","7,37015","0,6","95,3",
06/11/2014 10.00,,,,,,
06/11/2014 11.00,,,,,,
06/11/2014 12.00,,,,,,
06/11/2014 13.00,,,,"0,7",,
06/11/2014 14.00,,,,"0,7",,
06/11/2014 15.00,,,,"0,6",,
06/11/2014 16.00,"15,65189","5,647111","7,366815","0,6","86,6",
06/11/2014 17.00,"19,79247","6,893096","10,069232","0,7","88,1",
06/11/2014 18.00,"19,081089","6,967111","9,334965","0,6","81,1",
06/11/2014 19.00,"16,443043","6,149143","7,434259","0,6","83,6",
06/11/2014 20.00,"14,44311","6,387681","5,792572","0,6","90,1",
06/11/2014 21.00,"13,222657","5,298185","5,501766","0,6","92,2",
06/11/2014 22.00,"12,895819","5,051188","5,493985","0,6","94,1",
06/11/2014 23.00,"55,67069","23,891946","24,942977","0,6","86,8",
07/11/2014 0.00,"13,223306","4,68619","6,14312","0,6","91,0",
07/11/2014 1.00,"11,631269","4,707336","4,816964","0,6","91,9",
07/11/2014 2.00,"11,585874","5,741005","4,460937","0,6","91,8",
07/11/2014 3.00,"11,361497","4,330918","4,737848","0,6","92,6",
07/11/2014 4.00,"10,971758","4,23914","4,471969","0,6","93,7",
07/11/2014 5.00,"10,860865","4,292431","4,287149","0,6","93,9",
07/11/2014 6.00,"12,904248","4,797422","5,776077","0,6","92,6",
07/11/2014 7.00,"12,619563","5,492738","5,053624","0,6","92,4",
07/11/2014 8.00,"21,525869","6,74253","11,963613","0,6","88,5",
07/11/2014 9.00,"20,795025","9,389296","8,908237","0,6","84,6",
07/11/2014 10.00,"16,554584","7,429809","7,076002","0,6","82,7",
07/11/2014 11.00,"21,36245","7,072846","11,40095","0,6","82,9",
07/11/2014 12.00,"20,089478","8,120473","9,578267","0,6","83,1",
07/11/2014 13.00,"20,765849","7,212417","10,661457","0,6","87,7",
07/11/2014 14.00,"21,918861","7,878973","10,815471","0,6","85,4",
07/11/2014 15.00,"23,355271","7,858248","12,465222","0,6","80,1",
07/11/2014 16.00,"24,714492","7,524548","13,773222","0,6","85,3",
07/11/2014 17.00,"33,368529","13,101019","16,109089","0,6","69,3",
07/11/2014 18.00,"24,755352","6,797089","14,34","0,6","68,1",
