Stat,Lendinuso,,,,,  ,
,,,,
Parm,SO2,NO2,NOX,PM10,,,
03/03/2014 8.00,"2,8","12,6","16,6","11,7",,,
03/03/2014 9.00,"3,9","14,5","19,3",,,,
03/03/2014 10.00,"3,3","6,5","9,0","6,8",,,
03/03/2014 11.00,"3,4","5,6","7,8",,,,
03/03/2014 12.00,"3,1","4,8","6,7","4,9",,,
03/03/2014 13.00,"2,5","5,3","7,2",,,,
03/03/2014 14.00,"2,7","4,9","6,5","3,9",,,
03/03/2014 15.00,"2,8","4,2","5,9",,,,
03/03/2014 16.00,"3,1","4,3","6,0","11,2",,,
03/03/2014 17.00,"2,8","4,9","6,6",,,,
03/03/2014 18.00,"2,5","6,8","8,7","5,4",,,
03/03/2014 19.00,"2,4","10,8","14,5",,,,
03/03/2014 20.00,"2,4","13,7","18,6","11,0",,,
03/03/2014 21.00,"2,4","22,1","27,3",,,,
03/03/2014 22.00,"2,0","16,2","22,3","12,9",,,
03/03/2014 23.00,"2,6","30,2","37,0",,,,
04/03/2014 0.00,"2,4","22,6","28,6","18,1",,,
04/03/2014 1.00,"2,6","23,3","30,5",,,,
04/03/2014 2.00,"2,5","22,1","28,5","39,3",,,
04/03/2014 3.00,"2,4","13,0","19,0",,,,
04/03/2014 4.00,"2,6","7,2","10,7","43,2",,,
04/03/2014 5.00,"2,5","5,2","7,7",,,,
04/03/2014 6.00,"2,7","7,3","9,5","27,6",,,
04/03/2014 7.00,"2,6","6,8","8,9",,,,
04/03/2014 8.00,"2,8","5,7","7,5","16,1",,,
04/03/2014 9.00,"2,5","5,9","7,6",,,,
04/03/2014 10.00,"2,3","9,9","12,5","15,9",,,
04/03/2014 11.00,"2,8","10,6","13,2",,,,
04/03/2014 12.00,"2,3","8,1","11,8","16,1",,,
04/03/2014 13.00,"2,4","6,2","10,0",,,,
04/03/2014 14.00,"2,3","6,7","9,9","9,3",,,
04/03/2014 15.00,"2,5","2,2","3,8",,,,
04/03/2014 16.00,"2,3","2,4","4,0","4,4",,,
04/03/2014 17.00,"2,2","2,3","3,8",,,,
04/03/2014 18.00,"2,1","4,7","6,7","2,4",,,
04/03/2014 19.00,"2,1","12,0","14,7",,,,
04/03/2014 20.00,"2,2","21,5","26,1","2,4",,,
04/03/2014 21.00,"2,1","16,3","19,4",,,,
04/03/2014 22.00,"2,1","5,2","7,5","15,9",,,
04/03/2014 23.00,"2,0","4,2","6,5",,,,
05/03/2014 0.00,"1,9","6,1","9,7","19,5",,,
05/03/2014 1.00,"2,0",,,,,,
05/03/2014 2.00,,"6,5","9,4","10,7",,,
05/03/2014 3.00,"2,0","4,9","6,8",,,,
05/03/2014 4.00,"1,6","7,8","13,1","14,7",,,
05/03/2014 5.00,"1,6","5,2","11,4",,,,
05/03/2014 6.00,"2,0","3,7","12,6","12,2",,,
05/03/2014 7.00,"1,9","3,5","12,8",,,,
05/03/2014 8.00,"2,1","4,3","13,6","9,5",,,
05/03/2014 9.00,"2,1","5,8","13,8",,,,
05/03/2014 10.00,"2,4","4,1","7,4","14,4",,,
05/03/2014 11.00,"2,7","2,7","4,5",,,,
05/03/2014 12.00,"2,6","2,9","4,7","14,2",,,
05/03/2014 13.00,"2,0","3,8","5,4",,,,
05/03/2014 14.00,"1,9","3,8","5,5","8,3",,,
05/03/2014 15.00,"2,1","6,9","10,7",,,,
05/03/2014 16.00,"1,9","6,0","9,4","7,3",,,
05/03/2014 17.00,"1,7","7,3","11,8",,,,
05/03/2014 18.00,"1,5","6,2","9,9","6,1",,,
05/03/2014 19.00,"1,5","8,0","10,3",,,,
05/03/2014 20.00,"1,4","9,6","14,4","8,5",,,
05/03/2014 21.00,"1,6","8,2","14,3",,,,
05/03/2014 22.00,"1,5","4,8","7,7","10,3",,,
05/03/2014 23.00,"1,5","6,2","9,1",,,,
06/03/2014 0.00,"1,5","5,2","7,5","12,7",,,
06/03/2014 1.00,"1,3","4,5","6,4",,,,
06/03/2014 2.00,"1,0","3,7","5,8","10,7",,,
06/03/2014 3.00,"1,4","4,8","7,8",,,,
06/03/2014 4.00,"1,5","5,6","9,1","6,1",,,
06/03/2014 5.00,"1,5","6,0","9,1",,,,
06/03/2014 6.00,"1,2","5,2","7,3","7,8",,,
06/03/2014 7.00,"1,5","7,8","9,6",,,,
06/03/2014 8.00,"1,5","7,7","10,4","5,6",,,
06/03/2014 9.00,"1,8","5,9","7,8",,,,
06/03/2014 10.00,"2,1","6,8","8,7","3,7",,,
06/03/2014 11.00,"1,4","7,3","12,7",,,,
06/03/2014 12.00,"1,9","5,4","7,8","2,7",,,
06/03/2014 13.00,"1,3","5,0","6,9",,,,
06/03/2014 14.00,"2,0","5,1","7,2","9,5",,,
06/03/2014 15.00,"2,1","4,5","6,5",,,,
06/03/2014 16.00,"2,4","5,3","7,3","6,3",,,
06/03/2014 17.00,"2,2","6,8","8,7",,,,
06/03/2014 18.00,"2,1","6,8","8,7","4,4",,,
06/03/2014 19.00,"2,3","5,7","7,5",,,,
06/03/2014 20.00,"1,8","5,3","7,1","8,1",,,
06/03/2014 21.00,"1,8","5,0","7,0",,,,
06/03/2014 22.00,"1,9","6,6","8,8","7,6",,,
06/03/2014 23.00,"2,3","5,8","7,9",,,,
07/03/2014 0.00,"2,0","5,6","7,4","14,9",,,
07/03/2014 1.00,"1,7",,,,,,
07/03/2014 2.00,,"6,3","8,3","14,2",,,
07/03/2014 3.00,"1,1","7,8","10,7",,,,
07/03/2014 4.00,"1,6","7,0","11,4","23,0",,,
07/03/2014 5.00,"1,2","7,8","15,8",,,,
07/03/2014 6.00,"1,3","6,3","13,0","12,9",,,
07/03/2014 7.00,"2,0","8,4","12,5",,,,
07/03/2014 8.00,"2,2","8,7","12,8","18,3",,,
07/03/2014 9.00,"1,5","5,3","8,5",,,,
07/03/2014 10.00,"2,3","5,2","8,4","13,4",,,
07/03/2014 11.00,"1,8","5,2","8,0",,,,
07/03/2014 12.00,"2,1","5,4","8,1","11,2",,,
07/03/2014 13.00,"2,6","5,3","7,7",,,,
07/03/2014 14.00,"2,7","5,9","8,3","12,5",,,
07/03/2014 15.00,"2,1","5,7","8,2",,,,
07/03/2014 16.00,"2,5","9,4","12,3","12,9",,,
07/03/2014 17.00,"2,2","8,8","13,6",,,,
07/03/2014 18.00,"1,2","9,8","16,4","7,1",,,
07/03/2014 19.00,"0,8","7,7","12,7",,,,
07/03/2014 20.00,"1,3","8,3","13,5","17,1",,,
07/03/2014 21.00,"1,5","7,5","11,2",,,,
07/03/2014 22.00,"0,9","7,5","10,0","13,7",,,
07/03/2014 23.00,"1,2","13,7","15,5",,,,
08/03/2014 0.00,"1,5","8,3","9,8","7,3",,,
08/03/2014 1.00,"1,6","9,0","10,9",,,,
08/03/2014 2.00,"1,2","7,1","8,7","13,2",,,
08/03/2014 3.00,"1,3","5,5","7,0",,,,
08/03/2014 4.00,"1,5","8,2","9,7","7,1",,,
08/03/2014 5.00,"1,5","8,4","9,9",,,,
08/03/2014 6.00,"1,1","7,4","8,9","6,6",,,
08/03/2014 7.00,"1,4","9,2","11,4",,,,
08/03/2014 8.00,"1,4","8,9","12,5","9,3",,,
08/03/2014 9.00,"0,8","5,8","8,5",,,,
08/03/2014 10.00,"0,6","5,9","9,1","12,9",,,
08/03/2014 11.00,"1,2","5,4","8,3",,,,
08/03/2014 12.00,"1,7","5,5","8,3","23,4",,,
08/03/2014 13.00,"1,5","5,5","7,9",,,,
08/03/2014 14.00,"1,5","4,9","7,0","14,4",,,
08/03/2014 15.00,"1,8","6,1","8,2",,,,
08/03/2014 16.00,"1,3","4,8","6,8","11,5",,,
08/03/2014 17.00,"1,0","4,4","6,2",,,,
08/03/2014 18.00,"0,8","4,7","6,3","14,4",,,
08/03/2014 19.00,"1,1","4,8","6,2",,,,
08/03/2014 20.00,"0,9","3,1","4,7","18,1",,,
08/03/2014 21.00,"1,0","4,1","5,4",,,,
08/03/2014 22.00,"1,6","5,9","7,5","12,9",,,
08/03/2014 23.00,"1,2","4,4","5,9",,,,
09/03/2014 0.00,"1,0","3,9","5,6","20,5",,,
09/03/2014 1.00,"1,3",,,,,,
09/03/2014 2.00,,"4,5","5,9","15,6",,,
09/03/2014 3.00,"1,1","3,7","4,9",,,,
09/03/2014 4.00,"1,0","3,7","5,2","19,5",,,
09/03/2014 5.00,"0,7","3,3","4,6",,,,
09/03/2014 6.00,"1,0","4,2","5,7","22,5",,,
09/03/2014 7.00,"0,8","4,6","6,2",,,,
09/03/2014 8.00,"0,8","4,1","5,9","19,5",,,
09/03/2014 9.00,"0,7","3,9","5,6",,,,
09/03/2014 10.00,"0,6","3,7","5,5","22,7",,,
09/03/2014 11.00,"0,9","4,5","7,9",,,,
09/03/2014 12.00,"0,6","8,9","14,2","17,6",,,
09/03/2014 13.00,"0,6","7,1","12,1",,,,
09/03/2014 14.00,"0,9","4,4","8,2","19,5",,,
09/03/2014 15.00,"0,9","3,7","5,5",,,,
09/03/2014 16.00,"1,3","5,3","7,3","14,4",,,
09/03/2014 17.00,"1,1","5,2","7,0",,,,
09/03/2014 18.00,"1,2","7,7","9,5","18,6",,,
09/03/2014 19.00,"0,8","9,7","11,6",,,,
09/03/2014 20.00,"1,3","4,7","6,2","22,7",,,
09/03/2014 21.00,"1,1","5,9","7,3",,,,
09/03/2014 22.00,"0,9","4,0","5,6","22,5",,,
09/03/2014 23.00,"1,2","2,7","4,1",,,,
10/03/2014 0.00,"0,9","2,5","4,1","24,2",,,
10/03/2014 1.00,"1,2","2,3","3,4",,,,
10/03/2014 2.00,"1,0","2,8","4,1","20,5",,,
10/03/2014 3.00,"1,0","2,3","3,7",,,,
10/03/2014 4.00,"1,6","3,0","4,4","23,4",,,
10/03/2014 5.00,"1,2","4,3","6,0",,,,
10/03/2014 6.00,"1,3","5,6","7,6","21,2",,,
10/03/2014 7.00,"1,1","9,9","13,8",,,,
10/03/2014 8.00,"1,4","6,0","8,6","13,9",,,
10/03/2014 9.00,"1,5","4,8","6,7",,,,
10/03/2014 10.00,"2,0","5,4","7,6","20,8",,,
10/03/2014 11.00,"2,1","4,5","6,6",,,,
10/03/2014 12.00,"3,2","4,0","5,7","10,7",,,
10/03/2014 13.00,"3,5","3,8","5,4",,,,
10/03/2014 14.00,"3,6","3,8","5,5","12,2",,,
10/03/2014 15.00,"3,7","5,3","7,2",,,,
10/03/2014 16.00,"3,0","5,5","7,6","8,8",,,
10/03/2014 17.00,"2,4","6,1","8,4",,,,
10/03/2014 18.00,"2,0","6,6","8,3","13,2",,,
10/03/2014 19.00,"1,8","7,6","9,6",,,,
10/03/2014 20.00,"1,1","15,2","18,0","15,6",,,
10/03/2014 21.00,"1,5","11,0","13,1",,,,
10/03/2014 22.00,"0,9","9,6","12,2","22,5",,,
10/03/2014 23.00,"1,0","5,5","6,9",,,,
11/03/2014 0.00,"1,4","5,2","6,8","24,7",,,
11/03/2014 1.00,"1,1",,,,,,
11/03/2014 2.00,,"5,5","7,2","19,0",,,
11/03/2014 3.00,"0,6","4,7","6,3",,,,
11/03/2014 4.00,"1,1","5,7","7,3","24,4",,,
11/03/2014 5.00,"1,3","5,4","7,2",,,,
11/03/2014 6.00,"1,3","6,8","8,6","17,1",,,
11/03/2014 7.00,"1,5","9,0","11,6",,,,
11/03/2014 8.00,"1,1","14,0","17,8","23,0",,,
11/03/2014 9.00,"1,8","13,9","18,2",,,,
11/03/2014 10.00,"2,0","6,9","9,5","18,1",,,
11/03/2014 11.00,"1,7","6,2","8,3",,,,
11/03/2014 12.00,"1,7","6,4","8,3","19,8",,,
11/03/2014 13.00,"1,5","5,9","7,7",,,,
11/03/2014 14.00,"1,4","5,9","7,7","17,8",,,
11/03/2014 15.00,"1,1","6,2","7,9",,,,
11/03/2014 16.00,"1,3","6,0","7,8","17,6",,,
11/03/2014 17.00,"1,3","6,6","8,5",,,,
11/03/2014 18.00,"1,8","8,0","10,0","15,4",,,
11/03/2014 19.00,"1,3","6,7","8,5",,,,
11/03/2014 20.00,"1,3","5,8","7,4","11,0",,,
11/03/2014 21.00,"1,5","4,9","6,5",,,,
11/03/2014 22.00,"1,3","3,8","5,1","10,7",,,
11/03/2014 23.00,"1,5","3,6","4,8",,,,
12/03/2014 0.00,"1,3","3,2","4,6","9,5",,,
12/03/2014 1.00,"1,2","3,6","4,9",,,,
12/03/2014 2.00,"1,2","3,8","5,3","9,3",,,
12/03/2014 3.00,"3,2","4,2","5,8",,,,
12/03/2014 4.00,"3,5","4,7","6,2","18,1",,,
12/03/2014 5.00,"2,7","4,9","6,2",,,,
12/03/2014 6.00,"1,1","5,6","7,0","14,7",,,
12/03/2014 7.00,"1,0","7,3","8,8",,,,
12/03/2014 8.00,"1,1","11,6","14,7","18,8",,,
12/03/2014 9.00,"3,6","8,6","11,5",,,,
12/03/2014 10.00,"4,9","6,1","8,0","21,0",,,
12/03/2014 11.00,"3,6","6,1","8,1",,,,
12/03/2014 12.00,"2,3","9,0","12,6","21,0",,,
12/03/2014 13.00,"2,6","6,6","9,0",,,,
12/03/2014 14.00,"2,8","6,2","8,2","19,3",,,
12/03/2014 15.00,"2,5","7,0","8,9",,,,
12/03/2014 16.00,"2,5","6,9","8,9","10,7",,,
12/03/2014 17.00,"2,2","5,4","7,2",,,,
12/03/2014 18.00,"2,5","8,3","9,9","21,2",,,
12/03/2014 19.00,"2,2","9,4","11,1",,,,
12/03/2014 20.00,"0,8","13,2","14,6","22,2",,,
12/03/2014 21.00,"1,2","13,9","15,4",,,,
12/03/2014 22.00,"0,9","13,7","15,4","25,9",,,
12/03/2014 23.00,"1,0","9,7","11,3",,,,
13/03/2014 0.00,"0,9","9,6","11,3","27,4",,,
13/03/2014 1.00,"1,2",,,,,,
13/03/2014 2.00,,"9,2","11,0","26,6",,,
13/03/2014 3.00,"1,3","7,6","9,3",,,,
13/03/2014 4.00,"1,1","7,6","9,3","24,7",,,
13/03/2014 5.00,"1,5","7,1","8,9",,,,
13/03/2014 6.00,"1,5","7,1","8,9","28,3",,,
13/03/2014 7.00,"1,2","10,1","12,7",,,,
13/03/2014 8.00,"2,6","16,3","19,7","23,4",,,
13/03/2014 9.00,"4,8","9,8","12,5",,,,
13/03/2014 10.00,"3,2","9,7","12,8","26,9",,,
13/03/2014 11.00,"2,7","9,9","12,9",,,,
13/03/2014 12.00,"2,6","13,1","16,8","28,1",,,
13/03/2014 13.00,"3,2","9,1","11,5",,,,
13/03/2014 14.00,"2,9","6,1","8,0","21,2",,,
13/03/2014 15.00,"3,9","7,2","9,2",,,,
13/03/2014 16.00,"8,2","8,3","10,8","21,0",,,
13/03/2014 17.00,"6,1","9,4","12,6",,,,
13/03/2014 18.00,"2,2","14,2","19,5","23,2",,,
13/03/2014 19.00,"1,3","15,3","20,5",,,,
13/03/2014 20.00,"1,0","12,5","19,6","18,1",,,
13/03/2014 21.00,"0,6","26,7","33,4",,,,
13/03/2014 22.00,"0,7","23,0","33,8","26,1",,,
13/03/2014 23.00,"0,7","17,0","27,4",,,,
14/03/2014 0.00,"0,6","21,8","32,4","22,2",,,
14/03/2014 1.00,"0,4","20,8","25,4",,,,
14/03/2014 2.00,"0,1","12,0","15,0","23,9",,,
14/03/2014 3.00,"0,6","8,8","10,6",,,,
14/03/2014 4.00,"0,6","8,4","10,2","30,5",,,
14/03/2014 5.00,"0,7","8,4","10,3",,,,
14/03/2014 6.00,"0,7","8,4","10,2","34,9",,,
14/03/2014 7.00,"0,8","11,0","14,6",,,,
14/03/2014 8.00,"0,7","14,3","17,9","26,9",,,
14/03/2014 9.00,"1,7","17,0","22,1",,,,
14/03/2014 10.00,"2,7","16,5","21,5","26,9",,,
14/03/2014 11.00,"2,7","12,1","15,4",,,,
14/03/2014 12.00,"2,1","12,0","15,0","37,9",,,
14/03/2014 13.00,"2,0","12,6","15,6",,,,
14/03/2014 14.00,"2,3","14,5","17,7","20,5",,,
14/03/2014 15.00,"2,8","15,7","19,0",,,,
14/03/2014 16.00,"3,6","13,9","16,6","15,6",,,
14/03/2014 17.00,"3,9","17,8","21,4",,,,
14/03/2014 18.00,"1,6","16,9","22,7","26,1",,,
14/03/2014 19.00,"1,0","18,9","27,3",,,,
14/03/2014 20.00,"1,1","18,0","27,8","22,0",,,
14/03/2014 21.00,"1,1","12,5","22,2",,,,
14/03/2014 22.00,"1,1","12,5","21,7","20,8",,,
14/03/2014 23.00,"1,2","21,9","33,2",,,,
15/03/2014 0.00,"1,0","27,4","39,5","22,7",,,
15/03/2014 1.00,"1,2",,,,,,
15/03/2014 2.00,,"19,5","29,0","27,1",,,
15/03/2014 3.00,"1,0","19,8","26,4",,,,
15/03/2014 4.00,"1,3","15,3","19,3","41,8",,,
15/03/2014 5.00,"0,6","13,8","18,8",,,,
15/03/2014 6.00,"1,2","13,3","18,1","45,2",,,
15/03/2014 7.00,"1,2","14,6","20,7",,,,
15/03/2014 8.00,"1,6","18,8","26,4","43,0",,,
15/03/2014 9.00,"2,5","17,0","22,8",,,,
15/03/2014 10.00,"5,4","14,0","18,5","50,8",,,
15/03/2014 11.00,"6,0","14,3","18,4",,,,
15/03/2014 12.00,"5,1","11,8","14,4","48,1",,,
15/03/2014 13.00,"3,9","10,0","12,0",,,,
15/03/2014 14.00,"4,8","9,8","12,0","26,6",,,
15/03/2014 15.00,"4,9","6,6","8,5",,,,
15/03/2014 16.00,"4,3","5,9","7,2","21,0",,,
15/03/2014 17.00,"3,2","6,6","8,2",,,,
15/03/2014 18.00,"2,6","8,1","9,8","12,2",,,
15/03/2014 19.00,,,,,,,
15/03/2014 20.00,,,,,,,
15/03/2014 21.00,,,,,,,
15/03/2014 22.00,,,,,,,
15/03/2014 23.00,,,,,,,
16/03/2014 0.00,,,,,,,
16/03/2014 1.00,,,,,,,
16/03/2014 2.00,,,,,,,
16/03/2014 3.00,,,,,,,
16/03/2014 4.00,,,,,,,
16/03/2014 5.00,,,,,,,
16/03/2014 6.00,,,,,,,
16/03/2014 7.00,,,,,,,
16/03/2014 8.00,,,,,,,
16/03/2014 9.00,,,,,,,
16/03/2014 10.00,,,,,,,
16/03/2014 11.00,,,,,,,
16/03/2014 12.00,,,,,,,
16/03/2014 13.00,,,,,,,
16/03/2014 14.00,,,,,,,
16/03/2014 15.00,,,,,,,
16/03/2014 16.00,,,,,,,
16/03/2014 17.00,,,,,,,
16/03/2014 18.00,,,,,,,
16/03/2014 19.00,,,,,,,
16/03/2014 20.00,,,,,,,
16/03/2014 21.00,,,,,,,
16/03/2014 22.00,,,,,,,
16/03/2014 23.00,,,,,,,
17/03/2014 0.00,,,,,,,
17/03/2014 1.00,,,,,,,
17/03/2014 2.00,,,,,,,
17/03/2014 3.00,,,,,,,
17/03/2014 4.00,,,,,,,
17/03/2014 5.00,,,,,,,
17/03/2014 6.00,,,,,,,
17/03/2014 7.00,,,,,,,
17/03/2014 8.00,,,,,,,
17/03/2014 9.00,,,,,,,
17/03/2014 10.00,,,,,,,
17/03/2014 11.00,,,,,,,
17/03/2014 12.00,,,,,,,
17/03/2014 13.00,,,,,,,
17/03/2014 14.00,,,,,,,
17/03/2014 15.00,,,,,,,
17/03/2014 16.00,,,,,,,
17/03/2014 17.00,,,,,,,
17/03/2014 18.00,,,,,,,
17/03/2014 19.00,,,,,,,
17/03/2014 20.00,,,,,,,
17/03/2014 21.00,,,,,,,
17/03/2014 22.00,,,,,,,
17/03/2014 23.00,,,,,,,
18/03/2014 0.00,,,,,,,
18/03/2014 1.00,,,,,,,
18/03/2014 2.00,,,,,,,
18/03/2014 3.00,,,,,,,
18/03/2014 4.00,,,,,,,
18/03/2014 5.00,,,,,,,
18/03/2014 6.00,,,,,,,
18/03/2014 7.00,,,,,,,
18/03/2014 8.00,,,,,,,
18/03/2014 9.00,,,,,,,
18/03/2014 10.00,,,,,,,
18/03/2014 11.00,,,,,,,
18/03/2014 12.00,,,,,,,
18/03/2014 13.00,"3,6","12,7","15,1",,,,
18/03/2014 14.00,"3,4","14,4","16,8","42,0",,,
18/03/2014 15.00,"2,7","13,7","15,8",,,,
18/03/2014 16.00,"2,3","14,7","17,1","35,9",,,
18/03/2014 17.00,"2,4","18,2","21,3",,,,
18/03/2014 18.00,"1,7","21,2","27,3","32,5",,,
18/03/2014 19.00,"1,4","19,9","26,1",,,,
18/03/2014 20.00,"1,2","21,3","30,1","51,0",,,
18/03/2014 21.00,"1,2","28,7","33,0",,,,
18/03/2014 22.00,"0,9","26,2","30,9","57,6",,,
18/03/2014 23.00,"0,9","15,8","19,6",,,,
19/03/2014 0.00,"1,0","15,0","18,2","72,5",,,
19/03/2014 1.00,"1,0",,,,,,
19/03/2014 2.00,,"14,7","18,5","77,7",,,
19/03/2014 3.00,"1,0","14,2","18,1",,,,
19/03/2014 4.00,"0,9","13,6","16,9","57,6",,,
19/03/2014 5.00,"0,9","13,9","19,4",,,,
19/03/2014 6.00,"1,1","12,7","18,2","47,6",,,
19/03/2014 7.00,"1,1","16,4","23,1",,,,
19/03/2014 8.00,"1,3","18,8","26,7","43,7",,,
19/03/2014 9.00,"1,4","15,3","19,3",,,,
19/03/2014 10.00,"1,8","12,0","15,2","58,4",,,
19/03/2014 11.00,"1,6","8,5","10,6",,,,
19/03/2014 12.00,"1,6","7,5","9,6","31,0",,,
19/03/2014 13.00,"1,5","8,1","10,1",,,,
19/03/2014 14.00,"1,3","8,8","10,8","15,1",,,
19/03/2014 15.00,"1,4","9,1","11,1",,,,
19/03/2014 16.00,"1,8","9,2","11,3","7,3",,,
19/03/2014 17.00,"1,8","10,7","13,3",,,,
19/03/2014 18.00,"1,4","14,0","17,1","3,4",,,
19/03/2014 19.00,"1,6","16,3","19,6",,,,
19/03/2014 20.00,"1,2","12,9","15,2","1,5",,,
19/03/2014 21.00,"1,1","11,1","12,8",,,,
19/03/2014 22.00,"0,9","8,1","9,7","19,0",,,
19/03/2014 23.00,"1,2","8,9","10,6",,,,
20/03/2014 0.00,"1,2","8,6","10,1","32,5",,,
20/03/2014 1.00,"1,3","8,1","9,7",,,,
20/03/2014 2.00,"1,1","7,2","8,9","30,0",,,
20/03/2014 3.00,"1,1","8,1","9,8",,,,
20/03/2014 4.00,"1,0","9,0","10,8","38,8",,,
20/03/2014 5.00,"1,0","8,1","9,8",,,,
20/03/2014 6.00,"1,5","6,6","8,3","31,5",,,
20/03/2014 7.00,"0,9","10,4","13,2",,,,
20/03/2014 8.00,"0,8","13,2","19,2","23,4",,,
20/03/2014 9.00,"1,8","10,2","15,7",,,,
20/03/2014 10.00,"1,6","9,0","13,1","17,1",,,
20/03/2014 11.00,"1,0","6,7","8,9",,,,
20/03/2014 12.00,"1,5","5,9","8,1","9,3",,,
20/03/2014 13.00,"1,9","6,2","8,5",,,,
20/03/2014 14.00,"1,3","5,0","6,7","6,3",,,
20/03/2014 15.00,"0,8","4,1","5,6",,,,
20/03/2014 16.00,"0,8","4,1","5,6","9,3",,,
20/03/2014 17.00,"0,9","8,4","10,5",,,,
20/03/2014 18.00,"1,6","8,1","9,8","5,4",,,
20/03/2014 19.00,"1,0","8,7","10,2",,,,
20/03/2014 20.00,"0,8","7,8","9,5","7,6",,,
20/03/2014 21.00,"0,7","13,0","14,8",,,,
20/03/2014 22.00,"0,7","15,7","18,2","13,7",,,
20/03/2014 23.00,"0,7","15,0","17,8",,,,
21/03/2014 0.00,"0,6","13,9","17,1","23,4",,,
21/03/2014 1.00,"0,5",,,,,,
21/03/2014 2.00,,"10,0","14,6","17,8",,,
21/03/2014 3.00,"0,1","9,3","12,6",,,,
21/03/2014 4.00,"0,5","10,7","15,7","18,3",,,
21/03/2014 5.00,"0,8","9,3","12,8",,,,
21/03/2014 6.00,"0,6","10,7","14,5","21,2",,,
21/03/2014 7.00,"0,8","15,6","24,0",,,,
21/03/2014 8.00,"1,5","18,5","30,9","18,8",,,
21/03/2014 9.00,"2,4","12,4","20,3",,,,
21/03/2014 10.00,"2,9","10,1","13,9","15,4",,,
21/03/2014 11.00,"2,3","8,7","11,5",,,,
21/03/2014 12.00,"1,9","6,5","8,5","17,1",,,
21/03/2014 13.00,"1,9","6,2","8,1",,,,
21/03/2014 14.00,"2,2","6,5","8,5","11,7",,,
21/03/2014 15.00,"1,6","6,0","7,8",,,,
21/03/2014 16.00,"1,9","6,6","8,7","14,2",,,
21/03/2014 17.00,"1,4","7,3","9,7",,,,
21/03/2014 18.00,"0,8","7,7","10,2","11,2",,,
21/03/2014 19.00,"0,4","8,4","10,7",,,,
21/03/2014 20.00,"0,7","5,2","7,1","19,0",,,
21/03/2014 21.00,"0,6","7,1","9,9",,,,
21/03/2014 22.00,"0,6","12,7","17,7","24,4",,,
21/03/2014 23.00,"0,2","12,3","20,2",,,,
22/03/2014 0.00,"0,7","12,4","18,8","26,6",,,
22/03/2014 1.00,"0,7","10,9","16,1",,,,
22/03/2014 2.00,"0,9","10,4","15,9","21,5",,,
22/03/2014 3.00,"1,0","13,1","20,1",,,,
22/03/2014 4.00,"0,9","14,3","22,4","27,8",,,
22/03/2014 5.00,"0,7","7,6","11,1",,,,
22/03/2014 6.00,"1,0","7,8","10,5","16,6",,,
22/03/2014 7.00,"0,8","14,7","22,9",,,,
22/03/2014 8.00,"0,8","10,6","17,8","25,9",,,
22/03/2014 9.00,"1,3","7,1","9,8",,,,
22/03/2014 10.00,"1,4","7,3","9,8","31,0",,,
22/03/2014 11.00,"1,7","5,3","7,3",,,,
22/03/2014 12.00,"1,8","4,7","6,6","15,9",,,
22/03/2014 13.00,"2,0","5,1","6,7",,,,
22/03/2014 14.00,"2,0","5,7","7,5","9,5",,,
22/03/2014 15.00,"1,9","5,0","6,8",,,,
22/03/2014 16.00,"2,2","4,6","6,3","5,9",,,
22/03/2014 17.00,"2,3","4,3","5,7",,,,
22/03/2014 18.00,"2,1","5,8","7,4","2,4",,,
22/03/2014 19.00,"1,8","9,0","10,8",,,,
22/03/2014 20.00,"1,6","9,4","12,0","21,5",,,
22/03/2014 21.00,"1,1","14,3","20,0",,,,
22/03/2014 22.00,"0,9","16,6","24,9","19,5",,,
22/03/2014 23.00,"1,0","19,3","32,4",,,,
23/03/2014 0.00,"1,2","15,0","28,6","34,9",,,
23/03/2014 1.00,"0,7",,,,,,
23/03/2014 2.00,,"12,2","21,3","22,0",,,
23/03/2014 3.00,"1,6","15,0","27,6",,,,
23/03/2014 4.00,"1,3","17,1","37,1","22,0",,,
23/03/2014 5.00,"1,3","17,2","32,1",,,,
23/03/2014 6.00,"1,2","10,2","18,6","21,2",,,
23/03/2014 7.00,"1,7","10,9","17,9",,,,
23/03/2014 8.00,"1,7","10,5","16,1","23,2",,,
23/03/2014 9.00,"1,5","6,6","9,1",,,,
23/03/2014 10.00,"2,1","4,5","6,3","45,9",,,
23/03/2014 11.00,"2,6","4,7","6,4",,,,
23/03/2014 12.00,"3,0","4,5","6,4","30,5",,,
23/03/2014 13.00,"3,0","4,7","6,4",,,,
23/03/2014 14.00,"2,8","4,8","6,6","17,1",,,
23/03/2014 15.00,"3,6","3,7","5,1",,,,
23/03/2014 16.00,"3,5","3,6","4,9","13,4",,,
23/03/2014 17.00,"3,1","3,7","5,1",,,,
23/03/2014 18.00,"2,4","4,2","5,5","12,2",,,
23/03/2014 19.00,"2,3","4,4","5,8",,,,
23/03/2014 20.00,"1,8","4,6","6,0","23,4",,,
23/03/2014 21.00,"1,7","4,5","6,0",,,,
23/03/2014 22.00,"1,7","4,8","6,4","31,3",,,
23/03/2014 23.00,"1,9","4,3","5,9",,,,
24/03/2014 0.00,"1,8","4,3","5,9","33,0",,,
24/03/2014 1.00,"1,8","5,1","7,2",,,,
24/03/2014 2.00,"1,8","7,0","9,9","26,4",,,
24/03/2014 3.00,"2,4","8,2","12,3",,,,
24/03/2014 4.00,"2,2","4,3","6,4","23,9",,,
