,Regione Puglia,,
12/10/2006 18.00,"1,00547027","6,93063672","1,17295928"
12/10/2006 19.00,"0,82682507","7,44070096","1,2001364"
12/10/2006 20.00,"0,97601897","10,53222714","1,23416489"
12/10/2006 21.00,"0,83652521","14,15069862","1,31325091"
12/10/2006 22.00,"0,88078912","15,22533248","1,33308853"
12/10/2006 23.00,"0,87505731","11,5796131","1,29311272"
13/10/2006 0.00,"0,99021527","9,6938075","1,26043913"
13/10/2006 1.00,,"7,66393461","1,22761526"
13/10/2006 2.00,"0,55417042",,"1,23111608"
13/10/2006 3.00,"0,5567658","10,53353113",
13/10/2006 4.00,"0,54968647","9,41216798","1,14284986"
13/10/2006 5.00,"0,50576529","9,2135934","1,11393572"
13/10/2006 6.00,"0,62643946","7,35244686","1,10753055"
13/10/2006 7.00,"0,46889294","9,42125381","1,10431049"
13/10/2006 8.00,"0,54184031","17,02158765","1,20022727"
13/10/2006 9.00,"0,51912765","20,24289848","1,16449672"
13/10/2006 10.00,"0,58803347","10,4141229","1,11861669"
13/10/2006 11.00,"0,72021194","4,8228919","1,06603325"
13/10/2006 12.00,"0,76631662","4,5101059","1,06022806"
13/10/2006 13.00,"0,57355037","3,96500044","1,04037762"
13/10/2006 14.00,"0,63490496","4,23495763","1,03588422"
13/10/2006 15.00,"0,64165988","3,78589193","1,05981565"
13/10/2006 16.00,"0,59995067","3,9156804","1,09034098"
13/10/2006 17.00,"0,55065974","4,35436012","1,07386089"
13/10/2006 18.00,"0,64800189","5,58604184","2,24913153"
13/10/2006 19.00,"0,47653264","8,66848794",
13/10/2006 20.00,"0,51830185","9,01891356",
13/10/2006 21.00,"0,43974978","12,55171405",
13/10/2006 22.00,"0,4682146","12,71135075",
13/10/2006 23.00,"0,60118938","8,48808309",
14/10/2006 0.00,"0,56650053","8,86965902",
14/10/2006 1.00,"0,5879155","9,98453092",
14/10/2006 2.00,"0,51018924","10,23242363",
14/10/2006 3.00,"0,49199002","6,98904258",
14/10/2006 4.00,"0,48137051","5,6561262",
14/10/2006 5.00,"0,54225321","7,03965705",
14/10/2006 6.00,"0,46464493","10,34533106",
14/10/2006 7.00,"0,45818494","15,33565679",
14/10/2006 8.00,"0,52482082","29,86402512",
14/10/2006 9.00,"0,55658885","23,32922976",
14/10/2006 10.00,"0,57599829","15,27335427","1,40570881"
14/10/2006 11.00,,"12,95406194","1,40879023"
14/10/2006 12.00,"0,64744152","11,56792504","1,43895558"
14/10/2006 13.00,"0,71180542","9,01891356","1,43445169"
14/10/2006 14.00,"0,62661641","8,09872341","1,47834889"
14/10/2006 15.00,"0,75012293","7,47834059","1,48945716"
14/10/2006 16.00,"0,71776402","8,60878574","1,4664787"
14/10/2006 17.00,"0,62446343","9,94170021","1,46769962"
14/10/2006 18.00,"0,60900604","12,1883155","1,50965011"
14/10/2006 19.00,"0,55281374","13,79248542","1,49804671"
14/10/2006 20.00,"0,47868563","37,81479032","1,670963"
14/10/2006 21.00,"0,63750137","50,572878","1,7269995"
14/10/2006 22.00,"0,70510949","51,64621744","1,84556038"
14/10/2006 23.00,"0,90182882","48,1601252","1,96809042"
15/10/2006 0.00,"1,06194123","61,56844584","2,04443404"
15/10/2006 1.00,,"37,84723696","2,11425016"
15/10/2006 2.00,"1,08605328",,"2,03168544"
15/10/2006 3.00,"1,77881538","39,09579208",
15/10/2006 4.00,"1,91432961","63,38027616","1,84206305"
15/10/2006 5.00,"1,99595606","37,58118216","1,83880688"
15/10/2006 6.00,"1,06873784","55,0245876","1,6029235"
15/10/2006 7.00,"1,17880979","33,36178056","1,50984233"
15/10/2006 8.00,"1,10372061","44,19771552","1,53811106"
15/10/2006 9.00,"0,98764226","34,48314944","1,38381846"
15/10/2006 10.00,"0,81378916","19,85093848","1,23327832"
15/10/2006 11.00,"1,00372001","7,88457367","1,10430467"
15/10/2006 12.00,"1,05354386","6,32323256","1,14896844"
15/10/2006 13.00,"0,92439096","7,18372242","1,14460202"
15/10/2006 14.00,"0,76219777","5,90012799","1,11219521"
15/10/2006 15.00,"0,76431821","5,2096589","1,13897041"
15/10/2006 16.00,"0,83905449","5,33814722","1,10893904"
15/10/2006 17.00,"0,68799236","5,54061654","1,12073699"
15/10/2006 18.00,"0,58074768","8,61008398","1,17513084"
15/10/2006 19.00,"0,95424907","23,03981032","1,4054595"
15/10/2006 20.00,"0,90424928","18,16631734","1,51600868"
15/10/2006 21.00,"0,67491781","18,39993315","1,34352111"
15/10/2006 22.00,"0,80725189","19,71725144","1,33041952"
15/10/2006 23.00,"0,92403705","17,50959314","1,32118806"
16/10/2006 0.00,"0,73640258","5,59772225","1,25181813"
16/10/2006 1.00,"0,70354026","3,67557335","1,21573342"
16/10/2006 2.00,"0,72403484","3,39393575","1,18819282"
16/10/2006 3.00,"0,71361161","3,05908337","1,19455139"
16/10/2006 4.00,"0,73622664","3,44195754","1,19229129"
16/10/2006 5.00,"0,73057212","5,29921316","1,16685701"
16/10/2006 6.00,"0,64488275","13,80416391","1,16995941"
16/10/2006 7.00,"0,82209297","21,88601392","1,23530775"
16/10/2006 8.00,"1,28799796","60,35105632","1,56664773"
16/10/2006 9.00,"1,0291623","44,49493592","1,37516018"
16/10/2006 10.00,"0,93039737","7,42512772","1,15513595"
16/10/2006 11.00,"0,85725167","4,84495638","1,11116186"
16/10/2006 12.00,"0,90106912","4,27648818","1,1075224"
16/10/2006 13.00,"1,03145869","4,76189336","1,08656871"
16/10/2006 14.00,"0,90513203","4,75280754","1,11667697"
16/10/2006 15.00,"1,07580497","5,8806581","1,19573853"
16/10/2006 16.00,"1,07562903","4,70997682","1,16850316"
16/10/2006 17.00,"1,12456911","4,21289315","1,14701473"
16/10/2006 18.00,"0,86908955","4,76708444","1,13479505"
16/10/2006 19.00,"0,99665288","5,24340379","1,18788643"
16/10/2006 20.00,"0,90954988","5,12399939","1,2299837"
16/10/2006 21.00,"0,80848856","4,03378655","1,19907159"
16/10/2006 22.00,"0,70919376","3,99225409","1,18145097"
16/10/2006 23.00,"0,78251641","3,91957514","1,1690775"
17/10/2006 0.00,"0,77474246","4,4504037","1,21255414"
17/10/2006 1.00,,"4,35565837","1,2091069"
17/10/2006 2.00,"0,74285341",,"1,18394057"
17/10/2006 3.00,"0,75553133","3,8559782",
17/10/2006 4.00,"0,71303599","3,61587115","1,10230087"
17/10/2006 5.00,"0,69178781","3,71710582","1,11084148"
17/10/2006 6.00,"0,72090147","3,7508507","1,09096425"
17/10/2006 7.00,"0,74614036","4,34916904","1,05090223"
17/10/2006 8.00,"0,81950979","4,99161634","1,00555577"
17/10/2006 9.00,"1,06403625","5,09804208","1,02845851"
17/10/2006 10.00,,"5,53768545",
17/10/2006 11.00,"0,96930168","4,27259535","0,97008968"
17/10/2006 12.00,"1,04126257","4,06493686","1,01172095"
17/10/2006 13.00,"0,89933615","3,97408435","1,01520663"
17/10/2006 14.00,"1,04349285","4,35046729","1,01746557"
17/10/2006 15.00,"1,11885764","3,70412716","1,04439105"
17/10/2006 16.00,"0,93854455","3,47310594","1,06698855"
17/10/2006 17.00,"0,92187491","3,62625522","1,09268729"
17/10/2006 18.00,"0,84521853","4,95138212","1,08690423"
17/10/2006 19.00,"0,68803101","5,15774428","1,15159318"
17/10/2006 20.00,"0,79720596","5,11102074","1,21708599"
17/10/2006 21.00,"0,95967476","4,42444639","1,16894236"
17/10/2006 22.00,"0,75247932","3,99355234","1,17641118"
17/10/2006 23.00,"0,82127123","4,26480778","1,21022996"
18/10/2006 0.00,"0,82314861","5,40952982","1,1999267"
18/10/2006 1.00,"0,80460158","4,29855266","1,19686275"
18/10/2006 2.00,"0,77090939","4,94619104","1,21371564"
18/10/2006 3.00,"0,61524839","4,99031809","1,19311029"
18/10/2006 4.00,"0,83793986",,"1,19058107"
18/10/2006 5.00,"0,86940076",,"1,20011776"
18/10/2006 6.00,"0,77431431",,"1,1974371"
18/10/2006 7.00,"0,69284447",,"1,16365676"
18/10/2006 8.00,"0,94089281",,"1,38070325"
18/10/2006 9.00,"1,07483679",,"1,53214043"
18/10/2006 10.00,"2,36896014",,"1,30682128"
18/10/2006 16.00,,,
18/10/2006 17.00,,"7,12142373",
18/10/2006 18.00,"0,80694882",,"1,25634183"
18/10/2006 19.00,"0,97223573","22,95933424","1,42444084"
18/10/2006 20.00,"0,95955781","32,29104144","1,51659118"
18/10/2006 21.00,"0,93924933","30,0483228","1,42601126"
18/10/2006 22.00,"1,09197527","94,30985888","1,77699081"
18/10/2006 23.00,"1,2416492","79,42327544","1,59058615"
19/10/2006 0.00,"1,07741895","107,60137544","1,69276947"
19/10/2006 1.00,,"78,49140488","1,62854185"
19/10/2006 2.00,"0,82734069","55,60472664","1,48568256"
19/10/2006 3.00,"1,80748766","39,11525624",
19/10/2006 4.00,"1,87867359","25,40973432","1,34530938"
19/10/2006 5.00,"1,41770105","31,2851956","1,28290849"
19/10/2006 6.00,"0,77980509","55,50868688","1,39820854"
19/10/2006 7.00,"0,88496187","72,66265376","1,59583098"
19/10/2006 8.00,"1,26616907","132,4438576","1,84520622"
19/10/2006 9.00,"1,96539623","110,12053104","1,69170349"
19/10/2006 10.00,"1,1159124","76,88981808","1,29840415"
19/10/2006 11.00,"0,87232463","32,06651528","1,23233933"
19/10/2006 12.00,"0,92391704","20,54660056","1,23428488"
19/10/2006 13.00,"0,76554472","22,08457512","1,20218797"
19/10/2006 14.00,"0,77041411","21,33310176","1,21859932"
19/10/2006 15.00,"0,74826995","18,37786867","1,20489776"
19/10/2006 16.00,"0,86757117","18,79318758","1,20806539"
19/10/2006 17.00,"0,61899807","21,83798448","1,21417116"
19/10/2006 18.00,"0,56276814","24,72055392","1,30126656"
19/10/2006 19.00,"0,52682634","63,70862392","1,46339611"
19/10/2006 20.00,"0,51279784","60,37180152","1,5680469"
19/10/2006 21.00,"0,6496057","47,75388256","1,48610429"
19/10/2006 22.00,"0,60404207","37,9380952","1,43381676"
19/10/2006 23.00,"0,51198628",,"1,36546155"
20/10/2006 0.00,"0,40323542",,"1,32096088"
20/10/2006 1.00,"0,45169852",,"1,29019789"
20/10/2006 2.00,"0,47523393",,"1,2695506"
20/10/2006 3.00,"0,47268329",,"1,21573692"
20/10/2006 4.00,"0,51534848",,"1,24104072"
20/10/2006 5.00,"0,40474261",,"1,2324535"
20/10/2006 6.00,"0,48984212",,"1,22917053"
20/10/2006 7.00,"0,32602071",,"1,2051261"
20/10/2006 8.00,"0,47488612",,"1,32206647"
20/10/2006 9.00,"0,39384444",,"1,4780122"
20/10/2006 10.00,"0,52172507",,"1,38313227"
20/10/2006 11.00,"0,5141891",,"1,33550125"
20/10/2006 12.00,"0,60381019",,"1,37927729"
20/10/2006 13.00,"0,50236342",,"1,33836365"
20/10/2006 14.00,"0,35199082",,"1,32928015"
20/10/2006 15.00,"0,60056393",,"1,30767755"
20/10/2006 16.00,"0,34793299",,"1,3061514"
20/10/2006 17.00,"0,45262602",,"1,29321291"
20/10/2006 18.00,"0,33529575",,"1,34267648"
20/10/2006 19.00,"0,37830875",,"1,3845827"
20/10/2006 20.00,"0,35999054",,"1,44599218"
20/10/2006 21.00,"0,36010648",,"1,20886691"
20/10/2006 22.00,"0,32161506",,"1,44228981"
20/10/2006 23.00,"0,41981455",,"1,44709893"
21/10/2006 0.00,"0,43569806",,"1,38213969"
21/10/2006 1.00,,,"1,33908945"
21/10/2006 2.00,"0,70204934",,"1,3197388"
21/10/2006 3.00,"0,45081779","7,01110515",
21/10/2006 4.00,"0,45081779","5,56138278","1,23169159"
21/10/2006 5.00,"0,45665334","5,62887064","1,21121672"
21/10/2006 6.00,"0,45869548","13,8807376","1,29444781"
21/10/2006 7.00,"0,74348395","17,01640039","1,3690416"
21/10/2006 8.00,"0,71488795","33,89780976","1,48766889"
21/10/2006 9.00,"0,70438335","33,46562128","1,46479528"
21/10/2006 10.00,"0,62180702","30,1404812","1,38308451"
21/10/2006 11.00,"0,54564999","15,34863545","1,27701825"
21/10/2006 12.00,"0,56053074","9,09938199","1,25155717"
21/10/2006 13.00,"0,66674317","5,93387097","1,253194"
21/10/2006 14.00,"0,66207412","9,75221336","1,29380124"
21/10/2006 15.00,"0,63318725","9,53027414","1,29094699"
21/10/2006 16.00,"0,66586753","11,99103343","1,29517128"
21/10/2006 17.00,"0,5118022","8,79567991","1,24383206"
21/10/2006 18.00,"0,61101055","22,89704128","1,38696629"
21/10/2006 19.00,"0,79892469","36,37285552","1,51571626"
21/10/2006 20.00,"0,73939866","54,76629552","1,73462559"
21/10/2006 21.00,"0,76099161","52,50281256","1,75749803"
21/10/2006 22.00,"0,66995282","34,31701576","1,55571537"
21/10/2006 23.00,"0,59496229","23,81594848","1,42213181"
22/10/2006 0.00,"0,49692044","20,5206356","1,40961156"
22/10/2006 1.00,"0,51880526","20,08454664","1,4119334"
22/10/2006 2.00,"0,52288953","15,83793154","1,32150727"
22/10/2006 3.00,"0,46394828","12,7061635","1,25357379"
22/10/2006 4.00,"0,48758336","10,55947888","1,21289082"
22/10/2006 5.00,"0,48670772","8,2466797","1,22175764"
22/10/2006 6.00,"0,50450726","7,42642406","1,21441231"
22/10/2006 7.00,"0,4117172","8,17399885","1,19546009"
22/10/2006 8.00,"0,5129687","10,95403346","1,20988396"
22/10/2006 9.00,"0,57015969","11,03580588","1,27229883"
22/10/2006 10.00,"0,45169241","11,91316723","1,24847458"
22/10/2006 11.00,"0,48466559","11,9274384","1,26438382"
22/10/2006 12.00,"0,45402745","10,69057325","1,27755065"
22/10/2006 13.00,"0,46890819","6,60746666","1,2343175"
22/10/2006 14.00,"0,48262244","5,51336098","1,22522118"
22/10/2006 15.00,"0,47970466","4,81510623","1,23812356"
22/10/2006 16.00,"0,5987557","5,69895691","1,23869324"
22/10/2006 17.00,"0,38749836","9,6029569","1,20919894"
22/10/2006 18.00,"0,50859255","15,5614812","1,27800733"
22/10/2006 19.00,"0,54302308","19,92101328","1,30601743"
22/10/2006 20.00,"0,55031802","30,89193544","1,44215117"
22/10/2006 21.00,"0,43827005","24,77376488","1,4035221"
22/10/2006 22.00,"0,42368118","19,38760352","1,32272469"
22/10/2006 23.00,"0,46540666","18,06766962","1,25874988"
23/10/2006 0.00,"0,51442809","15,58484584","1,2503013"
23/10/2006 1.00,,"14,14810403","1,24337538"
23/10/2006 2.00,"0,60925317",,"1,19679285"
23/10/2006 3.00,"0,75209286","10,24928938",
23/10/2006 4.00,"0,65123087","10,46863402","1,26403316"
23/10/2006 5.00,"0,72060959","14,66335744","1,19152822"
23/10/2006 6.00,"0,68912734","25,54990304","1,207293"
23/10/2006 7.00,"0,72410807","25,84580416","1,2301037"
23/10/2006 8.00,"0,92291733","44,38331336","1,39971255"
23/10/2006 9.00,"1,0132849","46,20294464","1,44883594"
23/10/2006 10.00,"0,88385538","37,54873552","1,29556388"
23/10/2006 11.00,"0,73576899","16,93593005","1,23737679"
23/10/2006 12.00,"0,69670602","11,58610242","1,21053053"
23/10/2006 13.00,"0,82497006","9,9754451","1,15653278"
23/10/2006 14.00,"0,932828","12,05203388","1,15858901"
23/10/2006 15.00,"0,85295485","8,27004243","1,16605316"
23/10/2006 16.00,"0,765502","5,89104217","1,16098891"
23/10/2006 17.00,"0,73052127","8,68665767","1,16738592"
23/10/2006 18.00,"0,85470409","31,76799472","1,29327815"
23/10/2006 19.00,"1,28846984","42,16525952","1,39769477"
23/10/2006 20.00,"1,13105452","56,55866168","1,65660204"
23/10/2006 21.00,"0,95148486","45,45667192","1,50637529"
23/10/2006 22.00,"0,78765735","37,34755488","1,39030634"
23/10/2006 23.00,"0,75967256","30,41951848","1,30116171"
24/10/2006 0.00,"0,72469081","27,36691488","1,30995862"
24/10/2006 1.00,"0,6261608","17,55502035","1,23909051"
24/10/2006 2.00,"0,68446337","14,40897158","1,16750009"
24/10/2006 3.00,"0,58768159","12,53873539","1,15600038"
24/10/2006 4.00,"0,81447564","10,36999777","1,16037961"
24/10/2006 5.00,"0,59701053","7,79372117","1,14461367"
24/10/2006 6.00,"0,60283997","10,20126759","1,14099634"
24/10/2006 7.00,"0,5608633","17,70037633","1,11411164"
24/10/2006 8.00,"0,7130309","28,0885228","1,1623205"
24/10/2006 9.00,"0,6389872","36,85047312","1,19830735"
24/10/2006 10.00,"0,8214726","41,42286816","1,15561826"
24/10/2006 11.00,"0,78707359","21,90935944","1,13136179"
24/10/2006 12.00,"0,67863291","14,40378432","1,13768308"
24/10/2006 13.00,"0,90251123","13,16041837","1,13726368"
24/10/2006 14.00,"0,76958322","13,48358843","1,1586659"
24/10/2006 15.00,"0,76317002","11,4666942","1,12252643"
24/10/2006 16.00,"0,69029282","10,90082633","1,12945818"
24/10/2006 17.00,"0,74567966","15,01377924","1,15043983"
24/10/2006 18.00,"0,71361365","26,92434424","1,23581569"
24/10/2006 19.00,"0,74334767","22,6945796","1,24423165"
24/10/2006 20.00,"0,63782172","19,54463608","1,2520756"
24/10/2006 21.00,"0,57485518","20,77242688","1,21132972"
24/10/2006 22.00,"0,60050799","14,32850123","1,13619771"
24/10/2006 23.00,"0,60342373","8,62955197","1,07721143"
25/10/2006 0.00,"0,68912734","8,76063678","1,08650347"
25/10/2006 1.00,,"6,41019032","1,05363998"
25/10/2006 2.00,"0,48828611",,"1,06460729"
25/10/2006 3.00,"0,45632993","5,05780786",
25/10/2006 4.00,"0,44781764","5,41731931","1,15190191"
25/10/2006 5.00,"0,42710542","5,63146714","1,13740581"
25/10/2006 6.00,"0,39035613","12,63477898","1,14415815"
25/10/2006 7.00,"0,43497802","28,75563872","1,13366733"
25/10/2006 8.00,"0,41833176","48,2860304","1,21629845"
25/10/2006 9.00,"0,44316995","42,7012696","1,25074633"
25/10/2006 10.00,"0,45386066","26,6803348","1,19718546"
25/10/2006 11.00,"0,47669434","18,83082147","1,19153987"
25/10/2006 12.00,"0,50191086","10,18828702","1,18795283"
25/10/2006 13.00,"0,60408173","8,77231718","1,19020361"
25/10/2006 14.00,"0,51971853","6,63082938","1,17658476"
25/10/2006 15.00,"0,65811697","6,43355305","1,18081954"
25/10/2006 16.00,"0,43512345","7,42253122","1,19649811"
25/10/2006 17.00,"0,43160768","8,05329811","1,1720832"
25/10/2006 18.00,"0,86763016","16,1520177","1,23365578"
25/10/2006 19.00,"0,521781","18,59720566","1,2903074"
25/10/2006 20.00,"0,39753106","31,422764","1,3894955"
25/10/2006 21.00,"0,61497583","40,50267992","1,45537975"
25/10/2006 22.00,"1,32204203","44,34958568","1,51927883"
25/10/2006 23.00,"0,44505852","29,16706288","1,29961575"
26/10/2006 0.00,"0,42730882","29,06324128","1,39994788"
26/10/2006 1.00,"0,53337277","32,206684","1,4235636"
26/10/2006 2.00,"0,44064271","27,44219032","1,33421742"
26/10/2006 3.00,"0,47280228","16,93722256","1,25994051"
26/10/2006 4.00,"0,67839392","12,50109958","1,19195927"
26/10/2006 5.00,"0,37879385","9,55234053","1,16002778"
26/10/2006 6.00,"0,35947492","5,98448926","1,1407249"
26/10/2006 7.00,"0,31174406","6,32063798","1,08723975"
26/10/2006 8.00,"0,51306633","6,55814853","1,09765368"
26/10/2006 9.00,"0,46124001","7,52636047","1,15003325"
26/10/2006 10.00,"0,49711774","7,49131734","1,13114976"
26/10/2006 11.00,"0,37420312","6,78138218","1,12268021"
26/10/2006 12.00,"0,53546474","9,48484884","1,14782091"
26/10/2006 13.00,"0,54560321","21,55374656","1,19371376"
26/10/2006 14.00,"0,63162209","17,28895408","1,20573073"
26/10/2006 15.00,"0,68176426","10,78790743","1,2229739"
26/10/2006 16.00,"0,49833712","11,67824935","1,15087321"
26/10/2006 17.00,"0,43462919","18,85547862","1,135995"
26/10/2006 18.00,"0,47181376","13,02284423","1,18245986"
26/10/2006 19.00,"0,40351611","6,85795586","1,19756758"
26/10/2006 20.00,"0,56800162","6,84627546","1,18909686"
26/10/2006 21.00,"0,42620436","5,45106229","1,15079632"
26/10/2006 22.00,"0,46051286","4,73074306","1,14373875"
26/10/2006 23.00,"0,28693536","4,8086169","1,13187439"
27/10/2006 0.00,"0,38265744","5,29142558","1,13786366"
27/10/2006 1.00,,"26,4389448","1,13870246"
27/10/2006 2.00,"0,69683721",,"1,15476431"
27/10/2006 3.00,"0,74517522","17,34605978",
27/10/2006 4.00,"0,67288991","17,06831693","1,20688292"
27/10/2006 5.00,"0,71043755","7,26289261","1,18208706"
27/10/2006 6.00,"0,70467218","5,98448926","1,14726521"
27/10/2006 7.00,"0,7428107","5,80408441","1,08825796"
27/10/2006 8.00,"0,7819835","7,5497232","1,0815627"
27/10/2006 9.00,"0,59971778","8,56595694","1,11787692"
27/10/2006 10.00,"0,65086475","5,70674449","1,07968705"
27/10/2006 11.00,"0,63297775","5,16293536","1,10168924"
27/10/2006 12.00,"0,78582675","4,93710713","1,08259489"
27/10/2006 13.00,"0,75271424","5,13438346","1,06307998"
27/10/2006 14.00,"0,66682961","7,15387228","1,07035074"
27/10/2006 15.00,"0,79129617","8,40502007","1,08898608"
27/10/2006 16.00,"0,92921561","8,55427653","1,09044"
27/10/2006 17.00,"0,85471223","8,66070036","1,08764633"
27/10/2006 18.00,"0,68782049","6,5373823","1,12308097"
27/10/2006 19.00,"0,69742911","5,72880706","1,13624431"
27/10/2006 20.00,"0,65796035","6,892999","1,1677762"
27/10/2006 21.00,"0,82899128","10,08187084","1,19341435"
27/10/2006 22.00,"0,58567505","9,60425324","1,15430647"
27/10/2006 23.00,"0,85530412","8,90989323","1,14164059"
28/10/2006 0.00,"0,66402066","6,88650967","1,12927994"
28/10/2006 1.00,"0,68516002","7,96114736","1,10536365"
28/10/2006 2.00,"0,68649026","8,04940337","1,08691937"
28/10/2006 3.00,"0,7009764","5,59382942","1,07543946"
28/10/2006 4.00,"0,62115207","4,95138212","1,08623086"
28/10/2006 5.00,"0,61612606","3,48868109","1,0791896"
28/10/2006 6.00,"0,67466458","4,28038293","1,09047728"
28/10/2006 7.00,"0,71664532","5,03444705","1,09514544"
28/10/2006 8.00,"0,82603486","6,46599969","1,10654962"
28/10/2006 9.00,"0,66549938","7,20189216","1,14695881"
28/10/2006 10.00,"0,74162793","5,08506342","1,12966206"
28/10/2006 11.00,"0,87126899","4,93451063","1,11022403"
28/10/2006 12.00,"0,68264701","5,04482921","1,08718732"
28/10/2006 13.00,"0,67954211","4,75280754","1,06751746"
28/10/2006 14.00,"0,82588739","8,22331889","1,10632012"
28/10/2006 15.00,"0,8996504","12,72563339","1,08898608"
28/10/2006 16.00,"0,78080073","13,17858428","1,07486512"
28/10/2006 17.00,"0,76749736","10,58414559","1,09966214"
28/10/2006 18.00,"0,78804381","6,59838274","1,15269877"
28/10/2006 19.00,"0,62174397","8,8268283","1,18782701"
28/10/2006 20.00,"0,82662574","8,55168003","1,21296771"
28/10/2006 21.00,"0,77074871","12,70357082","1,25234471"
28/10/2006 22.00,"0,65692505","12,18442076","1,22429501"
28/10/2006 23.00,"0,94355429","12,09097176","1,22054487"
29/10/2006 0.00,"0,70895884","12,65554903","1,23363248"
29/10/2006 1.00,,"13,23699206","1,20210059"
29/10/2006 2.00,"0,38336527",,"1,19157715"
29/10/2006 3.00,"0,23401373","10,97480543",
29/10/2006 4.00,"0,4167788","15,70295008","1,38251366"
29/10/2006 5.00,"0,43989521","14,56731577","1,30523688"
29/10/2006 6.00,"0,32357075","11,03060715","1,30756921"
29/10/2006 7.00,"0,3448769","11,2979755","1,24696474"
29/10/2006 8.00,"0,34633121","11,31354874","1,27942747"
29/10/2006 9.00,"0,2835996","11,90148109","1,27166507"
29/10/2006 10.00,"0,52951224","15,0643937","1,28447425"
29/10/2006 11.00,"0,3210191","14,21688632","1,24424913"
29/10/2006 12.00,"0,53096655","14,76848302","1,26688508"
29/10/2006 13.00,"0,67628263","20,44796048","1,29747448"
29/10/2006 14.00,"0,64984266","23,224108","1,29323039"
29/10/2006 15.00,"0,68907242","23,61866832","1,25013704"
29/10/2006 16.00,"0,59930691","19,34347456","1,29105067"
29/10/2006 17.00,"0,59055258","18,33503605","1,29560116"
29/10/2006 18.00,"0,61903976","7,51338182","1,28845039"
29/10/2006 19.00,"0,51295344","13,28111719","1,37440875"
29/10/2006 20.00,"0,523815","19,43561384","1,47175848"
29/10/2006 21.00,"0,57402429","21,69003392","1,52544401"
29/10/2006 22.00,"0,59007764","69,55943952","1,86288626"
29/10/2006 23.00,"0,56930541","45,99656336","1,58945261"
30/10/2006 0.00,"0,41603639","23,89900576","1,47562162"
30/10/2006 1.00,"0,3427412","23,0709568","1,44526056"
30/10/2006 2.00,"0,47069709","16,55825078","1,40507388"
30/10/2006 3.00,"0,37200029","17,9651367","1,425148"
30/10/2006 4.00,"0,4250582","13,29929458","1,43004216"
30/10/2006 5.00,"0,32395721","13,48099385","1,45761189"
30/10/2006 6.00,"0,44577042","15,01767398","1,53936227"
30/10/2006 7.00,"0,41342576","12,81778032","1,38442659"
30/10/2006 8.00,"0,48817526","11,98713678","1,32997682"
30/10/2006 9.00,"0,36105026","9,0370833","1,25063449"
30/10/2006 10.00,"0,42010236","7,04485004","1,2222248"
30/10/2006 11.00,"0,4639615","5,15514778","1,22826533"
30/10/2006 12.00,"0,50633684","4,0921905","1,26768893"
30/10/2006 13.00,"0,63355134","3,58731926","1,2914724"
30/10/2006 14.00,"0,54331089","3,24208471","1,33104745"
30/10/2006 15.00,"0,63022778","3,56784936","1,32366834"
30/10/2006 16.00,"0,77147789","2,84623379","1,30657546"
30/10/2006 17.00,"0,53627834","3,63923388","1,3394972"
30/10/2006 18.00,"0,62660726","3,3355318","1,36779272"
30/10/2006 19.00,"0,55933475","3,99874342","1,39004655"
30/10/2006 20.00,"0,61912926","3,40431791","1,3696672"
30/10/2006 21.00,"0,62835752","3,22261673","1,36630152"
30/10/2006 22.00,"0,62645878","3,82353156","1,31032327"
30/10/2006 23.00,"0,60182907","3,91048932","1,33815861"
31/10/2006 0.00,"0,61076138","3,24987038","1,33070261"
31/10/2006 1.00,,"2,8579142","1,31146963"
31/10/2006 2.00,"0,5748501",,"1,2961359"
31/10/2006 3.00,"0,51447996","2,95655237",
31/10/2006 4.00,"0,5748501","2,4711491","1,21157204"
31/10/2006 5.00,"0,59171806","2,46336153","1,13873857"
31/10/2006 6.00,"0,59083022","3,07595677","1,16641431"
31/10/2006 7.00,"0,63655149","2,87089286","1,11476637"
31/10/2006 8.00,"0,64454206","3,04870121","1,13824228"
31/10/2006 9.00,"0,75418483","3,53410638","1,11636941"
31/10/2006 10.00,"0,79413564","3,63793563","1,10816315"
31/10/2006 11.00,"0,57307442","3,26674378","1,15427501"
31/10/2006 12.00,"0,55842555","2,98770076","1,10083297"
31/10/2006 13.00,"0,67028843","3,38874467","1,12304952"
31/10/2006 14.00,"0,70136083","3,84948887","1,10381071"
31/10/2006 15.00,"0,75019005","3,30567974","1,10121509"
31/10/2006 16.00,"0,67827798","3,39134117","1,12087446"
31/10/2006 17.00,"0,75462926","4,06363861","1,08869483"
31/10/2006 18.00,"0,6103617","4,63080855","1,16355191"
31/10/2006 19.00,"0,64587331","6,04289321","1,22348184"
31/10/2006 20.00,"0,67694673","8,05199986","1,26760971"
31/10/2006 21.00,"0,64498649","8,13506288","1,29142813"
31/10/2006 22.00,"0,69381469","9,38231784","1,29039827"
31/10/2006 23.00,"0,72888288","26,68295424","1,40415237"
01/11/2006 0.00,"0,63965944","16,13644446","1,32670084"
01/11/2006 1.00,"0,64631774","38,14703856","1,3811343"
01/11/2006 2.00,"1,08444642","38,08734592","1,3993048"
01/11/2006 3.00,"0,53267918","17,63547922","1,30883556"
01/11/2006 4.00,"0,55043498","16,78407518","1,34761958"
01/11/2006 5.00,"0,53267918","13,7756101","1,34800053"
01/11/2006 6.00,"0,54466452","13,87944509","1,31826391"
01/11/2006 7.00,"0,47319688","14,81261007","1,292917"
