, Brindisi,,,,,,
,Filzi,,,,,,
Parm,SO2,NO2,NOX,CO,O3,,Benzene
,,,,,,,
,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
05/04/2010 19.00,,"8,01400651","9,17220434","0,47401753","100,5274515",,"0,3276296"
05/04/2010 20.00,,"9,68645586","11,2441221","0,55780433","100,092362",,"0,38327984"
05/04/2010 21.00,,"10,88291471","12,55666039","0,60595145","99,2817336",,"0,34533659"
05/04/2010 22.00,,"16,84445806","18,9235095","0,58988843","90,93204015",,"0,32751977"
05/04/2010 23.00,,"16,7160577","18,59342946","0,64370561","75,8294712",,"0,40769496"
06/04/2010 0.00,,"12,62734512","14,16944769","0,59623069","87,49333845",,"0,32389111"
06/04/2010 1.00,,"8,40698943","10,45815626","0,50892676","91,94697645",,"0,27648976"
06/04/2010 2.00,,"8,71242761","9,77335243","0,54992194","86,54403765",,"0,2883673"
06/04/2010 3.00,,"8,06588481","9,26623458","0,49134341","85,3849626",,"0,28968737"
06/04/2010 4.00,,"6,1917577","7,1255785","0,52018765","80,92998795",,"0,29045723"
06/04/2010 5.00,,"6,54258867","8,52760795",,"86,0277516",,"0,28825746"
06/04/2010 6.00,,"5,45442741","6,38824821","0,56118283","87,2057991",,"0,29969465"
06/04/2010 7.00,,"6,09513287","7,22220334","0,59374109",,,"0,29364655"
06/04/2010 8.00,,"7,33179726","8,26561998","0,56068887","80,5449729",,"0,28759743"
06/04/2010 9.00,,"14,09681654","16,93524746","0,61956331","73,9301514",,"0,31652193"
06/04/2010 10.00,,"14,41911474","18,33597866","0,61021885","82,0714671",,"0,37712089"
06/04/2010 11.00,,"7,99195733","10,04895958","0,65000826","93,30094305",,"0,33224882"
06/04/2010 12.00,,"8,27340182","10,73051875","0,60699762","97,54414845",,"0,33323937"
06/04/2010 13.00,,"8,0769094","10,18838454","0,59026473","102,5952291",,"0,31685245"
06/04/2010 14.00,,"6,94724435","8,97960475","0,57669131","106,1949672",,"0,32224052"
06/04/2010 15.00,,"6,42067382","8,193637","0,57602027","109,6823669",,"0,30332432"
06/04/2010 16.00,,"6,4641221","7,69235649","0,52032628","111,5931978",,"0,28110897"
06/04/2010 17.00,,"5,97256794","6,93686793","0,53389853","113,5067021",,"0,28319789"
06/04/2010 18.00,,"6,01666439","6,97383262","0,53636833","114,7037021",,"0,28737776"
06/04/2010 19.00,,"7,35514278","9,50228437","0,56448211","115,8918642",,"0,28605769"
06/04/2010 20.00,,"9,47375159","11,11831633","0,55233233","111,8530266",,"0,28539766"
06/04/2010 21.00,,"15,75240587","21,07777328","0,6149802","102,2467625",,"0,32378026"
06/04/2010 22.00,,"23,18925224","28,53537632","0,59405797","95,4553635",,"0,40648575"
06/04/2010 23.00,,"20,13228928","24,51281512","0,60136718","95,382945",,"0,40109666"
07/04/2010 0.00,,"17,7711471","19,3560364","0,64307301","94,5391797",,"0,3290595"
07/04/2010 1.00,,"18,45983994","19,70491904","0,60982275","85,7266662",,"0,32873"
07/04/2010 2.00,,"13,86984685","14,80756048","0,58070241","85,95196155",,"0,33609816"
07/04/2010 3.00,,"9,21500446","10,14882717","0,54016157","90,76218585",,"0,28792694"
07/04/2010 4.00,,"7,07045746","8,00427826","0,55993861","97,94877435",,"0,65515038"
07/04/2010 5.00,,"5,10943186","6,04325266","0,47988447","103,2894891",,"0,39207791"
07/04/2010 6.00,,"9,33173206","12,19091391","0,52540335","96,2828895",,"0,50062842"
07/04/2010 7.00,,"7,5256951","8,56457265","0,49223231","96,90945915",,"0,30222494"
07/04/2010 8.00,,"21,36182","24,53876096","0,60620775","73,855698",,"0,30882324"
07/04/2010 9.00,,"32,02940336","42,06996544","0,70054479","57,1583061",,"0,39570758"
07/04/2010 10.00,,"29,53015168","43,48170976","0,87685123","71,1234657",,"0,63557415"
07/04/2010 11.00,,"10,15336626","12,42566545","0,59267511","107,1192308",,"0,45223753"
07/04/2010 12.00,,"10,25453018","12,71553994","0,54020118","113,886969",,"0,29419573"
07/04/2010 13.00,,"7,71959293","10,04247408","0,51965524","117,1761255",,"0,28660789"
07/04/2010 14.00,,"7,86161246","9,7979962","0,57916111","118,6529243",,"0,30090488"
07/04/2010 15.00,,"8,64368738","10,67410137","0,39171145","119,8299144",,"0,2803391"
07/04/2010 16.00,,"8,35879365","10,71784984","0,47797737","122,5966403",,
07/04/2010 17.00,"1,26966653","7,34347002","8,53603987","0,58467273","122,5966602",,"0,2465747"
07/04/2010 18.00,"0,92741654","7,71440567","10,06906235","0,47328591","120,3251931",,"0,26780051"
07/04/2010 19.00,"0,06230956","7,56265979","8,69686393","0,48551492","119,4293384",,"0,27681926"
07/04/2010 20.00,,"9,32784114","10,29862854","0,55661953","114,4540079",,"0,30640379"
07/04/2010 21.00,,"13,08582551","14,07476927","0,58342851","111,3333491",,"0,3788803"
07/04/2010 22.00,,"16,96183382","17,90343838","0,6292631","106,6056978",,"0,40340627"
07/04/2010 23.00,,"16,65380298","17,58762378","0,66138798","100,8921575",,"0,52999328"
08/04/2010 0.00,,"14,01121822","14,94503902","0,6195039","95,8214061",,"0,35457502"
08/04/2010 1.00,,"11,71038434","12,64420705","0,56217075","93,007299",,"0,34258764"
08/04/2010 2.00,,"10,21497281","11,14879361","0,49827866","96,9690099",,"0,31135252"
08/04/2010 3.00,,"6,68395813","7,61778084","0,52876205","102,2122889",,"0,26813103"
08/04/2010 4.00,,"5,00113427","5,93495698","0,47899558","106,199037",,"0,27022097"
08/04/2010 5.00,,"4,56729574","5,50111845",,"103,3145264",,"0,27066031"
08/04/2010 6.00,,"6,37917003","7,31299083","0,43790253","98,3479938",,"0,27121051"
08/04/2010 7.00,,"6,12366565","7,05748836","0,45698756",,,"0,27011012"
08/04/2010 8.00,,"10,13002074","11,06384345","0,57070554","92,6439297",,"0,27077015"
08/04/2010 9.00,,"15,90674442","17,1096907","0,57724469","89,877144",,"0,29100641"
08/04/2010 10.00,,"17,50786087","21,60758848","0,66930998","90,72835065",,"0,31982108"
08/04/2010 11.00,,"14,0935757","18,18488095","0,59139012","97,9210239",,"0,40252657"
08/04/2010 12.00,,"11,94124495","14,52416958","0,56752509","104,5419501",,"0,34225711"
08/04/2010 13.00,,"8,8142397","10,97435038","0,50187385","112,8625764",,"0,31938173"
08/04/2010 14.00,,"7,79287224","9,15469615","0,56764276","117,3364836",,"0,3196014"
08/04/2010 15.00,,"8,03994662","9,7720561","0,50096515","119,4043011",,"0,31157321"
08/04/2010 16.00,"1,24618705","5,43821365","6,35906726","0,51939778","122,8091477",,"0,27637992"
08/04/2010 17.00,,"6,78999191","7,28460146","0,54322902","119,9514299",,"0,23710948"
08/04/2010 18.00,,"7,27667622","7,89792708","0,58558143","123,1738536",,"0,24679437"
08/04/2010 19.00,"0,02799394","8,24616538","9,27337017","0,62203311","119,5085",,"0,31454285"
08/04/2010 20.00,,"10,78564171","11,86796755","0,63396621","112,3591382",,"0,34137741"
08/04/2010 21.00,"0,00812685","14,54686693","15,55332078","0,67802301","104,9993238",,"0,33400924"
08/04/2010 22.00,,"25,86815544","27,53086888","0,91849882","82,68179745",,"0,51569528"
08/04/2010 23.00,,"30,65851848","31,68702152","0,91911044","68,5596513",,"0,8261691"
09/04/2010 0.00,,"19,83233472","20,76615552","0,83484366","72,84449235",,"0,61233875"
09/04/2010 1.00,,"19,84629232","20,78011312","0,77797069","65,94582225",,"0,51833541"
09/04/2010 2.00,,"16,84964531","17,87425552","0,75341366","66,98513745",,"0,45938602"
09/04/2010 3.00,,"12,29661692","13,23043772","0,71609288","71,0036859",,"0,41319388"
09/04/2010 4.00,,"9,04185947","9,97568027","0,67138484","71,4245511",,"0,37437194"
09/04/2010 5.00,,"8,31814644","9,25196915","0,6626322","67,38501525",,"0,35655512"
09/04/2010 6.00,,"12,64226063","14,66359453","0,67691626","62,23173075",,"0,32883983"
09/04/2010 7.00,,"8,69491751","9,63652206","0,68880975","63,9828819",,"0,3196014"
09/04/2010 8.00,,"20,28792608","21,28788296","0,7730707","54,8468991",,"0,42573247"
09/04/2010 9.00,,"36,32954872","45,95696584","0,75345327","34,94767185",,"0,48523104"
09/04/2010 10.00,,"23,96418584","31,2421756","0,88420122","70,11186105",,"0,50029891"
09/04/2010 11.00,,"12,91203045","15,79520599","0,75977456","101,5883925",,"0,45058795"
09/04/2010 12.00,,"15,12596584","19,65109624","0,72219865","100,7575149",,"0,32740993"
09/04/2010 13.00,,"14,25504793","20,09077976","0,61104833","107,082024",,"0,32312124"
09/04/2010 14.00,,"13,47621576","18,39693705","0,62641817","114,6049097",,"0,29771556"
09/04/2010 15.00,,"12,53205104","16,33374756","0,63181096","120,4754366",,
09/04/2010 16.00,,"8,41866219","10,8679992","0,55203525","127,4616872",,"0,28506815"
09/04/2010 17.00,"6,25260855","10,72792608","12,65522973","0,70499043","123,2442173",,"0,2680212"
09/04/2010 18.00,"1,88643839","21,94285768","30,64813632","0,84435239","108,8480778",,"0,40164686"
09/04/2010 19.00,"1,40602386","30,30963584","36,17844336","0,8645232","95,62926765",,"0,68979347"
09/04/2010 20.00,"0,01444852","18,51172014","19,658228","0,81408569","106,485918",,"0,53560203"
09/04/2010 21.00,"8,58424275","24,26637744","25,31952616","0,95749719","90,0016719",,"0,68880393"
09/04/2010 22.00,"8,03519801","21,12964584","22,06346664","0,83093742","88,1815137",,"0,68264498"
09/04/2010 23.00,"8,72150419","16,86002365","17,79319628","0,81050914","98,39669175",,"0,42001286"
10/04/2010 0.00,"9,47011992","13,69735003","14,63117083","0,73551343","99,3162471",,"0,34269747"
10/04/2010 1.00,"8,0758353","10,93738759","11,87120839","0,73357837","99,29527965",,"0,40516568"
10/04/2010 2.00,"5,69995142","6,93881434","7,87263514","0,63270102","112,2502112",,"0,29287668"
10/04/2010 3.00,"1,48368503","4,38182982","5,31500246","0,55764589","116,429796",,"0,26923041"
10/04/2010 4.00,,"3,28718306","4,22100386","0,54267098","119,0098098",,"0,26857038"
10/04/2010 5.00,,"3,58159473","4,51541744",,"122,3057094",,"0,26780051"
10/04/2010 6.00,,"3,63866219","4,5724849","0,51479486","121,6960773",,"0,26637162"
10/04/2010 7.00,,"4,79491551","5,72873822","0,50665501",,,"0,26725133"
10/04/2010 8.00,,"7,4608477","8,3946685","0,63864834","114,3728114",,"0,26813103"
10/04/2010 9.00,,"12,973637","13,92885882","0,59034278","113,8876673",,"0,2703308"
10/04/2010 10.00,,"11,67795873","14,57280703","0,65063969","122,7414773",,"0,28913717"
10/04/2010 11.00,,"9,10800511","10,38098603","0,61818046","128,9043116",,"0,29881494"
10/04/2010 12.00,,"9,93352832","11,65591146","0,60496353","125,6469554",,"0,27824917"
10/04/2010 13.00,,"10,14234166","11,75577713","0,66442979","130,0058508",,"0,31993193"
10/04/2010 14.00,,"9,26753283","10,57877478","0,68319911","132,1535282",,"0,3196014"
10/04/2010 15.00,,"11,05281886","12,46846557","0,64064282","133,9357614",,"0,31916206"
10/04/2010 16.00,,"7,60221716","8,53603987","0,63552614","137,5517388",,"0,31157321"
10/04/2010 17.00,,"6,99328722","9,60863746","0,55693524","139,4645648",,"0,28231818"
10/04/2010 18.00,,"8,17547874","9,37258767","0,60152562","143,0994947",,"0,47203343"
10/04/2010 19.00,,"7,41869575","8,35251655","0,64747904","142,2367769",,"0,30750419"
10/04/2010 20.00,,"11,1857583","12,1195791","0,71858249","134,2538043",,"0,31949157"
10/04/2010 21.00,,"19,1070309","20,04018824","0,75681196","121,4944427",,"0,40362594"
10/04/2010 22.00,,"26,3629428","28,62422696","0,81760166","108,5022845",,"0,59554096"
10/04/2010 23.00,,"26,72025736","27,9614704","0,84176376","105,5014055",,"0,67505612"
11/04/2010 0.00,,"15,39379306","16,32761386","0,69528948","127,5665843",,"0,56034768"
11/04/2010 1.00,,"18,0629661","19,8203656","0,69449961","128,9854881",,"0,41132463"
11/04/2010 2.00,,"24,30270544","26,68719888","0,70714335","114,7490285",,"0,42122309"
11/04/2010 3.00,"10,07876493","19,14462656","20,7392728","0,63983315","117,6172799",,"0,40329644"
11/04/2010 4.00,"9,20733729","14,12340482","15,61168458","0,58327007","120,752163",,"0,34203744"
11/04/2010 5.00,"0,00270929","16,39894867","19,63943304","0,58601714","111,9138941",,"0,34302698"
11/04/2010 6.00,,"13,80888846","14,74271118","0,60909229","109,6600428",,"0,31982108"
11/04/2010 7.00,,"16,07275956","17,78346802","0,60259276","113,2543146",,"0,34159708"
11/04/2010 8.00,,"27,91996088","34,14998344","0,6953885","91,9889313",,"0,35831453"
11/04/2010 9.00,,"30,1792948","33,71938192","0,82886372","81,0869346",,"0,41451395"
11/04/2010 10.00,,"37,3476696","46,41741368","1,03727406","87,4696977",,"0,82440868"
11/04/2010 11.00,"2,82649725","40,73275088","53,77320272","1,23908701","80,27363295",,"1,73900186"
11/04/2010 12.00,,"17,14600531","26,43362944","0,74594484","111,7149926",,"0,78932523"
11/04/2010 13.00,,"18,01757139","24,13473624","0,71247789","117,3019701",,"0,51822557"
11/04/2010 14.00,,"20,185462","28,60346264","0,69762064","121,8287049",,"0,4435493"
11/04/2010 15.00,,"16,16808614","21,68605696","0,54269079","133,1102703",,"0,47698317"
11/04/2010 16.00,,"7,05489378","8,00363009","0,50592339","147,6464987",,"0,35523505"
11/04/2010 17.00,,"7,55617429","8,77403416","0,55173934","140,8767056",,"0,31982108"
11/04/2010 18.00,,"8,57559724","9,77529885","0,64939547","128,5619297",,"0,3192719"
11/04/2010 19.00,,"9,05223398","9,9860567","0,67326166","125,4473357",,"0,30761402"
11/04/2010 20.00,,"10,13261532","11,06643612","0,6904291","118,0043298",,"0,38998899"
11/04/2010 21.00,,"11,38419522","12,31801602","0,70072304","108,0272949",,"0,41913316"
11/04/2010 22.00,,"14,35491551","15,28873822","0,70943491","98,92584555",,"0,38910827"
11/04/2010 23.00,,"16,7984171","17,7322379","0,78850113","86,3133159",,"0,41363424"
12/04/2010 0.00,,"13,68632544","14,62014624","0,71301146","82,2128727",,"0,45091746"
12/04/2010 1.00,,"12,2732714","13,2070922","0,6822706","79,5990237",,"0,3196014"
12/04/2010 2.00,,"9,29023018","10,22405098","0,62876914","76,64209455",,"0,27395946"
12/04/2010 3.00,"0,46145053","7,39145931","8,32528011","0,57283866","73,1202213",,"0,27143018"
12/04/2010 4.00,"0,00993304","6,26568518","7,19950598","0,54223644","70,74994185",,"0,27176071"
12/04/2010 5.00,"0,6637298","4,73201262","5,66583342",,"84,1162623",,"0,27154002"
12/04/2010 6.00,,"9,39982411","10,33364491","0,5754669","77,11506915",,"0,27187054"
12/04/2010 7.00,,"8,48740242","9,42122322","0,56570653",,,"0,27121051"
12/04/2010 8.00,"2,84816952","17,42874614","20,61411328","0,75195158","73,62429795",,"0,31575206"
12/04/2010 9.00,"1,80697102","34,4080652","49,75259176","0,96968775","61,28378655",,"0,57552437"
12/04/2010 10.00,"1,38977016","35,68170576","59,79504672","1,37347093","68,0765421",,"0,95495486"
12/04/2010 11.00,"0,7711911","20,46300792","27,17160408","0,8128205","112,5993561",,"1,03436019"
12/04/2010 12.00,"1,45749728","20,33719832","27,70596984","0,86732969","112,6839242",,"0,47874258"
12/04/2010 13.00,"0,47228666","16,97674934","26,72933936","0,7330646","115,377633",,"0,61544772"
12/04/2010 14.00,"1,62636504","13,82639856","19,50779184","0,67513847","117,2485241",,"0,37349122"
12/04/2010 15.00,"2,25758542","15,50987058","25,16972096","0,69343247","112,2948593",,"0,35908439"
12/04/2010 16.00,"2,19617896","11,30572866","17,1719435","0,59101499","122,7732576",,"0,34984597"
12/04/2010 17.00,"1,15768975","15,52154526","21,75219304","0,70749984","122,7015374",,"1,32811657"
12/04/2010 18.00,"2,6215087","15,48458056","21,5861932","0,77808952","113,6163473",,"0,39636761"
12/04/2010 19.00,"3,05315909","13,3692145","17,98060861","0,70761751","111,9193205",,"0,37261151"
12/04/2010 20.00,"2,84275196","16,94692022","23,30337952","0,73312285","112,8984266",,"0,44662775"
12/04/2010 21.00,"3,89207731","17,43912065","26,16969696","0,72077618","112,3442355",,"0,38206961"
12/04/2010 22.00,"13,27279581","20,27884408","29,9160124","0,82161276","109,4428073",,"0,36590338"
12/04/2010 23.00,"5,71078858","16,58506275","21,93960728","0,75959748","108,2911935",,"0,38295033"
13/04/2010 0.00,"3,87130813","10,8660547","14,09941113","0,6822508","110,0639904",,"0,3196014"
13/04/2010 1.00,"4,48988618","12,00025883","14,63441358","0,59056064","103,0154559",,"0,28792694"
13/04/2010 2.00,"3,65096695","5,95765242","7,13984585","0,60891405","106,5603515",,"0,27264041"
13/04/2010 3.00,"18,23315229","2,73531867","3,67821956","0,61831909","111,9057744",,"0,21643997"
13/04/2010 4.00,"29,70259353","2,37087044","3,34035769","0,55786375","113,9789984",,"0,17189843"
13/04/2010 5.00,"26,0561502","4,42138719","6,59317063","0,57056691","113,97834",,"0,16178029"
13/04/2010 6.00,"21,37299741","3,28264206","4,21646477","0,59413602","111,0471464",,"0,16189013"
13/04/2010 7.00,"19,96427952","4,40647168","5,64702699","0,60174231","111,0857097",,"0,16189013"
13/04/2010 8.00,"17,67598884","6,75983202","9,09633235","0,59619108","107,7390374",,"0,20599233"
13/04/2010 9.00,"18,81379827","11,6915779","16,13566245","0,69031143","105,3545735",,"0,27000028"
13/04/2010 10.00,,,,,,,
13/04/2010 11.00,"12,35891961","15,28484539","23,83124448","0,78978496","104,0412251",,"0,46741422"
13/04/2010 12.00,"20,3426442","16,03579486","21,17375568","0,78109173","105,3998999",,"0,44035897"
13/04/2010 13.00,"19,8405513","16,72319137","21,62120192","0,77042382","106,4263872",,"0,43684015"
13/04/2010 14.00,"20,01393963","18,01822147","25,80978208","0,69183292","106,2179496",,"0,43673031"
13/04/2010 15.00,"21,25291005","17,28283568","26,64892064","0,76682747","106,7890583",,"0,4524572"
13/04/2010 16.00,"10,88697483","8,63655371","10,61184665","0,60182153","115,2673295",,"0,33730839"
13/04/2010 17.00,"11,82161817","8,04967296","10,80833715","0,61229255","116,8276589",,"0,27132035"
13/04/2010 18.00,"15,33080718","10,1306689","13,79397486","0,68693293","114,3058392",,"0,29364655"
13/04/2010 19.00,"17,64438048","14,68045646","21,90524864","0,76327189","106,8533372",,"0,36854249"
13/04/2010 20.00,"16,90208235","18,03572966","25,92911","0,75088444","106,5393641",,"0,35908439"
13/04/2010 21.00,"19,00795374","19,57069664","27,38884552","0,79565306","109,3805633",,"0,52064501"
13/04/2010 22.00,"14,83775541","15,14671869","21,94155752","0,75248515","114,8518907",,"0,39141788"
13/04/2010 23.00,"13,92297408","14,59615255","19,14009512","0,6969298","118,4739129",,"0,35732498"
14/04/2010 0.00,"12,92873454","6,54777593","7,59962258","0,58400169","125,2010529",,"0,28473763"
14/04/2010 1.00,"12,9829203","6,27800611","7,85577513","0,57044808","124,3004301",,"0,47995179"
14/04/2010 2.00,"12,61087119","4,12826994","5,60293054","0,54401423","125,1042954",,"0,25614264"
14/04/2010 3.00,"5,53921254","2,98433946","3,91816026","0,54263137","123,6589778",,"0,16189013"
14/04/2010 4.00,"0,75854877","2,4752752","3,40909791","0,53551905","124,2145254",,"0,18839518"
14/04/2010 5.00,"0,52285699","6,30264797","8,48415966",,"107,3499924",,"0,16178029"
14/04/2010 6.00,,"13,57608143","15,20897341","0,54239488","91,1282484",,"0,2328269"
14/04/2010 7.00,"7,00393357","11,85110562","13,66362809","0,62588577",,,"0,29309635"
14/04/2010 8.00,"7,24504393","19,10508449","20,8229228","0,67142445","77,2267293",,"0,29760573"
14/04/2010 9.00,"6,7456654","28,46598984","32,16106368","0,73063441","53,1708996",,"0,35347564"
14/04/2010 10.00,"7,40578383","19,54540088","26,83698496","0,75493515","52,2019281",,"0,32894967"
14/04/2010 11.00,"4,54226168","20,76519952","30,07294936","0,73563226","82,41043755",,"0,46169563"
14/04/2010 12.00,"6,2977603","24,47065552","42,85008056","0,76345013","96,8390955",,"0,35611475"
14/04/2010 13.00,,"15,85097521","22,62505928","0,64582008","107,4190194",,"0,38921912"
14/04/2010 14.00,,"14,24856434","20,954564","0,72083443","109,2892322",,"0,34577695"
14/04/2010 15.00,,"19,43970552","31,52750336","0,6660107","103,5635223",,"0,41528381"
14/04/2010 16.00,,"10,23313107","14,29784805","0,51991154","112,3597965",,"0,2863872"
14/04/2010 17.00,,"13,88800511","21,49474224","0,56031374","105,6617636",,"0,27066031"
14/04/2010 18.00,,"14,81923324","22,9298512","0,64609619","103,0790565",,"0,34071737"
14/04/2010 19.00,"0,00451548","15,20962158","24,03942304","0,71492788","101,7176486",,"0,46906379"
14/04/2010 20.00,,"29,44074656","48,75907832","0,84210045","89,7790299",,"0,45817579"
14/04/2010 21.00,,"29,90368","39,11154696","0,86296327","82,96189545",,"0,71651921"
14/04/2010 22.00,,"33,04171176","44,16196112","0,88914082","77,3518956",,"0,70145134"
14/04/2010 23.00,,"24,7138428","34,76021736","0,84818524","86,69154795",,"0,81319117"
15/04/2010 0.00,,"13,96258076","17,48710994","0,60741236","103,6271229",,"0,49128016"
15/04/2010 1.00,,"9,5016362","11,06967887","0,52445504","108,4204296",,"0,37580082"
15/04/2010 2.00,,"5,9323624","7,06397195","0,52686543","108,4197513",,"0,27582972"
15/04/2010 3.00,"1,21006626","3,50637091","4,44019362","0,51021059","106,7985345",,"0,27220005"
15/04/2010 4.00,"3,11095317","2,73661692","3,67043772","0,51432071","105,1062558",,"0,25229431"
15/04/2010 5.00,"3,54802112","2,72170141","3,65552221","0,47611104","99,0023139",,"0,26153172"
15/04/2010 6.00,"3,05767355","10,50614364","14,29006621","0,53399756","85,3511274",,"0,27099084"
15/04/2010 7.00,"1,78800804","7,26694987","9,19490169","0,50513352","92,6953608",,"0,27011012"
15/04/2010 8.00,"3,47758472","15,96511014","19,51232328","0,67630347","79,63690875",,"0,27879936"
15/04/2010 9.00,"2,72535762","25,64053184","32,12473568","0,69596168","74,37673215",,"0,33510862"
15/04/2010 10.00,"3,72321056","32,40880152","46,01535832","0,9805141","65,28272415",,"0,59411106"
15/04/2010 11.00,"3,19583809","24,95703008","34,28357488","0,70769673","74,4694398",,"0,5876226"
15/04/2010 12.00,"3,48480949","30,37514096","41,20811232","1,10335985","69,87234135",,"0,76941949"
15/04/2010 13.00,"0,30432301","28,39400304","38,58433208","0,81357193","66,02362725",,"0,76732955"
15/04/2010 14.00,,"32,9301848","46,63725544","0,8917877","67,3031604",,"0,63986284"
15/04/2010 15.00,,,,,,,
15/04/2010 16.00,"8,35396954","20,93509984","28,33499872","0,79180041","76,3646898",,"0,71409977"
15/04/2010 17.00,"7,22517683","24,20024136","33,18889752","0,79383566","72,04234275",,"0,5145959"
15/04/2010 18.00,"34,14688353","21,86492456","31,1680856","0,73032452","77,37952635",,"0,46156647"
15/04/2010 19.00,"29,2980411","16,4456378","21,2898332","0,62556889","91,4895828",,"0,49391927"
15/04/2010 20.00,"42,61688667","18,22833115","20,97012768","0,65806889","83,16083685",,"0,33005006"
15/04/2010 21.00,"78,42129714","23,09066952","28,16379824","0,67893171","64,97689065",,"0,33400924"
15/04/2010 22.00,"43,76464236","33,55596328","40,64716976","0,78391685","38,40799935",,"0,54077144"
15/04/2010 23.00,"27,69966288","29,58334352","34,18759248","0,73816148","40,14560445",,"0,67549649"
16/04/2010 0.00,"28,42750944","26,67486648","28,55159008","0,77249869","30,22135725",,"0,64294232"
16/04/2010 1.00,"27,13346847","19,9280112","20,92343664","0,60278964","32,6484543",,"0,42749188"
16/04/2010 2.00,"23,53035951","12,88803676","13,82185947","0,55608596","41,75261685",,"0,32004176"
16/04/2010 3.00,"17,27414163","7,55033695","8,48415966","0,45264095","46,20896805",,"0,2754992"
16/04/2010 4.00,"0,0532786","6,53091591","7,46473671","0,49837652","47,5981065",,"0,27945838"
16/04/2010 5.00,"2,02008744","5,23134672","6,16516943",,"73,06202715",,"0,27505985"
16/04/2010 6.00,"1,58211639","8,44071138","9,37453218","0,46789313","80,35415115",,"0,22644827"
16/04/2010 7.00,"0,34586238","5,64183974","6,57566054","0,44428324",,,"0,16233049"
16/04/2010 8.00,"0,14448519","8,03864837","8,97247108","0,43865279","90,72092925",,"0,17970695"
16/04/2010 9.00,"0,02347846","13,01838354","13,95220434","0,51372772","85,58795385",,"0,24448477"
16/04/2010 10.00,"1,26515105","19,22959584","22,25153096","0,59307005","79,5604404",,"0,30431386"
16/04/2010 11.00,"0,66643908","16,1278787","18,49291371","0,58283552","86,6529846",,"0,34984597"
16/04/2010 12.00,,"14,81080132","16,47676707","0,50833377","86,75921835",,"0,29540596"
16/04/2010 13.00,,"13,87244143","15,80168958","0,49499802","92,4030534",,"0,31531271"
16/04/2010 14.00,,"13,64028257","15,4904179","0,45751997","96,3512382",,"0,29397605"
16/04/2010 15.00,"3,53808808","12,31347694","14,37177553","0,46990741","104,9722916",,"0,31025314"
16/04/2010 16.00,"2,85810358","6,8856378","7,94526629","0,32698987","119,7439698",,"0,29540596"
16/04/2010 17.00,"6,71315598","6,73129925","7,81556959","0,36140514","116,594204",,"0,21567011"
16/04/2010 18.00,"3,66270719","8,08728582","9,06001774","0,42974287","107,0800091",,"0,26956094"
16/04/2010 19.00,,"10,18643812","11,08783714","0,51467603","100,4627736",,"0,26439152"
16/04/2010 20.00,"14,41332063","10,40238514","11,31480683","0,55719154","103,7421546",,"0,29045723"
16/04/2010 21.00,"16,90658766","12,84977573","13,82445214","0,42563392","100,0050807",,"0,30739334"
16/04/2010 22.00,"10,11488572","14,24986067","15,20573066","0,50274294","94,4160483",,"0,31883153"
16/04/2010 23.00,"13,26556494","12,12736094","13,06118366","0,45894243","89,35072335",,"0,37954033"
17/04/2010 0.00,"12,29209254","8,5308507","9,61447288","0,39512956","94,3984524",,"0,28671773"
17/04/2010 1.00,"17,93064564","7,49067682","8,42449953","0,38957833","91,17834285",,"0,27286008"
17/04/2010 2.00,"14,84497611","4,4706709","5,40449362","0,34403965","92,7745224",,"0,27000028"
17/04/2010 3.00,"1,67151679","4,2417567","5,26247408","0,31663652","92,8131057",,"0,19829364"
17/04/2010 4.00,"0,15983681","2,38643412","3,32025492","0,29638649","97,2037815",,"0,16178029"
17/04/2010 5.00,"0,33412315","2,03949216","2,97331487","0,32608117","99,88396425",,"0,16222065"
17/04/2010 6.00,"0,05508479","2,74958602","4,11335443","0,35020366","106,1536707",,"0,16167046"
17/04/2010 7.00,"0,17518842","3,40650333","4,34032604","0,28079879","107,6280954",,"0,16090059"
17/04/2010 8.00,"0,00541858","5,99007803","6,92389883","0,43821825","101,6953245",,"0,20720256"
17/04/2010 9.00,,"13,2589705","14,34194642","0,44438226","94,5574539",,"0,27989874"
17/04/2010 10.00,"0,02528465","14,30303722","17,93067482","0,45019095","98,62472025",,"0,41363424"
17/04/2010 11.00,,"10,67280503","13,15910482","0,42346003","111,1195449",,"0,30420402"
17/04/2010 12.00,,"8,09182491","9,42965514","0,35786936","119,5037718",,"0,30024484"
17/04/2010 13.00,,"7,02960184","8,06458847","0,36901142","122,0479355",,"0,27780881"
17/04/2010 14.00,,"7,51532058","9,0995751","0,31381139","119,8819839",,"0,29463609"
17/04/2010 15.00,"0,02528465","9,48607252","11,3219405","0,38122062","120,2385902",,"0,34687633"
17/04/2010 16.00,"11,08655091","7,6813319","8,69880843","0,35593313","121,3976852",,"0,32290055"
17/04/2010 17.00,"1,44485495","7,82853869","8,78246417","0,37298291","124,0758131",,"0,26978061"
17/04/2010 18.00,"0,91748248","8,26561998","9,70526229","0,44965738","131,0187722",,"0,31465268"
17/04/2010 19.00,"1,40331559","7,70273291","8,63655371","0,39202833","127,928597",,"0,31949157"
17/04/2010 20.00,"0,13364906","9,15275165","10,08657245","0,43073079","124,836347",,"0,41902332"
17/04/2010 21.00,"1,21458073","13,2265468","14,16036951","0,46277528","116,2430241",,"0,3594139"
