Stat,Via Cappuccini,,,,,,  ,
,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,,,,
,,,,,,,,,,
,,,,,,
05/04/2014 9.00,"3,2","29,8","49,5","0,8",,,,
05/04/2014 10.00,"2,7","19,4","35,7","0,8","10,5",,,
05/04/2014 11.00,"3,0","19,9","35,3","0,8",,,,
05/04/2014 12.00,"2,8","21,4","38,5","0,8","6,8",,,
05/04/2014 13.00,"2,7","19,2","34,7","0,7",,,,
05/04/2014 14.00,"2,5","15,2","24,5","0,7","16,6",,,
05/04/2014 15.00,"2,7","23,2","37,8","0,7",,,,
05/04/2014 16.00,"2,9","22,1","33,2","0,8","12,2",,,
05/04/2014 17.00,"2,8","16,4","28,7","0,7",,,,
05/04/2014 18.00,"2,9","22,8","36,5","0,8","14,4",,,
05/04/2014 19.00,"2,7","27,4","42,4","0,8",,,,
05/04/2014 20.00,"2,9","32,5","45,5","0,8","15,6",,,
05/04/2014 21.00,"3,0","25,2","32,9","0,7",,,,
05/04/2014 22.00,"2,7","14,7","20,0","0,7","24,7",,,
05/04/2014 23.00,"2,8","12,0","17,3","0,7",,,,
06/04/2014 0.00,"2,7","21,5","28,6","0,7","22,7",,,
06/04/2014 1.00,,"9,4","15,3","0,6",,,,
06/04/2014 2.00,"2,6",,,"0,7","12,0",,,
06/04/2014 3.00,"2,7","17,1","22,1",,,,,
06/04/2014 4.00,"2,8","11,8","17,1","0,6","21,5",,,
06/04/2014 5.00,"2,6","13,2","19,0","0,7",,,,
06/04/2014 6.00,"2,8","19,9","27,2","0,7","14,2",,,
06/04/2014 7.00,"2,7","20,8","32,1","0,7",,,,
06/04/2014 8.00,"2,9","21,7","34,6","0,8","15,4",,,
06/04/2014 9.00,"2,7","18,7","26,4","0,7",,,,
06/04/2014 10.00,"3,0","30,5","48,6","0,9","30,3",,,
06/04/2014 11.00,"2,5","23,4","36,6","0,7",,,,
06/04/2014 12.00,"2,7","21,7","34,6","0,8","16,8",,,
06/04/2014 13.00,"2,5","12,7","21,5","0,7",,,,
06/04/2014 14.00,"2,6","4,8","9,7","0,6","9,8",,,
06/04/2014 15.00,"2,5","5,5","10,4","0,6",,,,
06/04/2014 16.00,"2,6","4,4","9,3","0,7","6,8",,,
06/04/2014 17.00,"2,5","7,1","12,7","0,7",,,,
06/04/2014 18.00,"2,6","8,9","14,4","0,7","15,6",,,
06/04/2014 19.00,"2,8","19,9","27,7","0,7",,,,
06/04/2014 20.00,"2,6","15,2","21,3","0,7","15,1",,,
06/04/2014 21.00,"2,7","13,4","18,6","0,7",,,,
06/04/2014 22.00,"2,7","10,2","15,1","0,7","23,4",,,
06/04/2014 23.00,"2,6","11,1","15,9","0,7",,,,
07/04/2014 0.00,"2,8","8,0","12,8","0,7","23,2",,,
07/04/2014 1.00,"2,6","6,9","11,4","0,7",,,,
07/04/2014 2.00,"2,5","4,8","9,2","0,7","13,4",,,
07/04/2014 3.00,"2,5","5,7","10,0","0,7",,,,
07/04/2014 4.00,"2,8","8,8","13,2","0,7","25,9",,,
07/04/2014 5.00,"2,8","12,5","18,2","0,7",,,,
07/04/2014 6.00,"2,7","19,5","26,9","0,7","20,5",,,
07/04/2014 7.00,"3,2","21,3","33,0","0,7",,,,
07/04/2014 8.00,"2,8","18,0","34,9","0,8","18,3",,,
07/04/2014 9.00,"2,8","13,1","23,9","0,8",,,,
07/04/2014 10.00,"2,8","14,2","24,8","0,7","21,2",,,
07/04/2014 11.00,"2,9","12,8","23,1","0,8",,,,
07/04/2014 12.00,"3,1","9,3","17,7","0,8","27,1",,,
07/04/2014 13.00,"2,6","10,3","18,8","0,7",,,,
07/04/2014 14.00,"2,9","9,3","17,1","0,7","14,7",,,
07/04/2014 15.00,"2,7","8,2","15,3","0,7",,,,
07/04/2014 16.00,"3,0","10,5","19,1","0,7","25,6",,,
07/04/2014 17.00,"2,8","11,8","20,7","0,7",,,,
07/04/2014 18.00,"2,6","13,7","24,9","0,7","25,6",,,
07/04/2014 19.00,"2,5","15,9","25,1","0,7",,,,
07/04/2014 20.00,"2,6","16,0","24,8","0,7","17,1",,,
07/04/2014 21.00,"3,0","12,1","19,2","0,7",,,,
07/04/2014 22.00,"2,5","10,0","14,9","0,7","21,2",,,
07/04/2014 23.00,"2,8","8,5","13,1","0,7",,,,
08/04/2014 0.00,"2,5","8,5","13,3","0,7","22,5",,,
08/04/2014 1.00,,"7,8","12,2","0,7",,,,
08/04/2014 2.00,"2,7",,,"0,7","21,5",,,
08/04/2014 3.00,"2,6","5,7","9,9",,,,,
08/04/2014 4.00,"2,6","8,3","13,0","0,7","12,7",,,
08/04/2014 5.00,"2,7","10,9","17,0","0,7",,,,
08/04/2014 6.00,"3,0","17,3","23,8","0,7","19,0",,,
08/04/2014 7.00,"2,9","27,9","42,3","0,8",,,,
08/04/2014 8.00,"3,0","20,8","33,5","0,7","20,5",,,
08/04/2014 9.00,"3,2","13,8","23,1","0,7",,,,
08/04/2014 10.00,"2,9","12,4","21,8","0,7","20,3",,,
08/04/2014 11.00,"2,9","10,2","17,6","0,7",,,,
08/04/2014 12.00,"2,9","8,4","14,8","0,7","24,7",,,
08/04/2014 13.00,"2,8","8,3","14,8","0,7",,,,
08/04/2014 14.00,"3,0","8,6","15,2","0,7","23,2",,,
08/04/2014 15.00,"3,3","7,2","12,7","0,7",,,,
08/04/2014 16.00,"3,2","7,6","13,3","0,7","24,7",,,
08/04/2014 17.00,"3,0","10,5","18,9","0,7",,,,
08/04/2014 18.00,"3,2","19,6","28,4","0,8","13,7",,,
08/04/2014 19.00,"3,9","69,6","100,4","1,1",,,,
08/04/2014 20.00,"4,5","107,0","207,3","1,5","15,1",,,
08/04/2014 21.00,"3,5","66,5","96,8","1,0",,,,
08/04/2014 22.00,"3,3","62,9","86,8","1,0","22,5",,,
08/04/2014 23.00,"3,2","28,1","37,6","0,8",,,,
09/04/2014 0.00,"3,1","11,8","18,1","0,7","36,4",,,
09/04/2014 1.00,"2,9","13,5","18,8","0,7",,,,
09/04/2014 2.00,"2,6","8,2","13,4","0,7","24,2",,,
09/04/2014 3.00,"2,9","7,9","12,4","0,7",,,,
09/04/2014 4.00,"2,9","10,3","15,5","0,7","22,2",,,
09/04/2014 5.00,"3,0","22,1","31,7","0,8",,,,
09/04/2014 6.00,"3,4","46,9","79,6","0,9","29,3",,,
09/04/2014 7.00,"4,3","67,5","168,9","1,2",,,,
09/04/2014 8.00,"4,4","58,7","135,6","1,3","16,1",,,
09/04/2014 9.00,"3,8","49,5","94,2","1,2",,,,
09/04/2014 10.00,"3,4","37,1","65,7","1,0","25,9",,,
09/04/2014 11.00,"3,5","33,2","56,8","1,0",,,,
09/04/2014 12.00,"3,2","22,8","39,3","0,8","32,2",,,
09/04/2014 13.00,"2,9","17,2","25,4","0,7",,,,
09/04/2014 14.00,"2,7","13,9","22,9","0,7","21,0",,,
09/04/2014 15.00,"2,6","19,3","32,0","0,8",,,,
09/04/2014 16.00,"2,7","26,1","40,7","0,8","21,5",,,
09/04/2014 17.00,"2,8","18,1","28,1","0,8",,,,
09/04/2014 18.00,"3,0","25,3","40,0","0,9","15,9",,,
09/04/2014 19.00,"3,1","28,4","42,4","0,9",,,,
09/04/2014 20.00,"2,5","22,3","35,1","0,8","25,2",,,
09/04/2014 21.00,"2,5","10,3","16,9","0,7",,,,
09/04/2014 22.00,"2,5","5,9","10,8","0,7","25,2",,,
09/04/2014 23.00,"2,4","6,2","11,2","0,7",,,,
10/04/2014 0.00,"2,7","4,1","8,3","0,7","28,1",,,
10/04/2014 1.00,,"3,5","7,7","0,6",,,,
10/04/2014 2.00,"2,5",,,"0,6","15,9",,,
10/04/2014 3.00,"3,1","3,7","7,8",,,,,
10/04/2014 4.00,"2,7","4,4","8,4","0,6","9,0",,,
10/04/2014 5.00,"2,9","6,7","11,1","0,6",,,,
10/04/2014 6.00,"3,1","6,1","10,9","0,6","5,9",,,
10/04/2014 7.00,"3,0","7,8","14,2","0,6",,,,
10/04/2014 8.00,"3,0","7,5","14,2","0,6","4,4",,,
10/04/2014 9.00,"3,2","5,8","12,0","0,6",,,,
10/04/2014 10.00,"3,3","4,8","10,7","0,6","4,4",,,
10/04/2014 11.00,"3,4","4,3","9,5","0,6",,,,
10/04/2014 12.00,"3,4","4,4","9,5","0,6","8,3",,,
10/04/2014 13.00,"3,6","4,6","10,3","0,6",,,,
10/04/2014 14.00,"3,6","5,5","10,9","0,6","6,3",,,
10/04/2014 15.00,"3,4","5,5","10,9","0,6",,,,
10/04/2014 16.00,"3,6","6,2","12,2","0,7","5,4",,,
10/04/2014 17.00,"3,4","9,0","15,2","0,6",,,,
10/04/2014 18.00,"3,4","12,7","19,8","0,7","3,9",,,
10/04/2014 19.00,"4,5","23,3","35,3","0,7",,,,
10/04/2014 20.00,"3,6","31,6","51,5","0,7","3,2",,,
10/04/2014 21.00,"3,7","23,1","35,2","0,7",,,,
10/04/2014 22.00,"3,6","15,0","22,0","0,7","11,0",,,
10/04/2014 23.00,"3,6","12,6","19,5","0,7",,,,
11/04/2014 0.00,"3,6","13,1","19,6","0,7","10,5",,,
11/04/2014 1.00,"4,1","10,5","16,2","0,7",,,,
11/04/2014 2.00,"4,0","12,9","18,4","0,7","6,8",,,
11/04/2014 3.00,"3,6","9,3","13,9","0,6",,,,
11/04/2014 4.00,"3,9","16,3","22,1","0,6","6,6",,,
11/04/2014 5.00,"3,9","37,7","52,6","0,7",,,,
11/04/2014 6.00,"4,3","56,8","100,3","0,8","5,1",,,
11/04/2014 7.00,"4,6","58,2","130,8","1,0",,,,
11/04/2014 8.00,"4,2","31,4","60,8","0,9","8,1",,,
11/04/2014 9.00,"3,7","15,9","27,5","0,7",,,,
11/04/2014 10.00,"3,6","11,4","20,6","0,7","20,3",,,
11/04/2014 11.00,"3,8","14,9","26,5","0,7",,,,
11/04/2014 12.00,"3,9","17,4","28,7","0,8","17,1",,,
11/04/2014 13.00,"4,0","23,3","36,0","0,8",,,,
11/04/2014 14.00,"3,7","17,4","27,7","0,7","13,4",,,
11/04/2014 15.00,"3,6","8,1","15,4","0,7",,,,
11/04/2014 16.00,"3,8","6,8","13,5","0,7","8,5",,,
11/04/2014 17.00,"3,5","8,9","16,2","0,7",,,,
11/04/2014 18.00,"3,6","9,9","17,5","0,7","5,6",,,
11/04/2014 19.00,"3,8","27,5","42,5","0,8",,,,
11/04/2014 20.00,"5,1","99,0","190,0","1,4","3,2",,,
11/04/2014 21.00,"4,5","92,7","173,9","1,2",,,,
11/04/2014 22.00,"4,4","90,0","170,5","1,1","2,7",,,
11/04/2014 23.00,"4,5","72,3","126,9","1,1",,,,
12/04/2014 0.00,"3,5","51,3","79,0","0,8","16,4",,,
12/04/2014 1.00,,"36,5","49,9","0,8",,,,
12/04/2014 2.00,"3,8",,,"0,8","24,9",,,
12/04/2014 3.00,"3,9","23,1","30,6",,,,,
12/04/2014 4.00,"4,0","23,7","33,5","0,8","19,3",,,
12/04/2014 5.00,"4,0","34,1","65,8","0,9",,,,
12/04/2014 6.00,"4,3","39,3","87,6","0,9","16,4",,,
12/04/2014 7.00,"5,4","65,5","208,3","1,2",,,,
12/04/2014 8.00,"5,4","69,5","197,6","1,5","24,7",,,
12/04/2014 9.00,"4,0","22,9","39,3","0,8",,,,
12/04/2014 10.00,"4,9","23,7","41,4","0,8","35,2",,,
12/04/2014 11.00,"4,3","20,4","35,5","0,8",,,,
12/04/2014 12.00,"4,1","20,0","33,6","0,8","22,5",,,
12/04/2014 13.00,"4,2","19,1","34,4","0,8",,,,
12/04/2014 14.00,"4,3","14,8","24,6","0,7","13,2",,,
12/04/2014 15.00,"4,0","11,3","20,8","0,7",,,,
12/04/2014 16.00,"3,9","14,4","25,0","0,8","9,0",,,
12/04/2014 17.00,"3,7","17,8","30,3","0,8",,,,
12/04/2014 18.00,"4,0","28,2","42,6","0,9","5,6",,,
12/04/2014 19.00,"3,6","28,7","39,1","0,8",,,,
12/04/2014 20.00,"3,8","33,9","45,3","0,8","5,4",,,
12/04/2014 21.00,"3,9","20,9","28,6","0,8",,,,
12/04/2014 22.00,"3,4","18,9","25,8","0,8","5,1",,,
12/04/2014 23.00,"3,5","18,3","24,9","0,8",,,,
13/04/2014 0.00,"3,7","25,3","33,1","0,8","12,9",,,
13/04/2014 1.00,"3,4","25,9","31,3","0,8",,,,
13/04/2014 2.00,"3,2","16,4","22,1","0,8","8,1",,,
13/04/2014 3.00,"3,5","11,8","17,2","0,7",,,,
13/04/2014 4.00,"3,4","9,8","14,4","0,7","21,0",,,
13/04/2014 5.00,"3,7","16,6","24,3","0,8",,,,
13/04/2014 6.00,"3,4","18,9","25,7","0,8","11,7",,,
13/04/2014 7.00,"3,2","17,5","26,0","0,8",,,,
13/04/2014 8.00,"3,2","15,8","24,1","0,8","12,2",,,
13/04/2014 9.00,"3,5","15,3","22,7","0,8",,,,
13/04/2014 10.00,"3,4","16,5","27,8","0,8","12,2",,,
13/04/2014 11.00,"3,3","35,9","53,7","0,9",,,,
13/04/2014 12.00,"3,3","29,6","48,1","0,9","10,3",,,
13/04/2014 13.00,"3,4","16,8","28,4","0,8",,,,
13/04/2014 14.00,"2,6","5,3","10,4","0,7","10,5",,,
13/04/2014 15.00,"2,6","6,9","13,0","0,7",,,,
13/04/2014 16.00,"3,0","7,6","13,6","0,7","14,4",,,
13/04/2014 17.00,"2,6","6,5","12,6","0,7",,,,
13/04/2014 18.00,"2,7","7,2","13,1","0,7","9,3",,,
13/04/2014 19.00,"3,3","6,9","12,9","0,7",,,,
13/04/2014 20.00,"3,0","6,7","12,0","0,7","6,3",,,
13/04/2014 21.00,"2,9","4,8","9,9","0,7",,,,
13/04/2014 22.00,"2,9","5,1","10,0","0,7","12,7",,,
13/04/2014 23.00,"3,1","4,6","9,3","0,7",,,,
14/04/2014 0.00,"3,0","3,8","8,5","0,7","8,3",,,
14/04/2014 1.00,,"2,6","6,9","0,7",,,,
14/04/2014 2.00,"3,1",,,"0,7","5,4",,,
14/04/2014 3.00,"3,0","2,4","6,5",,,,,
14/04/2014 4.00,"3,0","5,1","9,9","0,7","3,9",,,
14/04/2014 5.00,"3,6","19,6","25,7","0,7",,,,
14/04/2014 6.00,"3,5","43,4","57,1","0,8","8,3",,,
14/04/2014 7.00,"3,6","42,3","73,7","0,9",,,,
14/04/2014 8.00,"3,6","24,7","43,4","0,8","13,7",,,
14/04/2014 9.00,"3,4","13,6","22,7","0,8",,,,
14/04/2014 10.00,"3,3","11,7","20,1","0,7","13,2",,,
14/04/2014 11.00,"3,0","8,3","16,8","0,7",,,,
14/04/2014 12.00,"3,0","9,5","17,6","0,7","15,9",,,
14/04/2014 13.00,"3,1","8,6","16,3","0,7",,,,
14/04/2014 14.00,"3,2","7,0","14,3","0,7","8,8",,,
14/04/2014 15.00,"2,8","6,9","15,0","0,7",,,,
14/04/2014 16.00,"3,1","7,2","14,3","0,7","6,6",,,
14/04/2014 17.00,"2,8","13,2","21,9","0,7",,,,
14/04/2014 18.00,"2,7","17,2","31,4","0,8","7,3",,,
14/04/2014 19.00,"3,2","40,8","58,2","0,9",,,,
14/04/2014 20.00,"3,3","49,4","66,6","1,0","5,6",,,
14/04/2014 21.00,"3,1","35,8","45,7","0,9",,,,
14/04/2014 22.00,"3,3","21,2","30,1","0,8","9,8",,,
14/04/2014 23.00,"3,1","15,1","22,1","0,8",,,,
15/04/2014 0.00,"3,1","10,3","17,4","0,8","13,2",,,
15/04/2014 1.00,"3,0","7,1","12,5","0,7",,,,
15/04/2014 2.00,"3,2","5,4","9,9","0,7","13,2",,,
15/04/2014 3.00,"3,5","5,2","9,5","0,7",,,,
15/04/2014 4.00,"3,7","6,2","11,1","0,7","7,8",,,
15/04/2014 5.00,"3,9","12,9","20,4","0,7",,,,
15/04/2014 6.00,"3,8","36,3","51,9","0,8","8,5",,,
15/04/2014 7.00,"4,1","51,4","84,0","0,9",,,,
15/04/2014 8.00,"4,3","41,1","77,4","1,0","7,8",,,
15/04/2014 9.00,"4,6","28,3","49,8","0,9",,,,
15/04/2014 10.00,"4,3","30,1","53,9","0,9","10,7",,,
15/04/2014 11.00,"4,4","25,7","46,7","0,8",,,,
15/04/2014 12.00,"4,1","19,1","32,6","0,8","14,2",,,
15/04/2014 13.00,"4,0","24,3","39,3","0,8",,,,
15/04/2014 14.00,"3,5","12,8","19,9","0,7","12,2",,,
15/04/2014 15.00,"3,2","18,1","28,3","0,8",,,,
15/04/2014 16.00,"3,4","25,8","39,4","0,8","7,3",,,
15/04/2014 17.00,"3,1","8,3","14,3","0,7",,,,
15/04/2014 18.00,"3,4","9,9","16,4","0,7","10,3",,,
15/04/2014 19.00,"3,2","8,4","14,6","0,7",,,,
15/04/2014 20.00,"3,3","5,4","10,7","0,7","12,2",,,
15/04/2014 21.00,"3,1","4,9","9,6","0,7",,,,
15/04/2014 22.00,"3,1","3,8","8,0","0,7","8,1",,,
15/04/2014 23.00,"3,3","4,4","9,0","0,7",,,,
16/04/2014 0.00,"3,1","3,4","7,6","0,7","6,1",,,
16/04/2014 1.00,,"4,9","9,4","0,7",,,,
16/04/2014 2.00,"3,4",,,"0,7","4,4",,,
16/04/2014 3.00,"3,2","2,5","6,6",,,,,
16/04/2014 4.00,"3,4","5,2","9,5","0,7","4,2",,,
16/04/2014 5.00,"3,0","8,3","13,2","0,7",,,,
16/04/2014 6.00,"3,3","10,8","17,0","0,7","3,9",,,
16/04/2014 7.00,"3,5","9,4","18,5","0,7",,,,
16/04/2014 8.00,"3,4","12,2","21,5","0,7","3,2",,,
16/04/2014 9.00,"3,3","8,6","16,6","0,7",,,,
16/04/2014 10.00,"3,2","11,0","21,1","0,7","7,6",,,
16/04/2014 11.00,"3,5","16,2","26,9","0,7",,,,
16/04/2014 12.00,"3,3","5,4","11,5","0,7","5,4",,,
16/04/2014 13.00,"3,5","5,9","11,7","0,7",,,,
16/04/2014 14.00,"3,5","7,0","13,3","0,7","10,0",,,
16/04/2014 15.00,"3,6","7,3","14,1","0,7",,,,
16/04/2014 16.00,"3,6","6,7","13,3","0,7","6,6",,,
16/04/2014 17.00,"3,6","16,0","27,2","0,7",,,,
16/04/2014 18.00,"3,6","12,7","20,9","0,7","4,9",,,
16/04/2014 19.00,"3,7","11,0","18,0","0,7",,,,
16/04/2014 20.00,"3,6","15,8","24,3","0,7","3,9",,,
16/04/2014 21.00,"3,7","8,7","14,2","0,7",,,,
16/04/2014 22.00,"3,6","12,3","18,7","0,7","3,4",,,
16/04/2014 23.00,"3,6","5,2","9,8","0,7",,,,
17/04/2014 0.00,"3,6","3,9","8,1","0,7","3,7",,,
17/04/2014 1.00,"3,9","3,1","7,2","0,7",,,,
17/04/2014 2.00,"3,7","4,4","8,6","0,7","3,2",,,
17/04/2014 3.00,"3,7","8,4","13,7","0,7",,,,
17/04/2014 4.00,"3,5","10,5","17,5","0,7","8,3",,,
17/04/2014 5.00,"4,0","14,3","20,3","0,7",,,,
17/04/2014 6.00,"3,8","28,4","43,8","0,8","6,6",,,
17/04/2014 7.00,"4,0","43,7","70,4","1,0",,,,
17/04/2014 8.00,"4,1","44,6","84,5","1,0","4,9",,,
17/04/2014 9.00,"4,0","14,9","28,0","0,8",,,,
17/04/2014 10.00,"4,2","12,7","23,3","0,7","5,6",,,
17/04/2014 11.00,"3,8","15,7","29,5","0,8",,,,
17/04/2014 12.00,"3,8","29,1","54,3","0,8","9,5",,,
17/04/2014 13.00,"3,5","11,7","22,2","0,7",,,,
17/04/2014 14.00,"3,7","13,6","27,7","0,7","6,8",,,
17/04/2014 15.00,"3,7","13,7","27,1","0,7",,,,
17/04/2014 16.00,"3,4","20,4","39,0","0,8","14,2",,,
17/04/2014 17.00,"3,7","23,9","46,8","0,8",,,,
17/04/2014 18.00,"3,7","27,9","52,9","0,9","8,8",,,
17/04/2014 19.00,"3,7","27,9","50,8","0,9",,,,
17/04/2014 20.00,"3,7","36,0","65,9","0,9","5,9",,,
17/04/2014 21.00,"3,4","28,3","48,1","0,8",,,,
17/04/2014 22.00,"3,8","18,1","27,7","0,8","6,8",,,
17/04/2014 23.00,"3,4","20,0","31,8","0,8",,,,
18/04/2014 0.00,"3,4","9,0","15,1","0,7","4,6",,,
18/04/2014 1.00,,"7,1","11,8","0,7",,,,
18/04/2014 2.00,"3,8",,,"0,7","3,7",,,
18/04/2014 3.00,"3,9","12,5","18,6",,,,,
18/04/2014 4.00,"3,8","14,8","20,1","0,7","4,6",,,
18/04/2014 5.00,"3,5","26,6","38,1","0,7",,,,
18/04/2014 6.00,"4,0","37,8","73,3","0,8","3,2",,,
18/04/2014 7.00,"4,2","34,0","73,5","0,9",,,,
18/04/2014 8.00,"3,8","17,0","33,6","0,8","2,9",,,
18/04/2014 9.00,"4,3","16,9","32,3","0,8",,,,
18/04/2014 10.00,"3,7","15,7","30,1","0,8","10,0",,,
18/04/2014 11.00,"3,7","14,2","24,5","0,8",,,,
18/04/2014 12.00,"3,6","24,3","40,9","0,8","17,6",,,
18/04/2014 13.00,"3,7","25,8","44,5","0,8",,,,
18/04/2014 14.00,"3,8","23,8","44,5","0,8","10,7",,,
18/04/2014 15.00,"3,3","23,9","46,1","0,8",,,,
18/04/2014 16.00,"3,4","25,9","50,9","0,9","6,3",,,
18/04/2014 17.00,"3,6","32,4","66,4","1,0",,,,
18/04/2014 18.00,"4,4","39,6","82,8","1,1","5,9",,,
18/04/2014 19.00,"3,9","39,8","75,9","1,0",,,,
18/04/2014 20.00,"4,3","35,5","55,3","0,9","9,3",,,
18/04/2014 21.00,"4,0","36,1","54,6","0,9",,,,
18/04/2014 22.00,"4,0","32,6","45,9","0,8","12,2",,,
18/04/2014 23.00,"4,0","18,3","25,8","0,9",,,,
19/04/2014 0.00,"4,1","19,9","28,0","0,9","13,2",,,
19/04/2014 1.00,"4,3","16,1","23,1","0,8",,,,
19/04/2014 2.00,"4,0","12,1","19,6","0,8","14,7",,,
19/04/2014 3.00,"4,0","18,5","27,2","0,8",,,,
19/04/2014 4.00,"4,3","18,7","29,2","0,9","9,3",,,
19/04/2014 5.00,"4,4","24,4","38,5","0,9",,,,
19/04/2014 6.00,"4,3","32,8","55,9","0,9","10,7",,,
19/04/2014 7.00,"4,3","31,8","60,7","0,9",,,,
19/04/2014 8.00,"4,2","25,6","49,7","0,9","13,9",,,
19/04/2014 9.00,"4,3","28,7","54,7","0,9",,,,
19/04/2014 10.00,"4,2","25,3","45,7","0,9","12,2",,,
19/04/2014 11.00,"4,2","17,3","28,0","0,9",,,,
19/04/2014 12.00,"4,1","24,6","40,6","0,9","18,8",,,
19/04/2014 13.00,"3,4","16,6","28,2","0,8",,,,
19/04/2014 14.00,"3,4","15,6","26,1","0,8","10,7",,,
19/04/2014 15.00,"3,2","17,3","29,0","0,8",,,,
19/04/2014 16.00,"3,2","19,0","30,6","0,8","9,8",,,
19/04/2014 17.00,"3,3","16,5","27,2","0,8",,,,
19/04/2014 18.00,"3,6","23,3","35,8","0,8","11,7",,,
19/04/2014 19.00,"3,3","19,0","29,4","0,8",,,,
19/04/2014 20.00,"3,5","19,6","29,0","0,8","7,1",,,
19/04/2014 21.00,"3,5","15,2","22,5","0,8",,,,
19/04/2014 22.00,"3,4","13,9","19,8","0,8","14,2",,,
19/04/2014 23.00,"3,3","13,2","19,1","0,8",,,,
20/04/2014 0.00,"3,3","13,1","19,0","0,8","11,2",,,
20/04/2014 1.00,,"9,9","14,8","0,8",,,,
20/04/2014 2.00,"3,3",,,"0,7","22,5",,,
20/04/2014 3.00,"3,1","6,4","11,1",,,,,
20/04/2014 4.00,"3,2","4,9","9,2","0,7","18,3",,,
20/04/2014 5.00,"3,2","6,9","12,1","0,7",,,,
20/04/2014 6.00,"3,1","6,3","11,3","0,7","21,0",,,
20/04/2014 7.00,"2,8","7,9","14,3","0,7",,,,
20/04/2014 8.00,"2,9","6,2","10,9","0,7","12,2",,,
20/04/2014 9.00,"3,1","6,7","13,0","0,7",,,,
20/04/2014 10.00,"3,0","7,2","13,8","0,8","22,2",,,
20/04/2014 11.00,"3,6","8,3","15,8","0,8",,,,
20/04/2014 12.00,"3,7","12,5","22,3","0,8","12,7",,,
20/04/2014 13.00,"3,9","8,0","15,6","0,8",,,,
20/04/2014 14.00,"3,6","3,5","8,3","0,7","13,7",,,
20/04/2014 15.00,"3,8","4,5","9,6","0,7",,,,
20/04/2014 16.00,"3,8","6,3","11,7","0,7","8,8",,,
20/04/2014 17.00,"4,1","8,9","15,2","0,8",,,,
20/04/2014 18.00,"3,9","11,4","18,1","0,8","5,6",,,
20/04/2014 19.00,"3,9","16,8","24,8","0,8",,,,
20/04/2014 20.00,"3,9","15,8","23,0","0,8","16,8",,,
20/04/2014 21.00,"3,9","13,2","18,7","0,8",,,,
20/04/2014 22.00,"3,9","11,6","17,1","0,8","36,4",,,
20/04/2014 23.00,"3,8","9,4","14,3","0,8",,,,
21/04/2014 0.00,"3,9","5,6","9,9","0,7","33,9",,,
21/04/2014 1.00,"3,4","5,5","10,3","0,7",,,,
21/04/2014 2.00,"3,8","4,4","8,9","0,7","28,1",,,
21/04/2014 3.00,"3,8","2,5","6,6","0,7",,,,
21/04/2014 4.00,"3,6","2,8","6,8","0,7","41,0",,,
21/04/2014 5.00,"3,6","4,0","8,3","0,7",,,,
21/04/2014 6.00,"3,6","7,4","12,1","0,7","35,9",,,
21/04/2014 7.00,"3,8","13,0","19,2","0,8",,,,
21/04/2014 8.00,"3,6","15,0","22,4","0,8","33,0",,,
21/04/2014 9.00,"3,4","11,6","18,5","0,8",,,,
21/04/2014 10.00,"3,6","11,9","20,6","0,8","18,6",,,
21/04/2014 11.00,"3,8","16,6","27,8","0,8",,,,
21/04/2014 12.00,"3,6","14,8","26,0","0,8","9,8",,,
21/04/2014 13.00,"3,6","10,1","17,8","0,8",,,,
21/04/2014 14.00,"3,8","5,7","11,3","0,7","5,4",,,
21/04/2014 15.00,"3,8","5,2","10,5","0,7",,,,
21/04/2014 16.00,"3,7","7,3","13,4","0,7","3,4",,,
21/04/2014 17.00,"3,7","8,6","15,0","0,7",,,,
21/04/2014 18.00,"3,9","13,5","21,6","0,8","14,9",,,
21/04/2014 19.00,"3,7","25,7","34,7","0,8",,,,
21/04/2014 20.00,"3,6","26,7","35,6","0,9","14,9",,,
21/04/2014 21.00,"3,7","19,6","27,0","0,8",,,,
21/04/2014 22.00,"3,8","13,4","18,9","0,8","34,4",,,
21/04/2014 23.00,"3,0","10,6","16,2","0,8",,,,
22/04/2014 0.00,"2,9","7,3","12,6","0,7","56,2",,,
22/04/2014 1.00,,"7,9","12,9","0,7",,,,
22/04/2014 2.00,"2,9",,,"0,7","54,2",,,
22/04/2014 3.00,"2,6","3,7","8,0",,,,,
22/04/2014 4.00,"2,7","5,3","9,7","0,7","52,7",,,
22/04/2014 5.00,"2,7","12,6","18,6","0,8",,,,
22/04/2014 6.00,"3,4","25,4","35,9","0,8","38,1",,,
22/04/2014 7.00,"4,2","40,3","76,8","1,0",,,,
22/04/2014 8.00,"3,7","27,2","51,6","0,9","33,7",,,
22/04/2014 9.00,"3,6","25,7","45,5","1,0",,,,
22/04/2014 10.00,"4,2","26,2","45,5","1,0","17,3",,,
22/04/2014 11.00,"3,8","20,7","37,1","0,9",,,,
22/04/2014 12.00,"3,7","12,0","21,2","0,8","9,0",,,
22/04/2014 13.00,"3,7","11,7","19,7","0,8",,,,
22/04/2014 14.00,"3,7","14,4","25,1","0,8","4,9",,,
22/04/2014 15.00,"3,5","13,1","21,2","0,8",,,,
22/04/2014 16.00,"3,7","25,7","37,4","0,8","3,2",,,
