"NetC","Regione-Provincia Lecce","","",""
02/03/2012 21.00,"0,89170052","27,81078568","41,9026272","37,59999"
02/03/2012 22.00,"0,76561082","23,55505608","36,82888664","37,59999"
02/03/2012 23.00,"0,97242998","20,60759336","39,67053928","37,59999"
03/03/2012 0.00,"0,60726494","18,49986192","45,14897376","37,59999"
03/03/2012 1.00,"0,76313646","18,8373108","47,95433664","63,29999"
03/03/2012 2.00,"0,65683962","14,55433711","44,6211088","63,29999"
03/03/2012 3.00,"0,85577906","13,65230714","46,47188656","63,29999"
03/03/2012 4.00,"0,72364127","10,79958402","48,08792808","63,29999"
03/03/2012 5.00,"0,7217171","11,73406254","52,24213048","63,29999"
03/03/2012 6.00,"0,56740362","11,44722622","47,63658136","63,29999"
03/03/2012 7.00,"0,83910128","10,03644554","43,12959584","63,29999"
03/03/2012 8.00,"0,79218401","12,22335864","47,71049928","63,29999"
03/03/2012 9.00,"0,74600001","15,72891122","41,86503728","63,29999"
03/03/2012 10.00,"0,4625733","19,26041728","35,68625632","63,29999"
03/03/2012 11.00,"0,6518909","20,23381648","31,8731356","63,29999"
03/03/2012 12.00,"0,38404259","9,92872155","17,65571583","63,29999"
03/03/2012 13.00,"0,48337502","8,2466797","13,39645094","63,29999"
03/03/2012 14.00,"0,48630703","8,67238268","13,23821956","63,29999"
03/03/2012 15.00,"0,61569587","9,290169","12,89711685","63,29999"
03/03/2012 16.00,"0,56987798","8,3518072","10,67928862","63,29999"
03/03/2012 17.00,"0,42573654","9,24863654","12,18507658","63,29999"
03/03/2012 18.00,"0,55310867","13,20974223","18,88395213","63,29999"
03/03/2012 19.00,"0,4527684","23,5914032","33,18178488","63,29999"
03/03/2012 20.00,"0,62110224","25,90421576","37,93908944","63,29999"
03/03/2012 21.00,"0,58124093","25,54082104","39,66015712","63,29999"
03/03/2012 22.00,"0,86155257","25,61479632","50,7596804","63,29999"
03/03/2012 23.00,"0,8818946","22,22216264","43,89477824","63,29999"
04/03/2012 0.00,"0,65555718","24,84645912","44,1178704","63,29999"
04/03/2012 1.00,,"19,03847997","37,81718032","60,09999"
04/03/2012 2.00,"1,24604162",,,"60,09999"
04/03/2012 3.00,"1,08398877","15,43299098","36,29972152","60,09999"
04/03/2012 4.00,"1,11591444","14,29086542","34,49951616","60,09999"
04/03/2012 5.00,"1,19967151","12,59324651","35,27509984","60,09999"
04/03/2012 6.00,"1,34108739","12,82426965","39,38391136","60,09999"
04/03/2012 7.00,"1,0969779","9,82229772","36,77441376","60,09999"
04/03/2012 8.00,"0,92254409","10,27914335","36,27247552","60,09999"
04/03/2012 9.00,"0,94500047","13,50175434","34,94698152","60,09999"
04/03/2012 10.00,"0,89183273","10,96052279","23,8760044","60,09999"
04/03/2012 11.00,"0,90275836","11,31485081","22,21717232","60,09999"
04/03/2012 12.00,"0,80746851","11,94301164","20,68024936","60,09999"
04/03/2012 13.00,"0,93043398","7,65355054","14,78032404","60,09999"
04/03/2012 14.00,"0,87556683","6,07793443","13,6415789","60,09999"
04/03/2012 15.00,"0,79593674","6,18955317","14,32767907","60,09999"
04/03/2012 16.00,"0,98505806","7,8287643","16,45342155","60,09999"
04/03/2012 17.00,"0,96927829","10,85150246","20,39232128","60,09999"
04/03/2012 18.00,"1,07464254","7,34985037","19,18225472","60,09999"
04/03/2012 19.00,"0,8775093","12,11823114","23,69702208","60,09999"
04/03/2012 20.00,"1,42411629","31,9678752","47,16835168","60,09999"
04/03/2012 21.00,"1,02863651","20,30779176","34,20250608","60,09999"
04/03/2012 22.00,"1,11421503","24,95158088","42,22300192","60,09999"
04/03/2012 23.00,"1,33101197","26,7205824","54,66488304","60,09999"
05/03/2012 0.00,"1,09976956","25,4772088","60,3560084","60,09999"
05/03/2012 1.00,"1,06262465","25,90421576","60,54925424","78,8"
05/03/2012 2.00,"1,10171203","25,43177968","63,51803576","78,8"
05/03/2012 3.00,"1,10681025","18,44795303","59,16278656","78,8"
05/03/2012 4.00,"1,15475774","19,87430312","54,4534732","78,8"
05/03/2012 5.00,"1,00302337","16,96448386","45,62886664","78,8"
05/03/2012 6.00,"1,16070617","14,31682465","37,656362","78,8"
05/03/2012 7.00,"1,42350914","14,08320884","37,95595328","78,8"
05/03/2012 8.00,"1,33174116","12,1350969","33,32575848","78,8"
05/03/2012 9.00,"0,90906986","10,79569883","29,90044872","78,8"
05/03/2012 10.00,"1,21872907","12,64386098","30,44127704","78,8"
05/03/2012 11.00,"0,95276933","13,22011674","31,28689728","78,8"
05/03/2012 12.00,"0,99889638","15,50697008","34,6512716","78,8"
05/03/2012 13.00,"1,07391437","12,62958981","29,616402","78,8"
05/03/2012 14.00,"0,98056699","20,95932488","38,1556808","78,8"
05/03/2012 15.00,"0,96187352","15,99887032","33,45156808","78,8"
05/03/2012 16.00,"1,15548591","15,47452153","33,02226672","78,8"
05/03/2012 17.00,"1,07124373","17,90543833","36,22320328","78,8"
05/03/2012 18.00,"1,23778663","21,2773096","38,37099112","78,8"
05/03/2012 19.00,"1,29811609","27,795222","46,72348664","78,8"
05/03/2012 20.00,"1,73850963","25,12679656","42,94023136","78,8"
05/03/2012 21.00,"1,52632479","32,10804392","52,00605584","78,8"
05/03/2012 22.00,"1,54562541","29,87440728","50,58719888","78,8"
05/03/2012 23.00,"1,33683938","22,17153288","37,9883808","78,8"
06/03/2012 0.00,"1,24919737","16,92425346","36,06626632","78,8"
06/03/2012 1.00,,"15,24610254","35,05200768","46,79999"
06/03/2012 2.00,"1,07131594",,,"46,79999"
06/03/2012 3.00,"1,48689773","13,61987006","43,26963072","46,79999"
06/03/2012 4.00,"1,26919871","14,1701666","40,96752536","46,79999"
06/03/2012 5.00,"1,23847514","13,75354945","39,22179288","46,79999"
06/03/2012 6.00,"1,30473981","11,12924532","33,33354032","46,79999"
06/03/2012 7.00,"1,41590706","11,24475498","38,5421916","46,79999"
06/03/2012 8.00,"1,47444457","12,47254769","46,77795952","46,79999"
06/03/2012 9.00,"1,11085588","21,24744416","58,77887608","46,79999"
06/03/2012 10.00,"1,41390764","19,66274032","39,73281312","46,79999"
06/03/2012 11.00,"1,15085042","18,22211906","29,02498216","46,79999"
06/03/2012 12.00,"1,00732426","13,83790306","21,7178344","46,79999"
06/03/2012 13.00,"1,09022197","8,87614643","15,89312716","46,79999"
06/03/2012 14.00,"0,88079522","7,7573817","16,26665739","46,79999"
06/03/2012 15.00,"1,2691082","5,86378661","14,15777493","46,79999"
06/03/2012 16.00,"1,12585358","6,34010596","13,4470329","46,79999"
06/03/2012 17.00,"1,30701179","9,04227629","18,6919988","46,79999"
06/03/2012 18.00,"0,95660342","14,9865275","28,49063552","46,79999"
06/03/2012 19.00,"1,19357256","17,30971649","29,93935792","46,79999"
06/03/2012 20.00,"1,12748993","23,04241064","34,0883788","46,79999"
06/03/2012 21.00,"1,23929383","24,93729824","34,66553512","46,79999"
06/03/2012 22.00,"1,32055619","17,76656212","27,12361288","46,79999"
06/03/2012 23.00,"1,10712857","15,66141953","27,3298412","46,79999"
07/03/2012 0.00,"1,14357887","11,82750007","26,05101912","46,79999"
07/03/2012 1.00,"1,37536639","11,1759746","27,40117792","30,79999"
07/03/2012 2.00,"1,19311796","10,12729614","28,6410908","30,79999"
07/03/2012 3.00,"1,03804682","8,73078663","27,93942504","30,79999"
07/03/2012 4.00,"1,10158389","9,16427527","28,76688128","30,79999"
07/03/2012 5.00,"1,2527467","6,52570189","24,7734972","30,79999"
07/03/2012 6.00,"1,19884469","8,20644549","26,30781984","30,79999"
07/03/2012 7.00,"1,03522973","12,13770104","32,28299192","30,79999"
07/03/2012 8.00,"1,28301567","14,17665593","39,8352772","30,79999"
07/03/2012 9.00,"1,22638606","14,33758514","31,07810688","30,79999"
07/03/2012 10.00,"1,13230746","14,5738051","33,10138528","30,79999"
07/03/2012 11.00,"1,16893878","13,46411854","24,52447832","30,79999"
07/03/2012 12.00,"0,89115744","9,23695613","17,79579086","30,79999"
07/03/2012 13.00,"1,09449438","8,02214781","15,06047028","30,79999"
07/03/2012 14.00,"1,23820259","8,62046806","15,84643612","30,79999"
07/03/2012 15.00,"1,16930287","8,01825306","17,8230273","30,79999"
07/03/2012 16.00,,,,"30,79999"
07/03/2012 17.00,,,,"30,79999"
07/03/2012 18.00,,,,"30,79999"
07/03/2012 19.00,"0,93187913",,,"30,79999"
07/03/2012 20.00,"1,16330359","20,1870872","47,75198968","30,79999"
07/03/2012 21.00,"1,17393836","36,7193864","79,40855304","30,79999"
07/03/2012 22.00,"1,23702185","43,21653448","89,16699952","30,79999"
07/03/2012 23.00,"1,01550501","29,39548952","77,84568424","30,79999"
08/03/2012 0.00,"1,34846166","26,7140816","78,22831368","30,79999"
08/03/2012 1.00,,"33,38644536","89,02562624","14,6"
08/03/2012 2.00,"1,19443599",,,"14,6"
08/03/2012 3.00,"0,74268459",,,"14,6"
08/03/2012 4.00,"0,83121851",,,"14,6"
08/03/2012 5.00,"0,60803074",,,"14,6"
08/03/2012 6.00,"0,62129344",,,"14,6"
08/03/2012 7.00,"0,49607836",,,"14,6"
08/03/2012 8.00,,,,"14,6"
08/03/2012 9.00,"0,62810327",,,"14,6"
08/03/2012 10.00,"0,60480482",,,"14,6"
08/03/2012 11.00,"0,70887137",,,"14,6"
08/03/2012 12.00,"0,59930895",,,"14,6"
08/03/2012 13.00,"0,64948976",,,"14,6"
08/03/2012 14.00,"0,72297005",,,"14,6"
08/03/2012 15.00,"0,74459553",,,"14,6"
08/03/2012 16.00,"0,8019462",,,"14,6"
08/03/2012 17.00,"0,52582866",,,"14,6"
08/03/2012 18.00,"0,80110921",,,"14,6"
08/03/2012 19.00,"0,53072755",,,"14,6"
08/03/2012 20.00,"0,58628525",,,"14,6"
08/03/2012 21.00,"0,65713658",,,"14,6"
08/03/2012 22.00,"0,60157889",,,"14,6"
08/03/2012 23.00,"0,86371674",,,"14,6"
09/03/2012 0.00,"0,63622808",,,"14,6"
09/03/2012 1.00,"0,56358479",,,"16,4"
09/03/2012 2.00,"0,57589049",,,"16,4"
09/03/2012 3.00,"0,63814004",,,"16,4"
09/03/2012 4.00,"0,76705801",,,"16,4"
09/03/2012 5.00,"0,69895461",,,"16,4"
09/03/2012 6.00,"0,39440175",,,"16,4"
09/03/2012 7.00,"0,48950753",,,"16,4"
09/03/2012 8.00,"0,47875377",,,"16,4"
09/03/2012 9.00,"0,78139568",,,"16,4"
09/03/2012 10.00,"0,57003664",,,"16,4"
09/03/2012 11.00,"0,63766205",,,"16,4"
09/03/2012 12.00,"0,62595231",,,"16,4"
09/03/2012 13.00,"0,42558602",,,"16,4"
09/03/2012 14.00,"0,55498199",,,"16,4"
09/03/2012 15.00,"0,4644161",,,"16,4"
09/03/2012 16.00,"0,54387024",,,"16,4"
09/03/2012 17.00,"0,42594401",,,"16,4"
09/03/2012 18.00,"0,67063828","11,51082125","17,57011559","16,4"
09/03/2012 19.00,"0,62368237","12,41933864","18,79056814","16,4"
09/03/2012 20.00,"0,79883926","11,63152963","15,32634918","16,4"
09/03/2012 21.00,"0,70863238","13,91837341","16,55718006","16,4"
09/03/2012 22.00,"0,54805215","9,90665707","11,31740142","16,4"
09/03/2012 23.00,"0,4903435","13,00078166","15,75953763","16,4"
10/03/2012 0.00,"0,44207363","9,47057385","14,69472189","16,4"
10/03/2012 1.00,,"7,87808434","15,25501628","32,79999"
10/03/2012 2.00,"0,59043664","7,17593485","17,55974108","32,79999"
10/03/2012 3.00,"0,42241095","6,28559484","19,2276456","32,79999"
10/03/2012 4.00,"0,46022199","5,98189276","17,66609226","32,79999"
10/03/2012 5.00,"0,27333502","7,63538271","20,9124044","32,79999"
10/03/2012 6.00,"0,4699679","8,24148671","23,11078376","32,79999"
10/03/2012 7.00,"0,36357547","8,25316903","24,1898592","32,79999"
10/03/2012 8.00,"0,39551944","9,09938199","22,96422896","32,79999"
10/03/2012 9.00,"0,42358457","9,57051026","21,65946104","32,79999"
10/03/2012 10.00,"0,50010772","9,95986994","19,87611952","32,79999"
10/03/2012 11.00,"0,35852199","8,52182989","13,27323784","32,79999"
10/03/2012 12.00,"0,42069629","9,78984917","12,27845866","32,79999"
10/03/2012 13.00,"0,50091928","9,50172224","10,50549356","32,79999"
10/03/2012 14.00,"0,52329938","9,39010542","11,22142475","32,79999"
10/03/2012 15.00,"0,39163958","8,39333966","12,31736786","32,79999"
10/03/2012 16.00,"0,51635022","8,76582977","12,33033886","32,79999"
10/03/2012 17.00,"0,47258465","8,69704174","14,50147414","32,79999"
10/03/2012 18.00,"0,50037824","9,3472747","17,59086844","32,79999"
10/03/2012 19.00,"0,50191187","9,64189096","17,45857716","32,79999"
10/03/2012 20.00,"0,487203","8,78789425","17,23809106","32,79999"
10/03/2012 21.00,"0,39921928","8,5880195","17,27829659","32,79999"
10/03/2012 22.00,"0,4946027","9,23435963","18,96306686","32,79999"
10/03/2012 23.00,"0,37855486","8,56336044","17,2264183","32,79999"
11/03/2012 0.00,"0,25889769","8,21682956","17,29515852","32,79999"
11/03/2012 1.00,"0,39795617","8,69574541","20,88647768","28,7"
11/03/2012 2.00,"0,39425632","7,85212703","22,0498532","28,7"
11/03/2012 3.00,"0,54838572","7,52765872","20,8734952","28,7"
11/03/2012 4.00,"0,52510354","7,06821086","20,8021776","28,7"
11/03/2012 5.00,"0,53548101","7,26808369","21,0862052","28,7"
11/03/2012 6.00,"0,50543171","8,02733889","21,10176888","28,7"
11/03/2012 7.00,"0,36348495","7,00851057","22,59718232","28,7"
11/03/2012 8.00,"0,58294745","6,75412662","23,87080376","28,7"
11/03/2012 9.00,"0,42990116","6,88650967","18,61547865","28,7"
11/03/2012 10.00,"0,44127122","6,80085016","13,91783422","28,7"
11/03/2012 11.00,"0,44659521","7,14478646","14,41198298","28,7"
11/03/2012 12.00,"0,35779992","6,93712605","12,19026383","28,7"
11/03/2012 13.00,"0,56941118","7,29533925","11,14231002","28,7"
11/03/2012 14.00,"0,56110941","6,98904258","9,58723644","28,7"
11/03/2012 15.00,"0,63681998","6,42316898","8,95301648","28,7"
11/03/2012 16.00,"0,75963595","6,50882849","9,29671378","28,7"
11/03/2012 17.00,"0,80827499","7,33557346","9,91148105","28,7"
11/03/2012 18.00,"0,69150508","10,38946766","15,53256985","28,7"
11/03/2012 19.00,"0,36465755","10,51145709","19,34955472","28,7"
11/03/2012 20.00,"0,88082777","12,12082573","23,15487448","28,7"
11/03/2012 21.00,"0,65125832","9,75480794","20,7840136","28,7"
11/03/2012 22.00,"0,42538873","13,36288961","24,9680432","28,7"
11/03/2012 23.00,"0,64151241","8,75414745","19,48832768","28,7"
12/03/2012 0.00,"0,4764645","7,28236059","19,76847392","28,7"
12/03/2012 1.00,,"6,71519065","21,41304248","14,6"
12/03/2012 2.00,"1,24575991","6,02212698","23,89284912","14,6"
12/03/2012 3.00,"1,16049158","6,0714451","22,77876496","14,6"
12/03/2012 4.00,"1,05101458","5,22133931","22,75670048","14,6"
12/03/2012 5.00,"1,34770501","4,87221194","22,7683828","14,6"
12/03/2012 6.00,"0,94602052","5,47572135","23,01870184","14,6"
12/03/2012 7.00,"1,21841278","5,23172338","22,81507384","14,6"
12/03/2012 8.00,"1,05460052","6,11167932","26,57888408","14,6"
12/03/2012 9.00,"1,19259014","6,02082873","25,61393592","14,6"
12/03/2012 10.00,"1,06204293","6,28819134","24,64898776","14,6"
12/03/2012 11.00,"1,33066924","5,55489345","21,0356328","14,6"
12/03/2012 12.00,"1,18936218","5,40563699","12,56638674","14,6"
12/03/2012 13.00,"1,40867518","5,86378661","8,76495407","14,6"
12/03/2012 14.00,"1,53617342","5,5990205","7,24619702","14,6"
12/03/2012 15.00,"1,43709728","4,81640448","4,87792117","14,6"
12/03/2012 16.00,"1,30708806","4,35825486","4,6846715","14,6"
12/03/2012 17.00,"1,41746206","5,35631886","7,85447879","14,6"
12/03/2012 18.00,"1,40123277","5,62497781","13,37440176","14,6"
12/03/2012 19.00,"1,08105066","6,07663618","15,78547774","14,6"
12/03/2012 20.00,"0,77171791","5,7158284","13,80240487","14,6"
12/03/2012 21.00,"1,1369999","5,97670168","16,35225763","14,6"
12/03/2012 22.00,"1,17645136","6,10908474","17,04354314","14,6"
12/03/2012 23.00,"1,03532329","5,75476628","16,65056022","14,6"
13/03/2012 0.00,"1,0122801","5,22263756","20,04992032","14,6"
13/03/2012 1.00,"1,3775621","5,11231707","22,63609152","21,6"
13/03/2012 2.00,"0,98798194","5,12789222","25,15610752","21,6"
13/03/2012 3.00,"1,02393696","4,9734466","23,80466768","21,6"
13/03/2012 4.00,"1,09467948","5,08376518","26,920004","21,6"
13/03/2012 5.00,"1,04446917","5,28493434","28,8473","21,6"
13/03/2012 6.00,"1,15197319","5,31997748","29,06001","21,6"
13/03/2012 7.00,"1,37451415","6,44263696","30,86927824","21,6"
13/03/2012 8.00,"1,42221348","7,48612626","28,670918","21,6"
13/03/2012 9.00,"1,19034867","6,58799867","23,381848","21,6"
13/03/2012 10.00,"1,61220739","6,04938254","17,2264183","21,6"
13/03/2012 11.00,"1,29991516","5,13178697","13,15910482","21,6"
13/03/2012 12.00,"1,99918707","5,14087088","9,02953663","21,6"
13/03/2012 13.00,"2,01810531","4,75929686","5,53419031","21,6"
13/03/2012 14.00,"2,01927079","4,80212758","5,01410337","21,6"
13/03/2012 15.00,"2,25929499","4,28167926","4,27871949","21,6"
13/03/2012 16.00,,,,"21,6"
13/03/2012 17.00,"2,59714036","6,64380804","9,15664066","21,6"
13/03/2012 18.00,"1,93696193","8,42448806","15,27317263","21,6"
13/03/2012 19.00,"1,59875756","12,4699531","22,96422896","21,6"
13/03/2012 20.00,"1,4861421","16,56343994","29,97696696","21,6"
13/03/2012 21.00,"1,52442808","23,17867888","39,67053928","21,6"
13/03/2012 22.00,"1,55885862","21,26562728","37,74194312","21,6"
13/03/2012 23.00,"1,11485371","14,49852392","32,89383768","21,6"
14/03/2012 0.00,"1,3043086","10,49848799","31,76937136","21,6"
14/03/2012 1.00,,"9,3187209","33,36206736","26,5"
14/03/2012 2.00,"0,42549856","8,40502007","34,67461712","26,5"
14/03/2012 3.00,"0,36055904","7,59904133","36,2335472","26,5"
14/03/2012 4.00,"0,43207754","6,8955955","33,22069408","26,5"
14/03/2012 5.00,"0,27582362","6,14282962","29,80964784","26,5"
14/03/2012 6.00,"0,33327395","7,98970117","28,62162664","26,5"
14/03/2012 7.00,"0,39885011","12,15846154","33,738196","26,5"
14/03/2012 8.00,"0,27691486","20,39344936","41,80666392","26,5"
14/03/2012 9.00,"0,23237942","17,3149133","32,38285568","26,5"
14/03/2012 10.00,"0,26918363","11,50822666","24,28454144","26,5"
14/03/2012 11.00,"0,71920918","7,85082878","16,90606461","26,5"
14/03/2012 12.00,"0,52236069","5,68338176","7,80778775","26,5"
14/03/2012 13.00,"1,03593044","8,79827641","9,84144449","26,5"
14/03/2012 14.00,"0,98909047","9,95986994","9,96725026","26,5"
14/03/2012 15.00,"1,28125525","11,72237449","12,04370712","26,5"
14/03/2012 16.00,"1,2511734","7,52804112","11,31297705","26,5"
14/03/2012 17.00,"0,58090328","5,88974392","13,36532358","26,5"
14/03/2012 18.00,"0,52963733","6,97606393","18,99938148","26,5"
14/03/2012 19.00,"0,57226285","8,75414745","23,02906488","26,5"
14/03/2012 20.00,"0,46581956","22,04174632","36,96505928","26,5"
14/03/2012 21.00,"0,47897751","25,25528296","40,64716976","26,5"
14/03/2012 22.00,"0,6333815","27,56289488","44,50698152","26,5"
14/03/2012 23.00,"0,31153659","15,81197232","36,53187656","26,5"
15/03/2012 0.00,"0,36689597","12,70486142","34,83803576","26,5"
15/03/2012 1.00,"0,40749054","10,70225174","38,46955472","27,5"
15/03/2012 2.00,"0,60736969","8,26355119","40,85467912","27,5"
15/03/2012 3.00,"0,40658033","6,81123232","41,121862","27,5"
15/03/2012 4.00,"0,34621934","6,44133871","41,73534632","27,5"
15/03/2012 5.00,"0,35755788","6,51272323","43,3941784","27,5"
15/03/2012 6.00,"0,39039172","6,82031814","41,98954672","27,5"
15/03/2012 7.00,"0,21291607","9,8417657","43,52903176","27,5"
15/03/2012 8.00,"0,31747892","13,40052542","51,1578544","27,5"
15/03/2012 9.00,"0,45235957","12,43360981","43,06212136","27,5"
15/03/2012 10.00,"0,34985715","10,79699134","34,45800664","27,5"
15/03/2012 11.00,"0,45918059","10,25967537","27,52698752","27,5"
15/03/2012 12.00,"0,41934368","10,71263582","20,37805776","27,5"
15/03/2012 13.00,"0,52242171","9,27848859","13,25637782","27,5"
15/03/2012 14.00,"0,72487794","6,32842555","9,57815826","27,5"
15/03/2012 15.00,"0,51863237","6,01044466","9,50033986","27,5"
15/03/2012 16.00,"0,36677393","6,30246633","10,54440467","27,5"
15/03/2012 17.00,"0,5873297","7,23304246","14,10719297","27,5"
15/03/2012 18.00,"0,56010563","10,80478274","22,52844592","27,5"
15/03/2012 19.00,"0,36340868","12,07280394","27,6320328","27,5"
15/03/2012 20.00,"0,41725171","11,61206165","25,64118192","27,5"
15/03/2012 21.00,"0,37680969","11,37844393","24,59841536","27,5"
15/03/2012 22.00,"0,40609522","16,29867574","30,39978664","27,5"
15/03/2012 23.00,"0,3755659","17,26039262","33,70963072","27,5"
16/03/2012 0.00,"0,40030442","11,23307839","32,2985556","27,5"
16/03/2012 1.00,,"8,98646692","35,00923624","29,4"
16/03/2012 2.00,"0,34728008","8,78919058","35,71866472","29,4"
16/03/2012 3.00,"0,33435807","8,33104097","37,7640076","29,4"
16/03/2012 4.00,"0,33956308","7,5185729","36,64990432","29,4"
16/03/2012 5.00,"0,37354715","7,14089362","38,19459","29,4"
16/03/2012 6.00,"0,37381971","7,83785013","40,8222516","29,4"
16/03/2012 7.00,"0,51271953","11,9637817","48,70787496","29,4"
16/03/2012 8.00,"0,32004482","16,63092781","50,60016224","29,4"
16/03/2012 9.00,"0,32373653","15,51345941","42,91428552","29,4"
16/03/2012 10.00,"0,398664","11,97935685","30,4724044","29,4"
16/03/2012 11.00,"0,35493605","7,86510569","20,19647512","29,4"
16/03/2012 12.00,"0,48857087","6,73595688","9,59631462","29,4"
16/03/2012 13.00,"0,36452941","4,2596167","4,26964131","29,4"
16/03/2012 14.00,"0,47295585","3,40821266","3,40585516","29,4"
16/03/2012 15.00,"0,40063088","2,78653159","2,7846043","29,4"
16/03/2012 16.00,"0,26209412","5,25119137","5,24755857","29,4"
16/03/2012 17.00,"0,49102184","8,32844447","8,35511114","29,4"
16/03/2012 18.00,"0,3401987","10,13638196","13,17077758","29,4"
16/03/2012 19.00,"0,52016296","19,54853656","29,20526464","29,4"
16/03/2012 20.00,"0,62114597","36,13664704","50,79080776","29,4"
16/03/2012 21.00,"0,4157913","35,387774","50,43284312","29,4"
16/03/2012 22.00,"0,29592666","43,1178944","59,90722376","29,4"
16/03/2012 23.00,"0,62135751","41,45791512","64,7320028","29,4"
17/03/2012 0.00,"0,48760268","36,21970432","68,05742968","29,4"
17/03/2012 1.00,"0,45401219","33,63305512","66,5516532","32,79999"
17/03/2012 2.00,"0,4204217","28,66089912","66,93556368","32,79999"
17/03/2012 3.00,"0,34016819","25,30979408","70,9393108","32,79999"
17/03/2012 4.00,"0,43779206","22,67251512","69,60341552","32,79999"
17/03/2012 5.00,"0,53002887","19,5109084","56,52214248","32,79999"
17/03/2012 6.00,"0,60186874","11,7678017","45,47971152","32,79999"
17/03/2012 7.00,"0,67313501","14,1909271","50,62090744","32,79999"
17/03/2012 8.00,"0,5271233","13,30837849","49,67540432","32,79999"
17/03/2012 9.00,"0,73532151","10,99297134","37,24392448","32,79999"
17/03/2012 10.00,"0,64695845","12,47903702","28,15083488","32,79999"
17/03/2012 11.00,"0,4266254","10,56857235","20,7956768","32,79999"
17/03/2012 12.00,"0,35296917","8,53999962","11,85434838","32,79999"
17/03/2012 13.00,"0,28379182","7,47184935","7,52375059","32,79999"
17/03/2012 14.00,"0,30775844","8,32195706","8,63396104","32,79999"
17/03/2012 15.00,"0,36619322","7,88717017","8,95431282","32,79999"
17/03/2012 16.00,"0,45731032","7,65744528","10,38487695","32,79999"
17/03/2012 17.00,"0,45355759","8,97089177","12,56119948","32,79999"
17/03/2012 18.00,"0,34168149","12,41284931","17,58567927","32,79999"
17/03/2012 19.00,"0,51898324","20,33245656","30,60599584","32,79999"
17/03/2012 20.00,"0,29801456","18,92816713","30,2571132","32,79999"
17/03/2012 21.00,"0,37272948","16,88660618","27,77470624","32,79999"
17/03/2012 22.00,"0,42490057","16,72696948","29,68385736","32,79999"
17/03/2012 23.00,"0,30524645","13,08384468","26,85903032","32,79999"
18/03/2012 0.00,"0,2490216","11,8534593","28,16379824","32,79999"
18/03/2012 1.00,,"10,8748671","29,00811832","19,2"
18/03/2012 2.00,"1,4356867","7,76906402","28,83433664","19,2"
18/03/2012 3.00,"0,98888809","6,5516592","28,69814488","19,2"
18/03/2012 4.00,"1,22108241","6,22589264","29,04702752","19,2"
18/03/2012 5.00,"1,80251961","5,48091434","26,9913216","19,2"
18/03/2012 6.00,"0,98299457","5,47572135","27,57107824","19,2"
18/03/2012 7.00,"1,23649504","5,59253117","28,7098272","19,2"
18/03/2012 8.00,"1,36514961","7,67950976","30,77461512","19,2"
18/03/2012 9.00,"1,28971567","7,41993473","26,20665592","19,2"
18/03/2012 10.00,"1,00783683","6,41667965","20,26263032","19,2"
18/03/2012 11.00,"1,06867377","7,45757245","17,54417549","19,2"
18/03/2012 12.00,"1,27212665","7,48872275","12,81281294","19,2"
18/03/2012 13.00,"1,096326","7,79112658","9,2941211","19,2"
18/03/2012 14.00,"1,31836558","7,16944552","7,29288806","19,2"
18/03/2012 15.00,"1,37539487","6,52700014","10,01005038","19,2"
18/03/2012 16.00,"1,01472701","6,9669781","13,11500646","19,2"
18/03/2012 17.00,"1,08889173","7,1772331","14,90742615","19,2"
18/03/2012 18.00,"1,06441254","7,76906402","16,70892402","19,2"
18/03/2012 19.00,"1,47739285","10,19348575","22,31703608","19,2"
18/03/2012 20.00,"1,35562947","10,60880083","25,59837224","19,2"
18/03/2012 21.00,"1,29379587","13,608182","30,60081432","19,2"
18/03/2012 22.00,"1,15208608","11,56533237","28,48155352","19,2"
18/03/2012 23.00,"1,300324","10,0325508","28,33629888","19,2"
19/03/2012 0.00,"1,14737126","9,30833874","29,2065648","19,2"
19/03/2012 1.00,"1,27430303","7,5042979","29,53728344","23,9"
19/03/2012 2.00,"1,33541151","6,32453081","29,58269344","23,9"
19/03/2012 3.00,"1,64050033","4,84755287","27,13269488","23,9"
19/03/2012 4.00,"1,03267909","4,72425373","27,7876696","23,9"
19/03/2012 5.00,"1,2455616","5,10063858","26,60613008","23,9"
19/03/2012 6.00,"1,35717125","5,44587121","26,3778564","23,9"
19/03/2012 7.00,"1,15779755","7,65744528","29,90174888","23,9"
19/03/2012 8.00,"1,358712","12,52056757","33,07151984","23,9"
19/03/2012 9.00,"1,12252901","12,56989334","29,92897576","23,9"
19/03/2012 10.00,"1,26351368","10,99556593","23,66977608","23,9"
19/03/2012 11.00,"1,14782383","8,59970182","15,07862854","23,9"
19/03/2012 12.00,"1,36950135","8,43876496","12,13579095","23,9"
19/03/2012 13.00,"1,35934661","8,19346683","12,10855451","23,9"
19/03/2012 14.00,"0,92279224","8,88133942","12,0916945","23,9"
19/03/2012 15.00,"0,85751304","8,0675731","11,12804267","23,9"
19/03/2012 16.00,"1,22561518","7,74959412","10,8893983","23,9"
19/03/2012 17.00,"1,1452854","9,28887266","12,72980538","23,9"
19/03/2012 18.00,"1,37865842","11,75482304","18,1278154","23,9"
19/03/2012 19.00,"1,32226475","15,42390515","26,28059296","23,9"
19/03/2012 20.00,"1,24773798","18,27922477","31,87053528","23,9"
19/03/2012 21.00,"1,6176524","20,3921492","35,3905464","23,9"
