,Comune Bari,,,,
,King,,,,
Parm,SO2,NO2,PM10,BENZENE,CO



01/01/2010 1.00,,"11,31614141",,"0,72768079","0,17106394"
01/01/2010 2.00,,"15,6471388","103,05239868","0,86815595","0,21807868"
01/01/2010 3.00,,"25,58364984",,"0,83571365","0,28136148"
01/01/2010 4.00,,"34,29885176","62,02685165","1,45519886","0,33522875"
01/01/2010 5.00,,"9,74572212",,"0,86653383","0,15862291"
01/01/2010 6.00,,"31,97177568","53,72404099","1,64450019","0,30300019"
01/01/2010 7.00,,"31,09959776",,"1,11390586","0,3525325"
01/01/2010 8.00,,"26,50771944","26,86202049","1,32202373","0,30213227"
01/01/2010 9.00,,"21,70689776",,"1,74863997","0,33633317"
01/01/2010 10.00,,"11,63152963","13,18680954","1,27465797","0,17999716"
01/01/2010 11.00,,"3,24987038",,"1,06378302","0,18105731"
01/01/2010 12.00,,"6,32193431","6,34920597","0,77780465","0,18744501"
01/01/2010 13.00,,"7,34076454",,"0,70448404","0,12360301"
01/01/2010 14.00,,"4,06623319","3,41880298","0,60699543","0,13318863"
01/01/2010 15.00,,"1,08502176",,"0,53740619","0,11365624"
01/01/2010 16.00,,"0,38806334","2,93040299","0,48906818","0,11893252"
01/01/2010 17.00,,"2,67491477",,"0,55914355","0,14757055"
01/01/2010 18.00,,"1,89619158","10,7448101","0,55784586","0,12679627"
01/01/2010 19.00,,"3,92216973",,"0,44965028","0,13428373"
01/01/2010 20.00,,"4,83717071","6,83760691","0,53610952","0,14743541"
01/01/2010 21.00,,"7,42382947",,"0,48420184","0,17447972"
01/01/2010 22.00,,"10,18699642","4,88400507","0,55492605","0,24871585"
01/01/2010 23.00,,"7,04095721",,"0,55703429","0,16134202"
02/01/2010 0.00,,"3,26674378","4,88400507",,"0,15090012"
02/01/2010 1.00,,"2,96174345",,,"0,1377531"
02/01/2010 2.00,,"1,97795635","3,41880298",,"0,13698653"
02/01/2010 3.00,,,,,"0,14652322"
02/01/2010 4.00,,"13,02284423","3,41880298",,"0,14926213"
02/01/2010 5.00,,"6,44393521",,,"0,16411472"
02/01/2010 6.00,,"8,30378732","7,32600689",,
02/01/2010 7.00,,"13,5783395",,,"0,41292493"
02/01/2010 8.00,,"26,62582368","4,39560509",,"0,35029686"
02/01/2010 9.00,,"27,9327904",,,"0,41354355"
02/01/2010 10.00,,"19,72893376","11,72161007",,"0,4007402"
02/01/2010 11.00,,"20,07936512",,,"0,43155095"
02/01/2010 12.00,,"19,29156376","15,62880993",,"0,45215864"
02/01/2010 13.00,,"12,72043466",,,"0,36873881"
02/01/2010 14.00,,"11,90018858","8,30280876",,"0,32972646"
02/01/2010 15.00,,"7,40695607",,,"0,27413149"
02/01/2010 16.00,,"6,51402148","5,86080599",,"0,24648721"
02/01/2010 17.00,,"11,10589024",,,"0,2849124"
02/01/2010 18.00,,"12,64775763","12,21000957",,"0,37312853"
02/01/2010 19.00,,"12,65554903",,,"0,29920695"
02/01/2010 20.00,,"10,93327297","22,46640968",,"0,2787181"
02/01/2010 21.00,,"9,07601926",,,"0,25528995"
02/01/2010 22.00,,"9,6483822","28,81562042",,"0,25162253"
02/01/2010 23.00,,"7,6068289",,,"0,23568533"
03/01/2010 0.00,,"13,77820469","19,53602028",,"0,24609111"
03/01/2010 1.00,,"6,28429659",,,"0,19464937"
03/01/2010 2.00,,"9,44850937","11,72161007",,"0,20606404"
03/01/2010 3.00,,"13,3265444",,,"0,21071355"
03/01/2010 4.00,,"5,4912965","17,09399986",,"0,2130587"
03/01/2010 5.00,,"9,46408261",,,"0,246634"
03/01/2010 6.00,,"11,46279946","16,11721039",,"0,33991555"
03/01/2010 7.00,,"6,25833928",,,"0,3746675"
03/01/2010 8.00,,"7,42642406","9,76801014",,"0,40586387"
03/01/2010 9.00,,"7,14997754",,,"0,36700529"
03/01/2010 10.00,,"8,69833808","20,51280975",,"0,33685393"
03/01/2010 11.00,,"14,89308042",,,"0,45035988"
03/01/2010 12.00,,"17,61082207","16,60560989",,"0,38162604"
03/01/2010 13.00,,"14,83338204",,,"0,32052529"
03/01/2010 14.00,,"12,40505791","16,60560989",,"0,28542267"
03/01/2010 15.00,,"7,79761591",,,"0,25062179"
03/01/2010 16.00,,"5,75995736","9,27960968",,"0,27177004"
03/01/2010 17.00,,"17,81718806",,,"0,33027168"
03/01/2010 18.00,,"10,69835509","12,21000957",,"0,2841202"
