,Bari,,
,Ex Ciapi,,
Parm,SO2,NO2,PM10



27/05/2010 15.00,"3,85776169","13,7756101","26,10000038"
27/05/2010 16.00,"4,01850261","18,61797572","26,10000038"
27/05/2010 17.00,"8,75943117","24,98660872","26,10000038"
27/05/2010 18.00,"4,98836059","20,27144464","26,10000038"
27/05/2010 19.00,"4,29844305","19,90935008","26,10000038"
27/05/2010 20.00,"3,94445382","19,77956352","26,10000038"
27/05/2010 21.00,"3,8740164","24,54793856","26,10000038"
27/05/2010 22.00,"3,65367623","16,40249926","26,10000038"
27/05/2010 23.00,"3,66631856","19,204606","26,10000038"
28/05/2010 0.00,"3,49835491","12,51277617","26,10000038"
28/05/2010 1.00,,"11,21101582","25,20000076"
28/05/2010 2.00,"3,37734818",,"25,20000076"
28/05/2010 3.00,"3,48390639","27,04893016","25,20000076"
28/05/2010 4.00,"3,45681453","9,45889153","25,20000076"
28/05/2010 5.00,"3,27801372","17,47714459","25,20000076"
28/05/2010 6.00,"3,50919104","36,4805776","25,20000076"
28/05/2010 7.00,"3,5724037","51,75393952","25,20000076"
28/05/2010 8.00,"3,44236601","41,55525504","25,20000076"
28/05/2010 9.00,"3,77648915","35,17881152","25,20000076"
28/05/2010 10.00,"4,1449269","23,16051488","25,20000076"
28/05/2010 11.00,"4,20813955","41,0088628","25,20000076"
28/05/2010 12.00,"4,19549722","25,28512928","25,20000076"
28/05/2010 13.00,"3,92458673","19,78084456","25,20000076"
28/05/2010 14.00,"3,78732529","15,95863037","25,20000076"
28/05/2010 15.00,"3,85234413","17,3733077","25,20000076"
28/05/2010 16.00,"4,02030779","25,61867768","25,20000076"
28/05/2010 17.00,"4,05823578","27,86919728","25,20000076"
28/05/2010 18.00,"3,83608942","18,54269646","25,20000076"
28/05/2010 19.00,"3,69882798","25,995074","25,20000076"
28/05/2010 20.00,"3,75842825","19,64457632","25,20000076"
28/05/2010 21.00,"3,78732529","22,76337336","25,20000076"
28/05/2010 22.00,"3,55976137","28,2910036","25,20000076"
28/05/2010 23.00,"3,56156654","29,37862568","25,20000076"
29/05/2010 0.00,"3,4640393","12,7710606","25,20000076"
29/05/2010 1.00,"3,36651103","9,67823234","27,5"
29/05/2010 2.00,"3,34483876","8,71910431","27,5"
29/05/2010 3.00,"3,31955411","6,71778714","27,5"
29/05/2010 4.00,"3,23647436","9,98842566","27,5"
29/05/2010 5.00,"3,28704468","16,48167709","27,5"
29/05/2010 6.00,"3,34303257","18,91612344","27,5"
29/05/2010 7.00,"3,38637812","22,45837112","27,5"
29/05/2010 8.00,"3,24008674","20,47782592","27,5"
29/05/2010 9.00,"3,12630478","14,53486722","27,5"
29/05/2010 10.00,"3,35567489","20,60111168","27,5"
29/05/2010 11.00,"3,25814765","13,4199934","27,5"
29/05/2010 12.00,"3,49835491","10,80478274","27,5"
29/05/2010 13.00,"3,35567489","11,0137414","27,5"
29/05/2010 14.00,"3,36831722","9,19023258","27,5"
29/05/2010 15.00,"3,44056083","7,38359526","27,5"
29/05/2010 16.00,"3,37915437","9,08510509","27,5"
29/05/2010 17.00,"3,25814765","14,13771805","27,5"
29/05/2010 18.00,"3,3014932","16,65948162","27,5"
29/05/2010 19.00,"3,3213603","25,7562652","27,5"
29/05/2010 20.00,"3,27801372","34,72585872","27,5"
29/05/2010 21.00,"3,29065707","38,89981208","27,5"
29/05/2010 22.00,"3,25814765","20,73739904","27,5"
29/05/2010 23.00,"3,28704468","28,40002584","27,5"
30/05/2010 0.00,"3,18771023","30,54930504","27,5"
30/05/2010 1.00,,"20,80747384","29,89999962"
30/05/2010 2.00,"3,06489832",,"29,89999962"
30/05/2010 3.00,"3,2129959","23,31106576","29,89999962"
30/05/2010 4.00,"3,20396595","22,32338392","29,89999962"
30/05/2010 5.00,"3,15520182","22,13260456","29,89999962"
30/05/2010 6.00,"3,34664495","25,71991808","29,89999962"
30/05/2010 7.00,"3,31232934","22,53104624","29,89999962"
30/05/2010 8.00,"3,37734818","23,08263912","29,89999962"
30/05/2010 9.00,"3,38276574","24,194926","29,89999962"
30/05/2010 10.00,"3,16965034","19,65495848","29,89999962"
30/05/2010 11.00,"3,31594172","18,85288404","29,89999962"
30/05/2010 12.00,"3,35748109","15,55239729","29,89999962"
30/05/2010 13.00,"3,40624522","16,40120674","29,89999962"
30/05/2010 14.00,"3,33219643","9,41216798","29,89999962"
30/05/2010 15.00,"3,52183337","4,69959466","29,89999962"
30/05/2010 16.00,"3,99863552","3,71450932","29,89999962"
30/05/2010 17.00,"5,23398643","7,13570063","29,89999962"
30/05/2010 18.00,"5,53560016","7,68470084","29,89999962"
30/05/2010 19.00,"4,60186296","6,491957","29,89999962"
30/05/2010 20.00,"3,98057461","7,89235934","29,89999962"
30/05/2010 21.00,"3,56156654","8,81644614","29,89999962"
30/05/2010 22.00,"3,36831722","16,95409978","29,89999962"
30/05/2010 23.00,"2,94569779","14,41156425","29,89999962"
31/05/2010 0.00,"2,86803662","23,03851016","29,89999962"
31/05/2010 1.00,"3,09018298","35,71354056","23,7999897"
31/05/2010 2.00,"3,3213603","37,1295104","23,7999897"
31/05/2010 3.00,"3,45500834","36,07043448","23,7999897"
31/05/2010 4.00,"3,13172234","26,03530248","23,7999897"
31/05/2010 5.00,"3,29426843","30,17290872","23,7999897"
31/05/2010 6.00,"3,50557866","39,08020928","23,7999897"
31/05/2010 7.00,"3,4622331","43,59161152","23,7999897"
31/05/2010 8.00,"3,18590505","31,93152808","23,7999897"
31/05/2010 9.00,"3,24731049","16,45961261","23,7999897"
31/05/2010 10.00,"3,45681453","15,30969757","23,7999897"
31/05/2010 11.00,"3,2111897","13,58482883","23,7999897"
31/05/2010 12.00,"3,23466817","12,37909869","23,7999897"
31/05/2010 13.00,"3,06851071","14,99171667","23,7999897"
31/05/2010 14.00,"3,16603796","9,0370833","23,7999897"
31/05/2010 15.00,"3,0504498","11,26942169","23,7999897"
31/05/2010 16.00,"3,09379536","8,36089302","23,7999897"
31/05/2010 17.00,"3,00349186","10,95923219","23,7999897"
31/05/2010 18.00,"3,052256","8,60748749","23,7999897"
31/05/2010 19.00,"3,11908001","8,05718903","23,7999897"
31/05/2010 20.00,"3,06489832","8,04421229","23,7999897"
31/05/2010 21.00,"3,13352853","10,42969614","23,7999897"
31/05/2010 22.00,"3,12088621","11,55365387","23,7999897"
31/05/2010 23.00,"3,00891044","8,62695547","23,7999897"
01/06/2010 0.00,"3,052256","7,76127644","23,7999897"
01/06/2010 1.00,,"6,73595688","10,80000019"
01/06/2010 2.00,"3,24550532",,"10,80000019"
01/06/2010 3.00,"2,95834011","6,62304181","10,80000019"
01/06/2010 4.00,"3,09560155","6,3868295","10,80000019"
01/06/2010 5.00,"3,07212207","12,70097624","10,80000019"
01/06/2010 6.00,"3,08657059","17,16695318","10,80000019"
01/06/2010 7.00,"3,19674119","25,44866264","10,80000019"
01/06/2010 8.00,"3,2111897","17,98460851","10,80000019"
01/06/2010 9.00,"3,34845114","16,6698676","10,80000019"
01/06/2010 10.00,"3,47668162","16,95799453","10,80000019"
01/06/2010 11.00,"3,3737358","18,93984562","10,80000019"
01/06/2010 12.00,"3,44236601","15,60821048","10,80000019"
01/06/2010 13.00,"3,54892422","17,15656911","10,80000019"
01/06/2010 14.00,"3,46765168","11,28628744","10,80000019"
01/06/2010 15.00,"3,42069374","11,5809037","10,80000019"
01/06/2010 16.00,"3,32858405","14,73473431","10,80000019"
01/06/2010 17.00,"3,41888755","12,52056757","10,80000019"
01/06/2010 18.00,"3,31413553","13,3070745","10,80000019"
01/06/2010 19.00,"3,17145653","22,89446008","10,80000019"
01/06/2010 20.00,"3,26176003","41,82130984","10,80000019"
01/06/2010 21.00,"3,50557866","57,64108312","10,80000019"
01/06/2010 22.00,"3,64464629","59,08431808","10,80000019"
01/06/2010 23.00,"3,81622233","44,69351624","10,80000019"
02/06/2010 0.00,"3,33039024","28,71801056","10,80000019"
02/06/2010 1.00,"3,21841346","14,05984229","12,80000019"
02/06/2010 2.00,"3,17145653","15,69515868","12,80000019"
02/06/2010 3.00,"3,31052315","23,37077752","12,80000019"
02/06/2010 4.00,"3,51822099","34,49613192","12,80000019"
02/06/2010 5.00,"3,78371291","42,03937344","12,80000019"
02/06/2010 6.00,"3,52544576","34,33519888","12,80000019"
02/06/2010 7.00,"3,45500834","20,0858468","12,80000019"
02/06/2010 8.00,"3,44236601","12,96963518","12,80000019"
02/06/2010 9.00,"4,61089291","17,77045686","12,80000019"
02/06/2010 10.00,"5,55004766","15,93007847","12,80000019"
02/06/2010 11.00,"4,28218834","12,66203836","12,80000019"
02/06/2010 12.00,"3,86498646","9,05395478","12,80000019"
02/06/2010 13.00,"3,74578592","8,59970182","12,80000019"
02/06/2010 14.00,"3,76023444","7,09416817","12,80000019"
02/06/2010 15.00,"3,35928728","6,36087219","12,80000019"
02/06/2010 16.00,"3,16423176","6,43095655","12,80000019"
02/06/2010 17.00,"3,15520182","7,41863839","12,80000019"
02/06/2010 18.00,"3,28885088","12,45048512","12,80000019"
02/06/2010 19.00,"3,10643769","9,93780738","12,80000019"
02/06/2010 20.00,"3,14797705","10,89823174","12,80000019"
02/06/2010 21.00,"3,17326272","17,09686882","12,80000019"
02/06/2010 22.00,"3,17145653","23,420088","12,80000019"
02/06/2010 23.00,"2,98362477","16,37914418","12,80000019"
03/06/2010 0.00,"3,19854738","16,41808397","12,80000019"
03/06/2010 1.00,,"21,20463448","16,7999897"
03/06/2010 2.00,"3,08115303",,"16,7999897"
03/06/2010 3.00,"3,12810996","13,67567369","16,7999897"
03/06/2010 4.00,"3,014328","13,07216618","16,7999897"
03/06/2010 5.00,"3,11005007","22,86459464","16,7999897"
03/06/2010 6.00,"3,0504498","25,96650872","16,7999897"
03/06/2010 7.00,"2,81024254","32,88546312","16,7999897"
03/06/2010 8.00,"2,92763688","34,47016696","16,7999897"
03/06/2010 9.00,"3,15520182","19,13321192","16,7999897"
03/06/2010 10.00,"3,30329939","18,24289103","16,7999897"
03/06/2010 11.00,"3,20938351","14,24933296","16,7999897"
03/06/2010 12.00,"3,34664495","13,80546598","16,7999897"
03/06/2010 13.00,"3,44778458","14,83207806","16,7999897"
03/06/2010 14.00,"3,35928728","13,68735027","16,7999897"
03/06/2010 15.00,"3,35928728","16,14552837","16,7999897"
03/06/2010 16.00,"3,28704468","21,50831744","16,7999897"
03/06/2010 17.00,"3,36289966","26,30525776","16,7999897"
03/06/2010 18.00,"3,37915437","32,69986528","16,7999897"
03/06/2010 19.00,"3,30691076","38,58832816","16,7999897"
03/06/2010 20.00,"3,19493499","23,22670832","16,7999897"
03/06/2010 21.00,"3,09198917","19,80290904","16,7999897"
03/06/2010 22.00,"3,08476542","20,21953384","16,7999897"
03/06/2010 23.00,"2,85900667","23,3188476","16,7999897"
04/06/2010 0.00,"2,97098244","19,05146054","16,7999897"
04/06/2010 1.00,"3,0323889","16,95669246","11,5"
04/06/2010 2.00,"3,03600128","12,28825383","11,5"
04/06/2010 3.00,"2,99807329","6,68014942","11,5"
04/06/2010 4.00,"3,01071561","11,04488979","11,5"
04/06/2010 5.00,"3,05586736","20,01967248","11,5"
04/06/2010 6.00,"3,19132261","33,84719912","11,5"
04/06/2010 7.00,"3,3538687","49,26333008","11,5"
04/06/2010 8.00,"3,00891044","35,98867736","11,5"
04/06/2010 9.00,"3,13714092","30,87375232","11,5"
04/06/2010 10.00,"3,01613419","21,14492272","11,5"
04/06/2010 11.00,"3,052256","20,425896","11,5"
04/06/2010 12.00,"2,42555009","19,587484","11,5"
04/06/2010 13.00,"2,50501643","18,14813996","11,5"
04/06/2010 14.00,"2,81927248","16,36357094","11,5"
04/06/2010 15.00,"2,70007195","17,74709605","11,5"
04/06/2010 16.00,"2,55919914","17,74450146","11,5"
04/06/2010 17.00,"2,89693365","22,58295704","11,5"
04/06/2010 18.00,"3,0323889","19,8872856","11,5"
04/06/2010 19.00,"3,02335896","20,56216424","11,5"
04/06/2010 20.00,"2,89873985","23,10210328","11,5"
04/06/2010 21.00,"2,88609752","14,80871342","11,5"
04/06/2010 22.00,"3,15158944","18,60369499","11,5"
04/06/2010 23.00,"3,05406219","31,37733488","11,5"
05/06/2010 0.00,"2,86984281","25,83672216","11,5"
05/06/2010 1.00,,"17,91582431","13,89999962"
05/06/2010 2.00,"2,94569779",,"13,89999962"
05/06/2010 3.00,"2,86623042","12,00271958","13,89999962"
05/06/2010 4.00,"2,70549052","11,53028923","13,89999962"
05/06/2010 5.00,"2,94931017","11,46410153","13,89999962"
05/06/2010 6.00,"3,12991615","20,0651016","13,89999962"
05/06/2010 7.00,"3,04503123","21,33182072","13,89999962"
05/06/2010 8.00,"3,17326272","17,13839938","13,89999962"
05/06/2010 9.00,"3,24369913","14,6477842","13,89999962"
05/06/2010 10.00,"3,3538687","14,45958604","13,89999962"
05/06/2010 11.00,"3,1750679","14,96057019","13,89999962"
05/06/2010 12.00,"3,26176003","10,50496776","13,89999962"
05/06/2010 13.00,"3,22925061","9,13312688","13,89999962"
05/06/2010 14.00,"3,12449859","5,85599903","13,89999962"
05/06/2010 15.00,"3,37554199","4,66584978","13,89999962"
05/06/2010 16.00,"3,33219643","5,53672371","13,89999962"
05/06/2010 17.00,"3,34122638","4,91504074","13,89999962"
05/06/2010 18.00,"3,42791749","4,4815521","13,89999962"
05/06/2010 19.00,"3,24369913","6,54387162","13,89999962"
05/06/2010 20.00,"3,15339563","9,12793389","13,89999962"
05/06/2010 21.00,"3,28523849","17,19161034","13,89999962"
05/06/2010 22.00,"3,32316547","18,62835214","13,89999962"
05/06/2010 23.00,"3,12449859","13,27462786","13,89999962"
06/06/2010 0.00,"3,06309213","14,87879778","13,89999962"
06/06/2010 1.00,"3,09560155","9,46278627","19,7999897"
06/06/2010 2.00,"2,84455815","7,19280634","19,7999897"
06/06/2010 3.00,"3,01071561","3,10451058","19,7999897"
06/06/2010 4.00,"3,06309213","5,91051015","19,7999897"
06/06/2010 5.00,"2,99807329","7,69248842","19,7999897"
06/06/2010 6.00,"3,11366246","10,42839407","19,7999897"
06/06/2010 7.00,"3,38818432","9,80672257","19,7999897"
06/06/2010 8.00,"3,63200396","7,97672251","19,7999897"
06/06/2010 9.00,"3,79635625","5,71972314","19,7999897"
06/06/2010 10.00,"4,20813955","6,89429725","19,7999897"
06/06/2010 11.00,"4,3417886","6,49065875","19,7999897"
06/06/2010 12.00,"4,10699992","5,41472282","19,7999897"
06/06/2010 13.00,"4,09435759","6,34010405","19,7999897"
06/06/2010 14.00,"4,42486733","3,5743406","19,7999897"
06/06/2010 15.00,"4,35443093","3,41600023","19,7999897"
06/06/2010 16.00,"4,48627379","2,70736141","19,7999897"
06/06/2010 17.00,"4,29483066","3,63014806","19,7999897"
06/06/2010 18.00,"4,20452717","6,72557472","19,7999897"
06/06/2010 19.00,"3,85234413","7,00331758","19,7999897"
06/06/2010 20.00,"3,44778458","14,61663007","19,7999897"
06/06/2010 21.00,"3,61394306","44,69091592","19,7999897"
06/06/2010 22.00,"3,74397973","61,87084776","19,7999897"
06/06/2010 23.00,"3,60671829","54,34058872","19,7999897"
07/06/2010 0.00,"3,94445382","54,21340248","19,7999897"
07/06/2010 1.00,,"42,55201888","28,5"
07/06/2010 2.00,"3,41346897",,"28,5"
07/06/2010 3.00,"3,42791749","32,20148336","28,5"
07/06/2010 4.00,"3,43875464","28,94123656","28,5"
07/06/2010 5.00,"3,65728862","33,07756176","28,5"
07/06/2010 6.00,"3,9643199","40,37677472","28,5"
07/06/2010 7.00,"3,62658539","45,16463304","28,5"
07/06/2010 8.00,"4,0546234","46,57282104","28,5"
07/06/2010 9.00,"7,12313411","36,29497976","28,5"
07/06/2010 10.00,"6,81068425","19,427832","28,5"
07/06/2010 11.00,"9,38071952","19,81719168","28,5"
07/06/2010 12.00,,"33,80177","28,5"
07/06/2010 13.00,"9,01047559","32,95555704","28,5"
07/06/2010 14.00,"5,16896759","16,75422886","28,5"
07/06/2010 15.00,"4,45557056","13,21362742","28,5"
07/06/2010 16.00,"4,46098914","15,35641538","28,5"
07/06/2010 17.00,"4,21897568","16,35577954","28,5"
07/06/2010 18.00,"4,20633336","25,93148088","28,5"
07/06/2010 19.00,"3,92639292","37,83165416","28,5"
07/06/2010 20.00,"3,87040402","56,4081108","28,5"
07/06/2010 21.00,"3,83970181","69,4192708","28,5"
07/06/2010 22.00,"4,08171425","63,81766528","28,5"
07/06/2010 23.00,"3,95348377","53,58653416","28,5"
08/06/2010 0.00,"3,58504602","45,09973976","28,5"
08/06/2010 1.00,"3,35206353","28,9736832","25,10000038"
08/06/2010 2.00,"3,28704468","22,20267936","25,10000038"
08/06/2010 3.00,"3,49113014","18,87884326","25,10000038"
08/06/2010 4.00,"3,20757732","20,35452104","25,10000038"
08/06/2010 5.00,"3,37012341","38,99585184","25,10000038"
08/06/2010 6.00,"3,60310591","40,58833752","25,10000038"
08/06/2010 7.00,"3,88846492","39,62142","25,10000038"
08/06/2010 8.00,"3,33942018","27,8289688","25,10000038"
08/06/2010 9.00,"3,34483876","20,31687376","25,10000038"
08/06/2010 10.00,"3,59949454","16,48426976","25,10000038"
08/06/2010 11.00,"4,28399453","24,22735352","25,10000038"
08/06/2010 12.00,"4,93959748","27,8964624","25,10000038"
08/06/2010 13.00,"11,30417874","44,23406264","25,10000038"
08/06/2010 14.00,"8,26095777","30,64404464","25,10000038"
08/06/2010 15.00,"5,65841308","16,08193525","25,10000038"
08/06/2010 16.00,"4,91792419","17,1202239","25,10000038"
08/06/2010 17.00,"4,45737676","21,88601392","25,10000038"
08/06/2010 18.00,"4,84026404","25,60959568","25,10000038"
08/06/2010 19.00,"4,55851639","25,96780888","25,10000038"
08/06/2010 20.00,"4,03114494","29,81211432","25,10000038"
08/06/2010 21.00,"3,78010154","19,3850032","25,10000038"
08/06/2010 22.00,"3,69882798","22,14686808","25,10000038"
08/06/2010 23.00,"3,72772502","39,76160784","25,10000038"
09/06/2010 0.00,"3,56698512","43,07376544","25,10000038"
09/06/2010 1.00,,"38,85568312","28,60000038"
09/06/2010 2.00,"3,60671829",,"28,60000038"
09/06/2010 3.00,"3,52363956","37,197004","28,60000038"
09/06/2010 4.00,"3,59226977","36,16129272","28,60000038"
09/06/2010 5.00,"3,89207731","43,35800336","28,60000038"
09/06/2010 6.00,"4,05642959","48,94792656","28,60000038"
09/06/2010 7.00,"3,66993095","49,16857136","28,60000038"
09/06/2010 8.00,"3,76565302","47,13609624","28,60000038"
09/06/2010 9.00,"3,70244037","29,59406984","28,60000038"
09/06/2010 10.00,"4,3959703","29,2462388","28,60000038"
09/06/2010 11.00,"4,4519592","28,9555192","28,60000038"
09/06/2010 12.00,"4,58380206","28,96330104","28,60000038"
09/06/2010 13.00,"4,72648106","17,36681837","28,60000038"
09/06/2010 14.00,"4,69577783","13,67048452","28,60000038"
09/06/2010 15.00,"4,28941209","16,65429245","28,60000038"
09/06/2010 16.00,"4,08532663","16,24416462","28,60000038"
09/06/2010 17.00,"4,20272097","20,3739852","28,60000038"
09/06/2010 18.00,"3,90471963","21,08002944","28,60000038"
09/06/2010 19.00,"4,01308403","19,66924112","28,60000038"
09/06/2010 20.00,"3,84331317","48,64422448","28,60000038"
09/06/2010 21.00,"3,84873175","26,59079584","28,60000038"
09/06/2010 22.00,"3,54711803","31,72776624","28,60000038"
09/06/2010 23.00,"3,4821002","33,71481224","28,60000038"
10/06/2010 0.00,"3,52905814","31,39421784","28,60000038"
10/06/2010 1.00,"3,47306924","20,98787104","28,70000076"
10/06/2010 2.00,"3,44056083","22,91132392","28,70000076"
10/06/2010 3.00,"3,31774791","33,38904568","28,70000076"
10/06/2010 4.00,"3,61033068","44,1159584","28,70000076"
10/06/2010 5.00,"4,58199587","52,69359192","28,70000076"
10/06/2010 6.00,"4,16840638","63,85011192","28,70000076"
10/06/2010 7.00,"3,87040402","51,51901208","28,70000076"
10/06/2010 8.00,"4,4320921","43,36968568","28,70000076"
10/06/2010 9.00,"4,47543766","42,82327432","28,70000076"
10/06/2010 10.00,"4,85471154","28,16511752","28,70000076"
10/06/2010 11.00,"6,24719099","26,17157072","28,70000076"
10/06/2010 12.00,"7,1773158","19,77956352","28,70000076"
10/06/2010 13.00,"6,04129934","16,42067664","28,70000076"
10/06/2010 14.00,"4,735511","14,5296704","28,70000076"
10/06/2010 15.00,"4,53503793","10,7801275","28,70000076"
10/06/2010 16.00,"4,22078188","13,1746991","28,70000076"
10/06/2010 17.00,"4,53684412","20,92687824","28,70000076"
10/06/2010 18.00,"4,43028591","29,46818376","28,70000076"
10/06/2010 19.00,"4,58199587","36,79466184","28,70000076"
10/06/2010 20.00,"4,42486733","18,31946281","28,70000076"
10/06/2010 21.00,"3,99321694","35,4669308","28,70000076"
10/06/2010 22.00,"4,13228457","16,18835143","28,70000076"
10/06/2010 23.00,"3,63742152","24,89056896","28,70000076"
11/06/2010 0.00,"3,5525366","30,91918144","28,70000076"
11/06/2010 1.00,,"25,97559072","25,20000076"
11/06/2010 2.00,"3,39902045",,"25,20000076"
11/06/2010 3.00,"3,3737358","21,08911144","25,20000076"
11/06/2010 4.00,"5,79386731","36,04188832","25,20000076"
11/06/2010 5.00,"5,84624382","33,35659904","25,20000076"
11/06/2010 6.00,"4,98294303","56,07326224","25,20000076"
11/06/2010 7.00,"7,59271148","52,79743264","25,20000076"
11/06/2010 8.00,,"40,23142448","25,20000076"
11/06/2010 9.00,"7,33444433","27,80300384","25,20000076"
11/06/2010 10.00,"6,20565162","20,38696768","25,20000076"
11/06/2010 11.00,"5,35860554","14,83726722","25,20000076"
11/06/2010 12.00,"6,07742013","16,3778421","25,20000076"
11/06/2010 13.00,"4,16479399","8,89821091","25,20000076"
11/06/2010 14.00,"4,40500024","9,14740187","25,20000076"
11/06/2010 15.00,"5,04073711","17,3733077","25,20000076"
11/06/2010 16.00,"5,47961126","20,42979648","25,20000076"
11/06/2010 17.00,"5,08769505","14,73603638","25,20000076"
11/06/2010 18.00,"3,83428323","10,47641586","25,20000076"
11/06/2010 19.00,"4,00405409","19,3330924","25,20000076"
11/06/2010 20.00,"5,22314928","23,69654408","25,20000076"
11/06/2010 21.00,"4,17382394","25,35262288","25,20000076"
11/06/2010 22.00,"4,08893901","30,79329536","25,20000076"
11/06/2010 23.00,"4,13950832","28,90748976","25,20000076"
12/06/2010 0.00,"4,58199587","22,45447064","25,20000076"
12/06/2010 1.00,"4,31289157","38,47150496","34,29999161"
12/06/2010 2.00,"3,96973848","50,09396024","34,29999161"
12/06/2010 3.00,"4,33456384","51,9200732","34,29999161"
12/06/2010 4.00,"4,03114494","42,31711056","34,29999161"
12/06/2010 5.00,"3,97876842","45,86289544","34,29999161"
12/06/2010 6.00,"4,21716949","46,803848","34,29999161"
12/06/2010 7.00,"4,11783605","45,627968","34,29999161"
12/06/2010 8.00,"4,21897568","42,37940352","34,29999161"
12/06/2010 9.00,"4,56754735","39,42155864","34,29999161"
12/06/2010 10.00,"4,67771693","29,14369824","34,29999161"
12/06/2010 11.00,"4,32553389","24,70369008","34,29999161"
12/06/2010 12.00,"4,56032258","22,61282248","34,29999161"
12/06/2010 13.00,"4,42847972","25,0086732","34,29999161"
12/06/2010 14.00,"3,9119444","26,72706408","34,29999161"
12/06/2010 15.00,"3,8758226","17,4096529","34,29999161"
12/06/2010 16.00,"3,69160423","15,19678058","34,29999161"
12/06/2010 17.00,"3,72591883","20,55698272","34,29999161"
12/06/2010 18.00,"3,72591883","29,4422188","34,29999161"
12/06/2010 19.00,"3,81622233","42,39368616","34,29999161"
12/06/2010 20.00,"3,99141075","64,04997328","34,29999161"
12/06/2010 21.00,"4,11783605","56,27184256","34,29999161"
12/06/2010 22.00,"6,70051365","33,49416744","34,29999161"
12/06/2010 23.00,"7,33083195","34,95686656","34,29999161"
13/06/2010 0.00,"6,41515464","57,70207592","34,29999161"
13/06/2010 1.00,,"62,43542312","35,40000153"
13/06/2010 2.00,"5,24843495",,"35,40000153"
13/06/2010 3.00,"5,01725865","52,11735336","35,40000153"
13/06/2010 4.00,"4,69216544","33,53699624","35,40000153"
13/06/2010 5.00,"4,15395684","26,68163496","35,40000153"
13/06/2010 6.00,"4,00044171","37,93549488","35,40000153"
13/06/2010 7.00,"3,80899858","35,48121344","35,40000153"
13/06/2010 8.00,"3,81441614","26,49473696","35,40000153"
13/06/2010 9.00,"4,20994574","25,03203784","35,40000153"
13/06/2010 10.00,"5,24843495","25,46682664","35,40000153"
13/06/2010 11.00,"5,35318697","14,84505862","35,40000153"
13/06/2010 12.00,"4,65062608","21,58879352","35,40000153"
13/06/2010 13.00,"4,80956081","24,20140768","35,40000153"
13/06/2010 14.00,"4,93779128","8,82423372","35,40000153"
13/06/2010 15.00,"4,77705037","7,4757441","35,40000153"
13/06/2010 16.00,"4,21716949","8,02863714","35,40000153"
13/06/2010 17.00,"4,24426136","8,79827641","35,40000153"
13/06/2010 18.00,"4,73912339","11,7106979","35,40000153"
13/06/2010 19.00,"4,89986329","22,93208824","35,40000153"
13/06/2010 20.00,"4,58380206","27,7887212","35,40000153"
13/06/2010 21.00,"4,43931585","40,10683856","35,40000153"
13/06/2010 22.00,"4,24245415","34,75180456","35,40000153"
13/06/2010 23.00,"4,29302447","28,92307256","35,40000153"
14/06/2010 0.00,"3,86679265","23,31494712","35,40000153"
14/06/2010 1.00,"4,0365625","26,3221216","41,70000076"
14/06/2010 2.00,"3,68799185","18,82303007","41,70000076"
14/06/2010 3.00,"3,67173714","23,3253484","41,70000076"
14/06/2010 4.00,"3,65367623","30,68039176","41,70000076"
14/06/2010 5.00,"3,68437946","38,03543512","41,70000076"
14/06/2010 6.00,"4,14312071","50,3249872","41,70000076"
14/06/2010 7.00,"4,34901236","57,0051328","41,70000076"
14/06/2010 8.00,"3,94264763","39,08801024","41,70000076"
14/06/2010 9.00,"4,38332797","32,85043528","41,70000076"
14/06/2010 10.00,"4,48807999","26,79843904","41,70000076"
14/06/2010 11.00,"4,61992285","23,79906552","41,70000076"
14/06/2010 12.00,"5,02267621","19,85483896","41,70000076"
14/06/2010 13.00,"5,08408267","36,16649336","41,70000076"
14/06/2010 14.00,"4,64159614","24,18454384","41,70000076"
14/06/2010 15.00,"4,8818034","21,0164172","41,70000076"
14/06/2010 16.00,"5,06240938","17,23832814","41,70000076"
14/06/2010 17.00,"5,43987808","21,00215368","41,70000076"
14/06/2010 18.00,"5,42723576","23,17997904","41,70000076"
14/06/2010 19.00,"4,954046","40,23662512","41,70000076"
14/06/2010 20.00,"5,46696893","43,6383408","41,70000076"
14/06/2010 21.00,"5,11659209","32,04705112","41,70000076"
14/06/2010 22.00,"4,67771693","47,86420496","41,70000076"
14/06/2010 23.00,"4,26232124","55,62159048","41,70000076"
15/06/2010 0.00,"4,01489023","30,219638","41,70000076"
15/06/2010 1.00,,"35,5162604","47,20000076"
15/06/2010 2.00,"3,6428401",,"47,20000076"
15/06/2010 3.00,"3,58323983","15,53811656","47,20000076"
15/06/2010 4.00,"3,58323983","26,5946772","47,20000076"
15/06/2010 5.00,"3,83067085","47,56180304","47,20000076"
15/06/2010 6.00,"3,76384683","43,89921408","47,20000076"
15/06/2010 7.00,"3,76023444","52,77146768","47,20000076"
15/06/2010 8.00,"3,50196628","29,58498784","47,20000076"
15/06/2010 9.00,"3,95890234","25,22671768","47,20000076"
15/06/2010 10.00,"3,96973848","42,25221728","47,20000076"
15/06/2010 11.00,"3,7855191","38,017252","47,20000076"
15/06/2010 12.00,"3,86859884","33,12557208","47,20000076"
15/06/2010 13.00,"3,67534952","20,4933896","47,20000076"
15/06/2010 14.00,"3,52363956","13,3460143","47,20000076"
15/06/2010 15.00,"3,48751776","13,91967548","47,20000076"
15/06/2010 16.00,"3,36831722","19,64587648","47,20000076"
15/06/2010 17.00,"4,15395684","21,44732464","47,20000076"
