,Bari,,
,Ex Ciapi,,
Parm,SO2,NO2,PM10



08/03/2010 3.00,"2,48334416","5,97280694","25,89999962"
08/03/2010 4.00,"2,66214497","6,45561753","25,89999962"
08/03/2010 5.00,"2,89332127","12,5841626","25,89999962"
08/03/2010 6.00,"2,97459482","16,8463777","25,89999962"
08/03/2010 7.00,"2,98723715","25,10213176","25,89999962"
08/03/2010 8.00,"3,46584549","27,88866144","25,89999962"
08/03/2010 9.00,"3,80177381","28,5298124","25,89999962"
08/03/2010 10.00,"3,94987138","24,87370512","25,89999962"
08/03/2010 11.00,"4,66146221","21,32143856","25,89999962"
08/03/2010 12.00,"5,05518563","20,84122064","25,89999962"
08/03/2010 13.00,"9,55410277","25,97170936","25,89999962"
08/03/2010 14.00,"5,94015971","26,11057792","25,89999962"
08/03/2010 15.00,"7,04366674","21,6718508","25,89999962"
08/03/2010 16.00,"7,60354863","23,1384504","25,89999962"
08/03/2010 17.00,"6,52713143","26,5674312","25,89999962"
08/03/2010 18.00,"4,80956081","30,87377144","25,89999962"
08/03/2010 19.00,"4,48807999","28,18846304","25,89999962"
08/03/2010 20.00,"4,47724385","30,6700096","25,89999962"
08/03/2010 21.00,"4,22439426","22,86071328","25,89999962"
08/03/2010 22.00,"3,96793229","25,21893584","25,89999962"
08/03/2010 23.00,"3,41708135","16,210414","25,89999962"
09/03/2010 0.00,"3,31413553","12,38948467","25,89999962"
09/03/2010 1.00,,"8,72948838","28,89999962"
09/03/2010 2.00,"2,82288487","7,37450943","28,89999962"
09/03/2010 3.00,"2,86984281","7,62370039","28,89999962"
09/03/2010 4.00,"2,91318836","8,27912634","28,89999962"
09/03/2010 5.00,"2,65311502","15,43558556","28,89999962"
09/03/2010 6.00,"2,87706656","32,87379992","28,89999962"
09/03/2010 7.00,"2,64408406","44,40797816","28,89999962"
09/03/2010 8.00,"2,97640102","55,89804656","28,89999962"
09/03/2010 9.00,"4,03114494","53,77861368","28,89999962"
09/03/2010 10.00,"5,24662876","50,19130016","28,89999962"
09/03/2010 11.00,"4,58741343","46,41448832","28,89999962"
09/03/2010 12.00,"5,01906382","50,0096028","28,89999962"
09/03/2010 13.00,"3,46584549","45,41772448","28,89999962"
09/03/2010 14.00,"3,30329939","35,993878","28,89999962"
09/03/2010 15.00,"2,44541718","39,165886","28,89999962"
09/03/2010 16.00,"2,40568299","37,32939088","28,89999962"
09/03/2010 17.00,"2,53933205","46,6390336","28,89999962"
09/03/2010 18.00,"2,31176711","44,84406712","28,89999962"
09/03/2010 19.00,"2,36233743","35,38129232","28,89999962"
09/03/2010 20.00,"2,4923741","32,69728408","28,89999962"
09/03/2010 21.00,"2,40748918","29,23585664","28,89999962"
09/03/2010 22.00,"2,70549052","20,73868008","28,89999962"
09/03/2010 23.00,"2,6729811","13,7094224","28,89999962"
10/03/2010 0.00,"2,54294443","10,56857235","28,89999962"
10/03/2010 1.00,"2,80663016","6,62693655","7,5"
10/03/2010 2.00,"2,43819241","8,78659409","7,5"
10/03/2010 3.00,"2,34788891","7,59385025","7,5"
10/03/2010 4.00,"2,57725903","8,55297828","7,5"
10/03/2010 5.00,"2,75064227","10,61659223","7,5"
10/03/2010 6.00,"2,77050937","11,18765118","7,5"
10/03/2010 7.00,"2,62963554","11,50822666","7,5"
10/03/2010 8.00,"2,78315169","14,06633353","7,5"
10/03/2010 9.00,"7,57645779","21,23836216","7,5"
10/03/2010 10.00,"2,81566112","38,2534796","7,5"
10/03/2010 11.00,,"45,14646904","7,5"
10/03/2010 12.00,"2,77231454","48,61567832","7,5"
10/03/2010 13.00,"2,91680075","66,15512352","7,5"
10/03/2010 14.00,"3,08476542","65,03895528","7,5"
10/03/2010 15.00,"2,70187814","31,18655552","7,5"
10/03/2010 16.00,"2,69826575","54,4457296","7,5"
10/03/2010 17.00,"2,81024254","56,88052776","7,5"
10/03/2010 18.00,"2,80663016","66,213516","7,5"
10/03/2010 19.00,"2,83552719","75,89565456","7,5"
10/03/2010 20.00,"2,62782935","40,14706704","7,5"
10/03/2010 21.00,"2,73799994","46,4521356","7,5"
10/03/2010 22.00,"2,60435089","43,28532824","7,5"
10/03/2010 23.00,"2,65130883","20,9216776","7,5"
11/03/2010 0.00,"2,56822908","21,72896224","7,5"
11/03/2010 1.00,,"21,53946392","15,10000038"
11/03/2010 2.00,"2,61338083","15,53162723","15,10000038"
11/03/2010 3.00,"2,65400185","14,39581893","15,10000038"
11/03/2010 4.00,"2,59531993","11,00595","15,10000038"
11/03/2010 5.00,"2,52488353","19,04886595","15,10000038"
11/03/2010 6.00,"3,02877652","64,2303896","15,10000038"
11/03/2010 7.00,"4,67771693","91,0457116","15,10000038"
11/03/2010 8.00,"3,52183337","79,43105728","15,10000038"
11/03/2010 9.00,"3,13894711","73,11300624","15,10000038"
11/03/2010 10.00,"3,38096057","63,85011192","15,10000038"
11/03/2010 11.00,"3,17868028","57,10635408","15,10000038"
11/03/2010 12.00,"3,4261113","45,53454768","15,10000038"
11/03/2010 13.00,"5,30442284","26,77379336","15,10000038"
11/03/2010 14.00,"4,30747299","22,16635136","15,10000038"
11/03/2010 15.00,"4,37429803","26,75951072","15,10000038"
11/03/2010 16.00,"3,11727382","21,91846056","15,10000038"
11/03/2010 17.00,"2,9619525","23,84189432","15,10000038"
11/03/2010 18.00,"2,87526138","25,38376936","15,10000038"
11/03/2010 19.00,"2,80663016","33,65900096","15,10000038"
11/03/2010 20.00,"2,76509079","55,20886616","15,10000038"
11/03/2010 21.00,"2,85720048","38,6163772","15,10000038"
11/03/2010 22.00,"2,69645956","29,97564768","15,10000038"
11/03/2010 23.00,"2,72896898","31,34750768","15,10000038"
12/03/2010 0.00,"2,75786602","24,52717424","15,10000038"
12/03/2010 1.00,"2,79398783","27,52786704","24,7999897"
12/03/2010 2.00,"2,66033877","19,37462104","24,7999897"
12/03/2010 3.00,"2,73799994","32,51686776","24,7999897"
12/03/2010 4.00,"2,70729671","43,78110984","24,7999897"
12/03/2010 5.00,"3,00891044","55,10244424","24,7999897"
12/03/2010 6.00,"3,38096057","57,5190784","24,7999897"
12/03/2010 7.00,"3,86498646","68,8378316","24,7999897"
12/03/2010 8.00,"4,36707326","89,13394104","24,7999897"
12/03/2010 9.00,"3,08657059","67,90336072","24,7999897"
12/03/2010 10.00,"3,01252181","46,9141704","24,7999897"
12/03/2010 11.00,"2,99265573","35,27875176","24,7999897"
12/03/2010 12.00,"3,1028253","27,40456216","24,7999897"
12/03/2010 13.00,"3,10101911","24,91525288","24,7999897"
12/03/2010 14.00,"3,12449859","33,03473296","24,7999897"
12/03/2010 15.00,"3,16061938","27,412344","24,7999897"
12/03/2010 16.00,"2,93124927","26,1508064","24,7999897"
12/03/2010 17.00,"2,76870317","42,39628648","24,7999897"
12/03/2010 18.00,"2,75967221","62,23424248","24,7999897"
12/03/2010 19.00,"2,75967221","77,2571324","24,7999897"
12/03/2010 20.00,"2,95292154","90,96135416","24,7999897"
12/03/2010 21.00,"2,96917625","96,40722728","24,7999897"
12/03/2010 22.00,"2,89332127","78,61989128","24,7999897"
12/03/2010 23.00,"2,90415842","61,19206864","24,7999897"
13/03/2010 0.00,"3,12991615","59,47367776","24,7999897"
13/03/2010 1.00,,"44,19771552","24,60000038"
13/03/2010 2.00,"2,63866549","32,1028624","24,60000038"
13/03/2010 3.00,"2,64950264","48,70133592","24,60000038"
13/03/2010 4.00,"2,89873985","40,5065804","24,60000038"
13/03/2010 5.00,"2,88429133","29,64208016","24,60000038"
13/03/2010 6.00,"3,12630478","59,00124168","24,60000038"
13/03/2010 7.00,"3,66270618","76,55108816","24,60000038"
13/03/2010 8.00,"3,24369913","59,31792624","24,60000038"
13/03/2010 9.00,"2,93847302","42,82587464","24,60000038"
13/03/2010 10.00,"2,74161233","33,35269856","24,60000038"
13/03/2010 11.00,"2,89332127","28,57394136","24,60000038"
13/03/2010 12.00,"2,66033877","23,61996848","24,60000038"
13/03/2010 13.00,"2,66575735","23,812048","24,60000038"
13/03/2010 14.00,"2,95653392","21,78995504","24,60000038"
13/03/2010 15.00,"3,03600128","15,70164801","24,60000038"
13/03/2010 16.00,"2,93486165","14,38041777","24,60000038"
13/03/2010 17.00,"2,78676306","21,42135968","24,60000038"
13/03/2010 18.00,"2,99446192","44,90377888","24,60000038"
13/03/2010 19.00,"2,64950264","38,61687432","24,60000038"
13/03/2010 20.00,"2,74883608","32,8893636","24,60000038"
13/03/2010 21.00,"2,76509079","27,17743568","24,60000038"
13/03/2010 22.00,"2,67839968","19,54335504","24,60000038"
13/03/2010 23.00,"2,94027921","21,04498248","24,60000038"
14/03/2010 0.00,"2,6729811","24,24943712","24,60000038"
14/03/2010 1.00,"2,55197437","17,75488745","15,19999981"
14/03/2010 2.00,"2,64769645","14,27788677","15,19999981"
14/03/2010 3.00,"2,6549202","12,90214541","15,19999981"
14/03/2010 4.00,"2,56822908","11,47967477","15,19999981"
14/03/2010 5.00,"2,691042","10,88784576","15,19999981"
14/03/2010 6.00,"2,72896898","14,62052482","15,19999981"
14/03/2010 7.00,"2,88067894","19,54983672","15,19999981"
14/03/2010 8.00,"2,98904334","9,92223222","15,19999981"
14/03/2010 9.00,"3,47487543","9,10068024","15,19999981"
14/03/2010 10.00,"3,95167757","11,32652739","15,19999981"
14/03/2010 11.00,"3,80899858","11,41867432","15,19999981"
14/03/2010 12.00,"3,86318027","11,99882483","15,19999981"
14/03/2010 13.00,"3,63200396","9,53157238","15,19999981"
14/03/2010 14.00,"3,51099724","9,59387108","15,19999981"
14/03/2010 15.00,"3,43333607","6,04808429","15,19999981"
14/03/2010 16.00,"3,54170047","5,44976404","15,19999981"
14/03/2010 17.00,"3,2310568","7,30702157","15,19999981"
14/03/2010 18.00,"2,92944308","12,8658002","15,19999981"
14/03/2010 19.00,"2,87706656","13,59650542","15,19999981"
14/03/2010 20.00,"2,84997571","20,96580656","15,19999981"
14/03/2010 21.00,"2,78856925","21,4914536","15,19999981"
14/03/2010 22.00,"2,84094577","22,50898176","15,19999981"
14/03/2010 23.00,"2,6928482","26,64918832","15,19999981"
15/03/2010 0.00,"2,6025447","18,86067544","15,19999981"
15/03/2010 1.00,,"13,49137983",29
15/03/2010 2.00,"2,60796226","12,02218947",29
15/03/2010 3.00,"2,46889564","9,13312688",29
15/03/2010 4.00,"2,45625332","11,08642034",29
15/03/2010 5.00,"2,62421697","19,65885896",29
15/03/2010 6.00,"2,53571966","29,36824352",29
15/03/2010 7.00,"2,73438756","50,7104464",29
15/03/2010 8.00,"3,05406219","69,02601064",29
15/03/2010 9.00,"3,16061938","58,1316832",29
15/03/2010 10.00,"3,31413553","46,5494564",29
15/03/2010 11.00,"3,15339563","33,48118496",29
15/03/2010 12.00,"2,66575735","34,06264328",29
15/03/2010 13.00,"2,72535762","26,25982864",29
15/03/2010 14.00,"3,03780748","23,1540332",29
15/03/2010 15.00,"3,46765168","20,74648104",29
15/03/2010 16.00,"3,54350666","23,72120888",29
15/03/2010 17.00,"3,18048647","30,03794064",29
15/03/2010 18.00,"2,89151508","45,2334268",29
15/03/2010 19.00,"2,96737006","78,03845208",29
15/03/2010 20.00,"3,55614899","105,86088184",29
15/03/2010 21.00,"3,64645248","101,70513072",29
15/03/2010 22.00,"3,48029401","84,63940264",29
15/03/2010 23.00,"3,22925061","71,12727952",29
16/03/2010 0.00,"3,52183337","72,0980784",29
16/03/2010 1.00,"2,98904334","63,45425144","29,2999897"
16/03/2010 2.00,"3,11908001","52,6884104","29,2999897"
16/03/2010 3.00,"3,15339563","46,25225512","29,2999897"
16/03/2010 4.00,"2,98001238","41,74475336","29,2999897"
16/03/2010 5.00,"3,10824388","52,41715496","29,2999897"
16/03/2010 6.00,"3,41708135","58,90262072","29,2999897"
16/03/2010 7.00,"3,65909481","69,0922232","29,2999897"
16/03/2010 8.00,"3,66270618","73,6931644","29,2999897"
16/03/2010 9.00,"3,68618566","74,5964888","29,2999897"
16/03/2010 10.00,"4,12506082","68,49648224","29,2999897"
16/03/2010 11.00,"5,66202444","31,49155776","29,2999897"
16/03/2010 12.00,"5,14729532","20,36750352","29,2999897"
16/03/2010 13.00,"6,87931446","54,6507916","29,2999897"
16/03/2010 14.00,"5,87694604","28,9036084","29,2999897"
16/03/2010 15.00,"4,44112205","22,14298672","29,2999897"
16/03/2010 16.00,"3,43514226","21,6965156","29,2999897"
16/03/2010 17.00,"3,04683742","30,76344904","29,2999897"
16/03/2010 18.00,"3,00168567","52,21209296","29,2999897"
16/03/2010 19.00,"2,47973178","48,35350488","29,2999897"
16/03/2010 20.00,"2,50682262","62,1239392","29,2999897"
16/03/2010 21.00,"2,50682262","44,13282224","29,2999897"
16/03/2010 22.00,"2,59351475","35,67589328","29,2999897"
16/03/2010 23.00,"2,44541718","29,69789144","29,2999897"
17/03/2010 0.00,"2,40207061","22,80878336","29,2999897"
17/03/2010 1.00,,"18,59849626","34,5"
17/03/2010 2.00,"2,43458003","15,95863037","34,5"
17/03/2010 3.00,"2,31537949","11,35377722","34,5"
17/03/2010 4.00,"2,23591315","10,41671749","34,5"
17/03/2010 5.00,"2,47070183","20,53491824","34,5"
17/03/2010 6.00,"2,44722236","47,05563928","34,5"
17/03/2010 7.00,"2,73077518","58,37697368","34,5"
17/03/2010 8.00,"2,3334404","59,23226864","34,5"
17/03/2010 9.00,"2,30093097","52,38340816","34,5"
17/03/2010 10.00,"3,17145653","36,57661736","34,5"
17/03/2010 11.00,"3,56517893","32,57009784","34,5"
17/03/2010 12.00,"6,34291205","51,50734888","34,5"
17/03/2010 13.00,"3,54531183",,"34,5"
17/03/2010 14.00,"3,50196628",,"34,5"
17/03/2010 15.00,"3,27259616","19,98592568","34,5"
17/03/2010 16.00,"12,01620078","22,26369128","34,5"
17/03/2010 17.00,"3,58685222","40,23142448","34,5"
17/03/2010 18.00,"2,68562343","66,01755512","34,5"
17/03/2010 19.00,"2,41651913","93,8932532","34,5"
17/03/2010 20.00,"2,53752585","94,27094968","34,5"
17/03/2010 21.00,"2,87526138","95,78425944","34,5"
17/03/2010 22.00,"2,60073851","58,75465104","34,5"
17/03/2010 23.00,"2,74883608","62,60545728","34,5"
18/03/2010 0.00,"2,55197437","69,92933504","34,5"
18/03/2010 1.00,"2,81024254","63,83841048","43,59999084"
18/03/2010 2.00,"2,68381724","62,5158992","43,59999084"
18/03/2010 3.00,"2,76147841","55,72153072","43,59999084"
18/03/2010 4.00,"2,71993904","55,1102452","43,59999084"
18/03/2010 5.00,"3,15339563","62,9169412","43,59999084"
18/03/2010 6.00,"4,6452075","70,25640176","43,59999084"
18/03/2010 7.00,"4,58560724","80,0644264","43,59999084"
18/03/2010 8.00,"3,16423176","76,2953964","43,59999084"
18/03/2010 9.00,"3,33400262","48,33404072","43,59999084"
18/03/2010 10.00,"3,53266951","39,02959864","43,59999084"
18/03/2010 11.00,"3,56879131","43,35540304","43,59999084"
18/03/2010 12.00,"3,07934684","31,1411264","43,59999084"
18/03/2010 13.00,"3,45139697","53,12761592","43,59999084"
18/03/2010 14.00,"3,20577113","35,49939656","43,59999084"
18/03/2010 15.00,"3,14255949","30,87895296","43,59999084"
18/03/2010 16.00,"2,79037544","25,19299","43,59999084"
18/03/2010 17.00,"2,69645956","31,69661976","43,59999084"
18/03/2010 18.00,"2,70549052","47,54363904","43,59999084"
18/03/2010 19.00,"1,85844444","67,06362944","43,59999084"
18/03/2010 20.00,"3,04141884","106,46182344","43,59999084"
18/03/2010 21.00,"3,46945787","106,8744904","43,59999084"
18/03/2010 22.00,"3,54531183","97,66226408","43,59999084"
18/03/2010 23.00,"3,11908001","86,44217008","43,59999084"
19/03/2010 0.00,"2,90235223","76,22012096","43,59999084"
19/03/2010 1.00,,"71,73598384","36,59999084"
19/03/2010 2.00,"2,93486165",,"36,59999084"
19/03/2010 3.00,"2,49056791","47,15167904","36,59999084"
19/03/2010 4.00,"2,79037544","55,76565968","36,59999084"
19/03/2010 5.00,"3,11005007","57,0142148","36,59999084"
19/03/2010 6.00,"3,62839158","62,4146588","36,59999084"
19/03/2010 7.00,"4,68494169","75,38168984","36,59999084"
19/03/2010 8.00,"3,99502313","95,558414","36,59999084"
19/03/2010 9.00,"3,73675598","101,68568568","36,59999084"
19/03/2010 10.00,"4,06365436","74,05397792","36,59999084"
19/03/2010 11.00,"6,85764219","66,77809136","36,59999084"
19/03/2010 12.00,"4,17382394","39,4747696","36,59999084"
19/03/2010 13.00,"3,93181048","55,32048872","36,59999084"
19/03/2010 14.00,"3,63742152","33,30988888","36,59999084"
19/03/2010 15.00,"3,7331436","29,38250704","36,59999084"
19/03/2010 16.00,"3,46584549","31,26313112","36,59999084"
19/03/2010 17.00,"3,20035357","41,0179448","36,59999084"
19/03/2010 18.00,"2,59531993","74,35768","36,59999084"
19/03/2010 19.00,"2,95472773","60,52495272","36,59999084"
19/03/2010 20.00,"2,47250803","77,42842848","36,59999084"
19/03/2010 21.00,"2,75606085","40,23532496","36,59999084"
19/03/2010 22.00,"2,75244846","36,2664336","36,59999084"
19/03/2010 23.00,"2,9059636","26,75172888","36,59999084"
20/03/2010 0.00,"2,81204873","29,48634776","36,59999084"
20/03/2010 1.00,"2,25397303","44,89467776","25,70000076"
20/03/2010 2.00,"2,70729671","64,43675176","25,70000076"
20/03/2010 3.00,"2,6206056","69,33879472","25,70000076"
20/03/2010 4.00,"2,66756252","59,7358512","25,70000076"
20/03/2010 5.00,"2,5826776","42,196406","25,70000076"
20/03/2010 6.00,"2,9059636","43,92127856","25,70000076"
20/03/2010 7.00,"3,31052315","50,67541856","25,70000076"
20/03/2010 8.00,"2,89512746","41,42676864","25,70000076"
20/03/2010 9.00,"2,97640102","40,16263072","25,70000076"
20/03/2010 10.00,"4,32011532","34,67522896","25,70000076"
20/03/2010 11.00,"5,45252041","26,71020024","25,70000076"
20/03/2010 12.00,"4,43389829","38,3663832","25,70000076"
20/03/2010 13.00,"3,39540807","18,16371129","25,70000076"
20/03/2010 14.00,"2,99987948","11,3641632","25,70000076"
20/03/2010 15.00,"2,58628999","8,95791311","25,70000076"
20/03/2010 16.00,"4,56393497","17,57837352","25,70000076"
20/03/2010 17.00,"4,66326841","20,04691848","25,70000076"
20/03/2010 18.00,"3,75662206","16,84767022","25,70000076"
20/03/2010 19.00,"4,17021155","30,40393568","25,70000076"
20/03/2010 20.00,"2,83191481","12,96574044","25,70000076"
20/03/2010 21.00,"2,58448379","15,9443592","25,70000076"
20/03/2010 22.00,"2,54836199","13,99755124","25,70000076"
20/03/2010 23.00,"2,53933205","23,49018192","25,70000076"
21/03/2010 0.00,"2,58087141","16,73994814","25,70000076"
21/03/2010 1.00,,"16,5193129","25,60000038"
21/03/2010 2.00,"2,45625332",,"25,60000038"
21/03/2010 3.00,"2,45444712","23,31494712","25,60000038"
21/03/2010 4.00,"2,58448379","24,5103104","25,60000038"
21/03/2010 5.00,"2,61699322","32,11972624","25,60000038"
21/03/2010 6.00,"2,38039834","41,68764192","25,60000038"
21/03/2010 7.00,"2,81024254","42,77786432","25,60000038"
21/03/2010 8.00,"2,58448379","32,18591968","25,60000038"
21/03/2010 9.00,"3,22744442","30,43510128","25,60000038"
21/03/2010 10.00,"5,43265433","23,63425112","25,60000038"
21/03/2010 11.00,"4,86916006","18,77761434","25,60000038"
21/03/2010 12.00,"4,15215167","33,16970104","25,60000038"
21/03/2010 13.00,"3,76023444","28,05609528","25,60000038"
21/03/2010 14.00,"4,75718429","24,64657864","25,60000038"
21/03/2010 15.00,"5,02809478","17,98331409","25,60000038"
21/03/2010 16.00,"3,7512045","10,37388486","25,60000038"
21/03/2010 17.00,"3,5344757","16,99303384","25,60000038"
21/03/2010 18.00,"2,39845924","38,02763416","25,60000038"
21/03/2010 19.00,"2,57003528","31,52012304","25,60000038"
21/03/2010 20.00,"2,70729671","17,71465706","25,60000038"
21/03/2010 21.00,"2,21423986","30,6972556","25,60000038"
21/03/2010 22.00,"2,37497976","29,37992584","25,60000038"
21/03/2010 23.00,"2,20159753","47,59166848","25,60000038"
22/03/2010 0.00,"2,3135733","35,66421096","25,60000038"
22/03/2010 1.00,"2,21604605","32,25211312","39,59999084"
22/03/2010 2.00,"2,19256657","29,22547448","39,59999084"
22/03/2010 3.00,"2,33885897","17,52775714","39,59999084"
22/03/2010 4.00,"2,01737815","35,03734264","39,59999084"
22/03/2010 5.00,"1,42860024","38,48448744","39,59999084"
22/03/2010 6.00,"2,81566112","45,27365528","39,59999084"
22/03/2010 7.00,"2,77231454","41,4280688","39,59999084"
22/03/2010 8.00,"2,09865171","57,27378792","39,59999084"
22/03/2010 9.00,"2,38401072","56,2549596","39,59999084"
22/03/2010 10.00,"2,93847302","60,80529016","39,59999084"
22/03/2010 11.00,"2,80301777","55,27115912","39,59999084"
22/03/2010 12.00,"2,95834011","54,40160064","39,59999084"
22/03/2010 13.00,"3,35748109","62,93120472","39,59999084"
22/03/2010 14.00,"3,35928728","55,34385336","39,59999084"
22/03/2010 15.00,"2,61879941","34,7167576","39,59999084"
22/03/2010 16.00,"1,87831154","33,84329864","39,59999084"
22/03/2010 17.00,"2,38942828","46,98814568","39,59999084"
22/03/2010 18.00,"2,38581691","55,1374912","39,59999084"
22/03/2010 19.00,"2,28287007","65,29982856","39,59999084"
22/03/2010 20.00,"2,45444712","79,35968232","39,59999084"
22/03/2010 21.00,"1,38886707","70,71585536","39,59999084"
22/03/2010 22.00,"0,96805281","33,61747232","39,59999084"
22/03/2010 23.00,"1,19922911","32,64407312","39,59999084"
23/03/2010 0.00,"1,45388489","23,72509024","39,59999084"
23/03/2010 1.00,,"22,50250008","19,39999962"
23/03/2010 2.00,"1,15768975",,"19,39999962"
23/03/2010 3.00,"1,31301209","11,73276047","19,39999962"
23/03/2010 4.00,"1,60198247","10,72431431","19,39999962"
23/03/2010 5.00,"1,54599458","22,38179552","19,39999962"
23/03/2010 6.00,"1,6688075","31,6706548","19,39999962"
23/03/2010 7.00,"1,63087951","40,97381584","19,39999962"
23/03/2010 8.00,"1,57669781","49,34118672","19,39999962"
23/03/2010 9.00,"1,57127924","56,57812584","19,39999962"
23/03/2010 10.00,"1,65255279","55,95385784","19,39999962"
23/03/2010 11.00,"1,86928058","52,4340188","19,39999962"
23/03/2010 12.00,"1,57489162","43,3748672","19,39999962"
23/03/2010 13.00,"1,45930347","46,40540632","19,39999962"
23/03/2010 14.00,"1,32384822","53,04272312","19,39999962"
23/03/2010 15.00,"1,13782367","46,75841888","19,39999962"
23/03/2010 16.00,"1,50987278","53,37627152","19,39999962"
23/03/2010 17.00,"1,6326857","54,27051392","19,39999962"
23/03/2010 18.00,"1,80968031","60,70536904","19,39999962"
23/03/2010 19.00,"1,73924391","57,8682096","19,39999962"
23/03/2010 20.00,"2,00473583","58,76763352","19,39999962"
23/03/2010 21.00,"1,70492829","54,9324292","19,39999962"
23/03/2010 22.00,"0,69533612","45,609804","19,39999962"
23/03/2010 23.00,"0,35218303","40,30669992","19,39999962"
24/03/2010 0.00,"1,11073181","41,80574616","19,39999962"
24/03/2010 1.00,"1,64713422","23,65629648","23,89999962"
24/03/2010 2.00,"1,34190913","25,6731888","23,89999962"
24/03/2010 3.00,"0,9879199","13,30837849","23,89999962"
24/03/2010 4.00,"1,68144983","20,02225368","23,89999962"
24/03/2010 5.00,"1,82954741","28,99314736","23,89999962"
24/03/2010 6.00,"1,60378866","37,24243312","23,89999962"
24/03/2010 7.00,"1,94513556","46,49884576","23,89999962"
24/03/2010 8.00,"1,79523179","52,24193928","23,89999962"
24/03/2010 9.00,"1,19561774","56,971386","23,89999962"
24/03/2010 10.00,"1,70131693","54,21340248","23,89999962"
24/03/2010 11.00,"1,42498786","39,21519648","23,89999962"
24/03/2010 12.00,"1,77355952","33,94323888","23,89999962"
24/03/2010 13.00,"1,89817762","28,59600584","23,89999962"
24/03/2010 14.00,"1,79884418","26,09499512","23,89999962"
24/03/2010 15.00,"1,71395925","25,04111984","23,89999962"
24/03/2010 16.00,"1,71757062","30,69077392","23,89999962"
24/03/2010 17.00,"1,4719458","33,3059884","23,89999962"
24/03/2010 18.00,"1,2913388","42,30024672","23,89999962"
24/03/2010 19.00,"1,76272237","54,57811648","23,89999962"
24/03/2010 20.00,"1,40692695","50,46645608","23,89999962"
24/03/2010 21.00,"1,6688075","46,20164448","23,89999962"
24/03/2010 22.00,"1,81690508","45,27107408","23,89999962"
24/03/2010 23.00,"2,14380346","44,0731296","23,89999962"
25/03/2010 0.00,"2,26842155","46,03811112","23,89999962"
25/03/2010 1.00,,"28,64143496","25,60000038"
25/03/2010 2.00,"1,48820051",,"25,60000038"
25/03/2010 3.00,"2,21604605","25,09695024","25,60000038"
25/03/2010 4.00,"2,51404739","25,46942696","25,60000038"
25/03/2010 5.00,"1,93068704","30,36240704","25,60000038"
25/03/2010 6.00,"2,33705278","37,25411544","25,60000038"
25/03/2010 7.00,"2,50862882","46,77400168","25,60000038"
25/03/2010 8.00,"2,60796226","49,62412448","25,60000038"
25/03/2010 9.00,"2,00112344","59,70080424","25,60000038"
25/03/2010 10.00,"2,41651913","37,16065688","25,60000038"
25/03/2010 11.00,"2,45444712","35,05162528","25,60000038"
25/03/2010 12.00,"2,29009484","36,0276248","25,60000038"
25/03/2010 13.00,"2,14560965","46,31066672","25,60000038"
25/03/2010 14.00,"1,80426275","33,8445988","25,60000038"
25/03/2010 15.00,"2,17811907","25,379888","25,60000038"
25/03/2010 16.00,"2,18534282","31,64600912","25,60000038"
25/03/2010 17.00,"2,39845924","38,08084512","25,60000038"
25/03/2010 18.00,"2,39304066","40,72852536","25,60000038"
25/03/2010 19.00,"2,38220453","47,05953976","25,60000038"
25/03/2010 20.00,"1,71395925","29,31501344","25,60000038"
25/03/2010 21.00,"1,93429942","35,80179848","25,60000038"
25/03/2010 22.00,"1,721183","30,17290872","25,60000038"
25/03/2010 23.00,"1,99028731","37,794026","25,60000038"
26/03/2010 0.00,"1,93249323","55,96942152","25,60000038"
26/03/2010 1.00,"2,24855547","55,88246376","38,70000076"
26/03/2010 2.00,"2,27203394","45,21914416","38,70000076"
26/03/2010 3.00,"2,26842155","36,0769544","38,70000076"
26/03/2010 4.00,"2,12213017","33,53959656","38,70000076"
26/03/2010 5.00,"2,34608272","37,09836392","38,70000076"
26/03/2010 6.00,"2,93305546","45,80318368","38,70000076"
26/03/2010 7.00,"3,38999051","55,67870192","38,70000076"
26/03/2010 8.00,"2,73799994","55,93437456","38,70000076"
26/03/2010 9.00,"2,73619375","46,66109808","38,70000076"
26/03/2010 10.00,"3,4821002","33,42409264","38,70000076"
26/03/2010 11.00,"3,38637812","23,51742792","38,70000076"
26/03/2010 12.00,"2,96014631","22,0975576","38,70000076"
26/03/2010 13.00,"2,92041212","25,5784492","38,70000076"
26/03/2010 14.00,"3,17868028","20,36360304","38,70000076"
26/03/2010 15.00,"2,86984281","15,99497366","38,70000076"
26/03/2010 16.00,"2,39304066","17,67960436","38,70000076"
26/03/2010 17.00,"2,63505412","28,69334576","38,70000076"
26/03/2010 18.00,"2,74702989","36,4559128","38,70000076"
26/03/2010 19.00,"2,65130883","39,88879408","38,70000076"
26/03/2010 20.00,"2,57184147","17,01899306","38,70000076"
26/03/2010 21.00,"2,73799994","15,36680136","38,70000076"
26/03/2010 22.00,"2,60073851","11,30187024","38,70000076"
26/03/2010 23.00,"2,59351475","18,61148639","38,70000076"
27/03/2010 0.00,"2,65311502","14,47515928","38,70000076"
27/03/2010 1.00,,"11,57441437","24,5"
27/03/2010 2.00,"2,60073851",,"24,5"
27/03/2010 3.00,"2,69645956","32,44159232","24,5"
27/03/2010 4.00,"2,5646167","21,97297168","24,5"
27/03/2010 5.00,"2,68923581","33,98736784","24,5"
27/03/2010 6.00,"2,94027921","36,09251808","24,5"
27/03/2010 7.00,"3,03419509","46,70390776","24,5"
