NetC,Provincia di TARANTO,,,
Stat,STATTE sc.elementare,,,
Parm,SO2,NO2,PM10,O3



08/02/2010 12.00,"1,74105","5,53802","20,4","77,372787"
08/02/2010 13.00,"2,246749","6,354383","20,4","79,039706"
08/02/2010 14.00,"2,506823","6,469892","20,4","80,621298"
08/02/2010 15.00,"2,33344","7,056532","20,4","82,507577"
08/02/2010 16.00,"2,086009","7,499105","20,4","81,187324"
08/02/2010 17.00,"1,899984","9,582191","20,4","80,231323"
08/02/2010 18.00,"2,165476","13,40442","20,4","73,94551"
08/02/2010 19.00,"1,9939","14,297354","20,4","69,952222"
08/02/2010 20.00,"1,583922","17,453779","20,4","55,855891"
08/02/2010 21.00,"1,806069","17,000826","20,4","56,488266"
08/02/2010 22.00,"1,685062","14,527076","20,4","51,306075"
08/02/2010 23.00,"1,710347","11,597779","20,4","54,424598"
09/02/2010 0.00,"1,686868","11,783374","20,4","50,733269"
09/02/2010 1.00,"1,587534","6,453021","18,200001","74,442471"
09/02/2010 2.00,"1,562249",,"18,200001","77,03425"
09/02/2010 3.00,"1,527934","4,120742","18,200001","69,816819"
09/02/2010 4.00,"1,502649","5,378381","18,200001","63,245311"
09/02/2010 5.00,"1,582116","5,880658","18,200001","57,056982"
09/02/2010 6.00,"1,479171","12,806101","18,200001","50,622227"
09/02/2010 7.00,"1,549607","39,739522","18,200001","32,533963"
09/02/2010 8.00,"1,735631","55,184218","18,200001","20,382137"
09/02/2010 9.00,"1,824129",,"18,200001","49,243743"
09/02/2010 10.00,"1,914432",,"18,200001","66,635994"
09/02/2010 11.00,"1,804263","21,734144","18,200001","64,343499"
09/02/2010 12.00,"1,887341","17,603041","18,200001","72,844616"
09/02/2010 13.00,"1,954166","13,009866","18,200001","84,412836"
09/02/2010 14.00,"2,031827","21,954787","18,200001","81,663966"
09/02/2010 15.00,"1,84219","11,048784","18,200001","88,894966"
09/02/2010 16.00,"2,151027","10,750272","18,200001","87,993104"
09/02/2010 17.00,"2,123936","12,895655","18,200001","81,460861"
09/02/2010 18.00,"2,138385","16,109183","18,200001","71,287392"
09/02/2010 19.00,"2,226882","16,476478","18,200001","66,472167"
09/02/2010 20.00,"2,219658","16,405103","18,200001","65,528327"
09/02/2010 21.00,"2,259391","13,059187","18,200001","69,120802"
09/02/2010 22.00,"2,329828","10,799583","18,200001","73,892724"
09/02/2010 23.00,"2,241331","7,186319","18,200001","80,052587"
10/02/2010 0.00,"2,551974","6,231083","18,200001","80,634845"
10/02/2010 1.00,"2,01196","5,321275","11,5","81,294317"
10/02/2010 2.00,"2,315379","3,406914","11,5","95,003359"
10/02/2010 3.00,"1,948748","2,983808","11,5","73,01253"
10/02/2010 4.00,"2,131161","2,436106","11,5","72,714616"
10/02/2010 5.00,"2,046275","2,75019","11,5","72,297563"
10/02/2010 6.00,"1,941523","3,357596","11,5","68,46136"
10/02/2010 7.00,"1,798844","7,027976","11,5","62,488346"
10/02/2010 8.00,"1,645328","7,164254","11,5","69,04769"
10/02/2010 9.00,"1,849414","7,776849","11,5","79,269888"
10/02/2010 10.00,"1,760917","11,670458","11,5","67,628563"
10/02/2010 11.00,"1,934299","15,3058","11,5","66,890575"
10/02/2010 12.00,"2,174507","6,411488","11,5","65,789673"
10/02/2010 13.00,"1,990287","5,827445","11,5","69,747771"
10/02/2010 14.00,"2,351501","8,895616","11,5","66,007686"
10/02/2010 15.00,,"10,933272","11,5","71,757261"
10/02/2010 16.00,"2,140191","11,739249","11,5","75,240048"
10/02/2010 17.00,"2,499599","14,346678","11,5","53,01495"
10/02/2010 18.00,"2,212434","13,712015","11,5","53,820651"
10/02/2010 19.00,"2,131161","14,926819","11,5","76,26646"
10/02/2010 20.00,"2,120324","9,625019","11,5","88,148834"
10/02/2010 21.00,"2,246749","7,24083","11,5","86,893565"
10/02/2010 22.00,"1,912626","4,761893","11,5","85,584141"
10/02/2010 23.00,"2,232301","8,780104","11,5","85,66809"
11/02/2010 0.00,"1,889148","7,65355","11,5","81,559712"
11/02/2010 1.00,"2,111294","14,663357","11,5","61,991392"
11/02/2010 2.00,"2,051694",,"11,5","52,069779"
11/02/2010 3.00,"2,104069","9,166871","11,5","54,29189"
11/02/2010 4.00,"1,9939","6,983849","11,5","60,588529"
11/02/2010 5.00,"2,261198","4,079212","11,5","70,931267"
11/02/2010 6.00,"2,064336","5,416021","11,5","63,073321"
11/02/2010 7.00,"2,12213","9,199316","11,5","56,248587"
11/02/2010 8.00,"2,118519","9,047467","11,5","57,048862"
11/02/2010 9.00,"1,771753","8,4167","11,5","58,508601"
11/02/2010 10.00,"2,064336","11,667863","11,5","50,056206"
11/02/2010 11.00,"2,729305","11,315235","11,5","56,071392"
11/02/2010 12.00,"1,881923","8,552978","11,5","70,293469"
11/02/2010 13.00,"2,562759","9,770974","11,5","68,000616"
11/02/2010 14.00,"2,758524","24,743191","11,5","58,867622"
11/02/2010 15.00,,,"11,5",
11/02/2010 16.00,"3,02697","21,394113","11,5","61,981898"
11/02/2010 17.00,"2,539246","7,53163","11,5","86,649654"
11/02/2010 18.00,,,"11,5",
11/02/2010 19.00,"2,696459","9,192827","11,5","80,091848"
11/02/2010 20.00,"2,775927","38,803773","11,5","43,071693"
11/02/2010 21.00,,,"11,5",
11/02/2010 22.00,"2,868037","49,605959","11,5","28,162876"
11/02/2010 23.00,"2,66775","28,669139","11,5","29,664394"
12/02/2010 0.00,,,"11,5",
12/02/2010 1.00,"2,562812","14,943695","12,7","46,584267"
12/02/2010 2.00,"2,439998","9,011126","12,7","62,634582"
12/02/2010 3.00,"2,309557","9,926936","12,7","66,235098"
12/02/2010 4.00,"2,490415","15,610416","12,7","67,512437"
12/02/2010 5.00,"2,250362","17,728927","12,7","66,133614"
12/02/2010 6.00,"2,542944","11,780782","12,7","71,540618"
12/02/2010 7.00,"2,359526","10,886482","12,7","71,660442"
12/02/2010 8.00,"2,465283","13,852183","12,7","73,929254"
12/02/2010 9.00,"2,598932","32,250813","12,7","63,793718"
12/02/2010 10.00,"2,486956","13,418691","12,7","88,121765"
12/02/2010 11.00,"2,533914","5,575657","12,7","86,221924"
12/02/2010 12.00,"2,066142","8,408912","12,7","77,230596"
12/02/2010 13.00,"2,187808","8,039287","12,7","78,218362"
12/02/2010 14.00,"2,221464","7,679509","12,7","81,580016"
12/02/2010 15.00,"2,178753","9,788488","12,7","80,42222"
12/02/2010 16.00,"2,295513","4,604851","12,7","82,108134"
12/02/2010 17.00,"2,486639","9,303031","12,7","72,659175"
12/02/2010 18.00,"2,243137","9,724956","12,7","82,568521"
12/02/2010 19.00,"2,20285","7,209311","12,7","88,96164"
12/02/2010 20.00,,,"12,7",
12/02/2010 21.00,"2,255779","11,894991","12,7","78,290881"
12/02/2010 22.00,"1,899984","10,545207","12,7","77,537992"
12/02/2010 23.00,,,"12,7",
13/02/2010 0.00,"1,881923","9,008531","12,7","81,508259"
13/02/2010 1.00,"1,73262","5,894036","16,700001","86,137099"
13/02/2010 2.00,,,"16,700001",
13/02/2010 3.00,"1,874699","6,523105","16,700001","91,085916"
13/02/2010 4.00,"2,109488","5,329063","16,700001","91,026327"
13/02/2010 5.00,,,"16,700001",
13/02/2010 6.00,"2,03002","5,260275","16,700001","86,679616"
13/02/2010 7.00,"2,185343","6,340104","16,700001","76,187936"
13/02/2010 8.00,"2,246749","10,127296","16,700001","61,540462"
13/02/2010 9.00,"1,939717","12,032563","16,700001","59,258781"
13/02/2010 10.00,"2,296049","8,81163","16,700001","73,316669"
13/02/2010 11.00,"2,296896","6,381416","16,700001","82,534206"
13/02/2010 12.00,"2,542784","6,061026","16,700001","92,222266"
13/02/2010 13.00,"2,750642","5,965021","16,700001","73,657078"
13/02/2010 14.00,"3,395811","5,461041","16,700001","70,214983"
13/02/2010 15.00,"2,694916","5,703117","16,700001","74,746245"
13/02/2010 16.00,"2,743815","6,97337","16,700001","75,91809"
13/02/2010 17.00,"2,676593","19,728932","16,700001","75,676074"
13/02/2010 18.00,"2,718133","27,348749","16,700001","73,877823"
13/02/2010 19.00,"2,734387","26,148224","16,700001","74,825689"
13/02/2010 20.00,"2,624315","24,629809","16,700001","84,126917"
13/02/2010 21.00,"2,718133","21,073528","16,700001","88,284237"
13/02/2010 22.00,,,"16,700001",
13/02/2010 23.00,"2,385817","16,213018","16,700001","87,886134"
14/02/2010 0.00,"2,430258","10,735298","16,700001","89,93863"
14/02/2010 1.00,,,"12,3",
14/02/2010 2.00,"2,300931","8,000083","12,3","91,251098"
14/02/2010 3.00,"2,439998","5,445871","12,3","92,301908"
14/02/2010 4.00,,,"12,3",
14/02/2010 5.00,"2,192566","5,070786","12,3","85,768303"
14/02/2010 6.00,"2,387622","3,949423","12,3","91,638387"
14/02/2010 7.00,,,"12,3",
14/02/2010 8.00,"2,15464","4,750211","12,3","91,554438"
14/02/2010 9.00,"2,247574","5,861899","12,3","94,795438"
14/02/2010 10.00,"2,400264","8,586721","12,3","92,523993"
14/02/2010 11.00,"1,932493","10,057211","12,3","89,987724"
14/02/2010 12.00,"2,064336","13,757443","12,3","85,758828"
14/02/2010 13.00,"2,334507","16,345373","12,3","82,358567"
14/02/2010 14.00,"2,385518","10,875691","12,3","92,457395"
14/02/2010 15.00,"2,351501","6,708701","12,3","93,387909"
14/02/2010 16.00,"2,03002","7,188915","12,3","91,310695"
14/02/2010 17.00,"2,001406","7,317824","12,3","91,549834"
14/02/2010 18.00,"2,057112","11,124055","12,3","88,284237"
14/02/2010 19.00,"1,906243","17,579431","12,3","71,900456"
14/02/2010 20.00,"2,167282","21,190351","12,3","51,140867"
14/02/2010 21.00,"2,196179","11,519903","12,3","63,58518"
14/02/2010 22.00,"1,722356","10,614925","12,3","66,271665"
14/02/2010 23.00,"1,916143","8,548169","12,3","83,819642"
15/02/2010 0.00,"2,111294","6,471191","12,3","66,952857"
15/02/2010 1.00,"2,073709","4,975586","16,79999","85,95019"
15/02/2010 2.00,"1,984869",,"16,79999","82,724251"
15/02/2010 3.00,,,"16,79999",
15/02/2010 4.00,"1,923463","4,817701","16,79999","75,091099"
15/02/2010 5.00,"2,199791","4,22717","16,79999","71,590716"
15/02/2010 6.00,,,"16,79999",
15/02/2010 7.00,"2,418325","5,077276","16,79999","78,278674"
15/02/2010 8.00,"2,314983","8,115183","16,79999","74,970445"
15/02/2010 9.00,,,"16,79999",
15/02/2010 10.00,"2,295513","12,747695","16,79999","60,133549"
15/02/2010 11.00,"2,261198","6,438742","16,79999","88,611953"
15/02/2010 12.00,,,"16,79999",
15/02/2010 13.00,"2,55378","5,683382","16,79999","84,354602"
15/02/2010 14.00,"3,049266","6,517882","16,79999","61,350797"
15/02/2010 15.00,"3,144366","8,745064","16,79999","59,975106"
15/02/2010 16.00,"3,109263","32,189531","16,79999","57,582722"
15/02/2010 17.00,"2,878873","21,732862","16,79999","60,205311"
15/02/2010 18.00,"2,767128","23,533239","16,79999","70,471238"
15/02/2010 19.00,"2,980012","31,621344","16,79999","68,191871"
15/02/2010 20.00,"2,819576","33,349715","16,79999","59,160848"
15/02/2010 21.00,"2,674787","26,773792","16,79999","66,80527"
15/02/2010 22.00,"2,455648","20,49052","16,79999","72,3784"
15/02/2010 23.00,"2,541138","14,297354","16,79999","78,882622"
16/02/2010 0.00,"2,524883","12,033865","16,79999","73,574506"
16/02/2010 1.00,"2,8572","9,076019","14,6","75,936065"
16/02/2010 2.00,"2,606164","6,419106","14,6","75,470793"
16/02/2010 3.00,"2,700072","5,005893","14,6","84,748657"
16/02/2010 4.00,"2,59532","5,58734","14,6","80,404648"
16/02/2010 5.00,,,"14,6",
16/02/2010 6.00,"2,813855","5,837827","14,6","73,797923"
16/02/2010 7.00,"2,463477","7,962446","14,6","74,125623"
16/02/2010 8.00,,,"14,6",
16/02/2010 9.00,"2,34247","14,878797","14,6","68,217609"
16/02/2010 10.00,"2,2553","26,787636","14,6","73,499195"
16/02/2010 11.00,,,"14,6",
16/02/2010 12.00,"2,232301","24,159877","14,6","83,030285"
16/02/2010 13.00,"2,358725","16,604971","14,6","98,291155"
16/02/2010 14.00,,,"14,6",
16/02/2010 15.00,"2,450835","21,413577","14,6","93,875403"
16/02/2010 16.00,"2,555524","9,316086","14,6","96,167419"
16/02/2010 17.00,"2,306349","8,083148","14,6","100,272228"
16/02/2010 18.00,"2,104069","8,625659","14,6","101,706241"
16/02/2010 19.00,"2,325834","14,059903","14,6","92,887264"
16/02/2010 20.00,"2,311365","15,714394","14,6","83,383061"
16/02/2010 21.00,"2,289229","11,976284","14,6","87,609506"
16/02/2010 22.00,"2,064336","9,458892","14,6","84,211064"
16/02/2010 23.00,"2,099761","8,276344","14,6","81,178207"
17/02/2010 0.00,"2,78547","5,322689","14,6",
17/02/2010 1.00,"2,109488","3,149936","16,9","97,593783"
17/02/2010 2.00,"1,827741",,"16,9","97,729186"
17/02/2010 3.00,"2,121465","3,736572","16,9","101,024607"
17/02/2010 4.00,"2,138385","4,116852","16,9","98,920818"
17/02/2010 5.00,"1,919765","13,747609","16,9","86,343978"
17/02/2010 6.00,"2,076978","8,324553","16,9","88,255805"
17/02/2010 7.00,"2,073366","13,273335","16,9","71,161471"
17/02/2010 8.00,"1,756131","11,760773","16,9","60,314816"
17/02/2010 9.00,"2,1131","9,771679","16,9","74,405919"
17/02/2010 10.00,,,"16,9",
17/02/2010 11.00,"2,125742","8,446552","16,9","62,021179"
17/02/2010 12.00,"1,966809","7,563998","16,9","51,170653"
17/02/2010 13.00,,,"16,9",
17/02/2010 14.00,"1,759111","7,989701","16,9","57,857276"
17/02/2010 15.00,"2,15464","30,855586","16,9","55,120612"
17/02/2010 16.00,,,"16,9",
17/02/2010 17.00,"2,201598","20,402531","16,9","60,910803"
17/02/2010 18.00,"1,777834","28,38364","16,9","40,684015"
17/02/2010 19.00,,,"16,9",
17/02/2010 20.00,"2,071561","28,766019","16,9","39,036423"
17/02/2010 21.00,"2,129355","34,563623","16,9","42,260566"
17/02/2010 22.00,"2,434117","40,520498","16,9","39,232054"
17/02/2010 23.00,"2,164871","12,27025","16,9","67,706348"
18/02/2010 0.00,"2,212434","8,485488","16,9","66,753817"
18/02/2010 1.00,"1,878312","5,342042","26,1","77,436425"
18/02/2010 2.00,"2,190859","4,466419","26,1","65,531919"
18/02/2010 3.00,"1,899984","4,264807","26,1","61,16267"
18/02/2010 4.00,"2,013124","3,342971","26,1","64,055197"
18/02/2010 5.00,"2,217852","3,954616","26,1","63,650176"
18/02/2010 6.00,"2,183537","10,113019","26,1","52,623631"
18/02/2010 7.00,"1,941523","22,364912","26,1","38,072302"
18/02/2010 8.00,"2,242454","38,085759","26,1","27,868933"
18/02/2010 9.00,,,"26,1",
18/02/2010 10.00,"2,037245","15,120207","26,1","79,704582"
18/02/2010 11.00,"2,616993","9,264211","26,1","70,484404"
18/02/2010 12.00,"2,663951","9,129234","26,1","70,573764"
18/02/2010 13.00,,"5,464043","26,1","86,741899"
18/02/2010 14.00,"2,299125","4,716468","26,1","89,539514"
18/02/2010 15.00,"2,275646","6,99034","26,1","73,983439"
18/02/2010 16.00,"2,232301","11,24087","26,1","76,286787"
18/02/2010 17.00,"2,461671","9,309637","26,1","67,113998"
18/02/2010 18.00,,"10,460842","26,1","77,061342"
18/02/2010 19.00,"2,284676","17,597842","26,1","73,082956"
18/02/2010 20.00,"2,275646","34,762187","26,1","52,981096"
18/02/2010 21.00,"2,564617","51,921374","26,1","35,139272"
18/02/2010 22.00,"2,828303","72,183752","26,1","20,034128"
18/02/2010 23.00,"2,438192","45,788917","26,1","33,848806"
19/02/2010 0.00,"2,132966","26,525883","26,1","53,257343"
19/02/2010 1.00,,"26,361069","83,199982","49,379161"
19/02/2010 2.00,"2,035439",,"83,199982","44,194238"
19/02/2010 3.00,"2,219658","21,139722","83,199982","45,528053"
19/02/2010 4.00,"2,241331","13,151334","83,199982","62,551988"
19/02/2010 5.00,"2,066142","6,038998","83,199982","85,336341"
19/02/2010 6.00,"2,362337","5,260275","83,199982","89,33504"
19/02/2010 7.00,"2,481538","7,260296","83,199982","87,750731"
19/02/2010 8.00,"2,18173","15,39276","83,199982","75,157453"
19/02/2010 9.00,"1,790495","12,577673","83,199982","28,795252"
19/02/2010 10.00,"3,135436","3,972788","83,199982",
19/02/2010 11.00,"2,692848","13,122782","83,199982","75,118176"
19/02/2010 12.00,"2,676593","12,31291","83,199982","61,902017"
19/02/2010 13.00,"2,497792","7,66134","83,199982","65,689468"
19/02/2010 14.00,"2,346083","7,932595","83,199982","66,06592"
19/02/2010 15.00,"2,290095","8,724297","83,199982","64,583156"
19/02/2010 16.00,"2,385817","9,203211","83,199982","63,050319"
19/02/2010 17.00,"2,326217","7,448488","83,199982","64,583156"
19/02/2010 18.00,"2,564617","7,928701","83,199982","62,591249"
19/02/2010 19.00,"2,633248","12,188315","83,199982","56,557311"
19/02/2010 20.00,"2,40207","27,5006","83,199982","39,504948"
19/02/2010 21.00,"2,745224","35,403336","83,199982","31,967941"
19/02/2010 22.00,"2,147416","26,41688","83,199982","35,293644"
19/02/2010 23.00,"2,541138","17,392778","83,199982","44,275493"
20/02/2010 0.00,"2,284676","14,562116","83,199982","52,396121"
20/02/2010 1.00,"2,281064","14,534867","33,900002","50,898474"
20/02/2010 2.00,"2,439998","15,100736","33,900002","52,255295"
20/02/2010 3.00,"2,360531","10,3038","33,900002","51,65408"
20/02/2010 4.00,"2,320798","10,067594","33,900002","58,209352"
20/02/2010 5.00,"2,26481","7,088979","33,900002","59,291281"
20/02/2010 6.00,"2,423744","7,879382","33,900002","57,539054"
20/02/2010 7.00,"2,317186","15,269457","33,900002","53,107039"
20/02/2010 8.00,"2,685623","27,769257","33,900002","42,389222"
20/02/2010 9.00,"2,441805","25,14886","33,900002","38,688418"
20/02/2010 10.00,"2,848169","27,485017","33,900002","47,461729"
20/02/2010 11.00,"2,607962","8,86317","33,900002","69,390268"
20/02/2010 12.00,"2,600738","7,652254","33,900002","70,531786"
20/02/2010 13.00,"2,732581","6,009148","33,900002","73,726142"
20/02/2010 14.00,"2,519465","4,687914","33,900002","72,767447"
20/02/2010 15.00,"2,775927","3,889723","33,900002","71,464773"
20/02/2010 16.00,"2,477926","4,070128","33,900002","67,466075"
20/02/2010 17.00,"2,371367","5,168126","33,900002","66,474853"
20/02/2010 18.00,"2,253973","5,26417","33,900002","70,816153"
20/02/2010 19.00,"2,313573","7,647063","33,900002","70,904174"
20/02/2010 20.00,"2,514047","5,439382","33,900002","69,249462"
20/02/2010 21.00,"2,470702","5,370595","33,900002","71,06667"
20/02/2010 22.00,"2,311767","4,132425","33,900002","67,925122"
20/02/2010 23.00,"2,27384","5,438084","33,900002","62,621055"
21/02/2010 0.00,"2,272034","4,539956","33,900002","69,793798"
21/02/2010 1.00,,"4,895574","16,200001","88,966708"
21/02/2010 2.00,"2,241331",,"16,200001","86,338377"
21/02/2010 3.00,"2,288288","5,955935","16,200001","85,89965"
21/02/2010 4.00,"2,409295","4,081808","16,200001","88,385805"
21/02/2010 5.00,"2,194373","2,746297","16,200001","86,874608"
21/02/2010 6.00,"2,329828","3,147339","16,200001","84,247616"
21/02/2010 7.00,"2,463477","3,375766","16,200001","89,810335"
21/02/2010 8.00,"2,43458","3,364086","16,200001","84,560431"
21/02/2010 9.00,"2,418325","3,370573","16,200001","80,382981"
21/02/2010 10.00,"2,356919","3,475702","16,200001","83,735777"
21/02/2010 11.00,"2,750642","3,373169","16,200001","70,476291"
21/02/2010 12.00,"2,570035","3,443254","16,200001","71,754567"
21/02/2010 13.00,"2,94931","3,416","16,200001","73,774901"
21/02/2010 14.00,"2,635054","2,78134","16,200001","75,630031"
21/02/2010 15.00,"2,770509","2,485426","16,200001","75,793882"
21/02/2010 16.00,"2,817466","3,317362","16,200001","76,702485"
21/02/2010 17.00,"2,826497","5,130489","16,200001","73,352422"
21/02/2010 18.00,"3,218413","16,673761","16,200001","64,017138"
21/02/2010 19.00,"3,426111","19,070929","16,200001","55,717778"
21/02/2010 20.00,"3,08657","17,623802","16,200001","57,972367"
21/02/2010 21.00,"3,124498","21,355165","16,200001","61,505253"
21/02/2010 22.00,"3,359287","14,689316","16,200001","77,306433"
21/02/2010 23.00,"3,350257","14,301251","16,200001","78,097229"
22/02/2010 0.00,"3,191322","11,445934","16,200001","78,392426"
22/02/2010 1.00,"2,689236","12,864509","24,4","68,117396"
22/02/2010 2.00,"2,763284","11,253848","24,4","62,495112"
22/02/2010 3.00,"2,736194","8,345318","24,4","63,432163"
22/02/2010 4.00,"2,495986","6,014339","24,4","73,272521"
22/02/2010 5.00,"2,602545","4,946191","24,4","76,116171"
22/02/2010 6.00,"2,602545","7,070807","24,4","70,579191"
22/02/2010 7.00,"2,676593","7,299232","24,4","83,868463"
22/02/2010 8.00,"2,848169","11,562738","24,4","75,546082"
22/02/2010 9.00,"2,369561","20,66067","24,4","60,478845"
22/02/2010 10.00,"2,541138",,"24,4","57,062408"
22/02/2010 11.00,"2,564617","28,113206","24,4","64,572326"
22/02/2010 12.00,"2,407489","20,460943","24,4","69,327985"
22/02/2010 13.00,"2,393041","29,327995","24,4","59,889802"
22/02/2010 14.00,"2,295513","28,036631","24,4","62,542513"
22/02/2010 15.00,"2,635054","24,433734","24,4","69,735587"
22/02/2010 16.00,"2,48515","22,859412","24,4","73,819589"
22/02/2010 17.00,"2,662145","33,70963","24,4","49,377806"
22/02/2010 18.00,"2,564617","36,461113","24,4","43,495531"
22/02/2010 19.00,"2,880679","31,374752","24,4","44,307993"
22/02/2010 20.00,"2,710909","26,18197","24,4","58,1985"
22/02/2010 21.00,"2,568229","25,130676","24,4","62,212118"
22/02/2010 22.00,"2,555587","31,726465","24,4","56,327129"
22/02/2010 23.00,"2,376786","19,321409","24,4","62,746979"
23/02/2010 0.00,"2,326217","17,752292","24,4","59,975106"
23/02/2010 1.00,,"14,887881","23,79999","61,506607"
23/02/2010 2.00,"1,972226",,"23,79999","46,554461"
23/02/2010 3.00,"2,252167","15,985891","23,79999","55,817984"
23/02/2010 4.00,"2,421938","22,952852","23,79999","49,077199"
23/02/2010 5.00,"2,421938","10,964419","23,79999","63,980586"
23/02/2010 6.00,"2,774121","16,196143","23,79999","55,994003"
23/02/2010 7.00,"2,355114","17,671822","23,79999","53,274938"
23/02/2010 8.00,"2,308156","13,590016","23,79999","57,64333"
23/02/2010 9.00,"2,689236","32,685601","23,79999","39,025593"
23/02/2010 10.00,"2,877066","26,916543","23,79999","55,13009"
23/02/2010 11.00,"2,694654","17,200693","23,79999","63,52018"
23/02/2010 12.00,"2,609768","17,786031","23,79999","56,321703"
23/02/2010 13.00,"2,380398","14,222073","23,79999","63,187076"
23/02/2010 14.00,"2,712714","8,946232","23,79999","68,558833"
23/02/2010 15.00,"2,819272","15,445969","23,79999","60,584461"
23/02/2010 16.00,"2,783152","13,374566","23,79999","62,588555"
23/02/2010 17.00,"2,627829","13,798977","23,79999","62,732097"
23/02/2010 18.00,"2,555587","6,985148","23,79999","65,266981"
23/02/2010 19.00,"2,470702","8,199956","23,79999","61,774738"
23/02/2010 20.00,"2,470702","17,616011","23,79999","56,312228"
23/02/2010 21.00,"2,616993","18,084544","23,79999","55,287156"
23/02/2010 22.00,"2,707297","31,128144","23,79999","45,769091"
23/02/2010 23.00,"2,89874","39,949785","23,79999","34,406688"
24/02/2010 0.00,"2,94931","27,29684","23,79999","35,435828"
24/02/2010 1.00,"2,774121","31,052888","15,7","31,299017"
24/02/2010 2.00,"2,644084","16,669867","15,7","43,067621"
24/02/2010 3.00,"2,83914","11,5848","15,7","43,304607"
24/02/2010 4.00,"2,757866","11,943011","15,7","50,903881"
24/02/2010 5.00,"2,732581","8,157127","15,7","55,484861"
24/02/2010 6.00,"2,382205","6,743744","15,7","62,346163"
24/02/2010 7.00,"2,355114","16,590697","15,7","49,104272"
24/02/2010 8.00,"2,524883","28,357196","15,7","37,208367"
24/02/2010 9.00,"2,622412","18,207836","15,7","48,195669"
24/02/2010 10.00,"2,497792","12,633486","15,7","55,261441"
24/02/2010 11.00,"2,234107","8,65421","15,7","59,372517"
24/02/2010 12.00,"2,441805","6,395913","15,7","59,771994"
24/02/2010 13.00,"2,369561","8,377765","15,7","57,591858"
24/02/2010 14.00,"2,685623","7,637977","15,7","70,404511"
24/02/2010 15.00,"2,398459","8,933254","15,7","69,134333"
24/02/2010 16.00,"2,391234","8,992956","15,7","64,126841"
24/02/2010 17.00,"2,49418","15,81716","15,7","60,654883"
24/02/2010 18.00,"2,517659","21,407076","15,7","43,919368"
24/02/2010 19.00,"2,306349","13,771714","15,7","52,679133"
24/02/2010 20.00,"2,27384","14,180541","15,7","49,637794"
24/02/2010 21.00,"2,299125","20,092346","15,7","45,576794"
24/02/2010 22.00,"2,21424","17,242225","15,7","40,819795"
24/02/2010 23.00,"2,347889","18,593308","15,7","41,207065"
25/02/2010 0.00,"2,253973","14,475159","15,7","41,722992"
25/02/2010 1.00,,"10,005297","22,79999","42,440672"
25/02/2010 2.00,"2,008348",,"22,79999","45,68107"
25/02/2010 3.00,"2,234107","6,834595","22,79999","58,755046"
25/02/2010 4.00,"2,149221","3,849489","22,79999","53,999402"
25/02/2010 5.00,"2,318992","3,355","22,79999","59,827515"
25/02/2010 6.00,"2,561005","3,98317","22,79999","58,392156"
25/02/2010 7.00,"2,288288","7,628891","22,79999","49,926233"
25/02/2010 8.00,"2,441805","11,815823","22,79999","36,623392"
25/02/2010 9.00,"2,356919","13,917081","22,79999","42,217233"
25/02/2010 10.00,"2,929443","12,695779","22,79999","51,231582"
25/02/2010 11.00,"2,669369","6,973467","22,79999","68,25958"
25/02/2010 12.00,"2,855394","6,257041","22,79999","70,955628"
25/02/2010 13.00,"2,878873","6,602275","22,79999","66,709129"
25/02/2010 14.00,"2,732581","5,796297","22,79999","65,686774"
25/02/2010 15.00,"2,743418","7,548425","22,79999","74,33821"
25/02/2010 16.00,"2,766897","9,111062","22,79999","76,537296"
25/02/2010 17.00,"2,65492","8,32585","22,79999","71,543312"
25/02/2010 18.00,"2,868037","22,532346","22,79999","54,252628"
25/02/2010 19.00,"3,072122","51,734472","22,79999","34,116913"
25/02/2010 20.00,"3,052256","49,16209","22,79999","32,467608"
25/02/2010 21.00,"3,984187","67,273888","22,79999","18,323888"
25/02/2010 22.00,"2,96737","52,417152","22,79999","21,683435"
25/02/2010 23.00,"2,537526","32,624608","22,79999","36,84817"
26/02/2010 0.00,"2,734387","29,148898","22,79999","28,648998"
26/02/2010 1.00,"2,70549","23,649814","26,4","34,92126"
26/02/2010 2.00,"2,662145","12,832061","26,4","41,039166"
26/02/2010 3.00,"2,160058","14,89308","26,4","36,657246"
26/02/2010 4.00,"2,999033","21,652385","26,4","26,528472"
26/02/2010 5.00,"2,411102","19,32401","26,4",
26/02/2010 6.00,"2,306349","13,8418","26,4","40,11971"
26/02/2010 7.00,"2,644084","36,440347","26,4","20,430875"
26/02/2010 8.00,"2,499599","39,330699","26,4","23,340881"
26/02/2010 9.00,"2,622412","32,846533","26,4","34,198169"
26/02/2010 10.00,"2,519465","20,590729","26,4","48,841572"
26/02/2010 11.00,"2,896934","25,451262","26,4","53,6094"
26/02/2010 12.00,"3,89569","29,40587","26,4","59,100361"
26/02/2010 13.00,"11,32585","25,122896","26,4","61,122054"
26/02/2010 14.00,"9,342792","33,469521","26,4","57,956126"
26/02/2010 15.00,"6,171336","26,95939","26,4","62,036061"
26/02/2010 16.00,"4,137703","28,339013","26,4","56,738779"
26/02/2010 17.00,"3,574209","22,939869","26,4","55,752969"
26/02/2010 18.00,"2,942085","18,507653","26,4","56,778041"
26/02/2010 19.00,"2,835527","23,391541","26,4","54,198443"
26/02/2010 20.00,"2,777733","21,604376","26,4","51,920833"
26/02/2010 21.00,"2,954728","20,432397","26,4","47,675693"
