,Foggia,,,
,manfredonia - viale Michelangelo - Zona 167,,,
Parm,SO2,NO2,CO,PM10



07/10/2010 9.00,"5,01003388","20,5608832","0,61733117","26,89999962"
07/10/2010 10.00,"3,8938835","11,8612507","0,48493824","26,89999962"
07/10/2010 11.00,"3,89749588","9,54844578","0,66144856","26,89999962"
07/10/2010 12.00,"3,85415033","9,80542432","0,506662","26,89999962"
07/10/2010 13.00,"3,64103391","8,76193502","0,44319047","26,89999962"
07/10/2010 14.00,"3,70063418","6,57761651","0,52771355","26,89999962"
07/10/2010 15.00,"3,49654872","5,23950905","0,50764875","26,89999962"
07/10/2010 16.00,"3,59768835","3,64442496","0,58616859","26,89999962"
07/10/2010 17.00,"3,88304736","3,80017074","0,60255897","26,89999962"
07/10/2010 18.00,"3,97876842","5,7184249","0,66531985","26,89999962"
07/10/2010 19.00,"3,97335086","11,7029065","1,18880678","26,89999962"
07/10/2010 20.00,"4,26232124","10,69057325","0,85004575","26,89999962"
07/10/2010 21.00,"4,46821289","16,2753111","0,85545601","26,89999962"
07/10/2010 22.00,"4,50072231","16,3324149","0,86240756","26,89999962"
07/10/2010 23.00,"4,86013011","15,1578427","0,91782079","26,89999962"
08/10/2010 0.00,"4,5043347","3,6768716","0,8445551","26,89999962"
08/10/2010 1.00,"4,43751068","2,96563819","0,95814726","16,10000038"
08/10/2010 2.00,"4,98836059","4,46727519","0,89866469","16,10000038"
08/10/2010 3.00,"4,75718429","2,36212686","0,93697688","16,10000038"
08/10/2010 4.00,"5,12742822","3,46921119","0,96877206","16,10000038"
08/10/2010 5.00,"5,02087001","6,88910617","0,97362895","16,10000038"
08/10/2010 6.00,"5,0768579","10,4712267","0,90834235","16,10000038"
08/10/2010 7.00,"5,04976705","21,68095192","0,50132979","16,10000038"
08/10/2010 8.00,"4,37429803","12,43879706","0,65809103","16,10000038"
08/10/2010 9.00,"4,01489023","12,08318992","0,67598426","16,10000038"
08/10/2010 10.00,"4,13950832","11,51212332","0,47107591","16,10000038"
08/10/2010 11.00,"3,92819911","8,1752971","0,49714278","16,10000038"
08/10/2010 12.00,"4,43750966","9,59906407","0,45906825","16,10000038"
08/10/2010 13.00,"4,35623712","11,76261444","0,49982927","16,10000038"
08/10/2010 14.00,"4,27496459","7,24602112","0,35866855","16,10000038"
08/10/2010 15.00,"4,04739965","7,58865917","0,34563453","16,10000038"
08/10/2010 16.00,"4,48807999","6,01563765","0,45507929","16,10000038"
08/10/2010 17.00,"4,33998241","9,1993165","0,4495502","16,10000038"
08/10/2010 18.00,"3,92278054","12,2363373","0,70789711","16,10000038"
08/10/2010 19.00,"4,00586028","6,18046734","1,04346021","16,10000038"
08/10/2010 20.00,"4,26232124","9,24993478","0,97276102","16,10000038"
08/10/2010 21.00,"4,44292824","9,47446668","0,77780526","16,10000038"
08/10/2010 22.00,"4,39777649","4,48025576","0,68005244","16,10000038"
08/10/2010 23.00,"4,17563013","4,90465858","0,69332296","16,10000038"
09/10/2010 0.00,"3,93722906","6,05327728","0,774725","16,10000038"
09/10/2010 1.00,,"2,14668079","0,77026189","16,89999962"
09/10/2010 2.00,"4,25690368",,"0,80367642","16,89999962"
09/10/2010 3.00,"4,43750966","1,44712779",,"16,89999962"
09/10/2010 4.00,"4,74995952","1,49385134","0,82231875","16,89999962"
09/10/2010 5.00,"4,88722096","3,36797844","0,77500111","16,89999962"
09/10/2010 6.00,"5,05337944","5,57176494","0,8651325","16,89999962"
09/10/2010 7.00,"5,46516274","10,73988564","0,4922859","16,89999962"
09/10/2010 8.00,"4,94682123","8,51923339","0,58632703","16,89999962"
09/10/2010 9.00,"4,85651773","7,72104031","0,63593389","16,89999962"
09/10/2010 10.00,"4,42486733","5,1525532","0,62661273","16,89999962"
09/10/2010 11.00,"4,64159614","4,59706366","0,35594362","16,89999962"
09/10/2010 12.00,"4,50614089","6,38293476","0,41305425","16,89999962"
09/10/2010 13.00,"4,92334277","5,08376518","0,39986295","16,89999962"
09/10/2010 14.00,"4,8637425","3,68595742","0,39172659","16,89999962"
09/10/2010 15.00,"4,91250561","3,42248765","0,47372162","16,89999962"
09/10/2010 16.00,"4,96849451","6,4179779","0,34113181","16,89999962"
09/10/2010 17.00,"4,88902715","10,10523166","0,32884805","16,89999962"
09/10/2010 18.00,"4,58018968","14,97744359","0,47680305","16,89999962"
09/10/2010 19.00,"4,99919774","15,86907611","0,77579214","16,89999962"
09/10/2010 20.00,"5,08047028","10,63216738","0,74917073","16,89999962"
09/10/2010 21.00,"5,14187674","15,93267306","0,770065","16,89999962"
09/10/2010 22.00,"5,22495649","15,8223583","0,6112091","16,89999962"
09/10/2010 23.00,"5,19244707","14,56860828","0,64663675","16,89999962"
10/10/2010 0.00,"5,14187674","6,87223277","0,91031586","16,89999962"
10/10/2010 1.00,"5,51212068","18,92037573","0,91908481","15,30000019"
10/10/2010 2.00,"5,49947835","4,78655242","0,85612705","15,30000019"
10/10/2010 3.00,"5,49225358","4,9422963","0,79317045","15,30000019"
10/10/2010 4.00,"5,39833872","4,35306378","0,77701656","15,30000019"
10/10/2010 5.00,"5,32970749","3,34072288","0,7372819","15,30000019"
10/10/2010 6.00,"5,4723875","6,65419211","0,77041916","15,30000019"
10/10/2010 7.00,"5,64396354","17,0462448","0,43130281","15,30000019"
10/10/2010 8.00,"5,91306784","16,69323033","0,36640998","15,30000019"
10/10/2010 9.00,"5,50128454","11,23307839","0,39113361","15,30000019"
10/10/2010 10.00,"5,22314928","10,28822535","0,24412808","15,30000019"
10/10/2010 11.00,"5,45974518","11,68604075","0,37825803","15,30000019"
10/10/2010 12.00,"5,09130642","10,62308347","0,2182977","15,30000019"
10/10/2010 13.00,"5,33693226","8,27263702","0,14534657","15,30000019"
10/10/2010 14.00,"5,41639962","3,30048866","0,13452605","15,30000019"
10/10/2010 15.00,"5,44349047","3,04870121","0,37351881","15,30000019"
10/10/2010 16.00,"5,0244824","3,39782858","0,35215038","15,30000019"
10/10/2010 17.00,"5,51392687","5,28882909","0,15387903","15,30000019"
10/10/2010 18.00,"5,63673979","13,36029502","0,31593286","15,30000019"
10/10/2010 19.00,"6,03407457","23,94183456","0,69908971","15,30000019"
10/10/2010 20.00,"5,80470446","40,77783584","1,01494218","15,30000019"
10/10/2010 21.00,"5,71620715","34,32611688","0,77361942","15,30000019"
10/10/2010 22.00,"5,52115164","17,6173114","0,56385301","15,30000019"
10/10/2010 23.00,"5,68911631","8,57504085","0,71863957","15,30000019"
11/10/2010 0.00,"5,59700662","3,80276533","0,82002719","15,30000019"
11/10/2010 1.00,,"5,54061654","0,81615706","13,80000019"
11/10/2010 2.00,"5,38569639",,"0,82899303","13,80000019"
11/10/2010 3.00,"5,58616946","2,53993522",,"13,80000019"
11/10/2010 4.00,"5,84985519","3,11489274","0,89428196","13,80000019"
11/10/2010 5.00,"5,59700662","4,40368016","0,89538755","13,80000019"
11/10/2010 6.00,"5,71981852","7,50819074","0,90585391","13,80000019"
11/10/2010 7.00,"5,64576973","9,87810518","0,68866296","13,80000019"
11/10/2010 8.00,"5,70717619","11,17467253","0,54169588","13,80000019"
11/10/2010 9.00,"6,25622093","10,38167626","0,76342916","13,80000019"
11/10/2010 10.00,"6,19842686","11,96897086","0,38604023","13,80000019"
11/10/2010 11.00,"6,18217214","10,20775692","0,36218336","13,80000019"
11/10/2010 12.00,"6,36639152","12,37909869","0,24333821","13,80000019"
11/10/2010 13.00,"6,30679126","18,08325242","0,48260824","13,80000019"
11/10/2010 14.00,"6,28511797","18,90998974","0,21332082","13,80000019"
11/10/2010 15.00,"6,25983332","17,98850326","0,30120143","13,80000019"
11/10/2010 16.00,"6,04129934","9,04487087","0,3087052","13,80000019"
11/10/2010 17.00,"6,12618426","7,18631892","0,31304948","13,80000019"
11/10/2010 18.00,"5,56449719","11,62243616","0,54750224","13,80000019"
11/10/2010 19.00,"6,05574786","10,84241855","0,68502816","13,80000019"
11/10/2010 20.00,"6,09186865","10,0948495","0,62767987","13,80000019"
11/10/2010 21.00,"5,9744743","10,51145709","0,61741039","13,80000019"
11/10/2010 22.00,"5,71078858","7,08508426","0,88349872","13,80000019"
11/10/2010 23.00,"5,46516274","9,57829784","0,94009792","13,80000019"
12/10/2010 0.00,"5,74871556","3,31606382","0,92745883","13,80000019"
12/10/2010 1.00,"5,7252371","5,11361532","0,96604596","18,89999962"
12/10/2010 2.00,"5,28997432","5,3744886","0,88926547","18,89999962"
12/10/2010 3.00,"5,57172095","7,9053399","0,98879608","18,89999962"
12/10/2010 4.00,"5,55546623","2,80470133","0,96888973","18,89999962"
12/10/2010 5.00,"5,68369773","3,73787205","0,95518467","18,89999962"
12/10/2010 6.00,"5,17799855","8,74895637","1,00850439","18,89999962"
12/10/2010 7.00,"5,84805002","27,42402632","0,78262487","18,89999962"
12/10/2010 8.00,"5,86791609","25,72900008","0,77780526","18,89999962"
12/10/2010 9.00,"5,69995142","25,20725352","0,68321076","18,89999962"
12/10/2010 10.00,"6,23454764","33,32027104","0,70667269","18,89999962"
12/10/2010 11.00,"5,25927109","21,21759784","0,65386557","18,89999962"
12/10/2010 12.00,"5,62590264","27,50968392","0,58194197","18,89999962"
12/10/2010 13.00,"5,75413413","25,35002256","0,56566925","18,89999962"
12/10/2010 14.00,"5,02809478","15,61339774","0,4958007","18,89999962"
12/10/2010 15.00,"5,23759882","9,19282717","0,53940432","18,89999962"
12/10/2010 16.00,"5,10033738","9,68082884","0,57112028","18,89999962"
12/10/2010 17.00,"5,17619236","13,32005507","0,49244317","18,89999962"
12/10/2010 18.00,"5,14729532","13,43297397","0,79403837","18,89999962"
12/10/2010 19.00,"5,46877512","21,6874336","0,97489414","18,89999962"
12/10/2010 20.00,"5,20147701","28,04829432","1,12340018","18,89999962"
12/10/2010 21.00,"5,17438616","26,89319776","1,14251667","18,89999962"
12/10/2010 22.00,"4,93237271","19,3421744","1,10013746","18,89999962"
12/10/2010 23.00,"5,1328468","17,82627197","1,12624395","18,89999962"
13/10/2010 0.00,"4,98474923","7,95595628","1,03492892","18,89999962"
13/10/2010 1.00,,"7,1344043","1,04239307","19,60000038"
13/10/2010 2.00,"5,0606042",,"0,99867062","19,60000038"
13/10/2010 3.00,"5,15632526","3,96889327",,"19,60000038"
13/10/2010 4.00,"5,26107728","3,0993195","0,9844518","19,60000038"
13/10/2010 5.00,"5,27010824","7,58865917","1,03828645","19,60000038"
13/10/2010 6.00,"5,25385251","9,13831796","1,04357788","19,60000038"
13/10/2010 7.00,"4,94862742","29,6563628","0,99511504","19,60000038"
13/10/2010 8.00,"4,90708805","30,42600016","0,85506107","19,60000038"
13/10/2010 9.00,"5,32609612","26,6803348","0,89119937","19,60000038"
13/10/2010 10.00,"4,76440804","24,6569608","0,6421748","19,60000038"
13/10/2010 11.00,"5,03893092","12,2077854","0,44820696","19,60000038"
13/10/2010 12.00,"4,13047838","9,64189096","0,42166476","19,60000038"
13/10/2010 13.00,"4,44112205","24,94249888","0,57305651","19,60000038"
13/10/2010 14.00,"4,57657729","11,6821441","0,41032931","19,60000038"
13/10/2010 15.00,"4,50252851","8,52312622","0,58004651","19,60000038"
13/10/2010 16.00,"4,92153657","11,02801448","0,54323484","19,60000038"
13/10/2010 17.00,"4,63978994","13,21103283","0,67495673","19,60000038"
13/10/2010 18.00,"4,68494169","23,24747264","0,93448844","19,60000038"
13/10/2010 19.00,"4,74815435","40,4909976","1,2089904","19,60000038"
13/10/2010 20.00,"4,47724385","12,86061294","0,80537499","19,60000038"
13/10/2010 21.00,"4,82762069","12,3674221","0,73281995","19,60000038"
13/10/2010 22.00,"5,15271288","11,93912646","0,91912442","19,60000038"
13/10/2010 23.00,"4,82220313","3,7339773","0,86935912","19,60000038"
14/10/2010 0.00,"4,2352304","5,01497715","1,04499918","19,60000038"
14/10/2010 1.00,"4,92514896","5,3576152","1,08473383","32,40000153"
14/10/2010 2.00,"4,62353523","2,02857464","1,04969995","32,40000153"
14/10/2010 3.00,"4,73912339","4,10776566","1,15693354","32,40000153"
14/10/2010 4.00,"4,45918295","3,38874467","1,08856435","32,40000153"
14/10/2010 5.00,"4,76440804","5,11231707","1,12478304","32,40000153"
14/10/2010 6.00,"4,89986329","14,50501325","1,19615443","32,40000153"
14/10/2010 7.00,"5,23398643","17,65494721","1,07375371","32,40000153"
14/10/2010 8.00,"5,18160992","33,91337344","1,11245967","32,40000153"
14/10/2010 9.00,"4,7553781","19,20848736","0,93571286","32,40000153"
14/10/2010 10.00,"4,92876134","23,17997904","0,8274529","32,40000153"
14/10/2010 11.00,"4,64340233","24,64269728","0,65228583","32,40000153"
14/10/2010 12.00,"5,0606042","12,74769596","0,63068091","32,40000153"
14/10/2010 13.00,"4,84929398","13,36807686","0,74210151","32,40000153"
14/10/2010 14.00,"5,06963415","9,40567866","0,77725305","32,40000153"
14/10/2010 15.00,"4,98836059","10,65941721","0,68060465","32,40000153"
14/10/2010 16.00,"5,21953791","9,18893434","0,82551667","32,40000153"
14/10/2010 17.00,"5,20689559","12,13121171","0,65200973","32,40000153"
14/10/2010 18.00,"5,25024114","14,17925051","0,87619184","32,40000153"
14/10/2010 19.00,"5,40375628","19,16437752","1,11317148","32,40000153"
14/10/2010 20.00,"4,92695413","8,97219002","1,05191229","32,40000153"
14/10/2010 21.00,"5,29719908","11,2512443","0,83167952","32,40000153"
14/10/2010 22.00,"5,17438616","10,09225491","0,88997612","32,40000153"
14/10/2010 23.00,"5,25565972","7,63018972","1,02714788","32,40000153"
15/10/2010 0.00,"5,11117351","9,86123178","1,11775226","32,40000153"
15/10/2010 1.00,,"6,13504205","1,15243082","54,5"
15/10/2010 2.00,"5,05337944",,"1,19248002","54,5"
15/10/2010 3.00,"5,13645918","3,87674443",,"54,5"
15/10/2010 4.00,"5,53018158","5,92738355","1,07245007","54,5"
15/10/2010 5.00,"5,19244707","10,4712267","1,06178566","54,5"
15/10/2010 6.00,"4,98294303","13,32135714","1,08129708","54,5"
15/10/2010 7.00,"5,67827915","16,35967428","0,8492151","54,5"
15/10/2010 8.00,"5,66924819","18,83990538","0,84890055","54,5"
15/10/2010 9.00,"5,75232794","23,4966636","0,791155","54,5"
15/10/2010 10.00,"5,76858265","18,7075185","0,6851866","54,5"
15/10/2010 11.00,"5,71440096","16,56733469","0,74703761","54,5"
15/10/2010 12.00,"5,69453387","18,65301886","0,70248568","54,5"
15/10/2010 13.00,"5,6150665","17,85741845","0,65224622","54,5"
15/10/2010 14.00,"5,71440096","20,4687248","0,80320226","54,5"
15/10/2010 15.00,"5,14007055","15,0799765","0,63439376","54,5"
15/10/2010 16.00,"5,21050695","8,92157364","0,74368008","54,5"
15/10/2010 17.00,"5,29178051","20,89313144","0,60291546","54,5"
15/10/2010 18.00,"5,7577455","31,69271928","0,97118128","54,5"
15/10/2010 19.00,"5,78483736","28,38186184","1,14899407","54,5"
15/10/2010 20.00,"5,69453387","31,14502688","1,0739902","54,5"
15/10/2010 21.00,"5,84082525","28,12486992","1,04934463","54,5"
15/10/2010 22.00,"5,46335756","20,87366728","1,03405866","54,5"
15/10/2010 23.00,"5,51392687","18,53490506","0,99867062","54,5"
16/10/2010 0.00,"5,31164659","14,89308042","1,11198668","54,5"
16/10/2010 1.00,"5,56088481","7,85472353","1,13983134","37,59999084"
16/10/2010 2.00,"5,67466677","6,6996155","1,19986612","37,59999084"
16/10/2010 3.00,"5,27733199","4,3167224","1,11396135","37,59999084"
16/10/2010 4.00,"5,420012","10,8956276","1,14259589","37,59999084"
16/10/2010 5.00,"5,44890803","10,50626983","1,10499551","37,59999084"
16/10/2010 6.00,"5,9564134","22,17543336","1,21996936","37,59999084"
16/10/2010 7.00,"5,91126165","26,34548624","1,04211697","37,59999084"
16/10/2010 8.00,"6,2959541","26,55186752","1,25638493","37,59999084"
16/10/2010 9.00,"5,60603656","26,26502928","0,97998868","37,59999084"
16/10/2010 10.00,"5,79206111","20,46742464","0,79542123","37,59999084"
16/10/2010 11.00,"5,36944168","19,92231344","0,9028517","37,59999084"
16/10/2010 12.00,"5,14368293","17,76656212","0,95538272","37,59999084"
16/10/2010 13.00,"4,60728052","11,16689069","0,69995763","37,59999084"
16/10/2010 14.00,"4,55490401","13,10720932","0,67855076","37,59999084"
16/10/2010 15.00,"5,16896759","7,74180846","0,54169588","37,59999084"
16/10/2010 16.00,"5,42181718","9,20580774","0,66954647","37,59999084"
16/10/2010 17.00,"5,62048508","9,59387108","0,64023857","37,59999084"
16/10/2010 18.00,"5,85527377","19,18774216","1,15132407","37,59999084"
16/10/2010 19.00,"6,21829395","35,4825136","1,42100759","37,59999084"
16/10/2010 20.00,"5,99253521","43,66690608","1,39426851","37,59999084"
16/10/2010 21.00,"6,20203924","27,19818088","1,00874205","37,59999084"
16/10/2010 22.00,"5,63854496","24,5894672","0,97082596","37,59999084"
16/10/2010 23.00,"5,41459343","17,93139564","1,09792513","37,59999084"
17/10/2010 0.00,"5,56088481","13,85348586","1,13374888","37,59999084"
17/10/2010 1.00,,"15,96122304","1,37372956","17,7999897"
17/10/2010 2.00,"5,63673979",,"1,26930129","17,7999897"
17/10/2010 3.00,"5,33151368","7,4134454",,"17,7999897"
17/10/2010 4.00,"5,83721286","9,9585717","1,07154137","17,7999897"
17/10/2010 5.00,"5,58436327","5,66131919","1,10215175","17,7999897"
17/10/2010 6.00,"5,85707996","16,27141445","1,18580574","17,7999897"
17/10/2010 7.00,"5,92751636","13,61987006","0,88811911","17,7999897"
17/10/2010 8.00,"6,06297161","20,55958304","0,90470871","17,7999897"
17/10/2010 9.00,"5,91668023","18,57773768","1,28608661","17,7999897"
17/10/2010 10.00,"5,77400123","15,87686942","0,87864067","17,7999897"
17/10/2010 11.00,"5,60423037","14,72695247","0,74522138","17,7999897"
17/10/2010 12.00,"4,85651773","15,6471388","0,50239577","17,7999897"
17/10/2010 13.00,"4,5567102","14,6309108","0,54141861","17,7999897"
17/10/2010 14.00,"4,52420078","3,88712659","0,43872735","17,7999897"
17/10/2010 15.00,"4,6470137","4,71516982","0,42142827","17,7999897"
17/10/2010 16.00,"4,65965704","6,41148857","0,53533731","17,7999897"
17/10/2010 17.00,"5,21050695","6,57631826","0,5744382","17,7999897"
17/10/2010 18.00,"4,91250561","11,03969106","0,60725975","17,7999897"
17/10/2010 19.00,"5,28997432","10,49328926","0,78282175","17,7999897"
17/10/2010 20.00,"5,60423037","9,57829784","0,75043475","17,7999897"
17/10/2010 21.00,"5,41639962","9,56272269","0,88981768","17,7999897"
17/10/2010 22.00,"5,43807189","9,29146725","0,85517874","17,7999897"
17/10/2010 23.00,"5,4182048","10,10782815","0,89811132","17,7999897"
18/10/2010 0.00,"5,97989288","9,07082818","1,02280243","17,7999897"
18/10/2010 1.00,"5,56810856","4,53087214","1,06222021","24,70000076"
18/10/2010 2.00,"5,35499316","2,00910666","1,05076593","24,70000076"
18/10/2010 3.00,"6,24719099","3,86506402","0,98721634","24,70000076"
18/10/2010 4.00,"6,14243897","6,04159496","1,02252749","24,70000076"
18/10/2010 5.00,"6,08825626","13,32005507","0,9971701","24,70000076"
18/10/2010 6.00,"6,35916676","21,70689776","1,14717783","24,70000076"
18/10/2010 7.00,"6,74385921","47,12571408","0,75564813","24,70000076"
18/10/2010 8.00,"6,55964085","26,50381896","0,64308233","24,70000076"
18/10/2010 9.00,"6,2815066","18,72439382","0,58048106","24,70000076"
18/10/2010 10.00,"6,10992955","21,12025792","0,60658754","24,70000076"
18/10/2010 11.00,"5,7758064","13,20844016","0,55445263","24,70000076"
18/10/2010 12.00,"5,4723875","11,2512443","0,51471914","24,70000076"
18/10/2010 13.00,"5,06782796","10,40373692","0,40906529","24,70000076"
18/10/2010 14.00,"5,25746489","8,04810512","0,44240176","24,70000076"
18/10/2010 15.00,"5,61687269","8,47899918","0,43256683","24,70000076"
18/10/2010 16.00,"5,58978185","7,33038047","0,63553896","24,70000076"
18/10/2010 17.00,"5,44710285","7,13829522","0,68139452","24,70000076"
18/10/2010 18.00,"5,49947835","10,69705302","1,00084218","24,70000076"
18/10/2010 19.00,"5,43807189","15,99107892","1,04713346","24,70000076"
18/10/2010 20.00,"5,46877512","8,35570194","0,80399213","24,70000076"
18/10/2010 21.00,"5,71078858","3,61327657","0,71879801","24,70000076"
18/10/2010 22.00,"5,78844873","1,85595737","0,691664","24,70000076"
18/10/2010 23.00,"5,41459343","2,02078706","0,92425858","24,70000076"
19/10/2010 0.00,"5,31887135","2,04284963","1,04523684","24,70000076"
19/10/2010 1.00,,"2,49321167","1,23877013","6,0999999"
19/10/2010 2.00,"5,97266811",,"1,1703625","6,0999999"
19/10/2010 3.00,"5,85166138","2,51267966",,"6,0999999"
19/10/2010 4.00,"5,97086192","4,89557466","1,12675771","6,0999999"
19/10/2010 5.00,"6,14785653","5,10323316","1,18264509","6,0999999"
19/10/2010 6.00,"6,46933735","14,22207358","1,10874681","6,0999999"
19/10/2010 7.00,"6,12257188","32,46625712","1,04065606","6,0999999"
19/10/2010 8.00,"6,38806379","38,89461144","1,01391698","6,0999999"
19/10/2010 9.00,"6,41876702","10,38816559","0,81714498","6,0999999"
19/10/2010 10.00,"5,81012202","5,26676461","0,64316155","6,0999999"
19/10/2010 11.00,"5,75955271","8,99295625","0,59746443","6,0999999"
19/10/2010 12.00,"5,9220988","7,21357448","0,40555048","6,0999999"
19/10/2010 13.00,"5,76677646","8,37516993","0,52348693","6,0999999"
19/10/2010 14.00,"5,67827915","4,09997808","0,60607494","6,0999999"
19/10/2010 15.00,"6,14785653","9,11495714","0,60014975","6,0999999"
19/10/2010 16.00,"5,52837539","3,69504134","0,76287695","6,0999999"
19/10/2010 17.00,"5,69453387","4,57889202","0,5517673","6,0999999"
19/10/2010 18.00,"6,01059611","5,41212632","0,84763536","6,0999999"
19/10/2010 19.00,"5,88236461","6,79176625","0,90589352","6,0999999"
19/10/2010 20.00,"5,76858265","4,0350848","0,87619184","6,0999999"
19/10/2010 21.00,"5,84985519","3,35370154","0,82255524","6,0999999"
19/10/2010 22.00,"5,70175863","2,01170124","0,85893237","6,0999999"
19/10/2010 23.00,"5,92029261","3,14474479","0,97414271","6,0999999"
20/10/2010 0.00,"5,6873091","2,91891465","1,10353344","6,0999999"
20/10/2010 1.00,"5,69092148","2,08568034","1,14476861",
20/10/2010 2.00,"5,77941879","1,94421338","1,1072859",
20/10/2010 3.00,"6,17675357","1,73265822","1,08204734",
20/10/2010 4.00,"5,97989288","3,12268031","1,05898151",
20/10/2010 5.00,"6,03046219","6,59967908","1,0389971",
20/10/2010 6.00,"6,40793089","8,52312622","1,11249928",
20/10/2010 7.00,"6,4440527","17,16695318","0,81892161",
20/10/2010 8.00,"6,9262724","26,18585336","0,92216624",
20/10/2010 9.00,,,,
20/10/2010 10.00,,,,
20/10/2010 11.00,,,,
20/10/2010 12.00,,,,
20/10/2010 13.00,,,,
20/10/2010 14.00,,,,
20/10/2010 15.00,,,,
20/10/2010 16.00,,,,
20/10/2010 17.00,,,,
20/10/2010 18.00,,,,
20/10/2010 19.00,,,,
20/10/2010 20.00,,,,
20/10/2010 21.00,,,,
20/10/2010 22.00,,,,
20/10/2010 23.00,,,,
21/10/2010 0.00,,,,
21/10/2010 1.00,,,,"29,10000038"
21/10/2010 2.00,,,,"29,10000038"
21/10/2010 3.00,,,,"29,10000038"
21/10/2010 4.00,,,,"29,10000038"
21/10/2010 5.00,,,,"29,10000038"
21/10/2010 6.00,,,,"29,10000038"
21/10/2010 7.00,,,,"29,10000038"
21/10/2010 8.00,,,,"29,10000038"
21/10/2010 9.00,,,,"29,10000038"
21/10/2010 10.00,,,,"29,10000038"
21/10/2010 11.00,,,,"29,10000038"
21/10/2010 12.00,,,,"29,10000038"
21/10/2010 13.00,,,,"29,10000038"
21/10/2010 14.00,,,,"29,10000038"
21/10/2010 15.00,,,,"29,10000038"
21/10/2010 16.00,,,,"29,10000038"
21/10/2010 17.00,,,,"29,10000038"
21/10/2010 18.00,,,,"29,10000038"
21/10/2010 19.00,,,,"29,10000038"
21/10/2010 20.00,,,,"29,10000038"
21/10/2010 21.00,,,,"29,10000038"
21/10/2010 22.00,,,,"29,10000038"
21/10/2010 23.00,,,,"29,10000038"
22/10/2010 0.00,,,,"29,10000038"
22/10/2010 1.00,,,,"39,09999084"
22/10/2010 2.00,,,,"39,09999084"
22/10/2010 3.00,,,,"39,09999084"
22/10/2010 4.00,,,,"39,09999084"
22/10/2010 5.00,,,,"39,09999084"
22/10/2010 6.00,,,,"39,09999084"
22/10/2010 7.00,,,,"39,09999084"
22/10/2010 8.00,,,,"39,09999084"
22/10/2010 9.00,,,,"39,09999084"
22/10/2010 10.00,,,,"39,09999084"
22/10/2010 11.00,"5,76316408","11,34858996","0,49121876","39,09999084"
22/10/2010 12.00,"5,74871556","9,1681681","0,46736305","39,09999084"
22/10/2010 13.00,"5,39292014","6,49065875","0,60421793","39,09999084"
22/10/2010 14.00,"5,86791609","8,14804154","0,57001353","39,09999084"
22/10/2010 15.00,"5,76316408","6,81123232","0,62882506","39,09999084"
22/10/2010 16.00,"6,14424516","10,17271378","0,65485233","39,09999084"
22/10/2010 17.00,"6,05213547","14,16367727","0,67724712","39,09999084"
22/10/2010 18.00,"6,31943358","23,14105072","1,19698275","39,09999084"
22/10/2010 19.00,"6,11715432","37,16845784","1,43826706","39,09999084"
22/10/2010 20.00,"6,65355571","25,1099136","1,07833565","39,09999084"
22/10/2010 21.00,"6,09728722","12,58026786","1,00044841","39,09999084"
22/10/2010 22.00,"5,99975896","13,44465055","0,99827569","39,09999084"
22/10/2010 23.00,"6,89737536","10,14157304","1,10373149","39,09999084"
23/10/2010 0.00,"6,98587267","6,69702091","1,05815203","39,09999084"
23/10/2010 1.00,,"9,50042399","1,04839632","26,2999897"
23/10/2010 2.00,"6,86667213",,"1,06498592","26,2999897"
23/10/2010 3.00,"6,06839018","8,74376529",,"26,2999897"
23/10/2010 4.00,"6,54699852","15,33305265","0,19540778","26,2999897"
23/10/2010 5.00,"7,20801903","24,45059864","0,27258088","26,2999897"
23/10/2010 6.00,"7,45545004","25,21633552","0,46574487","26,2999897"
23/10/2010 7.00,"7,66856646","32,1911012","0,23217285","26,2999897"
23/10/2010 8.00,"7,89793759","33,97493984","0,34072872","26,2999897"
23/10/2010 9.00,"7,64869937","32,7271304","0,22397591","26,2999897"
23/10/2010 10.00,"6,6571681","13,78079736","0,05418415","26,2999897"
23/10/2010 11.00,"6,68787133","7,8741896","0,19561515","26,2999897"
23/10/2010 12.00,"6,01420748","6,86314886","0,0000233","26,2999897"
23/10/2010 13.00,"6,01059611","7,8884665","0,02353533","26,2999897"
23/10/2010 14.00,"5,94557726","7,09027534",,"26,2999897"
23/10/2010 15.00,"6,29053655","4,14929621",,"26,2999897"
23/10/2010 16.00,"6,52713143","7,94687046","0,05363777","26,2999897"
23/10/2010 17.00,"6,35736056","9,74961495","0,18081383","26,2999897"
23/10/2010 18.00,"6,36458533","19,0644411","0,46463695","26,2999897"
23/10/2010 19.00,"6,61743492","25,46682664","0,73401408","26,2999897"
23/10/2010 20.00,"6,35194301","35,48381376","0,52930144","26,2999897"
23/10/2010 21.00,"6,71496217","26,63622496","0,38245203","26,2999897"
23/10/2010 22.00,"6,80526567","38,52731624","0,51027816","26,2999897"
23/10/2010 23.00,"6,38264624","20,11831256","0,4335897","26,2999897"
24/10/2010 0.00,"6,4964282","15,65362813","0,52032395","26,2999897"
24/10/2010 1.00,"6,35916676","12,45217342","0,51075231","24,89999962"
24/10/2010 2.00,"6,09909341","8,13376463","0,48777385","24,89999962"
24/10/2010 3.00,"6,62465867","7,70027408","0,383638","24,89999962"
24/10/2010 4.00,"6,29053655","7,17853134","0,42832973","24,89999962"
24/10/2010 5.00,"6,04310553","6,14153138","0,33598018","24,89999962"
