,Provincia di Lecce,,,,,,
,Campi Salentina,,,,,,
Parm,NOX,NO2,PM10,PM2.5,CO,O3,BENZENE



07/04/2010 6.00,"20,71024864","19,67166936","17,24053001","7,91208792","0,14586616","54,0921906","1,6935979"
07/04/2010 7.00,"19,79669504","17,62590775","17,24053001","7,91208792","0,17086473","53,8556634","2,29420657"
07/04/2010 8.00,"24,51849376","19,29529216","17,24053001","7,91208792","0,24699398","60,1171704","3,08540409"
07/04/2010 9.00,"11,04536014","9,842737","17,24053001","7,91208792","0,11597459","93,14261985","2,84350861"
07/04/2010 10.00,"11,0680575","9,72430772","17,24053001","7,91208792","0,13792202","93,9611085","2,07334163"
07/04/2010 11.00,"9,67867402","8,74522606","17,24053001","7,91208792","0,13482429","98,0188587","1,95288917"
07/04/2010 12.00,"10,27528302","9,26356352","17,24053001","7,91208792","0,10596491","102,5242869","1,93152911"
07/04/2010 13.00,"10,73976136","8,69574541","17,24053001","7,91208792","0,16868967","99,29515995","1,91479336"
07/04/2010 14.00,"7,69511359","6,98904258","17,24053001","7,91208792","0,1194125","105,3843189","2,14039346"
07/04/2010 15.00,"9,11286924","8,32017125","17,24053001","7,91208792","0,14078792","102,4499532","1,88583632"
07/04/2010 16.00,"10,43659273","8,93747192","17,24053001","7,91208792","0,1770567","96,0845865","1,79125837"
07/04/2010 17.00,"10,7689423","9,48582396","17,24053001","7,91208792","0,12311021","93,1400862","2,52300004"
07/04/2010 18.00,"15,19567927","12,2997679","17,24053001","7,91208792","0,20421518","93,26088345","2,10984074"
07/04/2010 19.00,"16,13355351","14,24819532","17,24053001","7,91208792","0,13062796","84,1140279","2,6007324"
07/04/2010 20.00,"21,97398504","21,46761096","17,24053001","7,91208792","0,18798906","68,54941695","2,34650579"
07/04/2010 21.00,"18,59618466","18,23348017","17,24053001","7,91208792","0,2194662","67,14222375","2,91628615"
07/04/2010 22.00,"10,43253929","9,93764486","17,24053001","7,91208792","0,15619854","86,8355271","2,86343774"
07/04/2010 23.00,"7,83859007","7,42464016","17,24053001","7,91208792","0,11881253","85,6893198","2,0596884"
08/04/2010 0.00,"7,74374914","7,55442672","17,24053001","7,91208792","0,16133619","81,0631143","1,96202793"
08/04/2010 1.00,"7,93586498","7,53901409","20,31744957","11,18653965","0,13095416","81,20501865","2,04130104"
08/04/2010 2.00,,,"20,31744957","11,18653965","0,12566972","84,3784053","1,93587882"
08/04/2010 3.00,"7,55731002","7,34433425","20,31744957","11,18653965",,"80,67287235","1,61878331"
08/04/2010 4.00,"9,32038434","8,85148737","20,31744957","11,18653965","0,10562939","73,84039635","1,58404564"
08/04/2010 5.00,"12,06753829","11,67841187","20,31744957","11,18653965","0,10440614",,"1,64350149"
08/04/2010 6.00,"22,13042488","20,42281768","20,31744957","11,18653965","0,12632095","54,94950195","1,96263304"
08/04/2010 7.00,"28,08760504","24,08605672","20,31744957","11,18653965","0,17708","58,7217876","2,41069578"
08/04/2010 8.00,"17,74180172","14,94418244","20,31744957","11,18653965","0,18429718","75,2324076","2,28484814"
08/04/2010 9.00,"21,24687056","17,78084285","20,31744957","11,18653965","0,12130213","76,99943895","2,24234872"
08/04/2010 10.00,"22,71325984","17,76056226","20,31744957","11,18653965","0,16348678","75,01616955","2,12696194"
08/04/2010 11.00,"16,64099449","13,85721044","20,31744957","11,18653965","0,1139638","86,20033905","2,11281343"
08/04/2010 12.00,"9,7573031","8,80525138","20,31744957","11,18653965","0,12416337","103,67217","2,0030954"
08/04/2010 13.00,"10,68625978","9,00398849","20,31744957","11,18653965","0,11519986","93,3225489","1,92239035"
08/04/2010 14.00,"7,50786187","6,83492009","20,31744957","11,18653965","0,11651631","100,977723","1,93730974"
08/04/2010 15.00,"9,12097421","8,04761756","20,31744957","11,18653965","0,1263361","96,2028501","1,74259289"
08/04/2010 16.00,"9,69407518","9,16054496","20,31744957","11,18653965","0,1586031","105,3859349","1,79142414"
08/04/2010 17.00,"9,71434046","8,87663399","20,31744957","11,18653965","0,15438347","99,68961135","1,86436643"
08/04/2010 18.00,"11,5090297","10,50869998","20,31744957","11,18653965","0,11156273","90,2927424","1,8416853"
08/04/2010 19.00,"17,3664895","16,90234194","20,31744957","11,18653965","0,13147491","77,46231885","1,95657782"
08/04/2010 20.00,"19,82587216","19,13630936","20,31744957","11,18653965","0,136192","65,9225406","2,25539582"
08/04/2010 21.00,"32,24115736","30,62085208","20,31744957","11,18653965","0,21366333","43,7872974","2,49068487"
08/04/2010 22.00,"20,9210084","19,79577728","20,31744957","11,18653965","0,13969748","54,3717699","2,70230223"
08/04/2010 23.00,"18,42190394","17,66484372","20,31744957","11,18653965","0,14369343","54,0127896","2,57227166"
09/04/2010 0.00,"21,6943168","20,68644424","20,31744957","11,18653965","0,14026367","24,6236067","2,59522738"
09/04/2010 1.00,"22,85350504","20,56315848","23,88278008","9,96337032","0,13327018","12,46806173","2,66035301"
09/04/2010 2.00,"14,01543226","12,95762209","23,88278008","9,96337032","0,12254053","12,96049556","2,6913471"
09/04/2010 3.00,"12,70224581","12,1213152","23,88278008","9,96337032","0,140965","19,49818637","2,86574938"
09/04/2010 4.00,"10,35066745","8,90015733","23,88278008","9,96337032","0,10502475","45,52476285","2,47488577"
09/04/2010 5.00,"28,41752064","22,2544372","23,88278008","9,96337032","0,12681608","9,20935691","2,44824037"
09/04/2010 6.00,"47,22041544","34,158358","23,88278008","9,96337032","0,16240217","12,56350253","2,88028333"
09/04/2010 7.00,"51,26940048","35,65820728","23,88278008","9,96337032","0,32184174","18,87483066","3,60299607"
09/04/2010 8.00,"31,27167776","25,84467608","23,88278008","9,96337032","0,22080595","45,88206735","3,98218961"
09/04/2010 9.00,"14,45559378","13,02333179","23,88278008","9,96337032","0,13158908","87,39977295","3,20398426"
09/04/2010 10.00,"9,88781049","9,03319046","23,88278008","9,96337032","0,14436797","93,79470555","2,28440777"
09/04/2010 11.00,"9,32605724","8,21472062","23,88278008","9,96337032","0,11952434","104,7601233","1,93824538"
09/04/2010 12.00,"9,18582351","8,18227207","23,88278008","9,96337032","0,11400341","95,45869515","1,81405036"
09/04/2010 13.00,"7,49894622","7,03365719","23,88278008","9,96337032","0,12502664","115,6722945","1,79423106"
09/04/2010 14.00,"6,7402149","6,07079694","23,88278008","9,96337032","0,0921748","110,1050675","1,73477623"
09/04/2010 15.00,"7,77131062","6,91197942","23,88278008","9,96337032","0,10272271","92,14507995","1,68456897"
09/04/2010 16.00,"8,1685095","7,55037137","23,88278008","9,96337032","0,11229435","108,034856","1,70438725"
09/04/2010 17.00,"14,69067036","13,86857154","23,88278008","9,96337032","0,1253808","101,7589451","1,86689876"
09/04/2010 18.00,"15,27349767","14,06812316","23,88278008","9,96337032","0,09671015","89,3864139","2,17870995"
09/04/2010 19.00,"15,06679326","14,29605268","23,88278008","9,96337032","0,12415405","84,12669615","2,19984931"
09/04/2010 20.00,"19,72778656","19,25959512","23,88278008","9,96337032","0,13470662","76,1953143","2,2645895"
09/04/2010 21.00,"17,27489323","16,73200569","23,88278008","9,96337032","0,13462158","77,06870535","2,28837204"
09/04/2010 22.00,"9,07639019","8,83769802","23,88278008","9,96337032","0,10872246","94,97047875","2,24708387"
09/04/2010 23.00,"7,77131062","7,41003822","23,88278008","9,96337032","0,06352279","94,81758195","1,88836865"
10/04/2010 0.00,"7,67403762","7,6201326","23,88278008","9,96337032","0,08209872","90,7834725","1,75652172"
10/04/2010 1.00,"6,12901542","5,93371036","25,20145988","15,53112984","0,07828101","96,3878265","1,66634738"
10/04/2010 2.00,,,"25,20145988","15,53112984","0,0603738","98,44963905","1,52844422"
10/04/2010 3.00,"6,6567236","6,28575736","25,20145988","15,53112984",,"99,76478295","1,48517392"
10/04/2010 4.00,"7,48354314","7,19913506","25,20145988","15,53112984","0,07576578","99,12283185","1,61338812"
10/04/2010 5.00,"10,2704189","9,98225946","25,20145988","15,53112984","0,09141522",,"1,73229881"
10/04/2010 6.00,"14,22862218","13,82477145","25,20145988","15,53112984","0,09060438","85,7281824","1,84108019"
10/04/2010 7.00,"20,85452816","19,54270496","25,20145988","15,53112984","0,12002296","77,172585","2,24598246"
10/04/2010 8.00,"15,37725618","13,2674961","25,20145988","15,53112984","0,14181778","92,11128465","3,08683603"
10/04/2010 9.00,"11,38014178","10,23534326","25,20145988","15,53112984","0,12500916","96,6572712","2,62935892"
10/04/2010 10.00,"12,41366956","10,87292451","25,20145988","15,53112984","0,11215921","98,91168105","2,11248291"
10/04/2010 11.00,"13,94734212","12,35087183","25,20145988","15,53112984","0,12820126","109,5416795","2,12987869"
10/04/2010 12.00,"13,3191201","11,55673602","25,20145988","15,53112984","0,21324044","104,7423479","2,21845634"
10/04/2010 13.00,"10,25744789","9,39902872","25,20145988","15,53112984","0,14687505","122,7826142","2,83404034"
10/04/2010 14.00,"9,04477718","8,36965381","25,20145988","15,53112984","0,11849681","111,5857964","2,19296829"
10/04/2010 15.00,"7,2727853","6,74650156","25,20145988","15,53112984","0,13751311","117,9790133","2,04130104"
10/04/2010 16.00,"6,78560961","6,46502457","25,20145988","15,53112984","0,0935763","127,7779346","2,04251229"
10/04/2010 17.00,"8,15797055","7,7912891","25,20145988","15,53112984","0,11916436","118,3430409","1,99114972"
10/04/2010 18.00,"11,03968533","10,35133282","25,20145988","15,53112984","0,16989894","105,6840876","2,04009081"
10/04/2010 19.00,"11,97107598","11,7741285","25,20145988","15,53112984","0,1150554","102,8899505","2,17970051"
10/04/2010 20.00,"17,44755257","17,09297408","25,20145988","15,53112984","0,12714927","91,2775941","2,42891737"
10/04/2010 21.00,"18,2622137","17,6932331","25,20145988","15,53112984","0,17607461","86,28480735","2,79572385"
10/04/2010 22.00,"15,47209711","14,99852913","25,20145988","15,53112984","0,10723243","93,81413685","2,761813"
10/04/2010 23.00,"16,21785742","15,48360544","25,20145988","15,53112984","0,16475314","87,30094065","3,18460634"
11/04/2010 0.00,"13,81602405","13,54815858","25,20145988","15,53112984","0,11685999","93,04127385","3,29228732"
11/04/2010 1.00,"12,1648132","11,73194596","27,98534012","19,04759979","0,1319747","78,1101552","3,06613601"
11/04/2010 2.00,"10,29959984","9,98307206","27,98534012","19,04759979","0,12707471","70,04279415","3,02407696"
11/04/2010 3.00,"10,93106461","10,60604564","27,98534012","19,04759979","0,13793833","52,8767169","2,95278526"
11/04/2010 4.00,"15,4858769","14,3625769","27,98534012","19,04759979","0,14859692","47,78677365","2,89756928"
11/04/2010 5.00,"13,52825658","13,23504946","27,98534012","19,04759979","0,09580261","35,13879285","2,99220215"
11/04/2010 6.00,"21,62705264","19,5735264","27,98534012","19,04759979","0,12756051","31,0329033","3,01086511"
11/04/2010 7.00,"22,03964312","18,51901442","27,98534012","19,04759979","0,1340449","28,9161684","3,24692505"
11/04/2010 8.00,"13,60526429","12,36385049","27,98534012","19,04759979","0,23340426","59,44228185","3,53297156"
11/04/2010 9.00,"10,80704082","10,27103647","27,98534012","19,04759979","0,1695541","108,6860639","3,87891326"
11/04/2010 10.00,"9,23121822","8,65275218","27,98534012","19,04759979","0,13435246","106,7618864","3,37189096"
11/04/2010 11.00,"7,9739635","7,4660101","27,98534012","19,04759979","0,12671705","115,4880962","2,60502618"
11/04/2010 12.00,"7,86534086","7,32405558","27,98534012","19,04759979","0,17260291","108,880317","2,38757429"
11/04/2010 13.00,"5,92150033","5,55732551","27,98534012","19,04759979","0,12993711","115,0354107","2,27196681"
11/04/2010 14.00,"5,57131753","5,2425931","27,98534012","19,04759979","0,11037676","123,1990505","1,94771467"
11/04/2010 15.00,"7,47219542","6,6524063","27,98534012","19,04759979","0,10589384","104,5649525","1,8117377"
11/04/2010 16.00,"8,06799374","7,50819074","27,98534012","19,04759979","0,13744321","115,633392","2,00992253"
11/04/2010 17.00,"10,54521536","10,19477635","27,98534012","19,04759979","0,09737187","108,4757709","2,10571172"
11/04/2010 18.00,"9,63652206","9,13134107","27,98534012","19,04759979","0,09012324","112,5723239","2,25330385"
11/04/2010 19.00,"11,44661246","11,23146084","27,98534012","19,04759979","0,10847898","102,386592","2,14936746"
11/04/2010 20.00,"12,64874614","12,33546302","27,98534012","19,04759979","0,11406865","92,1577482","2,16412108"
11/04/2010 21.00,"16,35160755","15,87946401","27,98534012","19,04759979","0,11269861","86,13953145","2,0430635"
11/04/2010 22.00,"15,79553103","15,45441111","27,98534012","19,04759979","0,11568101","83,43407205","2,10763792"
11/04/2010 23.00,"15,07327686","14,61809275","27,98534012","19,04759979","0,10696215","73,67908065","2,20953827"
12/04/2010 0.00,"17,38594602","17,17246739","27,98534012","19,04759979","0,10950884","53,95028625","2,10752808"
12/04/2010 1.00,"9,9453636","9,65860184","21,78265953","7,2283268","0,0750027","61,64009355","1,95415533"
12/04/2010 2.00,,,"21,78265953","7,2283268","0,11037676","55,87442385","1,89189256"
12/04/2010 3.00,"8,32819782","7,96974562","21,78265953","7,2283268",,"72,8943873","1,99417733"
12/04/2010 4.00,"9,03423824","8,6689755","21,78265953","7,2283268","0,13226129","62,7263112","1,82979454"
12/04/2010 5.00,"7,35303576","7,06123588","21,78265953","7,2283268","0,14204962",,"1,86783542"
12/04/2010 6.00,"13,17320965","12,35248938","21,78265953","7,2283268","0,22381398","58,6727904","1,9654959"
12/04/2010 7.00,"20,35358416","17,20328883","21,78265953","7,2283268","0,21041065","54,70288005","2,74039803"
12/04/2010 8.00,"14,56907863","12,53095355","21,78265953","7,2283268","0,19587611","90,4591254","2,72553356"
12/04/2010 9.00,"10,63032804","9,22787222","21,78265953","7,2283268","0,16809552","102,6737523","2,10070198"
12/04/2010 10.00,"8,88751901","7,90485234","21,78265953","7,2283268","0,1428756","105,6038487","1,86194496"
12/04/2010 11.00,"8,66946497","7,23807102","21,78265953","7,2283268","0,0974173","118,3481282","1,88374435"
12/04/2010 12.00,"10,55007758","7,69881522","21,78265953","7,2283268","0,1676202","108,0407412","1,88829441"
12/04/2010 13.00,"7,51110462","6,37336329","21,78265953","7,2283268","0,14158129","111,7125387","2,06706572"
12/04/2010 14.00,"5,19438394","4,71451974","21,78265953","7,2283268","0,13484875","112,0073199","1,69596446"
12/04/2010 15.00,"5,98553894","5,25800574","21,78265953","7,2283268","0,12958528","122,898384","1,48737572"
12/04/2010 16.00,"7,03689803","5,61816344","21,78265953","7,2283268","0,15943957","104,9501072","1,49579852"
12/04/2010 17.00,"7,58730165","6,30603603","21,78265953","7,2283268","0,14105121","103,5657368","1,52403959"
12/04/2010 18.00,"11,47741478","10,08203336","21,78265953","7,2283268","0,33084719","104,1772442","3,25402574"
12/04/2010 19.00,"7,84588626","6,92090464","21,78265953","7,2283268","0,15750334","104,6341989","3,79099666"
12/04/2010 20.00,"9,4719677","7,51954802","21,78265953","7,2283268","0,11457659","96,3388293","1,6479051"
12/04/2010 21.00,"6,16306241","5,67819068","21,78265953","7,2283268","0,11828828","98,2426977","1,47851257"
12/04/2010 22.00,"5,488635","4,98220738","21,78265953","7,2283268","0,13663936","97,54163475","1,37815399"
12/04/2010 23.00,"4,15356188","3,769508","21,78265953","7,2283268","0,08514752","91,7886333","1,29348467"
13/04/2010 0.00,"4,10816718","3,80357602","21,78265953","7,2283268","0,1313223","93,5480637","1,22874449"
13/04/2010 1.00,"3,75393094","3,20980059","23,15018082","8,9865694","0,12184735","92,8157391","1,22874449"
13/04/2010 2.00,"3,56830059","3,26739386","23,15018082","8,9865694","0,10137597","94,10724225","1,3071379"
13/04/2010 3.00,"3,45724781","3,12300535","23,15018082","8,9865694","0,09978691","93,13587675","1,22109258"
13/04/2010 4.00,"3,87552266","3,59429423","23,15018082","8,9865694","0,10231962","92,3815872","1,17055581"
13/04/2010 5.00,"4,17220579","3,73057203","23,15018082","8,9865694","0,08198804","98,98262325","1,19070462"
13/04/2010 6.00,"5,22275419","4,72425373","23,15018082","8,9865694","0,12412376","94,9949574","1,21944097"
13/04/2010 7.00,"9,49952918","8,50917436","23,15018082","8,9865694","0,10919312","93,9619464","1,29711841"
13/04/2010 8.00,"12,72656454","11,34826492","23,15018082","8,9865694","0,17229185","92,17632165","1,61757206"
13/04/2010 9.00,"10,63600286","9,2384169","23,15018082","8,9865694","0,13638539","90,15167595","1,90730723"
13/04/2010 10.00,"9,18987695","7,90971838","23,15018082","8,9865694","0,0956931","93,0083364","1,7164987"
13/04/2010 11.00,"8,69216232","7,07664851","23,15018082","8,9865694","0,10805259","98,3406921","1,70119489"
13/04/2010 12.00,"9,97616592","7,67691326","23,15018082","8,9865694","0,17565754","89,6212254","1,65451154"
13/04/2010 13.00,"15,12029294","11,49995726","23,15018082","8,9865694","0,31444282","83,59877925","2,02043729"
13/04/2010 14.00,"7,61972726","6,60616841","23,15018082","8,9865694","0,15954326","89,1963702","2,84868311"
13/04/2010 15.00,"6,11928908","5,46241957","23,15018082","8,9865694","0,13370822","100,356899","1,4777966"
13/04/2010 16.00,"7,3116945","6,37498658","23,15018082","8,9865694","0,12035149","105,2533272","1,4165793"
13/04/2010 17.00,"9,33740687","7,83914838","23,15018082","8,9865694","0,11939852","98,1920247","1,57336511"
13/04/2010 18.00,"10,31419222","9,31142279","23,15018082","8,9865694","0,10795123","97,1699862","1,63546313"
13/04/2010 19.00,"12,53607006","11,71734975","23,15018082","8,9865694","0,14391012","88,61524665","1,7036723"
13/04/2010 20.00,"7,71943041","7,14397577","23,15018082","8,9865694","0,10579132","94,8488436","1,78740496"
13/04/2010 21.00,"5,73668067","5,65061008","23,15018082","8,9865694","0,11080432","110,4370155","1,59670729"
13/04/2010 22.00,"5,06549602","4,46630198","23,15018082","8,9865694","0,09502789","96,32109375","1,45797832"
