Comune Lecce,,,,,,
,Via_Romagna,,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



13/03/2010 12.00,"13,23692322","10,46733195",,"0,31710368",,"114,0415815"
13/03/2010 13.00,"17,24716923","12,7710606",,"0,32246035",,"110,866958"
13/03/2010 14.00,"23,42723888","17,05922346",,"0,32735102",,"109,016795"
13/03/2010 15.00,"11,59106215","9,02021181",,"0,31776657",,"111,8602884"
13/03/2010 16.00,"11,40040707","9,07212643",,"0,29490577",,"112,6468571"
13/03/2010 17.00,"15,23037251","12,5478193",,"0,34838044",,"107,2437188"
13/03/2010 18.00,"25,11849848","22,24940864",,"0,39407407",,"94,56976305"
13/03/2010 19.00,"45,09190056","41,48388008",,"0,52384225",,"75,6804048"
13/03/2010 20.00,"52,52227672","49,0478668",,"0,54591784",,"69,9191241"
13/03/2010 21.00,"60,64523664","56,37826448",,"0,59519967",,"61,3197963"
13/03/2010 22.00,"47,84019024","44,16398784",,"0,55273076",,"76,57913235"
13/03/2010 23.00,"34,28680616","32,03276848",,"0,46384126",,"80,9916534"
14/03/2010 0.00,"44,22033448","42,47674344",,"0,50222218",,"59,1169173"
14/03/2010 1.00,"47,22542488","45,27365528",,"0,5458724",,"51,0703242"
14/03/2010 2.00,"43,20351376","41,18926",,"0,48800569",,"52,15554435"
14/03/2010 3.00,"31,97041816","30,35850656",,"0,38467252",,"55,1003838"
14/03/2010 4.00,"20,78919512","19,30064576",,"0,38712484",,"74,71276995"
14/03/2010 5.00,"7,65993279","6,46859427",,"0,30874364",,"92,89396305"
14/03/2010 6.00,"6,28124886","4,66584978",,"0,29419512",,"95,06169015"
14/03/2010 7.00,"9,77270426","8,09872341",,"0,30504826",,"92,24662545"
14/03/2010 8.00,"10,41859698","8,16231844",,"0,2852153",,"92,6790816"
14/03/2010 9.00,"8,05810297","5,72751072",,"0,2804621",,"96,8185869"
14/03/2010 10.00,"7,95693905","5,11361532",,"0,26412647",,"98,18222925"
14/03/2010 11.00,"6,7364865","4,35825486",,"0,26997011",,"101,0432588"
14/03/2010 12.00,"6,89471789","4,40108558",,"0,26111262",,"102,3649662"
14/03/2010 13.00,"9,24743006","6,11816865",,"0,26158328",,"102,560955"
14/03/2010 14.00,"7,86874614","5,15125495",,"0,267837",,"104,4623895"
14/03/2010 15.00,"5,55105224","3,50165974",,"0,24385664",,"106,7531483"
14/03/2010 16.00,"6,2695761","3,77421343",,"0,24583714",,"106,6423659"
14/03/2010 17.00,"9,15015515","6,49584983",,"0,26562583",,"104,7070164"
14/03/2010 18.00,"13,66881534","11,34858996",,"0,29204453",,"98,1862791"
14/03/2010 19.00,"30,76811432","27,95615504",,"0,3761785",,"81,8687352"
14/03/2010 20.00,"35,88338352","33,64471832",,"0,47474216",,"72,9437037"
14/03/2010 21.00,"47,90116392","45,11792288",,"0,50658278",,"61,38736695"
14/03/2010 22.00,"48,79477536","46,43525264",,"0,54355522",,"58,4222583"
14/03/2010 23.00,"40,963644","38,81545464",,"0,62245251",,"47,48624685"
15/03/2010 0.00,"26,32338352","24,72835488",,"0,573533",,"53,36239965"
15/03/2010 1.00,"17,08504884","15,79509892",,"0,47342455",,"62,3685279"
15/03/2010 2.00,,,,"0,44203945",,"63,6375474"
15/03/2010 3.00,"19,6971372","18,2376923",,,,"59,8385886"
15/03/2010 4.00,"16,30167567","15,09035102",,"0,37041292",,"54,4881582"
15/03/2010 5.00,"13,26286333","12,56079987",,"0,31685554",,
15/03/2010 6.00,"15,77250864","13,49786916",,"0,27980737",,"68,36767245"
15/03/2010 7.00,"41,04794408","34,51041456",,"0,38074414",,"35,3528364"
15/03/2010 8.00,"74,95732144","50,8389328",,"0,51708292",,"26,4129222"
15/03/2010 9.00,"85,40058896","53,006376",,"0,61631296",,"51,4676484"
15/03/2010 10.00,"27,45045016","19,71206992",,"0,40956158",,"85,00413705"
15/03/2010 11.00,"18,13559724","12,83335356",,"0,31821509",,"91,0302939"
15/03/2010 12.00,"12,81410928","8,98387042",,"0,30736312",,"95,31441675"
15/03/2010 13.00,"16,05135663","11,33820398",,"0,30308174",,"97,5700236"
15/03/2010 14.00,"30,64102368","19,87948464",,"0,35102033",,"96,30234075"
15/03/2010 15.00,"16,73745871","12,04554455",,"0,29426153",,"102,6406553"
15/03/2010 16.00,"16,94886664","12,40895266",,"0,30681207",,"101,6675541"
15/03/2010 17.00,"18,14208274","14,25452213",,"0,30104299",,"100,232391"
15/03/2010 18.00,"25,3247268","22,19101616",,"0,32655999",,"90,9964986"
15/03/2010 19.00,"43,33190456","40,24830744",,"0,4468975",,"72,2220324"
15/03/2010 20.00,"60,41694384","56,5768448",,"0,55269697",,"57,98980215"
15/03/2010 21.00,"65,58540488","60,46784128",,"0,60122505",,"59,9764431"
15/03/2010 22.00,"59,57262376","56,90649272",,"0,5861814",,"59,166912"
15/03/2010 23.00,"72,04953272","68,70674488",,"0,69234436",,"37,52058345"
16/03/2010 0.00,"66,93556368","64,58990296",,"0,84372679",,"23,9600298"
16/03/2010 1.00,"31,08068808","29,46558344",,"0,69034988",,"48,2673891"
16/03/2010 2.00,"19,3858636","17,93788688",,"0,61595065",,"53,92594725"
16/03/2010 3.00,"18,32754866","17,01250374",,"0,67956664",,"50,35134615"
16/03/2010 4.00,"16,69725126","15,34992605",,"0,65124782",,"51,1324884"
16/03/2010 5.00,"15,19924706","13,7678187",,"0,59189107",,"51,5852337"
16/03/2010 6.00,"17,99682046","16,69971966",,"0,48332705",,"56,4004854"
16/03/2010 7.00,"41,10241696","36,80244368",,"0,50489469",,"48,59849925"
16/03/2010 8.00,"89,03210792","64,42246912",,"0,59320519",,"36,7718799"
16/03/2010 9.00,"105,0756999","71,59191464",,"0,7481665",,"44,10759465"
16/03/2010 10.00,"39,2749656","30,1858912",,"0,45188137",,"83,3607558"
16/03/2010 11.00,"12,65847248","9,7651901",,"0,30626103",,"100,6972859"
16/03/2010 12.00,"9,77918786","7,34076454",,"0,28748006",,"103,4893682"
16/03/2010 13.00,"7,55098703","5,48740367",,"0,28894447",,"109,1236272"
16/03/2010 14.00,"19,51557368","14,73993113",,"0,30031836",,"107,1639986"
16/03/2010 15.00,"11,01650233","8,92416822",,"0,27790376",,"109,4235954"
16/03/2010 16.00,"10,41211148","8,42708455",,"0,26849522",,"106,3666769"
16/03/2010 17.00,"11,8647248","10,03774379",,"0,30152647",,"105,6827709"
16/03/2010 18.00,"27,3480052","25,60829552",,"0,32492899",,"81,02678535"
16/03/2010 19.00,"58,78015712","55,89934672",,"0,49986539",,"50,70541875"
16/03/2010 20.00,"101,9798086","91,22092728",,"0,69759967",,"21,1598079"
16/03/2010 21.00,"132,2901137","108,4086218",,"0,93502667",,"6,50052396"
16/03/2010 22.00,"149,0768618","111,7155788",,"1,05759166",,"4,75443812"
16/03/2010 23.00,"225,2972696","115,6792504",,"1,07548956",,"2,99483615"
17/03/2010 0.00,"125,5173126","79,64260096",,"1,06656333",,"23,1815808"
17/03/2010 1.00,"40,08557712","38,69475008",,"0,62070851",,"48,18764895"
17/03/2010 2.00,,,,"0,54472255",,"64,3200369"
17/03/2010 3.00,"25,13796264","23,56285704",,,,"71,1908568"
17/03/2010 4.00,"18,23416658","17,06701677",,"0,36586942",,"72,79505625"
17/03/2010 5.00,"16,42618511","15,38756377",,"0,31810325",,
17/03/2010 6.00,"20,54665792","18,49597482",,"0,32502102",,"70,44486645"
17/03/2010 7.00,"30,29990376","27,23842848",,"0,38181011",,"58,9763496"
17/03/2010 8.00,"44,83249952","37,81220912",,"0,45272949",,"58,90877895"
17/03/2010 9.00,"80,31904744","54,68841976",,"0,64225285",,"63,86052855"
17/03/2010 10.00,"30,67341296","23,93793408",,"0,50625774",,"100,2837423"
17/03/2010 11.00,"17,89825112","14,49203268",,"0,34947554",,"116,5350323"
17/03/2010 12.00,"16,3159411","13,06827144",,"0,33801893",,"123,2747009"
17/03/2010 13.00,"22,96681016","17,52905922",,"0,33656967",,"118,2365279"
17/03/2010 14.00,"26,300038","18,99435483",,"0,34041883",,"114,2145081"
17/03/2010 15.00,"17,40929154","13,31616033",,"0,32688968",,"117,6337586"
17/03/2010 16.00,"16,44953063","12,99299026",,"0,32557556",,"121,2462248"
17/03/2010 17.00,"20,83848648","17,57059168",,"0,32624427",,"118,5148503"
17/03/2010 18.00,"25,06532576","22,41034168",,"0,35404933",,"113,8145106"
17/03/2010 19.00,"45,71574792","42,34565672",,"0,54841909",,"100,016153"
17/03/2010 20.00,"60,74640056","57,18292968",,"0,69546423",,"80,73759015"
17/03/2010 21.00,"76,23616264","73,1143064",,"0,78051272",,"48,7106781"
17/03/2010 22.00,"115,6849482","103,1976762",,"0,97719152",,"16,53376001"
17/03/2010 23.00,"86,75591016","80,09687304",,"1,06989406",,"37,6395054"
18/03/2010 0.00,"49,089166","47,60075048",,"0,96093394",,"40,5032481"
18/03/2010 1.00,"48,33694696","46,73247304",,"0,94834495",,"28,44552795"
18/03/2010 2.00,"33,79394992","32,28195944",,"0,83014638",,"44,11030785"
18/03/2010 3.00,"23,35462112","22,22994448",,"0,65167304",,"58,42902135"
18/03/2010 4.00,"18,77500637","17,61212414",,"0,56893474",,"56,0301735"
18/03/2010 5.00,"14,12275665","13,19935625",,"0,52437233",,"68,61361605"
18/03/2010 6.00,"29,02628232","23,3435124",,"0,51667401",,"67,81761105"
18/03/2010 7.00,"34,02610496","31,68883792",,"0,46450298",,"59,5764057"
18/03/2010 8.00,"77,5902028","59,4204668",,"0,58967524",,"33,570264"
18/03/2010 9.00,"82,38379712","57,47754976",,"0,82942175",,"39,49371825"
18/03/2010 10.00,"38,1556808","30,14436256",,"0,60679375",,"84,13651155"
18/03/2010 11.00,"25,4323724","20,8022732",,"0,50680063",,"98,4160233"
18/03/2010 12.00,"16,40024501","13,51344049",,"0,45485794",,"113,0684804"
18/03/2010 13.00,"16,52475445","13,09292859",,"0,41631858",,"121,3894059"
18/03/2010 14.00,"22,32869928","17,67312459",,"0,45934086",,"124,3437815"
18/03/2010 15.00,"17,64274674","14,70877509",,"0,43262159",,"125,3437952"
18/03/2010 16.00,"20,93835024","17,95346012",,"0,39313158",,"124,7735045"
18/03/2010 17.00,"22,76708264","20,25328064",,"0,38565927",,"121,5692552"
18/03/2010 18.00,"34,83929768","33,04381496",,"0,414507",,"106,8356016"
18/03/2010 19.00,"81,13092088","78,82883464",,"0,51644683",,"61,579266"
18/03/2010 20.00,"109,2325026","103,8647538",,"0,60457442",,"27,76168185"
18/03/2010 21.00,"179,3197115","144,0443249",,"1,02284088",,"5,67883533"
18/03/2010 22.00,"225,091156","141,8054111",,"1,23206439",,"4,66524167"
18/03/2010 23.00,"228,5100032","133,043499",,"1,49934568",,"5,50584888"
19/03/2010 0.00,"371,815168","131,349773",,"1,81404131",,"5,68424178"
19/03/2010 1.00,"234,8285896","110,9187146",,"1,8033536",,"4,90715337"
19/03/2010 2.00,,,,"1,54653401",,"3,77462978"
19/03/2010 3.00,"172,4626103","94,24108424",,,,"3,47054988"
19/03/2010 4.00,"110,375133","77,2506316",,"1,17971512",,"2,7907656"
19/03/2010 5.00,"89,59370056","63,46853408",,"1,07835429",,
19/03/2010 6.00,"80,02591872","58,51454208",,"1,08097904",,"2,92861412"
19/03/2010 7.00,"95,37690784","57,88767376",,"1,19740681",,"5,73965291"
19/03/2010 8.00,"158,3450142","87,778964",,"1,34795393",,"11,1306257"
19/03/2010 9.00,"120,3695967","83,83733776",,"1,00228911",,"46,58482605"
19/03/2010 10.00,"34,80170776","29,71737472",,"0,46851873",,"110,4290954"
19/03/2010 11.00,"22,400036","19,55891872",,"0,40593843",,"129,6400875"
19/03/2010 12.00,"17,36778775","15,10592617",,"0,36096011",,"138,3853895"
19/03/2010 13.00,"22,41301848","18,19486924",,"0,38399216",,"133,1079761"
19/03/2010 14.00,"32,12345464","24,6387968",,"0,42010133",,"131,0510513"
19/03/2010 15.00,"19,52593672","17,06442218",,"0,34973766",,"140,6099342"
19/03/2010 16.00,"16,24979546","14,41676298",,"0,3087285",,"138,6368193"
19/03/2010 17.00,"17,22252738","15,63676238",,"0,3078431",,"136,404135"
19/03/2010 18.00,"29,44262032","27,88476096",,"0,44136957",,"123,9734496"
19/03/2010 19.00,"45,18140128","43,35800336",,"0,54304611",,"106,8287987"
19/03/2010 20.00,"65,17034792","62,19011352",,"0,72020067",,"75,07765545"
19/03/2010 21.00,"86,78833768","84,18905016",,"0,9285318",,"45,66987915"
19/03/2010 22.00,"94,81143384","92,9899288",,"1,06124976",,"33,98516415"
19/03/2010 23.00,"162,2865257","113,6792602",,"1,10926058",,"10,21703141"
20/03/2010 0.00,"74,90414872","71,22980096",,"0,94287528",,"36,03666255"
20/03/2010 1.00,"41,27101712","39,79793584",,"0,81626657",,"49,8202173"
20/03/2010 2.00,"59,86705264","56,82471648",,"0,72219166",,"32,85399915"
20/03/2010 3.00,"30,5203956","29,11905256",,"0,76269055",,"38,87203635"
20/03/2010 4.00,"19,73086488","18,50765332",,"0,60865891",,"41,67225825"
20/03/2010 5.00,"31,34268944","23,99114504",,"0,51675556",,"40,37486985"
20/03/2010 6.00,"19,91502872","18,71920656",,"0,46191318",,"33,20942835"
20/03/2010 7.00,"29,06131016","25,92628024",,"0,45272716",,"41,09654115"
20/03/2010 8.00,"55,49884008","44,98813632",,"0,54883849",,"45,47121705"
20/03/2010 9.00,"28,03150696","23,57713968",,"0,50548884",,"89,39908215"
20/03/2010 10.00,"15,89701999","12,95145971",,"0,48164129",,"105,1868139"
20/03/2010 11.00,"12,43150278","10,70874107",,"0,44236448",,"118,927137"
20/03/2010 12.00,"11,08653889","9,1681681",,"0,36114068",,"126,0262847"
20/03/2010 13.00,"8,98025292","7,25251045",,"0,28770025",,"129,0441012"
20/03/2010 14.00,"9,71823138","7,91572206",,"0,32208988",,"128,2345901"
20/03/2010 15.00,"7,97768998","6,2531482",,"0,3638563",,"122,2462584"
20/03/2010 16.00,"7,46797946","5,74438221",,"0,37263457",,"123,515258"
20/03/2010 17.00,"8,15407963","6,75283028",,"0,38430904",,"117,6675738"
20/03/2010 18.00,"11,31869775","10,4050409",,"0,39566662",,"111,2670552"
20/03/2010 19.00,"24,26637744","23,01256432",,"0,48910778",,"82,6147455"
20/03/2010 20.00,"29,5749116","27,98860168",,"0,53082876",,"78,41441265"
20/03/2010 21.00,"43,90127904","41,67855992",,"0,58503854",,"57,05322945"
20/03/2010 22.00,"34,80560824","33,20214768",,"0,59743647",,"60,1102278"
20/03/2010 23.00,"27,1949496","26,0469848",,"0,57594338",,"62,14824"
21/03/2010 0.00,"32,5021836","30,71411944",,"0,65707631",,"50,9554521"
21/03/2010 1.00,"28,476372","26,91654328",,"0,62449592",,"61,04139405"
21/03/2010 2.00,,,,"0,56707424",,"61,4981892"
21/03/2010 3.00,"21,91886208","21,004754",,,,"66,93510285"
21/03/2010 4.00,"16,16678981","14,93461097",,"0,4296753",,"66,55940445"
21/03/2010 5.00,"12,5067266","11,80155041",,"0,37529427",,
21/03/2010 6.00,"14,21095147","13,24866864",,"0,36299536",,"54,970629"
21/03/2010 7.00,"12,83356388","11,24605705",,"0,35101916",,"54,14894835"
21/03/2010 8.00,"14,62079441","13,03323022",,"0,3723107",,"61,14545325"
21/03/2010 9.00,"11,3783598","9,79244566",,"0,36105447",,"81,37411485"
21/03/2010 10.00,"8,45627506","7,14219187",,"0,3502957",,"97,48621365"
21/03/2010 11.00,"7,90246617","6,57631826",,"0,3555848",,"101,2108388"
21/03/2010 12.00,"8,48480783","6,89170075",,"0,36783477",,"101,0837972"
21/03/2010 13.00,"8,44849322","6,66197778",,"0,36241053",,"101,8797822"
21/03/2010 14.00,"7,60286533","5,99616966",,"0,36028324",,"101,7527406"
21/03/2010 15.00,"6,68979546","5,0759776",,"0,35635253",,"101,5635747"
21/03/2010 16.00,"6,54712776","5,3147864",,"0,35106343",,"99,8364234"
21/03/2010 17.00,"8,30193459","6,73076389",,"0,35531335",,"96,87267135"
21/03/2010 18.00,"10,41211148","9,52767955",,"0,37316931",,"85,7825661"
21/03/2010 19.00,"16,59349467","15,28373834",,"0,40078913",,"70,5854142"
21/03/2010 20.00,"31,46199824","29,98342952",,"0,45142003",,"54,0394827"
21/03/2010 21.00,"25,11979864","23,72379008",,"0,45282036",,"56,3464209"
21/03/2010 22.00,"29,52562024","28,45843744",,"0,49269132",,"53,396175"
21/03/2010 23.00,"8,25264897","7,43031689",,"0,39355681",,"80,0429112"
22/03/2010 0.00,"6,95697261","6,36087219",,"0,37891043",,"81,11328855"
22/03/2010 1.00,"5,27998418","4,57629743",,"0,354047",,"84,15406755"
22/03/2010 2.00,"4,7975101","3,98446651",,"0,35015939",,"87,04889235"
22/03/2010 3.00,"4,72876987","3,6768716",,"0,33193879",,"85,85284995"
22/03/2010 4.00,"5,2449659","4,53736146",,"0,33781855",,"81,47953065"
22/03/2010 5.00,"5,19697852","4,91633898",,"0,33537787",,"68,8176846"
22/03/2010 6.00,"10,56515561","8,98776517",,"0,33465091",,"59,65750245"
22/03/2010 7.00,"18,95269235","17,32140263",,"0,35712143",,"50,7608199"
22/03/2010 8.00,"21,41304248","19,08001243",,"0,4001111",,"62,74017645"
22/03/2010 9.00,"15,55202445","12,8774787",,"0,40901752",,"80,27403195"
22/03/2010 10.00,"12,98920068","10,35571704",,"0,4070277",,"82,6552839"
22/03/2010 11.00,"10,17995453","8,28302109",,"0,38713766",,"86,17584045"
22/03/2010 12.00,"12,45873922","10,19867301",,"0,42058947",,"90,3194355"
22/03/2010 13.00,"14,64154726","12,90084334",,"0,44735068",,"91,3465413"
22/03/2010 14.00,"16,92551921","13,75354945",,"0,48324433",,"94,9454814"
22/03/2010 15.00,"21,87087088","19,0436787",,"0,49165214",,"82,4255397"
22/03/2010 16.00,"26,46735712","22,30782024",,"0,51162723",,"72,9572298"
22/03/2010 17.00,"16,83602805","14,98003818",,"0,45142003",,"63,6280911"
22/03/2010 18.00,"17,14081806","15,3460313",,"0,45114858",,"66,90537735"
22/03/2010 19.00,"25,8603736","24,25721896",,"0,46913968",,"58,053303"
22/03/2010 20.00,"28,3687264","26,78547568",,"0,51787163",,"53,72728515"
22/03/2010 21.00,"28,30775272","26,64140648",,"0,55240805",,"51,3865716"
22/03/2010 22.00,"22,6996464","21,3564664",,"0,54467828",,"55,1003838"
22/03/2010 23.00,"17,94234758","16,59198993",,"0,57058089",,"53,5961937"
23/03/2010 0.00,"15,07862854","14,0961875",,"0,56438775",,"56,3058825"
23/03/2010 1.00,"7,12946942","6,68274401",,"0,47836182",,"70,33402425"
23/03/2010 2.00,,,,"0,44653751",,"68,50145715"
23/03/2010 3.00,"8,81034878","7,94038304",,,,"71,10978"
23/03/2010 4.00,"9,80123704","9,06304252",,"0,2613095",,"55,51121415"
23/03/2010 5.00,"23,93435864","22,77893704",,"0,33341019",,
23/03/2010 6.00,"18,10317163","16,07673652",,"0,27760203",,"52,98398805"
23/03/2010 7.00,"27,04321328","24,2650008",,"0,25887465",,"49,7904918"
23/03/2010 8.00,"23,38702952","19,96256104",,"0,25684056",,"62,0752629"
23/03/2010 9.00,"87,03607552","55,17901984",,"0,37992281",,"59,01690795"
23/03/2010 10.00,"30,8640776","23,92107024",,"0,34029068",,"72,474759"
23/03/2010 11.00,"19,59079176","16,22728931",,"0,2987992",,"79,6293876"
23/03/2010 12.00,"25,00047072","20,81397464",,"0,31239825",,"76,185858"
23/03/2010 13.00,"23,50895776","18,59849626",,"0,31945465",,"83,2472403"
23/03/2010 14.00,"36,15442864","25,9794912",,"0,38792869",,"83,64997095"
23/03/2010 15.00,"18,30161046","14,55433711",,"0,31195205",,"94,5143619"
23/03/2010 16.00,"16,90476827","13,37586826",,"0,28139294",,"94,45760415"
23/03/2010 17.00,"18,7503626","15,54590796",,"0,30787921",,"93,77918445"
23/03/2010 18.00,"30,48408672","28,22611032",,"0,34123433",,"79,95778455"
23/03/2010 19.00,"38,90921912","36,3702552",,"0,36171386",,"63,93350565"
23/03/2010 20.00,"37,97149784","34,7660872",,"0,40650462",,"63,8997303"
23/03/2010 21.00,"35,4320368","32,1119444",,"0,40076466",,"63,03344145"
23/03/2010 22.00,"27,94978808","25,67708928",,"0,37739709",,"62,11985115"
23/03/2010 23.00,"19,45980064","17,83665604",,"0,34743213",,"64,9687311"
24/03/2010 0.00,"13,02032804","11,45242303",,"0,28600867",,"70,415121"
24/03/2010 1.00,"12,2278767","11,47577811",,"0,2700039",,"67,24999365"
24/03/2010 2.00,"9,46661792","8,56984977",,"0,26765293",,"67,86086265"
24/03/2010 3.00,"7,67419822","6,39072234",,"0,25345624",,"69,451536"
24/03/2010 4.00,"6,28124886","5,07987234",,"0,23182568",,"70,55702535"
24/03/2010 5.00,"7,59637982","6,23497846",,"0,23287535",,"67,0472817"
24/03/2010 6.00,"13,61823338","11,9274384",,"0,24621926",,"65,72014785"
24/03/2010 7.00,"20,6971132","18,28830677",,"0,26544409",,"60,4386447"
24/03/2010 8.00,"26,61651224","22,6699148",,"0,28668087",,"55,07199495"
24/03/2010 9.00,"53,94245296","36,6856396",,"0,45242542",,"53,01912"
24/03/2010 10.00,"30,19225816","22,83344816",,"0,37780484",,"69,78938925"
24/03/2010 11.00,"39,80284968","35,04512448",,"0,38951076",,"56,78159025"
24/03/2010 12.00,"41,38774472","35,29043408",,"0,39511441",,"59,4737031"
24/03/2010 13.00,"36,94431408","30,12877976",,"0,37346522",,"66,07557705"
24/03/2010 14.00,"42,12443832","29,63299816",,"0,41934059",,"71,19490665"
24/03/2010 15.00,"20,4156668","15,5978245",,"0,31696388",,"81,60385905"
24/03/2010 16.00,"38,11937192","29,26312176",,"0,35687795",,"68,6947128"
24/03/2010 17.00,"32,13901832","26,7997392",,"0,34643256",,"72,2612142"
24/03/2010 18.00,"26,36359288","23,17089704",,"0,32890047",,"73,77755385"
24/03/2010 19.00,"36,20503928","32,7245492",,"0,3686293",,"61,1319471"
24/03/2010 20.00,"46,96602384","43,11271288",,"0,37210916",,"45,6888117"
24/03/2010 21.00,"59,84240696","54,54435056",,"0,49034617",,"34,7365809"
24/03/2010 22.00,"36,7342044","34,66224648",,"0,43154396",,"43,7845842"
24/03/2010 23.00,"34,39703296","32,13789024",,"0,41699078",,"40,2410652"
25/03/2010 0.00,"46,2552952","43,47092608",,"0,61418567",,"20,76517695"
25/03/2010 1.00,"31,53593528","29,3656432",,"0,55940737",,"40,0086078"
25/03/2010 2.00,,,,"0,3555615",,"53,47455855"
25/03/2010 3.00,"24,92785296","22,95675304",,,,"31,2295305"
25/03/2010 4.00,"18,3807252","16,80484524",,"0,4623221",,"27,942768"
25/03/2010 5.00,"17,25754374","15,61858499",,"0,42331324",,
25/03/2010 6.00,"26,15866472","23,06057464",,"0,46421755",,"4,58820674"
25/03/2010 7.00,"45,76111968","26,41688032",,"0,47843987",,"4,9206675"
25/03/2010 8.00,"74,0585476","41,38263968",,"0,56855612",,"16,05263783"
25/03/2010 9.00,"41,6756728","29,42923632",,"0,45798713",,"57,89112945"
25/03/2010 10.00,"24,37144184","18,3389327",,"0,37468847",,"66,65536395"
25/03/2010 11.00,"21,19775128","17,26818402",,"0,37631364",,"71,7881997"
25/03/2010 12.00,"17,88268744","14,71786856",,"0,34371578",,"73,94513385"
