,Comune Modugno,,,,
,Enaip,,,,
Parm,CO,NO2,O3,SO2,PM10



09/10/2010 11.00,"0,55300337","53,0942324","38,8261713","6,551514","24,89999962"
09/10/2010 12.00,"0,63967587","58,28018824","44,69193015","7,11049076","24,89999962"
09/10/2010 13.00,"0,51244389","37,6706064","65,5154808","7,07256378","24,89999962"
09/10/2010 14.00,"0,47498565","35,33152296","65,418045","6,50545814","24,89999962"
09/10/2010 15.00,"0,41289115","23,73593128","73,37464365","6,57137906","24,89999962"
09/10/2010 16.00,"0,4230849","24,36235984","77,21250495","6,59486057","24,89999962"
09/10/2010 17.00,"0,49981879","41,70354976","61,15387215","6,13521522","24,89999962"
09/10/2010 18.00,"0,62797927","57,8684008","48,69697245","6,41154327","24,89999962"
09/10/2010 19.00,"0,56906522","69,765534","40,6321251","6,36187706","24,89999962"
09/10/2010 20.00,"0,58886207","63,32800208","32,88528075","5,92119469","24,89999962"
09/10/2010 21.00,"0,42729404","26,7743096","44,575881","5,00072426","24,89999962"
09/10/2010 22.00,"0,45396439","18,77889538","41,1504261","4,90889425","24,89999962"
09/10/2010 23.00,"0,40583707","10,38876596","53,6601135","4,75718429","24,89999962"
10/10/2010 0.00,"0,39884358","5,8953977","60,04892145","4,67500865","24,89999962"
10/10/2010 1.00,"0,36573195","3,26059478","62,40972465","4,82310623",17
10/10/2010 2.00,"0,3637165","3,84293645","57,05953365","4,88360858",17
10/10/2010 3.00,"0,35936988","2,85204818","56,3876376","4,75266881",17
10/10/2010 4.00,"0,36148436","2,53364091","61,07403225","4,74544506",17
10/10/2010 5.00,"0,36533701","2,80470706","59,99613375","4,83665267",17
10/10/2010 6.00,"0,3729631","3,55176562","60,4325799","4,69035824",17
10/10/2010 7.00,"0,3986665","4,40322893","59,1131268","4,85741981",17
10/10/2010 8.00,"0,41842257","7,20599149","58,822176","5,07505374",17
10/10/2010 9.00,"0,40010877","7,26046437","74,58106005","5,7586486",17
10/10/2010 10.00,"0,45823178","18,52339099","75,7624791","6,49191373",17
10/10/2010 11.00,"0,48934777","35,39960928","63,97340565","7,72274815",17
10/10/2010 12.00,"0,50552845","40,48182","68,06032275","8,2483124",17
10/10/2010 13.00,"0,43580786","24,6716832","78,2213964","7,48615531",17
10/10/2010 14.00,"0,37802037","11,55734021","89,4102741","7,02470274",17
10/10/2010 15.00,"0,36407182","14,0092718","84,7746123","6,93801163",17
10/10/2010 16.00,"0,39876436","24,78387936","77,45609445","7,53220812",17
10/10/2010 17.00,"0,43539312","34,93269888","68,15233215","6,50365296",17
10/10/2010 18.00,"0,51473545","73,66293568","39,5237829","7,59271148",17
10/10/2010 19.00,"0,59220096","81,25026792","26,8821462","7,08339992",17
10/10/2010 20.00,"0,58909856","56,00919112","24,19115055","5,73607323",17
10/10/2010 21.00,"0,50926228","42,92852992","27,71914845","5,39923978",17
10/10/2010 22.00,"0,4836381","31,28169664","36,38510925","5,3409311",17
10/10/2010 23.00,"0,47241682","25,39799464","38,29635915","5,48954429",17
11/10/2010 0.00,"0,43213345","17,03057405","45,0783018","5,43084712",17
11/10/2010 1.00,,"10,9069084","51,37713525","5,14277984","20,89999962"
11/10/2010 2.00,"0,37845491","7,72478018","58,3390668","5,41459139","20,89999962"
11/10/2010 3.00,"0,37574862",,"51,6917667","5,57984881","20,89999962"
11/10/2010 4.00,"0,38791821","13,05599449",,"5,91848744","20,89999962"
11/10/2010 5.00,"0,45260134","32,24926424","27,4539132",,"20,89999962"
11/10/2010 6.00,"0,51360889","33,14740712","22,1558316","4,72467588","20,89999962"
11/10/2010 7.00,"0,58866402","46,62429208","13,77973632","5,22495547","20,89999962"
11/10/2010 8.00,"0,61535533","49,54053184","21,7349664","5,35047971","20,89999962"
11/10/2010 9.00,"0,56420601","63,94926824","27,41399325","5,64215938","20,89999962"
11/10/2010 10.00,"0,69530928","101,07063352","8,92824146","8,58695204","20,89999962"
11/10/2010 11.00,"0,81637725","109,23573392","5,10455862","10,16094056","20,89999962"
11/10/2010 12.00,"0,99712933","112,78488392","4,25740781","10,61064576","20,89999962"
11/10/2010 13.00,"0,94056625","113,2375308","5,88878315","9,64982484","20,89999962"
11/10/2010 14.00,"0,77085837","89,9905744","13,1267808","8,11195507","20,89999962"
11/10/2010 15.00,"0,68365346","81,91367456","15,33938742","6,92807757","20,89999962"
11/10/2010 16.00,"0,58082124","60,66858216","33,5950818","6,32575526","20,89999962"
11/10/2010 17.00,"0,54778766","60,6283728","33,4705539","6,17856078","20,89999962"
11/10/2010 18.00,"0,59555849","66,79289024","31,8534069","6,02143326","20,89999962"
11/10/2010 19.00,"0,72437137","89,06388536","17,39839899","7,10958868","20,89999962"
11/10/2010 20.00,"0,60761041","70,73891408","24,90907125","6,22551668","20,89999962"
11/10/2010 21.00,"0,64708411","70,78562424","20,05284225","5,91126063","20,89999962"
11/10/2010 22.00,"0,52803159","52,30889752","30,8465703","5,29810218","20,89999962"
11/10/2010 23.00,"0,45208757","32,41981464","36,55604085","5,15000257","20,89999962"
12/10/2010 0.00,"0,40070059","25,07633888","40,48662975","4,87096727","20,89999962"
12/10/2010 1.00,"0,3698211","22,2742264","39,51091515","4,76621321",
12/10/2010 2.00,"0,35433242","7,804545","50,7140172","4,47543868",
12/10/2010 3.00,"0,34739834","8,73253038","50,10640005","4,6488209",
12/10/2010 4.00,"0,34716068","18,76073711","41,36897835","4,75808738",
12/10/2010 5.00,"0,35419379","20,1465528","33,2554131","4,63888685",
12/10/2010 6.00,"0,43395085","48,92446632","23,9238804","5,04615467",
12/10/2010 7.00,"0,37701264","27,30974608","37,4214519","4,7743421",
12/10/2010 8.00,,,,,
12/10/2010 9.00,,,,,
12/10/2010 10.00,,,,,
12/10/2010 11.00,,,,,
12/10/2010 12.00,,,,,
12/10/2010 13.00,,,,,
12/10/2010 14.00,,,,,
12/10/2010 15.00,,,,,
12/10/2010 16.00,,,,,
12/10/2010 17.00,,,,,
12/10/2010 18.00,,,,,
12/10/2010 19.00,,,,,
12/10/2010 20.00,,,,,
12/10/2010 21.00,,,,,
12/10/2010 22.00,,,,,
12/10/2010 23.00,,,,,
13/10/2010 0.00,,,,,
13/10/2010 1.00,,,,,
13/10/2010 2.00,,,,,
13/10/2010 3.00,,,,,
13/10/2010 4.00,,,,,
13/10/2010 5.00,,,,,
13/10/2010 6.00,,,,,
13/10/2010 7.00,,,,,
13/10/2010 8.00,,,,,
13/10/2010 9.00,,,,,
13/10/2010 10.00,,,,,
13/10/2010 11.00,,,,,
13/10/2010 12.00,,,,,
13/10/2010 13.00,,,,,
13/10/2010 14.00,,,,,
13/10/2010 15.00,,,,,
13/10/2010 16.00,,,,,
13/10/2010 17.00,,,,,
13/10/2010 18.00,,,,,
13/10/2010 19.00,,,,,
13/10/2010 20.00,,,,,
13/10/2010 21.00,,,,,
13/10/2010 22.00,,,,,
13/10/2010 23.00,,,,,
14/10/2010 0.00,,,,,
14/10/2010 1.00,,,,,
14/10/2010 2.00,,,,,
14/10/2010 3.00,,,,,
14/10/2010 4.00,,,,,
14/10/2010 5.00,,,,,
14/10/2010 6.00,,,,,
14/10/2010 7.00,,,,,
14/10/2010 8.00,,,,,
14/10/2010 9.00,,,,,
14/10/2010 10.00,,,,,
14/10/2010 11.00,,,,,
14/10/2010 12.00,"0,99230856","24,43304648","41,07327945",,
14/10/2010 13.00,"0,88809348","19,85342408","52,8961881",,
14/10/2010 14.00,"0,81475673","14,65322002","67,67057955","15,44458914",
14/10/2010 15.00,"0,82913982","28,63654024","59,69572665","13,32426618",
14/10/2010 16.00,"0,92482011","55,05915656","40,7153166","12,81856293",
14/10/2010 17.00,"0,91970343","50,12935136","40,04884695","10,70547084",
14/10/2010 18.00,"0,80073013","24,00504528","55,33748955","9,45386623",
14/10/2010 19.00,"0,81904393","29,85440776","38,4303234","8,94906913",
14/10/2010 20.00,"0,78551756","25,89473224","41,08273575","8,26637533",
14/10/2010 21.00,"0,74594484","14,82571683","56,5601652","7,8437559",
14/10/2010 22.00,"0,73096993","12,06705264","51,5577825","7,7525493",
14/10/2010 23.00,"0,71156919","8,04513387","58,7423361","7,39043222",
15/10/2010 0.00,"0,70787497","7,25916803","57,23952255","7,34166808",
15/10/2010 1.00,"0,69769986","6,29162338","57,4871619","7,18273336","58,09999084"
15/10/2010 2.00,"0,69281968","5,87918586","53,3014923","6,91363109","58,09999084"
15/10/2010 3.00,"0,6904489","6,34674442","46,69207725","6,70773842","58,09999084"
15/10/2010 4.00,"0,68187567","6,77020845","45,2724951","6,54519029","58,09999084"
15/10/2010 5.00,"0,69455902","8,98025292","41,96644095","6,71496319","58,09999084"
15/10/2010 6.00,"0,69912233","20,87804576","38,46413865","6,85673807","58,09999084"
15/10/2010 7.00,"0,71959021","30,87901032","26,35233405","6,64091339","58,09999084"
15/10/2010 8.00,"0,74189414","29,29367552","29,1251646","6,74633255","58,09999084"
15/10/2010 9.00,,,,,"58,09999084"
15/10/2010 10.00,"0,50432384","29,04702752","49,25655",,"58,09999084"
15/10/2010 11.00,"0,47869967","31,367316","54,5106219",,"58,09999084"
15/10/2010 12.00,"0,58698525","53,76088944","45,36316785",,"58,09999084"
15/10/2010 13.00,"0,78919197","99,28274144","31,23022875",,"58,09999084"
15/10/2010 14.00,"0,70143369","78,44813632","36,72992505",,"58,09999084"
15/10/2010 15.00,"0,64876287","76,94559112","38,51760465",,"58,09999084"
15/10/2010 16.00,"0,68965903","103,59908144","30,799209",,"58,09999084"
15/10/2010 17.00,"0,86120412","112,25248752","18,67994909",,"58,09999084"
15/10/2010 18.00,"0,86983793","105,77994688","12,56855387",,"58,09999084"
15/10/2010 19.00,"0,64566164","66,24102968","21,7667667",,"58,09999084"
15/10/2010 20.00,"0,6642131","52,35430752","22,45897185",,"58,09999084"
15/10/2010 21.00,"0,60715606","46,52247808","20,5129491",,"58,09999084"
15/10/2010 22.00,"0,47540039","28,45367656","29,5799049",,"58,09999084"
15/10/2010 23.00,"0,46245957","27,90569736","21,36415575",,"58,09999084"
16/10/2010 0.00,"0,45795568","25,7553092","18,8281337",,"58,09999084"
16/10/2010 1.00,"0,45147478","20,20685728","15,08023493",,"20,60000038"
16/10/2010 2.00,"0,41530037","13,69864637","16,87806309",,"20,60000038"
16/10/2010 3.00,"0,36332156","10,06063234","27,5148006",,"20,60000038"
16/10/2010 4.00,"0,36804331","16,41840136","18,24690242",,"20,60000038"
16/10/2010 5.00,"0,38027231","17,9870922","17,2366803",,"20,60000038"
16/10/2010 6.00,"0,38124043","18,4909673","19,0561602",,"20,60000038"
16/10/2010 7.00,"0,41472835","34,88342664","16,11616661",,"20,60000038"
16/10/2010 8.00,"0,53636833","42,8604436","12,77560494",,"20,60000038"
16/10/2010 9.00,"0,45499192","29,10865128","34,1735919",,"20,60000038"
16/10/2010 10.00,"0,34074037","13,464543","66,55884585",,"20,60000038"
16/10/2010 11.00,"0,36233364","15,26149987","72,1972944",,"20,60000038"
16/10/2010 12.00,"0,34319036","11,72011259","78,59555865",,"20,60000038"
16/10/2010 13.00,"0,53652677","42,87214504","60,96710025",,"20,60000038"
16/10/2010 14.00,"0,4903753","54,00015712","58,68346365",,"20,60000038"
16/10/2010 15.00,"0,44592356","43,92917512","56,8166025",,"20,60000038"
16/10/2010 16.00,"0,44471778","46,03157208","53,96054055",,"20,60000038"
16/10/2010 17.00,"0,47785038","48,92188512","46,6575837",,"20,60000038"
16/10/2010 18.00,"0,59763335","62,49664536","18,39846855",,"20,60000038"
16/10/2010 19.00,"0,52218329","46,36554112","24,8867472",,"20,60000038"
16/10/2010 20.00,"0,58510844","49,71756392","16,74747239",,"20,60000038"
16/10/2010 21.00,"0,57198937","50,52559424","14,63094696",,"20,60000038"
16/10/2010 22.00,"0,43005859","35,09871784","22,138914",,"20,60000038"
16/10/2010 23.00,"0,34643023","22,96681016","32,5672578",,"20,60000038"
17/10/2010 0.00,"0,35743365","21,260006","26,9613078",,"20,60000038"
17/10/2010 1.00,,"25,78385536","23,5077633",,"12,39999962"
17/10/2010 2.00,"0,3025307","14,89575339","39,41958405",,"12,39999962"
17/10/2010 3.00,"0,28864273",,"42,22152165",,"12,39999962"
17/10/2010 4.00,"0,28903767","9,39204227",,,"12,39999962"
17/10/2010 5.00,"0,28093742","6,59965614","43,98011415",,"12,39999962"
17/10/2010 6.00,"0,29247442","10,55413102","42,50030295",,"12,39999962"
17/10/2010 7.00,"0,34062154","14,19344138","36,59394585",,"12,39999962"
17/10/2010 8.00,"0,38941989","18,61223398","34,612053",,"12,39999962"
17/10/2010 9.00,"0,38041095","21,1756868","49,4338257",,"12,39999962"
17/10/2010 10.00,"0,35391768","18,46373086","69,7167114",,"12,39999962"
17/10/2010 11.00,"0,32023287","13,19801402","75,83284275",,"12,39999962"
17/10/2010 12.00,"0,3267126","13,9379389","76,34643555",,"12,39999962"
17/10/2010 13.00,"0,3185145","12,80243652","80,40626055",,"12,39999962"
17/10/2010 14.00,"0,30966283","9,56194642","81,8427603",,"12,39999962"
17/10/2010 15.00,"0,29976499","10,00421305","79,89402435",,"12,39999962"
17/10/2010 16.00,"0,29543818","10,84141093","73,1168298",,"12,39999962"
17/10/2010 17.00,"0,31638022","15,26214995","58,50822285",,"12,39999962"
17/10/2010 18.00,"0,34534328","26,32663392","52,07203365",,"12,39999962"
17/10/2010 19.00,"0,3043481","16,59154826","55,01338185",,"12,39999962"
17/10/2010 20.00,"0,32928143","38,70105968","36,26237685",,"12,39999962"
17/10/2010 21.00,"0,29725558","17,43069064","48,88777425",,"12,39999962"
17/10/2010 22.00,"0,35988365","35,0941864","25,4720403",,"12,39999962"
17/10/2010 23.00,"0,35383846","36,1265708","25,73524065",,"12,39999962"
18/10/2010 0.00,"0,28445339","21,07452288","35,29005375",,"12,39999962"
18/10/2010 1.00,"0,28510579","15,54229619","39,05011005",,"24,70000076"
18/10/2010 2.00,"0,27674925","11,5553957","35,1039801",,"24,70000076"
18/10/2010 3.00,"0,25278403","6,44596384","43,915137",,"24,70000076"
18/10/2010 4.00,"0,26353116","9,81420805","36,7001796",,"24,70000076"
18/10/2010 5.00,"0,29725558","17,73742515","27,63998685",,"24,70000076"
18/10/2010 6.00,"0,33024954","34,73687184","15,32179551",,"24,70000076"
18/10/2010 7.00,"0,39455638","49,8232784","12,30669615",,"24,70000076"
18/10/2010 8.00,"0,41567666","43,94668904","15,37457324",,"24,70000076"
18/10/2010 9.00,"0,43371436","44,15742968","25,4706837",,"24,70000076"
18/10/2010 10.00,"0,54140696","66,3480252","34,36102215",,"24,70000076"
18/10/2010 11.00,"0,63074498","71,5916852","37,882257",,"24,70000076"
18/10/2010 12.00,"0,58396208","77,89824512","38,8248147",,"24,70000076"
18/10/2010 13.00,"0,58194663","69,862568","44,8847868",,"24,70000076"
18/10/2010 14.00,"0,61515728","79,02466168","42,81966255",,"24,70000076"
18/10/2010 15.00,"0,49604535","69,19294736","45,85708995",,"24,70000076"
18/10/2010 16.00,"0,58508863","78,2698232","46,63322475",,"24,70000076"
18/10/2010 17.00,"0,67221432","86,5088224","40,2538731",,"24,70000076"
18/10/2010 18.00,"0,61418917","78,65954616","42,0774228",,"24,70000076"
18/10/2010 19.00,"0,51495214","55,98324528","53,9469945",,"24,70000076"
18/10/2010 20.00,"0,40293389","30,52169576","68,14690575",,"24,70000076"
18/10/2010 21.00,"0,32687104","21,56024736","78,77893905",,"24,70000076"
18/10/2010 22.00,"0,27173043","10,51457365","87,75049395",,"24,70000076"
18/10/2010 23.00,"0,26977439","6,11523564","83,31377355",,"24,70000076"
19/10/2010 0.00,"0,31391042","6,05687184","61,4339901",,"24,70000076"
19/10/2010 1.00,,"10,40433155","60,79525095",,"13,5"
19/10/2010 2.00,"0,25021637","7,47251855","64,0451259",,"13,5"
19/10/2010 3.00,"0,24843742",,"62,9185494",,"13,5"
19/10/2010 4.00,"0,25375215","10,61962849",,,"13,5"
19/10/2010 5.00,"0,3181184","14,16101768","47,9343837",,"13,5"
19/10/2010 6.00,"0,33066428","16,57144358","52,5050883",,"13,5"
19/10/2010 7.00,"0,44242623","42,7625492","40,511667",,"13,5"
19/10/2010 8.00,"0,41939068","48,49709608","39,86410995",,"13,5"
19/10/2010 9.00,"0,36835902","44,71644112","52,96723005",,"13,5"
19/10/2010 10.00,"0,3901119","57,39952104","56,5500306",,"13,5"
19/10/2010 11.00,"0,36745032","43,1717172","64,01334555",,"13,5"
19/10/2010 12.00,"0,43711266","47,69428552","55,4071749",,"13,5"
19/10/2010 13.00,"0,43549215","41,3189892","58,8756021","3,42978979","13,5"
19/10/2010 14.00,"0,52423835","79,33008456","33,86099535","4,92936341","13,5"
19/10/2010 15.00,"0,62140052","90,71105424","17,92414533","5,61821005","13,5"
19/10/2010 16.00,"0,55715193","76,91188256","29,73214335","5,01151768","13,5"
19/10/2010 17.00,"0,64791359","100,96361888","28,25775855","5,16590032","13,5"
19/10/2010 18.00,"0,38847158","24,43109624","42,7039725","2,45565329","13,5"
19/10/2010 19.00,"0,3689124","21,34170576","41,79525","2,55135197","13,5"
19/10/2010 20.00,"0,3637363","12,95093965","49,5962187","2,3608577","13,5"
19/10/2010 21.00,"0,35354255","8,56716532","50,09219565","2,61454937","13,5"
19/10/2010 22.00,"0,32687104","4,58285942","56,0154903","2,32655124","13,5"
19/10/2010 23.00,"0,3393179","4,3390297","51,9664782","2,3428029","13,5"
20/10/2010 0.00,"0,3411353","4,05174979","50,0509191","2,23807631","13,5"
20/10/2010 1.00,"0,35796722","4,67040607","48,7964232","2,18480991","16,39999962"
20/10/2010 2.00,"0,35429281","3,95188221","51,1727874","2,39065071","16,39999962"
20/10/2010 3.00,"0,35352275","3,75474162","50,99619","2,34731634","16,39999962"
20/10/2010 4.00,"0,35743365","6,15868393","48,8857194","2,10265259","16,39999962"
20/10/2010 5.00,"0,36261091","10,80185356","45,92001225","2,17939134","16,39999962"
20/10/2010 6.00,"0,37529427","17,33082497","36,14870175","2,29495203","16,39999962"
20/10/2010 7.00,"0,41109239","25,64378224","23,5361721","2,3608577","16,39999962"
20/10/2010 8.00,"0,44327668","23,30272944","27,4058736","2,43759645","16,39999962"
20/10/2010 9.00,"0,42425106","28,91863672","25,86447675","2,84837801","16,39999962"
20/10/2010 10.00,"0,35318606","15,46318146","45,17168775","2,73913593","16,39999962"
20/10/2010 11.00,"0,34569861","12,8244857","58,88442","2,88900309","16,39999962"
20/10/2010 12.00,"0,35263385","10,01329314","69,5962932","2,59919978","16,39999962"
20/10/2010 13.00,"0,41146868","30,61960928","63,9091467","3,66361843","16,39999962"
20/10/2010 14.00,"0,48875595","45,16453744","56,29425165","4,06898039","16,39999962"
20/10/2010 15.00,"0,32054859","16,97674934","86,0676915","2,83212635","16,39999962"
20/10/2010 16.00,"0,35032133","22,60496416","77,23891875","2,90705992","16,39999962"
20/10/2010 17.00,"0,30357803","17,4443079","77,372883","2,44572228","16,39999962"
20/10/2010 18.00,"0,31495775","19,31907744","67,1827023","2,39335898","16,39999962"
20/10/2010 19.00,"0,40597571","46,24359376","33,10381305","1,97355054","16,39999962"
20/10/2010 20.00,"0,31865197","22,54919112","49,6395102","2,10807116","16,39999962"
20/10/2010 21.00,"0,35077684","31,07290624","42,954345","2,13966935","16,39999962"
20/10/2010 22.00,"0,26523089","17,02992588","51,59566755","2,08279058","16,39999962"
20/10/2010 23.00,"0,23853958","8,04967296","52,68573555","2,11438877","16,39999962"
21/10/2010 0.00,"0,24602703","5,17428117","51,7661802","1,93563373","16,39999962"
21/10/2010 1.00,,"4,0037605","65,1338373","2,13876422",25
21/10/2010 2.00,"0,24172003","6,88434146","54,75893955","1,94736991",25
21/10/2010 3.00,"0,25065092",,"51,62678955","1,79660067",25
21/10/2010 4.00,"0,26611979",,,"1,68826068",25
21/10/2010 5.00,"0,29308721",,"48,54810555",,25
21/10/2010 6.00,"0,31875099",,"45,84017235","1,27657806",25
21/10/2010 7.00,"0,36097059",,"36,5952825","2,01327557",25
21/10/2010 8.00,"0,4763487",,"23,22357555","2,64343928",25
21/10/2010 9.00,"0,39024937",,"44,8847868","2,58295016",25
21/10/2010 10.00,"0,42407282",,"47,39782845","3,49930479",25
21/10/2010 11.00,"0,43636124",,"46,08041025","4,34524132",25
21/10/2010 12.00,"0,52324111",,"47,8024743","4,81568518",25
21/10/2010 13.00,"0,47204169","68,48413072","57,89045115","4,19988965",25
21/10/2010 14.00,"0,468683","48,97230456","63,38272605","3,53541947",25
21/10/2010 15.00,"0,44864966","57,934556","51,1524783","3,9037667",25
21/10/2010 16.00,"0,4680306","74,3905664","45,24677955","4,41566247",25
21/10/2010 17.00,"0,60278964","79,40012112","34,72506975","5,24534734",25
21/10/2010 18.00,"0,90759325","121,5731816","14,8488249","5,67869918",25
21/10/2010 19.00,"0,74013732","120,65299336","6,04846893","5,05846545",25
21/10/2010 20.00,"0,56912464","76,249126","4,52873978","2,16946033",25
21/10/2010 21.00,"0,49464269","51,49050416","12,97386006","2,09091641",25
21/10/2010 22.00,"0,32509325","23,956404","30,62937465","1,93202134",25
21/10/2010 23.00,"0,30523816","19,37743168","32,6816112","1,90674279",25
22/10/2010 0.00,"0,27676905","13,39774919","39,2768019","1,14928119",25
22/10/2010 1.00,"0,27212536","9,19295718","45,514728","0,99309643","31,39999962"
22/10/2010 2.00,"0,26015382","9,07622958","45,31512825","1,56006376","31,39999962"
22/10/2010 3.00,"0,26906374","9,60020745","41,22146805","1,2431747","31,39999962"
22/10/2010 4.00,"0,28036424","14,1195139","36,97758435","1,67201105","31,39999962"
22/10/2010 5.00,"0,29383863","20,06483392","33,8826411","1,7911821","31,39999962"
22/10/2010 6.00,"0,30154278","36,8807592","23,3595747","1,8652136","31,39999962"
22/10/2010 7.00,"0,2961896","31,42503928","26,9281509","1,89681179","31,39999962"
22/10/2010 8.00,"0,39929793","42,2057748","22,8054036","2,05660994","31,39999962"
22/10/2010 9.00,"0,37418752",,"32,1626319","2,30668923","31,39999962"
22/10/2010 10.00,"0,43649987","54,23363144","42,5781279","3,81619385","31,39999962"
22/10/2010 11.00,"0,47557747","67,48417384","45,00251175","4,35607542","31,39999962"
22/10/2010 12.00,"0,4549325","67,51075064","46,0932381","4,86165155","31,39999962"
22/10/2010 13.00,"0,5368821","66,97835424","42,21342195","4,64587872","31,39999962"
22/10/2010 14.00,"0,50459995","62,43892208","43,1302641","4,19176483","31,39999962"
22/10/2010 15.00,"0,5197333","72,04628232","36,9951603","4,54837487","31,39999962"
22/10/2010 16.00,"0,53386009","76,0124204","33,1944858","4,85262465","31,39999962"
22/10/2010 17.00,"0,76290841","102,83986448","15,28009004","5,96414667","31,39999962"
22/10/2010 18.00,"0,95524525","126,1767996","4,23440147","7,77322593","31,39999962"
22/10/2010 19.00,"0,90526209","113,4294956","2,99750745","6,69978141","31,39999962"
22/10/2010 20.00,"0,7333209","69,30122392","3,98878305","3,2609627","31,39999962"
22/10/2010 21.00,"0,50461975","43,41815488","10,27204353","1,96632679","31,39999962"
22/10/2010 22.00,"0,43341728","30,134554","16,18450733","1,94375752","31,39999962"
22/10/2010 23.00,"0,37195538","20,9662272","26,3503191","1,76861182","31,39999962"
23/10/2010 0.00,"0,32426261","15,28160455","35,4592098","1,95098026","31,39999962"
23/10/2010 1.00,,"15,6998775","33,853554","1,93111825","29,7999897"
23/10/2010 2.00,"0,3086551","10,4594526","40,97313045","1,84625366","29,7999897"
23/10/2010 3.00,"0,31231087",,"37,2631287","1,76680664","29,7999897"
23/10/2010 4.00,"0,31934398","11,64359053",,"1,89952006","29,7999897"
23/10/2010 5.00,"0,31389061","16,05395313","25,14926925",,"29,7999897"
23/10/2010 6.00,"0,31025581","20,17572992","18,40252838","1,27206563","29,7999897"
23/10/2010 7.00,"0,43610494","39,96819944","5,49362552","1,53207491","29,7999897"
23/10/2010 8.00,"0,58384325","53,1396424","10,32279234","2,77976305","29,7999897"
23/10/2010 9.00,"0,62788025","47,64371312","15,4178787","2,61003389","29,7999897"
23/10/2010 10.00,"0,42990131","41,30669504","36,1913349","2,65878683","29,7999897"
23/10/2010 11.00,"0,51374753","51,30830968","41,1159126","2,71746773","29,7999897"
23/10/2010 12.00,"0,52957289","66,5633164","36,86865735","3,54625256","29,7999897"
23/10/2010 13.00,"0,62847323","72,84391136","39,90201495","4,46622059","29,7999897"
23/10/2010 14.00,"0,55316181","62,4661872","56,75705175","4,68650584","29,7999897"
23/10/2010 15.00,"0,48385596","46,60029648","64,5079659","4,35607542","29,7999897"
23/10/2010 16.00,"0,49096828","54,04751736","60,24650625","3,43611044","29,7999897"
23/10/2010 17.00,"0,55600674","71,8666308","39,2605626","3,21311489","29,7999897"
23/10/2010 18.00,"0,66233629","68,60865928","30,59757435","2,57572641","29,7999897"
23/10/2010 19.00,"0,43015761","32,92240296","49,6774152","1,9997332","29,7999897"
23/10/2010 20.00,"0,48039824","38,24778184","39,5352741","2,02320658","29,7999897"
23/10/2010 21.00,"0,42735229","27,94785696","49,218645","1,96813501","29,7999897"
23/10/2010 22.00,"0,40085903","22,98497416","50,27014965","1,9997332","29,7999897"
23/10/2010 23.00,"0,33066428","12,67598258","66,16168125","1,91215832","29,7999897"
24/10/2010 0.00,"0,32858942","13,60007512","65,27865435","1,64853869","29,7999897"
24/10/2010 1.00,"0,30667926","11,19289198","65,3341353","1,56728446","15,19999981"
24/10/2010 2.00,"0,30600822","11,18835098","59,21393415","1,88958905","15,19999981"
24/10/2010 3.00,"0,30814134","11,23050293","59,97111645","1,97625881","15,19999981"
24/10/2010 4.00,"0,323058","9,60085562","54,80294925","1,90764589","15,19999981"
24/10/2010 5.00,"0,33639375","10,39979055","44,7859944","1,74513946","15,19999981"
24/10/2010 6.00,"0,38195224","15,19989523","36,9802776","1,99882807","15,19999981"
24/10/2010 7.00,"0,35470755","12,45873922","46,20082845","1,82910196","15,19999981"
24/10/2010 8.00,"0,37598511","14,08644203","39,97104195","1,85979502","15,19999981"
24/10/2010 9.00,"0,45143517","29,7992848","31,08610995","2,16584998","15,19999981"
24/10/2010 10.00,"0,48209797","33,53326784","37,82202795","2,39877654","15,19999981"
24/10/2010 11.00,"0,45963444","24,91617064","58,953447","2,62086697","15,19999981"
24/10/2010 12.00,"0,4307506","24,45379168","68,96226225","2,44752746","15,19999981"
24/10/2010 13.00,"0,36215656","17,06818691","78,75930825","2,61635454","15,19999981"
24/10/2010 14.00,"0,29354156","7,74553303","88,5665088","2,21279572","15,19999981"
24/10/2010 15.00,"0,29765168","7,68652106","83,01807465","2,11619394","15,19999981"
24/10/2010 16.00,"0,30539543","11,06773246","76,76323095","1,98438464","15,19999981"
24/10/2010 17.00,"0,36426987","24,8487344","60,8893152","2,13154352","15,19999981"
24/10/2010 18.00,"0,43286391","36,95469624","44,7149325","2,1333487","15,19999981"
24/10/2010 19.00,"0,42484288","27,84214248","45,81786825","2,04216346","15,19999981"
24/10/2010 20.00,"0,36509935","20,03825712","51,01444425","1,95098026","15,19999981"
24/10/2010 21.00,"0,36537662","17,98839045","49,84385805","1,88868596","15,19999981"
24/10/2010 22.00,"0,3469836","14,4826677","57,34098825","1,82187821","15,19999981"
24/10/2010 23.00,"0,33724304","13,09101468","50,0103009","1,80833685","15,19999981"
25/10/2010 0.00,"0,3643887","16,14474062","40,1604672","1,63138394","15,19999981"
25/10/2010 1.00,,"13,65844083","39,5718225","1,81465547","21,10000038"
25/10/2010 2.00,"0,30920848","8,56392448","44,85703635","1,97806602","21,10000038"
25/10/2010 3.00,"0,29480675",,"39,1374312","2,12883627","21,10000038"
25/10/2010 4.00,"0,34943243","39,02011512",,"2,53148894","21,10000038"
25/10/2010 5.00,"0,47152793","53,49303736","4,11666654",,"21,10000038"
25/10/2010 6.00,"0,61195703","61,65815688","4,13628936","4,33802062","21,10000038"
