,Comune Modugno,,,,
,Enaip,,,,
Parm,CO,NO2,O3,SO2,PM10



04/04/2010 10.00,"0,38977522","17,76206701","100,1654388","3,9281981","22,70000076"
04/04/2010 11.00,"0,41777017","20,80540888","97,6991001","3,78281184","22,70000076"
04/04/2010 12.00,"0,36545584","21,86050784","99,75269325","3,70424656","22,70000076"
04/04/2010 13.00,"0,36918967","19,5480012","101,36309715","3,61665235","22,70000076"
04/04/2010 14.00,"0,33540583","7,6035135","108,17279025","3,49203324","22,70000076"
04/04/2010 15.00,"0,31227126","5,04004347","109,65124485","3,28162611","22,70000076"
04/04/2010 16.00,"0,30043719","8,11127951","105,67935945","3,2825292","22,70000076"
04/04/2010 17.00,"0,305929","11,28821856","103,27526475","3,11456555","22,70000076"
04/04/2010 18.00,"0,31098627","11,7499417","101,91523335","3,48661568","22,70000076"
04/04/2010 19.00,"0,33599882","18,46438094","94,7949786","3,35748109","22,70000076"
04/04/2010 20.00,"0,33285681","17,17842901","94,9316361","3,46404031","22,70000076"
04/04/2010 21.00,"0,35543917","14,69991106","95,3890497","3,45320418","22,70000076"
04/04/2010 22.00,"0,33554447","13,78619111","94,0668834","3,24731253","22,70000076"
04/04/2010 23.00,"0,36741071","13,10009286","90,62010195","3,29878391","22,70000076"
05/04/2010 0.00,"0,33362804","9,62290289","91,18372935","3,50196729","22,70000076"
05/04/2010 1.00,"0,31470145","7,20469515","93,394329","3,13623782","16,5"
05/04/2010 2.00,"0,30085193","4,90256494","91,07955045","2,75606085","16,5"
05/04/2010 3.00,"0,28945241","5,50047028","86,88641955","3,0703169","16,5"
05/04/2010 4.00,"0,28390118","4,96546782","84,12438195","2,90596258","16,5"
05/04/2010 5.00,"0,28534229","4,58804858","93,9268344","3,00439598","16,5"
05/04/2010 6.00,"0,27068309","6,15219842","97,78163325","2,90235223","16,5"
05/04/2010 7.00,"0,27852704","6,14506666","100,1884611","3,05135188","16,5"
05/04/2010 8.00,"0,28783189","6,01147714","97,5806769","2,94389261","16,5"
05/04/2010 9.00,"0,27483282","5,45312916","97,46901675","2,8301076","16,5"
05/04/2010 10.00,"0,29324565","9,50617529","93,03233625","3,26807967","16,5"
05/04/2010 11.00,"0,28445339","6,36490269","94,71376215","3,01432698","16,5"
05/04/2010 12.00,"0,31612392","16,62397386","88,7613804","3,2084794","16,5"
05/04/2010 13.00,"0,29156572","4,76313998","98,2011618","3,11636971","16,5"
05/04/2010 14.00,"0,26710771","2,87150278","101,1729537","2,82830243","16,5"
05/04/2010 15.00,"0,25853331","2,05440767","103,3409202","2,77773413","16,5"
05/04/2010 16.00,"0,26104272","2,89290189","101,75148375","2,86171494","16,5"
05/04/2010 17.00,"0,28536209","8,5224207","96,7944474","2,85539429","16,5"
05/04/2010 18.00,"0,3000609","15,2394526","89,24586615","2,85087881","16,5"
05/04/2010 19.00,"0,29231714","11,39586798","87,5664552","2,90325533","16,5"
05/04/2010 20.00,"0,29368019","8,43617229","85,47834855","2,82107969","16,5"
05/04/2010 21.00,"0,28010678","7,6424227","87,45547335","2,17450567","16,5"
05/04/2010 22.00,"0,2729164","6,28578795","86,22467805","2,92763587","16,5"
05/04/2010 23.00,"0,26868861","4,91034678","85,90595685","3,04412813","16,5"
06/04/2010 0.00,"0,27188887","4,36821065","83,8347678","3,06760659","16,5"
06/04/2010 1.00,,"3,72944969","81,67496085","3,00710323","20,5"
06/04/2010 2.00,"0,28034444","3,58937657","79,6233627","3,01884246","20,5"
06/04/2010 3.00,"0,27775581",,"74,2549374","2,99626709","20,5"
06/04/2010 4.00,"0,28461183","6,72481374",,"2,86984382","20,5"
06/04/2010 5.00,"0,30729205","13,30371703","75,77738175",,"20,5"
06/04/2010 6.00,"0,32584351","21,53885208","71,9421738","3,1416564","20,5"
06/04/2010 7.00,"0,35686164","34,80363888","73,42336155","3,53266849","20,5"
06/04/2010 8.00,"0,38347373","36,31658536","71,29126515","3,52273748","20,5"
06/04/2010 9.00,"0,36871551","33,82897776","79,3723518","3,679865","20,5"
06/04/2010 10.00,"0,38220854","32,73820088","79,02320685","3,3872802","20,5"
06/04/2010 11.00,"0,38616488","35,02323208","81,27165165","3,57993051","20,5"
06/04/2010 12.00,"0,3901119","33,77970552","83,65615545","3,81351304","20,5"
06/04/2010 13.00,"0,44367161","43,66719288","82,09039965","4,41041983","20,5"
06/04/2010 14.00,"0,41065784","55,958504","77,00071575","4,46279432","20,5"
06/04/2010 15.00,"0,38754308","50,15789752","78,24168555","4,27767286","20,5"
06/04/2010 16.00,"0,48411226","68,84276456","70,621404","4,83845784","20,5"
06/04/2010 17.00,"0,48650284","61,27619664","71,75071365","4,74273475","20,5"
06/04/2010 18.00,"0,56531159","92,2920488","58,2551571","5,01725865","20,5"
06/04/2010 19.00,"0,41036193","58,54088944","65,9749293","3,97786634","20,5"
06/04/2010 20.00,"0,38736483","49,66115992","66,76927845","3,2111897","20,5"
06/04/2010 21.00,"0,35936988","34,23558368","74,11419015","3,09198917","20,5"
06/04/2010 22.00,"0,34392082","17,53704182","73,0132893","3,3159407","20,5"
06/04/2010 23.00,"0,29431279","12,60789052","78,6889446","2,93576475","20,5"
07/04/2010 0.00,"0,29042052","9,9166683","89,9914974","3,09831084","20,5"
07/04/2010 1.00,"0,28544131","9,6553285","82,37596395","3,19945047","29,2999897"
07/04/2010 2.00,"0,27971184","7,63010177","83,91801915","3,05225396","29,2999897"
07/04/2010 3.00,"0,27117705","8,80451335","80,8805718","3,00710323","29,2999897"
07/04/2010 4.00,"0,27230361","10,50873822","79,1382186","3,07844273","29,2999897"
07/04/2010 5.00,"0,28451281","17,26986467","69,14428605","3,07121898","29,2999897"
07/04/2010 6.00,"0,31531308","27,569128","59,7667686","3,19854839","29,2999897"
07/04/2010 7.00,"0,50651637","53,55596128","47,1258102","3,77468296","29,2999897"
07/04/2010 8.00,"0,46315158","53,85945304","62,9327538","4,45105508","29,2999897"
07/04/2010 9.00,"0,42681872","58,05776528","71,00637915","4,89083233","29,2999897"
07/04/2010 10.00,"0,45135595","71,02686128","69,4880046","5,81915196","29,2999897"
07/04/2010 11.00,"0,4962236","87,85833112","69,1185705","5,90493998","29,2999897"
07/04/2010 12.00,"0,51404344","80,90786696","71,5497174","5,74149181","29,2999897"
07/04/2010 13.00,"0,50230839","91,23629976","73,11074505","5,7758064","29,2999897"
07/04/2010 14.00,"0,4533714",,"78,50422755","8,83799442","29,2999897"
07/04/2010 15.00,"0,44515349",,"71,51725875","5,91668023","29,2999897"
07/04/2010 16.00,"0,51260117",,"70,7228697","6,03317249","29,2999897"
07/04/2010 17.00,"0,52455407",,"67,81198515","5,94377107","29,2999897"
07/04/2010 18.00,"0,65125248","43,63423","53,89354845","7,24143053","29,2999897"
07/04/2010 19.00,"0,74248829","133,4294936","36,467403","6,11444503","29,2999897"
07/04/2010 20.00,"0,46210424","89,93870184","42,98951685","3,80087071","29,2999897"
07/04/2010 21.00,"0,36565273","49,8861832","59,0833614","3,16332867","29,2999897"
07/04/2010 22.00,"0,41140927","39,15435664","54,03902385","3,47306822","29,2999897"
07/04/2010 23.00,"0,42280879","39,67573992","41,69376435","3,66451339","29,2999897"
08/04/2010 0.00,"0,35373944","17,55974108","58,0088544","3,80267589","29,2999897"
08/04/2010 1.00,,"15,04425652","59,743068","3,73494979","34,29999161"
08/04/2010 2.00,"0,32529014","12,95288606","68,96768865","3,86498646","34,29999161"
08/04/2010 3.00,"0,31229107","13,2440569","63,88682265","3,62748848","34,29999161"
08/04/2010 4.00,"0,30537563","13,38218551",,"3,32497166","34,29999161"
08/04/2010 5.00,"0,3153923","19,14787696","52,54297335",,"34,29999161"
08/04/2010 6.00,"0,37719089","60,01360744","19,49800682","3,21028763","34,29999161"
08/04/2010 7.00,"0,57926014","79,55575792","18,22186517","4,53052346","34,29999161"
08/04/2010 8.00,"0,7192943","116,19076776","29,89724955","6,12618426","34,29999161"
08/04/2010 9.00,"0,6048249","111,7538188","53,5958346","6,90731043","34,29999161"
08/04/2010 10.00,"0,5429867","108,63718232","62,82312855","6,27969838","34,29999161"
08/04/2010 11.00,"0,54743234","107,94589872","64,76169","6,18939793","34,29999161"
08/04/2010 12.00,"0,5118113","49,65194408","74,29010925","6,04129832","34,29999161"
08/04/2010 13.00,"0,54312533",,"73,9173036","5,74510419","34,29999161"
08/04/2010 14.00,"0,5124637","60,21463512","81,0287604","5,27462474","34,29999161"
08/04/2010 15.00,"0,45206777","62,9628292","80,69721135","5,26378758","34,29999161"
08/04/2010 16.00,"0,50829416","70,9633064","71,395464","5,55546522","34,29999161"
08/04/2010 17.00,"0,58119637","93,18891064","59,8371123","5,88688009","34,29999161"
08/04/2010 18.00,"0,68475904","89,83325504","46,54660185","6,21739085","34,29999161"
08/04/2010 19.00,"0,69499357","101,82027136","34,72167825","4,96397903","34,29999161"
08/04/2010 20.00,"0,71800931","118,29186456","24,90703635","5,07505374","34,29999161"
08/04/2010 21.00,"0,77862309","100,25870272","25,94974305","5,12020447","34,29999161"
08/04/2010 22.00,"0,52512725","53,06895576","33,3839709","3,54169945","34,29999161"
08/04/2010 23.00,"0,58358695","65,8506184","11,99679485","3,84602246","34,29999161"
09/04/2010 0.00,"0,55480096","50,4120788","12,87101183","3,67534952","34,29999161"
09/04/2010 1.00,"0,47368085","32,03655424","25,1810895","3,59678424","39,59999084"
09/04/2010 2.00,"0,38653535","17,36259858","37,8233646","3,2491177","39,59999084"
09/04/2010 3.00,"0,35346333","13,00671078","41,67277695","2,93756992","39,59999084"
09/04/2010 4.00,"0,350552","14,93595319","37,5744684","3,00857279","39,59999084"
09/04/2010 5.00,"0,3664426","27,19429952","32,0300043","3,08747369","39,59999084"
09/04/2010 6.00,"0,46380281","43,8785836","21,914277","3,16152349","39,59999084"
09/04/2010 7.00,"0,59476862","56,45145584","20,76397995","3,879436","39,59999084"
09/04/2010 8.00,"0,49851515","34,4178164","56,87008845","3,48842085","39,59999084"
09/04/2010 9.00,"0,58417877","76,79775528","49,29172185","4,83845784","39,59999084"
09/04/2010 10.00,"0,60431113","82,4720168","47,8098957","5,40104801","39,59999084"
09/04/2010 11.00,"0,61205605","68,75519496","55,6101462","5,46787202","39,59999084"
09/04/2010 12.00,"0,62548967","83,17498272","61,46581035","5,4886412","39,59999084"
09/04/2010 13.00,"0,6048447","74,08380512","71,17759005","5,53198777","39,59999084"
09/04/2010 14.00,"0,55243019","78,3677176","75,70971135","5,43987808","39,59999084"
09/04/2010 15.00,"0,52097868","88,92476824","78,17607","5,22676268","39,59999084"
09/04/2010 16.00,"0,53275334","67,55549144","75,3971148","4,89715502","39,59999084"
09/04/2010 17.00,"0,6167976","92,45806776","70,0124103","5,30713314","39,59999084"
09/04/2010 18.00,"0,7278489","89,06065408","63,83064345","5,23398643","39,59999084"
09/04/2010 19.00,"0,45297647","55,82823944","75,8078055","3,93632596","39,59999084"
09/04/2010 20.00,"0,5861348","87,10349264","54,8814126","4,33185455","39,59999084"
09/04/2010 21.00,"0,40012741","49,27076776","74,89435485","3,48571258","39,59999084"
09/04/2010 22.00,"0,3551421","27,5542144","91,2216543","3,24821461","39,59999084"
09/04/2010 23.00,"0,43800156","19,78015624","60,79999905","3,71688787","39,59999084"
10/04/2010 0.00,"0,42472522","14,07476927","57,82278075","3,76474891","39,59999084"
10/04/2010 1.00,,"11,61505775","69,5861187","3,66180308","31,10000038"
10/04/2010 2.00,"0,31890943","9,45170241","77,34920235","3,40263182","31,10000038"
10/04/2010 3.00,"0,30314349",,"83,21294625","3,5155117","31,10000038"
10/04/2010 4.00,"0,30758913","7,60610808",,"2,10858475","31,10000038"
10/04/2010 5.00,"0,32311741","8,70269935","84,4464747",,"31,10000038"
10/04/2010 6.00,"0,34757542","12,4075091","83,6832276","3,47577954","31,10000038"
10/04/2010 7.00,"0,38402594","20,41113536","78,34454775","3,11004905","31,10000038"
10/04/2010 8.00,"0,50278255","32,02034048","75,2116995","3,9263919","31,10000038"
10/04/2010 9.00,"0,47403734","55,65447688","71,87655825","4,59012272","31,10000038"
10/04/2010 10.00,"0,52084005","54,59482736","67,60562235","5,0606042","31,10000038"
10/04/2010 11.00,"0,56720821","61,25740168","79,00561095","7,21163141","31,10000038"
10/04/2010 12.00,"0,55237194","54,09288912","87,28833225","7,41752306","31,10000038"
10/04/2010 13.00,"0,52267725","51,18250008","101,4388872","7,72545846","31,10000038"
10/04/2010 14.00,"0,4585673","32,41073264","114,46414245","8,50748366","31,10000038"
10/04/2010 15.00,"0,42407282","22,68666392","119,7730569","8,35216437","31,10000038"
10/04/2010 16.00,"0,42500132","26,96927624","123,3308202","8,75581879","31,10000038"
10/04/2010 17.00,"0,49966151","38,77499672","114,234099","9,84036488","31,10000038"
10/04/2010 18.00,"0,54604948","57,25105424","99,96448245","10,05799474","31,10000038"
10/04/2010 19.00,"0,69949746","101,78916312","60,71337615","8,41898737","31,10000038"
10/04/2010 20.00,"0,6886117","118,20106368","35,95789995","6,14153588","31,10000038"
10/04/2010 21.00,"0,56916425","72,44120592","47,2279941","5,32970851","31,10000038"
10/04/2010 22.00,"0,62762395","71,95290024","25,70954505","4,90347567","31,10000038"
10/04/2010 23.00,"0,48909147","34,14088232","60,97119","4,44834783","31,10000038"
11/04/2010 0.00,"0,4221762","29,8323624","65,13589215","4,22258807","31,10000038"
11/04/2010 1.00,"0,37314018","14,20965514","83,179131","4,02843565","21,2999897"
11/04/2010 2.00,"0,38635827","18,40990806","72,91790835","3,64193802","21,2999897"
11/04/2010 3.00,"0,35933027","12,09039816","79,2823374","3,77468296","21,2999897"
11/04/2010 4.00,"0,34554133","9,00748936","80,033415","3,74307562","21,2999897"
11/04/2010 5.00,"0,35247541","9,3589685","79,33514505","3,61665235","21,2999897"
11/04/2010 6.00,"0,37910731","12,21620394","73,8266109","3,60401104","21,2999897"
11/04/2010 7.00,"0,47188325","17,55066099","70,91843955","3,6094286","21,2999897"
11/04/2010 8.00,"0,46728034","19,314546","80,12815755","4,29573478","21,2999897"
11/04/2010 9.00,"0,43118514","12,64615155","96,7924125","4,68674789","21,2999897"
11/04/2010 10.00,"0,41133005","9,48347985","111,7115811","4,3950672","21,2999897"
11/04/2010 11.00,"0,38420419","8,93615455","113,85993675","4,09887205","21,2999897"
11/04/2010 12.00,"0,3808851","14,12146031","106,72274445","3,90833303","21,2999897"
11/04/2010 13.00,"0,40558077","21,31641","108,24856035","4,10970819","21,2999897"
11/04/2010 14.00,"0,35300898","11,69806341","113,0161515","3,72862913","21,2999897"
11/04/2010 15.00,"0,35300898","13,82964131","108,1071348","3,69160423","21,2999897"
11/04/2010 16.00,"0,33728265","18,09863254","99,0604881","3,44959078","21,2999897"
11/04/2010 17.00,"0,45224601","46,64176776","67,70170155","3,24098882","21,2999897"
11/04/2010 18.00,"0,45637477","41,25348408","78,64020675","3,62026473","21,2999897"
11/04/2010 19.00,"0,43962091","46,11197168","69,52995945","3,61033169","21,2999897"
11/04/2010 20.00,"0,34923555","15,21610708","85,79160345","3,46584549","21,2999897"
11/04/2010 21.00,"0,37981796","23,42853904","77,76464115","3,29968599","21,2999897"
11/04/2010 22.00,"0,39676988","42,621826","50,2816608","3,31233035","21,2999897"
11/04/2010 23.00,"0,36071429","26,18396048","53,9219373","3,16062141","21,2999897"
12/04/2010 0.00,"0,39186989","27,43683672","46,97357175","2,94930814","21,2999897"
12/04/2010 1.00,,"23,4330896","55,0485537","3,21660828","34,40000153"
12/04/2010 2.00,"0,373852","18,43389983","60,29857575","3,09560257","34,40000153"
12/04/2010 3.00,"0,35174379",,"60,67954095","3,30420147","34,40000153"
12/04/2010 4.00,"0,37612375","16,17262523",,"3,04322605","34,40000153"
12/04/2010 5.00,"0,39605806","17,3126667","41,6030916",,"34,40000153"
12/04/2010 6.00,"0,56991567","52,72714752","20,84585475","4,08352044","34,40000153"
12/04/2010 7.00,"0,74894821","83,01347608","15,26225075","5,85075829","34,40000153"
12/04/2010 8.00,"0,68722884","87,58598584","14,33525604","6,47114354","34,40000153"
12/04/2010 9.00,"0,65708097","97,5117132","17,48230071","5,95550929","34,40000153"
12/04/2010 10.00,"0,83552169","104,56724176","23,538207","7,36063106","34,40000153"
12/04/2010 11.00,"0,81734536","98,30159864","27,59330385","7,39765597","34,40000153"
12/04/2010 12.00,"0,72917234","81,87474624","43,3264923","6,80075121","34,40000153"
12/04/2010 13.00,"0,64832833","75,50122808","48,7362141","6,3862576","34,40000153"
12/04/2010 14.00,"1,01396125","98,49807576","55,3774095","6,98225927","34,40000153"
12/04/2010 15.00,"0,59441329","80,98889752","72,9084321","5,61145514","34,40000153"
12/04/2010 16.00,"0,59077849","80,4124104","75,8883237","5,3134538","34,40000153"
12/04/2010 17.00,"0,70828971","98,20561624","57,8769051","5,55546522","34,40000153"
12/04/2010 18.00,"0,78261322","97,3807412","53,5755255","5,58526637","34,40000153"
12/04/2010 19.00,"0,59119323","75,66093744","53,84143905","4,83755475","34,40000153"
12/04/2010 20.00,"0,40915616","44,27287624","70,5462723","3,89117523","34,40000153"
12/04/2010 21.00,"0,55695505","46,17294536","66,91204065","3,61755545","34,40000153"
12/04/2010 22.00,"0,39435949","31,44903488","75,655587","3,58143262","34,40000153"
12/04/2010 23.00,"0,38631866","25,37983064","64,5566838","3,58865841","34,40000153"
13/04/2010 0.00,"0,39969286","21,39229728","54,0478218","3,33942222","34,40000153"
13/04/2010 1.00,"0,38693029","18,40860981","49,3715817","3,29697874","36,40000153"
13/04/2010 2.00,"0,38236698","19,80090144","44,974083","3,20667422","36,40000153"
13/04/2010 3.00,"0,38535055","24,68466568","42,83119365","3,21299488","36,40000153"
13/04/2010 4.00,"0,39641339","30,403668","41,4812769","3,61394204","36,40000153"
13/04/2010 5.00,"0,48132674","41,06933936","30,0366402","3,94084144","36,40000153"
13/04/2010 6.00,"0,54747195","62,68537888","14,47734992","5,24301739","36,40000153"
13/04/2010 7.00,"0,68011652","78,9876836","11,86620414","7,01296351","36,40000153"
13/04/2010 8.00,"0,91255149","112,67077576","10,33700273","9,15586286","36,40000153"
13/04/2010 9.00,"0,80566973","109,38163864","10,38639494","8,15349545","36,40000153"
13/04/2010 10.00,"0,96587471","103,62177688","9,96011331","9,46560648","36,40000153"
13/04/2010 11.00,"0,85758912","105,94271544","12,33646754","9,08633158","36,40000153"
13/04/2010 12.00,"0,844392","111,68053184","12,31616841","9,64711454","36,40000153"
13/04/2010 13.00,"0,96107374","99,02205936","11,18144633","9,62273399","36,40000153"
13/04/2010 14.00,"0,90672416","101,9447808","11,20445267","9,29854389","36,40000153"
13/04/2010 15.00,"0,81130018","101,72818944","14,02400213","7,47802541","36,40000153"
13/04/2010 16.00,"0,74912646","89,36217648","17,02083327","5,83811698","36,40000153"
13/04/2010 17.00,"0,92322056","99,21658624","14,10452232","7,26581412","36,40000153"
13/04/2010 18.00,"0,82333113","96,12916512","13,52464365","6,88202375","36,40000153"
13/04/2010 19.00,"0,82173159","92,16495816","20,72001015","5,89952242","36,40000153"
13/04/2010 20.00,"0,60932879","50,72855304","43,85494785","4,04107696","36,40000153"
13/04/2010 21.00,"0,61175898","52,4632724","32,23163895","3,5868512","36,40000153"
13/04/2010 22.00,"0,79719319","91,64615608","12,22414505","5,78664254","36,40000153"
13/04/2010 23.00,"0,45787646","54,40613208","22,50158505","3,91104029","36,40000153"
14/04/2010 0.00,"0,43035566","29,25843736","31,11791025","3,52815606","36,40000153"
14/04/2010 1.00,,"13,52355497","45,6453207","3,61845752","32,70000076"
14/04/2010 2.00,"0,40186675","11,67341964","39,312672","3,58143262","32,70000076"
14/04/2010 3.00,"0,37094765",,"38,2266738","3,43875464","32,70000076"
14/04/2010 4.00,"0,3643887","12,01452426",,"3,1037284","32,70000076"
14/04/2010 5.00,"0,40032546","19,463682","33,0375192",,"32,70000076"
14/04/2010 6.00,"0,4582912","27,6469464","24,78119175","3,58775633","32,70000076"
14/04/2010 7.00,"0,64226334","50,59303048","16,19127636","4,2370376","32,70000076"
14/04/2010 8.00,"0,70678803","61,10046472","26,37535635","4,64340233","32,70000076"
14/04/2010 9.00,"0,60512081","65,22095856","39,5758923","4,92334378","32,70000076"
14/04/2010 10.00,"0,56404757","56,65508384","43,0436412","4,82039796","32,70000076"
14/04/2010 11.00,"0,59650796","61,20227872","45,9362715","5,20689559","32,70000076"
14/04/2010 12.00,"0,68345541","96,86193912","41,4197112","6,68877442","32,70000076"
14/04/2010 13.00,"0,71783223",,"38,87622585","6,80075121","32,70000076"
14/04/2010 14.00,"0,65526357","77,66672104","53,9875728","5,81102613","32,70000076"
14/04/2010 15.00,"0,59048142","79,89232728","53,45644395","5,77671153","32,70000076"
14/04/2010 16.00,"0,65974766","83,16070008","42,2404941","5,74781246","32,70000076"
14/04/2010 17.00,"0,7963241","100,64649456","38,1400509","6,76914488","32,70000076"
14/04/2010 18.00,"0,86397099","116,99034704","25,55932155","6,20203924","32,70000076"
14/04/2010 19.00,"0,59765316","52,05536632","53,41921725","4,25058201","32,70000076"
14/04/2010 20.00,"0,54606929","39,60052184","53,26695885","4,01398611","32,70000076"
14/04/2010 21.00,"0,44416557","26,6087304","61,99967235","3,59588216","32,70000076"
14/04/2010 22.00,"0,40382279","17,23095738","68,45477415","3,61755545","32,70000076"
14/04/2010 23.00,"0,4041385","15,34515561","64,5803445","3,44597738","32,70000076"
15/04/2010 0.00,"0,42755034","26,08669704","44,27716965","3,64013081","32,70000076"
15/04/2010 1.00,"0,43124456","22,103676","42,6653892","3,63561431","49,40000153"
15/04/2010 2.00,"0,41545881","21,20163264","35,4477186","3,49203324","49,40000153"
15/04/2010 3.00,"0,38392808","11,59106215","49,6253058","3,59678424","49,40000153"
15/04/2010 4.00,"0,37136239","9,03342946","65,19338805","3,25273009","49,40000153"
15/04/2010 5.00,"0,38406555","19,66796008","60,4379664","3,58233775","49,40000153"
15/04/2010 6.00,"0,41532017","32,64028736","51,7046145","3,66180308","49,40000153"
15/04/2010 7.00,"0,41559744","24,99852048","54,9112179","3,53086433","49,40000153"
15/04/2010 8.00,"0,46267742","28,92576848","64,18926465","3,57601405","49,40000153"
15/04/2010 9.00,"0,56531159","44,16974296","48,38639085","3,70244037","49,40000153"
15/04/2010 10.00,"0,58583889","45,08086832","40,7444436","3,74939729","49,40000153"
15/04/2010 11.00,"0,65032397","69,25065152","36,5865045","4,9188283","49,40000153"
15/04/2010 12.00,"0,7969765","97,26466368","30,6544119","6,77456244","49,40000153"
15/04/2010 13.00,"0,90532034","82,469818","26,9768688","7,44009944","49,40000153"
15/04/2010 14.00,"0,81122096","89,061916","32,33785275","6,51268494","49,40000153"
15/04/2010 15.00,"0,74410764","96,83987464","27,74959215","7,02921822","49,40000153"
15/04/2010 16.00,"0,84061857","116,55171512","19,44861062","8,4677515","49,40000153"
15/04/2010 17.00,"1,10403206","131,00349064","14,72364663","9,34008122","49,40000153"
15/04/2010 18.00,"0,88973264","111,1520168","20,4351441","7,54756075","49,40000153"
15/04/2010 19.00,"1,00939794","108,49515896","16,66695219","7,34528148","49,40000153"
15/04/2010 20.00,"0,85342075","98,3956308","19,63671717","6,40793089","49,40000153"
15/04/2010 21.00,"0,74321874","87,71502672","20,4669444","5,26469068","49,40000153"
15/04/2010 22.00,"0,62090656","69,54117992","23,2790565","4,48356451","49,40000153"
15/04/2010 23.00,"0,51279922","39,26525264","38,0805201","3,73946527","49,40000153"
16/04/2010 0.00,"0,53221977","35,87950216","24,3339327","3,76474891","49,40000153"
16/04/2010 1.00,,"48,847298","9,35181587","4,74634815","39,20000076"
16/04/2010 2.00,"0,56003647","48,07364544","9,78554283","4,2000127","39,20000076"
16/04/2010 3.00,"0,53466976",,"20,65233975","3,80448411","39,20000076"
16/04/2010 4.00,"0,46548274","31,22982408",,"3,9309084","39,20000076"
16/04/2010 5.00,"0,52564101","46,10614008","25,6641987",,"39,20000076"
16/04/2010 6.00,"0,61545436","74,3698212","19,44252188","4,97662034","39,20000076"
16/04/2010 7.00,"0,75835209","85,28579248","15,42599636","6,82964723","39,20000076"
16/04/2010 8.00,"0,8660843","111,37704008","15,64928673","7,74532352","39,20000076"
16/04/2010 9.00,"0,7317598","123,11140472","19,38974415","6,89105267","39,20000076"
16/04/2010 10.00,"0,86205457","124,91811088","21,551586","8,00901026","39,20000076"
16/04/2010 11.00,"0,71247789","94,16940336","36,089151","7,20169837","39,20000076"
16/04/2010 12.00,"0,58392247","71,67307904","54,52552455","5,67286058","39,20000076"
16/04/2010 13.00,"0,59767296","80,91757992","54,1066743","5,79477142","39,20000076"
16/04/2010 14.00,"0,57511157","63,7229448","58,3553061","5,32067755","39,20000076"
16/04/2010 15.00,"0,57177268","82,64646768","53,0869899","5,81463648","39,20000076"
16/04/2010 16.00,"0,59429446","84,45120448","59,2809462","5,54372599","39,20000076"
16/04/2010 17.00,"0,70990906","88,99838024","55,27321065","5,85437169","39,20000076"
16/04/2010 18.00,"0,82307483","112,24212448","32,6186889","6,84499884","39,20000076"
16/04/2010 19.00,"0,73830011","94,1811048","42,78786225","5,53108468","39,20000076"
16/04/2010 20.00,"0,76902116","74,69857048","49,4148732","4,77072869","39,20000076"
16/04/2010 21.00,"0,49592769","47,60998544","61,19109885","3,77468296","39,20000076"
16/04/2010 22.00,"0,39275878","25,65739568","71,31763905","3,42521024","39,20000076"
16/04/2010 23.00,"0,38999307","31,81866272","59,5468398","3,56247066","39,20000076"
17/04/2010 0.00,"0,37240973","28,54575848","67,5237276","2,85358911","39,20000076"
17/04/2010 1.00,"0,364645","10,13261532","71,1667572","2,9791103","29,2999897"
17/04/2010 2.00,"0,36039741","9,67997035","59,8932915","3,23828055","29,2999897"
17/04/2010 3.00,"0,36146455","8,74614955","61,78856145","2,93395957","29,2999897"
17/04/2010 4.00,"0,37304232","10,20589463","52,8054954","3,51099622","29,2999897"
17/04/2010 5.00,"0,34486913","9,95039025","53,65199385","3,30510457","29,2999897"
17/04/2010 6.00,"0,39811312","21,71263376","44,0247822","3,11908103","29,2999897"
17/04/2010 7.00,"0,49863398","29,21434664","52,21343925","3,56337274","29,2999897"
17/04/2010 8.00,"0,42996073","18,78084179","73,82934405","3,42882059","29,2999897"
17/04/2010 9.00,"0,47589435","36,12356896","71,33048685","3,85324825","29,2999897"
17/04/2010 10.00,"0,52228232","53,39187344","75,60549255","4,14402278","29,2999897"
17/04/2010 11.00,"0,62094617","45,28516552","79,6172979","4,32643699","29,2999897"
17/04/2010 12.00,"0,58728116","53,61819688","81,0280821","4,66326739","29,2999897"
17/04/2010 13.00,"0,55373499","40,0596504","85,1907693","4,21807259","29,2999897"
17/04/2010 14.00,"0,50647676","40,42864728","83,80298745","3,71237442","29,2999897"
17/04/2010 15.00,"0,41338511","22,99340608","97,07456535","2,9619525","29,2999897"
17/04/2010 16.00,"0,42286821","27,96407072","104,6968818","3,57872435","29,2999897"
17/04/2010 17.00,"0,5522333","35,86651968","97,95216585","3,76655713","29,2999897"
17/04/2010 18.00,"0,61434761","49,41862272","90,2810916","3,86317925","29,2999897"
17/04/2010 19.00,"0,64092009","66,67226216","75,20357985","3,77648814","29,2999897"
17/04/2010 20.00,"0,54373812","51,60011912","74,5959627","3,38095955","29,2999897"
17/04/2010 21.00,"0,65787084","72,92366088","53,0037585","3,84602246","29,2999897"
17/04/2010 22.00,"0,48342141","45,35843336","50,9839806","3,5525366","29,2999897"
17/04/2010 23.00,"0,53972703","60,93899632","22,32837915","3,53808707","29,2999897"
18/04/2010 0.00,"0,52101829","37,4974748","20,9216448","3,53718397","29,2999897"
18/04/2010 1.00,,"31,97754992","20,1225276","3,59859246","39,5"
18/04/2010 2.00,"0,54938837","29,94065808","18,89309289","3,55795518","39,5"
18/04/2010 3.00,"0,44315785",,"32,18359935","3,34754805","39,5"
