,Comune Bari,,,,,
,Stadio S.Nicola,,,,,
Parm,SO2,NO2,PM10,CO,O3,BENZENE



10/04/2010 9.00,"3,75210658","28,20924648",,"0,38702582","72,9109059","1,33367651"
10/04/2010 10.00,"4,67997467","30,2047244","20,51280975","0,35689426","70,32991455","1,07052064"
10/04/2010 11.00,"4,6641715","16,38076364",,"0,30382851","88,876851","0,96314375"
10/04/2010 12.00,"4,80188449","15,34896049","27,35042","0,30331358","95,7259254","0,82658201"
10/04/2010 13.00,"5,19696153","12,21297266",,"0,31840266","108,7884273","0,76270627"
10/04/2010 14.00,"6,06613244","8,03869617","27,35042","0,30298738","114,88277325","0,73539372"
10/04/2010 15.00,"5,82457054","7,76776577",,"0,30667693","117,291636","0,64811579"
10/04/2010 16.00,"6,00291979","6,71973356","27,8388195","0,33050118","121,65496035","0,62207042"
10/04/2010 17.00,"6,817908","9,88491954",,"0,33395774","120,202341","0,70709061"
10/04/2010 18.00,"7,05721217","16,01736318","27,8388195","0,34993455","114,26001405","0,73440316"
10/04/2010 19.00,"5,78393427","46,58710368",,"0,40855968","80,6795556","0,93170116"
10/04/2010 20.00,"5,11343125",,"30,76922989","0,60756148","17,56812162","1,10983685"
10/04/2010 21.00,"4,51291309",,,"0,60704772","15,09032165","1,22525312"
10/04/2010 22.00,"3,92368363","55,7452204","30,76922989","0,53697763","32,2285866","1,23885448"
10/04/2010 23.00,"4,27360892","24,22477232",,"0,49213212","52,91504085","1,35014072"
11/04/2010 0.00,"3,69115268","16,38076364","51,28205109","0,38277357","68,6153517","1,18984627"
11/04/2010 1.00,"3,48796931","12,51473023",,"0,35058811","73,10140845","0,99568673"
11/04/2010 2.00,"3,79500161","16,95020313","51,28205109","0,33895675","69,36457395","0,85273823"
11/04/2010 3.00,"3,55569744","12,90247045",,"0,32251278","74,0905893","0,79541502"
11/04/2010 4.00,"3,49925699","8,69898816","43,9560318","0,31480514","75,9938193","0,7805475"
11/04/2010 5.00,"3,39326627","6,04830417",,"0,30757049","77,7326613","0,72596308"
11/04/2010 6.00,"3,37734818","8,41021115","43,9560318","0,32064528","74,4532803","0,75477672"
11/04/2010 7.00,"3,71147031","11,40828834",,"0,39249083","65,3181354","0,82190177"
11/04/2010 8.00,"3,79274387","14,13220575","35,65322113","0,48236825","74,9442099","1,28626499"
11/04/2010 9.00,"4,45421592","10,00172745",,"0,41131607","92,150247","1,17178537"
11/04/2010 10.00,"4,2600635","8,31449452","46,88644028","0,374085","99,26128485","1,02988234"
11/04/2010 11.00,"3,98915402","7,6201326",,"0,35680106","103,6684992","0,85048049"
11/04/2010 12.00,"3,93045584","9,83300492","42,49084091","0,36497586","99,05244825","0,76876352"
11/04/2010 13.00,"4,26457898","9,08023714",,"0,35096208","105,18894855","0,7799973"
11/04/2010 14.00,"3,76565302","4,76805765","42,00244141","0,34988795","102,0620454","0,652136"
11/04/2010 15.00,"3,73630342","3,99257913",,"0,35423223","103,0200444","0,63908483"
11/04/2010 16.00,"3,51054569","5,49973416","40,04883957","0,34255311","100,7322183","0,61298455"
11/04/2010 17.00,"3,3908936","11,47318353",,"0,36497586","87,5359716","0,55968154"
11/04/2010 18.00,"3,43152987","16,41645494","34,18803024","0,37198334","83,28987345","0,70631972"
11/04/2010 19.00,"3,64148546","13,23017769",,"0,36605116","86,803248","0,77581235"
11/04/2010 20.00,"3,29155915","35,36863488","39,56044006","0,46629941","53,38765635","0,7869902"
11/04/2010 21.00,"3,44959078","32,4759892",,"0,40538389","55,21212375","0,76243066"
11/04/2010 22.00,"3,26221056","28,081066","31,25761986","0,40678538","42,15325275","0,77955593"
11/04/2010 23.00,"3,22608977","37,75347248",,"0,44415625","27,18197475","0,76507385"
12/04/2010 0.00,"3,20125565","36,20251544","29,30401993","0,40538389","22,74720945","0,82911535"
12/04/2010 1.00,"3,29607463","15,51280933",,"0,37539329","37,4198958","0,75246406"
12/04/2010 2.00,"3,32768095","22,97231672","28,32722092","0,3820734","19,9793664","0,66050591"
12/04/2010 3.00,"3,01161871",,,"0,34292707","43,5014538","0,73924916"
12/04/2010 4.00,"3,4699084","6,42446722","22,95482063","0,34573006",,"0,65736643"
12/04/2010 5.00,"3,25318062","6,1373135",,,"47,9905629","0,66849037"
12/04/2010 6.00,"3,20802887","8,05167482","34,18803024","0,28003105","40,82462265","0,65819325"
12/04/2010 7.00,"3,40669677","24,5054348",,"0,36918734","31,0469082","0,67322552"
12/04/2010 8.00,"3,6685763","35,72554792","25,39682007","0,4968725","33,0368409","0,75125282"
12/04/2010 9.00,"3,18771023","30,48861816",,"0,43507624","42,5694696","0,90097454"
12/04/2010 10.00,"3,49474253","47,97582752","36,63003159","0,47430412","38,4341538","0,89376096"
12/04/2010 11.00,"3,36831722","37,9043484",,"0,50040828","45,9987948","1,05201836"
12/04/2010 12.00,"3,70244037","38,74958624","35,16482162","0,48351694","45,9347952","1,12409824"
12/04/2010 13.00,"3,71147031","30,32477888",,"0,45722639","61,5853707","1,08648958"
12/04/2010 14.00,"3,78371291","30,61192304","38,58362961","0,42269928","74,34249795","1,02244807"
12/04/2010 15.00,"3,63471224","16,85935636",,"0,36351029","97,4827224","0,8481119"
12/04/2010 16.00,"3,61213687","11,96800339","51,28205109","0,37267651",,"0,63335811"
12/04/2010 17.00,"3,52183337","17,72730876",,"0,38123926",,"0,63429476"
12/04/2010 18.00,"3,6437432","28,12649512","42,97924042","0,3978976","83,27523015","0,70064791"
12/04/2010 19.00,"3,47216614","38,36833344",,"0,41464913","64,2648153","0,80494126"
12/04/2010 20.00,"3,38863586","32,27807808","43,46763992","0,40604095","62,67908955","0,88654738"
12/04/2010 21.00,"3,50377247","26,38248344",,"0,38714814","65,77736445","0,97448635"
12/04/2010 22.00,"3,62568229","12,17241722","39,56044006","0,35085257","79,1527023","0,78506298"
12/04/2010 23.00,"3,35025734","10,06175469",,"0,35643758","72,0690558","0,74728855"
13/04/2010 0.00,"3,23286197","13,80286184","29,30401993","0,3848228","49,7866215","0,78974321"
13/04/2010 1.00,"3,52860557","10,85831683",,"0,37663169","47,9997","0,85868463"
13/04/2010 2.00,"3,35025734","9,58641046","31,25761986","0,37942419","45,54339615","0,86138273"
13/04/2010 3.00,"3,31865101","9,55234053",,"0,37788872","44,22286575","0,85174665"
13/04/2010 4.00,"3,22157429","12,48877292","39,56044006","0,37793532","40,1222829","0,84161428"
13/04/2010 5.00,"3,46539394","10,68147978",,"0,36746547","40,773411","0,79690188"
13/04/2010 6.00,"3,50151473","23,1491576","58,6080513","0,39552449","24,5759661","0,78247472"
13/04/2010 7.00,"3,5782728","48,46252712",,"0,43745051","9,69437732","0,80951166"
13/04/2010 8.00,"3,63019777","50,12380656","102,07559967","0,50687636","12,30719291","0,85400439"
13/04/2010 9.00,"3,70695483","53,37336528",,"0,56662338","11,44939677","0,99078581"
13/04/2010 10.00,"3,91916815","51,56120992","92,30769348","0,59277414","13,19607114","1,04452917"
13/04/2010 11.00,"3,88981957","51,60499472",,"0,50803903","11,78044508","1,01264724"
13/04/2010 12.00,"3,58730376","45,45632776","81,07447052","0,53191104","19,31217656","0,97503756"
13/04/2010 13.00,"3,40669677","40,82131472",,"0,54517224","22,12879935","1,00251487"
13/04/2010 14.00,"3,62794003","56,25463456","116,7276001","0,59701008","12,0619296","0,99755903"
13/04/2010 15.00,"3,21480209","8,87906797",,"0,39152272","77,1920562","0,95284561"
13/04/2010 16.00,"3,21480209","2,34752683","59,09645081","0,37281748","84,80790885","0,60334847"
13/04/2010 17.00,"3,26898378","21,45543152",,"0,42060461","61,4244141","0,5167855"
13/04/2010 18.00,"3,38186264","63,13173528","48,84004974","0,54722031","9,17598455","0,70114319"
13/04/2010 19.00,"3,7408189","64,35011904",,"0,49812837","19,76576973","0,82212144"
13/04/2010 20.00,"3,23286197","19,45509712","45,42124176","0,42102401","54,0280314","0,83434578"
13/04/2010 21.00,"3,48796931","25,73192544",,"0,43856658","43,2736248","0,81700085"
13/04/2010 22.00,"3,39540807","39,0983924","42,00244141","0,46034393","25,42461915","0,91094216"
13/04/2010 23.00,"3,25092288","53,50963352",,"0,49924561","8,5110291","0,87784796"
14/04/2010 0.00,"3,14030175","19,70816944","21,97801971","0,43721751","34,68656625","0,89122863"
14/04/2010 1.00,"3,03419509","13,60169267",,"0,42386312","36,522864","0,92090876"
14/04/2010 2.00,"3,12901305","8,95369715","29,7924099","0,42121041","37,1611842","0,87157002"
14/04/2010 3.00,"2,94840707",,,"0,3979442","37,8068061","0,7738292"
14/04/2010 4.00,"2,9687247","4,08342972","24,90842056","0,38026183",,"0,71419435"
14/04/2010 5.00,"3,24640841","6,00265899",,,"37,64973975","0,66584719"
14/04/2010 6.00,"3,17642254","12,67858863","20,02441978","0,29371747","29,71299135","0,66364437"
14/04/2010 7.00,"3,16061938","21,28184104",,"0,31924495","18,29490611","0,72812522"
14/04/2010 8.00,"3,13127079","15,54201322","19,53602028","0,31432632","36,4198422","0,7008686"
14/04/2010 9.00,"3,13352853","7,31026623",,"0,32091673","59,1738147","0,7081371"
14/04/2010 10.00,"3,10869543","7,1042272","45,42124176","0,3332168","67,5765552","0,68534003"
14/04/2010 11.00,"3,14707396","9,34305874",,"0,33818319","71,47823655","0,74971104"
14/04/2010 12.00,"3,06354368","15,62313173","22,95482063","0,35238687","67,15806405","0,83203313"
14/04/2010 13.00,"3,29155915","14,70975212",,"0,34644537","73,3769778","0,82905942"
14/04/2010 14.00,"2,95517928","10,87292451","11,72161007","0,33057108","83,9562633","0,85675741"
14/04/2010 15.00,"3,09063452","10,73988564",,"0,3271821","83,57248515","0,81182432"
14/04/2010 16.00,"2,95969476","15,01961658","5,86080599","0,34096871","81,20773185","0,81132904"
14/04/2010 17.00,"3,31865101","18,82725177",,"0,35136517","82,23112695","0,90846373"
14/04/2010 18.00,"3,22383203","22,57161888","9,27960968","0,37313436","76,40329305","0,89128355"
14/04/2010 19.00,"3,04999826","9,05265845",,"0,35647136","75,94460265","0,95080856"
14/04/2010 20.00,"3,13352853","5,78851117","36,14162064","0,32774013","73,78449645","0,81248537"
14/04/2010 21.00,"3,22608977","13,2123349",,"0,33057108","65,8806456","0,7426073"
14/04/2010 22.00,"3,00710425","15,82917267","42,49084091","0,34788415","59,1975552","0,71749757"
14/04/2010 23.00,"3,36380276","21,61603952",,"0,37856442","50,8825149","0,78236488"
15/04/2010 0.00,"3,5602119","24,43080944","72,77165985","0,37819279","40,44760755","0,80400562"
15/04/2010 1.00,"3,10643769","14,11435341",,"0,36464034","39,30359475","0,83930162"
15/04/2010 2.00,"3,21028661","13,31940499","77,16725922","0,3800964","33,93995745","0,77757379"
15/04/2010 3.00,"3,27575598","9,11755173",,"0,34096871","34,38951075","0,821736"
15/04/2010 4.00,"3,04322504","10,22722682","93,28449249","0,3391117","34,4936697","0,79469906"
15/04/2010 5.00,"3,26898378","10,99946067",,"0,33428394","50,41833825","0,76044853"
15/04/2010 6.00,"3,31413553","16,82042039","90,84249115","0,35345401","46,16579625","0,72245341"
15/04/2010 7.00,"3,10417995","30,65247656",,"0,37703245","36,28827195","0,77002969"
15/04/2010 8.00,"3,15384718","21,69554048","67,39926147","0,37188082","57,7922373","0,77206775"
15/04/2010 9.00,"3,31865101","13,5643819",,"0,36710082","66,43802865","0,81711068"
15/04/2010 10.00,"3,00936097","14,38041777","33,69963074","0,42600206","57,1708746","0,86364047"
15/04/2010 11.00,"3,05677046","15,36355861",,"0,42744083","58,8101262","0,98280134"
15/04/2010 12.00,"3,05451272","27,28125728","17,09399986","0,42502579","57,3645891","0,93087536"
15/04/2010 13.00,"2,93034617","22,79872624",,"0,41323715","58,17050925","0,85422407"
15/04/2010 14.00,"3,22383203","23,95709232","57,63124084","0,44127288","60,66501735","0,85873955"
15/04/2010 15.00,"3,22834751","36,768716",,"0,44763145","47,0009631","0,90053418"
15/04/2010 16.00,"2,80392087","29,74559584","102,56410217","0,43300953","54,01117365","0,86848647"
15/04/2010 17.00,"3,07031588","33,27904832",,"0,44387083","50,0108196","0,88379436"
15/04/2010 18.00,"3,07934684","29,96461544","82,53968048","0,4334732","57,40662375","0,84651521"
15/04/2010 19.00,"3,26221056","20,67021136",,"0,42409845","60,9099036","0,78418226"
15/04/2010 20.00,"2,88067894","27,29098936","66,42247009","0,42242784","55,46217705","0,75609882"
15/04/2010 21.00,"3,15610492","26,47982336",,"0,42590769","47,6058471","0,7302182"
15/04/2010 22.00,"3,11320989","35,58926056","68,86447144","0,45301491","36,84747045","0,77190198"
15/04/2010 23.00,"3,13804401","16,12281381",,"0,43068885","44,4863454","0,73544965"
16/04/2010 0.00,"3,23060525","15,23539151","86,93527985","0,44535737","31,88770095","0,76711191"
16/04/2010 1.00,"3,17190706","32,62361472",,"0,48494873","13,91077989","0,8706893"
16/04/2010 2.00,"3,34574186","38,76094352","94,2612915","0,54482507","4,80809963","0,88577649"
16/04/2010 3.00,"3,11095317",,,"0,3977345","45,40921245","0,77366444"
16/04/2010 4.00,"3,28027146","5,26773973","105,00610352","0,37201945",,"0,61805022"
16/04/2010 5.00,"3,07031588","4,3657174",,,"57,30475905","0,60500008"
16/04/2010 6.00,"3,09063452","5,89720646","79,12088013","0,30773825","60,2048307","0,55241304"
16/04/2010 7.00,"3,19448345","13,70877041",,"0,33490255","51,41847165","0,69057148"
16/04/2010 8.00,"3,22834751","20,15269032","80,58608246","0,35216436","52,14441225","0,556598"
16/04/2010 9.00,"3,14255949","19,39668552",,"0,34235389","61,7300481","0,571135"
16/04/2010 10.00,"3,19899893","19,6789732","57,63124084","0,3032495","67,20937545","0,51298599"
16/04/2010 11.00,"3,19899893","9,83949425",,"0,3128759","82,13867865","0,54442858"
16/04/2010 12.00,"3,20577113","7,87483968","28,81562042","0,30690527","88,2761166","0,52212678"
16/04/2010 13.00,"3,27349926","11,19089585",,"0,30486885","84,10016265","0,5493295"
16/04/2010 14.00,"3,30962005","10,53871838","14,65200996","0,30676664","83,90768505","0,50940716"
16/04/2010 15.00,"2,9687247","17,41094542",,"0,33138542","76,3073934","0,47350503"
16/04/2010 16.00,"3,23737745","12,57961586","7,32600689","0,33804922","86,5162872","0,50379027"
16/04/2010 17.00,"3,28704468","14,3074157",,"0,31810442","85,58137035","0,51199543"
16/04/2010 18.00,"3,53312105",,"17,58241081","0,33430141","74,87384625",
16/04/2010 19.00,"3,60536365",,,"0,36669424","64,2726357",
16/04/2010 20.00,"3,72953121","42,70484504","17,58241081","0,38867546","54,0600711","0,43154463"
16/04/2010 21.00,"3,81306149","47,29607328",,"0,39839389","46,80072495","0,39889181"
16/04/2010 22.00,"3,60987913","18,45411923","27,8388195","0,339947","65,1562212","0,43842768"
16/04/2010 23.00,"3,23737745","23,62287472",,"0,35628263","60,88311075","0,4231198"
17/04/2010 0.00,"3,24640841","23,14105072","26,37360954","0,34952563","63,6805197","0,34949815"
17/04/2010 1.00,"3,20125565","12,57961586",,"0,33795718","62,42113605","0,4987246"
17/04/2010 2.00,"3,40669677","14,78600077","29,30401993","0,35581896","48,6100503","0,42978318"
17/04/2010 3.00,"3,4699084","5,44295158",,"0,32342614","54,8354877","0,44123664"
17/04/2010 4.00,"3,50603021","5,640878","44,93283081","0,31856692","55,21862745","0,38088481"
17/04/2010 5.00,"3,27575598","3,9406645",,"0,31046901","50,0014431","0,44850514"
17/04/2010 6.00,"3,3367109","7,62986468","31,74603081","0,32291703","45,36352695","0,34652444"
17/04/2010 7.00,"3,38412038","17,27791993",,"0,39011074","41,3745444","0,490134"
17/04/2010 8.00,"3,45184852","13,23829413","38,58362961","0,37784795","66,05446995","0,56127823"
17/04/2010 9.00,"3,25995384","16,52190748",,"0,40112465","73,1854977","0,74332327"
17/04/2010 10.00,"3,21705881","12,41738649","21,0012207","0,4026508","83,48239095","0,6989963"
17/04/2010 11.00,"3,33445417","8,52053164",,"0,37076708","90,61339875","0,63506565"
17/04/2010 12.00,"3,29155915","6,71486561","27,35042","0,35878156","96,7361934","0,47130221"
17/04/2010 13.00,"3,3728327","8,69574541",,"0,35253483","97,181637","0,39178806"
17/04/2010 14.00,"3,21705881","9,45986474","25,39682007","0,36701927","93,92777205","0,35682157"
17/04/2010 15.00,"3,52183337","6,5266751",,"0,33855949","93,8690991","0,37928812"
17/04/2010 16.00,"3,26672604","5,29369704","26,37360954","0,32888649","105,1613178","0,31387061"
17/04/2010 17.00,"3,20802887","4,86377619",,"0,35706901","110,1970569","0,38352799"
17/04/2010 18.00,"3,25092288","9,62047656","14,16361046","0,37252506","108,9834984","0,37890267"
17/04/2010 19.00,"3,42249993","32,26832688",,"0,41149082","84,8811054","0,40764716"
17/04/2010 20.00,"3,20802887","55,43859296","14,16361046","0,46859562","56,06738025","0,50648837"
17/04/2010 21.00,"3,3547718","85,4113344",,"0,54513729","18,61397045","0,53771027"
17/04/2010 22.00,"3,53989427","80,417764","21,0012207","0,56517529","6,64687716","0,60109073"
17/04/2010 23.00,"3,18771023","47,95636336",,"0,48923476","12,1922031","0,58831518"
18/04/2010 0.00,"3,27124152","38,90046216","41,02563095","0,46595806","13,27395794","0,63682811"
18/04/2010 1.00,"3,19674119","37,75995416",,"0,48682904","9,96692624","0,69756437"
18/04/2010 2.00,"3,18093802","30,11872264","41,02563095","0,49039161","8,17775438","0,60378883"
18/04/2010 3.00,"3,23511971",,,"0,48840179","8,50955879","0,73528388"
18/04/2010 4.00,"3,10192221","19,55081184","39,56044006","0,43097311",,"0,60549536"
18/04/2010 5.00,"3,19899893","13,40539719",,,"19,15975856","0,59652033"
18/04/2010 6.00,"3,12449859","15,70587162","38,0952301","0,35095392","14,98605297","0,5800551"
18/04/2010 7.00,"3,36831722","9,32359076",,"0,39716831","22,96638015","0,91171304"
18/04/2010 8.00,"3,98689628","18,07114754","37,11843109","0,41274319","47,3827263","0,74888524"
18/04/2010 9.00,"3,51506015","21,07092832",,"0,4051637","77,9476824","0,79227656"
18/04/2010 10.00,"3,76790974","23,67317944","39,56044006","0,40913752","91,1772456","0,70439251"
18/04/2010 11.00,"3,32768095","8,25446728",,"0,36010383","98,23254315","0,5488332"
18/04/2010 12.00,"3,23060525","8,39236646","39,07204056","0,38533773","99,2511702","0,41161143"
18/04/2010 13.00,"3,47216614","10,84372062",,"0,3856616","102,66319875","0,44277841"
18/04/2010 14.00,"3,68437946","12,62991676","24,90842056","0,42771577","100,55432415","0,44982622"
18/04/2010 15.00,"3,58730376","16,45214816",,"0,38480067","94,6142316","0,56403125"
18/04/2010 16.00,"3,94851674","20,73998024","29,30401993","0,39097517","88,40764695","0,47031063"
18/04/2010 17.00,"3,95077448","38,65549672",,"0,99319862","64,56943185","1,350636"
18/04/2010 18.00,"3,27124152","34,3773776","26,86202049","0,50179929","61,73190345","0,82972047"
18/04/2010 19.00,"4,28715435",,,"0,54759777","49,9412739","0,52856948"
18/04/2010 20.00,"4,8447785",,"48,84004974","0,51829685","36,23265135","0,55720311"
18/04/2010 21.00,"3,40443903","14,67081424",,"0,40086485","69,96734325","0,5347925"
18/04/2010 22.00,"3,13578627","8,80768536","48,84004974","0,40627278","64,22988285","0,39162331"
18/04/2010 23.00,"3,08160356","7,72396185",,"0,45396672","52,8063333","0,37625949"
19/04/2010 0.00,"3,16061938","14,84603374","49,32844162","0,49403456","38,87746275","0,44217228"
19/04/2010 1.00,"3,36154502","14,75842399",,"0,46552002","28,19910555","0,50803015"
19/04/2010 2.00,"3,20802887","3,7070487","59,09645081","0,42729987","55,61267985","0,38898013"
19/04/2010 3.00,"3,08611904","1,49417446",,"0,33135862","71,53844565","0,32273681"
19/04/2010 4.00,"3,11095317","1,40819182","49,81684113","0,36149018","63,32870145","0,21078952"
19/04/2010 5.00,"3,16061938","3,42638239",,"0,37077989","70,78960245","0,30071063"
19/04/2010 6.00,"3,39315134","6,8251861","42,49084091","0,36944014","69,06983265","0,29647076"
19/04/2010 7.00,"3,30962005","20,924928",,"0,38954338","59,37892065","0,3068228"
19/04/2010 8.00,,,,,,
19/04/2010 9.00,"3,24189293","22,172508",,"0,39120584","61,86955845","0,30654719"
19/04/2010 10.00,"3,29155915","20,08779704","13,18680954","0,39952627","64,25007225","0,35252678"
19/04/2010 11.00,"3,3728327","14,42260031",,"0,4050705","74,8770582","0,3302799"
19/04/2010 12.00,"3,09515","14,63513058","6,34920597","0,40405462","79,4637228","0,3859515"
19/04/2010 13.00,"3,21480209","19,53457896",,"0,4191204","77,63931525","0,40203027"
19/04/2010 14.00,"3,20577113","12,0912968","3,41880298","0,39106837","89,1087498","0,38980593"
19/04/2010 15.00,"3,27124152","10,00497211",,"0,39028316","92,4601902","0,32025839"
19/04/2010 16.00,"3,1741648","10,7285341","1,46520102","0,39430357","97,39376535","0,31998278"
19/04/2010 17.00,"3,15836164","14,7048899",,"0,39984897","96,46138215","0,27686706"
19/04/2010 18.00,"3,36154502","39,8008612","12,21000957","0,43839183","68,91565905","0,32279173"
19/04/2010 19.00,"3,12675633","42,14839568",,"0,44338269","51,5931339","0,3428907"
19/04/2010 20.00,"3,47216614","23,24812272","22,95482063","0,39804672","78,7938018","0,35599577"
19/04/2010 21.00,"3,22608977","13,61467324",,"0,36907084","87,719352","0,3302799"
19/04/2010 22.00,"3,22834751","11,71653524","26,37360954","0,35816411","78,6763362","0,32615088"
19/04/2010 23.00,"3,18319576","8,97803118",,"0,34813462","75,1340142","0,26403659"
20/04/2010 0.00,"3,10869543","9,21813631","19,04759979","0,33773583","71,24845245","0,24085509"
20/04/2010 1.00,"3,09966447","6,33361663",,"0,33038818","65,80282065","0,23964283"
20/04/2010 2.00,"3,09966447","2,34914821","16,60560989","0,33676655","74,21996505","0,22141717"
20/04/2010 3.00,"3,06580142",,,"0,33454723","73,23251985","0,22262842"
20/04/2010 4.00,"3,1673926","3,2349453","11,72161007","0,33422452",,"0,24911415"
20/04/2010 5.00,"3,02064967","3,58212818",,,"73,1781561","0,25307943"
20/04/2010 6.00,"3,24415067","9,02507976","10,25640965","0,316414","71,6890881","0,23667014"
20/04/2010 7.00,"3,22383203","29,35948656",,"0,36541623","67,27668675","0,49437387"
20/04/2010 8.00,"3,35702954","17,72568165","18,55920982","0,3481754","84,96280065","0,52427469"
20/04/2010 9.00,"3,23737745","14,76004154",,"0,34785269","89,8228401","0,47978195"
20/04/2010 10.00,"3,43830309","14,00565621","27,35042","0,34255078","94,72489425","0,39349459"
20/04/2010 11.00,"3,50377247","13,66009854",,"0,31899564","97,61716545","0,37956372"
20/04/2010 12.00,"3,78597065","11,84632754","25,88521957","0,3056727","104,4485841","0,28066658"
20/04/2010 13.00,"3,71598579","11,73600514",,"0,31636857","106,4931","0,24085509"
20/04/2010 14.00,"3,3796049","13,15068438","21,48962021","0,33250265","108,76414815","0,23353066"
20/04/2010 15.00,"3,22157429","11,0951773",,"0,33300943","111,70390035","0,21739697"
20/04/2010 16.00,"3,40218129","13,35185354","23,44322014","0,33176404","111,4060668","0,24057949"
20/04/2010 17.00,"3,76113754","19,59299056",,"0,32503384","108,71662725","0,24691133"
20/04/2010 18.00,"4,44518598","31,63237656","25,39682007","0,33462179","100,22076015","0,24322267"
20/04/2010 19.00,"4,26909344","40,49197272",,"0,38629769","87,95190915","0,30252801"
20/04/2010 20.00,"3,3547718","46,40865672","24,90842056","0,35748724","73,7573445","0,47075099"
20/04/2010 21.00,"3,16513486","25,4285484",,"0,33646715","85,01762325","0,36849571"
20/04/2010 22.00,"3,32993869","15,92164655","27,8388195","0,34619257","78,7489143","0,39762463"
20/04/2010 23.00,"3,15836164","9,31709952",,"0,30415238","86,2764882","0,41866025"
21/04/2010 0.00,"3,34574186","5,44457296","38,0952301","0,29221229","93,90271485","0,31332041"
21/04/2010 1.00,"3,14481622","3,24792587",,"0,27077746","93,2614221","0,33237289"
21/04/2010 2.00,"3,02064967","2,17718102","35,65322113","0,25667164","93,56835285","0,22835515"
21/04/2010 3.00,"3,31639327","1,15997407",,"0,24648371","93,00197235","0,23022744"
21/04/2010 4.00,"3,06128594","1,42441514","29,7924099","0,24925059","92,5561497","0,21222044"
21/04/2010 5.00,"4,18782091","8,26744594",,"0,58101463","90,2613411","1,68967228"
21/04/2010 6.00,"3,55118196","9,39335008","21,97801971","0,33217878","82,59309975","4,15256762"
21/04/2010 7.00,"3,74307664","27,4321332",,"0,45599731","65,53549065","1,0004229"
21/04/2010 8.00,"3,76339528","30,95587272","103,05239868","0,50066574","66,12744705","1,39617523"
21/04/2010 9.00,"4,81994539","44,05949704",,"0,42478929","68,9302026","1,23588077"
21/04/2010 10.00,"4,56935252","25,18843944","85,47006989","0,33660462","96,07327485","0,77795924"
21/04/2010 11.00,"4,52194405","18,38922213",,"0,33038235","106,6172688","0,63776375"
21/04/2010 12.00,"3,69340941","12,40765058","63,98046112","0,28751035","115,93357965","0,40797667"
21/04/2010 13.00,"3,65954636","11,36124358",,"0,28852507","118,8915861","0,3100711"
21/04/2010 14.00,"4,09300193","11,90635095","42,00244141","0,27741563","119,18941965","0,26233007"
21/04/2010 15.00,"3,58504602","8,20255266",,"0,27930526","100,42915785","0,25406999"
21/04/2010 16.00,"3,64148546","10,10069066","35,65322113","0,30959176",,"0,22025983"
21/04/2010 17.00,"4,67320246","12,14483089",,"0,34172246",,"0,10087928"
21/04/2010 18.00,"5,28726503","14,4761344","19,53602028","0,37233051",,"0,29669043"
21/04/2010 19.00,"3,67534952","27,57490224",,"0,41400256","89,3574465","0,36904591"
21/04/2010 20.00,"3,93045584","97,05162864","21,97801971","0,62406953","19,27340573","0,52251223"
21/04/2010 21.00,"3,51957563","34,17782216",,"0,45604391","61,23478935","0,69673856"
21/04/2010 22.00,"3,2644683","11,98421906","30,76922989","0,39832981","87,0017904","0,40869264"
21/04/2010 23.00,"3,3728327","19,92556384",,"0,40330786","65,7218037","0,32681092"
22/04/2010 0.00,"3,34348412","13,45244195","42,49084091","0,37878461","56,70562065","0,33468555"
22/04/2010 1.00,"3,36380276","9,00561178",,"0,36057449","65,67458205",
22/04/2010 2.00,"3,03645283","6,73108893","35,65322113","0,33775797","89,5800087",
22/04/2010 3.00,"3,19899893",,,"0,31300288","97,997592",
22/04/2010 4.00,"3,052256","2,38483951","24,90842056","0,32729277",,
22/04/2010 5.00,"3,14481622","2,61683586",,,"62,43653745",
22/04/2010 6.00,"3,08160356","6,08053093","17,09399986","0,26932121","54,2384241",
22/04/2010 7.00,"3,00484651","24,95968776",,"0,48286571","54,3164685",
22/04/2010 8.00,"3,33445417","30,76119288","20,02441978","0,62596499","62,89319295",
22/04/2010 9.00,"3,20802887","18,99760141",,"0,38588878","86,9976807",
22/04/2010 10.00,"3,38637812","6,27034473","43,9560318","0,28081743","111,63016515",
22/04/2010 11.00,"3,67534952","3,79465271",,"0,2516633","117,9087294",
22/04/2010 12.00,"3,28704468","4,66098374","39,56044006","0,23189092","122,07666345",
22/04/2010 13.00,"3,63922772","4,25377554",,"0,24568685","122,82395055",
22/04/2010 14.00,"3,32542321","2,21611698","22,46640968","0,25552644","121,47724575",
22/04/2010 15.00,"3,45184852","1,17781877",,"0,25612409","121,05542295",
22/04/2010 16.00,"3,35025734","1,94031863","27,35042","0,2706097","122,66451015",
22/04/2010 17.00,"3,09515","1,84622338",,"0,29594612","121,8226002",
22/04/2010 18.00,"3,36605948","2,81638174","17,09399986","0,29415202","118,04815995",
22/04/2010 19.00,"3,21931655","3,24468121",,"0,2982901","115,4710389",
22/04/2010 20.00,"3,28027146","2,87316431","17,58241081","0,29953199","112,1599374",
22/04/2010 21.00,"3,51957563","4,95625007",,"0,32123594","108,7010064",
22/04/2010 22.00,"3,21028661","5,25962711","18,55920982","0,34684846","115,7649024",
22/04/2010 23.00,"3,21705881","6,69053158",,"0,43095098","104,5911468",
23/04/2010 0.00,"3,20802887","4,57499918","30,76922989","0,44975874","101,026002",
