,Comune Bari,,,,,
,Stadio S.Nicola,,,,,
Parm,SO2,NO2,PM10,CO,O3,BENZENE



23/07/2010 1.00,"2,45512445","6,82112883",,"0,29358932","46,9200858","0,42554331"
23/07/2010 2.00,"2,68652652","8,06546417","38,33943176","0,26894957","49,93510935","0,29580971"
23/07/2010 3.00,"2,75876912",,,"0,33319466","53,61053775","0,34377143"
23/07/2010 4.00,"2,55558676","0,92554566","30,03663063","0,26063147",,"0,32554475"
23/07/2010 5.00,"2,84342928","5,21339113",,,"60,00279705","0,32785741"
23/07/2010 6.00,"2,69217087","18,04852667","35,40903091","0,38259765","52,4950734","0,36904591"
23/07/2010 7.00,"2,55220015","18,52549419",,"0,43228607","61,86309465","0,57565048"
23/07/2010 8.00,"2,70120082","55,9593644","34,4322319","0,50604455","56,92806315","0,73809182"
23/07/2010 9.00,"2,57251879","25,84142568",,"0,42700629","101,23840965","0,72366567"
23/07/2010 10.00,"2,51607936","11,77980332","49,57265091","0,40005751","120,9474735","0,49888935"
23/07/2010 11.00,"2,60525399","4,18969294",,"0,38547287","124,2105354","0,36078685"
23/07/2010 12.00,"2,61428393","9,82976026","48,84004974","0,40640909","114,4943667","0,37730598"
23/07/2010 13.00,"2,75695784","3,94035094",,"0,37940905","113,7222219","0,36201946"
23/07/2010 14.00,"2,91002753","1,92652929","43,22343063","0,33335543","111,26320485","0,3068228"
23/07/2010 15.00,,,,,,
23/07/2010 16.00,,,,,,
23/07/2010 17.00,,,,,,
23/07/2010 18.00,,,,,,
23/07/2010 19.00,,,,,,
23/07/2010 20.00,,,,,,
23/07/2010 21.00,,,,,,
23/07/2010 22.00,,,,,,
23/07/2010 23.00,,,,,,
24/07/2010 0.00,,,,,,
24/07/2010 1.00,,,,,,
24/07/2010 2.00,,,,,,
24/07/2010 3.00,,,,,,
24/07/2010 4.00,,,,,,
24/07/2010 5.00,,,,,,
24/07/2010 6.00,,,,,,
24/07/2010 7.00,,,,,,
24/07/2010 8.00,,,,,,
24/07/2010 9.00,,,,,,
24/07/2010 10.00,,,,,,
24/07/2010 11.00,,,,,,
24/07/2010 12.00,,,,,,
24/07/2010 13.00,,,,,,
24/07/2010 14.00,,,,,,
24/07/2010 15.00,,,,,,
24/07/2010 16.00,,,,,,
24/07/2010 17.00,,,,,,
24/07/2010 18.00,,,,,,
24/07/2010 19.00,,,,,,
24/07/2010 20.00,,,,,,
24/07/2010 21.00,,,,,,
24/07/2010 22.00,,,,,,
24/07/2010 23.00,,,,,,
25/07/2010 0.00,,,,,,
25/07/2010 1.00,,,,,,
25/07/2010 2.00,,,,,,
25/07/2010 3.00,,,,,,
25/07/2010 4.00,,,,,,
25/07/2010 5.00,,,,,,
25/07/2010 6.00,,,,,,
25/07/2010 7.00,,,,,,
25/07/2010 8.00,,,,,,
25/07/2010 9.00,,,,,,
25/07/2010 10.00,,,,,,
25/07/2010 11.00,,,,,,
25/07/2010 12.00,,,,,,
25/07/2010 13.00,,,,,,
25/07/2010 14.00,,,,,,
25/07/2010 15.00,,,,,,
25/07/2010 16.00,,,,,,
25/07/2010 17.00,,,,,,
25/07/2010 18.00,,,,,,
25/07/2010 19.00,,,,,,
25/07/2010 20.00,,,,,,
25/07/2010 21.00,,,,,,
25/07/2010 22.00,,,,,,
25/07/2010 23.00,,,,,,
26/07/2010 0.00,,,,,,
26/07/2010 1.00,,,,,,
26/07/2010 2.00,,,,,,
26/07/2010 3.00,,,,,,
26/07/2010 4.00,,,,,,
26/07/2010 5.00,,,,,,
26/07/2010 6.00,,,,,,
26/07/2010 7.00,,,,,,
26/07/2010 8.00,,,,,,
26/07/2010 9.00,,,,,,
26/07/2010 10.00,,,,,,
26/07/2010 11.00,,,,,,
26/07/2010 12.00,,,,,,
26/07/2010 13.00,,,,,,
26/07/2010 14.00,,,"13,43101025",,,
26/07/2010 15.00,"2,51720823","1,21918871",,"0,15015802","93,8829444",
26/07/2010 16.00,"2,58154873","1,75618347","14,89620972","0,15261617","91,61808075",
26/07/2010 17.00,"2,5578445","1,93058464",,"0,15191018","93,9518916","0,09350095"
26/07/2010 18.00,"2,59170856","3,31281915","8,54700947","0,14838139","92,8081182","0,07929346"
26/07/2010 19.00,"2,69894308","7,30134102",,"0,15266743","88,71743055","0,13358804"
26/07/2010 20.00,"2,55332902","13,71038987","5,12820482","0,16853356","79,0272966","0,12885187"
26/07/2010 21.00,"2,55558676","9,15486632",,"0,17365607","82,0768137","0,1787408"
26/07/2010 22.00,"2,48108642","6,57777712","6,83760691","0,16889937","80,08614285","0,14911661"
26/07/2010 23.00,"2,68426878","0,88012037",,"0,15483666","80,47804065","0,18281592"
27/07/2010 0.00,"2,55332902","0,70734058","12,21000957","0,15326857","83,34337935","0,13876355"
27/07/2010 1.00,"2,69555748","0,33014695",,"0,14634264","77,78850135","0,17323476"
27/07/2010 2.00,"2,43932128",,"10,01220989","0,14093238","74,3866074","0,14867523"
27/07/2010 3.00,"2,49801845",,,"0,13024234","79,9229718","0,1539616"
27/07/2010 4.00,"2,65379133","0,09328457","12,21000957","0,12294944",,"0,12885187"
27/07/2010 5.00,"2,57929099","2,58357662",,,"71,61728805","0,13408331"
27/07/2010 6.00,"2,70345856","6,26223402","11,72161007","0,22425784","70,23451365","0,16326816"
27/07/2010 7.00,"2,5826776","16,20555178",,"0,25189514","62,3407575","0,25137189"
27/07/2010 8.00,"2,62895822","9,62453191","16,84980965","0,25139768","71,2701381","0,25825495"
27/07/2010 9.00,"2,45512445","5,04304531",,"0,24864362","81,0969495","0,22328845"
27/07/2010 10.00,"2,58493534","2,66469322","22,46640968","0,24303298","89,09225115","0,18314645"
27/07/2010 11.00,"2,44722236","1,76591746",,"0,24379256","95,3185065","0,15913813"
27/07/2010 12.00,"2,55107128","2,6387359","23,44322014","0,24350481","97,21744725","0,14812503"
27/07/2010 13.00,"2,89873985","0,94663502",,"0,23540223","98,60437125","0,16436957"
27/07/2010 14.00,"2,67523884","0,54105011","16,84980965","0,25386282","101,14017585","0,12885187"
27/07/2010 15.00,"2,59960964","0,52320542",,"0,24292697","104,749869","0,09911682"
27/07/2010 16.00,"2,66733777","0,5962094","15,62880993","0,25913328","106,3107171","0,11497592"
27/07/2010 17.00,"2,60412512","0,97746029",,"0,26102175","106,05765135","0,03898568"
27/07/2010 18.00,"2,70797404","1,37898985","15,38461018","0,2688354","105,44666265","0,12290547"
27/07/2010 19.00,"2,79489092","3,60321754",,"0,28797868","100,9003968","0,15858793"
27/07/2010 20.00,"2,71361737","23,6090892","8,54700947","0,31656079","82,0201956","0,22730865"
27/07/2010 21.00,"2,75425466","30,5259404",,"0,33077379","66,21355125","0,32928935"
27/07/2010 22.00,"2,64589025","11,91933152","15,14041042","0,29954247","68,5703445","0,29602938"
27/07/2010 23.00,"2,61202619","8,1173807",,"0,31016261","61,29515805","0,41034526"
28/07/2010 0.00,"2,38175298","7,92756499","22,46640968","0,29804778","56,96449185","0,35616052"
28/07/2010 1.00,"2,70120082","3,43773967",,"0,29594961","59,8099803","0,34690989"
28/07/2010 2.00,"2,58945082","2,49191534","22,71062088","0,30014478","58,0675473","0,32708652"
28/07/2010 3.00,"2,50930614","0,38936159",,"0,29264567","59,5743708","0,29790167"
28/07/2010 4.00,"2,60863958","0,55970741","36,38582993","0,27751465","65,39935185","0,24410339"
28/07/2010 5.00,"2,49801845","0,61648998",,"0,26825873","66,16275855","0,19366426"
28/07/2010 6.00,"2,7305494","2,9737489","19,53602028","0,26718343","65,5766874","0,2325401"
28/07/2010 7.00,"2,45625332","12,04586959",,"0,29052188","59,82328695","0,29658059"
28/07/2010 8.00,"2,47995755","23,97087784","14,89620972","0,31207671","65,49926145","0,36596237"
28/07/2010 9.00,"2,49124523","6,59967908",,"0,26747119","91,78039395","0,33853998"
28/07/2010 10.00,"2,52059382","1,04073028","21,0012207","0,25742889","105,67971855","0,17307001"
28/07/2010 11.00,"2,38175298","1,28651597",,"0,25637922","110,4241278","0,18452346"
28/07/2010 12.00,"2,57477653","0,72761925","18,55920982","0,25108313","112,65435825","0,11436979"
28/07/2010 13.00,"2,5251093","0,36259168",,"0,25215843","114,22202925","0,14867523"
28/07/2010 14.00,"2,76780008","0,84280578","17,82661057","0,23836483","112,79755935","0,13342226"
28/07/2010 15.00,"2,64137477","0,80305912",,"0,26235917","111,4806","0,11894018"
28/07/2010 16.00,"2,76441347","0,88904176","14,65200996","0,27754145","107,93666205","0,12885187"
28/07/2010 17.00,"2,63121596","2,07821781",,"0,28147565","97,6794693","0,16679207"
28/07/2010 18.00,"2,55107128","3,68920209","8,54700947","0,2817902","90,6407103","0,1892037"
28/07/2010 19.00,"2,66733777","4,27892216",,"0,29912307","89,95971705","0,17301407"
28/07/2010 20.00,"2,52849591","8,10602342","5,12820482","0,3125497","82,2266382","0,25230855"
28/07/2010 21.00,"2,48673077","4,53849719",,"0,32212017","75,29359425","0,26222023"
28/07/2010 22.00,"2,63573144","8,28285857","7,57020807","0,32647378","55,4252097","0,45781069"
28/07/2010 23.00,"2,45060897","12,22756886",,"0,29933277","44,5469535","0,48380216"
29/07/2010 0.00,"2,80166313","23,87353792","17,33819962","0,32159592","33,80772885","0,41992642"
29/07/2010 1.00,"2,37836637",,,"0,28005901","61,92118905","0,40726172"
29/07/2010 2.00,"2,59396529",,"23,19902039","0,27282087","74,75330835","0,28832052"
29/07/2010 3.00,"2,3591766",,,"0,3037388","56,3168151","0,37851723"
29/07/2010 4.00,"2,41335931",,"18,55920982","0,28685096",,"0,48203969"
29/07/2010 5.00,"2,60073851",,,,"59,5290444","0,40076411"
29/07/2010 6.00,"2,48898749",,"16,60560989","0,29115564","58,8080913","0,69927191"
29/07/2010 7.00,"2,52398043",,,"0,30370851","52,6202796","0,70373146"
29/07/2010 8.00,"2,55897337",,"22,95482063","0,34404547","62,12463915","0,51788691"
29/07/2010 9.00,"2,52849591",,,"0,32403427","105,96647985","0,51640006"
29/07/2010 10.00,"2,44045015",,"35,16482162","0,3017385","133,03851015","0,47130221"
29/07/2010 11.00,"2,45851004",,,"0,29811535","133,8504552","0,33551135"
29/07/2010 12.00,"2,54881354",,"28,32722092","0,32828885","119,88511605","0,31073215"
29/07/2010 13.00,"2,62557161",,,"0,31705009","121,41803415","0,23903771"
29/07/2010 14.00,"2,54091246",,"30,28083038","0,30759495","122,255994","0,17940185"
29/07/2010 15.00,"2,52172269",,,"0,31731222","122,32950975","0,15313579"
29/07/2010 16.00,"2,71587511",,"28,81562042","0,31686602","116,36809065","0,15412737"
29/07/2010 17.00,"2,54994241",,,"0,32143515","108,219573","0,16849961"
29/07/2010 18.00,"2,57251879",,"17,33819962","0,32140836","105,90128325","0,14322411"
29/07/2010 19.00,"2,59283642",,,"0,26762613","116,8375341","0,18501874"
29/07/2010 20.00,"2,691042",,"15,38461018","0,27400684","117,91349745","0,13876355"
29/07/2010 21.00,"2,55107128",,,"0,30213227","110,0382549","0,16409397"
29/07/2010 22.00,"2,58945082",,"13,67521","0,28976463","112,1334438","0,24559025"
29/07/2010 23.00,"2,46641213",,,"0,28264648","111,44750295","0,1200416"
30/07/2010 0.00,"2,55220015",,"19,78022003","0,2994551","103,3783863","0,13325751"
30/07/2010 1.00,"2,68652652",,,"0,30502147","92,02031265","0,12444724"
30/07/2010 2.00,"2,51382162",,"21,0012207","0,3031563","81,1508943","0,11563697"
30/07/2010 3.00,"2,49914732",,,"0,33427578","73,0408203","0,11563697"
30/07/2010 4.00,"2,44496462",,"23,44322014","0,28476911","71,18844285","0,1552837"
30/07/2010 5.00,"2,50253292","12,53663028",,"0,29338778","46,98298815","0,1673982"
30/07/2010 6.00,"2,61767054","15,9573283","22,71062088","0,35110887","39,1160049","0,19393885"
30/07/2010 7.00,"2,60976845","22,58135096",,"0,37794814","35,5546905","0,66402981"
30/07/2010 8.00,"2,55332902","3,79059736","23,44322014","0,29617213","75,6840357","0,47383454"
30/07/2010 9.00,"2,45963993","0,72680856",,"0,27119686","89,45897205","0,36238354"
30/07/2010 10.00,"2,66508003","14,20358071","21,24542046","0,33080991","93,67189335","0,29492898"
30/07/2010 11.00,"2,84342928","15,83079022",,"0,33569359","103,74851865","0,61463615"
30/07/2010 12.00,"2,58493534","1,63288624","23,44322014","0,33635065","123,60431475","0,43187515"
30/07/2010 13.00,"2,79037544","0,55402877",,"0,33123047","120,65534565","0,27003893"
30/07/2010 14.00,"2,49350297","1,52499973","21,73381996","0,32676503","117,43908645","0,26761643"
30/07/2010 15.00,"2,73845149",,,"0,20026583","104,49528705","0,21926927"
30/07/2010 16.00,"3,00597538","0,05840395","27,35042","0,20859092","107,6306091","0,12450216"
30/07/2010 17.00,"3,13917288",,,"0,22542401","106,01827005","0,14746398"
30/07/2010 18.00,"2,93034617","0,73167651","14,16361046","0,22356001","102,5555685","0,18953422"
30/07/2010 19.00,"2,79601979","0,18656914",,"0,23477313","105,35497245","0,13876355"
30/07/2010 20.00,"2,80392087","0,31960036","16,84980965","0,26599746","92,6510319","0,13744247"
30/07/2010 21.00,"2,7057163","4,5198399",,"0,2946751","77,05577775","0,18832298"
30/07/2010 22.00,"2,64701912","4,30812414","15,38461018","0,29449103","76,74583455","0,19393885"
30/07/2010 23.00,"2,59283642","5,74714122",,"0,2924418","72,69913665","0,15297104"
31/07/2010 0.00,"2,5036628","2,15203439","32,47863007","0,27145898","79,94709135","0,29470829"
31/07/2010 1.00,"2,53978359","4,79320427",,"0,26612911","72,45020055","0,37664493"
31/07/2010 2.00,"2,71361737","0,30500033","27,10622025","0,26213782","76,94800785","0,32312226"
31/07/2010 3.00,"2,48334416",,,"0,25966918","97,25327745","0,78401649"
31/07/2010 4.00,"2,4348058","0,29607702","29,30401993","0,21786083",,"0,20952234"
31/07/2010 5.00,"2,58945082",,,,"92,12716485","0,15429212"
31/07/2010 6.00,"2,60751173","0,87038446","17,58241081","0,24657109","84,2890293","0,04675047"
31/07/2010 7.00,"2,54542794","0,32690229",,"0,26402162","81,3502347","0,14041617"
31/07/2010 8.00,"2,47882868","3,93904313","38,0952301","0,26591475","78,69167775","0,16841622"
31/07/2010 9.00,"2,55897337","0,87849708",,"0,27372025","85,55244285","0,15434704"
31/07/2010 10.00,"2,44045015","0,73654255","24,90842056","0,2557175","95,6914119","0,13590069"
31/07/2010 11.00,"2,45399558","2,64603783",,"0,25963307","99,62006565","0,18551402"
31/07/2010 12.00,"2,44722236","1,46335111","12,45421028","0,25114371","111,38769285","0,14443536"
31/07/2010 13.00,"2,43932128","0,57106278",,"0,24110491","110,7647142","0,14443536"
31/07/2010 14.00,"2,45512445",,"6,10500622","0,2339821","108,82244205","0,1090285"
31/07/2010 15.00,"2,4923741",,,"0,2296716","109,93832535","0,09344501"
31/07/2010 16.00,"2,54655681","0,67083858","3,17460299","0,21345713","107,7792765","0,09487695"
31/07/2010 17.00,"2,47995755","1,00179431",,"0,21768841","106,02293835","0,12174914"
31/07/2010 18.00,"2,63121596","4,11993362","1,70940197","0,29088186","78,1812969","0,19113091"
31/07/2010 19.00,"2,60976845","1,32950729",,"0,21976444","97,737045","0,19118583"
31/07/2010 20.00,"2,48785964","3,81574398","3,90720391","0,23897645","95,0767923","0,15013463"
31/07/2010 21.00,"2,50479066","7,76614248",,"0,2501721","80,8999233","0,22912603"
31/07/2010 22.00,"2,54994241","1,82918937","2,93040299","0,23340426","84,74518605","0,18567979"
31/07/2010 23.00,"2,43029032","0,73086391",,"0,22530984","85,19050995","0,19250793"
01/08/2010 0.00,"2,44383676","2,15690043","11,96580982","0,23046147","79,32628725","0,16585643"
01/08/2010 1.00,"2,52623817","2,31021224",,"0,22212939","77,4624585","0,17114178"
01/08/2010 2.00,"2,49463184","0,7324872","10,98900986","0,20402179","80,55800025","0,23942316"
01/08/2010 3.00,"2,6154128","0,13303122",,"0,19553244","75,6069489","0,18259625"
01/08/2010 4.00,"2,58945082","0,08760593","12,45421028","0,19632114","72,58562115","0,17995307"
01/08/2010 5.00,"2,49124523","1,3019286",,"0,19779254","62,90029515","0,14713346"
01/08/2010 6.00,"2,6334737","2,28912097","7,57020807","0,19774128","59,33271645","0,1940497"
01/08/2010 7.00,"2,5646167","2,26235297",,"0,20741194","62,21313735","0,17268457"
01/08/2010 8.00,"2,45851004","0,50535881","11,96580982","0,20654402","72,38045535","0,23788139"
01/08/2010 9.00,"2,51946495","1,2824587",,"0,19913345","82,5619578","0,16431466"
01/08/2010 10.00,"2,5036628","0,8679524","11,96580982","0,18733317","90,14824455","0,17428126"
01/08/2010 11.00,"2,5070484","0,57349675",,"0,19127553","94,2253662","0,13876355"
01/08/2010 12.00,"2,49463184","0,27498575","11,23320961","0,19739877","95,35950375","0,192452"
01/08/2010 13.00,"2,59283642","0,1622332",,"0,20099978","95,320302","0,15858793"
01/08/2010 14.00,"2,52736704",,"9,52380943","0,19230073","99,6992871","0,12224442"
01/08/2010 15.00,"2,58945082",,,"0,19655764","101,1344901","0,10159525"
01/08/2010 16.00,"2,65717794",,"6,83760691","0,21298297","97,5302433","0,06690436"
01/08/2010 17.00,"2,66282229",,,"0,21287812","101,04944325","0,02973505"
01/08/2010 18.00,"2,71926172",,"10,01220989","0,22039587","100,2897273","0,0602959"
01/08/2010 19.00,"2,49801845","0,2895877",,"0,22352273","95,7489477","0,10076945"
01/08/2010 20.00,"2,51607936","6,93874934","9,03540897","0,24128898","87,597258","0,17675867"
01/08/2010 21.00,"2,56123111","18,24483171",,"0,26531011","76,1540178","0,2519231"
01/08/2010 22.00,"2,59396529","22,50185","13,91940975","0,26097398","69,33241455","0,27180139"
01/08/2010 23.00,"2,53865472","32,4508464",,"0,26586116","42,32713695","0,2279697"
02/08/2010 0.00,"2,69781421","28,21167472","20,26861954","0,27432488","25,6292862","0,4425028"
02/08/2010 1.00,"2,65830681","7,61688794",,"0,23046147","34,1670882","0,37609474"
02/08/2010 2.00,"2,68765539","3,90091785","26,61782074","0,20228711","45,10581285","0,36320935"
02/08/2010 3.00,"2,48898749",,,"0,17195866","59,9264883","0,27521546"
02/08/2010 4.00,"2,51382162","0,29526634","22,46640968","0,15484947",,"0,20230876"
02/08/2010 5.00,"2,58832195","0,60351133",,,"63,65991135","0,26761643"
02/08/2010 6.00,"2,54994241","2,00359054",,"0,2978241","63,15852795","0,23380627"
02/08/2010 7.00,"2,52623817","16,77580387",,"0,33626793","53,1677475","0,23788139"
02/08/2010 8.00,"2,56800331","22,0070244",,"0,34191702","64,5598758","0,34162352"
02/08/2010 9.00,"2,49576071","9,67725914",,"0,30672237","87,07925625","0,32829777"
02/08/2010 10.00,"2,71361737","2,02630318",,"0,28309267","103,55955225","0,23380627"
02/08/2010 11.00,"2,64589025","0,77142317",,"0,28705251","108,4353522","0,19234216"
02/08/2010 12.00,"2,48898749","0,17034582",,"0,29724393","112,16147355","0,16635171"
02/08/2010 13.00,"2,80956522","1,8900273",,"0,32494064","109,68547905","0,16260711"
02/08/2010 14.00,"2,66733777","0,4964355",,"0,32913813","113,56695105","0,20412614"
02/08/2010 15.00,"2,51720823","9,28465288",,"0,33666287","95,6545044","0,15269543"
02/08/2010 16.00,"2,65379133","2,56248726",,"0,35672999","94,0442202","0,21618572"
02/08/2010 17.00,"2,6515346","10,75043414",,"0,37011584","82,10308785","0,25770475"
02/08/2010 18.00,"2,68652652","10,77882543",,"0,39736053","80,6511468","0,14410483"
02/08/2010 19.00,"2,55107128","10,23209859",,"0,4415618","86,3522583","0,29349705"
02/08/2010 20.00,"2,67072336","28,02997736","6,34920597","0,46384592","68,76894675","0,52102537"
02/08/2010 21.00,"2,55445789","12,64775763",,"0,44377996","62,82428565","0,47532139"
02/08/2010 22.00,"2,57026105","9,84841755","15,87300968","0,43773361","53,11761315","0,5824237"
02/08/2010 23.00,"2,54881354","31,51149992",,"0,46014937","21,02692095","0,57531995"
03/08/2010 0.00,"2,54768568","9,98388084","29,30401993","0,35921144","33,94909455","0,49988093"
03/08/2010 1.00,"2,43367693","14,73489683",,"0,37003662","20,60158695","0,373837"
03/08/2010 2.00,"2,69217087","11,83659354","22,22220993","0,36169406","22,33803495","0,48611481"
03/08/2010 3.00,"2,66620788","5,9385764",,"0,32161456","30,7453041","0,48567445"
03/08/2010 4.00,"2,63121596","4,86053153","21,0012207","0,29457724","34,48056255","0,42102783"
03/08/2010 5.00,"2,73393601","14,83710279",,"0,30141579","24,30678075","0,34173437"
03/08/2010 6.00,"2,66733777","21,32321672","23,93161964","0,33375969","18,90611625","0,4462474"
03/08/2010 7.00,"2,55220015","14,49966347",,"0,36900793","26,8278822","0,54029854"
03/08/2010 8.00,"2,78247437","21,7425948","22,22220993","0,40121785","40,75028895","0,82046984"
03/08/2010 9.00,"2,42238925","14,98393292",,"0,36480927","67,9951461","0,60923995"
03/08/2010 10.00,"2,88970889","22,70463672","32,72283173","0,37024865","76,236132","0,46078439"
03/08/2010 11.00,"2,72603392","31,46689296",,"0,50553661","83,2236594","0,6548341"
03/08/2010 12.00,"2,66395116","5,3058631","29,05982971","0,36961489","110,97073785","0,74778383"
03/08/2010 13.00,"2,66282229","1,2021547",,"0,31115752","116,1399225","0,41849448"
03/08/2010 14.00,"2,65604907","0,54510546","29,30401993","0,32351468","115,83486705","0,27499477"
03/08/2010 15.00,"2,7452237","0,10463994",,"0,33856415","109,11814095","0,30484067"
03/08/2010 16.00,"2,84455815","0,69111726","33,45542145","0,36050459","109,1523552","0,58765413"
03/08/2010 17.00,"2,85697471","2,6119679",,"0,31936961","99,00452835","0,24955451"
03/08/2010 18.00,"2,90692975","7,7797215","28,57142067","0,32966588","84,9277086","0,23476326"
03/08/2010 19.00,"2,55897337","7,33216628",,"0,32987791","75,75563625","0,24041372"
03/08/2010 20.00,"2,63911703","8,20822938","19,04759979","0,34772687","70,91401065","0,30726316"
03/08/2010 21.00,"2,57026105","13,94238813",,"0,3793042","57,11276025","0,26255075"
03/08/2010 22.00,"2,61767054","33,17360152","25,64101982","0,40810999","37,00499565","0,38402429"
03/08/2010 23.00,"2,76441347","29,13396616",,"0,38138955","39,057312","0,42064239"
04/08/2010 0.00,"2,53413924","18,04852667","29,54821968","0,30585095","59,3631003","0,263762"
04/08/2010 1.00,"2,68652652","24,46811256",,"0,34595724","48,0277896","0,27235158"
04/08/2010 2.00,"2,48221529","4,9351588","30,76922989","0,29233345","46,94815545","0,24779307"
04/08/2010 3.00,"2,60863958",,,"0,28456989","47,03757135","0,35682157"
04/08/2010 4.00,"2,58493534","0,39909558","29,30401993","0,25866961",,"0,23529312"
04/08/2010 5.00,"2,40432835","0,83793974",,,"54,8410338","0,25296858"
04/08/2010 6.00,"2,51946495","4,20997353","21,97801971","0,29471704","50,89630035","0,21073359"
04/08/2010 7.00,"2,69668534","11,61676134",,"0,38853682","53,5710567","0,2452048"
04/08/2010 8.00,"2,68539765","15,90299117","20,02441978","0,38197321","68,1649206","0,71061451"
04/08/2010 9.00,"2,57138992","3,96256455",,"0,30974904","93,32388555","0,33011515"
04/08/2010 10.00,"2,70232969","4,04692773","27,35042","0,29000578","100,5841893","0,22323353"
04/08/2010 11.00,"2,61767054","6,62401502",,"0,2819335","99,56388645","0,20555807"
04/08/2010 12.00,"2,58041986","3,35662116","18,31501007","0,29519353","109,42652805","0,18105448"
04/08/2010 13.00,"2,79714866","1,28651597",,"0,29349962","103,13162475","0,19096616"
04/08/2010 14.00,"2,47657094","0,50373743","19,29179955","0,29971955","107,3618028","0,06739964"
04/08/2010 15.00,"2,62782935","0,40071696",,"0,2916729","111,542046","0,05947009"
04/08/2010 16.00,"2,45512445","0,55808603","23,68741989","0,29408212","107,7446433","0,07929346"
04/08/2010 17.00,"2,61202619","0,63757934",,"0,29765401","108,66667245","0,08127559"
04/08/2010 18.00,"2,7632846","1,58421437","15,62880993","0,30278933","103,56928785","0,09713469"
04/08/2010 19.00,"2,79376205","5,0162754",,"0,30368871","93,7791246","0,11101165"
04/08/2010 20.00,"2,54655681","11,23064824","12,21000957","0,32941307","83,57272455","0,14867523"
04/08/2010 21.00,"2,74409483","16,65656199",,"0,34645586","74,6579274","0,19757361"
04/08/2010 22.00,"2,82649725","31,71918136","17,33819962","0,40026138","54,0321012","0,31453166"
04/08/2010 23.00,"2,62444274","12,5869197",,"0,32549634","53,16992205","0,29988482"
05/08/2010 0.00,"2,70797404","7,47817616","30,28083038","0,31506959","53,2731234","0,36700886"
05/08/2010 1.00,"2,65266246","1,77484077",,"0,29106477","51,6361461","0,2279697"
05/08/2010 2.00,"2,66846562","0,11356324","27,8388195","0,26190016","70,0732179","0,24867379"
05/08/2010 3.00,"2,5646167","0,65867062",,"0,54460255","66,0951879","0,30908054"
05/08/2010 4.00,"2,72829166","0,83307178","18,07081032","0,24726543","72,3651537","0,20363086"
05/08/2010 5.00,"2,81520957","4,59690114",,"0,24848285","72,0963474","0,21805802"
05/08/2010 6.00,"2,72603392","9,86707294","15,62880993","0,30493293","70,5825414","0,51562917"
05/08/2010 7.00,"2,63234483","16,12687298",,"0,29738955","59,4731844","1,19012188"
05/08/2010 8.00,"2,41448716","16,66467843","33,21123123","0,30683887","78,82653975","0,50098234"
05/08/2010 9.00,"2,55897337","5,69684798",,"0,28209427","98,01014055","0,35230609"
05/08/2010 10.00,"2,52736704","12,03370354","32,72283173","0,31586296","95,92125585","0,31717484"
05/08/2010 11.00,"2,79601979","7,76614248",,"0,34883828","107,61973635","0,39558758"
05/08/2010 12.00,"2,7057163","1,06344293","26,61782074","0,32067907","116,03269125","0,36491587"
05/08/2010 13.00,"2,55558676","0,34799165",,"0,28145818","113,821533","0,2091369"
05/08/2010 14.00,"2,79376205","0,24902844","22,22220993","0,24120393","104,46308775","0,14151758"
05/08/2010 15.00,"2,58945082","0,90283302",,"0,25030841","106,7217669","0,17565726"
05/08/2010 16.00,"2,58493534","0,64812594","11,72161007","0,26542079","115,15552965","0,16849961"
05/08/2010 17.00,"2,67862545","2,98105082",,"0,28238435","107,92600875","0,17125263"
05/08/2010 18.00,"2,71813285","3,36716584","7,32600689","0,29294391","94,71535815","0,18556894"
05/08/2010 19.00,"2,61089732","12,59097888",,"0,33499692","72,50414535","0,2053923"
05/08/2010 20.00,"2,51382162","2,11228774","18,31501007","0,33965575","71,9274108","0,30175712"
05/08/2010 21.00,"2,61428393","12,62828774",,"0,33152988","44,58304305","0,37939795"
05/08/2010 22.00,"2,43593467","20,72944512","28,57142067","0,36246878","36,13014825","0,40142414"
05/08/2010 23.00,"2,58945082","14,14598936",,"0,35773189","33,79575885","0,48952888"
06/08/2010 0.00,"2,79150431","9,35765878","21,48962021","0,32004531","38,0459268","0,38215199"
06/08/2010 1.00,"2,58832195","3,50182226",,"0,29138281","46,83671475","0,28578819"
06/08/2010 2.00,"2,51833608","1,54528031","21,0012207","0,2540399","47,61899415","0,23077764"
06/08/2010 3.00,"2,46866987",,,"0,20722321","62,11550205","0,20252945"
06/08/2010 4.00,"2,55558676","0,3528596","16,36141014","0,20320047",,"0,18402717"
06/08/2010 5.00,"2,58041986","10,61172237",,,"40,0615152","0,18270608"
06/08/2010 6.00,"2,51607936","15,46008784","19,29179955","0,31575694","28,1455398","0,23077764"
06/08/2010 7.00,"2,61428393","14,07461249",,"0,32307198","29,92893015","0,27042437"
06/08/2010 8.00,"2,89196663","5,2523271","20,75702095","0,33911053","53,1898521","0,37697546"
06/08/2010 9.00,"2,6549202","8,13360211",,"0,31368907","62,6392494","0,36508164"
06/08/2010 10.00,"2,69555748","13,2220689","23,44322014","0,3356633","67,79263365","0,30594208"
06/08/2010 11.00,"2,7452237","9,1021391",,"0,33558408","79,45408695","0,41199687"
06/08/2010 12.00,"2,68765539","0,72924062","20,51280975","0,30576357","90,4423674","0,34823199"
06/08/2010 13.00,"2,84907262","2,39376282",,"0,30910363","87,6115821","0,21244113"
