,Comune Lecce,,,,,
,SAN PIETRO IN LAMA,,,,,
Parm,NOX,NO2,PM10,CO,BENZENE,O3



07/08/2010 19.00,"18,59861672","14,43752347",,"0,26117553","0,8368893","95,60624535"
07/08/2010 20.00,"28,25848048","20,71791576","23,93161964","0,28766646","0,86100237","92,8712799"
07/08/2010 21.00,"29,39332896","24,61153168",,"0,30566455","0,89876765","90,96723195"
07/08/2010 22.00,"31,08977008","26,2248008","19,04759979","0,27197391","1,0088701","91,80896235"
07/08/2010 23.00,"27,36096856","23,99114504",,"0,23946342","0,82279673","91,3285464"
08/08/2010 0.00,"29,51005656","27,66803576","11,72161007","0,27584288","0,80584029","81,77171835"
08/08/2010 1.00,"42,56670304","40,97899736",,"0,26814689","0,95018513","52,7953608"
08/08/2010 2.00,,,"9,27960968","0,26406007","0,84591823",
08/08/2010 3.00,"17,37816418","16,06505802",,,"0,90394214","64,28873535"
08/08/2010 4.00,"15,33283468","13,8612677","10,25640965","0,21680184","0,76190996","61,8975084"
08/08/2010 5.00,"15,02026283","13,64711988",,"0,21344315","0,69463744","65,4701544"
08/08/2010 6.00,"15,83346702","14,2921675","7,32600689","0,20629937","0,64861412","69,5394357"
08/08/2010 7.00,"15,11364491","12,76716586",,"0,20164286","0,61624403","70,09426515"
08/08/2010 8.00,"14,19020054","11,23956772","7,81440783","0,1826988","0,56790907","95,9526771"
08/08/2010 9.00,"12,81540753","10,01178648",,"0,19462374","0,56108297","113,4816648"
08/08/2010 10.00,"13,50410037","9,68472167","3,90720391","0,26321544","0,4678261","115,6712771"
08/08/2010 11.00,"16,32502119","12,52705881",,"0,2049736","0,67173562","117,5577291"
08/08/2010 12.00,"19,36771872","14,96705952","16,60560989","0,23358949","0,4885251","115,8066179"
08/08/2010 13.00,"15,43918586","11,66657086",,"0,19527264","0,56141248","121,01672"
08/08/2010 14.00,"12,63772154","9,8560407","13,67521","0,21016833","0,5456683","118,3670208"
08/08/2010 15.00,"15,59222998","12,44010105",,"0,2112879","0,42653692","115,3505609"
08/08/2010 16.00,"19,54410072","15,73280596","15,14041042","0,24526512","0,36620136","111,947051"
08/08/2010 17.00,"23,6542124","19,51608992",,"0,24236427","0,34396059","104,5108082"
08/08/2010 18.00,"26,05621976","21,57062952","7,32600689","0,21866701","0,41552688","110,5951392"
08/08/2010 19.00,"24,10167776","21,31233744",,"0,23901956","0,45670521","108,6558995"
08/08/2010 20.00,"38,75230128","35,36830984","26,86202049","0,26778923","1,06557294","94,3693653"
08/08/2010 21.00,"31,163688","27,72382792",,"0,32219007","2,40210722","90,50710515"
08/08/2010 22.00,"29,55804776","26,31824024","23,44322014","0,31533638","1,50058757","82,6526904"
08/08/2010 23.00,"24,6087784","22,05732912",,"0,26573068","0,95205641","84,93702525"
09/08/2010 0.00,"22,45580904","19,02680338","22,46640968","0,21442408","0,78051699","87,76130685"
09/08/2010 1.00,"19,29898232","16,90867066",,"0,20553979","0,81057544","84,6203589"
09/08/2010 2.00,"15,06565754","13,36807686","21,0012207","0,20056524","0,71511575","88,1294043"
09/08/2010 3.00,"14,41068473","12,82426965",,"0,20023321","0,58244302","81,97604625"
09/08/2010 4.00,"13,3497599","12,11043974","13,67521","0,21137061","0,60534383","80,0895942"
09/08/2010 5.00,"16,04227846","13,97677927",,"0,20495845","0,48335061","80,0111109"
09/08/2010 6.00,"23,15229328","20,20136984","14,16361046","0,26514934","0,48456185","72,19591785"
09/08/2010 7.00,"29,38942848","24,77506504",,"0,27846995","0,75266136","71,9482785"
09/08/2010 8.00,"35,04684528","26,87243344","8,79120922","0,30620278","0,81321761","75,45191745"
09/08/2010 9.00,"39,83007656","29,95098288",,"0,28808703","0,89039977","78,12190575"
09/08/2010 10.00,"43,39804064","31,64989048","19,53602028","0,27201702","0,59070004","87,29443695"
09/08/2010 11.00,"32,84846592","24,83995832",,"0,29192803","0,76543285","100,3440911"
09/08/2010 12.00,"26,74750336","20,19098768","12,69841003","0,26824475","0,71797861","110,3799585"
09/08/2010 13.00,"23,24955672","16,87233502",,"0,26159842","0,85791883","116,963678"
09/08/2010 14.00,"17,74131607","12,95925111","22,95482063","0,25597497","0,85351522","115,2111702"
09/08/2010 15.00,"12,92564962","9,79763674",,"0,2484712","0,74891778","118,1910618"
09/08/2010 16.00,"23,7203676","18,93076171","11,23320961","0,23036943","0,60391291","110,6912184"
09/08/2010 17.00,"36,11813888","29,60185168",,"0,26917092","0,67129526","105,0412787"
09/08/2010 18.00,"45,0542724","37,29434392","25,88521957","0,31309725","0,7435226","95,46551805"
09/08/2010 19.00,"28,65145384","24,08200328",,"0,32286694","0,80319812","100,5741345"
09/08/2010 20.00,"39,49157608","33,45003848","16,11721039","0,35438485","0,94842369","86,2659546"
09/08/2010 21.00,"38,98055584","34,59737232",,"0,3989193","1,4979454","83,68388595"
09/08/2010 22.00,"25,84611008","21,81071936","25,88521957","0,3139675","1,56720005","95,72534685"
09/08/2010 23.00,"16,88401542","14,63869073",,"0,28482619","1,65230871","103,5080414"
10/08/2010 0.00,"28,0989432","24,17156136","22,95482063","0,24771162","0,89623532","89,33923215"
10/08/2010 1.00,"22,0887624","20,51545408",,"0,21684262","0,84889092","90,9875211"
10/08/2010 2.00,,,"21,0012207","0,22712374","0,59235165",
10/08/2010 3.00,"11,46784905","10,37128837",,,"0,51230765","98,28168"
10/08/2010 4.00,"9,54184174","8,44135954","11,23320961","0,1841632","0,49458032","101,2656614"
10/08/2010 5.00,"15,34710202","13,85477838",,"0,20567726","0,40286523","89,705973"
10/08/2010 6.00,"22,01872584","20,1105116","14,16361046","0,18574411","0,55447654","68,79647775"
10/08/2010 7.00,"32,91588304","28,2663388",,"0,22570011","0,78304932","75,7239357"
10/08/2010 8.00,"31,51907144","25,02945664","21,48962021","0,19403774","0,89458371","99,1396497"
10/08/2010 9.00,"30,98212448","24,68422592",,"0,18442533","0,96196606","105,5623128"
10/08/2010 10.00,"26,35971152","20,3311564","20,02441978","0,18836303","0,74803706","112,1378727"
10/08/2010 11.00,"20,93316872","16,01963082",,"0,22217133","0,86948008","120,3008541"
10/08/2010 12.00,"20,77363144","15,49139684","28,32722092","0,22190571","1,06160867","118,8839652"
10/08/2010 13.00,"16,98777393","12,42063115",,"0,21454757","0,72161235","116,0650901"
10/08/2010 14.00,"15,2653927","10,10393532","20,51280975","0,20217527","0,63275909","116,5373864"
10/08/2010 15.00,"10,30316763","7,75608345",,"0,19427773","0,53630987","119,0855999"
10/08/2010 16.00,"13,83871949","9,90406249","15,62880993","0,23668956","0,71566697","113,5344725"
10/08/2010 17.00,"26,01731056","20,69975176",,"0,2709126","0,80529009","108,750642"
10/08/2010 18.00,"43,25018568","36,91406624","17,58241081","0,28720512","0,93256866","93,2745492"
10/08/2010 19.00,"61,88773072","54,12514456",,"0,33849075","0,80319812","71,1566226"
10/08/2010 20.00,"50,24737912","44,77917384","25,39682007","0,33563534","0,80738206","85,1116077"
10/08/2010 21.00,"33,145476","28,72709256",,"0,28280492","0,96835181","99,3602568"
10/08/2010 22.00,"25,89798264","22,76985504","32,72283173","0,234285","0,92651344","96,0934443"
10/08/2010 23.00,"21,463634","19,70558824",,"0,23017837","1,81008609","90,231057"
11/08/2010 0.00,"29,1884008","25,29941192","32,23442078","0,18552625","1,10752215","81,99499875"
11/08/2010 1.00,"22,30535376","20,17282368",,"0,21350373","0,64509124","77,6807514"
11/08/2010 2.00,"14,54297601","13,02673898","23,93161964","0,17739455","0,56064261","87,01565565"
11/08/2010 3.00,"11,55215295","10,31808123",,"0,16037274","0,42070239","90,29463765"
11/08/2010 4.00,"10,58979938","9,33948713","22,46640968","0,14708824","0,42081223","96,35867955"
11/08/2010 5.00,"12,69738168","11,3356113",,"0,17307706","0,40594775","92,6371467"
11/08/2010 6.00,"20,52851304","18,28181744","22,95482063","0,19269799","0,45439357","81,6783324"
11/08/2010 7.00,"30,6851144","26,75172888",,"0,20571803","0,53719059","82,92742185"
11/08/2010 8.00,"32,07158208","24,9139336","21,0012207","0,22523411","0,67294687","87,0427278"
11/08/2010 9.00,"28,54770872","21,1604864",,"0,26856396","0,76895675","104,2631688"
11/08/2010 10.00,"24,4713056","18,19615984","18,55920982","0,27885091","0,76840554","115,4182113"
11/08/2010 11.00,"20,50516752","14,68022319",,"0,26369076","1,25604992","119,8759191"
11/08/2010 12.00,"20,03825712","14,38041777","22,95482063","0,26227412","0,80837262","123,3917276"
11/08/2010 13.00,"19,25229128","13,26294937",,"0,2688622","0,68726012","121,6135242"
11/08/2010 14.00,"10,87383462","8,0701696","19,04759979","0,21493668","0,64498038","124,5907425"
11/08/2010 15.00,"8,35770381","6,23368022",,"0,21938931","0,42136242","128,3338812"
11/08/2010 16.00,"12,96326249","9,45889153","19,53602028","0,285545","0,4909476","124,3051782"
11/08/2010 17.00,"13,60396795","10,46733195",,"0,30720701","0,70994126","121,9680557"
11/08/2010 18.00,"14,91391166","11,71718723","13,67521","0,30180374","0,89282125","120,8069657"
11/08/2010 19.00,"24,50891464","19,54983672",,"0,34136597","0,77479128","108,7560285"
11/08/2010 20.00,"31,21556056","26,52588344","23,44322014","0,3679105","0,84448629","100,7947217"
11/08/2010 21.00,"25,13146184","22,31430192",,"0,28605527","1,19494347","95,1840435"
11/08/2010 22.00,"26,00432808","22,11832192","28,32722092","0,29741402","0,76763465","86,46216285"
11/08/2010 23.00,"25,98746424","22,83604848",,"0,31218505","1,67664146","89,8263912"
12/08/2010 0.00,"23,46096656","21,11377624","31,25761986","0,28406312","1,77011901","91,32585315"
12/08/2010 1.00,"20,5142304","18,74386371",,"0,27727466","0,99356527","86,70982215"
12/08/2010 2.00,,,"26,37360954","0,23973836","0,98519739",
12/08/2010 3.00,"16,00855842","14,52188856",,,"0,85032184","83,29821255"
12/08/2010 4.00,"16,37819582","15,12669622","24,42000961","0,26109281","0,8986568","73,86992235"
12/08/2010 5.00,"19,36771872","17,99758717",,"0,22878154","0,88984856","67,4432094"
12/08/2010 6.00,"28,6229268","26,08851344","25,88521957","0,28004037","0,98343595","52,5057666"
12/08/2010 7.00,"29,02888264","25,3552232",,"0,30153346","1,1732529","55,65078435"
12/08/2010 8.00,"28,90047272","23,94443488","30,28083038","0,32661358","1,11467878","70,6951392"
12/08/2010 9.00,"25,02251608","19,13841256",,"0,2423002","1,82924434","99,8460792"
12/08/2010 10.00,"25,06532576","17,85482386","31,25761986","0,25537849","0,84690878","107,3350898"
12/08/2010 11.00,"30,31288624","22,3973592",,"0,2549719","0,92893492","106,7112333"
12/08/2010 12.00,"20,2094576","15,53811656","19,53602028","0,24189245","0,96284678","118,8528233"
12/08/2010 13.00,"25,12239896","19,5563184",,"0,20990271","0,57253337","113,0418671"
12/08/2010 14.00,"22,49083688","17,36033095","13,18680954","0,21155934","0,53113435","109,2648732"
12/08/2010 15.00,"12,11633826","8,86316969",,"0,22296935","0,5018478","117,8987744"
12/08/2010 16.00,"10,79990906","7,7145529","15,62880993","0,22751984","0,45054015","116,7850257"
12/08/2010 17.00,"15,83346702","12,06241795",,"0,25443367","0,37622084","112,5979995"
12/08/2010 18.00,"21,23276","16,53229155","15,62880993","0,24669458","0,6684324","107,8209321"
12/08/2010 19.00,"32,18959072","27,93797192",,"0,29567584","0,62890568","99,79734135"
12/08/2010 20.00,"29,40629232","24,72185408","24,42000961","0,32176834","0,96923253","90,8548935"
12/08/2010 21.00,"61,26386424","49,201018",,"0,49476036","0,87047064","62,1018363"
12/08/2010 22.00,"60,21073464","49,60986096","30,76922989","0,53122835","1,57677917","53,44626945"
12/08/2010 23.00,"50,9931356","42,66882296",,"0,40505419","1,44773815","43,8894414"
13/08/2010 0.00,"49,68708664","40,83234696","28,81562042","0,42424524","1,48396267","44,6283495"
13/08/2010 1.00,"58,88264032","54,33668824",,"0,41317657","1,50708416","39,46694535"
13/08/2010 2.00,"84,27610352","76,22272128","32,23442078","0,42580284","1,56753058","21,5536209"
13/08/2010 3.00,"55,3483848","53,30229624",,"0,4314228","1,74468486","20,26123995"
13/08/2010 4.00,"46,27734056","44,59487616","31,25761986","0,46528702","1,75965917","20,52242535"
13/08/2010 5.00,"53,33548856","48,6689084",,"0,48061376","2,16285492","11,26602635"
13/08/2010 6.00,"65,73586016","51,33991504","26,37360954","0,55139334","2,3095114","10,15633952"
13/08/2010 7.00,"75,14020424","52,72863888",,"0,6273094","2,55735227","26,1872478"
13/08/2010 8.00,"66,64631632","50,99986584","44,4444313","0,52414166","3,189671","61,03816215"
13/08/2010 9.00,"34,74465368","26,92044376",,"0,46349525","1,6416292","88,38111345"
13/08/2010 10.00,"32,4152832","24,57000304","31,25761986","0,34041999","2,43040423","98,5767006"
13/08/2010 11.00,"26,95761304","19,10078249",,"0,29743149","0,90096945","115,2422922"
13/08/2010 12.00,"15,14477418","11,39791382","25,88521957","0,29439783","0,68626957","124,0115342"
13/08/2010 13.00,"17,73742515","13,08384468",,"0,34553784","0,71258342","125,6110853"
13/08/2010 14.00,"18,05907518","14,06763369","21,0012207","0,30038593","0,79560113","122,5350945"
13/08/2010 15.00,"9,06974408","6,22719089",,"0,26532526","0,58926912","120,8272548"
13/08/2010 16.00,"11,17603005","7,89495583","15,62880993","0,29748042","0,4452548","121,3942937"
13/08/2010 17.00,"12,30050784","9,66395544",,"0,29424172","0,67129526","119,5714223"
13/08/2010 18.00,"15,94760195","12,37779662","12,21000957","0,34688108","0,50713214","119,2209207"
13/08/2010 19.00,"28,19752592","23,83669368",,"0,35600187","0,60776632","121,9153079"
13/08/2010 20.00,"40,14783184","35,3566084","31,74603081","0,42578304","0,74010955","89,9008446"
13/08/2010 21.00,"34,51898032","29,59406984",,"0,43241655","1,23865413","83,2373052"
13/08/2010 22.00,"53,42236984","46,44953528","37,6068306","0,44699885","1,42263554","61,5280344"
13/08/2010 23.00,"81,98176088","68,86767792",,"0,52887272","1,27652925","30,5840283"
14/08/2010 0.00,"114,4631802","95,950374","47,37483978","0,56265423","1,42043271","16,64259324"
14/08/2010 1.00,"121,6471186","98,2437224",,"0,65012126","1,79070818","7,12770608"
14/08/2010 2.00,,,"48,35165024","0,55743386","2,07400166",
14/08/2010 3.00,"63,86951872","59,2984812",,,"1,95872471","23,77028535"
14/08/2010 4.00,"57,35221816","55,39576416","47,86323166","0,46159164","1,87923091","18,82001405"
14/08/2010 5.00,"58,55840336","55,47363992",,"0,55754803","2,02434562","11,27685122"
14/08/2010 6.00,"39,71076776","37,60324664","46,39804077","0,39749917","2,42445884","36,86323095"
14/08/2010 7.00,"40,06743224","34,95816672",,"0,310123","2,02258418","55,19337075"
14/08/2010 8.00,"32,98723888","26,0651488","44,4444313","0,26735585","1,25153546","67,35796305"
14/08/2010 9.00,"36,70823944","22,69848008",,"0,26815621","1,27322603","75,36800775"
14/08/2010 10.00,"21,6011068","16,397312","43,46763992","0,2825358","0,92012668","96,74028315"
14/08/2010 11.00,"19,7814564","14,92033024",,"0,265973","0,90988753","113,0337474"
14/08/2010 12.00,"17,18880543","13,19416708","39,56044006","0,26442588","0,77688325","127,3662863"
14/08/2010 13.00,"12,99828077","10,05331703",,"0,2405527","0,81508889","134,3965466"
14/08/2010 14.00,"9,01916212","6,18565842","26,37360954","0,25184854","0,72293343","136,2031787"
14/08/2010 15.00,"7,23711885","5,67429594",,"0,26556525","0,44459375","136,1828895"
14/08/2010 16.00,"9,04380398","6,81123232","27,8388195","0,24989949","0,45956806","133,596791"
14/08/2010 17.00,"8,45238414","6,56074311",,"0,23794659","0,42730781","130,7833223"
14/08/2010 18.00,"14,47942495","11,40959041","31,25761986","0,24871469","0,38469856","125,0413731"
14/08/2010 19.00,"24,7021796","20,66860528",,"0,31599227","0,49568173","115,3613937"
14/08/2010 20.00,"26,56852104","24,8036112","42,49084091","0,37801687","0,89799676","98,575344"
14/08/2010 21.00,"45,26700152","39,41247664",,"0,34482952","1,71671939","75,94719615"
14/08/2010 22.00,"53,57800664","50,5754592","49,81684113","0,36288469","1,12734043","55,4166312"
14/08/2010 23.00,"49,88423296","43,96150704",,"0,3921192","1,38508993","49,4175864"
15/08/2010 0.00,"32,83290224","30,09633312","52,2588501","0,31932417","1,26331638","70,17007515"
15/08/2010 1.00,"42,09719232","38,00038816",,"0,39774615","1,12513863","60,36018135"
15/08/2010 2.00,"30,34531376","28,5207304","43,9560318","0,34473515","1,77033868","61,95163275"
15/08/2010 3.00,"25,86815544","24,00022704",,"0,29719034","1,17743684","63,3400929"
15/08/2010 4.00,"35,5189372","34,22357632","46,88644028","0,2867799","1,025495","47,72460945"
15/08/2010 5.00,"23,31571192","21,60305704",,"0,22861611","1,09100607","60,02996895"
15/08/2010 6.00,"17,68035769","15,70164801","35,65322113","0,21476076","0,76190996","66,44720565"
15/08/2010 7.00,"17,24457465","14,76848302",,"0,20031709","0,59609523","70,76821605"
15/08/2010 8.00,"19,96301992","16,45831054","30,28083038","0,2334194","0,56163317","72,0145923"
15/08/2010 9.00,"14,56372886","11,9469083",,"0,25020705","0,85847004","90,28921125"
15/08/2010 10.00,"12,79724926","10,02606147","35,16482162","0,19320593","0,7388983","103,9816943"
15/08/2010 11.00,"13,89449062","11,27331834",,"0,23700644","0,6518075","109,6248311"
15/08/2010 12.00,"13,12927571","9,70029682","39,07204056","0,28341538","0,73845794","120,3035274"
15/08/2010 13.00,"10,42508249","8,1584237",,"0,23904053","0,84415678","124,2212885"
15/08/2010 14.00,"8,45108589","5,8521062","44,4444313","0,20640655","0,4890753","118,4793393"
15/08/2010 15.00,"6,44726018","5,16553186",,"0,21588033","0,41971082","123,2523369"
15/08/2010 16.00,"5,26571683","3,93514838","43,46763992","0,18806479","0,33383127","117,9677814"
15/08/2010 17.00,"6,535455","4,45948762",,"0,22183697","0,28835815","114,6373683"
15/08/2010 18.00,"11,39651615","8,85408386","33,69963074","0,31931835","0,37214674","113,4113012"
15/08/2010 19.00,"14,37566645","10,84372062",,"0,28005668","0,62681371","100,2818072"
15/08/2010 20.00,"36,67324984","29,7329384","39,07204056","0,36944946","1,04553397","85,9384554"
15/08/2010 21.00,"72,29983264","61,28290776",,"0,46619456","1,13020329","48,15090105"
15/08/2010 22.00,"120,2580698","99,514342","54,70085144","0,49911746","1,63898703","18,61025576"
15/08/2010 23.00,"50,75449888","48,77142984",,"0,35970773","1,55112535","41,0286114"
16/08/2010 0.00,"40,75871584","38,62205584","53,23564148","0,38747434","1,34204032","36,8253459"
16/08/2010 1.00,"53,26933336","48,51835752",,"0,43920384","1,68820271","23,70939795"
16/08/2010 2.00,,,"51,77045059","0,44351201","1,96312832",
16/08/2010 3.00,"49,57295936","44,96217136",,,"2,04163157","23,24927115"
16/08/2010 4.00,"30,40236784","28,44285464","48,84004974","0,28691853","1,77958728","30,1658763"
16/08/2010 5.00,"26,54905688","24,80233016",,"0,32076877","1,50906528","31,11587535"
