 Brindisi,,,,
,Casale,,,,
Parm,SO2,NO2,NOX,PM10



06/10/2010 3.00,"0,63106681",,,
06/10/2010 4.00,"0,55252186",,,"23,19902039"
06/10/2010 5.00,"0,58682934",,,
06/10/2010 6.00,"0,63648335",,,"22,95482063"
06/10/2010 7.00,"0,56335596",,,
06/10/2010 8.00,"0,65002572",,,"23,68741989"
06/10/2010 9.00,"0,61933063",,,
06/10/2010 10.00,"0,64099781",,,"12,69841003"
06/10/2010 11.00,"0,55432805",,,
06/10/2010 12.00,"0,55252186",,,"8,54700947"
06/10/2010 13.00,"0,63919162",,,
06/10/2010 14.00,"0,65183191",,,"8,05860806"
06/10/2010 15.00,"1,87785287",,,
06/10/2010 16.00,"1,84354539",,,"14,16361046"
06/10/2010 17.00,"1,32984446",,,
06/10/2010 18.00,"0,8278797",,,"14,65200996"
06/10/2010 19.00,"0,75294612",,,
06/10/2010 20.00,"0,6103017",,,"18,55920982"
06/10/2010 21.00,"0,64731745",,,
06/10/2010 22.00,"0,66627636",,,"17,09399986"
06/10/2010 23.00,"0,64099781",,,
07/10/2010 0.00,"0,61933063",,,"13,43101025"
07/10/2010 1.00,,,,
07/10/2010 2.00,"1,9049366",,,"18,07081032"
07/10/2010 3.00,"0,77280813",,,
07/10/2010 4.00,"0,65002572",,,"22,46640968"
07/10/2010 5.00,"0,64460918",,,
07/10/2010 6.00,"0,63377508",,,"11,47741032"
07/10/2010 7.00,"0,65002572",,,
07/10/2010 8.00,"0,64280299",,,"12,21000957"
07/10/2010 9.00,"0,63287198",,,
07/10/2010 10.00,"0,65002572",,,"14,89620972"
07/10/2010 11.00,"0,64551227",,,
07/10/2010 12.00,"0,62384407",,,"15,14041042"
07/10/2010 13.00,"0,62565026",,,
07/10/2010 14.00,"0,65002572",,,"11,96580982"
07/10/2010 15.00,,,,
07/10/2010 16.00,"0,65002572",,,"7,08180714"
07/10/2010 17.00,"0,64731745",,,
07/10/2010 18.00,"0,61391307",,,"3,41880298"
07/10/2010 19.00,"0,65002572",,,
07/10/2010 20.00,"0,65002572",,,"10,25640965"
07/10/2010 21.00,"0,65002572",,,
07/10/2010 22.00,"0,64822055",,,"8,30280876"
07/10/2010 23.00,"0,65002572",,,
08/10/2010 0.00,"0,65002572",,,"10,25640965"
08/10/2010 1.00,"0,63377508",,,
08/10/2010 2.00,"0,65002572",,,"7,32600689"
08/10/2010 3.00,"0,63016371",,,
08/10/2010 4.00,"0,65002572",,,"14,16361046"
08/10/2010 5.00,"0,6843332",,,
08/10/2010 6.00,"0,65002572",,,"13,91940975"
08/10/2010 7.00,"0,70780556",,,
08/10/2010 8.00,"0,65002572",,,"14,40781021"
08/10/2010 9.00,"0,6734991",,,
08/10/2010 10.00,"1,50047672",,,"10,7448101"
08/10/2010 11.00,"1,02379051",,,
08/10/2010 12.00,"0,96962204",,,"14,40781021"
08/10/2010 13.00,"0,65002572",,,
08/10/2010 14.00,"0,64912262",,,"14,16361046"
08/10/2010 15.00,"0,64822055",,,
08/10/2010 16.00,"0,58592624",,,"12,45421028"
08/10/2010 17.00,"0,64370608",,,
08/10/2010 18.00,"0,63467817",,,"16,11721039"
08/10/2010 19.00,"0,63828954",,,
08/10/2010 20.00,"0,50376993",,,"20,26861954"
08/10/2010 21.00,"0,59676035",,,
08/10/2010 22.00,"0,56245287",,,"16,60560989"
08/10/2010 23.00,"0,61481616",,,
09/10/2010 0.00,"0,55071669",,,"24,90842056"
09/10/2010 1.00,,,,
09/10/2010 2.00,"1,83993403",,,"21,24542046"
09/10/2010 3.00,"1,4715868",,,
09/10/2010 4.00,"1,57811856",,,"23,19902039"
09/10/2010 5.00,"1,9157707",,,
09/10/2010 6.00,"1,74604154",,,"16,84980965"
09/10/2010 7.00,"1,36144265",,,
09/10/2010 8.00,"1,61964776",,,"17,82661057"
09/10/2010 9.00,"1,6250643",,,
09/10/2010 10.00,"1,4083894",,,"17,33819962"
09/10/2010 11.00,"0,87572955",,,
09/10/2010 12.00,"1,2531057",,,"18,07081032"
09/10/2010 13.00,"0,72676549",,,
09/10/2010 14.00,"0,83239416",,,"11,23320961"
09/10/2010 15.00,"1,55464519",,,
09/10/2010 16.00,"0,850451",,,"10,01220989"
09/10/2010 17.00,"1,08157035",,,
09/10/2010 18.00,"1,30908037",,,"16,60560989"
09/10/2010 19.00,"1,25362132",,,
09/10/2010 20.00,"1,20074241",,,"11,47741032"
09/10/2010 21.00,"1,13032228",,,
09/10/2010 22.00,"1,35151164",,,"13,91940975"
09/10/2010 23.00,"1,44811342",,,
10/10/2010 0.00,"0,65002572",,,"13,18680954"
10/10/2010 1.00,"0,65002572",,,
10/10/2010 2.00,"0,65002572",,,"13,43101025"
10/10/2010 3.00,"0,63106681",,,
10/10/2010 4.00,"0,64731745",,,"12,94260979"
10/10/2010 5.00,"0,65002572",,,
10/10/2010 6.00,"0,65002572",,,"10,98900986"
10/10/2010 7.00,"0,65002572",,,
10/10/2010 8.00,"0,65002572",,,"17,33819962"
10/10/2010 9.00,"1,41290386",,,
10/10/2010 10.00,"3,1995715",,,"12,45421028"
10/10/2010 11.00,"2,39245589",,,
10/10/2010 12.00,"2,09633295",,,"5,12820482"
10/10/2010 13.00,"1,95007716",,,
10/10/2010 14.00,"1,95007716",,,"8,79120922"
10/10/2010 15.00,"2,67593955",,,
10/10/2010 16.00,"2,65878683",,,"7,32600689"
10/10/2010 17.00,"2,21369882",,,
10/10/2010 18.00,"2,11619597",,,"10,01220989"
10/10/2010 19.00,"1,83451748",,,
10/10/2010 20.00,"2,06202649",,,"13,18680954"
10/10/2010 21.00,"1,95007716",,,
10/10/2010 22.00,"1,93202134",,,"12,94260979"
10/10/2010 23.00,"2,01417765",,,
11/10/2010 0.00,"1,70631752",,,"12,21000957"
11/10/2010 1.00,,,,
11/10/2010 2.00,"1,95007716",,,"23,93161964"
11/10/2010 3.00,"1,95007716","39,13862088","40,65690184",
11/10/2010 4.00,"1,8128503","29,83547896","30,292772","19,53602028"
11/10/2010 5.00,"1,88146424","28,45908752","28,93808176",
11/10/2010 6.00,"1,95007716","25,11834552","25,69435464","21,0012207"
11/10/2010 7.00,"2,78788888","33,84654904","36,71539032",
11/10/2010 8.00,"3,02352269","56,39124696","68,82005","25,39682007"
11/10/2010 9.00,"4,95644713","68,71127632","160,2632664",
11/10/2010 10.00,"2,1848089","51,52681304","70,39521296","22,22220993"
11/10/2010 11.00,"2,43759747","49,84865064","64,03098712",
11/10/2010 12.00,"1,95007716","29,04765848","32,35365944","23,93161964"
11/10/2010 13.00,"1,87243531","18,34916764","20,0806844",
11/10/2010 14.00,"1,93924408",,,"22,71062088"
11/10/2010 15.00,"2,19383782","16,59069742","19,29508184",
11/10/2010 16.00,"1,87965805","8,9942545","13,6526035","16,84980965"
11/10/2010 17.00,"1,86701877","9,36933918","16,32696378",
11/10/2010 18.00,"1,9157707","8,46926518","13,1552139","10,7448101"
11/10/2010 19.00,"1,87604668","14,69450392","17,30423478",
11/10/2010 20.00,"1,55645138","5,24275371","6,45634026","11,96580982"
11/10/2010 21.00,,,,
11/10/2010 22.00,"1,30190848","4,51348058","5,01395614","14,65200996"
11/10/2010 23.00,"1,33977546","3,13695722","3,54657645",
12/10/2010 0.00,"1,74604154","2,62235006","3,02584134","11,72161007"
12/10/2010 1.00,"1,08698791","2,20897949","2,5790337",
12/10/2010 2.00,"0,69877765",,,"13,67521"
12/10/2010 3.00,"0,84503344","2,49516","2,78201162",
12/10/2010 4.00,"0,98045614","3,89491417","4,21322202","11,23320961"
12/10/2010 5.00,"1,04906906","4,47571285","4,88570301",
12/10/2010 6.00,"0,65002572","2,05518012","2,41950598","6,10500622"
12/10/2010 7.00,"0,7249593","5,08700984","8,21568618",
12/10/2010 8.00,"0,65724845","4,43677497","5,65805158","10,25640965"
12/10/2010 9.00,"0,77280813","11,22399448","14,2446715",
12/10/2010 10.00,"0,66085982","5,8138184","6,98809997","7,32600689"
12/10/2010 11.00,"0,81794971","6,35438286","7,83178144",
12/10/2010 12.00,"0,8378107","6,17202969","6,70211639","5,12820482"
12/10/2010 13.00,"1,07254244","7,44913862","8,4640569",
12/10/2010 14.00,"1,04816698","4,17785002","5,02383162","6,59340715"
12/10/2010 15.00,"1,31991345","6,76905169","7,83372594",
12/10/2010 16.00,"1,12310056","4,44521262","5,3227843","7,57020807"
12/10/2010 17.00,"1,41200077","4,87156377","5,36623258",
12/10/2010 18.00,"1,4589465","7,24991395","7,64955637","8,79120922"
12/10/2010 19.00,"1,04726389","8,0604337","8,65536014",
12/10/2010 20.00,"1,37588811","5,9903285","6,38370912","7,08180714"
12/10/2010 21.00,"1,17546386","4,11555323","4,91229128",
12/10/2010 22.00,"1,01115123","11,39401717","11,78106906","17,09399986"
12/10/2010 23.00,"0,86489545","18,44405829","18,85282286",
13/10/2010 0.00,"1,16101839","8,32909455","8,75392948","10,25640965"
13/10/2010 1.00,,"4,197318","4,49985376",
13/10/2010 2.00,"2,09994431",,,"12,21000957"
13/10/2010 3.00,"1,95007716","1,80728741","2,06608043",
13/10/2010 4.00,"1,94466062","3,36927478","3,56797746","7,08180714"
13/10/2010 5.00,"1,79298829","2,12851106","2,53234266",
13/10/2010 6.00,"1,92479861","5,03963622","5,44275465","4,63980484"
13/10/2010 7.00,"1,95007716","7,66263827","8,71631853",
13/10/2010 8.00,"1,95007716","12,60687716","15,50468333","13,91940975"
13/10/2010 9.00,"1,95007716","17,40771031","22,69444576",
13/10/2010 10.00,"1,89410351","13,75614212","18,5882403","12,45421028"
13/10/2010 11.00,"1,95007716","10,25318413","12,195453",
13/10/2010 12.00,"1,95007716","5,2907755","6,22482957","12,21000957"
13/10/2010 13.00,"1,95007716","4,17720185","4,94406681",
13/10/2010 14.00,"1,93382652","6,34335062","7,82724235","16,11721039"
13/10/2010 15.00,"1,95007716","9,96181636","12,58778775",
13/10/2010 16.00,"1,95007716","7,83460546","11,36538879","13,67521"
13/10/2010 17.00,"1,93743788","18,19421725","22,11923968",
13/10/2010 18.00,"1,94646681","18,593961","20,06613408","14,40781021"
13/10/2010 19.00,"1,95007716","36,83944088","45,98033048",
13/10/2010 20.00,"1,95007716","30,8471564","34,84126704","20,75702095"
13/10/2010 21.00,"1,93202134","20,22601552","21,94285768",
13/10/2010 22.00,"1,69006687","8,27458343","8,76560224","24,90842056"
13/10/2010 23.00,"1,50047672","5,01238066","5,35845074",
14/10/2010 0.00,"1,9266048","10,56208302","10,73959884","15,38461018"
14/10/2010 1.00,"1,51981802","9,03407954","9,43812721",
14/10/2010 2.00,"1,92840998",,,"15,62880993"
14/10/2010 3.00,"1,5853413","6,25379637","6,53156408",
14/10/2010 4.00,"1,81826684","5,16034078","5,53029939","8,79120922"
14/10/2010 5.00,"1,9049366","4,84106354","5,24626223",
14/10/2010 6.00,"1,50950462","8,81060498","9,22084179","8,54700947"
14/10/2010 7.00,"1,61603639","10,06110461","10,48733721",
14/10/2010 8.00,"1,8742415","12,7515907","14,77254029","4,63980484"
14/10/2010 9.00,"1,67562242","11,64190414","15,00923824",
14/10/2010 10.00,"1,84174022","8,68211476","10,81417449","7,81440783"
14/10/2010 11.00,"1,8634074","8,74441346","10,87189012",
14/10/2010 12.00,"1,90313142","5,83782738","6,63856534","10,25640965"
14/10/2010 13.00,"1,95007716","5,37773326","5,92911965",
14/10/2010 14.00,"1,95007716","5,31348815","6,03741724","9,76801014"
14/10/2010 15.00,"1,968134","4,88194593","5,29554786",
14/10/2010 16.00,"1,95007716","6,47443543","7,08731747","16,36141014"
14/10/2010 17.00,"1,95007716","5,4796161","6,03806541",
14/10/2010 18.00,"1,95007716","6,35178637","6,7689102","19,29179955"
14/10/2010 19.00,"1,95007716","5,48480718","5,97062343",
14/10/2010 20.00,"1,94285544","4,61912623","5,11202645","19,78022003"
14/10/2010 21.00,"1,92118724","12,62569506","13,15391566",
14/10/2010 22.00,"1,93563271","11,60297582","12,06251355","27,35042"
14/10/2010 23.00,"1,94104925","11,63865948","11,99766425",
15/10/2010 0.00,"1,8128503","13,89696092","14,29849622","24,66422081"
15/10/2010 1.00,,"10,07148868","10,49576722",
15/10/2010 2.00,"2,53329513",,,"26,12940979"
15/10/2010 3.00,"1,89771488","7,12986138","7,53866419",
15/10/2010 4.00,"1,93924408","7,85666994","8,27729274","21,0012207"
15/10/2010 5.00,"1,95007716","8,42773272","8,61645094",
15/10/2010 6.00,"1,93743788","11,89564184","12,79271018","21,0012207"
15/10/2010 7.00,"1,93924408","29,40782192","32,11890408",
15/10/2010 8.00,"1,95729989","44,67600232","62,11663536","27,8388195"
15/10/2010 9.00,"1,95007716","35,23657304","49,44064896",
15/10/2010 10.00,"1,66478832","15,71268598","18,7763027","27,35042"
15/10/2010 11.00,"2,00244046","18,0397678","21,6192708",
15/10/2010 12.00,"2,07827713","10,97415535","12,46198198","35,89743042"
15/10/2010 13.00,"2,06924922","11,02996663","12,7920601",
15/10/2010 14.00,"1,95007716","10,67759459","12,4548483","25,88521957"
15/10/2010 15.00,"1,95007716","11,64775295","12,19869575",
15/10/2010 16.00,"1,93202134","20,96452552","22,56022336","29,30401993"
15/10/2010 17.00,"1,95007716","33,36503096","36,55912256",
15/10/2010 18.00,"1,99160737","23,91391936","25,07633888","37,6068306"
15/10/2010 19.00,"1,95007716","24,80816176","25,84155952",
15/10/2010 20.00,"1,95007716","46,38529208","49,46789496","32,23442078"
15/10/2010 21.00,"1,89771488","29,06129104","30,1105584",
15/10/2010 22.00,"1,9266048","44,2691096","46,10225872","29,05982971"
15/10/2010 23.00,"1,94104925","47,23345528","48,98672104",
16/10/2010 0.00,"1,94646681","17,3149133","17,74001974","15,87300968"
16/10/2010 1.00,"1,84174022","15,13383563","15,54748345",
16/10/2010 2.00,"1,94104925",,,"18,55920982"
16/10/2010 3.00,"1,93021617","9,01177606","9,44067782",
16/10/2010 4.00,"1,95007716","6,28296202","6,68816453","10,50061035"
16/10/2010 5.00,"1,85076813","6,60032916","6,97448079",
16/10/2010 6.00,"1,91035416","9,66655194","10,05155417","12,45421028"
16/10/2010 7.00,"1,95007716","22,5686744","23,85005856",
16/10/2010 8.00,"2,31481404","45,58968976","63,96160064","15,14041042"
16/10/2010 9.00,"2,0800823","37,30862656","50,24997944",
16/10/2010 10.00,"1,95007716","23,9496164","29,27465112","20,26861954"
16/10/2010 11.00,"1,95007716","18,58357502","23,13282912",
16/10/2010 12.00,"1,95007716","12,31225899","14,95800811","21,0012207"
16/10/2010 13.00,"1,95007716","16,24805937","19,53501872",
16/10/2010 14.00,"1,968134","13,28566393","15,1746033","17,58241081"
16/10/2010 15.00,"1,95007716","7,85731811","9,22797355",
16/10/2010 16.00,"1,92299343","12,80414967","14,20122322","12,45421028"
16/10/2010 17.00,"1,95007716","15,50892414","16,68752492",
16/10/2010 18.00,"1,95007716","21,08586104","22,20679016","11,47741032"
16/10/2010 19.00,"1,6981927","9,25058295","9,63652206",
16/10/2010 20.00,"1,95007716","8,92287189","9,52887264","10,98900986"
16/10/2010 21.00,"1,76951491","21,43434216","22,70937848",
16/10/2010 22.00,"1,84535159","37,38843344","38,2302488","13,43101025"
16/10/2010 23.00,"1,8128503","30,03339008","30,85436464",
17/10/2010 0.00,"1,43998759","26,8490688","27,64176488","15,62880993"
17/10/2010 1.00,,"21,74972656","22,214572",
17/10/2010 2.00,"2,31120267",,,"14,16361046"
17/10/2010 3.00,"1,95007716","19,41289928","19,85472424",
17/10/2010 4.00,"1,28199562","10,47641586","10,89653198","13,18680954"
17/10/2010 5.00,"1,59256301","15,3447407","15,76796955",
17/10/2010 6.00,"1,86882395","17,83925254","18,38396795","14,16361046"
17/10/2010 7.00,"1,95007716","20,00864024","21,8643892",
17/10/2010 8.00,"1,93382652","34,6434324","44,04458344","8,79120922"
17/10/2010 9.00,"1,96271745","19,133862","23,53943504",
17/10/2010 10.00,"2,05660994","12,3596307","15,60844183","16,60560989"
17/10/2010 11.00,"2,11077842","7,52960514","8,82915521",
17/10/2010 12.00,"1,95007716","10,07538151","11,69806341","14,16361046"
17/10/2010 13.00,"1,95007716","9,26226527","10,51846457",
17/10/2010 14.00,"1,91035416","5,4530087","6,1677621","10,25640965"
17/10/2010 15.00,"2,11800115","5,41731931","5,9129078",
17/10/2010 16.00,"1,95007716","6,07533985","6,93492342","12,94260979"
17/10/2010 17.00,"1,93202134","6,68209584","7,09120839",
17/10/2010 18.00,"1,94827199","13,99884184","14,56307878","12,94260979"
17/10/2010 19.00,"1,95007716","25,65697504","26,18979208",
17/10/2010 20.00,"1,73340226","27,47270584","28,30192112","15,38461018"
17/10/2010 21.00,"1,95007716","22,78996928","23,69960328",
17/10/2010 22.00,"1,87965805","24,78416616","26,06723288","15,87300968"
17/10/2010 23.00,"1,89952006","17,75618952","18,38007512",
18/10/2010 0.00,"1,63228703","12,98974369","13,42174288","18,55920982"
18/10/2010 1.00,"1,58263201","16,33761171","16,86780358",
18/10/2010 2.00,"1,26755015",,,"18,55920982"
18/10/2010 3.00,"1,92840998","7,33687171","7,75136846",
18/10/2010 4.00,"1,59075784","7,65484878","8,06912756","9,76801014"
18/10/2010 5.00,"1,89410351","7,99424217","8,39337217",
18/10/2010 6.00,"1,90854797","11,49459602","11,92373677","9,03540897"
18/10/2010 7.00,"1,62694372","13,75098354","15,95458649",
18/10/2010 8.00,"2,25342284","29,12878464","47,44786696","5,37240601"
18/10/2010 9.00,"1,95007716","15,45505354","18,60899314",
18/10/2010 10.00,"2,08549986","10,46279669","12,32125878","9,76801014"
18/10/2010 11.00,"2,24981147","4,18693584","4,76573266",
18/10/2010 12.00,"2,16855825","7,35828611","8,53992888","13,43101025"
18/10/2010 13.00,"2,01327456","6,02147881","6,82143858",
18/10/2010 14.00,"2,03223347","5,34398838","5,97581069","8,05860806"
18/10/2010 15.00,"2,34551015","5,0136789","6,04390083",
18/10/2010 16.00,"2,25522903","4,96436078","6,10226654","10,01220989"
18/10/2010 17.00,"2,78066615","5,15904253","5,63600431",
18/10/2010 18.00,"2,69038502","5,29142558","5,72354906","7,32600689"
18/10/2010 19.00,"2,43579128","2,63013764","3,06150778",
18/10/2010 20.00,"2,43037473","4,46273228","5,09581269","6,83760691"
18/10/2010 21.00,"2,2471032","2,11877515","2,54271909",
18/10/2010 22.00,"2,27147967","2,17653094","2,6095129","4,63980484"
18/10/2010 23.00,"2,50440521","8,22656355","8,71566845",
19/10/2010 0.00,"2,60371526","2,39781817","2,83453809","6,83760691"
19/10/2010 1.00,,"4,46922352","4,90061852",
19/10/2010 2.00,"5,19388714",,,"6,10500622"
19/10/2010 3.00,"3,66722979","1,99937075","2,23274182",
19/10/2010 4.00,"3,21672524","3,27842418","5,24950498","3,90720391"
19/10/2010 5.00,"3,27721334","5,99097858","6,68720088",
19/10/2010 6.00,"3,34763348","8,91832898","9,26039916","2,44200301"
19/10/2010 7.00,"3,25012962","4,37447818","4,80399369",
19/10/2010 8.00,"3,25012962","7,16360436","8,32398378","3,90720391"
19/10/2010 9.00,,"23,04176056","26,93684872",
19/10/2010 10.00,,"11,61984158","14,05272009","6,83760691"
19/10/2010 11.00,"3,48305516","12,91122932","15,88534532",
19/10/2010 12.00,"3,04248263","18,16436328","21,90719888","11,72161007"
19/10/2010 13.00,"3,12734721","13,41934332","17,67711685",
19/10/2010 14.00,"3,25012962","9,39464642","12,02165794","7,57020807"
19/10/2010 15.00,"3,13637512","10,43424288","11,90428217",
19/10/2010 16.00,"2,97838213","8,83072114","10,36152952","5,61660624"
19/10/2010 17.00,"3,13998648","10,97609794","12,88803676",
19/10/2010 18.00,"2,71205221","12,81388366","14,27255802","3,90720391"
19/10/2010 19.00,"3,25012962","18,9138864","20,79632688",
19/10/2010 20.00,"3,24832343","20,5608832","23,29171632","8,79120922"
19/10/2010 21.00,"3,11470691","12,38234335","13,48983302",
19/10/2010 22.00,"3,07137254","7,5088389","8,03346111","5,86080599"
19/10/2010 23.00,"2,74455349","6,67171177","7,02506275",
20/10/2010 0.00,"2,66510647","3,67557335","4,08028257","4,39560509"
20/10/2010 1.00,"2,42134682","2,34525538","2,76061061",
20/10/2010 2.00,"2,2985634",,,"10,50061035"
20/10/2010 3.00,"2,11438978","2,98575434","3,38964331",
20/10/2010 4.00,"2,13064043","3,00911707","3,40780158","6,59340715"
20/10/2010 5.00,"1,95368853","1,75861745","2,13611699",
20/10/2010 6.00,"1,95007716","4,32645639","4,73330896","4,63980484"
20/10/2010 7.00,"1,95007716","6,19409608","6,59965614",
20/10/2010 8.00,"1,95007716","8,8437017","10,36282777","5,12820482"
20/10/2010 9.00,"1,95007716","7,64381846","9,61382471",
20/10/2010 10.00,"2,18780193","8,58909596","11,26389218","6,59340715"
20/10/2010 11.00,"2,97206249","5,41472282","7,07759113",
20/10/2010 12.00,"3,22304487","4,80472216","5,59774328","7,81440783"
20/10/2010 13.00,"3,68077115","13,03452082","16,69271218",
20/10/2010 14.00,"3,22755934","13,41805081","16,20440076","7,81440783"
20/10/2010 15.00,"3,23568415","12,59259452","14,91455982",
20/10/2010 16.00,"2,49086284","12,19285268","14,6772137","10,50061035"
20/10/2010 17.00,"2,03494174","18,90869723","21,13742768",
20/10/2010 18.00,"2,00605182","24,8068616","26,52117992","14,16361046"
20/10/2010 19.00,"2,05209548","31,14372672","32,51774728",
20/10/2010 20.00,"1,95910609","27,05478088","28,68388136","17,82661057"
20/10/2010 21.00,"1,95007716","38,36768336","39,98378224",
20/10/2010 22.00,"1,87243531","34,03667832","34,92556712","20,75702095"
20/10/2010 23.00,"1,93563271","23,50509552","24,10815944",
21/10/2010 0.00,"1,95007716","21,73739416","22,16463056","16,84980965"
21/10/2010 1.00,,"7,52636047","8,12295227",
21/10/2010 2.00,"2,27509104",,,"13,91940975"
21/10/2010 3.00,"1,78757073","4,81380798","5,19697852",
21/10/2010 4.00,"1,41019457","4,23365938","4,63538779","11,23320961"
