,Bari,,,
,ENAIP,,,
Parm,SO2,NO2,CO,PM10
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3


27/06/2010 5.00,"4,08713282","3,98446651","0,46965344","10,60000038"
27/06/2010 6.00,"4,32192151","4,10646741","0,50994031","10,60000038"
27/06/2010 7.00,"4,10519372","5,36280819","0,43679229","10,60000038"
27/06/2010 8.00,"3,23828055","3,75863637","0,39986295","10,60000038"
27/06/2010 9.00,"3,25272907","5,75865911","0,4132523","10,60000038"
27/06/2010 10.00,"3,13533473","3,34202113","0,44275592","10,60000038"
27/06/2010 11.00,"3,44236703","3,63274455","0,47624967","10,60000038"
27/06/2010 12.00,"3,16965034","3,01885106","0,48762473","10,60000038"
27/06/2010 13.00,"3,14797705","3,25506337","0,54758029","10,60000038"
27/06/2010 14.00,"3,36470585","3,07725502","0,5452899","10,60000038"
27/06/2010 15.00,"3,43333607","2,77874402","0,55030523","10,60000038"
27/06/2010 16.00,"3,78010154","2,66323436","0,55634808","10,60000038"
27/06/2010 17.00,"3,6952156","3,28361718","0,5788221","10,60000038"
27/06/2010 18.00,"3,97335086","2,62948947","0,57775612","10,60000038"
27/06/2010 19.00,"3,78913148","3,70542541","0,55026562","10,60000038"
27/06/2010 20.00,"3,43694845","4,51919173","0,55299172","10,60000038"
27/06/2010 21.00,"3,47848781","5,36540469","0,50701732","10,60000038"
27/06/2010 22.00,"3,67534952","6,06885052","0,5036994","10,60000038"
27/06/2010 23.00,"3,57420887","8,90989323","0,49761694","10,60000038"
28/06/2010 0.00,"3,50738485","15,3538227","0,48474136","10,60000038"
28/06/2010 1.00,"3,5001611","12,32069282","0,55062094","20,89999962"
28/06/2010 2.00,"3,56879131","12,23244064","0,54923925","20,89999962"
28/06/2010 3.00,"3,64645248","9,14740187","0,56492015","20,89999962"
28/06/2010 4.00,"3,61936164","7,52506222","0,58087599","20,89999962"
28/06/2010 5.00,"3,91736298","9,06693535","0,61436974","20,89999962"
28/06/2010 6.00,"3,94806519","14,17794844","0,62108247","20,89999962"
28/06/2010 7.00,"3,76204064","17,07740084","0,61436974","20,89999962"
28/06/2010 8.00,"3,65548243","18,62446505","0,57668898","20,89999962"
28/06/2010 9.00,"3,78190773","13,86775894","0,59584508","20,89999962"
28/06/2010 10.00,"3,51822099","12,78014451","0,61745","20,89999962"
28/06/2010 11.00,"3,65728862","10,33624714","0,58964378","20,89999962"
28/06/2010 12.00,"3,72953121","12,76197669","0,59391001","20,89999962"
28/06/2010 13.00,"3,88124117","10,04552946","0,56318197","20,89999962"
28/06/2010 14.00,"3,75481587","9,23695613","0,57100145","20,89999962"
28/06/2010 15.00,"3,79635625","9,65616786","0,56788158","20,89999962"
28/06/2010 16.00,"3,74036735","11,24865163","0,54596094","20,89999962"
28/06/2010 17.00,"3,61936164","7,60033958","0,54584211","20,89999962"
28/06/2010 18.00,"3,83789561","7,67691326","0,4992759","20,89999962"
28/06/2010 19.00,"3,85234413","6,72557472","0,52415913","20,89999962"
28/06/2010 20.00,"3,80358","8,04421229","0,49963122","20,89999962"
28/06/2010 21.00,"3,58865841","10,02735972","0,48268746","20,89999962"
28/06/2010 22.00,"3,85956788","16,67505486","0,54086523","20,89999962"
28/06/2010 23.00,"3,97876842","10,48031061","0,52242095","20,89999962"
29/06/2010 0.00,"3,56517893","9,29665833","0,50919005","20,89999962"
29/06/2010 1.00,,"7,93259546","0,55338665","15,30000019"
29/06/2010 2.00,"3,4640393",,"0,51309979","15,30000019"
29/06/2010 3.00,"3,27981992",,,"15,30000019"
29/06/2010 4.00,"3,41527516","6,34010596","0,63186571","15,30000019"
29/06/2010 5.00,"3,50919104","8,09872341","0,6118813","15,30000019"
29/06/2010 6.00,"3,62839158","13,35509821","0,65074454","15,30000019"
29/06/2010 7.00,"4,02572636","19,02290864","0,6456896","15,30000019"
29/06/2010 8.00,"3,73856217","17,39018301","0,62108247","15,30000019"
29/06/2010 9.00,"3,81080477","20,10663024","0,58616859","15,30000019"
29/06/2010 10.00,"3,83067085","13,78469402","0,59331819","15,30000019"
29/06/2010 11.00,"3,9119444","11,30835957","0,54781679","15,30000019"
29/06/2010 12.00,"3,42430612","12,05723261","0,53336147","15,30000019"
29/06/2010 13.00,"3,79816244","9,44461462","0,43505411","15,30000019"
29/06/2010 14.00,"3,79274387","6,8955955","0,43078904","15,30000019"
29/06/2010 15.00,"3,51822099","7,695083","0,46515072","15,30000019"
29/06/2010 16.00,"3,43514226","8,99035975","0,46088565","15,30000019"
29/06/2010 17.00,"3,47487543","10,94235688","0,49939473","15,30000019"
29/06/2010 18.00,"3,7132765","9,34468012","0,44876033","15,30000019"
29/06/2010 19.00,"3,38999051","6,6139579","0,4312632","15,30000019"
29/06/2010 20.00,"4,07629669","6,87093452","0,38122062","15,30000019"
29/06/2010 21.00,"3,45500935","5,7158284","0,34626596","15,30000019"
29/06/2010 22.00,"3,37734818","5,32776506","0,35321752","15,30000019"
29/06/2010 23.00,"3,40443903","10,25189162","0,39295217","15,30000019"
30/06/2010 0.00,"3,1931288","8,67887201","0,3961501","15,30000019"
30/06/2010 1.00,"3,24189293","6,57891476","0,4306306","18,39999962"
30/06/2010 2.00,"3,32858405","5,50946815","0,46546643","18,39999962"
30/06/2010 3.00,"3,63200396","5,04223271","0,48486019","18,39999962"
30/06/2010 4.00,"3,29788082","4,65676586","0,45736968","18,39999962"
30/06/2010 5.00,"3,48390639","7,26029611","0,51152005","18,39999962"
30/06/2010 6.00,"3,85053794","11,15001538","0,5163781","18,39999962"
30/06/2010 7.00,"3,89568969","20,93596024","0,5131394","18,39999962"
30/06/2010 8.00,"3,56698512","18,15333869","0,52680485","18,39999962"
30/06/2010 9.00,"3,75300968","17,84054314","0,52581693","18,39999962"
30/06/2010 10.00,"3,55775178",,,"18,39999962"
30/06/2010 11.00,"3,64464629","11,90537583","0,45207709","18,39999962"
30/06/2010 12.00,"3,07392827","11,2421623","0,39453075","18,39999962"
30/06/2010 13.00,"3,4116638","10,87876185","0,40278594","18,39999962"
30/06/2010 14.00,"3,49293633","7,74570129","0,32770285","18,39999962"
30/06/2010 15.00,"3,4116638","15,09684034","0,51452225","18,39999962"
30/06/2010 16.00,"3,46765168","10,42320682","0,44725865","18,39999962"
30/06/2010 17.00,"3,52725195","7,43940271","0,42119061","18,39999962"
30/06/2010 18.00,"3,75842825","8,13506288","0,45342033","18,39999962"
30/06/2010 19.00,"3,72772502","7,695083","0,47664461","18,39999962"
30/06/2010 20.00,"3,70966514","8,42318981","0,43809592","18,39999962"
30/06/2010 21.00,"3,50738485","10,00010607","0,43888579","18,39999962"
30/06/2010 22.00,"3,20757732","13,02154216","0,42237541","18,39999962"
30/06/2010 23.00,"3,45500935","10,29081994","0,41471437","18,39999962"
01/07/2010 0.00,"3,30510559","8,91378606","0,44520592","18,39999962"
01/07/2010 1.00,,"6,45821211","0,48695253","21,7999897"
01/07/2010 2.00,"3,39360289",,"0,47826396","21,7999897"
01/07/2010 3.00,"3,18048647",,,"21,7999897"
01/07/2010 4.00,"3,27440236","5,18499793","0,51851121","21,7999897"
01/07/2010 5.00,"3,63561533","11,4459337","0,51764212","21,7999897"
01/07/2010 6.00,"3,76384683","26,38443368","0,56152301","21,7999897"
01/07/2010 7.00,"4,37429803","25,639442","0,55844159","21,7999897"
01/07/2010 8.00,"4,30566782","21,57451088","0,54690925","21,7999897"
01/07/2010 9.00,"3,72411264","16,10789065","0,48837499","21,7999897"
01/07/2010 10.00,"3,58143364","11,30965208","0,37600725","21,7999897"
01/07/2010 11.00,"3,48390639","10,84631521","0,45642254","21,7999897"
01/07/2010 12.00,"3,65728862","11,60686292","0,48711097","21,7999897"
01/07/2010 13.00,"3,59949454","13,70032893","0,51073018","21,7999897"
01/07/2010 14.00,"3,70424656","8,61138032","0,52052433","21,7999897"
01/07/2010 15.00,"3,31232934","9,4238503","0,49706473","21,7999897"
01/07/2010 16.00,"3,33219643","10,86578319","0,49260045","21,7999897"
01/07/2010 17.00,"3,25272907","9,16687177","0,47668422","21,7999897"
01/07/2010 18.00,"3,2310568","8,6477217","0,49734083","21,7999897"
01/07/2010 19.00,"3,52544576","8,37387168","0,51400849","21,7999897"
01/07/2010 20.00,"3,69702179","9,79893499","0,52467173","21,7999897"
01/07/2010 21.00,"3,32677786","13,2318048","0,55101704","21,7999897"
01/07/2010 22.00,"3,02155277","8,28821217","0,51598316","21,7999897"
01/07/2010 23.00,"3,43875464","12,6698202","0,50670044","21,7999897"
02/07/2010 0.00,"2,95472773","10,30639318","0,49354876","21,7999897"
02/07/2010 1.00,"3,30871695","9,33689254","0,5443812",28
02/07/2010 2.00,"3,19132261","6,88650967","0,5584812",28
02/07/2010 3.00,"3,35025734","5,87546702","0,58273184",28
02/07/2010 4.00,"3,22744442","7,32259481","0,59327742",28
02/07/2010 5.00,"3,17145653","16,677659","0,6056404",28
02/07/2010 6.00,"3,58504602","31,1592904","0,67057284",28
02/07/2010 7.00,"3,85415033","24,87240496","0,64817804",28
02/07/2010 8.00,"3,60130073","22,14686808","0,64284584",28
02/07/2010 9.00,"3,61394306","21,61473936","0,61045884",28
02/07/2010 10.00,"3,51460962","15,22922722","0,58387703",28
02/07/2010 11.00,"3,41527516","13,83531039","0,57005431",28
02/07/2010 12.00,"3,68257327","12,96963518","0,55532172",28
02/07/2010 13.00,"3,39721426","12,6490597","0,51155966",28
02/07/2010 14.00,"3,30691076","11,7392498","0,47696032",28
02/07/2010 15.00,"0,94572356","1,90138266","0,18634525",28
02/07/2010 16.00,"2,96917625","9,3187209","1,10084811",28
02/07/2010 17.00,"3,47487543","11,11497415","1,26625947",28
02/07/2010 18.00,"3,59949454","9,41216798","1,32388503",28
02/07/2010 19.00,"3,44597839","11,4381423","1,29833076",28
02/07/2010 20.00,"3,40263284","17,49012325","1,27550142",28
02/07/2010 21.00,"3,31232934","18,09103426","1,29765972",28
02/07/2010 22.00,"3,16061938","20,69066976","1,28663998",28
02/07/2010 23.00,"3,25814765","17,56020761","1,22877793",28
03/07/2010 0.00,"3,15339563","20,41161336","1,19449431",28
03/07/2010 1.00,,"9,01631898","1,17008639","31,89999962"
03/07/2010 2.00,"3,00529805",,"1,16613588","31,89999962"
03/07/2010 3.00,"3,27620855",,,"31,89999962"
03/07/2010 4.00,"3,26176003","6,47248902","1,25812311","31,89999962"
03/07/2010 5.00,"3,48932395","8,61787156","1,26377103","31,89999962"
03/07/2010 6.00,"3,42972368","18,37656851","1,22546001","31,89999962"
03/07/2010 7.00,"3,5344757","15,63676238","1,18872872","31,89999962"
03/07/2010 8.00,"3,53628189","9,24733829","1,14093693","31,89999962"
03/07/2010 9.00,"3,49835491","7,16555269","1,1290481","31,89999962"
03/07/2010 10.00,"2,99265573","6,72557472","1,15108757","31,89999962"
03/07/2010 11.00,"3,07934684","7,26678544","1,13130005","31,89999962"
03/07/2010 12.00,"2,71271529","7,63667905","1,08157319","31,89999962"
03/07/2010 13.00,"2,74883608","6,64380804","1,04207736","31,89999962"
03/07/2010 14.00,"2,9059636","6,21421223","1,01186192","31,89999962"
03/07/2010 15.00,"3,01974657","4,93580888","1,02892451","31,89999962"
03/07/2010 16.00,"2,94389159","5,20576607","0,96817908","31,89999962"
03/07/2010 17.00,"2,76870317","5,45495703","0,9829105","31,89999962"
03/07/2010 18.00,"2,90776979","6,67755293","1,05771748","31,89999962"
03/07/2010 19.00,"2,65130883","10,32586116","1,09421227","31,89999962"
03/07/2010 20.00,"2,68381724","16,20781942","1,1581964","31,89999962"
03/07/2010 21.00,"3,06128594","9,21748814","1,11751577","31,89999962"
03/07/2010 22.00,"2,96556386","12,00531416","1,12900966","31,89999962"
03/07/2010 23.00,"2,96375869","16,09879718","1,17364081","31,89999962"
04/07/2010 0.00,"2,97459482","11,10718275","1,21605962","31,89999962"
04/07/2010 1.00,"2,64589025","8,80995682","1,26997233","20,89999962"
04/07/2010 2.00,"2,58448379","8,35829653","1,30275426","20,89999962"
04/07/2010 3.00,"2,91680075","6,43874413","1,33695866","20,89999962"
04/07/2010 4.00,"2,57003528","4,80602041","1,38001007","20,89999962"
04/07/2010 5.00,"2,87887275","5,23950905","1,39734877","20,89999962"
04/07/2010 6.00,"3,33761399","8,38685034","1,45888407","20,89999962"
04/07/2010 7.00,"2,96014631","10,1065299","1,44190186","20,89999962"
04/07/2010 8.00,"3,05767355","8,74376529","1,44739134","20,89999962"
04/07/2010 9.00,"2,871649","5,68338176","1,36117086","20,89999962"
04/07/2010 10.00,"3,21480209","4,97863768","1,50647781","20,89999962"
04/07/2010 11.00,"2,84997571","2,68270234","1,75230446","20,89999962"
04/07/2010 12.00,"2,16908811","5,24599838","1,86510675","20,89999962"
04/07/2010 13.00,"1,06558006","3,37576602","1,8378143","20,89999962"
04/07/2010 14.00,"1,88011773","3,51334015","1,78101938","20,89999962"
04/07/2010 15.00,"2,18714901","2,82157282","1,75210758","20,89999962"
04/07/2010 16.00,"2,40026441","3,68595742","1,68646449","20,89999962"
04/07/2010 17.00,"3,24008674","3,52502056","1,66995411","20,89999962"
04/07/2010 18.00,"4,18466007","3,94942338","1,64226788","20,89999962"
04/07/2010 19.00,,"5,30310599","1,62492802","20,89999962"
04/07/2010 20.00,,"7,31740373","1,52026209","20,89999962"
04/07/2010 21.00,,"7,47834059","1,46354523","20,89999962"
04/07/2010 22.00,,"9,35765878","1,45777848","20,89999962"
04/07/2010 23.00,,"15,33045998","1,48325354","20,89999962"
05/07/2010 0.00,,"12,26488919","1,48206873","20,89999962"
05/07/2010 1.00,,"9,9585717","1,49135145","25,10000038"
05/07/2010 2.00,,,"1,48625574","25,10000038"
05/07/2010 3.00,,,,"25,10000038"
05/07/2010 4.00,,"5,35631886","1,62496763","25,10000038"
05/07/2010 5.00,,"9,91574481","1,59641232","25,10000038"
05/07/2010 6.00,,"28,35071536","1,72690746","25,10000038"
05/07/2010 7.00,,"27,5564132","1,61860906","25,10000038"
05/07/2010 8.00,,"24,9320976","1,64526892","25,10000038"
05/07/2010 9.00,,"19,81719168","1,68113112","25,10000038"
05/07/2010 10.00,,"20,3467392","1,96538879","25,10000038"
05/07/2010 11.00,,"21,88601392","2,22681595","25,10000038"
05/07/2010 12.00,,"17,68480118","2,38950238","25,10000038"
05/07/2010 13.00,,"16,79056451","2,45787157","25,10000038"
05/07/2010 14.00,,"15,11112298","2,48231909","25,10000038"
05/07/2010 15.00,,"28,43895416","2,4134373","25,10000038"
05/07/2010 16.00,,"25,8691688","2,41647795","25,10000038"
05/07/2010 17.00,,"19,43303264","2,33965785","25,10000038"
05/07/2010 18.00,,"33,1800832","2,34151486","25,10000038"
05/07/2010 19.00,,"33,34621688","2,27705658","25,10000038"
05/07/2010 20.00,,"60,5016072","2,31552604","25,10000038"
05/07/2010 21.00,,"43,78241","2,22440673","25,10000038"
05/07/2010 22.00,,"18,89571858","1,96412476","25,10000038"
05/07/2010 23.00,,"23,20982536","1,829283","25,10000038"
06/07/2010 0.00,,"22,23772632","1,66489917","25,10000038"
06/07/2010 1.00,,"18,91778306","1,56840805","25,2999897"
06/07/2010 2.00,,"17,48882118","1,55612429","25,2999897"
06/07/2010 3.00,,"12,19090818","1,52456677","25,2999897"
06/07/2010 4.00,,"13,00727099","1,56141688","25,2999897"
06/07/2010 5.00,,"19,195524","1,53827183","25,2999897"
06/07/2010 6.00,,"34,55064304","1,5246856","25,2999897"
06/07/2010 7.00,,"26,4077792","1,54423663","25,2999897"
06/07/2010 8.00,,"25,7562652","1,60596998","25,2999897"
06/07/2010 9.00,,"17,94566872","1,74661693","25,2999897"
06/07/2010 10.00,,"14,86322645","1,92427244","25,2999897"
06/07/2010 11.00,,"11,14222398","2,08336484","25,2999897"
06/07/2010 12.00,,"11,42905839","2,2601501","25,2999897"
06/07/2010 13.00,,"10,31937183","2,35312525","25,2999897"
06/07/2010 14.00,,"9,26291344","2,31390553","25,2999897"
06/07/2010 15.00,,"12,62440255","2,24585322","25,2999897"
06/07/2010 16.00,,"18,67118668","2,1842387","25,2999897"
06/07/2010 17.00,,"19,05664779","2,17697143","25,2999897"
06/07/2010 18.00,,"14,83467264","2,21607232","25,2999897"
06/07/2010 19.00,,"11,84308287","2,16958533","25,2999897"
06/07/2010 20.00,,"13,4199934","2,03241357","25,2999897"
06/07/2010 21.00,,"13,28890859","2,01855007","25,2999897"
06/07/2010 22.00,,"18,38046517","1,92585218","25,2999897"
06/07/2010 23.00,,"18,54010187","1,85337637","25,2999897"
07/07/2010 0.00,,"18,1351613","1,73196356","25,2999897"
07/07/2010 1.00,,"13,16041837","1,59945297","19,70000076"
07/07/2010 2.00,"2,62602316",,"1,58337713","19,70000076"
07/07/2010 3.00,"2,05711234",,,"19,70000076"
07/07/2010 4.00,"1,89456625","7,4731476","1,62812711","19,70000076"
07/07/2010 5.00,"1,82954741","12,23113857","1,58586674","19,70000076"
07/07/2010 6.00,"2,2431369","20,85550328","1,56438064","19,70000076"
07/07/2010 7.00,"2,24674928","21,82112064","1,60908985","19,70000076"
07/07/2010 8.00,"2,24494309","17,02807698","1,58835401","19,70000076"
07/07/2010 9.00,"2,41290776","12,98261575","1,39632124","19,70000076"
07/07/2010 10.00,"1,07641721","10,66720861","1,16443731","19,70000076"
07/07/2010 11.00,"1,42318166","11,54975722","1,13047057","19,70000076"
07/07/2010 12.00,"2,16547573","12,18701343","1,13445953","19,70000076"
07/07/2010 13.00,"2,38401072","11,25384845","1,19338872","19,70000076"
07/07/2010 14.00,"2,93124927","10,40243485","1,22830377","19,70000076"
07/07/2010 15.00,"3,06309213","10,06499935","1,22234014","19,70000076"
07/07/2010 16.00,"3,18771124","9,13442513","1,21333469","19,70000076"
07/07/2010 17.00,"3,13533473","8,10391449","1,25065779","19,70000076"
07/07/2010 18.00,"2,89693365","7,92221139","1,30508426","19,70000076"
07/07/2010 19.00,"2,86803662","7,86250919","1,26388986","19,70000076"
07/07/2010 20.00,"2,83010963","6,24406238","1,21483521","19,70000076"
07/07/2010 21.00,"2,7434175","8,04421229","1,156499","19,70000076"
07/07/2010 22.00,"2,79218164","5,56527561","1,1061011","19,70000076"
07/07/2010 23.00,"2,50321126","5,06819002","1,13813277","19,70000076"
08/07/2010 0.00,"2,75967221","4,20900032","1,18394873","19,70000076"
08/07/2010 1.00,"3,02516515","3,29399934","1,23489884","15,80000019"
08/07/2010 2.00,"3,04503123","3,05648878","1,2448526","15,80000019"
08/07/2010 3.00,"2,88067894","2,51527615","1,30476971","15,80000019"
08/07/2010 4.00,"2,97820721","2,83974446","1,33360113","15,80000019"
08/07/2010 5.00,"2,83913958","4,65416937","1,34272541","15,80000019"
08/07/2010 6.00,"3,84692556","6,70221199","1,34466048","15,80000019"
08/07/2010 7.00,"4,28399453","9,80412607","1,34213243","15,80000019"
08/07/2010 8.00,"4,29483066","10,24799687","1,3579706","15,80000019"
08/07/2010 9.00,"4,41764358","10,64384397","1,31365633","15,80000019"
08/07/2010 10.00,"3,63561533","10,19218368","1,3303636","15,80000019"
08/07/2010 11.00,"3,45862072","8,4569347","1,27704271","15,80000019"
08/07/2010 12.00,"3,53266951","7,92350964","1,2760944","15,80000019"
08/07/2010 13.00,"3,49835491","8,44655254","1,23470195","15,80000019"
08/07/2010 14.00,"3,48390639","7,69119017","1,23584715","15,80000019"
08/07/2010 15.00,"3,63019777","8,01565848","1,26705051","15,80000019"
08/07/2010 16.00,"3,50196628","7,74959412","1,21799469","15,80000019"
08/07/2010 17.00,"3,87762879","10,54650978","1,22174715","15,80000019"
08/07/2010 18.00,"3,52002718","7,62499864","1,20263067","15,80000019"
08/07/2010 19.00,"3,622973","7,40306133","1,20764599","15,80000019"
08/07/2010 20.00,"3,66631856","6,42316898","1,18351418","15,80000019"
08/07/2010 21.00,"3,42972368","6,26482861","1,1562625","15,80000019"
08/07/2010 22.00,"3,16061938","5,00589324","1,14457173","15,80000019"
08/07/2010 23.00,"3,35567489","4,21289315","1,13769823","15,80000019"
09/07/2010 0.00,"3,29968701","4,3361923","1,08903851","15,80000019"
09/07/2010 1.00,"3,34664495","9,15519136","1,14626913","23,7999897"
09/07/2010 2.00,"3,12088621","6,08961675","1,19378366","23,7999897"
09/07/2010 3.00,"3,2653714","6,50233916","1,23355676","23,7999897"
09/07/2010 4.00,"3,09379536","7,22395664","1,24998675","23,7999897"
09/07/2010 5.00,"3,31774791","13,14354306","1,23229273","23,7999897"
09/07/2010 6.00,"3,31594172","18,25326554","1,18999158","23,7999897"
09/07/2010 7.00,"3,60671829","24,86982376","1,24742026","23,7999897"
09/07/2010 8.00,"3,63200396","19,63029368","1,2416139","23,7999897"
09/07/2010 9.00,"3,57962745","12,38558802","1,1930334","23,7999897"
09/07/2010 10.00,"3,20757732","14,95148628","1,1570116","23,7999897"
09/07/2010 11.00,"3,14797705","15,9729111","1,14516355","23,7999897"
09/07/2010 12.00,"3,24550532","10,86578319","1,18477821","23,7999897"
09/07/2010 13.00,"3,08295923","8,46472227","1,11759382","23,7999897"
09/07/2010 14.00,"3,13172234","7,47184935","1,1070098","23,7999897"
09/07/2010 15.00,"3,31955411","8,21423306","1,14208212","23,7999897"
09/07/2010 16.00,"3,31232934","8,99814733","1,23407052","23,7999897"
09/07/2010 17.00,"2,81566112","9,0059349","1,20804209","23,7999897"
09/07/2010 18.00,"3,22202584","7,96893494","1,17980133","23,7999897"
09/07/2010 19.00,"3,15700801","7,6834045","1,174786","23,7999897"
09/07/2010 20.00,"3,20577113","10,83333464","1,18019626","23,7999897"
09/07/2010 21.00,"2,73619375","10,50886442","1,1930334","23,7999897"
09/07/2010 22.00,"2,57184147","10,04293487","1,20263067","23,7999897"
09/07/2010 23.00,"2,68742962","15,44078238","1,2737644","23,7999897"
10/07/2010 0.00,"3,19674119","15,47062487","1,33482555","23,7999897"
10/07/2010 1.00,"2,92944308","8,11429665","1,33360113","23,7999897"
10/07/2010 2.00,"2,86623042","7,26548719","1,38174709","23,7999897"
10/07/2010 3.00,"2,9420854","5,10453141","1,40433993","23,7999897"
10/07/2010 4.00,"2,45444712","7,1318078","1,45619874","23,7999897"
10/07/2010 5.00,"2,66214497","10,24020547","1,52002443","23,7999897"
10/07/2010 6.00,"2,84997571","32,59216232","1,56675025","23,7999897"
10/07/2010 7.00,"3,53628189","19,95217888","1,6216101","23,7999897"
10/07/2010 8.00,"3,49293633","13,42389006","1,76470589","23,7999897"
10/07/2010 9.00,"3,16965034","7,45757245","1,59656959","23,7999897"
10/07/2010 10.00,"2,97820721","5,493893","1,49794652","23,7999897"
10/07/2010 11.00,"2,8897099","5,83393646","1,40777552","23,7999897"
10/07/2010 12.00,"2,7434175","5,38097793","1,38952812","23,7999897"
10/07/2010 13.00,"2,77592693","5,47182852","1,38921241","23,7999897"
10/07/2010 14.00,"2,95834011","4,63989246","1,35915541","23,7999897"
10/07/2010 15.00,"2,48153797","3,99614883","1,37965475","23,7999897"
10/07/2010 16.00,"2,56822908","4,69310534","1,3653567","23,7999897"
10/07/2010 17.00,"2,45264093","5,27455218","1,42298226","23,7999897"
10/07/2010 18.00,"2,41110157","5,73659463","1,44458602","23,7999897"
10/07/2010 19.00,"2,8535881","3,64572321","1,4742877","23,7999897"
10/07/2010 20.00,"2,73980614","7,14089362","1,58946076","23,7999897"
10/07/2010 21.00,"2,72535762","8,39982899","1,57310882","23,7999897"
10/07/2010 22.00,"2,41471395","12,90473999","1,53949741","23,7999897"
10/07/2010 23.00,"2,43638622","12,64516305","1,55489987","23,7999897"
11/07/2010 0.00,"2,56642289","8,9345523","1,5232643","23,7999897"
11/07/2010 1.00,"2,88790371","7,24991395","1,52148651","18,5"
11/07/2010 2.00,"2,73077518","5,37189402","1,51722028","18,5"
11/07/2010 3.00,"2,45986468","5,01108432","1,53752157","18,5"
11/07/2010 4.00,"2,41832532","4,12593539","1,5397339","18,5"
11/07/2010 5.00,"2,71813285","5,4964895","1,52575157","18,5"
11/07/2010 6.00,"3,22744442","9,48744725","1,53191442","18,5"
11/07/2010 7.00,"3,17868028","12,71524741","1,51923573","18,5"
11/07/2010 8.00,"3,84873175","7,72493506","1,49466821","18,5"
11/07/2010 9.00,"3,79996762","4,51659523","1,45560576","18,5"
11/07/2010 10.00,"3,95709615","4,34008322","1,44115044","18,5"
11/07/2010 11.00,"4,2334242","4,92153198","1,41634759","18,5"
11/07/2010 12.00,"4,07449049","4,00004166","1,3900815","18,5"
11/07/2010 13.00,"3,31052315","4,55812578","1,28276985","18,5"
11/07/2010 14.00,"3,27440236","3,90399999","1,2293313","18,5"
11/07/2010 15.00,"3,20396595","3,19795766","1,18236899","18,5"
11/07/2010 16.00,"3,09198917","3,69504134","1,16262107","18,5"
11/07/2010 17.00,"3,00891044","3,82612806","1,11834525","18,5"
11/07/2010 18.00,"2,98362477","5,86767944","1,17841964","18,5"
11/07/2010 19.00,"3,1407533","9,13442513","1,18181678","18,5"
11/07/2010 20.00,"2,77050937","12,4816316","1,23118715","18,5"
11/07/2010 21.00,"2,56100533","12,54263205","1,25204181","18,5"
11/07/2010 22.00,"2,59531993","10,62437598","1,29205141","18,5"
11/07/2010 23.00,"2,9800134","12,2856516","1,26001857","18,5"
12/07/2010 0.00,"2,871649","20,69325096","1,27246077","18,5"
12/07/2010 1.00,"2,5646167","12,2739731","1,31250997","26,89999962"
12/07/2010 2.00,"2,63866549","9,84436029","1,37582306","26,89999962"
12/07/2010 3.00,"2,56281152","9,24344546","1,43186888","26,89999962"
12/07/2010 4.00,"2,59531993","9,70289332","1,498776","26,89999962"
12/07/2010 5.00,"2,53933205","24,02229152","1,54640819","26,89999962"
12/07/2010 6.00,"2,88429133","32,57009784","1,6016653","26,89999962"
12/07/2010 7.00,"2,96737006","27,18909888","1,64973087","26,89999962"
12/07/2010 8.00,"3,23647436","27,05153048","1,63499945","26,89999962"
12/07/2010 9.00,"3,50377247","27,32538624","1,64108308","26,89999962"
12/07/2010 10.00,"3,35567489","25,04372016","1,60083466","26,89999962"
12/07/2010 11.00,"3,28523849","19,80810968","1,59396232","26,89999962"
12/07/2010 12.00,"4,11422367","26,71020024","1,62832516","26,89999962"
12/07/2010 13.00,"4,2352304","20,0521","1,5561639","26,89999962"
12/07/2010 14.00,"3,38637812","12,73861205","1,52654144","26,89999962"
12/07/2010 15.00,"3,7331436","18,58163242","1,52784508","26,89999962"
12/07/2010 16.00,"4,2153633","21,3538852","1,52851728","26,89999962"
12/07/2010 17.00,"3,93722906","42,04455496","1,50829521","26,89999962"
12/07/2010 18.00,"3,87762879","28,69722712","1,51714222","26,89999962"
12/07/2010 19.00,"3,66993095","25,65242448","1,54506611","26,89999962"
12/07/2010 20.00,"3,52183337","20,7256976","1,50169898","26,89999962"
12/07/2010 21.00,"3,18951642","25,60181384","1,56453792","26,89999962"
12/07/2010 22.00,"3,06128594","24,08200328","1,57654441","26,89999962"
12/07/2010 23.00,"3,11185626","15,7496698","1,5297417","26,89999962"
13/07/2010 0.00,"3,17868028","16,76072202","1,54301221","26,89999962"
13/07/2010 1.00,"2,9420854","20,03265496","1,55434766","42,20000076"
13/07/2010 2.00,"2,94389159","24,36754136","1,54455234","42,20000076"
13/07/2010 3.00,"2,84455815","25,88345144","1,53084728","42,20000076"
13/07/2010 4.00,"3,01794038","19,11505366","1,51236339","42,20000076"
13/07/2010 5.00,"2,94569779","26,65568912","1,49909171","42,20000076"
13/07/2010 6.00,"3,25814765","31,68883792","1,52796391","42,20000076"
13/07/2010 7.00,"3,28885088","29,5551224","1,49210055","42,20000076"
13/07/2010 8.00,"3,15339563","24,11705024","1,41322655","42,20000076"
13/07/2010 9.00,"3,014328","24,87370512","1,38376254","42,20000076"
13/07/2010 10.00,"2,93486165","19,08001243","1,34039541","42,20000076"
13/07/2010 11.00,"2,87526138","20,25978144","1,34592334","42,20000076"
