,Bari,,,
,ENAIP,,,
Parm,SO2,NO2,CO,PM10
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3


18/02/2010 5.00,"1,96861504","5,16423361","0,94424415","12,5"
18/02/2010 6.00,"1,80426275","6,4011045","0,95676441","12,5"
18/02/2010 7.00,"1,82051746","8,93844513","0,97094479","12,5"
18/02/2010 8.00,"1,77536571","13,93394665","0,9682583","12,5"
18/02/2010 9.00,"1,55141316","15,42260499","0,99768387","12,5"
18/02/2010 10.00,"1,55321935","14,50631532","0,97343206","12,5"
18/02/2010 11.00,"1,69770454","7,33427522","0,9352387","12,5"
18/02/2010 12.00,"1,82412883","6,29468066","0,94645649","12,5"
18/02/2010 13.00,"2,18173044","5,75087154","0,94783818","12,5"
18/02/2010 14.00,"1,86928058","13,38235759","0,99918322","12,5"
18/02/2010 15.00,"2,044469","7,87808434","0,9525774","12,5"
18/02/2010 16.00,"1,76452856","5,09414734","0,93650273","12,5"
18/02/2010 17.00,"1,759111","5,51465923","0,92753689","12,5"
18/02/2010 18.00,"1,46291585","7,81319106","0,93721454","12,5"
18/02/2010 19.00,"1,53515845","10,45694597","0,9506435","12,5"
18/02/2010 20.00,"1,34190913","6,95659403","0,90261521","12,5"
18/02/2010 21.00,"1,33107299","11,81841616","0,94562701","12,5"
18/02/2010 22.00,"1,67783745","26,13004208","1,03891788","12,5"
18/02/2010 23.00,"1,62907331","17,9352923","1,0624567","12,5"
19/02/2010 0.00,"1,80787412","14,61403549","0,9930227","12,5"
19/02/2010 1.00,,"8,35699828","0,94914181","48,79999161"
19/02/2010 2.00,"1,62726814",,"0,91260741","48,79999161"
19/02/2010 3.00,"1,63991047",,,"48,79999161"
19/02/2010 4.00,"1,78078327","3,89751066","0,9000091","48,79999161"
19/02/2010 5.00,"1,7934256","4,2738936","0,8951895","48,79999161"
19/02/2010 6.00,"1,74827385","7,32389306","0,84254082","48,79999161"
19/02/2010 7.00,"1,64532803","20,45704248","0,9458635","48,79999161"
19/02/2010 8.00,"1,62726814","13,53680704","0,87670561","48,79999161"
19/02/2010 9.00,"1,51890374","12,33367148","0,92264039","48,79999161"
19/02/2010 10.00,"1,33287817","12,86839478","0,92737961","48,79999161"
19/02/2010 11.00,"1,33468436","9,40178582","0,85371783","48,79999161"
19/02/2010 12.00,"1,26966653","7,46795652","0,81042992","48,79999161"
19/02/2010 13.00,"1,35455145","9,187638","0,80047616","48,79999161"
19/02/2010 14.00,"1,22812615","7,46406178","0,81335174","48,79999161"
19/02/2010 15.00,"1,26966653","5,83912563","0,81639472","48,79999161"
19/02/2010 16.00,"1,31481828","8,54129596","0,80798109","48,79999161"
19/02/2010 17.00,"1,29675738","10,75935554","0,8725186","48,79999161"
19/02/2010 18.00,"1,38886707","11,37844393","0,90320703","48,79999161"
19/02/2010 19.00,"1,28592124","15,00210074","0,89289794","48,79999161"
19/02/2010 20.00,"1,3617752","17,29024468","0,96130674","48,79999161"
19/02/2010 21.00,"1,15588355","15,8509102","0,93531792","48,79999161"
19/02/2010 22.00,"1,28592124","19,36553904","0,98476751","48,79999161"
19/02/2010 23.00,"1,28772642","13,47840118","0,96000311","48,79999161"
20/02/2010 0.00,"1,05655011","16,11437233","0,99701166","48,79999161"
20/02/2010 1.00,"1,27869647","22,07029248","1,00953192",25
20/02/2010 2.00,"1,35997003","23,73807272","1,05819164",25
20/02/2010 3.00,"1,3292668","17,30322716","1,04010268",25
20/02/2010 4.00,"1,2732779","10,8826585","0,97189193",25
20/02/2010 5.00,"1,29495119","6,51531782","0,93271182",25
20/02/2010 6.00,"1,26244176","7,93908479","0,90964482",25
20/02/2010 7.00,"1,112538","12,65295636","0,9299065",25
20/02/2010 8.00,"1,28772642","10,20775692","0,95652791",25
20/02/2010 9.00,"1,01320456","8,60748749","0,97082596",25
20/02/2010 10.00,"1,01320456","5,91440298","0,96363674",25
20/02/2010 11.00,"1,05835631","5,55878628","0,92082299",25
20/02/2010 12.00,"1,28050267","5,46274461","0,94163688",25
20/02/2010 13.00,"1,47917057","10,39854966","0,966837",25
20/02/2010 14.00,"1,48639432","8,97478651","0,96407129",25
20/02/2010 15.00,"1,86025064","7,61201998","0,97667193",25
20/02/2010 16.00,"1,37802992","4,36474419","0,95435519",25
20/02/2010 17.00,"1,38344849","5,98838209","0,97090518",25
20/02/2010 18.00,"1,60017628","4,36733878","0,99025816",25
20/02/2010 19.00,"1,60740104","5,12919047","1,02213139",25
20/02/2010 20.00,"1,66158274","5,0759776","0,99795881",25
20/02/2010 21.00,"1,64352183","5,05391503","1,00005348",25
20/02/2010 22.00,"1,74646868","5,55489345","0,97639466",25
20/02/2010 23.00,"1,69228597","3,87804077","0,95084038",25
21/02/2010 0.00,"1,77897708","2,8864661","0,91853144",25
21/02/2010 1.00,,"2,82027648","0,92034884","16,60000038"
21/02/2010 2.00,"2,03363286",,"0,91809806","16,60000038"
21/02/2010 3.00,"2,14380346",,,"16,60000038"
21/02/2010 4.00,"2,41832532","2,47763652","0,85889276","16,60000038"
21/02/2010 5.00,"2,71452047","1,80533908","0,83547043","16,60000038"
21/02/2010 6.00,"2,95472773","2,40625391","0,81275992","16,60000038"
21/02/2010 7.00,"2,97098244","2,51267966","0,7999624","16,60000038"
21/02/2010 8.00,"3,04322504","3,81314749","0,88480119","16,60000038"
21/02/2010 9.00,"2,92944308","4,90725507","0,87394106","16,60000038"
21/02/2010 10.00,"2,99084954","5,41082807","0,8866582","16,60000038"
21/02/2010 11.00,"2,73799994","4,45948762","0,86130198","16,60000038"
21/02/2010 12.00,"2,49959887","4,62561556","0,83163991","16,60000038"
21/02/2010 13.00,"2,37678595","3,89361592","0,84953198","16,60000038"
21/02/2010 14.00,"1,98306356","3,80276533","0,83602264","16,60000038"
21/02/2010 15.00,"2,11129403","3,36148911","0,7992133","16,60000038"
21/02/2010 16.00,"2,26842155","3,43676646","0,79139266","16,60000038"
21/02/2010 17.00,"2,22507599","2,73072414","0,76366566","16,60000038"
21/02/2010 18.00,"2,11129403","5,80019158","0,83969705","16,60000038"
21/02/2010 19.00,"2,05891853","14,6970985","0,78898344","16,60000038"
21/02/2010 20.00,"2,16728192","32,73491224","0,9532496","16,60000038"
21/02/2010 21.00,"2,6549202","26,83220496","0,99614257","16,60000038"
21/02/2010 22.00,"2,65672639","20,78930984","0,95866103","16,60000038"
21/02/2010 23.00,"2,59351475","10,13768021","0,84254082","16,60000038"
22/02/2010 0.00,"2,71452047","15,46284494","0,89234573","16,60000038"
22/02/2010 1.00,"2,79398783","16,55825078","0,93401429",15
22/02/2010 2.00,"2,81927248","10,26875737","0,8783634",15
22/02/2010 3.00,"2,79760021","5,99876616","0,79328811",15
22/02/2010 4.00,"2,88609752","6,31155215","0,81378745",15
22/02/2010 5.00,"3,07573446","5,11231707","0,75596501",15
22/02/2010 6.00,"3,1028253","9,38750892","0,81619551",15
22/02/2010 7.00,"3,06851071","15,67829293","0,82646498",15
22/02/2010 8.00,"2,88609752","10,37777961","0,78696915",15
22/02/2010 9.00,"2,833721","21,10469424","0,88302457",15
22/02/2010 10.00,"2,94027921","23,0709568","0,8795086",15
22/02/2010 11.00,"2,88067894","16,65169786","0,7832563",15
22/02/2010 12.00,"2,6549202","10,55299911","0,72476165",15
22/02/2010 13.00,"2,45625332","9,99880782","0,75529164",15
22/02/2010 14.00,"2,37317357","11,77039628","0,80454434",15
22/02/2010 15.00,"2,18353663","6,6113614","0,78195266",15
22/02/2010 16.00,"1,96139027","7,89755233","0,81244421",15
22/02/2010 17.00,"2,03724525","11,41477766","0,84072342",15
22/02/2010 18.00,"1,79703798","23,63553216","0,88713236",15
22/02/2010 19.00,"1,76452856","25,21893584","0,90146885",15
22/02/2010 20.00,"1,87469915","14,77626486","0,8454638",15
22/02/2010 21.00,"2,044469","9,83916921","0,80675668",15
22/02/2010 22.00,"1,95958408","8,19995616","0,81426161",15
22/02/2010 23.00,"2,2431369","9,46148802","0,84202705",15
23/02/2010 0.00,"2,16186334","7,8767861","0,84305458",15
23/02/2010 1.00,,"7,0435537","0,83373225","14,39999962"
23/02/2010 2.00,"2,04627519",,"0,82784784","14,39999962"
23/02/2010 3.00,"1,97945117",,,"14,39999962"
23/02/2010 4.00,"1,84580212","4,21548965","0,81544641","14,39999962"
23/02/2010 5.00,"1,94152317","5,0019985","0,79348616","14,39999962"
23/02/2010 6.00,"1,81690508","5,23431797","0,79684369","14,39999962"
23/02/2010 7.00,"1,52251612","7,76127644","0,79988434","14,39999962"
23/02/2010 8.00,"1,60740104","15,64325362","0,84897861","14,39999962"
23/02/2010 9.00,"1,42318166","19,78084456","0,88041846","14,39999962"
23/02/2010 10.00,"1,2389633","9,72755238","0,89408275","14,39999962"
23/02/2010 11.00,"1,09989567","7,33946821","0,83795887","14,39999962"
23/02/2010 12.00,"1,30398113","5,07078652","0,83013823","14,39999962"
23/02/2010 13.00,"1,38344849","6,07663618","0,83341654","14,39999962"
23/02/2010 14.00,"1,4719458","6,91376523","0,86007756","14,39999962"
23/02/2010 15.00,"1,53154607","4,61653165","0,84174978","14,39999962"
23/02/2010 16.00,"1,48458812","3,94163771","0,84262004","14,39999962"
23/02/2010 17.00,"1,43221262","4,3335958","0,84609523","14,39999962"
23/02/2010 18.00,"1,46652722","6,389426","0,87852184","14,39999962"
23/02/2010 19.00,"1,61643099","12,1883155","0,90458872","14,39999962"
23/02/2010 20.00,"1,48639432","9,81840298","0,88247119","14,39999962"
23/02/2010 21.00,"1,40873315","7,18891542","0,87757353","14,39999962"
23/02/2010 22.00,"1,45569109","12,7061635","0,92327182","14,39999962"
23/02/2010 23.00,"1,2913388","15,02546538","0,93369857","14,39999962"
24/02/2010 0.00,"1,19922911","7,6068289","0,91031586","14,39999962"
24/02/2010 1.00,"1,18658678","5,3887655","0,89700573","13,89999962"
24/02/2010 2.00,"1,12518032","3,90399999","0,86592237","13,89999962"
24/02/2010 3.00,"1,21729001","4,37253177","0,88401249","13,89999962"
24/02/2010 4.00,"1,32384822","4,12204065","0,82946719","13,89999962"
24/02/2010 5.00,"1,42679405","2,27127627","0,84435822","13,89999962"
24/02/2010 6.00,"1,4520787","4,66714802","0,82765095","13,89999962"
24/02/2010 7.00,"1,54057601","13,2603567","0,84577952","13,89999962"
24/02/2010 8.00,"1,5423822","18,73218522","0,89321482","13,89999962"
24/02/2010 9.00,"1,58753395","13,76003878","0,88511807","13,89999962"
24/02/2010 10.00,"1,2209024","13,40442016","0,8822347","13,89999962"
24/02/2010 11.00,"1,42679405","13,66789185","0,89052833","13,89999962"
24/02/2010 12.00,"1,29314499","14,84895337","0,88567145","13,89999962"
24/02/2010 13.00,"1,39247843","12,78792444","0,89092443","13,89999962"
24/02/2010 14.00,"1,45388489","13,81195531","0,89447885","13,89999962"
24/02/2010 15.00,"1,61101343","12,74639389","0,92287689","13,89999962"
24/02/2010 16.00,,,,"13,89999962"
24/02/2010 17.00,,,,"13,89999962"
24/02/2010 18.00,,,,"13,89999962"
24/02/2010 19.00,,,,"13,89999962"
24/02/2010 20.00,"4,60547433","34,35336288","1,02734477","13,89999962"
24/02/2010 21.00,"4,25690368","32,49352224","1,0272271","13,89999962"
24/02/2010 22.00,"3,79816244","46,1912432","0,99519426","13,89999962"
24/02/2010 23.00,"3,09198917","36,08991776","1,00301491","13,89999962"
25/02/2010 0.00,"3,05406219","23,1202864","0,95514506","13,89999962"
25/02/2010 1.00,,"17,32399722","0,95889752","29,2999897"
25/02/2010 2.00,"2,5303021",,"0,93883273","29,2999897"
25/02/2010 3.00,"2,23049457",,,"29,2999897"
25/02/2010 4.00,"2,34608272","13,70682017","1,00838672","29,2999897"
25/02/2010 5.00,"2,25036167","11,35638136","0,91292313","29,2999897"
25/02/2010 6.00,"2,37317357","13,19935625","0,89862508","29,2999897"
25/02/2010 7.00,"2,53391449","17,15787118","0,98729556","29,2999897"
25/02/2010 8.00,"2,73077518","26,50123776","1,19062418","29,2999897"
25/02/2010 9.00,"2,52849591","42,93229656","1,27798986","29,2999897"
25/02/2010 10.00,"2,21965844","24,92821624","1,11471161","29,2999897"
25/02/2010 11.00,"1,60017628","19,39278504","1,10076889","29,2999897"
25/02/2010 12.00,"1,41595791","19,16955904","1,05850735","29,2999897"
25/02/2010 13.00,"1,34190913","19,30712744","1,03405866","29,2999897"
25/02/2010 14.00,"1,27147272","17,45248744","1,04819943","29,2999897"
25/02/2010 15.00,"1,04210159","20,8944316","1,03599489","29,2999897"
25/02/2010 16.00,"0,95360429","21,51351808","1,06522241","29,2999897"
25/02/2010 17.00,"1,10170186","36,11068208","1,08773487","29,2999897"
25/02/2010 18.00,"1,46472103","62,0811104","1,21218833","29,2999897"
25/02/2010 19.00,"1,50445522","87,19882496","1,27534414","29,2999897"
25/02/2010 20.00,"1,71034687","85,08589288","1,46022731","29,2999897"
25/02/2010 21.00,"1,47736437","55,90842872","1,31444504","29,2999897"
25/02/2010 22.00,"1,99028731","54,06545192","1,55596701","29,2999897"
25/02/2010 23.00,"1,87469915","32,2001832","1,18967587","29,2999897"
26/02/2010 0.00,"1,7410501","17,95735678","0,99890712","29,2999897"
26/02/2010 1.00,"1,78981423","20,54270008","1,04097061","16,70000076"
26/02/2010 2.00,"1,91262614","14,69191125","0,99310192","16,70000076"
26/02/2010 3.00,"2,28106388","11,14093146","0,97773674","16,70000076"
26/02/2010 4.00,"2,22146361","11,30056817","0,9844518","16,70000076"
26/02/2010 5.00,"2,11310023","10,75027162","0,95407908","16,70000076"
26/02/2010 6.00,"2,07517223","10,93846214","0,98441219","16,70000076"
26/02/2010 7.00,"2,1347725","16,81523314","0,96533531","16,70000076"
26/02/2010 8.00,"2,21062748","34,5791892","1,07237085","16,70000076"
26/02/2010 9.00,"2,06614229","38,31707272","1,18860989","16,70000076"
26/02/2010 10.00,"1,67241989","18,31167141","1,03358567","16,70000076"
26/02/2010 11.00,"1,42679405","18,15203662","1,00352867","16,70000076"
26/02/2010 12.00,"1,19922911","9,187638","0,94163688","16,70000076"
26/02/2010 13.00,"1,06377386","11,29667342","0,93843896","16,70000076"
26/02/2010 14.00,"0,94096196","9,6938075","0,89653274","16,70000076"
26/02/2010 15.00,"1,09808948","10,32716514","0,90940832","16,70000076"
26/02/2010 16.00,"1,19200536","12,03516813","0,91639949","16,70000076"
26/02/2010 17.00,"1,15227219","16,90737815","0,95194597","16,70000076"
26/02/2010 18.00,"1,01862212","19,97424336","0,97615816","16,70000076"
26/02/2010 19.00,"1,04932535","15,53033663","0,96576986","16,70000076"
26/02/2010 20.00,"0,97708275","14,32071939","0,99543192","16,70000076"
26/02/2010 21.00,"0,86691317","6,491957","0,92607598","16,70000076"
26/02/2010 22.00,"0,57974797","4,91763723","0,92105949","16,70000076"
26/02/2010 23.00,"0,79467058","4,52308456","0,94167649","16,70000076"
27/02/2010 0.00,"0,74410025","4,45689303","0,9379648","16,70000076"
27/02/2010 1.00,,"5,45884986","0,95577765","17,2999897"
27/02/2010 2.00,"0,67366385",,"0,97256414","17,2999897"
27/02/2010 3.00,"1,0222345",,,"17,2999897"
27/02/2010 4.00,"1,0601625","4,39719083","0,9656918","17,2999897"
27/02/2010 5.00,"1,18839298","4,53606322","0,96466427","17,2999897"
27/02/2010 6.00,"1,34190913","6,21421223","0,93962376","17,2999897"
27/02/2010 7.00,"1,54780078","14,53227454","0,98184569","17,2999897"
27/02/2010 8.00,"1,63991047","10,49199866","1,01233607","17,2999897"
27/02/2010 9.00,"1,44124257","15,45894829","1,01743178","17,2999897"
27/02/2010 10.00,"1,56405549","13,46542061","1,01123049","17,2999897"
27/02/2010 11.00,"1,31662346","8,67887201","0,96608557","17,2999897"
27/02/2010 12.00,"1,26605415","5,98708384","0,93476455","17,2999897"
27/02/2010 13.00,"1,42498786","5,18499793","0,89471534","17,2999897"
27/02/2010 14.00,"1,22812615","4,54514904","0,89139859","17,2999897"
27/02/2010 15.00,"1,31481828","4,2284683","0,85233614","17,2999897"
27/02/2010 16.00,"1,31301209","3,9753826","0,86679146","17,2999897"
27/02/2010 17.00,"1,31481828","4,59706366","0,85585094","17,2999897"
27/02/2010 18.00,"1,31842965","8,08704109","0,8604725","17,2999897"
27/02/2010 19.00,"1,46472103","12,15715946","0,88369561","17,2999897"
27/02/2010 20.00,"1,58392157","19,13971272","0,93271182","17,2999897"
27/02/2010 21.00,"1,78981423","16,6140525","0,92951156","17,2999897"
27/02/2010 22.00,"1,91443233","14,62701606","0,92362715","17,2999897"
27/02/2010 23.00,"2,19798515","33,29300592","1,11182824","17,2999897"
28/02/2010 0.00,"2,38401072","27,22416496","1,07241046","17,2999897"
28/02/2010 1.00,"2,46167087","14,2921675","0,95929246","14,89999962"
28/02/2010 2.00,"2,58809618","16,48296769","0,95467207","14,89999962"
28/02/2010 3.00,"2,45625332","16,49075909","0,9985914","14,89999962"
28/02/2010 4.00,"2,59893231","10,98258727","0,90071975","14,89999962"
28/02/2010 5.00,"2,53752585","7,04225546","0,85561328","14,89999962"
28/02/2010 6.00,"2,61518702","6,38163842","0,85024263","14,89999962"
28/02/2010 7.00,"2,49959887","6,93063672","0,88618405","14,89999962"
28/02/2010 8.00,"2,84275196","8,12078598","0,90747326","14,89999962"
28/02/2010 9.00,"2,48695655","11,52639449","0,99341764","14,89999962"
28/02/2010 10.00,"2,28106388","7,02278747","0,96715155","14,89999962"
28/02/2010 11.00,"2,03002048","7,09157358","0,92477234","14,89999962"
28/02/2010 12.00,"1,81871127","7,59125375","0,92805065","14,89999962"
28/02/2010 13.00,"1,37261236","7,59385025","0,90846001","14,89999962"
28/02/2010 14.00,"1,3816423","7,0266803","0,85679809","14,89999962"
28/02/2010 15.00,"1,11073181","6,17008518","0,81911849","14,89999962"
28/02/2010 16.00,"0,99153127","5,7327018","0,77650279","14,89999962"
28/02/2010 17.00,"0,94818571","7,11493631","0,79147188","14,89999962"
28/02/2010 18.00,"1,06377386","12,39467193","0,82058057","14,89999962"
28/02/2010 19.00,"0,85427085","12,40635807","0,85300718","14,89999962"
28/02/2010 20.00,"0,88677925","12,46086919","0,85861549","14,89999962"
28/02/2010 21.00,"0,96624662","11,4381423","0,82563667","14,89999962"
28/02/2010 22.00,"0,85427085","11,85605197","0,80580837","14,89999962"
28/02/2010 23.00,"0,83440375","19,38760352","0,88029963","14,89999962"
01/03/2010 0.00,"1,08183477","23,32014776","0,90506287","14,89999962"
01/03/2010 1.00,,"22,59853984","0,91865143",28
01/03/2010 2.00,"0,9138701",,"0,84617445",28
01/03/2010 3.00,"0,78202724",,,28
01/03/2010 4.00,"0,84704608","4,35565837","0,8477938",28
01/03/2010 5.00,"0,96263423","6,23238197","0,85786523",28
01/03/2010 6.00,"0,90845254","30,0911516","0,93093403",28
01/03/2010 7.00,"1,22451478","67,62302328","1,04330177",28
01/03/2010 8.00,"0,88136169","39,62662064","1,02177607",28
01/03/2010 9.00,"1,05835631","48,48977312","1,00419971",28
01/03/2010 10.00,"0,91025873","22,24940864","1,00822828",28
01/03/2010 11.00,"1,00959217","20,73479872","1,02268477",28
01/03/2010 12.00,"0,93915577","12,54652679","0,9553035",28
01/03/2010 13.00,"1,06377386","21,99503616","0,97951453",28
01/03/2010 14.00,"1,01681694","23,02682784","1,03812684",28
01/03/2010 15.00,"1,00597979","16,49075909","1,00119867",28
01/03/2010 16.00,"1,06377386","17,56928961","1,00175205",28
01/03/2010 17.00,"1,2732779","24,1702612","1,03982541",28
01/03/2010 18.00,"1,61101343",,"1,21104313",28
01/03/2010 19.00,"2,31537949",,"1,15089069",28
01/03/2010 20.00,"2,72355143",,"1,15341757",28
01/03/2010 21.00,"2,082397","13,60428726","0,99144296",28
01/03/2010 22.00,"1,58572776","5,37189402","0,95798882",28
01/03/2010 23.00,"1,4195703","4,56072228","1,02390918",28
02/03/2010 0.00,"1,112538","3,60419074","1,01249451",28
02/03/2010 1.00,"0,92470725","3,19665942","1,01431075","20,70000076"
02/03/2010 2.00,"1,112538","3,16031803","1,00044841","20,70000076"
02/03/2010 3.00,"1,17755684","3,73008447","1,01577282","20,70000076"
02/03/2010 4.00,"1,17936303","6,46469953","0,99361569","20,70000076"
02/03/2010 5.00,"1,23173853","6,44523346","0,96770492","20,70000076"
02/03/2010 6.00,"1,53877083","10,60749876","0,97173349","20,70000076"
02/03/2010 7.00,"1,64171666","18,08454493","0,99629985","20,70000076"
02/03/2010 8.00,"1,62546195","27,216364","1,13197109","20,70000076"
02/03/2010 9.00,"1,71757062","25,12031488","1,04243268","20,70000076"
02/03/2010 10.00,"1,38525468","17,91841698","0,94799662","20,70000076"
02/03/2010 11.00,"1,68867358","14,21688632","0,91284507","20,70000076"
02/03/2010 12.00,"1,71034687","18,73218522","0,90790664","20,70000076"
02/03/2010 13.00,"1,56766787","11,97027294","0,86319743","20,70000076"
02/03/2010 14.00,"1,34190913","11,6743527","0,88290574","20,70000076"
02/03/2010 15.00,"1,40150939","12,98649902","0,86781782","20,70000076"
02/03/2010 16.00,"1,43943638","10,78401078","0,85059796","20,70000076"
02/03/2010 17.00,"1,3997032","14,41676298","0,87939093","20,70000076"
02/03/2010 18.00,"1,64713422","27,45777312","0,97801401","20,70000076"
02/03/2010 19.00,"1,69409216","32,54153256","0,95972584","20,70000076"
02/03/2010 20.00,"1,33829674","43,12567624","0,99088959","20,70000076"
02/03/2010 21.00,"1,5622493","15,24349839","0,94345428","20,70000076"
02/03/2010 22.00,"1,7934256","16,26363261","0,91474053","20,70000076"
02/03/2010 23.00,"1,80787412","13,38625425","0,88302457","20,70000076"
03/03/2010 0.00,"1,68506222","7,49780858","0,82757173","20,70000076"
03/03/2010 1.00,,"7,23953179","0,81133862","37,20000076"
03/03/2010 2.00,"1,85121968",,"0,81710537","37,20000076"
03/03/2010 3.00,"2,06975467",,,"37,20000076"
03/03/2010 4.00,"2,33524659","10,5400109","0,85916886","37,20000076"
03/03/2010 5.00,"2,67117491","15,21884315","0,80734966","37,20000076"
03/03/2010 6.00,"2,47792559","21,834084","0,81015382","37,20000076"
03/03/2010 7.00,"2,86984281","36,03152528","0,84645056","37,20000076"
03/03/2010 8.00,"3,63922772","41,78498184","0,97086557","37,20000076"
03/03/2010 9.00,"4,13047838","49,86033296","1,32356932","37,20000076"
03/03/2010 10.00,"3,91013821","70,63537928","1,60901063","37,20000076"
03/03/2010 11.00,"3,11727382","63,0882564","1,15645939","37,20000076"
03/03/2010 12.00,"2,47070183","50,2419108","1,12873239","37,20000076"
03/03/2010 13.00,"2,15644578","34,06914408","1,049898","37,20000076"
03/03/2010 14.00,"2,39484686","55,54243368","1,15416783","37,20000076"
03/03/2010 15.00,"1,90179","50,9220092","1,04247229","37,20000076"
03/03/2010 16.00,"1,74466248","38,03023448","1,00976958","37,20000076"
03/03/2010 17.00,"1,61643099","34,26770528","0,95964778","37,20000076"
03/03/2010 18.00,"1,41415172","30,1677272","0,97990946","37,20000076"
03/03/2010 19.00,"1,42860024","40,41702232","1,05305748","37,20000076"
03/03/2010 20.00,"1,36719378","35,08795328","1,00878166","37,20000076"
03/03/2010 21.00,"1,26605415","21,45640664","0,98074011","37,20000076"
03/03/2010 22.00,"1,31481828","29,62001568","0,94590311","37,20000076"
03/03/2010 23.00,"1,09086573","13,12018798","0,93867545","37,20000076"
04/03/2010 0.00,"1,08725334","7,52765872","0,93022338","37,20000076"
04/03/2010 1.00,"1,17213827","5,4484677","0,8748486","13,89999962"
04/03/2010 2.00,"1,12518032","3,20963807","0,83306121","13,89999962"
04/03/2010 3.00,"1,12879271","3,20314874","0,80225395","13,89999962"
04/03/2010 4.00,"1,2028415","3,11748923","0,81552447","13,89999962"
04/03/2010 5.00,"1,12698652","3,64961604","0,79708019","13,89999962"
04/03/2010 6.00,"1,24438086","3,53670288","0,81181278","13,89999962"
04/03/2010 7.00,"1,21006626","5,51725573","0,8168281","13,89999962"
04/03/2010 8.00,"1,21729001","8,84629629","0,86714678","13,89999962"
04/03/2010 9.00,"1,14504742","8,46082944","0,85545601","13,89999962"
04/03/2010 10.00,"1,16672071","6,87872401","0,85565289","13,89999962"
04/03/2010 11.00,"1,20826007","7,8456377","0,85115017","13,89999962"
04/03/2010 12.00,"0,92651344","6,29468066","0,8727947","13,89999962"
04/03/2010 13.00,"1,22632097","8,95142378","0,89096288","13,89999962"
04/03/2010 14.00,"1,26786034","15,24480046","0,92192858","13,89999962"
04/03/2010 15.00,"1,25341182","11,10199358","0,91703092","13,89999962"
04/03/2010 16.00,"1,3997032","17,17344251","0,93089442","13,89999962"
04/03/2010 17.00,"1,31842965","12,14937762","1,01873425","13,89999962"
04/03/2010 18.00,"1,46652722","16,73215674","1,06573618","13,89999962"
04/03/2010 19.00,"1,51167897","38,23659664","1,14607108","13,89999962"
04/03/2010 20.00,"1,56766787","18,2766321","1,05167579","13,89999962"
04/03/2010 21.00,"1,24076949","13,17209495","1,08109903","13,89999962"
04/03/2010 22.00,"1,70673449","12,15715946","1,09358084","13,89999962"
04/03/2010 23.00,"1,92346329","9,67563776","1,11368525","13,89999962"
05/03/2010 0.00,"1,97583879","9,15129662","1,09235643","13,89999962"
05/03/2010 1.00,,"8,42967914","1,10464019",18
05/03/2010 2.00,"2,24674928",,"1,0739902",18
05/03/2010 3.00,"2,39845924",,,18
05/03/2010 4.00,"2,61518702","7,18372242","1,10029474",18
05/03/2010 5.00,"2,88067894","7,17074377","1,06794735",18
05/03/2010 6.00,"2,9059636","6,40499924","1,05949527",18
05/03/2010 7.00,"2,79398783","8,12468072","1,06676254",18
05/03/2010 8.00,"3,15520182","13,16950228","1,10147954",18
05/03/2010 9.00,"3,43694845","18,96190628","1,12146512",18
05/03/2010 10.00,"3,7855191","21,50571712","1,10025513",18
05/03/2010 11.00,"3,38637812","26,583014","1,09602967",18
05/03/2010 12.00,"3,28523849","22,8568128","1,06897488",18
05/03/2010 13.00,"3,24189293","19,20590616","1,09243565",18
05/03/2010 14.00,"3,11005007","20,36100272","1,11577759",18
05/03/2010 15.00,"1,33287817","7,40825432","0,42735346",18
05/03/2010 16.00,"1,14461418",,"0,2321612",18
05/03/2010 17.00,"3,96973848","20,68158776","1,36812125",18
05/03/2010 18.00,"3,83247704","28,45193664","1,41204175",18
05/03/2010 19.00,"3,47668162","22,8905596","1,34118412",18
05/03/2010 20.00,"3,19674119","20,91389576","1,3267288",18
05/03/2010 21.00,"3,3737358","7,46146719","1,22289235",18
05/03/2010 22.00,"3,49113014","15,34863545","1,2129782",18
05/03/2010 23.00,"3,72772502","11,79635359","1,25117156",18
06/03/2010 0.00,"3,66631856","11,7029065","1,21669222",18
06/03/2010 1.00,"3,71508269","9,92612697","1,13110316","14,89999962"
06/03/2010 2.00,"3,92458673","6,59059517","1,11810759","14,89999962"
06/03/2010 3.00,"4,08713282","3,76772219","1,12893044","14,89999962"
06/03/2010 4.00,"4,46098914","3,36927478","1,13106239","14,89999962"
06/03/2010 5.00,"4,20272097","3,08374434","1,11131447","14,89999962"
06/03/2010 6.00,"4,6452075","6,22589264","1,07438514","14,89999962"
06/03/2010 7.00,"4,954046","7,9053399","1,10862915","14,89999962"
06/03/2010 8.00,"4,99919774","10,24279814","1,11980616","14,89999962"
06/03/2010 9.00,"4,9341789","5,67948893","1,09448838","14,89999962"
06/03/2010 10.00,"4,87277244","4,52827564","1,11767304","14,89999962"
06/03/2010 11.00,"4,87457863","3,71321107","1,06328735","14,89999962"
06/03/2010 12.00,"4,19188484","4,47376643","1,11119564","14,89999962"
06/03/2010 13.00,"4,11061128","5,1668301","1,10388993","14,89999962"
06/03/2010 14.00,"3,98057461","4,07921185","1,0929098","14,89999962"
06/03/2010 15.00,"3,97696223","3,28621176","1,06830267","14,89999962"
06/03/2010 16.00,"3,99321694","3,39782858","1,0542819","14,89999962"
