,Comune Bari,,,,
13/03/2010 7.00,"1,06558006","55,1959028",,"0,39351836","11,44579983"
13/03/2010 8.00,"1,57308543","54,58849864",,"0,47563688","11,4502697"
13/03/2010 9.00,"0,60503262","57,43472096",,"0,56613292","11,44987011"
13/03/2010 10.00,"0,15351615","34,0314968",,"0,43327049","11,44851017"
13/03/2010 11.00,"0,75854877","27,64467112",,"0,3965229","11,44620037"
13/03/2010 12.00,"0,4497113","20,66990544",,"0,33269371","11,44972992"
13/03/2010 13.00,"0,50750537","16,35059037",,"0,36046731","11,44402981"
13/03/2010 14.00,"1,13601748","13,67177703",,"0,3128491","11,44892025"
13/03/2010 15.00,"0,79286439","11,42516365",,"0,29571778","11,44484997"
13/03/2010 16.00,"0,7531302","10,79699134",,"0,27199721","11,45121956"
13/03/2010 17.00,"0,62128733","14,60495158",,"0,2833047","11,44797039"
13/03/2010 18.00,"0,96444042","19,73153408",,"0,33567145","11,44919014"
13/03/2010 19.00,"1,31662346","29,57718688",,"0,39814574","11,44769955"
13/03/2010 20.00,"0,98430752","23,35129424",,"0,35262919","11,44851017"
13/03/2010 21.00,"1,11976277","22,29093728",,"0,36405784","11,4442997"
13/03/2010 22.00,"1,22812615","18,14424522",,"0,31356441","11,44363022"
13/03/2010 23.00,"0,79647575","16,72696948",,"0,29927802","11,44524956"
14/03/2010 0.00,"1,21909621","20,6374588",,"0,30961157","11,44701958"
14/03/2010 1.00,"0,80550671","23,12158656",,"0,36437472",
14/03/2010 2.00,"0,67366385","18,86067544",,"0,31230388",
14/03/2010 3.00,"0,7188156","7,99748874",,"0,22999896",
14/03/2010 4.00,"0,77299729","4,40497841",,"0,22249403",
14/03/2010 5.00,"0,4677722","5,38097793",,"0,22523411",
14/03/2010 6.00,"1,98486873","4,41276407",,"0,23053253","7,81874895"
14/03/2010 7.00,"2,75244846","6,27261618",,"0,24261824","7,81617212"
14/03/2010 8.00,"2,01196059","5,52633964",,"0,26064778","7,81725693"
14/03/2010 9.00,"1,06558006","3,81704223",,"0,23837648","7,81820583"
14/03/2010 10.00,"0,30341992","5,391362",,"0,25731588","7,82254791"
14/03/2010 11.00,"1,25341182","5,31868114",,"0,2594257","7,81901979"
14/03/2010 12.00,"1,07822238","5,30829707",,"0,25108546","7,81901979"
14/03/2010 13.00,"1,21909621","6,48416942",,"0,25584565","7,83435106"
14/03/2010 14.00,"0,96624662","6,66457427",,"0,26586698","7,84140491"
14/03/2010 15.00,"1,0601625","3,41989306",,"0,22909492","7,8248539"
14/03/2010 16.00,"1,94694175","12,52316215",,"0,23267031","7,81929207"
14/03/2010 17.00,"1,15407736","6,37384894",,"0,23492808","7,82064915"
14/03/2010 18.00,"1,57850401","8,41929698",,"0,26473111","7,82037687"
14/03/2010 19.00,"0,62128733","12,05982528",,"0,26704014","7,81983519"
14/03/2010 20.00,"1,30217494","14,12473939",,"0,27279058","7,81997013"
14/03/2010 21.00,"1,56586168","13,11758574",,"0,26901481","7,82064915"
14/03/2010 22.00,"1,25702319","21,76529024",,"0,30821706","7,82064915"
14/03/2010 23.00,"0,69172374","17,15787118",,"0,29981159","7,82254791"
15/03/2010 0.00,"1,51167897","19,86392096",,"0,30898829","7,82051277"
15/03/2010 1.00,"0,52195389","15,04233114",,"0,30302116",
15/03/2010 2.00,,"10,59063492",,"0,29978013",
15/03/2010 3.00,"0,68811237",,,"0,31021038",
15/03/2010 4.00,"0,3413469","28,80754952",,"0,32131166",
15/03/2010 5.00,"0,50569918","15,77822361",,"0,27185042",
15/03/2010 6.00,"0,32328599","16,2753111",,,"11,74440002"
15/03/2010 7.00,"0,18421938","27,55251272","0,54876201","0,32559886","11,74359035"
15/03/2010 8.00,"0,90484016","49,69161808","0,99889842","0,4452164","11,74182034"
15/03/2010 9.00,"1,47736437","52,99081232","1,28325569","0,5584812","11,74100971"
15/03/2010 10.00,"1,47375199","35,17491104","1,29655703","0,46346613","11,74359035"
15/03/2010 11.00,"2,12754875","25,39025104","1,08600548","0,36916986","11,76257992"
15/03/2010 12.00,"2,12754875","25,39025104","1,08600548","0,3556978","11,76529026"
15/03/2010 13.00,,,,,"11,74291039"
15/03/2010 14.00,,,,,"11,75267982"
15/03/2010 15.00,"1,86025064","25,08423544",,,"11,74466991"
15/03/2010 16.00,"2,89873985","22,36481696","0,92249731",,"11,74452972"
15/03/2010 17.00,"1,18658678","19,33439256",,,"11,74359035"
15/03/2010 18.00,"1,13782367","20,05990096",,,"11,74507999"
15/03/2010 19.00,"1,47375199","29,07102312",,,"11,74291039"
15/03/2010 20.00,"2,09503932","79,43105728",,,"11,74629974"
15/03/2010 21.00,"1,99389969","109,9880868","0,5713089",,"11,75063992"
15/03/2010 22.00,"1,65616518","77,67503824","1,3794466",,"11,74615955"
15/03/2010 23.00,"1,37261236","59,85005496","1,29379892",,"11,7472496"
16/03/2010 0.00,"1,43943638","52,50671304","1,12007092",,"11,74847031"
16/03/2010 1.00,"1,19742394","28,78550416","1,12493726",,
16/03/2010 2.00,"1,25160563","26,32602208","1,24481105",,
16/03/2010 3.00,"0,88136169","19,42005016","0,60634659",,
16/03/2010 4.00,"1,37622372","18,26884834","1,1439155",,
16/03/2010 5.00,"0,67908141","21,7146796","0,45046184",,
16/03/2010 6.00,"0,90845254","24,66344248","1,1637053",,"11,44661045"
16/03/2010 7.00,"1,19381155","44,58969464","0,93596036","0,00015029","11,44592953"
16/03/2010 8.00,"1,00597979","65,85790312","0,48257972","0,00335171","11,44552994"
16/03/2010 9.00,"1,88553529","53,99147664","0,97456669","0,12483325","11,44904995"
16/03/2010 10.00,"2,81385492","34,5610252","1,04334437","0,00450739","11,45569992"
16/03/2010 11.00,,"29,0930876","1,06572956","13,5722733","11,44661045"
16/03/2010 12.00,,"30,71543872","1,9252888",,"11,44701958"
16/03/2010 13.00,,"17,05922346","1,39745258",,"11,44497967"
16/03/2010 14.00,,"19,25133528","1,06735167","0,45900651","11,44145966"
16/03/2010 15.00,"0,13184286","13,08384468","0,86280348","0,2972183","11,44159031"
16/03/2010 16.00,"1,67603126","15,13448762","0,42661625","0,24312036","11,44268036"
16/03/2010 17.00,"2,044469","20,95412424",,"0,26706693","11,44091034"
16/03/2010 18.00,"0,76938491","32,74399424",,"0,29571545","11,44227028"
16/03/2010 19.00,"0,68991856","37,2800804","0,63960045","0,36885764","11,44443989"
16/03/2010 20.00,"0,09391588","55,41264712","0,96256304","0,45320131","11,44402981"
16/03/2010 21.00,"0,28174663","57,59177264","1,11488015","0,57456169","11,44592953"
16/03/2010 22.00,,"45,23862744","1,2201549","0,50082185","11,44470978"
16/03/2010 23.00,"0,06863021","44,24964544","1,10806727","0,49300587","11,44565964"
17/03/2010 0.00,"0,02709085","59,8552556","1,19825584","0,51863936","11,44443989"
17/03/2010 1.00,"0,05960027","35,96403168","1,35754855","0,40664675",
17/03/2010 2.00,,"20,69585128","2,70098318","0,35803945",
17/03/2010 3.00,"0,07585498",,"1,63882329","0,35855788",
17/03/2010 4.00,"0,04515175","30,62846184","1,897064","0,33790825",
17/03/2010 5.00,"0,13184286","22,85161216","1,34376007","0,34974815",
17/03/2010 6.00,"0,15893371","30,58823336","1,5332231",,"15,65554047"
17/03/2010 7.00,"0,12461911","67,40237848","1,65536785","0,37357589","15,65608025"
17/03/2010 8.00,"0,09752725","51,37108064","1,83931671","0,4374575","15,65404987"
17/03/2010 9.00,"0,36602949","54,993422","1,67970059","0,53135767","15,64997959"
17/03/2010 10.00,,"27,99248304","1,41432258","0,36903822","15,65120029"
17/03/2010 11.00,"1,65616518","21,218898","1,0183638","0,31305414","15,65688992"
17/03/2010 12.00,"3,0323889","23,22800848","0,96158977","0,29365806","15,65174007"
17/03/2010 13.00,"1,51709755","18,61667365","1,04058728","0,29635037","15,65215015"
17/03/2010 14.00,"0,59600268","17,06442218","1,22729221","0,29280295","15,65567017"
17/03/2010 15.00,"1,39247843","11,91186516","0,41655913","0,24400459","15,65676022"
17/03/2010 16.00,"1,62907331","10,65163537",,"0,24529308","15,65567017"
17/03/2010 17.00,"3,16242557","18,41030958","0,80035154","0,25182174","15,65200996"
17/03/2010 18.00,"1,49181289","21,1085756",,"0,34568696","15,65458965"
17/03/2010 19.00,"1,68506222","54,0810156","1,20685356","0,33866201","15,65540028"
17/03/2010 20.00,"1,67422506","92,97954664","1,17879148","0,454583","15,65919971"
17/03/2010 21.00,"2,28648245","98,703176","1,52316599","0,72242466","15,65458965"
17/03/2010 22.00,"2,57906522","93,17552664","1,5896727","0,81769253","15,65839005"
17/03/2010 23.00,"2,04627519","60,68718592","2,16114331","0,47190189","15,65567017"
18/03/2010 0.00,"1,36899997","62,84814744","1,39258624","0,525302","15,66001034"
18/03/2010 1.00,"2,22868838","61,86306592","1,8378563","0,46710326",
18/03/2010 2.00,"1,24799324","37,31770856","1,26881835","0,31961426",
18/03/2010 3.00,"0,87233073","38,46632344","0,96710496","0,35118576",
18/03/2010 4.00,"1,33649055","22,66861464","0,87821306","0,3184213",
18/03/2010 5.00,"1,08725334","28,9126904","0,46700742","0,27908274",
18/03/2010 6.00,"0,85968841","55,6644384","1,44660216","0,33759953","19,93040085"
18/03/2010 7.00,"1,84580212","76,42390192","1,05697013","0,49824371","19,93094063"
18/03/2010 8.00,"1,55863691","78,3836828","1,34246237","0,61574328","19,93176079"
18/03/2010 9.00,"2,45264093","66,58991232","1,24416221","0,54516292","19,93243027"
18/03/2010 10.00,"2,21785224","65,22065264","1,48066657","0,59844652","19,93176079"
18/03/2010 11.00,"3,72230746","45,28663776","1,84937382","0,38659011","19,93366051"
18/03/2010 12.00,"0,74951883","25,36950584","1,70013924","0,32676969","19,93107986"
18/03/2010 13.00,"1,33107299","21,47977128","1,30418046","0,32143865","19,93094063"
18/03/2010 14.00,"1,3617752","21,3201384","1,24497275","0,29678492","19,93610001"
18/03/2010 15.00,"1,40692695","15,59262768","0,9111425","0,27964893","19,94017029"
18/03/2010 16.00,"0,79828195","17,75099079","0,83766019","0,27728282","19,93675995"
18/03/2010 17.00,"1,52793368","15,19547851","0,43148259","0,27807851","19,97496033"
18/03/2010 18.00,"1,75008004","28,392244",,"0,36278683","20,08897972"
18/03/2010 19.00,"1,95597169","56,47428512","1,00587402","0,36521236","19,94911957"
18/03/2010 20.00,"1,64713422","91,61938808","1,49899698","0,57910286","19,95318985"
18/03/2010 21.00,"2,05169377","121,3964172","1,42356812","0,99481447","19,94042969"
18/03/2010 22.00,"1,80065037","105,44301424","1,90241647","0,92887314","19,93610001"
18/03/2010 23.00,"2,15102721","91,63625192","2,21402527","0,93006144","19,93799973"
19/03/2010 0.00,"1,68506222","72,63150728","2,43787613","0,9109834","19,93770981"
19/03/2010 1.00,"1,52251612","53,31397856","1,71765808","0,54329309",
19/03/2010 2.00,,"46,83369432","2,02796817","0,38308229",
19/03/2010 3.00,"0,83801614",,"1,54149538","0,30797591",
19/03/2010 4.00,"0,96805281","36,4559128","0,92168574","0,2699538",
19/03/2010 5.00,"1,07641721","24,72055392","0,39839144","0,28271871",
19/03/2010 6.00,"0,81092427","46,42227016",,,"15,93908024"
19/03/2010 7.00,"1,26244176","69,66198008","0,39936471","0,41220147","15,93840027"
19/03/2010 8.00,"1,06558006","79,65948392","0,9930588","0,57300059","15,93554974"
19/03/2010 9.00,"2,20882128","92,50452936","1,49672602","0,7917608","15,93813038"
19/03/2010 10.00,"2,42735628","78,750978","1,9225307","0,67362863","15,93595982"
19/03/2010 11.00,"1,70492829","45,2243448","1,86218802","0,49787557","15,93677044"
19/03/2010 12.00,"0,35579542","21,1942332","1,45828139","0,33483848","15,93554974"
19/03/2010 13.00,"1,14143504","17,3278824","0,94958612","0,31638721","15,93161964"
19/03/2010 14.00,"2,4399986","22,43888784","10,99323099","0,32803837","15,93379021"
19/03/2010 15.00,"2,75967221","24,2468368",,"0,31565675","15,93202972"
19/03/2010 16.00,"2,83733339","22,636168",,"0,32140952","15,93690968"
19/03/2010 17.00,"3,35367954","30,06665888",,"0,35982773","15,93488026"
19/03/2010 18.00,"0,35037684","55,795506",,,"15,9377203"
19/03/2010 19.00,,"14,59356944",,,"15,93610001"
19/03/2010 20.00,,"11,87792334",,"0,46072488","15,9364996"
19/03/2010 21.00,"6,48920444","23,1631152",,"0,46740266","15,93922043"
19/03/2010 22.00,"8,45420608","46,3443944","1,95124264","0,44633247","15,93690968"
19/03/2010 23.00,"9,08994295","47,80451232","1,32770164","0,59703571","15,93420029"
20/03/2010 0.00,"10,21692438","55,6916844","1,97378953","0,6331309","15,93554974"
20/03/2010 1.00,"8,22302978","54,19653864","1,18965914","0,62277755",
20/03/2010 2.00,"9,47824779","35,11649944","1,17522283","0,51146995",
20/03/2010 3.00,"10,10675887","35,1398832","1,16273203","0,54276185",
20/03/2010 4.00,"9,65343621","25,15794304","1,04447934","0,49241055",
20/03/2010 5.00,"10,18622115","11,67694728","1,12720822","0,39349273",
20/03/2010 6.00,"10,13023733","24,17156136","0,88356655","0,39716015","8,6805048"
20/03/2010 7.00,"9,62815054","40,9595332","0,47333316","0,64958886","8,67942047"
20/03/2010 8.00,"9,03214786","39,98093336","1,22096647","0,64457004","8,68240547"
20/03/2010 9.00,"9,49992006","37,3254904","2,86773762","0,65389237","8,68104744"
20/03/2010 10.00,"11,01881871","22,81788448","1,48245141","0,56722452","8,68145466"
20/03/2010 11.00,"11,60940078","23,99634568","1,51246003","0,67997555","8,68172646"
20/03/2010 12.00,"10,07966803","15,61080506","1,30272005","0,44812424","8,68267536"
20/03/2010 13.00,"11,0133981","14,24543822","1,03782918","0,4020648","8,68281174"
20/03/2010 14.00,"9,90809199","14,23894889","1,15040396","0,36890308","8,68145466"
20/03/2010 15.00,"9,81417611","13,2045435","0,97472941","0,28206281","8,68213272"
20/03/2010 16.00,"9,79611521","11,65618678","0,46343775","0,26967304","8,68362522"
20/03/2010 17.00,"9,7455459","13,62116257",,"0,33332281","8,6819973"
20/03/2010 18.00,"11,35474398","14,1052695",,"0,37569736","8,68213272"
20/03/2010 19.00,"10,24581735","18,24677622",,"0,40507167","8,6819973"
20/03/2010 20.00,"10,11398364","17,77954078","0,43034762","0,39899503","8,68443966"
20/03/2010 21.00,"8,65468017","17,35384162",,"0,39814458","8,68118382"
20/03/2010 22.00,"8,58604996","15,82884954",,"0,37262525","8,68240547"
20/03/2010 23.00,"10,12843114","14,7451203",,"0,38536103","8,68240547"
21/03/2010 0.00,"10,06160712","11,68343661",,"0,37669576","8,68430424"
21/03/2010 1.00,"10,56369087","12,09227383",,"0,35745695",
21/03/2010 2.00,"10,06341332","15,41352108",,"0,36442598",
21/03/2010 3.00,"8,84251092","11,09420218",,"0,35537859",
21/03/2010 4.00,"9,91170336","9,41995556",,"0,36753187",
21/03/2010 5.00,"15,4761975","10,39854966",,"0,32805818",
21/03/2010 6.00,"11,8369647","15,48101277",,"0,53361893","9,84032059"
21/03/2010 7.00,"12,74361003","19,04627137","0,91519728","0,61253603","9,84398365"
21/03/2010 8.00,"12,88268478","19,13451208","1,21512686","0,59569712","9,84127045"
21/03/2010 9.00,"11,58953877","16,54267754","1,40118294","0,56294315","9,84032059"
21/03/2010 10.00,"11,1705246","13,74965279","1,44027642","0,46282771","9,84262657"
21/03/2010 11.00,"11,14524198","13,43816122","1,82487938","0,40895578","9,86704731"
21/03/2010 12.00,"10,73165859","20,83213864","1,70273462","0,46003637","9,9411211"
21/03/2010 13.00,"10,00742543","17,66014402","1,14764585","0,40139027","9,94912529"
21/03/2010 14.00,"9,68594461","16,76721134","1,09281837","0,36401357","9,94017124"
21/03/2010 15.00,"12,17651049","16,29608116","1,13807588","0,33791641","9,94166374"
21/03/2010 16.00,"11,12537997","13,64322514","0,86783153","0,30623074","9,93447304"
21/03/2010 17.00,"11,2608342","20,05730064","0,78802347","0,35576071","9,93325233"
21/03/2010 18.00,"9,83584838","31,96527488","0,97797364","0,50202413","9,93583012"
21/03/2010 19.00,"10,66844187","25,90031528","1,45438831","0,44173305","9,93732262"
21/03/2010 20.00,"12,22166529","30,35590624","1,05129324","0,57977157","9,93623734"
21/03/2010 21.00,"12,87726417","31,8393888","1,33792045","0,66099071","9,93474483"
21/03/2010 22.00,"12,27584088","34,20801264","1,25502987","0,6285909","9,9399004"
21/03/2010 23.00,"10,92309867","33,87314496","1,15299934","0,65992357","9,93637276"
22/03/2010 0.00,"11,49561882","33,596708","1,31439928","0,58261301","9,93555832"
22/03/2010 1.00,"9,68233325","26,14692504","1,2047443","0,47181568","9,93908596"
22/03/2010 2.00,"9,07007585","14,37392844","0,51810353","0,43004577","9,93623734"
22/03/2010 3.00,"10,10495268","11,22269241","0,89232597","0,43575427","9,93460941"
22/03/2010 4.00,"10,2277656","11,39401717","0,90092267","0,40197743","9,93216705"
22/03/2010 5.00,"9,87738774","20,46742464","0,94553033","0,40201121","9,93433762"
22/03/2010 6.00,"9,93337664","25,07488576","0,9734307","0,39280888","9,93935776"
22/03/2010 7.00,"10,27472049","40,13668488","0,55979138","0,46959053","9,93895054"
22/03/2010 8.00,"10,55465991","39,21909696","1,12850591","0,55411128","9,94125748"
22/03/2010 9.00,"9,56855129","50,73121072","1,29331178","0,65508882","9,93569469"
22/03/2010 10.00,"10,67025213","51,06735944","1,86721709","0,63260083","9,94030666"
22/03/2010 11.00,"12,07355958","47,48912792","1,49461676","0,52928397","9,94776821"
22/03/2010 12.00,,"33,47082192","1,76421227","0,57135095",
22/03/2010 13.00,,"32,20148336","1,5700446",,
22/03/2010 14.00,,,"2,08944684","0,62466951",
22/03/2010 15.00,,"49,40948336","1,57215386","0,65576103",
22/03/2010 16.00,"1,49361908","31,91076376","1,12136759","0,84696432",
22/03/2010 17.00,"1,19561774","44,27949176","1,30158508","0,75450293",
22/03/2010 18.00,,"40,7298064","1,19095683","0,59015755",
22/03/2010 19.00,"9,08452437","62,59635616","0,93904288","0,76054579",
22/03/2010 20.00,"9,23262195","76,18637416","1,29931412","0,66449037",
22/03/2010 21.00,"9,72929119","111,75586464","1,2370249","0,87117535",
22/03/2010 22.00,"10,00020066","93,38318896","2,00850279","0,82638693",
22/03/2010 23.00,"9,14773601","31,8484708","1,36922676","0,52329004",
23/03/2010 0.00,"9,33376158","37,3319912",,"0,50010538",
23/03/2010 1.00,"9,34279254","30,03404016",,"0,45263046",
23/03/2010 2.00,,"19,26689896",,"0,44232254",
23/03/2010 3.00,"8,53006106",,,"0,44666683",
23/03/2010 4.00,"8,81542007","58,71832304",,"0,51744407",
23/03/2010 5.00,"9,13328851","31,21900216",,"0,52060355",
23/03/2010 6.00,"2,87526138","30,4493648",,,
23/03/2010 7.00,"6,04852309","29,16706288",,"0,48094928",
23/03/2010 8.00,"8,00630097","28,93475488",,"0,47846201",
23/03/2010 9.00,"8,87502034","39,45140496","0,4300232","0,54066835",
23/03/2010 10.00,,"59,15959352","1,12331413","0,58597054",
23/03/2010 11.00,"1,78295558","54,04078712","1,01349745","0,57297613",
23/03/2010 12.00,"1,43040643","41,56433704","1,073354","0,48414954",
23/03/2010 13.00,"1,84580212","39,53836272","0,92201017","0,43904423",
23/03/2010 14.00,"0,63392966","41,39692232","0,42953605","0,49110109",
23/03/2010 15.00,"0,98972508","45,46703496","0,91827981","0,47854006",
23/03/2010 16.00,"0,08307873","45,49169976","0,41509974","0,49066655",
23/03/2010 17.00,"0,12823048","43,7239984","0,97456669","0,51862888",
23/03/2010 18.00,"0,23659488","51,31136888","0,95591186","0,58466807",
23/03/2010 19.00,"0,20950403","65,45686112","1,13466995","0,68850335",
23/03/2010 20.00,,"57,41005616","1,37328256","0,58774833",
23/03/2010 21.00,"0,22575875","54,69750176","1,13888643","0,6086426",
23/03/2010 22.00,"0,71159083","56,775406","1,16516571","0,53889172",
23/03/2010 23.00,"0,15170996","41,97057968","1,00830668","0,50907122",
24/03/2010 0.00,,"28,92697304","0,41023339","0,42932697",
24/03/2010 1.00,"0,07404879","28,71280992",,"0,41017204",
24/03/2010 2.00,"0,07946736","21,00215368",,"0,39899386",
24/03/2010 3.00,"0,06863021","20,25198048",,"0,38975192",
24/03/2010 4.00,"0,35760161","19,56411936",,"0,40104776",
24/03/2010 5.00,,"16,1052865",,"0,38232621",
24/03/2010 6.00,"0,18241319","22,8658948",,"0,39508412","12,88197041"
24/03/2010 7.00,"0,11558815","32,7024656","0,88502594","0,44729826","12,88304996"
24/03/2010 8.00,,"41,74733456",,"0,51973563","12,88033962"
24/03/2010 9.00,,"47,07510344","0,93060788","0,57455587","12,88142014"
24/03/2010 10.00,"0,10113963","41,7006244","1,30726299","0,57187054","12,88237"
24/03/2010 11.00,"0,1083644","37,72135088","1,29298838","0,5723447","12,88251019"
24/03/2010 12.00,,"44,07703008","1,2287516","0,4904685","12,87911987"
24/03/2010 13.00,"1,68155357","28,10540576","1,00408919","0,5048446","12,88047028"
24/03/2010 14.00,"1,63449189","22,3026196","1,09346721","0,44259865","12,88074017"
24/03/2010 15.00,"1,33829674","24,96714456","0,82452156","0,41360762","12,88183022"
24/03/2010 16.00,"1,21187246","33,28392392",,"0,41692554","12,88169003"
24/03/2010 17.00,"0,67908141","36,38193752",,"0,47119357","12,88304996"
24/03/2010 18.00,"1,14685361","32,29364176","0,43715948","0,4886511","12,88074017"
24/03/2010 19.00,"0,85427085","34,8154168","0,873184","0,50974342","12,88156033"
24/03/2010 20.00,"1,26424796","29,5343772","1,26606025","0,51290174","12,87572956"
24/03/2010 21.00,"1,25341182","26,60635952","0,90611344","0,41190905","12,88169003"
24/03/2010 22.00,"1,13601748","32,59084304","0,86183021","0,43908268","12,88481045"
24/03/2010 23.00,"0,71339702","78,17083896","0,93320225","0,58458885","12,88278008"
25/03/2010 0.00,"1,67964364","70,07080392","1,38106871","0,6745618","12,88197041"
25/03/2010 1.00,"1,49361908","66,78589232","1,56598982","0,79099772",
25/03/2010 2.00,,"51,18158232","1,52154387","0,58616859",
25/03/2010 3.00,"0,05779408",,"1,32137488","0,58770872",
25/03/2010 4.00,"0,66824528","84,33053816","1,86024148","0,43924112",
25/03/2010 5.00,"0,36843774","51,01414848","0,96207692","0,41578035",
25/03/2010 6.00,"1,44304876","50,74679352","0,78558979",,"13,26984024"
25/03/2010 7.00,"0,74771264","52,27826728","0,8222506","0,56037782","13,27023983"
25/03/2010 8.00,"2,47250803","56,58460752","1,04756187","0,60421793","13,26984024"
25/03/2010 9.00,"1,64894041","62,71706072","1,2412424","0,65264116","13,27268982"
25/03/2010 10.00,"1,9198509","45,4203248","1,91263631","0,56089042","13,27390957"
25/03/2010 11.00,"2,68201206","39,80441752","1,68310652","0,54197198","13,27118969"
25/03/2010 12.00,"2,39484686","34,37802768","1,1763578","0,5346651","13,27227974"
25/03/2010 13.00,"0,24562482","31,8822176","1,19598488","0,51207342","13,27350044"
25/03/2010 14.00,"0,5382086","27,49540128","0,86377675","0,43023683","13,27350044"
25/03/2010 15.00,"1,02404069","26,58949568","0,40877298","0,4409793","13,27418041"
25/03/2010 16.00,,"30,07816912","1,13239797","0,42067801","13,27295971"
25/03/2010 17.00,"0,72242697","34,85304496","0,8264681","0,4784224","13,27309036"
25/03/2010 18.00,"0,2510434","28,85167848","0,93385211","0,45559189","13,27173996"
25/03/2010 19.00,"0,24381965","36,07043448","0,97067362","0,4884146","13,27173996"
25/03/2010 20.00,"0,59600268","42,74799888","1,08454609","0,49892057","13,27567005"
25/03/2010 21.00,"0,51653532","56,14333704","0,4301849","0,51843199","13,27404022"
25/03/2010 22.00,"1,69228597","49,58779648","0,91130421","0,52005018","13,27350044"
25/03/2010 23.00,"0,05779408","43,2191348","0,94212439","0,5251855","13,27567005"
26/03/2010 0.00,"0,70797845","28,74785688","0,43148259","0,45725085","13,27173996"
26/03/2010 1.00,"1,38886707","46,69224456","0,42126276","0,58474729",
26/03/2010 2.00,"1,34552151","31,29297744","0,97959576","0,52163108",
26/03/2010 3.00,"1,77536571","22,93856992","0,41461259","0,63636844",
26/03/2010 4.00,"3,50557866","39,05686376","1,17311357","1,05360969",
26/03/2010 5.00,"4,68494169","34,08210744","1,38333967","0,91778118",
26/03/2010 6.00,"2,1004579","49,04138512","1,25843682","1,21511131","15,55677032"
26/03/2010 7.00,"0,69172374","66,88583256","2,17201199","0,70998945","15,56110954"
26/03/2010 8.00,"0,68449999","58,1161004","0,4131532","0,68980815","15,56626987"
26/03/2010 9.00,"0,13364906","39,34498304","1,16694953","0,67787972","15,56544971"
26/03/2010 10.00,"2,31899188","28,28712224","1,27774049","0,5876295","15,56490993"
26/03/2010 11.00,"3,97154467","24,4518988","1,38625948","0,44291436","15,56639957"
26/03/2010 12.00,"1,37983611","24,74521872","1,23426781","0,45598799","15,56762981"
26/03/2010 13.00,"1,21006626","25,95094504","1,00441361","0,44820696","15,56369019"
26/03/2010 14.00,"1,6326857","31,51880376","0,82922519","0,53600835","15,55690956"
26/03/2010 15.00,"1,14685361","21,41617816","0,88567479","0,44244021","15,55908012"
26/03/2010 16.00,"0,59780887","17,88597226","0,96791653","0,38023387","15,55840015"
26/03/2010 17.00,"1,48097574","18,77241752",,"0,3891601","15,55799007"
26/03/2010 18.00,"1,68867358","21,3045556",,"0,41005321","15,55825996"
26/03/2010 19.00,"0,45512886","22,89446008",,"0,45745007","15,55663967"
26/03/2010 20.00,"1,47917057","21,74194472",,"0,4329606","15,55988979"
26/03/2010 21.00,"1,56947305","19,85613912",,"0,45812111","15,56993008"
26/03/2010 22.00,"0,82537279","19,26819912",,"0,41795307","15,56517982"
26/03/2010 23.00,"1,42679405","17,43950687",,"0,42774723","15,56478024"
27/03/2010 0.00,"0,60864501","14,64518197","0,39190298","0,4317758","15,56315041"
27/03/2010 1.00,"2,16547573","19,18254152",,"0,52945173",
27/03/2010 2.00,,"19,0735231",,"0,52775316",
27/03/2010 3.00,"1,45569109",,"0,83798461","0,49469512",
27/03/2010 4.00,"2,30634955","93,37020648","0,44510836","0,41621489",
27/03/2010 5.00,"0,83440375","58,3211624","0,43164429","0,44694293",
27/03/2010 6.00,"0,55988087","34,28718856",,,"12,53831959"
27/03/2010 7.00,"0,40455955","33,00228632",,"0,37549348","12,54197979"
27/03/2010 8.00,"0,56168707","34,53247904","0,41461259","0,45579111","12,53940964"
27/03/2010 9.00,"1,23535092","28,3857432","0,91892866","0,41822918","12,54496956"
27/03/2010 10.00,"2,18353663","24,44021648","0,65695658","0,44378345","12,54265976"
27/03/2010 11.00,"2,51043501","25,43568016","1,0465886","0,41700476","12,53709984"
27/03/2010 12.00,"0,98069513","27,02428448","1,16110992","0,44607384","12,5356102"
27/03/2010 13.00,"4,03836869","23,68876224","1,05194209","0,39042296","12,53995037"
27/03/2010 14.00,"2,65853258","22,39995952","0,85339521","0,4126197","12,54102993"
27/03/2010 15.00,"1,2389633","19,44211464","0,47560412","0,39322828","12,53668976"
27/03/2010 16.00,"0,87052454","23,90808776",,"0,42956463","12,54036045"
27/03/2010 17.00,"1,94152317","21,19035184","0,45175852","0,35736492","12,53668976"
27/03/2010 18.00,"1,17575065","30,29491344","0,42499413","0,45551384","12,53641987"
27/03/2010 19.00,"1,09628329","29,08788696","1,09217054","0,41961087","12,52882957"
27/03/2010 20.00,"1,1829744","22,53752792","0,40536705","0,37979932","12,53112984"
27/03/2010 21.00,"0,18963694","22,3791952",,"0,36964751","12,53071976"
27/03/2010 22.00,"0,64837818","16,17018552",,"0,34891284","12,53166962"
27/03/2010 23.00,"1,41234553","24,06383928",,"0,38979153","12,53588009"
28/03/2010 0.00,"1,91623852","19,38240288",,"0,37553426","12,53507042"
28/03/2010 1.00,"1,21367763","16,37265485","0,52507913","0,35665427",
28/03/2010 2.00,"1,9740326","16,61794915",,"0,35775985",
28/03/2010 3.00,"0,91025873","16,12086166",,"0,34907012",
28/03/2010 4.00,"1,36899997","21,19943384",,"0,34638479",
