,Provincia di TARANTO,,,,,,
,TA V. Machiavelli,,,,,,
Parm,SO2,NO2,CO,O3,PM10,BENZENE,PM2.5



06/06/2010 13.00,"2,542944","21,510917","0,074489",,"25,6","1,211755","11,7"
06/06/2010 14.00,"2,26481","15,401844","0,017872",,"25,6","0,912401","11,7"
06/06/2010 15.00,"2,064336","8,285615","0,024973",,"25,6","0,878637","11,7"
06/06/2010 16.00,"2,026409","7,735319","0,002879",,"25,6","0,664915","11,7"
06/06/2010 17.00,"1,972226","8,128574","0,004242",,"25,6","0,301591","11,7"
06/06/2010 18.00,"1,963196","11,819718","0,027185",,"25,6","0,701781","11,7"
06/06/2010 19.00,"1,732019","21,923642","0,064335",,"25,6","0,767377","11,7"
06/06/2010 20.00,"0,975277","37,289163","0,077233",,"25,6","0,817922","11,7"
06/06/2010 21.00,"1,197423","46,844093","0,114503",,"25,6","0,617624","11,7"
06/06/2010 22.00,"1,087253","40,345647","0,107266",,"25,6","1,289556","11,7"
06/06/2010 23.00,"1,350939","50,253592","0,135518",,"25,6","1,379052","11,7"
07/06/2010 0.00,"1,087253","43,457942","0,107523",,"25,6","1,334812","11,7"
07/06/2010 1.00,,"27,538229","0,028333",,"29,79999","0,73824","16,9"
07/06/2010 2.00,"0,931931",,"0,021597",,"29,79999","0,704374","16,9"
07/06/2010 3.00,"0,689919","25,299411",,,"29,79999","0,639184","16,9"
07/06/2010 4.00,"0,818149","20,873666","0,019398",,"29,79999","0,677474","16,9"
07/06/2010 5.00,"0,769385","21,126757","0,03436",,"29,79999","0,738393","16,9"
07/06/2010 6.00,"0,948186","31,892597","0,069128",,"29,79999","1,058138","16,9"
07/06/2010 7.00,"1,352745","41,155514","0,148432",,"29,79999","0,699493","16,9"
07/06/2010 8.00,"1,022234","44,32102","0,088031",,"29,79999","1,234079","16,9"
07/06/2010 9.00,"0,854271","24,440216","0,053994",,"29,79999","0,962031","16,9"
07/06/2010 10.00,"1,146854","29,74332","0,034434",,"29,79999","1,216027","16,9"
07/06/2010 11.00,"0,884973","36,737547","0,0505",,"29,79999","0,856161","16,9"
07/06/2010 12.00,"1,007786","38,437775","0,015895",,"29,79999","0,869942","16,9"
07/06/2010 13.00,"0,998756","35,398154","0,025527",,"29,79999","0,889417","16,9"
07/06/2010 14.00,"0,940962","21,068346","0,016938",,"29,79999","0,725121","16,9"
07/06/2010 15.00,"0,948186","14,54265","0,017018",,"29,79999","0,607505","16,9"
07/06/2010 16.00,"0,949992","17,734125","0,037891",,"29,79999","0,608115","16,9"
07/06/2010 17.00,"1,103508","26,262429","0,045386",,"29,79999","0,70595","16,9"
07/06/2010 18.00,"0,778416","16,799647","0,059193",,"29,79999","0,895113","16,9"
07/06/2010 19.00,"0,883168","16,38304","0,080042",,"29,79999","0,94759","16,9"
07/06/2010 20.00,"0,863301","22,772455","0,063658",,"29,79999","1,094699","16,9"
07/06/2010 21.00,"0,865107","39,557825","0,031404",,"29,79999","0,772615","16,9"
07/06/2010 22.00,"0,982501","40,563692","0,025955",,"29,79999","0,654338","16,9"
07/06/2010 23.00,"0,940962","48,919377","0,115451",,"29,79999","0,666796","16,9"
08/06/2010 0.00,"1,182974","37,945877","0,148758",,"29,79999","1,04751","16,9"
08/06/2010 1.00,"1,027653","26,498637","0,031951",,"26,79999","0,949675","16,6"
08/06/2010 2.00,"0,789252","19,218887","0,036576",,"26,79999","0,770072","16,6"
08/06/2010 3.00,"0,922901","13,200656","0,023533",,"26,79999","0,931521","16,6"
08/06/2010 4.00,"1,009592","13,12797","0,03365",,"26,79999","0,797226","16,6"
08/06/2010 5.00,"1,027653","22,011899","0,067051",,"26,79999","0,752173","16,6"
08/06/2010 6.00,"1,408733","62,465268","0,334277",,"26,79999","0,8405","16,6"
08/06/2010 7.00,"1,040295","50,131605","0,117883",,"26,79999","1,770597","16,6"
08/06/2010 8.00,"1,392478","37,984825","0,104388",,"26,79999","1,489905","16,6"
08/06/2010 9.00,"1,294951","54,741629","0,046262",,"26,79999","3,507633","16,6"
08/06/2010 10.00,"1,145047","64,981843",,,"26,79999","1,007593","16,6"
08/06/2010 11.00,"1,260636","63,250486","0,076505",,"26,79999","0,954353","16,6"
08/06/2010 12.00,"1,188393","42,320992","0,115987",,"26,79999","1,032763","16,6"
08/06/2010 13.00,"1,15769","24,576485","0,083887",,"26,79999","0,919876","16,6"
08/06/2010 14.00,"1,177557","17,735416","0,060505",,"26,79999","0,999508","16,6"
08/06/2010 15.00,"1,045714","22,294836","0,045211",,"26,79999","0,880264","16,6"
08/06/2010 16.00,"1,072805","20,332455","0,007035",,"26,79999","0,72863","16,6"
08/06/2010 17.00,"1,108926","18,729591","0,013988",,"26,79999","0,634811","16,6"
08/06/2010 18.00,"1,430406","38,217133","0,039268",,"26,79999","0,516636","16,6"
08/06/2010 19.00,"1,233545","28,571339","0,074391",,"26,79999","0,910723","16,6"
08/06/2010 20.00,"1,255218","31,55255","0,050836",,"26,79999","1,072426","16,6"
08/06/2010 21.00,"1,087253","29,815995","0,070532",,"26,79999","0,912605","16,6"
08/06/2010 22.00,"1,10712","33,276121","0,077985",,"26,79999","1,032001","16,6"
08/06/2010 23.00,"1,164914","35,81736","0,048599",,"26,79999","2,392289","16,6"
09/06/2010 0.00,"1,096283","23,640732","0,041964",,"26,79999","0,706154","16,6"
09/06/2010 1.00,,"15,915805","0,034499",,"30,200001","0,807244","16,4"
09/06/2010 2.00,"1,018622",,"0,05151",,"30,200001","0,834245","16,4"
09/06/2010 3.00,"1,099896","19,148795",,,"30,200001","0,798091","16,4"
09/06/2010 4.00,"1,251606","21,410976","0,107778",,"30,200001","0,876807","16,4"
09/06/2010 5.00,"1,408733","22,498599","0,079751",,"30,200001","0,890282","16,4"
09/06/2010 6.00,"1,293145","31,45651","0,159216",,"30,200001","0,981049","16,4"
09/06/2010 7.00,"1,260636","52,580688","0,241217",,"30,200001","3,722728","16,4"
09/06/2010 8.00,"1,323848","63,419204","0,099058",,"30,200001","1,227011","16,4"
09/06/2010 9.00,"1,061969","41,258052","0,027036",,"30,200001","1,059612","16,4"
09/06/2010 10.00,"1,279639","41,800506","0,04029",,"30,200001",,"16,4"
09/06/2010 11.00,"1,121569","51,908391","0,029138",,"30,200001","0,944081","16,4"
09/06/2010 12.00,"1,022234","47,790229","0,022048",,"30,200001","0,80226","16,4"
09/06/2010 13.00,"1,083641","41,881022","0,047779",,"30,200001","1,005864","16,4"
09/06/2010 14.00,"0,772997","55,6826","0,015239",,"30,200001","3,073374","16,4"
09/06/2010 15.00,"0,859688","24,405168",,,"30,200001","0,446819","16,4"
09/06/2010 16.00,"1,213678","19,972943","0,28518",,"30,200001","0,497059","16,4"
09/06/2010 17.00,"1,327461","23,503164","0,262837",,"30,200001","0,557469","16,4"
09/06/2010 18.00,"1,110025","29,422181","0,26721",,"30,200001","0,631252","16,4"
09/06/2010 19.00,"1,119763","30,668707","0,284587",,"30,200001","0,154482","16,4"
09/06/2010 20.00,"0,740488","41,215223","0,371896",,"30,200001","0,741901","16,4"
09/06/2010 21.00,"0,673664","50,345752","0,417923",,"30,200001","1,341321","16,4"
09/06/2010 22.00,"0,762161","53,942144","0,538923",,"30,200001","1,61347","16,4"
09/06/2010 23.00,"0,718816","48,940143","0,44244",,"30,200001","1,559569","16,4"
10/06/2010 0.00,"0,706172","35,987394","0,314283",,"30,200001","4,021269","16,4"
10/06/2010 1.00,"0,635736","21,266908","0,275689",,35,"0,365256","19,6"
10/06/2010 2.00,"1,027653","18,515445","0,256551",,35,"0,609793","19,6"
10/06/2010 3.00,"0,7441","15,438187","0,290241",,35,,"19,6"
10/06/2010 4.00,"0,838016","21,0411","0,335082",,35,"2,072646","19,6"
10/06/2010 5.00,"1,081835","41,229486","0,45114",,35,"1,660252","19,6"
10/06/2010 6.00,"0,960828","46,271717","0,412269",,35,"3,763408","19,6"
10/06/2010 7.00,"1,08906","53,456745","0,538765",,35,"0,571554","19,6"
10/06/2010 8.00,"1,170332","87,762098","0,565219",,35,"1,625166","19,6"
10/06/2010 9.00,"1,614625","93,043139","0,45023",,35,"2,270452","19,6"
10/06/2010 10.00,"0,816343","81,942447","0,500093",,35,"2,395543","19,6"
10/06/2010 11.00,"0,883168","76,76133","0,387555",,35,"2,06095","19,6"
10/06/2010 12.00,"1,011398","58,191374","0,34046",,35,"1,53567","19,6"
10/06/2010 13.00,"2,447222","46,265236","0,306414",,35,"1,258537","19,6"
10/06/2010 14.00,"3,073928","32,226145","0,247733",,35,"0,84411","19,6"
10/06/2010 15.00,"5,584363","35,755068","0,241485",,35,"0,615132","19,6"
10/06/2010 16.00,"3,162426","24,235154","0,243779",,35,"0,60542","19,6"
10/06/2010 17.00,"2,468895","23,357795","0,222981",,35,"0,838415","19,6"
10/06/2010 18.00,"2,138385","18,911292","0,203327",,35,"0,517246","19,6"
10/06/2010 19.00,"1,511679","21,168286","0,297438",,35,"0,621184","19,6"
10/06/2010 20.00,"1,233545","14,433626","0,273831",,35,"2,203331","19,6"
10/06/2010 21.00,"1,345521","45,352831","0,338443",,35,"1,340406","19,6"
10/06/2010 22.00,"0,67547","71,219416","0,367823",,35,"1,811277","19,6"
10/06/2010 23.00,"0,709785","46,929751","0,298388",,35,"1,527025","19,6"
11/06/2010 0.00,"0,576136","37,96534","0,294471",,35,"0,587826","19,6"
11/06/2010 1.00,,"37,991305","0,288818",,"26,4","0,945149","15,6"
11/06/2010 2.00,"0,570718",,"0,330891",,"26,4","0,775208","15,6"
11/06/2010 3.00,"0,700755","39,869328",,,"26,4","0,639998","15,6"
11/06/2010 4.00,"0,794671","31,767995","0,449123",,"26,4","0,818634","15,6"
11/06/2010 5.00,"0,830791","24,56612","0,441158",,"26,4","0,731579","15,6"
11/06/2010 6.00,"1,410539","27,744591","0,373473",,"26,4","0,867348","15,6"
11/06/2010 7.00,"0,969859","35,1282","0,332662",,"26,4","1,697373","15,6"
11/06/2010 8.00,"1,020428","33,060676","0,314784",,"26,4","1,173109","15,6"
11/06/2010 9.00,"0,99695","28,754338","0,305865",,"26,4","0,859416","15,6"
11/06/2010 10.00,"1,298564","35,03216","0,363757",,"26,4","1,027526","15,6"
11/06/2010 11.00,"0,926513","30,899717","0,282175",,"26,4","1,33888","15,6"
11/06/2010 12.00,"0,941899","26,818304","0,280083",,"26,4","1,645099","15,6"
11/06/2010 13.00,"1,396091","20,917796","0,305984",,"26,4","1,027119","15,6"
11/06/2010 14.00,"1,257023","23,231889","0,239572",,"26,4","1,428478","15,6"
11/06/2010 15.00,"2,423744","29,845861","0,234316",,"26,4","0,622404","15,6"
11/06/2010 16.00,"1,694092","20,405131","0,220659",,"26,4","0,563113","15,6"
11/06/2010 17.00,"1,372612","17,496613","0,236307",,"26,4","0,623319","15,6"
11/06/2010 18.00,"1,121569","27,224164","0,25506",,"26,4","0,519382","15,6"
11/06/2010 19.00,"1,054744","48,627359","0,301803",,"26,4","0,502805","15,6"
11/06/2010 20.00,"1,103508","32,570098","0,378967",,"26,4","0,93025","15,6"
11/06/2010 21.00,"0,606839","24,864622","0,313908",,"26,4","1,708051","15,6"
11/06/2010 22.00,"0,852465","29,180044","0,312713",,"26,4","0,914893","15,6"
11/06/2010 23.00,"0,798282","25,865287","0,305586",,"26,4","0,905842","15,6"
12/06/2010 0.00,"0,619481","17,513476","0,234037",,"26,4","1,108021","15,6"
12/06/2010 1.00,"0,717009","11,038398","0,221336",,"32,400002","0,685966","18,200001"
12/06/2010 2.00,"0,778416","9,017615","0,209749",,"32,400002","0,601301","18,200001"
12/06/2010 3.00,"1,072805","7,602936","0,193624",,"32,400002","0,472244","18,200001"
12/06/2010 4.00,"0,92832","9,050062","0,203538",,"32,400002","0,428818","18,200001"
12/06/2010 5.00,"0,738682","12,924207","0,217792",,"32,400002","0,435378","18,200001"
12/06/2010 6.00,"0,726039","21,181269","0,244468",,"32,400002","0,509415","18,200001"
12/06/2010 7.00,"0,838016","18,024847","0,263182",,"32,400002","0,562503","18,200001"
12/06/2010 8.00,"0,731458","21,144922","0,287312",,"32,400002","0,662423","18,200001"
12/06/2010 9.00,"0,912065","24,214389","0,308373",,"32,400002","0,698425","18,200001"
12/06/2010 10.00,"0,792864","23,901606","0,395649",,"32,400002","0,350255","18,200001"
12/06/2010 11.00,"1,011398","24,629714","0,305945",,"32,400002","0,962692","18,200001"
12/06/2010 12.00,"1,078222","21,705596","0,332024",,"32,400002","0,310439","18,200001"
12/06/2010 13.00,"0,906646","23,631649","0,367182",,"32,400002","0,718256","18,200001"
12/06/2010 14.00,"1,05655","27,335768","0,288783",,"32,400002","0,901164","18,200001"
12/06/2010 15.00,"0,711591","15,667909","0,258086",,"32,400002","0,587165","18,200001"
12/06/2010 16.00,"1,00598","13,438161","0,252392",,"32,400002","1,023051","18,200001"
12/06/2010 17.00,"1,188393","16,62574","0,291292",,"32,400002","0,429276","18,200001"
12/06/2010 18.00,"1,049325","19,11246","0,329515",,"32,400002","0,636337","18,200001"
12/06/2010 19.00,"0,944573","20,782808","0,357067",,"32,400002","0,76992","18,200001"
12/06/2010 20.00,"0,630318","21,937924","0,39115",,"32,400002","0,809125","18,200001"
12/06/2010 21.00,"0,760355","24,616731","0,371721",,"32,400002","1,120073","18,200001"
12/06/2010 22.00,"0,931931","31,158008","0,348984",,"32,400002","1,261792","18,200001"
12/06/2010 23.00,"0,547239","23,305884","0,308333",,"32,400002","0,927555","18,200001"
13/06/2010 0.00,"0,673664","23,106003","0,321672",,"32,400002","2,917773","18,200001"
13/06/2010 1.00,,"11,9547","0,291452",,"33,099991","0,510534","21,5"
13/06/2010 2.00,"0,718816",,"0,277874",,"33,099991",,"21,5"
13/06/2010 3.00,"0,619481","18,720498",,,"33,099991",,"21,5"
13/06/2010 4.00,"0,6249","13,618568","0,294588",,"33,099991",,"21,5"
13/06/2010 5.00,"0,769385","14,328501","0,295782",,"33,099991",,"21,5"
13/06/2010 6.00,"0,500281","21,775691","0,336792",,"33,099991",,"21,5"
13/06/2010 7.00,"0,736875","14,615337","0,295464",,"33,099991",,"21,5"
13/06/2010 8.00,"0,605033","18,45314","0,271677",,"33,099991",,"21,5"
13/06/2010 9.00,"0,738682","42,048434","0,358947",,"33,099991",,"21,5"
13/06/2010 10.00,"0,778416","36,575317","0,530744",,"33,099991",,"21,5"
13/06/2010 11.00,"0,90484","41,58252","1,078912",,"33,099991",,"21,5"
13/06/2010 12.00,"0,84524","24,65696","0,548843",,"33,099991",,"21,5"
13/06/2010 13.00,"1,002368","21,622539","0,382337",,"33,099991",,"21,5"
13/06/2010 14.00,"0,733264","13,020249","0,283888",,"33,099991",,"21,5"
13/06/2010 15.00,"0,969859","13,885925","0,270046",,"33,099991",,"21,5"
13/06/2010 16.00,"1,117957","13,133168","0,265471",,"33,099991",,"21,5"
13/06/2010 17.00,"1,280503","15,566669","0,268733",,"33,099991",,"21,5"
13/06/2010 18.00,"0,870525","23,806866","0,306839",,"33,099991",,"21,5"
13/06/2010 19.00,"0,758549","28,847796","0,331502",,"33,099991",,"21,5"
13/06/2010 20.00,"0,545432","29,322813","0,321319",,"33,099991",,"21,5"
13/06/2010 21.00,"0,608645","27,504501","0,386672",,"33,099991",,"21,5"
13/06/2010 22.00,"0,61587","29,84066","0,407555",,"33,099991",,"21,5"
13/06/2010 23.00,"0,796476","21,844485","0,337189",,"33,099991",,"21,5"
14/06/2010 0.00,"0,697142","16,245466","0,322472",,"33,099991",,"21,5"
14/06/2010 1.00,"0,610451","9,23436","0,284366",,"45,400002",,"21,9"
14/06/2010 2.00,"0,543626","7,562702","0,2677",,"45,400002",,"21,9"
14/06/2010 3.00,"0,841627","6,804743","0,246936",,"45,400002",,"21,9"
14/06/2010 4.00,"0,883168","8,388146","0,242043",,"45,400002",,"21,9"
14/06/2010 5.00,"0,561687","11,968971","0,241883",,"45,400002",,"21,9"
14/06/2010 6.00,"0,95541","14,50371","0,270643",,"45,400002",,"21,9"
14/06/2010 7.00,"0,827179","31,962675","0,332059",,"45,400002",,"21,9"
14/06/2010 8.00,"0,953604","25,226716","0,336871",,"45,400002",,"21,9"
14/06/2010 9.00,"1,161302","41,871937","0,384245",,"45,400002",,"21,9"
14/06/2010 10.00,"1,069192","57,258222","0,549002",,"45,400002",,"21,9"
14/06/2010 11.00,"0,848852","34,223577","0,339138",,"45,400002",,"21,9"
14/06/2010 12.00,"0,971665","27,814685","0,385081",,"45,400002",,"21,9"
14/06/2010 13.00,"0,805507","29,99121","0,37621",,"45,400002",,"21,9"
14/06/2010 14.00,"0,883168","22,288336","0,348884",,"45,400002",,"21,9"
14/06/2010 15.00,"1,054744","19,830174","0,337071",,"45,400002",,"21,9"
14/06/2010 16.00,"1,085447","26,451927","0,327644",,"45,400002",,"21,9"
14/06/2010 17.00,"1,12518","18,133867","0,326171",,"45,400002",,"21,9"
14/06/2010 18.00,"0,870525","22,632287","0,359146",,"45,400002",,"21,9"
14/06/2010 19.00,,,,,"45,400002",,"21,9"
14/06/2010 20.00,"1,022234","26,301376","0,399401",,"45,400002",,"21,9"
14/06/2010 21.00,"0,697142","25,129396","0,406044",,"45,400002",,"21,9"
14/06/2010 22.00,"0,760355","18,664696","0,372432",,"45,400002",,"21,9"
14/06/2010 23.00,"0,807313","20,014472","0,361533",,"45,400002",,"21,9"
15/06/2010 0.00,"0,606839","20,971006","0,360141",,"45,400002",,"21,9"
15/06/2010 1.00,,"17,827563","0,333411",,"59,400002",,"23,200001"
15/06/2010 2.00,"0,8037",,"0,322154",,"59,400002",,"23,200001"
15/06/2010 3.00,"0,715203","37,533152",,,"59,400002",,"23,200001"
15/06/2010 4.00,"0,821761","29,174844","0,390708",,"59,400002",,"23,200001"
15/06/2010 5.00,"0,894004","31,331923","0,334265",,"59,400002",,"23,200001"
15/06/2010 6.00,"0,718816","27,856214","0,320423",,"59,400002",,"23,200001"
15/06/2010 7.00,"0,924707","32,63887","0,338175",,"59,400002",,"23,200001"
15/06/2010 8.00,"1,233545","25,860087","0,333228",,"59,400002",,"23,200001"
15/06/2010 9.00,"1,204648","23,818529","0,337257",,"59,400002",,"23,200001"
15/06/2010 10.00,"1,477364","37,609728","0,36115",,"59,400002",,"23,200001"
15/06/2010 11.00,"1,388867","29,30593","0,28963",,"59,400002",,"23,200001"
15/06/2010 12.00,"1,255218","26,118358","0,278422",,"59,400002",,"23,200001"
15/06/2010 13.00,"1,08906","27,425326","0,421342",,"59,400002",,"23,200001"
15/06/2010 14.00,"1,350939","27,546031","0,416396",,"59,400002",,"23,200001"
15/06/2010 15.00,"1,396091","21,447325","0,482929",,"59,400002","0,448192","23,200001"
15/06/2010 16.00,"1,285921","20,15464","0,353651",,"59,400002","0,880976","23,200001"
15/06/2010 17.00,"1,329267","23,883423","0,338573",,"59,400002","0,689424","23,200001"
15/06/2010 18.00,"1,016817","29,547341","0,365618",,"59,400002","0,873298","23,200001"
15/06/2010 19.00,"0,709785","20,830837","0,355246",,"59,400002","1,030526","23,200001"
15/06/2010 20.00,"0,946379","19,32791","0,332271",,"59,400002","0,923589","23,200001"
15/06/2010 21.00,"0,84524","16,850274","0,313443",,"59,400002","0,841669","23,200001"
15/06/2010 22.00,"0,69353","11,923544","0,293778",,"59,400002","0,98293","23,200001"
15/06/2010 23.00,"0,61587","9,871616","0,284484",,"59,400002","0,979829","23,200001"
16/06/2010 0.00,"0,406366","9,809317","0,258717",,"59,400002","0,82016","23,200001"
16/06/2010 1.00,"0,646572","6,930636","0,230117",,"85,300003","3,058882",19
16/06/2010 2.00,"0,530984","4,637298","0,204788",,"85,300003","0,529603",19
16/06/2010 3.00,"0,713397","4,028595","0,215756",,"85,300003","0,591589",19
16/06/2010 4.00,"0,919289","7,004616","0,214521",,"85,300003","0,315473",19
16/06/2010 5.00,"0,713397","11,230483","0,228203",,"85,300003","0,401817",19
16/06/2010 6.00,"0,709785","16,105287","0,259156",,"85,300003","0,482007",19
16/06/2010 7.00,"0,614064","22,119621","0,28959",,"85,300003","0,521518",19
16/06/2010 8.00,"1,255218","18,049501","0,275071",,"85,300003","0,518873",19
16/06/2010 9.00,"0,729652","25,517456","0,306143",,"85,300003","0,740274",19
16/06/2010 10.00,"0,903034","16,428458","0,257201",,"85,300003","0,7179",19
16/06/2010 11.00,"1,219096","34,455903","0,314201",,"85,300003","0,728477",19
16/06/2010 12.00,"1,253412","36,121062","0,258436",,"85,300003","0,984253",19
16/06/2010 13.00,"1,564055","23,211126","0,253451",,"85,300003","0,883366",19
16/06/2010 14.00,"1,656165","28,351996","0,301836",,"85,300003","0,756241",19
16/06/2010 15.00,"1,41957","26,239064","0,281372",,"85,300003",,19
16/06/2010 16.00,"1,466527","32,281957","0,32573",,"85,300003",,19
16/06/2010 17.00,"1,092672","26,989237","0,30379",,"85,300003","0,86089",19
16/06/2010 18.00,"1,085447","20,653022","0,262905",,"85,300003","0,786599",19
16/06/2010 19.00,"0,731458","25,78611","0,286997",,"85,300003","0,520145",19
16/06/2010 20.00,"0,713397","12,199992","0,281333",,"85,300003","0,504839",19
16/06/2010 21.00,"0,697142","20,397349","0,31484",,"85,300003","0,503669",19
16/06/2010 22.00,"0,814537","35,281353","0,39681",,"85,300003","0,496652",19
16/06/2010 23.00,"0,939156","36,973758","0,39322",,"85,300003","1,270233",19
17/06/2010 0.00,"0,819955","31,969174","0,868012",,"85,300003","0,837855",19
17/06/2010 1.00,,"59,69822","0,779381",,"51,700001","2,198245","13,5"
17/06/2010 2.00,"0,969859",,"0,733708",,"51,700001","8,977058","13,5"
17/06/2010 3.00,"1,403316","79,463501",,,"51,700001","5,861988","13,5"
17/06/2010 4.00,"2,837333","50,498901","0,507975",,"51,700001","5,155173","13,5"
17/06/2010 5.00,"7,155643","73,09874","0,742501",,"51,700001","4,631418","13,5"
17/06/2010 6.00,"8,649262","60,445773","0,582986",,"51,700001","3,979521","13,5"
17/06/2010 7.00,"5,17258","50,527449","0,315122",,"51,700001","1,258029","13,5"
17/06/2010 8.00,"7,218855","54,775377","0,264157",,"51,700001","1,172398","13,5"
17/06/2010 9.00,"9,310282","54,36395","0,199313",,"51,700001","1,332524","13,5"
17/06/2010 10.00,"6,543386","29,683609","0,234686",,"51,700001","1,888569","13,5"
17/06/2010 11.00,"3,725919","25,840622","0,216621",,"51,700001","0,827635","13,5"
17/06/2010 12.00,"2,812049","23,730289","0,237757",,"51,700001","0,757156","13,5"
17/06/2010 13.00,"1,574892","25,472027","0,113248",,"51,700001","0,675593","13,5"
17/06/2010 14.00,"0,581554","27,363032",,,"51,700001","1,047815","13,5"
17/06/2010 15.00,"1,500843","29,710873","0,170623",,"51,700001","0,609691","13,5"
17/06/2010 16.00,"1,959584","26,509018","0,198318",,"51,700001","0,801142","13,5"
17/06/2010 17.00,"1,199229","37,021787","0,131636",,"51,700001","1,187449","13,5"
17/06/2010 18.00,"0,608645","27,534348","0,145765",,"51,700001","0,558536","13,5"
17/06/2010 19.00,"1,694092","28,641434","0,1356",,"51,700001","0,659677","13,5"
17/06/2010 20.00,"1,235351","44,431341","0,317198",,"51,700001","0,953183","13,5"
17/06/2010 21.00,"0,337735","63,005199","0,320338",,"51,700001","2,088918","13,5"
17/06/2010 22.00,"0,626706","50,584558","0,364923",,"51,700001","0,973879","13,5"
17/06/2010 23.00,"0,561687","43,987472","0,354052",,"51,700001","0,997321","13,5"
18/06/2010 0.00,"0,269104","52,535259","0,404564",,"51,700001","1,023204","13,5"
18/06/2010 1.00,"0,337735","35,023079","0,432272",,"47,700001","1,016441","16,5"
18/06/2010 2.00,"0,417202","27,965236","0,447854",,"47,700001","1,547365","16,5"
18/06/2010 3.00,"0,249237","21,901576","0,381134",,"47,700001","1,093733","16,5"
18/06/2010 4.00,"0,298001","22,178033","0,402758",,"47,700001","0,967218","16,5"
18/06/2010 5.00,"0,326898","38,406631","0,500486",,"47,700001","1,0918","16,5"
18/06/2010 6.00,"0,529178","48,234098","0,612576",,"47,700001","1,556518","16,5"
18/06/2010 7.00,"0,586973","60,489904","0,637969",,"47,700001","2,072646","16,5"
18/06/2010 8.00,"0,500281","61,794269","0,443144",,"47,700001","1,722798","16,5"
18/06/2010 9.00,"0,352183","51,201044","0,39593",,"47,700001","2,377746","16,5"
18/06/2010 10.00,"0,287165","41,892702","0,391415",,"47,700001","1,474141","16,5"
18/06/2010 11.00,"0,428038","39,338499","0,435099",,"47,700001","2,025864","16,5"
18/06/2010 12.00,"0,948186","27,69008","0,318964",,"47,700001","1,300234","16,5"
18/06/2010 13.00,"1,21453","22,952201","0,262519",,"47,700001","0,910215","16,5"
18/06/2010 14.00,"0,984308","23,666697","0,166842",,"47,700001","0,986948","16,5"
18/06/2010 15.00,"0,871342","33,336619","0,192947",,"47,700001","0,612336","16,5"
18/06/2010 16.00,"1,332878","25,88735","0,22744",,"47,700001","0,708849","16,5"
18/06/2010 17.00,"0,413589","16,533593","0,188467",,"47,700001","0,841364","16,5"
18/06/2010 18.00,"1,77356","26,583013","0,220179",,"47,700001","0,691153","16,5"
18/06/2010 19.00,"6,416961","56,927256","0,273791",,"47,700001","2,061967","16,5"
18/06/2010 20.00,"1,535485","32,988403","0,275406",,"47,700001","1,889586","16,5"
18/06/2010 21.00,"0,644767","37,156775","0,281011",,"47,700001","1,204128","16,5"
18/06/2010 22.00,"0,393723","20,843802","0,237605",,"47,700001","0,904977","16,5"
18/06/2010 23.00,"0,355795","21,347384","0,292708",,"47,700001","0,726494","16,5"
19/06/2010 0.00,"0,222146","32,335168","0,357466",,"47,700001","0,807498","16,5"
19/06/2010 1.00,,"13,78859","0,294984",,"52,400002","0,834093","13,4"
19/06/2010 2.00,"0,298001",,"0,300362",,"52,400002","0,781158","13,4"
19/06/2010 3.00,"0,536402","26,972372",,,"52,400002","0,908639","13,4"
19/06/2010 4.00,"0,341347","28,170299","0,381942",,"52,400002","0,882553","13,4"
19/06/2010 5.00,"0,288971","32,72843","0,367274",,"52,400002","1,02","13,4"
19/06/2010 6.00,"0,373856","28,625851","0,400839",,"52,400002","3,187278","13,4"
19/06/2010 7.00,"0,265492","45,743488","0,331186",,"52,400002","2,549619","13,4"
19/06/2010 8.00,"0,335928","59,068752","0,343914",,"52,400002","1,424817","13,4"
19/06/2010 9.00,"0,661022","46,33531","0,441427",,"52,400002","1,504143","13,4"
19/06/2010 10.00,"1,072805","36,45073","0,428196",,"52,400002","2,086884","13,4"
19/06/2010 11.00,"2,008348","30,797196","0,353149",,"52,400002","1,498549","13,4"
19/06/2010 12.00,"1,173944","16,042995","0,245781",,"52,400002","1,018017","13,4"
19/06/2010 13.00,"0,590584","21,268228","0,221801",,"52,400002","0,587724","13,4"
19/06/2010 14.00,"0,570718","17,211079","0,172364",,"52,400002","0,418851","13,4"
19/06/2010 15.00,"0,478608","18,023545","0,155951",,"52,400002","0,476617","13,4"
19/06/2010 16.00,"0,899422","16,433656","0,208646",,"52,400002","1,314981","13,4"
19/06/2010 17.00,"0,465966","9,429041","0,090986",,"52,400002","0,996202","13,4"
19/06/2010 18.00,"0,31245","13,249971","0,086358",,"52,400002","0,538095","13,4"
19/06/2010 19.00,"0,260074","8,362191","0,11311",,"52,400002","0,571605","13,4"
19/06/2010 20.00,"1,975839","27,621306","0,203679",,"52,400002","1,940944","13,4"
19/06/2010 21.00,"1,009592","23,732871","0,270885",,"52,400002","1,184754","13,4"
19/06/2010 22.00,"1,728408","25,348722","0,533507",,"52,400002","1,13604","13,4"
19/06/2010 23.00,"1,905402","23,57974","0,296069",,"52,400002","1,140921","13,4"
20/06/2010 0.00,"1,91082","28,786784","0,201661",,"52,400002","0,585029","13,4"
20/06/2010 1.00,"0,868719","34,013332","0,198867",,"20,700001","0,943573","6,4"
20/06/2010 2.00,"0,641154","20,480406","0,204766",,"20,700001","0,413512","6,4"
