,Provincia di TARANTO,,,,,,
,TA V. Machiavelli,,,,,,
Parm,SO2,NO2,CO,O3,PM10,BENZENE,PM2.5



06/04/2010 16.00,"16,709736","47,90315","1,27818",,"70,300003","2,932011","44,700001"
06/04/2010 17.00,"17,858387","49,430742","1,497156",,"70,300003","2,609113","44,700001"
06/04/2010 18.00,"20,042923","59,697859","1,613357",,"70,300003","3,611367","44,700001"
06/04/2010 19.00,"18,914948","62,964952","2,014743",,"70,300003","3,651538","44,700001"
06/04/2010 20.00,"25,456526","69,246652","2,011546",,"70,300003","3,711541","44,700001"
06/04/2010 21.00,"38,436732","75,572486","1,414483",,"70,300003","4,57294","44,700001"
06/04/2010 22.00,"38,248911","90,827663","1,502444",,"70,300003",,"44,700001"
06/04/2010 23.00,"33,986593","68,300499","1,430938",,"70,300003",,"44,700001"
07/04/2010 0.00,"43,116253","71,495876","1,648178",,"70,300003",,"44,700001"
07/04/2010 1.00,"32,686227","53,232219","1,537723",,"33,5",,"16,9"
07/04/2010 2.00,"23,316341","47,216572","1,332915",,"33,5",,"16,9"
07/04/2010 3.00,"35,028693","62,399078","1,441474",,"33,5",,"16,9"
07/04/2010 4.00,"38,084554","60,598927","1,530462",,"33,5",,"16,9"
07/04/2010 5.00,"18,441758","43,028335","1,513573",,"33,5",,"16,9"
07/04/2010 6.00,"6,203844","43,862884","0,943818",,"33,5",,"16,9"
07/04/2010 7.00,"4,330952","62,678127","1,092708",,"33,5",,"16,9"
07/04/2010 8.00,"3,913751","55,114125","0,985805",,"33,5",,"16,9"
07/04/2010 9.00,"4,746348","54,344487","1,227156",,"33,5",,"16,9"
07/04/2010 10.00,"10,677472","44,928425","1,327113",,"33,5",,"16,9"
07/04/2010 11.00,"22,716728","57,577489","1,777377",,"33,5",,"16,9"
07/04/2010 12.00,"16,292544","37,849837","1,32818",,"33,5","1,43041","16,9"
07/04/2010 13.00,"12,400464","29,200809","1,092392",,"33,5","0,113853","16,9"
07/04/2010 14.00,"25,452916","30,43378","1,082842",,"33,5","1,86411","16,9"
07/04/2010 15.00,"17,222661","20,124794","0,896265",,"33,5","2,282656","16,9"
07/04/2010 16.00,"16,83615","26,894477","0,926375",,"33,5","1,530076","16,9"
07/04/2010 17.00,"6,536161","15,865182","0,904394",,"33,5","1,034289","16,9"
07/04/2010 18.00,"3,917363","15,292822","0,921678",,"33,5","4,965553","16,9"
07/04/2010 19.00,"3,142559","23,060575","0,959247",,"33,5","1,100394","16,9"
07/04/2010 20.00,"2,672981","35,6188","1,041288",,"33,5","0,860382","16,9"
07/04/2010 21.00,"2,073366","24,284483","0,982964",,"33,5","1,418715","16,9"
07/04/2010 22.00,"2,161863","31,305958","1,000367",,"33,5","0,978659","16,9"
07/04/2010 23.00,"1,905402","18,427182","0,941647",,"33,5","1,207687","16,9"
08/04/2010 0.00,"1,686868","26,776374","0,943738",,"33,5","0,485262","16,9"
08/04/2010 1.00,,"25,469427","0,938963",,"29,6","3,971385","15,3"
08/04/2010 2.00,"2,010154",,"0,927322",,"29,6","1,793479","15,3"
08/04/2010 3.00,"1,869281","58,61838","0,988844",,"29,6","1,517872","15,3"
08/04/2010 4.00,"1,479171","36,098999","1,083552",,"29,6","1,494481","15,3"
08/04/2010 5.00,"1,722989","43,286609","0,967257",,"29,6","4,990927","15,3"
08/04/2010 6.00,"2,248555","80,750985","1,220171",,"29,6","1,408036","15,3"
08/04/2010 7.00,"2,141997","87,398704","1,453668",,"29,6","2,926417","15,3"
08/04/2010 8.00,"2,309961","62,003234","1,210977",,"29,6","4,741762","15,3"
08/04/2010 9.00,"2,568229","74,370659","1,124791",,"29,6","8,502629","15,3"
08/04/2010 10.00,"2,069755","51,882425","0,963192",,"29,6","2,518092","15,3"
08/04/2010 11.00,"2,436386","34,696011","0,946422",,"29,6","1,767037","15,3"
08/04/2010 12.00,"2,712715","32,568796","0,969468",,"29,6","1,136955","15,3"
08/04/2010 13.00,"3,715083","23,883423","0,996459",,"29,6","1,674033","15,3"
08/04/2010 14.00,"2,860813","21,649805","0,978702",,"29,6","3,799614","15,3"
08/04/2010 15.00,"3,167844","26,930826","0,985923",,"29,6","1,203416","15,3"
08/04/2010 16.00,"3,715083","40,754469","0,992751",,"29,6","1,089309","15,3"
08/04/2010 17.00,"2,71452","35,439684","1,000209",,"29,6","1,162431","15,3"
08/04/2010 18.00,"1,963196","47,058236","0,995947",,"29,6","1,192077","15,3"
08/04/2010 19.00,"1,836771","39,376128","1,084934",,"29,6","3,265587","15,3"
08/04/2010 20.00,"1,30037","42,789525","1,093576",,"29,6","1,342948","15,3"
08/04/2010 21.00,"1,536965","41,028326","1,089591",,"29,6","3,274231","15,3"
08/04/2010 22.00,"1,406927","34,632418","1,035252",,"29,6","1,13548","15,3"
08/04/2010 23.00,"1,12518","22,098856","0,997209",,"29,6","0,98527","15,3"
09/04/2010 0.00,"1,192005","17,802907","1,003168",,"29,6","0,897808","15,3"
09/04/2010 1.00,"1,231738","12,441401","0,996302",,"35,299992","0,957709","17,29999"
09/04/2010 2.00,"1,132405","14,955371","0,999814",,"35,299992","1,161414","17,29999"
09/04/2010 3.00,"1,074611","11,169483","1,019387",,"35,299992","1,054375","17,29999"
09/04/2010 4.00,"1,233545","10,590634","1,025701",,"35,299992","0,97032","17,29999"
09/04/2010 5.00,"1,249799","12,578975","0,980398",,"35,299992","0,949827","17,29999"
09/04/2010 6.00,"1,182974","30,198872","1,069425",,"35,299992","2,702627","17,29999"
09/04/2010 7.00,"1,468333","58,302997","1,13371",,"35,299992","1,055951","17,29999"
09/04/2010 8.00,"1,421375","60,441893","1,236114",,"35,299992","1,264639","17,29999"
09/04/2010 9.00,"1,699511","26,973672","1,641114",,"35,299992",,"17,29999"
09/04/2010 10.00,"1,760917","19,632894","0,700572",,"35,299992","1,004745","17,29999"
09/04/2010 11.00,"1,562249","30,311795","1,931951",,"35,299992","1,114632","17,29999"
09/04/2010 12.00,"1,95236","28,489582","0,638814",,"35,299992","1,151244","17,29999"
09/04/2010 13.00,"1,506261","11,856051","0,599747",,"35,299992","1,031543","17,29999"
09/04/2010 14.00,"1,457497","9,203211","0,602943",,"35,299992","0,72568","17,29999"
09/04/2010 15.00,"1,670614","13,739267","0,59655",,"35,299992","0,83633","17,29999"
09/04/2010 16.00,"1,83316","45,808384","0,66628",,"35,299992","0,943115","17,29999"
09/04/2010 17.00,"1,692286","34,811514","0,687431",,"35,299992","3,143038","17,29999"
09/04/2010 18.00,"1,948748","37,120427","0,726538",,"35,299992","1,236672","17,29999"
09/04/2010 19.00,"1,769947","33,540897","0,693351",,"35,299992","5,463324","17,29999"
09/04/2010 20.00,"2,18173","47,21527","0,773972",,"35,299992","1,47109","17,29999"
09/04/2010 21.00,"2,297319","43,09973","0,77922",,"35,299992","3,602722","17,29999"
09/04/2010 22.00,"2,087816","29,83806","0,647693",,"35,299992","1,611436","17,29999"
09/04/2010 23.00,"2,024603","33,657698","0,867023",,"35,299992","1,027729","17,29999"
10/04/2010 0.00,"2,65492","50,514466","1,062875",,"35,299992","1,159888","17,29999"
10/04/2010 1.00,,"32,550613","0,83052",,"38,900002","1,842804",22
10/04/2010 2.00,"2,261198",,"0,612888",,"38,900002","4,053762",22
10/04/2010 3.00,"1,827741","31,469493","0,689326",,"38,900002","1,177686",22
10/04/2010 4.00,"2,156446","28,586922","0,574056",,"38,900002","1,407019",22
10/04/2010 5.00,"1,914432","53,134881","0,511588",,"38,900002","1,577367",22
10/04/2010 6.00,"2,228688","54,919446","0,566243",,"38,900002","3,743068",22
10/04/2010 7.00,"2,445417","90,581092","0,591104",,"38,900002","1,415664",22
10/04/2010 8.00,"2,43458","85,119634","0,746782",,"38,900002","1,78992",22
10/04/2010 9.00,"4,164794","56,01485","1,07353",,"38,900002","2,410798",22
10/04/2010 10.00,"13,171655","52,762385","1,314091",,"38,900002","2,188584",22
10/04/2010 11.00,"9,277774","31,747248","0,827127",,"38,900002","1,432953",22
10/04/2010 12.00,"6,005177","19,143593","0,66841",,"38,900002","1,382103",22
10/04/2010 13.00,"4,276769","24,2715","0,642997",,"38,900002","1,544823",22
10/04/2010 14.00,"3,686185","16,367457","0,538422",,"38,900002","1,014305",22
10/04/2010 15.00,"3,332196","13,238293","0,574095",,"38,900002","0,879349",22
10/04/2010 16.00,"3,449591","13,338232","0,544065",,"38,900002","0,968235",22
10/04/2010 17.00,"4,527813","15,65493","0,640472",,"38,900002","0,855958",22
10/04/2010 18.00,"4,654238","14,772379","0,567703",,"38,900002","4,975164",22
10/04/2010 19.00,"3,621167","23,238389","0,641497",,"38,900002","1,000219",22
10/04/2010 20.00,"3,308717","30,551904","0,663753",,"38,900002","1,219383",22
10/04/2010 21.00,"2,961952","28,596005","0,401883",,"38,900002","1,228536",22
10/04/2010 22.00,"2,537526","32,13659","0,400344",,"38,900002","1,646014",22
10/04/2010 23.00,"2,636859","25,836721","0,469008",,"38,900002","1,903315",22
11/04/2010 0.00,"2,756061","34,927018","0,611428",,"38,900002","1,402443",22
11/04/2010 1.00,"2,384011","33,900407","0,561034",,"31,4","1,425325","21,200001"
11/04/2010 2.00,"2,152833","25,892533","0,553022",,"31,4","5,603161","21,200001"
11/04/2010 3.00,"1,957778","31,085334","0,767737",,"31,4","1,930266","21,200001"
11/04/2010 4.00,"2,557393","11,334309","0,552865",,"31,4","1,583977","21,200001"
11/04/2010 5.00,"1,766335","38,084745","0,57307",,"31,4","3,742051","21,200001"
11/04/2010 6.00,"1,836771","29,770584","0,552786",,"31,4","5,640282","21,200001"
11/04/2010 7.00,"1,943329","41,822628","0,646509",,"31,4","3,54577","21,200001"
11/04/2010 8.00,"1,645328","44,057564","0,408156",,"31,4","1,299726","21,200001"
11/04/2010 9.00,"2,031368","50,162964","0,475793",,"31,4","3,792901","21,200001"
11/04/2010 10.00,"1,704928","32,471436","0,559376",,"31,4","3,319996","21,200001"
11/04/2010 11.00,"1,710347","14,331096","0,521927",,"31,4","1,054324","21,200001"
11/04/2010 12.00,"1,845802","22,450588","0,590433",,"31,4","0,991982","21,200001"
11/04/2010 13.00,"2,311767","17,187714","0,566716",,"31,4","1,275318","21,200001"
11/04/2010 14.00,"1,816905","17,212381","0,490357",,"31,4","0,861501","21,200001"
11/04/2010 15.00,"1,834966","14,995611","0,580765",,"31,4","1,134972","21,200001"
11/04/2010 16.00,"2,1131","14,688014","0,285707",,"31,4","1,309387","21,200001"
11/04/2010 17.00,"1,726601","11,525101","0,369722",,"31,4","12,534524","21,200001"
11/04/2010 18.00,"1,712153","15,701648","0,302556",,"31,4","3,372779","21,200001"
11/04/2010 19.00,"1,601982","14,332398","0,528873",,"31,4","0,995033","21,200001"
11/04/2010 20.00,"1,667001","16,202632","0,584079",,"31,4","8,577887","21,200001"
11/04/2010 21.00,"1,193812","21,449925","0,571807",,"31,4","3,707931","21,200001"
11/04/2010 22.00,"1,287726","15,395354","0,588894",,"31,4","5,745287","21,200001"
11/04/2010 23.00,"1,150466","12,876186","0,570702",,"31,4","0,90513","21,200001"
12/04/2010 0.00,"1,354551","16,085818","0,577727",,"31,4","0,658253","21,200001"
12/04/2010 1.00,,"20,396049","0,580174",,30,"0,841008",
12/04/2010 2.00,"1,188393",,"0,569597",,30,"0,86089",
12/04/2010 3.00,"1,313012","22,153368","0,546827",,30,"2,909179",
12/04/2010 4.00,"1,04752","12,847634","0,537553",,30,"2,9194",
12/04/2010 5.00,"1,029459","14,721756","0,559258",,30,"0,843144",
12/04/2010 6.00,"1,043908","25,760146","0,648719",,30,"3,032897",
12/04/2010 7.00,"1,072805","40,589635","0,637157",,30,"1,358203",
12/04/2010 8.00,"1,303981","35,995176","0,669871",,30,"5,172767",
12/04/2010 9.00,"1,338297","36,296279","0,720619",,30,"1,197517",
12/04/2010 10.00,"1,291339","19,606947","0,632145",,30,"1,252435",
12/04/2010 11.00,"1,298564","14,675036","0,61411",,30,"0,78309",
12/04/2010 12.00,"1,760917","14,316824","0,611585",,30,,
12/04/2010 13.00,"1,663389","13,178583","0,591578",,30,,
12/04/2010 14.00,"1,945136","12,120825","0,581554",,30,,
12/04/2010 15.00,"1,632686","9,705487","0,565888",,30,,
12/04/2010 16.00,"1,569473","9,479658","0,499433",,30,,
12/04/2010 17.00,"1,331505","9,630285","0,529078",,30,,
12/04/2010 18.00,"3,914633","11,334013","0,994655",,30,,
12/04/2010 19.00,"1,518904","13,030635","0,59801",,30,"0,378426",
12/04/2010 20.00,"1,390672","12,202586","0,599155",,30,"0,969048",
12/04/2010 21.00,"1,670614","14,127332","0,60527",,30,"3,931162",
12/04/2010 22.00,"1,556831","9,492636","0,578042",,30,"0,907367",
12/04/2010 23.00,"1,244381","11,588694","0,554089",,30,"2,428596",
13/04/2010 0.00,"1,332878","6,382935","0,510365",,30,"0,681949",
13/04/2010 1.00,"1,161302","3,929957","0,517704",,"31,6","0,783649",14
13/04/2010 2.00,"1,096283","3,365382","0,405987",,"31,6","0,851534",14
13/04/2010 3.00,"1,052938","3,959807","0,264988",,"31,6","3,865414",14
13/04/2010 4.00,"1,30037","4,469872","0,425126",,"31,6","2,341642",14
13/04/2010 5.00,"1,210066","7,255107","0,465851",,"31,6","0,525382",14
13/04/2010 6.00,"1,251606","11,243464","0,407842",,"31,6","7,418506",14
13/04/2010 7.00,"1,074611","15,805483","0,433374",,"31,6","0,630438",14
13/04/2010 8.00,,,,,"31,6","0,764275",14
13/04/2010 9.00,"1,136017","11,630227","0,494185",,"31,6","1,083613",14
13/04/2010 10.00,"1,325654","13,397931","0,472007",,"31,6","0,584165",14
13/04/2010 11.00,"1,070999","12,807394","0,446081",,"31,6","4,095917",14
13/04/2010 12.00,"1,177557","12,630882","0,358238",,"31,6","3,275147",14
13/04/2010 13.00,"1,256963","16,084802","0,337634",,"31,6","4,211651",14
13/04/2010 14.00,"1,533352","12,420631","0,168819",,"31,6","1,299217",14
13/04/2010 15.00,,,,,"31,6",,14
13/04/2010 16.00,,"9,465659","0,556289",,"31,6",,14
13/04/2010 17.00,"0,249237","11,854761","0,500618",,"31,6","0,848585",14
13/04/2010 18.00,"0,379274","11,962481","0,481124",,"31,6","1,334812",14
13/04/2010 19.00,"0,415396","13,251272","0,454881",,"31,6","1,14921",14
13/04/2010 20.00,"0,530984","8,018253","0,496789",,"31,6","1,140565",14
13/04/2010 21.00,"0,460547","6,638615","0,485346",,"31,6","1,011559",14
13/04/2010 22.00,"0,614064","4,948786","0,461274",,"31,6","1,18989",14
13/04/2010 23.00,"0,447905","4,645083","0,460603",,"31,6","1,012423",14
14/04/2010 0.00,"0,487638","4,194721","0,443515",,"31,6","0,864297",14
14/04/2010 1.00,,"4,800829","0,445765",,"40,299992","2,867736","18,4"
14/04/2010 2.00,"0,724233",,"0,680328",,"40,299992","0,746936","18,4"
14/04/2010 3.00,"0,58336","11,647102","0,419129",,"40,299992","0,864908","18,4"
14/04/2010 4.00,"0,635736","12,590652","0,467312",,"40,299992","0,92247","18,4"
14/04/2010 5.00,"0,400947","20,209151","0,570624",,"40,299992","0,725172","18,4"
14/04/2010 6.00,"0,588778","22,734807","0,544539",,"40,299992","0,823923","18,4"
14/04/2010 7.00,"0,406366","31,827705","0,535896",,"40,299992","0,973472","18,4"
14/04/2010 8.00,"1,349133","39,566909","0,639801",,"40,299992","3,530007","18,4"
14/04/2010 9.00,"0,377469","25,233219","0,556417",,"40,299992","1,203111","18,4"
14/04/2010 10.00,"0,449711","19,458978","0,56727",,"40,299992","1,177177","18,4"
14/04/2010 11.00,"0,576136","26,185852","0,546117",,"40,299992","1,010186","18,4"
14/04/2010 12.00,"0,859688","23,409706","0,541815",,"40,299992","0,76392","18,4"
14/04/2010 13.00,"0,747713","23,53431","0,470981",,"40,299992","0,927758","18,4"
14/04/2010 14.00,"1,090866","28,37926","0,468732",,"40,299992","0,79443","18,4"
14/04/2010 15.00,"0,973471","15,552397","0,49904",,"40,299992","0,472193","18,4"
14/04/2010 16.00,"1,080029","15,754868","0,487516",,"40,299992","0,812278","18,4"
14/04/2010 17.00,"1,21729","15,867778","0,418891",,"40,299992","0,821177","18,4"
14/04/2010 18.00,"1,038489","15,005997","0,456854",,"40,299992","0,765496","18,4"
14/04/2010 19.00,"1,246187","14,713973","0,490317",,"40,299992","1,008508","18,4"
14/04/2010 20.00,,,,,"40,299992",,"18,4"
14/04/2010 21.00,"0,879555","14,342781","0,446989",,"40,299992","0,980947","18,4"
14/04/2010 22.00,"0,951798","10,141573","0,388466",,"40,299992","0,979371","18,4"
14/04/2010 23.00,"0,897616","6,700914","0,456972",,"40,299992","0,704323","18,4"
15/04/2010 0.00,"0,962634","19,690004","0,445962",,"40,299992","0,761428","18,4"
15/04/2010 1.00,"0,706172","5,867679","0,385387",,"37,599991","0,76153",18
15/04/2010 2.00,"0,887822","6,189333",,,"37,599991","0,533874",18
15/04/2010 3.00,"0,917482","5,279743","0,450304",,"37,599991","0,623675",18
15/04/2010 4.00,"0,782027","4,491936","0,43878",,"37,599991","0,647982",18
15/04/2010 5.00,"0,899422","11,305757","0,481794",,"37,599991","0,74602",18
15/04/2010 6.00,"0,910259","37,570798","0,646431",,"37,599991","1,130904",18
15/04/2010 7.00,"0,942768","59,085615","0,592091",,"37,599991","1,059002",18
15/04/2010 8.00,"1,076417","50,269175","0,615807",,"37,599991","0,967167",18
15/04/2010 9.00,"1,161302","32,09766","0,580331",,"37,599991","1,224468",18
15/04/2010 10.00,"1,022234","41,278817","0,60393",,"37,599991","1,284979",18
15/04/2010 11.00,"0,957217","60,338071","0,476625",,"37,599991","1,419223",18
15/04/2010 12.00,"1,334684","47,165961","0,543512",,"37,599991","1,170059",18
15/04/2010 13.00,"1,126986","38,330054","0,442253",,"37,599991","1,178703",18
15/04/2010 14.00,"1,009592","40,978995","0,536212",,"37,599991","1,08463",18
15/04/2010 15.00,"1,343715","28,245574","0,50559",,"37,599991","1,021627",18
15/04/2010 16.00,"1,313012","24,928216","0,515573",,"37,599991","0,993711",18
15/04/2010 17.00,"1,186587","28,37666","0,495329",,"37,599991","0,899384",18
15/04/2010 18.00,"0,93735","29,455201","0,485109",,"37,599991","0,877112",18
15/04/2010 19.00,"1,197423","35,398154","0,402751",,"37,599991","0,919673",18
15/04/2010 20.00,"0,978889","35,701857","0,427928",,"37,599991","0,901469",18
15/04/2010 21.00,"1,020428","64,531486","0,592129",,"37,599991","0,858195",18
15/04/2010 22.00,"1,249799","65,22713","0,662413",,"37,599991","1,193449",18
15/04/2010 23.00,"1,098089","33,459138","0,520191",,"37,599991","1,307353",18
16/04/2010 0.00,"1,033072","33,884828","0,554839",,"37,599991","1,002864",18
16/04/2010 1.00,,"14,682827","0,399753",,"27,29999","1,142854",12
16/04/2010 2.00,"1,179363",,"0,718448",,"27,29999","0,568096",12
16/04/2010 3.00,"1,112538","34,172966","1,009798",,"27,29999","0,595809",12
16/04/2010 4.00,"1,08906","16,664677","0,895161",,"27,29999","0,814973",12
16/04/2010 5.00,"0,926513","16,294779","0,509378",,"27,29999","4,423136",12
16/04/2010 6.00,"0,977083","35,906919","0,571648",,"27,29999","0,77231",12
16/04/2010 7.00,"0,574329","48,406732","0,346596",,"27,29999","0,834499",12
16/04/2010 8.00,"1,08906","43,236016","0,239536",,"27,29999","2,676388",12
16/04/2010 9.00,"1,423182","35,405936","0,097889",,"27,29999","0,949319",12
16/04/2010 10.00,"1,739244","34,406572","0,000667",,"27,29999","0,814973",12
16/04/2010 11.00,"1,52071","30,943865","0,000431",,"27,29999","0,98827",12
16/04/2010 12.00,"1,47014","24,982727",,,"27,29999","1,039018",12
16/04/2010 13.00,"1,64894","19,870403",,,"27,29999","0,971235",12
16/04/2010 14.00,"1,439436","34,202811",,,"27,29999","1,044764",12
16/04/2010 15.00,"2,019184","65,175221",,,"27,29999","1,27125",12
16/04/2010 16.00,"1,724795","18,877551","0,230388",,"27,29999","1,011101",12
16/04/2010 17.00,"1,793426","17,347351","0,242898",,"27,29999","0,719934",12
16/04/2010 18.00,"1,591146","21,832784","0,282669",,"27,29999","0,956488",12
16/04/2010 19.00,"2,246749","24,46748","0,381236",,"27,29999","0,987304",12
16/04/2010 20.00,"2,409295","40,932286","0,403818",,"27,29999","1,116971",12
16/04/2010 21.00,"2,075172","45,172432","0,672019",,"27,29999","0,948454",12
16/04/2010 22.00,"2,286482","58,247186","0,581406",,"27,29999","1,35922",12
16/04/2010 23.00,"1,999317","30,764747","0,369165",,"27,29999","2,412832",12
17/04/2010 0.00,"2,21424","36,428667","0,49615",,"27,29999","0,966913",12
17/04/2010 1.00,"1,84219","29,283866","0,44211",,"23,200001","2,357406","13,4"
17/04/2010 2.00,"2,00293","11,670458","0,286707",,"23,200001","0,858297","13,4"
17/04/2010 3.00,"1,795232","6,933233","0,248335",,"23,200001","0,602827","13,4"
17/04/2010 4.00,"1,869281","9,85085","0,269879",,"23,200001","0,454853","13,4"
17/04/2010 5.00,"1,659777","14,650378","0,32196",,"23,200001","0,475702","13,4"
17/04/2010 6.00,"1,822323","28,741374","0,419607",,"23,200001","0,622607","13,4"
17/04/2010 7.00,"1,533352","35,966611","0,437115",,"23,200001","0,812888","13,4"
17/04/2010 8.00,"1,614625","40,592236","0,472408",,"23,200001","0,929029","13,4"
17/04/2010 9.00,"1,491813","21,462908","0,394425",,"23,200001","1,029102","13,4"
17/04/2010 10.00,"1,974033","23,342212","0,417329",,"23,200001","0,853975","13,4"
17/04/2010 11.00,"1,997512","22,427224","0,42904",,"23,200001","0,841873","13,4"
17/04/2010 12.00,"1,755499","24,096286","0,562021",,"23,200001","0,579537","13,4"
17/04/2010 13.00,"1,889148","35,446183","0,682531",,"23,200001","0,817566","13,4"
17/04/2010 14.00,"2,049887","45,579956","0,540318",,"23,200001","0,623523","13,4"
17/04/2010 15.00,"1,974033","30,829642","0,57681",,"23,200001","0,68739","13,4"
17/04/2010 16.00,"1,965003","25,109913","0,547152",,"23,200001","0,763411","13,4"
17/04/2010 17.00,"1,995706","29,517493","0,526087",,"23,200001","0,660541","13,4"
17/04/2010 18.00,"2,086009","22,467453","0,545753",,"23,200001","0,665677","13,4"
17/04/2010 19.00,"2,326217","37,123027","0,685289",,"23,200001","0,788277","13,4"
17/04/2010 20.00,"2,403877","41,557852","0,673577",,"23,200001","1,260063","13,4"
17/04/2010 21.00,"1,849414","35,708341","0,714147",,"23,200001","0,973523","13,4"
17/04/2010 22.00,"2,302737","41,552652","0,686368",,"23,200001","1,032713","13,4"
17/04/2010 23.00,"2,230494","50,180918","0,794648",,"23,200001","1,1965","13,4"
18/04/2010 0.00,"2,060724","60,197882","0,768307",,"23,200001","1,338372","13,4"
18/04/2010 1.00,,"71,12338","0,739808",,"24,6",,13
18/04/2010 2.00,"2,156446",,"0,700757",,"24,6",,13
18/04/2010 3.00,"2,1131","34,622017",,,"24,6",,13
18/04/2010 4.00,"2,253973","31,056768","0,324599",,"24,6",,13
18/04/2010 5.00,"1,945136","26,412978","0,278851",,"24,6",,13
18/04/2010 6.00,"2,602545","52,00183","0,401165",,"24,6",,13
18/04/2010 7.00,"2,331634","52,726037","0,476462",,"24,6",,13
18/04/2010 8.00,"2,246749","54,981738","0,364525",,"24,6",,13
18/04/2010 9.00,"2,201598","55,281538","0,424455",,"24,6",,13
18/04/2010 10.00,"2,295513","38,550681","0,385717",,"24,6",,13
18/04/2010 11.00,"1,867474","38,716814","0,385914",,"24,6",,13
18/04/2010 12.00,"2,078784","22,004117","0,300636",,"24,6",,13
18/04/2010 13.00,"1,885535","10,508864","0,264036",,"24,6",,13
18/04/2010 14.00,"2,091427","21,853567","0,329194",,"24,6",,13
18/04/2010 15.00,"1,822323","11,596488","0,285584",,"24,6",,13
18/04/2010 16.00,"2,01196","17,933991","0,30523",,"24,6",,13
18/04/2010 17.00,"1,795232","15,471927","0,277741",,"24,6",,13
18/04/2010 18.00,"1,867474","24,987928","0,278494",,"24,6",,13
18/04/2010 19.00,"1,802456","23,007363","0,268036",,"24,6",,13
18/04/2010 20.00,"1,937912","16,066351","0,311925",,"24,6",,13
18/04/2010 21.00,"1,630879","17,754887","0,322619",,"24,6",,13
18/04/2010 22.00,"1,948748","14,545253","0,303448",,"24,6",,13
18/04/2010 23.00,"1,753692","11,340798","0,261859",,"24,6",,13
19/04/2010 0.00,"2,010154","13,732777","0,267721",,"24,6",,13
19/04/2010 1.00,"1,638104","6,311552","0,241855",,"20,79999",,"11,5"
19/04/2010 2.00,"1,58934","7,364127","0,247559",,"20,79999",,"11,5"
19/04/2010 3.00,"1,540576","6,909872","0,24954",,"20,79999",,"11,5"
19/04/2010 4.00,"1,20826","7,316105","0,283484",,"20,79999",,"11,5"
19/04/2010 5.00,"1,220902","21,600476","0,347176",,"20,79999",,"11,5"
19/04/2010 6.00,"1,555025","49,969353","0,407938",,"20,79999",,"11,5"
19/04/2010 7.00,"1,594759","63,994159","0,458518",,"20,79999",,"11,5"
19/04/2010 8.00,"1,65797","61,97597","0,5739",,"20,79999",,"11,5"
19/04/2010 9.00,"1,663389","47,176343","0,441645",,"20,79999",,"11,5"
19/04/2010 10.00,"1,955972","63,150548","0,569267",,"20,79999",,"11,5"
19/04/2010 11.00,"1,977645","70,351137","0,974749",,"20,79999",,"11,5"
19/04/2010 12.00,"2,019184","49,289274","0,48787",,"20,79999",,"11,5"
19/04/2010 13.00,"1,623656","39,788853","0,444496",,"20,79999",,"11,5"
19/04/2010 14.00,"1,603789","36,875136","0,310103",,"20,79999",,"11,5"
19/04/2010 15.00,"1,535158","34,666147","0,401917",,"20,79999",,"11,5"
19/04/2010 16.00,"1,500843","27,135906","0,330897",,"20,79999",,"11,5"
19/04/2010 17.00,"1,647134","41,947212","0,330897",,"20,79999",,"11,5"
19/04/2010 18.00,"1,490007","27,073613","0,330264",,"20,79999",,"11,5"
19/04/2010 19.00,"1,538771","28,044411","0,339769",,"20,79999",,"11,5"
19/04/2010 20.00,"1,659777","17,078693","0,30111",,"20,79999",,"11,5"
19/04/2010 21.00,"1,663389","28,594705","0,249301",,"20,79999",,"11,5"
19/04/2010 22.00,"1,434019","41,156812","0,26974",,"20,79999",,"11,5"
19/04/2010 23.00,"1,625462","27,853614","0,265423",,"20,79999",,"11,5"
20/04/2010 0.00,"1,296757","36,406599","0,326025",,"20,79999",,"11,5"
20/04/2010 1.00,,"22,621904","0,433921",,"52,299992",,"29,4"
20/04/2010 2.00,"1,703122",,"0,176753",,"52,299992",,"29,4"
20/04/2010 3.00,"1,782589","44,119856",,,"52,299992",,"29,4"
20/04/2010 4.00,"1,533352","39,203511",,,"52,299992",,"29,4"
20/04/2010 5.00,"1,68145","46,370357",,,"52,299992",,"29,4"
20/04/2010 6.00,"1,994864","69,328662",,,"52,299992",,"29,4"
20/04/2010 7.00,"2,304543","86,900304",,,"52,299992",,"29,4"
20/04/2010 8.00,"2,34247","72,540662",,,"52,299992",,"29,4"
20/04/2010 9.00,"2,259391","57,821496",,,"52,299992",,"29,4"
20/04/2010 10.00,"2,00293","39,816098",,,"52,299992",,"29,4"
20/04/2010 11.00,"2,158252","44,293774",,,"52,299992",,"29,4"
20/04/2010 12.00,"2,436386","46,994624",,,"52,299992",,"29,4"
20/04/2010 13.00,"4,589219","61,546378",,,"52,299992",,"29,4"
20/04/2010 14.00,"6,447664","48,951827",,,"52,299992",,"29,4"
20/04/2010 15.00,"5,703563","52,203009",,,"52,299992",,"29,4"
20/04/2010 16.00,"8,701638","57,860426",,,"52,299992",,"29,4"
20/04/2010 17.00,"8,428921","56,739056",,,"52,299992",,"29,4"
20/04/2010 18.00,"11,808071","72,037083",,,"52,299992",,"29,4"
20/04/2010 19.00,"8,623977","71,994255",,,"52,299992",,"29,4"
20/04/2010 20.00,"11,421571","88,847117",,,"52,299992",,"29,4"
