,Comune Bari,,
30/03/2010 1.00,"0,37424693",,"1,53409467"
30/03/2010 2.00,"0,35957609",,"1,05731591"
30/03/2010 3.00,"0,29597641",,
30/03/2010 4.00,"0,28757676",,"0,47382335"
30/03/2010 5.00,"0,26227412",,"0,33488691"
30/03/2010 6.00,"0,29738722",,"0,25313944"
30/03/2010 7.00,"0,37341163",,"0,24055508"
30/03/2010 8.00,"0,54444994",,"0,31643853"
30/03/2010 9.00,"0,51656566",,"0,24880905"
30/03/2010 10.00,"0,72895099",,"0,3832473"
30/03/2010 11.00,"0,81883773",,"0,51864458"
30/03/2010 12.00,"0,65832869","36,63003159","0,6976081"
30/03/2010 13.00,"0,52069675",,"0,91984904"
30/03/2010 14.00,"0,50139154","35,16482162","0,92794131"
30/03/2010 15.00,"0,37873568",,"0,75973663"
30/03/2010 16.00,"0,35915319","46,39804077","0,64687709"
30/03/2010 17.00,"0,46314109",,"0,59550435"
30/03/2010 18.00,"0,4845503","38,0952301","0,53036957"
30/03/2010 19.00,"0,52244425",,"0,49068013"
30/03/2010 20.00,"0,51422168","33,69963074","0,58184299"
30/03/2010 21.00,"0,44308329",,"0,54121587"
30/03/2010 22.00,"0,32288791","31,74603081","4,67759895"
30/03/2010 23.00,"0,23772757",,"0,50602971"
31/03/2010 0.00,"0,22898891","27,8388195","0,42762308"
31/03/2010 1.00,,,"0,33593442"
31/03/2010 2.00,"0,21334179","27,35042",
31/03/2010 3.00,"0,17463001",,
31/03/2010 4.00,"0,15802293","27,35042","1,68733216"
31/03/2010 5.00,"0,16753516",,"2,26944465"
31/03/2010 6.00,"0,1822794","31,74603081","0,596381"
31/03/2010 7.00,"0,25762461",,"0,19325034"
31/03/2010 8.00,"0,41739154","36,63003159","0,13533524"
31/03/2010 9.00,"0,53704869",,"0,2177753"
31/03/2010 10.00,"0,54402355","37,11843109","0,20587843"
31/03/2010 11.00,"0,39519596",,"1,94905202"
31/03/2010 12.00,"0,45937115","28,81562042","0,58500484"
31/03/2010 13.00,"0,83545645",,"0,54295291"
31/03/2010 14.00,"0,71627579","30,28083038","7,02177378"
31/03/2010 15.00,"0,37680644",,"2,20331016"
31/03/2010 16.00,"0,29551507","22,95482063","1,53111486"
31/03/2010 17.00,"0,30681091",,"0,99006781"
31/03/2010 18.00,"0,35215271","23,44322014","0,63484598"
31/03/2010 19.00,"0,45857196",,"0,48687248"
31/03/2010 20.00,"0,53371912","24,42000961","0,45714862"
31/03/2010 21.00,"0,50799592",,"0,50790302"
31/03/2010 22.00,"0,36451918","24,42000961","0,51387993"
31/03/2010 23.00,"0,23982807",,"0,65485749"
01/04/2010 0.00,"0,19904491","27,35042","0,49908156"
01/04/2010 1.00,"0,17078551",,"0,40868857"
01/04/2010 2.00,"0,15484947","20,02441978","0,33013142"
01/04/2010 3.00,"0,12338981",,
01/04/2010 4.00,"0,11287918","22,95482063",
01/04/2010 5.00,"0,1008692",,
01/04/2010 6.00,"0,11628797","13,67521",
01/04/2010 7.00,"0,15516985",,
01/04/2010 8.00,"0,29662531","24,42000961",
01/04/2010 9.00,"0,55531939",,
01/04/2010 10.00,"0,91028673","36,14162064",
01/04/2010 11.00,"1,07722774",,
01/04/2010 12.00,"1,2833675","41,5140419",
01/04/2010 13.00,"1,33913255",,
01/04/2010 14.00,"1,07203533","29,7924099",
01/04/2010 15.00,"0,77671832",,
01/04/2010 16.00,"0,63264626","34,18803024",
01/04/2010 17.00,"0,73355623",,
01/04/2010 18.00,"0,87196056","29,30401993",
01/04/2010 19.00,"1,29834823",,
01/04/2010 20.00,"1,29395036","33,21123123",
01/04/2010 21.00,"1,13327123",,
01/04/2010 22.00,"0,70989392","31,74603081",
01/04/2010 23.00,"0,53609689",,
02/04/2010 0.00,"0,36852212","19,04759979",
02/04/2010 1.00,,,
02/04/2010 2.00,"0,31347005","26,86202049",
02/04/2010 3.00,"0,26233121",,
02/04/2010 4.00,"0,27361773","21,0012207",
02/04/2010 5.00,"0,2563699",,
02/04/2010 6.00,"0,29154125","17,58241081","0,55485588"
02/04/2010 7.00,"0,32456551",,"0,44120511"
02/04/2010 8.00,"0,38008358","27,8388195","0,43754086"
02/04/2010 9.00,"0,66117245",,"0,42991743"
02/04/2010 10.00,"0,83722492","40,04883957","3,25669435"
02/04/2010 11.00,"0,80320692",,"0,61477853"
02/04/2010 12.00,"1,09510583","57,63124084","0,99832483"
02/04/2010 13.00,"1,12876617",,"1,21743138"
02/04/2010 14.00,"1,0740834","31,74603081","2,07417048"
02/04/2010 15.00,"0,76803674",,"2,67423201"
02/04/2010 16.00,"0,92560998","41,5140419","2,09798659"
02/04/2010 17.00,"1,23896818",,"2,47799067"
02/04/2010 18.00,"1,36749098","43,9560318","8,4714483"
02/04/2010 19.00,"1,34925058",,"9,5573592"
02/04/2010 20.00,"1,2187799","45,42124176","3,81163261"
02/04/2010 21.00,"1,0450318",,"3,66585583"
02/04/2010 22.00,"0,81640171","34,18803024","3,61382"
02/04/2010 23.00,"0,65529153",,"4,04425915"
03/04/2010 0.00,"0,60501829","38,58362961","3,33080823"
03/04/2010 1.00,"0,57004615",,"7,93533268"
03/04/2010 2.00,"0,45328636","43,9560318","1,56535013"
03/04/2010 3.00,"0,34634402",,"1,09224173"
03/04/2010 4.00,"0,27596171","22,95482063","0,84593653"
03/04/2010 5.00,"0,25346905",,"0,79572826"
03/04/2010 6.00,"0,28315558","29,30401993","0,54291121"
03/04/2010 7.00,"0,34427731",,"0,46102441"
03/04/2010 8.00,"0,37539446","24,90842056","0,34433484"
03/04/2010 9.00,"0,53336496",,"0,45576448"
03/04/2010 10.00,"0,7061997","38,58362961","0,5007047"
03/04/2010 11.00,"0,83929163",,"0,61347271"
03/04/2010 12.00,"1,15018703","42,00244141","0,87668858"
03/04/2010 13.00,"1,21377273",,"1,62796478"
03/04/2010 14.00,"1,08306439","32,23442078","2,54295257"
03/04/2010 15.00,"0,84863144",,"2,14602458"
03/04/2010 16.00,"0,57477605","32,23442078","3,55056057"
03/04/2010 17.00,"0,53340574",,"3,22264011"
03/04/2010 18.00,"0,74820494","21,97801971","1,88689197"
03/04/2010 19.00,"0,96690107",,"1,43777155"
03/04/2010 20.00,"1,18388698","23,44322014","1,26227294"
03/04/2010 21.00,"1,23320609",,"2,04341132"
03/04/2010 22.00,"1,25991255","28,81562042","2,81201314"
03/04/2010 23.00,"0,98605717",,"8,73443331"
04/04/2010 0.00,"0,83305306","37,6068306","3,6178758"
04/04/2010 1.00,,,"2,73288138"
04/04/2010 2.00,"0,5780066","31,74603081","2,99373476"
04/04/2010 3.00,"0,42739074",,
04/04/2010 4.00,"0,3396441","22,46640968",
04/04/2010 5.00,"0,28515938",,"2,0420404"
04/04/2010 6.00,"0,28401186","25,39682007","8,7985816"
04/04/2010 7.00,"0,3273883",,"1,97441702"
04/04/2010 8.00,"0,34036174","17,58241081","0,58654967"
04/04/2010 9.00,"0,50375649",,"0,52184813"
04/04/2010 10.00,"0,57773399","36,14162064","0,57144518"
04/04/2010 11.00,"0,54677411",,"1,46022182"
04/04/2010 12.00,"0,56507976","33,69963074","0,8959648"
04/04/2010 13.00,"0,57928693",,"0,93902763"
04/04/2010 14.00,"0,52950299","22,95482063","0,98524011"
04/04/2010 15.00,"0,3039485",,"1,0137456"
04/04/2010 16.00,"0,23510516","19,53602028","0,9423461"
04/04/2010 17.00,"0,23140395",,"1,93971291"
04/04/2010 18.00,"0,31509173","24,42000961","0,60972608"
04/04/2010 19.00,"0,32476123",,"0,42333845"
04/04/2010 20.00,"0,31521056","22,46640968","0,37842367"
04/04/2010 21.00,"0,38182759",,"0,32819709"
04/04/2010 22.00,"0,33299894","19,53602028","0,69069148"
04/04/2010 23.00,"0,2952343",,"0,39085141"
05/04/2010 0.00,"0,32424397","20,51280975","4,10378925"
05/04/2010 1.00,"0,28441029",,"0,38781261"
05/04/2010 2.00,"0,26311991","26,37360954","0,32678854"
05/04/2010 3.00,"0,23418947",,"2,59237877"
05/04/2010 4.00,"0,18564042","23,44322014","0,67708301"
05/04/2010 5.00,"0,17990979",,"0,12895662"
05/04/2010 6.00,"0,16928499","21,97801971","0,17175401"
05/04/2010 7.00,"0,19188832",,"0,06795289"
05/04/2010 8.00,"0,23892519","19,53602028","0,07451661"
05/04/2010 9.00,"0,25209668",,"0,13807097"
05/04/2010 10.00,"0,25002881","11,23320961","0,07581023"
05/04/2010 11.00,"0,26057322",,"0,1086278"
05/04/2010 12.00,"0,28238086","13,18680954","0,22905179"
05/04/2010 13.00,"0,48760027",,"0,13715771"
05/04/2010 14.00,"0,52421039","20,51280975","0,37479196"
05/04/2010 15.00,"0,23243847",,"0,34914627"
05/04/2010 16.00,"0,16904616","18,55920982","0,33579815"
05/04/2010 17.00,"0,17819957",,"0,46873632"
05/04/2010 18.00,"0,230091","23,93161964","0,31715043"
05/04/2010 19.00,"0,43208685",,"0,25641723"
05/04/2010 20.00,"0,42906251","28,32722092","0,70206053"
05/04/2010 21.00,"0,33733624",,"0,29711655"
05/04/2010 22.00,"0,28759423","22,46640968","0,36355106"
05/04/2010 23.00,"0,25082334",,"0,25458663"
06/04/2010 0.00,"0,23470673","22,46640968","0,26554785"
06/04/2010 1.00,,,"0,18215792"
06/04/2010 2.00,"0,16997234","12,69841003","0,15493385"
06/04/2010 3.00,"0,14683777",,
06/04/2010 4.00,"0,18441251","10,7448101",
06/04/2010 5.00,"0,22035742",,"0,28723029"
06/04/2010 6.00,"0,24671904","16,60560989","0,19569623"
06/04/2010 7.00,"0,32226463",,"0,12718399"
06/04/2010 8.00,"0,47685664","21,48962021","0,15023734"
06/04/2010 9.00,"0,77482636",,"0,2081382"
06/04/2010 10.00,"0,94424998","39,07204056","0,40244317"
06/04/2010 11.00,"1,01657551",,"0,50145829"
06/04/2010 12.00,"1,0180469","39,07204056","0,96107924"
06/04/2010 13.00,"0,98007489",,"1,69805846"
06/04/2010 14.00,"0,8380078","34,18803024","1,65322198"
06/04/2010 15.00,"0,61848685",,"1,74863082"
06/04/2010 16.00,"0,55900312","31,25761986","1,79965879"
06/04/2010 17.00,"0,71661713",,"1,49563885"
06/04/2010 18.00,"0,8518049","27,35042","1,32398857"
06/04/2010 19.00,"0,99307629",,"1,09123185"
06/04/2010 20.00,"0,99434847","33,21123123","1,32904408"
06/04/2010 21.00,"0,97379205",,"1,46670011"
06/04/2010 22.00,"0,88456819","25,88521957","2,26169105"
06/04/2010 23.00,"0,57816737",,"2,13799028"
07/04/2010 0.00,"0,37486904","18,07081032","1,7330758"
07/04/2010 1.00,"0,27109201",,"1,5383081"
07/04/2010 2.00,"0,2048105","26,37360954","1,12010549"
07/04/2010 3.00,"0,1691848",,"0,87781643"
07/04/2010 4.00,"0,16866637","15,14041042","0,61221163"
07/04/2010 5.00,"0,16592396",,"0,47323349"
07/04/2010 6.00,"0,19661938","15,14041042","0,36532064"
07/04/2010 7.00,"0,2652472",,"0,18327459"
07/04/2010 8.00,"0,46612116","22,46640968","0,26524987"
07/04/2010 9.00,"0,78906149",,"0,19747292"
07/04/2010 10.00,"0,90317674","37,6068306","0,30912427"
07/04/2010 11.00,"0,91144591",,"0,56949763"
07/04/2010 12.00,"1,03407031","38,0952301","0,98346036"
07/04/2010 13.00,"0,86313685",,"1,54474876"
07/04/2010 14.00,"0,92206372","29,7924099","1,57614863"
07/04/2010 15.00,"0,80580021",,"1,74991631"
07/04/2010 16.00,"0,7483063","30,28083038","2,51680956"
07/04/2010 17.00,"0,95128658",,"2,11032992"
07/04/2010 18.00,"1,38758723","19,53602028","1,96888149"
07/04/2010 19.00,"1,57410723",,"2,09203917"
07/04/2010 20.00,"1,48126488","31,25761986","2,43728932"
07/04/2010 21.00,"1,43056991",,"3,49554799"
07/04/2010 22.00,"1,01136679","33,21123123","4,75783008"
07/04/2010 23.00,"0,64941993",,"4,72448672"
08/04/2010 0.00,"0,53987848","36,63003159","4,14964781"
08/04/2010 1.00,,,"3,14199811"
08/04/2010 2.00,"0,41373228","37,11843109","2,63625825"
08/04/2010 3.00,"0,33083903",,
08/04/2010 4.00,"0,25975073","30,76922989","5,86067709"
08/04/2010 5.00,"0,22842621",,"1,26831087"
08/04/2010 6.00,"0,25401893","22,46640968","1,0526428"
08/04/2010 7.00,"0,34130656",,"0,63801088"
08/04/2010 8.00,"0,44347939","19,53602028","0,3455644"
08/04/2010 9.00,"0,88214266",,"0,45839953"
08/04/2010 10.00,"1,26030632","51,28205109","0,4960265"
08/04/2010 11.00,"1,29708421",,"0,97256117"
08/04/2010 12.00,"1,22484256","51,77045059","6,17841026"
08/04/2010 13.00,"1,25015684",,"3,81785868"
08/04/2010 14.00,"1,24012619","35,65322113","8,23854309"
08/04/2010 15.00,"1,02085455",,"3,91465674"
08/04/2010 16.00,"1,01870513","33,21123123","4,65701589"
08/04/2010 17.00,"1,27439583",,"6,00127937"
08/04/2010 18.00,"1,34472805","34,18803024","6,03825851"
08/04/2010 19.00,"1,43945769",,"11,30422959"
08/04/2010 20.00,"1,5082358","32,23442078","4,24745474"
08/04/2010 21.00,"1,60121445",,"4,82179226"
08/04/2010 22.00,"1,31726317","36,63003159","5,15529504"
08/04/2010 23.00,"0,95048389",,"5,28347874"
09/04/2010 0.00,"0,78968127","43,46763992","5,33771128"
09/04/2010 1.00,"0,61180441",,"4,7700707"
09/04/2010 2.00,"0,47488429","38,58362961","5,04275687"
09/04/2010 3.00,"0,36586476",,"2,35074668"
09/04/2010 4.00,"0,29131408","38,58362961","2,25797493"
09/04/2010 5.00,"0,24414905",,"1,25020013"
09/04/2010 6.00,"0,24729222","27,8388195","1,53788401"
09/04/2010 7.00,"0,31766405",,"0,67202648"
09/04/2010 8.00,"0,42166826","54,70085144","0,50744435"
09/04/2010 9.00,"0,68965787",,"0,41437767"
09/04/2010 10.00,"1,40765552","63,98046112","0,51432538"
09/04/2010 11.00,"1,21349895",,"0,64309181"
09/04/2010 12.00,"1,0458904","59,58485031","1,75907439"
09/04/2010 13.00,"1,34202059",,"2,58980982"
09/04/2010 14.00,"1,43169646","47,37483978","4,06770202"
09/04/2010 15.00,"1,16438255",,"3,78486822"
09/04/2010 16.00,"1,14189339","45,90964127","3,92104045"
09/04/2010 17.00,"1,42118816",,"6,80747561"
09/04/2010 18.00,"1,45673231","41,02563095","4,34573151"
09/04/2010 19.00,"1,35264888",,"4,52499607"
09/04/2010 20.00,"1,12211169","37,6068306","4,88038672"
09/04/2010 21.00,"1,0721996",,"4,63454121"
09/04/2010 22.00,"0,92059116","43,46763992","4,64150664"
09/04/2010 23.00,"0,73172951",,"4,07439896"
10/04/2010 0.00,"0,6050777","35,16482162","2,66052082"
10/04/2010 1.00,,,"11,53259694"
10/04/2010 2.00,"0,4575654","36,63003159","3,77519553"
10/04/2010 3.00,"0,38433933",,
10/04/2010 4.00,"0,31166197","31,74603081",
10/04/2010 5.00,"0,28152575",,"1,33041499"
10/04/2010 6.00,"0,30410811","29,30401993","1,1297314"
10/04/2010 7.00,"0,36605116",,"0,76271847"
10/04/2010 8.00,"0,51398985","34,67642975","0,67619008"
10/04/2010 9.00,"0,69679699",,"0,48039215"
10/04/2010 10.00,"0,86099675","43,46763992","1,54926729"
10/04/2010 11.00,"0,96305541",,"2,9918523"
10/04/2010 12.00,"1,02320785","50,79365158","1,13441977"
10/04/2010 13.00,"1,03537395",,"2,78052173"
10/04/2010 14.00,"1,04209367","34,18803024","1,90690144"
10/04/2010 15.00,"0,75587647",,"2,58448379"
10/04/2010 16.00,"0,61326532","37,11843109","2,87953482"
10/04/2010 17.00,"0,73595846",,"1,84536277"
10/04/2010 18.00,"0,96464447","42,00244141","2,01130565"
10/04/2010 19.00,"0,9700524",,"1,40317524"
10/04/2010 20.00,"1,19106688","45,42124176","1,51652192"
10/04/2010 21.00,"1,2133708",,"2,3138662"
10/04/2010 22.00,"1,13926166","58,11965179","2,48823695"
10/04/2010 23.00,"0,88163006",,"2,47984365"
11/04/2010 0.00,"0,73198232","43,46763992","3,54481859"
11/04/2010 1.00,"0,57231441",,"3,8104"
11/04/2010 2.00,"0,48755134","42,00244141","2,39200637"
11/04/2010 3.00,"0,38954804",,"2,29655075"
11/04/2010 4.00,"0,31861935","38,58362961","1,24979333"
11/04/2010 5.00,"0,27627742",,"1,12207949"
11/04/2010 6.00,"0,2645482","26,86202049","0,73247086"
11/04/2010 7.00,"0,30076922",,"0,66278805"
11/04/2010 8.00,"0,34322881","34,67642975","0,29042774"
11/04/2010 9.00,"0,41622421",,"0,32439351"
11/04/2010 10.00,"0,55072579","54,70085144","0,39472618"
11/04/2010 11.00,"0,66550742",,"0,35810299"
11/04/2010 12.00,"0,89673895","57,14284134","0,65163055"
11/04/2010 13.00,"0,81889365",,"0,72946461"
11/04/2010 14.00,"0,75130501","44,4444313","1,04482512"
11/04/2010 15.00,"0,56913396",,"1,22823497"
11/04/2010 16.00,"0,52981288","38,58362961","1,97290881"
11/04/2010 17.00,"0,50130649",,"1,36131552"
11/04/2010 18.00,"0,45920339",,"1,01189161"
11/04/2010 19.00,"0,58066396",,"0,67746641"
11/04/2010 20.00,"0,59282889",,"0,64582043"
11/04/2010 21.00,"0,54698964",,"0,49625735"
11/04/2010 22.00,"0,48333637","50,30524063","0,66123408"
11/04/2010 23.00,"0,42473337",,"0,5400748"
12/04/2010 0.00,"0,39308615","25,88521957","0,64322504"
12/04/2010 1.00,,,"0,58198842"
12/04/2010 2.00,"0,34418993","12,69841003","0,47411218"
12/04/2010 3.00,"0,2987992",,
12/04/2010 4.00,"0,29728936","6,83760691",
12/04/2010 5.00,"0,27281621",,"0,61524534"
12/04/2010 6.00,"0,30829395","3,41880298","0,33909424"
12/04/2010 7.00,"0,42430232",,"0,36013699"
12/04/2010 8.00,"0,80029326","1,46520102","0,3681601"
12/04/2010 9.00,"1,28931366",,"0,75465671"
12/04/2010 10.00,"0,89564268","1,46520102","0,60229791"
12/04/2010 11.00,"0,98920383",,"1,35054651"
12/04/2010 12.00,"1,28506257","30,76922989","1,80095242"
12/04/2010 13.00,"1,41064608",,"1,54998122"
12/04/2010 14.00,"1,43789892","47,37483978","1,87497476"
12/04/2010 15.00,"1,12610881",,"3,42703982"
12/04/2010 16.00,"1,06619752","46,39804077","2,5751579"
12/04/2010 17.00,"0,90907047",,"3,65637128"
12/04/2010 18.00,"1,149389","45,90964127","3,31920019"
12/04/2010 19.00,"1,27497134",,"3,36896302"
12/04/2010 20.00,"1,26587386","41,02563095","2,61850448"
12/04/2010 21.00,"1,14227784",,"3,30558866"
12/04/2010 22.00,"1,00390264","32,23442078","3,38139177"
12/04/2010 23.00,"0,7834893",,"3,447929"
13/04/2010 0.00,"0,60546448","26,86202049","3,10311413"
13/04/2010 1.00,"0,46363272",,"2,88593683"
13/04/2010 2.00,"0,40554932","28,32722092","1,67206292"
13/04/2010 3.00,"0,33411734",,"1,42611062"
13/04/2010 4.00,"0,30773825","35,16482162","0,97577997"
13/04/2010 5.00,"0,30912926",,"0,79915352"
13/04/2010 6.00,"0,33391929","21,97801971","0,41919215"
13/04/2010 7.00,"0,48588073",,"1,71969717"
13/04/2010 8.00,"0,62282648","22,46640968","0,39301558"
13/04/2010 9.00,"1,05666316",,"0,31577748"
13/04/2010 10.00,"1,22642346","30,28083038","0,51218357"
13/04/2010 11.00,"1,22284808",,"1,18636813"
13/04/2010 12.00,"1,01939714","21,97801971","1,92572815"
13/04/2010 13.00,"0,89182847",,"2,36684274"
13/04/2010 14.00,"0,96282357","23,44322014","3,03547651"
13/04/2010 15.00,"1,04323537",,"2,96863012"
13/04/2010 16.00,"0,95579163","26,37360954","2,46812577"
13/04/2010 17.00,"0,78809687",,"2,80550739"
13/04/2010 18.00,"0,88988176","33,69963074","1,84853785"
13/04/2010 19.00,"0,96461418",,"2,35054125"
13/04/2010 20.00,"0,8963976","33,69963074","1,97518486"
13/04/2010 21.00,"0,89305988",,"2,18556554"
13/04/2010 22.00,"1,035805","30,76922989","1,95565846"
13/04/2010 23.00,"0,77160979",,"1,84253551"
14/04/2010 0.00,"0,584131","24,42000961","1,76983832"
14/04/2010 1.00,,,"1,68242005"
14/04/2010 2.00,"0,38303802","25,88521957","1,77097024"
14/04/2010 3.00,"0,30418849",,
14/04/2010 4.00,"0,25173553","21,48962021","5,50978463"
14/04/2010 5.00,"0,22725772",,"1,15619882"
14/04/2010 6.00,"0,25626622","13,67521","0,61266724"
14/04/2010 7.00,"0,31861352",,"0,30927479"
14/04/2010 8.00,"0,48006505","9,76801014","0,40361679"
14/04/2010 9.00,"0,85200761",,"0,4556221"
14/04/2010 10.00,"1,01087633","23,44322014","0,60367086"
14/04/2010 11.00,"1,11780935",,"0,76399074"
14/04/2010 12.00,"1,2578039","33,21123123","1,06224836"
14/04/2010 13.00,"1,2473923",,"2,10853796"
14/04/2010 14.00,"1,27981774","30,28083038","3,00390375"
14/04/2010 15.00,"1,01393562",,"3,31152387"
14/04/2010 16.00,"0,84231015","36,63003159","3,54533421"
14/04/2010 17.00,"1,02049224",,"3,77644034"
14/04/2010 18.00,"1,13791725","24,42000961","3,77792109"
14/04/2010 19.00,"1,1684752",,"2,74281849"
14/04/2010 20.00,"1,24008076","32,72283173","2,8487665"
14/04/2010 21.00,"1,0981791",,"3,35153062"
14/04/2010 22.00,"0,81683975","36,14162064","3,12307581"
14/04/2010 23.00,"0,60496004",,"3,72168913"
15/04/2010 0.00,"0,50359106","48,35165024","3,38964981"
15/04/2010 1.00,"0,40822066",,"2,5932605"
15/04/2010 2.00,"0,39355797","41,02563095","1,90639599"
15/04/2010 3.00,"0,34952913",,"1,15214201"
15/04/2010 4.00,"0,3132487","46,88644028","0,81156803"
15/04/2010 5.00,"0,27653139",,"0,72006346"
15/04/2010 6.00,"0,27557726","30,76922989","1,96908286"
15/04/2010 7.00,"0,31380557",,"2,12201118"
15/04/2010 8.00,"0,56156728","35,16482162","0,29354485"
15/04/2010 9.00,"0,63921337",,"0,38789499"
15/04/2010 10.00,"0,56113041","35,65322113","0,35277086"
15/04/2010 11.00,"0,49361633",,"1,15981934"
15/04/2010 12.00,"0,67453966","43,9560318",
15/04/2010 13.00,"1,23590889",,"0,71460217"
15/04/2010 14.00,"1,32515838","55,18925095","0,74986563"
15/04/2010 15.00,"1,2402392",,"1,33890389"
15/04/2010 16.00,"1,07966142","71,79486084","8,57149466"
15/04/2010 17.00,"1,10080151",,"6,94187623"
15/04/2010 18.00,"1,21834419","50,30524063","8,02270213"
15/04/2010 19.00,"1,3653334",,"3,22847972"
15/04/2010 20.00,"1,32503838","45,42124176","2,70334262"
15/04/2010 21.00,"1,22708751",,"3,99575741"
15/04/2010 22.00,"1,10692126","36,63003159","4,18876163"
15/04/2010 23.00,"0,81314321",,"3,43087798"
16/04/2010 0.00,"0,64994302","42,49084091","3,6243846"
16/04/2010 1.00,,,
16/04/2010 2.00,"0,52861409","28,32722092",
16/04/2010 3.00,"0,36678394",,
16/04/2010 4.00,"0,27584288","31,25761986",
16/04/2010 5.00,"0,27353851",,
16/04/2010 6.00,"0,29436521","24,42000961",
16/04/2010 7.00,"0,44421101",,
16/04/2010 8.00,"0,82764862","22,46640968",
16/04/2010 9.00,"1,36423015",,
16/04/2010 10.00,"1,62894494","38,58362961",
16/04/2010 11.00,"1,42882008",,
16/04/2010 12.00,"1,36975574","64,95726013",
16/04/2010 13.00,"1,42173338",,
16/04/2010 14.00,"1,60052593","56,65444183",
16/04/2010 15.00,"1,4532245",,
16/04/2010 16.00,"1,2695937","43,9560318",
16/04/2010 17.00,"1,56252829",,"4,26547394"
16/04/2010 18.00,"1,58065336","57,63124084","4,23379948"
16/04/2010 19.00,"1,48033172",,"4,03841039"
16/04/2010 20.00,"1,38068694","58,11965179","4,13713668"
16/04/2010 21.00,"1,17630866",,"4,41409324"
16/04/2010 22.00,"0,93532258","54,70085144","4,4142885"
16/04/2010 23.00,"0,70045975",,"4,12528964"
17/04/2010 0.00,"0,58225069","40,04883957","3,55504249"
17/04/2010 1.00,"0,48073842",,"2,54361768"
17/04/2010 2.00,"0,41114132","38,58362961","7,36323458"
17/04/2010 3.00,"0,32882591",,"1,57889352"
17/04/2010 4.00,"0,27397422","29,30401993","0,90928851"
17/04/2010 5.00,"0,2693247",,"0,76305002"
17/04/2010 6.00,"0,26495246","22,95482063","0,40605962"
17/04/2010 7.00,"0,36332622",,"0,36791602"
17/04/2010 8.00,"0,51392694","28,32722092","2,04256416"
17/04/2010 9.00,"0,59723609",,"0,38562606"
17/04/2010 10.00,"0,8916013","34,18803024","0,47600888"
17/04/2010 11.00,"1,12328601",,"0,63834446"
17/04/2010 12.00,"1,29097844","44,4444313","0,99936624"
17/04/2010 13.00,"1,41614022",,"2,1279708"
17/04/2010 14.00,"1,30298144","45,90964127","2,29511475"
17/04/2010 15.00,"0,9307919",,"3,09676398"
17/04/2010 16.00,"0,73324984","46,39804077","3,02934909"
17/04/2010 17.00,"0,85869121",,"3,27467288"
17/04/2010 18.00,"0,90610904","30,76922989","2,3706331"
17/04/2010 19.00,"1,07539053",,"1,82499836"
17/04/2010 20.00,"1,21959307","36,14162064","2,07074726"
17/04/2010 21.00,"1,19228547",,"2,78716681"
17/04/2010 22.00,"1,09999417","30,76922989","2,67751895"
17/04/2010 23.00,"0,87085381",,"2,90030094"
18/04/2010 0.00,"0,65001991","42,00244141","2,80640642"
18/04/2010 1.00,,,"2,94572525"
18/04/2010 2.00,"0,58600199","41,02563095","2,32077569"
18/04/2010 3.00,"0,49785343",,
18/04/2010 4.00,"0,43857474","42,97924042","5,90226425"
18/04/2010 5.00,"0,37619365",,"1,5641816"
18/04/2010 6.00,"0,33468586","34,67642975","1,0944832"
18/04/2010 7.00,"0,33456587",,"0,7430619"
18/04/2010 8.00,"0,33667335","21,0012207","0,67692029"
18/04/2010 9.00,"0,4153959",,"0,69276616"
18/04/2010 10.00,"0,61764689","30,28083038","0,43494853"
18/04/2010 11.00,"0,67398396",,"0,50135558"
18/04/2010 12.00,"0,7579525","43,9560318","0,62909586"
18/04/2010 13.00,"0,86458495",,"0,76148078"
18/04/2010 14.00,"0,7934582","50,79365158","0,85218396"
18/04/2010 15.00,"0,59725007",,"1,13637343"
18/04/2010 16.00,"0,46894978","33,21123123","1,62134411"
18/04/2010 17.00,"0,44740078",,"1,8330947"
18/04/2010 18.00,"0,61243817","27,35042","1,10737265"
18/04/2010 19.00,"0,71588901",,"0,83469665"
18/04/2010 20.00,"0,64559524","35,65322113","0,78132449"
18/04/2010 21.00,"0,72058046",,"0,83594654"
18/04/2010 22.00,"0,74228791","34,18803024","0,95207167"
18/04/2010 23.00,"0,63028947",,"1,11995091"
19/04/2010 0.00,"0,51200818","35,65322113","0,97812314"
19/04/2010 1.00,"0,47554951",,"0,69298583"
19/04/2010 2.00,"0,44092105","27,35042","0,89875951"
19/04/2010 3.00,"0,37460342",,"0,70674788"
19/04/2010 4.00,"0,27250399","26,37360954","0,58311831"
19/04/2010 5.00,"0,24232699",,"0,50857322"
19/04/2010 6.00,"0,27091376","23,44322014","0,30792116"
19/04/2010 7.00,"0,32657513",,"0,22139582"
19/04/2010 8.00,"0,53057479","21,0012207","0,20378646"
19/04/2010 9.00,"0,76880797",,"0,28748251"
19/04/2010 10.00,"0,81651705","16,60560989","0,29731283"
19/04/2010 11.00,"0,82077163",,"0,48675044"
19/04/2010 12.00,"0,91897414","21,48962021","0,65448933"
19/04/2010 13.00,"0,88001188",,"1,29815474"
19/04/2010 14.00,"1,00393875","27,35042","1,08157442"
19/04/2010 15.00,"0,88649161",,"1,86214226"
19/04/2010 16.00,"0,91555486","50,79365158","1,93186778"
19/04/2010 17.00,"1,25175173",,"1,80993253"
19/04/2010 18.00,"1,36788592","49,32844162","2,19156279"
19/04/2010 19.00,"1,13951446",,"2,45432102"
