,Foggia,,
,Manfredonia - Scuola Elementare Ungaretti,,
Parm,SO2,NO2,PM10



12/02/2010 18.00,"5,0606042","21,31233744","14,39999962"
12/02/2010 19.00,"5,14729532","20,3220744","14,39999962"
12/02/2010 20.00,"5,16896759","25,38506952","14,39999962"
12/02/2010 21.00,"4,87277244","25,69525328","14,39999962"
12/02/2010 22.00,"4,57838348","31,28909608","14,39999962"
12/02/2010 23.00,"4,56393497","18,07546102","14,39999962"
13/02/2010 0.00,"4,41764358","18,02874321","14,39999962"
13/02/2010 1.00,,"11,32132866","19,70000076"
13/02/2010 2.00,"4,51155845",,"19,70000076"
13/02/2010 3.00,"4,47905004","6,36087219","19,70000076"
13/02/2010 4.00,"4,78066275","5,66521202","19,70000076"
13/02/2010 5.00,"4,62172904","5,69376583","19,70000076"
13/02/2010 6.00,"4,70842016","6,50882849","19,70000076"
13/02/2010 7.00,"4,51336566","8,74506354","19,70000076"
13/02/2010 8.00,"4,59825058","17,84963661","19,70000076"
13/02/2010 9.00,"4,63617756","25,14756088","19,70000076"
13/02/2010 10.00,"4,59644439","21,89897728","19,70000076"
13/02/2010 11.00,"4,47363147","15,32267622","19,70000076"
13/02/2010 12.00,"4,78246894","10,84501314","19,70000076"
13/02/2010 13.00,"4,86193631","7,02019098","19,70000076"
13/02/2010 14.00,"5,21050695","5,99227683","19,70000076"
13/02/2010 15.00,"5,54282391","5,20187133","19,70000076"
13/02/2010 16.00,"5,43987808","6,21291398","19,70000076"
13/02/2010 17.00,"5,3640231","9,86512652","19,70000076"
13/02/2010 18.00,"5,59520042","14,43882554","19,70000076"
13/02/2010 19.00,"5,16716241","5,71972314","19,70000076"
13/02/2010 20.00,"4,87096625","17,09167201","19,70000076"
13/02/2010 21.00,"4,81678456","29,73553872","19,70000076"
13/02/2010 22.00,"4,94682123","18,46481878","19,70000076"
13/02/2010 23.00,"4,71745112","7,9961905","19,70000076"
14/02/2010 0.00,"4,73009344","6,14153138","19,70000076"
14/02/2010 1.00,"4,96668832","5,3602117","17,89999962"
14/02/2010 2.00,"4,87638482","4,6892125","17,89999962"
14/02/2010 3.00,"4,8438754","5,64444579","17,89999962"
14/02/2010 4.00,"4,93959748","7,10974332","17,89999962"
14/02/2010 5.00,"5,11839828","11,69512466","17,89999962"
14/02/2010 6.00,"4,86013011","9,44721112","17,89999962"
14/02/2010 7.00,"4,954046","11,54586247","17,89999962"
14/02/2010 8.00,"4,92514896","20,70105192","17,89999962"
14/02/2010 9.00,"5,0244824","7,57178768","17,89999962"
14/02/2010 10.00,"4,67229937","6,10129716","17,89999962"
14/02/2010 11.00,"5,24662876","5,17721226","17,89999962"
14/02/2010 12.00,"5,02990097","3,25376512","17,89999962"
14/02/2010 13.00,"5,02628859","2,66972178","17,89999962"
14/02/2010 14.00,"5,02267621","2,6814041","17,89999962"
14/02/2010 15.00,"4,67049317","2,42961664","17,89999962"
14/02/2010 16.00,"5,02809478","2,76317078","17,89999962"
14/02/2010 17.00,"5,07505272","3,4406593","17,89999962"
14/02/2010 18.00,"4,90708805","18,67896852","17,89999962"
14/02/2010 19.00,"5,08950124","16,87233502","17,89999962"
14/02/2010 20.00,"5,10033738","43,73438056","17,89999962"
14/02/2010 21.00,"5,14368293","39,781072","17,89999962"
14/02/2010 22.00,"4,8077536","24,62841464","17,89999962"
14/02/2010 23.00,"4,81136598","21,0994936","17,89999962"
15/02/2010 0.00,"4,84748779","12,81129099","17,89999962"
15/02/2010 1.00,,"9,69899858","15,80000019"
15/02/2010 2.00,"4,79511127",,"15,80000019"
15/02/2010 3.00,"4,70661396","5,86897769","15,80000019"
15/02/2010 4.00,"4,84748779","4,91893548","15,80000019"
15/02/2010 5.00,"4,81678456","3,12787139","15,80000019"
15/02/2010 6.00,"4,8637425","6,11167932","15,80000019"
15/02/2010 7.00,"4,81497836","8,36348761","15,80000019"
15/02/2010 8.00,"4,78969371","17,88078309","15,80000019"
15/02/2010 9.00,"4,88360858","30,47012912","15,80000019"
15/02/2010 10.00,"5,08769505","12,97352037","15,80000019"
15/02/2010 11.00,"4,79872365","13,14743971","15,80000019"
15/02/2010 12.00,"5,08769505","10,49718592","15,80000019"
15/02/2010 13.00,"5,23398643","10,82425264","15,80000019"
15/02/2010 14.00,"5,47780608","8,91378606","15,80000019"
15/02/2010 15.00,"5,49225358","9,5744031","15,80000019"
15/02/2010 16.00,"5,37124787","6,31414865","15,80000019"
15/02/2010 17.00,"5,51392687","7,57568051","15,80000019"
15/02/2010 18.00,"5,30442284","9,1993165","15,80000019"
15/02/2010 19.00,"5,21231315","11,81192683","15,80000019"
15/02/2010 20.00,"5,0425433","28,95811952","15,80000019"
15/02/2010 21.00,"5,16716241","37,0931824","15,80000019"
15/02/2010 22.00,"4,84748779","8,9773811","15,80000019"
15/02/2010 23.00,"4,87277244","6,39591342","15,80000019"
16/02/2010 0.00,"5,10756113","4,54774362","15,80000019"
16/02/2010 1.00,"4,98474821","5,4484677","14,10000038"
16/02/2010 2.00,"4,92514896","6,76450878","14,10000038"
16/02/2010 3.00,"4,89805811","6,51661606","14,10000038"
16/02/2010 4.00,"4,85290636","7,57438226","14,10000038"
16/02/2010 5.00,"4,71383873","10,46473737","14,10000038"
16/02/2010 6.00,"5,03351234","13,61987006","14,10000038"
16/02/2010 7.00,"5,05157324","29,51099344","14,10000038"
16/02/2010 8.00,"5,17077378","33,54867856","14,10000038"
16/02/2010 9.00,"5,18341611","24,55183904","14,10000038"
16/02/2010 10.00,"5,41278724","26,32732224","14,10000038"
16/02/2010 11.00,"5,12562203","18,27014086","14,10000038"
16/02/2010 12.00,"5,03170717","8,82812655","14,10000038"
16/02/2010 13.00,"5,2755258","6,41408506","14,10000038"
16/02/2010 14.00,"5,15632526","5,84691321","14,10000038"
16/02/2010 15.00,"5,25565972","7,24472287","14,10000038"
16/02/2010 16.00,"5,21953791","8,26484944","14,10000038"
16/02/2010 17.00,"5,38750258","7,04874287","14,10000038"
16/02/2010 18.00,"5,41459343","7,46536002","14,10000038"
16/02/2010 19.00,"5,0425433","6,5970845","14,10000038"
16/02/2010 20.00,"5,07505272","4,72165723","14,10000038"
16/02/2010 21.00,"5,08408267","3,44325579","14,10000038"
16/02/2010 22.00,"4,95765736","3,71580757","14,10000038"
16/02/2010 23.00,"4,93056652","3,20704158","14,10000038"
17/02/2010 0.00,"4,79330508","2,85531962","14,10000038"
17/02/2010 1.00,,"2,59833917","9,30000019"
17/02/2010 2.00,"4,87819102",,"9,30000019"
17/02/2010 3.00,"4,76260286","3,08374434","9,30000019"
17/02/2010 4.00,"5,03712473","2,71255249","9,30000019"
17/02/2010 5.00,"4,78427513","3,20833982","9,30000019"
17/02/2010 6.00,"4,98294303","5,64055105","9,30000019"
17/02/2010 7.00,"4,97210588","18,42328823","9,30000019"
17/02/2010 8.00,"4,93056652","7,9961905","9,30000019"
17/02/2010 9.00,"4,86193631","10,91250291","9,30000019"
17/02/2010 10.00,"5,01545144","13,88463234","9,30000019"
17/02/2010 11.00,"5,2935867","10,10523166","9,30000019"
17/02/2010 12.00,"5,0244824","11,40828834","9,30000019"
17/02/2010 13.00,"5,44710285","8,87095726","9,30000019"
17/02/2010 14.00,"5,15813145","10,65552055","9,30000019"
17/02/2010 15.00,"5,31887135","14,21818839","9,30000019"
17/02/2010 16.00,"5,31706516","13,13965787","9,30000019"
17/02/2010 17.00,"5,32609612","8,63474305","9,30000019"
17/02/2010 18.00,"5,20689559","4,94878562","9,30000019"
17/02/2010 19.00,"4,94140367","6,9669781","9,30000019"
17/02/2010 20.00,"5,05699182","9,15778786","9,30000019"
17/02/2010 21.00,"5,02267621","6,04029671","9,30000019"
17/02/2010 22.00,"5,03351234","5,40563699","9,30000019"
17/02/2010 23.00,"5,17980474","6,33231838","9,30000019"
18/02/2010 0.00,"5,06602176","7,15127578","9,30000019"
18/02/2010 1.00,"5,09853119","16,01183942","17,5"
18/02/2010 2.00,"4,96126975","9,26031886","17,5"
18/02/2010 3.00,"5,01184007","7,1175309","17,5"
18/02/2010 4.00,"5,02628859","6,27131794","17,5"
18/02/2010 5.00,"4,99919774","5,44197838","17,5"
18/02/2010 6.00,"5,30984141","7,63148797","17,5"
18/02/2010 7.00,"5,24482257","18,89701109","17,5"
18/02/2010 8.00,"5,00100394","20,98787104","17,5"
18/02/2010 9.00,"5,20508939","28,08464144","17,5"
18/02/2010 10.00,"5,30261664","15,64325362","17,5"
18/02/2010 11.00,"5,53379396","16,85935636","17,5"
18/02/2010 12.00,"5,4019511","13,92746688","17,5"
18/02/2010 13.00,"5,10575595","8,43227563","17,5"
18/02/2010 14.00,"5,20689559","8,47510443","17,5"
18/02/2010 15.00,"5,21953791","6,83718963","17,5"
18/02/2010 16.00,"5,02628859","7,96374386","17,5"
18/02/2010 17.00,"5,44168427","10,56986486","17,5"
18/02/2010 18.00,"5,08227647","21,72896224","17,5"
18/02/2010 19.00,"5,32248374","33,47470328","17,5"
18/02/2010 20.00,"5,23037405","25,0982504","17,5"
18/02/2010 21.00,"5,27010824","24,24813696","17,5"
18/02/2010 22.00,"5,0046153","30,12229808","17,5"
18/02/2010 23.00,"5,40375628","37,61621","17,5"
19/02/2010 0.00,"5,14729532","24,63489632","17,5"
19/02/2010 1.00,,"16,3220423","36,20000076"
19/02/2010 2.00,"5,09311261",,"36,20000076"
19/02/2010 3.00,"5,24843495","6,58799867","36,20000076"
19/02/2010 4.00,"4,91070044","6,11557406","36,20000076"
19/02/2010 5.00,"5,11659209","6,24146779","36,20000076"
19/02/2010 6.00,"5,10575595","8,5140404","36,20000076"
19/02/2010 7.00,"4,86193631","5,31089166","36,20000076"
19/02/2010 8.00,"5,15451907","4,41146582","36,20000076"
19/02/2010 9.00,"5,17438616","6,5970845","36,20000076"
19/02/2010 10.00,"5,14368293","12,99947959","36,20000076"
19/02/2010 11.00,"5,09311261","9,46408261","36,20000076"
19/02/2010 12.00,"5,40917485","6,80863774","36,20000076"
19/02/2010 13.00,"5,08950124","7,04874287","36,20000076"
19/02/2010 14.00,"5,17077378","9,08899983","36,20000076"
19/02/2010 15.00,"5,31164659","7,18372242","36,20000076"
19/02/2010 16.00,"4,99919774","5,9546372","36,20000076"
19/02/2010 17.00,"5,32790231","7,86640202","36,20000076"
19/02/2010 18.00,"5,13465197","16,95280536","36,20000076"
19/02/2010 19.00,"4,97210588","10,60620816","36,20000076"
19/02/2010 20.00,"5,41639962","7,71325465","36,20000076"
19/02/2010 21.00,"5,12200965","9,24085087","36,20000076"
19/02/2010 22.00,"4,99197298","18,8295194","36,20000076"
19/02/2010 23.00,"5,24301638","14,85673521","36,20000076"
20/02/2010 0.00,"5,16896759","7,993594","36,20000076"
20/02/2010 1.00,"4,90528186","6,83848788","17,39999962"
20/02/2010 2.00,"5,04434949","5,97280694","17,39999962"
20/02/2010 3.00,"5,44349047","4,33229755","17,39999962"
20/02/2010 4.00,"5,25746489","4,2115949","17,39999962"
20/02/2010 5.00,"5,05699182","2,70865966","17,39999962"
20/02/2010 6.00,"5,32609612","3,28102068","17,39999962"
20/02/2010 7.00,"5,18702849","10,79439676","17,39999962"
20/02/2010 8.00,"5,34957458","13,95990396","17,39999962"
20/02/2010 9.00,"5,25565972","11,53677856","17,39999962"
20/02/2010 10.00,"5,2755258","12,85153094","17,39999962"
20/02/2010 11.00,"5,4019511","15,39665724","17,39999962"
20/02/2010 12.00,"5,35318697","22,72702624","17,39999962"
20/02/2010 13.00,"5,03351234","14,98522543","17,39999962"
20/02/2010 14.00,"5,23940501","12,4816316","17,39999962"
20/02/2010 15.00,"5,30984141","5,55748803","17,39999962"
20/02/2010 16.00,"5,01545144","4,79304175","17,39999962"
20/02/2010 17.00,"5,04073711","6,52180714","17,39999962"
20/02/2010 18.00,"4,8818034","7,68599909","17,39999962"
20/02/2010 19.00,"4,97752446","8,36089302","17,39999962"
20/02/2010 20.00,"5,05518563","13,16172044","17,39999962"
20/02/2010 21.00,"5,11117351","15,87297277","17,39999962"
20/02/2010 22.00,"4,87277244","17,4096529","17,39999962"
20/02/2010 23.00,"4,8438754","10,76194821","17,39999962"
21/02/2010 0.00,"4,88360858","5,20446782","17,39999962"
21/02/2010 1.00,,"4,36733878","16,20000076"
21/02/2010 2.00,"4,70842016",,"16,20000076"
21/02/2010 3.00,"4,83123308","4,70997682","16,20000076"
21/02/2010 4.00,"4,96668832","3,39134117","16,20000076"
21/02/2010 5.00,"4,62353523","3,03053147","16,20000076"
21/02/2010 6.00,"4,74454196","2,78782984","16,20000076"
21/02/2010 7.00,"4,95585219","4,83197772","16,20000076"
21/02/2010 8.00,"4,86554869","5,9403603","16,20000076"
21/02/2010 9.00,"5,01364626","5,40952982","16,20000076"
21/02/2010 10.00,"4,80594842","3,74825421","16,20000076"
21/02/2010 11.00,"5,04976705","3,48219176","16,20000076"
21/02/2010 12.00,"5,47961126","4,10516916","16,20000076"
21/02/2010 13.00,"5,24482257","5,79629683","16,20000076"
21/02/2010 14.00,"5,38027781","6,33750946","16,20000076"
21/02/2010 15.00,"5,31525897","4,393298","16,20000076"
21/02/2010 16.00,"5,63673979","5,86767944","16,20000076"
21/02/2010 17.00,"5,40556247","4,10776566","16,20000076"
21/02/2010 18.00,"5,53198777","3,67427702","16,20000076"
21/02/2010 19.00,"5,64215735","20,01447184","16,20000076"
21/02/2010 20.00,"5,26830205","27,98860168","16,20000076"
21/02/2010 21.00,"5,22134411","14,9125484","16,20000076"
21/02/2010 22.00,"4,92334277","10,17531028","16,20000076"
21/02/2010 23.00,"5,01545144","6,21680873","16,20000076"
22/02/2010 0.00,"5,12200965","7,89755233","16,20000076"
22/02/2010 1.00,"5,27371961","10,45175871","26,2999897"
22/02/2010 2.00,"5,19425326","6,8190199","26,2999897"
22/02/2010 3.00,"5,07866409","5,64833862","26,2999897"
22/02/2010 4.00,"5,13826436","7,35114862","26,2999897"
22/02/2010 5.00,"5,14187674","7,84433946","26,2999897"
22/02/2010 6.00,"5,07866409","9,71067898","26,2999897"
22/02/2010 7.00,"5,06240938","10,94105481","26,2999897"
22/02/2010 8.00,"4,73912339","10,5555937","26,2999897"
22/02/2010 9.00,"5,14548913","19,4615788","26,2999897"
22/02/2010 10.00,"5,02628859","11,82750007","26,2999897"
22/02/2010 11.00,"5,17799855","9,41346623","26,2999897"
22/02/2010 12.00,"4,91431181","7,67691326","26,2999897"
22/02/2010 13.00,"5,15451907","10,15974278","26,2999897"
22/02/2010 14.00,"5,3640231","10,02995622","26,2999897"
22/02/2010 15.00,"5,35860554","6,07793443","26,2999897"
22/02/2010 16.00,"5,50309073","5,05650962","26,2999897"
22/02/2010 17.00,"5,57713952","5,95593545","26,2999897"
22/02/2010 18.00,"5,53379396","22,1403864","26,2999897"
22/02/2010 19.00,"6,06116542","51,82271416","26,2999897"
22/02/2010 20.00,"6,39167618","46,38204168","26,2999897"
22/02/2010 21.00,"6,63549583","55,5969448","26,2999897"
22/02/2010 22.00,"6,20926299","49,75911168","26,2999897"
22/02/2010 23.00,"5,88055842","50,77663984","26,2999897"
23/02/2010 0.00,"5,37124787","30,83742432","26,2999897"
23/02/2010 1.00,,"12,81648781",22
23/02/2010 2.00,"5,14729532",,22
23/02/2010 3.00,"4,89444573","8,88523417",22
23/02/2010 4.00,"5,23398643","8,19736158",22
23/02/2010 5.00,"5,49586597","8,34661612",22
23/02/2010 6.00,"5,11839828","10,69186576",22
23/02/2010 7.00,"5,25204734","29,8705068",22
23/02/2010 8.00,"5,81734679","51,01804896",22
23/02/2010 9.00,"6,53616137","58,68067576",22
23/02/2010 10.00,"5,99795378","52,23025696",22
23/02/2010 11.00,"5,32067755","23,64591432",22
23/02/2010 12.00,"5,40375628","18,32465198",22
23/02/2010 13.00,"5,38930877","11,47708018",22
23/02/2010 14.00,"5,23398643","12,11303242",22
23/02/2010 15.00,"5,47780608","9,01372248",22
23/02/2010 16.00,"5,3134538","12,59065193",22
23/02/2010 17.00,"5,11839828","13,80675658",22
23/02/2010 18.00,"5,35860554","20,95282408",22
23/02/2010 19.00,"5,21411934","30,71543872",22
23/02/2010 20.00,"5,26468966","21,92104176",22
23/02/2010 21.00,"5,45252041","34,6713476",22
23/02/2010 22.00,"5,420012","15,33435472",22
23/02/2010 23.00,"5,18341611","13,52901564",22
24/02/2010 0.00,"5,31887135","8,5140404",22
24/02/2010 1.00,"4,99919774","12,46086919","14,30000019"
24/02/2010 2.00,"5,18160992","9,34338187","14,30000019"
24/02/2010 3.00,"5,38930877","3,61327657","14,30000019"
24/02/2010 4.00,"4,98294303","3,23040239","14,30000019"
24/02/2010 5.00,"5,11839828","4,10387091","14,30000019"
24/02/2010 6.00,"5,08588886","6,25184995","14,30000019"
24/02/2010 7.00,"5,22314928","19,56151904","14,30000019"
24/02/2010 8.00,"5,33331987","29,98602984","14,30000019"
24/02/2010 9.00,"5,00100394","25,84580416","14,30000019"
24/02/2010 10.00,"5,17619236","15,69515868","14,30000019"
24/02/2010 11.00,"5,39111395","8,56336044","14,30000019"
24/02/2010 12.00,"5,27733199","9,60036041","14,30000019"
24/02/2010 13.00,"5,1852223","6,15580828","14,30000019"
24/02/2010 14.00,"5,03893092","4,20251099","14,30000019"
24/02/2010 15.00,"5,09130642","3,70023433","14,30000019"
24/02/2010 16.00,"5,45252041","2,8864661","14,30000019"
24/02/2010 17.00,"5,12381584","5,1811051","14,30000019"
24/02/2010 18.00,"5,25565972","17,11632725","14,30000019"
24/02/2010 19.00,"5,18341611","30,5506052","14,30000019"
24/02/2010 20.00,"5,20870178","25,93018072","14,30000019"
24/02/2010 21.00,"5,22314928","28,49866592","14,30000019"
24/02/2010 22.00,"5,33693226","22,42462432","14,30000019"
24/02/2010 23.00,"5,18341611","12,45048512","14,30000019"
25/02/2010 0.00,"5,27191341","11,0254199","14,30000019"
25/02/2010 1.00,,"10,87356503","19,70000076"
25/02/2010 2.00,"5,23037405",,"19,70000076"
25/02/2010 3.00,"5,21411934","9,18374326","19,70000076"
25/02/2010 4.00,"4,83484546","7,08508426","19,70000076"
25/02/2010 5.00,"5,08950124","6,67885118","19,70000076"
25/02/2010 6.00,"5,06421557","10,60100943","19,70000076"
25/02/2010 7.00,"5,14548913","22,37529472","19,70000076"
25/02/2010 8.00,"4,89083334","31,70830208","19,70000076"
25/02/2010 9.00,"5,22676166","23,75623672","19,70000076"
25/02/2010 10.00,"5,0425433","15,72501456","19,70000076"
25/02/2010 11.00,"5,38569639","13,97937386","19,70000076"
25/02/2010 12.00,"5,57172095","10,59971883","19,70000076"
25/02/2010 13.00,"5,49406079","7,24342462","19,70000076"
25/02/2010 14.00,"5,31887135","7,47963884","19,70000076"
25/02/2010 15.00,"5,27733199","4,18044651","19,70000076"
25/02/2010 16.00,"5,20870178","3,95721286","19,70000076"
25/02/2010 17.00,"5,16355003","4,94099996","19,70000076"
25/02/2010 18.00,"5,30984141","9,3044459","19,70000076"
25/02/2010 19.00,"5,30622903","17,37461168","19,70000076"
25/02/2010 20.00,"5,82818292","49,59817864","19,70000076"
25/02/2010 21.00,"5,56449719","43,36838552","19,70000076"
25/02/2010 22.00,"5,19244707","27,6693168","19,70000076"
25/02/2010 23.00,"5,17619236","28,22999168","19,70000076"
26/02/2010 0.00,"4,92334277","26,68423528","19,70000076"
26/02/2010 1.00,"5,15632526","17,39926883","22,39999962"
26/02/2010 2.00,"5,22495649","13,22531547","22,39999962"
26/02/2010 3.00,"5,26649585","10,01438106","22,39999962"
26/02/2010 4.00,"5,21773172","6,5490627","22,39999962"
26/02/2010 5.00,"5,23037405","7,5523197","22,39999962"
26/02/2010 6.00,"5,30081147","13,50435849","22,39999962"
26/02/2010 7.00,"5,37124787","29,57848704","22,39999962"
26/02/2010 8.00,"5,39833872","45,16853352","22,39999962"
26/02/2010 9.00,,,"22,39999962"
26/02/2010 10.00,,,"22,39999962"
26/02/2010 11.00,,,"22,39999962"
26/02/2010 12.00,"6,27066945","21,26950864","22,39999962"
26/02/2010 13.00,"6,45850121","14,50631532","22,39999962"
26/02/2010 14.00,"6,6553619","16,71399082","22,39999962"
26/02/2010 15.00,"6,51087671","16,35577954","22,39999962"
26/02/2010 16.00,"6,62646487","18,49986192","22,39999962"
26/02/2010 17.00,"6,79623573","20,96840688","22,39999962"
26/02/2010 18.00,"6,64091339","20,53751856","22,39999962"
26/02/2010 19.00,"6,57047698","26,82700432","22,39999962"
26/02/2010 20.00,"6,5668646","21,43564232","22,39999962"
26/02/2010 21.00,"6,62104731","15,87686942","22,39999962"
26/02/2010 22.00,"6,57950693","13,10071999","22,39999962"
26/02/2010 23.00,"6,38084004","12,32588964","22,39999962"
27/02/2010 0.00,"6,59214925","8,15972194","22,39999962"
27/02/2010 1.00,,"5,81965956","14,39999962"
27/02/2010 2.00,"6,30859745",,"14,39999962"
27/02/2010 3.00,"6,20926299","4,34657446","14,39999962"
27/02/2010 4.00,"6,32665733","2,80470133","14,39999962"
27/02/2010 5.00,"6,52171285","2,36082862","14,39999962"
27/02/2010 6.00,"6,11715432","3,00976524","14,39999962"
27/02/2010 7.00,"6,25802712","4,59057434","14,39999962"
27/02/2010 8.00,"6,51990767","7,07599843","14,39999962"
27/02/2010 9.00,"6,51087671","10,8839491","14,39999962"
27/02/2010 10.00,"6,43502174","5,75995736","14,39999962"
27/02/2010 11.00,"6,53074279","4,78265768","14,39999962"
27/02/2010 12.00,"6,58311931","3,60678724","14,39999962"
27/02/2010 13.00,"6,61924112","4,39459434","14,39999962"
27/02/2010 14.00,"6,74385921","4,52697739","14,39999962"
27/02/2010 15.00,"6,53616137","3,63923388","14,39999962"
27/02/2010 16.00,"6,52893762","3,56525478","14,39999962"
27/02/2010 17.00,"6,67884138","4,40887315","14,39999962"
27/02/2010 18.00,"6,67342281","12,22464924","14,39999962"
27/02/2010 19.00,"6,81610282","15,9936735","14,39999962"
27/02/2010 20.00,"6,67703519","27,8964624","14,39999962"
27/02/2010 21.00,"6,817908","18,22471365","14,39999962"
27/02/2010 22.00,"6,76011392","26,49345592","14,39999962"
27/02/2010 23.00,"6,62465867","19,40706768","14,39999962"
28/02/2010 0.00,"6,45308264","23,0527928","14,39999962"
28/02/2010 1.00,"6,36639152","32,6142268","21,5"
28/02/2010 2.00,"6,38806379","31,87053528","21,5"
28/02/2010 3.00,"6,38806379","29,23585664","21,5"
28/02/2010 4.00,"6,22913009","20,32337456","21,5"
28/02/2010 5.00,"6,74024784","13,47840118","21,5"
28/02/2010 6.00,"6,31762739","12,78143511","21,5"
28/02/2010 7.00,"6,10270478","4,88129776","21,5"
28/02/2010 8.00,"6,45488883","3,80146708","21,5"
28/02/2010 9.00,"6,71857456","10,24279814","21,5"
28/02/2010 10.00,"6,59937402","18,22731588","21,5"
28/02/2010 11.00,"6,73482927","6,22589264","21,5"
28/02/2010 12.00,"6,62827106","11,08382576","21,5"
28/02/2010 13.00,"6,77817482","17,02548239","21,5"
28/02/2010 14.00,"6,91724246","15,23700906","21,5"
28/02/2010 15.00,"7,11410315","5,96242478","21,5"
28/02/2010 16.00,"6,73663546","10,32197598","21,5"
28/02/2010 17.00,"6,70412604","6,46080861","21,5"
28/02/2010 18.00,"6,80526567","23,606986","21,5"
28/02/2010 19.00,"7,3380557","51,77340368","21,5"
28/02/2010 20.00,"7,41029829","59,5152064","21,5"
28/02/2010 21.00,"7,27123168","65,0778836","21,5"
28/02/2010 22.00,"6,88473303","27,73292904","21,5"
28/02/2010 23.00,"6,9786479","13,59520334","21,5"
01/03/2010 0.00,"6,96058801","11,16039945","21,5"
01/03/2010 1.00,,"6,94102079",31
01/03/2010 2.00,"6,68606513",,31
01/03/2010 3.00,"6,87750827","5,67819068",31
01/03/2010 4.00,"6,99309743","5,33555263",31
01/03/2010 5.00,"7,09423707","5,97540343",31
01/03/2010 6.00,"6,72038075","12,27267103",31
01/03/2010 7.00,"6,83055032","17,07869335",31
01/03/2010 8.00,"6,86667213","31,43444632",31
01/03/2010 9.00,"7,16106109","33,7161124",31
01/03/2010 10.00,"6,78178721","40,07957344",31
01/03/2010 11.00,"6,95697563","14,00143642",31
01/03/2010 12.00,"6,52893762","7,74959412",31
01/03/2010 13.00,"6,93169097","5,80797915",31
01/03/2010 14.00,"6,86667213","5,05002029",31
01/03/2010 15.00,"7,09062468","5,22523406",31
01/03/2010 16.00,"6,68606513","7,18502067",31
01/03/2010 17.00,"6,72399313","7,01889273",31
01/03/2010 18.00,"6,5668646","15,06699785",31
01/03/2010 19.00,"6,86486594","26,4571088",31
01/03/2010 20.00,"7,03102442","33,32155208",31
01/03/2010 21.00,"6,8359689","18,3025875",31
01/03/2010 22.00,"6,5144891","13,08254261",31
01/03/2010 23.00,"6,6029864","10,60880083",31
02/03/2010 0.00,"6,54519233","9,05265845",31
02/03/2010 1.00,"6,64994435","6,26223402","15,5"
02/03/2010 2.00,"6,61382254","4,40108558","15,5"
02/03/2010 3.00,"6,74385921","4,02729722","15,5"
02/03/2010 4.00,"6,35916676","3,38744642","15,5"
02/03/2010 5.00,"6,42599179","3,88712659","15,5"
02/03/2010 6.00,"6,57408937","5,37189402","15,5"
02/03/2010 7.00,"6,41154226","10,67369794","15,5"
02/03/2010 8.00,"6,43682793","28,01584768","15,5"
02/03/2010 9.00,"6,65355571","29,55772272","15,5"
02/03/2010 10.00,"6,81068425","13,27203519","15,5"
02/03/2010 11.00,"6,68787133","11,98584426","15,5"
02/03/2010 12.00,"6,9082115","8,693147","15,5"
02/03/2010 13.00,"6,71315598","5,9092119","15,5"
02/03/2010 14.00,"6,87028451","9,55363686","15,5"
02/03/2010 15.00,"6,85944838","4,3595512","15,5"
02/03/2010 16.00,"6,62285248","4,06104211","15,5"
02/03/2010 17.00,"6,75650154","7,15127578","15,5"
02/03/2010 18.00,"6,57408937","9,09159442","15,5"
02/03/2010 19.00,"7,1953767","23,41360632","15,5"
02/03/2010 20.00,"6,84861123","35,28913392","15,5"
02/03/2010 21.00,"6,81610282","28,5142296","15,5"
02/03/2010 22.00,"6,58673169","22,35973104","15,5"
02/03/2010 23.00,"6,69148371","6,87742576","15,5"
03/03/2010 0.00,"6,72038075","19,02290864","15,5"
03/03/2010 1.00,,"26,3986972",23
03/03/2010 2.00,"6,74205302",,23
03/03/2010 3.00,"6,53074279","12,68799758",23
03/03/2010 4.00,"6,63910821","17,77435352",23
03/03/2010 5.00,"6,72579831","18,78149952",23
03/03/2010 6.00,"6,57047698","28,84779712",23
03/03/2010 7.00,"6,81971419","40,98679832",23
03/03/2010 8.00,"7,09965463","45,1477692",23
03/03/2010 9.00,"6,85222361","29,8432608",23
03/03/2010 10.00,"7,1773158","44,32362072",23
03/03/2010 11.00,"6,74385921","27,8471328",23
03/03/2010 12.00,"6,71496217","17,45637262",23
03/03/2010 13.00,"6,97503653","8,7242973",23
03/03/2010 14.00,"6,75650154","7,49131734",23
03/03/2010 15.00,"6,817908","7,43550988",23
03/03/2010 16.00,"5,37446159",,23
03/03/2010 17.00,"3,58504602","8,85538211",23
03/03/2010 18.00,"3,51099724","6,99034083",23
03/03/2010 19.00,"3,77648915","6,28689309",23
03/03/2010 20.00,"3,41708135","5,34204196",23
03/03/2010 21.00,"3,44236601","4,71776631",23
03/03/2010 22.00,"3,41527516","5,23172338",23
03/03/2010 23.00,"3,44597839","5,91310474",23
04/03/2010 0.00,"3,50738485","5,41602106",23
04/03/2010 1.00,"3,34303257","5,65353162","17,10000038"
04/03/2010 2.00,"3,4821002","5,38616901","17,10000038"
04/03/2010 3.00,"3,5146086","4,35046729","17,10000038"
04/03/2010 4.00,"3,30510559","3,15901978","17,10000038"
04/03/2010 5.00,"3,43514226","2,54642646","17,10000038"
04/03/2010 6.00,"3,19854738","2,58276593","17,10000038"
04/03/2010 7.00,"3,53628189","3,0396173","17,10000038"
